English Word	Valence	Arousal	Dominance	Azerbaijani Word
unfairness	0.170	0.817	0.336	ədalətsizlik
unfaithful	0.031	0.806	0.298	vəfasız
unfamiliar	0.219	0.558	0.273	tanış olmayan
unfavorable	0.133	0.450	0.232	əlverişsiz
unfeeling	0.235	0.377	0.345	hisssiz
unfettered	0.569	0.650	0.586	maneəsiz
unfinished	0.188	0.368	0.264	yarımçıq
unfit	0.250	0.368	0.185	yararsız
unflinching	0.667	0.606	0.882	sarsılmaz
unfold	0.612	0.510	0.520	açmaq
unfollow	0.281	0.337	0.293	təqibdən çıx
unforeseen	0.255	0.714	0.500	gözlənilməz
unforgettable	0.833	0.561	0.660	unudulmaz
unforgivable	0.276	0.743	0.490	bağışlanmaz
unforgiving	0.406	0.630	0.793	bağışlamaz
unfortunate	0.073	0.487	0.195	bədbəxt
unfortunately	0.104	0.494	0.281	təəssüf ki
unfounded	0.271	0.520	0.410	əsassız
unfreeze	0.458	0.297	0.375	dondurmaq
unfriendly	0.173	0.670	0.458	dost olmayan
unfulfilled	0.184	0.426	0.268	yerinə yetirilməmişdir
unfurnished	0.316	0.333	0.272	mebelsiz
unglued	0.378	0.446	0.352	yapışdırılmamış
ungodly	0.296	0.423	0.388	allahsız
ungrateful	0.219	0.461	0.275	nankor
unguarded	0.156	0.578	0.205	qorunmayan
unhand	0.406	0.360	0.361	əlsiz
unhappiness	0.083	0.630	0.222	bədbəxtlik
unhappy	0.112	0.500	0.155	bədbəxt
unharmed	0.740	0.378	0.491	zərərsiz
unhealthy	0.115	0.549	0.214	qeyri-sağlam
unheard	0.344	0.539	0.500	eşidilməyən
unhelpful	0.104	0.320	0.118	faydasız
unhindered	0.729	0.441	0.725	maneəsiz
unholy	0.327	0.560	0.445	müqəddəssiz
unhook	0.375	0.592	0.310	açmaq
unicorn	0.776	0.510	0.480	təkbuynuzlu
unidentified	0.385	0.361	0.199	naməlum
unification	0.688	0.345	0.788	birləşmə
unified	0.729	0.439	0.764	vahid
uniform	0.570	0.245	0.655	uniforma
uniformed	0.469	0.519	0.589	uniformalı
uniformity	0.745	0.353	0.538	vahidlik
uniformly	0.625	0.333	0.704	bərabər şəkildə
unimaginable	0.573	0.634	0.589	ağlasığmaz
unimpeachable	0.684	0.550	0.784	qüsursuz
unimpeached	0.458	0.335	0.433	impiçmentsiz
unimportant	0.281	0.240	0.175	əhəmiyyətsiz
unimpressed	0.198	0.302	0.327	təsirsiz
unimproved	0.163	0.377	0.144	təkmilləşdirilməmiş
uninfected	0.688	0.304	0.389	yoluxmamış
uninformed	0.156	0.370	0.182	məlumatsız
uninhabited	0.301	0.230	0.221	yaşayışsız
uninitiated	0.271	0.288	0.288	təşəbbüssüz
uninspired	0.163	0.243	0.260	ilhamsız
unintelligible	0.208	0.472	0.283	anlaşılmaz
unintended	0.438	0.385	0.349	nəzərdə tutulmayan
unintentional	0.333	0.538	0.306	qəsdən
unintentionally	0.460	0.490	0.286	istəmədən
uninterested	0.365	0.240	0.328	maraqsız
uninteresting	0.153	0.235	0.228	maraqsız
uninterrupted	0.500	0.434	0.527	fasiləsiz
uninvited	0.090	0.385	0.307	dəvətsiz
union	0.854	0.226	0.766	birlik
unique	0.823	0.347	0.661	unikal
unisex	0.492	0.417	0.417	uniseks
unison	0.510	0.439	0.583	birlik
unit	0.562	0.235	0.578	vahid
unitary	0.531	0.239	0.641	unitar
unite	0.781	0.375	0.610	birləşmək
united	0.781	0.431	0.783	birləşdi
unity	0.837	0.288	0.658	birlik
universal	0.802	0.417	0.833	universal
universality	0.796	0.410	0.840	universallıq
universe	0.694	0.454	0.839	kainat
university	0.735	0.574	0.741	universitet
unjust	0.115	0.625	0.278	ədalətsiz
unjustifiable	0.115	0.596	0.394	əsassız
unjustified	0.288	0.541	0.314	əsassız
unkind	0.135	0.409	0.310	mehriban
unknowable	0.347	0.540	0.396	bilinməz
unknown	0.357	0.450	0.204	naməlum
unlawful	0.094	0.759	0.402	qanunsuz
unleash	0.479	0.775	0.559	sərbəst buraxmaq
unlicensed	0.306	0.574	0.196	lisenziyasız
unlike	0.439	0.439	0.418	fərqli olaraq
unlikely	0.271	0.293	0.245	çətin
unlimited	0.750	0.623	0.679	limitsiz
unlisted	0.365	0.265	0.218	siyahıya alınmamış
unload	0.656	0.639	0.573	boşaltmaq
unloaded	0.469	0.380	0.331	boşaldılmış
unlock	0.582	0.442	0.592	kilidini açın
unlucky	0.073	0.395	0.198	bəxtsiz
unmanageable	0.177	0.666	0.482	idarəedilməz
unmanned	0.235	0.441	0.324	pilotsuz
unmarked	0.416	0.294	0.433	işarəsiz
unmarried	0.438	0.480	0.545	subay
unmask	0.323	0.690	0.520	maskasını açmaq
unmatched	0.776	0.536	0.771	misilsiz
unmistakable	0.602	0.571	0.765	şübhəsiz
unmitigated	0.649	0.427	0.422	yüngülləşdirilməmiş
unmoved	0.184	0.355	0.360	hərəkətsiz
unnamed	0.316	0.189	0.284	adsız
unnatural	0.153	0.587	0.434	qeyri-təbii
unnecessary	0.219	0.358	0.190	lazımsız
unneeded	0.177	0.375	0.245	lazımsız
unnoticed	0.302	0.440	0.260	diqqətsiz
unnumbered	0.406	0.255	0.331	nömrəsiz
unobserved	0.398	0.255	0.257	müşahidə olunmamış
unobstructed	0.583	0.440	0.573	maneəsiz
unobtrusive	0.447	0.327	0.402	gözəgörünməz
unoccupied	0.258	0.245	0.412	boş
unofficial	0.260	0.302	0.255	qeyri-rəsmi
unopened	0.542	0.340	0.265	açılmamış
unopposed	0.615	0.375	0.537	rəqibsiz
unordered	0.224	0.482	0.190	nizamsız
unorganised	0.250	0.500	0.212	qeyri-mütəşəkkil
unorganized	0.260	0.657	0.173	qeyri-mütəşəkkil
unorthodox	0.340	0.480	0.441	qeyri-adi
unpack	0.531	0.528	0.445	açmaq
unpaid	0.300	0.413	0.365	ödənilməmiş
unparalleled	0.708	0.306	0.538	misilsiz
unpleasant	0.122	0.612	0.185	xoşagəlməz
unpleasantness	0.062	0.724	0.264	xoşagəlməzlik
unplug	0.239	0.441	0.404	ayırın
unplugged	0.367	0.375	0.318	elektrik şəbəkəsindən çıxarılıb
unpopular	0.073	0.441	0.164	qeyri-populyar
unprecedented	0.500	0.491	0.658	görünməmiş
unpredictable	0.429	0.769	0.515	gözlənilməz
unprepared	0.204	0.450	0.152	hazırlıqsız
unpretentious	0.510	0.296	0.410	iddiasız
unproductive	0.100	0.324	0.237	məhsuldar olmayan
unprofessional	0.042	0.370	0.170	qeyri-peşəkar
unprofitable	0.163	0.376	0.217	mənfəətsiz
unprotected	0.150	0.582	0.197	müdafiəsiz
unproven	0.296	0.427	0.216	sübut olunmamış
unprovoked	0.565	0.327	0.385	səbəbsiz
unpublished	0.406	0.480	0.481	nəşr olunmayıb
unpunished	0.292	0.594	0.519	cəzasız
unqualified	0.170	0.433	0.173	ixtisassız
unquestionable	0.469	0.450	0.843	şübhəsiz
unquestionably	0.500	0.630	0.750	şübhəsiz
unquestioned	0.562	0.509	0.746	şübhəsiz
unquote	0.388	0.363	0.517	sitat çıxarmaq
unravel	0.378	0.598	0.455	açmaq
unreachable	0.208	0.679	0.557	əlçatmaz
unread	0.458	0.240	0.214	oxunmamış
unreal	0.173	0.431	0.296	qeyri-real
unrealistic	0.229	0.500	0.245	qeyri-real
unreasonable	0.115	0.702	0.264	əsassız
unrecorded	0.241	0.351	0.350	qeydə alınmamış
unregistered	0.255	0.337	0.266	qeydiyyatsız
unregulated	0.344	0.454	0.421	tənzimlənməmiş
unrelated	0.302	0.270	0.264	əlaqəsiz
unrelenting	0.500	0.790	0.875	amansız
unreliable	0.108	0.480	0.240	etibarsız
unremarkable	0.271	0.155	0.230	diqqətəlayiq deyil
unrepentant	0.240	0.445	0.413	tövbəsiz
unrequited	0.143	0.441	0.179	qarşılıqsız
unresolved	0.135	0.441	0.173	həll olunmamış
unresponsive	0.108	0.282	0.244	cavabsız
unrest	0.102	0.577	0.231	iğtişaş
unrestrained	0.385	0.775	0.627	məhdudiyyətsiz
unrestricted	0.698	0.458	0.644	məhdudiyyətsiz
unromantic	0.208	0.316	0.307	qeyri-romantik
unruly	0.240	0.745	0.547	itaətsiz
unsafe	0.115	0.562	0.147	təhlükəli
unsanitary	0.063	0.592	0.269	antisanitar
unsatisfactory	0.122	0.520	0.189	qeyri-qənaətbəxş
unsatisfied	0.200	0.547	0.241	qanesiz
unsavory	0.071	0.637	0.353	xoşagəlməz
unscathed	0.625	0.308	0.611	zədəsiz
unscheduled	0.312	0.436	0.300	planlaşdırılmamış
unscientific	0.396	0.317	0.321	qeyri-elmi
unscrew	0.333	0.462	0.396	açın
unscrupulous	0.094	0.727	0.465	vicdansız
unseat	0.229	0.500	0.312	oturmaq
unseen	0.427	0.351	0.421	görünməmiş
unselfish	0.615	0.353	0.377	təmənnasız
unsettled	0.208	0.647	0.170	nizamsız
unsightly	0.226	0.559	0.373	yaramaz
unsolicited	0.094	0.339	0.280	istənməyən
unsolved	0.146	0.390	0.235	həll olunmamış
unsophisticated	0.327	0.491	0.339	təkmilləşməmiş
unsound	0.146	0.222	0.272	sağlam olmayan
unspeakable	0.327	0.567	0.393	danışılmaz
unspecified	0.240	0.365	0.165	dəqiqləşdirilməmiş, naməlum
unspoken	0.177	0.260	0.208	danışılmamış
unstable	0.167	0.587	0.150	qeyri-sabit
unsteady	0.122	0.500	0.190	qeyri-sabit
unstoppable	0.625	0.887	0.862	dayandırılmaz
unsuccessful	0.140	0.318	0.106	uğursuz
unsuitable	0.188	0.528	0.300	yararsız
unsung	0.296	0.330	0.314	səssiz
unsupervised	0.478	0.481	0.442	nəzarətsiz
unsupported	0.260	0.450	0.221	dəstəklənmir
unsure	0.143	0.580	0.217	əmin deyiləm
unsurpassed	0.694	0.569	0.798	üstün olmayan
unsuspecting	0.302	0.509	0.413	şübhəsiz
unsustainable	0.255	0.650	0.406	dayanıqsız
unsweetened	0.396	0.263	0.300	şəkərsiz
unsympathetic	0.163	0.620	0.281	rəğbətsiz
untamed	0.429	0.778	0.709	əhliləşdirilməmiş
untenable	0.143	0.637	0.425	dözülməz
untested	0.302	0.296	0.348	sınanmamış
unthinkable	0.365	0.480	0.481	ağlasığmaz
untidy	0.106	0.610	0.254	səliqəsiz
untie	0.542	0.463	0.472	açmaq
untimely	0.245	0.676	0.233	vaxtsız
untitled	0.213	0.240	0.240	başlıqsız
untold	0.240	0.367	0.191	danışılmamış
untouchable	0.490	0.602	0.683	toxunulmaz
untouched	0.531	0.276	0.600	toxunulmamış
untoward	0.122	0.555	0.291	xoşagəlməz
untraceable	0.321	0.674	0.574	izlənilməz
untrained	0.149	0.529	0.282	təhsilsiz
untranslated	0.271	0.188	0.264	tərcümə olunmamış
untroubled	0.750	0.213	0.653	problemsiz
untrue	0.031	0.500	0.188	yalan
untrustworthy	0.097	0.449	0.287	etibarsız
unturned	0.312	0.255	0.316	dönməmiş
unused	0.344	0.231	0.234	istifadəsiz
unusual	0.429	0.433	0.361	qeyri-adi
unusually	0.385	0.406	0.358	qeyri-adi
unutterable	0.406	0.592	0.538	ifadə olunmaz
unveil	0.439	0.442	0.562	açmaq
unveiling	0.569	0.570	0.675	açılışı
unverified	0.214	0.365	0.180	yoxlanılmamış
unwanted	0.177	0.546	0.205	arzuolunmaz
unwarranted	0.091	0.500	0.345	əsassız
unwary	0.286	0.417	0.402	ehtiyatsız
unwashed	0.365	0.427	0.360	yuyulmamış
unwavering	0.740	0.630	0.858	sarsılmaz
unwed	0.541	0.595	0.459	nikahsız
unwelcome	0.115	0.480	0.269	xoşagəlməz
unwell	0.143	0.640	0.221	pis
unwilling	0.302	0.316	0.179	istəməyən
unwillingly	0.204	0.548	0.182	istəmədən
unwillingness	0.204	0.311	0.113	istəksizlik
unwind	0.837	0.181	0.394	dincəlmək
unwise	0.141	0.610	0.304	ağılsız
unwitting	0.260	0.526	0.344	bilmədən
unwittingly	0.312	0.510	0.264	istəmədən
unworthy	0.194	0.433	0.226	layiqsiz
unwrap	0.604	0.491	0.557	açmaq
unwritten	0.367	0.384	0.272	yazılmamış
unyielding	0.367	0.806	0.738	dönməz
unzip	0.378	0.520	0.538	açın
upbeat	0.878	0.531	0.802	nikbin
upbringing	0.677	0.490	0.600	tərbiyə
upcoming	0.688	0.460	0.550	qarşıdan gələn
update	0.698	0.535	0.802	yeniləmə
upgrade	0.786	0.500	0.670	təkmilləşdirmək
upheaval	0.290	0.830	0.570	sarsıntı
uphill	0.396	0.723	0.572	yoxuş
uphold	0.698	0.321	0.561	saxlamaq
upholstery	0.592	0.270	0.386	üzlük
upkeep	0.590	0.442	0.685	baxım
upland	0.719	0.578	0.607	dağlıq
uplands	0.615	0.471	0.577	dağlıq ərazilər
uplift	0.656	0.779	0.771	yüksəliş
uplifting	0.771	0.548	0.605	ruhlandırıcı
uplink	0.544	0.510	0.595	yuxarı keçid
upload	0.638	0.683	0.696	yükləmək
upper	0.740	0.529	0.868	yuxarı
uppercut	0.410	0.600	0.550	yuxarı kəsmə
uppity	0.465	0.546	0.417	alçaqlıq
upright	0.667	0.373	0.600	dik
uprising	0.561	0.777	0.704	üsyan
uproar	0.271	0.902	0.462	hay-küy
upscale	0.698	0.526	0.846	yüksək səviyyəli
upset	0.071	0.680	0.330	əsəbiləşdi
upshot	0.693	0.490	0.716	nəticə
upstairs	0.663	0.408	0.645	yuxarı
upstanding	0.851	0.390	0.708	ayağa qalxan
upstart	0.449	0.500	0.455	başlanğıc
uptight	0.184	0.716	0.333	sıx
upward	0.792	0.481	0.620	yuxarı
upwards	0.724	0.439	0.638	yuxarı
uranium	0.375	0.580	0.490	uran
urban	0.561	0.528	0.644	şəhər
urchin	0.417	0.510	0.373	kirpi
urge	0.418	0.680	0.653	həvəs
urgency	0.429	0.908	0.543	təcili
urgent	0.327	0.918	0.623	təcili
urinal	0.214	0.510	0.306	pisuar
urinalysis	0.344	0.532	0.398	sidik analizi
urinate	0.360	0.500	0.353	idrar etmək
urination	0.271	0.441	0.232	sidik ifrazı
urine	0.375	0.361	0.169	sidik
urn	0.194	0.520	0.295	qab
usable	0.812	0.455	0.611	istifadəyə yararlı
usage	0.646	0.360	0.426	istifadə
use	0.438	0.358	0.409	istifadə edin
used	0.354	0.306	0.287	istifadə olunur
useful	0.833	0.411	0.726	faydalı
usefully	0.650	0.481	0.760	faydalı
usefulness	0.806	0.519	0.741	faydalılıq
useless	0.052	0.342	0.184	faydasız
user	0.629	0.347	0.442	istifadəçi
usher	0.521	0.440	0.519	başçı
usual	0.625	0.221	0.400	adi
usurp	0.125	0.818	0.433	qəsb etmək
usurped	0.292	0.780	0.438	qəsb etdi
usury	0.344	0.679	0.430	sələmçilik
utensil	0.573	0.279	0.383	qab
uterus	0.551	0.420	0.510	uşaqlıq
utilitarian	0.427	0.363	0.639	utilitar
utility	0.622	0.400	0.704	kommunal
utilization	0.562	0.469	0.706	istifadə
utilize	0.694	0.445	0.545	istifadə etmək
utmost	0.719	0.740	0.858	son dərəcə
utopian	0.542	0.327	0.552	utopik
utter	0.531	0.422	0.549	söyləmək
utterance	0.542	0.640	0.704	ifadə
utterly	0.633	0.440	0.673	tamamilə
vacancy	0.643	0.311	0.418	Vakansiya
vacant	0.578	0.220	0.464	boş
vacate	0.357	0.490	0.397	boşalmaq
vacation	0.840	0.490	0.598	məzuniyyət
vaccination	0.530	0.578	0.621	peyvənd
vaccine	0.500	0.520	0.555	peyvənd
vacuolar	0.439	0.370	0.439	vakuolyar
vacuole	0.490	0.406	0.481	vakuol
vacuous	0.354	0.267	0.304	boş
vacuum	0.327	0.196	0.134	vakuum
vagabond	0.384	0.531	0.144	avara
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	avaralıq
vagrant	0.265	0.548	0.250	avara
vague	0.271	0.335	0.083	qeyri-müəyyən
vagueness	0.150	0.324	0.221	qeyri-müəyyənlik
vainly	0.365	0.283	0.169	boş yerə
valance	0.424	0.286	0.371	valans
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valediktor
valentine	0.888	0.615	0.510	sevgililər günü
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	igid
valid	0.693	0.353	0.565	etibarlıdır
validate	0.760	0.431	0.745	doğrulamaq
validation	0.655	0.460	0.720	doğrulama
validity	0.646	0.470	0.706	etibarlılıq
valium	0.419	0.398	0.443	dəyər
valley	0.729	0.306	0.386	dərə
valor	0.833	0.442	0.763	şücaət
valuable	0.899	0.547	0.798	qiymətli
valuables	0.790	0.625	0.759	qiymətli əşyalar
valuation	0.615	0.480	0.795	qiymətləndirmə
value	0.875	0.582	0.802	dəyər
valve	0.323	0.363	0.471	klapan
vamoose	0.459	0.455	0.389	vamus
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampir
van	0.561	0.378	0.425	furqon
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	vandalizm
vane	0.561	0.280	0.231	qanad
vanguard	0.693	0.640	0.780	avanqard
vanilla	0.706	0.216	0.284	vanil
vanish	0.236	0.480	0.347	yox olmaq
vanished	0.208	0.566	0.255	itgin düşdü
vanishing	0.292	0.550	0.322	yox olmaq
vanity	0.260	0.540	0.439	boşluq
vanquish	0.708	0.760	0.804	qalib gəlmək
vanquished	0.496	0.529	0.176	məğlub oldu
vanquishing	0.600	0.748	0.764	qalib gəlmək
vantage	0.740	0.632	0.788	üstünlük
vapor	0.510	0.358	0.318	buxar
vara	0.490	0.333	0.407	var
variable	0.620	0.407	0.400	dəyişən
variance	0.540	0.405	0.509	fərqlilik
variation	0.635	0.561	0.406	variasiya
variations	0.458	0.548	0.353	varyasyonlar
varicella	0.184	0.593	0.314	suçiçəyi
varicose	0.235	0.462	0.368	varikoz
varied	0.604	0.701	0.472	müxtəlifdir
variegated	0.398	0.549	0.406	rəngarəng
variety	0.714	0.472	0.598	müxtəliflik
various	0.500	0.296	0.342	müxtəlif
varmint	0.417	0.500	0.411	nanə
varnish	0.448	0.353	0.361	lak
varsity	0.710	0.594	0.670	universitet
vary	0.521	0.373	0.413	dəyişir
varying	0.552	0.471	0.385	müxtəlif
vascular	0.516	0.451	0.627	damar
vase	0.638	0.225	0.215	vaza
vasectomy	0.208	0.663	0.431	vazektomiya
vassal	0.417	0.525	0.196	vassal
vast	0.520	0.535	0.545	geniş
vat	0.333	0.491	0.509	dəyər
vaudeville	0.490	0.471	0.472	vodvil
vault	0.490	0.378	0.644	anbar
vaulted	0.417	0.460	0.542	tonozlu
vaulting	0.510	0.323	0.520	tonoz
veal	0.438	0.337	0.410	dana əti
vector	0.538	0.308	0.482	vektor
veer	0.469	0.430	0.338	dönmək
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	tərəvəz
vegetarian	0.562	0.255	0.407	vegetarian
vegetarianism	0.510	0.269	0.407	vegetarianlıq
vegetation	0.740	0.177	0.500	bitki örtüyü
vegetative	0.500	0.270	0.351	vegetativ
veggie	0.602	0.245	0.409	tərəvəz
vehement	0.500	0.500	0.575	şiddətli
vehicle	0.641	0.565	0.500	nəqliyyat vasitəsi
veil	0.500	0.235	0.415	pərdə
veiled	0.370	0.317	0.324	örtülü
vein	0.347	0.373	0.318	damar
veined	0.487	0.459	0.294	damarlı
vellum	0.500	0.349	0.321	parşömen
velocity	0.673	0.769	0.783	sürət
velour	0.670	0.292	0.412	məxmər
velvet	0.663	0.226	0.304	məxmər
velvety	0.677	0.343	0.493	məxmər kimi
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	satış
vendor	0.541	0.541	0.627	satıcı
veneer	0.490	0.265	0.289	kaplama
venerable	0.708	0.369	0.600	hörmətli
veneration	0.745	0.650	0.712	ehtiram
venereal	0.302	0.654	0.424	venerik
venetian	0.633	0.373	0.464	venesiya
vengeance	0.103	0.927	0.719	intiqam
vengeful	0.150	0.840	0.561	intiqamçı
venison	0.510	0.422	0.296	geyik əti
venom	0.125	0.770	0.491	zəhər
venomous	0.159	0.841	0.636	zəhərli
venous	0.406	0.571	0.453	venoz
vent	0.479	0.519	0.529	havalandırma
ventilation	0.719	0.451	0.568	ventilyasiya
ventilator	0.471	0.353	0.344	ventilyator
venting	0.375	0.388	0.418	havalandırma
ventricle	0.520	0.387	0.464	mədəcik
ventricular	0.440	0.549	0.475	mədəcik
ventriloquist	0.552	0.600	0.526	ventriloqist
venture	0.893	0.810	0.644	təşəbbüs
venue	0.727	0.316	0.395	yer
veracity	0.735	0.724	0.798	doğruluq
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	fe'l
verbal	0.520	0.291	0.562	şifahi
verbatim	0.562	0.255	0.574	sözlə
verbiage	0.429	0.560	0.535	söz-söhbət
verbose	0.439	0.480	0.635	müfəssəl
verbosity	0.300	0.491	0.451	müfəssəllik
verdant	0.600	0.260	0.389	yaşıl
verdict	0.325	0.689	0.800	hökm
verge	0.500	0.337	0.305	kənar
verification	0.750	0.276	0.642	yoxlama
verified	0.781	0.367	0.677	yoxlanılıb
verify	0.761	0.481	0.704	yoxlayın
verily	0.713	0.351	0.585	həqiqətən
veritable	0.794	0.330	0.759	həqiqi
vermin	0.167	0.712	0.385	həşərat
vermouth	0.503	0.480	0.425	vermut
vernacular	0.479	0.453	0.615	xalq dili
vernal	0.553	0.402	0.451	bahar
veronica	0.594	0.399	0.402	veronika
versatile	0.906	0.625	0.714	çox yönlü
versatility	0.878	0.585	0.750	çox yönlülük
verse	0.667	0.269	0.336	ayə
version	0.604	0.423	0.538	versiya
versus	0.310	0.500	0.447	qarşı
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	vertebra
vertebral	0.308	0.434	0.525	vertebral
vertex	0.316	0.510	0.491	təpə
vertical	0.520	0.387	0.492	şaquli
vertically	0.534	0.385	0.545	şaquli
vertigo	0.292	0.655	0.445	vertigo
verve	0.724	0.840	0.693	coşqun
very negative	0.062	0.521	0.148	çox mənfi
very positive	1.000	0.551	0.825	çox müsbət
veryangry	0.323	0.714	0.527	çox ac
vesicle	0.359	0.509	0.379	vezikül
vesicular	0.214	0.440	0.483	vezikulyar
vessel	0.490	0.398	0.538	gəmi
vest	0.667	0.380	0.371	jilet
vested	0.663	0.415	0.648	verilmişdir
vestibule	0.541	0.385	0.422	vestibül
vestige	0.562	0.470	0.454	iz
vet	0.531	0.400	0.644	baytar
veteran	0.560	0.431	0.759	veteran
veterinarian	0.582	0.418	0.542	baytar
veterinary	0.656	0.450	0.603	baytarlıq
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	əsəbiləşdi
viability	0.776	0.500	0.684	həyat qabiliyyəti
viable	0.656	0.320	0.667	yaşaya bilən
viaduct	0.420	0.440	0.662	viyadük
vial	0.594	0.346	0.445	flakon
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibes
vibrant	0.771	0.824	0.782	canlı
vibrate	0.500	0.698	0.604	titrəmək
vibration	0.583	0.657	0.528	vibrasiya
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	vibrasiyalı
vicar	0.531	0.370	0.555	vicar
vicarious	0.479	0.452	0.517	vəkil
vice	0.296	0.778	0.480	vitse
viceroy	0.541	0.481	0.712	naib
vicinity	0.700	0.353	0.466	yaxınlıq
vicious	0.208	0.694	0.407	qəddar
victim	0.115	0.676	0.202	qurban
victimized	0.115	0.644	0.273	qurban
victor	0.802	0.587	0.796	qalib
victoria	0.896	0.811	0.837	Viktoriya
victorious	0.884	0.886	0.946	qalib
victory	0.938	0.735	0.931	qələbə
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	Video oyun
videotape	0.665	0.343	0.384	video lent
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	görünüşü
viewer	0.592	0.358	0.558	tamaşaçı
viewing	0.690	0.394	0.598	baxış
viewpoint	0.673	0.306	0.644	baxış bucağı
vigil	0.521	0.480	0.491	oyaqlıq
vigilance	0.490	0.615	0.724	sayıqlıq
vigilant	0.469	0.643	0.791	sayıq
vigilante	0.418	0.627	0.720	ayıq-sayıq
vignette	0.717	0.283	0.382	vinyet
vigor	0.860	0.755	0.811	qüvvət
vigorous	0.857	0.770	0.897	güclü
viking	0.541	0.755	0.605	vikinq
vile	0.083	0.537	0.553	rəzil
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	kənd
villager	0.710	0.387	0.509	kəndli
villain	0.177	0.892	0.590	cani
villainous	0.122	0.840	0.470	əclaf
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	haqq qazandırmaq
vindicated	0.615	0.480	0.609	bəraət qazandı
vindication	0.531	0.632	0.764	bəraət qazanma
vindictive	0.092	0.830	0.500	qisasçı
vine	0.531	0.292	0.405	üzüm
vinegar	0.276	0.370	0.356	sirkə
vineyard	0.806	0.382	0.595	üzüm bağı
vintage	0.680	0.390	0.481	üzüm
vinyl	0.490	0.241	0.440	vinil
viola	0.521	0.461	0.481	viola
violate	0.061	0.970	0.519	pozmaq
violation	0.083	0.892	0.413	pozulması
violence	0.061	0.933	0.719	zorakılıq
violent	0.112	0.918	0.616	şiddətli
violently	0.120	0.970	0.527	şiddətlə
violet	0.688	0.272	0.401	bənövşəyi
violin	0.823	0.396	0.389	skripka
violinist	0.804	0.302	0.538	skripkaçı
viper	0.173	0.846	0.632	gürzə
viral	0.240	0.612	0.518	viral
virgin	0.622	0.433	0.462	bakirə
virginal	0.673	0.577	0.464	bakirə
virginity	0.691	0.676	0.576	bakirəlik
virility	0.684	0.670	0.718	kişilik
virology	0.418	0.569	0.562	virusologiya
virtual	0.598	0.532	0.463	virtual
virtually	0.594	0.521	0.625	virtual olaraq
