English Word	Valence	Arousal	Dominance	Icelandic Word
turnaround	0.560	0.654	0.407	snúðu við
turned	0.630	0.538	0.583	sneri
turning	0.510	0.684	0.420	beygja
turnip	0.561	0.183	0.254	rófa
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	Slökkva á
turnout	0.641	0.692	0.898	kjörsókn
turnover	0.490	0.392	0.512	veltu
turnpike	0.459	0.434	0.462	snúningsbraut
turntable	0.531	0.455	0.406	plötuspilari
turpentine	0.320	0.539	0.571	terpentína
turquoise	0.786	0.226	0.357	grænblár
turret	0.494	0.500	0.588	virkisturn
turtle	0.291	0.102	0.271	skjaldbaka
turtleneck	0.583	0.398	0.327	rúllukragaboli
tussle	0.333	0.919	0.691	þræta
tutelage	0.393	0.442	0.609	leiðsögn
tutor	0.750	0.346	0.826	kennari
tutoring	0.663	0.402	0.702	kennslu
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smóking
tv	0.622	0.380	0.393	sjónvarp
twain	0.541	0.255	0.370	tvö
twat	0.292	0.459	0.404	títt
twats	0.406	0.588	0.383	kjánar
tweak	0.440	0.462	0.452	klippa
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	kvak
tweezers	0.493	0.408	0.295	pincet
twelfth	0.521	0.292	0.527	tólfta
twelve	0.490	0.298	0.412	tólf
twentieth	0.469	0.297	0.346	tuttugasta
twenty	0.520	0.292	0.286	tuttugu
twerp	0.408	0.443	0.384	tverp
twig	0.378	0.288	0.236	kvistur
twilight	0.622	0.341	0.633	rökkrinu
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	tvíburi
twine	0.521	0.380	0.337	tvinna
twinge	0.316	0.720	0.471	tísti
twinkle	0.719	0.724	0.610	blika
twins	0.760	0.473	0.602	tvíburar
twirl	0.552	0.647	0.409	snúast
twist	0.375	0.469	0.337	snúa
twisted	0.071	0.736	0.311	brenglaður
twister	0.330	0.680	0.647	snúningur
twit	0.194	0.653	0.198	tíst
twitch	0.510	0.740	0.548	kippa
twitching	0.292	0.700	0.482	kippir
twitchy	0.094	0.918	0.281	kippt
two	0.520	0.200	0.404	tveir
two step	0.583	0.314	0.327	tveggja þrepa
twofaced	0.387	0.620	0.384	tvíhliða
twofold	0.573	0.333	0.551	tvíþætt
twosome	0.583	0.544	0.500	tvímenningur
tycoon	0.682	0.596	0.867	auðjöfur
tyke	0.500	0.388	0.300	týpa
type	0.500	0.284	0.364	tegund
typewriter	0.542	0.373	0.418	ritvél
typhoid	0.265	0.458	0.401	taugaveiki
typhoon	0.323	0.796	0.697	fellibylur
typical	0.635	0.206	0.426	dæmigerður
typically	0.569	0.377	0.559	venjulega
typist	0.551	0.559	0.528	vélritari
typo	0.224	0.415	0.255	innsláttarvilla
typography	0.480	0.334	0.574	leturfræði
tyrannical	0.167	0.860	0.731	harðstjórnandi
tyranny	0.112	0.792	0.705	harðstjórn
tyrant	0.115	0.850	0.683	harðstjóri
tyre	0.480	0.358	0.407	dekk
ubiquitous	0.635	0.571	0.884	alls staðar nálægur
ubiquity	0.578	0.490	0.595	alls staðar
ugliness	0.094	0.407	0.267	ljótleiki
ugly	0.167	0.630	0.254	ljótt
uhoh	0.320	0.622	0.284	uhh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	sár
ulterior	0.375	0.509	0.490	ytri
ultimate	0.648	0.645	0.544	fullkominn
ultimately	0.385	0.480	0.558	að lokum
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	fullkominn
ultrasound	0.573	0.594	0.600	ómskoðun
ultraviolet	0.604	0.448	0.673	útfjólublátt
umbilical	0.398	0.406	0.333	naflastrengur
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	regnhlíf
umpire	0.520	0.592	0.755	dómara
umpteen	0.510	0.460	0.611	ótal
unabashed	0.292	0.614	0.488	ófeiminn
unabated	0.532	0.420	0.466	óbreytt
unable	0.132	0.459	0.193	ófær
unacceptable	0.133	0.479	0.330	óviðunandi
unaccompanied	0.292	0.376	0.297	án fylgdar
unaccountable	0.180	0.600	0.543	óviðeigandi
unaccounted	0.410	0.338	0.361	óuppgert
unacknowledged	0.240	0.269	0.116	óviðurkenndur
unadulterated	0.570	0.420	0.528	ófalsað
unaffected	0.542	0.265	0.571	óáreitt
unafraid	0.500	0.520	0.655	óhræddur
unaided	0.290	0.410	0.336	án aðstoðar
unaltered	0.571	0.269	0.598	óbreytt
unambiguous	0.406	0.390	0.578	ótvírætt
unanimity	0.490	0.407	0.706	einróma
unanimous	0.656	0.380	0.682	einróma
unanimously	0.686	0.333	0.738	einróma
unannounced	0.240	0.588	0.291	fyrirvaralaust
unanswered	0.276	0.361	0.219	ósvarað
unanticipated	0.255	0.775	0.327	óvænt
unappreciated	0.143	0.431	0.209	ómetið
unapproved	0.184	0.471	0.254	ósamþykkt
unarmed	0.427	0.420	0.241	óvopnaður
unassisted	0.302	0.320	0.211	án aðstoðar
unassuming	0.490	0.230	0.471	yfirlætislaus
unattached	0.192	0.439	0.283	óbundinn
unattainable	0.220	0.635	0.571	óviðunandi
unattended	0.255	0.400	0.167	eftirlitslaus
unattractive	0.177	0.307	0.208	óaðlaðandi
unauthorized	0.260	0.448	0.259	óviðkomandi
unavailable	0.323	0.281	0.159	ófáanlegt
unavoidable	0.350	0.580	0.445	óhjákvæmilegt
unaware	0.208	0.355	0.310	ókunnugt
unbalanced	0.302	0.596	0.343	ójafnvægi
unbearable	0.125	0.798	0.447	óþolandi
unbeatable	0.735	0.719	0.681	óviðjafnanlegt
unbeaten	0.854	0.760	0.828	ósigraður
unbecoming	0.123	0.471	0.288	óviðeigandi
unbelief	0.265	0.582	0.407	vantrú
unbelievable	0.771	0.790	0.717	ótrúlegt
unbiased	0.625	0.378	0.618	hlutlaus
unborn	0.312	0.300	0.216	ófædd
unbound	0.354	0.402	0.283	óbundið
unbounded	0.646	0.600	0.736	ótakmarkað
unbreakable	0.653	0.573	0.759	óbrjótandi
unbridled	0.396	0.759	0.448	taumlaus
unbroken	0.550	0.224	0.602	óslitið
unbutton	0.479	0.539	0.311	afhnappa
uncalled	0.344	0.294	0.222	ókallað
uncanny	0.469	0.461	0.430	óhugnanlegt
uncaring	0.177	0.245	0.321	umhyggjulaus
uncensured	0.438	0.649	0.509	óritskoðaður
uncertain	0.363	0.500	0.164	óviss
uncertainty	0.064	0.494	0.282	óvissu
unchallenged	0.552	0.394	0.545	ómótmælt
unchangeable	0.375	0.442	0.709	óbreytanlegt
unchanged	0.490	0.204	0.237	óbreytt
uncharted	0.188	0.406	0.413	óþekkt
uncherished	0.250	0.412	0.280	óvinsæll
uncivilized	0.133	0.600	0.400	ómenntaður
unclaimed	0.316	0.346	0.278	ósótt
uncle	0.653	0.255	0.578	frændi
unclean	0.133	0.529	0.134	óhreint
unclear	0.229	0.463	0.202	óljóst
uncomfortable	0.188	0.610	0.214	óþægilegt
uncommon	0.459	0.429	0.373	óalgengt
uncommonly	0.626	0.490	0.778	óalgengt
uncomplicated	0.740	0.260	0.453	óbrotinn
uncompromising	0.320	0.531	0.613	málamiðlunarlaus
unconcerned	0.562	0.283	0.298	áhyggjulaus
unconditional	0.760	0.493	0.715	skilyrðislaus
unconfirmed	0.334	0.321	0.339	óstaðfest
unconnected	0.188	0.265	0.213	ótengdur
unconscionable	0.208	0.618	0.429	samviskulaus
unconscious	0.240	0.356	0.195	meðvitundarlaus
unconsciousness	0.177	0.440	0.121	meðvitundarleysi
unconstitutional	0.230	0.588	0.491	stjórnarskrárbrot
unconstrained	0.653	0.640	0.635	óheft
uncontested	0.510	0.471	0.689	ómótmælt
uncontrollable	0.265	0.790	0.626	óviðráðanlegt
uncontrolled	0.188	0.891	0.544	stjórnlaus
unconventional	0.177	0.509	0.288	óhefðbundið
unconvinced	0.409	0.458	0.228	ósannfærður
unconvincing	0.190	0.532	0.144	ósannfærandi
uncooked	0.312	0.321	0.241	ósoðið
uncooperative	0.250	0.422	0.246	ósamvinnuþýður
uncorrelated	0.333	0.327	0.316	ósamhengi
uncouth	0.080	0.761	0.350	óhugnanlegur
uncover	0.771	0.552	0.648	afhjúpa
uncritical	0.480	0.367	0.412	gagnrýnislaust
uncut	0.448	0.422	0.278	óklippt
undead	0.367	0.635	0.406	ódauðir
undecided	0.286	0.433	0.127	óákveðið
undefeated	0.833	0.752	0.825	ósigraður
undefined	0.260	0.418	0.350	óskilgreint
undeniable	0.552	0.473	0.778	óneitanlega
underage	0.469	0.461	0.300	undir lögaldri
underbelly	0.406	0.423	0.361	undirbólga
undercover	0.388	0.627	0.483	huldufólk
undercurrent	0.357	0.582	0.520	undirstraumur
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	vanmeta
undergo	0.398	0.554	0.339	gangast undir
undergraduate	0.583	0.500	0.559	grunnnámi
underground	0.396	0.455	0.452	neðanjarðar
underhanded	0.188	0.415	0.527	undirgefið
underlay	0.521	0.365	0.458	undirlag
underlie	0.323	0.378	0.275	liggja til grundvallar
underline	0.480	0.412	0.509	undirstrika
underlying	0.480	0.445	0.452	undirliggjandi
undermine	0.316	0.491	0.413	grafa undan
undermined	0.365	0.409	0.394	grafið undan
underneath	0.450	0.265	0.158	undir
underpaid	0.146	0.413	0.209	vangreitt
underpants	0.448	0.473	0.276	nærbuxur
underprivileged	0.167	0.449	0.172	fátækra
underrated	0.208	0.520	0.333	vanmetið
underscore	0.375	0.275	0.306	undirstrika
undersea	0.545	0.490	0.425	neðansjávar
undersecretary	0.459	0.377	0.594	undir ritari
undersized	0.316	0.425	0.298	undirstærð
understaffed	0.148	0.444	0.302	undirmannað
understand	0.760	0.374	0.643	skilja
understandable	0.776	0.363	0.566	skiljanlegt
understanding	0.865	0.304	0.689	skilning
understatement	0.347	0.480	0.473	vanmat
understood	0.780	0.441	0.686	skildi
understudy	0.378	0.402	0.420	undirnám
undertake	0.796	0.702	0.754	taka að sér
undertaker	0.363	0.696	0.611	útgerðarmaður
undertaking	0.667	0.530	0.696	fyrirtæki
undertow	0.327	0.639	0.231	undirtog
underwear	0.610	0.546	0.375	nærföt
underwood	0.510	0.453	0.510	undirvið
underworld	0.177	0.676	0.613	undirheima
underwrite	0.416	0.520	0.423	undirrita
underwriter	0.571	0.327	0.620	sölutryggingar
undeserved	0.219	0.552	0.283	óverðskuldað
undesirable	0.177	0.644	0.260	óæskilegt
undesired	0.156	0.441	0.235	óæskilegt
undetectable	0.438	0.539	0.604	ógreinanlegt
undetected	0.224	0.304	0.268	ógreindur
undetermined	0.265	0.256	0.353	óákveðinn
undeveloped	0.292	0.330	0.254	óþróuð
undignified	0.122	0.627	0.308	óverðugur
undirected	0.330	0.417	0.310	óstýrt
undisclosed	0.479	0.361	0.314	óupplýst
undiscovered	0.438	0.347	0.261	ófundið
undisputed	0.646	0.588	0.673	óumdeilt
undisturbed	0.725	0.287	0.434	ótruflaður
undivided	0.510	0.380	0.490	óskipt
undo	0.365	0.444	0.349	afturkalla
undoing	0.219	0.452	0.298	afturkalla
undoubted	0.592	0.461	0.740	tvímælalaust
undress	0.438	0.900	0.336	afklæðast
undressed	0.375	0.755	0.356	afklæðast
undue	0.156	0.573	0.318	óviðeigandi
undying	0.708	0.500	0.773	ódauðlegur
unearned	0.177	0.340	0.213	óunninn
unearth	0.427	0.635	0.545	grafa upp
uneasiness	0.190	0.798	0.241	vanlíðan
uneasy	0.115	0.598	0.349	órólegur
uneducated	0.177	0.350	0.246	ómenntaður
unemployed	0.094	0.481	0.230	atvinnulaus
unemployment	0.094	0.400	0.297	atvinnuleysi
unencumbered	0.604	0.280	0.472	óheft
unending	0.385	0.519	0.454	endalaus
unequal	0.118	0.433	0.202	ójöfn
unequalled	0.562	0.470	0.769	óviðjafnanlegt
unequivocal	0.604	0.415	0.615	ótvírætt
unequivocally	0.521	0.668	0.554	ótvírætt
unethical	0.104	0.433	0.269	siðlaus
uneven	0.125	0.457	0.240	ójafn
uneventful	0.510	0.343	0.410	atburðalaust
unexpected	0.500	0.720	0.333	óvænt
unexpectedly	0.354	0.759	0.462	óvænt
unexplainable	0.260	0.448	0.610	óútskýranlegt
unexplained	0.271	0.531	0.349	óútskýrt
unexplored	0.401	0.640	0.388	ókannað
unfailing	0.625	0.635	0.594	óbilandi
unfair	0.173	0.472	0.190	ósanngjarnt
unfairness	0.170	0.817	0.336	ósanngirni
unfaithful	0.031	0.806	0.298	ótrú
unfamiliar	0.219	0.558	0.273	ókunnugt
unfavorable	0.133	0.450	0.232	óhagstæð
unfeeling	0.235	0.377	0.345	tilfinningalaus
unfettered	0.569	0.650	0.586	óheft
unfinished	0.188	0.368	0.264	óunnið
unfit	0.250	0.368	0.185	óhæfur
unflinching	0.667	0.606	0.882	óbilandi
unfold	0.612	0.510	0.520	þróast
unfollow	0.281	0.337	0.293	hætta að fylgjast með
unforeseen	0.255	0.714	0.500	ófyrirséð
unforgettable	0.833	0.561	0.660	ógleymanleg
unforgivable	0.276	0.743	0.490	ófyrirgefanlegt
unforgiving	0.406	0.630	0.793	ófyrirgefanlegt
unfortunate	0.073	0.487	0.195	óheppilegt
unfortunately	0.104	0.494	0.281	því miður
unfounded	0.271	0.520	0.410	ástæðulaus
unfreeze	0.458	0.297	0.375	affrysta
unfriendly	0.173	0.670	0.458	óvingjarnlegur
unfulfilled	0.184	0.426	0.268	óuppfyllt
unfurnished	0.316	0.333	0.272	óinnréttað
unglued	0.378	0.446	0.352	ólímdur
ungodly	0.296	0.423	0.388	óguðleg
ungrateful	0.219	0.461	0.275	vanþakklátur
unguarded	0.156	0.578	0.205	óvarið
unhand	0.406	0.360	0.361	óhöndluð
unhappiness	0.083	0.630	0.222	óhamingju
unhappy	0.112	0.500	0.155	óánægður
unharmed	0.740	0.378	0.491	ómeiddur
unhealthy	0.115	0.549	0.214	óhollt
unheard	0.344	0.539	0.500	óheyrt
unhelpful	0.104	0.320	0.118	óhjálpsamur
unhindered	0.729	0.441	0.725	óhindrað
unholy	0.327	0.560	0.445	vanheilagur
unhook	0.375	0.592	0.310	losa um
unicorn	0.776	0.510	0.480	einhyrningur
unidentified	0.385	0.361	0.199	óþekkt
unification	0.688	0.345	0.788	sameiningu
unified	0.729	0.439	0.764	sameinað
uniform	0.570	0.245	0.655	einkennisbúningur
uniformed	0.469	0.519	0.589	einkennisklæddur
uniformity	0.745	0.353	0.538	einsleitni
uniformly	0.625	0.333	0.704	einsleitt
unimaginable	0.573	0.634	0.589	óhugsandi
unimpeachable	0.684	0.550	0.784	óviðeigandi
unimpeached	0.458	0.335	0.433	saklaus
unimportant	0.281	0.240	0.175	ekki mikilvægt
unimpressed	0.198	0.302	0.327	óhrifinn
unimproved	0.163	0.377	0.144	óbætt
uninfected	0.688	0.304	0.389	ósýkt
uninformed	0.156	0.370	0.182	óupplýst
uninhabited	0.301	0.230	0.221	óbyggt
uninitiated	0.271	0.288	0.288	óinnvígður
uninspired	0.163	0.243	0.260	óinnblásinn
unintelligible	0.208	0.472	0.283	óskiljanlegt
unintended	0.438	0.385	0.349	óviljandi
unintentional	0.333	0.538	0.306	óviljandi
unintentionally	0.460	0.490	0.286	óviljandi
uninterested	0.365	0.240	0.328	áhugalaus
uninteresting	0.153	0.235	0.228	óáhugavert
uninterrupted	0.500	0.434	0.527	óslitið
uninvited	0.090	0.385	0.307	óboðinn
union	0.854	0.226	0.766	Verkalýðsfélag
unique	0.823	0.347	0.661	einstakt
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	samhljóða
unit	0.562	0.235	0.578	eining
unitary	0.531	0.239	0.641	eininga
unite	0.781	0.375	0.610	sameinast
united	0.781	0.431	0.783	sameinuð
unity	0.837	0.288	0.658	einingu
universal	0.802	0.417	0.833	alhliða
universality	0.796	0.410	0.840	algildi
universe	0.694	0.454	0.839	alheimsins
university	0.735	0.574	0.741	háskóla
unjust	0.115	0.625	0.278	óréttlátt
unjustifiable	0.115	0.596	0.394	óafsakanlegt
unjustified	0.288	0.541	0.314	óréttlætanlegur
unkind	0.135	0.409	0.310	óvingjarnlegur
unknowable	0.347	0.540	0.396	óþekkjanlegt
unknown	0.357	0.450	0.204	Óþekktur
unlawful	0.094	0.759	0.402	ólöglegt
unleash	0.479	0.775	0.559	leysa úr læðingi
unlicensed	0.306	0.574	0.196	leyfislaus
unlike	0.439	0.439	0.418	ólíkt
unlikely	0.271	0.293	0.245	ólíklegt
unlimited	0.750	0.623	0.679	ótakmarkað
unlisted	0.365	0.265	0.218	óskráð
unload	0.656	0.639	0.573	afferma
unloaded	0.469	0.380	0.331	affermdur
unlock	0.582	0.442	0.592	opna
unlucky	0.073	0.395	0.198	óheppinn
unmanageable	0.177	0.666	0.482	óviðráðanlegt
unmanned	0.235	0.441	0.324	mannlaus
unmarked	0.416	0.294	0.433	ómerkt
unmarried	0.438	0.480	0.545	ógiftur
unmask	0.323	0.690	0.520	afhjúpa
unmatched	0.776	0.536	0.771	óviðjafnanlegt
unmistakable	0.602	0.571	0.765	ótvírætt
unmitigated	0.649	0.427	0.422	óvæginn
unmoved	0.184	0.355	0.360	óhreyfður
unnamed	0.316	0.189	0.284	ónefndur
unnatural	0.153	0.587	0.434	óeðlilegt
unnecessary	0.219	0.358	0.190	óþarft
unneeded	0.177	0.375	0.245	óþarft
unnoticed	0.302	0.440	0.260	óséður
unnumbered	0.406	0.255	0.331	ónúmeruð
unobserved	0.398	0.255	0.257	óséður
unobstructed	0.583	0.440	0.573	óhindrað
unobtrusive	0.447	0.327	0.402	lítt áberandi
unoccupied	0.258	0.245	0.412	mannlaus
unofficial	0.260	0.302	0.255	óopinber
unopened	0.542	0.340	0.265	óopnað
unopposed	0.615	0.375	0.537	ómótmælt
unordered	0.224	0.482	0.190	óraðað
unorganised	0.250	0.500	0.212	óskipulagt
unorganized	0.260	0.657	0.173	óskipulagt
unorthodox	0.340	0.480	0.441	óhefðbundinn
unpack	0.531	0.528	0.445	pakka niður
unpaid	0.300	0.413	0.365	ógreiddur
unparalleled	0.708	0.306	0.538	óviðjafnanlegt
unpleasant	0.122	0.612	0.185	óþægilegt
unpleasantness	0.062	0.724	0.264	óþægindi
unplug	0.239	0.441	0.404	taka úr sambandi
unplugged	0.367	0.375	0.318	tekinn úr sambandi
unpopular	0.073	0.441	0.164	óvinsæll
unprecedented	0.500	0.491	0.658	fordæmalaus
unpredictable	0.429	0.769	0.515	óútreiknanlegur
unprepared	0.204	0.450	0.152	óundirbúinn
unpretentious	0.510	0.296	0.410	tilgerðarlaus
unproductive	0.100	0.324	0.237	óframleiðandi
unprofessional	0.042	0.370	0.170	ófagmannlegt
unprofitable	0.163	0.376	0.217	óarðbært
unprotected	0.150	0.582	0.197	óvarið
unproven	0.296	0.427	0.216	ósannað
unprovoked	0.565	0.327	0.385	tilefnislaus
unpublished	0.406	0.480	0.481	óbirt
unpunished	0.292	0.594	0.519	refsilaus
unqualified	0.170	0.433	0.173	óhæfur
unquestionable	0.469	0.450	0.843	ótvíræða
unquestionably	0.500	0.630	0.750	tvímælalaust
unquestioned	0.562	0.509	0.746	óumdeilt
unquote	0.388	0.363	0.517	ótilvitnun
unravel	0.378	0.598	0.455	rekja upp
unreachable	0.208	0.679	0.557	óaðgengilegt
unread	0.458	0.240	0.214	ólesið
unreal	0.173	0.431	0.296	óraunverulegt
unrealistic	0.229	0.500	0.245	óraunhæft
unreasonable	0.115	0.702	0.264	ósanngjarnt
unrecorded	0.241	0.351	0.350	óskráð
unregistered	0.255	0.337	0.266	óskráður
unregulated	0.344	0.454	0.421	stjórnlaus
unrelated	0.302	0.270	0.264	ótengd
unrelenting	0.500	0.790	0.875	óvægið
unreliable	0.108	0.480	0.240	óáreiðanlegur
unremarkable	0.271	0.155	0.230	ómerkilegt
unrepentant	0.240	0.445	0.413	iðrunarlaus
unrequited	0.143	0.441	0.179	ósvarað
unresolved	0.135	0.441	0.173	óleyst
unresponsive	0.108	0.282	0.244	svarar ekki
unrest	0.102	0.577	0.231	óróleika
unrestrained	0.385	0.775	0.627	hömlulaus
unrestricted	0.698	0.458	0.644	ótakmarkað
unromantic	0.208	0.316	0.307	órómantískt
unruly	0.240	0.745	0.547	óstýrilátur
unsafe	0.115	0.562	0.147	óöruggt
unsanitary	0.063	0.592	0.269	óhollustuhætti
unsatisfactory	0.122	0.520	0.189	ófullnægjandi
unsatisfied	0.200	0.547	0.241	óánægður
unsavory	0.071	0.637	0.353	ósmekklegt
unscathed	0.625	0.308	0.611	ómeiddur
unscheduled	0.312	0.436	0.300	ótímabundið
unscientific	0.396	0.317	0.321	óvísindalegt
unscrew	0.333	0.462	0.396	skrúfa af
unscrupulous	0.094	0.727	0.465	óforskammaður
unseat	0.229	0.500	0.312	taka af sæti
unseen	0.427	0.351	0.421	óséður
unselfish	0.615	0.353	0.377	óeigingjarnt
unsettled	0.208	0.647	0.170	órólegur
unsightly	0.226	0.559	0.373	óásættanlegt
unsolicited	0.094	0.339	0.280	óumbeðinn
unsolved	0.146	0.390	0.235	óleyst
unsophisticated	0.327	0.491	0.339	óvandað
unsound	0.146	0.222	0.272	ósanngjarnt
unspeakable	0.327	0.567	0.393	óræða
unspecified	0.240	0.365	0.165	ótilgreint
unspoken	0.177	0.260	0.208	ósagt
unstable	0.167	0.587	0.150	óstöðug
unsteady	0.122	0.500	0.190	óstöðugur
unstoppable	0.625	0.887	0.862	óstöðvandi
unsuccessful	0.140	0.318	0.106	árangurslaus
unsuitable	0.188	0.528	0.300	óviðeigandi
unsung	0.296	0.330	0.314	ósungið
unsupervised	0.478	0.481	0.442	án eftirlits
unsupported	0.260	0.450	0.221	óstuddur
unsure	0.143	0.580	0.217	óviss
unsurpassed	0.694	0.569	0.798	óviðjafnanlegt
unsuspecting	0.302	0.509	0.413	grunlaus
unsustainable	0.255	0.650	0.406	ósjálfbær
unsweetened	0.396	0.263	0.300	ósykrað
unsympathetic	0.163	0.620	0.281	samúðarlaus
untamed	0.429	0.778	0.709	ótæmdur
untenable	0.143	0.637	0.425	óviðunandi
untested	0.302	0.296	0.348	óprófað
unthinkable	0.365	0.480	0.481	óhugsandi
untidy	0.106	0.610	0.254	ósnyrtilegt
untie	0.542	0.463	0.472	losa um
untimely	0.245	0.676	0.233	ótímabært
untitled	0.213	0.240	0.240	án titils
untold	0.240	0.367	0.191	ósagt
untouchable	0.490	0.602	0.683	ósnertanlegt
untouched	0.531	0.276	0.600	ósnortið
untoward	0.122	0.555	0.291	óviðkomandi
untraceable	0.321	0.674	0.574	órekjanlegt
untrained	0.149	0.529	0.282	óþjálfaður
untranslated	0.271	0.188	0.264	óþýtt
untroubled	0.750	0.213	0.653	óörugg
untrue	0.031	0.500	0.188	ósatt
untrustworthy	0.097	0.449	0.287	ótraust
unturned	0.312	0.255	0.316	ósnortið
unused	0.344	0.231	0.234	ónotað
unusual	0.429	0.433	0.361	óvenjulegt
unusually	0.385	0.406	0.358	óvenjulega
unutterable	0.406	0.592	0.538	ósegjanlegur
unveil	0.439	0.442	0.562	afhjúpa
unveiling	0.569	0.570	0.675	afhjúpun
unverified	0.214	0.365	0.180	óstaðfest
unwanted	0.177	0.546	0.205	óæskileg
unwarranted	0.091	0.500	0.345	ástæðulaus
unwary	0.286	0.417	0.402	óvarkár
unwashed	0.365	0.427	0.360	óþvegið
unwavering	0.740	0.630	0.858	staðfastur
unwed	0.541	0.595	0.459	ógift
unwelcome	0.115	0.480	0.269	óvelkomið
unwell	0.143	0.640	0.221	vanlíðan
unwilling	0.302	0.316	0.179	óviljug
unwillingly	0.204	0.548	0.182	óviljandi
unwillingness	0.204	0.311	0.113	viljaleysi
unwind	0.837	0.181	0.394	slaka á
unwise	0.141	0.610	0.304	óvitur
unwitting	0.260	0.526	0.344	óafvitandi
unwittingly	0.312	0.510	0.264	óafvitandi
unworthy	0.194	0.433	0.226	óverðugur
unwrap	0.604	0.491	0.557	taka upp
unwritten	0.367	0.384	0.272	óskrifað
unyielding	0.367	0.806	0.738	ósveigjanlegur
unzip	0.378	0.520	0.538	renna niður
upbeat	0.878	0.531	0.802	hress
upbringing	0.677	0.490	0.600	uppeldi
upcoming	0.688	0.460	0.550	komandi
update	0.698	0.535	0.802	uppfærsla
upgrade	0.786	0.500	0.670	uppfærsla
upheaval	0.290	0.830	0.570	uppnám
uphill	0.396	0.723	0.572	upp á við
uphold	0.698	0.321	0.561	halda uppi
upholstery	0.592	0.270	0.386	áklæði
upkeep	0.590	0.442	0.685	viðhald
upland	0.719	0.578	0.607	uppland
uplands	0.615	0.471	0.577	upplönd
uplift	0.656	0.779	0.771	upplyfting
uplifting	0.771	0.548	0.605	upplífgandi
uplink	0.544	0.510	0.595	upphleðsla
upload	0.638	0.683	0.696	hlaða upp
upper	0.740	0.529	0.868	efri
uppercut	0.410	0.600	0.550	efri skurður
uppity	0.465	0.546	0.417	uppörvun
upright	0.667	0.373	0.600	upprétt
uprising	0.561	0.777	0.704	uppreisn
uproar	0.271	0.902	0.462	uppnám
upscale	0.698	0.526	0.846	hágæða
upset	0.071	0.680	0.330	í uppnámi
upshot	0.693	0.490	0.716	árangur
upstairs	0.663	0.408	0.645	Uppi
upstanding	0.851	0.390	0.708	uppistandandi
upstart	0.449	0.500	0.455	uppkominn
uptight	0.184	0.716	0.333	þétt
upward	0.792	0.481	0.620	upp á við
upwards	0.724	0.439	0.638	upp á við
uranium	0.375	0.580	0.490	úraníum
urban	0.561	0.528	0.644	þéttbýli
urchin	0.417	0.510	0.373	ígulker
urge	0.418	0.680	0.653	hvöt
