English Word	Valence	Arousal	Dominance	Luxembourgish Word
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	verschwannen
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	zitt
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	Aufgab
tassel	0.552	0.330	0.307	Tassel
taste	0.802	0.406	0.465	schmaachen
tasteful	0.918	0.458	0.625	schmackhaft
tasteless	0.146	0.196	0.148	geschmaachtlos
tasting	0.781	0.603	0.600	Degustatioun
tasty	0.959	0.786	0.555	lecker
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	Tattoo
taught	0.814	0.481	0.642	geléiert
taunt	0.083	0.696	0.355	trauen
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	streng
tavern	0.516	0.577	0.475	tavern
tawdry	0.375	0.510	0.398	éierlech
tawny	0.551	0.398	0.400	taueg
tax	0.260	0.481	0.534	Steier
taxed	0.255	0.456	0.500	besteiert
taxi	0.542	0.362	0.430	Taxi
taxicab	0.479	0.430	0.355	taxicab
taxonomy	0.370	0.410	0.630	Taxonomie
taxpayer	0.592	0.528	0.647	Steierzueler
tea	0.698	0.163	0.370	Téi
teach	0.840	0.510	0.852	léieren
teacher	0.760	0.404	0.885	Enseignant
teaching	0.822	0.444	0.736	Unterrécht
teacup	0.633	0.135	0.277	teacup
teahouse	0.802	0.314	0.288	Téihaus
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	Equipe
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	Teamkolleg
teamwork	0.918	0.490	0.773	Teamaarbecht
teapot	0.479	0.110	0.309	teepot
tear	0.404	0.620	0.327	räissen
tearful	0.208	0.500	0.184	traureg
tearsofjoy	0.926	0.740	0.455	Tréinen Freed
teary	0.167	0.473	0.216	tären
tease	0.317	0.790	0.432	zerstéieren
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	kierzen
teaspoon	0.521	0.330	0.221	Teelöffel
teat	0.612	0.469	0.328	zitt
teatime	0.847	0.159	0.339	Téizäit
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technesch
technicality	0.632	0.471	0.661	technesch
technician	0.592	0.510	0.713	Techniker
technique	0.760	0.414	0.593	Technik
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologesch
technology	0.776	0.490	0.825	Technologie
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	Petzi
tedious	0.104	0.406	0.241	langweileg
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	jäizen
teen	0.729	0.531	0.568	Teenager
teenager	0.781	0.593	0.527	Teenager
teens	0.653	0.660	0.440	Jugendlecher
teensy	0.520	0.427	0.347	teenzeg
teeny	0.427	0.418	0.216	teenig
teeth	0.520	0.388	0.427	Zänn
teething	0.396	0.471	0.474	Zänn
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraph
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetrie
telepathic	0.602	0.490	0.642	telepathesch
telepathy	0.594	0.510	0.588	telepathie
telephone	0.694	0.520	0.425	Telefon
telescope	0.531	0.340	0.500	Teleskop
telescopic	0.490	0.290	0.660	teleskopesch
telethon	0.643	0.641	0.473	teleton
teletype	0.532	0.392	0.455	Teletyp
televised	0.625	0.519	0.518	Televisioun
television	0.633	0.391	0.547	Televisioun
tell	0.551	0.350	0.457	soen
teller	0.500	0.395	0.443	teller
telling	0.719	0.441	0.527	erzielen
telltale	0.240	0.663	0.426	erzielen
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temperament
tempera	0.458	0.318	0.245	temperament
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentell
temperance	0.500	0.294	0.639	temperament
temperate	0.469	0.394	0.593	temperéiert
temperature	0.521	0.559	0.473	Temperatur
tempered	0.583	0.437	0.667	temperéiert
tempest	0.245	0.843	0.653	Stuerm
template	0.479	0.311	0.411	Schabloun
temple	0.612	0.269	0.660	tempel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	zäitlech
temporarily	0.500	0.365	0.373	temporär
temporary	0.458	0.415	0.324	temporäre
tempt	0.210	0.677	0.500	versicht
temptation	0.365	0.817	0.560	Versuchung
tempting	0.615	0.740	0.519	verlockend
temptress	0.427	0.787	0.667	temptress
ten	0.562	0.260	0.406	zéng
tenable	0.741	0.412	0.636	haltbar
tenacious	0.724	0.658	0.692	haltbar
tenacity	0.740	0.657	0.889	Zähegkeet
tenancy	0.500	0.458	0.605	Locatioun
tenant	0.385	0.360	0.398	Mieter
tend	0.604	0.398	0.412	tendéieren
tendency	0.684	0.500	0.675	Tendenz
tender	0.630	0.520	0.509	Ausschreiwung
tenderfoot	0.469	0.421	0.438	zaart Fouss
tenderness	0.949	0.276	0.367	Zäertlechkeet
tending	0.622	0.556	0.594	tendéieren
tendon	0.341	0.271	0.463	Sehne
tenement	0.470	0.384	0.550	Locatiounspräis
tenet	0.667	0.333	0.636	tenet
tenets	0.734	0.357	0.667	tenets
tenfold	0.469	0.418	0.500	zéngfach
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	ugespaant
tensile	0.458	0.510	0.618	tensile
tension	0.304	0.810	0.529	Spannung
tent	0.510	0.275	0.333	Zelt
tentacle	0.370	0.559	0.398	tentakel
tentative	0.582	0.657	0.534	tentativ
tenth	0.510	0.349	0.382	zéngten
tenths	0.406	0.294	0.284	Zéngtel
tenuous	0.398	0.263	0.276	schwaach
tenure	0.615	0.472	0.611	Amtszäit
tepee	0.500	0.337	0.373	tepi
tepid	0.337	0.327	0.237	labber
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	Begrëff
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	ofschléissen
termination	0.344	0.472	0.545	Kënnegung
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	Terminologie
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termite
terms	0.490	0.362	0.645	Begrëffer
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternär
terrace	0.615	0.269	0.411	Terrass
terrain	0.540	0.300	0.472	terrain
terrestrial	0.542	0.413	0.582	terrestresch
terrible	0.061	0.849	0.604	schrecklech
terribly	0.061	0.731	0.430	schrecklech
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	genial
terrified	0.090	0.902	0.387	entsat
terrifies	0.083	0.923	0.500	erschreckt
terrify	0.052	0.889	0.509	erschrecken
terrifying	0.031	0.836	0.602	erschreckend
territorial	0.405	0.600	0.766	territorial
territory	0.625	0.469	0.676	Territoire
terror	0.069	0.902	0.415	Terror
terrorism	0.060	0.971	0.673	Terrorismus
terrorist	0.019	0.930	0.679	terroristesch
terrorists	0.062	0.967	0.688	Terroristen
terrorize	0.041	0.907	0.577	terroriséieren
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	tertiär
test	0.449	0.500	0.509	testen
testament	0.594	0.420	0.806	Testament
testicle	0.458	0.651	0.410	testikel
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	bestätegen
testimonial	0.541	0.538	0.750	Zeegnes
testimony	0.615	0.578	0.643	Zeegnes
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	zéien
tethered	0.260	0.472	0.351	gebonnen
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	Text
textbook	0.622	0.235	0.526	Léierbuch
textile	0.604	0.235	0.395	Textilindustrie
textural	0.660	0.296	0.445	texturell
texture	0.615	0.215	0.412	Textur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	merci
thankful	0.969	0.344	0.714	dankbar
thankgod	0.823	0.451	0.466	Merci Gott
thanking	0.917	0.538	0.658	merci
thankless	0.146	0.500	0.497	dankbar
thanks	0.918	0.472	0.461	merci
thanksalot	0.908	0.428	0.525	villmols merci
thanksgiving	0.927	0.449	0.637	Thanksgiving
thankyougod	0.900	0.446	0.651	merci gud
thankyoujesus	0.878	0.406	0.604	merci Jesus
thankyoulord	0.809	0.388	0.466	merci Här
thatch	0.337	0.245	0.161	thatch
thatmoment	0.667	0.389	0.340	dee Moment
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	dout
theater	0.760	0.635	0.516	Theater
theatrical	0.720	0.690	0.546	theatralesch
theatrics	0.694	0.539	0.486	Theater
thebest	0.760	0.596	0.719	dat Bescht
theft	0.135	0.867	0.394	Déifstall
theism	0.460	0.431	0.481	theismus
theistic	0.397	0.365	0.509	theistesch
thelife	0.688	0.566	0.629	d'Liewen
thelittlethings	0.571	0.240	0.324	déi kleng Saachen
theme	0.541	0.176	0.427	Thema
theocracy	0.490	0.427	0.722	theokratie
theocratic	0.380	0.480	0.605	theokratesch
theologian	0.521	0.304	0.759	theolog
theological	0.480	0.363	0.683	theologesch
theology	0.448	0.330	0.711	theologie
theorem	0.500	0.296	0.615	theorem
theoretical	0.615	0.270	0.546	theoretesch
theory	0.583	0.314	0.529	Theorie
therapeutic	0.625	0.275	0.680	therapeutesch
therapeutics	0.552	0.343	0.625	Therapeutik
therapist	0.468	0.430	0.679	Therapeut
therapy	0.490	0.353	0.607	Therapie
thereabouts	0.427	0.365	0.285	doriwwer
thereof	0.542	0.265	0.281	dervun
therewith	0.462	0.317	0.398	domat
thermal	0.480	0.360	0.509	thermesch
thermocouple	0.406	0.406	0.422	thermocouple
thermodynamics	0.510	0.594	0.678	Thermodynamik
thermometer	0.400	0.327	0.473	Thermometer
thermos	0.582	0.255	0.328	Thermos
thermostat	0.439	0.480	0.321	thermostat
thesaurus	0.520	0.480	0.509	Thesaurus
thesis	0.583	0.582	0.552	Dissertatioun
thick	0.449	0.433	0.596	déck
thicken	0.406	0.398	0.509	verdicken
thickening	0.448	0.355	0.434	thickening
thicket	0.385	0.373	0.324	décke
thickness	0.552	0.370	0.443	deck
thief	0.088	0.888	0.443	déif
thigh	0.469	0.433	0.588	Oberschenkel
thimble	0.490	0.192	0.218	Fëndchen
thin	0.469	0.337	0.356	dënn
thing	0.449	0.222	0.260	Saach
things	0.519	0.250	0.368	Saachen
thingy	0.458	0.312	0.158	Saach
think	0.786	0.408	0.618	denken
thinker	0.706	0.386	0.764	denker
thinking	0.720	0.308	0.595	denken
third	0.551	0.187	0.304	drëtten
thirds	0.402	0.327	0.345	Drëttel
thirst	0.298	0.519	0.307	Duuscht
thirsty	0.281	0.660	0.310	duuschtereg
thirteen	0.459	0.385	0.331	dräizéng
thirteenth	0.408	0.330	0.425	dräizéngten
thirty	0.562	0.349	0.316	drësseg
thistle	0.427	0.423	0.357	distel
thither	0.500	0.270	0.316	dohinner
thong	0.467	0.596	0.269	thong
thorn	0.296	0.541	0.427	Dorn
thorny	0.177	0.690	0.500	dorneg
thorough	0.467	0.350	0.558	grëndlech
thoroughbred	0.669	0.740	0.716	thoroughbred
thoroughfare	0.582	0.481	0.490	duerchgaang
thought	0.780	0.315	0.571	geduecht
thoughtful	0.667	0.290	0.527	nodenklech
thoughtfulness	0.867	0.269	0.667	Duerchduechte
thoughtless	0.194	0.580	0.452	ouni Gedanken
thoughts	0.745	0.382	0.691	Gedanken
thousand	0.663	0.355	0.480	dausend
thrash	0.260	0.510	0.472	dreschen
thread	0.646	0.184	0.209	Fuedem
threat	0.135	0.865	0.667	Drohung
threaten	0.104	0.958	0.590	menacéieren
threatened	0.052	0.928	0.354	menacéiert
threatening	0.071	0.875	0.652	menacéiert
three	0.653	0.225	0.377	dräi
threefold	0.521	0.400	0.534	dräifach
threesome	0.490	0.676	0.560	dräimol
thresh	0.490	0.417	0.500	dreschen
threshold	0.531	0.519	0.575	Schwell
thrice	0.469	0.442	0.462	dräimol
thrift	0.760	0.217	0.649	spuersam
thrifty	0.604	0.380	0.676	spuersam
thrill	0.888	0.837	0.711	begeeschteren
thrilled	0.898	0.818	0.807	begeeschtert
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	spannend
thrive	0.948	0.529	0.772	gedeeft
thriving	0.865	0.521	0.779	bléien
throat	0.350	0.538	0.346	Hals
throb	0.500	0.673	0.556	dreemen
throbbing	0.645	0.808	0.491	klëmmt
throes	0.146	0.760	0.235	dréit
throne	0.724	0.606	0.887	troun
throng	0.480	0.810	0.706	vill
throttle	0.562	0.804	0.750	drossel
throw	0.344	0.770	0.623	geheien
throwback	0.280	0.454	0.356	Réckgang
thrower	0.470	0.690	0.717	werft
thrown	0.500	0.550	0.619	geheien
thrush	0.306	0.490	0.454	dreschen
thrust	0.510	0.647	0.663	Schub
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	daat
thug	0.240	0.882	0.667	béis
thumb	0.673	0.271	0.361	Daumen
thumbprint	0.510	0.347	0.451	Daumenofdréck
thump	0.280	0.792	0.608	dump
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	drechen
thunder	0.296	0.916	0.526	Donner
thunderbolt	0.418	0.719	0.642	Donnerwieder
thunderclap	0.390	0.833	0.607	Donnerwieder
thundering	0.337	0.778	0.700	donner
thunderstorm	0.135	0.860	0.784	Donnerwieder
thunderstruck	0.194	0.716	0.509	gedonnert
thwart	0.281	0.684	0.409	verstoppen
thx	0.562	0.425	0.461	Merci
thyme	0.561	0.255	0.325	Thymian
thyroid	0.234	0.455	0.373	Schilddrüs
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	ticken
ticked	0.469	0.386	0.455	ugekräizt
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	Ticket
tickle	0.760	0.727	0.342	tickelen
tickled	0.755	0.707	0.364	gekickt
ticklish	0.823	0.814	0.345	kierchlech
tidal	0.592	0.539	0.519	Gezäitekräfte
tidal wave	0.240	0.894	0.736	Gezäitewell
tidbit	0.552	0.382	0.385	bessi
tide	0.541	0.556	0.420	Gezei
tidings	0.610	0.510	0.694	Noriichten
tidy	0.760	0.208	0.647	uerdentlech
tie	0.663	0.464	0.431	tie
tier	0.520	0.245	0.560	uerg
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tiger
tighten	0.388	0.487	0.627	zéien
tightness	0.344	0.606	0.759	Dichtegkeet
tightrope	0.354	0.653	0.279	tightrope
tights	0.583	0.343	0.269	tights
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	Fliesen
tiling	0.600	0.330	0.315	Fliesen
till	0.490	0.327	0.319	bis
tillage	0.552	0.591	0.540	Terrainen
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	kippen
tilting	0.459	0.384	0.340	kippen
timber	0.332	0.202	0.386	Holz
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	Zäit
timeless	0.408	0.468	0.583	zäitlos
timeliness	0.760	0.404	0.582	Zäitlechkeet
timely	0.865	0.387	0.591	zäitlech
timeout	0.344	0.433	0.322	Äuszäit
timepiece	0.650	0.279	0.461	Auer
timer	0.469	0.433	0.500	Timer
times	0.490	0.279	0.439	mol
timetable	0.561	0.189	0.491	Stonneplang
timewasters	0.391	0.535	0.291	timewasters
timid	0.327	0.276	0.132	schei
timidity	0.333	0.358	0.153	Angscht
timing	0.521	0.311	0.577	timing
tin	0.469	0.370	0.217	Zinn
tincture	0.440	0.360	0.402	Tinktur
tine	0.438	0.373	0.284	tinn
tinfoil	0.448	0.284	0.311	Blech
tinge	0.469	0.292	0.264	zitt
tingle	0.460	0.560	0.264	kribbelen
tingling	0.427	0.615	0.340	Kribbelen
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	geschenkt
tinkle	0.562	0.529	0.356	kléngt
tinkling	0.612	0.530	0.324	klingelen
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	kleng
tip	0.708	0.221	0.518	tipp
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	tipptopp
tiptoe	0.510	0.490	0.407	tipptopp
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	reiwen
tired	0.125	0.317	0.191	midd
tiredness	0.387	0.408	0.242	Middegkeet
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	onermiddlechen
tiresome	0.240	0.542	0.153	langweileg
tiring	0.153	0.510	0.176	ustrengend
tissue	0.558	0.236	0.345	Tissu
tistheseason	0.646	0.548	0.435	der Saison
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	Titan
tithe	0.507	0.276	0.385	zéngten
title	0.708	0.356	0.574	Titel
titled	0.677	0.240	0.658	betitelt
titty	0.561	0.548	0.294	titt
titular	0.704	0.385	0.760	titulaire
toad	0.302	0.452	0.196	Mouk
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	Tubak
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	haut
toddler	0.812	0.469	0.368	klengt Kand
toe	0.406	0.221	0.293	Zeh
toenail	0.530	0.380	0.306	Zehennagel
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	zesummen
togetherness	0.906	0.360	0.635	Zesummenaarbecht
toil	0.558	0.510	0.583	ustrengen
toilet	0.490	0.290	0.233	Toilette
toils	0.480	0.710	0.482	uerg
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	tolerabel
tolerance	0.875	0.206	0.649	Toleranz
tolerant	0.765	0.192	0.618	tolerant
tolerate	0.724	0.430	0.588	toleréieren
toleration	0.776	0.442	0.727	Toleranz
toll	0.296	0.422	0.453	Maut
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	Tomate
tomatoes	0.615	0.240	0.272	Tomaten
tomb	0.112	0.500	0.343	Graf
tombstone	0.204	0.441	0.311	Grafsteen
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	fir mech
tomorrow	0.792	0.377	0.407	muer
ton	0.560	0.418	0.604	tonn
tone	0.551	0.355	0.411	Toun
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	Stongen
tongue	0.542	0.432	0.482	Zong
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	tonsils
toocold	0.420	0.550	0.379	ze kal
tool	0.490	0.350	0.594	Tool
toolbox	0.531	0.316	0.472	Toolbox
tooling	0.510	0.406	0.634	Tooling
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	tout
tooth	0.439	0.250	0.367	Zänn
toothache	0.188	0.853	0.412	Zännwéi
toothbrush	0.517	0.330	0.321	Zännbürk
toothed	0.449	0.394	0.352	gezahnt
toothless	0.312	0.541	0.272	Zännlos
toothpaste	0.510	0.290	0.371	Zahnpasta
toothpick	0.561	0.216	0.185	Zännstaang
toots	0.552	0.480	0.451	touts
top	0.760	0.400	0.554	erop
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	Thema
topical	0.561	0.340	0.500	aktuell
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topographesch
topographical	0.438	0.350	0.538	topographesch
topography	0.469	0.357	0.506	Topographie
topple	0.198	0.820	0.573	klappen
topside	0.708	0.466	0.598	uewen
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	Fackel
torment	0.057	0.750	0.387	Péng
tormented	0.071	0.855	0.323	gefoltert
torn	0.153	0.510	0.283	gerappt
tornado	0.260	0.896	0.784	Tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	Dréimoment
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	schaarf
torsion	0.312	0.651	0.402	torsioun
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	Deckelsmouk
tortuous	0.194	0.755	0.382	tortuous
torture	0.115	0.878	0.555	Folter
tortured	0.062	0.890	0.361	gefoltert
toss	0.418	0.725	0.575	werfen
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	am Ganzen
totality	0.688	0.443	0.717	totalitéit
totally	0.820	0.422	0.702	ganz
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	beréieren
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	beréiert
touching	0.760	0.439	0.491	beréieren
touchy	0.323	0.510	0.343	touchy
tough	0.344	0.588	0.742	haart
toughen	0.458	0.683	0.711	verstäerken
toughness	0.552	0.618	0.837	Zähegkeet
toupee	0.323	0.270	0.324	toupée
tour	0.663	0.545	0.543	Tour
tourism	0.823	0.531	0.545	Tourismus
tourist	0.745	0.480	0.430	touristesch
tourmaline	0.448	0.513	0.441	Tourmalin
tournament	0.694	0.740	0.611	Tournoi
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	zéien
towel	0.630	0.208	0.286	Handduch
tower	0.606	0.380	0.644	Tuerm
towering	0.500	0.690	0.806	tierkesch
town	0.551	0.299	0.627	Stad
townhouse	0.622	0.400	0.443	Stadhaus
township	0.531	0.292	0.667	Gemeng
townspeople	0.677	0.466	0.569	Stadbewunner
toxic	0.008	0.885	0.492	gëfteg
toxicity	0.104	0.865	0.491	Toxizitéit
toxicology	0.302	0.736	0.574	Toxikologie
toxin	0.115	0.654	0.456	toxin
toy	0.878	0.420	0.275	Spillsaach
toymaker	0.755	0.510	0.536	Spillsaachen
trace	0.573	0.346	0.483	verfollegen
traceable	0.602	0.370	0.535	tracéierbar
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	Spuren
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	tracing
track	0.448	0.433	0.526	Streck
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	Tract
tractable	0.635	0.500	0.469	tracable
traction	0.429	0.585	0.648	Traktioun
tractor	0.449	0.580	0.619	Trakter
trade	0.561	0.544	0.690	Handel
trademark	0.667	0.344	0.750	Mark
trader	0.562	0.632	0.854	Händler
tradesman	0.531	0.431	0.664	Händler
trading	0.635	0.602	0.705	Handel
tradition	0.830	0.430	0.750	Traditioun
traditional	0.677	0.221	0.604	traditionell
traffic	0.323	0.559	0.518	Verkéier
traffic light	0.490	0.469	0.479	Verkéier Luucht
trafficking	0.250	0.710	0.399	Handel
tragedies	0.100	0.910	0.442	Tragedien
tragedy	0.052	0.843	0.340	tragedie
tragic	0.048	0.904	0.396	tragesch
trail	0.600	0.322	0.455	Trail
trailer	0.541	0.490	0.473	Trailer
train	0.666	0.705	0.620	Zuch
train set	0.604	0.598	0.464	Zuch Set
trained	0.771	0.538	0.645	trainéiert
trainee	0.627	0.408	0.352	Stagiaire
trainer	0.698	0.719	0.824	trainer
training	0.714	0.776	0.788	Formatioun
trait	0.469	0.365	0.453	trait
traitor	0.112	0.796	0.491	verréider
traitorous	0.073	0.745	0.412	verréid
trajectory	0.653	0.558	0.779	trajectoire
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	trampelen
trampoline	0.604	0.690	0.391	Trampolin
tramway	0.615	0.538	0.543	Tram
trance	0.469	0.481	0.382	trance
tranquil	0.917	0.094	0.355	roueg
tranquility	0.840	0.135	0.442	Rou
tranquilizer	0.510	0.236	0.596	tranquilizer
transact	0.521	0.625	0.680	handelen
transaction	0.650	0.577	0.579	Transaktioun
transatlantic	0.724	0.596	0.706	transatlantesch
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	iwwerschreiden
transcendence	0.656	0.608	0.754	Transzendenz
transcendent	0.667	0.600	0.824	transzendent
transcendental	0.635	0.652	0.842	transzendental
transcribe	0.500	0.394	0.573	transkriberen
transcriber	0.490	0.420	0.615	transcriber
transcript	0.639	0.398	0.528	Transkriptioun
transcription	0.592	0.455	0.615	Transkriptioun
transfer	0.702	0.490	0.519	transferéieren
transference	0.592	0.294	0.551	Transfert
transferred	0.480	0.450	0.409	iwwerdroen
transfixed	0.427	0.660	0.528	transfixéiert
transform	0.735	0.667	0.696	transforméieren
transformation	0.796	0.618	0.770	Transformatioun
transformer	0.582	0.582	0.723	transformer
transfusion	0.417	0.730	0.557	transfusion
transgression	0.158	0.890	0.611	Transgressioun
transient	0.510	0.405	0.430	transient
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	transit
transition	0.605	0.561	0.558	Iwwergank
transitional	0.573	0.472	0.491	Iwwergangs
