English Word	Valence	Arousal	Dominance	Romanian Word
surety	0.776	0.365	0.750	garanţie
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	suprafaţă
surfboard	0.729	0.730	0.387	placă de surf
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	val
surgeon	0.500	0.598	0.793	chirurg
surgery	0.286	0.769	0.600	interventie chirurgicala
surgical	0.327	0.696	0.723	chirurgical
surly	0.221	0.469	0.493	posac
surmise	0.529	0.400	0.347	presupune
surname	0.670	0.250	0.493	nume de familie
surpassing	0.719	0.660	0.720	depăşind
surplus	0.602	0.680	0.630	surplus
surprise	0.875	0.875	0.562	surprinde
surprised	0.784	0.855	0.539	uimit
surprises	0.875	0.769	0.632	surprize
surprising	0.888	0.790	0.692	surprinzător
surprisingly	0.847	0.793	0.819	în mod surprinzător
surreal	0.550	0.529	0.670	ireal
surrender	0.115	0.396	0.186	predare
surrendering	0.198	0.411	0.245	predarea
surrogate	0.406	0.590	0.472	surogat
surround	0.542	0.623	0.627	înconjoară
surrounding	0.531	0.422	0.669	înconjurător
surroundings	0.600	0.346	0.492	împrejurimi
surveillance	0.365	0.720	0.718	supraveghere
survey	0.580	0.357	0.379	studiu
surveying	0.488	0.455	0.682	topografie
surveyor	0.545	0.337	0.648	inspector
survival	0.541	0.798	0.879	supravieţuire
survive	0.770	0.824	0.726	supravieţui
surviving	0.646	0.836	0.721	supravieţuitor
survivor	0.677	0.750	0.815	supravieţuitor
susceptibility	0.458	0.627	0.364	susceptibil
susceptible	0.438	0.449	0.304	susceptibil
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	suspect
suspected	0.173	0.755	0.452	bănuit
suspend	0.240	0.320	0.368	suspenda
suspended	0.224	0.402	0.368	suspendat
suspenders	0.391	0.333	0.500	bretele
suspense	0.286	0.775	0.402	suspans
suspension	0.288	0.530	0.426	suspensie
suspicion	0.204	0.711	0.377	suspiciune
suspicions	0.208	0.745	0.500	suspiciuni
suspicious	0.153	0.745	0.431	suspicios
sustain	0.635	0.358	0.593	sustine
sustained	0.649	0.340	0.580	sustinut
sustenance	0.820	0.519	0.679	subzistenţă
suture	0.240	0.510	0.510	sutura
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	tampon
swag	0.656	0.676	0.654	stil
swagger	0.333	0.731	0.538	făli
swallow	0.466	0.608	0.436	a inghiti
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	mlaştină
swamped	0.156	0.480	0.270	îngrădit
swampy	0.306	0.390	0.412	mlăştinos
swan	0.781	0.225	0.357	lebădă
swank	0.490	0.500	0.442	chinuit
swap	0.552	0.500	0.509	schimb
swarm	0.302	0.735	0.458	roi
swarming	0.375	0.600	0.435	roire
swastika	0.316	0.472	0.491	zvastică
swat	0.380	0.694	0.571	bate
sway	0.690	0.596	0.721	legănare
swear	0.601	0.577	0.658	jura
swearing	0.333	0.559	0.586	înjurând
sweat	0.388	0.579	0.297	sudoare
sweater	0.704	0.245	0.295	pulover
sweating	0.292	0.667	0.265	transpiraţie
sweatshirt	0.510	0.368	0.353	hanorac
sweatshop	0.385	0.797	0.602	atelier de lucru
sweaty	0.281	0.540	0.304	transpirat
sweep	0.448	0.385	0.383	mătura
sweeper	0.470	0.549	0.414	măturătoare
sweeping	0.344	0.431	0.355	măturatoare
sweet	0.668	0.418	0.382	dulce
sweeten	0.908	0.455	0.423	îndulci
sweetened	0.940	0.461	0.398	îndulcit
sweetener	0.670	0.333	0.330	îndulcitor
sweetest	0.959	0.500	0.370	cel mai dulce
sweetheart	0.959	0.423	0.509	dragă
sweetie	0.990	0.549	0.560	dulceata
sweetness	0.906	0.474	0.528	dulceaţă
sweets	0.910	0.422	0.321	dulciuri
swell	0.360	0.679	0.348	umfla
swelling	0.323	0.608	0.250	umflătură
sweltering	0.204	0.644	0.362	înăbușitor
swerve	0.276	0.612	0.357	vira
swift	0.760	0.776	0.698	rapid
swiftly	0.660	0.885	0.618	repede
swig	0.604	0.481	0.406	înghiţitură
swill	0.427	0.528	0.322	lături
swim	0.688	0.461	0.529	înot
swimmer	0.657	0.698	0.610	înotător
swimming	0.760	0.559	0.524	înot
swimsuit	0.740	0.373	0.269	costum de baie
swindle	0.122	0.740	0.439	escrocherie
swindler	0.125	0.721	0.575	escroc
swine	0.340	0.519	0.277	porcine
swing	0.602	0.510	0.481	leagăn
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	legănându-se
swipe	0.573	0.450	0.266	beţivan
swirl	0.490	0.726	0.639	vârtej
swish	0.562	0.510	0.474	spilcuit
switch	0.500	0.538	0.509	intrerupator
switchblade	0.357	0.596	0.528	lamă de comutare
switchboard	0.571	0.519	0.558	tablou de distribuție
swivel	0.562	0.480	0.500	pivotant
swollen	0.236	0.510	0.277	umflat
swoon	0.292	0.510	0.160	leşin
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	sabie
swordfish	0.564	0.520	0.442	pește-spadă
swordplay	0.616	0.750	0.528	joc de sabie
swordsman	0.395	0.857	0.696	spadasin
sycamore	0.500	0.401	0.527	paltin de munte
syllable	0.448	0.250	0.417	silabă
syllabus	0.736	0.370	0.643	programă
symbiotic	0.832	0.425	0.406	simbiotic
symbol	0.643	0.388	0.527	simbol
symbolic	0.670	0.385	0.574	simbolic
symbolically	0.582	0.385	0.648	simbolic
symbolism	0.688	0.347	0.640	simbolism
symbolize	0.633	0.327	0.673	simboliza
symmetric	0.745	0.212	0.588	simetric
symmetrical	0.542	0.263	0.569	simetric
symmetry	0.604	0.274	0.500	simetrie
sympathetic	0.796	0.434	0.609	simpatic
sympathize	0.770	0.627	0.644	simpatiza
sympathy	0.827	0.497	0.634	simpatie
symphonic	0.775	0.545	0.566	simfonic
symphony	0.765	0.490	0.600	simfonie
symposium	0.573	0.394	0.644	simpozion
symptom	0.380	0.529	0.434	simptom
symptomatic	0.367	0.434	0.491	simptomatic
synagogue	0.531	0.300	0.544	sinagogă
synapse	0.660	0.471	0.491	sinapsa
synaptic	0.573	0.553	0.622	sinaptice
sync	0.802	0.440	0.670	sincronizare
synchronize	0.781	0.361	0.654	sincroniza
synchronous	0.600	0.538	0.545	sincron
syncope	0.245	0.538	0.398	sincopă
syndicate	0.439	0.491	0.673	sindicat
syndrome	0.229	0.510	0.246	sindrom
synergistic	0.571	0.550	0.547	sinergică
synergy	0.667	0.510	0.720	sinergie
synod	0.469	0.377	0.574	sinod
synonym	0.615	0.210	0.433	sinonim
synonymous	0.480	0.323	0.400	sinonim
synopsis	0.541	0.390	0.482	rezumat
synoptic	0.561	0.510	0.596	sinoptic
syntax	0.531	0.346	0.559	sintaxă
synthesis	0.604	0.315	0.377	sinteză
synthesizer	0.500	0.410	0.592	sintetizator
synthetic	0.396	0.350	0.519	sintetic
syphilis	0.071	0.606	0.245	sifilis
syringe	0.250	0.680	0.330	seringă
syrup	0.620	0.223	0.318	sirop
system	0.615	0.346	0.764	sistem
systematic	0.617	0.444	0.594	sistematic
systematically	0.690	0.390	0.651	sistematic
t-shirt	0.815	0.286	0.284	tricou
tab	0.594	0.208	0.308	fila
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabinet
tabernacle	0.408	0.480	0.605	tabernacol
table	0.551	0.170	0.284	masa
tableau	0.531	0.302	0.321	tablou
tablecloth	0.480	0.165	0.215	față de masă
tablespoon	0.490	0.353	0.245	Lingura de masa
tablet	0.562	0.330	0.438	comprimat
tableware	0.677	0.250	0.276	veselă
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	cataloga
tabulation	0.396	0.346	0.526	intabulare
tachometer	0.398	0.394	0.518	turometru
tacit	0.459	0.340	0.473	tacit
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	aborda
tackled	0.438	0.612	0.569	abordat
tackling	0.480	0.694	0.613	abordarea
tacky	0.245	0.490	0.373	lipicios
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	tact
tactful	0.704	0.292	0.537	plin de tact
tactic	0.531	0.434	0.798	tactică
tactical	0.594	0.481	0.684	tactic
tactics	0.583	0.676	0.774	tactici
tactile	0.573	0.410	0.491	tactil
tad	0.459	0.240	0.250	pic
tadpole	0.350	0.434	0.218	mormoloc
taffeta	0.604	0.279	0.405	tafta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	etichetă
tail	0.480	0.272	0.293	coadă
tailed	0.438	0.358	0.351	coadă
tailgate	0.323	0.340	0.398	hayon
tailings	0.439	0.311	0.446	steril
taillight	0.479	0.367	0.283	stop
tailor	0.573	0.206	0.450	croitor
tailoring	0.673	0.540	0.566	croitorie
tailpipe	0.460	0.429	0.409	teava de evacuare
taint	0.141	0.425	0.226	altera
take	0.828	0.537	0.348	lua
takeoff	0.755	0.884	0.626	decolare
takeout	0.736	0.392	0.368	scoate
takeover	0.663	0.531	0.861	prelua
taker	0.375	0.521	0.618	primitor
talcum	0.500	0.196	0.291	talc
tale	0.663	0.300	0.336	poveste
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	talentat
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	vorbi
talkative	0.562	0.673	0.535	vorbăreț
talker	0.500	0.604	0.552	vorbitor
tall	0.725	0.591	0.538	înalt
tallies	0.551	0.290	0.402	conturi
tallow	0.344	0.283	0.290	seu
tally	0.542	0.420	0.518	numărătoarea
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	ghearele
tambourine	0.622	0.548	0.348	tamburină
tame	0.560	0.604	0.642	îmblânzi
tamer	0.385	0.783	0.815	îmblânzitor
taming	0.569	0.514	0.575	îmblânzire
tamper	0.184	0.802	0.545	manipulare
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	bronzat
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangentă
tangerine	0.571	0.271	0.395	mandarină
tangible	0.646	0.350	0.679	tangibil
tangle	0.354	0.545	0.254	încurcătură
tangled	0.260	0.539	0.316	încurcat
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	rezervor
tank top	0.610	0.371	0.371	maiou
tanker	0.520	0.647	0.713	cisternă
tanned	0.615	0.550	0.491	bronzat
tantalizing	0.525	0.788	0.625	tantalic
tantamount	0.633	0.288	0.670	egal
tantrum	0.219	0.817	0.404	acces de furie
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	Atingeți
tape	0.531	0.277	0.254	bandă
tape measure	0.406	0.250	0.360	ruletă
taper	0.541	0.410	0.415	conic
tapering	0.344	0.380	0.237	conic
tapestry	0.520	0.176	0.362	tapiserie
tapeworm	0.357	0.334	0.331	tenia
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	robinete
tar	0.438	0.440	0.570	gudron
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	întârziere
tardy	0.204	0.592	0.293	tardiv
target	0.633	0.573	0.798	ţintă
targeted	0.573	0.537	0.573	vizate
targeting	0.510	0.420	0.580	direcționarea
tariff	0.459	0.402	0.491	tarifar
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	păta
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	prelată
tarry	0.392	0.413	0.388	zăbovi
tart	0.719	0.380	0.219	tartă
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartru
task	0.550	0.353	0.500	sarcină
tassel	0.552	0.330	0.307	ciucure
taste	0.802	0.406	0.465	gust
tasteful	0.918	0.458	0.625	gustos
tasteless	0.146	0.196	0.148	lipsit de gust
tasting	0.781	0.603	0.600	degustare
tasty	0.959	0.786	0.555	gustos
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	bârfă
tattoo	0.490	0.602	0.525	tatuaj
taught	0.814	0.481	0.642	predat
taunt	0.083	0.696	0.355	batjocură
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	încordat
tavern	0.516	0.577	0.475	tavernă
tawdry	0.375	0.510	0.398	ţipător
tawny	0.551	0.398	0.400	brunet
tax	0.260	0.481	0.534	impozit
taxed	0.255	0.456	0.500	impozitate
taxi	0.542	0.362	0.430	Taxi
taxicab	0.479	0.430	0.355	taxi
taxonomy	0.370	0.410	0.630	taxonomie
taxpayer	0.592	0.528	0.647	contribuabil
tea	0.698	0.163	0.370	ceai
teach	0.840	0.510	0.852	a preda
teacher	0.760	0.404	0.885	profesor
teaching	0.822	0.444	0.736	predare
teacup	0.633	0.135	0.277	ceaşcă de ceai
teahouse	0.802	0.314	0.288	ceainărie
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	echipă
teamjesus	0.673	0.453	0.536	echipa Iisus
teammate	0.865	0.449	0.660	coleg de echipă
teamwork	0.918	0.490	0.773	lucru in echipa
teapot	0.479	0.110	0.309	ceainic
tear	0.404	0.620	0.327	rupere
tearful	0.208	0.500	0.184	înlăcrimat
tearsofjoy	0.926	0.740	0.455	lacrimi de bucurie
teary	0.167	0.473	0.216	lacrimos
tease	0.317	0.790	0.432	şicana
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	tachinarea
teaspoon	0.521	0.330	0.221	linguriţă
teat	0.612	0.469	0.328	tetina
teatime	0.847	0.159	0.339	ora ceaiului
tech	0.684	0.491	0.732	tehnologie
technical	0.510	0.490	0.736	tehnic
technicality	0.632	0.471	0.661	tehnicitate
technician	0.592	0.510	0.713	tehnician
technique	0.760	0.414	0.593	tehnică
techno	0.561	0.539	0.500	tehno
technological	0.680	0.452	0.815	tehnologic
technology	0.776	0.490	0.825	tehnologie
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	ursuleț
tedious	0.104	0.406	0.241	plictisitor
tedium	0.224	0.331	0.298	plictiseală
tee	0.459	0.373	0.377	tricou
teeming	0.582	0.550	0.727	plin de foc
teen	0.729	0.531	0.568	adolescent
teenager	0.781	0.593	0.527	adolescent
teens	0.653	0.660	0.440	adolescenţi
teensy	0.520	0.427	0.347	adolescent
teeny	0.427	0.418	0.216	micuț
teeth	0.520	0.388	0.427	dintii
teething	0.396	0.471	0.474	dentiţie
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegramă
telegraph	0.594	0.423	0.400	telegraf
telekinesis	0.582	0.646	0.667	telekineza
telemetry	0.460	0.382	0.611	telemetrie
telepathic	0.602	0.490	0.642	telepatic
telepathy	0.594	0.510	0.588	telepatie
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	telescop
telescopic	0.490	0.290	0.660	telescopic
telethon	0.643	0.641	0.473	teleton
teletype	0.532	0.392	0.455	teletip
televised	0.625	0.519	0.518	televizat
television	0.633	0.391	0.547	televiziune
tell	0.551	0.350	0.457	spune
teller	0.500	0.395	0.443	povestitor
telling	0.719	0.441	0.527	spune
telltale	0.240	0.663	0.426	indicator
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temperament
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamental
temperance	0.500	0.294	0.639	cumpătarea
temperate	0.469	0.394	0.593	temperat
temperature	0.521	0.559	0.473	temperatura
tempered	0.583	0.437	0.667	temperat
tempest	0.245	0.843	0.653	furtună
template	0.479	0.311	0.411	șablon
temple	0.612	0.269	0.660	templu
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	temporal
temporarily	0.500	0.365	0.373	temporar
temporary	0.458	0.415	0.324	temporar
tempt	0.210	0.677	0.500	tenta
temptation	0.365	0.817	0.560	ispită
tempting	0.615	0.740	0.519	ispititor
temptress	0.427	0.787	0.667	ispită
ten	0.562	0.260	0.406	zece
tenable	0.741	0.412	0.636	sustenabil
tenacious	0.724	0.658	0.692	tenace
tenacity	0.740	0.657	0.889	tenacitate
tenancy	0.500	0.458	0.605	închiriere
tenant	0.385	0.360	0.398	chiriaş
tend	0.604	0.398	0.412	tind
tendency	0.684	0.500	0.675	tendinţă
tender	0.630	0.520	0.509	delicat, fraged
tenderfoot	0.469	0.421	0.438	novice
tenderness	0.949	0.276	0.367	sensibilitate
tending	0.622	0.556	0.594	tinzând
tendon	0.341	0.271	0.463	tendon
tenement	0.470	0.384	0.550	imobil
tenet	0.667	0.333	0.636	principiul
tenets	0.734	0.357	0.667	principii
tenfold	0.469	0.418	0.500	de zece ori
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	încordat
tensile	0.458	0.510	0.618	de tracţiune
tension	0.304	0.810	0.529	tensiune
tent	0.510	0.275	0.333	cort
tentacle	0.370	0.559	0.398	tentacul
tentative	0.582	0.657	0.534	tentativă
tenth	0.510	0.349	0.382	al zecelea
tenths	0.406	0.294	0.284	zecimi
tenuous	0.398	0.263	0.276	tenue
tenure	0.615	0.472	0.611	posesiune
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	încropit
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	termen
terminal	0.316	0.434	0.483	Terminal
terminate	0.171	0.410	0.441	termina
termination	0.344	0.472	0.545	rezilierea
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminologie
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termita
terms	0.490	0.362	0.645	termeni
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternar
terrace	0.615	0.269	0.411	terasă
terrain	0.540	0.300	0.472	teren
terrestrial	0.542	0.413	0.582	terestru
terrible	0.061	0.849	0.604	teribil
terribly	0.061	0.731	0.430	teribil
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	teribil
terrified	0.090	0.902	0.387	îngrozit
terrifies	0.083	0.923	0.500	îngrozește
terrify	0.052	0.889	0.509	îngrozi
terrifying	0.031	0.836	0.602	înfricoșător
territorial	0.405	0.600	0.766	teritorială
territory	0.625	0.469	0.676	teritoriu
terror	0.069	0.902	0.415	teroare
terrorism	0.060	0.971	0.673	terorism
terrorist	0.019	0.930	0.679	terorist
terrorists	0.062	0.967	0.688	terorişti
terrorize	0.041	0.907	0.577	teroriza
terse	0.542	0.393	0.409	concis
tertiary	0.500	0.350	0.431	terţiar
test	0.449	0.500	0.509	Test
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	testicul
testicular	0.388	0.680	0.453	testiculară
testify	0.521	0.650	0.741	depune mărturie
testimonial	0.541	0.538	0.750	mărturie
testimony	0.615	0.578	0.643	mărturie
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	testat
tetanus	0.133	0.577	0.368	tetanos
tether	0.323	0.620	0.407	pripon
tethered	0.260	0.472	0.351	legat
tetrahedral	0.595	0.468	0.423	tetraedric
text	0.604	0.157	0.402	text
textbook	0.622	0.235	0.526	manual
textile	0.604	0.235	0.395	textile
textural	0.660	0.296	0.445	texturale
texture	0.615	0.215	0.412	textură
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	multumesc
thankful	0.969	0.344	0.714	recunoscător
thankgod	0.823	0.451	0.466	slava Domnului
thanking	0.917	0.538	0.658	multumind
thankless	0.146	0.500	0.497	nemulțumită
thanks	0.918	0.472	0.461	Mulțumiri
thanksalot	0.908	0.428	0.525	Mulţumesc mult
thanksgiving	0.927	0.449	0.637	mulțumire
thankyougod	0.900	0.446	0.651	mulțumesc Dumnezeu
thankyoujesus	0.878	0.406	0.604	multumesc Iisus
thankyoulord	0.809	0.388	0.466	mulțumesc Doamne
thatch	0.337	0.245	0.161	paie
thatmoment	0.667	0.389	0.340	acel moment
thaumaturgy	0.510	0.546	0.618	taumaturgie
thaw	0.438	0.321	0.327	dezgheţ
theater	0.760	0.635	0.516	teatru
theatrical	0.720	0.690	0.546	teatral
theatrics	0.694	0.539	0.486	teatrul
thebest	0.760	0.596	0.719	cel mai bun
theft	0.135	0.867	0.394	furt
theism	0.460	0.431	0.481	teism
theistic	0.397	0.365	0.509	teist
thelife	0.688	0.566	0.629	viata
thelittlethings	0.571	0.240	0.324	micile lucruri
theme	0.541	0.176	0.427	temă
theocracy	0.490	0.427	0.722	teocraţie
theocratic	0.380	0.480	0.605	teocratic
theologian	0.521	0.304	0.759	teolog
theological	0.480	0.363	0.683	teologic
theology	0.448	0.330	0.711	teologie
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teoretic
theory	0.583	0.314	0.529	teorie
therapeutic	0.625	0.275	0.680	terapeutic
therapeutics	0.552	0.343	0.625	terapeutice
therapist	0.468	0.430	0.679	terapeut
therapy	0.490	0.353	0.607	terapie
thereabouts	0.427	0.365	0.285	cam pe acolo
thereof	0.542	0.265	0.281	a acestuia
therewith	0.462	0.317	0.398	cu aceasta
thermal	0.480	0.360	0.509	termic
thermocouple	0.406	0.406	0.422	termocuplu
thermodynamics	0.510	0.594	0.678	termodinamica
thermometer	0.400	0.327	0.473	termometru
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	tezaur
thesis	0.583	0.582	0.552	teza
thick	0.449	0.433	0.596	gros
thicken	0.406	0.398	0.509	se îngroașă
thickening	0.448	0.355	0.434	îngroşare
thicket	0.385	0.373	0.324	desiș
thickness	0.552	0.370	0.443	grosime
thief	0.088	0.888	0.443	hoţ
thigh	0.469	0.433	0.588	coapsă
thimble	0.490	0.192	0.218	degetar
thin	0.469	0.337	0.356	subţire
thing	0.449	0.222	0.260	lucru
things	0.519	0.250	0.368	lucruri
thingy	0.458	0.312	0.158	chestie
think	0.786	0.408	0.618	gândi
thinker	0.706	0.386	0.764	gânditor
thinking	0.720	0.308	0.595	gândire
third	0.551	0.187	0.304	al treilea
thirds	0.402	0.327	0.345	treimi
thirst	0.298	0.519	0.307	sete
thirsty	0.281	0.660	0.310	însetat
thirteen	0.459	0.385	0.331	treisprezece
thirteenth	0.408	0.330	0.425	treisprezecelea
thirty	0.562	0.349	0.316	treizeci
thistle	0.427	0.423	0.357	ciulin
thither	0.500	0.270	0.316	acolo
thong	0.467	0.596	0.269	curea
thorn	0.296	0.541	0.427	ghimpe
thorny	0.177	0.690	0.500	spinos
thorough	0.467	0.350	0.558	temeinic
thoroughbred	0.669	0.740	0.716	de rasă
thoroughfare	0.582	0.481	0.490	artera
thought	0.780	0.315	0.571	gând
thoughtful	0.667	0.290	0.527	grijuliu
thoughtfulness	0.867	0.269	0.667	chibzuinţă
thoughtless	0.194	0.580	0.452	necugetat
thoughts	0.745	0.382	0.691	gânduri
thousand	0.663	0.355	0.480	mie
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	fir
threat	0.135	0.865	0.667	amenințare
threaten	0.104	0.958	0.590	a ameninta
threatened	0.052	0.928	0.354	amenințat
threatening	0.071	0.875	0.652	amenintatoare
three	0.653	0.225	0.377	Trei
threefold	0.521	0.400	0.534	triple
threesome	0.490	0.676	0.560	în trei
thresh	0.490	0.417	0.500	treiera
threshold	0.531	0.519	0.575	prag
thrice	0.469	0.442	0.462	de trei ori
thrift	0.760	0.217	0.649	cumpătare
thrifty	0.604	0.380	0.676	gospodar
thrill	0.888	0.837	0.711	fior
thrilled	0.898	0.818	0.807	încântat
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	palpitant
thrive	0.948	0.529	0.772	prospera
thriving	0.865	0.521	0.779	înfloritor
throat	0.350	0.538	0.346	gât
throb	0.500	0.673	0.556	zvâcnire
throbbing	0.645	0.808	0.491	trepidant
throes	0.146	0.760	0.235	chinuri
throne	0.724	0.606	0.887	tron
throng	0.480	0.810	0.706	mulţime
throttle	0.562	0.804	0.750	regulator
throw	0.344	0.770	0.623	arunca
