English Word	Valence	Arousal	Dominance	Maltese Word
trawl	0.255	0.590	0.464	xbieki tat-tkarkir
trawler	0.316	0.430	0.405	bastiment tat-tkarkir
tray	0.549	0.250	0.345	trej
treacherous	0.112	0.815	0.402	traditur
treachery	0.104	0.852	0.448	tradiment
tread	0.510	0.520	0.426	tread
treadmill	0.459	0.636	0.436	treadmill
treason	0.094	0.806	0.552	tradiment
treasure	0.927	0.592	0.821	teżor
treasured	0.849	0.471	0.730	għażiża
treasurer	0.694	0.456	0.755	teżorier
treasures	0.867	0.771	0.842	teżori
treasury	0.812	0.541	0.736	teżor
treat	0.573	0.571	0.436	kura
treatable	0.780	0.302	0.560	trattabbli
treatise	0.604	0.407	0.613	trattat
treatment	0.663	0.386	0.620	trattament
treaty	0.646	0.382	0.667	trattat
treble	0.358	0.471	0.466	triplu
tree	0.670	0.118	0.442	siġra
trees	0.653	0.137	0.537	siġar
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	kannizzati
tremble	0.177	0.878	0.388	tregħid
trembling	0.177	0.824	0.324	rogħda
tremendous	0.600	0.888	0.773	tremendi
tremendously	0.719	0.722	0.661	bil-kbir
tremor	0.104	0.833	0.455	rogħda
trench	0.429	0.760	0.429	trinka
trend	0.625	0.458	0.706	xejra
trending	0.750	0.472	0.600	trending
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	trepidation
trespass	0.229	0.670	0.613	tkissir
triad	0.469	0.413	0.528	trijade
triage	0.398	0.433	0.479	triaġġ
trial	0.438	0.663	0.612	prova
triangle	0.562	0.269	0.352	trijangolu
triangular	0.430	0.320	0.397	trijangolari
triangulate	0.408	0.380	0.517	trijangulat
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	tribali
tribe	0.664	0.486	0.516	tribù
tribulation	0.448	0.612	0.484	tribulazzjoni
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	tributarju
tribute	0.684	0.573	0.700	ġieħ
trick	0.542	0.700	0.409	trick
trickery	0.146	0.798	0.336	qarrieqa
trickle	0.500	0.196	0.231	tqattigħ
trickster	0.375	0.680	0.446	trickster
tricky	0.219	0.651	0.500	delikata
tricycle	0.633	0.402	0.368	triċiklu
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	trifle
trifling	0.375	0.418	0.183	trifling
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	grillu
trigonometry	0.396	0.400	0.616	trigonometrija
trillion	0.592	0.420	0.623	triljun
trilogy	0.615	0.520	0.664	trilogu
trim	0.500	0.466	0.430	ittrimmja
trimester	0.783	0.336	0.538	trimestru
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	tirqim
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	trinità
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	vjaġġ
tripartite	0.500	0.480	0.539	tripartitiku
tripe	0.312	0.361	0.438	trippa
triple	0.585	0.385	0.481	triplu
triplet	0.622	0.510	0.618	tripletta
triplicate	0.684	0.545	0.717	triplikat
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	tgerbib
trite	0.458	0.418	0.290	banal
tritium	0.412	0.471	0.422	tritju
triumph	0.969	0.798	0.926	trijonf
triumphant	0.949	0.837	0.972	trijonfanti
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	trivjali
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	trolley
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	truppa
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	truppi
trophy	0.947	0.643	0.676	trofew
tropic	0.740	0.529	0.536	tropiku
tropical	0.740	0.461	0.509	tropikali
tropics	0.740	0.383	0.412	tropiċi
trot	0.531	0.664	0.396	trott
trouble	0.135	0.811	0.452	inkwiet
troubled	0.167	0.627	0.385	mnikkta
troublemaker	0.260	0.900	0.596	inkwiet
troubles	0.051	0.854	0.269	inkwiet
troublesome	0.283	0.894	0.404	idejqek
trough	0.500	0.308	0.340	ħawt
troupe	0.625	0.406	0.557	truppa
trousers	0.625	0.314	0.442	qliezet
trout	0.516	0.387	0.298	trota
trowel	0.470	0.418	0.250	kazzolla
truce	0.688	0.441	0.453	tregwa
truck	0.531	0.368	0.546	trakk
trucker	0.494	0.609	0.500	trucker
truckload	0.480	0.450	0.534	trakk
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	veru
truelove	0.860	0.600	0.587	imħabba vera
truffle	0.677	0.323	0.418	tartuf
truism	0.521	0.422	0.480	truiżmu
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	tromba
trumpeter	0.673	0.600	0.676	trumbetti
truncate	0.323	0.600	0.412	jonqos
truncated	0.316	0.602	0.439	maqtugħ
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	bagoll
truss	0.521	0.482	0.569	irfid
trust	0.888	0.547	0.741	fiduċja
trustee	0.531	0.442	0.658	trustee
trusting	0.857	0.508	0.750	fiduċja
trustworthy	0.969	0.315	0.824	affidabbli
trusty	0.863	0.398	0.696	fiduċja
truth	0.971	0.400	0.685	verità
truthful	0.708	0.467	0.807	veritiera
truthfulness	0.920	0.549	0.808	il-verità
try	0.604	0.551	0.556	Ipprova
tryout	0.459	0.539	0.472	prova
tryouts	0.490	0.602	0.594	provi
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	tub
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tubu
tuberculosis	0.214	0.519	0.424	tuberkulożi
tubing	0.438	0.363	0.358	tubi
tubular	0.458	0.361	0.464	tubulari
tubule	0.500	0.330	0.333	tubuli
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	it-Tlieta
tufted	0.500	0.510	0.406	bit-trofof
tug	0.320	0.604	0.558	irmonk
tugboat	0.271	0.510	0.652	irmonk
tuition	0.531	0.372	0.436	lezzjonijiet
tulip	0.730	0.189	0.356	tulipani
tumble	0.276	0.556	0.272	taqleb
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	żaqq
tumor	0.102	0.664	0.324	tumur
tumour	0.092	0.627	0.464	tumur
tumult	0.271	0.640	0.636	tumult
tumultuous	0.208	0.622	0.590	tumultuous
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tonn
tunable	0.510	0.364	0.582	tunable
tune	0.708	0.479	0.426	tixgħel
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	irfinar
tunnel	0.312	0.490	0.412	mina
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	turbidità
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbolenza
turbulent	0.302	0.792	0.612	turbulenti
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	turf
turkey	0.634	0.245	0.247	dundjani
turmeric	0.542	0.316	0.312	turmeric
turmoil	0.198	0.888	0.417	taqlib
turn	0.531	0.398	0.482	dawran
turnaround	0.560	0.654	0.407	tibdil
turned	0.630	0.538	0.583	imdawwar
turning	0.510	0.684	0.420	tidwir
turnip	0.561	0.183	0.254	nevew
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	itfi
turnout	0.641	0.692	0.898	parteċipazzjoni
turnover	0.490	0.392	0.512	fatturat
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	turntable
turpentine	0.320	0.539	0.571	terpentina
turquoise	0.786	0.226	0.357	lewn
turret	0.494	0.500	0.588	turret
turtle	0.291	0.102	0.271	fekruna
turtleneck	0.583	0.398	0.327	għonq tal-fekruna
tussle	0.333	0.919	0.691	taqlib
tutelage	0.393	0.442	0.609	tutela
tutor	0.750	0.346	0.826	tutur
tutoring	0.663	0.402	0.702	tutoring
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	tnejn
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	pinzetta
twelfth	0.521	0.292	0.527	it-tnax
twelve	0.490	0.298	0.412	tnax
twentieth	0.469	0.297	0.346	l-għoxrin
twenty	0.520	0.292	0.286	għoxrin
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	friegħa
twilight	0.622	0.341	0.633	għabex
twill	0.449	0.415	0.353	djagunali
twin	0.688	0.363	0.453	tewmin
twine	0.521	0.380	0.337	spag
twinge	0.316	0.720	0.471	twine
twinkle	0.719	0.724	0.610	twinkle
twins	0.760	0.473	0.602	tewmin
twirl	0.552	0.647	0.409	dawwar
twist	0.375	0.469	0.337	twist
twisted	0.071	0.736	0.311	mibrum
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	twitch
twitching	0.292	0.700	0.482	tħawwad
twitchy	0.094	0.918	0.281	twitchy
two	0.520	0.200	0.404	tnejn
two step	0.583	0.314	0.327	żewġ pass
twofaced	0.387	0.620	0.384	twofaced
twofold	0.573	0.333	0.551	doppju
twosome	0.583	0.544	0.500	twosome
tycoon	0.682	0.596	0.867	magnat
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	tip
typewriter	0.542	0.373	0.418	tajprajter
typhoid	0.265	0.458	0.401	tifojde
typhoon	0.323	0.796	0.697	tifun
typical	0.635	0.206	0.426	tipiku
typically	0.569	0.377	0.559	tipikament
typist	0.551	0.559	0.528	ittajpista
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	tipografija
tyrannical	0.167	0.860	0.731	tiraniku
tyranny	0.112	0.792	0.705	tirannija
tyrant	0.115	0.850	0.683	tirann
tyre	0.480	0.358	0.407	tajer
ubiquitous	0.635	0.571	0.884	kullimkien
ubiquity	0.578	0.490	0.595	ubikwità
ugliness	0.094	0.407	0.267	ikrah
ugly	0.167	0.630	0.254	ikrah
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ulċera
ulterior	0.375	0.509	0.490	ulterjuri
ultimate	0.648	0.645	0.544	aħħari
ultimately	0.385	0.480	0.558	fl-aħħar mill-aħħar
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	aħħari
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultravjola
umbilical	0.398	0.406	0.333	umbilikali
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	umbrella
umpire	0.520	0.592	0.755	arbitru
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	bla mistħija
unabated	0.532	0.420	0.466	bla waqfien
unable	0.132	0.459	0.193	kapaċi
unacceptable	0.133	0.479	0.330	inaċċettabbli
unaccompanied	0.292	0.376	0.297	mhux akkumpanjat
unaccountable	0.180	0.600	0.543	bla kont
unaccounted	0.410	0.338	0.361	mhux magħduda
unacknowledged	0.240	0.269	0.116	mhux rikonoxxut
unadulterated	0.570	0.420	0.528	mhux adulterat
unaffected	0.542	0.265	0.571	mhux affettwat
unafraid	0.500	0.520	0.655	bla jibżgħu
unaided	0.290	0.410	0.336	mingħajr għajnuna
unaltered	0.571	0.269	0.598	mhux mibdula
unambiguous	0.406	0.390	0.578	mhux ambigwu
unanimity	0.490	0.407	0.706	unanimità
unanimous	0.656	0.380	0.682	unanimu
unanimously	0.686	0.333	0.738	unanimament
unannounced	0.240	0.588	0.291	mhux imħabbra
unanswered	0.276	0.361	0.219	bla tweġiba
unanticipated	0.255	0.775	0.327	mhux antiċipat
unappreciated	0.143	0.431	0.209	mhux apprezzat
unapproved	0.184	0.471	0.254	mhux approvat
unarmed	0.427	0.420	0.241	mhux armati
unassisted	0.302	0.320	0.211	mingħajr għajnuna
unassuming	0.490	0.230	0.471	bla preżunzjoni
unattached	0.192	0.439	0.283	mhux imwaħħla
unattainable	0.220	0.635	0.571	ma jistax jintlaħaq
unattended	0.255	0.400	0.167	waħedhom
unattractive	0.177	0.307	0.208	mhux attraenti
unauthorized	0.260	0.448	0.259	mhux awtorizzat
unavailable	0.323	0.281	0.159	mhux disponibbli
unavoidable	0.350	0.580	0.445	inevitabbli
unaware	0.208	0.355	0.310	mhux konxju
unbalanced	0.302	0.596	0.343	żbilanċjat
unbearable	0.125	0.798	0.447	insopportabbli
unbeatable	0.735	0.719	0.681	imbattal
unbeaten	0.854	0.760	0.828	bla telfa
unbecoming	0.123	0.471	0.288	mhux xieraq
unbelief	0.265	0.582	0.407	nuqqas ta’ twemmin
unbelievable	0.771	0.790	0.717	inkredibbli
unbiased	0.625	0.378	0.618	imparzjali
unborn	0.312	0.300	0.216	fil-ġuf
unbound	0.354	0.402	0.283	mhux marbut
unbounded	0.646	0.600	0.736	bla limitu
unbreakable	0.653	0.573	0.759	ma jinkisirx
unbridled	0.396	0.759	0.448	bla rażan
unbroken	0.550	0.224	0.602	mhux imkisser
unbutton	0.479	0.539	0.311	unbutton
uncalled	0.344	0.294	0.222	bla sejħa
uncanny	0.469	0.461	0.430	strambi
uncaring	0.177	0.245	0.321	bla ħsieb
uncensured	0.438	0.649	0.509	mhux censurat
uncertain	0.363	0.500	0.164	inċert
uncertainty	0.064	0.494	0.282	inċertezza
unchallenged	0.552	0.394	0.545	bla kontestazzjoni
unchangeable	0.375	0.442	0.709	ma jinbidilx
unchanged	0.490	0.204	0.237	mhux mibdula
uncharted	0.188	0.406	0.413	mhux immarkat
uncherished	0.250	0.412	0.280	mhux għażiż
uncivilized	0.133	0.600	0.400	mhux ċivilizzat
unclaimed	0.316	0.346	0.278	mhux mitluba
uncle	0.653	0.255	0.578	ziju
unclean	0.133	0.529	0.134	mhux nadif
unclear	0.229	0.463	0.202	mhux ċar
uncomfortable	0.188	0.610	0.214	skomda
uncommon	0.459	0.429	0.373	mhux komuni
uncommonly	0.626	0.490	0.778	mhux komuni
uncomplicated	0.740	0.260	0.453	mhux ikkumplikat
uncompromising	0.320	0.531	0.613	bla kompromessi
unconcerned	0.562	0.283	0.298	bla tħassib
unconditional	0.760	0.493	0.715	bla kundizzjoni
unconfirmed	0.334	0.321	0.339	mhux ikkonfermat
unconnected	0.188	0.265	0.213	mhux konnessi
unconscionable	0.208	0.618	0.429	bla sens
unconscious	0.240	0.356	0.195	mitluf minn sensih
unconsciousness	0.177	0.440	0.121	sensih
unconstitutional	0.230	0.588	0.491	antikostituzzjonali
unconstrained	0.653	0.640	0.635	mhux kostrett
uncontested	0.510	0.471	0.689	mhux ikkontestat
uncontrollable	0.265	0.790	0.626	inkontrollabbli
uncontrolled	0.188	0.891	0.544	mhux ikkontrollat
unconventional	0.177	0.509	0.288	mhux konvenzjonali
unconvinced	0.409	0.458	0.228	mhux konvint
unconvincing	0.190	0.532	0.144	mhux konvinċenti
uncooked	0.312	0.321	0.241	mhux imsajjar
uncooperative	0.250	0.422	0.246	ma jikkooperax
uncorrelated	0.333	0.327	0.316	mhux korrelata
uncouth	0.080	0.761	0.350	uncouth
uncover	0.771	0.552	0.648	tikxef
uncritical	0.480	0.367	0.412	mhux kritiku
uncut	0.448	0.422	0.278	mhux maqtugħ
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	indeċiż
undefeated	0.833	0.752	0.825	bla telfa
undefined	0.260	0.418	0.350	mhux definit
undeniable	0.552	0.473	0.778	innegabbli
underage	0.469	0.461	0.300	taħt l-età
underbelly	0.406	0.423	0.361	taħt iż-żaqq
undercover	0.388	0.627	0.483	moħbija
undercurrent	0.357	0.582	0.520	undercurrent
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	jissottovaluta
undergo	0.398	0.554	0.339	jgħaddu
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	taħt l-art
underhanded	0.188	0.415	0.527	underhanded
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	sottostanti
underline	0.480	0.412	0.509	enfasizza
underlying	0.480	0.445	0.452	sottostanti
undermine	0.316	0.491	0.413	jimminaw
undermined	0.365	0.409	0.394	imminat
underneath	0.450	0.265	0.158	taħt
underpaid	0.146	0.413	0.209	imħallsa biżżejjed
underpants	0.448	0.473	0.276	qliezet ta’ taħt
underprivileged	0.167	0.449	0.172	żvantaġġati
underrated	0.208	0.520	0.333	sottovalutat
underscore	0.375	0.275	0.306	jenfasizza
undersea	0.545	0.490	0.425	taħt il-baħar
undersecretary	0.459	0.377	0.594	sottosegretarju
undersized	0.316	0.425	0.298	ta' daqs żgħir
understaffed	0.148	0.444	0.302	nuqqas ta' persunal
understand	0.760	0.374	0.643	jifhmu
understandable	0.776	0.363	0.566	jinftiehem
understanding	0.865	0.304	0.689	fehim
understatement	0.347	0.480	0.473	sottostima
understood	0.780	0.441	0.686	mifhum
understudy	0.378	0.402	0.420	understudy
undertake	0.796	0.702	0.754	jimpenja ruħu
undertaker	0.363	0.696	0.611	entertaker
undertaking	0.667	0.530	0.696	impriża
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	ħwejjeġ ta’ taħt
underwood	0.510	0.453	0.510	taħt l-injam
underworld	0.177	0.676	0.613	taħt id-dinja
underwrite	0.416	0.520	0.423	jissottoskrivu
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	mhux mistħoqqa
undesirable	0.177	0.644	0.260	mhux mixtieqa
undesired	0.156	0.441	0.235	mhux mixtieqa
undetectable	0.438	0.539	0.604	ma jinstabx
undetected	0.224	0.304	0.268	mhux misjuba
undetermined	0.265	0.256	0.353	mhux determinat
undeveloped	0.292	0.330	0.254	mhux żviluppati
undignified	0.122	0.627	0.308	mhux dinjituż
undirected	0.330	0.417	0.310	mhux dirett
undisclosed	0.479	0.361	0.314	mhux żvelat
undiscovered	0.438	0.347	0.261	mhux skoperti
undisputed	0.646	0.588	0.673	bla dubju
undisturbed	0.725	0.287	0.434	mhux disturbat
undivided	0.510	0.380	0.490	indiviż
undo	0.365	0.444	0.349	ħoll
undoing	0.219	0.452	0.298	tneħħa
undoubted	0.592	0.461	0.740	bla dubju
undress	0.438	0.900	0.336	undress
undressed	0.375	0.755	0.356	bla ilbies
undue	0.156	0.573	0.318	bla bżonn
undying	0.708	0.500	0.773	bla mewt
unearned	0.177	0.340	0.213	mhux qala
unearth	0.427	0.635	0.545	tikxef
uneasiness	0.190	0.798	0.241	inkwiet
uneasy	0.115	0.598	0.349	inċerti
uneducated	0.177	0.350	0.246	bla edukazzjoni
unemployed	0.094	0.481	0.230	qiegħda
unemployment	0.094	0.400	0.297	qgħad
unencumbered	0.604	0.280	0.472	bla tfixkil
unending	0.385	0.519	0.454	bla tmiem
unequal	0.118	0.433	0.202	mhux ugwali
unequalled	0.562	0.470	0.769	indaqs
unequivocal	0.604	0.415	0.615	inekwivoku
unequivocally	0.521	0.668	0.554	bla ekwivoku
unethical	0.104	0.433	0.269	kontra l-etika
uneven	0.125	0.457	0.240	irregolari
uneventful	0.510	0.343	0.410	bla avveniment
unexpected	0.500	0.720	0.333	mhux mistennija
unexpectedly	0.354	0.759	0.462	bla mistenni
unexplainable	0.260	0.448	0.610	inspjegabbli
unexplained	0.271	0.531	0.349	mhux spjegat
unexplored	0.401	0.640	0.388	mhux esplorati
unfailing	0.625	0.635	0.594	bla falliment
unfair	0.173	0.472	0.190	inġust
unfairness	0.170	0.817	0.336	inġustizzja
unfaithful	0.031	0.806	0.298	infidili
unfamiliar	0.219	0.558	0.273	mhux familjari
unfavorable	0.133	0.450	0.232	sfavorevoli
unfeeling	0.235	0.377	0.345	bla tħossok
unfettered	0.569	0.650	0.586	bla xkiel
unfinished	0.188	0.368	0.264	mhux mitmuma
unfit	0.250	0.368	0.185	mhux tajjeb
unflinching	0.667	0.606	0.882	bla waqfien
unfold	0.612	0.510	0.520	tiżvolġi
unfollow	0.281	0.337	0.293	unfollow
unforeseen	0.255	0.714	0.500	mhux previst
unforgettable	0.833	0.561	0.660	indimentikabbli
unforgivable	0.276	0.743	0.490	ma jaħfer
unforgiving	0.406	0.630	0.793	bla maħfer
unfortunate	0.073	0.487	0.195	sfortunati
unfortunately	0.104	0.494	0.281	sfortunatament
unfounded	0.271	0.520	0.410	infondat
unfreeze	0.458	0.297	0.375	unfreeze
unfriendly	0.173	0.670	0.458	mhux faċli
unfulfilled	0.184	0.426	0.268	mhux sodisfatt
unfurnished	0.316	0.333	0.272	bla għamara
unglued	0.378	0.446	0.352	unglued
ungodly	0.296	0.423	0.388	ungodly
ungrateful	0.219	0.461	0.275	ingrati
unguarded	0.156	0.578	0.205	mhux imħarsa
unhand	0.406	0.360	0.361	unhand
unhappiness	0.083	0.630	0.222	inkuntentizza
unhappy	0.112	0.500	0.155	kuntent
unharmed	0.740	0.378	0.491	bla ħsara
unhealthy	0.115	0.549	0.214	ħżiena għas-saħħa
unheard	0.344	0.539	0.500	mhux mismugħa
unhelpful	0.104	0.320	0.118	mhux utli
unhindered	0.729	0.441	0.725	bla xkiel
unholy	0.327	0.560	0.445	mhux qaddis
unhook	0.375	0.592	0.310	unhook
unicorn	0.776	0.510	0.480	unicorn
unidentified	0.385	0.361	0.199	mhux identifikati
unification	0.688	0.345	0.788	unifikazzjoni
unified	0.729	0.439	0.764	magħquda
uniform	0.570	0.245	0.655	uniformi
uniformed	0.469	0.519	0.589	uniformi
uniformity	0.745	0.353	0.538	uniformità
uniformly	0.625	0.333	0.704	uniformi
unimaginable	0.573	0.634	0.589	inkonċepibbli
unimpeachable	0.684	0.550	0.784	inekkabbli
unimpeached	0.458	0.335	0.433	mhux impeached
unimportant	0.281	0.240	0.175	mhux importanti
unimpressed	0.198	0.302	0.327	mhux impressjonat
unimproved	0.163	0.377	0.144	mhux imtejba
uninfected	0.688	0.304	0.389	mhux infettat
uninformed	0.156	0.370	0.182	mhux infurmat
uninhabited	0.301	0.230	0.221	diżabitati
uninitiated	0.271	0.288	0.288	mhux mibdija
uninspired	0.163	0.243	0.260	bla ispirazzjoni
unintelligible	0.208	0.472	0.283	inkomprensibbli
unintended	0.438	0.385	0.349	mhux intenzjonat
unintentional	0.333	0.538	0.306	mhux intenzjonat
unintentionally	0.460	0.490	0.286	bla ħsieb
uninterested	0.365	0.240	0.328	mhux interessat
uninteresting	0.153	0.235	0.228	mhux interessanti
uninterrupted	0.500	0.434	0.527	bla interruzzjoni
uninvited	0.090	0.385	0.307	mhux mistiedna
union	0.854	0.226	0.766	unjoni
unique	0.823	0.347	0.661	uniku
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	unison
unit	0.562	0.235	0.578	unità
unitary	0.531	0.239	0.641	unitarju
unite	0.781	0.375	0.610	għaqqad
united	0.781	0.431	0.783	magħqudin
unity	0.837	0.288	0.658	għaqda
universal	0.802	0.417	0.833	universali
universality	0.796	0.410	0.840	universalità
universe	0.694	0.454	0.839	univers
university	0.735	0.574	0.741	università
unjust	0.115	0.625	0.278	inġusti
unjustifiable	0.115	0.596	0.394	inġustifikabbli
unjustified	0.288	0.541	0.314	mhux ġustifikat
unkind	0.135	0.409	0.310	bla qalb tajba
unknowable	0.347	0.540	0.396	mhux magħruf
unknown	0.357	0.450	0.204	mhux magħruf
unlawful	0.094	0.759	0.402	illegali
unleash	0.479	0.775	0.559	rilaxx
unlicensed	0.306	0.574	0.196	bla liċenzja
unlike	0.439	0.439	0.418	b'differenza
unlikely	0.271	0.293	0.245	improbabbli
unlimited	0.750	0.623	0.679	illimitat
unlisted	0.365	0.265	0.218	mhux ikkwotat
unload	0.656	0.639	0.573	ħatt
unloaded	0.469	0.380	0.331	ħatt
unlock	0.582	0.442	0.592	nisfruttaw
unlucky	0.073	0.395	0.198	sfortunati
unmanageable	0.177	0.666	0.482	inmaniġġabbli
unmanned	0.235	0.441	0.324	bla ekwipaġġ
unmarked	0.416	0.294	0.433	mhux immarkat
unmarried	0.438	0.480	0.545	mhux miżżewweġ
unmask	0.323	0.690	0.520	iħoll il-maskra
unmatched	0.776	0.536	0.771	mhux imqabbla
unmistakable	0.602	0.571	0.765	inequivocabbli
unmitigated	0.649	0.427	0.422	bla mitigazzjoni
unmoved	0.184	0.355	0.360	bla ċaqliq
unnamed	0.316	0.189	0.284	bla isem
unnatural	0.153	0.587	0.434	mhux naturali
unnecessary	0.219	0.358	0.190	bla bżonn
unneeded	0.177	0.375	0.245	bla bżonn
unnoticed	0.302	0.440	0.260	inosservati
unnumbered	0.406	0.255	0.331	bla numru
unobserved	0.398	0.255	0.257	mhux osservati
unobstructed	0.583	0.440	0.573	bla xkiel
unobtrusive	0.447	0.327	0.402	ma jgħaqqadx
unoccupied	0.258	0.245	0.412	mhux okkupat
unofficial	0.260	0.302	0.255	mhux uffiċjali
unopened	0.542	0.340	0.265	mhux miftuħ
unopposed	0.615	0.375	0.537	bla oppożizzjoni
unordered	0.224	0.482	0.190	mhux ordnat
unorganised	0.250	0.500	0.212	mhux organizzati
unorganized	0.260	0.657	0.173	mhux organizzati
unorthodox	0.340	0.480	0.441	mhux ortodoss
unpack	0.531	0.528	0.445	neħħi l-pakkett
unpaid	0.300	0.413	0.365	mhux imħallsa
unparalleled	0.708	0.306	0.538	bla paragun
unpleasant	0.122	0.612	0.185	spjaċevoli
unpleasantness	0.062	0.724	0.264	spjaċevoli
unplug	0.239	0.441	0.404	unplug
