English Word	Valence	Arousal	Dominance	Igbo Word
repose	0.469	0.100	0.330	izu ike
reposition	0.408	0.529	0.509	reposition
repository	0.406	0.396	0.500	ebe nchekwa
repossess	0.418	0.667	0.552	nwetaghachi
reprehensible	0.316	0.569	0.351	na-ata ụta
represent	0.781	0.433	0.861	nọchitere anya
representation	0.677	0.542	0.750	nnochi anya
representative	0.704	0.366	0.694	onye nnọchianya
represented	0.724	0.444	0.688	nọchitere anya ya
representing	0.796	0.464	0.833	na-anọchi anya
repress	0.208	0.612	0.536	adagbu
repressed	0.188	0.337	0.311	emegbu
repression	0.214	0.764	0.481	mmegbu
reprieve	0.531	0.471	0.574	gbaghara
reprimand	0.153	0.528	0.465	ịba mba
reprint	0.510	0.449	0.527	bipụtaghachi
reprisal	0.125	0.788	0.545	mmegwara
reprise	0.459	0.500	0.464	nkwughachi
reproach	0.240	0.755	0.384	nkọcha
reproduce	0.823	0.622	0.760	mụta nwa
reproduction	0.800	0.736	0.713	mmeputakwa
reproductive	0.770	0.604	0.856	omumu
reprogram	0.519	0.404	0.557	reprogram
reptile	0.350	0.566	0.365	ihe na-akpụ akpụ
republic	0.635	0.340	0.830	mba
republican	0.398	0.551	0.664	Republic
repudiation	0.167	0.686	0.274	ịjụ oyi
repugnance	0.062	0.684	0.425	ịsọ oyi
repugnant	0.061	0.735	0.453	na-asọ oyi
repulsion	0.247	0.673	0.353	nchupu
repulsive	0.146	0.775	0.425	na-asọ oyi
repurchase	0.531	0.592	0.557	mgbapụta
reputable	0.781	0.462	0.919	aha ọma
reputation	0.740	0.542	0.721	aha ọma
repute	0.729	0.500	0.702	aha ọma
reputed	0.439	0.528	0.627	kwadoro
request	0.625	0.471	0.618	arịrịọ
requiem	0.475	0.382	0.426	requiem
require	0.398	0.439	0.560	chọrọ
required	0.583	0.509	0.700	achọrọ
requirement	0.510	0.439	0.728	chọrọ
requisite	0.448	0.363	0.609	chọrọ
requisition	0.478	0.510	0.649	chọrọ
reread	0.448	0.377	0.492	gụgharịa
reroute	0.540	0.598	0.598	chegharia
rerun	0.333	0.620	0.529	megharia
reschedule	0.438	0.422	0.537	megharia oge
rescind	0.347	0.380	0.391	kagbuo
rescission	0.333	0.529	0.360	nbibi
rescue	0.806	0.926	0.850	nnapụta
research	0.633	0.663	0.741	nyocha
researcher	0.569	0.510	0.857	onye nyocha
resection	0.375	0.482	0.500	resection
resemblance	0.743	0.216	0.570	myirịta
resemble	0.602	0.388	0.463	yie
resembling	0.592	0.250	0.529	yiri
resent	0.073	0.553	0.163	iwe
resentful	0.120	0.608	0.324	na-ewe iwe
resentment	0.163	0.745	0.528	iwe
reservation	0.688	0.343	0.561	ndoputa
reserve	0.585	0.289	0.589	idobere
reserved	0.594	0.316	0.583	edobere
reserves	0.653	0.363	0.520	idobere
reservoir	0.531	0.276	0.462	mmiri mmiri
reset	0.490	0.450	0.574	tọgharịa
reside	0.451	0.440	0.455	biri
residence	0.615	0.382	0.585	ebe obibi
residences	0.618	0.418	0.509	ebe obibi
residency	0.694	0.357	0.679	obibi
resident	0.592	0.327	0.500	onye bi
residential	0.720	0.210	0.589	ebe obibi
residual	0.448	0.288	0.327	fọdụrụnụ
residue	0.354	0.330	0.183	foduru
resign	0.250	0.543	0.273	arụkwaghịm
resignation	0.145	0.392	0.310	arụkwaghịm
resigned	0.240	0.170	0.268	gbara arụkwaghịm
resilience	0.531	0.440	0.667	resilience
resilient	0.542	0.540	0.801	na-agbanwe agbanwe
resin	0.284	0.308	0.400	resin
resist	0.414	0.676	0.651	iguzogide
resistance	0.427	0.694	0.796	iguzogide
resistant	0.592	0.585	0.815	na-eguzogide ọgwụ
resisting	0.408	0.776	0.789	iguzogide
resistive	0.396	0.519	0.651	eguzogide
resolute	0.771	0.510	0.712	kpebisiri ike
resolutely	0.714	0.453	0.805	kpebisiri ike
resolution	0.780	0.550	0.745	mkpebi
resolve	0.710	0.472	0.750	kpebisie ike
resolved	0.735	0.357	0.683	kpebisiri ike
resonance	0.541	0.426	0.629	resonance
resonant	0.542	0.633	0.663	resonant
resonate	0.582	0.610	0.644	resonate
resonator	0.469	0.608	0.519	resonator
resort	0.573	0.441	0.632	ebe ezumike
resounding	0.490	0.708	0.596	na-ada ụda
resource	0.740	0.357	0.749	akụ
resourceful	0.906	0.704	0.886	bara uru
resources	0.604	0.348	0.627	akụrụngwa
respect	0.927	0.344	0.758	nkwanye ùgwù
respectability	0.875	0.407	0.912	nkwanye ùgwù
respectable	0.850	0.350	0.889	nkwanye ùgwù
respected	0.908	0.441	0.853	kwanyere ùgwù
respectful	0.951	0.386	0.814	nkwanye ùgwù
respecting	0.837	0.321	0.720	nkwanye ùgwù
respective	0.625	0.413	0.721	otu
respects	0.840	0.387	0.824	nkwanye ùgwù
respiration	0.760	0.377	0.669	iku ume
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	iku ume
respite	0.600	0.373	0.420	izu ike
resplendent	0.905	0.673	0.755	magburu onwe ya
respond	0.573	0.435	0.594	zaghachi
respondent	0.449	0.455	0.480	onye zara
response	0.615	0.500	0.472	nzaghachi
responsibility	0.760	0.500	0.852	ibu ọrụ
responsible	0.837	0.527	0.833	aka
responsive	0.816	0.569	0.573	na-anabata
rest	0.907	0.167	0.300	zuru ike
restart	0.531	0.519	0.554	malitegharịa
restaurant	0.847	0.406	0.500	ụlọ oriri na ọṅụṅụ
rested	0.792	0.235	0.462	zuru ike
restful	0.781	0.116	0.413	izu ike
restitution	0.583	0.542	0.643	nkwụghachi
restless	0.219	0.810	0.304	enweghị izu ike
restlessness	0.083	0.794	0.397	enweghị izu ike
restock	0.510	0.538	0.645	weghachite
restoration	0.755	0.426	0.734	mweghachi
restorative	0.633	0.510	0.703	mweghachi
restore	0.765	0.490	0.625	weghachi
restored	0.892	0.410	0.728	eweghachiri
restoring	0.820	0.490	0.783	iweghachi
restrain	0.134	0.696	0.434	igbochi
restrained	0.354	0.590	0.509	gbochiri
restraining	0.296	0.702	0.672	igbochi
restraint	0.167	0.618	0.520	njide
restrict	0.115	0.539	0.577	gbochie
restricted	0.276	0.500	0.407	amachibidoro
restriction	0.130	0.590	0.569	mmachi
restrictive	0.215	0.596	0.500	mgbochi
restroom	0.653	0.279	0.267	ime ụlọ mposi
result	0.812	0.490	0.652	pụta
resultant	0.670	0.441	0.637	pụta
resume	0.573	0.411	0.586	maliteghachi
resumption	0.637	0.528	0.653	maliteghachi
resurrect	0.781	0.725	0.817	bilie
resurrection	0.708	0.740	0.759	mbilite n'ọnwụ
resuscitate	0.531	0.696	0.818	resucitat
resuscitation	0.753	0.768	0.795	resuscitation
retail	0.510	0.353	0.411	mkpọsa
retailer	0.708	0.439	0.595	onye na-ere ahịa
retain	0.367	0.451	0.630	jigide
retainer	0.396	0.422	0.356	njide
retaining	0.417	0.559	0.632	na-ejigide
retake	0.616	0.471	0.591	weghachite
retaliate	0.111	0.812	0.595	megwara
retaliation	0.156	0.812	0.491	imegwara
retaliatory	0.194	0.865	0.598	imegwara
retard	0.194	0.347	0.222	laghachi azụ
retardation	0.125	0.360	0.155	azụ azụ
retarded	0.302	0.462	0.161	azụ azụ
retards	0.362	0.434	0.218	azụ azụ
retention	0.344	0.490	0.558	njide
retentive	0.439	0.482	0.491	na-eche nche
rethink	0.480	0.423	0.583	chegharia echiche
reticent	0.396	0.519	0.500	reticent
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retinal
retire	0.398	0.392	0.186	lara ezumike nka
retired	0.270	0.259	0.301	lara ezumike nka
retirement	0.250	0.324	0.255	ezumike nka
retiring	0.408	0.376	0.214	ịla ezumike nká
retold	0.459	0.385	0.352	kwughachiri
retort	0.417	0.520	0.481	megharia
retrace	0.250	0.482	0.317	laghachi azụ
retract	0.316	0.443	0.358	weghachite
retraction	0.312	0.491	0.427	ndọghachi azụ
retractor	0.354	0.590	0.557	retractor
retreat	0.500	0.519	0.312	laghachi azụ
retrenchment	0.230	0.650	0.384	retrenchment
retrial	0.500	0.577	0.593	ikpeghari
retribution	0.625	0.490	0.708	nkwụghachi ụgwọ
retrieval	0.700	0.440	0.704	iweghachite
retrieve	0.740	0.576	0.705	weghachite
retriever	0.459	0.500	0.464	onye na-eweghachite
retro	0.650	0.276	0.321	ochie
retroactive	0.521	0.452	0.655	retroactive
retrograde	0.208	0.464	0.415	retrograde
retrospect	0.406	0.500	0.538	nlegharị anya
retrospective	0.594	0.481	0.528	nlegharị anya
retrospectively	0.516	0.400	0.560	azụ azụ
return	0.602	0.412	0.463	laghachi
reunion	0.837	0.500	0.672	nchikota
reunite	0.656	0.550	0.657	gbakọtaghachi
reunited	0.708	0.439	0.658	jikọtara ọnụ
rev	0.367	0.422	0.353	Mkpu
reveal	0.493	0.637	0.526	ikpughe
revel	0.740	0.705	0.684	ememe
revelation	0.879	0.500	0.865	mkpughe
revelations	0.729	0.655	0.600	mkpughe
revels	0.827	0.683	0.647	oriri na ọṅụṅụ
revenge	0.230	0.940	0.627	ịbọ ọbọ
revenue	0.873	0.510	0.854	ego ha nwetara
reverberation	0.390	0.639	0.551	nkwughachi
revere	0.750	0.562	0.608	nkwanye ugwu
reverence	0.643	0.347	0.516	nsọpụrụ
reverend	0.650	0.337	0.576	nsọpụrụ
reverent	0.551	0.490	0.694	nsọpụrụ
reverie	0.667	0.413	0.471	reverie
reversal	0.380	0.510	0.591	ntughari
reverse	0.539	0.415	0.461	laa azụ
reversion	0.458	0.538	0.425	ntughari
revert	0.380	0.451	0.519	laghachi
reverting	0.562	0.385	0.544	na-atụgharị
review	0.667	0.408	0.636	nyochaa
reviewer	0.562	0.344	0.500	onye nleba anya
revise	0.500	0.469	0.509	megharia
revision	0.417	0.459	0.710	ntughari
revisit	0.552	0.530	0.509	letagharịa
revival	0.823	0.664	0.597	revival
revive	0.676	0.780	0.778	ịtụte
revocation	0.260	0.610	0.673	mwepu
revoke	0.251	0.696	0.737	kagbuo
revolt	0.343	0.878	0.658	nnupụisi
revolting	0.102	0.690	0.300	na-enupụ isi
revolution	0.417	0.902	0.798	mgbanwe
revolutionary	0.635	0.887	0.824	mgbanwe
revolutionize	0.684	0.816	0.904	gbanwee
revolve	0.592	0.546	0.402	regharịa
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	na-atụgharị
revue	0.594	0.350	0.420	nyocha
revulsion	0.104	0.765	0.343	mkparị
revving	0.604	0.875	0.879	ntughari
reward	0.948	0.694	0.783	ụgwọ ọrụ
rewarding	0.958	0.637	0.783	na-akwụghachi ụgwọ
rewind	0.460	0.551	0.431	laghachi azụ
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	degharịa
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	ikwu okwu
rhetorical	0.417	0.569	0.635	ikwu okwu
rheumatism	0.219	0.472	0.418	rheumatism
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	rhino
rhinoceros	0.556	0.656	0.569	rhinoceros
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	ukwe
rhyming	0.729	0.410	0.500	rhyming
rhythm	0.771	0.759	0.573	rhythm
rhythmic	0.714	0.642	0.664	rhythmic
rhythmical	0.844	0.694	0.632	rhythmical
rib	0.490	0.349	0.351	ọgịrịga
ribbed	0.365	0.378	0.409	ribbed
ribbon	0.719	0.288	0.357	rịbọn
rice	0.667	0.208	0.330	osikapa
rich	0.882	0.627	0.905	ọgaranya
riches	0.958	0.694	0.880	akụnụba
richness	0.896	0.833	0.922	ọgaranya
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rickety
rickshaw	0.438	0.594	0.402	rickshaw
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	kpochapu
riddance	0.323	0.562	0.472	nkwụsị
riddle	0.521	0.583	0.543	ilu
riddled	0.281	0.861	0.422	gbagwojuru anya
ride	0.806	0.465	0.472	gbaa
rider	0.635	0.627	0.574	onye na-agba
ridge	0.484	0.402	0.349	riiji
ridicule	0.143	0.745	0.255	ịkwa emo
ridiculed	0.112	0.806	0.212	kwara emo
ridiculous	0.159	0.594	0.245	ihe ọchị
riding	0.694	0.654	0.620	ịnya igwe
rife	0.570	0.561	0.692	rife
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	riffraf
rifle	0.329	0.900	0.718	égbè
rifleman	0.245	0.863	0.767	onye égbè
rifles	0.337	0.864	0.765	egbe
rift	0.246	0.519	0.289	rit
rig	0.542	0.382	0.746	rig
rigged	0.188	0.510	0.412	agbagọ
rigging	0.510	0.518	0.440	igwu mmiri
right	0.740	0.352	0.710	nri
righteous	0.823	0.385	0.790	ezi omume
righteousness	0.802	0.660	0.897	ezi omume
rightful	0.837	0.358	0.821	ziri ezi
rightly	0.740	0.471	0.782	ziri ezi
righty	0.750	0.314	0.786	ziri ezi
rigid	0.357	0.552	0.591	isiike
rigidity	0.198	0.530	0.726	isi ike
rigor	0.375	0.745	0.713	siri ike
rigorous	0.438	0.818	0.847	siri ike
rim	0.510	0.397	0.302	rim
rind	0.542	0.280	0.491	nkpu
ring	0.677	0.427	0.464	mgbanaka
ringer	0.573	0.604	0.347	onye na-eti mkpu
ringing	0.724	0.598	0.693	na-eti mkpu
ringleader	0.520	0.550	0.640	onye ndu
ringmaster	0.630	0.622	0.732	nna ukwu
ringside	0.500	0.644	0.411	mgbanaka
rink	0.551	0.392	0.392	rink
rinse	0.663	0.168	0.409	itucha
riot	0.061	0.946	0.586	ọgbaghara
rioting	0.156	0.949	0.560	ọgba aghara
riotous	0.163	0.837	0.588	ọgba aghara
riots	0.099	0.882	0.564	ọgbaghara
rip	0.146	0.676	0.365	dọwara
riparian	0.552	0.408	0.412	riparian
ripe	0.671	0.337	0.670	mfri eke
ripen	0.755	0.373	0.671	chara acha
ripening	0.615	0.490	0.759	chara acha
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	ripple
rippling	0.500	0.480	0.327	na-adọkpụ
rise	0.667	0.593	0.745	bilie
rising	0.750	0.602	0.696	na-ebili
risk	0.240	0.816	0.438	ihe ize ndụ
risky	0.224	0.922	0.700	dị ize ndụ
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	emume
ritual	0.375	0.520	0.508	ememe
ritualistic	0.450	0.583	0.540	omenala
rival	0.286	0.605	0.574	ndoro-ndoro ochichi
rivalry	0.192	0.765	0.538	ndoro-ndoro ochichi
river	0.688	0.392	0.605	osimiri
riverbank	0.684	0.300	0.330	akụkụ osimiri
riverbed	0.610	0.233	0.421	osimiri
riverboat	0.561	0.347	0.462	ụgbọ mmiri
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	riveted
riveting	0.448	0.544	0.394	riveting
roach	0.146	0.598	0.259	roach
road	0.656	0.404	0.404	okporo uzo
roadblock	0.337	0.669	0.490	mgbochi ụzọ
roadhouse	0.500	0.620	0.458	ụlọ okporo ụzọ
roadie	0.500	0.566	0.455	okporo uzo
roadrage	0.458	0.567	0.565	okporo ụzọ
roadrunner	0.490	0.702	0.590	onye na-agba uzo
roads	0.677	0.448	0.496	okporo ụzọ
roadside	0.500	0.569	0.472	n'akụkụ okporo ụzọ
roadster	0.531	0.622	0.473	onye n'okporo ụzọ
roadtrip	0.677	0.596	0.519	njem uzo
roadway	0.562	0.206	0.509	okporo uzo
roadworks	0.562	0.538	0.509	ọrụ okporo ụzọ
roam	0.510	0.550	0.444	bugharia
roar	0.427	0.816	0.675	ebigbọ
roaring	0.449	0.817	0.634	na-ebigbọ
roast	0.521	0.541	0.311	anụ
roasted	0.615	0.520	0.339	ṅara n'ọkụ
rob	0.112	0.840	0.500	ezu
robber	0.135	0.772	0.481	onye ohi
robbery	0.133	0.843	0.435	ohi
robe	0.594	0.216	0.298	uwe mwụda
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	rọbọkị
robotics	0.592	0.600	0.763	igwe rọbọt
robust	0.667	0.604	0.719	siri ike
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	nkume
rocker	0.615	0.704	0.625	rocker
rocket	0.664	0.824	0.774	rọketi
rocks	0.365	0.209	0.543	okwute
rod	0.479	0.319	0.355	mkpanaka
rodent	0.323	0.577	0.279	òké
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	mgbada
rogue	0.334	0.713	0.636	rogue
role	0.552	0.260	0.464	ọrụ
roll	0.469	0.510	0.172	mpịakọta
roller	0.521	0.394	0.345	rola
rollercoaster	0.802	0.910	0.651	igwe na-agba okirikiri
rollers	0.490	0.365	0.336	rollers
rollicking	0.878	0.806	0.552	na-atụgharị
rolling	0.510	0.606	0.321	na-atụgharị
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	ihunanya
romantic	0.936	0.531	0.598	ihunanya
romanticism	0.854	0.521	0.593	ihunanya
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	ụlọ
rooftop	0.571	0.471	0.461	elu ụlọ
rook	0.380	0.400	0.510	rook
rookie	0.583	0.370	0.198	rookie
room	0.729	0.283	0.445	ime ụlọ
roomful	0.786	0.425	0.634	ime ụlọ
roommate	0.750	0.481	0.480	onye ibe
rooms	0.677	0.241	0.386	ime ụlọ
roomy	0.760	0.342	0.736	ime ụlọ
roost	0.500	0.410	0.345	root
rooster	0.459	0.385	0.275	oke okuko
root	0.602	0.279	0.508	mgbọrọgwụ
root beer	0.582	0.520	0.415	mgbọrọgwụ biya
rooted	0.510	0.527	0.718	gbanyere mkpọrọgwụ
rope	0.385	0.280	0.345	eriri
ropes	0.458	0.304	0.402	ụdọ
rosary	0.806	0.140	0.430	rosary
rose	0.865	0.276	0.386	rose
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	ndetu
rosy	0.940	0.528	0.755	rosy
rot	0.031	0.558	0.301	ire ere
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	bugharia
rotation	0.670	0.520	0.550	ntughari
rote	0.561	0.481	0.696	ire ere
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	rere ure
rotting	0.188	0.462	0.255	ire ere
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	siri ike
roughly	0.448	0.539	0.463	ike ike
roughneck	0.323	0.640	0.491	olu ike
roughness	0.214	0.578	0.490	isi ike
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	gburugburu
roundabout	0.490	0.425	0.495	gburugburu
rounded	0.592	0.391	0.396	gbara okirikiri
roundup	0.520	0.580	0.474	chịkọba
rouse	0.521	0.490	0.463	kpalie
rouser	0.480	0.540	0.423	ihe mkpali
rousing	0.714	0.517	0.692	na-akpali akpali
rout	0.163	0.625	0.233	mmegide
route	0.583	0.353	0.518	uzo
routine	0.365	0.219	0.333	eme ihe
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	na-agbagharị
row	0.427	0.275	0.406	ahiri
rowboat	0.455	0.393	0.353	ụgbọ mmiri
rowdy	0.255	0.900	0.518	onye njo
rowing	0.458	0.443	0.467	ịkwọ ụgbọ
royal	0.796	0.430	0.759	eze
royalty	0.832	0.571	0.833	eze
rub	0.521	0.565	0.400	ite
rubber	0.460	0.217	0.315	rọba
rubbers	0.604	0.360	0.414	roba
rubbing	0.406	0.569	0.440	na-ete ihe
rubbish	0.198	0.454	0.164	ihe mkpofu
rubble	0.308	0.509	0.289	mkpọmkpọ ebe
rubdown	0.561	0.491	0.404	imebi
rubric	0.427	0.260	0.500	edemede
ruby	0.663	0.408	0.544	rubi
ruckus	0.271	0.706	0.411	rukọs
rudder	0.439	0.469	0.509	ruda
ruddy	0.490	0.630	0.395	rudi
rude	0.061	0.821	0.402	adịghị mma
rudeness	0.280	0.819	0.692	adịghị mma
rudimentary	0.286	0.321	0.509	usoro iwu
rudiments	0.385	0.520	0.373	rudiments
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	rueful
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	ruffian
ruffle	0.443	0.561	0.518	ruffle
rug	0.520	0.240	0.245	akwa akwa
rugby	0.677	0.820	0.708	rugby
rugged	0.561	0.569	0.793	nke siri ike
ruin	0.125	0.588	0.192	imebi
ruination	0.184	0.582	0.209	mbibi
ruined	0.135	0.564	0.194	mebiri emebi
ruinous	0.255	0.690	0.275	na-emebi emebi
ruins	0.250	0.490	0.248	mkpọmkpọ ebe
rule	0.567	0.427	0.593	iwu
ruler	0.440	0.400	0.631	onye ọchịchị
ruling	0.177	0.566	0.410	na-achị
rum	0.561	0.377	0.451	rọm
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	mkpọmkpọ
rummage	0.243	0.615	0.289	rummage
rumor	0.255	0.582	0.282	asịrị
rumored	0.427	0.604	0.318	asịrị
rump	0.449	0.425	0.396	opipi
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	na-agba ọsọ
runaround	0.448	0.519	0.349	gbara ọsọ
runaway	0.271	0.770	0.402	gbapụ ọsọ
rundown	0.520	0.296	0.465	gbatuo
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	agba
runner	0.459	0.747	0.632	onye na-agba ọsọ
running	0.730	0.858	0.442	na-agba ọsọ
running shoes	0.653	0.573	0.491	akpụkpọ ụkwụ na-agba ọsọ
runny	0.540	0.439	0.325	na-agba ọsọ
runt	0.370	0.500	0.445	agba ọsọ
runway	0.585	0.373	0.406	runway
rupture	0.125	0.633	0.430	mgbawa
rural	0.562	0.245	0.408	ime obodo
ruse	0.531	0.640	0.546	aghụghọ
rush	0.406	0.809	0.546	ọsọ ọsọ
rushing	0.398	0.821	0.529	na-agba ọsọ
rust	0.281	0.265	0.321	nchara
rusted	0.286	0.357	0.302	nchara
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	nchara
rustler	0.281	0.830	0.429	onye nzuko
rusty	0.271	0.345	0.231	ime nchara
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	enweghị obi ebere
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	sabbatical
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	sabotaji
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	akpa
sack	0.385	0.337	0.264	akpa
sacrament	0.690	0.316	0.700	sacrament
sacred	0.833	0.375	0.862	dị nsọ
sacrifice	0.208	0.833	0.534	àjà
sacrifices	0.281	0.717	0.538	àjà
sacrificial	0.198	0.755	0.452	ịchụ aja
sacrilege	0.281	0.708	0.491	sacrilege
sacrilegious	0.146	0.736	0.449	dị nsọ
sad	0.225	0.333	0.149	mwute
sadday	0.520	0.418	0.411	ụbọchị ụka
saddens	0.104	0.436	0.144	na-ewute
saddle	0.510	0.509	0.306	sadulu
sadist	0.042	0.918	0.500	sadist
sadistic	0.031	0.906	0.618	obi iru ala
sadly	0.047	0.255	0.216	dị mwute
sadness	0.052	0.288	0.164	mwute
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	mma
safeguard	0.786	0.624	0.700	ichebe
safekeeping	0.653	0.510	0.586	nchekwa
safety	0.708	0.491	0.868	nchekwa
saffron	0.443	0.373	0.349	saffron
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	onye amamihe
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	ụgbọ mmiri
sailboat	0.719	0.392	0.381	ụgbọ mmiri
sailing	0.667	0.520	0.500	ịkwọ ụgbọ mmiri
sailor	0.500	0.588	0.500	onye ọkwọ ụgbọ mmiri
saint	0.812	0.240	0.693	senti
sainted	0.708	0.296	0.676	nsọ
saintly	0.865	0.286	0.591	dị nsọ
sake	0.490	0.573	0.407	n'ihi
salad	0.750	0.260	0.307	salad
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	ụgwọ ọnwa
sale	0.647	0.602	0.573	ire ere
salesgirl	0.582	0.490	0.605	nwa agbọghọ na-ere ahịa
salesman	0.643	0.559	0.664	onye na-ere ahịa
salient	0.600	0.573	0.702	nke mara mma
saline	0.430	0.340	0.385	saline
saliva	0.214	0.265	0.236	asu
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	salmọn
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	ụlọ mposi
saloon	0.630	0.300	0.364	ụlọ mposi
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	nnu
salted	0.333	0.400	0.304	nnu
saltwater	0.327	0.330	0.364	mmiri nnu
salty	0.388	0.531	0.288	nnu
salutary	0.885	0.360	0.686	salutary
salutation	0.878	0.417	0.500	ekele
salute	0.833	0.542	0.681	ekele
salvage	0.622	0.510	0.832	nzọpụta
salvation	0.857	0.480	0.800	nzọpụta
salve	0.612	0.390	0.500	salve
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	ịdị n'otu
sample	0.521	0.187	0.452	sample
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	sanatorium
sanctification	0.770	0.431	0.816	ido nsọ
sanctified	0.792	0.240	0.612	edoro nsọ
sanctify	0.673	0.443	0.783	do nsọ
sanctimonious	0.240	0.365	0.327	nke nsọ
sanction	0.201	0.750	0.517	iwu
sanctioned	0.323	0.696	0.391	kwadoro
sanctity	0.771	0.330	0.628	ịdị nsọ
sanctuary	0.863	0.226	0.575	ebe nsọ
sanctum	0.521	0.438	0.657	nsọ
sand	0.582	0.279	0.304	ájá
sandal	0.490	0.283	0.333	akpụkpọ ụkwụ
sandbox	0.573	0.274	0.264	igbe ájá
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	aja aja
sandpaper	0.417	0.425	0.404	akwụkwọ aja
sands	0.646	0.304	0.377	ájá
