English Word	Valence	Arousal	Dominance	Swedish Word
submersible	0.406	0.459	0.540	dränkbar
submission	0.531	0.580	0.633	underkastelse
submissive	0.480	0.217	0.173	undergiven
submit	0.635	0.448	0.500	Skicka in
submitting	0.667	0.610	0.611	inlämnande
subordinate	0.276	0.392	0.121	underlydande
subordination	0.270	0.527	0.343	underordning
subplot	0.469	0.413	0.446	subplot
subpoena	0.281	0.634	0.555	stämning
subscribe	0.660	0.344	0.591	prenumerera
subscriber	0.562	0.398	0.570	abonnent
subscription	0.583	0.333	0.651	prenumeration
subsequence	0.438	0.510	0.413	efterföljande
subsequent	0.449	0.385	0.400	senare
subsequently	0.380	0.337	0.336	senare
subservient	0.255	0.402	0.339	underdånig
subset	0.429	0.358	0.404	delmängd
subside	0.375	0.308	0.209	avta
subsidence	0.320	0.509	0.452	sättningar
subsidiary	0.541	0.295	0.500	dotterföretag
subsidize	0.604	0.615	0.589	subventionera
subsidy	0.573	0.462	0.517	bidrag
subsist	0.573	0.418	0.472	existera
subsistence	0.510	0.404	0.491	uppehälle
subsoil	0.429	0.240	0.382	alv
subspace	0.470	0.453	0.475	delutrymme
substance	0.615	0.422	0.528	ämne
substandard	0.235	0.333	0.150	undermålig
substantial	0.590	0.490	0.690	betydande
substantially	0.646	0.471	0.684	väsentligen
substantiate	0.531	0.549	0.636	dokumentera
substantive	0.500	0.350	0.455	innehållsmässigt
substation	0.469	0.461	0.491	transformatorstation
substitute	0.427	0.406	0.398	ersättning
substituted	0.271	0.545	0.394	ersatt
substitution	0.406	0.480	0.353	utbyte
substructure	0.441	0.358	0.587	underbyggnad
subterranean	0.469	0.306	0.432	underjordiska
subtext	0.635	0.276	0.412	undertext
subtitle	0.445	0.202	0.347	texta
subtle	0.708	0.167	0.228	subtil
subtlety	0.615	0.176	0.363	subtilitet
subtract	0.208	0.330	0.283	subtrahera
subtraction	0.163	0.382	0.349	subtraktion
subtype	0.427	0.296	0.420	undertyp
suburb	0.354	0.566	0.441	förort
suburban	0.439	0.450	0.453	förorts
suburbia	0.438	0.490	0.421	förorterna
suburbs	0.510	0.571	0.286	förorter
subversion	0.347	0.608	0.415	omstörtning
subversive	0.198	0.765	0.500	omstörtande
subvert	0.357	0.557	0.536	omstörta
subway	0.418	0.300	0.464	tunnelbana
succeed	0.926	0.755	0.926	lyckas
succeeding	0.867	0.755	0.849	efterföljande
success	0.959	0.880	0.981	Framgång
successful	0.949	0.724	0.938	framgångsrik
succession	0.698	0.481	0.587	följd
successive	0.635	0.471	0.518	på varandra följande
successor	0.729	0.531	0.648	efterträdare
succinct	0.510	0.413	0.566	kortfattad
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	saftig
succumb	0.202	0.787	0.292	ge efter
suck	0.344	0.706	0.377	suga
sucker	0.265	0.393	0.204	parasit
sucking	0.227	0.528	0.377	sugande
suckling	0.596	0.558	0.518	spenabarn
sucks	0.115	0.683	0.302	suger
suction	0.460	0.593	0.526	sugning
sudden	0.449	0.660	0.435	plötslig
suddenly	0.670	0.510	0.456	plötsligt
suds	0.458	0.365	0.255	såplödder
sue	0.219	0.731	0.679	stämma
suede	0.542	0.259	0.259	mocka
suffer	0.082	0.910	0.259	lida
sufferer	0.156	0.690	0.278	lidande person
suffering	0.020	0.719	0.235	lidande
suffice	0.643	0.326	0.504	räcka
sufficiency	0.594	0.438	0.576	tillräcklighet
sufficient	0.833	0.330	0.588	tillräcklig
sufficiently	0.776	0.367	0.714	tillräckligt
suffix	0.430	0.420	0.364	ändelse
suffocate	0.219	0.764	0.440	kväva
suffocating	0.133	0.774	0.429	kvävande
suffocation	0.020	0.830	0.462	kvävning
sugar	0.896	0.382	0.402	socker
suggest	0.573	0.471	0.517	föreslå
suggestion	0.646	0.365	0.558	förslag
suggestive	0.552	0.500	0.555	suggestiva
suicidal	0.021	0.867	0.382	självmordsbenägen
suicide	0.030	0.873	0.429	självmord
suicidebombing	0.031	0.957	0.627	självmordsbombning
suit	0.776	0.282	0.482	kostym
suitable	0.792	0.298	0.722	lämplig
suitcase	0.562	0.212	0.318	resväska
suite	0.790	0.420	0.400	svit
suitor	0.708	0.639	0.546	friare
sulfate	0.427	0.352	0.429	sulfat
sulfur	0.173	0.530	0.364	svavel
sulk	0.250	0.580	0.406	tjura
sullen	0.250	0.407	0.263	trumpen
sully	0.378	0.550	0.370	lura
sulphur	0.260	0.450	0.233	svavel
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	kvav
sum	0.792	0.340	0.420	belopp
summarily	0.469	0.431	0.543	summariskt
summarize	0.590	0.323	0.471	sammanfatta
summary	0.729	0.260	0.427	sammanfattning
summation	0.766	0.337	0.594	summering
summer	0.812	0.373	0.550	sommar
summerhouse	0.796	0.308	0.443	sommarstuga
summertime	0.837	0.500	0.455	sommartid
summit	0.625	0.618	0.764	topp
summon	0.521	0.560	0.664	kalla
summons	0.552	0.604	0.598	kallelse
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	överdådig
sun	0.877	0.400	0.681	Sol
sunbeam	0.729	0.440	0.505	solstråle
sunburn	0.061	0.755	0.447	solbränna
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	söndag
sundial	0.643	0.225	0.406	solur
sundown	0.812	0.276	0.445	solnedgång
sundry	0.543	0.369	0.407	diverse
sunflower	0.878	0.231	0.270	solros
sunglass	0.684	0.264	0.324	solglasögon
sunglasses	0.844	0.443	0.364	solglasögon
sunk	0.146	0.531	0.185	sänkt
sunken	0.103	0.476	0.173	nedsänkt
sunless	0.245	0.280	0.273	solfri
sunlight	0.906	0.407	0.639	solljus
sunny	0.740	0.348	0.481	solig
sunrise	0.823	0.347	0.640	soluppgång
sunroof	0.681	0.325	0.425	soltak
sunscreen	0.656	0.387	0.462	Solskydd
sunset	0.875	0.231	0.298	solnedgång
sunshine	0.885	0.297	0.769	solsken
suntan	0.620	0.510	0.366	solbränna
sunup	0.760	0.304	0.620	soluppgång
sup	0.551	0.358	0.385	supera
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	pensionering
superb	0.980	0.708	0.852	utmärkt
superficial	0.357	0.407	0.309	ytlig
superfluous	0.316	0.469	0.393	överflödig
superhero	0.910	0.820	0.893	superhjälte
superhuman	0.810	0.745	0.895	övermänsklig
superimposed	0.490	0.529	0.683	överlagrade
superintendent	0.592	0.570	0.942	föreståndare
superior	0.801	0.697	0.940	överlägsen
superiority	0.582	0.602	0.959	överlägsenhet
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	stålman
supermarket	0.690	0.547	0.571	mataffär
supermodel	0.880	0.663	0.698	supermodell
supernatant	0.500	0.500	0.565	supernatanten
supernatural	0.622	0.824	0.733	övernaturlig
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	supermakt
supersede	0.479	0.510	0.518	ersätta
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	vidskepelse
superstitious	0.281	0.545	0.514	vidskeplig
superstore	0.719	0.600	0.640	storbutik
supervise	0.698	0.555	0.889	övervaka
supervision	0.459	0.578	0.825	övervakning
supervisor	0.615	0.479	0.933	handledare
supper	0.708	0.429	0.552	kvällsmat
suppertime	0.792	0.388	0.461	kvällsmat
supplant	0.344	0.558	0.463	ersätta
supple	0.812	0.528	0.436	smidig
supplement	0.745	0.406	0.491	tillägg
supplemental	0.604	0.404	0.555	kompletterande
supplementary	0.625	0.352	0.541	kompletterande
supplication	0.469	0.570	0.309	ödmjuk bön
supplier	0.615	0.462	0.736	leverantör
supplies	0.698	0.390	0.595	förnödenheter
supply	0.708	0.519	0.603	tillförsel
support	0.811	0.472	0.737	Stöd
supported	0.853	0.408	0.613	stöds
supporter	0.721	0.510	0.698	anhängare
supporters	0.763	0.539	0.558	supportrar
supporting	0.634	0.490	0.764	stödjande
supportive	0.875	0.420	0.635	stödjande
suppose	0.551	0.343	0.348	anta
supposed	0.296	0.378	0.379	förment
supposing	0.449	0.451	0.357	Antag att
supposition	0.531	0.408	0.526	antagande
suppress	0.281	0.559	0.509	dämpa
suppression	0.267	0.541	0.537	undertryckande
supremacy	0.794	0.706	0.943	överlägsenhet
supreme	0.812	0.700	0.974	överlägsen
supremely	0.833	0.725	0.897	högsta grad
surcharge	0.375	0.528	0.500	tilläggsavgift
sure	0.724	0.270	0.793	Säker
surety	0.776	0.365	0.750	säkerhet
surf	0.847	0.650	0.500	surfa
surface	0.448	0.375	0.604	yta
surfboard	0.729	0.730	0.387	surfbräda
surfer	0.704	0.701	0.554	surfare
surge	0.449	0.684	0.500	svalla
surgeon	0.500	0.598	0.793	kirurg
surgery	0.286	0.769	0.600	kirurgi
surgical	0.327	0.696	0.723	kirurgisk
surly	0.221	0.469	0.493	buttre
surmise	0.529	0.400	0.347	förmoda
surname	0.670	0.250	0.493	efternamn
surpassing	0.719	0.660	0.720	överträffa
surplus	0.602	0.680	0.630	överskott
surprise	0.875	0.875	0.562	överraskning
surprised	0.784	0.855	0.539	överraskad
surprises	0.875	0.769	0.632	överraskningar
surprising	0.888	0.790	0.692	förvånande
surprisingly	0.847	0.793	0.819	förvånande
surreal	0.550	0.529	0.670	surrealistiskt
surrender	0.115	0.396	0.186	överlämna
surrendering	0.198	0.411	0.245	kapitulera
surrogate	0.406	0.590	0.472	surrogat
surround	0.542	0.623	0.627	omge
surrounding	0.531	0.422	0.669	omgivande
surroundings	0.600	0.346	0.492	miljö
surveillance	0.365	0.720	0.718	övervakning
survey	0.580	0.357	0.379	undersökning
surveying	0.488	0.455	0.682	undersökande
surveyor	0.545	0.337	0.648	besiktningsman
survival	0.541	0.798	0.879	överlevnad
survive	0.770	0.824	0.726	överleva
surviving	0.646	0.836	0.721	efterlevande
survivor	0.677	0.750	0.815	efterlevande
susceptibility	0.458	0.627	0.364	känslighet
susceptible	0.438	0.449	0.304	mottaglig
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	misstänka
suspected	0.173	0.755	0.452	misstänkt
suspend	0.240	0.320	0.368	uppskjuta
suspended	0.224	0.402	0.368	upphängd
suspenders	0.391	0.333	0.500	hängslen
suspense	0.286	0.775	0.402	spänning
suspension	0.288	0.530	0.426	suspension
suspicion	0.204	0.711	0.377	misstanke
suspicions	0.208	0.745	0.500	misstankar
suspicious	0.153	0.745	0.431	misstänksam
sustain	0.635	0.358	0.593	upprätthålla
sustained	0.649	0.340	0.580	oavbruten
sustenance	0.820	0.519	0.679	uppehälle
suture	0.240	0.510	0.510	sutur
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	svabb
swag	0.656	0.676	0.654	bylte
swagger	0.333	0.731	0.538	skryt
swallow	0.466	0.608	0.436	svälja
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	träsk
swamped	0.156	0.480	0.270	översvämmad
swampy	0.306	0.390	0.412	sumpig
swan	0.781	0.225	0.357	svan
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	byta
swarm	0.302	0.735	0.458	svärm
swarming	0.375	0.600	0.435	svärmande
swastika	0.316	0.472	0.491	hakkors
swat	0.380	0.694	0.571	flugsmälla
sway	0.690	0.596	0.721	vingla
swear	0.601	0.577	0.658	svära
swearing	0.333	0.559	0.586	svordomar
sweat	0.388	0.579	0.297	svettas
sweater	0.704	0.245	0.295	Tröja
sweating	0.292	0.667	0.265	svettas
sweatshirt	0.510	0.368	0.353	tröja
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	svettig
sweep	0.448	0.385	0.383	sopa
sweeper	0.470	0.549	0.414	sopmaskin
sweeping	0.344	0.431	0.355	sotning
sweet	0.668	0.418	0.382	ljuv
sweeten	0.908	0.455	0.423	söta
sweetened	0.940	0.461	0.398	sötad
sweetener	0.670	0.333	0.330	sötningsmedel
sweetest	0.959	0.500	0.370	sötaste
sweetheart	0.959	0.423	0.509	sötnos
sweetie	0.990	0.549	0.560	sötnos
sweetness	0.906	0.474	0.528	sötma
sweets	0.910	0.422	0.321	sötsaker
swell	0.360	0.679	0.348	svälla
swelling	0.323	0.608	0.250	svullnad
sweltering	0.204	0.644	0.362	tryckande
swerve	0.276	0.612	0.357	vika av
swift	0.760	0.776	0.698	snabb
swiftly	0.660	0.885	0.618	snabbt
swig	0.604	0.481	0.406	slurk
swill	0.427	0.528	0.322	skulor
swim	0.688	0.461	0.529	simma
swimmer	0.657	0.698	0.610	simmare
swimming	0.760	0.559	0.524	simning
swimsuit	0.740	0.373	0.269	baddräkt
swindle	0.122	0.740	0.439	lura
swindler	0.125	0.721	0.575	svindlare
swine	0.340	0.519	0.277	svin
swing	0.602	0.510	0.481	gunga
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	svängande
swipe	0.573	0.450	0.266	hårt slag
swirl	0.490	0.726	0.639	virvla runt
swish	0.562	0.510	0.474	sus
switch	0.500	0.538	0.509	växla
switchblade	0.357	0.596	0.528	switchblad
switchboard	0.571	0.519	0.558	växel
swivel	0.562	0.480	0.500	snurra
swollen	0.236	0.510	0.277	svullen
swoon	0.292	0.510	0.160	svimma
swoop	0.479	0.618	0.446	svep
sword	0.438	0.653	0.713	svärd
swordfish	0.564	0.520	0.442	svärdfisk
swordplay	0.616	0.750	0.528	fäktning
swordsman	0.395	0.857	0.696	fäktare
sycamore	0.500	0.401	0.527	platan
syllable	0.448	0.250	0.417	stavelse
syllabus	0.736	0.370	0.643	kursplan
symbiotic	0.832	0.425	0.406	symbiotisk
symbol	0.643	0.388	0.527	symbol
symbolic	0.670	0.385	0.574	symbolisk
symbolically	0.582	0.385	0.648	symboliskt
symbolism	0.688	0.347	0.640	symbolism
symbolize	0.633	0.327	0.673	symbolisera
symmetric	0.745	0.212	0.588	symmetrisk
symmetrical	0.542	0.263	0.569	symmetrisk
symmetry	0.604	0.274	0.500	symmetri
sympathetic	0.796	0.434	0.609	sympatisk
sympathize	0.770	0.627	0.644	sympatisera
sympathy	0.827	0.497	0.634	sympati
symphonic	0.775	0.545	0.566	symfonisk
symphony	0.765	0.490	0.600	symfoni
symposium	0.573	0.394	0.644	symposium
symptom	0.380	0.529	0.434	symptom
symptomatic	0.367	0.434	0.491	symptomatisk
synagogue	0.531	0.300	0.544	synagoga
synapse	0.660	0.471	0.491	synaps
synaptic	0.573	0.553	0.622	synaptisk
sync	0.802	0.440	0.670	synkronisera
synchronize	0.781	0.361	0.654	synkronisera
synchronous	0.600	0.538	0.545	synkron
syncope	0.245	0.538	0.398	synkope
syndicate	0.439	0.491	0.673	syndikat
syndrome	0.229	0.510	0.246	syndrom
synergistic	0.571	0.550	0.547	synergistisk
synergy	0.667	0.510	0.720	synergi
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	synonym
synonymous	0.480	0.323	0.400	synonym
synopsis	0.541	0.390	0.482	synopsis
synoptic	0.561	0.510	0.596	synoptisk
syntax	0.531	0.346	0.559	syntax
synthesis	0.604	0.315	0.377	syntes
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	syntetisk
syphilis	0.071	0.606	0.245	syfilis
syringe	0.250	0.680	0.330	spruta
syrup	0.620	0.223	0.318	sirap
system	0.615	0.346	0.764	systemet
systematic	0.617	0.444	0.594	systematisk
systematically	0.690	0.390	0.651	systematiskt
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	flik
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakel
table	0.551	0.170	0.284	tabell
tableau	0.531	0.302	0.321	tablå
tablecloth	0.480	0.165	0.215	bordsduk
tablespoon	0.490	0.353	0.245	matsked
tablet	0.562	0.330	0.438	läsplatta
tableware	0.677	0.250	0.276	servis
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabell
tabulate	0.480	0.403	0.598	tabulera
tabulation	0.396	0.346	0.526	tabulering
tachometer	0.398	0.394	0.518	varvräknare
tacit	0.459	0.340	0.473	tyst
tack	0.365	0.431	0.431	kryssa
tackle	0.365	0.686	0.569	tackla
tackled	0.438	0.612	0.569	tacklas
tackling	0.480	0.694	0.613	tackling
tacky	0.245	0.490	0.373	klibbig
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	finkänslig
tactic	0.531	0.434	0.798	taktik
tactical	0.594	0.481	0.684	taktisk
tactics	0.583	0.676	0.774	taktik
tactile	0.573	0.410	0.491	taktil
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	grodyngel
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	märka
tail	0.480	0.272	0.293	svans
tailed	0.438	0.358	0.351	svansad
tailgate	0.323	0.340	0.398	baklucka
tailings	0.439	0.311	0.446	avfall
taillight	0.479	0.367	0.283	baklykta
tailor	0.573	0.206	0.450	skräddare
tailoring	0.673	0.540	0.566	skrädderi
tailpipe	0.460	0.429	0.409	avgasrör
taint	0.141	0.425	0.226	bismak
take	0.828	0.537	0.348	ta
takeoff	0.755	0.884	0.626	ta av
takeout	0.736	0.392	0.368	ta ut
takeover	0.663	0.531	0.861	ta över
taker	0.375	0.521	0.618	tagare
talcum	0.500	0.196	0.291	talk
tale	0.663	0.300	0.336	berättelse
talent	0.959	0.607	0.811	talang
talented	0.939	0.635	0.938	begåvad
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	prata
talkative	0.562	0.673	0.535	pratsam
talker	0.500	0.604	0.552	talare
tall	0.725	0.591	0.538	lång
tallies	0.551	0.290	0.402	stämmer
tallow	0.344	0.283	0.290	talg
tally	0.542	0.420	0.518	stämma
talon	0.344	0.569	0.475	klo
talons	0.320	0.698	0.525	klor
tambourine	0.622	0.548	0.348	tamburin
tame	0.560	0.604	0.642	tämja
tamer	0.385	0.783	0.815	djurtämjare
taming	0.569	0.514	0.575	tämja
tamper	0.184	0.802	0.545	manipulera
tampon	0.396	0.394	0.345	tampong
tan	0.643	0.460	0.444	solbränna
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	mandarin
tangible	0.646	0.350	0.679	påtaglig
tangle	0.354	0.545	0.254	härva
tangled	0.260	0.539	0.316	tilltrasslad
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	linne
tanker	0.520	0.647	0.713	tankfartyg
tanned	0.615	0.550	0.491	solbränd
tantalizing	0.525	0.788	0.625	frestande
tantamount	0.633	0.288	0.670	liktydig
tantrum	0.219	0.817	0.404	raserianfall
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	knacka
tape	0.531	0.277	0.254	tejp
tape measure	0.406	0.250	0.360	måttband
taper	0.541	0.410	0.415	avsmalning
tapering	0.344	0.380	0.237	avsmalnande
tapestry	0.520	0.176	0.362	gobeläng
tapeworm	0.357	0.334	0.331	binnikemask
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	kranar
tar	0.438	0.440	0.570	tjära
tarantula	0.260	0.718	0.544	tarantel
tardiness	0.296	0.452	0.260	senfärdighet
tardy	0.204	0.592	0.293	långsam
target	0.633	0.573	0.798	mål
targeted	0.573	0.537	0.573	målinriktad
targeting	0.510	0.420	0.580	inriktning
tariff	0.459	0.402	0.491	taxa
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	missfärgning
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	presenning
tarry	0.392	0.413	0.388	tjärliknande
tart	0.719	0.380	0.219	syrlig
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tandsten
task	0.550	0.353	0.500	uppgift
tassel	0.552	0.330	0.307	tofs
taste	0.802	0.406	0.465	smak
tasteful	0.918	0.458	0.625	smakfull
tasteless	0.146	0.196	0.148	smaklös
tasting	0.781	0.603	0.600	provsmakning
tasty	0.959	0.786	0.555	gott
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tatlare
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatuering
taught	0.814	0.481	0.642	lärde
taunt	0.083	0.696	0.355	håna
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	spänd
tavern	0.516	0.577	0.475	krog
tawdry	0.375	0.510	0.398	tafflig
tawny	0.551	0.398	0.400	brungul
tax	0.260	0.481	0.534	beskatta
taxed	0.255	0.456	0.500	beskattas
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxi
taxonomy	0.370	0.410	0.630	taxonomi
taxpayer	0.592	0.528	0.647	skattebetalare
tea	0.698	0.163	0.370	te
teach	0.840	0.510	0.852	lära
teacher	0.760	0.404	0.885	lärare
teaching	0.822	0.444	0.736	undervisning
teacup	0.633	0.135	0.277	tekopp
teahouse	0.802	0.314	0.288	tehus
teal	0.540	0.293	0.321	kricka
team	0.708	0.461	0.688	team
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	lagkamrat
teamwork	0.918	0.490	0.773	lagarbete
teapot	0.479	0.110	0.309	tekanna
tear	0.404	0.620	0.327	riva
tearful	0.208	0.500	0.184	tårfylld
tearsofjoy	0.926	0.740	0.455	glädjetårar
teary	0.167	0.473	0.216	tårögd
tease	0.317	0.790	0.432	reta
teaser	0.510	0.558	0.534	förhandstitt
teasing	0.235	0.725	0.352	kitslig
teaspoon	0.521	0.330	0.221	tesked
teat	0.612	0.469	0.328	spene
teatime	0.847	0.159	0.339	Dags för te
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	teknisk
technicality	0.632	0.471	0.661	teknikalitet
technician	0.592	0.510	0.713	tekniker
technique	0.760	0.414	0.593	Metod
techno	0.561	0.539	0.500	tekno
technological	0.680	0.452	0.815	teknologisk
technology	0.776	0.490	0.825	teknologi
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	nallebjörn
tedious	0.104	0.406	0.241	tråkig
tedium	0.224	0.331	0.298	tråkigt
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	myllrande
teen	0.729	0.531	0.568	tonåring
teenager	0.781	0.593	0.527	tonåring
teens	0.653	0.660	0.440	tonåren
teensy	0.520	0.427	0.347	tonårig
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	tänder
teething	0.396	0.471	0.474	tänder
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraf
telekinesis	0.582	0.646	0.667	telekines
telemetry	0.460	0.382	0.611	telemetri
telepathic	0.602	0.490	0.642	telepatisk
telepathy	0.594	0.510	0.588	telepati
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	teleskop
telescopic	0.490	0.290	0.660	teleskopisk
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletyp
televised	0.625	0.519	0.518	TV-sändas
television	0.633	0.391	0.547	tv
tell	0.551	0.350	0.457	säga
teller	0.500	0.395	0.443	kassör
telling	0.719	0.441	0.527	talande
telltale	0.240	0.663	0.426	berättelse
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	humör
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentsfull
temperance	0.500	0.294	0.639	nykterhet
temperate	0.469	0.394	0.593	tempererad
temperature	0.521	0.559	0.473	temperatur
tempered	0.583	0.437	0.667	tempererad
tempest	0.245	0.843	0.653	storm
template	0.479	0.311	0.411	mall
temple	0.612	0.269	0.660	tempel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	timlig
temporarily	0.500	0.365	0.373	tillfälligt
temporary	0.458	0.415	0.324	temporär
tempt	0.210	0.677	0.500	fresta
temptation	0.365	0.817	0.560	frestelse
tempting	0.615	0.740	0.519	frestande
temptress	0.427	0.787	0.667	fresterska
ten	0.562	0.260	0.406	tio
tenable	0.741	0.412	0.636	hållbar
tenacious	0.724	0.658	0.692	envis
tenacity	0.740	0.657	0.889	envishet
tenancy	0.500	0.458	0.605	arrende
tenant	0.385	0.360	0.398	hyresgäst
tend	0.604	0.398	0.412	tendera
tendency	0.684	0.500	0.675	tendens
tender	0.630	0.520	0.509	anbud
tenderfoot	0.469	0.421	0.438	ömfot
