English Word	Valence	Arousal	Dominance	Serbian Word
scalding	0.271	0.540	0.381	опекотине
scale	0.310	0.350	0.577	Скала
scales	0.439	0.330	0.491	ваге
scallop	0.490	0.363	0.331	сцаллоп
scalp	0.347	0.346	0.302	скалп
scalpel	0.302	0.700	0.482	скалпел
scaly	0.281	0.481	0.358	љускав
scam	0.042	0.745	0.418	превара
scamp	0.458	0.464	0.371	сцамп
scampi	0.531	0.448	0.224	сцампи
scan	0.479	0.423	0.470	скенирати
scandal	0.122	0.821	0.557	скандал
scandalous	0.135	0.907	0.556	скандалозно
scanner	0.531	0.356	0.567	скенер
scanty	0.287	0.333	0.127	оскудан
scape	0.290	0.625	0.536	сцапе
scapegoat	0.184	0.685	0.481	жртвени јарац
scar	0.146	0.500	0.397	ожиљак
scarab	0.406	0.458	0.267	скарабеј
scarce	0.292	0.324	0.218	оскудна
scarcely	0.082	0.412	0.160	једва
scarcity	0.167	0.500	0.182	оскудица
scare	0.122	0.910	0.264	плашити
scarecrow	0.219	0.274	0.349	страшило
scared	0.146	0.828	0.185	уплашен
scares	0.122	0.847	0.386	плаши
scarf	0.750	0.224	0.224	марама
scarier	0.156	0.846	0.472	страшније
scariest	0.167	0.863	0.538	најстрашније
scarlet	0.507	0.390	0.411	скерлет
scary	0.062	0.952	0.528	страшно
scat	0.337	0.548	0.409	сцат
scatter	0.229	0.620	0.404	расути
scattered	0.208	0.380	0.238	расути
scattering	0.347	0.550	0.394	расипање
scavenger	0.177	0.578	0.408	сметлар
scenario	0.667	0.510	0.683	сценарио
scene	0.570	0.340	0.578	сцена
scenery	0.745	0.253	0.592	пејзажа
scenic	0.684	0.548	0.756	сцениц
scent	0.633	0.410	0.491	мирис
scented	0.865	0.509	0.431	намирисан
scepter	0.630	0.300	0.670	жезло
sceptical	0.214	0.387	0.466	скептичан
scepticism	0.292	0.444	0.550	скептицизам
schadenfreude	0.354	0.640	0.463	сцхаденфреуде
schedule	0.510	0.380	0.480	распоред
schematic	0.490	0.284	0.647	шематски
scheme	0.521	0.269	0.577	шема
schilling	0.367	0.410	0.418	шилинг
schism	0.280	0.569	0.386	раскол
schizophrenia	0.092	0.880	0.435	шизофренија
schizophrenic	0.102	0.958	0.433	шизофреничан
schlep	0.302	0.426	0.382	сцхлеп
schmuck	0.363	0.412	0.375	сцхмуцк
schnapps	0.583	0.567	0.417	ракија
schnitzel	0.365	0.430	0.382	шницле
scholar	0.694	0.421	0.731	научник
scholarly	0.750	0.466	0.709	научним
scholarship	0.866	0.490	0.625	стипендија
scholastic	0.500	0.470	0.491	школски
school	0.765	0.423	0.633	школа
schoolboy	0.623	0.385	0.441	школарац
schoolgirl	0.760	0.521	0.415	ученица
schoolhouse	0.602	0.407	0.672	школска зграда
schooling	0.582	0.462	0.640	школовање
schoolmaster	0.667	0.368	0.852	учитељ школе
schoolteacher	0.521	0.380	0.632	школски учитељ
schoolwork	0.479	0.500	0.481	домаћи задатак
schoolyard	0.684	0.529	0.440	Школско двориште
schooner	0.635	0.408	0.427	шкуна
sciatica	0.286	0.443	0.393	ишијас
science	0.588	0.429	0.741	Наука
scientific	0.653	0.510	0.836	научним
scientist	0.562	0.500	0.790	научник
scifi	0.592	0.570	0.394	сцифи
scintilla	0.476	0.528	0.385	сцинтилла
scintillating	0.650	0.736	0.612	блиставо
scintillation	0.576	0.579	0.573	сцинтилација
scintillator	0.583	0.670	0.510	сцинтилатор
scion	0.490	0.380	0.451	потомак
scissors	0.458	0.462	0.302	маказе
scoff	0.125	0.686	0.306	ругати се
scold	0.194	0.755	0.626	грдити
scolding	0.071	0.833	0.417	грдећи
scone	0.418	0.287	0.229	сцоне
scoop	0.583	0.543	0.640	кугла
scoot	0.510	0.490	0.412	сцоот
scooter	0.510	0.587	0.371	скутер
scope	0.656	0.386	0.718	Обим
scorch	0.214	0.689	0.491	сцорцх
scorching	0.406	0.635	0.464	ужареним
score	0.670	0.388	0.589	резултат
scoreboard	0.667	0.484	0.472	семафор
scorer	0.730	0.608	0.764	записничар
scores	0.594	0.469	0.629	резултати
scorn	0.110	0.721	0.356	презир
scorned	0.062	0.529	0.226	презирао
scornful	0.173	0.608	0.368	презриви
scorpion	0.198	0.745	0.600	шкорпион
scotch	0.578	0.520	0.615	сцотцх
scoundrel	0.094	0.740	0.412	нитков
scour	0.388	0.602	0.632	рибати
scourge	0.214	0.640	0.302	бич
scout	0.656	0.611	0.763	извиђач
scowl	0.302	0.600	0.413	мрштити се
scrabble	0.625	0.412	0.399	сцраббле
scram	0.306	0.485	0.409	сцрам
scramble	0.469	0.744	0.500	сцрамбле
scrambled	0.451	0.535	0.539	сцрамблед
scrambler	0.417	0.550	0.444	сцрамблер
scrambling	0.421	0.810	0.731	сцрамблинг
scrap	0.156	0.339	0.173	туча
scrapbook	0.562	0.274	0.432	споменар
scrape	0.365	0.615	0.384	стругати
scrapie	0.306	0.706	0.231	сцрапие
scraping	0.265	0.479	0.305	стругање
scrappy	0.301	0.375	0.406	сцраппи
scratch	0.276	0.625	0.270	огребати
scratchy	0.235	0.610	0.436	гребање
scrawny	0.276	0.422	0.245	мршав
scream	0.188	0.863	0.594	вриштати
screamer	0.156	0.670	0.392	врисак
screaming	0.245	0.901	0.460	вриштећи
screech	0.214	0.802	0.306	сцреецх
screen	0.670	0.300	0.417	екран
screening	0.562	0.570	0.709	скрининг
screenplay	0.500	0.406	0.518	сценарио
screenwriter	0.571	0.500	0.712	сценариста
screw	0.385	0.460	0.377	шраф
screwball	0.271	0.680	0.505	сцревбалл
screwdriver	0.520	0.519	0.439	шрафцигер
screwed	0.302	0.520	0.464	сјебан
screwy	0.344	0.596	0.450	сцреви
screwyou	0.260	0.647	0.509	носи се
scribble	0.429	0.453	0.358	шкрабати
scribe	0.541	0.264	0.491	писар
scrimmage	0.367	0.660	0.411	сцриммаге
scrip	0.430	0.462	0.455	сцрип
script	0.610	0.450	0.527	скрипта
scriptural	0.551	0.250	0.596	библијски
scripture	0.745	0.270	0.630	свето писмо
scroll	0.375	0.630	0.409	свитак
scrotum	0.396	0.653	0.361	скротум
scrounge	0.210	0.565	0.397	сцроунге
scrounger	0.323	0.490	0.358	сцроунгер
scrub	0.417	0.420	0.500	сцруб
scruffy	0.194	0.435	0.176	неугледан
scrumptious	0.959	0.650	0.566	укусно
scrupulous	0.545	0.685	0.602	скрупулозан
scrutinize	0.458	0.587	0.573	испитати
scrutiny	0.500	0.653	0.658	испитивање
scuba	0.542	0.494	0.456	роњење
scuff	0.165	0.560	0.376	сцуфф
scuffle	0.146	0.800	0.529	свађати се
scullery	0.469	0.337	0.353	сцуллери
sculptor	0.653	0.431	0.694	вајар
sculpture	0.750	0.346	0.490	скулптура
sculptured	0.708	0.373	0.557	извајан
scum	0.357	0.380	0.218	олош
scumbag	0.240	0.591	0.278	олош торба
scurry	0.398	0.647	0.509	жуборити
scurvy	0.354	0.462	0.312	скорбут
scuttle	0.438	0.398	0.430	сцуттле
sea	0.833	0.353	0.589	море
seaboard	0.663	0.356	0.507	приморје
seafood	0.656	0.500	0.328	Плодови мора
seagull	0.635	0.245	0.314	галеб
seal	0.490	0.218	0.518	печат
seals	0.412	0.241	0.402	заптивке
seam	0.427	0.250	0.414	шав
seaman	0.520	0.510	0.672	сеаман
seamless	0.459	0.140	0.302	бешавне
seamstress	0.535	0.288	0.389	кројачица
seaport	0.594	0.317	0.491	морска лука
sear	0.490	0.553	0.600	сеар
search	0.635	0.580	0.462	Претрага
searching	0.534	0.657	0.466	у потрази
searchlight	0.622	0.510	0.552	рефлектор
seared	0.229	0.410	0.398	печен
seashore	0.796	0.310	0.375	морска обала
seasick	0.115	0.683	0.245	морска болест
seaside	0.887	0.520	0.508	приморски
season	0.792	0.410	0.519	годишње доба
seasonal	0.592	0.273	0.305	сезонски
seasoned	0.812	0.570	0.509	зачињен
seasoning	0.633	0.388	0.479	зачинити
seat	0.542	0.281	0.434	седиште
seatbelt	0.656	0.314	0.726	сигурносни појас
seating	0.552	0.265	0.286	седење
seawater	0.760	0.197	0.491	морске воде
seaweed	0.446	0.286	0.382	морске алге
sec	0.490	0.385	0.380	сец
secession	0.323	0.561	0.509	сецесија
secluded	0.357	0.265	0.240	повучено
seclusion	0.230	0.558	0.505	повученост
second	0.490	0.210	0.250	друго
second cousin	0.698	0.360	0.441	рођак
secondary	0.636	0.375	0.260	секундарни
secondhand	0.194	0.389	0.283	половно из друге руке
secrecy	0.294	0.549	0.475	тајност
secret	0.479	0.580	0.509	тајни
secretariat	0.518	0.459	0.597	секретаријат
secretary	0.612	0.426	0.561	секретар
secrete	0.427	0.567	0.518	тајити
secretion	0.354	0.582	0.529	секреција
secretive	0.390	0.250	0.538	тајанствен
secretly	0.525	0.404	0.479	тајно
sect	0.265	0.667	0.526	секта
sectarian	0.260	0.606	0.517	секташ
section	0.500	0.269	0.421	одељак
sectional	0.427	0.415	0.464	секциони
sector	0.594	0.190	0.569	сектору
secular	0.463	0.461	0.520	секуларни
secularism	0.367	0.440	0.559	секуларизам
secure	0.844	0.380	0.914	сигуран
securities	0.750	0.304	0.852	хартије од вредности
security	0.837	0.360	0.821	безбедност
sedan	0.480	0.423	0.680	седан
sedate	0.656	0.157	0.345	умирујуће
sedation	0.510	0.270	0.398	седација
sedative	0.314	0.273	0.352	седатив
sedentary	0.292	0.185	0.273	седентаран
sedge	0.406	0.396	0.339	шаш
sediment	0.438	0.306	0.372	седимент
sedimentary	0.398	0.265	0.500	седиментне
sedition	0.327	0.557	0.591	побуна
seduce	0.462	0.864	0.689	заводити
seducer	0.704	0.812	0.775	заводник
seducing	0.569	0.794	0.708	завођење
seduction	0.510	0.891	0.618	завођење
seductive	0.771	0.821	0.667	заводљив
see	0.635	0.269	0.312	види
seed	0.656	0.135	0.306	семе
seedling	0.406	0.343	0.423	садница
seeds	0.731	0.269	0.418	семена
seedy	0.229	0.390	0.325	сееди
seek	0.622	0.429	0.482	тражити
seeker	0.646	0.464	0.553	трагач
seem	0.471	0.302	0.298	чинити се
seemingly	0.490	0.410	0.356	наизглед
seer	0.604	0.481	0.740	сеер
seesaw	0.570	0.559	0.410	клацкалица
seething	0.312	0.821	0.642	кипити
segment	0.469	0.290	0.440	сегмент
segregate	0.290	0.627	0.440	сегрегирати
segregated	0.164	0.575	0.411	одвојено
segregation	0.302	0.545	0.390	сегрегација
seismic	0.323	0.925	0.578	сеизмичке
seize	0.656	0.644	0.673	ухватити
seizure	0.177	0.775	0.462	заплена
seldom	0.323	0.379	0.287	ретко
select	0.615	0.406	0.602	изаберите
selection	0.594	0.340	0.595	селекција
selective	0.612	0.347	0.706	селективни
selectman	0.552	0.547	0.609	селектор
selenium	0.469	0.408	0.336	селен
self	0.704	0.370	0.500	селф
selfharm	0.350	0.620	0.407	Самоповређивање
selfish	0.061	0.637	0.495	себичан
selfishness	0.200	0.686	0.453	себичност
selfless	0.521	0.235	0.396	несебичан
selflove	0.854	0.630	0.661	самољубље
selfworth	0.704	0.460	0.594	самовредност
sell	0.618	0.608	0.605	продати
seller	0.635	0.471	0.635	продавац
sellout	0.398	0.490	0.465	распродати
seltzer	0.448	0.452	0.406	селтзер
semantics	0.698	0.394	0.569	семантика
semaphore	0.552	0.374	0.598	семафор
semblance	0.500	0.471	0.442	привидност
semen	0.500	0.755	0.471	сперма
semester	0.521	0.327	0.482	семестар
semi	0.296	0.345	0.304	семи
semiautomatic	0.469	0.510	0.522	полуаутоматски
semicolon	0.378	0.255	0.318	тацка зарез
seminal	0.459	0.413	0.566	семинал
seminar	0.583	0.360	0.623	семинар
seminary	0.594	0.367	0.589	богословију
semiotics	0.449	0.417	0.596	семиотика
senate	0.490	0.349	0.836	сенат
senator	0.391	0.422	0.821	сенатор
send	0.663	0.480	0.537	послати
sender	0.542	0.449	0.509	пошиљалац
senescence	0.378	0.456	0.394	старење
senile	0.280	0.211	0.305	сенилан
senior	0.561	0.415	0.536	сениор
seniority	0.408	0.427	0.602	стажа
senor	0.527	0.217	0.630	сенор
senorita	0.765	0.550	0.500	сенорита
sensation	0.781	0.663	0.673	сензација
sensational	0.938	0.827	0.858	сензационално
sense	0.781	0.417	0.474	смисао
senseless	0.125	0.388	0.136	бесмислено
senses	0.740	0.461	0.693	чула
sensibility	0.583	0.423	0.448	сензибилитет
sensible	0.625	0.454	0.312	разумно
sensibly	0.786	0.337	0.396	разумно
sensitive	0.714	0.426	0.254	осетљива
sensitivity	0.750	0.417	0.395	осетљивост
sensor	0.571	0.377	0.542	сензор
sensory	0.583	0.480	0.442	чулни
sensual	0.730	0.790	0.642	сензуалан
sensuality	0.844	0.840	0.632	сензуалност
sensuous	0.854	0.798	0.625	чулни
sentence	0.625	0.265	0.548	реченица
sentencing	0.120	0.782	0.561	изрицање казне
sentient	0.583	0.417	0.363	разуман
sentiment	0.765	0.451	0.639	сентимент
sentimental	0.583	0.378	0.312	сентименталан
sentimentality	0.771	0.548	0.319	сентименталност
sentinel	0.531	0.602	0.845	стражар
sentry	0.470	0.547	0.684	стражар
separable	0.469	0.390	0.368	одвојиви
separate	0.240	0.514	0.349	одвојен
separately	0.310	0.365	0.368	одвојено
separation	0.198	0.592	0.409	одвајање
separatist	0.245	0.627	0.537	сепаратистички
sepia	0.448	0.270	0.345	сепија
sepsis	0.229	0.452	0.327	сепса
sept	0.521	0.333	0.361	септ
septic	0.281	0.462	0.425	септичка
septum	0.276	0.423	0.410	септум
sequel	0.650	0.480	0.574	наставак
sequence	0.543	0.350	0.529	низ
sequent	0.531	0.423	0.591	секвенцијално
sequestered	0.160	0.863	0.427	секвестрирано
sequestration	0.177	0.860	0.500	секвестрација
serenade	0.875	0.570	0.491	серенада
serendipity	0.677	0.413	0.500	случајност
serene	0.802	0.132	0.370	спокојан
serenity	0.900	0.122	0.557	спокојство
sergeant	0.408	0.600	0.833	наредниче
serial	0.469	0.350	0.472	серијски
serialize	0.500	0.455	0.593	сериализе
series	0.622	0.431	0.420	серије
serif	0.531	0.417	0.415	сериф
serious	0.500	0.455	0.619	озбиљан
seriousness	0.439	0.365	0.750	озбиљност
sermon	0.417	0.507	0.615	проповед
serpent	0.115	0.696	0.679	змија
serpentine	0.576	0.646	0.329	серпентина
serrated	0.388	0.435	0.418	назубљени
serum	0.520	0.231	0.443	серум
servant	0.340	0.408	0.331	слуга
serve	0.622	0.400	0.384	служити
server	0.656	0.356	0.536	сервер
service	0.684	0.408	0.535	услуга
serviceable	0.834	0.400	0.684	услужан
servile	0.439	0.327	0.415	слугански
servitude	0.250	0.490	0.250	службеност
sesame	0.673	0.250	0.382	сусам
sess	0.418	0.481	0.411	сесс
session	0.510	0.481	0.491	седница
sessions	0.646	0.578	0.650	сесије
set	0.521	0.482	0.630	комплет
setback	0.198	0.451	0.250	препрека
sett	0.560	0.413	0.500	сетт
setter	0.541	0.455	0.473	сетер
settle	0.833	0.520	0.772	намирити се
settled	0.521	0.510	0.473	населили
settlement	0.635	0.412	0.723	поравнање
settler	0.573	0.453	0.519	насељеник
settlor	0.531	0.434	0.534	насељеник
setup	0.667	0.398	0.635	подесити
seven	0.672	0.265	0.373	седам
seventeen	0.585	0.296	0.321	седамнаест
seventh	0.500	0.245	0.288	седми
seventy	0.625	0.353	0.446	седамдесет
sever	0.156	0.635	0.451	север
severable	0.406	0.451	0.398	одвојив
severally	0.719	0.298	0.600	неколико пута
