English Word	Valence	Arousal	Dominance	Uyghur Word
sentiment	0.765	0.451	0.639	كەيپىيات
sentimental	0.583	0.378	0.312	ھېسسىيات
sentimentality	0.771	0.548	0.319	كەيپىيات
sentinel	0.531	0.602	0.845	sentinel
sentry	0.470	0.547	0.684	sentry
separable	0.469	0.390	0.368	ئايرىغىلى بولىدۇ
separate	0.240	0.514	0.349	ئايرىم
separately	0.310	0.365	0.368	ئايرىم
separation	0.198	0.592	0.409	ئايرىش
separatist	0.245	0.627	0.537	بۆلگۈنچى
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	داۋامى
sequence	0.543	0.350	0.529	تەرتىپ
sequent	0.531	0.423	0.591	تەرتىپلىك
sequestered	0.160	0.863	0.427	تەرتىپكە سېلىنغان
sequestration	0.177	0.860	0.500	تەرتىپلەش
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	خاتىرجەملىك
serene	0.802	0.132	0.370	خاتىرجەم
serenity	0.900	0.122	0.557	خاتىرجەملىك
sergeant	0.408	0.600	0.833	sergeant
serial	0.469	0.350	0.472	serial
serialize	0.500	0.455	0.593	serialize
series	0.622	0.431	0.420	series
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	ئېغىر
seriousness	0.439	0.365	0.750	ئەستايىدىللىق
sermon	0.417	0.507	0.615	خىتاب
serpent	0.115	0.696	0.679	يىلان
serpentine	0.576	0.646	0.329	يىلان
serrated	0.388	0.435	0.418	serrated
serum	0.520	0.231	0.443	قان زەردابى
servant	0.340	0.408	0.331	خىزمەتچى
serve	0.622	0.400	0.384	مۇلازىمەت قىلىڭ
server	0.656	0.356	0.536	مۇلازىمېتىر
service	0.684	0.408	0.535	service
serviceable	0.834	0.400	0.684	مۇلازىمەتچان
servile	0.439	0.327	0.415	servile
servitude	0.250	0.490	0.250	قۇللۇق
sesame	0.673	0.250	0.382	كۈنجۈت
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	session
sessions	0.646	0.578	0.650	يىغىن
set	0.521	0.482	0.630	set
setback	0.198	0.451	0.250	ئوڭۇشسىزلىق
sett	0.560	0.413	0.500	ئورۇنلاشتۇرۇش
setter	0.541	0.455	0.473	setter
settle	0.833	0.520	0.772	ھەل قىلىڭ
settled	0.521	0.510	0.473	ھەل بولدى
settlement	0.635	0.412	0.723	ئولتۇراقلىشىش
settler	0.573	0.453	0.519	ئولتۇراقلاشتۇرغۇچى
settlor	0.531	0.434	0.534	مۇقىملاشتۇرغۇچى
setup	0.667	0.398	0.635	setup
seven	0.672	0.265	0.373	يەتتە
seventeen	0.585	0.296	0.321	ئون يەتتە
seventh	0.500	0.245	0.288	يەتتىنچى
seventy	0.625	0.353	0.446	يەتمىش
sever	0.156	0.635	0.451	sever
severable	0.406	0.451	0.398	ئايرىغىلى بولىدۇ
severally	0.719	0.298	0.600	كەسكىن
severance	0.396	0.620	0.541	ئايرىلىش
severe	0.164	0.735	0.635	ئېغىر
severely	0.219	0.673	0.700	ئېغىر
severity	0.260	0.712	0.661	ئېغىرلىق
sew	0.510	0.340	0.340	تىكىش
sewage	0.255	0.343	0.339	پاسكىنا سۇ
sewer	0.286	0.367	0.282	يۇندى
sewerage	0.208	0.450	0.198	پاسكىنا سۇ
sewing	0.625	0.337	0.356	كىيىم تىكىش
sex	0.803	0.939	0.704	sex
sexist	0.255	0.798	0.411	sexist
sexual	0.584	0.959	0.640	جىنسىي مۇناسىۋەت
sexuality	0.670	0.898	0.657	جىنسىي تۇرمۇش
sexy	0.865	0.945	0.802	sexy
shabby	0.235	0.519	0.259	shabby
shack	0.396	0.425	0.339	shack
shackle	0.276	0.580	0.414	كىشەن
shade	0.388	0.265	0.278	سايە
shades	0.490	0.300	0.380	سايە
shading	0.420	0.324	0.318	سايە
shadow	0.302	0.343	0.158	سايە
shadowy	0.135	0.373	0.330	سايە
shady	0.323	0.509	0.375	سايە
shaft	0.549	0.275	0.472	shaft
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	shaggy
shake	0.439	0.689	0.539	سىلكىش
shakedown	0.286	0.692	0.481	تەۋرىنىش
shaken	0.344	0.657	0.333	سىلكىنىپ كەتتى
shaker	0.520	0.728	0.518	shaker
shaking	0.275	0.849	0.255	تەۋرىنىش
shaky	0.260	0.734	0.223	تىترەپ كەتتى
shall	0.510	0.385	0.412	چوقۇم
shallow	0.427	0.298	0.351	تېيىز
shallows	0.388	0.368	0.368	تېيىز
sham	0.354	0.602	0.395	sham
shaman	0.490	0.531	0.604	شامان
shambles	0.271	0.696	0.287	shambles
shame	0.060	0.670	0.155	نومۇس
shamed	0.135	0.567	0.218	نومۇس قىلدى
shameful	0.040	0.680	0.264	نومۇس
shameless	0.274	0.713	0.407	نومۇسسىز
shampoo	0.604	0.180	0.250	چاچ يۇيۇش سۇيۇقلۇقى
shanghai	0.551	0.450	0.509	شاڭخەي
shank	0.530	0.393	0.286	shank
shanty	0.427	0.459	0.255	shanty
shape	0.592	0.240	0.422	شەكلى
shapely	0.771	0.441	0.830	شەكىللىك
shard	0.388	0.407	0.426	shard
share	0.759	0.548	0.545	share
shareholder	0.656	0.632	0.915	پايچىك
sharing	0.827	0.462	0.545	ئورتاقلىشىش
shark	0.260	0.845	0.596	لەھەڭ
sharp	0.459	0.585	0.585	ئۆتكۈر
sharpen	0.582	0.694	0.611	ئۆتكۈر
sharpened	0.573	0.647	0.727	ئۆتكۈرلەشتى
sharpener	0.532	0.435	0.327	ئۆتكۈر
sharpness	0.729	0.385	0.653	ئۆتكۈرلۈك
sharpshooter	0.240	0.929	0.764	شارپا
shatter	0.108	0.821	0.464	shatter
shattered	0.097	0.806	0.309	چېقىلىپ كەتتى
shattering	0.135	0.760	0.475	پارچىلىنىش
shave	0.521	0.410	0.480	ساقال قويۇش
shaver	0.418	0.450	0.392	ساقال قويغۇچى
shaving	0.500	0.469	0.353	ساقال قويۇش
shawl	0.720	0.365	0.230	shawl
sheaf	0.396	0.387	0.456	sheaf
shear	0.286	0.647	0.388	shear
shears	0.429	0.527	0.254	shears
sheath	0.460	0.314	0.342	sheath
sheathing	0.378	0.480	0.642	sheathing
shed	0.427	0.402	0.470	تۆكۈلگەن
sheen	0.812	0.510	0.712	sheen
sheep	0.604	0.206	0.161	قوي
sheepdog	0.684	0.442	0.529	قوي
sheepish	0.326	0.441	0.205	قوي
sheer	0.604	0.250	0.481	sheer
sheet	0.439	0.174	0.302	ۋاراق
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	shelf
shell	0.615	0.408	0.391	shell
shellfish	0.594	0.412	0.393	shellfish
shelling	0.337	0.917	0.773	shelling
shelter	0.704	0.229	0.569	پاناھلىنىش ئورنى
sheltered	0.590	0.377	0.717	پاناھلاندى
shelters	0.582	0.333	0.482	پاناھلىنىش ئورۇنلىرى
shelved	0.306	0.166	0.321	ساقلاندى
shepherd	0.656	0.304	0.610	پادىچى
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	sheriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	قالقان
shift	0.479	0.610	0.491	shift
shifting	0.518	0.548	0.546	يۆتكەش
shifty	0.365	0.687	0.483	يۆتكىلىشچان
shilling	0.521	0.342	0.430	shilling
shimmer	0.745	0.562	0.656	shimmer
shimmering	0.844	0.648	0.904	shimmering
shimmy	0.478	0.476	0.462	shimmy
shin	0.459	0.500	0.231	shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	پارلاق
shiner	0.740	0.510	0.556	shiner
shingle	0.510	0.200	0.410	shingle
shining	0.885	0.673	0.812	پارقىراپ تۇرىدۇ
shiny	0.885	0.604	0.787	پارقىراق
ship	0.646	0.500	0.439	پاراخوت
shipment	0.582	0.440	0.452	مال ئەۋەتىش
shipping	0.622	0.327	0.443	توشۇش
shipshape	0.594	0.480	0.474	پاراخوت شەكلى
shipwreck	0.268	0.768	0.373	پاراخوت چۆكۈپ كېتىش
shipyard	0.398	0.583	0.595	پاراخوت زاۋۇتى
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	كۆڭلەك
shit	0.000	0.678	0.294	shit
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	shitfaced
shithead	0.120	0.645	0.302	shithead
shitless	0.271	0.545	0.333	shitless
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	shitty
shiver	0.260	0.765	0.236	تىترەپ كەتتى
shivering	0.122	0.663	0.373	تىترەپ كەتتى
shoals	0.396	0.408	0.375	shoals
shock	0.286	0.821	0.453	چۆچۈش
shocked	0.292	0.773	0.375	چۆچۈپ كەتتى
shocker	0.235	0.804	0.616	shocker
shocking	0.378	0.853	0.833	كىشىنى ھەيران قالدۇرىدۇ
shockingly	0.510	0.924	0.721	كىشىنى ھەيران قالدۇرىدۇ
shoddy	0.082	0.463	0.179	shoddy
shoe	0.517	0.225	0.288	ئاياغ
shoelace	0.396	0.280	0.307	ئاياغ
shoemaker	0.396	0.269	0.491	ئاياغ ئايىغى
shoes	0.729	0.324	0.210	ئاياغ
shoeshine	0.392	0.387	0.325	shoeshine
shook	0.163	0.759	0.509	تىترەپ كەتتى
shoot	0.092	0.926	0.625	ئوق
shooter	0.224	0.814	0.774	مەرگەن
shooting	0.276	0.931	0.602	ئوق چىقىرىش
shootout	0.080	0.927	0.615	ئوق چىقىرىش
shop	0.725	0.632	0.565	دۇكان
shopkeeper	0.677	0.510	0.730	دۇكاندار
shoplifter	0.167	0.830	0.500	دۇكاندار
shoplifting	0.152	0.833	0.441	دۇكان ئېچىش
shopper	0.646	0.615	0.741	سېتىۋالغۇچى
shopping	0.915	0.445	0.630	مال سېتىۋېلىش
shore	0.542	0.304	0.204	قىرغاق
shoreline	0.677	0.296	0.529	قىرغاق
shorn	0.396	0.415	0.400	شور
short	0.184	0.264	0.237	قىسقا
short story	0.697	0.321	0.348	ھېكايە
shortage	0.094	0.455	0.198	كەمچىل
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	كەمچىل
shortcut	0.594	0.308	0.426	تېزلەتمە
shorten	0.302	0.382	0.460	قىسقارتىڭ
shortening	0.286	0.333	0.385	قىسقارتىش
shorthand	0.459	0.450	0.461	shorthand
shortly	0.582	0.310	0.360	ئۇزۇن ئۆتمەي
shortness	0.459	0.280	0.272	قىسقا
shorts	0.622	0.481	0.287	كالتە ئىشتان
shortstop	0.418	0.529	0.450	shortstop
shortwave	0.460	0.271	0.368	shortwave
shot	0.144	0.750	0.569	ئوق
shotgun	0.200	0.868	0.684	مىلتىق
shoulder	0.562	0.286	0.406	مۈرىسى
shout	0.229	0.925	0.444	دەپ توۋلاڭ
shove	0.306	0.690	0.602	shove
shovel	0.427	0.308	0.267	گۈرجەك
shoveling	0.265	0.620	0.537	گۈرجەك
show	0.673	0.771	0.719	show
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	كۆرگەزمە ئورنى
showdown	0.302	0.950	0.692	showdown
shower	0.669	0.346	0.336	مۇنچا
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	كۆرسەتمەكتە
showoff	0.344	0.598	0.463	showoff
showroom	0.740	0.441	0.536	كۆرگەزمە زالى
showy	0.698	0.657	0.661	showy
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	shred
shrew	0.306	0.463	0.390	shrew
shrewd	0.551	0.673	0.816	زېرەك
shriek	0.459	0.827	0.491	shriek
shrill	0.312	0.721	0.640	shrill
shrimp	0.571	0.361	0.425	كەركىدان
shrine	0.802	0.255	0.574	مازار
shrink	0.385	0.453	0.272	تارىيىش
shrinking	0.190	0.400	0.217	كىچىكلەۋاتىدۇ
shrivel	0.160	0.409	0.143	shrivel
shroud	0.417	0.457	0.389	كېپەن
shrub	0.531	0.340	0.340	چاتقال
shrubbery	0.490	0.267	0.332	چاتقال
shrug	0.208	0.296	0.278	shrug
shrunk	0.163	0.354	0.218	كىچىكلەپ كەتتى
shrunken	0.500	0.373	0.221	كىچىكلەپ كەتتى
shudder	0.344	0.791	0.559	تىترەپ كەتتى
shuddering	0.302	0.802	0.638	تىترەپ كەتتى
shuffle	0.459	0.450	0.556	shuffle
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	تەۋرىنىش
shun	0.418	0.604	0.389	shun
shunned	0.271	0.464	0.367	رەت قىلىندى
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	تاق
shutdown	0.173	0.367	0.418	تاقاش
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	تاقاش
shutter	0.191	0.380	0.482	shutter
shuttle	0.531	0.591	0.547	شاپتۇل
shutup	0.333	0.560	0.491	تاقاش
shy	0.280	0.153	0.132	تارتىنچاق
shyness	0.312	0.265	0.246	تارتىنچاق
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	ئاكا-ئۇكا
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	كېسەل
sickbay	0.296	0.510	0.345	كېسەل
sicken	0.051	0.500	0.294	كېسەل
sickening	0.074	0.618	0.259	كېسەل
sickle	0.427	0.585	0.370	ئورغاق
sickly	0.188	0.550	0.191	كېسەل
sickness	0.094	0.704	0.288	كېسەل
side	0.439	0.288	0.395	side
sidearm	0.410	0.474	0.500	sidearm
sidebar	0.469	0.364	0.405	يان بالداق
sideboard	0.590	0.259	0.426	يان تەرەپ تاختىسى
sideburns	0.777	0.327	0.308	يان تەرەپ
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	يان تەرەپ
sideshow	0.458	0.594	0.658	sidehow
sidestep	0.378	0.559	0.407	sidestep
sidewalk	0.479	0.192	0.348	پىيادىلەر يولى
sideways	0.788	0.245	0.291	يان تەرەپ
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	قورشاۋ
siesta	0.740	0.046	0.295	siesta
sieve	0.459	0.250	0.333	ئەلگەك
sift	0.542	0.412	0.461	sift
sifting	0.571	0.469	0.474	sifting
sigh	0.469	0.387	0.273	ئاھ ئۇرغىن
sight	0.684	0.250	0.528	كۆرۈش
sighting	0.582	0.560	0.627	كۆرۈش
sightseeing	0.875	0.552	0.697	سەيلە-ساياھەت قىلىش
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	ئىمزا
signal	0.615	0.417	0.464	سىگنال
signature	0.570	0.422	0.657	ئىمزا
significance	0.820	0.460	0.644	ئەھمىيىتى
significant	0.827	0.649	0.786	ئەھمىيەتلىك
signification	0.583	0.337	0.530	بەلگە
signify	0.453	0.422	0.634	بەلگە
signpost	0.510	0.400	0.446	signpost
silence	0.438	0.200	0.223	جىمجىتلىق
silencer	0.417	0.356	0.482	silencer
silent	0.469	0.125	0.280	جىمجىت
silently	0.448	0.185	0.306	ئۈن-تىنسىز
silhouette	0.582	0.410	0.288	silhouette
silicon	0.439	0.448	0.445	كرېمنىي
silicone	0.480	0.340	0.333	كرېمنىي
silk	0.760	0.115	0.300	يىپەك
silken	0.730	0.265	0.394	يىپەك
silky	0.802	0.397	0.271	silky
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	silliness
silly	0.384	0.349	0.161	ئەخمەق
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	silt
silver	0.684	0.451	0.615	كۈمۈش
silverware	0.663	0.365	0.409	كۈمۈش بۇيۇملار
silvery	0.543	0.460	0.517	كۈمۈش
similar	0.562	0.250	0.423	ئوخشىشىپ كېتىدۇ
similarity	0.729	0.255	0.518	ئوخشاشلىق
simile	0.615	0.363	0.464	ئوخشىتىش
simmer	0.650	0.293	0.393	قاينىتىڭ
simmering	0.382	0.613	0.412	قايناۋاتىدۇ
simple	0.653	0.130	0.314	ئاددىي
simples	0.724	0.240	0.263	simples
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	ئاددىيلىق
simplify	0.565	0.347	0.602	ئاددىيلاشتۇرۇڭ
simplistic	0.490	0.245	0.391	ئاددىي
simply	0.535	0.148	0.393	ئاددىي
simulate	0.551	0.375	0.417	تەقلىد قىلىش
simulated	0.500	0.461	0.356	تەقلىد قىلىنغان
simulating	0.552	0.462	0.481	تەقلىد قىلىش
simulation	0.552	0.574	0.567	تەقلىد قىلىش
simulator	0.677	0.559	0.583	تەقلىدلىگۈچى
simultaneous	0.691	0.577	0.554	بىرلا ۋاقىتتا
simultaneously	0.656	0.490	0.609	بىرلا ۋاقىتتا
sin	0.177	0.712	0.449	گۇناھ
sincere	0.918	0.265	0.725	سەمىمىي
sincerity	0.908	0.351	0.686	سەمىمىيلىك
sinful	0.143	0.788	0.417	گۇناھكار
sing	0.858	0.606	0.420	ناخشا ئېيت
singer	0.802	0.735	0.628	ناخشىچى
singing	0.885	0.594	0.528	ناخشا ئېيتىش
single	0.291	0.354	0.259	بويتاق
singly	0.553	0.354	0.466	يالغۇز
singular	0.610	0.302	0.482	يەككە
singularity	0.582	0.348	0.654	يەككە
singularly	0.571	0.330	0.527	يەككە ھالەتتە
sinister	0.125	0.896	0.581	گۇناھكار
sink	0.375	0.439	0.322	چۆكۈش
sinker	0.302	0.557	0.538	sinker
sinking	0.135	0.439	0.342	چۆكۈپ كېتىش
sinner	0.237	0.667	0.356	گۇناھكار
sinning	0.170	0.700	0.422	گۇناھ قىلىش
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	sip
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	sipping
sir	0.622	0.306	0.778	ئەپەندىم
sire	0.854	0.452	0.808	sire
siren	0.570	0.627	0.500	گۈدۈك
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	sissy
sister	0.916	0.324	0.562	سىڭىل
sisterhood	0.837	0.415	0.696	ئاچا-سىڭىل
sit	0.561	0.230	0.368	ئولتۇرۇڭ
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	بېكەت
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	ئولتۇرغۇچى
sitting	0.561	0.146	0.353	ئولتۇرۇش
situate	0.510	0.310	0.483	situate
situated	0.542	0.231	0.543	جايلاشقان
situation	0.531	0.387	0.600	ئەھۋال
six	0.500	0.154	0.271	ئالتە
sixpence	0.469	0.417	0.463	sixpence
sixteen	0.583	0.290	0.324	ئون ئالتە
sixth	0.521	0.275	0.366	ئالتىنچى
sixty	0.694	0.240	0.433	ئاتمىش
sizable	0.727	0.337	0.657	sizeable
size	0.531	0.336	0.569	size
sizzle	0.427	0.704	0.368	sizzle
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	skate
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	مۇز تېيىلىش ماھىرى
skating	0.745	0.673	0.435	مۇز تېيىلىش
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	سۆڭەك
skeleton	0.183	0.464	0.343	ئىسكىلىت
skeptic	0.135	0.440	0.500	گۇمانخور
skeptical	0.207	0.500	0.452	گۇمانلىق
skepticism	0.229	0.480	0.582	گۇمانخورلۇق
sketch	0.704	0.276	0.420	سىزما رەسىم
sketching	0.729	0.327	0.400	سىزمىچىلىق
sketchy	0.333	0.479	0.241	سىزمىچىلىق
skewed	0.340	0.480	0.361	skewed
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	قار تېيىلىش
skid	0.357	0.640	0.440	skid
skier	0.802	0.788	0.639	قار تېيىلىش ماھىرى
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	قار تېيىلىش
skijump	0.635	0.647	0.482	skijump
skill	0.847	0.701	0.833	ماھارەت
skilled	0.886	0.614	0.929	ماھارەتلىك
skillet	0.510	0.296	0.345	ماھارەت
skillful	0.802	0.616	0.908	ماھارەتلىك
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	skimpy
skin	0.569	0.350	0.395	تېرە
skinny	0.333	0.333	0.298	ئورۇق
skip	0.458	0.804	0.439	ئاتلاش
skipper	0.440	0.577	0.692	skipper
skirmish	0.290	0.640	0.474	skirmish
skirt	0.602	0.463	0.226	يوپكا
skirting	0.449	0.529	0.386	skirting
skirts	0.622	0.538	0.241	يوپكا
skit	0.438	0.434	0.421	skit
skittish	0.156	0.815	0.172	skittish
skull	0.276	0.558	0.574	باش سۆڭىكى
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	ئاسمان
skylight	0.708	0.314	0.343	skylight
skyline	0.592	0.412	0.662	skyline
skyscraper	0.622	0.696	0.798	ئېگىز بىنا
slab	0.398	0.265	0.264	تاختاي
slack	0.521	0.283	0.446	slack
slag	0.266	0.600	0.254	slag
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	تۆھمەت
slanderous	0.057	0.800	0.337	تۆھمەت
slang	0.479	0.418	0.491	slang
slant	0.469	0.396	0.536	slant
slap	0.100	0.804	0.518	slap
slash	0.260	0.500	0.509	slash
slashes	0.330	0.328	0.410	slashes
slate	0.531	0.283	0.431	تاختاي
slates	0.500	0.270	0.342	تاختاي
slaughter	0.052	0.953	0.602	بوغۇزلاش
slaughterhouse	0.146	0.794	0.472	بوغۇزلاش ئۆيى
slaughtering	0.133	0.947	0.714	بوغۇزلاش
slave	0.171	0.795	0.151	قۇل
slavery	0.052	0.783	0.218	قۇللۇق
slay	0.133	0.920	0.585	slay
slayer	0.041	0.930	0.661	قاتىل
sleaze	0.312	0.538	0.405	sleaze
sleazy	0.292	0.674	0.370	سىلىق
sled	0.635	0.547	0.446	sled
sledding	0.625	0.547	0.422	چانا تېيىلىش
sledge	0.646	0.500	0.361	چانا
sledgehammer	0.449	0.479	0.482	sledgehammer
sleek	0.750	0.484	0.643	سىلىق
sleep	0.719	0.090	0.339	ئۇخلاش
sleeper	0.640	0.154	0.254	ئۇيقۇ
sleeping	0.704	0.091	0.312	ئۇخلاش
sleepless	0.213	0.410	0.207	ئۇيقۇسىز
sleeplessness	0.104	0.604	0.202	ئۇيقۇسىزلىق
sleepover	0.815	0.519	0.340	ئۇيقۇ
sleepy	0.604	0.125	0.250	ئۇيقۇسى
sleepyhead	0.327	0.350	0.294	ئۇيقۇسىز
sleet	0.410	0.355	0.395	قېلىن
sleeve	0.531	0.270	0.273	يەڭ
sleeveless	0.638	0.290	0.200	يەڭسىز
sleigh	0.742	0.551	0.396	sleigh
sleight	0.719	0.677	0.379	sleight
slender	0.812	0.548	0.664	ئىنچىكە
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	slice
slick	0.388	0.383	0.349	slick
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	تام تەسۋىر
slider	0.585	0.491	0.518	سىيرىلغۇچ
sliding	0.356	0.730	0.491	سىيرىلىش
slight	0.521	0.240	0.155	ئازراق
slight anticipation	0.562	0.490	0.445	ئازراق تەقەززا
slight disgust	0.156	0.578	0.318	ئازراق يىرگىنچلىك
slight surprise	0.677	0.746	0.557	ئازراق ھەيران قالارلىق
slight trust	0.306	0.400	0.245	ئازراق ئىشەنچ
slightly	0.470	0.274	0.255	ئازراق
slightly negative	0.190	0.472	0.259	سەل سەلبىي
slightly positive	0.792	0.480	0.567	سەل مۇسبەت
slim	0.562	0.180	0.296	نېپىز
slime	0.300	0.370	0.183	slime
slimy	0.177	0.500	0.309	ئورۇق
sling	0.417	0.423	0.404	sling
slingshot	0.323	0.654	0.474	slingshot
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	تېيىلىش
slipper	0.635	0.298	0.245	slipper
slippers	0.573	0.413	0.236	تېيىلىش كىيىمى
slippery	0.219	0.740	0.343	تېيىلغاق
slit	0.406	0.490	0.366	slit
sliver	0.388	0.347	0.291	sliver
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	شۇئار
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	يانتۇ
slope	0.347	0.438	0.279	يانتۇلۇق
sloppy	0.303	0.441	0.183	sloppy
slot	0.469	0.337	0.337	slot
sloth	0.198	0.140	0.125	sloth
slouch	0.365	0.450	0.328	slouch
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	ئاستا
slowly	0.427	0.185	0.295	ئاستا
slowness	0.302	0.212	0.191	ئاستا
sludge	0.354	0.396	0.229	sludge
slug	0.276	0.370	0.160	slug
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	ھورۇن
sluice	0.427	0.520	0.365	sluice
slum	0.292	0.528	0.302	نامراتلار رايونى
slumber	0.592	0.191	0.426	ئۇيقۇ
