English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
unsuitable	0.188	0.528	0.300	mì-fhreagarrach
unsung	0.296	0.330	0.314	gun luaidh
unsupervised	0.478	0.481	0.442	gun stiùir
unsupported	0.260	0.450	0.221	gun taic
unsure	0.143	0.580	0.217	mì-chinnteach
unsurpassed	0.694	0.569	0.798	gun choimeas
unsuspecting	0.302	0.509	0.413	gun teagamh
unsustainable	0.255	0.650	0.406	neo-sheasmhach
unsweetened	0.396	0.263	0.300	gun mhilis
unsympathetic	0.163	0.620	0.281	gun chiall
untamed	0.429	0.778	0.709	gun ainm
untenable	0.143	0.637	0.425	neo-sheasmhach
untested	0.302	0.296	0.348	gun dearbhadh
unthinkable	0.365	0.480	0.481	do-chreidsinneach
untidy	0.106	0.610	0.254	mì-sgiobalta
untie	0.542	0.463	0.472	fhuasgladh
untimely	0.245	0.676	0.233	gu h-annasach
untitled	0.213	0.240	0.240	gun tiotal
untold	0.240	0.367	0.191	gun innse
untouchable	0.490	0.602	0.683	neo-fhaicsinneach
untouched	0.531	0.276	0.600	gun suathadh
untoward	0.122	0.555	0.291	a dh'ionnsaigh
untraceable	0.321	0.674	0.574	nach gabh lorg
untrained	0.149	0.529	0.282	gun trèanadh
untranslated	0.271	0.188	0.264	gun eadar-theangachadh
untroubled	0.750	0.213	0.653	gun trioblaid
untrue	0.031	0.500	0.188	mì-cheart
untrustworthy	0.097	0.449	0.287	neo-earbsach
unturned	0.312	0.255	0.316	gun tionndadh
unused	0.344	0.231	0.234	gun chleachdadh
unusual	0.429	0.433	0.361	neo-àbhaisteach
unusually	0.385	0.406	0.358	gu h-annasach
unutterable	0.406	0.592	0.538	do-labhairt
unveil	0.439	0.442	0.562	nochd
unveiling	0.569	0.570	0.675	a' foillseachadh
unverified	0.214	0.365	0.180	neo-dhearbhte
unwanted	0.177	0.546	0.205	gun iarraidh
unwarranted	0.091	0.500	0.345	gun adhbhar
unwary	0.286	0.417	0.402	gun aire
unwashed	0.365	0.427	0.360	gun nighe
unwavering	0.740	0.630	0.858	gun fhiosta
unwed	0.541	0.595	0.459	gun phòsadh
unwelcome	0.115	0.480	0.269	gun fàilte
unwell	0.143	0.640	0.221	tinn
unwilling	0.302	0.316	0.179	gun toil
unwillingly	0.204	0.548	0.182	gun toil
unwillingness	0.204	0.311	0.113	neo-thoileachas
unwind	0.837	0.181	0.394	leig às
unwise	0.141	0.610	0.304	neo-ghlic
unwitting	0.260	0.526	0.344	gun fhios
unwittingly	0.312	0.510	0.264	gun fhios
unworthy	0.194	0.433	0.226	neo-airidh
unwrap	0.604	0.491	0.557	unwrap
unwritten	0.367	0.384	0.272	neo-sgrìobhte
unyielding	0.367	0.806	0.738	gun toradh
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	dòchasach
upbringing	0.677	0.490	0.600	togail
upcoming	0.688	0.460	0.550	ri thighinn
update	0.698	0.535	0.802	ùrachadh
upgrade	0.786	0.500	0.670	àrdachadh
upheaval	0.290	0.830	0.570	ùpraid
uphill	0.396	0.723	0.572	suas an cnoc
uphold	0.698	0.321	0.561	cumail suas
upholstery	0.592	0.270	0.386	stuth mullaich
upkeep	0.590	0.442	0.685	cumail suas
upland	0.719	0.578	0.607	àrd-thalamh
uplands	0.615	0.471	0.577	talamh àrd
uplift	0.656	0.779	0.771	togail suas
uplifting	0.771	0.548	0.605	togail suas
uplink	0.544	0.510	0.595	ceangal suas
upload	0.638	0.683	0.696	luchdachadh suas
upper	0.740	0.529	0.868	gu h-àrd
uppercut	0.410	0.600	0.550	gearradh uachdarach
uppity	0.465	0.546	0.417	umhlachd
upright	0.667	0.373	0.600	dìreach
uprising	0.561	0.777	0.704	ar-a-mach
uproar	0.271	0.902	0.462	ùpraid
upscale	0.698	0.526	0.846	àrd-ìre
upset	0.071	0.680	0.330	troimh-chèile
upshot	0.693	0.490	0.716	suas
upstairs	0.663	0.408	0.645	shuas an staidhre
upstanding	0.851	0.390	0.708	a' seasamh
upstart	0.449	0.500	0.455	toiseach-tòiseachaidh
uptight	0.184	0.716	0.333	direach
upward	0.792	0.481	0.620	shuas
upwards	0.724	0.439	0.638	gu h-àrd
uranium	0.375	0.580	0.490	uranium
urban	0.561	0.528	0.644	bailteil
urchin	0.417	0.510	0.373	uchd
urge	0.418	0.680	0.653	impidh
urgency	0.429	0.908	0.543	èiginn
urgent	0.327	0.918	0.623	èiginneach
urinal	0.214	0.510	0.306	fualal
urinalysis	0.344	0.532	0.398	urinalysis
urinate	0.360	0.500	0.353	urinate
urination	0.271	0.441	0.232	urachadh
urine	0.375	0.361	0.169	fual
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	so-chleachdadh
usage	0.646	0.360	0.426	cleachdadh
use	0.438	0.358	0.409	cleachdadh
used	0.354	0.306	0.287	chleachdadh
useful	0.833	0.411	0.726	feumail
usefully	0.650	0.481	0.760	feumail
usefulness	0.806	0.519	0.741	feumail
useless	0.052	0.342	0.184	gun fheum
user	0.629	0.347	0.442	cleachdaiche
usher	0.521	0.440	0.519	usher
usual	0.625	0.221	0.400	àbhaisteach
usurp	0.125	0.818	0.433	usurp
usurped	0.292	0.780	0.438	usurped
usury	0.344	0.679	0.430	riadh
utensil	0.573	0.279	0.383	inneal
uterus	0.551	0.420	0.510	uabhar
utilitarian	0.427	0.363	0.639	feumail
utility	0.622	0.400	0.704	goireas
utilization	0.562	0.469	0.706	cleachdadh
utilize	0.694	0.445	0.545	cleachdadh
utmost	0.719	0.740	0.858	as fheàrr
utopian	0.542	0.327	0.552	utopian
utter	0.531	0.422	0.549	innis
utterance	0.542	0.640	0.704	cainnt
utterly	0.633	0.440	0.673	gu tur
vacancy	0.643	0.311	0.418	bàn
vacant	0.578	0.220	0.464	falamh
vacate	0.357	0.490	0.397	falbh
vacation	0.840	0.490	0.598	saor-làithean
vaccination	0.530	0.578	0.621	banachdach
vaccine	0.500	0.520	0.555	banachdach
vacuolar	0.439	0.370	0.439	falamh
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	falamh
vacuum	0.327	0.196	0.134	falamh
vagabond	0.384	0.531	0.144	luingeas
vagina	0.551	0.870	0.500	faighin
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	falamhachd
vagrant	0.265	0.548	0.250	luaineach
vague	0.271	0.335	0.083	neo-shoilleir
vagueness	0.150	0.324	0.221	neo-shoilleireachd
vainly	0.365	0.283	0.169	gu dìomhain
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	gleann
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	Valentine
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	treun
valid	0.693	0.353	0.565	dligheach
validate	0.760	0.431	0.745	dearbhadh
validation	0.655	0.460	0.720	dearbhadh
validity	0.646	0.470	0.706	dligheachas
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	gleann
valor	0.833	0.442	0.763	neart
valuable	0.899	0.547	0.798	luachmhor
valuables	0.790	0.625	0.759	nithean luachmhor
valuation	0.615	0.480	0.795	luachadh
value	0.875	0.582	0.802	luach
valve	0.323	0.363	0.471	comhla
vamoose	0.459	0.455	0.389	vamhaich
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampire
van	0.561	0.378	0.425	bhan
vandal	0.135	0.792	0.473	bhandail
vandalism	0.083	0.904	0.509	milleadh
vane	0.561	0.280	0.231	caolain
vanguard	0.693	0.640	0.780	geàrd
vanilla	0.706	0.216	0.284	vanilla
vanish	0.236	0.480	0.347	à sealladh
vanished	0.208	0.566	0.255	à sealladh
vanishing	0.292	0.550	0.322	à sealladh
vanity	0.260	0.540	0.439	diomhanas
vanquish	0.708	0.760	0.804	ruaig
vanquished	0.496	0.529	0.176	air chall
vanquishing	0.600	0.748	0.764	ceannsachadh
vantage	0.740	0.632	0.788	sealladh
vapor	0.510	0.358	0.318	bhalbh
vara	0.490	0.333	0.407	bhàir
variable	0.620	0.407	0.400	caochlaideach
variance	0.540	0.405	0.509	caochlaideachd
variation	0.635	0.561	0.406	caochlaidheachd
variations	0.458	0.548	0.353	caochlaidhean
varicella	0.184	0.593	0.314	varicella
varicose	0.235	0.462	0.368	varicose
varied	0.604	0.701	0.472	measgaichte
variegated	0.398	0.549	0.406	eadar-dhealaichte
variety	0.714	0.472	0.598	caochladh
various	0.500	0.296	0.342	caochladh
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	varnish
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	caochladh
varying	0.552	0.471	0.385	caochlaideach
vascular	0.516	0.451	0.627	fasglach
vase	0.638	0.225	0.215	vàis
vasectomy	0.208	0.663	0.431	vasectomy
vassal	0.417	0.525	0.196	vassal
vast	0.520	0.535	0.545	farsaing
vat	0.333	0.491	0.509	bhath
vaudeville	0.490	0.471	0.472	vaudeville
vault	0.490	0.378	0.644	seilear
vaulted	0.417	0.460	0.542	boghach
vaulting	0.510	0.323	0.520	sgoltadh
veal	0.438	0.337	0.410	laoich
vector	0.538	0.308	0.482	feòir
veer	0.469	0.430	0.338	seall
vega	0.510	0.333	0.434	feagag
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	glasraich
vegetarian	0.562	0.255	0.407	vegetarian
vegetarianism	0.510	0.269	0.407	vegetarianism
vegetation	0.740	0.177	0.500	fàsmhorachd
vegetative	0.500	0.270	0.351	fàsmhorachd
veggie	0.602	0.245	0.409	glasraich
vehement	0.500	0.500	0.575	cradh
vehicle	0.641	0.565	0.500	carbad
veil	0.500	0.235	0.415	feidh
veiled	0.370	0.317	0.324	rùisgte
vein	0.347	0.373	0.318	vein
veined	0.487	0.459	0.294	veined
vellum	0.500	0.349	0.321	feusag
velocity	0.673	0.769	0.783	luaths
velour	0.670	0.292	0.412	Velor
velvet	0.663	0.226	0.304	meileabhaid
velvety	0.677	0.343	0.493	meurach
vena	0.500	0.315	0.345	feinne
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	reic
vendor	0.541	0.541	0.627	reiceadair
veneer	0.490	0.265	0.289	veneer
venerable	0.708	0.369	0.600	urramach
veneration	0.745	0.650	0.712	urram
venereal	0.302	0.654	0.424	venereal
venetian	0.633	0.373	0.464	Venetian
vengeance	0.103	0.927	0.719	dìoghaltas
vengeful	0.150	0.840	0.561	dioghaltas
venison	0.510	0.422	0.296	sitheann
venom	0.125	0.770	0.491	nimh
venomous	0.159	0.841	0.636	puinnseanta
venous	0.406	0.571	0.453	venous
vent	0.479	0.519	0.529	gaoth
ventilation	0.719	0.451	0.568	fionnarachadh
ventilator	0.471	0.353	0.344	inneal-adhair
venting	0.375	0.388	0.418	a' spealadh
ventricle	0.520	0.387	0.464	ventricle
ventricular	0.440	0.549	0.475	ventricular
ventriloquist	0.552	0.600	0.526	ventriloquist
venture	0.893	0.810	0.644	iomairt
venue	0.727	0.316	0.395	ionad
veracity	0.735	0.724	0.798	fìreantachd
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	gnìomhair
verbal	0.520	0.291	0.562	labhairteach
verbatim	0.562	0.255	0.574	facal air an fhacal
verbiage	0.429	0.560	0.535	briathrachas
verbose	0.439	0.480	0.635	briathrachas
verbosity	0.300	0.491	0.451	briathrachas
verdant	0.600	0.260	0.389	fìrinneach
verdict	0.325	0.689	0.800	breitheanas
verge	0.500	0.337	0.305	oir
verification	0.750	0.276	0.642	dearbhadh
verified	0.781	0.367	0.677	air a dhearbhadh
verify	0.761	0.481	0.704	dearbhadh
verily	0.713	0.351	0.585	gu firinneach
veritable	0.794	0.330	0.759	fìrinneach
vermin	0.167	0.712	0.385	meanbh-bhiastagan
vermouth	0.503	0.480	0.425	beul
vernacular	0.479	0.453	0.615	dùthchasach
vernal	0.553	0.402	0.451	beul-aithris
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	ioma-chruthach
versatility	0.878	0.585	0.750	sùbailteachd
verse	0.667	0.269	0.336	rann
version	0.604	0.423	0.538	dreach
versus	0.310	0.500	0.447	an aghaidh
vert	0.490	0.375	0.434	tionndaidh
vertebra	0.427	0.330	0.532	vertebra
vertebral	0.308	0.434	0.525	vertebral
vertex	0.316	0.510	0.491	vertex
vertical	0.520	0.387	0.492	inghearach
vertically	0.534	0.385	0.545	gu h-ingearach
vertigo	0.292	0.655	0.445	vertigo
verve	0.724	0.840	0.693	daimh
very negative	0.062	0.521	0.148	glè àicheil
very positive	1.000	0.551	0.825	glè adhartach
veryangry	0.323	0.714	0.527	gu math feargach
vesicle	0.359	0.509	0.379	bìog
vesicular	0.214	0.440	0.483	soitheach
vessel	0.490	0.398	0.538	soitheach
vest	0.667	0.380	0.371	culaidh
vested	0.663	0.415	0.648	dìlseachd
vestibule	0.541	0.385	0.422	vestibule
vestige	0.562	0.470	0.454	sgead
vet	0.531	0.400	0.644	lighiche-sprèidh
veteran	0.560	0.431	0.759	seann shaighdear
veterinarian	0.582	0.418	0.542	lighiche-sprèidh
veterinary	0.656	0.450	0.603	lighiche-sprèidh
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	buaireadh
viability	0.776	0.500	0.684	comasachd
viable	0.656	0.320	0.667	so-dhèanta
viaduct	0.420	0.440	0.662	drochaid-rèile
vial	0.594	0.346	0.445	vial
vibe	0.710	0.480	0.517	bèibidh
vibes	0.635	0.688	0.574	bèithean
vibrant	0.771	0.824	0.782	beothail
vibrate	0.500	0.698	0.604	crith
vibration	0.583	0.657	0.528	crith
vibrator	0.479	0.798	0.500	vibradair
vibratory	0.542	0.690	0.527	crith-thalmhainn
vicar	0.531	0.370	0.555	bhiocair
vicarious	0.479	0.452	0.517	ionadail
vice	0.296	0.778	0.480	leas
viceroy	0.541	0.481	0.712	leasraidh
vicinity	0.700	0.353	0.466	sgìreachd
vicious	0.208	0.694	0.407	borb
victim	0.115	0.676	0.202	fhulangach
victimized	0.115	0.644	0.273	fhulang
victor	0.802	0.587	0.796	buadhadair
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	buadhach
victory	0.938	0.735	0.931	buaidh
video	0.646	0.577	0.427	bhidio
video game	0.707	0.765	0.414	geama bhidio
videotape	0.665	0.343	0.384	teip-bhidio
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	sealladh
viewer	0.592	0.358	0.558	sealladair
viewing	0.690	0.394	0.598	amharc
viewpoint	0.673	0.306	0.644	sealladh
vigil	0.521	0.480	0.491	faire
vigilance	0.490	0.615	0.724	faireachas
vigilant	0.469	0.643	0.791	furachail
vigilante	0.418	0.627	0.720	faireachail
vignette	0.717	0.283	0.382	vignette
vigor	0.860	0.755	0.811	spionnadh
vigorous	0.857	0.770	0.897	sgairteil
viking	0.541	0.755	0.605	Lochlannach
vile	0.083	0.537	0.553	borb
villa	0.698	0.290	0.345	baile
village	0.684	0.367	0.336	baile
villager	0.710	0.387	0.509	baileach
villain	0.177	0.892	0.590	villain
villainous	0.122	0.840	0.470	borb
vinaigrette	0.490	0.286	0.300	fìonagrette
vindicate	0.656	0.596	0.767	dearbhadh
vindicated	0.615	0.480	0.609	dearbhadh
vindication	0.531	0.632	0.764	dearbhadh
vindictive	0.092	0.830	0.500	dìoghaltas
vine	0.531	0.292	0.405	fìonain
vinegar	0.276	0.370	0.356	fìon-geur
vineyard	0.806	0.382	0.595	fìon-lios
vintage	0.680	0.390	0.481	seann-fhìn
vinyl	0.490	0.241	0.440	vinyl
viola	0.521	0.461	0.481	fidheall
violate	0.061	0.970	0.519	briseadh
violation	0.083	0.892	0.413	briseadh
violence	0.061	0.933	0.719	fòirneart
violent	0.112	0.918	0.616	fòirneartach
violently	0.120	0.970	0.527	gu fòirneartach
violet	0.688	0.272	0.401	fiolet
violin	0.823	0.396	0.389	fìdhle
violinist	0.804	0.302	0.538	fìdhlear
viper	0.173	0.846	0.632	nathraichean
viral	0.240	0.612	0.518	bhìorail
virgin	0.622	0.433	0.462	maighdean
virginal	0.673	0.577	0.464	maighdean
virginity	0.691	0.676	0.576	maighdeanas
virility	0.684	0.670	0.718	virility
virology	0.418	0.569	0.562	virology
virtual	0.598	0.532	0.463	mas-fhìor
virtually	0.594	0.521	0.625	cha mhòr
virtue	0.896	0.443	0.827	bhuadhan
virtuoso	0.929	0.591	0.863	buadhach
virtuous	0.890	0.530	0.822	buadhach
virulence	0.094	0.533	0.438	fòirneart
virus	0.277	0.740	0.443	bhìoras
visa	0.735	0.367	0.660	bhìosa
visage	0.700	0.361	0.482	sealladh
viscosity	0.417	0.521	0.454	slaodachd
viscous	0.398	0.396	0.409	slaodach
vise	0.533	0.391	0.451	sealladh
visibility	0.750	0.444	0.676	faicsinneachd
visible	0.750	0.342	0.509	faicsinneach
visibly	0.724	0.373	0.591	faicsinneach
vision	0.708	0.447	0.742	sealladh
visionary	0.823	0.565	0.791	lèirsinneach
visit	0.771	0.443	0.445	cuairt
visitation	0.729	0.346	0.534	cuairt
visiting	0.729	0.440	0.519	a' tadhal
visitor	0.646	0.480	0.461	neach-tadhail
visor	0.396	0.490	0.265	visor
vista	0.698	0.390	0.450	sealladh
visual	0.813	0.462	0.462	lèirsinneach
visualize	0.635	0.431	0.537	sealladh
vital	0.750	0.716	0.847	deatamach
vitality	0.923	0.565	0.869	spionnadh
vitals	0.704	0.604	0.798	beòthaichean
vitamin	0.827	0.330	0.560	bhiotamain
vitreous	0.312	0.413	0.396	vitreous
viva	0.840	0.567	0.644	beòil
vivacious	0.780	0.820	0.758	beothail
vivid	0.698	0.627	0.667	beothail
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	briathrachas
vocal	0.583	0.352	0.340	gutha
vocalist	0.688	0.596	0.596	neach-labhairt
vocation	0.833	0.426	0.686	gairm
vodka	0.510	0.632	0.491	bhodca
vogue	0.740	0.491	0.538	vogue
voice	0.594	0.343	0.528	guth
voiceless	0.271	0.235	0.131	gun ghuth
voicemail	0.458	0.453	0.406	post-gutha
void	0.135	0.163	0.130	fànas
volatile	0.323	0.786	0.565	luaineach
volatility	0.281	0.755	0.553	luaineachd
volcanic	0.344	0.910	0.781	bholcànach
volcano	0.240	0.844	0.787	bholcàno
volition	0.480	0.587	0.578	toil
volley	0.529	0.460	0.336	volley
volleyball	0.640	0.700	0.458	ball-bholaidh
voltage	0.382	0.855	0.621	bholtaids
voltmeter	0.599	0.596	0.545	voltmeter
volume	0.552	0.490	0.546	tomhas-lìonaidh
volumes	0.552	0.452	0.520	tomhas-lìonaidh
voluminous	0.561	0.450	0.658	toirteil
voluntarily	0.847	0.460	0.527	gu deonach
voluntary	0.771	0.460	0.643	saor-thoileach
volunteer	0.888	0.422	0.596	saor-thoileach
volunteering	0.844	0.614	0.603	saor-thoileach
volunteers	0.820	0.448	0.630	saor-thoilich
voluptuous	0.673	0.719	0.792	luaineach
vomit	0.073	0.569	0.188	cuir a-mach
vomiting	0.156	0.780	0.157	cur a-mach
voodoo	0.188	0.600	0.453	voodoo
voracious	0.385	0.892	0.694	borb
vortex	0.408	0.691	0.602	feadag
vote	0.582	0.500	0.649	bhòt
voter	0.612	0.538	0.754	neach-bhòtaidh
voting	0.615	0.602	0.768	bhòtadh
votive	0.479	0.460	0.453	bhòidich
vouch	0.625	0.417	0.746	eàrlais
voucher	0.622	0.416	0.601	eàrlais
vow	0.560	0.510	0.664	bòid
vowel	0.490	0.283	0.311	fuaimreag
voyage	0.816	0.714	0.580	turas-mara
voyager	0.684	0.596	0.627	voyager
voyeur	0.479	0.615	0.466	voyeur
vulgar	0.083	0.820	0.445	luaineach
vulgarity	0.104	0.870	0.346	luaineachd
vulnerability	0.250	0.510	0.267	so-leòntachd
vulnerable	0.198	0.490	0.245	so-leònte
vulture	0.316	0.604	0.472	fultur
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	dubhach
wad	0.333	0.318	0.259	wad
waddle	0.490	0.453	0.388	glacaidh
wade	0.510	0.656	0.472	geilt
wafer	0.677	0.360	0.313	wafer
waffle	0.708	0.394	0.327	waffle
wag	0.448	0.490	0.481	caradh
wage	0.635	0.480	0.565	tuarasdal
wager	0.479	0.816	0.615	geall
wages	0.776	0.440	0.620	tuarasdal
wagon	0.490	0.461	0.474	carbad
wail	0.418	0.724	0.393	caoineadh
waist	0.542	0.448	0.351	sliasaid
waistcoat	0.542	0.320	0.389	còta
waistline	0.560	0.417	0.320	sliasaid
wait	0.224	0.167	0.264	fanaibh
waiter	0.459	0.300	0.295	neach-frithealaidh
waiting	0.239	0.339	0.333	feitheamh
waitinggame	0.604	0.549	0.406	cluiche feitheimh
waitress	0.646	0.531	0.352	frithealaiche
waive	0.276	0.559	0.311	leigeil seachad
waiver	0.396	0.630	0.373	saoradh
wake	0.700	0.470	0.512	dùisg
walk	0.643	0.412	0.450	coisich
walker	0.551	0.491	0.525	coisiche
walking	0.708	0.480	0.781	coiseachd
walkout	0.292	0.853	0.427	Coisich a-mach
wall	0.417	0.250	0.509	balla
wallaby	0.541	0.368	0.391	ballabaidh
wallet	0.680	0.432	0.500	sporan
wallflower	0.667	0.298	0.342	lus-bhalla
wallop	0.320	0.790	0.689	balla-dealachaidh
wallow	0.286	0.878	0.491	ballan
wallpaper	0.673	0.173	0.308	pàipear-balla
walnut	0.688	0.302	0.255	cnò Fhrangach
walrus	0.521	0.327	0.361	each-mara
waltz	0.769	0.410	0.315	waltz
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	slat
wander	0.427	0.417	0.330	rachainn
wanderer	0.458	0.519	0.396	fear-fuadain
wandering	0.323	0.471	0.357	a' siubhal
wane	0.188	0.402	0.098	crìonadh
waning	0.375	0.333	0.300	crìonadh
wanker	0.290	0.569	0.446	ceansaiche
wannabe	0.602	0.547	0.337	ag iarraidh
wannasleep	0.604	0.330	0.345	ag iarraidh cadal
want	0.671	0.642	0.598	ag iarraidh
wanting	0.760	0.433	0.593	ag iarraidh
wanton	0.427	0.739	0.500	uireasbhuidh
war	0.022	0.892	0.727	cogadh
warbler	0.480	0.349	0.311	lomaire
warcrimes	0.031	0.852	0.585	eucoirean cogaidh
ward	0.469	0.255	0.254	uàrd
warden	0.615	0.627	0.898	maor
wardrobe	0.612	0.510	0.336	preas-aodaich
ware	0.604	0.443	0.455	bathar
warehouse	0.721	0.365	0.446	taigh-bathair
warfare	0.062	0.885	0.845	cogadh
warhead	0.219	0.756	0.536	ceann-cogaidh
warlike	0.367	0.847	0.779	cogaidh
warlock	0.312	0.558	0.657	glas-cogaidh
warlord	0.167	0.796	0.781	uachdaran-cogaidh
warm	0.760	0.312	0.585	blàth
warming	0.594	0.637	0.580	blàthachadh
warms	0.594	0.580	0.632	blàths
warmth	0.878	0.307	0.602	blàths
warn	0.429	0.647	0.564	rabhadh
warned	0.302	0.604	0.547	rabhadh
warning	0.229	0.774	0.629	rabhadh
warp	0.344	0.417	0.373	dlùth
warpath	0.280	0.676	0.551	frith-rathad
warped	0.219	0.663	0.304	warped
warrant	0.653	0.398	0.802	barantas
warranted	0.714	0.367	0.690	barantas
warrants	0.562	0.431	0.881	barrantasan
warranty	0.667	0.470	0.568	barantas
warren	0.417	0.570	0.464	daingnichean
warrior	0.458	0.863	0.915	gaisgeach
warship	0.292	0.890	0.889	long-chogaidh
wart	0.082	0.314	0.205	wart
wartime	0.100	0.912	0.726	àm a' chogaidh
wary	0.510	0.343	0.535	faicilleach
wash	0.635	0.377	0.297	nighe
washed	0.542	0.314	0.392	nighe
washer	0.594	0.390	0.365	nigheadair
washing	0.643	0.396	0.402	nighe
washout	0.383	0.304	0.389	glanaidh
washroom	0.500	0.364	0.446	seòmar nighe
wasp	0.390	0.620	0.406	speach
waste	0.041	0.510	0.184	sgudal
wastebasket	0.271	0.230	0.286	basgaid sgudail
wasted	0.188	0.558	0.259	air chall
wasteful	0.173	0.730	0.409	ana-caitheamh
wasteland	0.365	0.308	0.391	fàsach
wasting	0.051	0.417	0.207	a' caitheamh
watch	0.531	0.346	0.423	faire
watchdog	0.531	0.811	0.648	buidheann-faire
watcher	0.562	0.401	0.702	fear-faire
watchful	0.386	0.490	0.675	faireil
watchman	0.510	0.509	0.833	fear-faire
watchout	0.396	0.530	0.455	Thoir an aire
watchtower	0.500	0.415	0.647	tùr-faire
water	0.812	0.123	0.429	uisge
water polo	0.688	0.670	0.534	polo uisge
waterbed	0.724	0.381	0.296	leabaidh uisge
watercourse	0.677	0.357	0.466	cùrsa-uisge
watered	0.615	0.290	0.377	air uisgeachadh
waterfall	0.652	0.460	0.528	eas
waterfront	0.716	0.274	0.556	cladach
watering can	0.602	0.298	0.336	peile-frasaidh
watermelon	0.714	0.230	0.239	watermelon
waterproof	0.779	0.423	0.545	uisge-dhìonach
waterworks	0.510	0.490	0.561	obair-uisge
watery	0.367	0.461	0.292	uisgeach
wave	0.622	0.491	0.490	tonn
wavelength	0.604	0.442	0.516	tonn-thonn
waver	0.426	0.630	0.255	seargadh
wavering	0.375	0.430	0.384	a' seargadh
waves	0.643	0.470	0.509	stuadhan
wavy	0.520	0.284	0.345	stuadhach
wax	0.436	0.245	0.309	cèir
waxed	0.531	0.388	0.408	luadh
waxy	0.408	0.245	0.308	seargach
way	0.480	0.275	0.420	dòigh
ways	0.688	0.560	0.425	dòighean
wayward	0.344	0.573	0.409	sligheach
weak	0.180	0.241	0.045	lag
weaken	0.112	0.250	0.223	lagaich
weakened	0.373	0.304	0.092	lagachadh
weakling	0.194	0.294	0.087	lagachadh
weakly	0.270	0.255	0.111	gu lag
weakness	0.088	0.370	0.125	laigse
wealth	0.857	0.637	0.858	beairteas
wealthy	0.927	0.566	0.862	beairteach
weapon	0.054	0.840	0.831	armachd
weaponry	0.219	0.840	0.870	armachd
wear	0.312	0.370	0.255	caitheamh
wearer	0.471	0.347	0.527	neach-caitheamh
wearily	0.327	0.286	0.128	sgìth
weariness	0.104	0.333	0.226	sgìths
wearing	0.646	0.520	0.461	caitheamh
weary	0.194	0.281	0.202	sgìth
weasel	0.408	0.317	0.337	easail
weather	0.755	0.404	0.567	aimsir
weathered	0.422	0.491	0.537	aimsir
weatherman	0.660	0.413	0.643	fear-aimsir
weatherproof	0.541	0.345	0.552	dìon-aimsir
weave	0.604	0.265	0.172	fighe
web	0.583	0.411	0.519	lìn
website	0.615	0.442	0.526	làrach-lìn
wed	0.604	0.549	0.448	phòs
