English Word	Valence	Arousal	Dominance	Javanese Word
soot	0.375	0.328	0.292	jelaga
soothe	0.817	0.194	0.412	nglipur
soothing	0.625	0.179	0.519	nyenengake
sophisticated	0.865	0.481	0.845	canggih
sophistication	0.792	0.472	0.704	kecanggihan
sophomore	0.653	0.415	0.427	kelas loro
sopissed	0.276	0.577	0.433	kangen
soppy	0.510	0.355	0.297	somplak
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	tukang sihir
sorcery	0.279	0.740	0.640	sihir
sordid	0.219	0.555	0.447	nakal
sore	0.094	0.650	0.224	lara
soready	0.622	0.500	0.545	perih
sorely	0.284	0.727	0.370	nglarani
soreness	0.113	0.843	0.302	perih
sorghum	0.469	0.358	0.420	sorgum
sorority	0.635	0.637	0.627	sorority
sorrow	0.052	0.235	0.164	nelongso
sorrowful	0.049	0.422	0.163	sedhih
sorry	0.406	0.362	0.212	nuwun sewu
sort	0.673	0.389	0.674	ngurutake
sorter	0.594	0.412	0.823	tukang urut
sortie	0.490	0.450	0.311	sortie
sorting	0.469	0.400	0.642	ngurutake
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	sok wedi
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	suwe-suwe
sostressed	0.435	0.481	0.578	kesusu
sosweet	0.755	0.354	0.417	sing manis
sothankful	0.729	0.526	0.418	matur nuwun
sou	0.480	0.390	0.412	suwe
soul	0.770	0.220	0.510	nyawa
soulful	0.755	0.331	0.500	jiwane
soulless	0.125	0.591	0.400	tanpa nyawa
soulmate	0.890	0.500	0.628	jodoh
sound	0.765	0.623	0.398	swara
sounding	0.690	0.500	0.558	muni
soundness	0.780	0.377	0.893	kesarasan
soundproof	0.490	0.390	0.409	kedap swara
soundtrack	0.630	0.559	0.518	soundtrack
soup	0.602	0.245	0.269	sup
sour	0.276	0.594	0.373	kecut
source	0.740	0.318	0.684	sumber
sourpuss	0.188	0.620	0.382	surup
south	0.562	0.265	0.429	kidul
southbound	0.510	0.370	0.395	ngidul
southeast	0.510	0.283	0.413	tenggara
southern	0.552	0.269	0.370	kidul
southpaw	0.542	0.389	0.404	kidul
southwest	0.406	0.314	0.355	kidul-kulon
souvenir	0.844	0.311	0.466	souvenir
sovereign	0.698	0.500	0.885	kang nata
sovereignty	0.719	0.529	0.886	kadhaulatan
soviet	0.347	0.580	0.536	soviet
sow	0.667	0.430	0.446	nyebar
soy	0.438	0.250	0.286	soy
soy sauce	0.573	0.382	0.318	kecap asin
soybean	0.521	0.250	0.293	kedhele
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	panggonan
spacecraft	0.646	0.698	0.680	pesawat ruang angkasa
spaceman	0.688	0.577	0.848	wong angkasa
spaceship	0.643	0.781	0.664	kapal angkasa
spacing	0.621	0.425	0.507	jarak
spacious	0.880	0.365	0.557	wiyar
spade	0.469	0.667	0.529	spade
spaghetti	0.729	0.353	0.288	spageti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammer
span	0.521	0.330	0.528	jengkal
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	ngepel
spanking	0.194	0.736	0.392	pukulan
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	nyisakke
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	sithik-sithik
spark	0.688	0.745	0.529	cemlorot
sparkle	0.819	0.765	0.510	cemlorot
sparkling	0.700	0.418	0.598	gemerlap
sparkly	0.885	0.590	0.726	gemerlap
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	manuk pipit
sparse	0.240	0.367	0.209	jarang
spasm	0.194	0.594	0.366	kejang
spastic	0.240	0.541	0.491	spastik
spat	0.427	0.413	0.309	ngidoni
spatial	0.604	0.625	0.645	spasial
spatter	0.292	0.630	0.315	cipratan
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	nuwuhake
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	ngomong
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	speaker
speakerphone	0.531	0.569	0.560	speakerphone
speaking	0.753	0.590	0.575	ngomong
spear	0.510	0.601	0.500	tumbak
spec	0.583	0.426	0.691	spek
special	0.844	0.602	0.730	khusus
specialist	0.760	0.562	0.877	spesialis
speciality	0.854	0.470	0.885	khusus
specialize	0.776	0.540	0.861	spesialisasine
specially	0.847	0.398	0.714	khususe
specialty	0.724	0.479	0.783	khusus
specie	0.583	0.471	0.650	spesies
species	0.561	0.330	0.645	spesies
specific	0.656	0.388	0.691	spesifik
specification	0.552	0.479	0.602	spesifikasi
specify	0.656	0.405	0.600	nemtokaken
specimen	0.531	0.444	0.568	spesimen
speck	0.418	0.245	0.343	bintik
speckled	0.449	0.263	0.254	bintik-bintik
specs	0.540	0.398	0.618	spek
spectacle	0.812	0.745	0.762	tontonan
spectacles	0.816	0.775	0.648	kacamata
spectacular	0.947	0.740	0.887	spektakuler
spectator	0.694	0.560	0.667	penonton
specter	0.265	0.723	0.540	momok
spectral	0.430	0.667	0.500	spektral
spectrometer	0.500	0.452	0.490	spektrometer
spectrophotometer	0.500	0.484	0.500	spektrofotometer
spectroscopy	0.470	0.541	0.570	spektroskopi
spectrum	0.312	0.700	0.527	spektrum
speculate	0.398	0.602	0.553	spekulasi
speculation	0.325	0.683	0.394	spekulasi
speculative	0.276	0.591	0.464	spekulatif
speculum	0.417	0.469	0.433	spekulum
speech	0.656	0.470	0.688	wicara
speechless	0.459	0.320	0.315	ora bisa ngomong
speed	0.719	0.849	0.658	kacepetan
speedboat	0.635	0.858	0.612	speedboat
speedily	0.688	0.740	0.665	kanthi cepet
speeding	0.438	0.908	0.645	ngebut
speedometer	0.427	0.549	0.579	spedometer
speedway	0.667	0.519	0.416	dalan cepet
speedy	0.625	0.625	0.793	cepet
spell	0.385	0.380	0.368	mantra
spellbound	0.531	0.647	0.387	terpesona
spelling	0.594	0.357	0.398	ejaan
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	nglampahi
spender	0.312	0.692	0.377	mbuwang
spending	0.333	0.556	0.330	mbuwang
spent	0.296	0.296	0.263	ngginakaken
sperm	0.396	0.706	0.453	sperma
spew	0.260	0.651	0.573	nyembur
sphere	0.633	0.277	0.500	bal
spherical	0.550	0.308	0.500	bunder
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	pedhes
spice	0.594	0.439	0.384	bumbu
spicy	0.440	0.733	0.610	pedhes
spider	0.229	0.569	0.430	angga
spiders	0.260	0.696	0.368	angga
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	spike
spiked	0.281	0.613	0.407	spiked
spiky	0.284	0.657	0.587	runcing
spill	0.408	0.633	0.456	kuthah
spillin	0.375	0.500	0.362	tumpah
spin	0.551	0.422	0.345	muter
spinach	0.583	0.200	0.368	bayem
spinal	0.312	0.491	0.296	balung mburi
spindle	0.552	0.410	0.360	kumparan
spine	0.495	0.461	0.600	balung mburi
spineless	0.344	0.387	0.321	tanpa balung mburi
spinner	0.458	0.593	0.471	spinner
spinning	0.594	0.610	0.481	muter
spinster	0.357	0.368	0.345	tukang ngibul
spiny	0.167	0.639	0.528	duri
spiral	0.490	0.624	0.361	spiral
spire	0.354	0.358	0.389	spre
spirit	0.786	0.370	0.621	semangat
spirited	0.854	0.587	0.734	semangat
spirits	0.583	0.847	0.545	roh-roh
spiritual	0.938	0.327	0.564	spiritual
spirituality	0.865	0.281	0.667	spiritualitas
spit	0.149	0.545	0.436	ngidoni
spite	0.080	0.600	0.317	sedhih
spiteful	0.073	0.710	0.330	nakal
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	idu
splash	0.521	0.412	0.281	cipratan
splat	0.510	0.433	0.385	cipratan
splatter	0.312	0.596	0.352	cipratan
spleen	0.448	0.255	0.396	limpa
splendid	0.896	0.740	0.810	apik tenan
splendor	0.927	0.612	0.850	kamulyan
splice	0.386	0.460	0.377	sambatan
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	splint
splinter	0.136	0.422	0.325	serpihan
split	0.344	0.618	0.410	pamisah
splitting	0.188	0.598	0.375	pisah
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	ngrusak
spoiler	0.347	0.527	0.380	spoiler
spoiling	0.135	0.678	0.306	ngrusak
spoils	0.388	0.760	0.481	rampasan
spoke	0.635	0.433	0.483	ngandika
spoken	0.551	0.363	0.545	diucapake
spokesman	0.720	0.480	0.611	juru wicara
spokesperson	0.573	0.453	0.615	juru wicara
sponge	0.551	0.192	0.219	Gabus
spongy	0.469	0.324	0.344	spons
sponsor	0.729	0.537	0.800	sponsor
sponsorship	0.854	0.608	0.696	sponsor
spontaneity	0.817	0.698	0.655	spontanitas
spontaneous	0.780	0.578	0.655	spontan
spoof	0.490	0.594	0.381	spoof
spook	0.327	0.887	0.322	ngeri
spooky	0.104	0.858	0.380	medheni
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	sendok
spoonful	0.582	0.208	0.308	spoonful
sporadic	0.333	0.394	0.500	sporadis
spore	0.480	0.408	0.231	spora
sport	0.865	0.700	0.657	olahraga
sporting	0.917	0.656	0.675	olahraga
sports	0.833	0.683	0.587	olahraga
sports car	0.759	0.696	0.669	mobil sport
sportsman	0.755	0.735	0.713	olahragawan
sportsmanship	0.890	0.582	0.694	sportivitas
sportswriter	0.760	0.551	0.566	panulis olahraga
sporty	0.735	0.713	0.648	sportif
spot	0.510	0.180	0.336	titik
spotless	0.792	0.327	0.726	resik
spotlight	0.688	0.353	0.519	sorotan
spotted	0.354	0.472	0.295	kesawang
spotter	0.542	0.491	0.644	pengamat
spotty	0.281	0.606	0.241	jerawatan
spousal	0.656	0.582	0.632	jodho
spouse	0.750	0.600	0.645	jodho
spout	0.438	0.357	0.309	spout
sprain	0.063	0.580	0.384	sprain
sprawl	0.600	0.596	0.672	nyekar
spray	0.438	0.410	0.333	nyemprotake
spread	0.570	0.583	0.651	penyebaran
spreader	0.510	0.480	0.500	panyebar
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	musim semi
springtime	0.837	0.439	0.722	musim semi
sprinkle	0.635	0.404	0.380	sprinkle
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	sprinkling
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	thukul
spruce	0.604	0.288	0.380	cemara
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	spur
spurious	0.178	0.480	0.343	palsu
spurred	0.562	0.684	0.472	spurred
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	telik
squabble	0.173	0.850	0.500	padudon
squad	0.552	0.711	0.806	regu
squadron	0.469	0.686	0.787	skuadron
squall	0.191	0.833	0.655	prahara
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	nyimpang
square	0.509	0.340	0.291	kothak
squash	0.531	0.667	0.410	squash
squat	0.330	0.550	0.453	jongkok
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	ngerik
squeaky	0.229	0.771	0.367	krikil
squeal	0.250	0.731	0.375	njerit
squealer	0.541	0.519	0.330	tukang ngece
squeamish	0.176	0.656	0.453	sregep
squeeze	0.458	0.676	0.532	meres
squeezing	0.260	0.598	0.557	nyesek
squelch	0.271	0.510	0.462	ngempet
squid	0.497	0.398	0.357	cumi-cumi
squint	0.385	0.461	0.452	nglirik
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	nggegirisi
squirrel	0.592	0.358	0.333	bajing
squirt	0.406	0.460	0.255	muncrat
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	nusuk
stabbed	0.031	0.875	0.431	ditusuk
stability	0.812	0.264	0.849	stabilitas
stabilize	0.839	0.427	0.722	nyetabilake
stabilizer	0.688	0.353	0.767	penstabil
stable	0.725	0.204	0.735	stabil
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	tumpukan
stadium	0.635	0.679	0.611	stadion
staff	0.745	0.274	0.627	staf
stag	0.594	0.250	0.389	stag
stage	0.592	0.306	0.473	tataran
stagecoach	0.516	0.519	0.627	kusir
stagehand	0.420	0.684	0.555	panggung
stagger	0.531	0.620	0.458	gumun
staggering	0.520	0.657	0.683	nggumunake
stagnant	0.300	0.500	0.208	stagnant
stagnation	0.276	0.324	0.396	stagnasi
staid	0.385	0.290	0.634	mantep
stain	0.453	0.324	0.264	rereged
stained	0.245	0.460	0.209	diwarnai
stainless	0.594	0.329	0.618	tahan karat
stair	0.375	0.354	0.345	undhak-undhakan
staircase	0.469	0.347	0.440	tangga teparo
stairs	0.510	0.439	0.342	undhak-undhakan
stairway	0.562	0.510	0.407	tangga teparo
stairwell	0.510	0.292	0.333	tangga
stake	0.406	0.608	0.460	stake
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	basi
stalemate	0.296	0.354	0.267	jalan buntu
stalk	0.436	0.272	0.395	stalk
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	kios
stallion	0.628	0.596	0.779	jaran
stalls	0.582	0.378	0.451	warung
stalwart	0.812	0.430	0.691	mantep
stamina	0.664	0.694	0.877	tenogo
stamp	0.438	0.327	0.441	prangko
stampede	0.235	0.875	0.683	stampede
stance	0.604	0.333	0.609	sikap
stand	0.600	0.324	0.509	ngadeg
standard	0.673	0.143	0.605	standar
standardize	0.684	0.353	0.729	standarisasi
standardized	0.610	0.324	0.607	standarisasi
standby	0.260	0.224	0.386	siyaga
standing	0.604	0.317	0.425	ngadeg
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	sudut pandang
standstill	0.441	0.203	0.500	mandeg
standup	0.633	0.583	0.550	ngadeg
stanza	0.612	0.343	0.297	bait
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	pokok
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	lintang
star fruit	0.701	0.433	0.427	woh lintang
starboard	0.531	0.388	0.558	sisih tengen
starch	0.507	0.354	0.312	pati
stardom	0.844	0.786	0.689	lintang
stardust	0.843	0.410	0.549	bledug lintang
stare	0.541	0.430	0.538	mentheleng
starfish	0.680	0.320	0.421	lintang lintang
stargazing	0.802	0.461	0.709	nyawang lintang
staring	0.542	0.306	0.423	mentheleng
stark	0.330	0.630	0.577	kenceng
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	cahyaning lintang
starling	0.500	0.490	0.514	jalak
starry	0.438	0.643	0.434	lintang
stars	0.796	0.521	0.484	lintang
starship	0.740	0.719	0.704	kapal lintang
start	0.684	0.430	0.589	miwiti
starter	0.667	0.461	0.827	wiwitan
startle	0.276	0.817	0.417	ngagetake
startled	0.333	0.865	0.526	kaget
startling	0.750	0.768	0.830	nggumunake
starvation	0.240	0.592	0.284	kaliren
starve	0.073	0.729	0.402	kaliren
starved	0.097	0.689	0.219	kaliren
starving	0.163	0.670	0.336	kaliren
stash	0.344	0.630	0.361	nyimpen
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	negara
stately	0.830	0.728	0.915	megah
statement	0.688	0.608	0.825	pratelan
stateroom	0.653	0.380	0.441	stateroom
stateside	0.643	0.480	0.708	negara bagian
statesman	0.510	0.490	0.736	negarawan
static	0.297	0.250	0.366	statis
staticky	0.357	0.278	0.358	statik
statics	0.542	0.290	0.527	statika
station	0.688	0.367	0.519	stasiun
stationary	0.408	0.240	0.484	stasioner
stationery	0.570	0.120	0.455	alat tulis
statistic	0.508	0.420	0.609	statistik
statistical	0.714	0.353	0.627	statistika
statistician	0.571	0.360	0.703	ahli statistik
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	patung-patung
statue	0.542	0.153	0.570	patung
statuette	0.677	0.433	0.518	patung
stature	0.470	0.353	0.664	dedeg piadeg
status	0.658	0.377	0.588	status
statute	0.592	0.330	0.673	pranatan
statutory	0.510	0.376	0.539	undang-undang
staunch	0.480	0.363	0.833	mantep
stave	0.417	0.333	0.424	ngalang-alangi
stay	0.604	0.275	0.516	tetep
stayaway	0.369	0.284	0.526	adoh
stayed	0.497	0.270	0.395	nginep
stays	0.633	0.363	0.564	tetep
stead	0.551	0.214	0.510	mantep
steadfast	0.771	0.433	0.800	mantep
steady	0.680	0.186	0.763	ajeg
steak	0.625	0.359	0.315	steak
steakhouse	0.802	0.379	0.547	warung steak
steal	0.021	0.856	0.528	nyolong
stealing	0.086	0.913	0.455	nyolong
stealth	0.520	0.270	0.452	siluman
stealthily	0.763	0.294	0.458	siluman
stealthy	0.380	0.363	0.534	siluman
steam	0.469	0.413	0.421	uap
steamboat	0.708	0.500	0.633	steamboat
steamer	0.510	0.442	0.528	kukusan
steaming	0.592	0.553	0.402	ngukus
steamroller	0.396	0.567	0.667	mesin penguap
steamship	0.469	0.490	0.569	kapal uap
steamy	0.479	0.538	0.445	uwab
steel	0.521	0.420	0.714	waja
steep	0.312	0.612	0.321	curam
steeple	0.625	0.519	0.500	menara
steer	0.469	0.490	0.527	mimpin
steering	0.580	0.431	0.660	setir
stellar	0.796	0.580	0.769	lintang
stem	0.615	0.191	0.336	gagang
stench	0.104	0.570	0.298	mambu
stencil	0.500	0.327	0.421	stensil
stenographer	0.510	0.408	0.589	stenographer
step	0.531	0.321	0.347	langkah
stepdaughter	0.510	0.510	0.432	putri tiri
stepfather	0.396	0.491	0.611	bapak tiri
stepmother	0.427	0.530	0.484	ibu tiri
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	langkah
stepson	0.614	0.406	0.480	anak tiri
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoskopik
stereotype	0.151	0.422	0.612	stereotipe
stereotyped	0.375	0.510	0.436	stereotyped
sterile	0.302	0.471	0.291	steril
sterility	0.201	0.519	0.414	sterilitas
sterilize	0.406	0.510	0.520	sterilize
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	buritan
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	godhok
steward	0.633	0.238	0.550	pramugari
stewardess	0.625	0.491	0.491	pramugari
stewardship	0.551	0.440	0.617	stewardship
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	kelet
sticker	0.583	0.306	0.346	stiker
sticking	0.486	0.425	0.356	tancep
stickler	0.385	0.471	0.417	tukang ngepit
stickup	0.453	0.537	0.434	kepleset
sticky	0.385	0.569	0.292	ketan
stiff	0.158	0.459	0.569	kaku
stiffen	0.360	0.582	0.719	kaku
stiffness	0.323	0.500	0.657	kaku
stifle	0.240	0.764	0.427	ngempet
stifled	0.229	0.731	0.193	stifled
stifling	0.163	0.858	0.608	stifling
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stil
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	lair mati
stillborn	0.271	0.519	0.337	lair mati
stillness	0.729	0.125	0.339	sepi
stillwaiting	0.344	0.393	0.420	isih ngenteni
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	stimulan
stimulate	0.792	0.798	0.754	ngrangsang
stimulating	0.740	0.804	0.809	ngrangsang
stimulation	0.708	0.821	0.702	stimulasi
stimulus	0.771	0.779	0.750	rangsang
sting	0.163	0.651	0.373	nyengat
stinger	0.279	0.625	0.508	penyengat
stinging	0.260	0.730	0.459	nyengat
stingy	0.094	0.548	0.283	pelit
stink	0.042	0.481	0.180	mambu
stinker	0.163	0.567	0.275	mambu
stinking	0.041	0.657	0.264	mambu
stinky	0.092	0.558	0.176	mambu
stint	0.490	0.326	0.342	tugas
stipend	0.604	0.546	0.614	stipend
stipulate	0.570	0.546	0.623	netepake
stipulation	0.469	0.622	0.654	pranatan
stir	0.448	0.773	0.453	nglakoake
stirring	0.582	0.702	0.558	aduk
stitch	0.306	0.538	0.357	jahitan
stitching	0.510	0.382	0.345	jahitan
stock	0.594	0.418	0.407	saham
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	pialang saham
stockholder	0.573	0.625	0.716	pemegang saham
stocking	0.594	0.324	0.688	kaos kaki
stockings	0.458	0.365	0.382	kaose sikil
stockpile	0.542	0.315	0.425	tumpukan
stockroom	0.562	0.312	0.406	gudang
stocks	0.573	0.598	0.586	saham
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	nyolong
stolen	0.156	0.646	0.308	dicolong
stomach	0.367	0.402	0.438	weteng
stomachache	0.030	0.745	0.316	lara weteng
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	diidak-idak
stone	0.216	0.183	0.561	watu
stoned	0.177	0.796	0.375	dibenturi watu
stonewall	0.337	0.457	0.655	tembok watu
stoneware	0.458	0.300	0.443	watu watu
stony	0.356	0.494	0.525	watu
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	bangku
stools	0.459	0.382	0.327	bangkekan
stoop	0.490	0.430	0.284	mbungkuk
stoopid	0.280	0.431	0.382	manthuk
stop	0.280	0.510	0.490	mandheg
stopover	0.531	0.327	0.575	persinggahan
stoppage	0.224	0.491	0.445	mandeg
stopper	0.365	0.336	0.390	stopper
stopping	0.388	0.382	0.473	mandheg
stopwatch	0.469	0.521	0.482	stopwatch
storage	0.698	0.406	0.564	Lumbung
store	0.646	0.538	0.407	nyimpen
storefront	0.580	0.217	0.457	toko
storehouse	0.570	0.250	0.491	gudang
storeroom	0.560	0.217	0.588	gudang
storing	0.630	0.378	0.548	nyimpen
storm	0.188	0.940	0.543	prahara
storming	0.265	0.910	0.669	badai
stormy	0.146	0.870	0.562	prahara
story	0.653	0.406	0.704	crita
storybook	0.854	0.306	0.383	buku crita
storyteller	0.730	0.357	0.462	tukang crito
storytelling	0.643	0.375	0.472	crita
stound	0.490	0.473	0.446	ngadeg
stout	0.656	0.657	0.817	gagah
stove	0.466	0.391	0.405	kompor
stow	0.615	0.365	0.523	nyimpen
stowaway	0.224	0.481	0.357	mabur
straddle	0.306	0.550	0.444	ngangkang
straighten	0.677	0.500	0.685	mbenerake
straightforward	0.780	0.150	0.380	terus terang
straightway	0.667	0.444	0.565	langsung
strain	0.190	0.750	0.380	galur
strained	0.122	0.656	0.580	tegang
strait	0.438	0.433	0.412	selat
straitjacket	0.224	0.719	0.579	klambi ketat
straits	0.408	0.269	0.410	selat
strand	0.396	0.406	0.538	untaian
stranded	0.292	0.459	0.219	terdampar
strange	0.314	0.663	0.395	aneh
stranger	0.330	0.449	0.302	wong liyo
strangle	0.094	0.927	0.527	nyekek
strangulation	0.040	0.886	0.542	strangulasi
strap	0.380	0.417	0.382	tali
strapless	0.314	0.462	0.273	tanpa tali
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	strata
strategic	0.786	0.708	0.861	strategis
strategist	0.571	0.594	0.810	ahli strategi
strategy	0.704	0.667	0.858	strategi
stratification	0.531	0.490	0.651	stratifikasi
stratosphere	0.604	0.583	0.636	stratosfer
stratum	0.365	0.307	0.510	lapisan
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	jerami
strawberry	0.833	0.270	0.336	Stroberi
stray	0.133	0.760	0.281	kesasar
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	streak
stream	0.449	0.537	0.559	stream
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	streamline
street	0.594	0.324	0.398	dalan
streetcar	0.390	0.569	0.566	angkot
streetlight	0.673	0.268	0.390	lampu dalan
strength	0.802	0.682	0.858	kekuwatan
strengthen	0.802	0.796	0.971	ngiyataken
strengthening	0.913	0.627	0.945	penguatan
strenuous	0.104	0.660	0.481	abot
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	kaku
stressed	0.167	0.740	0.502	kaku
stresses	0.115	0.817	0.396	kaku
stressfree	0.833	0.080	0.528	bebas stres
stressful	0.153	0.873	0.389	ngepenakke
stressin	0.146	0.810	0.367	stressin
stressing	0.163	0.866	0.462	stressing
stressrelief	0.627	0.417	0.475	nyuda stres
stretch	0.604	0.578	0.500	mulur
stretcher	0.438	0.196	0.295	tandu
stricken	0.163	0.720	0.368	ditabrak
strict	0.500	0.646	0.878	kenceng
stride	0.490	0.670	0.434	langkah
strife	0.344	0.898	0.630	pasulayan
strike	0.271	0.811	0.571	mogok
strikeout	0.316	0.520	0.371	mogok
striker	0.500	0.589	0.696	penyerang
striking	0.357	0.827	0.657	nggegirisi
strikingly	0.690	0.684	0.811	strikingly
string	0.385	0.398	0.445	senar
strings	0.457	0.292	0.355	senar
stringy	0.430	0.510	0.527	senar
strip	0.427	0.500	0.436	ngudani
stripe	0.629	0.302	0.361	belang
striped	0.344	0.373	0.385	belang
stripped	0.255	0.615	0.278	diudani
stripper	0.625	0.848	0.453	tukang telanjang
striptease	0.607	0.918	0.608	striptis
strive	0.582	0.837	0.769	usaha
strobe	0.490	0.633	0.537	strobo
stroke	0.562	0.440	0.570	stroke
stroll	0.745	0.415	0.444	mlaku-mlaku
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	mlaku-mlaku
strong	0.912	0.745	0.895	kuwat
stronghold	0.708	0.636	0.954	benteng
strongly	0.630	0.817	0.885	kuwat
structural	0.582	0.425	0.690	struktural
structure	0.562	0.356	0.712	struktur
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	perjuangan
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	rintisan
stubbed	0.323	0.642	0.241	stubbed
stubble	0.333	0.442	0.264	tunggul
