English Word	Valence	Arousal	Dominance	Tatar Word
teapot	0.479	0.110	0.309	чәйнек
tear	0.404	0.620	0.327	елау
tearful	0.208	0.500	0.184	елый
tearsofjoy	0.926	0.740	0.455	елый
teary	0.167	0.473	0.216	елый
tease	0.317	0.790	0.432	мыскыллау
teaser	0.510	0.558	0.534	тизер
teasing	0.235	0.725	0.352	мыскыллау
teaspoon	0.521	0.330	0.221	чәй кашыгы
teat	0.612	0.469	0.328	чәй
teatime	0.847	0.159	0.339	чәй вакыты
tech	0.684	0.491	0.732	технология
technical	0.510	0.490	0.736	техник
technicality	0.632	0.471	0.661	техник
technician	0.592	0.510	0.713	техник
technique	0.760	0.414	0.593	техника
techno	0.561	0.539	0.500	техно
technological	0.680	0.452	0.815	технологик
technology	0.776	0.490	0.825	технология
ted	0.712	0.453	0.336	тед
teddy bear	0.890	0.170	0.192	хәтфә аю
tedious	0.104	0.406	0.241	зәгыйфь
tedium	0.224	0.331	0.298	урта
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	.әр сүзнең
teen	0.729	0.531	0.568	яшүсмер
teenager	0.781	0.593	0.527	яшүсмер
teens	0.653	0.660	0.440	яшүсмерләр
teensy	0.520	0.427	0.347	яшүсмер
teeny	0.427	0.418	0.216	яшүсмер
teeth	0.520	0.388	0.427	тешләр
teething	0.396	0.471	0.474	.әр сүзнең
teflon	0.354	0.245	0.434	тефлон
telegram	0.561	0.542	0.550	телеграмма
telegraph	0.594	0.423	0.400	телеграф
telekinesis	0.582	0.646	0.667	телекинез
telemetry	0.460	0.382	0.611	телеметрия
telepathic	0.602	0.490	0.642	телепатик
telepathy	0.594	0.510	0.588	телепатия
telephone	0.694	0.520	0.425	телефон
telescope	0.531	0.340	0.500	телескоп
telescopic	0.490	0.290	0.660	телескопик
telethon	0.643	0.641	0.473	телетон
teletype	0.532	0.392	0.455	телетип
televised	0.625	0.519	0.518	телевидение
television	0.633	0.391	0.547	телевидение
tell	0.551	0.350	0.457	әйт
teller	0.500	0.395	0.443	сөйләүче
telling	0.719	0.441	0.527	сөйләү
telltale	0.240	0.663	0.426	әкият
temp	0.490	0.440	0.314	темп
temper	0.633	0.623	0.818	холык
tempera	0.458	0.318	0.245	темпера
temperament	0.420	0.625	0.703	темперамент
temperamental	0.316	0.774	0.608	температур
temperance	0.500	0.294	0.639	температура
temperate	0.469	0.394	0.593	уртача
temperature	0.521	0.559	0.473	температура
tempered	0.583	0.437	0.667	холыклы
tempest	0.245	0.843	0.653	давыл
template	0.479	0.311	0.411	шаблон
temple	0.612	0.269	0.660	гыйбадәтханә
tempo	0.582	0.337	0.500	темп
temporal	0.500	0.413	0.360	вакытлыча
temporarily	0.500	0.365	0.373	вакытлыча
temporary	0.458	0.415	0.324	вакытлыча
tempt	0.210	0.677	0.500	вәсвәсә
temptation	0.365	0.817	0.560	вәсвәсә
tempting	0.615	0.740	0.519	вәсвәсә
temptress	0.427	0.787	0.667	вәсвәсә
ten	0.562	0.260	0.406	ун
tenable	0.741	0.412	0.636	.әр сүзнең
tenacious	0.724	0.658	0.692	.әр сүзнең
tenacity	0.740	0.657	0.889	ныклык
tenancy	0.500	0.458	0.605	аренда
tenant	0.385	0.360	0.398	арендатор
tend	0.604	0.398	0.412	тенденция
tendency	0.684	0.500	0.675	тенденция
tender	0.630	0.520	0.509	тендер
tenderfoot	0.469	0.421	0.438	тендер аяк
tenderness	0.949	0.276	0.367	наз
tending	0.622	0.556	0.594	карау
tendon	0.341	0.271	0.463	таралыш
tenement	0.470	0.384	0.550	фатир
tenet	0.667	0.333	0.636	тенет
tenets	0.734	0.357	0.667	принциплар
tenfold	0.469	0.418	0.500	ун тапкыр
tennis	0.622	0.519	0.431	теннис
tenor	0.587	0.451	0.500	тенор
tense	0.396	0.439	0.655	киеренке
tensile	0.458	0.510	0.618	киеренке
tension	0.304	0.810	0.529	киеренкелек
tent	0.510	0.275	0.333	чатыр
tentacle	0.370	0.559	0.398	чатыр
tentative	0.582	0.657	0.534	сынау
tenth	0.510	0.349	0.382	унынчы
tenths	0.406	0.294	0.284	унынчы
tenuous	0.398	0.263	0.276	tenәр сүзнең
tenure	0.615	0.472	0.611	эш вакыты
tepee	0.500	0.337	0.373	тепи
tepid	0.337	0.327	0.237	тепид
tequila	0.612	0.710	0.536	текилә
teriyaki	0.646	0.449	0.431	терияки
term	0.450	0.255	0.598	термин
terminal	0.316	0.434	0.483	Терминал
terminate	0.171	0.410	0.441	бетү
termination	0.344	0.472	0.545	туктату
terminator	0.370	0.663	0.737	терминатор
terminology	0.612	0.284	0.566	терминология
terminus	0.281	0.382	0.615	терминал
termite	0.265	0.480	0.408	термит
terms	0.490	0.362	0.645	терминнары
tern	0.573	0.365	0.309	терн
ternary	0.550	0.406	0.480	өченче
terrace	0.615	0.269	0.411	террас
terrain	0.540	0.300	0.472	җир
terrestrial	0.542	0.413	0.582	җир өстендә
terrible	0.061	0.849	0.604	коточкыч
terribly	0.061	0.731	0.430	коточкыч
terrier	0.562	0.540	0.431	терьер
terrific	0.859	0.650	0.821	коточкыч
terrified	0.090	0.902	0.387	куркуга
terrifies	0.083	0.923	0.500	курку
terrify	0.052	0.889	0.509	Курку
terrifying	0.031	0.836	0.602	коточкыч
territorial	0.405	0.600	0.766	территориаль
territory	0.625	0.469	0.676	территориясе
terror	0.069	0.902	0.415	террор
terrorism	0.060	0.971	0.673	терроризм
terrorist	0.019	0.930	0.679	террорист
terrorists	0.062	0.967	0.688	террористлар
terrorize	0.041	0.907	0.577	терроризм
terse	0.542	0.393	0.409	терсе
tertiary	0.500	0.350	0.431	өченче
test	0.449	0.500	0.509	тест
testament	0.594	0.420	0.806	васыять
testicle	0.458	0.651	0.410	тест
testicular	0.388	0.680	0.453	тест
testify	0.521	0.650	0.741	шаһитлек бир
testimonial	0.541	0.538	0.750	тасвирлама
testimony	0.615	0.578	0.643	шаһитлек
testosterone	0.573	0.840	0.775	тестостерон
testy	0.135	0.640	0.357	тест
tetanus	0.133	0.577	0.368	тетан
tether	0.323	0.620	0.407	тоташтыру
tethered	0.260	0.472	0.351	тоташтырылган
tetrahedral	0.595	0.468	0.423	тетрадраль
text	0.604	0.157	0.402	текст
textbook	0.622	0.235	0.526	дәреслек
textile	0.604	0.235	0.395	текстиль
textural	0.660	0.296	0.445	текстур
texture	0.615	0.215	0.412	текстурасы
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	рәхмәт
thankful	0.969	0.344	0.714	рәхмәт
thankgod	0.823	0.451	0.466	Аллага шөкер
thanking	0.917	0.538	0.658	рәхмәт
thankless	0.146	0.500	0.497	рәхмәтсез
thanks	0.918	0.472	0.461	рәхмәт
thanksalot	0.908	0.428	0.525	зур рәхмәт
thanksgiving	0.927	0.449	0.637	рәхмәт
thankyougod	0.900	0.446	0.651	рәхмәт
thankyoujesus	0.878	0.406	0.604	рәхмәт
thankyoulord	0.809	0.388	0.466	рәхмәт
thatch	0.337	0.245	0.161	.әр сүзнең
thatmoment	0.667	0.389	0.340	.әр сүзнең
thaumaturgy	0.510	0.546	0.618	Тавматургия
thaw	0.438	0.321	0.327	эретү
theater	0.760	0.635	0.516	театр
theatrical	0.720	0.690	0.546	театраль
theatrics	0.694	0.539	0.486	театр
thebest	0.760	0.596	0.719	иң яхшы
theft	0.135	0.867	0.394	урлау
theism	0.460	0.431	0.481	теизм
theistic	0.397	0.365	0.509	теистик
thelife	0.688	0.566	0.629	тормыш
thelittlethings	0.571	0.240	0.324	.әр сүзнең
theme	0.541	0.176	0.427	тема
theocracy	0.490	0.427	0.722	теократия
theocratic	0.380	0.480	0.605	теократик
theologian	0.521	0.304	0.759	теолог
theological	0.480	0.363	0.683	теологик
theology	0.448	0.330	0.711	теология
theorem	0.500	0.296	0.615	теоремасы
theoretical	0.615	0.270	0.546	теоретик
theory	0.583	0.314	0.529	теория
therapeutic	0.625	0.275	0.680	терапевтик
therapeutics	0.552	0.343	0.625	терапевтика
therapist	0.468	0.430	0.679	терапевт
therapy	0.490	0.353	0.607	терапия
thereabouts	0.427	0.365	0.285	.әр сүзнең
thereof	0.542	0.265	0.281	Аның
therewith	0.462	0.317	0.398	.әр сүзнең
thermal	0.480	0.360	0.509	җылылык
thermocouple	0.406	0.406	0.422	термокупл
thermodynamics	0.510	0.594	0.678	термодинамика
thermometer	0.400	0.327	0.473	термометр
thermos	0.582	0.255	0.328	термос
thermostat	0.439	0.480	0.321	термостат
thesaurus	0.520	0.480	0.509	тезис
thesis	0.583	0.582	0.552	тезис
thick	0.449	0.433	0.596	калын
thicken	0.406	0.398	0.509	калынрак
thickening	0.448	0.355	0.434	калынлашу
thicket	0.385	0.373	0.324	ботак
thickness	0.552	0.370	0.443	калынлыгы
thief	0.088	0.888	0.443	карак
thigh	0.469	0.433	0.588	буын
thimble	0.490	0.192	0.218	түбән
thin	0.469	0.337	0.356	нечкә
thing	0.449	0.222	0.260	нәрсә
things	0.519	0.250	0.368	әйберләр
thingy	0.458	0.312	0.158	әйбәт
think	0.786	0.408	0.618	уйла
thinker	0.706	0.386	0.764	уйлаучы
thinking	0.720	0.308	0.595	уйлау
third	0.551	0.187	0.304	өченче
thirds	0.402	0.327	0.345	өчтән бере
thirst	0.298	0.519	0.307	сусау
thirsty	0.281	0.660	0.310	сусаган
thirteen	0.459	0.385	0.331	унөч
thirteenth	0.408	0.330	0.425	унөченче
thirty	0.562	0.349	0.316	утыз
thistle	0.427	0.423	0.357	куак
thither	0.500	0.270	0.316	анда
thong	0.467	0.596	0.269	тон
thorn	0.296	0.541	0.427	чәнечке
thorny	0.177	0.690	0.500	чәнечкеле
thorough	0.467	0.350	0.558	җентекләп
thoroughbred	0.669	0.740	0.716	нәселле
thoroughfare	0.582	0.481	0.490	юл
thought	0.780	0.315	0.571	- дип уйлады
thoughtful	0.667	0.290	0.527	уйлы
thoughtfulness	0.867	0.269	0.667	уйлану
thoughtless	0.194	0.580	0.452	уйсыз
thoughts	0.745	0.382	0.691	уйлар
thousand	0.663	0.355	0.480	мең
thrash	0.260	0.510	0.472	ташлау
thread	0.646	0.184	0.209	җеп
threat	0.135	0.865	0.667	куркыныч
threaten	0.104	0.958	0.590	куркыт
threatened	0.052	0.928	0.354	куркыттылар
threatening	0.071	0.875	0.652	куркыту
three	0.653	0.225	0.377	өч
threefold	0.521	0.400	0.534	өч тапкыр
threesome	0.490	0.676	0.560	өч
thresh	0.490	0.417	0.500	бусага
threshold	0.531	0.519	0.575	бусага
thrice	0.469	0.442	0.462	өч тапкыр
thrift	0.760	0.217	0.649	акча
thrifty	0.604	0.380	0.676	бишенче
thrill	0.888	0.837	0.711	дулкынлану
thrilled	0.898	0.818	0.807	бик шат
thriller	0.490	0.796	0.645	триллер
thrilling	0.930	0.827	0.782	дулкынландыргыч
thrive	0.948	0.529	0.772	алга кит
thriving	0.865	0.521	0.779	чәчәк ата
throat	0.350	0.538	0.346	тамак
throb	0.500	0.673	0.556	троб
throbbing	0.645	0.808	0.491	ыргыту
throes	0.146	0.760	0.235	.әр сүзнең
throne	0.724	0.606	0.887	тәхет
throng	0.480	0.810	0.706	халык
throttle	0.562	0.804	0.750	троттл
throw	0.344	0.770	0.623	ыргыту
throwback	0.280	0.454	0.356	ташлау
thrower	0.470	0.690	0.717	ыргыту
thrown	0.500	0.550	0.619	ыргытылган
thrush	0.306	0.490	0.454	ыргыту
thrust	0.510	0.647	0.663	ыргыту
thruster	0.698	0.812	0.719	ыргыту
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	карак
thumb	0.673	0.271	0.361	бармак
thumbprint	0.510	0.347	0.451	бармак эзе
thump	0.280	0.792	0.608	ыргыту
thumper	0.354	0.623	0.457	Тампер
thumping	0.214	0.755	0.566	ыргыту
thunder	0.296	0.916	0.526	күк күкрәү
thunderbolt	0.418	0.719	0.642	күк күкрәү
thunderclap	0.390	0.833	0.607	күк күкрәү
thundering	0.337	0.778	0.700	күк күкрәү
thunderstorm	0.135	0.860	0.784	күк күкрәү
thunderstruck	0.194	0.716	0.509	күк күкрәү
thwart	0.281	0.684	0.409	комачаулау
thx	0.562	0.425	0.461	THX
thyme	0.561	0.255	0.325	кымыз
thyroid	0.234	0.455	0.373	калкансыман
tiara	0.719	0.300	0.472	тиара
tibia	0.450	0.302	0.425	тибия
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	басыгыз
ticked	0.469	0.386	0.455	.әр сүзнең
ticker	0.479	0.471	0.509	тикер
ticket	0.684	0.387	0.434	билет
tickle	0.760	0.727	0.342	кычкыру
tickled	0.755	0.707	0.364	кычкырды
ticklish	0.823	0.814	0.345	Тиклиш
tidal	0.592	0.539	0.519	дулкын
tidal wave	0.240	0.894	0.736	дулкын
tidbit	0.552	0.382	0.385	тидбит
tide	0.541	0.556	0.420	дулкын
tidings	0.610	0.510	0.694	хәбәр
tidy	0.760	0.208	0.647	тәртипле
tie	0.663	0.464	0.431	галстук
tier	0.520	0.245	0.560	дәрәҗәсе
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	юлбарыс
tighten	0.388	0.487	0.627	кысу
tightness	0.344	0.606	0.759	тыгызлык
tightrope	0.354	0.653	0.279	тигтроп
tights	0.583	0.343	0.269	колготки
tilde	0.520	0.314	0.321	телде
tile	0.429	0.245	0.348	плитка
tiling	0.600	0.330	0.315	плитка
till	0.490	0.327	0.319	кадәр
tillage	0.552	0.591	0.540	эшкәртү
tiller	0.448	0.410	0.290	теллер
tilt	0.365	0.549	0.463	омтылыш
tilting	0.459	0.384	0.340	иелү
timber	0.332	0.202	0.386	агач
timberland	0.550	0.415	0.571	Тимберланд
timbre	0.460	0.480	0.296	тембр
time	0.604	0.288	0.609	вакыт
timeless	0.408	0.468	0.583	вакытсыз
timeliness	0.760	0.404	0.582	үз вакытында
timely	0.865	0.387	0.591	вакытында
timeout	0.344	0.433	0.322	көтү вакыты бетте
timepiece	0.650	0.279	0.461	срок
timer	0.469	0.433	0.500	таймер
times	0.490	0.279	0.439	тапкыр
timetable	0.561	0.189	0.491	расписаниесе
timewasters	0.391	0.535	0.291	вакыт срокы
timid	0.327	0.276	0.132	оялчан
timidity	0.333	0.358	0.153	оялчанлык
timing	0.521	0.311	0.577	вакыт
tin	0.469	0.370	0.217	калай
tincture	0.440	0.360	0.402	тентура
tine	0.438	0.373	0.284	тина
tinfoil	0.448	0.284	0.311	калай
tinge	0.469	0.292	0.264	тинг
tingle	0.460	0.560	0.264	каушау
tingling	0.427	0.615	0.340	селкенү
tinker	0.396	0.528	0.275	тинкер
tinkering	0.531	0.490	0.448	тинкеринг
tinkle	0.562	0.529	0.356	кабыну
tinkling	0.612	0.530	0.324	кабыну
tinnitus	0.384	0.536	0.411	тиннитус
tinsel	0.663	0.521	0.473	тинсель
tint	0.582	0.292	0.273	тон
tiny	0.479	0.196	0.125	кечкенә
tip	0.708	0.221	0.518	киңәш
tipper	0.427	0.571	0.431	киңәшче
tipster	0.490	0.462	0.490	типстер
tipsy	0.510	0.625	0.570	типси
tiptoe	0.510	0.490	0.407	типто
tirade	0.378	0.587	0.532	тирада
tire	0.438	0.385	0.381	шина
tired	0.125	0.317	0.191	арыган
tiredness	0.387	0.408	0.242	ару
tiredofit	0.300	0.270	0.204	арыган
tireless	0.657	0.750	0.645	армый-талмый
tiresome	0.240	0.542	0.153	арыган
tiring	0.153	0.510	0.176	арыган
tissue	0.558	0.236	0.345	тукыма
tistheseason	0.646	0.548	0.435	.әр сүзнең
tit	0.402	0.539	0.388	тит
titan	0.598	0.653	0.811	титан
titanic	0.427	0.786	0.795	титаник
titanium	0.520	0.470	0.704	титан
tithe	0.507	0.276	0.385	уннан бер
title	0.708	0.356	0.574	исем
titled	0.677	0.240	0.658	исемле
titty	0.561	0.548	0.294	титти
titular	0.704	0.385	0.760	титуллы
toad	0.302	0.452	0.196	палас
toast	0.740	0.382	0.356	тост
toaster	0.542	0.337	0.387	тостер
toasty	0.698	0.461	0.396	тәмле
tobacco	0.327	0.546	0.387	тәмәке
toby	0.427	0.375	0.330	Тоби
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	Бүген
toddler	0.812	0.469	0.368	сабый
toe	0.406	0.221	0.293	бармак
toenail	0.530	0.380	0.306	аяк бармаклары
toffee	0.658	0.510	0.396	кофе
tofu	0.521	0.330	0.283	туфу
toga	0.698	0.393	0.373	тога
together	0.874	0.392	0.658	бергә
togetherness	0.906	0.360	0.635	бердәмлек
toil	0.558	0.510	0.583	хезмәт
toilet	0.490	0.290	0.233	бәдрәф
toils	0.480	0.710	0.482	хезмәт
token	0.510	0.418	0.414	билге
tolerable	0.750	0.350	0.374	чыдамлы
tolerance	0.875	0.206	0.649	толерантлык
tolerant	0.765	0.192	0.618	толерант
tolerate	0.724	0.430	0.588	түзегез
toleration	0.776	0.442	0.727	толерантлык
toll	0.296	0.422	0.453	Югалтулар
tomahawk	0.510	0.642	0.504	томахавк
tomato	0.550	0.183	0.275	помидор
tomatoes	0.615	0.240	0.272	помидор
tomb	0.112	0.500	0.343	кабер
tombstone	0.204	0.441	0.311	кабер ташы
tomcat	0.520	0.412	0.386	томкат
tome	0.429	0.316	0.492	миңа
tomorrow	0.792	0.377	0.407	иртәгә
ton	0.560	0.418	0.604	тон
tone	0.551	0.355	0.411	тон
toner	0.448	0.300	0.368	тонер
tong	0.475	0.480	0.370	тел
tongs	0.500	0.459	0.321	тел
tongue	0.542	0.432	0.482	тел
tonic	0.541	0.360	0.500	тоник
tonnage	0.323	0.382	0.590	тоннаг
tonsils	0.347	0.373	0.283	тоннель
toocold	0.420	0.550	0.379	токолд
tool	0.490	0.350	0.594	корал
toolbox	0.531	0.316	0.472	корал тартмасы
tooling	0.510	0.406	0.634	коралландыру
toomuchtodo	0.420	0.688	0.355	томухтодо
toot	0.500	0.481	0.373	теш
tooth	0.439	0.250	0.367	теш
toothache	0.188	0.853	0.412	теш авыртуы
toothbrush	0.517	0.330	0.321	теш щеткасы
toothed	0.449	0.394	0.352	тешле
toothless	0.312	0.541	0.272	тешсез
toothpaste	0.510	0.290	0.371	теш пастасы
toothpick	0.561	0.216	0.185	теш сайлау
toots	0.552	0.480	0.451	.әр сүзнең
top	0.760	0.400	0.554	өстә
topaz	0.643	0.325	0.384	топаз
topic	0.520	0.276	0.427	тема
topical	0.561	0.340	0.500	актуаль
topless	0.625	0.765	0.414	.әр сүзнең
topographic	0.604	0.378	0.558	топографик
topographical	0.438	0.350	0.538	топографик
