English Word	Valence	Arousal	Dominance	Samoan Word
sleeveless	0.638	0.290	0.200	lima lima
sleigh	0.742	0.551	0.396	faasee
sleight	0.719	0.677	0.379	fa'a'ole'ole
slender	0.812	0.548	0.664	paee
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	tipi
slick	0.388	0.383	0.349	maseesee
slicker	0.727	0.387	0.519	maseesee
slide	0.615	0.435	0.432	fa'ase'e
slider	0.585	0.491	0.518	fa'ase'e
sliding	0.356	0.730	0.491	fa'ase'e
slight	0.521	0.240	0.155	itiiti
slight anticipation	0.562	0.490	0.445	sina fa'atalitali
slight disgust	0.156	0.578	0.318	'ino'ino itiiti
slight surprise	0.677	0.746	0.557	te'i itiiti
slight trust	0.306	0.400	0.245	talitonu itiiti
slightly	0.470	0.274	0.255	itiiti
slightly negative	0.190	0.472	0.259	teisi leaga
slightly positive	0.792	0.480	0.567	fai si lelei
slim	0.562	0.180	0.296	paee
slime	0.300	0.370	0.183	masi
slimy	0.177	0.500	0.309	mafolafola
sling	0.417	0.423	0.404	maata
slingshot	0.323	0.654	0.474	maata
slink	0.460	0.546	0.314	fa'ase'e
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	see
slipper	0.635	0.298	0.245	se'ese'e
slippers	0.573	0.413	0.236	seevae tosotoso
slippery	0.219	0.740	0.343	maseesee
slit	0.406	0.490	0.366	tipi
sliver	0.388	0.347	0.291	sliver
slob	0.275	0.365	0.300	fa'ase'e
slobber	0.350	0.375	0.278	fa'ase'e
slogan	0.550	0.216	0.564	fa'aupuga
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	fa'ase'e
slope	0.347	0.438	0.279	malifa
sloppy	0.303	0.441	0.183	fa'atauva'a
slot	0.469	0.337	0.337	avanoa
sloth	0.198	0.140	0.125	paie
slouch	0.365	0.450	0.328	fa'apa'u
slough	0.265	0.390	0.200	fa'aleaga
slow	0.357	0.073	0.131	telegese
slowly	0.427	0.185	0.295	lemu
slowness	0.302	0.212	0.191	fa'agesegese
sludge	0.354	0.396	0.229	palapala palapala
slug	0.276	0.370	0.160	ma'a
slugger	0.458	0.500	0.518	paie
sluggish	0.224	0.124	0.155	paie
sluice	0.427	0.520	0.365	alāvai
slum	0.292	0.528	0.302	fa'ato'aga
slumber	0.592	0.191	0.426	moe
slump	0.194	0.438	0.130	pa'u
slur	0.115	0.814	0.427	fa'alumaluma
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	slush
slut	0.071	0.808	0.309	tama'ita'i
slutty	0.224	0.810	0.371	slutty
sly	0.573	0.690	0.750	fa'a'ole'ole
smack	0.323	0.662	0.381	tu'i
small	0.542	0.205	0.120	laiti
smaller	0.300	0.310	0.179	laiti
smallest	0.281	0.340	0.129	aupito itiiti
smallpox	0.156	0.583	0.222	ma'i li'o
smart	0.906	0.607	0.923	atamai
smartass	0.364	0.520	0.620	tagata poto
smarten	0.602	0.490	0.551	atamai
smarty	0.673	0.510	0.848	atamai
smash	0.195	0.692	0.530	tu'i
smashed	0.143	0.660	0.256	nuti
smattering	0.448	0.460	0.500	fa'atauva'a
smear	0.230	0.433	0.400	mimilo
smell	0.510	0.520	0.330	manogi
smelling	0.458	0.481	0.349	manogi
smelly	0.100	0.528	0.245	manogi
smelt	0.333	0.441	0.345	sogisogi
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	ataata
smiled	0.949	0.530	0.536	ataata
smiles	0.892	0.606	0.607	ataata
smiley	0.865	0.470	0.571	ataata
smiling	0.981	0.679	0.625	ataata
smirk	0.792	0.596	0.583	ataata
smite	0.303	0.846	0.682	ta
smith	0.677	0.333	0.529	samita
smithereens	0.281	0.561	0.409	ua malepelepe
smitten	0.153	0.760	0.204	taia
smock	0.429	0.250	0.250	ulavale
smog	0.271	0.480	0.382	asu
smoke	0.188	0.500	0.391	asu
smoker	0.208	0.528	0.311	ulaula
smokey	0.494	0.462	0.430	ulaula
smoking	0.176	0.557	0.384	ulaula
smoky	0.459	0.420	0.327	asu
smoldering	0.635	0.781	0.764	mūmū
smooch	0.796	0.731	0.491	fa'afefe
smooth	0.823	0.127	0.281	lamolemole
smoothie	0.806	0.333	0.281	mea suamalie
smoothly	0.821	0.134	0.488	sologa lelei
smoothness	0.833	0.221	0.412	lamolemole
smother	0.292	0.685	0.420	pupuni
smudge	0.327	0.429	0.245	palapalā
smug	0.198	0.552	0.587	fa'atauva'a
smuggle	0.194	0.775	0.570	fa'anana
smuggler	0.062	0.867	0.645	tagata faanana
smuggling	0.229	0.783	0.510	fa'anana
smut	0.357	0.360	0.349	ulavale
snack	0.646	0.407	0.345	mea'ai
snacks	0.781	0.480	0.306	mea'ai
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	mailei
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	sisi
snake	0.276	0.750	0.549	gata
snakes	0.176	0.662	0.606	gata
snakeskin	0.276	0.696	0.391	pa'u gata
snap	0.344	0.517	0.352	mailei
snapper	0.417	0.429	0.245	maunu
snappy	0.573	0.592	0.418	mata'utia
snapshot	0.573	0.578	0.588	ata
snare	0.229	0.850	0.466	mailei
snarl	0.430	0.787	0.455	uē
snarling	0.312	0.704	0.491	fa'afefete
snatch	0.219	0.861	0.691	fao
snatcher	0.122	0.867	0.563	faomea
snazzy	0.735	0.370	0.660	snazzy
sneak	0.281	0.745	0.449	sola
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	sneakers
sneaking	0.203	0.755	0.545	fa'afefe
sneaky	0.240	0.740	0.560	taufaavalea
sneer	0.133	0.755	0.345	tauemu
sneeze	0.271	0.442	0.336	mafatua
sneezing	0.434	0.570	0.345	mafatua
snicker	0.708	0.693	0.409	talie
snide	0.186	0.723	0.455	ulavale
sniff	0.396	0.500	0.318	sogisogi
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	fana
sniper	0.167	0.870	0.853	fana fana
snippet	0.612	0.410	0.368	snippet
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	snitch
snob	0.296	0.520	0.309	fa'atauva'a
snoop	0.134	0.740	0.434	matamata
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	fa'afefe
snooze	0.235	0.357	0.282	moe
snore	0.245	0.610	0.481	taagulu
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	manava
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	maafu
snout	0.276	0.385	0.241	isumu
snow	0.667	0.363	0.309	kiona
snowball	0.717	0.444	0.321	polo kiona
snowboard	0.663	0.680	0.511	laupapa kiona
snowboarder	0.719	0.754	0.545	tagata fai kiona
snowday	0.602	0.500	0.440	aso kiona
snowfall	0.675	0.280	0.455	kiona
snowflake	0.748	0.192	0.260	fasi kiona
snowing	0.586	0.490	0.387	kiona
snowmageddon	0.375	0.575	0.472	kiona
snowman	0.776	0.291	0.323	tagata kiona
snowplow	0.449	0.480	0.493	suotosina kiona
snowstorm	0.204	0.833	0.629	afa kiona
snowy	0.656	0.304	0.357	kiona
snub	0.229	0.412	0.228	fa'atauva'a
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	manava
snug	0.867	0.173	0.500	fa'alelei
snuggle	0.781	0.390	0.350	fa'asusu
snuggled	0.552	0.439	0.314	faapupuu
snuggles	0.670	0.340	0.287	faapupuu
snuggling	0.683	0.585	0.373	fa'asusu
soak	0.480	0.370	0.240	fa'asusu
soaked	0.365	0.462	0.358	susu
soaking	0.438	0.324	0.375	susu
soangry	0.327	0.650	0.482	fa'anoanoa
soannoyed	0.271	0.529	0.426	ua ita tele
soap	0.531	0.163	0.311	fasimoli
soapbox	0.500	0.415	0.393	pusa fasimoli
soapy	0.552	0.373	0.355	fasimoli
soar	0.790	0.740	0.718	lele
soaring	0.708	0.704	0.650	lele
sob	0.115	0.480	0.212	masusu
sober	0.729	0.216	0.568	faautauta
soblessed	0.542	0.395	0.287	fa'anoanoa
sobriety	0.680	0.310	0.583	fa'atotonugalemu
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	soka
sociable	0.854	0.459	0.627	fegalegaleai
social	0.806	0.370	0.614	agafesootai
socialanxiety	0.270	0.588	0.426	popolega lautele
socialism	0.510	0.500	0.560	fa'aagafesootai
socialist	0.448	0.400	0.543	fa'aagafesootai
socialite	0.684	0.668	0.570	agafesootai
socialize	0.907	0.683	0.726	fegalegaleai
society	0.674	0.464	0.782	sosaiete
sociology	0.615	0.439	0.694	sociology
sociopath	0.104	0.863	0.439	sociopath
sock	0.500	0.167	0.290	totini
socket	0.583	0.469	0.377	fa'amau
sod	0.427	0.383	0.333	palapala
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	soda/pop
sodding	0.240	0.500	0.400	fa'asusu
sodium	0.490	0.340	0.291	sodium
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	malu
softball	0.735	0.630	0.518	sofipolo
soften	0.694	0.194	0.392	faamalulu
softener	0.745	0.300	0.373	fa'amalulu
softening	0.700	0.255	0.361	faamaluluina
softly	0.517	0.206	0.304	lemu
softness	0.875	0.086	0.402	mālū
software	0.561	0.280	0.570	polokalame
soggy	0.312	0.350	0.241	susu
sohappy	0.949	0.673	0.681	fiafia
soil	0.350	0.180	0.356	eleele
soiled	0.106	0.529	0.213	eleelea
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	aumau
solace	0.776	0.294	0.453	fa'amafanafanaga
solar	0.622	0.452	0.645	la
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solder
soldering	0.573	0.536	0.538	fa'amauina
soldier	0.392	0.708	0.768	fitafita
sole	0.427	0.194	0.279	na'o
solemn	0.708	0.370	0.709	mamalu
solicit	0.620	0.490	0.604	ole atu
solicitation	0.612	0.519	0.415	talosaga
solicitor	0.600	0.479	0.802	loia
solid	0.667	0.304	0.763	mautu
solidarity	0.792	0.407	0.781	lotogatasi
solidification	0.480	0.500	0.827	fa'amausaliina
solidified	0.633	0.415	0.745	fa'amausaliina
solidify	0.583	0.318	0.754	fa'amausali
solidity	0.745	0.444	0.850	mautu
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	nofo toatasi
solitude	0.208	0.226	0.358	nofo to'atasi
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	solubility
soluble	0.542	0.272	0.409	solu
solucky	0.573	0.529	0.615	solucky
solution	0.790	0.339	0.664	fofo
solve	0.656	0.530	0.688	fofo
solvency	0.604	0.296	0.605	solvency
solvent	0.635	0.316	0.573	solvent
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatic
somber	0.184	0.500	0.380	fa'anoanoa
some anticipation	0.423	0.482	0.472	nisi fa'amoemoe
some disgust	0.094	0.657	0.321	nisi o le inoino
some surprise	0.827	0.849	0.500	o se mea e ofo ai
some trust	0.594	0.451	0.547	nisi faatuatuaina
somersault	0.214	0.769	0.519	fa'asagatau
somethingigetalot	0.573	0.567	0.509	meaigetalot
somewhat negative	0.208	0.480	0.150	fai si leaga
somewhat positive	0.920	0.510	0.667	fai si lelei
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	atali'i
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	fa'anoanoa
song	0.854	0.413	0.500	pese
songwriter	0.844	0.558	0.713	faipese
sonic	0.594	0.500	0.481	sonika
sonice	0.500	0.356	0.421	sonice
sonnet	0.718	0.294	0.404	soneta
sonorous	0.646	0.580	0.442	fa'alogona
soot	0.375	0.328	0.292	soot
soothe	0.817	0.194	0.412	fa'afilemu
soothing	0.625	0.179	0.519	fa'afilemu
sophisticated	0.865	0.481	0.845	atamai
sophistication	0.792	0.472	0.704	atamai
sophomore	0.653	0.415	0.427	lona lua
sopissed	0.276	0.577	0.433	fa'anoanoa
soppy	0.510	0.355	0.297	susu
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	taulāitu
sorcery	0.279	0.740	0.640	fa'ataulāitu
sordid	0.219	0.555	0.447	leaga
sore	0.094	0.650	0.224	tiga
soready	0.622	0.500	0.545	tiga
sorely	0.284	0.727	0.370	tigaina
soreness	0.113	0.843	0.302	tiga
sorghum	0.469	0.358	0.420	sorghum
sorority	0.635	0.637	0.627	sorority
sorrow	0.052	0.235	0.164	faanoanoaga
sorrowful	0.049	0.422	0.163	faanoanoa
sorry	0.406	0.362	0.212	malie
sort	0.673	0.389	0.674	fa'avasega
sorter	0.594	0.412	0.823	fa'avasega
sortie	0.490	0.450	0.311	fa'avasega
sorting	0.469	0.400	0.642	fa'avasega
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	fefeu
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	solow
sostressed	0.435	0.481	0.578	mafatia
sosweet	0.755	0.354	0.417	suamalie tele
sothankful	0.729	0.526	0.418	faafetai
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	agaga
soulful	0.755	0.331	0.500	agaga
soulless	0.125	0.591	0.400	leai se agaga
soulmate	0.890	0.500	0.628	agaga
sound	0.765	0.623	0.398	leo
sounding	0.690	0.500	0.558	leo
soundness	0.780	0.377	0.893	lelei
soundproof	0.490	0.390	0.409	fa'alogo
soundtrack	0.630	0.559	0.518	lipine lipine
soup	0.602	0.245	0.269	supa
sour	0.276	0.594	0.373	oona
source	0.740	0.318	0.684	puna
sourpuss	0.188	0.620	0.382	sourpuss
south	0.562	0.265	0.429	saute
southbound	0.510	0.370	0.395	aga'i i saute
southeast	0.510	0.283	0.413	sautesasae
southern	0.552	0.269	0.370	i saute
southpaw	0.542	0.389	0.404	sau'u
southwest	0.406	0.314	0.355	i saute sisifo
souvenir	0.844	0.311	0.466	faamanatu
sovereign	0.698	0.500	0.885	pule silisili ese
sovereignty	0.719	0.529	0.886	pule silisili ese
soviet	0.347	0.580	0.536	soviet
sow	0.667	0.430	0.446	lulu
soy	0.438	0.250	0.286	soya
soy sauce	0.573	0.382	0.318	sosi sosi
soybean	0.521	0.250	0.293	soya
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	avanoa
spacecraft	0.646	0.698	0.680	va'alele
spaceman	0.688	0.577	0.848	tagata vateatea
spaceship	0.643	0.781	0.664	va'a va'alele
spacing	0.621	0.425	0.507	avanoa
spacious	0.880	0.365	0.557	vateatea
spade	0.469	0.667	0.529	suo
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammers
span	0.521	0.330	0.528	aga
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spanielu
spank	0.112	0.882	0.642	sasa
spanking	0.194	0.736	0.392	sasa
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	faasao
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	fa'aitiitiga
spark	0.688	0.745	0.529	aloiafi
sparkle	0.819	0.765	0.510	fe'ilafi
sparkling	0.700	0.418	0.598	feilafi
sparkly	0.885	0.590	0.726	fe'ilafi
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	manu iti
sparse	0.240	0.367	0.209	fa'atauva'a
spasm	0.194	0.594	0.366	fa'ama'i
spastic	0.240	0.541	0.491	spastic
spat	0.427	0.413	0.309	feanu
spatial	0.604	0.625	0.645	fa'afanua
spatter	0.292	0.630	0.315	sausau
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	fua
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	tautala
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	failauga
speakerphone	0.531	0.569	0.560	telefoni feaveai
speaking	0.753	0.590	0.575	tautala
spear	0.510	0.601	0.500	tao
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	fa'apitoa
specialist	0.760	0.562	0.877	fa'apitoa
speciality	0.854	0.470	0.885	fa'apitoa
specialize	0.776	0.540	0.861	fa'apitoa
specially	0.847	0.398	0.714	aemaise
specialty	0.724	0.479	0.783	fa'apitoa
specie	0.583	0.471	0.650	ituaiga
species	0.561	0.330	0.645	ituaiga
specific	0.656	0.388	0.691	patino
specification	0.552	0.479	0.602	fa'amatalaga
specify	0.656	0.405	0.600	faamaoti
specimen	0.531	0.444	0.568	fa'ata'ita'iga
speck	0.418	0.245	0.343	fasimea
speckled	0.449	0.263	0.254	ilaila
specs	0.540	0.398	0.618	fa'amatalaga
spectacle	0.812	0.745	0.762	matamataga
spectacles	0.816	0.775	0.648	matamata
spectacular	0.947	0.740	0.887	mata'ina
spectator	0.694	0.560	0.667	tagata matamata
specter	0.265	0.723	0.540	mata'utia
spectral	0.430	0.667	0.500	mata'ina
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	spectroscopy
spectrum	0.312	0.700	0.527	alaleo
speculate	0.398	0.602	0.553	taumatemate
speculation	0.325	0.683	0.394	taumatematega
speculative	0.276	0.591	0.464	taumatematega
speculum	0.417	0.469	0.433	speculum
speech	0.656	0.470	0.688	tautalaga
speechless	0.459	0.320	0.315	le tautala
speed	0.719	0.849	0.658	saoasaoa
speedboat	0.635	0.858	0.612	va'a saoasaoa
speedily	0.688	0.740	0.665	vave
speeding	0.438	0.908	0.645	saoasaoa
speedometer	0.427	0.549	0.579	fua saosaoa
speedway	0.667	0.519	0.416	ala saosaoa
speedy	0.625	0.625	0.793	vave
spell	0.385	0.380	0.368	sipela
spellbound	0.531	0.647	0.387	maofa
spelling	0.594	0.357	0.398	sipelaga
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	fa'aalu
spender	0.312	0.692	0.377	tagata fa'aalu
spending	0.333	0.556	0.330	tupe faaalu
spent	0.296	0.296	0.263	faaalu
sperm	0.396	0.706	0.453	sua
spew	0.260	0.651	0.573	luai
sphere	0.633	0.277	0.500	li'o
spherical	0.550	0.308	0.500	lapotopoto
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	mea manogi
spice	0.594	0.439	0.384	mea manogi
spicy	0.440	0.733	0.610	vevela
spider	0.229	0.569	0.430	apogaleveleve
spiders	0.260	0.696	0.368	apogaleveleve
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	tui
spike	0.382	0.510	0.408	tui
spiked	0.281	0.613	0.407	tui
spiky	0.284	0.657	0.587	mata'utia
spill	0.408	0.633	0.456	masaa
spillin	0.375	0.500	0.362	sasaa
spin	0.551	0.422	0.345	vili
spinach	0.583	0.200	0.368	sipuni
spinal	0.312	0.491	0.296	tula'au
spindle	0.552	0.410	0.360	milo
spine	0.495	0.461	0.600	ivitū
spineless	0.344	0.387	0.321	leai se tui
spinner	0.458	0.593	0.471	mea faataavili
spinning	0.594	0.610	0.481	vilivili
spinster	0.357	0.368	0.345	faimeamea
spiny	0.167	0.639	0.528	tui
spiral	0.490	0.624	0.361	ta'amilomilo
spire	0.354	0.358	0.389	tumutumu
spirit	0.786	0.370	0.621	agaga
spirited	0.854	0.587	0.734	agaga
spirits	0.583	0.847	0.545	agaga
spiritual	0.938	0.327	0.564	faaleagaga
spirituality	0.865	0.281	0.667	faaleagaga
spit	0.149	0.545	0.436	feanu
spite	0.080	0.600	0.317	fa'anoanoa
spiteful	0.073	0.710	0.330	loto ita
spitfire	0.233	0.623	0.566	afi feanu
spittoon	0.276	0.426	0.280	feanu
splash	0.521	0.412	0.281	sausau
splat	0.510	0.433	0.385	sausau
splatter	0.312	0.596	0.352	patipati
spleen	0.448	0.255	0.396	totoa
splendid	0.896	0.740	0.810	matagofie
splendor	0.927	0.612	0.850	mamalu
splice	0.386	0.460	0.377	so'oga
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	malei
splinter	0.136	0.422	0.325	mavaevae
split	0.344	0.618	0.410	vaeluaina
splitting	0.188	0.598	0.375	vaeluaga
splurge	0.365	0.481	0.542	fa'atauva'a
spoil	0.146	0.723	0.328	fa'aleagaina
spoiler	0.347	0.527	0.380	fa'aleaga
spoiling	0.135	0.678	0.306	fa'aleagaina
spoils	0.388	0.760	0.481	vete
spoke	0.635	0.433	0.483	tautala
spoken	0.551	0.363	0.545	tautalagia
spokesman	0.720	0.480	0.611	fofoga fetalai
spokesperson	0.573	0.453	0.615	fofoga fetalai
sponge	0.551	0.192	0.219	omomi
spongy	0.469	0.324	0.344	omomi
sponsor	0.729	0.537	0.800	lagolago
sponsorship	0.854	0.608	0.696	lagolago
spontaneity	0.817	0.698	0.655	tuufua
spontaneous	0.780	0.578	0.655	tuufua
spoof	0.490	0.594	0.381	pepelo
spook	0.327	0.887	0.322	mata'utia
spooky	0.104	0.858	0.380	mata'utia
spool	0.397	0.389	0.312	ta'amilosaga
spoon	0.479	0.236	0.259	sipuni
spoonful	0.582	0.208	0.308	sipuni
sporadic	0.333	0.394	0.500	fa'alētuu
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	taaloga
sporting	0.917	0.656	0.675	ta'aloga
sports	0.833	0.683	0.587	taaloga
sports car	0.759	0.696	0.669	ta'avale ta'aloga
sportsman	0.755	0.735	0.713	tagata taalo
sportsmanship	0.890	0.582	0.694	ta'aloga
sportswriter	0.760	0.551	0.566	tusitala ta'aloga
sporty	0.735	0.713	0.648	ta'aloga
spot	0.510	0.180	0.336	mata'utia
spotless	0.792	0.327	0.726	lē ponā
spotlight	0.688	0.353	0.519	fa'amalama
spotted	0.354	0.472	0.295	iloatino
spotter	0.542	0.491	0.644	va'ai
spotty	0.281	0.606	0.241	pisipisia
spousal	0.656	0.582	0.632	taitoalua
spouse	0.750	0.600	0.645	to'alua
spout	0.438	0.357	0.309	gutu
sprain	0.063	0.580	0.384	tui
sprawl	0.600	0.596	0.672	ta'ape
spray	0.438	0.410	0.333	fa'afefe
spread	0.570	0.583	0.651	fa'asalalau
spreader	0.510	0.480	0.500	fa'asalalau
spree	0.564	0.663	0.474	fa'afiafiaga
spring	0.837	0.370	0.481	tautotogo
springtime	0.837	0.439	0.722	tautotogo
sprinkle	0.635	0.404	0.380	sausau
sprinkler	0.510	0.434	0.473	sausau
sprinkling	0.677	0.510	0.466	sausau
sprint	0.549	0.649	0.528	tamo'e
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	totogo
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	mata'utia
spunky	0.646	0.879	0.755	mata'utia
spur	0.378	0.545	0.340	fa'aoso
spurious	0.178	0.480	0.343	pepelo
spurred	0.562	0.684	0.472	fa'aoso
spurt	0.448	0.550	0.475	osooso
spy	0.260	0.686	0.530	sipai
squabble	0.173	0.850	0.500	misa
squad	0.552	0.711	0.806	'au
squadron	0.469	0.686	0.787	squadron
squall	0.191	0.833	0.655	afa
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	faama'imau
square	0.509	0.340	0.291	sikuea
squash	0.531	0.667	0.410	maukati
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	tagata fa'atauva'a
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	fa'atete'e
squeak	0.271	0.679	0.300	ma'i'i
squeaky	0.229	0.771	0.367	ma'i'i
squeal	0.250	0.731	0.375	tagi
squealer	0.541	0.519	0.330	fa'ata'i
squeamish	0.176	0.656	0.453	mata'utia
squeeze	0.458	0.676	0.532	oomi
squeezing	0.260	0.598	0.557	oomi
squelch	0.271	0.510	0.462	tineia
squid	0.497	0.398	0.357	so'e
squint	0.385	0.461	0.452	mata'imata
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	fe'ai
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	sasau
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	tui
stabbed	0.031	0.875	0.431	tui
stability	0.812	0.264	0.849	mautu
stabilize	0.839	0.427	0.722	mautu
stabilizer	0.688	0.353	0.767	fa'amautu
stable	0.725	0.204	0.735	fale mautu
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	faaputuga
stadium	0.635	0.679	0.611	malae taalo
staff	0.745	0.274	0.627	aufaigaluega
stag	0.594	0.250	0.389	seta
stage	0.592	0.306	0.473	tulaga
stagecoach	0.516	0.519	0.627	taavale solofanua
stagehand	0.420	0.684	0.555	lima tulaga
stagger	0.531	0.620	0.458	tautevateva
staggering	0.520	0.657	0.683	fa'ate'ia
stagnant	0.300	0.500	0.208	fa'aletonu
stagnation	0.276	0.324	0.396	fa'aletonu
staid	0.385	0.290	0.634	mautu
stain	0.453	0.324	0.264	pisia
stained	0.245	0.460	0.209	pisia
stainless	0.594	0.329	0.618	uamea
stair	0.375	0.354	0.345	faasitepu
staircase	0.469	0.347	0.440	faasitepu
stairs	0.510	0.439	0.342	faasitepu
stairway	0.562	0.510	0.407	faasitepu
stairwell	0.510	0.292	0.333	faasitepu
stake	0.406	0.608	0.460	siteki
stakeout	0.344	0.546	0.600	mata'itu
stale	0.235	0.461	0.286	tuai
stalemate	0.296	0.354	0.267	fa'aletonu
stalk	0.436	0.272	0.395	la'au
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	fa'atau
stallion	0.628	0.596	0.779	solofanua solofanua
stalls	0.582	0.378	0.451	faleoloa
stalwart	0.812	0.430	0.691	tutumau
stamina	0.664	0.694	0.877	malosi
stamp	0.438	0.327	0.441	fa'ailoga
stampede	0.235	0.875	0.683	fa'asagatau
stance	0.604	0.333	0.609	tulaga
stand	0.600	0.324	0.509	tutu
standard	0.673	0.143	0.605	tulaga faatonuina
standardize	0.684	0.353	0.729	faalaugatasia
standardized	0.610	0.324	0.607	fa'asalaina
standby	0.260	0.224	0.386	faatali mai
standing	0.604	0.317	0.425	tutu
standoff	0.333	0.840	0.558	fa'asagatau
standpoint	0.585	0.388	0.652	tulaga
standstill	0.441	0.203	0.500	tutu
standup	0.633	0.583	0.550	tu i luga
stanza	0.612	0.343	0.297	fuaiupu
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	mea'ai
stapler	0.370	0.264	0.394	mea fa'amau
star	0.833	0.418	0.560	fetu
star fruit	0.701	0.433	0.427	fua fetū
starboard	0.531	0.388	0.558	pito i luma
starch	0.507	0.354	0.312	masoa
stardom	0.844	0.786	0.689	ta'uta'ua
stardust	0.843	0.410	0.549	efuefu fetu
stare	0.541	0.430	0.538	sioa
starfish	0.680	0.320	0.421	i'a fetu
stargazing	0.802	0.461	0.709	va'ai fetu
staring	0.542	0.306	0.423	sioa
stark	0.330	0.630	0.577	matua'i
starlet	0.806	0.471	0.587	tama'ita'i
starlight	0.908	0.368	0.611	malamalama fetu
starling	0.500	0.490	0.514	fetu
starry	0.438	0.643	0.434	fetū
stars	0.796	0.521	0.484	fetu
starship	0.740	0.719	0.704	va'a fetu
start	0.684	0.430	0.589	amata
starter	0.667	0.461	0.827	amata
startle	0.276	0.817	0.417	faate'ia
startled	0.333	0.865	0.526	te'i
startling	0.750	0.768	0.830	fa'ate'ia
starvation	0.240	0.592	0.284	matelaina
starve	0.073	0.729	0.402	matelaina
starved	0.097	0.689	0.219	matelaina
starving	0.163	0.670	0.336	matelaina
stash	0.344	0.630	0.361	teu
