English Word	Valence	Arousal	Dominance	Maori Word
reconcile	0.760	0.470	0.625	hohou
reconciliation	0.896	0.570	0.604	te houhanga rongo
reconfigure	0.429	0.500	0.658	whirihora ano
reconnaissance	0.729	0.604	0.712	titirohanga
reconnect	0.630	0.548	0.667	hono ano
reconsider	0.448	0.442	0.582	whakaaro ano
reconsideration	0.531	0.459	0.611	te whakaaro ano
reconstitution	0.587	0.461	0.783	whakatikatika
reconstruct	0.740	0.618	0.718	hanga hou
reconstruction	0.625	0.719	0.667	hanga hou
reconstructive	0.596	0.444	0.722	hanga hou
reconvene	0.490	0.529	0.560	hui ano
record	0.552	0.421	0.500	rekoata
recorder	0.551	0.374	0.481	kaiwhakamahara
recording	0.573	0.537	0.474	tuhi
recount	0.479	0.402	0.509	korero
recoup	0.719	0.422	0.575	utu
recourse	0.402	0.337	0.598	whaiwhakaaro
recover	0.918	0.510	0.647	whakaora
recoverable	0.780	0.388	0.709	ka taea te whakahoki
recovery	0.781	0.402	0.737	whakaora
recreate	0.724	0.545	0.616	hanga ano
recreation	0.909	0.632	0.660	whakangahau
recreational	0.896	0.686	0.479	whakangahau
recruit	0.551	0.654	0.633	kimi
recruiter	0.662	0.630	0.690	kaikawe
recruiting	0.448	0.787	0.693	te kimi mahi
recruitment	0.479	0.645	0.591	kimi mahi
recruits	0.396	0.653	0.593	nga kaimahi
rectal	0.344	0.618	0.410	poupou
rectangle	0.479	0.225	0.438	tapawhā hāngai
rectangular	0.438	0.240	0.307	tapawhā
rectification	0.449	0.560	0.695	whakatikatika
rectify	0.625	0.480	0.634	whakatika
rector	0.458	0.406	0.862	Rector
rectory	0.490	0.373	0.704	rehitatanga
rectum	0.438	0.443	0.491	tōu
recumbent	0.429	0.370	0.352	takoto
recuperation	0.688	0.418	0.500	whakaora
recur	0.479	0.500	0.416	hohou
recurrence	0.490	0.538	0.615	hohoutanga
recurrent	0.552	0.500	0.561	hohou
recurring	0.370	0.560	0.445	e hoki ana
recursion	0.312	0.580	0.543	whakamuri
recursive	0.459	0.590	0.561	recursive
recursively	0.427	0.519	0.618	whakamuri
recycle	0.521	0.392	0.526	hangarua
recycled	0.561	0.316	0.409	hangarua
recycling	0.552	0.320	0.509	hangarua
red	0.427	0.385	0.377	whero
reddish	0.521	0.337	0.328	wherowhero
redecorate	0.602	0.444	0.490	whakapaipai ano
redeem	0.633	0.469	0.491	hokona
redeemed	0.625	0.378	0.434	hokona
redemption	0.376	0.408	0.545	whakaoranga
redesign	0.622	0.460	0.396	hoahoa hou
redhead	0.677	0.549	0.518	makawe whero
redheaded	0.510	0.520	0.428	mahunga whero
redirect	0.469	0.360	0.648	anga whakamua
redneck	0.401	0.500	0.348	kaki whero
redness	0.151	0.470	0.417	te whero
redo	0.481	0.500	0.535	mahi ano
redress	0.677	0.558	0.649	whakatika hapa
reduce	0.219	0.304	0.336	whakaiti
reduced	0.229	0.365	0.204	whakaheke
reduction	0.365	0.382	0.240	whakahekenga
redundancy	0.316	0.262	0.589	tohenga
redundant	0.210	0.500	0.527	nui
redwood	0.592	0.350	0.443	rakau whero
reed	0.490	0.350	0.307	kakaho
reef	0.583	0.490	0.456	ākau
reefer	0.500	0.453	0.421	reerere
reefs	0.531	0.471	0.455	ākau
reek	0.177	0.480	0.311	kakara
reel	0.449	0.332	0.395	hurori
reelection	0.541	0.673	0.681	pōtitanga anō
reeling	0.327	0.542	0.267	hurorirori
reenactment	0.771	0.592	0.768	whakaari
reentry	0.604	0.449	0.500	urunga ano
reestablish	0.635	0.490	0.692	whakaara ano
ref	0.469	0.380	0.368	ref
refer	0.506	0.358	0.558	tohutoro
referee	0.531	0.644	0.778	kaiwawao
reference	0.633	0.312	0.595	tohutoro
referendum	0.510	0.469	0.643	tāpaetanga pōti
referral	0.694	0.314	0.603	tohutoro
refill	0.670	0.400	0.464	whakakī anō
refine	0.653	0.460	0.640	whakamahine
refined	0.850	0.430	0.653	parahia
refinement	0.719	0.387	0.709	te whakamahine
refinery	0.646	0.444	0.565	hanga parapara
refining	0.694	0.466	0.664	te whakamahine
refit	0.500	0.577	0.506	whakatikatika
reflect	0.698	0.342	0.472	whakaata
reflecting	0.590	0.408	0.471	whakaata
reflection	0.710	0.500	0.528	whakaata
reflective	0.656	0.292	0.735	whakaata
reflector	0.479	0.510	0.500	whakaata
reflex	0.583	0.460	0.538	whakaata
reflux	0.281	0.559	0.347	rewharewha
reform	0.531	0.490	0.797	whakahounga
reformation	0.809	0.500	0.558	whakahounga
reformer	0.562	0.569	0.905	kaiwhakahou
refraction	0.388	0.471	0.526	hurihanga
refractor	0.510	0.541	0.433	whakaahuru
refractory	0.520	0.357	0.588	whakakeke
refrain	0.314	0.373	0.277	karo
refraining	0.418	0.453	0.404	te aukati
refresh	0.719	0.640	0.689	whakamau
refreshed	0.910	0.377	0.480	tāmata
refreshing	0.936	0.520	0.571	whakahauora
refreshment	0.667	0.410	0.352	whakamahana
refrigerate	0.635	0.357	0.457	whakamatao
refrigeration	0.735	0.392	0.500	whakamatao
refrigerator	0.677	0.260	0.391	pouaka whakamātao
refuel	0.592	0.445	0.500	whakakini
refuge	0.640	0.238	0.481	whakaruruhau
refugee	0.379	0.607	0.327	rerenga
refund	0.541	0.528	0.430	whakahoki
refurbish	0.656	0.633	0.541	whakahou
refusal	0.052	0.610	0.321	whakahē
refuse	0.180	0.520	0.331	paopao
refused	0.163	0.475	0.188	karekau
refusing	0.143	0.670	0.203	te whakakore
refutation	0.312	0.726	0.566	whakahē
refute	0.312	0.731	0.583	whakahē
regain	0.729	0.520	0.759	hoki mai
regal	0.643	0.459	0.556	rangatira
regalia	0.760	0.441	0.556	reera
regard	0.802	0.336	0.809	whakaaro
regatta	0.740	0.471	0.435	reeti
regency	0.520	0.472	0.630	rohe
regenerate	0.782	0.607	0.767	whakahou
regeneration	0.760	0.640	0.845	whakahounga
regent	0.680	0.529	0.675	regent
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	tikanga
regimen	0.428	0.538	0.840	tikanga
regiment	0.469	0.722	0.755	reimana
regimental	0.292	0.637	0.817	reimana
region	0.540	0.295	0.712	rohe
regional	0.620	0.400	0.607	rohe
regionalism	0.640	0.500	0.773	roherohe
register	0.490	0.412	0.654	rehita
registrar	0.599	0.537	0.574	kairēhita
registration	0.622	0.396	0.574	rehitatanga
registry	0.573	0.320	0.583	rehita
regress	0.255	0.442	0.300	whakamuri
regression	0.312	0.500	0.324	whakamuri
regressive	0.302	0.434	0.363	whakamuri
regret	0.230	0.623	0.331	pouri
regretful	0.167	0.480	0.188	pouri
regrettable	0.104	0.374	0.245	pouri
regretted	0.352	0.540	0.368	pouri
regretting	0.255	0.567	0.273	pouri
regroup	0.633	0.602	0.797	whakahuihui
regular	0.435	0.188	0.558	auau
regularity	0.663	0.337	0.585	auau
regulars	0.729	0.327	0.508	auau
regulate	0.510	0.275	0.481	whakahaere
regulated	0.531	0.269	0.483	kua whakaritea
regulation	0.542	0.425	0.667	whakaritenga
regulator	0.500	0.336	0.668	kaiwhakahaere
regulatory	0.531	0.448	0.528	ture
regurgitation	0.160	0.647	0.315	regurgitation
rehab	0.531	0.450	0.593	whakaora
rehabilitate	0.671	0.538	0.642	whakaora
rehabilitation	0.406	0.528	0.606	whakaora
rehash	0.405	0.451	0.403	whakahou
rehearsal	0.667	0.470	0.500	whakaharatau
rehearse	0.588	0.622	0.500	whakaharatau
reign	0.806	0.567	0.873	rangatiratanga
reigning	0.677	0.632	0.870	e kingi ana
reimburse	0.680	0.418	0.527	utu
reimbursement	0.653	0.610	0.567	utu utu
rein	0.500	0.357	0.438	reina
reincarnation	0.786	0.747	0.676	reincarnation
reindeer	0.592	0.336	0.396	renitia
reinforce	0.604	0.583	0.760	whakakaha
reinforcement	0.729	0.702	0.902	whakakaha
reinforcements	0.646	0.719	0.875	whakakaha
reins	0.480	0.448	0.545	reini
reinstall	0.458	0.500	0.745	tāuta anō
reinstate	0.760	0.551	0.596	whakahoki ano
reinstatement	0.729	0.521	0.707	whakahokinga mai
reinvest	0.570	0.627	0.763	haumi anō
reinvestment	0.582	0.622	0.782	haumi anō
reiterate	0.422	0.451	0.655	korero ano
reject	0.060	0.647	0.370	whakakāhore
rejected	0.102	0.480	0.250	paopao
rejection	0.080	0.704	0.330	whakakāhoretanga
rejects	0.083	0.637	0.422	whakakahore
rejoice	0.827	0.650	0.698	harikoa
rejoicing	0.811	0.637	0.592	te harikoa
rejoin	0.655	0.548	0.556	hono ano
rejuvenate	0.776	0.588	0.767	whakahou
rejuvenated	0.809	0.673	0.700	kua whakahoutia
rekindle	0.656	0.520	0.788	whakakorikori
relapse	0.173	0.460	0.303	whakamuri
relate	0.653	0.500	0.623	hono
related	0.677	0.365	0.519	whai pānga
relation	0.857	0.604	0.625	whanaungatanga
relationship	0.867	0.566	0.589	hononga
relative	0.500	0.378	0.386	whanaunga
relativity	0.594	0.393	0.615	relativity
relax	0.927	0.250	0.375	whakangawari
relaxant	0.878	0.087	0.357	whakangawari
relaxation	0.873	0.161	0.381	whakangā
relaxed	0.865	0.090	0.382	whakangawari
relaxing	0.854	0.157	0.475	whakangawari
relay	0.738	0.542	0.543	tānga
release	0.740	0.606	0.741	tuku
released	0.844	0.490	0.651	tukuna
relegation	0.375	0.500	0.434	tukunga
relentless	0.333	0.713	0.904	mau tonu
relevance	0.710	0.599	0.791	hāngaitanga
relevancy	0.724	0.481	0.673	hāngaitanga
relevant	0.719	0.608	0.764	whai take
reliability	0.917	0.380	0.696	pono
reliable	0.912	0.241	0.875	pono
reliance	0.844	0.431	0.853	whakawhirinaki
relic	0.646	0.452	0.591	relic
relics	0.719	0.580	0.579	relics
relief	0.844	0.278	0.481	whakaora
relieve	0.813	0.183	0.536	whakamaua
relieved	0.896	0.314	0.391	kua whakamama
relieving	0.740	0.255	0.455	whakangawari
relight	0.560	0.588	0.519	whakamuri
religion	0.646	0.320	0.755	karakia
religious	0.740	0.238	0.696	whakapono
relinquish	0.265	0.606	0.286	tuku
relish	0.854	0.610	0.632	reka
relive	0.750	0.650	0.693	whakaora
reload	0.562	0.611	0.571	utaina ano
relocate	0.500	0.594	0.640	hūnuku
relocation	0.396	0.500	0.475	hūnuku
reluctance	0.240	0.606	0.373	karekau
reluctant	0.292	0.630	0.432	karekau
rely	0.812	0.429	0.616	whakawhirinaki
remain	0.709	0.365	0.731	noho
remainder	0.398	0.357	0.324	toenga
remaining	0.449	0.290	0.296	toe
remains	0.610	0.240	0.565	noho tonu
remake	0.583	0.488	0.642	hanga ano
remand	0.245	0.446	0.318	mauhere
remark	0.561	0.325	0.716	korero
remarkable	0.880	0.573	0.720	whakamiharo
remarkably	0.688	0.618	0.868	tino miharo
remarry	0.653	0.791	0.540	marena ano
rematch	0.469	0.798	0.627	rematch
remedial	0.369	0.418	0.509	whakaora
remedy	0.625	0.283	0.491	rongoa
remember	0.776	0.422	0.454	mahara
remembered	0.916	0.333	0.588	maharatia
remembering	0.535	0.386	0.509	maumahara
remembrance	0.812	0.250	0.519	whakamaumahara
remind	0.721	0.415	0.563	whakamaumahara
reminder	0.552	0.423	0.589	whakamaumahara
reminisce	0.903	0.490	0.363	maumahara
reminiscent	0.500	0.481	0.611	maumahara
reminiscing	0.688	0.431	0.418	maumahara
remiss	0.190	0.650	0.325	whakaroa
remission	0.418	0.330	0.518	murunga
remit	0.510	0.509	0.473	tuku
remittance	0.684	0.479	0.454	tuku moni
remnant	0.367	0.312	0.388	toenga
remodel	0.604	0.647	0.693	whakahou
remorse	0.103	0.673	0.377	pouri
remorseful	0.347	0.429	0.250	pouri
remote	0.458	0.333	0.477	mamao
remoteness	0.323	0.510	0.339	mamao
removal	0.245	0.540	0.368	tangohanga
remove	0.292	0.539	0.472	tango
remover	0.337	0.443	0.526	tangohanga
remuneration	0.792	0.760	0.607	utu
renaissance	0.771	0.670	0.767	arangatanga
renal	0.300	0.480	0.415	whatukuhu
rencontre	0.510	0.452	0.463	recontre
rend	0.429	0.423	0.385	haea
render	0.541	0.395	0.448	tuku
rendering	0.531	0.434	0.667	tāhuahua
rendezvous	0.750	0.490	0.658	hui
rendition	0.417	0.360	0.398	whakaputanga
renegade	0.140	0.640	0.509	takahuri
renegotiate	0.580	0.702	0.708	whiriwhiringa hou
renew	0.868	0.481	0.713	whakahou
renewal	0.770	0.710	0.672	whakahounga
renounce	0.156	0.490	0.552	whakarere
renovate	0.878	0.549	0.755	whakahou
renovated	0.783	0.406	0.657	kua whakahoutia
renovation	0.816	0.590	0.779	whakahounga
renown	0.693	0.475	0.693	rongonui
renowned	0.844	0.481	0.697	rongonui
rent	0.344	0.429	0.446	reti
rental	0.510	0.370	0.308	riihi
renter	0.590	0.301	0.371	riihi
renunciation	0.260	0.578	0.336	whakarerenga
reopen	0.656	0.528	0.568	whakatuwhera ano
reorganization	0.622	0.587	0.754	whakatikatika
reorganize	0.667	0.590	0.722	whakatikatika
rep	0.520	0.510	0.640	rep
repaint	0.622	0.382	0.308	peita anō
repair	0.583	0.460	0.589	whakatikatika
repairman	0.582	0.426	0.707	kaiwhakatikatika
reparation	0.531	0.615	0.732	whakatikatika
repay	0.469	0.632	0.592	utu
repayment	0.479	0.490	0.474	utunga
repeal	0.260	0.480	0.482	whakakore
repeat	0.490	0.529	0.552	tukurua
repeated	0.429	0.472	0.314	tukurua
repeatedly	0.479	0.575	0.500	toutou
repeater	0.479	0.426	0.430	tukurua
repel	0.224	0.620	0.441	peia
repellant	0.292	0.620	0.426	repellant
repellent	0.286	0.500	0.491	whakaahuru
repelling	0.184	0.633	0.429	whakakeke
repent	0.449	0.422	0.386	ripeneta
repentance	0.417	0.604	0.324	ripeneta
repentant	0.326	0.500	0.200	ripeneta
repertoire	0.633	0.594	0.667	repertoire
repertory	0.562	0.473	0.528	repertory
repetition	0.375	0.519	0.396	tukurua
repetitive	0.320	0.438	0.362	tukurua
rephrase	0.547	0.451	0.549	whakahuahua
replace	0.417	0.520	0.500	whakakapi
replacement	0.385	0.519	0.500	whakakapinga
replay	0.612	0.522	0.761	tukurua
replenish	0.615	0.336	0.689	whakakiia
replete	0.552	0.497	0.670	ki tonu
replica	0.480	0.520	0.493	tauira
replicate	0.480	0.630	0.585	tukurua
replication	0.342	0.618	0.510	tukurua
reply	0.762	0.290	0.596	whakautu
report	0.583	0.444	0.575	pūrongo
reported	0.418	0.442	0.567	korerotia
reporter	0.531	0.550	0.604	kairīpoata
repose	0.469	0.100	0.330	okioki
reposition	0.408	0.529	0.509	whakahōu
repository	0.406	0.396	0.500	putunga
repossess	0.418	0.667	0.552	tango
reprehensible	0.316	0.569	0.351	whakahaehae
represent	0.781	0.433	0.861	tohu
representation	0.677	0.542	0.750	whakakitenga
representative	0.704	0.366	0.694	māngai
represented	0.724	0.444	0.688	māngai
representing	0.796	0.464	0.833	māngai
repress	0.208	0.612	0.536	pehi
repressed	0.188	0.337	0.311	pehia
repression	0.214	0.764	0.481	tāmitanga
reprieve	0.531	0.471	0.574	whakataha
reprimand	0.153	0.528	0.465	whakatuma
reprint	0.510	0.449	0.527	tā anō
reprisal	0.125	0.788	0.545	whakawhiu
reprise	0.459	0.500	0.464	whakahou
reproach	0.240	0.755	0.384	tawai
reproduce	0.823	0.622	0.760	whakaputa uri
reproduction	0.800	0.736	0.713	whakaputa uri
reproductive	0.770	0.604	0.856	whakawhānau
reprogram	0.519	0.404	0.557	whakahōtaka anō
reptile	0.350	0.566	0.365	ngarara
republic	0.635	0.340	0.830	repupirikana
republican	0.398	0.551	0.664	repupirikana
repudiation	0.167	0.686	0.274	whakahē
repugnance	0.062	0.684	0.425	whakahaehae
repugnant	0.061	0.735	0.453	whakarihariha
repulsion	0.247	0.673	0.353	whakahē
repulsive	0.146	0.775	0.425	whakakino
repurchase	0.531	0.592	0.557	hoko ano
reputable	0.781	0.462	0.919	rongonui
reputation	0.740	0.542	0.721	ingoa
repute	0.729	0.500	0.702	rongonui
reputed	0.439	0.528	0.627	rongonui
request	0.625	0.471	0.618	tono
requiem	0.475	0.382	0.426	requiem
require	0.398	0.439	0.560	rapua
required	0.583	0.509	0.700	e hiahiatia ana
requirement	0.510	0.439	0.728	whakaritenga
requisite	0.448	0.363	0.609	hiahia
requisition	0.478	0.510	0.649	tono
reread	0.448	0.377	0.492	panui ano
reroute	0.540	0.598	0.598	whakawhiti atu
rerun	0.333	0.620	0.529	omaoma ano
reschedule	0.438	0.422	0.537	whakahōtaka
rescind	0.347	0.380	0.391	whakakore
rescission	0.333	0.529	0.360	whakakorenga
rescue	0.806	0.926	0.850	whakaora
research	0.633	0.663	0.741	rangahau
researcher	0.569	0.510	0.857	kairangahau
resection	0.375	0.482	0.500	tangohanga
resemblance	0.743	0.216	0.570	riterite
resemble	0.602	0.388	0.463	rite
resembling	0.592	0.250	0.529	rite
resent	0.073	0.553	0.163	whakapouri
resentful	0.120	0.608	0.324	whakatakariri
resentment	0.163	0.745	0.528	te mauahara
reservation	0.688	0.343	0.561	rahui
reserve	0.585	0.289	0.589	rahui
reserved	0.594	0.316	0.583	kua rahuitia
reserves	0.653	0.363	0.520	rahui
reservoir	0.531	0.276	0.462	puna wai
reset	0.490	0.450	0.574	tautuhi
reside	0.451	0.440	0.455	noho
residence	0.615	0.382	0.585	nohonga
residences	0.618	0.418	0.509	whare noho
residency	0.694	0.357	0.679	nohonga
resident	0.592	0.327	0.500	noho
residential	0.720	0.210	0.589	nohonga
residual	0.448	0.288	0.327	toenga
residue	0.354	0.330	0.183	toenga
resign	0.250	0.543	0.273	rīhaina
resignation	0.145	0.392	0.310	rīhainatanga
resigned	0.240	0.170	0.268	rihaina
resilience	0.531	0.440	0.667	manahau
resilient	0.542	0.540	0.801	manahau
resin	0.284	0.308	0.400	kapia
resist	0.414	0.676	0.651	whakakeke
resistance	0.427	0.694	0.796	ātete
resistant	0.592	0.585	0.815	ātete
resisting	0.408	0.776	0.789	whakakeke
resistive	0.396	0.519	0.651	ātete
resolute	0.771	0.510	0.712	whakatau
resolutely	0.714	0.453	0.805	tino kaha
resolution	0.780	0.550	0.745	whakatau
resolve	0.710	0.472	0.750	whakatau
resolved	0.735	0.357	0.683	whakatau
resonance	0.541	0.426	0.629	haruru
resonant	0.542	0.633	0.663	haruru
resonate	0.582	0.610	0.644	haruru
resonator	0.469	0.608	0.519	resonator
resort	0.573	0.441	0.632	huinga
resounding	0.490	0.708	0.596	haruru
resource	0.740	0.357	0.749	rauemi
resourceful	0.906	0.704	0.886	whai rawa
resources	0.604	0.348	0.627	rauemi
respect	0.927	0.344	0.758	whakaute
respectability	0.875	0.407	0.912	whakaute
respectable	0.850	0.350	0.889	whakaute
respected	0.908	0.441	0.853	whakaute
respectful	0.951	0.386	0.814	whakaute
respecting	0.837	0.321	0.720	whakaute
respective	0.625	0.413	0.721	takitahi
respects	0.840	0.387	0.824	whakaute
respiration	0.760	0.377	0.669	manawa
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	manawa
respite	0.600	0.373	0.420	whakatā
resplendent	0.905	0.673	0.755	kanapa
respond	0.573	0.435	0.594	whakautu
respondent	0.449	0.455	0.480	kaiwhakautu
response	0.615	0.500	0.472	whakautu
responsibility	0.760	0.500	0.852	kawenga
responsible	0.837	0.527	0.833	haepapa
responsive	0.816	0.569	0.573	whakautu
rest	0.907	0.167	0.300	okiokinga
restart	0.531	0.519	0.554	tīmata anō
restaurant	0.847	0.406	0.500	wharekai
rested	0.792	0.235	0.462	whakatā
restful	0.781	0.116	0.413	whakangawari
restitution	0.583	0.542	0.643	whakahokinga
restless	0.219	0.810	0.304	korekore
restlessness	0.083	0.794	0.397	korekore
restock	0.510	0.538	0.645	whakahou
restoration	0.755	0.426	0.734	whakaoranga
restorative	0.633	0.510	0.703	whakaora
restore	0.765	0.490	0.625	whakaora
restored	0.892	0.410	0.728	whakahokia
restoring	0.820	0.490	0.783	whakaora
restrain	0.134	0.696	0.434	herea
restrained	0.354	0.590	0.509	kua herea
restraining	0.296	0.702	0.672	te aukati
restraint	0.167	0.618	0.520	herenga
restrict	0.115	0.539	0.577	whakawhāiti
restricted	0.276	0.500	0.407	herea
restriction	0.130	0.590	0.569	herenga
restrictive	0.215	0.596	0.500	here
restroom	0.653	0.279	0.267	wharepaku
result	0.812	0.490	0.652	hua
resultant	0.670	0.441	0.637	huanga
resume	0.573	0.411	0.586	whakaaraara
resumption	0.637	0.528	0.653	te whakaara ano
resurrect	0.781	0.725	0.817	aranga
resurrection	0.708	0.740	0.759	aranga
resuscitate	0.531	0.696	0.818	whakaora
resuscitation	0.753	0.768	0.795	whakaoranga
retail	0.510	0.353	0.411	hokohoko
retailer	0.708	0.439	0.595	kaihokohoko
retain	0.367	0.451	0.630	pupuri
retainer	0.396	0.422	0.356	pupuri
retaining	0.417	0.559	0.632	pupuri
retake	0.616	0.471	0.591	tango ano
retaliate	0.111	0.812	0.595	te utu
retaliation	0.156	0.812	0.491	te utu
retaliatory	0.194	0.865	0.598	whakawhiu
retard	0.194	0.347	0.222	whakamuri
retardation	0.125	0.360	0.155	whakamuri
retarded	0.302	0.462	0.161	whakamuri
retards	0.362	0.434	0.218	whakaroa
retention	0.344	0.490	0.558	pupuri
retentive	0.439	0.482	0.491	pupuri
rethink	0.480	0.423	0.583	whakaaro ano
reticent	0.396	0.519	0.500	whakamuri
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retina
retire	0.398	0.392	0.186	reti
retired	0.270	0.259	0.301	kua reti
retirement	0.250	0.324	0.255	whakatā
retiring	0.408	0.376	0.214	whakatā
retold	0.459	0.385	0.352	korero ano
retort	0.417	0.520	0.481	whakahoki
retrace	0.250	0.482	0.317	whakamuri
retract	0.316	0.443	0.358	whakamuri
retraction	0.312	0.491	0.427	tangohanga
retractor	0.354	0.590	0.557	kaiwhakaora
retreat	0.500	0.519	0.312	whakamuri
retrenchment	0.230	0.650	0.384	whakakorenga
retrial	0.500	0.577	0.593	whakawa tuarua
retribution	0.625	0.490	0.708	utu
retrieval	0.700	0.440	0.704	tikinga
retrieve	0.740	0.576	0.705	tiki
retriever	0.459	0.500	0.464	retriever
retro	0.650	0.276	0.321	whakamuri
retroactive	0.521	0.452	0.655	whakamuri
retrograde	0.208	0.464	0.415	whakamuri
retrospect	0.406	0.500	0.538	whakamuri
retrospective	0.594	0.481	0.528	whakamuri
retrospectively	0.516	0.400	0.560	whakamuri
return	0.602	0.412	0.463	hoki mai
reunion	0.837	0.500	0.672	reunion
reunite	0.656	0.550	0.657	whakahuihui
reunited	0.708	0.439	0.658	ka hui ano
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	whakakite
revel	0.740	0.705	0.684	harikoa
revelation	0.879	0.500	0.865	whakakitenga
revelations	0.729	0.655	0.600	nga whakakitenga
revels	0.827	0.683	0.647	harikoa
revenge	0.230	0.940	0.627	te utu
revenue	0.873	0.510	0.854	moni whiwhi
reverberation	0.390	0.639	0.551	haruru
revere	0.750	0.562	0.608	whakaute
reverence	0.643	0.347	0.516	whakaute
reverend	0.650	0.337	0.576	reverend
reverent	0.551	0.490	0.694	whakaute
reverie	0.667	0.413	0.471	whakaaro
reversal	0.380	0.510	0.591	whakamuri
reverse	0.539	0.415	0.461	whakamuri
reversion	0.458	0.538	0.425	whakamuri
revert	0.380	0.451	0.519	hoki mai
reverting	0.562	0.385	0.544	e hoki ana
review	0.667	0.408	0.636	arotake
reviewer	0.562	0.344	0.500	kai-arotake
revise	0.500	0.469	0.509	whakahou
revision	0.417	0.459	0.710	whakahounga
revisit	0.552	0.530	0.509	titiro ano
revival	0.823	0.664	0.597	whakaoranga
revive	0.676	0.780	0.778	whakaora
revocation	0.260	0.610	0.673	whakakorenga
revoke	0.251	0.696	0.737	whakakore
revolt	0.343	0.878	0.658	whakakeke
revolting	0.102	0.690	0.300	whakakeke
revolution	0.417	0.902	0.798	hurihanga
revolutionary	0.635	0.887	0.824	hurihuri
revolutionize	0.684	0.816	0.904	whakahurihuri
revolve	0.592	0.546	0.402	hurihuri
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	hurihuri
revue	0.594	0.350	0.420	whakahou
revulsion	0.104	0.765	0.343	whakatakariri
revving	0.604	0.875	0.879	whakahurihuri
reward	0.948	0.694	0.783	utu
rewarding	0.958	0.637	0.783	utu
rewind	0.460	0.551	0.431	whakamuri
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	tuhi ano
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	whaikōrero
rhetorical	0.417	0.569	0.635	whaikōrero
rheumatism	0.219	0.472	0.418	rūmātiki
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	rhino
rhinoceros	0.556	0.656	0.569	rhinoceros
rhubarb	0.582	0.304	0.340	rhupara
rhyme	0.667	0.249	0.481	rotarota
rhyming	0.729	0.410	0.500	whakakorikori
rhythm	0.771	0.759	0.573	manawataki
rhythmic	0.714	0.642	0.664	manawataki
rhythmical	0.844	0.694	0.632	manawataki
