English Word	Valence	Arousal	Dominance	Welsh Word
strive	0.582	0.837	0.769	ymdrechu
strobe	0.490	0.633	0.537	strôb
stroke	0.562	0.440	0.570	strôc
stroll	0.745	0.415	0.444	cerdded
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	cerdded
strong	0.912	0.745	0.895	cryf
stronghold	0.708	0.636	0.954	cadarnle
strongly	0.630	0.817	0.885	yn gryf
structural	0.582	0.425	0.690	strwythurol
structure	0.562	0.356	0.712	strwythur
strudel	0.627	0.417	0.397	strwdel
struggle	0.365	0.820	0.741	ymrafael
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	bonyn
stubbed	0.323	0.642	0.241	stubbed
stubble	0.333	0.442	0.264	sofl
stubborn	0.157	0.702	0.575	styfnig
stubbornness	0.156	0.673	0.508	ystyfnigrwydd
stubby	0.417	0.370	0.393	ystyfnig
stucco	0.439	0.292	0.279	stwco
stuck	0.153	0.644	0.285	sownd
stuckup	0.281	0.480	0.363	ffroenuchel
stud	0.564	0.531	0.509	gre
studded	0.396	0.412	0.425	serennog
student	0.634	0.318	0.537	myfyriwr
studied	0.786	0.306	0.806	astudiodd
studio	0.677	0.265	0.620	stiwdio
study	0.653	0.361	0.768	astudio
stuff	0.622	0.367	0.263	stwff
stuffed animal	0.684	0.255	0.306	anifail wedi'i stwffio
stuffing	0.417	0.324	0.304	stwffin
stuffy	0.323	0.615	0.406	stwfflyd
stumble	0.153	0.716	0.259	baglu
stump	0.449	0.510	0.340	stwmp
stumped	0.344	0.604	0.392	stumog
stun	0.333	0.710	0.451	syfrdanu
stunned	0.306	0.663	0.356	syfrdanu
stunner	0.418	0.780	0.492	styniwr
stunning	0.888	0.673	0.858	syfrdanol
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	crebachlyd
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	hurtrwydd
stupefy	0.200	0.740	0.412	hurtyn
stupendous	0.823	0.690	0.798	stupendous
stupid	0.133	0.510	0.200	dwp
stupidity	0.060	0.418	0.151	hurtrwydd
stupidpeople	0.073	0.675	0.196	wirioniaid
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	cadarn
sturgeon	0.417	0.473	0.465	sturgeon
stutter	0.250	0.469	0.258	ataliwr
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	arddull
styling	0.823	0.378	0.652	steilio
stylish	0.885	0.490	0.689	chwaethus
stylist	0.760	0.445	0.500	steilydd
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	is
subatomic	0.385	0.538	0.491	isatomig
subcommittee	0.396	0.467	0.600	is-bwyllgor
subconscious	0.531	0.375	0.415	isymwybod
subcutaneous	0.396	0.444	0.376	isgroenol
subdivide	0.538	0.433	0.348	isrannu
subdivision	0.592	0.455	0.430	israniad
subduction	0.350	0.569	0.445	darostyngiad
subdue	0.275	0.640	0.784	darostwng
subdued	0.236	0.463	0.223	darostyngedig
subdural	0.381	0.491	0.425	tanddaearol
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	pwnc
subjected	0.286	0.520	0.221	darostyngedig
subjection	0.354	0.408	0.539	darostyngiad
subjective	0.510	0.350	0.432	goddrychol
subjugation	0.280	0.610	0.377	darostyngiad
sublet	0.469	0.551	0.545	isosod
sublevel	0.365	0.298	0.333	islefel
sublimation	0.510	0.390	0.538	sublimation
sublime	0.784	0.333	0.585	aruchel
subliminal	0.410	0.528	0.464	isganfyddol
submarine	0.572	0.481	0.549	llong danfor
submerge	0.517	0.643	0.456	tanddwr
submerged	0.337	0.528	0.357	tanddwr
submersible	0.406	0.459	0.540	tanddwr
submission	0.531	0.580	0.633	cyflwyniad
submissive	0.480	0.217	0.173	ymostyngol
submit	0.635	0.448	0.500	cyflwyno
submitting	0.667	0.610	0.611	cyflwyno
subordinate	0.276	0.392	0.121	israddol
subordination	0.270	0.527	0.343	subordination
subplot	0.469	0.413	0.446	isblot
subpoena	0.281	0.634	0.555	subpoena
subscribe	0.660	0.344	0.591	tanysgrifio
subscriber	0.562	0.398	0.570	tanysgrifiwr
subscription	0.583	0.333	0.651	tanysgrifiad
subsequence	0.438	0.510	0.413	dilyniad
subsequent	0.449	0.385	0.400	dilynol
subsequently	0.380	0.337	0.336	wedyn
subservient	0.255	0.402	0.339	israddol
subset	0.429	0.358	0.404	is-set
subside	0.375	0.308	0.209	ymsuddo
subsidence	0.320	0.509	0.452	ymsuddiant
subsidiary	0.541	0.295	0.500	is-gwmni
subsidize	0.604	0.615	0.589	sybsideiddio
subsidy	0.573	0.462	0.517	cymhorthdal
subsist	0.573	0.418	0.472	fodoli
subsistence	0.510	0.404	0.491	cynhaliaeth
subsoil	0.429	0.240	0.382	isbridd
subspace	0.470	0.453	0.475	isofod
substance	0.615	0.422	0.528	sylwedd
substandard	0.235	0.333	0.150	is-safonol
substantial	0.590	0.490	0.690	sylweddol
substantially	0.646	0.471	0.684	yn sylweddol
substantiate	0.531	0.549	0.636	cadarnhau
substantive	0.500	0.350	0.455	sylweddol
substation	0.469	0.461	0.491	is-orsaf
substitute	0.427	0.406	0.398	eilydd
substituted	0.271	0.545	0.394	eilydd
substitution	0.406	0.480	0.353	eilydd
substructure	0.441	0.358	0.587	is-strwythur
subterranean	0.469	0.306	0.432	tanddaearol
subtext	0.635	0.276	0.412	is-destun
subtitle	0.445	0.202	0.347	isdeitl
subtle	0.708	0.167	0.228	cynnil
subtlety	0.615	0.176	0.363	cynildeb
subtract	0.208	0.330	0.283	tynnu
subtraction	0.163	0.382	0.349	tynnu
subtype	0.427	0.296	0.420	isdeip
suburb	0.354	0.566	0.441	maestref
suburban	0.439	0.450	0.453	maestrefol
suburbia	0.438	0.490	0.421	maestref
suburbs	0.510	0.571	0.286	maestrefi
subversion	0.347	0.608	0.415	gwrthdroad
subversive	0.198	0.765	0.500	gwrthdroadol
subvert	0.357	0.557	0.536	gwyrdroi
subway	0.418	0.300	0.464	tanlwybr
succeed	0.926	0.755	0.926	llwyddo
succeeding	0.867	0.755	0.849	yn llwyddo
success	0.959	0.880	0.981	llwyddiant
successful	0.949	0.724	0.938	llwyddiannus
succession	0.698	0.481	0.587	olyniaeth
successive	0.635	0.471	0.518	olynol
successor	0.729	0.531	0.648	olynydd
succinct	0.510	0.413	0.566	cryno
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	suddlon
succumb	0.202	0.787	0.292	ildio
suck	0.344	0.706	0.377	sugn
sucker	0.265	0.393	0.204	sugnwr
sucking	0.227	0.528	0.377	sugno
suckling	0.596	0.558	0.518	sugno
sucks	0.115	0.683	0.302	sugno
suction	0.460	0.593	0.526	sugnedd
sudden	0.449	0.660	0.435	sydyn
suddenly	0.670	0.510	0.456	yn sydyn
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	siwio
suede	0.542	0.259	0.259	swêd
suffer	0.082	0.910	0.259	dioddef
sufferer	0.156	0.690	0.278	dioddefydd
suffering	0.020	0.719	0.235	dioddefaint
suffice	0.643	0.326	0.504	digon
sufficiency	0.594	0.438	0.576	digonolrwydd
sufficient	0.833	0.330	0.588	digonol
sufficiently	0.776	0.367	0.714	yn ddigon
suffix	0.430	0.420	0.364	ôl-ddodiad
suffocate	0.219	0.764	0.440	mygu
suffocating	0.133	0.774	0.429	mygu
suffocation	0.020	0.830	0.462	mygu
sugar	0.896	0.382	0.402	siwgr
suggest	0.573	0.471	0.517	awgrymu
suggestion	0.646	0.365	0.558	awgrym
suggestive	0.552	0.500	0.555	awgrymog
suicidal	0.021	0.867	0.382	hunanladdol
suicide	0.030	0.873	0.429	hunanladdiad
suicidebombing	0.031	0.957	0.627	hunanfomio
suit	0.776	0.282	0.482	siwt
suitable	0.792	0.298	0.722	addas
suitcase	0.562	0.212	0.318	cês
suite	0.790	0.420	0.400	swît
suitor	0.708	0.639	0.546	siwtor
sulfate	0.427	0.352	0.429	sylffad
sulfur	0.173	0.530	0.364	sylffwr
sulk	0.250	0.580	0.406	pwdu
sullen	0.250	0.407	0.263	sullen
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	sylffwr
sultan	0.529	0.423	0.821	swltan
sultry	0.735	0.696	0.627	sultry
sum	0.792	0.340	0.420	swm
summarily	0.469	0.431	0.543	yn gryno
summarize	0.590	0.323	0.471	crynhoi
summary	0.729	0.260	0.427	crynodeb
summation	0.766	0.337	0.594	crynhoad
summer	0.812	0.373	0.550	haf
summerhouse	0.796	0.308	0.443	hafdy
summertime	0.837	0.500	0.455	haf
summit	0.625	0.618	0.764	copa
summon	0.521	0.560	0.664	gwysio
summons	0.552	0.604	0.598	gwys
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	swp
sumptuous	0.698	0.550	0.555	moethus
sun	0.877	0.400	0.681	haul
sunbeam	0.729	0.440	0.505	belydr haul
sunburn	0.061	0.755	0.447	llosg haul
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	dydd sul
sundial	0.643	0.225	0.406	deial haul
sundown	0.812	0.276	0.445	machlud
sundry	0.543	0.369	0.407	amrywiol
sunflower	0.878	0.231	0.270	blodyn yr haul
sunglass	0.684	0.264	0.324	gwydr haul
sunglasses	0.844	0.443	0.364	sbectol haul
sunk	0.146	0.531	0.185	suddo
sunken	0.103	0.476	0.173	suddedig
sunless	0.245	0.280	0.273	di-haul
sunlight	0.906	0.407	0.639	heulwen
sunny	0.740	0.348	0.481	Heulog
sunrise	0.823	0.347	0.640	codiad haul
sunroof	0.681	0.325	0.425	to haul
sunscreen	0.656	0.387	0.462	eli haul
sunset	0.875	0.231	0.298	machlud
sunshine	0.885	0.297	0.769	heulwen
suntan	0.620	0.510	0.366	tan haul
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	swper
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	blwydd-dal
superb	0.980	0.708	0.852	gwych
superficial	0.357	0.407	0.309	arwynebol
superfluous	0.316	0.469	0.393	ddiangen
superhero	0.910	0.820	0.893	archarwr
superhuman	0.810	0.745	0.895	goruwchddynol
superimposed	0.490	0.529	0.683	arosodedig
superintendent	0.592	0.570	0.942	uwcharolygydd
superior	0.801	0.697	0.940	rhagorach
superiority	0.582	0.602	0.959	rhagoriaeth
superlative	0.714	0.566	0.737	rhagorach
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	archfarchnad
supermodel	0.880	0.663	0.698	uwchfodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	goruwchnaturiol
supernova	0.729	0.673	0.827	uwchnofa
superposition	0.480	0.570	0.806	arosodiad
superpower	0.806	0.784	0.972	archbwer
supersede	0.479	0.510	0.518	disodli
superstar	0.885	0.860	0.880	seren wib
superstition	0.177	0.640	0.418	ofergoeledd
superstitious	0.281	0.545	0.514	ofergoelus
superstore	0.719	0.600	0.640	archfarchnad
supervise	0.698	0.555	0.889	goruchwylio
supervision	0.459	0.578	0.825	goruchwyliaeth
supervisor	0.615	0.479	0.933	goruchwyliwr
supper	0.708	0.429	0.552	swper
suppertime	0.792	0.388	0.461	amser swper
supplant	0.344	0.558	0.463	disodlydd
supple	0.812	0.528	0.436	ystwyth
supplement	0.745	0.406	0.491	atodiad
supplemental	0.604	0.404	0.555	atodol
supplementary	0.625	0.352	0.541	atodol
supplication	0.469	0.570	0.309	ymbil
supplier	0.615	0.462	0.736	cyflenwr
supplies	0.698	0.390	0.595	cyflenwadau
supply	0.708	0.519	0.603	cyflenwad
support	0.811	0.472	0.737	cefnogaeth
supported	0.853	0.408	0.613	cefnogi
supporter	0.721	0.510	0.698	cefnogwr
supporters	0.763	0.539	0.558	cefnogwyr
supporting	0.634	0.490	0.764	cefnogi
supportive	0.875	0.420	0.635	cefnogol
suppose	0.551	0.343	0.348	tybied
supposed	0.296	0.378	0.379	tybiedig
supposing	0.449	0.451	0.357	tybied
supposition	0.531	0.408	0.526	tybiaeth
suppress	0.281	0.559	0.509	atal
suppression	0.267	0.541	0.537	llethu
supremacy	0.794	0.706	0.943	goruchafiaeth
supreme	0.812	0.700	0.974	goruchaf
supremely	0.833	0.725	0.897	yn oruchaf
surcharge	0.375	0.528	0.500	gordal
sure	0.724	0.270	0.793	siwr
surety	0.776	0.365	0.750	meichiau
surf	0.847	0.650	0.500	syrffio
surface	0.448	0.375	0.604	wyneb
surfboard	0.729	0.730	0.387	bwrdd syrffio
surfer	0.704	0.701	0.554	syrffiwr
surge	0.449	0.684	0.500	ymchwydd
surgeon	0.500	0.598	0.793	llawfeddyg
surgery	0.286	0.769	0.600	llawdriniaeth
surgical	0.327	0.696	0.723	llawfeddygol
surly	0.221	0.469	0.493	suriog
surmise	0.529	0.400	0.347	tybiaeth
surname	0.670	0.250	0.493	cyfenw
surpassing	0.719	0.660	0.720	rhagori
surplus	0.602	0.680	0.630	gwarged
surprise	0.875	0.875	0.562	syndod
surprised	0.784	0.855	0.539	synnu
surprises	0.875	0.769	0.632	syrpreis
surprising	0.888	0.790	0.692	syndod
surprisingly	0.847	0.793	0.819	yn syndod
surreal	0.550	0.529	0.670	swreal
surrender	0.115	0.396	0.186	ildio
surrendering	0.198	0.411	0.245	ildio
surrogate	0.406	0.590	0.472	surrogate
surround	0.542	0.623	0.627	amgylchynu
surrounding	0.531	0.422	0.669	amgylch
surroundings	0.600	0.346	0.492	amgylchoedd
surveillance	0.365	0.720	0.718	gwyliadwriaeth
survey	0.580	0.357	0.379	arolwg
surveying	0.488	0.455	0.682	tirfesur
surveyor	0.545	0.337	0.648	syrfëwr
survival	0.541	0.798	0.879	goroesi
survive	0.770	0.824	0.726	goroesi
surviving	0.646	0.836	0.721	yn goroesi
survivor	0.677	0.750	0.815	goroeswr
susceptibility	0.458	0.627	0.364	tueddiad
susceptible	0.438	0.449	0.304	tueddol
sushi	0.698	0.343	0.394	swshi
suspect	0.133	0.750	0.509	amau
suspected	0.173	0.755	0.452	amheuir
suspend	0.240	0.320	0.368	atal
suspended	0.224	0.402	0.368	ataliedig
suspenders	0.391	0.333	0.500	crogwyr
suspense	0.286	0.775	0.402	ataliad
suspension	0.288	0.530	0.426	ataliad
suspicion	0.204	0.711	0.377	amheuaeth
suspicions	0.208	0.745	0.500	amheuon
suspicious	0.153	0.745	0.431	amheus
sustain	0.635	0.358	0.593	cynnal
sustained	0.649	0.340	0.580	cynnal
sustenance	0.820	0.519	0.679	cynhaliaeth
suture	0.240	0.510	0.510	pwyth
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swager
swallow	0.466	0.608	0.436	llyncu
swami	0.510	0.547	0.491	nofio
swamp	0.245	0.425	0.235	cors
swamped	0.156	0.480	0.270	llethu
swampy	0.306	0.390	0.412	corsiog
swan	0.781	0.225	0.357	alarch
swank	0.490	0.500	0.442	swc
swap	0.552	0.500	0.509	cyfnewid
swarm	0.302	0.735	0.458	haid
swarming	0.375	0.600	0.435	heidio
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	siglo
swear	0.601	0.577	0.658	rhegi
swearing	0.333	0.559	0.586	rhegi
sweat	0.388	0.579	0.297	chwys
sweater	0.704	0.245	0.295	siwmper
sweating	0.292	0.667	0.265	chwysu
sweatshirt	0.510	0.368	0.353	crys chwys
sweatshop	0.385	0.797	0.602	siop chwys
sweaty	0.281	0.540	0.304	chwyslyd
sweep	0.448	0.385	0.383	ysgub
sweeper	0.470	0.549	0.414	ysgubwr
sweeping	0.344	0.431	0.355	ysgubo
sweet	0.668	0.418	0.382	melys
sweeten	0.908	0.455	0.423	melysu
sweetened	0.940	0.461	0.398	melys
sweetener	0.670	0.333	0.330	melysydd
sweetest	0.959	0.500	0.370	melysaf
sweetheart	0.959	0.423	0.509	cariad
sweetie	0.990	0.549	0.560	melysyn
sweetness	0.906	0.474	0.528	melyster
sweets	0.910	0.422	0.321	melysion
swell	0.360	0.679	0.348	ymchwydd
swelling	0.323	0.608	0.250	chwydd
sweltering	0.204	0.644	0.362	chwysu
swerve	0.276	0.612	0.357	wyrth
swift	0.760	0.776	0.698	cyflym
swiftly	0.660	0.885	0.618	yn gyflym
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	chwydd
swim	0.688	0.461	0.529	nofio
swimmer	0.657	0.698	0.610	nofiwr
swimming	0.760	0.559	0.524	nofio
swimsuit	0.740	0.373	0.269	gwisg nofio
swindle	0.122	0.740	0.439	swindle
swindler	0.125	0.721	0.575	swindler
swine	0.340	0.519	0.277	mochyn
swing	0.602	0.510	0.481	swing
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	siglo
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	chwyrlïen
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	swits
switchblade	0.357	0.596	0.528	llafn switsh
switchboard	0.571	0.519	0.558	switsfwrdd
swivel	0.562	0.480	0.500	troi
swollen	0.236	0.510	0.277	chwyddedig
swoon	0.292	0.510	0.160	llew
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	cleddyf
swordfish	0.564	0.520	0.442	cleddyf pysgodyn
swordplay	0.616	0.750	0.528	cleddyf
swordsman	0.395	0.857	0.696	cleddyfwr
sycamore	0.500	0.401	0.527	sycamorwydden
syllable	0.448	0.250	0.417	sillaf
syllabus	0.736	0.370	0.643	maes llafur
symbiotic	0.832	0.425	0.406	symbiotig
symbol	0.643	0.388	0.527	symbol
symbolic	0.670	0.385	0.574	symbolaidd
symbolically	0.582	0.385	0.648	yn symbolaidd
symbolism	0.688	0.347	0.640	symbolaeth
symbolize	0.633	0.327	0.673	symbol
symmetric	0.745	0.212	0.588	cymesur
symmetrical	0.542	0.263	0.569	cymesur
symmetry	0.604	0.274	0.500	cymesuredd
sympathetic	0.796	0.434	0.609	cydymdeimladol
sympathize	0.770	0.627	0.644	cydymdeimlo
sympathy	0.827	0.497	0.634	cydymdeimlad
symphonic	0.775	0.545	0.566	symffonig
symphony	0.765	0.490	0.600	symffoni
symposium	0.573	0.394	0.644	symposiwm
symptom	0.380	0.529	0.434	symptom
symptomatic	0.367	0.434	0.491	symptomatig
synagogue	0.531	0.300	0.544	synagog
synapse	0.660	0.471	0.491	synaps
synaptic	0.573	0.553	0.622	synaptig
sync	0.802	0.440	0.670	cysoni
synchronize	0.781	0.361	0.654	cydamseru
synchronous	0.600	0.538	0.545	cydamserol
syncope	0.245	0.538	0.398	synop
syndicate	0.439	0.491	0.673	syndicet
syndrome	0.229	0.510	0.246	syndrom
synergistic	0.571	0.550	0.547	synergaidd
synergy	0.667	0.510	0.720	synergedd
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	cyfystyr
synonymous	0.480	0.323	0.400	cyfystyr
synopsis	0.541	0.390	0.482	crynodeb
synoptic	0.561	0.510	0.596	synoptig
syntax	0.531	0.346	0.559	cystrawen
synthesis	0.604	0.315	0.377	synthesis
synthesizer	0.500	0.410	0.592	syntheseisydd
synthetic	0.396	0.350	0.519	synthetig
syphilis	0.071	0.606	0.245	syffilis
syringe	0.250	0.680	0.330	chwistrell
syrup	0.620	0.223	0.318	surop
system	0.615	0.346	0.764	system
systematic	0.617	0.444	0.594	systematig
systematically	0.690	0.390	0.651	yn systematig
t-shirt	0.815	0.286	0.284	crys-t
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernacl
table	0.551	0.170	0.284	bwrdd
tableau	0.531	0.302	0.321	tableau
tablecloth	0.480	0.165	0.215	lliain bwrdd
tablespoon	0.490	0.353	0.245	llwy fwrdd
tablet	0.562	0.330	0.438	tabled
tableware	0.677	0.250	0.276	llestri bwrdd
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabŵ
tabular	0.438	0.330	0.462	tabl
tabulate	0.480	0.403	0.598	tablu
tabulation	0.396	0.346	0.526	tabliad
tachometer	0.398	0.394	0.518	tachomedr
tacit	0.459	0.340	0.473	dealledig
tack	0.365	0.431	0.431	tacl
tackle	0.365	0.686	0.569	taclo
tackled	0.438	0.612	0.569	taclo
tackling	0.480	0.694	0.613	taclo
tacky	0.245	0.490	0.373	taclyd
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	tact
tactful	0.704	0.292	0.537	tactful
tactic	0.531	0.434	0.798	dacteg
tactical	0.594	0.481	0.684	tactegol
tactics	0.583	0.676	0.774	tactegau
tactile	0.573	0.410	0.491	cyffyrddol
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	penbwl
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	cynffon
tailed	0.438	0.358	0.351	cynffonnog
tailgate	0.323	0.340	0.398	tinbren
tailings	0.439	0.311	0.446	cynffonnau
taillight	0.479	0.367	0.283	golau cynffon
tailor	0.573	0.206	0.450	teiliwr
tailoring	0.673	0.540	0.566	teiliwr
tailpipe	0.460	0.429	0.409	pibell gynffon
taint	0.141	0.425	0.226	llygredigaeth
take	0.828	0.537	0.348	cymryd
takeoff	0.755	0.884	0.626	esgyn
takeout	0.736	0.392	0.368	cymryd allan
takeover	0.663	0.531	0.861	meddiannu
taker	0.375	0.521	0.618	cymerwr
talcum	0.500	0.196	0.291	talcwm
tale	0.663	0.300	0.336	chwedl
talent	0.959	0.607	0.811	dawn
talented	0.939	0.635	0.938	dawnus
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	siarad
talkative	0.562	0.673	0.535	siaradus
talker	0.500	0.604	0.552	siaradwr
tall	0.725	0.591	0.538	tal
tallies	0.551	0.290	0.402	talies
tallow	0.344	0.283	0.290	gwêr
tally	0.542	0.420	0.518	cyfrif
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	crafanau
tambourine	0.622	0.548	0.348	tambwrîn
tame	0.560	0.604	0.642	dof
tamer	0.385	0.783	0.815	dofwr
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	ymyrryd
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	lliw haul
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangiad
tangerine	0.571	0.271	0.395	tangerine
tangible	0.646	0.350	0.679	diriaethol
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	tangled
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tanc
tank top	0.610	0.371	0.371	top tanc
tanker	0.520	0.647	0.713	tancer
tanned	0.615	0.550	0.491	lliw haul
tantalizing	0.525	0.788	0.625	pryfoclyd
tantamount	0.633	0.288	0.670	cyfystyr
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	taoaeth
tap	0.461	0.370	0.349	tap
tape	0.531	0.277	0.254	tâp
tape measure	0.406	0.250	0.360	tap mesur
taper	0.541	0.410	0.415	tapr
tapering	0.344	0.380	0.237	meinhau
tapestry	0.520	0.176	0.362	tapestri
tapeworm	0.357	0.334	0.331	llyngyr rhuban
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	tapiau
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantwla
tardiness	0.296	0.452	0.260	arafwch
tardy	0.204	0.592	0.293	tardi
target	0.633	0.573	0.798	targed
targeted	0.573	0.537	0.573	targedu
targeting	0.510	0.420	0.580	targedu
tariff	0.459	0.402	0.491	tariff
tarmac	0.357	0.302	0.398	tarmac
tarnish	0.204	0.441	0.342	llychwino
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	tarten
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	tasg
tassel	0.552	0.330	0.307	tassel
taste	0.802	0.406	0.465	blas
tasteful	0.918	0.458	0.625	chwaethus
tasteless	0.146	0.196	0.148	di-chwaeth
tasting	0.781	0.603	0.600	blasu
tasty	0.959	0.786	0.555	blasus
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatw
taught	0.814	0.481	0.642	dysgir
taunt	0.083	0.696	0.355	taunt
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	dynn
tavern	0.516	0.577	0.475	tafarn
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	brech
tax	0.260	0.481	0.534	treth
taxed	0.255	0.456	0.500	trethedig
taxi	0.542	0.362	0.430	tacsi
taxicab	0.479	0.430	0.355	tacsicab
taxonomy	0.370	0.410	0.630	tacsonomeg
taxpayer	0.592	0.528	0.647	trethdalwr
tea	0.698	0.163	0.370	te
teach	0.840	0.510	0.852	addysgu
teacher	0.760	0.404	0.885	athro
teaching	0.822	0.444	0.736	Dysgu
teacup	0.633	0.135	0.277	cwpan te
teahouse	0.802	0.314	0.288	ty te
teal	0.540	0.293	0.321	corhwyaid
team	0.708	0.461	0.688	tîm
teamjesus	0.673	0.453	0.536	tîmjesus
teammate	0.865	0.449	0.660	cyd-dîm
teamwork	0.918	0.490	0.773	gwaith tîm
teapot	0.479	0.110	0.309	tebot
tear	0.404	0.620	0.327	rhwyg
tearful	0.208	0.500	0.184	dagreuol
tearsofjoy	0.926	0.740	0.455	dagrau llawenydd
teary	0.167	0.473	0.216	deigryn
tease	0.317	0.790	0.432	pryfocio
teaser	0.510	0.558	0.534	ymlidiwr
teasing	0.235	0.725	0.352	pryfocio
teaspoon	0.521	0.330	0.221	llwy de
teat	0.612	0.469	0.328	deth
teatime	0.847	0.159	0.339	amser te
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technegol
technicality	0.632	0.471	0.661	technegol
technician	0.592	0.510	0.713	technegydd
technique	0.760	0.414	0.593	techneg
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technolegol
technology	0.776	0.490	0.825	technoleg
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	tedi
tedious	0.104	0.406	0.241	diflas
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	ti
teeming	0.582	0.550	0.727	yn ferw
teen	0.729	0.531	0.568	arddegau
teenager	0.781	0.593	0.527	arddegau
teens	0.653	0.660	0.440	Arddegau
teensy	0.520	0.427	0.347	arddegau
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	dannedd
teething	0.396	0.471	0.474	torri dannedd
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
