English Word	Valence	Arousal	Dominance	Latin Word
slender	0.812	0.548	0.664	gracilis
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	scalpere
slick	0.388	0.383	0.349	lubricus
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	slide
slider	0.585	0.491	0.518	labor lapsus
sliding	0.356	0.730	0.491	illapsum
slight	0.521	0.240	0.155	levis
slight anticipation	0.562	0.490	0.445	levi exspectatione
slight disgust	0.156	0.578	0.318	levi fastidio
slight surprise	0.677	0.746	0.557	levis admiratio
slight trust	0.306	0.400	0.245	levis fiducia
slightly	0.470	0.274	0.255	leviter
slightly negative	0.190	0.472	0.259	leviter negans
slightly positive	0.792	0.480	0.567	leviter positivum
slim	0.562	0.180	0.296	gracili
slime	0.300	0.370	0.183	bitumen
slimy	0.177	0.500	0.309	limosa
sling	0.417	0.423	0.404	fundibulum
slingshot	0.323	0.654	0.474	fundae
slink	0.460	0.546	0.314	fœtor
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	lapsus
slipper	0.635	0.298	0.245	slipper
slippers	0.573	0.413	0.236	soleas
slippery	0.219	0.740	0.343	lubrico
slit	0.406	0.490	0.366	rumpunt
sliver	0.388	0.347	0.291	novaculata
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	praeceps
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	fastigio
sloppy	0.303	0.441	0.183	imperito
slot	0.469	0.337	0.337	socors
sloth	0.198	0.140	0.125	desidia
slouch	0.365	0.450	0.328	slouch
slough	0.265	0.390	0.200	slo
slow	0.357	0.073	0.131	tardus
slowly	0.427	0.185	0.295	tardius
slowness	0.302	0.212	0.191	tarditas
sludge	0.354	0.396	0.229	pituitae
slug	0.276	0.370	0.160	limax
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	segnis
sluice	0.427	0.520	0.365	cataracta
slum	0.292	0.528	0.302	slum
slumber	0.592	0.191	0.426	somnus
slump	0.194	0.438	0.130	slump
slur	0.115	0.814	0.427	slur
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	slush 
slut	0.071	0.808	0.309	cunnus
slutty	0.224	0.810	0.371	cinaediorem
sly	0.573	0.690	0.750	subdola
smack	0.323	0.662	0.381	sapere
small	0.542	0.205	0.120	Parvus
smaller	0.300	0.310	0.179	minor
smallest	0.281	0.340	0.129	minimus
smallpox	0.156	0.583	0.222	variolis
smart	0.906	0.607	0.923	captiosus
smartass	0.364	0.520	0.620	smartass
smarten	0.602	0.490	0.551	smarten
smarty	0.673	0.510	0.848	smarty
smash	0.195	0.692	0.530	has
smashed	0.143	0.660	0.256	fracti
smattering	0.448	0.460	0.500	puero
smear	0.230	0.433	0.400	linunt
smell	0.510	0.520	0.330	odor
smelling	0.458	0.481	0.349	odoriferum
smelly	0.100	0.528	0.245	foetidus
smelt	0.333	0.441	0.345	redoluit
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	risus
smiled	0.949	0.530	0.536	risit
smiles	0.892	0.606	0.607	risum
smiley	0.865	0.470	0.571	amet
smiling	0.981	0.679	0.625	subridens
smirk	0.792	0.596	0.583	smirk
smite	0.303	0.846	0.682	percutite
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	percussus
smock	0.429	0.250	0.250	smock
smog	0.271	0.480	0.382	smog
smoke	0.188	0.500	0.391	fumo
smoker	0.208	0.528	0.311	smoker
smokey	0.494	0.462	0.430	smokey'
smoking	0.176	0.557	0.384	fumigans
smoky	0.459	0.420	0.327	fumea
smoldering	0.635	0.781	0.764	gliscens
smooch	0.796	0.731	0.491	smooch
smooth	0.823	0.127	0.281	smooth
smoothie	0.806	0.333	0.281	venuste
smoothly	0.821	0.134	0.488	blande
smoothness	0.833	0.221	0.412	lenitas
smother	0.292	0.685	0.420	suffocare
smudge	0.327	0.429	0.245	smudge
smug	0.198	0.552	0.587	smug
smuggle	0.194	0.775	0.570	smuggle
smuggler	0.062	0.867	0.645	smuggler
smuggling	0.229	0.783	0.510	smuggling
smut	0.357	0.360	0.349	obductus
snack	0.646	0.407	0.345	snack
snacks	0.781	0.480	0.306	snacks
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	SURCULUS
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	cochlea
snake	0.276	0.750	0.549	serpens
snakes	0.176	0.662	0.606	serpentes
snakeskin	0.276	0.696	0.391	anguis
snap	0.344	0.517	0.352	disrumpam
snapper	0.417	0.429	0.245	snapper
snappy	0.573	0.592	0.418	snappy
snapshot	0.573	0.578	0.588	snapshot
snare	0.229	0.850	0.466	laqueus
snarl	0.430	0.787	0.455	gannit
snarling	0.312	0.704	0.491	gannit
snatch	0.219	0.861	0.691	rapere
snatcher	0.122	0.867	0.563	raptor
snazzy	0.735	0.370	0.660	snazzy
sneak	0.281	0.745	0.449	insinuatis
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	sneakers
sneaking	0.203	0.755	0.545	furtim
sneaky	0.240	0.740	0.560	ausu
sneer	0.133	0.755	0.345	rideat
sneeze	0.271	0.442	0.336	sternumentum
sneezing	0.434	0.570	0.345	sternutatio
snicker	0.708	0.693	0.409	snicker
snide	0.186	0.723	0.455	snide
sniff	0.396	0.500	0.318	olfacio
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	snipe
sniper	0.167	0.870	0.853	pellentesque
snippet	0.612	0.410	0.368	PRAECISIO
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	snitch
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	snooty
snooze	0.235	0.357	0.282	snooze
snore	0.245	0.610	0.481	stertere
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	collectumque premens uoluit
snot	0.214	0.340	0.269	pituita nasi
snotty	0.180	0.382	0.200	snotty
snout	0.276	0.385	0.241	rostrum
snow	0.667	0.363	0.309	Nix
snowball	0.717	0.444	0.321	viburnum
snowboard	0.663	0.680	0.511	snowboard
snowboarder	0.719	0.754	0.545	snowboarder
snowday	0.602	0.500	0.440	nivis
snowfall	0.675	0.280	0.455	nix
snowflake	0.748	0.192	0.260	nivis
snowing	0.586	0.490	0.387	ninguit
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	Class aptent
snowplow	0.449	0.480	0.493	snowplow
snowstorm	0.204	0.833	0.629	nivis
snowy	0.656	0.304	0.357	niveis
snub	0.229	0.412	0.228	simum
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	emuncta
snug	0.867	0.173	0.500	fovere
snuggle	0.781	0.390	0.350	snuggle
snuggled	0.552	0.439	0.314	snuggled
snuggles	0.670	0.340	0.287	snuggles
snuggling	0.683	0.585	0.373	snuggling
soak	0.480	0.370	0.240	macerari
soaked	0.365	0.462	0.358	madidus
soaking	0.438	0.324	0.375	bibula
soangry	0.327	0.650	0.482	soangry
soannoyed	0.271	0.529	0.426	soannoyed
soap	0.531	0.163	0.311	saponem
soapbox	0.500	0.415	0.393	soapbox
soapy	0.552	0.373	0.355	soapy
soar	0.790	0.740	0.718	adsurgere
soaring	0.708	0.704	0.650	lapsae
sob	0.115	0.480	0.212	sob
sober	0.729	0.216	0.568	sobrii
soblessed	0.542	0.395	0.287	sobrius
sobriety	0.680	0.310	0.583	sobrietas
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	Morbi
sociable	0.854	0.459	0.627	sociale
social	0.806	0.370	0.614	sociale
socialanxiety	0.270	0.588	0.426	socialanxiety
socialism	0.510	0.500	0.560	socialismus
socialist	0.448	0.400	0.543	Socialās
socialite	0.684	0.668	0.570	socialite
socialize	0.907	0.683	0.726	socialize
society	0.674	0.464	0.782	societas
sociology	0.615	0.439	0.694	sociology
sociopath	0.104	0.863	0.439	sociopath
sock	0.500	0.167	0.290	soccum
socket	0.583	0.469	0.377	nervum
sod	0.427	0.383	0.333	caespes
soda	0.688	0.314	0.364	nitri
soda/pop	0.581	0.410	0.382	nitri / pop
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	natrium
sofa	0.583	0.106	0.263	stibadium
soft	0.760	0.179	0.232	mollis
softball	0.735	0.630	0.518	softball
soften	0.694	0.194	0.392	emollire
softener	0.745	0.300	0.373	softener
softening	0.700	0.255	0.361	emollitio
softly	0.517	0.206	0.304	leniter
softness	0.875	0.086	0.402	mollitiem
software	0.561	0.280	0.570	software
soggy	0.312	0.350	0.241	TRACTUOSUS
sohappy	0.949	0.673	0.681	laetissimus
soil	0.350	0.180	0.356	solo
soiled	0.106	0.529	0.213	immundus
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	peregrinari
solace	0.776	0.294	0.453	solatium
solar	0.622	0.452	0.645	solaris
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solidari
soldering	0.573	0.536	0.538	solidatorium
soldier	0.392	0.708	0.768	miles
sole	0.427	0.194	0.279	solus
solemn	0.708	0.370	0.709	solemne
solicit	0.620	0.490	0.604	sollicitare
solicitation	0.612	0.519	0.415	hortatio
solicitor	0.600	0.479	0.802	sollicitator
solid	0.667	0.304	0.763	solida
solidarity	0.792	0.407	0.781	solidarietatis
solidification	0.480	0.500	0.827	concretione
solidified	0.633	0.415	0.745	solidified
solidify	0.583	0.318	0.754	solidatur
solidity	0.745	0.444	0.850	soliditas
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	solitarius
solitude	0.208	0.226	0.358	solitudo
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	solubility
soluble	0.542	0.272	0.409	solutum
solucky	0.573	0.529	0.615	solucky
solution	0.790	0.339	0.664	solution
solve	0.656	0.530	0.688	solvere
solvency	0.604	0.296	0.605	solvency
solvent	0.635	0.316	0.573	solvendo
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatica
somber	0.184	0.500	0.380	fieri
some anticipation	0.423	0.482	0.472	quaedam exspectatio
some disgust	0.094	0.657	0.321	quaedam fastidium
some surprise	0.827	0.849	0.500	quidam mirum
some trust	0.594	0.451	0.547	aliqua fiducia
somersault	0.214	0.769	0.519	somersault
somethingigetalot	0.573	0.567	0.509	somethingigetalot
somewhat negative	0.208	0.480	0.150	aliquantum negativa
somewhat positive	0.920	0.510	0.667	aliquantum positivum
somuchtodo	0.510	0.598	0.441	somechtodo
son	0.792	0.365	0.528	filius
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	sonervous
song	0.854	0.413	0.500	canticum
songwriter	0.844	0.558	0.713	songwriter
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	sonice
sonnet	0.718	0.294	0.404	sonet
sonorous	0.646	0.580	0.442	sonoriis
soot	0.375	0.328	0.292	fuligo
soothe	0.817	0.194	0.412	lenire
soothing	0.625	0.179	0.519	blandimentum
sophisticated	0.865	0.481	0.845	sophisticated
sophistication	0.792	0.472	0.704	ruditatis
sophomore	0.653	0.415	0.427	sophomore
sopissed	0.276	0.577	0.433	sopissed
soppy	0.510	0.355	0.297	soppy
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	magus
sorcery	0.279	0.740	0.640	augurium
sordid	0.219	0.555	0.447	sordidus
sore	0.094	0.650	0.224	valde
soready	0.622	0.500	0.545	soready
sorely	0.284	0.727	0.370	graviter
soreness	0.113	0.843	0.302	soreness
sorghum	0.469	0.358	0.420	sorghum
sorority	0.635	0.637	0.627	sorority
sorrow	0.052	0.235	0.164	dolorem
sorrowful	0.049	0.422	0.163	tristis
sorry	0.406	0.362	0.212	paenitet
sort	0.673	0.389	0.674	sort
sorter	0.594	0.412	0.823	sorter
sortie	0.490	0.450	0.311	eruptio
sorting	0.469	0.400	0.642	genus
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	soscared
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	soslow
sostressed	0.435	0.481	0.578	sostressed
sosweet	0.755	0.354	0.417	tam dulcis
sothankful	0.729	0.526	0.418	sothankful
sou	0.480	0.390	0.412	sou*
soul	0.770	0.220	0.510	anima
soulful	0.755	0.331	0.500	soulful
soulless	0.125	0.591	0.400	sine anima
soulmate	0.890	0.500	0.628	soulmate
sound	0.765	0.623	0.398	sonus
sounding	0.690	0.500	0.558	sonans
soundness	0.780	0.377	0.893	sanitas
soundproof	0.490	0.390	0.409	soundproof
soundtrack	0.630	0.559	0.518	Vivaldi
soup	0.602	0.245	0.269	pulmenti
sour	0.276	0.594	0.373	uvam
source	0.740	0.318	0.684	fons
sourpuss	0.188	0.620	0.382	sourpuss
south	0.562	0.265	0.429	meridiem
southbound	0.510	0.370	0.395	southbound
southeast	0.510	0.283	0.413	meridiem
southern	0.552	0.269	0.370	meridionali
southpaw	0.542	0.389	0.404	southpaw
southwest	0.406	0.314	0.355	meridiem
souvenir	0.844	0.311	0.466	mnemosynum
sovereign	0.698	0.500	0.885	princeps
sovereignty	0.719	0.529	0.886	imperium
soviet	0.347	0.580	0.536	Soviet
sow	0.667	0.430	0.446	serunt
soy	0.438	0.250	0.286	soy
soy sauce	0.573	0.382	0.318	SOY condimentum
soybean	0.521	0.250	0.293	soybean
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	locus
spacecraft	0.646	0.698	0.680	spatii
spaceman	0.688	0.577	0.848	spaceman
spaceship	0.643	0.781	0.664	spaceship
spacing	0.621	0.425	0.507	spatio
spacious	0.880	0.365	0.557	spatiosa
spade	0.469	0.667	0.529	ligonem
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammers
span	0.521	0.330	0.528	span
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	spank
spanking	0.194	0.736	0.392	LONGE
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	parce
spareribs	0.635	0.431	0.395	parce costas
sparingly	0.510	0.353	0.518	parce
spark	0.688	0.745	0.529	scintilla
sparkle	0.819	0.765	0.510	coruscent
sparkling	0.700	0.418	0.598	scintillans
sparkly	0.885	0.590	0.726	sparkly
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	passer
sparse	0.240	0.367	0.209	sparsum
spasm	0.194	0.594	0.366	distentio
spastic	0.240	0.541	0.491	spastic
spat	0.427	0.413	0.309	spat
spatial	0.604	0.625	0.645	localia
spatter	0.292	0.630	0.315	inquinatus
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	pariunt
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	loqui
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	dicentis
speakerphone	0.531	0.569	0.560	speakerphone
speaking	0.753	0.590	0.575	loqui
spear	0.510	0.601	0.500	hasta
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	speciale
specialist	0.760	0.562	0.877	specialist
speciality	0.854	0.470	0.885	proprium
specialize	0.776	0.540	0.861	specialize
specially	0.847	0.398	0.714	maxime
specialty	0.724	0.479	0.783	proprium
specie	0.583	0.471	0.650	specie
species	0.561	0.330	0.645	species
specific	0.656	0.388	0.691	specifica
specification	0.552	0.479	0.602	specificatio
specify	0.656	0.405	0.600	specificare 
specimen	0.531	0.444	0.568	specimen
speck	0.418	0.245	0.343	festucam
speckled	0.449	0.263	0.254	punctata
specs	0.540	0.398	0.618	specs
spectacle	0.812	0.745	0.762	spectaculum
spectacles	0.816	0.775	0.648	spectacula
spectacular	0.947	0.740	0.887	spectaculi
spectator	0.694	0.560	0.667	spectator
specter	0.265	0.723	0.540	spectrum
spectral	0.430	0.667	0.500	spectris
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	spectroscopia
spectrum	0.312	0.700	0.527	spectrum
speculate	0.398	0.602	0.553	speculantur
speculation	0.325	0.683	0.394	speculatio
speculative	0.276	0.591	0.464	speculativus
speculum	0.417	0.469	0.433	speculum
speech	0.656	0.470	0.688	oratio
speechless	0.459	0.320	0.315	mutus
speed	0.719	0.849	0.658	celeritas
speedboat	0.635	0.858	0.612	speedboat
speedily	0.688	0.740	0.665	cito
speeding	0.438	0.908	0.645	velocitatem
speedometer	0.427	0.549	0.579	speedometer
speedway	0.667	0.519	0.416	speedway
speedy	0.625	0.625	0.793	celer
spell	0.385	0.380	0.368	exponentia
spellbound	0.531	0.647	0.387	stupet inscius
spelling	0.594	0.357	0.398	orthographiam
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	habe
spender	0.312	0.692	0.377	impendit
spending	0.333	0.556	0.330	impendio
spent	0.296	0.296	0.263	spent
sperm	0.396	0.706	0.453	sperma
spew	0.260	0.651	0.573	vomite
sphere	0.633	0.277	0.500	sphaera
spherical	0.550	0.308	0.500	sphaericus
sphincter	0.347	0.633	0.375	musculus
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	spic
spice	0.594	0.439	0.384	spice
spicy	0.440	0.733	0.610	CONDITUS
spider	0.229	0.569	0.430	aranea
spiders	0.260	0.696	0.368	aranearum
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	dosel
spike	0.382	0.510	0.408	spiculum
spiked	0.281	0.613	0.407	praefixi
spiky	0.284	0.657	0.587	spinosus
spill	0.408	0.633	0.456	vertuntur
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	spin
spinach	0.583	0.200	0.368	spinach
spinal	0.312	0.491	0.296	medulla
spindle	0.552	0.410	0.360	fusum
spine	0.495	0.461	0.600	spina
spineless	0.344	0.387	0.321	spinas
spinner	0.458	0.593	0.471	lanificam pensis
spinning	0.594	0.610	0.481	nere
spinster	0.357	0.368	0.345	spinster
spiny	0.167	0.639	0.528	spiny
spiral	0.490	0.624	0.361	spiralis
spire	0.354	0.358	0.389	spira
spirit	0.786	0.370	0.621	spiritus
spirited	0.854	0.587	0.734	animosum
spirits	0.583	0.847	0.545	spirituum
spiritual	0.938	0.327	0.564	spirituale
spirituality	0.865	0.281	0.667	spiritualitas
spit	0.149	0.545	0.436	veru
spite	0.080	0.600	0.317	malignitas
spiteful	0.073	0.710	0.330	invidiosa
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	spittoon
splash	0.521	0.412	0.281	adipiscing
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	quemne ipsa
spleen	0.448	0.255	0.396	lienis
splendid	0.896	0.740	0.810	splendidus
splendor	0.927	0.612	0.850	splendor
splice	0.386	0.460	0.377	splice
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	canalis
splinter	0.136	0.422	0.325	festucam
split	0.344	0.618	0.410	split
splitting	0.188	0.598	0.375	fissile
splurge	0.365	0.481	0.542	IACTANTIA
spoil	0.146	0.723	0.328	spolia
spoiler	0.347	0.527	0.380	depopulator
spoiling	0.135	0.678	0.306	depraedatio
spoils	0.388	0.760	0.481	manubiae
spoke	0.635	0.433	0.483	locutus est
spoken	0.551	0.363	0.545	locutus est
spokesman	0.720	0.480	0.611	orator
spokesperson	0.573	0.453	0.615	spokesperson
sponge	0.551	0.192	0.219	spongia
spongy	0.469	0.324	0.344	spongy
sponsor	0.729	0.537	0.800	sponsor
sponsorship	0.854	0.608	0.696	patrocinio
spontaneity	0.817	0.698	0.655	sponte
spontaneous	0.780	0.578	0.655	sponte
spoof	0.490	0.594	0.381	spoof
spook	0.327	0.887	0.322	spook
spooky	0.104	0.858	0.380	spooky
spool	0.397	0.389	0.312	FUSUS
spoon	0.479	0.236	0.259	cochleari
spoonful	0.582	0.208	0.308	COCHLEARE
sporadic	0.333	0.394	0.500	RARUS
spore	0.480	0.408	0.231	glomerorum
sport	0.865	0.700	0.657	ludo
sporting	0.917	0.656	0.675	ludificatio
sports	0.833	0.683	0.587	ludis
sports car	0.759	0.696	0.669	ludis currus
sportsman	0.755	0.735	0.713	sportsman
sportsmanship	0.890	0.582	0.694	sportsmanship
sportswriter	0.760	0.551	0.566	sportswriter
sporty	0.735	0.713	0.648	sporty
spot	0.510	0.180	0.336	macula
spotless	0.792	0.327	0.726	immaculatus
spotlight	0.688	0.353	0.519	arcu
spotted	0.354	0.472	0.295	maculosus
spotter	0.542	0.491	0.644	spotter
spotty	0.281	0.606	0.241	spotty
spousal	0.656	0.582	0.632	sponsalis
spouse	0.750	0.600	0.645	coniugis
spout	0.438	0.357	0.309	effusorium
sprain	0.063	0.580	0.384	distorsio
sprawl	0.600	0.596	0.672	sprawl
spray	0.438	0.410	0.333	imbre
spread	0.570	0.583	0.651	propagatio
spreader	0.510	0.480	0.500	propagator
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	fons
springtime	0.837	0.439	0.722	tempus vernum
sprinkle	0.635	0.404	0.380	spargo
sprinkler	0.510	0.434	0.473	aspersorium
sprinkling	0.677	0.510	0.466	aspersio
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	spiritus
sprout	0.582	0.565	0.443	pullulant
spruce	0.604	0.288	0.380	abiegnis
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	calcar
spurious	0.178	0.480	0.343	spuria
spurred	0.562	0.684	0.472	incitatus
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	exploratorem
squabble	0.173	0.850	0.500	rixa
squad	0.552	0.711	0.806	MANIPLUS
squadron	0.469	0.686	0.787	turmae
squall	0.191	0.833	0.655	procella
squamous	0.344	0.446	0.418	squama
squander	0.240	0.755	0.529	spargo
square	0.509	0.340	0.291	quadrata
squash	0.531	0.667	0.410	cucurbitae
squat	0.330	0.550	0.453	salaputium
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	stridore
squeaky	0.229	0.771	0.367	arguta constituit
squeal	0.250	0.731	0.375	LESSUS
squealer	0.541	0.519	0.330	LESSUS
squeamish	0.176	0.656	0.453	fastidiosus
squeeze	0.458	0.676	0.532	premere 
squeezing	0.260	0.598	0.557	expresses
squelch	0.271	0.510	0.462	cupere
squid	0.497	0.398	0.357	lolligo
squint	0.385	0.461	0.452	squint
squire	0.479	0.459	0.710	armiger
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	sciurus
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	confodere
stabbed	0.031	0.875	0.431	confossus
stability	0.812	0.264	0.849	stabilitas
stabilize	0.839	0.427	0.722	stabilire
stabilizer	0.688	0.353	0.767	stabilitorque
stable	0.725	0.204	0.735	stabulum
staccato	0.396	0.500	0.427	creber
stack	0.470	0.282	0.427	BIBLIOTHECA
stadium	0.635	0.679	0.611	stadium
staff	0.745	0.274	0.627	virgam
stag	0.594	0.250	0.389	cervus
stage	0.592	0.306	0.473	scaena
stagecoach	0.516	0.519	0.627	stagecoach
stagehand	0.420	0.684	0.555	stagehand
stagger	0.531	0.620	0.458	vacillate
staggering	0.520	0.657	0.683	errantes
stagnant	0.300	0.500	0.208	stagnantibus
stagnation	0.276	0.324	0.396	TORPOR
staid	0.385	0.290	0.634	moratus
stain	0.453	0.324	0.264	macula
stained	0.245	0.460	0.209	infectus
stainless	0.594	0.329	0.618	intemerata
stair	0.375	0.354	0.345	scala
staircase	0.469	0.347	0.440	gradus
stairs	0.510	0.439	0.342	scalae
stairway	0.562	0.510	0.407	scala
stairwell	0.510	0.292	0.333	scala
stake	0.406	0.608	0.460	palus
stakeout	0.344	0.546	0.600	veru
stale	0.235	0.461	0.286	veteris
stalemate	0.296	0.354	0.267	stalemate
stalk	0.436	0.272	0.395	stipula
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	armenti
stallion	0.628	0.596	0.779	equus
stalls	0.582	0.378	0.451	stabula 
stalwart	0.812	0.430	0.691	praevalidum
stamina	0.664	0.694	0.877	patientia
stamp	0.438	0.327	0.441	stamp
stampede	0.235	0.875	0.683	EXSTERNO
stance	0.604	0.333	0.609	substantia
stand	0.600	0.324	0.509	stand
standard	0.673	0.143	0.605	vexillum
standardize	0.684	0.353	0.729	vexillum
standardized	0.610	0.324	0.607	de mensuris
standby	0.260	0.224	0.386	standby
standing	0.604	0.317	0.425	stans
standoff	0.333	0.840	0.558	dirigebant
standpoint	0.585	0.388	0.652	aspectus
standstill	0.441	0.203	0.500	sisto
standup	0.633	0.583	0.550	consurge
stanza	0.612	0.343	0.297	stanza
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	Stapulae
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	stella
