English Word	Valence	Arousal	Dominance	Odia Word
understanding	0.865	0.304	0.689	ବୁ understanding ିବା
understatement	0.347	0.480	0.473	ଅନ୍ଧବିଶ୍ୱାସ |
understood	0.780	0.441	0.686	ବୁ understood ିଗଲା
understudy	0.378	0.402	0.420	ଅଣ୍ଡରଷ୍ଟୁଡି |
undertake	0.796	0.702	0.754	ଦାୟିତ୍
undertaker	0.363	0.696	0.611	କାର୍ଯ୍ୟକର୍ତ୍ତା
undertaking	0.667	0.530	0.696	ଦାୟିତ୍
undertow	0.327	0.639	0.231	ପ୍ରତିଜ୍ଞା
underwear	0.610	0.546	0.375	ଅନ୍ତ under ବସ୍ତ୍ର
underwood	0.510	0.453	0.510	ଅଣ୍ଡରଉଡ୍ |
underworld	0.177	0.676	0.613	ଅଣ୍ଡରୱାର୍ଲ୍ଡ |
underwrite	0.416	0.520	0.423	ଅଣ୍ଡରାଇଟ୍ କରନ୍ତୁ |
underwriter	0.571	0.327	0.620	ଅଣ୍ଡରାଇଟର୍
undeserved	0.219	0.552	0.283	ଅଯୋଗ୍ୟ
undesirable	0.177	0.644	0.260	ଅବାଞ୍ଛିତ |
undesired	0.156	0.441	0.235	ଅବାଞ୍ଛିତ |
undetectable	0.438	0.539	0.604	ଅଜ୍ଞାତ
undetected	0.224	0.304	0.268	ଚିହ୍ନଟ ହୋଇନାହିଁ |
undetermined	0.265	0.256	0.353	ନିର୍ଦ୍ଦିଷ୍ଟ |
undeveloped	0.292	0.330	0.254	ବିକଶିତ ନୁହେଁ
undignified	0.122	0.627	0.308	ଅଯୋଗ୍ୟ
undirected	0.330	0.417	0.310	ନିର୍ଦ୍ଦେଶିତ
undisclosed	0.479	0.361	0.314	ଅଜ୍ଞାତ |
undiscovered	0.438	0.347	0.261	ଆବିଷ୍କୃତ |
undisputed	0.646	0.588	0.673	ବିବାଦୀୟ |
undisturbed	0.725	0.287	0.434	ଅସ୍ଥିର |
undivided	0.510	0.380	0.490	ଅବିଭାଜିତ |
undo	0.365	0.444	0.349	ପୂର୍ବବତ୍ କରନ୍ତୁ |
undoing	0.219	0.452	0.298	ପୂର୍ବବତ୍
undoubted	0.592	0.461	0.740	ନି ted ସନ୍ଦେହ |
undress	0.438	0.900	0.336	ଅନାବରଣ
undressed	0.375	0.755	0.356	ଅନାବୃତ
undue	0.156	0.573	0.318	ଅଯଥା
undying	0.708	0.500	0.773	ଅନାବଶ୍ୟକ |
unearned	0.177	0.340	0.213	ଅଜ୍ଞ
unearth	0.427	0.635	0.545	ଅନ୍ୱେଷଣ |
uneasiness	0.190	0.798	0.241	ଅଶାନ୍ତି |
uneasy	0.115	0.598	0.349	ଅଶାନ୍ତ
uneducated	0.177	0.350	0.246	ଅଶିକ୍ଷିତ |
unemployed	0.094	0.481	0.230	ବେକାର
unemployment	0.094	0.400	0.297	ବେକାରୀ
unencumbered	0.604	0.280	0.472	ଅସଂଖ୍ୟ |
unending	0.385	0.519	0.454	ଅନନ୍ତ
unequal	0.118	0.433	0.202	ଅସମାନ
unequalled	0.562	0.470	0.769	ଅସମାନ
unequivocal	0.604	0.415	0.615	ଏକତରଫା |
unequivocally	0.521	0.668	0.554	ଏକତରଫା ଭାବରେ |
unethical	0.104	0.433	0.269	ଅନ eth ତିକ |
uneven	0.125	0.457	0.240	ଅସମାନ
uneventful	0.510	0.343	0.410	ଅସୁରକ୍ଷିତ
unexpected	0.500	0.720	0.333	ଅପ୍ରତ୍ୟାଶିତ |
unexpectedly	0.354	0.759	0.462	ଅପ୍ରତ୍ୟାଶିତ ଭାବରେ |
unexplainable	0.260	0.448	0.610	ଅସ୍ପଷ୍ଟ
unexplained	0.271	0.531	0.349	ଅସ୍ପଷ୍ଟ
unexplored	0.401	0.640	0.388	ଅନ୍ୱେଷିତ |
unfailing	0.625	0.635	0.594	ଅସଫଳ
unfair	0.173	0.472	0.190	ଅନ୍ୟାୟ
unfairness	0.170	0.817	0.336	ଅନ୍ୟାୟ
unfaithful	0.031	0.806	0.298	ଅବିଶ୍ୱାସୀ
unfamiliar	0.219	0.558	0.273	ଅପରିଚିତ
unfavorable	0.133	0.450	0.232	ଅନୁକୂଳ
unfeeling	0.235	0.377	0.345	ଅନୁଭବ
unfettered	0.569	0.650	0.586	ଅନୁପଯୁକ୍ତ |
unfinished	0.188	0.368	0.264	ଅସମାପ୍ତ
unfit	0.250	0.368	0.185	ଅନୁପଯୁକ୍ତ
unflinching	0.667	0.606	0.882	ଅସନ୍ତୁଷ୍ଟ
unfold	0.612	0.510	0.520	ଖୋଲନ୍ତୁ
unfollow	0.281	0.337	0.293	ଅନୁକରଣ
unforeseen	0.255	0.714	0.500	ଅପ୍ରତ୍ୟାଶିତ |
unforgettable	0.833	0.561	0.660	ଅବିସ୍ମରଣୀୟ |
unforgivable	0.276	0.743	0.490	କ୍ଷମା ଯୋଗ୍ୟ ନୁହେଁ |
unforgiving	0.406	0.630	0.793	କ୍ଷମାକାରୀ |
unfortunate	0.073	0.487	0.195	ଦୁର୍ଭାଗ୍ୟ
unfortunately	0.104	0.494	0.281	ଦୁର୍ଭାଗ୍ୟବଶତ। |
unfounded	0.271	0.520	0.410	ଭିତ୍ତିହୀନ |
unfreeze	0.458	0.297	0.375	ଫ୍ରିଜ୍
unfriendly	0.173	0.670	0.458	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
unfulfilled	0.184	0.426	0.268	ଅସଂପୂର୍ଣ୍ଣ
unfurnished	0.316	0.333	0.272	ଅସଂପୂର୍ଣ୍ଣ
unglued	0.378	0.446	0.352	unglued
ungodly	0.296	0.423	0.388	ଧର୍ମହୀନ
ungrateful	0.219	0.461	0.275	କୃତଜ୍ଞ
unguarded	0.156	0.578	0.205	ଅସୁରକ୍ଷିତ
unhand	0.406	0.360	0.361	ଅବାଧ
unhappiness	0.083	0.630	0.222	ଅସନ୍ତୁଷ୍ଟ
unhappy	0.112	0.500	0.155	ଅସନ୍ତୁଷ୍ଟ
unharmed	0.740	0.378	0.491	କ୍ଷତିଗ୍ରସ୍ତ |
unhealthy	0.115	0.549	0.214	ଅସ୍ୱାସ୍ଥ୍ୟକର
unheard	0.344	0.539	0.500	ଶୁଣି ନାହିଁ
unhelpful	0.104	0.320	0.118	ଅସହଯୋଗୀ |
unhindered	0.729	0.441	0.725	ବାଧାପ୍ରାପ୍ତ |
unholy	0.327	0.560	0.445	ଅପରିଷ୍କାର
unhook	0.375	0.592	0.310	unhook
unicorn	0.776	0.510	0.480	ୟୁନିକର୍
unidentified	0.385	0.361	0.199	ଅଜ୍ଞାତ
unification	0.688	0.345	0.788	ଏକୀକରଣ
unified	0.729	0.439	0.764	ଏକୀକୃତ
uniform	0.570	0.245	0.655	ୟୁନିଫର୍ମ
uniformed	0.469	0.519	0.589	ୟୁନିଫର୍ମ
uniformity	0.745	0.353	0.538	ସମାନତା
uniformly	0.625	0.333	0.704	ସମାନ ଭାବରେ
unimaginable	0.573	0.634	0.589	ଅବାଞ୍ଛିତ |
unimpeachable	0.684	0.550	0.784	ଅବିସ୍ମରଣୀୟ |
unimpeached	0.458	0.335	0.433	ଅପରାଜିତ |
unimportant	0.281	0.240	0.175	ଗୁରୁତ୍ୱହୀନ
unimpressed	0.198	0.302	0.327	ପ୍ରଭାବିତ
unimproved	0.163	0.377	0.144	ଅଣସଂଗଠିତ |
uninfected	0.688	0.304	0.389	ଅସୁରକ୍ଷିତ
uninformed	0.156	0.370	0.182	ଅଜ୍ଞ
uninhabited	0.301	0.230	0.221	ବାସହୀନ
uninitiated	0.271	0.288	0.288	ଅବିଭକ୍ତ
uninspired	0.163	0.243	0.260	ଅନୁପ୍ରାଣିତ |
unintelligible	0.208	0.472	0.283	ଅଜ୍ଞାତ
unintended	0.438	0.385	0.349	ଅବାଞ୍ଛିତ |
unintentional	0.333	0.538	0.306	ଅଜାଣତରେ |
unintentionally	0.460	0.490	0.286	ଅଜାଣତରେ |
uninterested	0.365	0.240	0.328	ଆଗ୍ରହୀ
uninteresting	0.153	0.235	0.228	ଆଗ୍ରହୀ
uninterrupted	0.500	0.434	0.527	ନିରବଚ୍ଛିନ୍ନ |
uninvited	0.090	0.385	0.307	ନିମନ୍ତ୍ରିତ
union	0.854	0.226	0.766	ସଂଘ
unique	0.823	0.347	0.661	ଅନନ୍ୟ |
unisex	0.492	0.417	0.417	ୟୁନିସେକ୍ସ
unison	0.510	0.439	0.583	ଏକତା
unit	0.562	0.235	0.578	ଏକକ
unitary	0.531	0.239	0.641	ଏକତା
unite	0.781	0.375	0.610	ଏକତ୍ର ହୁଅ
united	0.781	0.431	0.783	ମିଳିତ
unity	0.837	0.288	0.658	ଏକତା
universal	0.802	0.417	0.833	ସର୍ବଭାରତୀୟ |
universality	0.796	0.410	0.840	ସର୍ବଭାରତୀୟତା |
universe	0.694	0.454	0.839	ବ୍ରହ୍ମାଣ୍ଡ
university	0.735	0.574	0.741	ବିଶ୍ୱବିଦ୍ୟାଳୟ
unjust	0.115	0.625	0.278	ଅନ୍ୟାୟ
unjustifiable	0.115	0.596	0.394	ଅଯ ust କ୍ତିକ |
unjustified	0.288	0.541	0.314	ଅଯ ified କ୍ତିକ |
unkind	0.135	0.409	0.310	ଦୟାଳୁ
unknowable	0.347	0.540	0.396	ଅଜ୍ଞାତ
unknown	0.357	0.450	0.204	ଅଜ୍ଞାତ
unlawful	0.094	0.759	0.402	ବେଆଇନ୍ |
unleash	0.479	0.775	0.559	ଉନ୍ମୋଚନ
unlicensed	0.306	0.574	0.196	ଲାଇସେନ୍ସପ୍ରାପ୍ତ
unlike	0.439	0.439	0.418	ଭିନ୍ନ ନୁହେଁ |
unlikely	0.271	0.293	0.245	ସମ୍ଭବ ନୁହେଁ
unlimited	0.750	0.623	0.679	ଅସୀମିତ |
unlisted	0.365	0.265	0.218	ତାଲିକାଭୁକ୍ତ ନୁହେଁ |
unload	0.656	0.639	0.573	ଅନଲୋଡ୍ କରନ୍ତୁ |
unloaded	0.469	0.380	0.331	ଅନଲୋଡ୍ ହୋଇଛି |
unlock	0.582	0.442	0.592	ଅନଲକ୍ କରନ୍ତୁ |
unlucky	0.073	0.395	0.198	ଭାଗ୍ୟଶାଳୀ
unmanageable	0.177	0.666	0.482	ପରିଚାଳନାଯୋଗ୍ୟ ନୁହେଁ |
unmanned	0.235	0.441	0.324	ମାନବ ବିହୀନ |
unmarked	0.416	0.294	0.433	ଚିହ୍ନିତ ନୁହେଁ
unmarried	0.438	0.480	0.545	ଅବିବାହିତ
unmask	0.323	0.690	0.520	ଅନ୍ମାସ୍କ |
unmatched	0.776	0.536	0.771	ତୁଳନାତ୍ମକ
unmistakable	0.602	0.571	0.765	ଅବିସ୍ମରଣୀୟ |
unmitigated	0.649	0.427	0.422	ଅଣସଂଗଠିତ |
unmoved	0.184	0.355	0.360	ସ୍ଥାନାନ୍ତରିତ |
unnamed	0.316	0.189	0.284	ନାମହୀନ
unnatural	0.153	0.587	0.434	ଅପ୍ରାକୃତିକ |
unnecessary	0.219	0.358	0.190	ଅନାବଶ୍ୟକ |
unneeded	0.177	0.375	0.245	ଅନାବଶ୍ୟକ |
unnoticed	0.302	0.440	0.260	ଅଜ୍ଞାତ |
unnumbered	0.406	0.255	0.331	ଅଗଣିତ
unobserved	0.398	0.255	0.257	ଅଣସଂରକ୍ଷିତ |
unobstructed	0.583	0.440	0.573	ଅବରୋଧିତ |
unobtrusive	0.447	0.327	0.402	ଅବିସ୍ମରଣୀୟ |
unoccupied	0.258	0.245	0.412	ଅଣସଂଗଠିତ |
unofficial	0.260	0.302	0.255	ଅଣଅନୁଷ୍ଠାନିକ |
unopened	0.542	0.340	0.265	ଖୋଲା ନାହିଁ
unopposed	0.615	0.375	0.537	ଅବିଭକ୍ତ
unordered	0.224	0.482	0.190	ଅନିୟମିତ |
unorganised	0.250	0.500	0.212	ଅସଂଗଠିତ |
unorganized	0.260	0.657	0.173	ଅସଂଗଠିତ |
unorthodox	0.340	0.480	0.441	ଅଣଓଡ଼ିଆ |
unpack	0.531	0.528	0.445	ପ୍ୟାକ୍ କର |
unpaid	0.300	0.413	0.365	ଦେୟମୁକ୍ତ
unparalleled	0.708	0.306	0.538	ଅନୁପଯୁକ୍ତ
unpleasant	0.122	0.612	0.185	ଅପ୍ରୀତିକର
unpleasantness	0.062	0.724	0.264	ଅପ୍ରୀତିକରତା |
unplug	0.239	0.441	0.404	ଅନ୍ପ୍ଲଗ୍ କରନ୍ତୁ |
unplugged	0.367	0.375	0.318	ଅନ୍-ପ୍ଲଗ୍
unpopular	0.073	0.441	0.164	ଜନପ୍ରିୟ
unprecedented	0.500	0.491	0.658	ଅଦୃଶ୍ୟ
unpredictable	0.429	0.769	0.515	ଅପ୍ରତ୍ୟାଶିତ
unprepared	0.204	0.450	0.152	ପ୍ରସ୍ତୁତ ନୁହେଁ
unpretentious	0.510	0.296	0.410	ଅଭଦ୍ର
unproductive	0.100	0.324	0.237	ଅଣ-ଉତ୍ପାଦକ
unprofessional	0.042	0.370	0.170	ଅଣ-ବ୍ୟବସାୟିକ |
unprofitable	0.163	0.376	0.217	ଲାଭଜନକ ନୁହେଁ
unprotected	0.150	0.582	0.197	ଅସୁରକ୍ଷିତ
unproven	0.296	0.427	0.216	ପ୍ରମାଣିତ ନୁହେଁ |
unprovoked	0.565	0.327	0.385	ଅପ୍ରାକୃତିକ |
unpublished	0.406	0.480	0.481	ପ୍ରକାଶିତ ନୁହେଁ
unpunished	0.292	0.594	0.519	ଦଣ୍ଡବିଧାନ
unqualified	0.170	0.433	0.173	ଅଯୋଗ୍ୟ
unquestionable	0.469	0.450	0.843	ପ୍ରଶ୍ନ
unquestionably	0.500	0.630	0.750	ନି .ସନ୍ଦେହ |
unquestioned	0.562	0.509	0.746	ପ୍ରଶ୍ନ
unquote	0.388	0.363	0.517	ଅନକୋଟ୍ |
unravel	0.378	0.598	0.455	ଖୋଲନ୍ତୁ
unreachable	0.208	0.679	0.557	ଅପହଞ୍ଚ |
unread	0.458	0.240	0.214	ପ read ି ନାହିଁ
unreal	0.173	0.431	0.296	ଅବାସ୍ତବ |
unrealistic	0.229	0.500	0.245	ଅବାସ୍ତବ |
unreasonable	0.115	0.702	0.264	ଅଯ ason କ୍ତିକ |
unrecorded	0.241	0.351	0.350	ଅଣସଂରକ୍ଷିତ
unregistered	0.255	0.337	0.266	ପ reg ୍ଜୀକୃତ
unregulated	0.344	0.454	0.421	ଅନିୟନ୍ତ୍ରିତ |
unrelated	0.302	0.270	0.264	ସମ୍ପର୍କ ନାହିଁ
unrelenting	0.500	0.790	0.875	ଅବିସ୍ମରଣୀୟ |
unreliable	0.108	0.480	0.240	ଅବିଶ୍ୱସନୀୟ
unremarkable	0.271	0.155	0.230	ଅବିସ୍ମରଣୀୟ |
unrepentant	0.240	0.445	0.413	ଅନୁତାପ
unrequited	0.143	0.441	0.179	ଅଯୋଗ୍ୟ
unresolved	0.135	0.441	0.173	ସମାଧାନ ହୋଇନାହିଁ
unresponsive	0.108	0.282	0.244	ପ୍ରତିକ୍ରିୟାଶୀଳ |
unrest	0.102	0.577	0.231	ଅଶାନ୍ତି |
unrestrained	0.385	0.775	0.627	ଅନିୟନ୍ତ୍ରିତ |
unrestricted	0.698	0.458	0.644	ସୀମାବଦ୍ଧ |
unromantic	0.208	0.316	0.307	ଅପ୍ରାକୃତିକ |
unruly	0.240	0.745	0.547	ଅନିୟମିତତା |
unsafe	0.115	0.562	0.147	ଅସୁରକ୍ଷିତ
unsanitary	0.063	0.592	0.269	ଅପରିଷ୍କାର
unsatisfactory	0.122	0.520	0.189	ଅସନ୍ତୁଷ୍ଟ
unsatisfied	0.200	0.547	0.241	ଅସନ୍ତୁଷ୍ଟ
unsavory	0.071	0.637	0.353	ଅସୁରକ୍ଷିତ
unscathed	0.625	0.308	0.611	ଅସୁରକ୍ଷିତ
unscheduled	0.312	0.436	0.300	ଯୋଜନାବଦ୍ଧ
unscientific	0.396	0.317	0.321	ଅଜ୍ଞାନ |
unscrew	0.333	0.462	0.396	ଅନ୍ସ୍କ୍ରୁ |
unscrupulous	0.094	0.727	0.465	ଅସାଧୁ
unseat	0.229	0.500	0.312	unseat
unseen	0.427	0.351	0.421	ଅଦୃଶ୍ୟ |
unselfish	0.615	0.353	0.377	ନି self ସ୍ୱାର୍ଥପର |
unsettled	0.208	0.647	0.170	ଅସନ୍ତୁଷ୍ଟ
unsightly	0.226	0.559	0.373	ଅଜାଣତରେ |
unsolicited	0.094	0.339	0.280	ଅବାଞ୍ଛିତ |
unsolved	0.146	0.390	0.235	ସମାଧାନ ହୋଇନାହିଁ
unsophisticated	0.327	0.491	0.339	ଅତ୍ୟାଧୁନିକ |
unsound	0.146	0.222	0.272	ଅସୁରକ୍ଷିତ |
unspeakable	0.327	0.567	0.393	ଅସ୍ପଷ୍ଟ
unspecified	0.240	0.365	0.165	ନିର୍ଦ୍ଦିଷ୍ଟ
unspoken	0.177	0.260	0.208	ଅବିଭାଜିତ |
unstable	0.167	0.587	0.150	ଅସ୍ଥିର |
unsteady	0.122	0.500	0.190	ଅସ୍ଥିର |
unstoppable	0.625	0.887	0.862	ଅଟକିବା
unsuccessful	0.140	0.318	0.106	ଅସଫଳ
unsuitable	0.188	0.528	0.300	ଅନୁପଯୁକ୍ତ
unsung	0.296	0.330	0.314	unsung
unsupervised	0.478	0.481	0.442	ଅସୁରକ୍ଷିତ
unsupported	0.260	0.450	0.221	ଅସମର୍ଥିତ
unsure	0.143	0.580	0.217	ଅନିଶ୍ଚିତ
unsurpassed	0.694	0.569	0.798	ଅପ୍ରତ୍ୟାଶିତ |
unsuspecting	0.302	0.509	0.413	ଅସୁରକ୍ଷିତ
unsustainable	0.255	0.650	0.406	ଅସ୍ଥାୟୀ
unsweetened	0.396	0.263	0.300	ମିଠା
unsympathetic	0.163	0.620	0.281	ଅସନ୍ତୁଷ୍ଟ
untamed	0.429	0.778	0.709	ଅଜ୍ଞାତ |
untenable	0.143	0.637	0.425	ଅସମ୍ଭବ |
untested	0.302	0.296	0.348	ପରୀକ୍ଷିତ ନୁହେଁ |
unthinkable	0.365	0.480	0.481	ଅବାଞ୍ଛିତ |
untidy	0.106	0.610	0.254	ଅପରିଷ୍କାର
untie	0.542	0.463	0.472	ଖୋଲ |
untimely	0.245	0.676	0.233	ଅକାଳ
untitled	0.213	0.240	0.240	ଆଖ୍ୟାବିହୀନ |
untold	0.240	0.367	0.191	ଅନାବଶ୍ୟକ |
untouchable	0.490	0.602	0.683	ଅସ୍ପୃଶ୍ୟ |
untouched	0.531	0.276	0.600	ଅସ୍ପୃଶ୍ୟ |
untoward	0.122	0.555	0.291	ଅସନ୍ତୁଷ୍ଟ
untraceable	0.321	0.674	0.574	ଅବିସ୍ମରଣୀୟ |
untrained	0.149	0.529	0.282	ତାଲିମପ୍ରାପ୍ତ
untranslated	0.271	0.188	0.264	ଅନୁବାଦିତ
untroubled	0.750	0.213	0.653	ଅବିଭକ୍ତ |
untrue	0.031	0.500	0.188	ଅସତ୍ୟ
untrustworthy	0.097	0.449	0.287	ଅବିଶ୍ୱସନୀୟ
unturned	0.312	0.255	0.316	ଅନାବୃତ
unused	0.344	0.231	0.234	ଅବ୍ୟବହୃତ
unusual	0.429	0.433	0.361	ଅସାମାନ୍ୟ
unusually	0.385	0.406	0.358	ଅସାଧାରଣ ଭାବରେ |
unutterable	0.406	0.592	0.538	ଅବିସ୍ମରଣୀୟ |
unveil	0.439	0.442	0.562	ଉନ୍ମୋଚନ କରନ୍ତୁ |
unveiling	0.569	0.570	0.675	ଉନ୍ମୋଚନ
unverified	0.214	0.365	0.180	ଯାଞ୍ଚ ହୋଇନଥିବା
unwanted	0.177	0.546	0.205	ଅବାଞ୍ଛିତ |
unwarranted	0.091	0.500	0.345	ଅବାଞ୍ଛିତ |
unwary	0.286	0.417	0.402	ସତର୍କ |
unwashed	0.365	0.427	0.360	ଧୋଇବା
unwavering	0.740	0.630	0.858	ଅବିସ୍ମରଣୀୟ |
unwed	0.541	0.595	0.459	ଅବିବାହିତ
unwelcome	0.115	0.480	0.269	ଅବାଞ୍ଛିତ |
unwell	0.143	0.640	0.221	ଅସୁସ୍ଥ
unwilling	0.302	0.316	0.179	ଅନିଚ୍ଛା |
unwillingly	0.204	0.548	0.182	ଅନିଚ୍ଛାରେ |
unwillingness	0.204	0.311	0.113	ଅନିଚ୍ଛା |
unwind	0.837	0.181	0.394	ଖୋଲନ୍ତୁ |
unwise	0.141	0.610	0.304	ଅଜ୍ଞାନ
unwitting	0.260	0.526	0.344	ଅଜ୍ଞାତ |
unwittingly	0.312	0.510	0.264	ଅଜାଣତରେ |
unworthy	0.194	0.433	0.226	ଅଯୋଗ୍ୟ
unwrap	0.604	0.491	0.557	ଅନାବରଣ
unwritten	0.367	0.384	0.272	ଲିଖିତ
unyielding	0.367	0.806	0.738	ଅବାଧ
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	ଅପବଟ୍
upbringing	0.677	0.490	0.600	ପ୍ରତିପୋଷଣ
upcoming	0.688	0.460	0.550	ଆଗାମୀ
update	0.698	0.535	0.802	ଅଦ୍ୟତନ କରନ୍ତୁ |
upgrade	0.786	0.500	0.670	ଉନ୍ନୟନ
upheaval	0.290	0.830	0.570	ଉତ୍ତେଜନା |
uphill	0.396	0.723	0.572	ଉପରକୁ
uphold	0.698	0.321	0.561	ସମର୍ଥନ କର
upholstery	0.592	0.270	0.386	ଚଟାଣ
upkeep	0.590	0.442	0.685	ରକ୍ଷଣାବେକ୍ଷଣ
upland	0.719	0.578	0.607	ଉପର
uplands	0.615	0.471	0.577	ଉପରଭୂମି
uplift	0.656	0.779	0.771	ଉନ୍ନତି
uplifting	0.771	0.548	0.605	ଉନ୍ନତି
uplink	0.544	0.510	0.595	ଅପ୍ ଲିଙ୍କ୍
upload	0.638	0.683	0.696	ଅପଲୋଡ୍ କରନ୍ତୁ |
upper	0.740	0.529	0.868	ଉପର
uppercut	0.410	0.600	0.550	ଉପର ସର୍ଟକଟ୍
uppity	0.465	0.546	0.417	ଉତ୍କଣ୍ଠା |
upright	0.667	0.373	0.600	ସରଳ
uprising	0.561	0.777	0.704	ବିଦ୍ରୋହ
uproar	0.271	0.902	0.462	ଉତ୍ତେଜନା
upscale	0.698	0.526	0.846	ଅପ୍ ସ୍କେଲ୍ |
upset	0.071	0.680	0.330	ବିରକ୍ତ
upshot	0.693	0.490	0.716	ଅପସଟ୍
upstairs	0.663	0.408	0.645	ଉପର ମହଲା
upstanding	0.851	0.390	0.708	ଉନ୍ନତି
upstart	0.449	0.500	0.455	ଅପଷ୍ଟାର୍ଟ |
uptight	0.184	0.716	0.333	ଉପର
upward	0.792	0.481	0.620	ଉପରକୁ
upwards	0.724	0.439	0.638	ଉପରକୁ
uranium	0.375	0.580	0.490	ୟୁରାନିୟମ୍
urban	0.561	0.528	0.644	ସହରୀ
urchin	0.417	0.510	0.373	ଉର୍ଚିନ୍ |
urge	0.418	0.680	0.653	ଅନୁରୋଧ
urgency	0.429	0.908	0.543	ଜରୁରୀ
urgent	0.327	0.918	0.623	ଜରୁରୀ
urinal	0.214	0.510	0.306	ମୂତ୍ର
urinalysis	0.344	0.532	0.398	ୟୁରିନାଲିସିସ୍
urinate	0.360	0.500	0.353	ପରିସ୍ରା କରିବା |
urination	0.271	0.441	0.232	ପରିସ୍ରା
urine	0.375	0.361	0.169	ପରିସ୍ରା
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	ବ୍ୟବହାର ଯୋଗ୍ୟ
usage	0.646	0.360	0.426	ବ୍ୟବହାର
use	0.438	0.358	0.409	ବ୍ୟବହାର କରନ୍ତୁ |
used	0.354	0.306	0.287	ବ୍ୟବହୃତ |
useful	0.833	0.411	0.726	ଉପଯୋଗୀ |
usefully	0.650	0.481	0.760	ଉପଯୋଗୀ ଭାବରେ |
usefulness	0.806	0.519	0.741	ଉପଯୋଗୀତା |
useless	0.052	0.342	0.184	ଅଦରକାରୀ |
user	0.629	0.347	0.442	ଉପଯୋଗକର୍ତ୍ତା |
usher	0.521	0.440	0.519	usher
usual	0.625	0.221	0.400	ସାଧାରଣ
usurp	0.125	0.818	0.433	usurp
usurped	0.292	0.780	0.438	ଅକ୍ତିଆର
usury	0.344	0.679	0.430	ସୁଧ
utensil	0.573	0.279	0.383	ବାସନ
uterus	0.551	0.420	0.510	ଗର୍ଭାଶୟ
utilitarian	0.427	0.363	0.639	ଉପଯୋଗୀ
utility	0.622	0.400	0.704	ଉପଯୋଗିତା
utilization	0.562	0.469	0.706	ଉପଯୋଗ
utilize	0.694	0.445	0.545	ବ୍ୟବହାର କରନ୍ତୁ |
utmost	0.719	0.740	0.858	ଅତ୍ୟଧିକ
utopian	0.542	0.327	0.552	utopian
utter	0.531	0.422	0.549	ଉଚ୍ଚାରଣ କର |
utterance	0.542	0.640	0.704	ଉଚ୍ଚାରଣ
utterly	0.633	0.440	0.673	ସଂପୂର୍ଣ୍ଣ ଭାବରେ
vacancy	0.643	0.311	0.418	ଖାଲି
vacant	0.578	0.220	0.464	ଖାଲି ଅଛି |
vacate	0.357	0.490	0.397	ଖାଲି କର |
vacation	0.840	0.490	0.598	ଛୁଟି
vaccination	0.530	0.578	0.621	ଟୀକାକରଣ
vaccine	0.500	0.520	0.555	ଟିକା
vacuolar	0.439	0.370	0.439	ଶୂନ୍ୟସ୍ଥାନ |
vacuole	0.490	0.406	0.481	ଶୂନ୍ୟସ୍ଥାନ |
vacuous	0.354	0.267	0.304	ଶୂନ୍ୟ
vacuum	0.327	0.196	0.134	ଶୂନ୍ୟସ୍ଥାନ |
vagabond	0.384	0.531	0.144	ଭାଗାବଣ୍ଡ |
vagina	0.551	0.870	0.500	ଯୋନି
vaginal	0.449	0.765	0.420	ଯୋନୀ
vagrancy	0.219	0.567	0.277	ଭ୍ରମଣ
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	ଅସ୍ପଷ୍ଟ
vagueness	0.150	0.324	0.221	ଅସ୍ପଷ୍ଟତା |
vainly	0.365	0.283	0.169	ବୃଥା
valance	0.424	0.286	0.371	ମୂଲ୍ୟ
vale	0.592	0.276	0.387	ଭାଲେ
valedictorian	0.500	0.490	0.594	ଭାଲେଡିକ୍ଟୋରିଆନ୍ |
valentine	0.888	0.615	0.510	ଭାଲେଣ୍ଟାଇନ୍
valet	0.635	0.406	0.389	ଭାଲେଟ୍
valiant	0.880	0.745	0.904	ବୀର
valid	0.693	0.353	0.565	ବ valid ଧ |
validate	0.760	0.431	0.745	ବ valid ଧତା |
validation	0.655	0.460	0.720	ବ valid ଧତା
validity	0.646	0.470	0.706	ବ valid ଧତା |
valium	0.419	0.398	0.443	ଭାଲିୟମ୍
valley	0.729	0.306	0.386	ଉପତ୍ୟକା
valor	0.833	0.442	0.763	ବୀରତ୍ୱ
valuable	0.899	0.547	0.798	ମୂଲ୍ୟବାନ
valuables	0.790	0.625	0.759	ମୂଲ୍ୟବାନ ସାମଗ୍ରୀ |
valuation	0.615	0.480	0.795	ମୂଲ୍ୟ
value	0.875	0.582	0.802	ମୂଲ୍ୟ
valve	0.323	0.363	0.471	ଭଲଭ୍ |
vamoose	0.459	0.455	0.389	ଭାମୁଜ୍ |
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	ବାଷ୍ପ
van	0.561	0.378	0.425	ଭ୍ୟାନ୍
vandal	0.135	0.792	0.473	ଭଣ୍ଡାଲ୍ |
vandalism	0.083	0.904	0.509	ଭଙ୍ଗାରୁଜା
vane	0.561	0.280	0.231	ଭେନ
vanguard	0.693	0.640	0.780	ଭାନୁଗାର୍ଡ |
vanilla	0.706	0.216	0.284	ଭାନିଲା |
