English Word	Valence	Arousal	Dominance	Chichewa Word
screwdriver	0.520	0.519	0.439	screwdriver
screwed	0.302	0.520	0.464	khwekhwe
screwy	0.344	0.596	0.450	zomangira
screwyou	0.260	0.647	0.509	kagwere
scribble	0.429	0.453	0.358	lembera
scribe	0.541	0.264	0.491	mlembi
scrimmage	0.367	0.660	0.411	scrimmage
scrip	0.430	0.462	0.455	script
script	0.610	0.450	0.527	script
scriptural	0.551	0.250	0.596	mwamalemba
scripture	0.745	0.270	0.630	malemba
scroll	0.375	0.630	0.409	mpukutu
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	scrounge
scrounger	0.323	0.490	0.358	scrounger
scrub	0.417	0.420	0.500	kolopa
scruffy	0.194	0.435	0.176	scruffy
scrumptious	0.959	0.650	0.566	wachangu
scrupulous	0.545	0.685	0.602	wochenjera
scrutinize	0.458	0.587	0.573	santhula
scrutiny	0.500	0.653	0.658	kuunika
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	kukangana
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	wosema
sculpture	0.750	0.346	0.490	chosema
sculptured	0.708	0.373	0.557	chosema
scum	0.357	0.380	0.218	scum
scumbag	0.240	0.591	0.278	mfiti
scurry	0.398	0.647	0.509	thamanga
scurvy	0.354	0.462	0.312	scurvy
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	nyanja
seaboard	0.663	0.356	0.507	ngalawa
seafood	0.656	0.500	0.328	nsomba
seagull	0.635	0.245	0.314	nyanja
seal	0.490	0.218	0.518	chisindikizo
seals	0.412	0.241	0.402	zisindikizo
seam	0.427	0.250	0.414	msoko
seaman	0.520	0.510	0.672	wapanyanja
seamless	0.459	0.140	0.302	opanda msoko
seamstress	0.535	0.288	0.389	wosoka
seaport	0.594	0.317	0.491	doko
sear	0.490	0.553	0.600	kufufuza
search	0.635	0.580	0.462	fufuzani
searching	0.534	0.657	0.466	kufufuza
searchlight	0.622	0.510	0.552	kufufuza
seared	0.229	0.410	0.398	chotenthedwa
seashore	0.796	0.310	0.375	nyanja
seasick	0.115	0.683	0.245	kudwala panyanja
seaside	0.887	0.520	0.508	m'mphepete mwa nyanja
season	0.792	0.410	0.519	nyengo
seasonal	0.592	0.273	0.305	nyengo
seasoned	0.812	0.570	0.509	okoleretsa
seasoning	0.633	0.388	0.479	zokometsera
seat	0.542	0.281	0.434	mpando
seatbelt	0.656	0.314	0.726	lamba wapampando
seating	0.552	0.265	0.286	mipando
seawater	0.760	0.197	0.491	madzi a m’nyanja
seaweed	0.446	0.286	0.382	udzu
sec	0.490	0.385	0.380	mphindi
secession	0.323	0.561	0.509	kudzipatula
secluded	0.357	0.265	0.240	obisika
seclusion	0.230	0.558	0.505	kudzipatula
second	0.490	0.210	0.250	chachiwiri
second cousin	0.698	0.360	0.441	msuweni wachiwiri
secondary	0.636	0.375	0.260	sekondale
secondhand	0.194	0.389	0.283	zogwiritsidwapo kale ntchito
secrecy	0.294	0.549	0.475	chinsinsi
secret	0.479	0.580	0.509	chinsinsi
secretariat	0.518	0.459	0.597	mlembi
secretary	0.612	0.426	0.561	mlembi
secrete	0.427	0.567	0.518	chinsinsi
secretion	0.354	0.582	0.529	kubisa
secretive	0.390	0.250	0.538	zachinsinsi
secretly	0.525	0.404	0.479	mobisa
sect	0.265	0.667	0.526	gulu
sectarian	0.260	0.606	0.517	wampatuko
section	0.500	0.269	0.421	gawo
sectional	0.427	0.415	0.464	gawo
sector	0.594	0.190	0.569	gawo
secular	0.463	0.461	0.520	zadziko
secularism	0.367	0.440	0.559	kusapembedza
secure	0.844	0.380	0.914	otetezeka
securities	0.750	0.304	0.852	chitetezo
security	0.837	0.360	0.821	chitetezo
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	chepetsa
sedation	0.510	0.270	0.398	sedation
sedative	0.314	0.273	0.352	oziziritsa
sedentary	0.292	0.185	0.273	osangokhala
sedge	0.406	0.396	0.339	sedge
sediment	0.438	0.306	0.372	matope
sedimentary	0.398	0.265	0.500	wa sedimentary
sedition	0.327	0.557	0.591	chipwirikiti
seduce	0.462	0.864	0.689	kunyengerera
seducer	0.704	0.812	0.775	wonyengerera
seducing	0.569	0.794	0.708	kunyengerera
seduction	0.510	0.891	0.618	kunyengerera
seductive	0.771	0.821	0.667	wokopa
see	0.635	0.269	0.312	onani
seed	0.656	0.135	0.306	mbewu
seedling	0.406	0.343	0.423	mbande
seeds	0.731	0.269	0.418	mbewu
seedy	0.229	0.390	0.325	wakuda
seek	0.622	0.429	0.482	funa
seeker	0.646	0.464	0.553	wofunafuna
seem	0.471	0.302	0.298	zikuwoneka
seemingly	0.490	0.410	0.356	mwachiwonekere
seer	0.604	0.481	0.740	wowona
seesaw	0.570	0.559	0.410	mbewu
seething	0.312	0.821	0.642	akuwotcha
segment	0.469	0.290	0.440	gawo
segregate	0.290	0.627	0.440	kusankha
segregated	0.164	0.575	0.411	kupatulidwa
segregation	0.302	0.545	0.390	tsankho
seismic	0.323	0.925	0.578	zivomerezi
seize	0.656	0.644	0.673	gwira
seizure	0.177	0.775	0.462	kulanda
seldom	0.323	0.379	0.287	kawirikawiri
select	0.615	0.406	0.602	sankhani
selection	0.594	0.340	0.595	kusankha
selective	0.612	0.347	0.706	kusankha
selectman	0.552	0.547	0.609	selectman
selenium	0.469	0.408	0.336	selenium
self	0.704	0.370	0.500	wekha
selfharm	0.350	0.620	0.407	kudzipweteketsa
selfish	0.061	0.637	0.495	wodzikonda
selfishness	0.200	0.686	0.453	kudzikonda
selfless	0.521	0.235	0.396	osadzikonda
selflove	0.854	0.630	0.661	kudzikonda
selfworth	0.704	0.460	0.594	kudzikonda
sell	0.618	0.608	0.605	kugulitsa
seller	0.635	0.471	0.635	wogulitsa
sellout	0.398	0.490	0.465	kugulitsa
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantics
semaphore	0.552	0.374	0.598	semaphore
semblance	0.500	0.471	0.442	mawonekedwe
semen	0.500	0.755	0.471	umuna
semester	0.521	0.327	0.482	semesita
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semiautomatic
semicolon	0.378	0.255	0.318	semicoloni
seminal	0.459	0.413	0.566	seminal
seminar	0.583	0.360	0.623	semina
seminary	0.594	0.367	0.589	seminare
semiotics	0.449	0.417	0.596	semiotics
senate	0.490	0.349	0.836	senate
senator	0.391	0.422	0.821	senator
send	0.663	0.480	0.537	kutumiza
sender	0.542	0.449	0.509	wotumiza
senescence	0.378	0.456	0.394	kukhalapo
senile	0.280	0.211	0.305	wokalamba
senior	0.561	0.415	0.536	wamkulu
seniority	0.408	0.427	0.602	ukalamba
senor	0.527	0.217	0.630	sensa
senorita	0.765	0.550	0.500	zonse
sensation	0.781	0.663	0.673	kumverera
sensational	0.938	0.827	0.858	zochititsa chidwi
sense	0.781	0.417	0.474	nzeru
senseless	0.125	0.388	0.136	opanda nzeru
senses	0.740	0.461	0.693	zomverera
sensibility	0.583	0.423	0.448	kuzindikira
sensible	0.625	0.454	0.312	wanzeru
sensibly	0.786	0.337	0.396	mwanzeru
sensitive	0.714	0.426	0.254	tcheru
sensitivity	0.750	0.417	0.395	kumva
sensor	0.571	0.377	0.542	sensa
sensory	0.583	0.480	0.442	zomverera
sensual	0.730	0.790	0.642	zathupi
sensuality	0.844	0.840	0.632	chiwerewere
sensuous	0.854	0.798	0.625	wokhudzika mtima
sentence	0.625	0.265	0.548	chiganizo
sentencing	0.120	0.782	0.561	kupereka chilango
sentient	0.583	0.417	0.363	wamalingaliro
sentiment	0.765	0.451	0.639	maganizo
sentimental	0.583	0.378	0.312	wachifundo
sentimentality	0.771	0.548	0.319	kumverera
sentinel	0.531	0.602	0.845	mlonda
sentry	0.470	0.547	0.684	mlonda
separable	0.469	0.390	0.368	olekanitsidwa
separate	0.240	0.514	0.349	kulekana
separately	0.310	0.365	0.368	mosiyana
separation	0.198	0.592	0.409	kulekana
separatist	0.245	0.627	0.537	wodzipatula
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	tsatirani
sequence	0.543	0.350	0.529	ndandanda
sequent	0.531	0.423	0.591	zotsatizana
sequestered	0.160	0.863	0.427	kuchotsedwa
sequestration	0.177	0.860	0.500	kulandidwa
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	chisangalalo
serene	0.802	0.132	0.370	wodekha
serenity	0.900	0.122	0.557	bata
sergeant	0.408	0.600	0.833	sajeni
serial	0.469	0.350	0.472	mndandanda
serialize	0.500	0.455	0.593	serilize
series	0.622	0.431	0.420	mndandanda
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	kwambiri
seriousness	0.439	0.365	0.750	kutsimikiza
sermon	0.417	0.507	0.615	ulaliki
serpent	0.115	0.696	0.679	njoka
serpentine	0.576	0.646	0.329	njoka
serrated	0.388	0.435	0.418	serrated
serum	0.520	0.231	0.443	seramu
servant	0.340	0.408	0.331	mtumiki
serve	0.622	0.400	0.384	kutumikira
server	0.656	0.356	0.536	seva
service	0.684	0.408	0.535	utumiki
serviceable	0.834	0.400	0.684	zothandiza
servile	0.439	0.327	0.415	servle
servitude	0.250	0.490	0.250	ukapolo
sesame	0.673	0.250	0.382	sesame
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	gawo
sessions	0.646	0.578	0.650	magawo
set	0.521	0.482	0.630	set
setback	0.198	0.451	0.250	kubwerera m'mbuyo
sett	0.560	0.413	0.500	set
setter	0.541	0.455	0.473	seta
settle	0.833	0.520	0.772	khazikika
settled	0.521	0.510	0.473	kukhazikika
settlement	0.635	0.412	0.723	kuthetsa
settler	0.573	0.453	0.519	wokhazikika
settlor	0.531	0.434	0.534	kukhazikika
setup	0.667	0.398	0.635	khazikitsa
seven	0.672	0.265	0.373	Zisanu ndi ziwiri
seventeen	0.585	0.296	0.321	khumi ndi zisanu ndi ziwiri
seventh	0.500	0.245	0.288	chachisanu ndi chiwiri
seventy	0.625	0.353	0.446	makumi asanu ndi awiri
sever	0.156	0.635	0.451	gawo
severable	0.406	0.451	0.398	chokhazikika
severally	0.719	0.298	0.600	zambiri
severance	0.396	0.620	0.541	kusiya
severe	0.164	0.735	0.635	kwambiri
severely	0.219	0.673	0.700	kwambiri
severity	0.260	0.712	0.661	kukhwima
sew	0.510	0.340	0.340	kusoka
sewage	0.255	0.343	0.339	zimbudzi
sewer	0.286	0.367	0.282	ngalande
sewerage	0.208	0.450	0.198	ngalande
sewing	0.625	0.337	0.356	kusoka
sex	0.803	0.939	0.704	kugonana
sexist	0.255	0.798	0.411	kugonana
sexual	0.584	0.959	0.640	kugonana
sexuality	0.670	0.898	0.657	kugonana
sexy	0.865	0.945	0.802	achigololo
shabby	0.235	0.519	0.259	shabby
shack	0.396	0.425	0.339	nyumba
shackle	0.276	0.580	0.414	unyolo
shade	0.388	0.265	0.278	mthunzi
shades	0.490	0.300	0.380	mithunzi
shading	0.420	0.324	0.318	mthunzi
shadow	0.302	0.343	0.158	mthunzi
shadowy	0.135	0.373	0.330	mthunzi
shady	0.323	0.509	0.375	mthunzi
shaft	0.549	0.275	0.472	shaft
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	shaggy
shake	0.439	0.689	0.539	gwedeza
shakedown	0.286	0.692	0.481	kugwedeza
shaken	0.344	0.657	0.333	kugwedezeka
shaker	0.520	0.728	0.518	shaker
shaking	0.275	0.849	0.255	kugwedeza
shaky	0.260	0.734	0.223	zogwedezeka
shall	0.510	0.385	0.412	adzatero
shallow	0.427	0.298	0.351	osazama
shallows	0.388	0.368	0.368	zosazama
sham	0.354	0.602	0.395	sham
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	shambles
shame	0.060	0.670	0.155	manyazi
shamed	0.135	0.567	0.218	manyazi
shameful	0.040	0.680	0.264	zamanyazi
shameless	0.274	0.713	0.407	wopanda manyazi
shampoo	0.604	0.180	0.250	shampu
shanghai	0.551	0.450	0.509	Shanghai
shank	0.530	0.393	0.286	shanki
shanty	0.427	0.459	0.255	shanti
shape	0.592	0.240	0.422	mawonekedwe
shapely	0.771	0.441	0.830	zoumbika
shard	0.388	0.407	0.426	shadi
share	0.759	0.548	0.545	kugawana
shareholder	0.656	0.632	0.915	wogawana nawo
sharing	0.827	0.462	0.545	kugawana
shark	0.260	0.845	0.596	Shaki
sharp	0.459	0.585	0.585	chakuthwa
sharpen	0.582	0.694	0.611	nola
sharpened	0.573	0.647	0.727	chakuthwa
sharpener	0.532	0.435	0.327	wakuthwa
sharpness	0.729	0.385	0.653	chakuthwa
sharpshooter	0.240	0.929	0.764	chowombera
shatter	0.108	0.821	0.464	kuswa
shattered	0.097	0.806	0.309	kusweka
shattering	0.135	0.760	0.475	kusweka
shave	0.521	0.410	0.480	meta
shaver	0.418	0.450	0.392	wometa
shaving	0.500	0.469	0.353	kumeta
shawl	0.720	0.365	0.230	shawl
sheaf	0.396	0.387	0.456	mtolo
shear	0.286	0.647	0.388	kukameta ubweya
shears	0.429	0.527	0.254	kukameta ubweya
sheath	0.460	0.314	0.342	m'chimake
sheathing	0.378	0.480	0.642	kuwotcha
shed	0.427	0.402	0.470	kukhetsa
sheen	0.812	0.510	0.712	sheen
sheep	0.604	0.206	0.161	nkhosa
sheepdog	0.684	0.442	0.529	agalu
sheepish	0.326	0.441	0.205	nkhosa
sheer	0.604	0.250	0.481	wopanda
sheet	0.439	0.174	0.302	pepala
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	alumali
shell	0.615	0.408	0.391	chipolopolo
shellfish	0.594	0.412	0.393	nkhono
shelling	0.337	0.917	0.773	kuponya zipolopolo
shelter	0.704	0.229	0.569	pogona
sheltered	0.590	0.377	0.717	otetezedwa
shelters	0.582	0.333	0.482	malo ogona
shelved	0.306	0.166	0.321	zosungidwa
shepherd	0.656	0.304	0.610	mbusa
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	sheriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	chishango
shift	0.479	0.610	0.491	kusintha
shifting	0.518	0.548	0.546	kusintha
shifty	0.365	0.687	0.483	wosuntha
shilling	0.521	0.342	0.430	shillingi
shimmer	0.745	0.562	0.656	chonyezimira
shimmering	0.844	0.648	0.904	wonyezimira
shimmy	0.478	0.476	0.462	shimi
shin	0.459	0.500	0.231	Shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	wala
shiner	0.740	0.510	0.556	chonyezimira
shingle	0.510	0.200	0.410	shingle
shining	0.885	0.673	0.812	kuwala
shiny	0.885	0.604	0.787	chonyezimira
ship	0.646	0.500	0.439	sitima
shipment	0.582	0.440	0.452	kutumiza
shipping	0.622	0.327	0.443	Manyamulidwe
shipshape	0.594	0.480	0.474	mawonekedwe a ngalawa
shipwreck	0.268	0.768	0.373	kusweka kwa ngalawa
shipyard	0.398	0.583	0.595	bwalo la ngalawa
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	malaya
shit	0.000	0.678	0.294	zoyipa
shitday	0.281	0.658	0.390	tsiku
shitfaced	0.214	0.695	0.380	zoyipa
shithead	0.120	0.645	0.302	mutu
shitless	0.271	0.545	0.333	wopanda zoyipa
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	zoyipa
shitty	0.020	0.679	0.163	zoyipa
shiver	0.260	0.765	0.236	kunjenjemera
shivering	0.122	0.663	0.373	kunjenjemera
shoals	0.396	0.408	0.375	nsapato
shock	0.286	0.821	0.453	mantha
shocked	0.292	0.773	0.375	kudabwa
shocker	0.235	0.804	0.616	chodzidzimutsa
shocking	0.378	0.853	0.833	chodabwitsa
shockingly	0.510	0.924	0.721	modabwitsa
shoddy	0.082	0.463	0.179	wopanda pake
shoe	0.517	0.225	0.288	nsapato
shoelace	0.396	0.280	0.307	chingwe cha nsapato
shoemaker	0.396	0.269	0.491	wopanga nsapato
shoes	0.729	0.324	0.210	nsapato
shoeshine	0.392	0.387	0.325	nsapato
shook	0.163	0.759	0.509	kugwedezeka
shoot	0.092	0.926	0.625	kuwombera
shooter	0.224	0.814	0.774	wowombera
shooting	0.276	0.931	0.602	kuwombera
shootout	0.080	0.927	0.615	kuwomberana
shop	0.725	0.632	0.565	shopu
shopkeeper	0.677	0.510	0.730	wogulitsa sitolo
shoplifter	0.167	0.830	0.500	wakuba m'masitolo
shoplifting	0.152	0.833	0.441	kuba m'masitolo
shopper	0.646	0.615	0.741	wogula
shopping	0.915	0.445	0.630	kugula
shore	0.542	0.304	0.204	gombe
shoreline	0.677	0.296	0.529	m'mphepete mwa nyanja
shorn	0.396	0.415	0.400	metedwa
short	0.184	0.264	0.237	mwachidule
short story	0.697	0.321	0.348	nkhani yaifupi
shortage	0.094	0.455	0.198	kuchepa
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	chopereŵera
shortcut	0.594	0.308	0.426	njira yachidule
shorten	0.302	0.382	0.460	kufupikitsa
shortening	0.286	0.333	0.385	kufupikitsa
shorthand	0.459	0.450	0.461	shorthand
shortly	0.582	0.310	0.360	posachedwa
shortness	0.459	0.280	0.272	kufupika
shorts	0.622	0.481	0.287	zazifupi
shortstop	0.418	0.529	0.450	kachidule
shortwave	0.460	0.271	0.368	shortwave
shot	0.144	0.750	0.569	kuwomberedwa
shotgun	0.200	0.868	0.684	mfuti
shoulder	0.562	0.286	0.406	phewa
shout	0.229	0.925	0.444	fuula
shove	0.306	0.690	0.602	kukankha
shovel	0.427	0.308	0.267	fosholo
shoveling	0.265	0.620	0.537	fosholo
show	0.673	0.771	0.719	chiwonetsero
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	boti lowonetsera
showcase	0.521	0.255	0.415	chiwonetsero
showdown	0.302	0.950	0.692	chiwonetsero
shower	0.669	0.346	0.336	shawa
showgirl	0.633	0.694	0.481	mtsikana wowonetsa
showing	0.622	0.540	0.491	kuwonetsa
showoff	0.344	0.598	0.463	onetsetsera
showroom	0.740	0.441	0.536	chipinda chowonetsera
showy	0.698	0.657	0.661	chiwonetsero
shrapnel	0.240	0.740	0.681	zipsera
shred	0.224	0.750	0.627	kuphwanya
shrew	0.306	0.463	0.390	wanzeru
shrewd	0.551	0.673	0.816	wochenjera
shriek	0.459	0.827	0.491	fuula
shrill	0.312	0.721	0.640	kukuwa
shrimp	0.571	0.361	0.425	shirimpi
shrine	0.802	0.255	0.574	kachisi
shrink	0.385	0.453	0.272	kuchepa
shrinking	0.190	0.400	0.217	kuchepa
shrivel	0.160	0.409	0.143	kufota
shroud	0.417	0.457	0.389	nsalu
shrub	0.531	0.340	0.340	shrub
shrubbery	0.490	0.267	0.332	shrubbery
shrug	0.208	0.296	0.278	tsitsa
shrunk	0.163	0.354	0.218	kufota
shrunken	0.500	0.373	0.221	wosweka
shudder	0.344	0.791	0.559	kunjenjemera
shuddering	0.302	0.802	0.638	kunjenjemera
shuffle	0.459	0.450	0.556	sinthani
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	kusuntha
shun	0.418	0.604	0.389	pewani
shunned	0.271	0.464	0.367	kupedwa
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	kutseka
shutdown	0.173	0.367	0.418	Tsekani
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	kutseka
shutter	0.191	0.380	0.482	chotsekera
shuttle	0.531	0.591	0.547	shuttle
shutup	0.333	0.560	0.491	Khalani chete
shy	0.280	0.153	0.132	wamanyazi
shyness	0.312	0.265	0.246	manyazi
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	abale
sic	0.370	0.459	0.380	si
sick	0.104	0.431	0.136	odwala
sickbay	0.296	0.510	0.345	matenda
sicken	0.051	0.500	0.294	odwala
sickening	0.074	0.618	0.259	kudwala
sickle	0.427	0.585	0.370	chikwakwa
sickly	0.188	0.550	0.191	odwala
sickness	0.094	0.704	0.288	matenda
side	0.439	0.288	0.395	mbali
sidearm	0.410	0.474	0.500	kumbali
sidebar	0.469	0.364	0.405	m'mbali
sideboard	0.590	0.259	0.426	sideboard
sideburns	0.777	0.327	0.308	zilonda zam'mbali
sidecar	0.552	0.449	0.500	galimoto yam'mbali
sidekick	0.602	0.439	0.509	wapambali
sideline	0.440	0.382	0.517	pambali
sideshow	0.458	0.594	0.658	chiwonetsero cham'mbali
sidestep	0.378	0.559	0.407	kumbali
sidewalk	0.479	0.192	0.348	msewu
sideways	0.788	0.245	0.291	kumbali
sidewinder	0.500	0.500	0.439	mbali
siege	0.271	0.750	0.567	kuzungulira
siesta	0.740	0.046	0.295	siesta
sieve	0.459	0.250	0.333	sieve
sift	0.542	0.412	0.461	sefa
sifting	0.571	0.469	0.474	kusefa
sigh	0.469	0.387	0.273	kuusa moyo
sight	0.684	0.250	0.528	kuwona
sighting	0.582	0.560	0.627	kuwona
sightseeing	0.875	0.552	0.697	kukaona malo
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	chizindikiro
signal	0.615	0.417	0.464	chizindikiro
signature	0.570	0.422	0.657	siginecha
significance	0.820	0.460	0.644	tanthauzo
significant	0.827	0.649	0.786	kwambiri
signification	0.583	0.337	0.530	tanthauzo
signify	0.453	0.422	0.634	sonyeza
signpost	0.510	0.400	0.446	chizindikiro
silence	0.438	0.200	0.223	chete
silencer	0.417	0.356	0.482	choziziritsira mawu
silent	0.469	0.125	0.280	chete
silently	0.448	0.185	0.306	mwakachetechete
silhouette	0.582	0.410	0.288	silhouette
silicon	0.439	0.448	0.445	silicon
silicone	0.480	0.340	0.333	silikoni
silk	0.760	0.115	0.300	silika
silken	0.730	0.265	0.394	silika
silky	0.802	0.397	0.271	silky
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	kupusa
silly	0.384	0.349	0.161	wopusa
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	silt
silver	0.684	0.451	0.615	siliva
silverware	0.663	0.365	0.409	zinthu zasiliva
silvery	0.543	0.460	0.517	zasiliva
similar	0.562	0.250	0.423	zofanana
similarity	0.729	0.255	0.518	kufanana
simile	0.615	0.363	0.464	fanizo
simmer	0.650	0.293	0.393	simmer
simmering	0.382	0.613	0.412	kuyimilira
simple	0.653	0.130	0.314	zosavuta
simples	0.724	0.240	0.263	zosavuta
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	kuphweka
simplify	0.565	0.347	0.602	chepetsa
simplistic	0.490	0.245	0.391	chosavuta
simply	0.535	0.148	0.393	mophweka
simulate	0.551	0.375	0.417	yerekezerani
simulated	0.500	0.461	0.356	woyerekeza
simulating	0.552	0.462	0.481	kuyerekezera
simulation	0.552	0.574	0.567	kayeseleledwe
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	munthawi imodzi
simultaneously	0.656	0.490	0.609	nthawi imodzi
sin	0.177	0.712	0.449	tchimo
sincere	0.918	0.265	0.725	owona mtima
sincerity	0.908	0.351	0.686	kuwona mtima
sinful	0.143	0.788	0.417	wochimwa
sing	0.858	0.606	0.420	yimba
singer	0.802	0.735	0.628	woyimba
singing	0.885	0.594	0.528	kuimba
single	0.291	0.354	0.259	wosakwatiwa
singly	0.553	0.354	0.466	payekha
singular	0.610	0.302	0.482	umodzi
singularity	0.582	0.348	0.654	umodzi
singularly	0.571	0.330	0.527	limodzi
sinister	0.125	0.896	0.581	woyipa
sink	0.375	0.439	0.322	kumira
sinker	0.302	0.557	0.538	pansi
sinking	0.135	0.439	0.342	kumira
sinner	0.237	0.667	0.356	wochimwa
sinning	0.170	0.700	0.422	kuchimwa
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	sip
siphon	0.354	0.333	0.435	siphoni
sipping	0.469	0.349	0.377	sipping
sir	0.622	0.306	0.778	bwana
sire	0.854	0.452	0.808	bwana
siren	0.570	0.627	0.500	siren
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	wachikazi
sister	0.916	0.324	0.562	mlongo
sisterhood	0.837	0.415	0.696	ulongo
sit	0.561	0.230	0.368	khalani
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	malo
sith	0.439	0.564	0.373	siti
sitter	0.656	0.429	0.404	sitter
sitting	0.561	0.146	0.353	atakhala
situate	0.510	0.310	0.483	malo
situated	0.542	0.231	0.543	zomwe zili
situation	0.531	0.387	0.600	mkhalidwe
six	0.500	0.154	0.271	zisanu ndi chimodzi
sixpence	0.469	0.417	0.463	ndalama zisanu
sixteen	0.583	0.290	0.324	khumi ndi zisanu ndi chimodzi
sixth	0.521	0.275	0.366	chachisanu ndi chimodzi
sixty	0.694	0.240	0.433	makumi asanu ndi limodzi
sizable	0.727	0.337	0.657	zazikulu
size	0.531	0.336	0.569	kukula
sizzle	0.427	0.704	0.368	zikomo
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	yenda momyata
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	skater
skating	0.745	0.673	0.435	skating
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeeti
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	chigoba
skeleton	0.183	0.464	0.343	chigoba
skeptic	0.135	0.440	0.500	wokayikira
skeptical	0.207	0.500	0.452	wokayikira
skepticism	0.229	0.480	0.582	kukayikira
sketch	0.704	0.276	0.420	chojambula
sketching	0.729	0.327	0.400	kujambula
sketchy	0.333	0.479	0.241	zojambula
skewed	0.340	0.480	0.361	zokhotakhota
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	skid
skier	0.802	0.788	0.639	skier
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	skiing
skijump	0.635	0.647	0.482	kudumpha
skill	0.847	0.701	0.833	luso
skilled	0.886	0.614	0.929	waluso
skillet	0.510	0.296	0.345	skillet
skillful	0.802	0.616	0.908	waluso
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	skimpy
skin	0.569	0.350	0.395	khungu
skinny	0.333	0.333	0.298	woonda
skip	0.458	0.804	0.439	dumpha
skipper	0.440	0.577	0.692	kapitawo
skirmish	0.290	0.640	0.474	kulimbana
skirt	0.602	0.463	0.226	siketi
skirting	0.449	0.529	0.386	kuyendayenda
skirts	0.622	0.538	0.241	masiketi
skit	0.438	0.434	0.421	skit
skittish	0.156	0.815	0.172	skittish
skull	0.276	0.558	0.574	chigaza
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	kumwamba
skylight	0.708	0.314	0.343	mlengalenga
skyline	0.592	0.412	0.662	mlengalenga
skyscraper	0.622	0.696	0.798	skyscraper
slab	0.398	0.265	0.264	slab
slack	0.521	0.283	0.446	waulesi
slag	0.266	0.600	0.254	slag
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
