English Word	Valence	Arousal	Dominance	Punjabi Word
succinct	0.510	0.413	0.566	ਸੰਖੇਪ
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	ਰਸਦਾਰ
succumb	0.202	0.787	0.292	ਆਤਮ ਹੱਤਿਆ
suck	0.344	0.706	0.377	ਚੂਸਣਾ
sucker	0.265	0.393	0.204	ਚੂਸਣ ਵਾਲਾ
sucking	0.227	0.528	0.377	ਚੂਸਣਾ
suckling	0.596	0.558	0.518	ਦੁੱਧ ਚੁੰਘਾਉਣਾ
sucks	0.115	0.683	0.302	ਚੂਸਦਾ ਹੈ
suction	0.460	0.593	0.526	ਚੂਸਣ
sudden	0.449	0.660	0.435	ਅਚਾਨਕ
suddenly	0.670	0.510	0.456	ਅਚਾਨਕ
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	ਮੁਕੱਦਮਾ
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	ਦੁੱਖ
sufferer	0.156	0.690	0.278	ਪੀੜਤ
suffering	0.020	0.719	0.235	ਦੁੱਖ
suffice	0.643	0.326	0.504	ਕਾਫ਼ੀ
sufficiency	0.594	0.438	0.576	ਕਾਫੀ
sufficient	0.833	0.330	0.588	ਕਾਫ਼ੀ
sufficiently	0.776	0.367	0.714	ਕਾਫ਼ੀ
suffix	0.430	0.420	0.364	ਪਿਛੇਤਰ
suffocate	0.219	0.764	0.440	ਦਮ ਘੁੱਟਣਾ
suffocating	0.133	0.774	0.429	ਦਮ ਘੁੱਟਣਾ
suffocation	0.020	0.830	0.462	ਦਮ ਘੁੱਟਣਾ
sugar	0.896	0.382	0.402	ਖੰਡ
suggest	0.573	0.471	0.517	ਸੁਝਾਅ
suggestion	0.646	0.365	0.558	ਸੁਝਾਅ
suggestive	0.552	0.500	0.555	ਸੁਝਾਅ ਦੇਣ ਵਾਲਾ
suicidal	0.021	0.867	0.382	ਆਤਮਘਾਤੀ
suicide	0.030	0.873	0.429	ਖੁਦਕੁਸ਼ੀ
suicidebombing	0.031	0.957	0.627	ਆਤਮਘਾਤੀ ਬੰਬ ਧਮਾਕਾ
suit	0.776	0.282	0.482	ਸੂਟ
suitable	0.792	0.298	0.722	ਅਨੁਕੂਲ
suitcase	0.562	0.212	0.318	ਸੂਟਕੇਸ
suite	0.790	0.420	0.400	ਸੂਟ
suitor	0.708	0.639	0.546	suitor
sulfate	0.427	0.352	0.429	ਸਲਫੇਟ
sulfur	0.173	0.530	0.364	ਗੰਧਕ
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	ਉਦਾਸ
sully	0.378	0.550	0.370	ਸੁਲੀ
sulphur	0.260	0.450	0.233	ਗੰਧਕ
sultan	0.529	0.423	0.821	ਸੁਲਤਾਨ
sultry	0.735	0.696	0.627	ਗੰਧਲਾ
sum	0.792	0.340	0.420	ਜੋੜ
summarily	0.469	0.431	0.543	ਸੰਖੇਪ ਵਿੱਚ
summarize	0.590	0.323	0.471	ਸੰਖੇਪ
summary	0.729	0.260	0.427	ਸੰਖੇਪ
summation	0.766	0.337	0.594	ਸਾਰ
summer	0.812	0.373	0.550	ਗਰਮੀਆਂ
summerhouse	0.796	0.308	0.443	ਸਮਰਹਾਉਸ
summertime	0.837	0.500	0.455	ਗਰਮੀਆਂ ਦਾ ਸਮਾਂ
summit	0.625	0.618	0.764	ਸਿਖਰ ਸੰਮੇਲਨ
summon	0.521	0.560	0.664	ਸੰਮਨ
summons	0.552	0.604	0.598	ਸੰਮਨ
sumo	0.480	0.394	0.564	ਸੂਮੋ
sump	0.365	0.451	0.340	ਸੰਪ
sumptuous	0.698	0.550	0.555	ਸ਼ਾਨਦਾਰ
sun	0.877	0.400	0.681	ਸੂਰਜ
sunbeam	0.729	0.440	0.505	ਸੂਰਜ ਦੀ ਕਿਰਨ
sunburn	0.061	0.755	0.447	ਝੁਲਸਣ
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	ਐਤਵਾਰ
sundial	0.643	0.225	0.406	ਸੂਰਜੀ
sundown	0.812	0.276	0.445	ਸੂਰਜ ਡੁੱਬਣਾ
sundry	0.543	0.369	0.407	ਵੱਖ-ਵੱਖ
sunflower	0.878	0.231	0.270	ਸੂਰਜਮੁਖੀ
sunglass	0.684	0.264	0.324	ਧੁੱਪ ਦਾ ਗਲਾਸ
sunglasses	0.844	0.443	0.364	ਧੁੱਪ ਦੀਆਂ ਐਨਕਾਂ
sunk	0.146	0.531	0.185	ਡੁੱਬਿਆ
sunken	0.103	0.476	0.173	ਡੁੱਬਿਆ
sunless	0.245	0.280	0.273	ਸੂਰਜ ਰਹਿਤ
sunlight	0.906	0.407	0.639	ਸੂਰਜ ਦੀ ਰੌਸ਼ਨੀ
sunny	0.740	0.348	0.481	ਧੁੱਪ
sunrise	0.823	0.347	0.640	ਸੂਰਜ ਚੜ੍ਹਨਾ
sunroof	0.681	0.325	0.425	ਸਨਰੂਫ਼
sunscreen	0.656	0.387	0.462	ਸਨਸਕ੍ਰੀਨ
sunset	0.875	0.231	0.298	ਸੂਰਜ ਡੁੱਬਣਾ
sunshine	0.885	0.297	0.769	ਧੁੱਪ
suntan	0.620	0.510	0.366	ਸਨਟਨ
sunup	0.760	0.304	0.620	ਸਨਅਪ
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	ਸੁਪਰ
superannuation	0.448	0.412	0.562	ਸੇਵਾਮੁਕਤੀ
superb	0.980	0.708	0.852	ਸ਼ਾਨਦਾਰ
superficial	0.357	0.407	0.309	ਸਤਹੀ
superfluous	0.316	0.469	0.393	ਲੋੜ ਤੋਂ ਵੱਧ
superhero	0.910	0.820	0.893	ਸੁਪਰਹੀਰੋ
superhuman	0.810	0.745	0.895	ਅਲੌਕਿਕ
superimposed	0.490	0.529	0.683	superimposed
superintendent	0.592	0.570	0.942	ਸੁਪਰਡੈਂਟ
superior	0.801	0.697	0.940	ਉੱਤਮ
superiority	0.582	0.602	0.959	ਉੱਤਮਤਾ
superlative	0.714	0.566	0.737	ਉੱਤਮ
superman	0.945	0.794	0.929	ਸੁਪਰਮੈਨ
supermarket	0.690	0.547	0.571	ਘਰੇਲੂ ਵਸਤਾਂ ਦੀ ਵੱਡੀ ਦੁਕਾਨ
supermodel	0.880	0.663	0.698	ਸੁਪਰ ਮਾਡਲ
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	ਅਲੌਕਿਕ
supernova	0.729	0.673	0.827	ਸੁਪਰਨੋਵਾ
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	ਮਹਾਂਸ਼ਕਤੀ
supersede	0.479	0.510	0.518	ਨੂੰ ਛੱਡ ਦਿੱਤਾ
superstar	0.885	0.860	0.880	ਸੁਪਰਸਟਾਰ
superstition	0.177	0.640	0.418	ਅੰਧਵਿਸ਼ਵਾਸ
superstitious	0.281	0.545	0.514	ਅੰਧਵਿਸ਼ਵਾਸੀ
superstore	0.719	0.600	0.640	ਸੁਪਰਸਟੋਰ
supervise	0.698	0.555	0.889	ਨਿਗਰਾਨੀ
supervision	0.459	0.578	0.825	ਨਿਗਰਾਨੀ
supervisor	0.615	0.479	0.933	ਸੁਪਰਵਾਈਜ਼ਰ
supper	0.708	0.429	0.552	ਰਾਤ ਦਾ ਖਾਣਾ
suppertime	0.792	0.388	0.461	ਰਾਤ ਦਾ ਸਮਾਂ
supplant	0.344	0.558	0.463	ਬਦਲਣਾ
supple	0.812	0.528	0.436	ਕੋਮਲ
supplement	0.745	0.406	0.491	ਪੂਰਕ
supplemental	0.604	0.404	0.555	ਪੂਰਕ
supplementary	0.625	0.352	0.541	ਪੂਰਕ
supplication	0.469	0.570	0.309	ਬੇਨਤੀ
supplier	0.615	0.462	0.736	ਸਪਲਾਇਰ
supplies	0.698	0.390	0.595	ਸਪਲਾਈ
supply	0.708	0.519	0.603	ਸਪਲਾਈ
support	0.811	0.472	0.737	ਸਹਿਯੋਗ
supported	0.853	0.408	0.613	ਸਹਿਯੋਗੀ
supporter	0.721	0.510	0.698	ਸਮਰਥਕ
supporters	0.763	0.539	0.558	ਸਮਰਥਕ
supporting	0.634	0.490	0.764	ਸਮਰਥਨ
supportive	0.875	0.420	0.635	ਸਹਾਇਕ
suppose	0.551	0.343	0.348	ਮੰਨ ਲਓ
supposed	0.296	0.378	0.379	ਮੰਨਿਆ
supposing	0.449	0.451	0.357	ਮੰਨਣਾ
supposition	0.531	0.408	0.526	ਧਾਰਨਾ
suppress	0.281	0.559	0.509	ਦਬਾਓ
suppression	0.267	0.541	0.537	ਦਮਨ
supremacy	0.794	0.706	0.943	ਸਰਵਉੱਚਤਾ
supreme	0.812	0.700	0.974	ਸਰਵਉੱਚ
supremely	0.833	0.725	0.897	ਸਰਵਉੱਚ
surcharge	0.375	0.528	0.500	ਸਰਚਾਰਜ
sure	0.724	0.270	0.793	ਯਕੀਨਨ
surety	0.776	0.365	0.750	ਜ਼ਮਾਨਤ
surf	0.847	0.650	0.500	ਸਰਫ
surface	0.448	0.375	0.604	ਸਤ੍ਹਾ
surfboard	0.729	0.730	0.387	ਸਰਫਬੋਰਡ
surfer	0.704	0.701	0.554	ਸਰਫਰ
surge	0.449	0.684	0.500	ਵਾਧਾ
surgeon	0.500	0.598	0.793	ਸਰਜਨ
surgery	0.286	0.769	0.600	ਸਰਜਰੀ
surgical	0.327	0.696	0.723	ਸਰਜੀਕਲ
surly	0.221	0.469	0.493	ਅਸ਼ਲੀਲ
surmise	0.529	0.400	0.347	ਅਨੁਮਾਨ
surname	0.670	0.250	0.493	ਉਪਨਾਮ
surpassing	0.719	0.660	0.720	ਪਾਰ
surplus	0.602	0.680	0.630	ਵਾਧੂ
surprise	0.875	0.875	0.562	ਹੈਰਾਨੀ
surprised	0.784	0.855	0.539	ਹੈਰਾਨ
surprises	0.875	0.769	0.632	ਹੈਰਾਨੀ
surprising	0.888	0.790	0.692	ਹੈਰਾਨੀਜਨਕ
surprisingly	0.847	0.793	0.819	ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ
surreal	0.550	0.529	0.670	ਅਸਲ
surrender	0.115	0.396	0.186	ਸਮਰਪਣ
surrendering	0.198	0.411	0.245	ਸਮਰਪਣ
surrogate	0.406	0.590	0.472	ਸਰੋਗੇਟ
surround	0.542	0.623	0.627	ਆਲੇ-ਦੁਆਲੇ
surrounding	0.531	0.422	0.669	ਆਲੇ ਦੁਆਲੇ
surroundings	0.600	0.346	0.492	ਮਾਹੌਲ
surveillance	0.365	0.720	0.718	ਨਿਗਰਾਨੀ
survey	0.580	0.357	0.379	ਸਰਵੇਖਣ
surveying	0.488	0.455	0.682	ਸਰਵੇਖਣ
surveyor	0.545	0.337	0.648	ਸਰਵੇਖਣਕਰਤਾ
survival	0.541	0.798	0.879	ਬਚਾਅ
survive	0.770	0.824	0.726	ਬਚਣਾ
surviving	0.646	0.836	0.721	ਬਚਣਾ
survivor	0.677	0.750	0.815	ਸਰਵਾਈਵਰ
susceptibility	0.458	0.627	0.364	ਸੰਵੇਦਨਸ਼ੀਲਤਾ
susceptible	0.438	0.449	0.304	ਸੰਵੇਦਨਸ਼ੀਲ
sushi	0.698	0.343	0.394	ਸੁਸ਼ੀ
suspect	0.133	0.750	0.509	ਸ਼ੱਕੀ
suspected	0.173	0.755	0.452	ਸ਼ੱਕੀ
suspend	0.240	0.320	0.368	ਮੁਅੱਤਲ
suspended	0.224	0.402	0.368	ਮੁਅੱਤਲ
suspenders	0.391	0.333	0.500	ਮੁਅੱਤਲ ਕਰਨ ਵਾਲੇ
suspense	0.286	0.775	0.402	ਸਸਪੈਂਸ
suspension	0.288	0.530	0.426	ਮੁਅੱਤਲ
suspicion	0.204	0.711	0.377	ਸ਼ੱਕ
suspicions	0.208	0.745	0.500	ਸ਼ੱਕ
suspicious	0.153	0.745	0.431	ਸ਼ੱਕੀ
sustain	0.635	0.358	0.593	ਕਾਇਮ ਰੱਖਣਾ
sustained	0.649	0.340	0.580	ਕਾਇਮ ਰੱਖਿਆ
sustenance	0.820	0.519	0.679	ਗੁਜ਼ਾਰਾ
suture	0.240	0.510	0.510	suture
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	ਫ਼ੰਬੇ
swag	0.656	0.676	0.654	ਸਵੈਗ
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	ਨਿਗਲਣਾ
swami	0.510	0.547	0.491	ਸਵਾਮੀ
swamp	0.245	0.425	0.235	ਦਲਦਲ
swamped	0.156	0.480	0.270	ਦਲਦਲ
swampy	0.306	0.390	0.412	ਦਲਦਲ
swan	0.781	0.225	0.357	ਹੰਸ
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	ਸਵੈਪ
swarm	0.302	0.735	0.458	ਝੁੰਡ
swarming	0.375	0.600	0.435	ਝੁੰਡ
swastika	0.316	0.472	0.491	ਸਵਾਸਤਿਕ
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	ਝੁਕਣਾ
swear	0.601	0.577	0.658	ਸਹੁੰ
swearing	0.333	0.559	0.586	ਸਹੁੰ
sweat	0.388	0.579	0.297	ਪਸੀਨਾ
sweater	0.704	0.245	0.295	ਸਵੈਟਰ
sweating	0.292	0.667	0.265	ਪਸੀਨਾ ਆ ਰਿਹਾ ਹੈ
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	ਪਸੀਨੇ ਦੀ ਦੁਕਾਨ
sweaty	0.281	0.540	0.304	ਪਸੀਨੇ ਵਾਲਾ
sweep	0.448	0.385	0.383	ਝਾੜੂ
sweeper	0.470	0.549	0.414	ਸਵੀਪਰ
sweeping	0.344	0.431	0.355	ਸਵੀਪਿੰਗ
sweet	0.668	0.418	0.382	ਮਿੱਠਾ
sweeten	0.908	0.455	0.423	ਮਿੱਠਾ
sweetened	0.940	0.461	0.398	ਮਿੱਠਾ
sweetener	0.670	0.333	0.330	ਮਿੱਠਾ
sweetest	0.959	0.500	0.370	ਸਭ ਤੋਂ ਮਿੱਠਾ
sweetheart	0.959	0.423	0.509	ਪਿਆਰੇ
sweetie	0.990	0.549	0.560	ਸਵੀਟੀ
sweetness	0.906	0.474	0.528	ਮਿਠਾਸ
sweets	0.910	0.422	0.321	ਮਿਠਾਈਆਂ
swell	0.360	0.679	0.348	ਸੁੱਜਣਾ
swelling	0.323	0.608	0.250	ਸੋਜ
sweltering	0.204	0.644	0.362	sweltering
swerve	0.276	0.612	0.357	ਘੁੰਮਣਾ
swift	0.760	0.776	0.698	ਤੇਜ਼
swiftly	0.660	0.885	0.618	ਤੇਜ਼ੀ ਨਾਲ
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	ਤੈਰਾਕੀ
swimmer	0.657	0.698	0.610	ਤੈਰਾਕ
swimming	0.760	0.559	0.524	ਤੈਰਾਕੀ
swimsuit	0.740	0.373	0.269	ਸਵਿਮਸੂਟ
swindle	0.122	0.740	0.439	ਧੋਖਾ
swindler	0.125	0.721	0.575	ਠੱਗ
swine	0.340	0.519	0.277	ਸਵਾਈਨ
swing	0.602	0.510	0.481	ਸਵਿੰਗ
swinger	0.459	0.778	0.482	ਸਵਿੰਗਰ
swinging	0.656	0.510	0.312	ਝੂਲਣਾ
swipe	0.573	0.450	0.266	ਸਵਾਈਪ
swirl	0.490	0.726	0.639	ਘੁੰਮਣਾ
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	ਸਵਿੱਚ
switchblade	0.357	0.596	0.528	ਸਵਿੱਚਬਲੇਡ
switchboard	0.571	0.519	0.558	ਸਵਿੱਚਬੋਰਡ
swivel	0.562	0.480	0.500	ਘੁੰਮਣਾ
swollen	0.236	0.510	0.277	ਸੁੱਜਿਆ
swoon	0.292	0.510	0.160	ਬੇਹੋਸ਼
swoop	0.479	0.618	0.446	ਝਪਟਣਾ
sword	0.438	0.653	0.713	ਤਲਵਾਰ
swordfish	0.564	0.520	0.442	ਤਲਵਾਰ ਮੱਛੀ
swordplay	0.616	0.750	0.528	ਤਲਵਾਰਬਾਜ਼ੀ
swordsman	0.395	0.857	0.696	ਤਲਵਾਰਬਾਜ਼
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	ਅੱਖਰ
syllabus	0.736	0.370	0.643	ਸਿਲੇਬਸ
symbiotic	0.832	0.425	0.406	ਸਹਿਜੀਵ
symbol	0.643	0.388	0.527	ਚਿੰਨ੍ਹ
symbolic	0.670	0.385	0.574	ਪ੍ਰਤੀਕ
symbolically	0.582	0.385	0.648	ਪ੍ਰਤੀਕ ਰੂਪ ਵਿੱਚ
symbolism	0.688	0.347	0.640	ਪ੍ਰਤੀਕਵਾਦ
symbolize	0.633	0.327	0.673	ਪ੍ਰਤੀਕ
symmetric	0.745	0.212	0.588	ਸਮਮਿਤੀ
symmetrical	0.542	0.263	0.569	ਸਮਮਿਤੀ
symmetry	0.604	0.274	0.500	ਸਮਰੂਪਤਾ
sympathetic	0.796	0.434	0.609	ਹਮਦਰਦ
sympathize	0.770	0.627	0.644	ਹਮਦਰਦੀ
sympathy	0.827	0.497	0.634	ਹਮਦਰਦੀ
symphonic	0.775	0.545	0.566	ਸਿੰਫੋਨਿਕ
symphony	0.765	0.490	0.600	ਸਿੰਫਨੀ
symposium	0.573	0.394	0.644	ਸਿੰਪੋਜ਼ੀਅਮ
symptom	0.380	0.529	0.434	ਲੱਛਣ
symptomatic	0.367	0.434	0.491	ਲੱਛਣ
synagogue	0.531	0.300	0.544	ਪ੍ਰਾਰਥਨਾ ਸਥਾਨ
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	ਸਿੰਕ
synchronize	0.781	0.361	0.654	ਸਮਕਾਲੀ
synchronous	0.600	0.538	0.545	ਸਮਕਾਲੀ
syncope	0.245	0.538	0.398	ਸਿੰਕੋਪ
syndicate	0.439	0.491	0.673	ਸਿੰਡੀਕੇਟ
syndrome	0.229	0.510	0.246	ਸਿੰਡਰੋਮ
synergistic	0.571	0.550	0.547	ਸਹਿਯੋਗੀ
synergy	0.667	0.510	0.720	ਤਾਲਮੇਲ
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	ਸਮਾਨਾਰਥੀ
synonymous	0.480	0.323	0.400	ਸਮਾਨਾਰਥੀ
synopsis	0.541	0.390	0.482	ਸੰਖੇਪ
synoptic	0.561	0.510	0.596	ਸੰਖੇਪ
syntax	0.531	0.346	0.559	ਸੰਟੈਕਸ
synthesis	0.604	0.315	0.377	ਸੰਸਲੇਸ਼ਣ
synthesizer	0.500	0.410	0.592	ਸਿੰਥੇਸਾਈਜ਼ਰ
synthetic	0.396	0.350	0.519	ਸਿੰਥੈਟਿਕ
syphilis	0.071	0.606	0.245	ਸਿਫਿਲਿਸ
syringe	0.250	0.680	0.330	ਸਰਿੰਜ
syrup	0.620	0.223	0.318	ਸ਼ਰਬਤ
system	0.615	0.346	0.764	ਸਿਸਟਮ
systematic	0.617	0.444	0.594	ਯੋਜਨਾਬੱਧ
systematically	0.690	0.390	0.651	ਯੋਜਨਾਬੱਧ ਢੰਗ ਨਾਲ
t-shirt	0.815	0.286	0.284	ਟੀ-ਸ਼ਰਟ
tab	0.594	0.208	0.308	ਟੈਬ
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	ਟੈਬੀ
tabernacle	0.408	0.480	0.605	ਤੰਬੂ
table	0.551	0.170	0.284	ਮੇਜ਼
tableau	0.531	0.302	0.321	ਝਾਂਕੀ
tablecloth	0.480	0.165	0.215	ਮੇਜ਼ ਕੱਪੜਾ
tablespoon	0.490	0.353	0.245	ਚਮਚਾ
tablet	0.562	0.330	0.438	ਟੈਬਲੇਟ
tableware	0.677	0.250	0.276	ਟੇਬਲਵੇਅਰ
tabloid	0.438	0.365	0.444	ਟੈਬਲਾਇਡ
taboo	0.198	0.794	0.482	ਸਮਝੇ
tabular	0.438	0.330	0.462	ਸਾਰਣੀਦਾਰ
tabulate	0.480	0.403	0.598	ਸਾਰਣੀ
tabulation	0.396	0.346	0.526	ਸਾਰਣੀ
tachometer	0.398	0.394	0.518	ਟੈਕੋਮੀਟਰ
tacit	0.459	0.340	0.473	ਚੁੱਪ
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	ਨਜਿੱਠਣਾ
tackled	0.438	0.612	0.569	ਨਜਿੱਠਿਆ
tackling	0.480	0.694	0.613	ਨਜਿੱਠਣਾ
tacky	0.245	0.490	0.373	ਤੰਗ
taco	0.561	0.353	0.277	ਟੈਕੋ
tact	0.550	0.417	0.417	ਚਾਲ
tactful	0.704	0.292	0.537	ਕੁਸ਼ਲ
tactic	0.531	0.434	0.798	ਰਣਨੀਤੀ
tactical	0.594	0.481	0.684	ਰਣਨੀਤਕ
tactics	0.583	0.676	0.774	ਰਣਨੀਤੀਆਂ
tactile	0.573	0.410	0.491	ਸਪਰਸ਼
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	ਟੈਡਪੋਲ
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	ਟੈਫੀ
tag	0.612	0.353	0.375	ਟੈਗ
tail	0.480	0.272	0.293	ਪੂਛ
tailed	0.438	0.358	0.351	ਪੂਛ ਵਾਲਾ
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	ਟੇਲਿੰਗ
taillight	0.479	0.367	0.283	ਟੇਲਲਾਈਟ
tailor	0.573	0.206	0.450	ਦਰਜ਼ੀ
tailoring	0.673	0.540	0.566	ਟੇਲਰਿੰਗ
tailpipe	0.460	0.429	0.409	ਪੂਛ ਦੀ ਪਾਈਪ
taint	0.141	0.425	0.226	ਦਾਗ
take	0.828	0.537	0.348	ਲੈਣਾ
takeoff	0.755	0.884	0.626	ਝਾਕ ਨਾ ਰੱਖਣੀ
takeout	0.736	0.392	0.368	ਬਾਹਰ ਲੈ ਜਾਣਾ
takeover	0.663	0.531	0.861	ਕਬਜਾ ਕਰਨਾ
taker	0.375	0.521	0.618	ਲੈਣ ਵਾਲਾ
talcum	0.500	0.196	0.291	ਟੈਲਕਮ
tale	0.663	0.300	0.336	ਕਹਾਣੀ
talent	0.959	0.607	0.811	ਪ੍ਰਤਿਭਾ
talented	0.939	0.635	0.938	ਪ੍ਰਤਿਭਾਵਾਨ
talisman	0.704	0.542	0.642	ਤਵੀਤ
talk	0.833	0.346	0.594	ਗੱਲ ਕਰੋ
talkative	0.562	0.673	0.535	ਬੋਲਣ ਵਾਲਾ
talker	0.500	0.604	0.552	ਗੱਲ ਕਰਨ ਵਾਲਾ
tall	0.725	0.591	0.538	ਲੰਬਾ
tallies	0.551	0.290	0.402	ਉੱਚੀਆਂ
tallow	0.344	0.283	0.290	ਉੱਚਾ
tally	0.542	0.420	0.518	ਗਿਣਤੀ
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	ਟੈਲੋਨ
tambourine	0.622	0.548	0.348	ਡਫਲੀ
tame	0.560	0.604	0.642	ਕਾਬੂ
tamer	0.385	0.783	0.815	tamer
taming	0.569	0.514	0.575	ਟੈਮਿੰਗ
tamper	0.184	0.802	0.545	ਛੇੜਛਾੜ
tampon	0.396	0.394	0.345	ਟੈਂਪੋਨ
tan	0.643	0.460	0.444	ਟੈਨ
tandem	0.552	0.406	0.485	ਟੈਂਡਮ
tang	0.594	0.383	0.340	ਟੈਂਗ
tangent	0.573	0.373	0.454	ਸਪਰਸ਼
tangerine	0.571	0.271	0.395	ਕੀਨੂ
tangible	0.646	0.350	0.679	ਠੋਸ
tangle	0.354	0.545	0.254	ਉਲਝਣਾ
tangled	0.260	0.539	0.316	ਉਲਝਿਆ
tango	0.622	0.560	0.430	ਟੈਂਗੋ
tank	0.431	0.454	0.634	ਟੈਂਕ
tank top	0.610	0.371	0.371	ਟੈਂਕ ਸਿਖਰ
tanker	0.520	0.647	0.713	ਟੈਂਕਰ
tanned	0.615	0.550	0.491	ਰੰਗਿਆ ਹੋਇਆ
tantalizing	0.525	0.788	0.625	ਟੈਂਟਲਾਈਜ਼ਿੰਗ
tantamount	0.633	0.288	0.670	ਸਮਾਨ
tantrum	0.219	0.817	0.404	ਗੁੱਸਾ
taoism	0.490	0.250	0.456	ਤਾਓਵਾਦ
tap	0.461	0.370	0.349	ਟੈਪ
tape	0.531	0.277	0.254	ਚੇਪੀ
tape measure	0.406	0.250	0.360	ਮਿਣਨ ਵਾਲਾ ਫੀਤਾ
taper	0.541	0.410	0.415	ਟੇਪਰ
tapering	0.344	0.380	0.237	ਟੇਪਰਿੰਗ
tapestry	0.520	0.176	0.362	ਟੇਪੇਸਟ੍ਰੀ
tapeworm	0.357	0.334	0.331	ਟੇਪਵਰਮ
tapioca	0.594	0.297	0.324	ਟੈਪੀਓਕਾ
taps	0.448	0.378	0.409	ਟੂਟੀ
tar	0.438	0.440	0.570	ਟਾਰ
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	ਢਿੱਲ
tardy	0.204	0.592	0.293	ਲੇਟ
target	0.633	0.573	0.798	ਟੀਚਾ
targeted	0.573	0.537	0.573	ਨਿਸ਼ਾਨਾ ਬਣਾਇਆ
targeting	0.510	0.420	0.580	ਨਿਸ਼ਾਨਾ ਬਣਾਉਣਾ
tariff	0.459	0.402	0.491	ਟੈਰਿਫ
tarmac	0.357	0.302	0.398	tarmac
tarnish	0.204	0.441	0.342	ਖਰਾਬ
tarot	0.479	0.422	0.430	ਟੈਰੋ
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	ਟਾਰਰੀ
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	ਟਾਰਟਨ
tartar	0.214	0.351	0.212	ਟਾਰਟਰ
task	0.550	0.353	0.500	ਕੰਮ
tassel	0.552	0.330	0.307	tassel
taste	0.802	0.406	0.465	ਸੁਆਦ
tasteful	0.918	0.458	0.625	ਸੁਆਦਲਾ
tasteless	0.146	0.196	0.148	ਬੇਸਵਾਦ
tasting	0.781	0.603	0.600	ਚੱਖਣ
tasty	0.959	0.786	0.555	ਸਵਾਦ
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	ਛੇੜਛਾੜ ਕਰਨ ਵਾਲਾ
tattletale	0.633	0.406	0.317	ਬਕਵਾਸ
tattoo	0.490	0.602	0.525	ਟੈਟੂ
taught	0.814	0.481	0.642	ਸਿਖਾਇਆ
taunt	0.083	0.696	0.355	ਤਾਅਨਾ
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	ਸਰਾਵਾਂ
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	ਗੂੜ੍ਹਾ
tax	0.260	0.481	0.534	ਟੈਕਸ
taxed	0.255	0.456	0.500	ਟੈਕਸ ਲਗਾਇਆ
taxi	0.542	0.362	0.430	ਟੈਕਸੀ
taxicab	0.479	0.430	0.355	ਟੈਕਸੀ
taxonomy	0.370	0.410	0.630	ਵਰਗੀਕਰਨ
taxpayer	0.592	0.528	0.647	ਟੈਕਸਦਾਤਾ
tea	0.698	0.163	0.370	ਚਾਹ
teach	0.840	0.510	0.852	ਸਿਖਾਓ
teacher	0.760	0.404	0.885	ਅਧਿਆਪਕ
teaching	0.822	0.444	0.736	ਸਿੱਖਿਆ
teacup	0.633	0.135	0.277	ਚਾਹ ਦਾ ਕੱਪ
teahouse	0.802	0.314	0.288	ਚਾਹ ਦਾ ਘਰ
teal	0.540	0.293	0.321	ਟੀਲ
team	0.708	0.461	0.688	ਟੀਮ
teamjesus	0.673	0.453	0.536	teamjesus
