English Word	Valence	Arousal	Dominance	Telugu Word
sensuous	0.854	0.798	0.625	ఇంద్రియ సంబంధమైన
sentence	0.625	0.265	0.548	వాక్యం
sentencing	0.120	0.782	0.561	శిక్ష విధించడం
sentient	0.583	0.417	0.363	బుద్ధిమంతుడు
sentiment	0.765	0.451	0.639	సెంటిమెంట్
sentimental	0.583	0.378	0.312	సెంటిమెంటల్
sentimentality	0.771	0.548	0.319	భావుకత
sentinel	0.531	0.602	0.845	కాపలాదారుడు
sentry	0.470	0.547	0.684	సెంట్రీ
separable	0.469	0.390	0.368	విడదీయదగినది
separate	0.240	0.514	0.349	వేరు
separately	0.310	0.365	0.368	విడిగా
separation	0.198	0.592	0.409	వేరు
separatist	0.245	0.627	0.537	వేర్పాటువాది
sepia	0.448	0.270	0.345	సెపియా
sepsis	0.229	0.452	0.327	సెప్సిస్
sept	0.521	0.333	0.361	సెప్టెంబర్
septic	0.281	0.462	0.425	సెప్టిక్
septum	0.276	0.423	0.410	సెప్టం
sequel	0.650	0.480	0.574	సీక్వెల్
sequence	0.543	0.350	0.529	క్రమం
sequent	0.531	0.423	0.591	వరుసగా
sequestered	0.160	0.863	0.427	నిర్భందించబడింది
sequestration	0.177	0.860	0.500	సీక్వెస్ట్రేషన్
serenade	0.875	0.570	0.491	సెరినేడ్
serendipity	0.677	0.413	0.500	సెరెండిపిటీ
serene	0.802	0.132	0.370	నిర్మలమైన
serenity	0.900	0.122	0.557	ప్రశాంతత
sergeant	0.408	0.600	0.833	సార్జెంట్
serial	0.469	0.350	0.472	క్రమ
serialize	0.500	0.455	0.593	సీరియలైజ్
series	0.622	0.431	0.420	సిరీస్
serif	0.531	0.417	0.415	సెరిఫ్
serious	0.500	0.455	0.619	తీవ్రమైన
seriousness	0.439	0.365	0.750	గంభీరత
sermon	0.417	0.507	0.615	ఉపన్యాసం
serpent	0.115	0.696	0.679	సర్పము
serpentine	0.576	0.646	0.329	సర్పము
serrated	0.388	0.435	0.418	రంపం
serum	0.520	0.231	0.443	సీరం
servant	0.340	0.408	0.331	సేవకుడు
serve	0.622	0.400	0.384	అందజేయడం
server	0.656	0.356	0.536	సర్వర్
service	0.684	0.408	0.535	సేవ
serviceable	0.834	0.400	0.684	సేవ చేయదగినది
servile	0.439	0.327	0.415	సేవకుడైన
servitude	0.250	0.490	0.250	దాస్యం
sesame	0.673	0.250	0.382	నువ్వులు
sess	0.418	0.481	0.411	సెస్
session	0.510	0.481	0.491	సెషన్
sessions	0.646	0.578	0.650	సెషన్స్
set	0.521	0.482	0.630	సెట్
setback	0.198	0.451	0.250	ఎదురుదెబ్బ
sett	0.560	0.413	0.500	సెట్
setter	0.541	0.455	0.473	సెట్టర్
settle	0.833	0.520	0.772	స్థిరపడతాయి
settled	0.521	0.510	0.473	స్థిరపడ్డారు
settlement	0.635	0.412	0.723	పరిష్కారం
settler	0.573	0.453	0.519	స్థిరపడినవాడు
settlor	0.531	0.434	0.534	స్థిరపడినవాడు
setup	0.667	0.398	0.635	సెటప్
seven	0.672	0.265	0.373	ఏడు
seventeen	0.585	0.296	0.321	పదిహేడు
seventh	0.500	0.245	0.288	ఏడవ
seventy	0.625	0.353	0.446	డెబ్బై
sever	0.156	0.635	0.451	విడదీయండి
severable	0.406	0.451	0.398	వేరు చేయగలిగిన
severally	0.719	0.298	0.600	అనేకంగా
severance	0.396	0.620	0.541	తెగతెంపులు
severe	0.164	0.735	0.635	తీవ్రమైన
severely	0.219	0.673	0.700	తీవ్రంగా
severity	0.260	0.712	0.661	తీవ్రత
sew	0.510	0.340	0.340	కుట్టుమిషన్
sewage	0.255	0.343	0.339	మురుగునీరు
sewer	0.286	0.367	0.282	మురుగు కాలువ
sewerage	0.208	0.450	0.198	మురుగునీరు
sewing	0.625	0.337	0.356	కుట్టుపని
sex	0.803	0.939	0.704	సెక్స్
sexist	0.255	0.798	0.411	సెక్సిస్ట్
sexual	0.584	0.959	0.640	లైంగిక
sexuality	0.670	0.898	0.657	లైంగికత
sexy	0.865	0.945	0.802	సెక్సీ
shabby	0.235	0.519	0.259	చిరిగిన
shack	0.396	0.425	0.339	గుడిసె
shackle	0.276	0.580	0.414	సంకెళ్ళు
shade	0.388	0.265	0.278	నీడ
shades	0.490	0.300	0.380	ఛాయలు
shading	0.420	0.324	0.318	షేడింగ్
shadow	0.302	0.343	0.158	నీడ
shadowy	0.135	0.373	0.330	నీడలాంటి
shady	0.323	0.509	0.375	నీడ
shaft	0.549	0.275	0.472	షాఫ్ట్
shag	0.417	0.462	0.340	శాగ్
shaggy	0.510	0.302	0.321	శాగ్గి
shake	0.439	0.689	0.539	వణుకు
shakedown	0.286	0.692	0.481	షేక్డౌన్
shaken	0.344	0.657	0.333	కదిలింది
shaker	0.520	0.728	0.518	షేకర్
shaking	0.275	0.849	0.255	వణుకుతోంది
shaky	0.260	0.734	0.223	వణుకుతున్న
shall	0.510	0.385	0.412	ఉంటుంది
shallow	0.427	0.298	0.351	లోతు లేని
shallows	0.388	0.368	0.368	లోతులేని
sham	0.354	0.602	0.395	మోసం
shaman	0.490	0.531	0.604	షమన్
shambles	0.271	0.696	0.287	చిందరవందర చేస్తుంది
shame	0.060	0.670	0.155	అవమానం
shamed	0.135	0.567	0.218	సిగ్గుపడింది
shameful	0.040	0.680	0.264	సిగ్గుచేటు
shameless	0.274	0.713	0.407	సిగ్గులేని
shampoo	0.604	0.180	0.250	షాంపూ
shanghai	0.551	0.450	0.509	షాంఘై
shank	0.530	0.393	0.286	షాంక్
shanty	0.427	0.459	0.255	గుడిసె
shape	0.592	0.240	0.422	ఆకారం
shapely	0.771	0.441	0.830	ఆకారముగా
shard	0.388	0.407	0.426	చిన్న ముక్క
share	0.759	0.548	0.545	వాటా
shareholder	0.656	0.632	0.915	వాటాదారు
sharing	0.827	0.462	0.545	పంచుకోవడం
shark	0.260	0.845	0.596	సొరచేప
sharp	0.459	0.585	0.585	పదునైన
sharpen	0.582	0.694	0.611	పదును పెట్టు
sharpened	0.573	0.647	0.727	పదును పెట్టాడు
sharpener	0.532	0.435	0.327	పదునుపెట్టేవాడు
sharpness	0.729	0.385	0.653	పదును
sharpshooter	0.240	0.929	0.764	షార్ప్ షూటర్
shatter	0.108	0.821	0.464	పగిలిపోతాయి
shattered	0.097	0.806	0.309	పగిలిపోయింది
shattering	0.135	0.760	0.475	పగిలిపోతుంది
shave	0.521	0.410	0.480	గొరుగుట
shaver	0.418	0.450	0.392	క్షవరం చేసేవాడు
shaving	0.500	0.469	0.353	షేవింగ్
shawl	0.720	0.365	0.230	శాలువా
sheaf	0.396	0.387	0.456	షీఫ్
shear	0.286	0.647	0.388	కోత
shears	0.429	0.527	0.254	కత్తెరలు
sheath	0.460	0.314	0.342	తొడుగు
sheathing	0.378	0.480	0.642	కోశం
shed	0.427	0.402	0.470	షెడ్
sheen	0.812	0.510	0.712	మెరుపు
sheep	0.604	0.206	0.161	గొర్రె
sheepdog	0.684	0.442	0.529	గొర్రె కుక్క
sheepish	0.326	0.441	0.205	గొర్రెల
sheer	0.604	0.250	0.481	పూర్తిగా
sheet	0.439	0.174	0.302	షీట్
sheik	0.521	0.579	0.708	షేక్
shelf	0.561	0.202	0.366	షెల్ఫ్
shell	0.615	0.408	0.391	షెల్
shellfish	0.594	0.412	0.393	షెల్ఫిష్
shelling	0.337	0.917	0.773	షెల్లింగ్
shelter	0.704	0.229	0.569	ఆశ్రయం
sheltered	0.590	0.377	0.717	ఆశ్రయం పొందింది
shelters	0.582	0.333	0.482	ఆశ్రయాలు
shelved	0.306	0.166	0.321	అటకెక్కింది
shepherd	0.656	0.304	0.610	గొర్రెల కాపరి
sherbet	0.592	0.363	0.348	షర్బత్
sheriff	0.602	0.541	0.802	షెరీఫ్
sherry	0.594	0.477	0.315	షెర్రీ
shield	0.510	0.373	0.663	డాలు
shift	0.479	0.610	0.491	మార్పు
shifting	0.518	0.548	0.546	తరలించడం
shifty	0.365	0.687	0.483	మారేడు
shilling	0.521	0.342	0.430	షిల్లింగ్
shimmer	0.745	0.562	0.656	shimmer
shimmering	0.844	0.648	0.904	తళతళలాడుతోంది
shimmy	0.478	0.476	0.462	మెరిసే
shin	0.459	0.500	0.231	షిన్
shindig	0.552	0.560	0.491	షిండిగ్
shine	0.844	0.539	0.741	షైన్
shiner	0.740	0.510	0.556	మెరిసేవాడు
shingle	0.510	0.200	0.410	గులకరాయి
shining	0.885	0.673	0.812	మెరుస్తున్నది
shiny	0.885	0.604	0.787	మెరిసే
ship	0.646	0.500	0.439	ఓడ
shipment	0.582	0.440	0.452	రవాణా
shipping	0.622	0.327	0.443	షిప్పింగ్
shipshape	0.594	0.480	0.474	నౌకాకారం
shipwreck	0.268	0.768	0.373	ఓడ నాశనము
shipyard	0.398	0.583	0.595	షిప్ యార్డ్
shire	0.479	0.257	0.609	షైర్
shirt	0.698	0.186	0.231	చొక్కా
shit	0.000	0.678	0.294	ఒంటి
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	షిట్ఫేస్డ్
shithead	0.120	0.645	0.302	ఒంటి తల
shitless	0.271	0.545	0.333	ఒంటి లేనివాడు
shitload	0.020	0.606	0.161	షిట్లోడ్
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	చెత్త
shiver	0.260	0.765	0.236	వణుకు
shivering	0.122	0.663	0.373	వణుకుతోంది
shoals	0.396	0.408	0.375	షోల్స్
shock	0.286	0.821	0.453	షాక్
shocked	0.292	0.773	0.375	ఆశ్చర్యపోయాడు
shocker	0.235	0.804	0.616	షాకర్
shocking	0.378	0.853	0.833	షాకింగ్
shockingly	0.510	0.924	0.721	దిగ్భ్రాంతికరంగా
shoddy	0.082	0.463	0.179	నాసిరకం
shoe	0.517	0.225	0.288	షూ
shoelace	0.396	0.280	0.307	షూ లేస్
shoemaker	0.396	0.269	0.491	షూ మేకర్
shoes	0.729	0.324	0.210	బూట్లు
shoeshine	0.392	0.387	0.325	బూటు మెరుపు
shook	0.163	0.759	0.509	కదిలింది
shoot	0.092	0.926	0.625	షూట్
shooter	0.224	0.814	0.774	షూటర్
shooting	0.276	0.931	0.602	షూటింగ్
shootout	0.080	0.927	0.615	షూటౌట్
shop	0.725	0.632	0.565	అంగడి
shopkeeper	0.677	0.510	0.730	దుకాణదారుడు
shoplifter	0.167	0.830	0.500	దుకాణదారుడు
shoplifting	0.152	0.833	0.441	దుకాణం దొంగతనం
shopper	0.646	0.615	0.741	దుకాణదారుడు
shopping	0.915	0.445	0.630	షాపింగ్
shore	0.542	0.304	0.204	ఒడ్డు
shoreline	0.677	0.296	0.529	తీరప్రాంతం
shorn	0.396	0.415	0.400	కొరికిన
short	0.184	0.264	0.237	చిన్నది
short story	0.697	0.321	0.348	చిన్న కథ
shortage	0.094	0.455	0.198	కొరత
shortcake	0.677	0.359	0.398	షార్ట్కేక్
shortcoming	0.195	0.370	0.258	లోపము
shortcut	0.594	0.308	0.426	సత్వరమార్గం
shorten	0.302	0.382	0.460	కుదించు
shortening	0.286	0.333	0.385	సంక్షిప్తీకరణ
shorthand	0.459	0.450	0.461	సంక్షిప్తలిపి
shortly	0.582	0.310	0.360	త్వరలో
shortness	0.459	0.280	0.272	పొట్టితనము
shorts	0.622	0.481	0.287	లఘు చిత్రాలు
shortstop	0.418	0.529	0.450	షార్ట్‌స్టాప్
shortwave	0.460	0.271	0.368	షార్ట్వేవ్
shot	0.144	0.750	0.569	కాల్చారు
shotgun	0.200	0.868	0.684	తుపాకీ
shoulder	0.562	0.286	0.406	భుజం
shout	0.229	0.925	0.444	అరవడం
shove	0.306	0.690	0.602	త్రోయు
shovel	0.427	0.308	0.267	పార
shoveling	0.265	0.620	0.537	గడ్డపార
show	0.673	0.771	0.719	చూపించు
showbiz	0.661	0.713	0.598	షోబిజ్
showboat	0.618	0.625	0.509	షోబోట్
showcase	0.521	0.255	0.415	ప్రదర్శన
showdown	0.302	0.950	0.692	షోడౌన్
shower	0.669	0.346	0.336	షవర్
showgirl	0.633	0.694	0.481	షోగర్ల్
showing	0.622	0.540	0.491	చూపిస్తున్నారు
showoff	0.344	0.598	0.463	ప్రదర్శన
showroom	0.740	0.441	0.536	షోరూమ్
showy	0.698	0.657	0.661	ప్రదర్శనగా
shrapnel	0.240	0.740	0.681	చిన్న ముక్క
shred	0.224	0.750	0.627	ముక్కలు చేయండి
shrew	0.306	0.463	0.390	తెలివిగల
shrewd	0.551	0.673	0.816	తెలివిగల
shriek	0.459	0.827	0.491	అరుపు
shrill	0.312	0.721	0.640	ఉత్కంఠ
shrimp	0.571	0.361	0.425	రొయ్యలు
shrine	0.802	0.255	0.574	మందిరం
shrink	0.385	0.453	0.272	కుంచించుకుపోతాయి
shrinking	0.190	0.400	0.217	కుంచించుకుపోతోంది
shrivel	0.160	0.409	0.143	కుంచించుకుపోతాయి
shroud	0.417	0.457	0.389	కవచం
shrub	0.531	0.340	0.340	పొద
shrubbery	0.490	0.267	0.332	పొదలు
shrug	0.208	0.296	0.278	భుజం తట్టండి
shrunk	0.163	0.354	0.218	కుంచించుకుపోయింది
shrunken	0.500	0.373	0.221	కుంచించుకుపోయింది
shudder	0.344	0.791	0.559	వణుకు
shuddering	0.302	0.802	0.638	వణుకుతోంది
shuffle	0.459	0.450	0.556	షఫుల్
shuffleboard	0.531	0.459	0.377	షఫుల్‌బోర్డ్
shuffling	0.521	0.408	0.293	shuffling
shun	0.418	0.604	0.389	దూరంగా ఉండు
shunned	0.271	0.464	0.367	దూరమయ్యాడు
shunt	0.312	0.500	0.470	షంట్
shut	0.240	0.352	0.311	మూసి
shutdown	0.173	0.367	0.418	షట్డౌన్
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	మూసివేయి
shutter	0.191	0.380	0.482	షట్టర్
shuttle	0.531	0.591	0.547	షటిల్
shutup	0.333	0.560	0.491	నోరుముయ్యి
shy	0.280	0.153	0.132	పిరికి
shyness	0.312	0.265	0.246	సిగ్గు
shyster	0.292	0.567	0.424	సిగ్గుపడేవాడు
sib	0.698	0.298	0.593	సిబ్
sibling	0.857	0.340	0.636	తోబుట్టువు
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	అనారోగ్యం
sickbay	0.296	0.510	0.345	సిక్‌బే
sicken	0.051	0.500	0.294	జబ్బుపడిన
sickening	0.074	0.618	0.259	అనారోగ్యము
sickle	0.427	0.585	0.370	కొడవలి
sickly	0.188	0.550	0.191	అనారోగ్యంతో
sickness	0.094	0.704	0.288	అనారోగ్యం
side	0.439	0.288	0.395	వైపు
sidearm	0.410	0.474	0.500	సైడ్ ఆర్మ్
sidebar	0.469	0.364	0.405	సైడ్‌బార్
sideboard	0.590	0.259	0.426	సైడ్‌బోర్డ్
sideburns	0.777	0.327	0.308	సైడ్ బర్న్స్
sidecar	0.552	0.449	0.500	పక్క కారు
sidekick	0.602	0.439	0.509	పక్కవాడిని
sideline	0.440	0.382	0.517	పక్కదారి
sideshow	0.458	0.594	0.658	పక్క ప్రదర్శన
sidestep	0.378	0.559	0.407	పక్కదారి
sidewalk	0.479	0.192	0.348	కాలిబాట
sideways	0.788	0.245	0.291	పక్కకి
sidewinder	0.500	0.500	0.439	ప్రక్కగా ఉండేవాడు
siege	0.271	0.750	0.567	ముట్టడి
siesta	0.740	0.046	0.295	సియస్టా
sieve	0.459	0.250	0.333	జల్లెడ
sift	0.542	0.412	0.461	జల్లెడ
sifting	0.571	0.469	0.474	జల్లెడ పడుతోంది
sigh	0.469	0.387	0.273	నిట్టూర్పు
sight	0.684	0.250	0.528	దృష్టి
sighting	0.582	0.560	0.627	చూడటం
sightseeing	0.875	0.552	0.697	సందర్శనా స్థలం
sigma	0.490	0.472	0.535	సిగ్మా
sign	0.620	0.481	0.397	సంకేతం
signal	0.615	0.417	0.464	సిగ్నల్
signature	0.570	0.422	0.657	సంతకం
significance	0.820	0.460	0.644	ప్రాముఖ్యత
significant	0.827	0.649	0.786	ముఖ్యమైనది
signification	0.583	0.337	0.530	సంకేతం
signify	0.453	0.422	0.634	సూచిస్తాయి
signpost	0.510	0.400	0.446	సైన్పోస్ట్
silence	0.438	0.200	0.223	నిశ్శబ్దం
silencer	0.417	0.356	0.482	సైలెన్సర్
silent	0.469	0.125	0.280	మౌనంగా
