English Word	Valence	Arousal	Dominance	German Word
truck	0.531	0.368	0.546	LKW
trucker	0.494	0.609	0.500	Trucker
truckload	0.480	0.450	0.534	Wagenladung
truculent	0.210	0.731	0.498	aufsässig
true	0.896	0.436	0.777	Stimmt
truelove	0.860	0.600	0.587	wahre Liebe
truffle	0.677	0.323	0.418	Trüffel
truism	0.521	0.422	0.480	Binsenweisheit
trump	0.640	0.716	0.898	Trumpf
trumpet	0.573	0.570	0.393	Trompete
trumpeter	0.673	0.600	0.676	Trompeter
truncate	0.323	0.600	0.412	kürzen
truncated	0.316	0.602	0.439	gekürzt
trundle	0.507	0.270	0.414	rollen
trunk	0.271	0.167	0.404	Rüssel
truss	0.521	0.482	0.569	Fachwerk
trust	0.888	0.547	0.741	vertrauen
trustee	0.531	0.442	0.658	Treuhänder
trusting	0.857	0.508	0.750	vertrauend
trustworthy	0.969	0.315	0.824	vertrauenswürdig
trusty	0.863	0.398	0.696	treu
truth	0.971	0.400	0.685	Wahrheit
truthful	0.708	0.467	0.807	wahrheitsgemäß
truthfulness	0.920	0.549	0.808	Wahrhaftigkeit
try	0.604	0.551	0.556	Versuchen
tryout	0.459	0.539	0.472	ausprobieren
tryouts	0.490	0.602	0.594	Versuche
tsunami	0.042	0.944	0.684	Tsunami
tub	0.449	0.235	0.265	Wanne
tuba	0.542	0.402	0.381	Tuba
tubby	0.427	0.423	0.353	rundlich
tube	0.418	0.279	0.409	Rohr
tuberculosis	0.214	0.519	0.424	Tuberkulose
tubing	0.438	0.363	0.358	Schläuche
tubular	0.458	0.361	0.464	röhrenförmig
tubule	0.500	0.330	0.333	Tubulus
tuck	0.367	0.473	0.361	stecken
tucker	0.475	0.558	0.429	Tucker
tuesday	0.469	0.184	0.330	Dienstag
tufted	0.500	0.510	0.406	getuftet
tug	0.320	0.604	0.558	Schlepper
tugboat	0.271	0.510	0.652	Schlepper
tuition	0.531	0.372	0.436	Unterricht
tulip	0.730	0.189	0.356	Tulpe
tumble	0.276	0.556	0.272	stürzen
tumbler	0.520	0.260	0.352	Becher
tumbleweed	0.312	0.471	0.427	Tumbleweed
tummy	0.427	0.365	0.230	Bauch
tumor	0.102	0.664	0.324	Tumor
tumour	0.092	0.627	0.464	Tumor
tumult	0.271	0.640	0.636	Tumult
tumultuous	0.208	0.622	0.590	turbulent
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	Thunfisch
tunable	0.510	0.364	0.582	abstimmbar
tune	0.708	0.479	0.426	Melodie
tunic	0.531	0.248	0.391	Tunika
tuning	0.719	0.390	0.635	stimmen
tunnel	0.312	0.490	0.412	Tunnel
turban	0.469	0.386	0.426	Turban
turbidity	0.184	0.607	0.393	Trübung
turbine	0.520	0.549	0.575	Turbine
turbo	0.583	0.729	0.596	Turbo
turbulence	0.062	0.922	0.532	Turbulenz
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	Scheiße
turf	0.531	0.192	0.295	Rasen
turkey	0.634	0.245	0.247	Truthahn
turmeric	0.542	0.316	0.312	Kurkuma
turmoil	0.198	0.888	0.417	Aufruhr
turn	0.531	0.398	0.482	drehen
turnaround	0.560	0.654	0.407	Dreh dich um
turned	0.630	0.538	0.583	gedreht
turning	0.510	0.684	0.420	drehen
turnip	0.561	0.183	0.254	Rübe
turnkey	0.531	0.382	0.427	schlüsselfertig
turnoff	0.312	0.560	0.327	schalte aus
turnout	0.641	0.692	0.898	sich herausstellen
turnover	0.490	0.392	0.512	Umsatz
turnpike	0.459	0.434	0.462	Schlagbaum
turntable	0.531	0.455	0.406	Drehscheibe
turpentine	0.320	0.539	0.571	Terpentin
turquoise	0.786	0.226	0.357	Türkis
turret	0.494	0.500	0.588	Turm
turtle	0.291	0.102	0.271	Schildkröte
turtleneck	0.583	0.398	0.327	Rollkragen
tussle	0.333	0.919	0.691	Kampf
tutelage	0.393	0.442	0.609	Vormundschaft
tutor	0.750	0.346	0.826	Tutor
tutoring	0.663	0.402	0.702	unterrichten
tutu	0.583	0.276	0.233	Ballettröckchen
tux	0.531	0.365	0.462	Smoking
tuxedo	0.694	0.354	0.519	Smoking
tv	0.622	0.380	0.393	Fernseher
twain	0.541	0.255	0.370	zwei
twat	0.292	0.459	0.404	Möse
twats	0.406	0.588	0.383	Fotzen
tweak	0.440	0.462	0.452	zwicken
tweed	0.510	0.440	0.412	Tweed
tweet	0.659	0.490	0.537	twittern
tweezers	0.493	0.408	0.295	Pinzette
twelfth	0.521	0.292	0.527	Zwölftel
twelve	0.490	0.298	0.412	zwölf
twentieth	0.469	0.297	0.346	zwanzigsten
twenty	0.520	0.292	0.286	zwanzig
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	Zweig
twilight	0.622	0.341	0.633	Dämmerung
twill	0.449	0.415	0.353	Köper
twin	0.688	0.363	0.453	Zwilling
twine	0.521	0.380	0.337	Schnur
twinge	0.316	0.720	0.471	Zwicken
twinkle	0.719	0.724	0.610	funkeln
twins	0.760	0.473	0.602	Zwillinge
twirl	0.552	0.647	0.409	drehen
twist	0.375	0.469	0.337	Twist
twisted	0.071	0.736	0.311	verdrehte
twister	0.330	0.680	0.647	Twister
twit	0.194	0.653	0.198	Trottel
twitch	0.510	0.740	0.548	zucken
twitching	0.292	0.700	0.482	Zucken
twitchy	0.094	0.918	0.281	unruhig
two	0.520	0.200	0.404	zwei
two step	0.583	0.314	0.327	zwei Schritte
twofaced	0.387	0.620	0.384	zweiseitig
twofold	0.573	0.333	0.551	zweifach
twosome	0.583	0.544	0.500	zu zweit
tycoon	0.682	0.596	0.867	Tycoon
tyke	0.500	0.388	0.300	Typ
type	0.500	0.284	0.364	Typ
typewriter	0.542	0.373	0.418	Schreibmaschine
typhoid	0.265	0.458	0.401	Typhus-
typhoon	0.323	0.796	0.697	Taifun
typical	0.635	0.206	0.426	typisch
typically	0.569	0.377	0.559	typisch
typist	0.551	0.559	0.528	Schreibkraft
typo	0.224	0.415	0.255	Tippfehler
typography	0.480	0.334	0.574	Typografie
tyrannical	0.167	0.860	0.731	tyrannisch
tyranny	0.112	0.792	0.705	Tyrannei
tyrant	0.115	0.850	0.683	Tyrann
tyre	0.480	0.358	0.407	Reifen
ubiquitous	0.635	0.571	0.884	allgegenwärtig
ubiquity	0.578	0.490	0.595	Allgegenwart
ugliness	0.094	0.407	0.267	Hässlichkeit
ugly	0.167	0.630	0.254	hässlich
uhoh	0.320	0.622	0.284	äh
ukulele	0.513	0.358	0.365	Ukulele
ulcer	0.286	0.596	0.377	Geschwür
ulterior	0.375	0.509	0.490	hinterher
ultimate	0.648	0.645	0.544	ultimative
ultimately	0.385	0.480	0.558	letzten Endes
ultimatum	0.219	0.855	0.837	Ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	Ultraschall
ultraviolet	0.604	0.448	0.673	ultraviolett
umbilical	0.398	0.406	0.333	Nabelschnur
umbra	0.408	0.400	0.337	Umbra
umbrella	0.583	0.246	0.255	Regenschirm
umpire	0.520	0.592	0.755	Schiedsrichter
umpteen	0.510	0.460	0.611	zig
unabashed	0.292	0.614	0.488	unverfroren
unabated	0.532	0.420	0.466	unvermindert
unable	0.132	0.459	0.193	unfähig
unacceptable	0.133	0.479	0.330	inakzeptabel
unaccompanied	0.292	0.376	0.297	ohne Begleitung
unaccountable	0.180	0.600	0.543	unerklärlich
unaccounted	0.410	0.338	0.361	unberücksichtigt
unacknowledged	0.240	0.269	0.116	unbestätigt
unadulterated	0.570	0.420	0.528	unverfälscht
unaffected	0.542	0.265	0.571	unberührt
unafraid	0.500	0.520	0.655	furchtlos
unaided	0.290	0.410	0.336	ohne Hilfe
unaltered	0.571	0.269	0.598	unverändert
unambiguous	0.406	0.390	0.578	eindeutig
unanimity	0.490	0.407	0.706	Einstimmigkeit
unanimous	0.656	0.380	0.682	einstimmig
unanimously	0.686	0.333	0.738	einstimmig
unannounced	0.240	0.588	0.291	unangemeldet
unanswered	0.276	0.361	0.219	unbeantwortet
unanticipated	0.255	0.775	0.327	unerwartet
unappreciated	0.143	0.431	0.209	unbeachtet
unapproved	0.184	0.471	0.254	nicht genehmigt
unarmed	0.427	0.420	0.241	unbewaffnet
unassisted	0.302	0.320	0.211	ohne Unterstützung
unassuming	0.490	0.230	0.471	bescheiden
unattached	0.192	0.439	0.283	ungebunden
unattainable	0.220	0.635	0.571	unerreichbar
unattended	0.255	0.400	0.167	unbeaufsichtigt
unattractive	0.177	0.307	0.208	unattraktiv
unauthorized	0.260	0.448	0.259	unbefugt
unavailable	0.323	0.281	0.159	nicht verfügbar
unavoidable	0.350	0.580	0.445	unvermeidlich
unaware	0.208	0.355	0.310	nicht bewusst
unbalanced	0.302	0.596	0.343	unausgeglichen
unbearable	0.125	0.798	0.447	unerträglich
unbeatable	0.735	0.719	0.681	unschlagbar
unbeaten	0.854	0.760	0.828	ungeschlagen
unbecoming	0.123	0.471	0.288	unanständig
unbelief	0.265	0.582	0.407	Unglaube
unbelievable	0.771	0.790	0.717	nicht zu fassen
unbiased	0.625	0.378	0.618	unvoreingenommen
unborn	0.312	0.300	0.216	ungeboren
unbound	0.354	0.402	0.283	ungebunden
unbounded	0.646	0.600	0.736	unbegrenzt
unbreakable	0.653	0.573	0.759	unzerbrechlich
unbridled	0.396	0.759	0.448	ungezügelt
unbroken	0.550	0.224	0.602	ungebrochen
unbutton	0.479	0.539	0.311	aufknöpfen
uncalled	0.344	0.294	0.222	ungerufen
uncanny	0.469	0.461	0.430	unheimlich
uncaring	0.177	0.245	0.321	gleichgültig
uncensured	0.438	0.649	0.509	unzensiert
uncertain	0.363	0.500	0.164	unsicher
uncertainty	0.064	0.494	0.282	Unsicherheit
unchallenged	0.552	0.394	0.545	unangefochten
unchangeable	0.375	0.442	0.709	unveränderlich
unchanged	0.490	0.204	0.237	unverändert
uncharted	0.188	0.406	0.413	unerforscht
uncherished	0.250	0.412	0.280	ungeliebt
uncivilized	0.133	0.600	0.400	unzivilisiert
unclaimed	0.316	0.346	0.278	nicht abgeholt
uncle	0.653	0.255	0.578	Onkel
unclean	0.133	0.529	0.134	unrein
unclear	0.229	0.463	0.202	unklar
uncomfortable	0.188	0.610	0.214	unbequem
uncommon	0.459	0.429	0.373	ungewöhnlich
uncommonly	0.626	0.490	0.778	ungewöhnlich
uncomplicated	0.740	0.260	0.453	unkompliziert
uncompromising	0.320	0.531	0.613	kompromisslos
unconcerned	0.562	0.283	0.298	unbekümmert
unconditional	0.760	0.493	0.715	bedingungslos
unconfirmed	0.334	0.321	0.339	unbestätigt
unconnected	0.188	0.265	0.213	unverbunden
unconscionable	0.208	0.618	0.429	gewissenlos
unconscious	0.240	0.356	0.195	unbewusst
unconsciousness	0.177	0.440	0.121	Bewusstlosigkeit
unconstitutional	0.230	0.588	0.491	verfassungswidrig
unconstrained	0.653	0.640	0.635	uneingeschränkt
uncontested	0.510	0.471	0.689	unbestritten
uncontrollable	0.265	0.790	0.626	unkontrollierbar
uncontrolled	0.188	0.891	0.544	unkontrolliert
unconventional	0.177	0.509	0.288	unkonventionell
unconvinced	0.409	0.458	0.228	nicht überzeugt
unconvincing	0.190	0.532	0.144	nicht überzeugend
uncooked	0.312	0.321	0.241	ungekocht
uncooperative	0.250	0.422	0.246	unkooperativ
uncorrelated	0.333	0.327	0.316	unkorreliert
uncouth	0.080	0.761	0.350	ungehobelt
uncover	0.771	0.552	0.648	aufdecken
uncritical	0.480	0.367	0.412	unkritisch
uncut	0.448	0.422	0.278	ungeschnitten
undead	0.367	0.635	0.406	Untote
undecided	0.286	0.433	0.127	unentschieden
undefeated	0.833	0.752	0.825	unbesiegt
undefined	0.260	0.418	0.350	nicht definiert
undeniable	0.552	0.473	0.778	unbestreitbar
underage	0.469	0.461	0.300	minderjährig
underbelly	0.406	0.423	0.361	Unterbauch
undercover	0.388	0.627	0.483	verdeckt
undercurrent	0.357	0.582	0.520	Unterströmung
underdog	0.250	0.410	0.226	Außenseiter
underestimate	0.413	0.464	0.193	unterschätzen
undergo	0.398	0.554	0.339	unterziehen
undergraduate	0.583	0.500	0.559	Bachelor
underground	0.396	0.455	0.452	unter Tage
underhanded	0.188	0.415	0.527	hinterhältig
underlay	0.521	0.365	0.458	Unterlage
underlie	0.323	0.378	0.275	zugrunde liegen
underline	0.480	0.412	0.509	unterstreichen
underlying	0.480	0.445	0.452	zugrundeliegend
undermine	0.316	0.491	0.413	untergraben
undermined	0.365	0.409	0.394	unterminiert
underneath	0.450	0.265	0.158	unterhalb
underpaid	0.146	0.413	0.209	unterbezahlt
underpants	0.448	0.473	0.276	Unterhose
underprivileged	0.167	0.449	0.172	unterprivilegiert
underrated	0.208	0.520	0.333	unterschätzt
underscore	0.375	0.275	0.306	unterstreichen
undersea	0.545	0.490	0.425	unterseeisch
undersecretary	0.459	0.377	0.594	Staatssekretär
undersized	0.316	0.425	0.298	unterdimensioniert
understaffed	0.148	0.444	0.302	unterbesetzt
understand	0.760	0.374	0.643	verstehe
understandable	0.776	0.363	0.566	verständlich
understanding	0.865	0.304	0.689	Verständnis
understatement	0.347	0.480	0.473	Untertreibung
understood	0.780	0.441	0.686	verstanden
understudy	0.378	0.402	0.420	Zweitbesetzung
undertake	0.796	0.702	0.754	übernehmen
undertaker	0.363	0.696	0.611	Bestatter
undertaking	0.667	0.530	0.696	Unternehmen
undertow	0.327	0.639	0.231	Sog
underwear	0.610	0.546	0.375	Unterwäsche
underwood	0.510	0.453	0.510	Unterholz
underworld	0.177	0.676	0.613	Unterwelt
underwrite	0.416	0.520	0.423	unterschreiben
underwriter	0.571	0.327	0.620	Versicherer
undeserved	0.219	0.552	0.283	unverdient
undesirable	0.177	0.644	0.260	unerwünscht
undesired	0.156	0.441	0.235	unerwünscht
undetectable	0.438	0.539	0.604	unauffindbar
undetected	0.224	0.304	0.268	unentdeckt
undetermined	0.265	0.256	0.353	unbestimmt
undeveloped	0.292	0.330	0.254	unentwickelt
undignified	0.122	0.627	0.308	unwürdig
undirected	0.330	0.417	0.310	ungerichtet
undisclosed	0.479	0.361	0.314	nicht bekannt gegeben
undiscovered	0.438	0.347	0.261	unentdeckt
undisputed	0.646	0.588	0.673	unbestritten
undisturbed	0.725	0.287	0.434	ungestört
undivided	0.510	0.380	0.490	ungeteilt
undo	0.365	0.444	0.349	rückgängig machen
undoing	0.219	0.452	0.298	Verderben
undoubted	0.592	0.461	0.740	unzweifelhaft
undress	0.438	0.900	0.336	entkleiden
undressed	0.375	0.755	0.356	ausgezogen
undue	0.156	0.573	0.318	unangemessen
undying	0.708	0.500	0.773	unsterblich
unearned	0.177	0.340	0.213	unverdient
unearth	0.427	0.635	0.545	ausgraben
uneasiness	0.190	0.798	0.241	Unbehagen
uneasy	0.115	0.598	0.349	unruhig
uneducated	0.177	0.350	0.246	ungebildet
unemployed	0.094	0.481	0.230	arbeitslos
unemployment	0.094	0.400	0.297	Arbeitslosigkeit
unencumbered	0.604	0.280	0.472	unbelastet
unending	0.385	0.519	0.454	endlos
unequal	0.118	0.433	0.202	ungleich
unequalled	0.562	0.470	0.769	unerreicht
unequivocal	0.604	0.415	0.615	eindeutig
unequivocally	0.521	0.668	0.554	eindeutig
unethical	0.104	0.433	0.269	unethisch
uneven	0.125	0.457	0.240	uneben
uneventful	0.510	0.343	0.410	ereignislos
unexpected	0.500	0.720	0.333	unerwartet
unexpectedly	0.354	0.759	0.462	unerwartet
unexplainable	0.260	0.448	0.610	unerklärlich
unexplained	0.271	0.531	0.349	unerklärt
unexplored	0.401	0.640	0.388	unerforscht
unfailing	0.625	0.635	0.594	unfehlbar
unfair	0.173	0.472	0.190	unfair
unfairness	0.170	0.817	0.336	Ungerechtigkeit
unfaithful	0.031	0.806	0.298	untreu
unfamiliar	0.219	0.558	0.273	ungewohnt
unfavorable	0.133	0.450	0.232	ungünstig
unfeeling	0.235	0.377	0.345	gefühllos
unfettered	0.569	0.650	0.586	ungehindert
unfinished	0.188	0.368	0.264	unvollendet
unfit	0.250	0.368	0.185	untauglich
unflinching	0.667	0.606	0.882	unerschrocken
unfold	0.612	0.510	0.520	entfalten
unfollow	0.281	0.337	0.293	entfolgen
unforeseen	0.255	0.714	0.500	unvorhergesehen
unforgettable	0.833	0.561	0.660	unvergesslich
unforgivable	0.276	0.743	0.490	unverzeihlich
unforgiving	0.406	0.630	0.793	unversöhnlich
unfortunate	0.073	0.487	0.195	unglücklich
unfortunately	0.104	0.494	0.281	Unglücklicherweise
unfounded	0.271	0.520	0.410	unbegründet
unfreeze	0.458	0.297	0.375	auftauen
unfriendly	0.173	0.670	0.458	unfreundlich
unfulfilled	0.184	0.426	0.268	unerfüllt
unfurnished	0.316	0.333	0.272	unmöbliert
unglued	0.378	0.446	0.352	unverklebt
ungodly	0.296	0.423	0.388	gottlos
ungrateful	0.219	0.461	0.275	undankbar
unguarded	0.156	0.578	0.205	unbewacht
unhand	0.406	0.360	0.361	loslassen
unhappiness	0.083	0.630	0.222	Unglück
unhappy	0.112	0.500	0.155	unzufrieden
unharmed	0.740	0.378	0.491	unversehrt
unhealthy	0.115	0.549	0.214	ungesund
unheard	0.344	0.539	0.500	ungehört
unhelpful	0.104	0.320	0.118	nicht hilfreich
unhindered	0.729	0.441	0.725	ungehindert
unholy	0.327	0.560	0.445	unheilig
unhook	0.375	0.592	0.310	aushängen
unicorn	0.776	0.510	0.480	Einhorn
unidentified	0.385	0.361	0.199	unbekannt
unification	0.688	0.345	0.788	Vereinigung
unified	0.729	0.439	0.764	einheitlich
uniform	0.570	0.245	0.655	Uniform
uniformed	0.469	0.519	0.589	uniformiert
uniformity	0.745	0.353	0.538	Gleichmäßigkeit
uniformly	0.625	0.333	0.704	gleichmäßig
unimaginable	0.573	0.634	0.589	unvorstellbar
unimpeachable	0.684	0.550	0.784	unanfechtbar
unimpeached	0.458	0.335	0.433	ungeprüft
unimportant	0.281	0.240	0.175	unwichtig
unimpressed	0.198	0.302	0.327	unbeeindruckt
unimproved	0.163	0.377	0.144	unverbessert
uninfected	0.688	0.304	0.389	nicht infiziert
uninformed	0.156	0.370	0.182	nicht informiert
uninhabited	0.301	0.230	0.221	unbewohnt
uninitiated	0.271	0.288	0.288	uneingeweiht
uninspired	0.163	0.243	0.260	uninspiriert
unintelligible	0.208	0.472	0.283	unverständlich
unintended	0.438	0.385	0.349	unbeabsichtigt
unintentional	0.333	0.538	0.306	unbeabsichtigt
unintentionally	0.460	0.490	0.286	unbeabsichtigt
uninterested	0.365	0.240	0.328	uninteressiert
uninteresting	0.153	0.235	0.228	uninteressant
uninterrupted	0.500	0.434	0.527	ununterbrochen
uninvited	0.090	0.385	0.307	ohne Einladung
union	0.854	0.226	0.766	Union
unique	0.823	0.347	0.661	einzigartig
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	Einklang
unit	0.562	0.235	0.578	Einheit
unitary	0.531	0.239	0.641	einheitlich
unite	0.781	0.375	0.610	Vereinen
united	0.781	0.431	0.783	vereinigt
unity	0.837	0.288	0.658	Einheit
universal	0.802	0.417	0.833	Universal-
universality	0.796	0.410	0.840	Universalität
universe	0.694	0.454	0.839	Universum
university	0.735	0.574	0.741	Universität
unjust	0.115	0.625	0.278	ungerecht
unjustifiable	0.115	0.596	0.394	nicht zu rechtfertigen
unjustified	0.288	0.541	0.314	ungerechtfertigt
unkind	0.135	0.409	0.310	unfreundlich
unknowable	0.347	0.540	0.396	unkenntlich
unknown	0.357	0.450	0.204	Unbekannt
unlawful	0.094	0.759	0.402	rechtswidrig
unleash	0.479	0.775	0.559	entfesseln
unlicensed	0.306	0.574	0.196	nicht lizenziert
unlike	0.439	0.439	0.418	nicht wie
unlikely	0.271	0.293	0.245	unwahrscheinlich
unlimited	0.750	0.623	0.679	unbegrenzt
unlisted	0.365	0.265	0.218	nicht gelistet
unload	0.656	0.639	0.573	entladen
unloaded	0.469	0.380	0.331	entladen
unlock	0.582	0.442	0.592	Freischalten
unlucky	0.073	0.395	0.198	unglücklich
unmanageable	0.177	0.666	0.482	unüberschaubar
unmanned	0.235	0.441	0.324	unbemannt
unmarked	0.416	0.294	0.433	unmarkiert
unmarried	0.438	0.480	0.545	unverheiratet
unmask	0.323	0.690	0.520	entlarven
unmatched	0.776	0.536	0.771	unerreicht
unmistakable	0.602	0.571	0.765	unverkennbar
unmitigated	0.649	0.427	0.422	uneingeschränkt
unmoved	0.184	0.355	0.360	unbewegt
unnamed	0.316	0.189	0.284	unbenannt
unnatural	0.153	0.587	0.434	unnatürlich
unnecessary	0.219	0.358	0.190	nicht notwendig
unneeded	0.177	0.375	0.245	unnötig
unnoticed	0.302	0.440	0.260	unbemerkt
unnumbered	0.406	0.255	0.331	unnummeriert
unobserved	0.398	0.255	0.257	unbeobachtet
unobstructed	0.583	0.440	0.573	ungehindert
unobtrusive	0.447	0.327	0.402	unaufdringlich
unoccupied	0.258	0.245	0.412	unbesetzt
unofficial	0.260	0.302	0.255	inoffiziell
unopened	0.542	0.340	0.265	ungeöffnet
unopposed	0.615	0.375	0.537	ungehindert
unordered	0.224	0.482	0.190	ungeordnet
unorganised	0.250	0.500	0.212	unorganisiert
unorganized	0.260	0.657	0.173	unorganisiert
unorthodox	0.340	0.480	0.441	unorthodox
unpack	0.531	0.528	0.445	auspacken
unpaid	0.300	0.413	0.365	unbezahlt
unparalleled	0.708	0.306	0.538	unvergleichlich
unpleasant	0.122	0.612	0.185	unangenehm
unpleasantness	0.062	0.724	0.264	Unannehmlichkeiten
unplug	0.239	0.441	0.404	ausstecken
unplugged	0.367	0.375	0.318	nicht angeschlossen
unpopular	0.073	0.441	0.164	unpopulär
unprecedented	0.500	0.491	0.658	beispiellos
unpredictable	0.429	0.769	0.515	unberechenbar
unprepared	0.204	0.450	0.152	unvorbereitet
unpretentious	0.510	0.296	0.410	unprätentiös
unproductive	0.100	0.324	0.237	unproduktiv
unprofessional	0.042	0.370	0.170	unprofessionell
unprofitable	0.163	0.376	0.217	unrentabel
unprotected	0.150	0.582	0.197	ungeschützt
unproven	0.296	0.427	0.216	unbewiesen
unprovoked	0.565	0.327	0.385	grundlos
unpublished	0.406	0.480	0.481	unveröffentlicht
unpunished	0.292	0.594	0.519	unbestraft
unqualified	0.170	0.433	0.173	unqualifiziert
unquestionable	0.469	0.450	0.843	unbestreitbar
unquestionably	0.500	0.630	0.750	zweifellos
unquestioned	0.562	0.509	0.746	unbestritten
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	entwirren
unreachable	0.208	0.679	0.557	unerreichbar
unread	0.458	0.240	0.214	ungelesen
unreal	0.173	0.431	0.296	unwirklich
unrealistic	0.229	0.500	0.245	unrealistisch
unreasonable	0.115	0.702	0.264	unvernünftig
unrecorded	0.241	0.351	0.350	nicht eingetragen
unregistered	0.255	0.337	0.266	nicht registriert
unregulated	0.344	0.454	0.421	ungeregelt
unrelated	0.302	0.270	0.264	unabhängig
unrelenting	0.500	0.790	0.875	unerbittlich
unreliable	0.108	0.480	0.240	unzuverlässig
unremarkable	0.271	0.155	0.230	unauffällig
unrepentant	0.240	0.445	0.413	reuelos
unrequited	0.143	0.441	0.179	unerwidert
unresolved	0.135	0.441	0.173	ungelöst
unresponsive	0.108	0.282	0.244	reagiert nicht
unrest	0.102	0.577	0.231	Unruhe
unrestrained	0.385	0.775	0.627	hemmungslos
unrestricted	0.698	0.458	0.644	uneingeschränkt
unromantic	0.208	0.316	0.307	unromantisch
unruly	0.240	0.745	0.547	widerspenstig
unsafe	0.115	0.562	0.147	unsicher
unsanitary	0.063	0.592	0.269	unhygienisch
unsatisfactory	0.122	0.520	0.189	ungenügend
unsatisfied	0.200	0.547	0.241	nicht zufrieden
unsavory	0.071	0.637	0.353	unappetitlich
unscathed	0.625	0.308	0.611	unversehrt
unscheduled	0.312	0.436	0.300	außerplanmäßig
unscientific	0.396	0.317	0.321	unwissenschaftlich
unscrew	0.333	0.462	0.396	abschrauben
unscrupulous	0.094	0.727	0.465	skrupellos
unseat	0.229	0.500	0.312	absetzen
unseen	0.427	0.351	0.421	ungesehen
unselfish	0.615	0.353	0.377	selbstlos
unsettled	0.208	0.647	0.170	verunsichert
unsightly	0.226	0.559	0.373	unansehnlich
unsolicited	0.094	0.339	0.280	unaufgefordert
unsolved	0.146	0.390	0.235	ungelöst
unsophisticated	0.327	0.491	0.339	ungekünstelt
unsound	0.146	0.222	0.272	ungesund
unspeakable	0.327	0.567	0.393	unaussprechlich
unspecified	0.240	0.365	0.165	nicht spezifiziert
unspoken	0.177	0.260	0.208	unausgesprochen
unstable	0.167	0.587	0.150	instabil
unsteady	0.122	0.500	0.190	unsicher
unstoppable	0.625	0.887	0.862	nicht zu stoppen
unsuccessful	0.140	0.318	0.106	erfolglos
unsuitable	0.188	0.528	0.300	ungeeignet
unsung	0.296	0.330	0.314	unbesungen
unsupervised	0.478	0.481	0.442	unbeaufsichtigt
unsupported	0.260	0.450	0.221	nicht unterstützt
unsure	0.143	0.580	0.217	unsicher
unsurpassed	0.694	0.569	0.798	unübertroffen
unsuspecting	0.302	0.509	0.413	ahnungslos
unsustainable	0.255	0.650	0.406	nicht nachhaltig
unsweetened	0.396	0.263	0.300	ungesüßt
unsympathetic	0.163	0.620	0.281	unsympathisch
untamed	0.429	0.778	0.709	ungezähmt
untenable	0.143	0.637	0.425	unhaltbar
untested	0.302	0.296	0.348	ungetestet
unthinkable	0.365	0.480	0.481	undenkbar
untidy	0.106	0.610	0.254	unordentlich
untie	0.542	0.463	0.472	lösen
untimely	0.245	0.676	0.233	unzeitgemäß
untitled	0.213	0.240	0.240	ohne Titel
untold	0.240	0.367	0.191	unerzählt
untouchable	0.490	0.602	0.683	unantastbar
untouched	0.531	0.276	0.600	unberührt
untoward	0.122	0.555	0.291	ungünstig
untraceable	0.321	0.674	0.574	unauffindbar
untrained	0.149	0.529	0.282	ungeschult
