English Word	Valence	Arousal	Dominance	Latvian Word
stardom	0.844	0.786	0.689	zvaigzne
stardust	0.843	0.410	0.549	zvaigžņu putekļi
stare	0.541	0.430	0.538	skatiens
starfish	0.680	0.320	0.421	jūras zvaigzne
stargazing	0.802	0.461	0.709	zvaigžņu vērošana
staring	0.542	0.306	0.423	skatās
stark	0.330	0.630	0.577	skarbs
starlet	0.806	0.471	0.587	zvaigzne
starlight	0.908	0.368	0.611	zvaigžņu gaisma
starling	0.500	0.490	0.514	strazds
starry	0.438	0.643	0.434	zvaigžņots
stars	0.796	0.521	0.484	zvaigznes
starship	0.740	0.719	0.704	zvaigžņu kuģis
start	0.684	0.430	0.589	sākt
starter	0.667	0.461	0.827	starteris
startle	0.276	0.817	0.417	satriekt
startled	0.333	0.865	0.526	pārsteidza
startling	0.750	0.768	0.830	satriecoši
starvation	0.240	0.592	0.284	bads
starve	0.073	0.729	0.402	badoties
starved	0.097	0.689	0.219	badā
starving	0.163	0.670	0.336	badā
stash	0.344	0.630	0.361	atlicināt
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	Valsts
stately	0.830	0.728	0.915	stalts
statement	0.688	0.608	0.825	paziņojums, apgalvojums
stateroom	0.653	0.380	0.441	kabīne
stateside	0.643	0.480	0.708	štatā
statesman	0.510	0.490	0.736	valstsvīrs
static	0.297	0.250	0.366	statisks
staticky	0.357	0.278	0.358	statisks
statics	0.542	0.290	0.527	statika
station	0.688	0.367	0.519	stacija
stationary	0.408	0.240	0.484	stacionārs
stationery	0.570	0.120	0.455	kancelejas preces
statistic	0.508	0.420	0.609	statistika
statistical	0.714	0.353	0.627	statistikas
statistician	0.571	0.360	0.703	statistiķis
stator	0.281	0.453	0.557	stators
statuary	0.561	0.281	0.500	statuja
statue	0.542	0.153	0.570	statuja
statuette	0.677	0.433	0.518	statuete
stature	0.470	0.353	0.664	augums
status	0.658	0.377	0.588	statusu
statute	0.592	0.330	0.673	statūtus
statutory	0.510	0.376	0.539	likumā noteikto
staunch	0.480	0.363	0.833	stingrs
stave	0.417	0.333	0.424	stabiņš
stay	0.604	0.275	0.516	palikt
stayaway	0.369	0.284	0.526	Turies pa gabalu
stayed	0.497	0.270	0.395	palika
stays	0.633	0.363	0.564	paliek
stead	0.551	0.214	0.510	vietā
steadfast	0.771	0.433	0.800	nelokāms
steady	0.680	0.186	0.763	stabils
steak	0.625	0.359	0.315	steiks
steakhouse	0.802	0.379	0.547	Steiku nams
steal	0.021	0.856	0.528	zagt
stealing	0.086	0.913	0.455	zagšana
stealth	0.520	0.270	0.452	slepus
stealthily	0.763	0.294	0.458	zagšus
stealthy	0.380	0.363	0.534	zaglīgs
steam	0.469	0.413	0.421	tvaiks
steamboat	0.708	0.500	0.633	tvaikonis
steamer	0.510	0.442	0.528	tvaikonis
steaming	0.592	0.553	0.402	tvaicējot
steamroller	0.396	0.567	0.667	tvaika veltnis
steamship	0.469	0.490	0.569	tvaikonis
steamy	0.479	0.538	0.445	tveicīgs
steel	0.521	0.420	0.714	tērauda
steep	0.312	0.612	0.321	stāvs
steeple	0.625	0.519	0.500	tornis
steer	0.469	0.490	0.527	stūrēt
steering	0.580	0.431	0.660	stūrēšana
stellar	0.796	0.580	0.769	zvaigžņu
stem	0.615	0.191	0.336	kāts
stench	0.104	0.570	0.298	smirdēt
stencil	0.500	0.327	0.421	trafarets
stenographer	0.510	0.408	0.589	stenogrāfs
step	0.531	0.321	0.347	solis
stepdaughter	0.510	0.510	0.432	pameita
stepfather	0.396	0.491	0.611	patēvs
stepmother	0.427	0.530	0.484	pamāte
steppe	0.427	0.321	0.379	stepe
steps	0.511	0.349	0.373	soļi
stepson	0.614	0.406	0.480	padēls
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoskopisks
stereotype	0.151	0.422	0.612	stereotips
stereotyped	0.375	0.510	0.436	stereotipizēts
sterile	0.302	0.471	0.291	sterils
sterility	0.201	0.519	0.414	sterilitāte
sterilize	0.406	0.510	0.520	sterilizēt
sterling	0.529	0.481	0.615	sterliņu mārciņas
stern	0.552	0.394	0.415	pakaļgals
sternum	0.520	0.422	0.436	krūšu kauls
steroid	0.360	0.706	0.681	steroīds
stethoscope	0.427	0.377	0.490	stetoskops
stew	0.667	0.373	0.250	sautējums
steward	0.633	0.238	0.550	stjuarts
stewardess	0.625	0.491	0.491	stjuarte
stewardship	0.551	0.440	0.617	pārvaldīšana
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	stick
sticker	0.583	0.306	0.346	uzlīme
sticking	0.486	0.425	0.356	uzlīmēšanu
stickler	0.385	0.471	0.417	uzlīmētājs
stickup	0.453	0.537	0.434	stickup
sticky	0.385	0.569	0.292	lipīga
stiff	0.158	0.459	0.569	stīvs
stiffen	0.360	0.582	0.719	sastingt
stiffness	0.323	0.500	0.657	stīvums
stifle	0.240	0.764	0.427	apslāpēt
stifled	0.229	0.731	0.193	apslāpēts
stifling	0.163	0.858	0.608	smacējoša
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stils
stiletto	0.396	0.430	0.427	duncis
stillbirth	0.092	0.809	0.291	nedzīvi piedzimis
stillborn	0.271	0.519	0.337	nedzīvi dzimis
stillness	0.729	0.125	0.339	klusums
stillwaiting	0.344	0.393	0.420	joprojām gaida
stilts	0.439	0.577	0.300	ķekatas
stimulant	0.441	0.794	0.745	stimulants
stimulate	0.792	0.798	0.754	stimulēt
stimulating	0.740	0.804	0.809	stimulējot
stimulation	0.708	0.821	0.702	stimulēšana
stimulus	0.771	0.779	0.750	stimuls
sting	0.163	0.651	0.373	dzelt
stinger	0.279	0.625	0.508	dzelonis
stinging	0.260	0.730	0.459	smeldzošs
stingy	0.094	0.548	0.283	skops
stink	0.042	0.481	0.180	smirdēt
stinker	0.163	0.567	0.275	smirdējs
stinking	0.041	0.657	0.264	smirdošs
stinky	0.092	0.558	0.176	smirdīgs
stint	0.490	0.326	0.342	skopoties
stipend	0.604	0.546	0.614	stipendija
stipulate	0.570	0.546	0.623	noteikt
stipulation	0.469	0.622	0.654	noteikums
stir	0.448	0.773	0.453	maisīt
stirring	0.582	0.702	0.558	maisot
stitch	0.306	0.538	0.357	šuve
stitching	0.510	0.382	0.345	šūšana
stock	0.594	0.418	0.407	krājums
stockade	0.375	0.402	0.500	krājums
stockbroker	0.417	0.676	0.802	biržas mākleris
stockholder	0.573	0.625	0.716	akcionārs
stocking	0.594	0.324	0.688	zeķes
stockings	0.458	0.365	0.382	zeķes
stockpile	0.542	0.315	0.425	krājumi
stockroom	0.562	0.312	0.406	noliktavas telpa
stocks	0.573	0.598	0.586	akcijas
stoic	0.427	0.473	0.602	stoisks
stole	0.135	0.760	0.384	nozaga
stolen	0.156	0.646	0.308	nozagts
stomach	0.367	0.402	0.438	vēders
stomachache	0.030	0.745	0.316	vēdersāpes
stomp	0.365	0.565	0.438	stutēt
stomped	0.229	0.684	0.406	stomped
stone	0.216	0.183	0.561	akmens
stoned	0.177	0.796	0.375	Appīpējies
stonewall	0.337	0.457	0.655	akmens siena
stoneware	0.458	0.300	0.443	akmens trauki
stony	0.356	0.494	0.525	akmeņains
stooge	0.438	0.406	0.163	stūmējs
stool	0.448	0.269	0.302	izkārnījumos
stools	0.459	0.382	0.327	izkārnījumi
stoop	0.490	0.430	0.284	noliekties
stoopid	0.280	0.431	0.382	stingrs
stop	0.280	0.510	0.490	stop
stopover	0.531	0.327	0.575	pieturvieta
stoppage	0.224	0.491	0.445	apstāšanās
stopper	0.365	0.336	0.390	aizbāznis
stopping	0.388	0.382	0.473	apstāšanās
stopwatch	0.469	0.521	0.482	hronometrs
storage	0.698	0.406	0.564	uzglabāšana
store	0.646	0.538	0.407	veikals
storefront	0.580	0.217	0.457	skatlogs
storehouse	0.570	0.250	0.491	noliktava
storeroom	0.560	0.217	0.588	noliktavas telpa
storing	0.630	0.378	0.548	uzglabāšanu
storm	0.188	0.940	0.543	vētra
storming	0.265	0.910	0.669	vētra
stormy	0.146	0.870	0.562	vētrains
story	0.653	0.406	0.704	stāsts
storybook	0.854	0.306	0.383	stāstu grāmata
storyteller	0.730	0.357	0.462	stāstnieks
storytelling	0.643	0.375	0.472	stāstu stāstīšana
stound	0.490	0.473	0.446	stulbi
stout	0.656	0.657	0.817	resns
stove	0.466	0.391	0.405	plīts
stow	0.615	0.365	0.523	nolikt
stowaway	0.224	0.481	0.357	bezbiļetnieks
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	iztaisnot
straightforward	0.780	0.150	0.380	taisni
straightway	0.667	0.444	0.565	uzreiz
strain	0.190	0.750	0.380	celms
strained	0.122	0.656	0.580	saspringts
strait	0.438	0.433	0.412	šaurums
straitjacket	0.224	0.719	0.579	piespiedu jaka
straits	0.408	0.269	0.410	jūras šaurumos
strand	0.396	0.406	0.538	dzīslas
stranded	0.292	0.459	0.219	iesprūdusi
strange	0.314	0.663	0.395	dīvaini
stranger	0.330	0.449	0.302	svešinieks
strangle	0.094	0.927	0.527	nožņaugt
strangulation	0.040	0.886	0.542	žņaugšana
strap	0.380	0.417	0.382	siksna
strapless	0.314	0.462	0.273	bez lencītēm
strapping	0.552	0.413	0.454	siksnas
strata	0.500	0.457	0.411	slāņi
strategic	0.786	0.708	0.861	stratēģiski
strategist	0.571	0.594	0.810	stratēģis
strategy	0.704	0.667	0.858	stratēģija
stratification	0.531	0.490	0.651	stratifikācija
stratosphere	0.604	0.583	0.636	stratosfēra
stratum	0.365	0.307	0.510	slānis
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	salmiem
strawberry	0.833	0.270	0.336	zemenes
stray	0.133	0.760	0.281	nomaldījies
streak	0.440	0.608	0.511	svītra
streaked	0.458	0.426	0.393	svītrains
stream	0.449	0.537	0.559	straume
streamer	0.615	0.530	0.429	straumētājs
streaming	0.592	0.481	0.582	straumēšana
streamline	0.656	0.573	0.618	racionalizēt
street	0.594	0.324	0.398	iela
streetcar	0.390	0.569	0.566	tramvajs
streetlight	0.673	0.268	0.390	ielu apgaismojums
strength	0.802	0.682	0.858	spēks
strengthen	0.802	0.796	0.971	stiprināt
strengthening	0.913	0.627	0.945	stiprināšana
strenuous	0.104	0.660	0.481	nogurdinošs
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	stress
stressed	0.167	0.740	0.502	uzsvēra
stresses	0.115	0.817	0.396	uzsver
stressfree	0.833	0.080	0.528	bez stresa
stressful	0.153	0.873	0.389	stresaina
stressin	0.146	0.810	0.367	stress
stressing	0.163	0.866	0.462	uzsverot
stressrelief	0.627	0.417	0.475	stresa noņemšana
stretch	0.604	0.578	0.500	stiept
stretcher	0.438	0.196	0.295	nestuves
stricken	0.163	0.720	0.368	satriekts
strict	0.500	0.646	0.878	stingri
stride	0.490	0.670	0.434	solis
strife	0.344	0.898	0.630	strīds
strike	0.271	0.811	0.571	streikot
strikeout	0.316	0.520	0.371	izsvītrot
striker	0.500	0.589	0.696	uzbrucējs
striking	0.357	0.827	0.657	uzkrītoši
strikingly	0.690	0.684	0.811	uzkrītoši
string	0.385	0.398	0.445	virkne
strings	0.457	0.292	0.355	stīgas
stringy	0.430	0.510	0.527	stīgana
strip	0.427	0.500	0.436	sloksne
stripe	0.629	0.302	0.361	svītra
striped	0.344	0.373	0.385	svītrains
stripped	0.255	0.615	0.278	izģērbts
stripper	0.625	0.848	0.453	striptīzdejotāja
striptease	0.607	0.918	0.608	striptīzs
strive	0.582	0.837	0.769	censties
strobe	0.490	0.633	0.537	stroboskops
stroke	0.562	0.440	0.570	insults
stroll	0.745	0.415	0.444	pastaiga
stroller	0.786	0.398	0.314	ratiņi
strolling	0.755	0.515	0.340	pastaigājoties
strong	0.912	0.745	0.895	stiprs
stronghold	0.708	0.636	0.954	cietoksnis
strongly	0.630	0.817	0.885	spēcīgi
structural	0.582	0.425	0.690	strukturāli
structure	0.562	0.356	0.712	struktūra
strudel	0.627	0.417	0.397	strūdele
struggle	0.365	0.820	0.741	cīņa
strut	0.580	0.480	0.464	statnis
stub	0.396	0.320	0.367	stubs
stubbed	0.323	0.642	0.241	sadurts
stubble	0.333	0.442	0.264	rugāji
stubborn	0.157	0.702	0.575	spītīgs
stubbornness	0.156	0.673	0.508	stūrgalvība
stubby	0.417	0.370	0.393	stulbs
stucco	0.439	0.292	0.279	apmetums
stuck	0.153	0.644	0.285	iestrēdzis
stuckup	0.281	0.480	0.363	iestrēdzis
stud	0.564	0.531	0.509	radze
studded	0.396	0.412	0.425	radzēm
student	0.634	0.318	0.537	students
studied	0.786	0.306	0.806	pētīta
studio	0.677	0.265	0.620	studija
study	0.653	0.361	0.768	pētījums
stuff	0.622	0.367	0.263	sīkumi
stuffed animal	0.684	0.255	0.306	izbāzts dzīvnieks
stuffing	0.417	0.324	0.304	pildījums
stuffy	0.323	0.615	0.406	aizlikts
stumble	0.153	0.716	0.259	paklupt
stump	0.449	0.510	0.340	celms
stumped	0.344	0.604	0.392	satriekts
stun	0.333	0.710	0.451	apdullināt
stunned	0.306	0.663	0.356	apdullināts
stunner	0.418	0.780	0.492	satriecošs
stunning	0.888	0.673	0.858	satriecoši
stunt	0.387	0.555	0.526	triks
stunted	0.194	0.472	0.275	panīkuši
stuntman	0.490	0.482	0.500	kaskadieris
stupefaction	0.294	0.704	0.480	apdullināšana
stupefy	0.200	0.740	0.412	apdullina
stupendous	0.823	0.690	0.798	satriecoši
stupid	0.133	0.510	0.200	stulbi
stupidity	0.060	0.418	0.151	stulbums
stupidpeople	0.073	0.675	0.196	stulbi cilvēki
stupidrain	0.260	0.520	0.317	stulbums
stupor	0.323	0.590	0.330	stupors
sturdy	0.580	0.642	0.824	izturīgs
sturgeon	0.417	0.473	0.465	stores
stutter	0.250	0.469	0.258	stostīties
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	stils
styling	0.823	0.378	0.652	stils
stylish	0.885	0.490	0.689	stilīgs
stylist	0.760	0.445	0.500	stilists
suave	0.724	0.265	0.269	maigs
sub	0.510	0.370	0.312	apakš
subatomic	0.385	0.538	0.491	subatomisks
subcommittee	0.396	0.467	0.600	apakškomiteja
subconscious	0.531	0.375	0.415	zemapziņa
subcutaneous	0.396	0.444	0.376	zemādas
subdivide	0.538	0.433	0.348	sadalīt
subdivision	0.592	0.455	0.430	apakšnodaļa
subduction	0.350	0.569	0.445	subdukcija
subdue	0.275	0.640	0.784	pakļaut
subdued	0.236	0.463	0.223	pakļauts
subdural	0.381	0.491	0.425	subdurāls
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	priekšmets
subjected	0.286	0.520	0.221	pakļauti
subjection	0.354	0.408	0.539	pakļaušanās
subjective	0.510	0.350	0.432	subjektīvs
subjugation	0.280	0.610	0.377	pakļaušana
sublet	0.469	0.551	0.545	apakšīrē
sublevel	0.365	0.298	0.333	apakšlīmenis
sublimation	0.510	0.390	0.538	sublimācija
sublime	0.784	0.333	0.585	cildens
subliminal	0.410	0.528	0.464	zemapziņas
submarine	0.572	0.481	0.549	zemūdene
submerge	0.517	0.643	0.456	iegremdēt
submerged	0.337	0.528	0.357	iegremdēts
submersible	0.406	0.459	0.540	zemūdens
submission	0.531	0.580	0.633	iesniegšana
submissive	0.480	0.217	0.173	padevīgs
submit	0.635	0.448	0.500	Iesniegt
submitting	0.667	0.610	0.611	iesniegšana
subordinate	0.276	0.392	0.121	padotais
subordination	0.270	0.527	0.343	pakļautība
subplot	0.469	0.413	0.446	apakšgabals
subpoena	0.281	0.634	0.555	pavēste
subscribe	0.660	0.344	0.591	abonēt
subscriber	0.562	0.398	0.570	abonents
subscription	0.583	0.333	0.651	abonementu
subsequence	0.438	0.510	0.413	secība
subsequent	0.449	0.385	0.400	sekojošais
subsequently	0.380	0.337	0.336	sekojoši
subservient	0.255	0.402	0.339	padevīgs
subset	0.429	0.358	0.404	apakškopa
subside	0.375	0.308	0.209	norimt
subsidence	0.320	0.509	0.452	iegrimšana
subsidiary	0.541	0.295	0.500	meitasuzņēmums
subsidize	0.604	0.615	0.589	subsidēt
subsidy	0.573	0.462	0.517	subsīdiju
subsist	0.573	0.418	0.472	iztikt
subsistence	0.510	0.404	0.491	iztiku
subsoil	0.429	0.240	0.382	zemes dzīles
subspace	0.470	0.453	0.475	apakštelpa
substance	0.615	0.422	0.528	viela
substandard	0.235	0.333	0.150	nestandarta
substantial	0.590	0.490	0.690	būtisks
substantially	0.646	0.471	0.684	būtiski
substantiate	0.531	0.549	0.636	pamatot
substantive	0.500	0.350	0.455	būtisku
substation	0.469	0.461	0.491	apakšstacija
substitute	0.427	0.406	0.398	aizstājējs
substituted	0.271	0.545	0.394	aizstāts
substitution	0.406	0.480	0.353	aizstāšana
substructure	0.441	0.358	0.587	apakšstruktūra
subterranean	0.469	0.306	0.432	pazemes
subtext	0.635	0.276	0.412	zemteksts
subtitle	0.445	0.202	0.347	apakšvirsraksts
subtle	0.708	0.167	0.228	smalks
subtlety	0.615	0.176	0.363	smalkums
subtract	0.208	0.330	0.283	atņemt
subtraction	0.163	0.382	0.349	atņemšana
subtype	0.427	0.296	0.420	apakštips
suburb	0.354	0.566	0.441	priekšpilsēta
suburban	0.439	0.450	0.453	piepilsēta
suburbia	0.438	0.490	0.421	priekšpilsēta
suburbs	0.510	0.571	0.286	priekšpilsētas
subversion	0.347	0.608	0.415	graušana
subversive	0.198	0.765	0.500	graujošs
subvert	0.357	0.557	0.536	sagraut
subway	0.418	0.300	0.464	metro
succeed	0.926	0.755	0.926	izdodas
succeeding	0.867	0.755	0.849	izdodas
success	0.959	0.880	0.981	panākumus
successful	0.949	0.724	0.938	veiksmīgs
succession	0.698	0.481	0.587	pēctecība
successive	0.635	0.471	0.518	secīgi
successor	0.729	0.531	0.648	pēctecis
succinct	0.510	0.413	0.566	kodolīgi
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	sulīgs
succumb	0.202	0.787	0.292	padoties
suck	0.344	0.706	0.377	sūkāt
sucker	0.265	0.393	0.204	sūcējs
sucking	0.227	0.528	0.377	nepieredzējis
suckling	0.596	0.558	0.518	zīdīšana
sucks	0.115	0.683	0.302	sūc
suction	0.460	0.593	0.526	sūkšana
sudden	0.449	0.660	0.435	pēkšņi
suddenly	0.670	0.510	0.456	pēkšņi
suds	0.458	0.365	0.255	putas
sue	0.219	0.731	0.679	iesūdzēt
suede	0.542	0.259	0.259	zamšādas
suffer	0.082	0.910	0.259	ciest
sufferer	0.156	0.690	0.278	cietējs
suffering	0.020	0.719	0.235	ciešanas
suffice	0.643	0.326	0.504	pietiek
sufficiency	0.594	0.438	0.576	pietiekamība
sufficient	0.833	0.330	0.588	pietiekams
sufficiently	0.776	0.367	0.714	pietiekami
suffix	0.430	0.420	0.364	piedēklis
suffocate	0.219	0.764	0.440	nosmacēt
suffocating	0.133	0.774	0.429	smacējošs
suffocation	0.020	0.830	0.462	nosmakšana
sugar	0.896	0.382	0.402	cukurs
suggest	0.573	0.471	0.517	ieteikt
suggestion	0.646	0.365	0.558	ieteikums
suggestive	0.552	0.500	0.555	ierosinošs
suicidal	0.021	0.867	0.382	pašnāvniecisks
suicide	0.030	0.873	0.429	pašnāvība
suicidebombing	0.031	0.957	0.627	pašnāvnieku spridzināšana
suit	0.776	0.282	0.482	uzvalks
suitable	0.792	0.298	0.722	piemērots
suitcase	0.562	0.212	0.318	čemodāns
suite	0.790	0.420	0.400	komplekts
suitor	0.708	0.639	0.546	pielūdzējs
sulfate	0.427	0.352	0.429	sulfāts
sulfur	0.173	0.530	0.364	sērs
sulk	0.250	0.580	0.406	dusmīgs
sullen	0.250	0.407	0.263	dusmīgs
sully	0.378	0.550	0.370	netīrs
sulphur	0.260	0.450	0.233	sērs
sultan	0.529	0.423	0.821	sultāns
sultry	0.735	0.696	0.627	tveicīgs
sum	0.792	0.340	0.420	summa
summarily	0.469	0.431	0.543	īsumā
summarize	0.590	0.323	0.471	apkopot
summary	0.729	0.260	0.427	kopsavilkums
summation	0.766	0.337	0.594	summēšana
summer	0.812	0.373	0.550	vasara
summerhouse	0.796	0.308	0.443	Vasarnīca
summertime	0.837	0.500	0.455	vasaras laiks
summit	0.625	0.618	0.764	samits
summon	0.521	0.560	0.664	izsaukt
summons	0.552	0.604	0.598	pavēsti
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	karteris
sumptuous	0.698	0.550	0.555	grezns
sun	0.877	0.400	0.681	saule
sunbeam	0.729	0.440	0.505	saules stars
sunburn	0.061	0.755	0.447	saules apdegums
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	svētdiena
sundial	0.643	0.225	0.406	saules pulkstenis
sundown	0.812	0.276	0.445	saulriets
sundry	0.543	0.369	0.407	dažādi
sunflower	0.878	0.231	0.270	saulespuķe
sunglass	0.684	0.264	0.324	saulesbrilles
sunglasses	0.844	0.443	0.364	saulesbrilles
sunk	0.146	0.531	0.185	nogrimusi
sunken	0.103	0.476	0.173	nogrimusi
sunless	0.245	0.280	0.273	bez saules
sunlight	0.906	0.407	0.639	saules gaisma
sunny	0.740	0.348	0.481	saulains
sunrise	0.823	0.347	0.640	saullēkts
sunroof	0.681	0.325	0.425	jumta lūka
sunscreen	0.656	0.387	0.462	sauļošanās krēms
sunset	0.875	0.231	0.298	saulriets
sunshine	0.885	0.297	0.769	saulīte
suntan	0.620	0.510	0.366	Sauļošanās
sunup	0.760	0.304	0.620	saullēkts
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	vecuma pensija
superb	0.980	0.708	0.852	lieliski
superficial	0.357	0.407	0.309	virspusēji
superfluous	0.316	0.469	0.393	lieki
superhero	0.910	0.820	0.893	supervaronis
superhuman	0.810	0.745	0.895	pārcilvēcisks
superimposed	0.490	0.529	0.683	uzlikts
superintendent	0.592	0.570	0.942	superintendents
superior	0.801	0.697	0.940	pārāks
superiority	0.582	0.602	0.959	pārākums
superlative	0.714	0.566	0.737	vispārākā pakāpe
superman	0.945	0.794	0.929	supermens
supermarket	0.690	0.547	0.571	lielveikals
supermodel	0.880	0.663	0.698	supermodele
supernatant	0.500	0.500	0.565	supernatants
supernatural	0.622	0.824	0.733	pārdabisks
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superpozīcija
superpower	0.806	0.784	0.972	lielvara
supersede	0.479	0.510	0.518	aizstāt
superstar	0.885	0.860	0.880	superzvaigzne
superstition	0.177	0.640	0.418	māņticība
superstitious	0.281	0.545	0.514	māņticīgs
superstore	0.719	0.600	0.640	lielveikals
supervise	0.698	0.555	0.889	uzraudzīt
supervision	0.459	0.578	0.825	uzraudzību
supervisor	0.615	0.479	0.933	uzraugs
supper	0.708	0.429	0.552	vakariņas
suppertime	0.792	0.388	0.461	vakariņu laiks
supplant	0.344	0.558	0.463	aizstāt
supple	0.812	0.528	0.436	lokans
supplement	0.745	0.406	0.491	papildināt
supplemental	0.604	0.404	0.555	papildu
supplementary	0.625	0.352	0.541	papildu
supplication	0.469	0.570	0.309	lūgums
supplier	0.615	0.462	0.736	piegādātājs
supplies	0.698	0.390	0.595	piegādes
supply	0.708	0.519	0.603	piegāde
support	0.811	0.472	0.737	atbalsts
supported	0.853	0.408	0.613	atbalstīts
supporter	0.721	0.510	0.698	atbalstītājs
supporters	0.763	0.539	0.558	atbalstītāji
supporting	0.634	0.490	0.764	atbalstot
supportive	0.875	0.420	0.635	atbalstošs
suppose	0.551	0.343	0.348	pieņemsim
supposed	0.296	0.378	0.379	domājams
supposing	0.449	0.451	0.357	pieņemot
supposition	0.531	0.408	0.526	pieņēmums
suppress	0.281	0.559	0.509	apspiest
suppression	0.267	0.541	0.537	apspiešana
supremacy	0.794	0.706	0.943	pārākums
supreme	0.812	0.700	0.974	augstākais
supremely	0.833	0.725	0.897	izcili
surcharge	0.375	0.528	0.500	piemaksa
sure	0.724	0.270	0.793	protams
surety	0.776	0.365	0.750	galvojums
surf	0.847	0.650	0.500	sērfot
surface	0.448	0.375	0.604	virsmas
surfboard	0.729	0.730	0.387	vējdēlis
surfer	0.704	0.701	0.554	sērfotājs
surge	0.449	0.684	0.500	pārspriegums
surgeon	0.500	0.598	0.793	ķirurgs
surgery	0.286	0.769	0.600	operācija
surgical	0.327	0.696	0.723	ķirurģiskas
surly	0.221	0.469	0.493	dusmīgs
surmise	0.529	0.400	0.347	pieņēmums
surname	0.670	0.250	0.493	uzvārds
surpassing	0.719	0.660	0.720	pārspējot
surplus	0.602	0.680	0.630	pārpalikums
surprise	0.875	0.875	0.562	pārsteigums
surprised	0.784	0.855	0.539	pārsteigts
surprises	0.875	0.769	0.632	pārsteigumi
surprising	0.888	0.790	0.692	pārsteidzoši
surprisingly	0.847	0.793	0.819	pārsteidzoši
surreal	0.550	0.529	0.670	sirreāls
surrender	0.115	0.396	0.186	padoties
surrendering	0.198	0.411	0.245	padošanās
surrogate	0.406	0.590	0.472	surogāts
surround	0.542	0.623	0.627	ieskauj
surrounding	0.531	0.422	0.669	apkārtējo
surroundings	0.600	0.346	0.492	vide
surveillance	0.365	0.720	0.718	uzraudzība
survey	0.580	0.357	0.379	aptauja
surveying	0.488	0.455	0.682	uzmērīšana
surveyor	0.545	0.337	0.648	mērnieks
survival	0.541	0.798	0.879	izdzīvošanu
survive	0.770	0.824	0.726	izdzīvot
surviving	0.646	0.836	0.721	izdzīvojušais
