English Word	Valence	Arousal	Dominance	Turkmen Word
rumored	0.427	0.604	0.318	myş-myşlar
rump	0.449	0.425	0.396	bölek
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	ylga
runaround	0.448	0.519	0.349	gaçmak
runaway	0.271	0.770	0.402	gaçmak
rundown	0.520	0.296	0.465	rundown
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	rung
runner	0.459	0.747	0.632	ylgaýjy
running	0.730	0.858	0.442	ylgaýar
running shoes	0.653	0.573	0.491	aýakgap
runny	0.540	0.439	0.325	akýan
runt	0.370	0.500	0.445	aw
runway	0.585	0.373	0.406	uçuş-gonuş zolagy
rupture	0.125	0.633	0.430	ýarylmagy
rural	0.562	0.245	0.408	oba
ruse	0.531	0.640	0.546	mekir
rush	0.406	0.809	0.546	howlukma
rushing	0.398	0.821	0.529	howlukmaç
rust	0.281	0.265	0.321	pos
rusted	0.286	0.357	0.302	poslady
rustic	0.369	0.657	0.491	rustiki
rustle	0.333	0.538	0.394	gykylyk
rustler	0.281	0.830	0.429	rustler
rusty	0.271	0.345	0.231	posly
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	Ruth
ruthless	0.208	0.850	0.670	rehimsiz
rye	0.490	0.298	0.411	çowdary
sabbatical	0.771	0.240	0.427	Sabat güni
saber	0.551	0.620	0.553	gylyç
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	sabotaj
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	halta
sack	0.385	0.337	0.264	halta
sacrament	0.690	0.316	0.700	sakrament
sacred	0.833	0.375	0.862	mukaddes
sacrifice	0.208	0.833	0.534	gurban bermek
sacrifices	0.281	0.717	0.538	gurban
sacrificial	0.198	0.755	0.452	gurban bermek
sacrilege	0.281	0.708	0.491	gurban
sacrilegious	0.146	0.736	0.449	gurban
sad	0.225	0.333	0.149	gynandyryjy
sadday	0.520	0.418	0.411	gynanç
saddens	0.104	0.436	0.144	eýerleri
saddle	0.510	0.509	0.306	eýer
sadist	0.042	0.918	0.500	sadist
sadistic	0.031	0.906	0.618	sadist
sadly	0.047	0.255	0.216	gynansakda
sadness	0.052	0.288	0.164	gynanç
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	howpsuz
safeguard	0.786	0.624	0.700	goramak
safekeeping	0.653	0.510	0.586	saklamak
safety	0.708	0.491	0.868	howpsuzlygy
saffron	0.443	0.373	0.349	safran
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	akja
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	ýelkenli
sailboat	0.719	0.392	0.381	ýelkenli gaýyk
sailing	0.667	0.520	0.500	ýelkenli
sailor	0.500	0.588	0.500	deňizçi
saint	0.812	0.240	0.693	keramatly
sainted	0.708	0.296	0.676	mukaddes
saintly	0.865	0.286	0.591	keramatly
sake	0.490	0.573	0.407	üçin
salad	0.750	0.260	0.307	salat
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salamy
salary	0.786	0.480	0.652	aýlyk
sale	0.647	0.602	0.573	satuw
salesgirl	0.582	0.490	0.605	satyjy gyz
salesman	0.643	0.559	0.664	satyjy
salient	0.600	0.573	0.702	görnükli
saline	0.430	0.340	0.385	şor
saliva	0.214	0.265	0.236	tüýkülik
sally	0.604	0.390	0.451	Sally
salmon	0.760	0.250	0.444	losos
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	salon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	duz
salted	0.333	0.400	0.304	duzly
saltwater	0.327	0.330	0.364	duzly suw
salty	0.388	0.531	0.288	duzly
salutary	0.885	0.360	0.686	salam
salutation	0.878	0.417	0.500	salam
salute	0.833	0.542	0.681	salam
salvage	0.622	0.510	0.832	halas etmek
salvation	0.857	0.480	0.800	gutulyş
salve	0.612	0.390	0.500	duzlamak
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	meňzeşlik
sample	0.521	0.187	0.452	nusga
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	şypahanasy
sanctification	0.770	0.431	0.816	mukaddes etmek
sanctified	0.792	0.240	0.612	mukaddes edildi
sanctify	0.673	0.443	0.783	mukaddes et
sanctimonious	0.240	0.365	0.327	mukaddes
sanction	0.201	0.750	0.517	sanksiýalary
sanctioned	0.323	0.696	0.391	sanksiýa berildi
sanctity	0.771	0.330	0.628	mukaddeslik
sanctuary	0.863	0.226	0.575	mukaddes ýer
sanctum	0.521	0.438	0.657	mukaddes ýer
sand	0.582	0.279	0.304	gum
sandal	0.490	0.283	0.333	sandal
sandbox	0.573	0.274	0.264	sandyk
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	sandman
sandpaper	0.417	0.425	0.404	sandal
sands	0.646	0.304	0.377	çägeler
sandstorm	0.324	0.821	0.629	gum tupany
sandwich	0.672	0.314	0.310	sendwiç
sandy	0.406	0.265	0.296	çägeli
sane	0.760	0.235	0.670	akylly
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	sanitarium
sanitary	0.458	0.320	0.425	sanitariýa
sanitation	0.742	0.312	0.500	arassaçylyk
sanity	0.667	0.333	0.655	saglyk
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	santa
sap	0.470	0.298	0.258	sap
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	sapfir
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	gödek sözler
sarcastic	0.397	0.781	0.298	gülkünç
sarcoma	0.260	0.519	0.402	sarkoma
sarcophagus	0.271	0.561	0.435	sarkofag
sardine	0.541	0.236	0.236	sardine
sardonic	0.208	0.679	0.446	sardonik
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	torba
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	şeýtan
satchel	0.521	0.306	0.345	satel
sate	0.667	0.400	0.472	oturgyç
satellite	0.562	0.409	0.764	hemra
satin	0.519	0.396	0.481	atlas
satire	0.458	0.655	0.472	satira
satirical	0.323	0.615	0.538	satirik
satisfaction	0.939	0.637	0.673	kanagatlandyrmak
satisfactorily	0.765	0.570	0.802	kanagatlanarly
satisfactory	0.959	0.569	0.702	kanagatlanarly
satisfied	0.959	0.510	0.685	kanagatlandy
satisfy	0.867	0.790	0.705	kanagatlandyrmak
satisfying	0.890	0.606	0.814	kanagatlandyryjy
saturate	0.281	0.680	0.467	doýmak
saturated	0.474	0.700	0.442	doýgun
saturation	0.255	0.582	0.583	doýmak
satyr	0.280	0.639	0.500	satyr
sauce	0.562	0.515	0.288	sous
saucepan	0.347	0.264	0.321	gazana
saucer	0.510	0.327	0.337	gazana
saucy	0.250	0.653	0.391	sous
sauerkraut	0.531	0.454	0.336	ýorunja
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	kolbasa
savage	0.204	0.931	0.605	wagşy
savagery	0.219	0.907	0.711	wagşyçylyk
savanna	0.606	0.147	0.394	savanna
savannah	0.729	0.212	0.309	savannah
savant	0.781	0.451	0.818	sawant
save	0.770	0.439	0.682	tygşytlaň
saver	0.745	0.382	0.802	tygşytlaýjy
saving	0.663	0.230	0.621	tygşytlamak
savings	0.776	0.431	0.608	tygşytlamak
savior	0.920	0.469	0.804	halasgär
savor	0.827	0.552	0.526	hoşboý ys
savory	0.812	0.717	0.619	ýakymly
savvy	0.719	0.520	0.706	tygşytly
saw	0.316	0.541	0.518	gördi
sawdust	0.398	0.279	0.241	gabyk
sawmill	0.427	0.378	0.434	degirmen
sax	0.573	0.465	0.409	saks
saxophone	0.688	0.444	0.482	saksafon
say	0.571	0.310	0.482	diýiň
sayonara	0.560	0.398	0.402	Saýonara
scab	0.354	0.330	0.272	gabyk
scabbard	0.325	0.219	0.217	garakçy
scaffold	0.480	0.500	0.336	skaf
scaffolding	0.496	0.366	0.545	skaf
scalding	0.271	0.540	0.381	ot ýakmak
scale	0.310	0.350	0.577	masştab
scales	0.439	0.330	0.491	terezisi
scallop	0.490	0.363	0.331	gabyk
scalp	0.347	0.346	0.302	derisi
scalpel	0.302	0.700	0.482	skalpel
scaly	0.281	0.481	0.358	skaly
scam	0.042	0.745	0.418	kezzaplyk
scamp	0.458	0.464	0.371	kezzap
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	skanirläň
scandal	0.122	0.821	0.557	dawa
scandalous	0.135	0.907	0.556	skandal
scanner	0.531	0.356	0.567	skaner
scanty	0.287	0.333	0.127	az
scape	0.290	0.625	0.536	şekil
scapegoat	0.184	0.685	0.481	aldaw
scar	0.146	0.500	0.397	yz
scarab	0.406	0.458	0.267	garakçy
scarce	0.292	0.324	0.218	gyt
scarcely	0.082	0.412	0.160	gaty az
scarcity	0.167	0.500	0.182	gytçylyk
scare	0.122	0.910	0.264	gorkuz
scarecrow	0.219	0.274	0.349	garakçy
scared	0.146	0.828	0.185	gorkdy
scares	0.122	0.847	0.386	gorkuzýar
scarf	0.750	0.224	0.224	şarf
scarier	0.156	0.846	0.472	gorkunç
scariest	0.167	0.863	0.538	iň gorkunç
scarlet	0.507	0.390	0.411	gyrmyzy
scary	0.062	0.952	0.528	gorkunç
scat	0.337	0.548	0.409	dargat
scatter	0.229	0.620	0.404	dargat
scattered	0.208	0.380	0.238	dargady
scattering	0.347	0.550	0.394	dargamak
scavenger	0.177	0.578	0.408	garakçy
scenario	0.667	0.510	0.683	ssenariýa
scene	0.570	0.340	0.578	sahna
scenery	0.745	0.253	0.592	sahna
scenic	0.684	0.548	0.756	sahna
scent	0.633	0.410	0.491	ys
scented	0.865	0.509	0.431	ysly
scepter	0.630	0.300	0.670	hasa
sceptical	0.214	0.387	0.466	şübheli
scepticism	0.292	0.444	0.550	şübhe
schadenfreude	0.354	0.640	0.463	Şadenfreude
schedule	0.510	0.380	0.480	tertibi
schematic	0.490	0.284	0.647	shematik
scheme	0.521	0.269	0.577	shemasy
schilling	0.367	0.410	0.418	okuw
schism	0.280	0.569	0.386	bölünişik
schizophrenia	0.092	0.880	0.435	şizofreniýa
schizophrenic	0.102	0.958	0.433	şizofreniki
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	Şnitzel
scholar	0.694	0.421	0.731	alym
scholarly	0.750	0.466	0.709	alym
scholarship	0.866	0.490	0.625	stipendiýa
scholastic	0.500	0.470	0.491	okuw
school	0.765	0.423	0.633	mekdebi
schoolboy	0.623	0.385	0.441	mekdep okuwçysy
schoolgirl	0.760	0.521	0.415	mekdep okuwçysy
schoolhouse	0.602	0.407	0.672	mekdep jaýy
schooling	0.582	0.462	0.640	okuw
schoolmaster	0.667	0.368	0.852	mekdep mugallymy
schoolteacher	0.521	0.380	0.632	mugallym
schoolwork	0.479	0.500	0.481	mekdep işi
schoolyard	0.684	0.529	0.440	mekdebiň howlusy
schooner	0.635	0.408	0.427	schooner
sciatica	0.286	0.443	0.393	siyatika
science	0.588	0.429	0.741	ylym
scientific	0.653	0.510	0.836	ylmy
scientist	0.562	0.500	0.790	alym
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	dyrmaşmak
scintillation	0.576	0.579	0.573	sintilýasiýa
scintillator	0.583	0.670	0.510	sintilýator
scion	0.490	0.380	0.451	scion
scissors	0.458	0.462	0.302	gaýçy
scoff	0.125	0.686	0.306	masgara
scold	0.194	0.755	0.626	käýin
scolding	0.071	0.833	0.417	käýinmek
scone	0.418	0.287	0.229	skone
scoop	0.583	0.543	0.640	skop
scoot	0.510	0.490	0.412	skot
scooter	0.510	0.587	0.371	skuter
scope	0.656	0.386	0.718	gerimi
scorch	0.214	0.689	0.491	ot ýakmak
scorching	0.406	0.635	0.464	ýanmak
score	0.670	0.388	0.589	bal
scoreboard	0.667	0.484	0.472	tagtasy
scorer	0.730	0.608	0.764	Hasapçy
scores	0.594	0.469	0.629	ballar
scorn	0.110	0.721	0.356	masgaralamak
scorned	0.062	0.529	0.226	masgaralandy
scornful	0.173	0.608	0.368	masgara
scorpion	0.198	0.745	0.600	Çeçen
scotch	0.578	0.520	0.615	skotç
scoundrel	0.094	0.740	0.412	kezzap
scour	0.388	0.602	0.632	ýuwmak
scourge	0.214	0.640	0.302	jeza
scout	0.656	0.611	0.763	Skaut
scowl	0.302	0.600	0.413	garga
scrabble	0.625	0.412	0.399	dyrmaşmak
scram	0.306	0.485	0.409	aldaw
scramble	0.469	0.744	0.500	dyrmaşmak
scrambled	0.451	0.535	0.539	dyrmaşdy
scrambler	0.417	0.550	0.444	skrambler
scrambling	0.421	0.810	0.731	dyrmaşmak
scrap	0.156	0.339	0.173	döwükler
scrapbook	0.562	0.274	0.432	kitap ýazgysy
scrape	0.365	0.615	0.384	döwmek
scrapie	0.306	0.706	0.231	galyndylar
scraping	0.265	0.479	0.305	döwmek
scrappy	0.301	0.375	0.406	aljyraňňy
scratch	0.276	0.625	0.270	dyrna
scratchy	0.235	0.610	0.436	dyrnaçak
scrawny	0.276	0.422	0.245	çyzylan
scream	0.188	0.863	0.594	gygyr
screamer	0.156	0.670	0.392	gygyrýan
screaming	0.245	0.901	0.460	diýip gygyrýar
screech	0.214	0.802	0.306	gykylyk
screen	0.670	0.300	0.417	ekrany
screening	0.562	0.570	0.709	barlag
screenplay	0.500	0.406	0.518	ssenarisi
screenwriter	0.571	0.500	0.712	ssenarist
screw	0.385	0.460	0.377	nurbat
screwball	0.271	0.680	0.505	nurbat
screwdriver	0.520	0.519	0.439	otwýortka
screwed	0.302	0.520	0.464	nurbat
screwy	0.344	0.596	0.450	nurbat
screwyou	0.260	0.647	0.509	screwyou
scribble	0.429	0.453	0.358	käýinç
scribe	0.541	0.264	0.491	kätip
scrimmage	0.367	0.660	0.411	käýinç
scrip	0.430	0.462	0.455	skripka
script	0.610	0.450	0.527	skript
scriptural	0.551	0.250	0.596	Mukaddes .azgy
scripture	0.745	0.270	0.630	ureazgy
scroll	0.375	0.630	0.409	aýlaň
scrotum	0.396	0.653	0.361	skrotum
scrounge	0.210	0.565	0.397	gözlemek
scrounger	0.323	0.490	0.358	skrounger
scrub	0.417	0.420	0.500	süpüriň
scruffy	0.194	0.435	0.176	gümürtik
scrumptious	0.959	0.650	0.566	gödek
scrupulous	0.545	0.685	0.602	gödek
scrutinize	0.458	0.587	0.573	gözden geçiriň
scrutiny	0.500	0.653	0.658	gözden geçirmek
scuba	0.542	0.494	0.456	skuba
scuff	0.165	0.560	0.376	masgara
scuffle	0.146	0.800	0.529	dawa
scullery	0.469	0.337	0.353	skulleri
sculptor	0.653	0.431	0.694	heýkeltaraş
sculpture	0.750	0.346	0.490	heýkeltaraşlyk
sculptured	0.708	0.373	0.557	heýkeltaraş
scum	0.357	0.380	0.218	kezzap
scumbag	0.240	0.591	0.278	skumbag
scurry	0.398	0.647	0.509	gykylyk
scurvy	0.354	0.462	0.312	garga
scuttle	0.438	0.398	0.430	garakçy
sea	0.833	0.353	0.589	deňiz
seaboard	0.663	0.356	0.507	deňiz kenary
seafood	0.656	0.500	0.328	deňiz önümleri
seagull	0.635	0.245	0.314	deňiz guş
seal	0.490	0.218	0.518	möhür
seals	0.412	0.241	0.402	möhürler
seam	0.427	0.250	0.414	tikin
seaman	0.520	0.510	0.672	deňizçi
seamless	0.459	0.140	0.302	bökdençsiz
seamstress	0.535	0.288	0.389	tikinçi
seaport	0.594	0.317	0.491	deňiz porty
sear	0.490	0.553	0.600	gözleg
search	0.635	0.580	0.462	gözlemek
searching	0.534	0.657	0.466	gözlemek
searchlight	0.622	0.510	0.552	gözleg çyrasy
seared	0.229	0.410	0.398	gözledi
seashore	0.796	0.310	0.375	deňiz kenary
seasick	0.115	0.683	0.245	deňiz keseli
seaside	0.887	0.520	0.508	deňiz kenary
season	0.792	0.410	0.519	Möwsüm
seasonal	0.592	0.273	0.305	möwsümleýin
seasoned	0.812	0.570	0.509	möwsümli
seasoning	0.633	0.388	0.479	tagamly
seat	0.542	0.281	0.434	oturgyç
seatbelt	0.656	0.314	0.726	howpsuzlyk kemeri
seating	0.552	0.265	0.286	oturgyç
seawater	0.760	0.197	0.491	deňiz suwy
seaweed	0.446	0.286	0.382	deňiz ösümlikleri
sec	0.490	0.385	0.380	sek
secession	0.323	0.561	0.509	bölünmek
secluded	0.357	0.265	0.240	aýry
seclusion	0.230	0.558	0.505	ýekelik
second	0.490	0.210	0.250	ikinji
second cousin	0.698	0.360	0.441	ikinji doganoglany
secondary	0.636	0.375	0.260	ikinji derejeli
secondhand	0.194	0.389	0.283	elde
secrecy	0.294	0.549	0.475	gizlinlik
secret	0.479	0.580	0.509	gizlin
secretariat	0.518	0.459	0.597	sekretariaty
secretary	0.612	0.426	0.561	sekretary
secrete	0.427	0.567	0.518	gizlin
secretion	0.354	0.582	0.529	sekresiýasy
secretive	0.390	0.250	0.538	gizlin
secretly	0.525	0.404	0.479	gizlinlikde
sect	0.265	0.667	0.526	mezhep
sectarian	0.260	0.606	0.517	mezhep
section	0.500	0.269	0.421	bölümi
sectional	0.427	0.415	0.464	Bölüm
sector	0.594	0.190	0.569	sektory
secular	0.463	0.461	0.520	dünýewi
secularism	0.367	0.440	0.559	dünýewilik
secure	0.844	0.380	0.914	ygtybarly
securities	0.750	0.304	0.852	gymmatly kagyzlar
security	0.837	0.360	0.821	howpsuzlyk
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	oturmak
sedation	0.510	0.270	0.398	sedasiýa
sedative	0.314	0.273	0.352	sedatiw
sedentary	0.292	0.185	0.273	oturýan
sedge	0.406	0.396	0.339	çökdürmek
sediment	0.438	0.306	0.372	çökündi
sedimentary	0.398	0.265	0.500	çökündi
sedition	0.327	0.557	0.591	pitne
seduce	0.462	0.864	0.689	azdyrmak
seducer	0.704	0.812	0.775	azdyryjy
seducing	0.569	0.794	0.708	azdyrmak
seduction	0.510	0.891	0.618	azdyrmak
seductive	0.771	0.821	0.667	azdyryjy
see	0.635	0.269	0.312	seret
seed	0.656	0.135	0.306	tohum
seedling	0.406	0.343	0.423	nahal
seeds	0.731	0.269	0.418	tohumlary
seedy	0.229	0.390	0.325	tohumly
seek	0.622	0.429	0.482	gözlemek
seeker	0.646	0.464	0.553	gözleýän
seem	0.471	0.302	0.298	ýaly görünýär
seemingly	0.490	0.410	0.356	ýaly görünýär
seer	0.604	0.481	0.740	görüji
seesaw	0.570	0.559	0.410	görmek
seething	0.312	0.821	0.642	bir zat
segment	0.469	0.290	0.440	segmenti
segregate	0.290	0.627	0.440	bölmek
segregated	0.164	0.575	0.411	bölünen
segregation	0.302	0.545	0.390	bölünişik
seismic	0.323	0.925	0.578	seýsmiki
seize	0.656	0.644	0.673	tutmak
seizure	0.177	0.775	0.462	tutgaý
seldom	0.323	0.379	0.287	seýrek
select	0.615	0.406	0.602	saýlaň
selection	0.594	0.340	0.595	saýlamak
selective	0.612	0.347	0.706	saýlama
selectman	0.552	0.547	0.609	saýlaýjy
selenium	0.469	0.408	0.336	selen
self	0.704	0.370	0.500	Özi
selfharm	0.350	0.620	0.407	öz-özüňi goramak
selfish	0.061	0.637	0.495	egoist
selfishness	0.200	0.686	0.453	egoistlik
selfless	0.521	0.235	0.396	janyny aýaman
selflove	0.854	0.630	0.661	öz-özüňi söýmek
selfworth	0.704	0.460	0.594	özüni tanamak
sell	0.618	0.608	0.605	sat
seller	0.635	0.471	0.635	satyjy
sellout	0.398	0.490	0.465	saýlama
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantika
semaphore	0.552	0.374	0.598	semafor
semblance	0.500	0.471	0.442	meňzeşlik
semen	0.500	0.755	0.471	semen
semester	0.521	0.327	0.482	semestr
semi	0.296	0.345	0.304	ýarym
semiautomatic	0.469	0.510	0.522	ýarym awtomatiki
semicolon	0.378	0.255	0.318	nokatly
seminal	0.459	0.413	0.566	seminal
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	seminariýa
semiotics	0.449	0.417	0.596	ýarymotika
senate	0.490	0.349	0.836	senat
senator	0.391	0.422	0.821	senator
send	0.663	0.480	0.537	iber
sender	0.542	0.449	0.509	iberiji
senescence	0.378	0.456	0.394	garrylyk
senile	0.280	0.211	0.305	garry
senior	0.561	0.415	0.536	uly
seniority	0.408	0.427	0.602	ýaşuly
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	sensasiýa
sensational	0.938	0.827	0.858	sensasion
sense	0.781	0.417	0.474	manysy
senseless	0.125	0.388	0.136	manysyz
senses	0.740	0.461	0.693	duýgular
sensibility	0.583	0.423	0.448	duýgurlyk
sensible	0.625	0.454	0.312	manyly
sensibly	0.786	0.337	0.396	manyly
sensitive	0.714	0.426	0.254	duýgur
sensitivity	0.750	0.417	0.395	duýgurlygy
sensor	0.571	0.377	0.542	datçik
sensory	0.583	0.480	0.442	duýgur
sensual	0.730	0.790	0.642	duýgur
sensuality	0.844	0.840	0.632	duýgurlyk
sensuous	0.854	0.798	0.625	duýgur
sentence	0.625	0.265	0.548	sözlem
sentencing	0.120	0.782	0.561	höküm
sentient	0.583	0.417	0.363	duýgur
sentiment	0.765	0.451	0.639	duýgusy
sentimental	0.583	0.378	0.312	duýgudaş
sentimentality	0.771	0.548	0.319	duýgudaşlyk
sentinel	0.531	0.602	0.845	garawul
sentry	0.470	0.547	0.684	garawul
separable	0.469	0.390	0.368	bölünip bilner
separate	0.240	0.514	0.349	aýry
separately	0.310	0.365	0.368	aýratynlykda
separation	0.198	0.592	0.409	aýralyk
separatist	0.245	0.627	0.537	separatist
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septiki
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	dowamy
sequence	0.543	0.350	0.529	yzygiderliligi
sequent	0.531	0.423	0.591	yzygiderli
sequestered	0.160	0.863	0.427	sekestirlenen
sequestration	0.177	0.860	0.500	sekestrasiýa
serenade	0.875	0.570	0.491	serenada
serendipity	0.677	0.413	0.500	serendip
serene	0.802	0.132	0.370	asuda
serenity	0.900	0.122	0.557	rahatlyk
sergeant	0.408	0.600	0.833	serantant
serial	0.469	0.350	0.472	seriýaly
serialize	0.500	0.455	0.593	seriallaşdyrmak
series	0.622	0.431	0.420	seriýasy
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	çynlakaý
seriousness	0.439	0.365	0.750	çynlakaýlyk
sermon	0.417	0.507	0.615	wagyz
serpent	0.115	0.696	0.679	ýylan
serpentine	0.576	0.646	0.329	ýylan
serrated	0.388	0.435	0.418	hyzmat edildi
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	hyzmatkär
serve	0.622	0.400	0.384	hyzmat et
server	0.656	0.356	0.536	serwer
service	0.684	0.408	0.535	hyzmaty
serviceable	0.834	0.400	0.684	hyzmat edip bolar
servile	0.439	0.327	0.415	gul
servitude	0.250	0.490	0.250	gulçulyk
sesame	0.673	0.250	0.382	künji
sess	0.418	0.481	0.411	Sess
session	0.510	0.481	0.491	sessiýa
sessions	0.646	0.578	0.650	sessiýalary
set	0.521	0.482	0.630	düzmek
setback	0.198	0.451	0.250	şowsuzlyk
sett	0.560	0.413	0.500	çözmek
setter	0.541	0.455	0.473	sazlaýjy
settle	0.833	0.520	0.772	çözmek
settled	0.521	0.510	0.473	çözüldi
settlement	0.635	0.412	0.723	hasaplaşyk
settler	0.573	0.453	0.519	göçüriji
settlor	0.531	0.434	0.534	göçüriji
setup	0.667	0.398	0.635	gurmak
seven	0.672	0.265	0.373	ýedi
seventeen	0.585	0.296	0.321	on ýedi
seventh	0.500	0.245	0.288	ýedinji
seventy	0.625	0.353	0.446	ýetmiş
sever	0.156	0.635	0.451	kesmek
severable	0.406	0.451	0.398	bölünip bilner
severally	0.719	0.298	0.600	çynlakaý
severance	0.396	0.620	0.541	bölünmek
severe	0.164	0.735	0.635	agyr
severely	0.219	0.673	0.700	agyr
severity	0.260	0.712	0.661	agyrlygy
sew	0.510	0.340	0.340	tikin
sewage	0.255	0.343	0.339	lagym
sewer	0.286	0.367	0.282	lagym
sewerage	0.208	0.450	0.198	lagym
sewing	0.625	0.337	0.356	tikin
sex	0.803	0.939	0.704	jyns
sexist	0.255	0.798	0.411	seksist
sexual	0.584	0.959	0.640	jynsy gatnaşyk
sexuality	0.670	0.898	0.657	jynsy gatnaşyk
sexy	0.865	0.945	0.802	seksi
shabby	0.235	0.519	0.259	gümürtik
shack	0.396	0.425	0.339	gaby
shackle	0.276	0.580	0.414	zynjyr
shade	0.388	0.265	0.278	kölege
shades	0.490	0.300	0.380	kölegeler
shading	0.420	0.324	0.318	kölege
shadow	0.302	0.343	0.158	kölege
shadowy	0.135	0.373	0.330	kölegeli
shady	0.323	0.509	0.375	kölegeli
shaft	0.549	0.275	0.472	mil
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	Şaggy
shake	0.439	0.689	0.539	silkmek
shakedown	0.286	0.692	0.481	silkindi
shaken	0.344	0.657	0.333	silkindi
shaker	0.520	0.728	0.518	sarsdyryjy
shaking	0.275	0.849	0.255	titremek
shaky	0.260	0.734	0.223	titreýär
shall	0.510	0.385	0.412	eder
shallow	0.427	0.298	0.351	ýalpak
shallows	0.388	0.368	0.368	ýalpak
sham	0.354	0.602	0.395	galplyk
shaman	0.490	0.531	0.604	Şaman
shambles	0.271	0.696	0.287	gümürtikler
shame	0.060	0.670	0.155	utanç
shamed	0.135	0.567	0.218	utandy
shameful	0.040	0.680	0.264	utandyryjy
shameless	0.274	0.713	0.407	utançsyz
shampoo	0.604	0.180	0.250	şampun
shanghai	0.551	0.450	0.509	Şanhaý
shank	0.530	0.393	0.286	shank
shanty	0.427	0.459	0.255	az
shape	0.592	0.240	0.422	görnüşi
shapely	0.771	0.441	0.830	şekilli
shard	0.388	0.407	0.426	Şard
share	0.759	0.548	0.545	paýlaş
shareholder	0.656	0.632	0.915	paýdar
sharing	0.827	0.462	0.545	paýlaşmak
shark	0.260	0.845	0.596	akula
