English Word	Valence	Arousal	Dominance	Thai Word
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	ความเกียจคร้าน
skeletal	0.306	0.558	0.318	โครงกระดูก
skeleton	0.183	0.464	0.343	โครงกระดูก
skeptic	0.135	0.440	0.500	ขี้ระแวง
skeptical	0.207	0.500	0.452	สงสัย
skepticism	0.229	0.480	0.582	ความสงสัย
sketch	0.704	0.276	0.420	ร่าง
sketching	0.729	0.327	0.400	การร่างภาพ
sketchy	0.333	0.479	0.241	ร่างเล็ก
skewed	0.340	0.480	0.361	เบ้
skewer	0.470	0.365	0.457	เสียบ
ski	0.684	0.670	0.471	สกี
skid	0.357	0.640	0.440	ลื่นไถล
skier	0.802	0.788	0.639	นักเล่นสกี
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	เล่นสกี
skijump	0.635	0.647	0.482	กระโดดสกี
skill	0.847	0.701	0.833	ทักษะ
skilled	0.886	0.614	0.929	มีฝีมือ
skillet	0.510	0.296	0.345	กระทะ
skillful	0.802	0.616	0.908	เก่ง
skim	0.418	0.328	0.322	สกิม
skimpy	0.302	0.349	0.208	ขี้เหนียว
skin	0.569	0.350	0.395	ผิว
skinny	0.333	0.333	0.298	ผอม
skip	0.458	0.804	0.439	ข้าม
skipper	0.440	0.577	0.692	กัปตัน
skirmish	0.290	0.640	0.474	ชุลมุน
skirt	0.602	0.463	0.226	กระโปรง
skirting	0.449	0.529	0.386	รอบ
skirts	0.622	0.538	0.241	กระโปรง
skit	0.438	0.434	0.421	เสียสติ
skittish	0.156	0.815	0.172	ขี้ขลาด
skull	0.276	0.558	0.574	กะโหลก
skunk	0.284	0.491	0.380	ตัวเหม็น
sky	0.958	0.234	0.401	ท้องฟ้า
skylight	0.708	0.314	0.343	สกายไลท์
skyline	0.592	0.412	0.662	เส้นขอบฟ้า
skyscraper	0.622	0.696	0.798	ตึกระฟ้า
slab	0.398	0.265	0.264	แผ่นพื้น
slack	0.521	0.283	0.446	หย่อน
slag	0.266	0.600	0.254	ตะกรัน
slam	0.459	0.577	0.480	สแลม
slammer	0.417	0.565	0.391	สแลมเมอร์
slander	0.184	0.604	0.454	การพูดให้ร้าย
slanderous	0.057	0.800	0.337	ใส่ร้าย
slang	0.479	0.418	0.491	คำสแลง
slant	0.469	0.396	0.536	เอียง
slap	0.100	0.804	0.518	ตบ
slash	0.260	0.500	0.509	เฉือน
slashes	0.330	0.328	0.410	เฉือน
slate	0.531	0.283	0.431	กระดานชนวน
slates	0.500	0.270	0.342	กระดานชนวน
slaughter	0.052	0.953	0.602	ฆ่า
slaughterhouse	0.146	0.794	0.472	โรงฆ่าสัตว์
slaughtering	0.133	0.947	0.714	การเชือด
slave	0.171	0.795	0.151	ทาส
slavery	0.052	0.783	0.218	ความเป็นทาส
slay	0.133	0.920	0.585	ฆ่า
slayer	0.041	0.930	0.661	เพชฌฆาต
sleaze	0.312	0.538	0.405	สกปรก
sleazy	0.292	0.674	0.370	สกปรก
sled	0.635	0.547	0.446	เลื่อน
sledding	0.625	0.547	0.422	เลื่อนหิมะ
sledge	0.646	0.500	0.361	เลื่อน
sledgehammer	0.449	0.479	0.482	ค้อนขนาดใหญ่
sleek	0.750	0.484	0.643	เพรียวบาง
sleep	0.719	0.090	0.339	นอน
sleeper	0.640	0.154	0.254	คนนอน
sleeping	0.704	0.091	0.312	นอนหลับ
sleepless	0.213	0.410	0.207	นอนไม่หลับ
sleeplessness	0.104	0.604	0.202	นอนไม่หลับ
sleepover	0.815	0.519	0.340	นอนค้าง
sleepy	0.604	0.125	0.250	ง่วงนอน
sleepyhead	0.327	0.350	0.294	ง่วงนอน
sleet	0.410	0.355	0.395	ลูกเห็บ
sleeve	0.531	0.270	0.273	ปลอกหุ้ม
sleeveless	0.638	0.290	0.200	แขนกุด
sleigh	0.742	0.551	0.396	เลื่อน
sleight	0.719	0.677	0.379	ว่องไว
slender	0.812	0.548	0.664	ผอมบาง
sleuth	0.460	0.633	0.676	นักสืบ
slice	0.583	0.375	0.303	ชิ้น
slick	0.388	0.383	0.349	เนียน
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	สไลด์
slider	0.585	0.491	0.518	ตัวเลื่อน
sliding	0.356	0.730	0.491	เลื่อน
slight	0.521	0.240	0.155	เล็กน้อย
slight anticipation	0.562	0.490	0.445	คาดหวังเล็กน้อย
slight disgust	0.156	0.578	0.318	รังเกียจเล็กน้อย
slight surprise	0.677	0.746	0.557	แปลกใจเล็กน้อย
slight trust	0.306	0.400	0.245	เชื่อใจเล็กน้อย
slightly	0.470	0.274	0.255	เล็กน้อย
slightly negative	0.190	0.472	0.259	เชิงลบเล็กน้อย
slightly positive	0.792	0.480	0.567	บวกเล็กน้อย
slim	0.562	0.180	0.296	บาง
slime	0.300	0.370	0.183	เมือก
slimy	0.177	0.500	0.309	ลื่นไหล
sling	0.417	0.423	0.404	สลิง
slingshot	0.323	0.654	0.474	หนังสติ๊ก
slink	0.460	0.546	0.314	ลื่น
slinky	0.400	0.637	0.603	สลิงกี้
slip	0.316	0.714	0.321	ลื่น
slipper	0.635	0.298	0.245	รองเท้าแตะ
slippers	0.573	0.413	0.236	รองเท้าแตะ
slippery	0.219	0.740	0.343	ลื่น
slit	0.406	0.490	0.366	ร่อง
sliver	0.388	0.347	0.291	เศษไม้
slob	0.275	0.365	0.300	สกปรก
slobber	0.350	0.375	0.278	น้ำลาย
slogan	0.550	0.216	0.564	คำขวัญ
sloop	0.480	0.375	0.380	สลุบ
slop	0.306	0.409	0.325	เลอะเทอะ
slope	0.347	0.438	0.279	ความลาดชัน
sloppy	0.303	0.441	0.183	เลอะเทอะ
slot	0.469	0.337	0.337	สล็อต
sloth	0.198	0.140	0.125	เฉื่อยชา
slouch	0.365	0.450	0.328	งอน
slough	0.265	0.390	0.200	คราบ
slow	0.357	0.073	0.131	ช้า
slowly	0.427	0.185	0.295	ช้า
slowness	0.302	0.212	0.191	ช้า
sludge	0.354	0.396	0.229	ตะกอน
slug	0.276	0.370	0.160	กระสุน
slugger	0.458	0.500	0.518	คนเกียจคร้าน
sluggish	0.224	0.124	0.155	เฉื่อย
sluice	0.427	0.520	0.365	ประตูน้ำ
slum	0.292	0.528	0.302	สลัม
slumber	0.592	0.191	0.426	หลับใหล
slump	0.194	0.438	0.130	ตกต่ำ
slur	0.115	0.814	0.427	slur
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	โคลน
slut	0.071	0.808	0.309	อีตัว
slutty	0.224	0.810	0.371	งี่เง่า
sly	0.573	0.690	0.750	เจ้าเล่ห์
smack	0.323	0.662	0.381	ตี
small	0.542	0.205	0.120	เล็ก
smaller	0.300	0.310	0.179	เล็กกว่า
smallest	0.281	0.340	0.129	เล็กที่สุด
smallpox	0.156	0.583	0.222	ไข้ทรพิษ
smart	0.906	0.607	0.923	ฉลาด
smartass	0.364	0.520	0.620	เจ้าเลห์
smarten	0.602	0.490	0.551	ฉลาดขึ้น
smarty	0.673	0.510	0.848	ฉลาด
smash	0.195	0.692	0.530	ทุบ
smashed	0.143	0.660	0.256	ทุบ
smattering	0.448	0.460	0.500	พูดไม่เก่ง
smear	0.230	0.433	0.400	ละเลง
smell	0.510	0.520	0.330	กลิ่น
smelling	0.458	0.481	0.349	กลิ่น
smelly	0.100	0.528	0.245	เหม็น
smelt	0.333	0.441	0.345	กลิ่น
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	รอยยิ้ม
smiled	0.949	0.530	0.536	ยิ้ม
smiles	0.892	0.606	0.607	รอยยิ้ม
smiley	0.865	0.470	0.571	ยิ้ม
smiling	0.981	0.679	0.625	ยิ้ม
smirk	0.792	0.596	0.583	ยิ้มเยาะ
smite	0.303	0.846	0.682	ตี
smith	0.677	0.333	0.529	สมิธ
smithereens	0.281	0.561	0.409	โรงตีเหล็ก
smitten	0.153	0.760	0.204	ตี
smock	0.429	0.250	0.250	สม็อก
smog	0.271	0.480	0.382	หมอกควัน
smoke	0.188	0.500	0.391	ควัน
smoker	0.208	0.528	0.311	คนสูบบุหรี่
smokey	0.494	0.462	0.430	สโมคกี้
smoking	0.176	0.557	0.384	สูบบุหรี่
smoky	0.459	0.420	0.327	ควัน
smoldering	0.635	0.781	0.764	ระอุ
smooch	0.796	0.731	0.491	จูบ
smooth	0.823	0.127	0.281	เรียบ
smoothie	0.806	0.333	0.281	น้ำปั่น
smoothly	0.821	0.134	0.488	อย่างราบรื่น
smoothness	0.833	0.221	0.412	ความเรียบเนียน
smother	0.292	0.685	0.420	ปกปิด
smudge	0.327	0.429	0.245	รอยเปื้อน
smug	0.198	0.552	0.587	ใจแคบ
smuggle	0.194	0.775	0.570	ลักลอบ
smuggler	0.062	0.867	0.645	คนลักลอบขนสินค้า
smuggling	0.229	0.783	0.510	ลักลอบขน
smut	0.357	0.360	0.349	เขม่า
snack	0.646	0.407	0.345	อาหารว่าง
snacks	0.781	0.480	0.306	ของว่าง
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	อุปสรรค์
snags	0.177	0.721	0.490	อุปสรรค์
snail	0.480	0.104	0.296	หอยทาก
snake	0.276	0.750	0.549	งู
snakes	0.176	0.662	0.606	งู
snakeskin	0.276	0.696	0.391	หนังงู
snap	0.344	0.517	0.352	snap
snapper	0.417	0.429	0.245	ปลากะพง
snappy	0.573	0.592	0.418	กระปรี้กระเปร่า
snapshot	0.573	0.578	0.588	สแนปชอต
snare	0.229	0.850	0.466	บ่วง
snarl	0.430	0.787	0.455	คำราม
snarling	0.312	0.704	0.491	คำราม
snatch	0.219	0.861	0.691	ฉก
snatcher	0.122	0.867	0.563	ฉกฉวย
snazzy	0.735	0.370	0.660	โก๋
sneak	0.281	0.745	0.449	แอบดู
sneaker	0.794	0.479	0.389	รองเท้าผ้าใบ
sneakers	0.604	0.548	0.349	รองเท้าผ้าใบ
sneaking	0.203	0.755	0.545	ด้อม
sneaky	0.240	0.740	0.560	ส่อเสียด
sneer	0.133	0.755	0.345	เยาะเย้ย
sneeze	0.271	0.442	0.336	จาม
sneezing	0.434	0.570	0.345	จาม
snicker	0.708	0.693	0.409	ขำ
snide	0.186	0.723	0.455	เยาะเย้ย
sniff	0.396	0.500	0.318	สูดอากาศ
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	นกปากซ่อม
sniper	0.167	0.870	0.853	มือปืน
snippet	0.612	0.410	0.368	snippet
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	ขี้ฟ้อง
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	สอดแนม
snoopy	0.573	0.534	0.291	สนูปปี้
snooty	0.390	0.455	0.446	snooty
snooze	0.235	0.357	0.282	งีบหลับ
snore	0.245	0.610	0.481	กรน
snorkel	0.510	0.470	0.327	ดำน้ำตื้น
snort	0.469	0.531	0.413	สูดอากาศ
snot	0.214	0.340	0.269	น้ำมูก
snotty	0.180	0.382	0.200	ขี้โม้
snout	0.276	0.385	0.241	จมูก
snow	0.667	0.363	0.309	หิมะ
snowball	0.717	0.444	0.321	ก้อนหิมะ
snowboard	0.663	0.680	0.511	สโนว์บอร์ด
snowboarder	0.719	0.754	0.545	นักเล่นสโนว์บอร์ด
snowday	0.602	0.500	0.440	วันหิมะตก
snowfall	0.675	0.280	0.455	หิมะตก
snowflake	0.748	0.192	0.260	เกล็ดหิมะ
snowing	0.586	0.490	0.387	หิมะตก
snowmageddon	0.375	0.575	0.472	สโนว์แมดดอน
snowman	0.776	0.291	0.323	มนุษย์หิมะ
snowplow	0.449	0.480	0.493	เครื่องกวาดหิมะ
snowstorm	0.204	0.833	0.629	พายุหิมะ
snowy	0.656	0.304	0.357	หิมะตก
snub	0.229	0.412	0.228	ดูถูก
snubbed	0.265	0.528	0.279	ดูถูก
snuff	0.357	0.470	0.377	ยานัตถุ์
snug	0.867	0.173	0.500	สบาย
snuggle	0.781	0.390	0.350	กอดกัน
snuggled	0.552	0.439	0.314	กอดกัน
snuggles	0.670	0.340	0.287	กอดกัน
snuggling	0.683	0.585	0.373	กอดกัน
soak	0.480	0.370	0.240	แช่
soaked	0.365	0.462	0.358	เปียกโชก
soaking	0.438	0.324	0.375	แช่
soangry	0.327	0.650	0.482	โกรธมาก
soannoyed	0.271	0.529	0.426	รำคาญ
soap	0.531	0.163	0.311	สบู่
soapbox	0.500	0.415	0.393	กล่องสบู่
soapy	0.552	0.373	0.355	ลื่น
soar	0.790	0.740	0.718	ทะยาน
soaring	0.708	0.704	0.650	ทะยาน
sob	0.115	0.480	0.212	ร้องไห้
sober	0.729	0.216	0.568	เงียบขรึม
soblessed	0.542	0.395	0.287	สุข
sobriety	0.680	0.310	0.583	ความสงบเสงี่ยม
soc	0.427	0.431	0.380	ฟุตบอล
soccer	0.698	0.837	0.644	ฟุตบอล
sociable	0.854	0.459	0.627	เข้ากับคนง่าย
social	0.806	0.370	0.614	ทางสังคม
socialanxiety	0.270	0.588	0.426	ความวิตกกังวลทางสังคม
socialism	0.510	0.500	0.560	สังคมนิยม
socialist	0.448	0.400	0.543	สังคมนิยม
socialite	0.684	0.668	0.570	สังคม
socialize	0.907	0.683	0.726	เข้าสังคม
society	0.674	0.464	0.782	สังคม
sociology	0.615	0.439	0.694	สังคมวิทยา
sociopath	0.104	0.863	0.439	นักสังคมสงเคราะห์
sock	0.500	0.167	0.290	ถุงเท้า
socket	0.583	0.469	0.377	เบ้า
sod	0.427	0.383	0.333	สด
soda	0.688	0.314	0.364	โซดา
soda/pop	0.581	0.410	0.382	โซดา/ป๊อป
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	โซเดียม
sofa	0.583	0.106	0.263	โซฟา
soft	0.760	0.179	0.232	อ่อน
softball	0.735	0.630	0.518	ซอฟท์บอล
soften	0.694	0.194	0.392	นุ่ม
softener	0.745	0.300	0.373	น้ำยาปรับผ้านุ่ม
softening	0.700	0.255	0.361	อ่อนตัว
softly	0.517	0.206	0.304	เบาๆ
softness	0.875	0.086	0.402	ความนุ่มนวล
software	0.561	0.280	0.570	ซอฟต์แวร์
soggy	0.312	0.350	0.241	เปียก
sohappy	0.949	0.673	0.681	มีความสุขมาก
soil	0.350	0.180	0.356	ดิน
soiled	0.106	0.529	0.213	สกปรก
soiree	0.729	0.692	0.578	ซอยรี
sojourn	0.514	0.243	0.509	พักแรม
solace	0.776	0.294	0.453	ปลอบใจ
solar	0.622	0.452	0.645	แสงอาทิตย์
solarium	0.602	0.356	0.421	ห้องอาบแดด
solder	0.439	0.510	0.611	ประสาน
soldering	0.573	0.536	0.538	บัดกรี
soldier	0.392	0.708	0.768	ทหาร
sole	0.427	0.194	0.279	เพียงผู้เดียว
solemn	0.708	0.370	0.709	เคร่งขรึม
solicit	0.620	0.490	0.604	ชักชวน
solicitation	0.612	0.519	0.415	การชักชวน
solicitor	0.600	0.479	0.802	ทนาย
solid	0.667	0.304	0.763	แข็ง
solidarity	0.792	0.407	0.781	สามัคคี
solidification	0.480	0.500	0.827	การแข็งตัว
solidified	0.633	0.415	0.745	แข็งตัว
solidify	0.583	0.318	0.754	แข็ง
solidity	0.745	0.444	0.850	ความแข็งแกร่ง
solitaire	0.365	0.227	0.279	เล่นไพ่คนเดียว
solitary	0.224	0.202	0.268	โดดเดี่ยว
solitude	0.208	0.226	0.358	ความเหงา
solo	0.438	0.190	0.325	โซโล
solubility	0.506	0.360	0.442	ความสามารถในการละลาย
soluble	0.542	0.272	0.409	ละลายน้ำได้
solucky	0.573	0.529	0.615	โชคดี
solution	0.790	0.339	0.664	วิธีการแก้
solve	0.656	0.530	0.688	แก้ปัญหา
solvency	0.604	0.296	0.605	ความสามารถในการละลาย
solvent	0.635	0.316	0.573	ตัวทำละลาย
somad	0.429	0.490	0.463	โสมด
somatic	0.438	0.406	0.444	ร่างกาย
somber	0.184	0.500	0.380	อึมครึม
some anticipation	0.423	0.482	0.472	ความคาดหวังบางอย่าง
some disgust	0.094	0.657	0.321	รังเกียจบ้าง
some surprise	0.827	0.849	0.500	เซอร์ไพรส์บางอย่าง
some trust	0.594	0.451	0.547	เชื่อใจบ้าง
somersault	0.214	0.769	0.519	ตีลังกา
somethingigetalot	0.573	0.567	0.509	บางสิ่งบางอย่างigetalot
somewhat negative	0.208	0.480	0.150	ค่อนข้างเป็นลบ
somewhat positive	0.920	0.510	0.667	ค่อนข้างเป็นบวก
somuchtodo	0.510	0.598	0.441	โซมุตโตโด
son	0.792	0.365	0.528	ลูกชาย
sonar	0.541	0.480	0.414	โซนาร์
sonata	0.643	0.406	0.425	โซนาต้า
sonervous	0.344	0.655	0.373	ประหม่า
song	0.854	0.413	0.500	เพลง
songwriter	0.844	0.558	0.713	นักแต่งเพลง
sonic	0.594	0.500	0.481	โซนิค
sonice	0.500	0.356	0.421	ดีมาก
sonnet	0.718	0.294	0.404	โคลง
sonorous	0.646	0.580	0.442	เสียงดัง
soot	0.375	0.328	0.292	เขม่า
soothe	0.817	0.194	0.412	บรรเทา
soothing	0.625	0.179	0.519	ผ่อนคลาย
sophisticated	0.865	0.481	0.845	ช่ำชอง
sophistication	0.792	0.472	0.704	ความซับซ้อน
sophomore	0.653	0.415	0.427	ปีที่สอง
sopissed	0.276	0.577	0.433	หม่นหมอง
soppy	0.510	0.355	0.297	ซอปปี้
soprano	0.552	0.550	0.685	นักร้องเสียงโซปราโน
