English Word	Valence	Arousal	Dominance	Lithuanian Word
sun	0.877	0.400	0.681	saulė
sunbeam	0.729	0.440	0.505	saulės spindulys
sunburn	0.061	0.755	0.447	saulės nudegimas
sundae	0.743	0.414	0.404	saulėgrąžų
sunday	0.776	0.196	0.394	sekmadienis
sundial	0.643	0.225	0.406	saulės laikrodis
sundown	0.812	0.276	0.445	saulėlydis
sundry	0.543	0.369	0.407	įvairūs
sunflower	0.878	0.231	0.270	saulėgrąžų
sunglass	0.684	0.264	0.324	saulės akiniai
sunglasses	0.844	0.443	0.364	akiniai nuo saulės
sunk	0.146	0.531	0.185	nuskendo
sunken	0.103	0.476	0.173	nuskendęs
sunless	0.245	0.280	0.273	be saulės
sunlight	0.906	0.407	0.639	saulės šviesa
sunny	0.740	0.348	0.481	saulėta
sunrise	0.823	0.347	0.640	saulėtekis
sunroof	0.681	0.325	0.425	stoglangis
sunscreen	0.656	0.387	0.462	kremas nuo saulės
sunset	0.875	0.231	0.298	saulėlydis
sunshine	0.885	0.297	0.769	saulės šviesa
suntan	0.620	0.510	0.366	įdegis
sunup	0.760	0.304	0.620	saulėtekis
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	senatvės pensijos
superb	0.980	0.708	0.852	puikus
superficial	0.357	0.407	0.309	paviršutiniškas
superfluous	0.316	0.469	0.393	perteklinis
superhero	0.910	0.820	0.893	Super herojus
superhuman	0.810	0.745	0.895	antžmogiškas
superimposed	0.490	0.529	0.683	uždėtas
superintendent	0.592	0.570	0.942	viršininkas
superior	0.801	0.697	0.940	pranašesnis
superiority	0.582	0.602	0.959	pranašumas
superlative	0.714	0.566	0.737	superlatyvas
superman	0.945	0.794	0.929	supermenas
supermarket	0.690	0.547	0.571	prekybos centras
supermodel	0.880	0.663	0.698	supermodelis
supernatant	0.500	0.500	0.565	supernatantas
supernatural	0.622	0.824	0.733	antgamtinis
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superpozicija
superpower	0.806	0.784	0.972	supergalia
supersede	0.479	0.510	0.518	pakeisti
superstar	0.885	0.860	0.880	superžvaigždė
superstition	0.177	0.640	0.418	prietaras
superstitious	0.281	0.545	0.514	prietaringas
superstore	0.719	0.600	0.640	prekybos centras
supervise	0.698	0.555	0.889	prižiūrėti
supervision	0.459	0.578	0.825	priežiūra
supervisor	0.615	0.479	0.933	prižiūrėtojas
supper	0.708	0.429	0.552	vakarienė
suppertime	0.792	0.388	0.461	vakarienė
supplant	0.344	0.558	0.463	išstumti
supple	0.812	0.528	0.436	lankstus
supplement	0.745	0.406	0.491	papildyti
supplemental	0.604	0.404	0.555	papildomas
supplementary	0.625	0.352	0.541	papildomas
supplication	0.469	0.570	0.309	maldavimas
supplier	0.615	0.462	0.736	tiekėjas
supplies	0.698	0.390	0.595	reikmenys
supply	0.708	0.519	0.603	tiekimas
support	0.811	0.472	0.737	parama
supported	0.853	0.408	0.613	palaikoma
supporter	0.721	0.510	0.698	rėmėjas
supporters	0.763	0.539	0.558	šalininkai
supporting	0.634	0.490	0.764	palaikantis
supportive	0.875	0.420	0.635	palaikantis
suppose	0.551	0.343	0.348	tarkime
supposed	0.296	0.378	0.379	tariamai
supposing	0.449	0.451	0.357	darant prielaidą
supposition	0.531	0.408	0.526	prielaida
suppress	0.281	0.559	0.509	slopinti
suppression	0.267	0.541	0.537	slopinimas
supremacy	0.794	0.706	0.943	viršenybę
supreme	0.812	0.700	0.974	aukščiausias
supremely	0.833	0.725	0.897	aukščiausiai
surcharge	0.375	0.528	0.500	priemoka
sure	0.724	0.270	0.793	tikrai
surety	0.776	0.365	0.750	laidavimas
surf	0.847	0.650	0.500	naršyti
surface	0.448	0.375	0.604	paviršius
surfboard	0.729	0.730	0.387	banglentė
surfer	0.704	0.701	0.554	banglentininkas
surge	0.449	0.684	0.500	bangavimas
surgeon	0.500	0.598	0.793	chirurgas
surgery	0.286	0.769	0.600	chirurgija
surgical	0.327	0.696	0.723	chirurginis
surly	0.221	0.469	0.493	rūstus
surmise	0.529	0.400	0.347	spėti
surname	0.670	0.250	0.493	pavardė
surpassing	0.719	0.660	0.720	pranokstančias
surplus	0.602	0.680	0.630	perteklius
surprise	0.875	0.875	0.562	siurprizas
surprised	0.784	0.855	0.539	nustebęs
surprises	0.875	0.769	0.632	netikėtumai
surprising	0.888	0.790	0.692	stebina
surprisingly	0.847	0.793	0.819	stebėtinai
surreal	0.550	0.529	0.670	siurrealistinis
surrender	0.115	0.396	0.186	pasidavimas
surrendering	0.198	0.411	0.245	pasiduodamas
surrogate	0.406	0.590	0.472	surogatas
surround	0.542	0.623	0.627	apsupti
surrounding	0.531	0.422	0.669	aplinkinių
surroundings	0.600	0.346	0.492	aplinka
surveillance	0.365	0.720	0.718	stebėjimas
survey	0.580	0.357	0.379	apklausa
surveying	0.488	0.455	0.682	geodezijos
surveyor	0.545	0.337	0.648	matininkas
survival	0.541	0.798	0.879	išlikimas
survive	0.770	0.824	0.726	išgyventi
surviving	0.646	0.836	0.721	išgyvenęs
survivor	0.677	0.750	0.815	išgyvenęs
susceptibility	0.458	0.627	0.364	jautrumas
susceptible	0.438	0.449	0.304	jautrūs
sushi	0.698	0.343	0.394	sušiai
suspect	0.133	0.750	0.509	įtariamasis
suspected	0.173	0.755	0.452	įtariamas
suspend	0.240	0.320	0.368	sustabdyti
suspended	0.224	0.402	0.368	sustabdytas
suspenders	0.391	0.333	0.500	petnešos
suspense	0.286	0.775	0.402	įtampa
suspension	0.288	0.530	0.426	sustabdymas
suspicion	0.204	0.711	0.377	įtarimas
suspicions	0.208	0.745	0.500	įtarimų
suspicious	0.153	0.745	0.431	įtartinas
sustain	0.635	0.358	0.593	palaikyti
sustained	0.649	0.340	0.580	palaikoma
sustenance	0.820	0.519	0.679	išlaikymo
suture	0.240	0.510	0.510	siūlas
suv	0.552	0.431	0.446	visureigis
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	tepinėlis
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	pasipuikuoti
swallow	0.466	0.608	0.436	nuryti
swami	0.510	0.547	0.491	svamis
swamp	0.245	0.425	0.235	pelkė
swamped	0.156	0.480	0.270	užpelkėjusi
swampy	0.306	0.390	0.412	pelkėtas
swan	0.781	0.225	0.357	gulbė
swank	0.490	0.500	0.442	svirduliuoti
swap	0.552	0.500	0.509	apsikeisti
swarm	0.302	0.735	0.458	spiečius
swarming	0.375	0.600	0.435	knibžda
swastika	0.316	0.472	0.491	svastika
swat	0.380	0.694	0.571	sumušti
sway	0.690	0.596	0.721	siūbuoti
swear	0.601	0.577	0.658	prisiekti
swearing	0.333	0.559	0.586	keikdamasis
sweat	0.388	0.579	0.297	prakaitas
sweater	0.704	0.245	0.295	megztinis
sweating	0.292	0.667	0.265	prakaitavimas
sweatshirt	0.510	0.368	0.353	megztinis
sweatshop	0.385	0.797	0.602	prakaito dirbtuvė
sweaty	0.281	0.540	0.304	prakaitavęs
sweep	0.448	0.385	0.383	šluoti
sweeper	0.470	0.549	0.414	šlavėjas
sweeping	0.344	0.431	0.355	šlavimas
sweet	0.668	0.418	0.382	saldus
sweeten	0.908	0.455	0.423	pasaldinti
sweetened	0.940	0.461	0.398	pasaldintas
sweetener	0.670	0.333	0.330	saldiklis
sweetest	0.959	0.500	0.370	mieliausias
sweetheart	0.959	0.423	0.509	mieloji
sweetie	0.990	0.549	0.560	mieloji
sweetness	0.906	0.474	0.528	saldumas
sweets	0.910	0.422	0.321	saldainiai
swell	0.360	0.679	0.348	išsipūsti
swelling	0.323	0.608	0.250	patinimas
sweltering	0.204	0.644	0.362	alsuojantis
swerve	0.276	0.612	0.357	nukrypti
swift	0.760	0.776	0.698	greitas
swiftly	0.660	0.885	0.618	greitai
swig	0.604	0.481	0.406	gurkšnoti
swill	0.427	0.528	0.322	užkandis
swim	0.688	0.461	0.529	plaukti
swimmer	0.657	0.698	0.610	plaukikas
swimming	0.760	0.559	0.524	plaukimas
swimsuit	0.740	0.373	0.269	maudymosi kostiumėlis
swindle	0.122	0.740	0.439	aferistas
swindler	0.125	0.721	0.575	aferistas
swine	0.340	0.519	0.277	kiaulių
swing	0.602	0.510	0.481	sūpynės
swinger	0.459	0.778	0.482	svingeris
swinging	0.656	0.510	0.312	siūbuojantis
swipe	0.573	0.450	0.266	braukite
swirl	0.490	0.726	0.639	suktis
swish	0.562	0.510	0.474	šnypšti
switch	0.500	0.538	0.509	jungiklis
switchblade	0.357	0.596	0.528	jungiklio ašmenys
switchboard	0.571	0.519	0.558	skirstomasis skydas
swivel	0.562	0.480	0.500	pasukamas
swollen	0.236	0.510	0.277	patinę
swoon	0.292	0.510	0.160	alpsta
swoop	0.479	0.618	0.446	smogti
sword	0.438	0.653	0.713	Kardas
swordfish	0.564	0.520	0.442	kardžuvės
swordplay	0.616	0.750	0.528	kardais
swordsman	0.395	0.857	0.696	kardininkas
sycamore	0.500	0.401	0.527	platanalapis
syllable	0.448	0.250	0.417	skiemuo
syllabus	0.736	0.370	0.643	mokymo programa
symbiotic	0.832	0.425	0.406	simbiozinis
symbol	0.643	0.388	0.527	simbolis
symbolic	0.670	0.385	0.574	simbolinis
symbolically	0.582	0.385	0.648	simboliškai
symbolism	0.688	0.347	0.640	simbolika
symbolize	0.633	0.327	0.673	simbolizuoti
symmetric	0.745	0.212	0.588	simetriškas
symmetrical	0.542	0.263	0.569	simetriškas
symmetry	0.604	0.274	0.500	simetrija
sympathetic	0.796	0.434	0.609	užjaučiantis
sympathize	0.770	0.627	0.644	užjausti
sympathy	0.827	0.497	0.634	užuojauta
symphonic	0.775	0.545	0.566	simfoninis
symphony	0.765	0.490	0.600	simfonija
symposium	0.573	0.394	0.644	simpoziumas
symptom	0.380	0.529	0.434	simptomas
symptomatic	0.367	0.434	0.491	simptominis
synagogue	0.531	0.300	0.544	sinagoga
synapse	0.660	0.471	0.491	sinapsė
synaptic	0.573	0.553	0.622	sinaptinė
sync	0.802	0.440	0.670	sinchronizuoti
synchronize	0.781	0.361	0.654	sinchronizuoti
synchronous	0.600	0.538	0.545	sinchroninis
syncope	0.245	0.538	0.398	sinkopė
syndicate	0.439	0.491	0.673	sindikatas
syndrome	0.229	0.510	0.246	sindromas
synergistic	0.571	0.550	0.547	sinergetinis
synergy	0.667	0.510	0.720	sinergija
synod	0.469	0.377	0.574	sinodas
synonym	0.615	0.210	0.433	sinonimas
synonymous	0.480	0.323	0.400	sinonimas
synopsis	0.541	0.390	0.482	santrauka
synoptic	0.561	0.510	0.596	sinoptinė
syntax	0.531	0.346	0.559	sintaksė
synthesis	0.604	0.315	0.377	sintezė
synthesizer	0.500	0.410	0.592	sintezatorius
synthetic	0.396	0.350	0.519	sintetinis
syphilis	0.071	0.606	0.245	sifilis
syringe	0.250	0.680	0.330	švirkštas
syrup	0.620	0.223	0.318	sirupo
system	0.615	0.346	0.764	sistema
systematic	0.617	0.444	0.594	sistemingas
systematically	0.690	0.390	0.651	sistemingai
t-shirt	0.815	0.286	0.284	marškinėliai
tab	0.594	0.208	0.308	skirtuką
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakulis
table	0.551	0.170	0.284	stalo
tableau	0.531	0.302	0.321	lentelė
tablecloth	0.480	0.165	0.215	staltiesė
tablespoon	0.490	0.353	0.245	šaukštas
tablet	0.562	0.330	0.438	tablėtė
tableware	0.677	0.250	0.276	stalo reikmenys
tabloid	0.438	0.365	0.444	bulvarinis leidinys
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	lentelės formos
tabulate	0.480	0.403	0.598	lentelės
tabulation	0.396	0.346	0.526	lentelės sudarymas
tachometer	0.398	0.394	0.518	tachometras
tacit	0.459	0.340	0.473	tylus
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	spręsti
tackled	0.438	0.612	0.569	sprendžiamas
tackling	0.480	0.694	0.613	spręsti
tacky	0.245	0.490	0.373	lipnus
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	taktiškumas
tactful	0.704	0.292	0.537	taktiškas
tactic	0.531	0.434	0.798	taktika
tactical	0.594	0.481	0.684	taktinis
tactics	0.583	0.676	0.774	taktikos
tactile	0.573	0.410	0.491	lytėjimo
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	buožgalvis
taffeta	0.604	0.279	0.405	taftos
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	žyma
tail	0.480	0.272	0.293	uodega
tailed	0.438	0.358	0.351	uodega
tailgate	0.323	0.340	0.398	bagažinės dangtis
tailings	0.439	0.311	0.446	atliekos
taillight	0.479	0.367	0.283	Užpakalinis žibintas
tailor	0.573	0.206	0.450	siuvėjas
tailoring	0.673	0.540	0.566	siuvimas
tailpipe	0.460	0.429	0.409	išmetimo vamzdis
taint	0.141	0.425	0.226	sutepti
take	0.828	0.537	0.348	imti
takeoff	0.755	0.884	0.626	kilimas
takeout	0.736	0.392	0.368	išsinešimui
takeover	0.663	0.531	0.861	perimti
taker	0.375	0.521	0.618	imtuvas
talcum	0.500	0.196	0.291	talkas
tale	0.663	0.300	0.336	pasaka
talent	0.959	0.607	0.811	talentas
talented	0.939	0.635	0.938	talentingas
talisman	0.704	0.542	0.642	talismanas
talk	0.833	0.346	0.594	kalbėti
talkative	0.562	0.673	0.535	kalbus
talker	0.500	0.604	0.552	pašnekovas
tall	0.725	0.591	0.538	ūgio
tallies	0.551	0.290	0.402	sutampa
tallow	0.344	0.283	0.290	lajaus
tally	0.542	0.420	0.518	sutampa
talon	0.344	0.569	0.475	talonas
talons	0.320	0.698	0.525	nagai
tambourine	0.622	0.548	0.348	tamburinas
tame	0.560	0.604	0.642	sutramdyti
tamer	0.385	0.783	0.815	tramdytojas
taming	0.569	0.514	0.575	prisijaukinimas
tamper	0.184	0.802	0.545	suklastoti
tampon	0.396	0.394	0.345	tamponas
tan	0.643	0.460	0.444	įdegis
tandem	0.552	0.406	0.485	tandemas
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	liestinė
tangerine	0.571	0.271	0.395	mandarinas
tangible	0.646	0.350	0.679	apčiuopiamas
tangle	0.354	0.545	0.254	raizginys
tangled	0.260	0.539	0.316	susivėlęs
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	bakas
tank top	0.610	0.371	0.371	marškinėliai
tanker	0.520	0.647	0.713	tanklaivis
tanned	0.615	0.550	0.491	įdegęs
tantalizing	0.525	0.788	0.625	viliojantis
tantamount	0.633	0.288	0.670	lygiavertis
tantrum	0.219	0.817	0.404	pykčio priepuolis
taoism	0.490	0.250	0.456	daoizmas
tap	0.461	0.370	0.349	bakstelėkite
tape	0.531	0.277	0.254	juosta
tape measure	0.406	0.250	0.360	Ruletė
taper	0.541	0.410	0.415	smailėjantis
tapering	0.344	0.380	0.237	siaurėjantis
tapestry	0.520	0.176	0.362	gobelenas
tapeworm	0.357	0.334	0.331	kaspinuočiai
tapioca	0.594	0.297	0.324	tapijoka
taps	0.448	0.378	0.409	čiaupai
tar	0.438	0.440	0.570	deguto
tarantula	0.260	0.718	0.544	tarantulas
tardiness	0.296	0.452	0.260	vėlavimas
tardy	0.204	0.592	0.293	vėluoja
target	0.633	0.573	0.798	taikinys
targeted	0.573	0.537	0.573	tikslingas
targeting	0.510	0.420	0.580	taikymas
tariff	0.459	0.402	0.491	tarifas
tarmac	0.357	0.302	0.398	asfaltas
tarnish	0.204	0.441	0.342	sutepti
tarot	0.479	0.422	0.430	taro
tarp	0.479	0.210	0.364	brezentas
tarry	0.392	0.413	0.388	derva
tart	0.719	0.380	0.219	pyragas
tartan	0.448	0.423	0.389	tartanas
tartar	0.214	0.351	0.212	dantų akmenys
task	0.550	0.353	0.500	užduotis
tassel	0.552	0.330	0.307	kutas
taste	0.802	0.406	0.465	skonis
tasteful	0.918	0.458	0.625	skoningas
tasteless	0.146	0.196	0.148	neskanus
tasting	0.781	0.603	0.600	degustacija
tasty	0.959	0.786	0.555	skanu
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	draskytojas
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatuiruotė
taught	0.814	0.481	0.642	mokė
taunt	0.083	0.696	0.355	pašaipiai
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	įtemptas
tavern	0.516	0.577	0.475	taverna
tawdry	0.375	0.510	0.398	rausvas
tawny	0.551	0.398	0.400	rudos spalvos
tax	0.260	0.481	0.534	mokesčių
taxed	0.255	0.456	0.500	apmokestinami
taxi	0.542	0.362	0.430	taksi
taxicab	0.479	0.430	0.355	Taksi
taxonomy	0.370	0.410	0.630	taksonomija
taxpayer	0.592	0.528	0.647	mokesčių mokėtojas
tea	0.698	0.163	0.370	arbata
teach	0.840	0.510	0.852	mokyti
teacher	0.760	0.404	0.885	mokytojas
teaching	0.822	0.444	0.736	mokymas
teacup	0.633	0.135	0.277	arbatos puodelis
teahouse	0.802	0.314	0.288	arbatinė
teal	0.540	0.293	0.321	žalsvai mėlyna
team	0.708	0.461	0.688	komanda
teamjesus	0.673	0.453	0.536	komanda Jėzus
teammate	0.865	0.449	0.660	komandos draugas
teamwork	0.918	0.490	0.773	komandinis darbas
teapot	0.479	0.110	0.309	arbatinukas
tear	0.404	0.620	0.327	ašara
tearful	0.208	0.500	0.184	ašarojantis
tearsofjoy	0.926	0.740	0.455	džiaugsmo ašaros
teary	0.167	0.473	0.216	ašarotas
tease	0.317	0.790	0.432	erzinti
teaser	0.510	0.558	0.534	anonsas
teasing	0.235	0.725	0.352	erzinti
teaspoon	0.521	0.330	0.221	šaukštelis
teat	0.612	0.469	0.328	žindukas
teatime	0.847	0.159	0.339	arbatos metas
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	techninis
technicality	0.632	0.471	0.661	techniškumas
technician	0.592	0.510	0.713	technikas
technique	0.760	0.414	0.593	technika
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologinės
technology	0.776	0.490	0.825	technologija
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	meškiukas
tedious	0.104	0.406	0.241	nuobodus
tedium	0.224	0.331	0.298	nuobodu
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	knibždėte knibžda
teen	0.729	0.531	0.568	paauglys
teenager	0.781	0.593	0.527	paauglys
teens	0.653	0.660	0.440	paaugliai
teensy	0.520	0.427	0.347	paaugliškas
teeny	0.427	0.418	0.216	paauglys
teeth	0.520	0.388	0.427	dantų
teething	0.396	0.471	0.474	dantų dygimas
teflon	0.354	0.245	0.434	teflonas
telegram	0.561	0.542	0.550	telegrama
telegraph	0.594	0.423	0.400	telegrafas
telekinesis	0.582	0.646	0.667	telekinezė
telemetry	0.460	0.382	0.611	telemetrija
telepathic	0.602	0.490	0.642	telepatinis
telepathy	0.594	0.510	0.588	telepatija
telephone	0.694	0.520	0.425	telefonas
telescope	0.531	0.340	0.500	teleskopu
telescopic	0.490	0.290	0.660	teleskopinis
telethon	0.643	0.641	0.473	teletonas
teletype	0.532	0.392	0.455	teletipas
televised	0.625	0.519	0.518	per televiziją
television	0.633	0.391	0.547	televizija
tell	0.551	0.350	0.457	pasakyk
teller	0.500	0.395	0.443	pasakotojas
telling	0.719	0.441	0.527	pasakantis
telltale	0.240	0.663	0.426	signalinė lemputė
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temperamentas
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperamentas
temperamental	0.316	0.774	0.608	temperamentingas
temperance	0.500	0.294	0.639	santūrumas
temperate	0.469	0.394	0.593	vidutinio klimato
temperature	0.521	0.559	0.473	temperatūros
tempered	0.583	0.437	0.667	grūdintas
tempest	0.245	0.843	0.653	audra
template	0.479	0.311	0.411	šabloną
temple	0.612	0.269	0.660	šventykla
tempo	0.582	0.337	0.500	tempas
temporal	0.500	0.413	0.360	laiko
temporarily	0.500	0.365	0.373	laikinai
temporary	0.458	0.415	0.324	laikina
tempt	0.210	0.677	0.500	gundyti
temptation	0.365	0.817	0.560	pagunda
tempting	0.615	0.740	0.519	viliojantis
temptress	0.427	0.787	0.667	gundytoja
ten	0.562	0.260	0.406	dešimt
tenable	0.741	0.412	0.636	patvarus
tenacious	0.724	0.658	0.692	atkaklus
tenacity	0.740	0.657	0.889	atkaklumas
tenancy	0.500	0.458	0.605	nuoma
tenant	0.385	0.360	0.398	nuomininkas
tend	0.604	0.398	0.412	linkę
tendency	0.684	0.500	0.675	tendencija
tender	0.630	0.520	0.509	švelnus
tenderfoot	0.469	0.421	0.438	švelnia pėda
tenderness	0.949	0.276	0.367	švelnumas
tending	0.622	0.556	0.594	prižiūrint
tendon	0.341	0.271	0.463	sausgyslės
tenement	0.470	0.384	0.550	nuoma
tenet	0.667	0.333	0.636	principas
tenets	0.734	0.357	0.667	principai
tenfold	0.469	0.418	0.500	dešimteriopai
tennis	0.622	0.519	0.431	tenisas
tenor	0.587	0.451	0.500	tenoras
tense	0.396	0.439	0.655	įsitempęs
tensile	0.458	0.510	0.618	tempiamas
tension	0.304	0.810	0.529	įtampa
tent	0.510	0.275	0.333	palapinė
tentacle	0.370	0.559	0.398	čiuptuvas
tentative	0.582	0.657	0.534	preliminarus
tenth	0.510	0.349	0.382	dešimtas
tenths	0.406	0.294	0.284	dešimtųjų
tenuous	0.398	0.263	0.276	menkas
tenure	0.615	0.472	0.611	kadencija
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	drumstas
tequila	0.612	0.710	0.536	tekila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	terminas
terminal	0.316	0.434	0.483	terminalas
terminate	0.171	0.410	0.441	nutraukti
termination	0.344	0.472	0.545	nutraukimas
terminator	0.370	0.663	0.737	terminatorius
terminology	0.612	0.284	0.566	terminija
terminus	0.281	0.382	0.615	galas
termite	0.265	0.480	0.408	termitas
terms	0.490	0.362	0.645	terminai
tern	0.573	0.365	0.309	Žuvėdra
ternary	0.550	0.406	0.480	trejetas
terrace	0.615	0.269	0.411	terasa
terrain	0.540	0.300	0.472	reljefas
terrestrial	0.542	0.413	0.582	antžeminis
terrible	0.061	0.849	0.604	baisu
terribly	0.061	0.731	0.430	siaubingai
terrier	0.562	0.540	0.431	terjeras
terrific	0.859	0.650	0.821	nuostabus
terrified	0.090	0.902	0.387	išsigandusi
terrifies	0.083	0.923	0.500	kelia siaubą
terrify	0.052	0.889	0.509	gąsdinti
terrifying	0.031	0.836	0.602	bauginantis
territorial	0.405	0.600	0.766	teritorinis
territory	0.625	0.469	0.676	teritorija
terror	0.069	0.902	0.415	teroras
terrorism	0.060	0.971	0.673	terorizmas
terrorist	0.019	0.930	0.679	teroristas
terrorists	0.062	0.967	0.688	teroristai
terrorize	0.041	0.907	0.577	terorizuoti
terse	0.542	0.393	0.409	trumpas
tertiary	0.500	0.350	0.431	tretinis
test	0.449	0.500	0.509	bandymas
testament	0.594	0.420	0.806	testamentas
testicle	0.458	0.651	0.410	sėklidė
testicular	0.388	0.680	0.453	sėklidžių
testify	0.521	0.650	0.741	liudyti
testimonial	0.541	0.538	0.750	liudijimas
testimony	0.615	0.578	0.643	parodymus
testosterone	0.573	0.840	0.775	testosterono
testy	0.135	0.640	0.357	išbandytas
tetanus	0.133	0.577	0.368	stabligė
tether	0.323	0.620	0.407	pririšti
tethered	0.260	0.472	0.351	pririštas
tetrahedral	0.595	0.468	0.423	tetraedrinis
text	0.604	0.157	0.402	tekstą
textbook	0.622	0.235	0.526	vadovėlis
textile	0.604	0.235	0.395	tekstilės
textural	0.660	0.296	0.445	tekstūrinis
texture	0.615	0.215	0.412	tekstūra
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	ačiū
thankful	0.969	0.344	0.714	dėkingas
thankgod	0.823	0.451	0.466	ačiū Dievui
thanking	0.917	0.538	0.658	dėkodamas
thankless	0.146	0.500	0.497	nedėkingas
thanks	0.918	0.472	0.461	dėkoju
thanksalot	0.908	0.428	0.525	labai ačiū
thanksgiving	0.927	0.449	0.637	padėkos diena
thankyougod	0.900	0.446	0.651	Ačiū Dievui
thankyoujesus	0.878	0.406	0.604	aciu jezau
thankyoulord	0.809	0.388	0.466	Ačiū valdove
thatch	0.337	0.245	0.161	šiaudų
thatmoment	0.667	0.389	0.340	Šis momentas
thaumaturgy	0.510	0.546	0.618	tauturgija
thaw	0.438	0.321	0.327	atšildyti
theater	0.760	0.635	0.516	teatras
theatrical	0.720	0.690	0.546	teatrališkas
theatrics	0.694	0.539	0.486	teatras
thebest	0.760	0.596	0.719	geriausias
theft	0.135	0.867	0.394	vagystė
theism	0.460	0.431	0.481	teizmas
theistic	0.397	0.365	0.509	teistinis
thelife	0.688	0.566	0.629	gyvenimas
thelittlethings	0.571	0.240	0.324	maži dalykai
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teokratija
theocratic	0.380	0.480	0.605	teokratinis
theologian	0.521	0.304	0.759	teologas
theological	0.480	0.363	0.683	teologinis
