English Word	Valence	Arousal	Dominance	Esperanto Word
undertake	0.796	0.702	0.754	entrepreni
undertaker	0.363	0.696	0.611	enterigisto
undertaking	0.667	0.530	0.696	entrepreno
undertow	0.327	0.639	0.231	subfluo
underwear	0.610	0.546	0.375	subvestoj
underwood	0.510	0.453	0.510	underwood
underworld	0.177	0.676	0.613	submondo
underwrite	0.416	0.520	0.423	subskribi
underwriter	0.571	0.327	0.620	asekuristo
undeserved	0.219	0.552	0.283	nemeritita
undesirable	0.177	0.644	0.260	nedezirinda
undesired	0.156	0.441	0.235	nedezirataj
undetectable	0.438	0.539	0.604	nerimarkebla
undetected	0.224	0.304	0.268	nerimarkita
undetermined	0.265	0.256	0.353	nedeterminita
undeveloped	0.292	0.330	0.254	neevoluinta
undignified	0.122	0.627	0.308	maldigna
undirected	0.330	0.417	0.310	nedirektita
undisclosed	0.479	0.361	0.314	nekonita
undiscovered	0.438	0.347	0.261	nemalkovrita
undisputed	0.646	0.588	0.673	nedisputebla
undisturbed	0.725	0.287	0.434	neĝenata
undivided	0.510	0.380	0.490	nedividita
undo	0.365	0.444	0.349	malfari
undoing	0.219	0.452	0.298	malfari
undoubted	0.592	0.461	0.740	sendube
undress	0.438	0.900	0.336	senvestigi
undressed	0.375	0.755	0.356	senvestita
undue	0.156	0.573	0.318	neprava
undying	0.708	0.500	0.773	senmorta
unearned	0.177	0.340	0.213	negajnita
unearth	0.427	0.635	0.545	elterigi
uneasiness	0.190	0.798	0.241	maltrankvilo
uneasy	0.115	0.598	0.349	maltrankvila
uneducated	0.177	0.350	0.246	neklera
unemployed	0.094	0.481	0.230	senlaborulo
unemployment	0.094	0.400	0.297	senlaboreco
unencumbered	0.604	0.280	0.472	senŝarĝita
unending	0.385	0.519	0.454	senfina
unequal	0.118	0.433	0.202	neegala
unequalled	0.562	0.470	0.769	neegala
unequivocal	0.604	0.415	0.615	senduba
unequivocally	0.521	0.668	0.554	sendube
unethical	0.104	0.433	0.269	maletika
uneven	0.125	0.457	0.240	malebena
uneventful	0.510	0.343	0.410	senokaza
unexpected	0.500	0.720	0.333	Neatendita
unexpectedly	0.354	0.759	0.462	neatendite
unexplainable	0.260	0.448	0.610	neklarigebla
unexplained	0.271	0.531	0.349	neklarigita
unexplored	0.401	0.640	0.388	neesplorita
unfailing	0.625	0.635	0.594	senmanka
unfair	0.173	0.472	0.190	maljusta
unfairness	0.170	0.817	0.336	maljusteco
unfaithful	0.031	0.806	0.298	malfidela
unfamiliar	0.219	0.558	0.273	nekonata
unfavorable	0.133	0.450	0.232	malfavoraj
unfeeling	0.235	0.377	0.345	nesento
unfettered	0.569	0.650	0.586	senbara
unfinished	0.188	0.368	0.264	nefinita
unfit	0.250	0.368	0.185	netaŭga
unflinching	0.667	0.606	0.882	senŝanceliĝema
unfold	0.612	0.510	0.520	disfaldas
unfollow	0.281	0.337	0.293	malsukcesi
unforeseen	0.255	0.714	0.500	neantaŭvidita
unforgettable	0.833	0.561	0.660	neforgesebla
unforgivable	0.276	0.743	0.490	nepardonebla
unforgiving	0.406	0.630	0.793	nepardonantaj
unfortunate	0.073	0.487	0.195	malfeliĉa
unfortunately	0.104	0.494	0.281	bedaŭrinde
unfounded	0.271	0.520	0.410	senbaza
unfreeze	0.458	0.297	0.375	malfrostigi
unfriendly	0.173	0.670	0.458	malafabla
unfulfilled	0.184	0.426	0.268	neplenumitaj
unfurnished	0.316	0.333	0.272	nemeblita
unglued	0.378	0.446	0.352	malgluita
ungodly	0.296	0.423	0.388	malpiaj
ungrateful	0.219	0.461	0.275	nedankema
unguarded	0.156	0.578	0.205	sengarda
unhand	0.406	0.360	0.361	senmane
unhappiness	0.083	0.630	0.222	malfeliĉo
unhappy	0.112	0.500	0.155	malfeliĉa
unharmed	0.740	0.378	0.491	nedifektita
unhealthy	0.115	0.549	0.214	malsana
unheard	0.344	0.539	0.500	neaŭdita
unhelpful	0.104	0.320	0.118	nehelpema
unhindered	0.729	0.441	0.725	senbara
unholy	0.327	0.560	0.445	malsankta
unhook	0.375	0.592	0.310	malkroĉi
unicorn	0.776	0.510	0.480	unikorno
unidentified	0.385	0.361	0.199	neidentigita
unification	0.688	0.345	0.788	unuiĝo
unified	0.729	0.439	0.764	unuigita
uniform	0.570	0.245	0.655	uniformo
uniformed	0.469	0.519	0.589	uniformita
uniformity	0.745	0.353	0.538	unuformeco
uniformly	0.625	0.333	0.704	unuforme
unimaginable	0.573	0.634	0.589	neimagebla
unimpeachable	0.684	0.550	0.784	neakceptebla
unimpeached	0.458	0.335	0.433	neakuzita
unimportant	0.281	0.240	0.175	negrava
unimpressed	0.198	0.302	0.327	neimponita
unimproved	0.163	0.377	0.144	neplibonigita
uninfected	0.688	0.304	0.389	neinfektita
uninformed	0.156	0.370	0.182	neinformita
uninhabited	0.301	0.230	0.221	neloĝata
uninitiated	0.271	0.288	0.288	neiniciato
uninspired	0.163	0.243	0.260	seninspira
unintelligible	0.208	0.472	0.283	nekomprenebla
unintended	0.438	0.385	0.349	neintencita
unintentional	0.333	0.538	0.306	neintence
unintentionally	0.460	0.490	0.286	neintence
uninterested	0.365	0.240	0.328	neinteresita
uninteresting	0.153	0.235	0.228	neinteresa
uninterrupted	0.500	0.434	0.527	seninterrompe
uninvited	0.090	0.385	0.307	neinvititaj
union	0.854	0.226	0.766	kuniĝo
unique	0.823	0.347	0.661	unika
unisex	0.492	0.417	0.417	unuseksa
unison	0.510	0.439	0.583	unison
unit	0.562	0.235	0.578	unuo
unitary	0.531	0.239	0.641	unueca
unite	0.781	0.375	0.610	unuiĝi
united	0.781	0.431	0.783	unuiĝinta
unity	0.837	0.288	0.658	unueco
universal	0.802	0.417	0.833	universala
universality	0.796	0.410	0.840	universaleco
universe	0.694	0.454	0.839	universo
university	0.735	0.574	0.741	universitato
unjust	0.115	0.625	0.278	maljusta
unjustifiable	0.115	0.596	0.394	nepravigebla
unjustified	0.288	0.541	0.314	nepravigebla
unkind	0.135	0.409	0.310	malafabla
unknowable	0.347	0.540	0.396	nesciebla
unknown	0.357	0.450	0.204	nekonata
unlawful	0.094	0.759	0.402	kontraŭleĝa
unleash	0.479	0.775	0.559	liberigi
unlicensed	0.306	0.574	0.196	senlicenca
unlike	0.439	0.439	0.418	male al
unlikely	0.271	0.293	0.245	neverŝajna
unlimited	0.750	0.623	0.679	senlima
unlisted	0.365	0.265	0.218	nelistigita
unload	0.656	0.639	0.573	malŝarĝi
unloaded	0.469	0.380	0.331	malŝarĝita
unlock	0.582	0.442	0.592	malŝlosi
unlucky	0.073	0.395	0.198	malbonŝanca
unmanageable	0.177	0.666	0.482	neregebla
unmanned	0.235	0.441	0.324	senhoma
unmarked	0.416	0.294	0.433	nemarkita
unmarried	0.438	0.480	0.545	fraŭla
unmask	0.323	0.690	0.520	senmaskigi
unmatched	0.776	0.536	0.771	nekomparebla
unmistakable	0.602	0.571	0.765	nedubeblaj
unmitigated	0.649	0.427	0.422	nemiligita
unmoved	0.184	0.355	0.360	nemovebla
unnamed	0.316	0.189	0.284	nenomita
unnatural	0.153	0.587	0.434	nenatura
unnecessary	0.219	0.358	0.190	nenecesa
unneeded	0.177	0.375	0.245	nebezonata
unnoticed	0.302	0.440	0.260	nerimarkite
unnumbered	0.406	0.255	0.331	sennumera
unobserved	0.398	0.255	0.257	neobservita
unobstructed	0.583	0.440	0.573	senbara
unobtrusive	0.447	0.327	0.402	netrudema
unoccupied	0.258	0.245	0.412	neokupita
unofficial	0.260	0.302	0.255	neoficiala
unopened	0.542	0.340	0.265	nemalfermita
unopposed	0.615	0.375	0.537	senrezista
unordered	0.224	0.482	0.190	neordigita
unorganised	0.250	0.500	0.212	neorganizita
unorganized	0.260	0.657	0.173	neorganizita
unorthodox	0.340	0.480	0.441	neortodoksa
unpack	0.531	0.528	0.445	malpaki
unpaid	0.300	0.413	0.365	nepagitaj
unparalleled	0.708	0.306	0.538	senekzempla
unpleasant	0.122	0.612	0.185	malagrabla
unpleasantness	0.062	0.724	0.264	malagrableco
unplug	0.239	0.441	0.404	malŝtopu
unplugged	0.367	0.375	0.318	malkonektita
unpopular	0.073	0.441	0.164	nepopulara
unprecedented	0.500	0.491	0.658	senprecedenca
unpredictable	0.429	0.769	0.515	neantaŭvidebla
unprepared	0.204	0.450	0.152	nepreparita
unpretentious	0.510	0.296	0.410	senpretenda
unproductive	0.100	0.324	0.237	neproduktiva
unprofessional	0.042	0.370	0.170	neprofesia
unprofitable	0.163	0.376	0.217	neprofita
unprotected	0.150	0.582	0.197	senprotekta
unproven	0.296	0.427	0.216	nepruvita
unprovoked	0.565	0.327	0.385	neprovokata
unpublished	0.406	0.480	0.481	neeldonita
unpunished	0.292	0.594	0.519	senpuna
unqualified	0.170	0.433	0.173	nekvalifikita
unquestionable	0.469	0.450	0.843	nediskutebla
unquestionably	0.500	0.630	0.750	sendube
unquestioned	0.562	0.509	0.746	nediskutebla
unquote	0.388	0.363	0.517	malquote
unravel	0.378	0.598	0.455	malimpliki
unreachable	0.208	0.679	0.557	neatingebla
unread	0.458	0.240	0.214	nelegita
unreal	0.173	0.431	0.296	nereala
unrealistic	0.229	0.500	0.245	nerealisma
unreasonable	0.115	0.702	0.264	malracia
unrecorded	0.241	0.351	0.350	neregistrita
unregistered	0.255	0.337	0.266	neregistrita
unregulated	0.344	0.454	0.421	nereguligita
unrelated	0.302	0.270	0.264	senrilata
unrelenting	0.500	0.790	0.875	senĉesa
unreliable	0.108	0.480	0.240	nefidinda
unremarkable	0.271	0.155	0.230	nerimarkinda
unrepentant	0.240	0.445	0.413	nepentanta
unrequited	0.143	0.441	0.179	nereciprokata
unresolved	0.135	0.441	0.173	nesolvita
unresponsive	0.108	0.282	0.244	nerespondema
unrest	0.102	0.577	0.231	maltrankvilo
unrestrained	0.385	0.775	0.627	senbrida
unrestricted	0.698	0.458	0.644	senlima
unromantic	0.208	0.316	0.307	neromantika
unruly	0.240	0.745	0.547	neregebla
unsafe	0.115	0.562	0.147	nesekura
unsanitary	0.063	0.592	0.269	malsana
unsatisfactory	0.122	0.520	0.189	malkontentiga
unsatisfied	0.200	0.547	0.241	malkontenta
unsavory	0.071	0.637	0.353	malbongusta
unscathed	0.625	0.308	0.611	nedifektita
unscheduled	0.312	0.436	0.300	neplanita
unscientific	0.396	0.317	0.321	nescienca
unscrew	0.333	0.462	0.396	malŝraŭbi
unscrupulous	0.094	0.727	0.465	senskrupulaj
unseat	0.229	0.500	0.312	desediĝu
unseen	0.427	0.351	0.421	nevidite
unselfish	0.615	0.353	0.377	malegoisma
unsettled	0.208	0.647	0.170	maltrankvila
unsightly	0.226	0.559	0.373	malbela
unsolicited	0.094	0.339	0.280	nepetita
unsolved	0.146	0.390	0.235	nesolvitaj
unsophisticated	0.327	0.491	0.339	nesofistika
unsound	0.146	0.222	0.272	nesona
unspeakable	0.327	0.567	0.393	nedirebla
unspecified	0.240	0.365	0.165	nespecifita
unspoken	0.177	0.260	0.208	neparolita
unstable	0.167	0.587	0.150	malstabila
unsteady	0.122	0.500	0.190	malfirma
unstoppable	0.625	0.887	0.862	nehaltigebla
unsuccessful	0.140	0.318	0.106	malsukcesa
unsuitable	0.188	0.528	0.300	netaŭga
unsung	0.296	0.330	0.314	nekantita
unsupervised	0.478	0.481	0.442	nekontrolita
unsupported	0.260	0.450	0.221	nesubtenata
unsure	0.143	0.580	0.217	necerta
unsurpassed	0.694	0.569	0.798	nesuperita
unsuspecting	0.302	0.509	0.413	nesuspektinda
unsustainable	0.255	0.650	0.406	nedaŭrigebla
unsweetened	0.396	0.263	0.300	nedolĉita
unsympathetic	0.163	0.620	0.281	malsimpatia
untamed	0.429	0.778	0.709	nedresita
untenable	0.143	0.637	0.425	netenebla
untested	0.302	0.296	0.348	neprovita
unthinkable	0.365	0.480	0.481	nepensebla
untidy	0.106	0.610	0.254	malordigita
untie	0.542	0.463	0.472	malligi
untimely	0.245	0.676	0.233	malkonvena
untitled	0.213	0.240	0.240	sentitola
untold	0.240	0.367	0.191	nedirita
untouchable	0.490	0.602	0.683	netuŝebla
untouched	0.531	0.276	0.600	netuŝita
untoward	0.122	0.555	0.291	malfavora
untraceable	0.321	0.674	0.574	nespurebla
untrained	0.149	0.529	0.282	netrejnita
untranslated	0.271	0.188	0.264	netradukita
untroubled	0.750	0.213	0.653	senĝena
untrue	0.031	0.500	0.188	malvera
untrustworthy	0.097	0.449	0.287	nefidinda
unturned	0.312	0.255	0.316	neturnita
unused	0.344	0.231	0.234	neuzata
unusual	0.429	0.433	0.361	nekutima
unusually	0.385	0.406	0.358	nekutime
unutterable	0.406	0.592	0.538	nedirebla
unveil	0.439	0.442	0.562	malkaŝi
unveiling	0.569	0.570	0.675	malkaŝado
unverified	0.214	0.365	0.180	nekontrolita
unwanted	0.177	0.546	0.205	nedezirataj
unwarranted	0.091	0.500	0.345	nepravigebla
unwary	0.286	0.417	0.402	nesingarda
unwashed	0.365	0.427	0.360	nelavita
unwavering	0.740	0.630	0.858	neŝancelebla
unwed	0.541	0.595	0.459	fraŭla
unwelcome	0.115	0.480	0.269	nebonvena
unwell	0.143	0.640	0.221	malbonfara
unwilling	0.302	0.316	0.179	nevola
unwillingly	0.204	0.548	0.182	nevole
unwillingness	0.204	0.311	0.113	nevolemo
unwind	0.837	0.181	0.394	malstreĉiĝi
unwise	0.141	0.610	0.304	malprudenta
unwitting	0.260	0.526	0.344	senscie
unwittingly	0.312	0.510	0.264	senintence
unworthy	0.194	0.433	0.226	malinda
unwrap	0.604	0.491	0.557	malvolvi
unwritten	0.367	0.384	0.272	neskribita
unyielding	0.367	0.806	0.738	necedema
unzip	0.378	0.520	0.538	malzipi
upbeat	0.878	0.531	0.802	optimisma
upbringing	0.677	0.490	0.600	edukado
upcoming	0.688	0.460	0.550	venonta
update	0.698	0.535	0.802	ĝisdatigo
upgrade	0.786	0.500	0.670	altgradigon
upheaval	0.290	0.830	0.570	malordo
uphill	0.396	0.723	0.572	supren
uphold	0.698	0.321	0.561	subteni
upholstery	0.592	0.270	0.386	remburaĵo
upkeep	0.590	0.442	0.685	prizorgado
upland	0.719	0.578	0.607	altregiono
uplands	0.615	0.471	0.577	altaj teroj
uplift	0.656	0.779	0.771	levo
uplifting	0.771	0.548	0.605	edifa
uplink	0.544	0.510	0.595	suprenligo
upload	0.638	0.683	0.696	alŝuti
upper	0.740	0.529	0.868	supra
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	feliĉo
upright	0.667	0.373	0.600	rekte
uprising	0.561	0.777	0.704	ribelo
uproar	0.271	0.902	0.462	tumulto
upscale	0.698	0.526	0.846	altnivela
upset	0.071	0.680	0.330	ĉagrenita
upshot	0.693	0.490	0.716	rezulto
upstairs	0.663	0.408	0.645	supre
upstanding	0.851	0.390	0.708	staranta
upstart	0.449	0.500	0.455	parvenuo
uptight	0.184	0.716	0.333	streĉa
upward	0.792	0.481	0.620	supren
upwards	0.724	0.439	0.638	supren
uranium	0.375	0.580	0.490	uranio
urban	0.561	0.528	0.644	urba
urchin	0.417	0.510	0.373	erino
urge	0.418	0.680	0.653	instigi
urgency	0.429	0.908	0.543	urĝeco
urgent	0.327	0.918	0.623	urĝa
urinal	0.214	0.510	0.306	urino
urinalysis	0.344	0.532	0.398	urinanalizo
urinate	0.360	0.500	0.353	urini
urination	0.271	0.441	0.232	urinado
urine	0.375	0.361	0.169	urino
urn	0.194	0.520	0.295	urno
usable	0.812	0.455	0.611	uzebla
usage	0.646	0.360	0.426	uzado
use	0.438	0.358	0.409	uzi
used	0.354	0.306	0.287	uzata
useful	0.833	0.411	0.726	utila
usefully	0.650	0.481	0.760	utile
usefulness	0.806	0.519	0.741	utileco
useless	0.052	0.342	0.184	senutila
user	0.629	0.347	0.442	uzanto
usher	0.521	0.440	0.519	pedelo
usual	0.625	0.221	0.400	kutima
usurp	0.125	0.818	0.433	uzurpi
usurped	0.292	0.780	0.438	uzurpis
usury	0.344	0.679	0.430	uzuro
utensil	0.573	0.279	0.383	ilo
uterus	0.551	0.420	0.510	utero
utilitarian	0.427	0.363	0.639	utilisma
utility	0.622	0.400	0.704	utileco
utilization	0.562	0.469	0.706	utiligo
utilize	0.694	0.445	0.545	utiligi
utmost	0.719	0.740	0.858	plejebla
utopian	0.542	0.327	0.552	utopia
utter	0.531	0.422	0.549	eldiri
utterance	0.542	0.640	0.704	eldiro
utterly	0.633	0.440	0.673	tute
vacancy	0.643	0.311	0.418	vakantaĵo
vacant	0.578	0.220	0.464	vaka
vacate	0.357	0.490	0.397	vakigi
vacation	0.840	0.490	0.598	ferio
vaccination	0.530	0.578	0.621	vakcinado
vaccine	0.500	0.520	0.555	vakcino
vacuolar	0.439	0.370	0.439	vakuolara
vacuole	0.490	0.406	0.481	vakuolo
vacuous	0.354	0.267	0.304	malplena
vacuum	0.327	0.196	0.134	vakuo
vagabond	0.384	0.531	0.144	vagabondo
vagina	0.551	0.870	0.500	vagino
vaginal	0.449	0.765	0.420	vaginala
vagrancy	0.219	0.567	0.277	vagabondeco
vagrant	0.265	0.548	0.250	vaganto
vague	0.271	0.335	0.083	svaga
vagueness	0.150	0.324	0.221	malprecizeco
vainly	0.365	0.283	0.169	vane
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	finvenestro
valentine	0.888	0.615	0.510	valentino
valet	0.635	0.406	0.389	ĉambristo
valiant	0.880	0.745	0.904	kuraĝa
valid	0.693	0.353	0.565	valida
validate	0.760	0.431	0.745	validigi
validation	0.655	0.460	0.720	validigo
validity	0.646	0.470	0.706	valideco
valium	0.419	0.398	0.443	valiumo
valley	0.729	0.306	0.386	valo
valor	0.833	0.442	0.763	braveco
valuable	0.899	0.547	0.798	valora
valuables	0.790	0.625	0.759	valoraĵoj
valuation	0.615	0.480	0.795	taksado
value	0.875	0.582	0.802	valoro
valve	0.323	0.363	0.471	valvo
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampiro
van	0.561	0.378	0.425	kamioneto
vandal	0.135	0.792	0.473	vandalo
vandalism	0.083	0.904	0.509	vandalismo
vane	0.561	0.280	0.231	vane
vanguard	0.693	0.640	0.780	avangardo
vanilla	0.706	0.216	0.284	vanilo
vanish	0.236	0.480	0.347	malaperi
vanished	0.208	0.566	0.255	malaperis
vanishing	0.292	0.550	0.322	malaperanta
vanity	0.260	0.540	0.439	vanteco
vanquish	0.708	0.760	0.804	venki
vanquished	0.496	0.529	0.176	venkita
vanquishing	0.600	0.748	0.764	venkanta
vantage	0.740	0.632	0.788	vantage
vapor	0.510	0.358	0.318	vaporo
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	variablo
variance	0.540	0.405	0.509	varianco
variation	0.635	0.561	0.406	variado
variations	0.458	0.548	0.353	variadoj
varicella	0.184	0.593	0.314	varicela
varicose	0.235	0.462	0.368	varikoza
varied	0.604	0.701	0.472	diversaj
variegated	0.398	0.549	0.406	diverskolora
variety	0.714	0.472	0.598	vario
various	0.500	0.296	0.342	diversaj
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	verniso
varsity	0.710	0.594	0.670	universitatejo
vary	0.521	0.373	0.413	varii
varying	0.552	0.471	0.385	diversaj
vascular	0.516	0.451	0.627	vaskula
vase	0.638	0.225	0.215	vazo
vasectomy	0.208	0.663	0.431	vazektomio
vassal	0.417	0.525	0.196	vasalo
vast	0.520	0.535	0.545	vasta
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vodevilo
vault	0.490	0.378	0.644	volbo
vaulted	0.417	0.460	0.542	volbita
vaulting	0.510	0.323	0.520	volbado
veal	0.438	0.337	0.410	bovido
vector	0.538	0.308	0.482	vektoro
veer	0.469	0.430	0.338	deturni
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegana
vegetable	0.551	0.120	0.289	legomo
vegetarian	0.562	0.255	0.407	vegetarano
vegetarianism	0.510	0.269	0.407	vegetarismo
vegetation	0.740	0.177	0.500	vegetaĵaro
vegetative	0.500	0.270	0.351	vegetativa
veggie	0.602	0.245	0.409	legomo
vehement	0.500	0.500	0.575	impeta
vehicle	0.641	0.565	0.500	veturilo
veil	0.500	0.235	0.415	vualo
veiled	0.370	0.317	0.324	vualita
vein	0.347	0.373	0.318	vejno
veined	0.487	0.459	0.294	vejnita
vellum	0.500	0.349	0.321	pergalino
velocity	0.673	0.769	0.783	rapido
velour	0.670	0.292	0.412	veluro
velvet	0.663	0.226	0.304	veluro
velvety	0.677	0.343	0.493	velura
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetto
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	vendisto
veneer	0.490	0.265	0.289	veneer
venerable	0.708	0.369	0.600	respektinda
veneration	0.745	0.650	0.712	venerado
venereal	0.302	0.654	0.424	venerea
venetian	0.633	0.373	0.464	veneciano
vengeance	0.103	0.927	0.719	venĝo
vengeful	0.150	0.840	0.561	venĝema
venison	0.510	0.422	0.296	cervo
venom	0.125	0.770	0.491	veneno
venomous	0.159	0.841	0.636	venenaj
venous	0.406	0.571	0.453	vejna
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	ventolado
ventilator	0.471	0.353	0.344	ventolilo
venting	0.375	0.388	0.418	venting
ventricle	0.520	0.387	0.464	ventriklo
ventricular	0.440	0.549	0.475	ventrikulo
ventriloquist	0.552	0.600	0.526	ventroparolisto
venture	0.893	0.810	0.644	entrepreno
venue	0.727	0.316	0.395	ejo
veracity	0.735	0.724	0.798	vereco
veranda	0.743	0.343	0.439	verando
verb	0.582	0.312	0.414	verbo
verbal	0.520	0.291	0.562	parola
verbatim	0.562	0.255	0.574	laŭvorte
verbiage	0.429	0.560	0.535	vortemo
verbose	0.439	0.480	0.635	vorta
verbosity	0.300	0.491	0.451	vorteco
verdant	0.600	0.260	0.389	verda
verdict	0.325	0.689	0.800	verdikto
verge	0.500	0.337	0.305	rando
verification	0.750	0.276	0.642	konfirmo
verified	0.781	0.367	0.677	kontrolita
verify	0.761	0.481	0.704	kontroli
verily	0.713	0.351	0.585	vere
veritable	0.794	0.330	0.759	vera
vermin	0.167	0.712	0.385	fibesto
vermouth	0.503	0.480	0.425	vermuto
vernacular	0.479	0.453	0.615	popollingvo
vernal	0.553	0.402	0.451	printempa
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	diverstalenta
versatility	0.878	0.585	0.750	ĉiuflankeco
verse	0.667	0.269	0.336	verso
version	0.604	0.423	0.538	versio
versus	0.310	0.500	0.447	kontraŭ
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	vertebro
vertebral	0.308	0.434	0.525	vertebra
vertex	0.316	0.510	0.491	vertico
vertical	0.520	0.387	0.492	vertikala
vertically	0.534	0.385	0.545	vertikale
vertigo	0.292	0.655	0.445	vertiĝo
verve	0.724	0.840	0.693	vervo
very negative	0.062	0.521	0.148	tre negativa
very positive	1.000	0.551	0.825	tre pozitiva
veryangry	0.323	0.714	0.527	tre kolera
vesicle	0.359	0.509	0.379	veziko
vesicular	0.214	0.440	0.483	vezikula
vessel	0.490	0.398	0.538	ŝipo
vest	0.667	0.380	0.371	veŝto
vested	0.663	0.415	0.648	vestita
vestibule	0.541	0.385	0.422	vestiblo
vestige	0.562	0.470	0.454	spuro
vet	0.531	0.400	0.644	bestkuracisto
veteran	0.560	0.431	0.759	veterano
veterinarian	0.582	0.418	0.542	bestkuracisto
veterinary	0.656	0.450	0.603	bestkuracisto
veto	0.271	0.462	0.509	vetoo
vexed	0.115	0.802	0.413	ĉagrenita
viability	0.776	0.500	0.684	vivebleco
viable	0.656	0.320	0.667	realigebla
viaduct	0.420	0.440	0.662	viadukto
vial	0.594	0.346	0.445	fiolo
vibe	0.710	0.480	0.517	etoso
vibes	0.635	0.688	0.574	vibroj
vibrant	0.771	0.824	0.782	vigla
vibrate	0.500	0.698	0.604	vibri
vibration	0.583	0.657	0.528	vibrado
vibrator	0.479	0.798	0.500	vibrilo
vibratory	0.542	0.690	0.527	vibra
vicar	0.531	0.370	0.555	vikario
vicarious	0.479	0.452	0.517	vicario
vice	0.296	0.778	0.480	malvirto
viceroy	0.541	0.481	0.712	vicreĝo
vicinity	0.700	0.353	0.466	najbareco
vicious	0.208	0.694	0.407	malvirta
victim	0.115	0.676	0.202	viktimo
victimized	0.115	0.644	0.273	viktimigita
victor	0.802	0.587	0.796	venkinto
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	venka
victory	0.938	0.735	0.931	venko
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	videoludo
videotape	0.665	0.343	0.384	vidbendo
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	vido
viewer	0.592	0.358	0.558	spektanto
viewing	0.690	0.394	0.598	spektado
viewpoint	0.673	0.306	0.644	vidpunkto
vigil	0.521	0.480	0.491	vigilo
vigilance	0.490	0.615	0.724	viglado
vigilant	0.469	0.643	0.791	vigla
vigilante	0.418	0.627	0.720	vigilante
vignette	0.717	0.283	0.382	vinjeto
vigor	0.860	0.755	0.811	vigleco
vigorous	0.857	0.770	0.897	vigla
viking	0.541	0.755	0.605	vikingo
vile	0.083	0.537	0.553	malnobla
villa	0.698	0.290	0.345	vilao
village	0.684	0.367	0.336	vilaĝo
villager	0.710	0.387	0.509	vilaĝano
villain	0.177	0.892	0.590	fiulo
