English Word	Valence	Arousal	Dominance	Croatian Word
rustle	0.333	0.538	0.394	šuškanje
rustler	0.281	0.830	0.429	šuškavac
rusty	0.271	0.345	0.231	zapušten
rut	0.333	0.310	0.392	kolotečina
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	nemilosrdan
rye	0.490	0.298	0.411	raž
sabbatical	0.771	0.240	0.427	godišnji odmor
saber	0.551	0.620	0.553	sablja
sable	0.449	0.596	0.500	samurovina
sabotage	0.135	0.906	0.500	sabotaža
saboteur	0.250	0.804	0.407	saboter
sac	0.344	0.245	0.226	vrećica
sack	0.385	0.337	0.264	vreća
sacrament	0.690	0.316	0.700	sakrament
sacred	0.833	0.375	0.862	sveto
sacrifice	0.208	0.833	0.534	žrtva
sacrifices	0.281	0.717	0.538	žrtve
sacrificial	0.198	0.755	0.452	žrtveni
sacrilege	0.281	0.708	0.491	svetogrđe
sacrilegious	0.146	0.736	0.449	svetogrdan
sad	0.225	0.333	0.149	tužan
sadday	0.520	0.418	0.411	tužan dan
saddens	0.104	0.436	0.144	rastužuje
saddle	0.510	0.509	0.306	sedlo
sadist	0.042	0.918	0.500	sadista
sadistic	0.031	0.906	0.618	sadistički
sadly	0.047	0.255	0.216	nažalost
sadness	0.052	0.288	0.164	tuga
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	sef
safeguard	0.786	0.624	0.700	zaštita
safekeeping	0.653	0.510	0.586	sigurnosno čuvanje
safety	0.708	0.491	0.868	sigurnost
saffron	0.443	0.373	0.349	šafran
sag	0.153	0.578	0.445	popustiti
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	kadulja
saggy	0.370	0.429	0.300	opušteno
sail	0.615	0.220	0.325	ploviti
sailboat	0.719	0.392	0.381	jedrilica
sailing	0.667	0.520	0.500	jedrenje
sailor	0.500	0.588	0.500	mornar
saint	0.812	0.240	0.693	svetac
sainted	0.708	0.296	0.676	proglašen za sveca
saintly	0.865	0.286	0.591	svetački
sake	0.490	0.573	0.407	sake
salad	0.750	0.260	0.307	salata
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salama
salary	0.786	0.480	0.652	plaća
sale	0.647	0.602	0.573	prodaja
salesgirl	0.582	0.490	0.605	prodavačica
salesman	0.643	0.559	0.664	prodavač
salient	0.600	0.573	0.702	istaknut
saline	0.430	0.340	0.385	fiziološka otopina
saliva	0.214	0.265	0.236	slina
sally	0.604	0.390	0.451	Sally
salmon	0.760	0.250	0.444	losos
salmonella	0.167	0.608	0.312	salmonela
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	salon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	sol
salted	0.333	0.400	0.304	posoljena
saltwater	0.327	0.330	0.364	slana voda
salty	0.388	0.531	0.288	slan
salutary	0.885	0.360	0.686	spasonosan
salutation	0.878	0.417	0.500	pozdrav
salute	0.833	0.542	0.681	pozdrav
salvage	0.622	0.510	0.832	spasiti
salvation	0.857	0.480	0.800	spasenje
salve	0.612	0.390	0.500	melem
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	istovjetnost
sample	0.521	0.187	0.452	uzorak
samurai	0.562	0.736	0.838	samuraj
sanatorium	0.469	0.490	0.491	sanatorij
sanctification	0.770	0.431	0.816	posvećenje
sanctified	0.792	0.240	0.612	posvećeni
sanctify	0.673	0.443	0.783	posvetiti
sanctimonious	0.240	0.365	0.327	svetosavski
sanction	0.201	0.750	0.517	sankcija
sanctioned	0.323	0.696	0.391	sankcioniran
sanctity	0.771	0.330	0.628	svetost
sanctuary	0.863	0.226	0.575	svetilište
sanctum	0.521	0.438	0.657	svetište
sand	0.582	0.279	0.304	pijesak
sandal	0.490	0.283	0.333	sandala
sandbox	0.573	0.274	0.264	pješčanik
sander	0.438	0.580	0.445	brusilica
sandman	0.479	0.469	0.388	pjeskar
sandpaper	0.417	0.425	0.404	šmirgl papir
sands	0.646	0.304	0.377	pijesak
sandstorm	0.324	0.821	0.629	pješčana oluja
sandwich	0.672	0.314	0.310	sendvič
sandy	0.406	0.265	0.296	pjeskovita
sane	0.760	0.235	0.670	razuman
sanguine	0.520	0.560	0.545	sangvinik
sanitarium	0.448	0.645	0.570	sanatorij
sanitary	0.458	0.320	0.425	sanitarni
sanitation	0.742	0.312	0.500	sanitacija
sanity	0.667	0.333	0.655	duševno zdravlje
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	Djed Božićnjak
sap	0.470	0.298	0.258	sok
sapiens	0.480	0.453	0.584	sapiensa
sapphire	0.770	0.472	0.651	safir
sappy	0.583	0.469	0.330	sočan
sarcasm	0.125	0.685	0.346	sarkazam
sarcastic	0.397	0.781	0.298	sarkastičan
sarcoma	0.260	0.519	0.402	sarkom
sarcophagus	0.271	0.561	0.435	sarkofag
sardine	0.541	0.236	0.236	sardina
sardonic	0.208	0.679	0.446	sardoničan
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	krilo
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	drzak
satanic	0.062	0.843	0.720	sotonski
satchel	0.521	0.306	0.345	torbica
sate	0.667	0.400	0.472	zasititi
satellite	0.562	0.409	0.764	satelit
satin	0.519	0.396	0.481	saten
satire	0.458	0.655	0.472	satira
satirical	0.323	0.615	0.538	satiričan
satisfaction	0.939	0.637	0.673	zadovoljstvo
satisfactorily	0.765	0.570	0.802	zadovoljavajuće
satisfactory	0.959	0.569	0.702	zadovoljavajući
satisfied	0.959	0.510	0.685	zadovoljan
satisfy	0.867	0.790	0.705	zadovoljiti
satisfying	0.890	0.606	0.814	zadovoljavajući
saturate	0.281	0.680	0.467	zasititi
saturated	0.474	0.700	0.442	zasićena
saturation	0.255	0.582	0.583	zasićenost
satyr	0.280	0.639	0.500	satir
sauce	0.562	0.515	0.288	umak
saucepan	0.347	0.264	0.321	lonac za pirjanje
saucer	0.510	0.327	0.337	tanjurić
saucy	0.250	0.653	0.391	bezobrazan
sauerkraut	0.531	0.454	0.336	kiseli kupus
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	kobasica
savage	0.204	0.931	0.605	divljak
savagery	0.219	0.907	0.711	divljaštvo
savanna	0.606	0.147	0.394	savana
savannah	0.729	0.212	0.309	savana
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	uštedjeti
saver	0.745	0.382	0.802	štediša
saving	0.663	0.230	0.621	spremanje
savings	0.776	0.431	0.608	štednja
savior	0.920	0.469	0.804	spasitelj
savor	0.827	0.552	0.526	uživati
savory	0.812	0.717	0.619	ukusan
savvy	0.719	0.520	0.706	pametan
saw	0.316	0.541	0.518	pila
sawdust	0.398	0.279	0.241	piljevina
sawmill	0.427	0.378	0.434	pilana
sax	0.573	0.465	0.409	saksofon
saxophone	0.688	0.444	0.482	saksofon
say	0.571	0.310	0.482	reći
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	krasta
scabbard	0.325	0.219	0.217	korice
scaffold	0.480	0.500	0.336	skele
scaffolding	0.496	0.366	0.545	skele
scalding	0.271	0.540	0.381	oparenje
scale	0.310	0.350	0.577	mjerilo
scales	0.439	0.330	0.491	mjerila
scallop	0.490	0.363	0.331	jakobova kapica
scalp	0.347	0.346	0.302	skalp
scalpel	0.302	0.700	0.482	skalpel
scaly	0.281	0.481	0.358	pokriven krljuštima
scam	0.042	0.745	0.418	prevara
scamp	0.458	0.464	0.371	nitkov
scampi	0.531	0.448	0.224	škampi
scan	0.479	0.423	0.470	skenirati
scandal	0.122	0.821	0.557	skandal
scandalous	0.135	0.907	0.556	skandalozno
scanner	0.531	0.356	0.567	skener
scanty	0.287	0.333	0.127	oskudan
scape	0.290	0.625	0.536	trup
scapegoat	0.184	0.685	0.481	žrtveni jarac
scar	0.146	0.500	0.397	ožiljak
scarab	0.406	0.458	0.267	skarabej
scarce	0.292	0.324	0.218	oskudan
scarcely	0.082	0.412	0.160	jedva
scarcity	0.167	0.500	0.182	oskudica
scare	0.122	0.910	0.264	uplašiti
scarecrow	0.219	0.274	0.349	strašilo
scared	0.146	0.828	0.185	prestrašen
scares	0.122	0.847	0.386	plaši
scarf	0.750	0.224	0.224	šal
scarier	0.156	0.846	0.472	strašniji
scariest	0.167	0.863	0.538	najstrašniji
scarlet	0.507	0.390	0.411	grimizna
scary	0.062	0.952	0.528	zastrašujuće
scat	0.337	0.548	0.409	izmet
scatter	0.229	0.620	0.404	raspršiti
scattered	0.208	0.380	0.238	raštrkani
scattering	0.347	0.550	0.394	raspršivanje
scavenger	0.177	0.578	0.408	smetlar
scenario	0.667	0.510	0.683	scenarij
scene	0.570	0.340	0.578	scena
scenery	0.745	0.253	0.592	krajolik
scenic	0.684	0.548	0.756	scenski
scent	0.633	0.410	0.491	miris
scented	0.865	0.509	0.431	namirisani
scepter	0.630	0.300	0.670	žezlo
sceptical	0.214	0.387	0.466	skeptičan
scepticism	0.292	0.444	0.550	skepticizam
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	raspored
schematic	0.490	0.284	0.647	shematski
scheme	0.521	0.269	0.577	shema
schilling	0.367	0.410	0.418	šiling
schism	0.280	0.569	0.386	raskol
schizophrenia	0.092	0.880	0.435	shizofrenija
schizophrenic	0.102	0.958	0.433	shizofreničan
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	šmokljan
schnapps	0.583	0.567	0.417	rakija
schnitzel	0.365	0.430	0.382	šnicl
scholar	0.694	0.421	0.731	učenjak
scholarly	0.750	0.466	0.709	učenjački
scholarship	0.866	0.490	0.625	stipendija
scholastic	0.500	0.470	0.491	školski
school	0.765	0.423	0.633	škola
schoolboy	0.623	0.385	0.441	školarac
schoolgirl	0.760	0.521	0.415	učenica
schoolhouse	0.602	0.407	0.672	školska zgrada
schooling	0.582	0.462	0.640	školovanje
schoolmaster	0.667	0.368	0.852	učitelj
schoolteacher	0.521	0.380	0.632	učitelj
schoolwork	0.479	0.500	0.481	školski rad
schoolyard	0.684	0.529	0.440	školsko dvorište
schooner	0.635	0.408	0.427	škuna
sciatica	0.286	0.443	0.393	išijas
science	0.588	0.429	0.741	znanost
scientific	0.653	0.510	0.836	znanstveni
scientist	0.562	0.500	0.790	znanstvenik
scifi	0.592	0.570	0.394	znanstvena fantastika
scintilla	0.476	0.528	0.385	trunka
scintillating	0.650	0.736	0.612	svjetlucajući
scintillation	0.576	0.579	0.573	scintilacija
scintillator	0.583	0.670	0.510	scintilator
scion	0.490	0.380	0.451	potomak
scissors	0.458	0.462	0.302	škare
scoff	0.125	0.686	0.306	rugati se
scold	0.194	0.755	0.626	grditi
scolding	0.071	0.833	0.417	grdnja
scone	0.418	0.287	0.229	tikva
scoop	0.583	0.543	0.640	kašičica
scoot	0.510	0.490	0.412	jurnuti
scooter	0.510	0.587	0.371	skuter
scope	0.656	0.386	0.718	djelokrug
scorch	0.214	0.689	0.491	oprljiti
scorching	0.406	0.635	0.464	spaljivanjem
score	0.670	0.388	0.589	postići
scoreboard	0.667	0.484	0.472	semafor
scorer	0.730	0.608	0.764	zapisničar
scores	0.594	0.469	0.629	rezultati
scorn	0.110	0.721	0.356	prezir
scorned	0.062	0.529	0.226	preziran
scornful	0.173	0.608	0.368	preziran
scorpion	0.198	0.745	0.600	škorpion
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	hulja
scour	0.388	0.602	0.632	ribati
scourge	0.214	0.640	0.302	bičevati
scout	0.656	0.611	0.763	izviđač
scowl	0.302	0.600	0.413	namrštiti se
scrabble	0.625	0.412	0.399	škrabati
scram	0.306	0.485	0.409	bježati
scramble	0.469	0.744	0.500	otimati se
scrambled	0.451	0.535	0.539	pomešana
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	koprcanje
scrap	0.156	0.339	0.173	otpad
scrapbook	0.562	0.274	0.432	spomenar
scrape	0.365	0.615	0.384	ostrugati
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	struganje
scrappy	0.301	0.375	0.406	sklepan
scratch	0.276	0.625	0.270	ogrepsti
scratchy	0.235	0.610	0.436	škrabav
scrawny	0.276	0.422	0.245	mršava
scream	0.188	0.863	0.594	vrisak
screamer	0.156	0.670	0.392	vrištač
screaming	0.245	0.901	0.460	vrištanje
screech	0.214	0.802	0.306	vrisak
screen	0.670	0.300	0.417	zaslon
screening	0.562	0.570	0.709	skrining
screenplay	0.500	0.406	0.518	scenarij
screenwriter	0.571	0.500	0.712	scenarista
screw	0.385	0.460	0.377	vijak
screwball	0.271	0.680	0.505	ekscentrik
screwdriver	0.520	0.519	0.439	odvijač
screwed	0.302	0.520	0.464	sjeban
screwy	0.344	0.596	0.450	zeznut
screwyou	0.260	0.647	0.509	jebi se
scribble	0.429	0.453	0.358	škrabotine
scribe	0.541	0.264	0.491	pisar
scrimmage	0.367	0.660	0.411	krkljanac
scrip	0.430	0.462	0.455	cedulja
script	0.610	0.450	0.527	skripta
scriptural	0.551	0.250	0.596	biblijski
scripture	0.745	0.270	0.630	sveto pismo
scroll	0.375	0.630	0.409	svitak
scrotum	0.396	0.653	0.361	skrotum
scrounge	0.210	0.565	0.397	iskopati
scrounger	0.323	0.490	0.358	škrabac
scrub	0.417	0.420	0.500	pročišćavati
scruffy	0.194	0.435	0.176	otrcan
scrumptious	0.959	0.650	0.566	divan
scrupulous	0.545	0.685	0.602	savjestan
scrutinize	0.458	0.587	0.573	proučavati
scrutiny	0.500	0.653	0.658	pomno ispitivanje
scuba	0.542	0.494	0.456	ronjenje
scuff	0.165	0.560	0.376	natikača
scuffle	0.146	0.800	0.529	tučnjava
scullery	0.469	0.337	0.353	posuđe
sculptor	0.653	0.431	0.694	kipar
sculpture	0.750	0.346	0.490	skulptura
sculptured	0.708	0.373	0.557	isklesan
scum	0.357	0.380	0.218	bagra
scumbag	0.240	0.591	0.278	đubre
scurry	0.398	0.647	0.509	juriti
scurvy	0.354	0.462	0.312	skorbut
scuttle	0.438	0.398	0.430	potopiti se
sea	0.833	0.353	0.589	more
seaboard	0.663	0.356	0.507	morska obala
seafood	0.656	0.500	0.328	plodovi mora
seagull	0.635	0.245	0.314	galeb
seal	0.490	0.218	0.518	pečat
seals	0.412	0.241	0.402	tuljani
seam	0.427	0.250	0.414	šav
seaman	0.520	0.510	0.672	pomorac
seamless	0.459	0.140	0.302	bez šavova
seamstress	0.535	0.288	0.389	krojačica
seaport	0.594	0.317	0.491	morska luka
sear	0.490	0.553	0.600	pržiti
search	0.635	0.580	0.462	traži
searching	0.534	0.657	0.466	traženje
searchlight	0.622	0.510	0.552	reflektor
seared	0.229	0.410	0.398	spržen
seashore	0.796	0.310	0.375	morska obala
seasick	0.115	0.683	0.245	morska bolest
seaside	0.887	0.520	0.508	Primorsko
season	0.792	0.410	0.519	sezona
seasonal	0.592	0.273	0.305	sezonski
seasoned	0.812	0.570	0.509	začinjena
seasoning	0.633	0.388	0.479	začin
seat	0.542	0.281	0.434	sjedalo
seatbelt	0.656	0.314	0.726	pojas
seating	0.552	0.265	0.286	sjedenje
seawater	0.760	0.197	0.491	morska voda
seaweed	0.446	0.286	0.382	alge
sec	0.490	0.385	0.380	sek
secession	0.323	0.561	0.509	otcjepljenja
secluded	0.357	0.265	0.240	osamljen
seclusion	0.230	0.558	0.505	povučenost
second	0.490	0.210	0.250	drugi
second cousin	0.698	0.360	0.441	drugi rođak
secondary	0.636	0.375	0.260	sekundarni
secondhand	0.194	0.389	0.283	druga ruka
secrecy	0.294	0.549	0.475	tajnost
secret	0.479	0.580	0.509	tajna
secretariat	0.518	0.459	0.597	tajništvo
secretary	0.612	0.426	0.561	tajnica
secrete	0.427	0.567	0.518	lučiti
secretion	0.354	0.582	0.529	lučenje
secretive	0.390	0.250	0.538	tajnovit
secretly	0.525	0.404	0.479	tajno
sect	0.265	0.667	0.526	sekta
sectarian	0.260	0.606	0.517	sektaški
section	0.500	0.269	0.421	odjeljak
sectional	0.427	0.415	0.464	sekcijski
sector	0.594	0.190	0.569	sektor
secular	0.463	0.461	0.520	svjetovni
secularism	0.367	0.440	0.559	sekularizam
secure	0.844	0.380	0.914	siguran
securities	0.750	0.304	0.852	vrijednosni papiri
security	0.837	0.360	0.821	sigurnosti
sedan	0.480	0.423	0.680	limuzina
sedate	0.656	0.157	0.345	trijezan
sedation	0.510	0.270	0.398	sedacija
sedative	0.314	0.273	0.352	sedativ
sedentary	0.292	0.185	0.273	sjedeći
sedge	0.406	0.396	0.339	šaš
sediment	0.438	0.306	0.372	sediment
sedimentary	0.398	0.265	0.500	sedimentni
sedition	0.327	0.557	0.591	pobuna
seduce	0.462	0.864	0.689	zavesti
seducer	0.704	0.812	0.775	zavodnik
seducing	0.569	0.794	0.708	zavodljiv
seduction	0.510	0.891	0.618	zavođenje
seductive	0.771	0.821	0.667	zavodljiv
see	0.635	0.269	0.312	vidjeti
seed	0.656	0.135	0.306	sjeme
seedling	0.406	0.343	0.423	sadnica
seeds	0.731	0.269	0.418	sjemenke
seedy	0.229	0.390	0.325	sjemenast
seek	0.622	0.429	0.482	tražiti
seeker	0.646	0.464	0.553	tragač
seem	0.471	0.302	0.298	činiti se
seemingly	0.490	0.410	0.356	naizgled
seer	0.604	0.481	0.740	vidjelica
seesaw	0.570	0.559	0.410	klackalica
seething	0.312	0.821	0.642	uzavrelo
segment	0.469	0.290	0.440	segment
segregate	0.290	0.627	0.440	odvojiti
segregated	0.164	0.575	0.411	odvojeni
segregation	0.302	0.545	0.390	segregacija
seismic	0.323	0.925	0.578	seizmički
seize	0.656	0.644	0.673	zaplijeniti
seizure	0.177	0.775	0.462	napadaj
seldom	0.323	0.379	0.287	rijetko
select	0.615	0.406	0.602	Odaberi
selection	0.594	0.340	0.595	izbor
selective	0.612	0.347	0.706	selektivno
selectman	0.552	0.547	0.609	izbornik
selenium	0.469	0.408	0.336	selen
self	0.704	0.370	0.500	sebe
selfharm	0.350	0.620	0.407	samoozljeđivanje
selfish	0.061	0.637	0.495	sebičan
selfishness	0.200	0.686	0.453	sebičnost
selfless	0.521	0.235	0.396	nesebičan
selflove	0.854	0.630	0.661	ljubav prema samome sebi
selfworth	0.704	0.460	0.594	vlastita vrijednost
sell	0.618	0.608	0.605	prodavati
seller	0.635	0.471	0.635	prodavač
sellout	0.398	0.490	0.465	rasprodaja
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantika
semaphore	0.552	0.374	0.598	semafor
semblance	0.500	0.471	0.442	prividnost
semen	0.500	0.755	0.471	sjeme
semester	0.521	0.327	0.482	semestar
semi	0.296	0.345	0.304	polu
semiautomatic	0.469	0.510	0.522	poluautomatski
semicolon	0.378	0.255	0.318	točka i zarez
seminal	0.459	0.413	0.566	sjemenski
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	sjemenište
semiotics	0.449	0.417	0.596	semiotika
senate	0.490	0.349	0.836	senat
senator	0.391	0.422	0.821	senator
send	0.663	0.480	0.537	poslati
sender	0.542	0.449	0.509	pošiljatelj
senescence	0.378	0.456	0.394	starenje
senile	0.280	0.211	0.305	senilan
senior	0.561	0.415	0.536	stariji
seniority	0.408	0.427	0.602	radni staž
senor	0.527	0.217	0.630	senjor
senorita	0.765	0.550	0.500	senjorita
sensation	0.781	0.663	0.673	osjećaj
sensational	0.938	0.827	0.858	senzacionalan
sense	0.781	0.417	0.474	osjećaj
senseless	0.125	0.388	0.136	besmislen
senses	0.740	0.461	0.693	osjetila
sensibility	0.583	0.423	0.448	osjećajnost
sensible	0.625	0.454	0.312	razuman
sensibly	0.786	0.337	0.396	razumno
sensitive	0.714	0.426	0.254	osjetljiv
sensitivity	0.750	0.417	0.395	osjetljivost
sensor	0.571	0.377	0.542	senzor
sensory	0.583	0.480	0.442	osjetilni
sensual	0.730	0.790	0.642	senzualan
sensuality	0.844	0.840	0.632	senzualnost
sensuous	0.854	0.798	0.625	senzualan
sentence	0.625	0.265	0.548	rečenica
sentencing	0.120	0.782	0.561	izricanje kazne
sentient	0.583	0.417	0.363	osjećajan
sentiment	0.765	0.451	0.639	sentiment
sentimental	0.583	0.378	0.312	sentimentalan
sentimentality	0.771	0.548	0.319	sentimentalnost
sentinel	0.531	0.602	0.845	stražar
sentry	0.470	0.547	0.684	stražar
separable	0.469	0.390	0.368	odvojiv
separate	0.240	0.514	0.349	odvojiti
separately	0.310	0.365	0.368	odvojeno
separation	0.198	0.592	0.409	odvajanje
separatist	0.245	0.627	0.537	separatist
sepia	0.448	0.270	0.345	sepija
sepsis	0.229	0.452	0.327	sepsa
sept	0.521	0.333	0.361	ruj
septic	0.281	0.462	0.425	septički
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	nastavak
sequence	0.543	0.350	0.529	slijed
sequent	0.531	0.423	0.591	sljedstven
sequestered	0.160	0.863	0.427	sekvestriran
sequestration	0.177	0.860	0.500	sekvestracija
serenade	0.875	0.570	0.491	serenada
serendipity	0.677	0.413	0.500	dogodjaj sretnog slučajnog otkrivanja
serene	0.802	0.132	0.370	spokojan
serenity	0.900	0.122	0.557	spokoj
sergeant	0.408	0.600	0.833	narednik
serial	0.469	0.350	0.472	serijski
serialize	0.500	0.455	0.593	serijalizirati
series	0.622	0.431	0.420	niz
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	ozbiljan
seriousness	0.439	0.365	0.750	ozbiljnost
sermon	0.417	0.507	0.615	propovijed
serpent	0.115	0.696	0.679	zmija
serpentine	0.576	0.646	0.329	serpentina
serrated	0.388	0.435	0.418	nazubljeni
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	sluga
serve	0.622	0.400	0.384	poslužiti
server	0.656	0.356	0.536	poslužitelj
service	0.684	0.408	0.535	servis
serviceable	0.834	0.400	0.684	uslužan
servile	0.439	0.327	0.415	sluganski
servitude	0.250	0.490	0.250	ropstvo
sesame	0.673	0.250	0.382	sezam
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	sjednica
sessions	0.646	0.578	0.650	sjednice
set	0.521	0.482	0.630	postaviti
setback	0.198	0.451	0.250	nazadak
sett	0.560	0.413	0.500	postaviti
setter	0.541	0.455	0.473	seter
settle	0.833	0.520	0.772	podmiriti se
settled	0.521	0.510	0.473	namireni
settlement	0.635	0.412	0.723	naselje
settler	0.573	0.453	0.519	naseljenik
settlor	0.531	0.434	0.534	naseljenik
setup	0.667	0.398	0.635	postaviti
seven	0.672	0.265	0.373	sedam
seventeen	0.585	0.296	0.321	sedamnaest
seventh	0.500	0.245	0.288	sedmi
seventy	0.625	0.353	0.446	sedamdeset
sever	0.156	0.635	0.451	razdvojiti
severable	0.406	0.451	0.398	odvojiv
severally	0.719	0.298	0.600	pojedinačno
severance	0.396	0.620	0.541	raskid
severe	0.164	0.735	0.635	teški
severely	0.219	0.673	0.700	ozbiljno
severity	0.260	0.712	0.661	ozbiljnost
sew	0.510	0.340	0.340	sašiti
sewage	0.255	0.343	0.339	kanalizacija
sewer	0.286	0.367	0.282	odvodni kanal
sewerage	0.208	0.450	0.198	kanalizacija
sewing	0.625	0.337	0.356	šivanje
sex	0.803	0.939	0.704	seks
sexist	0.255	0.798	0.411	seksistički
sexual	0.584	0.959	0.640	spolni
sexuality	0.670	0.898	0.657	seksualnost
sexy	0.865	0.945	0.802	seksi
shabby	0.235	0.519	0.259	otrcan
shack	0.396	0.425	0.339	koliba
shackle	0.276	0.580	0.414	okov
shade	0.388	0.265	0.278	hlad
shades	0.490	0.300	0.380	nijanse
shading	0.420	0.324	0.318	sjenčanje
shadow	0.302	0.343	0.158	sjena
shadowy	0.135	0.373	0.330	sjenovito
shady	0.323	0.509	0.375	sjenovit
shaft	0.549	0.275	0.472	vratilo
shag	0.417	0.462	0.340	drhtati
shaggy	0.510	0.302	0.321	ispucao
shake	0.439	0.689	0.539	tresti
shakedown	0.286	0.692	0.481	protresanje
shaken	0.344	0.657	0.333	uzdrman
shaker	0.520	0.728	0.518	tresilica
shaking	0.275	0.849	0.255	tresući se
shaky	0.260	0.734	0.223	klimav
shall	0.510	0.385	0.412	treba
shallow	0.427	0.298	0.351	plitko
shallows	0.388	0.368	0.368	plićaci
sham	0.354	0.602	0.395	varka
shaman	0.490	0.531	0.604	šaman
shambles	0.271	0.696	0.287	nesreće
shame	0.060	0.670	0.155	sram
shamed	0.135	0.567	0.218	posramljen
shameful	0.040	0.680	0.264	sramotno
shameless	0.274	0.713	0.407	besraman
shampoo	0.604	0.180	0.250	šampon
shanghai	0.551	0.450	0.509	šangaj
shank	0.530	0.393	0.286	koljenica
shanty	0.427	0.459	0.255	straćara
shape	0.592	0.240	0.422	oblik
shapely	0.771	0.441	0.830	oblikovana
shard	0.388	0.407	0.426	krhotina
share	0.759	0.548	0.545	udio
shareholder	0.656	0.632	0.915	dioničar
sharing	0.827	0.462	0.545	dijeljenje
