English Word	Valence	Arousal	Dominance	Basque Word
tragedy	0.052	0.843	0.340	tragedia
tragic	0.048	0.904	0.396	tragikoa
trail	0.600	0.322	0.455	arrastoa
trailer	0.541	0.490	0.473	trailerra
train	0.666	0.705	0.620	trena
train set	0.604	0.598	0.464	tren multzoa
trained	0.771	0.538	0.645	trebatu
trainee	0.627	0.408	0.352	praktiketakoa
trainer	0.698	0.719	0.824	prestatzailea
training	0.714	0.776	0.788	prestakuntza
trait	0.469	0.365	0.453	ezaugarria
traitor	0.112	0.796	0.491	traidore
traitorous	0.073	0.745	0.412	traidore
trajectory	0.653	0.558	0.779	ibilbidea
tram	0.667	0.628	0.492	tranbia
tramp	0.108	0.510	0.182	tranpa
trample	0.235	0.764	0.562	zapaldu
trampoline	0.604	0.690	0.391	ohe elastikoa
tramway	0.615	0.538	0.543	tranbia
trance	0.469	0.481	0.382	trantzea
tranquil	0.917	0.094	0.355	lasai
tranquility	0.840	0.135	0.442	lasaitasuna
tranquilizer	0.510	0.236	0.596	lasaigarri
transact	0.521	0.625	0.680	negoziatu
transaction	0.650	0.577	0.579	transakzioa
transatlantic	0.724	0.596	0.706	transatlantikoa
transceiver	0.510	0.490	0.537	transceptor
transcend	0.604	0.771	0.726	gainditu
transcendence	0.656	0.608	0.754	transzendentzia
transcendent	0.667	0.600	0.824	transzendentea
transcendental	0.635	0.652	0.842	transzendentala
transcribe	0.500	0.394	0.573	transkribatu
transcriber	0.490	0.420	0.615	transkribatzailea
transcript	0.639	0.398	0.528	transkripzioa
transcription	0.592	0.455	0.615	transkripzioa
transfer	0.702	0.490	0.519	transferentzia
transference	0.592	0.294	0.551	transferentzia
transferred	0.480	0.450	0.409	transferitu
transfixed	0.427	0.660	0.528	trabatua
transform	0.735	0.667	0.696	eraldatu
transformation	0.796	0.618	0.770	eraldaketa
transformer	0.582	0.582	0.723	transformadore
transfusion	0.417	0.730	0.557	transfusioa
transgression	0.158	0.890	0.611	transgresioa
transient	0.510	0.405	0.430	iragankorra
transistor	0.480	0.480	0.444	transistorea
transit	0.439	0.590	0.588	garraioa
transition	0.605	0.561	0.558	trantsizioa
transitional	0.573	0.472	0.491	trantsiziozkoa
transitive	0.479	0.377	0.414	iragankorra
transitory	0.438	0.450	0.407	iragankorra
translate	0.604	0.423	0.462	itzuli
translation	0.633	0.435	0.598	itzulpena
translator	0.760	0.412	0.473	itzultzailea
translocation	0.367	0.612	0.564	lekualdaketa
translucent	0.600	0.500	0.389	zeharrargitsuak
transmission	0.688	0.490	0.611	transmisio
transmit	0.836	0.581	0.673	transmititu
transmitter	0.520	0.511	0.719	igorlea
transmutation	0.438	0.740	0.737	transmutazioa
transom	0.375	0.385	0.417	trabesia
transparency	0.847	0.260	0.587	gardentasuna
transparent	0.542	0.330	0.667	gardena
transplant	0.445	0.806	0.620	transplantea
transplantation	0.531	0.694	0.610	transplantea
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	garraioa
transportation	0.667	0.560	0.472	garraioa
transporter	0.615	0.625	0.750	garraiolari
transpose	0.440	0.585	0.467	transposatu
transposition	0.312	0.451	0.555	transposizioa
transsexual	0.264	0.815	0.423	transexuala
transverse	0.429	0.429	0.525	zeharkakoa
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	tranpa
trapdoor	0.094	0.670	0.462	tranpa
trapeze	0.542	0.625	0.566	trapezioa
trapped	0.135	0.615	0.380	harrapatuta
trapper	0.296	0.654	0.491	tranpalari
trapping	0.333	0.621	0.491	harrapatzea
trappings	0.458	0.462	0.370	harrapaketa
traps	0.235	0.673	0.481	tranpak
trash	0.163	0.541	0.154	zabor
trashy	0.071	0.380	0.161	zaborra
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatikoa
travail	0.500	0.677	0.620	traba
travel	0.931	0.689	0.535	bidaiatu
traveler	0.837	0.571	0.700	bidaiari
traveling	0.900	0.750	0.582	bidaiatzen
traverse	0.571	0.590	0.629	gurutzatu
travesty	0.354	0.644	0.407	parodia
trawl	0.255	0.590	0.464	arrastea
trawler	0.316	0.430	0.405	arrasteontzia
tray	0.549	0.250	0.345	erretilu
treacherous	0.112	0.815	0.402	traidore
treachery	0.104	0.852	0.448	traizioa
tread	0.510	0.520	0.426	zapaldu
treadmill	0.459	0.636	0.436	zinta
treason	0.094	0.806	0.552	traizioa
treasure	0.927	0.592	0.821	altxorra
treasured	0.849	0.471	0.730	altxorra
treasurer	0.694	0.456	0.755	diruzaina
treasures	0.867	0.771	0.842	altxorrak
treasury	0.812	0.541	0.736	diruzaintza
treat	0.573	0.571	0.436	tratatu
treatable	0.780	0.302	0.560	tratagarriak
treatise	0.604	0.407	0.613	tratatua
treatment	0.663	0.386	0.620	tratamendua
treaty	0.646	0.382	0.667	itun
treble	0.358	0.471	0.466	agudoa
tree	0.670	0.118	0.442	zuhaitza
trees	0.653	0.137	0.537	zuhaitzak
trek	0.469	0.530	0.535	ibilaldia
trellis	0.299	0.500	0.389	sakabana
tremble	0.177	0.878	0.388	dardara
trembling	0.177	0.824	0.324	dardarka
tremendous	0.600	0.888	0.773	izugarria
tremendously	0.719	0.722	0.661	izugarri
tremor	0.104	0.833	0.455	dardara
trench	0.429	0.760	0.429	lubakia
trend	0.625	0.458	0.706	joera
trending	0.750	0.472	0.600	joeran
trendy	0.713	0.520	0.536	modan
trepidation	0.582	0.594	0.464	ikara
trespass	0.229	0.670	0.613	iruzurra
triad	0.469	0.413	0.528	hirukotea
triage	0.398	0.433	0.479	triajea
trial	0.438	0.663	0.612	epaiketa
triangle	0.562	0.269	0.352	triangelua
triangular	0.430	0.320	0.397	triangeluarra
triangulate	0.408	0.380	0.517	triangelatu
triathlon	0.521	0.853	0.663	triatloia
tribal	0.417	0.404	0.482	tribal
tribe	0.664	0.486	0.516	tribua
tribulation	0.448	0.612	0.484	tribulazioa
tribunal	0.410	0.670	0.797	auzitegi
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	ibaiadarra
tribute	0.684	0.573	0.700	omenaldia
trick	0.542	0.700	0.409	trikimailua
trickery	0.146	0.798	0.336	trikimailu
trickle	0.500	0.196	0.231	zirriborroa
trickster	0.375	0.680	0.446	trikimailu
tricky	0.219	0.651	0.500	delikatua
tricycle	0.633	0.402	0.368	trizikloa
trident	0.403	0.606	0.609	tridente
trifle	0.271	0.296	0.221	huskeria
trifling	0.375	0.418	0.183	huskeria
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	trigger
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	bilioi
trilogy	0.615	0.520	0.664	trilogia
trim	0.500	0.466	0.430	moztu
trimester	0.783	0.336	0.538	hiruhilekoa
trimmer	0.260	0.548	0.529	mozgailu
trimming	0.500	0.478	0.325	moztea
trine	0.396	0.365	0.317	trinoa
trinity	0.635	0.346	0.660	trinitatea
trinket	0.521	0.352	0.368	trinketa
trio	0.521	0.613	0.473	hirukotea
trip	0.875	0.643	0.538	bidaia
tripartite	0.500	0.480	0.539	hirukoa
tripe	0.312	0.361	0.438	tripakiak
triple	0.585	0.385	0.481	hirukoitza
triplet	0.622	0.510	0.618	hirukote
triplicate	0.684	0.545	0.717	hirukoiztu
tripod	0.406	0.388	0.483	tripodea
tripping	0.276	0.594	0.293	estropezuka
trite	0.458	0.418	0.290	banaka
tritium	0.412	0.471	0.422	tritioa
triumph	0.969	0.798	0.926	garaile
triumphant	0.949	0.837	0.972	garaile
trivia	0.690	0.490	0.473	bitxikeriak
trivial	0.406	0.387	0.337	hutsala
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	orga
trombone	0.562	0.500	0.500	tronboia
troop	0.375	0.696	0.750	tropa
trooper	0.458	0.694	0.713	tropa
troops	0.385	0.718	0.804	tropak
trophy	0.947	0.643	0.676	garaikurra
tropic	0.740	0.529	0.536	tropikoa
tropical	0.740	0.461	0.509	tropikalak
tropics	0.740	0.383	0.412	tropikoak
trot	0.531	0.664	0.396	trosta
trouble	0.135	0.811	0.452	arazoak
troubled	0.167	0.627	0.385	nazkatuta
troublemaker	0.260	0.900	0.596	arazogile
troubles	0.051	0.854	0.269	arazoak
troublesome	0.283	0.894	0.404	gogaikarria
trough	0.500	0.308	0.340	aska
troupe	0.625	0.406	0.557	tropela
trousers	0.625	0.314	0.442	galtzak
trout	0.516	0.387	0.298	amuarraina
trowel	0.470	0.418	0.250	paleta
truce	0.688	0.441	0.453	tregua
truck	0.531	0.368	0.546	kamioia
trucker	0.494	0.609	0.500	kamioilari
truckload	0.480	0.450	0.534	kamioi karga
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	egia
truelove	0.860	0.600	0.587	benetako maitasuna
truffle	0.677	0.323	0.418	trufa
truism	0.521	0.422	0.480	truismoa
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	tronpeta
trumpeter	0.673	0.600	0.676	tronpeta-jolea
truncate	0.323	0.600	0.412	moztu
truncated	0.316	0.602	0.439	moztuta
trundle	0.507	0.270	0.414	trunko
trunk	0.271	0.167	0.404	enborra
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	konfiantza
trustee	0.531	0.442	0.658	fidatzailea
trusting	0.857	0.508	0.750	konfiantzaz
trustworthy	0.969	0.315	0.824	fidagarria
trusty	0.863	0.398	0.696	fidagarria
truth	0.971	0.400	0.685	egia
truthful	0.708	0.467	0.807	egiazkoa
truthfulness	0.920	0.549	0.808	egiazkotasuna
try	0.604	0.551	0.556	saiatu
tryout	0.459	0.539	0.472	probatu
tryouts	0.490	0.602	0.594	probak
tsunami	0.042	0.944	0.684	tsunamia
tub	0.449	0.235	0.265	tina
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	hodia
tuberculosis	0.214	0.519	0.424	tuberkulosia
tubing	0.438	0.363	0.358	hodiak
tubular	0.458	0.361	0.464	tubularra
tubule	0.500	0.330	0.333	hodi
tuck	0.367	0.473	0.361	zulatu
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	asteartea
tufted	0.500	0.510	0.406	tufkatua
tug	0.320	0.604	0.558	sokatira
tugboat	0.271	0.510	0.652	atoiontzia
tuition	0.531	0.372	0.436	irakaskuntza
tulip	0.730	0.189	0.356	tulipa
tumble	0.276	0.556	0.272	erori
tumbler	0.520	0.260	0.352	edalontzia
tumbleweed	0.312	0.471	0.427	tupleweed
tummy	0.427	0.365	0.230	sabela
tumor	0.102	0.664	0.324	tumorea
tumour	0.092	0.627	0.464	tumorea
tumult	0.271	0.640	0.636	zalaparta
tumultuous	0.208	0.622	0.590	nahasia
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	hegaluzea
tunable	0.510	0.364	0.582	sintonizagarria
tune	0.708	0.479	0.426	doinua
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	afinazioa
tunnel	0.312	0.490	0.412	tunel
turban	0.469	0.386	0.426	turbantea
turbidity	0.184	0.607	0.393	uhertasuna
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turboa
turbulence	0.062	0.922	0.532	turbulentzia
turbulent	0.302	0.792	0.612	nahasia
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	belarra
turkey	0.634	0.245	0.247	indioilarra
turmeric	0.542	0.316	0.312	turmeric
turmoil	0.198	0.888	0.417	zalaparta
turn	0.531	0.398	0.482	buelta
turnaround	0.560	0.654	0.407	biratu
turned	0.630	0.538	0.583	buelta emanda
turning	0.510	0.684	0.420	bueltaka
turnip	0.561	0.183	0.254	arbia
turnkey	0.531	0.382	0.427	giltza eskuan
turnoff	0.312	0.560	0.327	itzali
turnout	0.641	0.692	0.898	parte hartzea
turnover	0.490	0.392	0.512	fakturazioa
turnpike	0.459	0.434	0.462	bidegorria
turntable	0.531	0.455	0.406	turntable
turpentine	0.320	0.539	0.571	trementina
turquoise	0.786	0.226	0.357	turkesa
turret	0.494	0.500	0.588	dorretxoa
turtle	0.291	0.102	0.271	dortoka
turtleneck	0.583	0.398	0.327	lepokoa
tussle	0.333	0.919	0.691	liskar
tutelage	0.393	0.442	0.609	tutoretza
tutor	0.750	0.346	0.826	tutore
tutoring	0.663	0.402	0.702	tutoretza
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smokinga
tv	0.622	0.380	0.393	telebista
twain	0.541	0.255	0.370	bi
twat	0.292	0.459	0.404	txora
twats	0.406	0.588	0.383	txorak
tweak	0.440	0.462	0.452	moldatu
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	txioa
tweezers	0.493	0.408	0.295	pintzak
twelfth	0.521	0.292	0.527	hamabigarrena
twelve	0.490	0.298	0.412	hamabi
twentieth	0.469	0.297	0.346	hogeigarrena
twenty	0.520	0.292	0.286	hogei
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	adarra
twilight	0.622	0.341	0.633	ilunabarrean
twill	0.449	0.415	0.353	sarga
twin	0.688	0.363	0.453	bikia
twine	0.521	0.380	0.337	hari
twinge	0.316	0.720	0.471	txinga
twinkle	0.719	0.724	0.610	dirdira
twins	0.760	0.473	0.602	bikiak
twirl	0.552	0.647	0.409	biraka
twist	0.375	0.469	0.337	bihurritu
twisted	0.071	0.736	0.311	bihurritua
twister	0.330	0.680	0.647	bihurritu
twit	0.194	0.653	0.198	txit
twitch	0.510	0.740	0.548	kikildu
twitching	0.292	0.700	0.482	dardarka
twitchy	0.094	0.918	0.281	kikildu
two	0.520	0.200	0.404	bi
two step	0.583	0.314	0.327	bi urrats
twofaced	0.387	0.620	0.384	bi aurpegi
twofold	0.573	0.333	0.551	bikoitza
twosome	0.583	0.544	0.500	bikote
tycoon	0.682	0.596	0.867	magnate
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	mota
typewriter	0.542	0.373	0.418	idazmakina
typhoid	0.265	0.458	0.401	tifoidea
typhoon	0.323	0.796	0.697	tifoia
typical	0.635	0.206	0.426	tipikoa
typically	0.569	0.377	0.559	normalean
typist	0.551	0.559	0.528	mekanografoa
typo	0.224	0.415	0.255	akatsa
typography	0.480	0.334	0.574	tipografia
tyrannical	0.167	0.860	0.731	tiranikoa
tyranny	0.112	0.792	0.705	tirania
tyrant	0.115	0.850	0.683	tiranoa
tyre	0.480	0.358	0.407	pneumatiko
ubiquitous	0.635	0.571	0.884	nonahikoa
ubiquity	0.578	0.490	0.595	nonahikotasuna
ugliness	0.094	0.407	0.267	itsuskeria
ugly	0.167	0.630	0.254	itsusia
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukelelea
ulcer	0.286	0.596	0.377	ultzera
ulterior	0.375	0.509	0.490	gerokoa
ultimate	0.648	0.645	0.544	azkena
ultimately	0.385	0.480	0.558	azken batean
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	azkena
ultrasound	0.573	0.594	0.600	ultrasoinu
ultraviolet	0.604	0.448	0.673	ultramorea
umbilical	0.398	0.406	0.333	zilbor
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	aterkia
umpire	0.520	0.592	0.755	arbitro
umpteen	0.510	0.460	0.611	hamaika
unabashed	0.292	0.614	0.488	lotsagabe
unabated	0.532	0.420	0.466	etenik gabe
unable	0.132	0.459	0.193	ezin
unacceptable	0.133	0.479	0.330	onartezina
unaccompanied	0.292	0.376	0.297	lagundu gabe
unaccountable	0.180	0.600	0.543	konturik gabe
unaccounted	0.410	0.338	0.361	konturatu gabe
unacknowledged	0.240	0.269	0.116	aitortu gabe
unadulterated	0.570	0.420	0.528	adulteratu gabe
unaffected	0.542	0.265	0.571	eragin gabe
unafraid	0.500	0.520	0.655	beldurrik gabe
unaided	0.290	0.410	0.336	laguntzarik gabe
unaltered	0.571	0.269	0.598	aldatu gabe
unambiguous	0.406	0.390	0.578	anbiguorik gabe
unanimity	0.490	0.407	0.706	aho batez
unanimous	0.656	0.380	0.682	aho batez
unanimously	0.686	0.333	0.738	aho batez
unannounced	0.240	0.588	0.291	iragarri gabe
unanswered	0.276	0.361	0.219	erantzun gabe
unanticipated	0.255	0.775	0.327	ustekabean
unappreciated	0.143	0.431	0.209	estimatu gabekoa
unapproved	0.184	0.471	0.254	onartu gabe
unarmed	0.427	0.420	0.241	armarik gabe
unassisted	0.302	0.320	0.211	laguntzarik gabe
unassuming	0.490	0.230	0.471	ustegabea
unattached	0.192	0.439	0.283	lotu gabe
unattainable	0.220	0.635	0.571	lor ezina
unattended	0.255	0.400	0.167	arretarik gabe
unattractive	0.177	0.307	0.208	ez erakargarria
unauthorized	0.260	0.448	0.259	baimenik gabe
unavailable	0.323	0.281	0.159	erabilgarri ez
unavoidable	0.350	0.580	0.445	saihestezina
unaware	0.208	0.355	0.310	jakin gabe
unbalanced	0.302	0.596	0.343	desorekatua
unbearable	0.125	0.798	0.447	jasanezina
unbeatable	0.735	0.719	0.681	paregabea
unbeaten	0.854	0.760	0.828	garaitu gabe
unbecoming	0.123	0.471	0.288	desegokia
unbelief	0.265	0.582	0.407	sinesgaitza
unbelievable	0.771	0.790	0.717	sinesgaitza
unbiased	0.625	0.378	0.618	alboragabea
unborn	0.312	0.300	0.216	jaio gabeko
unbound	0.354	0.402	0.283	lotu gabe
unbounded	0.646	0.600	0.736	mugagabea
unbreakable	0.653	0.573	0.759	hautsi ezina
unbridled	0.396	0.759	0.448	neurrigabea
unbroken	0.550	0.224	0.602	eten gabe
unbutton	0.479	0.539	0.311	botoia askatu
uncalled	0.344	0.294	0.222	deitu gabe
uncanny	0.469	0.461	0.430	bitxia
uncaring	0.177	0.245	0.321	arduragabea
uncensured	0.438	0.649	0.509	zentsuratu gabe
uncertain	0.363	0.500	0.164	ziurgabe
uncertainty	0.064	0.494	0.282	ziurgabetasuna
unchallenged	0.552	0.394	0.545	zalantzan jarri gabe
unchangeable	0.375	0.442	0.709	aldaezina
unchanged	0.490	0.204	0.237	aldatu gabe
uncharted	0.188	0.406	0.413	aurkitu gabekoa
uncherished	0.250	0.412	0.280	estimatu gabea
uncivilized	0.133	0.600	0.400	zibilizatugabea
unclaimed	0.316	0.346	0.278	erreklamatu gabekoa
uncle	0.653	0.255	0.578	osaba
unclean	0.133	0.529	0.134	zikinak
unclear	0.229	0.463	0.202	argigabea
uncomfortable	0.188	0.610	0.214	deseroso
uncommon	0.459	0.429	0.373	ezohikoa
uncommonly	0.626	0.490	0.778	ezohikoa
uncomplicated	0.740	0.260	0.453	konplexurik gabe
uncompromising	0.320	0.531	0.613	konpromezurik gabe
unconcerned	0.562	0.283	0.298	arduragabe
unconditional	0.760	0.493	0.715	baldintzarik gabekoa
unconfirmed	0.334	0.321	0.339	baieztatu gabe
unconnected	0.188	0.265	0.213	lotu gabe
unconscionable	0.208	0.618	0.429	zentzugabea
unconscious	0.240	0.356	0.195	inkontzientea
unconsciousness	0.177	0.440	0.121	inkontzientzia
unconstitutional	0.230	0.588	0.491	Konstituzioaren aurkakoa
unconstrained	0.653	0.640	0.635	mugagabea
uncontested	0.510	0.471	0.689	eztabaidaezina
uncontrollable	0.265	0.790	0.626	kontrolaezina
uncontrolled	0.188	0.891	0.544	kontrolik gabe
unconventional	0.177	0.509	0.288	ez-konbentzionala
unconvinced	0.409	0.458	0.228	konbentzitu gabe
unconvincing	0.190	0.532	0.144	sinesgaitza
uncooked	0.312	0.321	0.241	egosi gabe
uncooperative	0.250	0.422	0.246	ez-kooperatiboa
uncorrelated	0.333	0.327	0.316	korrelaziorik gabekoa
uncouth	0.080	0.761	0.350	lodia
uncover	0.771	0.552	0.648	agerian
uncritical	0.480	0.367	0.412	akritikoa
uncut	0.448	0.422	0.278	moztu gabe
undead	0.367	0.635	0.406	hil gabekoak
undecided	0.286	0.433	0.127	erabaki gabe
undefeated	0.833	0.752	0.825	garaitu gabe
undefined	0.260	0.418	0.350	definitu gabe
undeniable	0.552	0.473	0.778	ukaezina
underage	0.469	0.461	0.300	adingabeak
underbelly	0.406	0.423	0.361	sabela
undercover	0.388	0.627	0.483	ezkutuan
undercurrent	0.357	0.582	0.520	azpiko korrontea
underdog	0.250	0.410	0.226	azpiko
underestimate	0.413	0.464	0.193	gutxietsi
undergo	0.398	0.554	0.339	jasan
undergraduate	0.583	0.500	0.559	graduondokoa
underground	0.396	0.455	0.452	lurpean
underhanded	0.188	0.415	0.527	azpian
underlay	0.521	0.365	0.458	azpikoa
underlie	0.323	0.378	0.275	azpian
underline	0.480	0.412	0.509	azpimarratu
underlying	0.480	0.445	0.452	azpian
undermine	0.316	0.491	0.413	ahuldu
undermined	0.365	0.409	0.394	ahuldu
underneath	0.450	0.265	0.158	azpian
underpaid	0.146	0.413	0.209	gutxi ordainduta
underpants	0.448	0.473	0.276	galtzontziloak
underprivileged	0.167	0.449	0.172	behargabetuak
underrated	0.208	0.520	0.333	gutxietsia
underscore	0.375	0.275	0.306	azpimarratu
undersea	0.545	0.490	0.425	itsaspeko
undersecretary	0.459	0.377	0.594	idazkariordea
undersized	0.316	0.425	0.298	tamaina txikikoa
understaffed	0.148	0.444	0.302	langile gutxi
understand	0.760	0.374	0.643	ulertu
understandable	0.776	0.363	0.566	ulergarria
understanding	0.865	0.304	0.689	ulermena
understatement	0.347	0.480	0.473	gutxiespena
understood	0.780	0.441	0.686	ulertu
understudy	0.378	0.402	0.420	beheko ikasketak
undertake	0.796	0.702	0.754	konpromisoa hartu
undertaker	0.363	0.696	0.611	funeraria
undertaking	0.667	0.530	0.696	konpromisoa
undertow	0.327	0.639	0.231	ispilua
underwear	0.610	0.546	0.375	barruko arropa
underwood	0.510	0.453	0.510	egur azpian
underworld	0.177	0.676	0.613	azpimundua
underwrite	0.416	0.520	0.423	aseguru
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	merezi gabe
undesirable	0.177	0.644	0.260	desiragarria
undesired	0.156	0.441	0.235	desiragarria
undetectable	0.438	0.539	0.604	antzeman ezina
undetected	0.224	0.304	0.268	detektatu gabe
undetermined	0.265	0.256	0.353	zehaztu gabe
undeveloped	0.292	0.330	0.254	garatu gabe
undignified	0.122	0.627	0.308	duingabea
undirected	0.330	0.417	0.310	zuzendu gabe
undisclosed	0.479	0.361	0.314	ezagutarazi gabe
undiscovered	0.438	0.347	0.261	aurkitu gabe
undisputed	0.646	0.588	0.673	eztabaidaezina
undisturbed	0.725	0.287	0.434	trabarik gabe
undivided	0.510	0.380	0.490	zatiezina
undo	0.365	0.444	0.349	desegin
undoing	0.219	0.452	0.298	desegin
undoubted	0.592	0.461	0.740	dudarik gabe
undress	0.438	0.900	0.336	erantzi
undressed	0.375	0.755	0.356	jantzita
undue	0.156	0.573	0.318	bidegabe
undying	0.708	0.500	0.773	hilezin
unearned	0.177	0.340	0.213	irabazi gabe
unearth	0.427	0.635	0.545	lurratu
uneasiness	0.190	0.798	0.241	ezinegona
uneasy	0.115	0.598	0.349	ezinegona
uneducated	0.177	0.350	0.246	hezigabea
unemployed	0.094	0.481	0.230	langabezian
unemployment	0.094	0.400	0.297	langabezia
unencumbered	0.604	0.280	0.472	zamagabea
unending	0.385	0.519	0.454	amaigabea
unequal	0.118	0.433	0.202	desorekatua
unequalled	0.562	0.470	0.769	paregabea
unequivocal	0.604	0.415	0.615	zalantzarik gabe
unequivocally	0.521	0.668	0.554	zalantzarik gabe
unethical	0.104	0.433	0.269	etikoa
uneven	0.125	0.457	0.240	irregularra
uneventful	0.510	0.343	0.410	gorabeheratsua
unexpected	0.500	0.720	0.333	ustekabekoa
unexpectedly	0.354	0.759	0.462	ustekabean
unexplainable	0.260	0.448	0.610	esplikaezina
unexplained	0.271	0.531	0.349	azaldu gabe
unexplored	0.401	0.640	0.388	esploratu gabe
unfailing	0.625	0.635	0.594	hutsezina
unfair	0.173	0.472	0.190	bidegabea
unfairness	0.170	0.817	0.336	bidegabekeria
unfaithful	0.031	0.806	0.298	desleial
unfamiliar	0.219	0.558	0.273	ezezaguna
unfavorable	0.133	0.450	0.232	desegokia
unfeeling	0.235	0.377	0.345	sentigaitza
unfettered	0.569	0.650	0.586	mugarik gabe
unfinished	0.188	0.368	0.264	amaitu gabe
unfit	0.250	0.368	0.185	desegokia
unflinching	0.667	0.606	0.882	kikildu gabe
unfold	0.612	0.510	0.520	zabaldu
unfollow	0.281	0.337	0.293	jarraitu
unforeseen	0.255	0.714	0.500	ezustekoa
unforgettable	0.833	0.561	0.660	ahaztezina
unforgivable	0.276	0.743	0.490	barkaezina
unforgiving	0.406	0.630	0.793	barkaezina
unfortunate	0.073	0.487	0.195	tamalgarria
unfortunately	0.104	0.494	0.281	zoritxarrez
unfounded	0.271	0.520	0.410	funtsik gabekoa
unfreeze	0.458	0.297	0.375	desizoztu
unfriendly	0.173	0.670	0.458	lagungaitza
unfulfilled	0.184	0.426	0.268	bete gabe
unfurnished	0.316	0.333	0.272	altzaririk gabe
unglued	0.378	0.446	0.352	itsatsi gabe
ungodly	0.296	0.423	0.388	jainkogabea
ungrateful	0.219	0.461	0.275	eskergabea
unguarded	0.156	0.578	0.205	zaindu gabe
unhand	0.406	0.360	0.361	eskurik gabe
unhappiness	0.083	0.630	0.222	zorigaitza
unhappy	0.112	0.500	0.155	zorigaiztoko
unharmed	0.740	0.378	0.491	kalterik gabe
unhealthy	0.115	0.549	0.214	osasungaitza
unheard	0.344	0.539	0.500	entzun gabekoa
unhelpful	0.104	0.320	0.118	ez lagungarria
unhindered	0.729	0.441	0.725	oztoporik gabe
unholy	0.327	0.560	0.445	gaiztoa
unhook	0.375	0.592	0.310	askatu
unicorn	0.776	0.510	0.480	unicorn
unidentified	0.385	0.361	0.199	identifikatu gabe
unification	0.688	0.345	0.788	bateratzea
unified	0.729	0.439	0.764	bateratua
uniform	0.570	0.245	0.655	uniformea
uniformed	0.469	0.519	0.589	uniformedun
uniformity	0.745	0.353	0.538	uniformetasuna
