English Word	Valence	Arousal	Dominance	Yoruba Word
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	aaye
spacecraft	0.646	0.698	0.680	oko ofurufu
spaceman	0.688	0.577	0.848	spaceman
spaceship	0.643	0.781	0.664	spaceship
spacing	0.621	0.425	0.507	aaye
spacious	0.880	0.365	0.557	aláyè gbígbòòrò
spade	0.469	0.667	0.529	spade
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	àwúrúju
spammers	0.354	0.500	0.418	spammers
span	0.521	0.330	0.528	igba
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	Spaniel
spank	0.112	0.882	0.642	lẹsẹ
spanking	0.194	0.736	0.392	leta
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	apoju
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	fifẹ
spark	0.688	0.745	0.529	sipaki
sparkle	0.819	0.765	0.510	sparkle
sparkling	0.700	0.418	0.598	didan
sparkly	0.885	0.590	0.726	sparkly
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	ologoṣẹ
sparse	0.240	0.367	0.209	fọnka
spasm	0.194	0.594	0.366	spasm
spastic	0.240	0.541	0.491	spastic
spat	0.427	0.413	0.309	tutọ
spatial	0.604	0.625	0.645	aaye
spatter	0.292	0.630	0.315	spatter
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	spawn
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	sọrọ
speakeasy	0.680	0.536	0.442	sorosoro
speaker	0.604	0.660	0.723	agbọrọsọ
speakerphone	0.531	0.569	0.560	agbohunsoke
speaking	0.753	0.590	0.575	Nsoro
spear	0.510	0.601	0.500	ọkọ
spec	0.583	0.426	0.691	ni pato
special	0.844	0.602	0.730	pataki
specialist	0.760	0.562	0.877	ojogbon
speciality	0.854	0.470	0.885	pataki
specialize	0.776	0.540	0.861	pataki
specially	0.847	0.398	0.714	pataki
specialty	0.724	0.479	0.783	pataki
specie	0.583	0.471	0.650	ni pato
species	0.561	0.330	0.645	eya
specific	0.656	0.388	0.691	pato
specification	0.552	0.479	0.602	sipesifikesonu
specify	0.656	0.405	0.600	pato
specimen	0.531	0.444	0.568	apẹrẹ
speck	0.418	0.245	0.343	speki
speckled	0.449	0.263	0.254	speckled
specs	0.540	0.398	0.618	alaye lẹkunrẹrẹ
spectacle	0.812	0.745	0.762	iwoye
spectacles	0.816	0.775	0.648	spectacles
spectacular	0.947	0.740	0.887	iyanu
spectator	0.694	0.560	0.667	oluwo
specter	0.265	0.723	0.540	iwoye
spectral	0.430	0.667	0.500	julọ.Oniranran
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	spectroscopy
spectrum	0.312	0.700	0.527	julọ.Oniranran
speculate	0.398	0.602	0.553	speculate
speculation	0.325	0.683	0.394	akiyesi
speculative	0.276	0.591	0.464	arosọ
speculum	0.417	0.469	0.433	akiyesi
speech	0.656	0.470	0.688	ọrọ sisọ
speechless	0.459	0.320	0.315	aisi ẹnu
speed	0.719	0.849	0.658	iyara
speedboat	0.635	0.858	0.612	ọkọ oju omi iyara
speedily	0.688	0.740	0.665	ni kiakia
speeding	0.438	0.908	0.645	iyara
speedometer	0.427	0.549	0.579	iyara iyara
speedway	0.667	0.519	0.416	ọna iyara
speedy	0.625	0.625	0.793	iyara
spell	0.385	0.380	0.368	sipeli
spellbound	0.531	0.647	0.387	sipeli
spelling	0.594	0.357	0.398	akọtọ
spencer	0.510	0.394	0.367	Spencer
spend	0.672	0.745	0.429	na
spender	0.312	0.692	0.377	inawo
spending	0.333	0.556	0.330	inawo
spent	0.296	0.296	0.263	lo
sperm	0.396	0.706	0.453	àtọ
spew	0.260	0.651	0.573	tutọ
sphere	0.633	0.277	0.500	aaye
spherical	0.550	0.308	0.500	iyipo
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	turari
spice	0.594	0.439	0.384	turari
spicy	0.440	0.733	0.610	lata
spider	0.229	0.569	0.430	alantakun
spiders	0.260	0.696	0.368	alantakun
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	iwasoke
spiked	0.281	0.613	0.407	spiked
spiky	0.284	0.657	0.587	spky
spill	0.408	0.633	0.456	idasonu
spillin	0.375	0.500	0.362	idasonu
spin	0.551	0.422	0.345	omo ere
spinach	0.583	0.200	0.368	owo
spinal	0.312	0.491	0.296	ọpa-ẹhin
spindle	0.552	0.410	0.360	spindle
spine	0.495	0.461	0.600	ọpa ẹhin
spineless	0.344	0.387	0.321	alailopin
spinner	0.458	0.593	0.471	alayipo
spinning	0.594	0.610	0.481	alayipo
spinster	0.357	0.368	0.345	alayipo
spiny	0.167	0.639	0.528	alayipo
spiral	0.490	0.624	0.361	ajija
spire	0.354	0.358	0.389	spire
spirit	0.786	0.370	0.621	ẹmi
spirited	0.854	0.587	0.734	ẹmi
spirits	0.583	0.847	0.545	awọn ẹmi
spiritual	0.938	0.327	0.564	ti ẹmí
spirituality	0.865	0.281	0.667	emi
spit	0.149	0.545	0.436	tutọ
spite	0.080	0.600	0.317	pelu
spiteful	0.073	0.710	0.330	àbùkù
spitfire	0.233	0.623	0.566	itọka
spittoon	0.276	0.426	0.280	tutọ
splash	0.521	0.412	0.281	asesejade
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	splatter
spleen	0.448	0.255	0.396	ọlọ
splendid	0.896	0.740	0.810	ẹlẹwà
splendor	0.927	0.612	0.850	ogo
splice	0.386	0.460	0.377	splice
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	splint
splinter	0.136	0.422	0.325	splinter
split	0.344	0.618	0.410	Pin
splitting	0.188	0.598	0.375	pipin
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	Bàjẹ
spoiler	0.347	0.527	0.380	apanirun
spoiling	0.135	0.678	0.306	ibaje
spoils	0.388	0.760	0.481	ikogun
spoke	0.635	0.433	0.483	sọrọ
spoken	0.551	0.363	0.545	sọ
spokesman	0.720	0.480	0.611	agbẹnusọ
spokesperson	0.573	0.453	0.615	agbẹnusọ
sponge	0.551	0.192	0.219	kanrinkan
spongy	0.469	0.324	0.344	spongy
sponsor	0.729	0.537	0.800	onigbowo
sponsorship	0.854	0.608	0.696	igbowo
spontaneity	0.817	0.698	0.655	lairotẹlẹ
spontaneous	0.780	0.578	0.655	lẹẹkọkan
spoof	0.490	0.594	0.381	Spoof
spook	0.327	0.887	0.322	sọrọ
spooky	0.104	0.858	0.380	Spooky
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	sibi
spoonful	0.582	0.208	0.308	ṣibi
sporadic	0.333	0.394	0.500	lẹẹkọọkan
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	idaraya
sporting	0.917	0.656	0.675	idaraya
sports	0.833	0.683	0.587	idaraya
sports car	0.759	0.696	0.669	idaraya ọkọ ayọkẹlẹ
sportsman	0.755	0.735	0.713	elere idaraya
sportsmanship	0.890	0.582	0.694	elere idaraya
sportswriter	0.760	0.551	0.566	onkqwe elere
sporty	0.735	0.713	0.648	elere idaraya
spot	0.510	0.180	0.336	iranran
spotless	0.792	0.327	0.726	aibikita
spotlight	0.688	0.353	0.519	Ayanlaayo
spotted	0.354	0.472	0.295	alamì
spotter	0.542	0.491	0.644	alarinkiri
spotty	0.281	0.606	0.241	alaimoye
spousal	0.656	0.582	0.632	oko iyawo
spouse	0.750	0.600	0.645	oko tabi aya
spout	0.438	0.357	0.309	spout
sprain	0.063	0.580	0.384	sprain
sprawl	0.600	0.596	0.672	sprawl
spray	0.438	0.410	0.333	sokiri
spread	0.570	0.583	0.651	tànkálẹ̀
spreader	0.510	0.480	0.500	olutaja
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	orisun omi
springtime	0.837	0.439	0.722	igba orisun omi
sprinkle	0.635	0.404	0.380	pé kí wọn
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	sprinkling
sprint	0.549	0.649	0.528	ṣẹṣẹ
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	sprout
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	spurs
spurious	0.178	0.480	0.343	alaburuku
spurred	0.562	0.684	0.472	iwuri
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	amí
squabble	0.173	0.850	0.500	squabble
squad	0.552	0.711	0.806	ẹgbẹ
squadron	0.469	0.686	0.787	ẹgbẹ-ogun
squall	0.191	0.833	0.655	squall
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	ṣòfò
square	0.509	0.340	0.291	onigun mẹrin
squash	0.531	0.667	0.410	Elegede
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	ariwo
squeaky	0.229	0.771	0.367	squeaky
squeal	0.250	0.731	0.375	ariwo
squealer	0.541	0.519	0.330	squealer
squeamish	0.176	0.656	0.453	squeamish
squeeze	0.458	0.676	0.532	fun pọ
squeezing	0.260	0.598	0.557	pami
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	ti ipilẹ aimọ
squint	0.385	0.461	0.452	squint
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	okere
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	gun
stabbed	0.031	0.875	0.431	gun
stability	0.812	0.264	0.849	iduroṣinṣin
stabilize	0.839	0.427	0.722	iduroṣinṣin
stabilizer	0.688	0.353	0.767	amuduro
stable	0.725	0.204	0.735	idurosinsin
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	akopọ
stadium	0.635	0.679	0.611	papa isere
staff	0.745	0.274	0.627	osise
stag	0.594	0.250	0.389	agbọnrin
stage	0.592	0.306	0.473	ipele
stagecoach	0.516	0.519	0.627	ẹlẹsin ẹlẹsin
stagehand	0.420	0.684	0.555	apetunpe
stagger	0.531	0.620	0.458	tako
staggering	0.520	0.657	0.683	iyalẹnu
stagnant	0.300	0.500	0.208	duro
stagnation	0.276	0.324	0.396	ipofo
staid	0.385	0.290	0.634	duro
stain	0.453	0.324	0.264	abawọn
stained	0.245	0.460	0.209	abariwon
stainless	0.594	0.329	0.618	alagbara
stair	0.375	0.354	0.345	àtẹgùn
staircase	0.469	0.347	0.440	àtẹgùn
stairs	0.510	0.439	0.342	pẹtẹẹsì
stairway	0.562	0.510	0.407	àtẹgùn
stairwell	0.510	0.292	0.333	pẹtẹẹsì
stake	0.406	0.608	0.460	igi
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	diduro
stalemate	0.296	0.354	0.267	stalemate
stalk	0.436	0.272	0.395	pákó
stalker	0.177	0.930	0.639	olutayo
stall	0.370	0.245	0.292	da duro
stallion	0.628	0.596	0.779	akọrin
stalls	0.582	0.378	0.451	ibùso
stalwart	0.812	0.430	0.691	alagidi
stamina	0.664	0.694	0.877	agbara
stamp	0.438	0.327	0.441	ontẹ
stampede	0.235	0.875	0.683	stampede
stance	0.604	0.333	0.609	iduro
stand	0.600	0.324	0.509	duro
standard	0.673	0.143	0.605	boṣewa
standardize	0.684	0.353	0.729	standardize
standardized	0.610	0.324	0.607	idiwon
standby	0.260	0.224	0.386	duro die
standing	0.604	0.317	0.425	duro
standoff	0.333	0.840	0.558	iduro
standpoint	0.585	0.388	0.652	irisi
standstill	0.441	0.203	0.500	iduro
standup	0.633	0.583	0.550	dide
stanza	0.612	0.343	0.297	stanza
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	staple
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	irawo
star fruit	0.701	0.433	0.427	eso star
starboard	0.531	0.388	0.558	starboard
starch	0.507	0.354	0.312	sitashi
stardom	0.844	0.786	0.689	stardom
stardust	0.843	0.410	0.549	stardust
stare	0.541	0.430	0.538	woju
starfish	0.680	0.320	0.421	starfish
stargazing	0.802	0.461	0.709	stargazing
staring	0.542	0.306	0.423	wiwo
stark	0.330	0.630	0.577	gbongan
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	irawo
starling	0.500	0.490	0.514	irawọ
starry	0.438	0.643	0.434	irawọ
stars	0.796	0.521	0.484	irawo
starship	0.740	0.719	0.704	starship
start	0.684	0.430	0.589	bẹrẹ
starter	0.667	0.461	0.827	olubere
startle	0.276	0.817	0.417	iyalenu
startled	0.333	0.865	0.526	iyalenu
startling	0.750	0.768	0.830	iyalenu
starvation	0.240	0.592	0.284	ebi
starve	0.073	0.729	0.402	ebi
starved	0.097	0.689	0.219	ebi
starving	0.163	0.670	0.336	ebi npa
stash	0.344	0.630	0.361	idọti
stat	0.479	0.460	0.395	iṣiro
state	0.562	0.320	0.604	ipinle
stately	0.830	0.728	0.915	tooto
statement	0.688	0.608	0.825	gbólóhùn
stateroom	0.653	0.380	0.441	iyẹwu ipinle
stateside	0.643	0.480	0.708	stateside
statesman	0.510	0.490	0.736	olori ilu
static	0.297	0.250	0.366	aimi
staticky	0.357	0.278	0.358	aimi
statics	0.542	0.290	0.527	awọn iṣiro
station	0.688	0.367	0.519	ibudo
stationary	0.408	0.240	0.484	adaduro
stationery	0.570	0.120	0.455	ohun elo ikọwe
statistic	0.508	0.420	0.609	iṣiro
statistical	0.714	0.353	0.627	iṣiro
statistician	0.571	0.360	0.703	oniṣiro
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuary
statue	0.542	0.153	0.570	ere
statuette	0.677	0.433	0.518	ere ere
stature	0.470	0.353	0.664	pupo
status	0.658	0.377	0.588	ipo
statute	0.592	0.330	0.673	ofin
statutory	0.510	0.376	0.539	ofin
staunch	0.480	0.363	0.833	oniduro
stave	0.417	0.333	0.424	igi
stay	0.604	0.275	0.516	duro
stayaway	0.369	0.284	0.526	idaduro
stayed	0.497	0.270	0.395	duro
stays	0.633	0.363	0.564	duro
stead	0.551	0.214	0.510	dipo
steadfast	0.771	0.433	0.800	iduroṣinṣin
steady	0.680	0.186	0.763	duro
steak	0.625	0.359	0.315	steki
steakhouse	0.802	0.379	0.547	ile steakhouse
steal	0.021	0.856	0.528	ji
stealing	0.086	0.913	0.455	ole jija
stealth	0.520	0.270	0.452	lilọ ni ifura
stealthily	0.763	0.294	0.458	stealthily
stealthy	0.380	0.363	0.534	stealthy
steam	0.469	0.413	0.421	nya si
steamboat	0.708	0.500	0.633	ọkọ oju omi ọkọ oju omi
steamer	0.510	0.442	0.528	steamer
steaming	0.592	0.553	0.402	nya si
steamroller	0.396	0.567	0.667	steamroller
steamship	0.469	0.490	0.569	steamship
steamy	0.479	0.538	0.445	steamy
steel	0.521	0.420	0.714	irin
steep	0.312	0.612	0.321	ga
steeple	0.625	0.519	0.500	steeple
steer	0.469	0.490	0.527	da ori
steering	0.580	0.431	0.660	idari oko
stellar	0.796	0.580	0.769	alarinrin
stem	0.615	0.191	0.336	yio
stench	0.104	0.570	0.298	rùn
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenographer
step	0.531	0.321	0.347	igbese
stepdaughter	0.510	0.510	0.432	omo iyawo
stepfather	0.396	0.491	0.611	baba-nla
stepmother	0.427	0.530	0.484	iya iyawo
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	awọn igbesẹ
stepson	0.614	0.406	0.480	stepson
stereo	0.617	0.519	0.500	sitẹrio
stereoscopic	0.363	0.417	0.574	stereoscopic
stereotype	0.151	0.422	0.612	stereotype
stereotyped	0.375	0.510	0.436	stereotyped
sterile	0.302	0.471	0.291	ifo
sterility	0.201	0.519	0.414	ailesabiyamo
sterilize	0.406	0.510	0.520	sterilize
sterling	0.529	0.481	0.615	meta o
stern	0.552	0.394	0.415	ikangun
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	sitẹriọdu
stethoscope	0.427	0.377	0.490	stethoscope
stew	0.667	0.373	0.250	ipẹtẹ
steward	0.633	0.238	0.550	iriju
stewardess	0.625	0.491	0.491	iriju
stewardship	0.551	0.440	0.617	iriju
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	ọpá
sticker	0.583	0.306	0.346	sitika
sticking	0.486	0.425	0.356	duro
stickler	0.385	0.471	0.417	alalepo
stickup	0.453	0.537	0.434	stickup
sticky	0.385	0.569	0.292	alalepo
stiff	0.158	0.459	0.569	lile
stiffen	0.360	0.582	0.719	lile
stiffness	0.323	0.500	0.657	lile
stifle	0.240	0.764	0.427	stifle
stifled	0.229	0.731	0.193	stifled
stifling	0.163	0.858	0.608	stifling
stigma	0.327	0.500	0.470	abuku
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	ìbímọ
stillborn	0.271	0.519	0.337	ti o ku
stillness	0.729	0.125	0.339	idakẹjẹ
stillwaiting	0.344	0.393	0.420	O si nduro
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	stimulant
stimulate	0.792	0.798	0.754	ru
stimulating	0.740	0.804	0.809	safikun
stimulation	0.708	0.821	0.702	iwuri
stimulus	0.771	0.779	0.750	iwuri
sting	0.163	0.651	0.373	oró
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	tarin
stingy	0.094	0.548	0.283	elere
stink	0.042	0.481	0.180	rùn
stinker	0.163	0.567	0.275	olóòórùn dídùn
stinking	0.041	0.657	0.264	n run
stinky	0.092	0.558	0.176	olóòórùn dídùn
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	idaduro
stipulate	0.570	0.546	0.623	ṣeto
stipulation	0.469	0.622	0.654	ilana
stir	0.448	0.773	0.453	rudurudu
stirring	0.582	0.702	0.558	saropo
stitch	0.306	0.538	0.357	aranpo
stitching	0.510	0.382	0.345	didi
stock	0.594	0.418	0.407	iṣura
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	oniṣòwo
stockholder	0.573	0.625	0.716	stockholder
stocking	0.594	0.324	0.688	ifipamọ
stockings	0.458	0.365	0.382	ibọsẹ
stockpile	0.542	0.315	0.425	iṣura
stockroom	0.562	0.312	0.406	yara iṣura
stocks	0.573	0.598	0.586	ọjà
stoic	0.427	0.473	0.602	sitoiki
stole	0.135	0.760	0.384	ji
stolen	0.156	0.646	0.308	ji
stomach	0.367	0.402	0.438	ikun
stomachache	0.030	0.745	0.316	inu rirun
stomp	0.365	0.565	0.438	sẹsẹ
stomped	0.229	0.684	0.406	rì
stone	0.216	0.183	0.561	okuta
stoned	0.177	0.796	0.375	okuta
stonewall	0.337	0.457	0.655	ogiri okuta
stoneware	0.458	0.300	0.443	okuta ohun elo
stony	0.356	0.494	0.525	okuta
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	otita
stools	0.459	0.382	0.327	ìgbẹ́
stoop	0.490	0.430	0.284	duro
stoopid	0.280	0.431	0.382	oniduro
stop	0.280	0.510	0.490	Duro
stopover	0.531	0.327	0.575	idaduro
stoppage	0.224	0.491	0.445	idaduro
stopper	0.365	0.336	0.390	idaduro
stopping	0.388	0.382	0.473	idaduro
stopwatch	0.469	0.521	0.482	aago iṣẹju-aaya
storage	0.698	0.406	0.564	ibi ipamọ
store	0.646	0.538	0.407	itaja
storefront	0.580	0.217	0.457	ile itaja
storehouse	0.570	0.250	0.491	ile itaja
storeroom	0.560	0.217	0.588	yara ipamọ
storing	0.630	0.378	0.548	titoju
storm	0.188	0.940	0.543	iji
storming	0.265	0.910	0.669	ìjì líle
stormy	0.146	0.870	0.562	ìjì líle
story	0.653	0.406	0.704	itan
storybook	0.854	0.306	0.383	iwe itan
storyteller	0.730	0.357	0.462	arosọ
storytelling	0.643	0.375	0.472	itan-itan
stound	0.490	0.473	0.446	okuta nla
stout	0.656	0.657	0.817	alagbara
stove	0.466	0.391	0.405	adiro
stow	0.615	0.365	0.523	ipẹtẹ
stowaway	0.224	0.481	0.357	oniduro
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	taara
straightforward	0.780	0.150	0.380	taara
straightway	0.667	0.444	0.565	lẹsẹkẹsẹ
strain	0.190	0.750	0.380	igara
strained	0.122	0.656	0.580	igara
strait	0.438	0.433	0.412	lile
straitjacket	0.224	0.719	0.579	straitjacket
straits	0.408	0.269	0.410	straits
strand	0.396	0.406	0.538	okun
stranded	0.292	0.459	0.219	ti idaamu
strange	0.314	0.663	0.395	ajeji
stranger	0.330	0.449	0.302	alejò
strangle	0.094	0.927	0.527	strangle
strangulation	0.040	0.886	0.542	strangulation
strap	0.380	0.417	0.382	okun
strapless	0.314	0.462	0.273	okun
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	strata
strategic	0.786	0.708	0.861	ilana
strategist	0.571	0.594	0.810	strategist
strategy	0.704	0.667	0.858	nwon.Mirza
stratification	0.531	0.490	0.651	stratification
stratosphere	0.604	0.583	0.636	stratosphere
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	eni
strawberry	0.833	0.270	0.336	iru eso didun kan
stray	0.133	0.760	0.281	soko
streak	0.440	0.608	0.511	ṣiṣan
streaked	0.458	0.426	0.393	ṣiṣan
stream	0.449	0.537	0.559	ṣiṣan
streamer	0.615	0.530	0.429	ṣiṣan
streaming	0.592	0.481	0.582	sisanwọle
streamline	0.656	0.573	0.618	ṣiṣanwọle
street	0.594	0.324	0.398	opopona
streetcar	0.390	0.569	0.566	oko oju popo
streetlight	0.673	0.268	0.390	itana
strength	0.802	0.682	0.858	agbara
strengthen	0.802	0.796	0.971	okun
strengthening	0.913	0.627	0.945	okun
strenuous	0.104	0.660	0.481	alara
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	wahala
stressed	0.167	0.740	0.502	tenumo
stresses	0.115	0.817	0.396	awọn wahala
stressfree	0.833	0.080	0.528	wahala
stressful	0.153	0.873	0.389	ni eni lara
stressin	0.146	0.810	0.367	wahala
stressing	0.163	0.866	0.462	eni lara
stressrelief	0.627	0.417	0.475	wahala
stretch	0.604	0.578	0.500	na
stretcher	0.438	0.196	0.295	stretcher
stricken	0.163	0.720	0.368	lù
strict	0.500	0.646	0.878	ti o muna
stride	0.490	0.670	0.434	rìn
strife	0.344	0.898	0.630	ija
strike	0.271	0.811	0.571	idasesile
strikeout	0.316	0.520	0.371	idasesile
striker	0.500	0.589	0.696	olutayo
striking	0.357	0.827	0.657	idaṣẹ
strikingly	0.690	0.684	0.811	yanilenu
string	0.385	0.398	0.445	okun
strings	0.457	0.292	0.355	okun
stringy	0.430	0.510	0.527	okun
strip	0.427	0.500	0.436	adikala
stripe	0.629	0.302	0.361	adikala
striped	0.344	0.373	0.385	adikala
stripped	0.255	0.615	0.278	ṣi kuro
stripper	0.625	0.848	0.453	adikala
striptease	0.607	0.918	0.608	yiyọ kuro
strive	0.582	0.837	0.769	du
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	ọpọlọ
stroll	0.745	0.415	0.444	rin kiri
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	lilọ kiri
strong	0.912	0.745	0.895	lagbara
stronghold	0.708	0.636	0.954	alagbara
strongly	0.630	0.817	0.885	lagbara
structural	0.582	0.425	0.690	igbekale
structure	0.562	0.356	0.712	igbekale
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	ijakadi
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	abori
stubbed	0.323	0.642	0.241	abori
stubble	0.333	0.442	0.264	koriko
stubborn	0.157	0.702	0.575	agidi
stubbornness	0.156	0.673	0.508	agidi
stubby	0.417	0.370	0.393	stubby
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	di
stuckup	0.281	0.480	0.363	diduro
stud	0.564	0.531	0.509	okunrinlada
studded	0.396	0.412	0.425	studded
student	0.634	0.318	0.537	akeko
studied	0.786	0.306	0.806	iwadi
studio	0.677	0.265	0.620	isise
study	0.653	0.361	0.768	iwadi
stuff	0.622	0.367	0.263	nkan na
stuffed animal	0.684	0.255	0.306	eranko sitofudi
stuffing	0.417	0.324	0.304	nkan elo
stuffy	0.323	0.615	0.406	eru
stumble	0.153	0.716	0.259	kọsẹ
stump	0.449	0.510	0.340	kùkùté
stumped	0.344	0.604	0.392	stumped
stun	0.333	0.710	0.451	gbon
stunned	0.306	0.663	0.356	yà
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	yanilenu
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	daduro
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	stupefaction
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	stupendous
stupid	0.133	0.510	0.200	aimọgbọnwa
stupidity	0.060	0.418	0.151	omugo
stupidpeople	0.073	0.675	0.196	awon omugo
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	omugo
sturdy	0.580	0.642	0.824	lagbara
sturgeon	0.417	0.473	0.465	sturgeon
stutter	0.250	0.469	0.258	stutter
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	ara
styling	0.823	0.378	0.652	iselona
stylish	0.885	0.490	0.689	aṣa
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	iha
subatomic	0.385	0.538	0.491	subatomic
subcommittee	0.396	0.467	0.600	igbimọ
subconscious	0.531	0.375	0.415	èrońgbà
subcutaneous	0.396	0.444	0.376	subcutaneous
subdivide	0.538	0.433	0.348	pin
subdivision	0.592	0.455	0.430	ipín
subduction	0.350	0.569	0.445	idinku
subdue	0.275	0.640	0.784	tẹriba
subdued	0.236	0.463	0.223	tẹriba
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	koko ọrọ
subjected	0.286	0.520	0.221	tẹriba
subjection	0.354	0.408	0.539	ìtẹríba
subjective	0.510	0.350	0.432	ti ara ẹni
subjugation	0.280	0.610	0.377	ìtẹríba
sublet	0.469	0.551	0.545	sublet
sublevel	0.365	0.298	0.333	sublevel
sublimation	0.510	0.390	0.538	sublimation
sublime	0.784	0.333	0.585	giga
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	submarine
submerge	0.517	0.643	0.456	wọ inu omi
submerged	0.337	0.528	0.357	submerged
submersible	0.406	0.459	0.540	submersible
submission	0.531	0.580	0.633	ifakalẹ
submissive	0.480	0.217	0.173	tẹriba
submit	0.635	0.448	0.500	fi silẹ
submitting	0.667	0.610	0.611	ifisilẹ
subordinate	0.276	0.392	0.121	abẹlẹ
subordination	0.270	0.527	0.343	subordination
