English Word	Valence	Arousal	Dominance	Vietnamese Word
spend	0.672	0.745	0.429	dùng
spender	0.312	0.692	0.377	người tiêu tiền
spending	0.333	0.556	0.330	chi tiêu
spent	0.296	0.296	0.263	bỏ ra
sperm	0.396	0.706	0.453	tinh trùng
spew	0.260	0.651	0.573	phun ra
sphere	0.633	0.277	0.500	quả cầu
spherical	0.550	0.308	0.500	hình cầu
sphincter	0.347	0.633	0.375	cơ vòng
sphinx	0.604	0.324	0.490	nhân sư
spic	0.302	0.455	0.451	cay
spice	0.594	0.439	0.384	gia vị
spicy	0.440	0.733	0.610	cay
spider	0.229	0.569	0.430	con nhện
spiders	0.260	0.696	0.368	nhện
spiffy	0.615	0.582	0.470	có gai
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	mũi nhọn
spiked	0.281	0.613	0.407	thêm vào
spiky	0.284	0.657	0.587	có gai
spill	0.408	0.633	0.456	tràn
spillin	0.375	0.500	0.362	tràn ra
spin	0.551	0.422	0.345	quay
spinach	0.583	0.200	0.368	rau chân vịt
spinal	0.312	0.491	0.296	cột sống
spindle	0.552	0.410	0.360	con quay
spine	0.495	0.461	0.600	xương sống
spineless	0.344	0.387	0.321	không có xương sống
spinner	0.458	0.593	0.471	con quay
spinning	0.594	0.610	0.481	quay tròn
spinster	0.357	0.368	0.345	con quay
spiny	0.167	0.639	0.528	có gai
spiral	0.490	0.624	0.361	xoắn ốc
spire	0.354	0.358	0.389	ngọn lửa
spirit	0.786	0.370	0.621	tinh thần
spirited	0.854	0.587	0.734	tinh thần
spirits	0.583	0.847	0.545	tinh linh
spiritual	0.938	0.327	0.564	thuộc linh
spirituality	0.865	0.281	0.667	tâm linh
spit	0.149	0.545	0.436	khạc nhổ
spite	0.080	0.600	0.317	cay cú
spiteful	0.073	0.710	0.330	cay nghiệt
spitfire	0.233	0.623	0.566	khạc nhổ
spittoon	0.276	0.426	0.280	ống nhổ
splash	0.521	0.412	0.281	bắn tung tóe
splat	0.510	0.433	0.385	bắn tung toé
splatter	0.312	0.596	0.352	bắn tung toé
spleen	0.448	0.255	0.396	lách
splendid	0.896	0.740	0.810	lộng lẫy
splendor	0.927	0.612	0.850	huy hoàng
splice	0.386	0.460	0.377	mối nối
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	nẹp
splinter	0.136	0.422	0.325	mảnh vụn
split	0.344	0.618	0.410	tách ra
splitting	0.188	0.598	0.375	tách ra
splurge	0.365	0.481	0.542	bắn tung tóe
spoil	0.146	0.723	0.328	chiều hư
spoiler	0.347	0.527	0.380	làm hư hỏng
spoiling	0.135	0.678	0.306	làm hư hỏng
spoils	0.388	0.760	0.481	chiến lợi phẩm
spoke	0.635	0.433	0.483	đã nói
spoken	0.551	0.363	0.545	đã nói
spokesman	0.720	0.480	0.611	phát ngôn viên
spokesperson	0.573	0.453	0.615	người phát ngôn
sponge	0.551	0.192	0.219	bọt biển
spongy	0.469	0.324	0.344	xốp
sponsor	0.729	0.537	0.800	nhà tài trợ
sponsorship	0.854	0.608	0.696	sự tài trợ
spontaneity	0.817	0.698	0.655	tính tự phát
spontaneous	0.780	0.578	0.655	tự phát
spoof	0.490	0.594	0.381	giả mạo
spook	0.327	0.887	0.322	ma quái
spooky	0.104	0.858	0.380	ma quái
spool	0.397	0.389	0.312	ống chỉ
spoon	0.479	0.236	0.259	thìa
spoonful	0.582	0.208	0.308	đầy thìa
sporadic	0.333	0.394	0.500	lẻ tẻ
spore	0.480	0.408	0.231	bào tử
sport	0.865	0.700	0.657	thể thao
sporting	0.917	0.656	0.675	thể thao
sports	0.833	0.683	0.587	các môn thể thao
sports car	0.759	0.696	0.669	xe thể thao
sportsman	0.755	0.735	0.713	vận động viên
sportsmanship	0.890	0.582	0.694	tinh thần thể thao
sportswriter	0.760	0.551	0.566	người viết thể thao
sporty	0.735	0.713	0.648	thể thao
spot	0.510	0.180	0.336	điểm
spotless	0.792	0.327	0.726	không tì vết
spotlight	0.688	0.353	0.519	đốm sáng
spotted	0.354	0.472	0.295	đốm
spotter	0.542	0.491	0.644	người phát hiện
spotty	0.281	0.606	0.241	đốm
spousal	0.656	0.582	0.632	vợ chồng
spouse	0.750	0.600	0.645	vợ chồng
spout	0.438	0.357	0.309	vòi
sprain	0.063	0.580	0.384	bong gân
sprawl	0.600	0.596	0.672	loang lổ
spray	0.438	0.410	0.333	Xịt nước
spread	0.570	0.583	0.651	Lan tràn
spreader	0.510	0.480	0.500	máy rải
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	mùa xuân
springtime	0.837	0.439	0.722	mùa xuân
sprinkle	0.635	0.404	0.380	rắc
sprinkler	0.510	0.434	0.473	vòi phun nước
sprinkling	0.677	0.510	0.466	rắc
sprint	0.549	0.649	0.528	tăng tốc
sprite	0.561	0.438	0.625	ma
sprout	0.582	0.565	0.443	nảy mầm
spruce	0.604	0.288	0.380	cây bách tung
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	người ăn cắp vặt
spunky	0.646	0.879	0.755	có gai
spur	0.378	0.545	0.340	thúc đẩy
spurious	0.178	0.480	0.343	giả mạo
spurred	0.562	0.684	0.472	thúc đẩy
spurt	0.448	0.550	0.475	phun ra
spy	0.260	0.686	0.530	gián điệp
squabble	0.173	0.850	0.500	cãi nhau
squad	0.552	0.711	0.806	đội hình
squadron	0.469	0.686	0.787	phi đội
squall	0.191	0.833	0.655	kêu nhỏ
squamous	0.344	0.446	0.418	có vảy
squander	0.240	0.755	0.529	phung phí
square	0.509	0.340	0.291	Quảng trường
squash	0.531	0.667	0.410	bí đao
squat	0.330	0.550	0.453	ngồi xổm
squatter	0.390	0.361	0.565	người ngồi xổm
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	tiếng rít
squeaky	0.229	0.771	0.367	kêu cót két
squeal	0.250	0.731	0.375	kêu ré lên
squealer	0.541	0.519	0.330	người kêu gào
squeamish	0.176	0.656	0.453	lấm lem
squeeze	0.458	0.676	0.532	vắt kiệt
squeezing	0.260	0.598	0.557	ép chặt
squelch	0.271	0.510	0.462	tiếng kêu thảm thiết
squid	0.497	0.398	0.357	mực ống
squint	0.385	0.461	0.452	nheo mắt
squire	0.479	0.459	0.710	hỏi thăm
squirm	0.235	0.824	0.373	vặn vẹo
squirrel	0.592	0.358	0.333	sóc
squirt	0.406	0.460	0.255	tia nước
squish	0.260	0.788	0.481	kêu nhỏ
squishy	0.516	0.333	0.307	yếu ớt
stab	0.167	0.882	0.595	cú đâm
stabbed	0.031	0.875	0.431	bị đâm
stability	0.812	0.264	0.849	sự ổn định
stabilize	0.839	0.427	0.722	ổn định
stabilizer	0.688	0.353	0.767	chất ổn định
stable	0.725	0.204	0.735	ổn định
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	cây rơm
stadium	0.635	0.679	0.611	sân vận động
staff	0.745	0.274	0.627	Nhân Viên
stag	0.594	0.250	0.389	nai
stage	0.592	0.306	0.473	sân khấu
stagecoach	0.516	0.519	0.627	xe ngựa
stagehand	0.420	0.684	0.555	sân khấu
stagger	0.531	0.620	0.458	loạng choạng
staggering	0.520	0.657	0.683	sửng sốt
stagnant	0.300	0.500	0.208	trì trệ
stagnation	0.276	0.324	0.396	sự trì trệ
staid	0.385	0.290	0.634	nghiêm trang
stain	0.453	0.324	0.264	vết bẩn
stained	0.245	0.460	0.209	dơ bẩn
stainless	0.594	0.329	0.618	không gỉ
stair	0.375	0.354	0.345	cầu thang
staircase	0.469	0.347	0.440	cầu thang bộ
stairs	0.510	0.439	0.342	cầu thang
stairway	0.562	0.510	0.407	cầu thang bộ
stairwell	0.510	0.292	0.333	cầu thang
stake	0.406	0.608	0.460	cổ phần
stakeout	0.344	0.546	0.600	tiền cược
stale	0.235	0.461	0.286	cũ
stalemate	0.296	0.354	0.267	bế tắc
stalk	0.436	0.272	0.395	rình rập
stalker	0.177	0.930	0.639	kẻ rình mò
stall	0.370	0.245	0.292	quầy hàng
stallion	0.628	0.596	0.779	ngựa giống
stalls	0.582	0.378	0.451	quầy hàng
stalwart	0.812	0.430	0.691	vững vàng
stamina	0.664	0.694	0.877	sự bền bỉ
stamp	0.438	0.327	0.441	con tem
stampede	0.235	0.875	0.683	giẫm đạp
stance	0.604	0.333	0.609	lập trường
stand	0.600	0.324	0.509	đứng
standard	0.673	0.143	0.605	Tiêu chuẩn
standardize	0.684	0.353	0.729	tiêu chuẩn hóa
standardized	0.610	0.324	0.607	tiêu chuẩn hóa
standby	0.260	0.224	0.386	đứng gần
standing	0.604	0.317	0.425	đứng
standoff	0.333	0.840	0.558	bế tắc
standpoint	0.585	0.388	0.652	quan điểm
standstill	0.441	0.203	0.500	bế tắc
standup	0.633	0.583	0.550	đứng lên
stanza	0.612	0.343	0.297	khổ thơ
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	kẹp giấy
stapler	0.370	0.264	0.394	kim bấm
star	0.833	0.418	0.560	ngôi sao
star fruit	0.701	0.433	0.427	trái khế
starboard	0.531	0.388	0.558	mạn phải
starch	0.507	0.354	0.312	tinh bột
stardom	0.844	0.786	0.689	dàn sao
stardust	0.843	0.410	0.549	stardust
stare	0.541	0.430	0.538	nhìn chằm chằm
starfish	0.680	0.320	0.421	sao biển
stargazing	0.802	0.461	0.709	ngắm sao
staring	0.542	0.306	0.423	nhìn chằm chằm
stark	0.330	0.630	0.577	ngay đơ
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	ánh sao
starling	0.500	0.490	0.514	chim sáo
starry	0.438	0.643	0.434	đầy sao
stars	0.796	0.521	0.484	các ngôi sao
starship	0.740	0.719	0.704	phi thuyền
start	0.684	0.430	0.589	bắt đầu
starter	0.667	0.461	0.827	người bắt đầu
startle	0.276	0.817	0.417	giật mình
startled	0.333	0.865	0.526	giật mình
startling	0.750	0.768	0.830	giật mình
starvation	0.240	0.592	0.284	chết đói
starve	0.073	0.729	0.402	chết đói
starved	0.097	0.689	0.219	chết đói
starving	0.163	0.670	0.336	chết đói
stash	0.344	0.630	0.361	cất
stat	0.479	0.460	0.395	chỉ số
state	0.562	0.320	0.604	tiểu bang
stately	0.830	0.728	0.915	trang nghiêm
statement	0.688	0.608	0.825	bản tường trình
stateroom	0.653	0.380	0.441	phòng tiểu bang
stateside	0.643	0.480	0.708	tiểu bang
statesman	0.510	0.490	0.736	chính khách
static	0.297	0.250	0.366	tĩnh
staticky	0.357	0.278	0.358	sttcky
statics	0.542	0.290	0.527	tĩnh
station	0.688	0.367	0.519	trạm
stationary	0.408	0.240	0.484	đứng im
stationery	0.570	0.120	0.455	văn phòng phẩm
statistic	0.508	0.420	0.609	thống kê
statistical	0.714	0.353	0.627	thống kê
statistician	0.571	0.360	0.703	nhà thống kê
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	tượng tạc
statue	0.542	0.153	0.570	tượng
statuette	0.677	0.433	0.518	bức tượng
stature	0.470	0.353	0.664	tầm vóc
status	0.658	0.377	0.588	trạng thái
statute	0.592	0.330	0.673	quy chế
statutory	0.510	0.376	0.539	theo luật định
staunch	0.480	0.363	0.833	kiên định
stave	0.417	0.333	0.424	cọc
stay	0.604	0.275	0.516	ở lại
stayaway	0.369	0.284	0.526	ở lại
stayed	0.497	0.270	0.395	đã ở lại
stays	0.633	0.363	0.564	ở lại
stead	0.551	0.214	0.510	thay thế
steadfast	0.771	0.433	0.800	kiên định
steady	0.680	0.186	0.763	vững chắc
steak	0.625	0.359	0.315	miếng bò hầm
steakhouse	0.802	0.379	0.547	nhà hàng bít tết
steal	0.021	0.856	0.528	ăn cắp
stealing	0.086	0.913	0.455	ăn trộm
stealth	0.520	0.270	0.452	tàng hình
stealthily	0.763	0.294	0.458	lén lút
stealthy	0.380	0.363	0.534	lén lút
steam	0.469	0.413	0.421	hơi nước
steamboat	0.708	0.500	0.633	tàu hơi nước
steamer	0.510	0.442	0.528	nồi hấp
steaming	0.592	0.553	0.402	hấp
steamroller	0.396	0.567	0.667	xe lăn đương
steamship	0.469	0.490	0.569	tàu hơi nước
steamy	0.479	0.538	0.445	ướt át
steel	0.521	0.420	0.714	Thép
steep	0.312	0.612	0.321	dốc đứng
steeple	0.625	0.519	0.500	gác chuông
steer	0.469	0.490	0.527	chỉ đạo
steering	0.580	0.431	0.660	Hệ thống lái
stellar	0.796	0.580	0.769	thuộc về sao
stem	0.615	0.191	0.336	thân cây
stench	0.104	0.570	0.298	mùi hôi thối
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	người viết thư
step	0.531	0.321	0.347	bươc
stepdaughter	0.510	0.510	0.432	con gái riêng
stepfather	0.396	0.491	0.611	cha dượng
stepmother	0.427	0.530	0.484	mẹ kế
steppe	0.427	0.321	0.379	thảo nguyên
steps	0.511	0.349	0.373	các bước
stepson	0.614	0.406	0.480	con trai riêng
stereo	0.617	0.519	0.500	âm thanh nổi
stereoscopic	0.363	0.417	0.574	lập thể
stereotype	0.151	0.422	0.612	khuôn mẫu
stereotyped	0.375	0.510	0.436	rập khuôn
sterile	0.302	0.471	0.291	vô trùng
sterility	0.201	0.519	0.414	vô trùng
sterilize	0.406	0.510	0.520	triệt sản
sterling	0.529	0.481	0.615	bảng Anh
stern	0.552	0.394	0.415	đuôi tàu
sternum	0.520	0.422	0.436	xương ức
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	ống nghe
stew	0.667	0.373	0.250	món thịt hầm
steward	0.633	0.238	0.550	người quản lý
stewardess	0.625	0.491	0.491	tiếp viên hàng không
stewardship	0.551	0.440	0.617	quản lý
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	dính vào
sticker	0.583	0.306	0.346	nhãn dán
sticking	0.486	0.425	0.356	dính vào
stickler	0.385	0.471	0.417	người ăn bám
stickup	0.453	0.537	0.434	dán lên
sticky	0.385	0.569	0.292	dính
stiff	0.158	0.459	0.569	cứng
stiffen	0.360	0.582	0.719	cứng lại
stiffness	0.323	0.500	0.657	độ cứng
stifle	0.240	0.764	0.427	bóp nghẹt
stifled	0.229	0.731	0.193	ngột ngạt
stifling	0.163	0.858	0.608	ngột ngạt
stigma	0.327	0.500	0.470	sự kỳ thị
stile	0.750	0.359	0.691	cứng nhắc
stiletto	0.396	0.430	0.427	cà kheo
stillbirth	0.092	0.809	0.291	thai chết lưu
stillborn	0.271	0.519	0.337	thai chết lưu
stillness	0.729	0.125	0.339	sự tĩnh lặng
stillwaiting	0.344	0.393	0.420	vẫn đang chờ đợi
stilts	0.439	0.577	0.300	cà kheo
stimulant	0.441	0.794	0.745	chất kích thích
stimulate	0.792	0.798	0.754	kích thích
stimulating	0.740	0.804	0.809	kích thích
stimulation	0.708	0.821	0.702	sự kích thích
stimulus	0.771	0.779	0.750	kích thích
sting	0.163	0.651	0.373	châm chích
stinger	0.279	0.625	0.508	ngòi
stinging	0.260	0.730	0.459	chua cay
stingy	0.094	0.548	0.283	keo kiệt
stink	0.042	0.481	0.180	mùi hôi
stinker	0.163	0.567	0.275	hôi thối
stinking	0.041	0.657	0.264	hôi thối
stinky	0.092	0.558	0.176	hôi thối
stint	0.490	0.326	0.342	còn tồn tại
stipend	0.604	0.546	0.614	tiền lương
stipulate	0.570	0.546	0.623	quy định
stipulation	0.469	0.622	0.654	quy định
stir	0.448	0.773	0.453	khuấy động
stirring	0.582	0.702	0.558	khuấy động
stitch	0.306	0.538	0.357	khâu
stitching	0.510	0.382	0.345	khâu
stock	0.594	0.418	0.407	cổ phần
stockade	0.375	0.402	0.500	dự trữ
stockbroker	0.417	0.676	0.802	người môi giới chứng khoán
stockholder	0.573	0.625	0.716	chủ kho
stocking	0.594	0.324	0.688	còn hàng
stockings	0.458	0.365	0.382	tất chân
stockpile	0.542	0.315	0.425	kho dự trữ
stockroom	0.562	0.312	0.406	kho chứa hàng
stocks	0.573	0.598	0.586	cổ phiếu
stoic	0.427	0.473	0.602	Kiên nhẫn
stole	0.135	0.760	0.384	ăn trộm
stolen	0.156	0.646	0.308	ăn cắp
stomach	0.367	0.402	0.438	Dạ dày
stomachache	0.030	0.745	0.316	đau bụng
stomp	0.365	0.565	0.438	dậm chân
stomped	0.229	0.684	0.406	dậm chân
stone	0.216	0.183	0.561	sỏi
stoned	0.177	0.796	0.375	ném đá
stonewall	0.337	0.457	0.655	bức tường đá
stoneware	0.458	0.300	0.443	đồ đá
stony	0.356	0.494	0.525	đá
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	ghế đẩu
stools	0.459	0.382	0.327	ghế đẩu
stoop	0.490	0.430	0.284	lưng tôm
stoopid	0.280	0.431	0.382	khúm núm
stop	0.280	0.510	0.490	dừng lại
stopover	0.531	0.327	0.575	điểm dừng chân
stoppage	0.224	0.491	0.445	sự ngừng lại
stopper	0.365	0.336	0.390	nút chặn
stopping	0.388	0.382	0.473	dừng lại
stopwatch	0.469	0.521	0.482	đồng hồ bấm giờ
storage	0.698	0.406	0.564	kho
store	0.646	0.538	0.407	cửa hàng
storefront	0.580	0.217	0.457	mặt tiền cửa hàng
storehouse	0.570	0.250	0.491	nhà kho
storeroom	0.560	0.217	0.588	nhà kho
storing	0.630	0.378	0.548	cất giữ
storm	0.188	0.940	0.543	bão táp
storming	0.265	0.910	0.669	làm mưa làm gió
stormy	0.146	0.870	0.562	bão
story	0.653	0.406	0.704	câu chuyện
storybook	0.854	0.306	0.383	quyển truyện
storyteller	0.730	0.357	0.462	người kể chuyện
storytelling	0.643	0.375	0.472	kể chuyện
stound	0.490	0.473	0.446	stound
stout	0.656	0.657	0.817	bia đen
stove	0.466	0.391	0.405	bếp
stow	0.615	0.365	0.523	xếp gọn
stowaway	0.224	0.481	0.357	người trốn theo tàu
straddle	0.306	0.550	0.444	đi lại
straighten	0.677	0.500	0.685	làm thẳng
straightforward	0.780	0.150	0.380	thẳng thắn
straightway	0.667	0.444	0.565	đường thẳng
strain	0.190	0.750	0.380	sự căng thẳng
strained	0.122	0.656	0.580	căng
strait	0.438	0.433	0.412	eo biển
straitjacket	0.224	0.719	0.579	áo khoác bó
straits	0.408	0.269	0.410	eo biển
strand	0.396	0.406	0.538	sợi dây
stranded	0.292	0.459	0.219	mắc kẹt
strange	0.314	0.663	0.395	lạ lùng
stranger	0.330	0.449	0.302	người lạ
strangle	0.094	0.927	0.527	bóp cổ
strangulation	0.040	0.886	0.542	bóp cổ
strap	0.380	0.417	0.382	dây đeo
strapless	0.314	0.462	0.273	quây quần
strapping	0.552	0.413	0.454	đóng đai
strata	0.500	0.457	0.411	Strata
strategic	0.786	0.708	0.861	chiến lược
strategist	0.571	0.594	0.810	chiến lược gia
strategy	0.704	0.667	0.858	chiến lược
stratification	0.531	0.490	0.651	sự phân tầng
stratosphere	0.604	0.583	0.636	tầng bình lưu
stratum	0.365	0.307	0.510	địa tầng
stratus	0.448	0.520	0.509	địa tầng
straw	0.480	0.290	0.163	Rơm rạ
strawberry	0.833	0.270	0.336	dâu
stray	0.133	0.760	0.281	đi lạc
streak	0.440	0.608	0.511	vệt
streaked	0.458	0.426	0.393	sọc
stream	0.449	0.537	0.559	dòng
streamer	0.615	0.530	0.429	người phát trực tiếp
streaming	0.592	0.481	0.582	phát trực tuyến
streamline	0.656	0.573	0.618	sắp xếp hợp lý
street	0.594	0.324	0.398	đường phố
streetcar	0.390	0.569	0.566	xe điện
streetlight	0.673	0.268	0.390	đèn đường
strength	0.802	0.682	0.858	sức mạnh
strengthen	0.802	0.796	0.971	củng cố
strengthening	0.913	0.627	0.945	củng cố
strenuous	0.104	0.660	0.481	vất vả
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	căng thẳng
stressed	0.167	0.740	0.502	căng thẳng
stresses	0.115	0.817	0.396	căng thẳng
stressfree	0.833	0.080	0.528	không căng thẳng
stressful	0.153	0.873	0.389	căng thẳng
stressin	0.146	0.810	0.367	căng thẳng
stressing	0.163	0.866	0.462	căng thẳng
stressrelief	0.627	0.417	0.475	giảm stress
stretch	0.604	0.578	0.500	căng ra
stretcher	0.438	0.196	0.295	cáng
stricken	0.163	0.720	0.368	bịnh
strict	0.500	0.646	0.878	nghiêm khắc
stride	0.490	0.670	0.434	sải bước
strife	0.344	0.898	0.630	xung đột
strike	0.271	0.811	0.571	đánh đập
strikeout	0.316	0.520	0.371	làm văng ra
striker	0.500	0.589	0.696	tiền đạo
striking	0.357	0.827	0.657	nổi bật
strikingly	0.690	0.684	0.811	nổi bật
string	0.385	0.398	0.445	sợi dây
strings	0.457	0.292	0.355	dây
stringy	0.430	0.510	0.527	có nhiều dây
strip	0.427	0.500	0.436	dải
stripe	0.629	0.302	0.361	vạch sọc
striped	0.344	0.373	0.385	sọc
stripped	0.255	0.615	0.278	tước
stripper	0.625	0.848	0.453	vũ nữ thoát y
striptease	0.607	0.918	0.608	thoát y
strive	0.582	0.837	0.769	phấn đấu
strobe	0.490	0.633	0.537	nhấp nháy
stroke	0.562	0.440	0.570	Cú đánh
stroll	0.745	0.415	0.444	đi dạo
stroller	0.786	0.398	0.314	xe đẩy
strolling	0.755	0.515	0.340	đi dạo
strong	0.912	0.745	0.895	mạnh
stronghold	0.708	0.636	0.954	thành trì
strongly	0.630	0.817	0.885	mạnh mẽ
structural	0.582	0.425	0.690	cấu trúc
structure	0.562	0.356	0.712	kết cấu
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	đấu tranh
strut	0.580	0.480	0.464	đi khệnh khạng
stub	0.396	0.320	0.367	sơ khai
stubbed	0.323	0.642	0.241	có cuống
stubble	0.333	0.442	0.264	râu
stubborn	0.157	0.702	0.575	bướng bỉnh
stubbornness	0.156	0.673	0.508	sự bướng bỉnh
stubby	0.417	0.370	0.393	mập mạp
stucco	0.439	0.292	0.279	vữa
stuck	0.153	0.644	0.285	mắc kẹt
stuckup	0.281	0.480	0.363	mắc kẹt
stud	0.564	0.531	0.509	đinh tán
studded	0.396	0.412	0.425	đính đá
student	0.634	0.318	0.537	sinh viên
studied	0.786	0.306	0.806	đã học
studio	0.677	0.265	0.620	phòng thu
study	0.653	0.361	0.768	nghiên cứu
stuff	0.622	0.367	0.263	đồ đạc
stuffed animal	0.684	0.255	0.306	thú nhồi bông
stuffing	0.417	0.324	0.304	hỗn hợp
stuffy	0.323	0.615	0.406	ngột ngạt
stumble	0.153	0.716	0.259	tình cờ gặp
stump	0.449	0.510	0.340	gốc cây
stumped	0.344	0.604	0.392	vấp ngã
stun	0.333	0.710	0.451	choáng váng
stunned	0.306	0.663	0.356	choáng váng
stunner	0.418	0.780	0.492	người làm choáng váng
stunning	0.888	0.673	0.858	Kinh ngạc
stunt	0.387	0.555	0.526	đóng thế
stunted	0.194	0.472	0.275	còi cọc
stuntman	0.490	0.482	0.500	diễn viên đóng thế
stupefaction	0.294	0.704	0.480	sự ngạc nhiên
stupefy	0.200	0.740	0.412	làm sững sờ
stupendous	0.823	0.690	0.798	tuyệt vời
stupid	0.133	0.510	0.200	ngu
stupidity	0.060	0.418	0.151	sự ngu ngốc
stupidpeople	0.073	0.675	0.196	những người ngu ngốc
stupidrain	0.260	0.520	0.317	ngu ngốc
stupor	0.323	0.590	0.330	sững sờ
sturdy	0.580	0.642	0.824	cứng cáp
sturgeon	0.417	0.473	0.465	cá tầm
stutter	0.250	0.469	0.258	nói lắp
sty	0.296	0.500	0.225	chuồng bò
style	0.745	0.472	0.586	Phong cách
styling	0.823	0.378	0.652	phong cách
stylish	0.885	0.490	0.689	sành điệu
stylist	0.760	0.445	0.500	nhà tạo mẫu
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	phụ
subatomic	0.385	0.538	0.491	hạ nguyên tử
subcommittee	0.396	0.467	0.600	tiểu ban
subconscious	0.531	0.375	0.415	tiềm thức
subcutaneous	0.396	0.444	0.376	dưới da
subdivide	0.538	0.433	0.348	chia nhỏ
subdivision	0.592	0.455	0.430	sự chia nhỏ
subduction	0.350	0.569	0.445	sự hạ thấp
subdue	0.275	0.640	0.784	khuất phục
subdued	0.236	0.463	0.223	khuất phục
subdural	0.381	0.491	0.425	dưới màng cứng
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	môn học
subjected	0.286	0.520	0.221	chủ đề
subjection	0.354	0.408	0.539	sự phục tùng
