English Word	Valence	Arousal	Dominance	Indonesian Word
toga	0.698	0.393	0.373	jubah
together	0.874	0.392	0.658	bersama
togetherness	0.906	0.360	0.635	kebersamaan
toil	0.558	0.510	0.583	bekerja keras
toilet	0.490	0.290	0.233	toilet
toils	0.480	0.710	0.482	kerja keras
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	lumayan
tolerance	0.875	0.206	0.649	toleransi
tolerant	0.765	0.192	0.618	toleran
tolerate	0.724	0.430	0.588	mentolerir
toleration	0.776	0.442	0.727	toleransi
toll	0.296	0.422	0.453	korban
tomahawk	0.510	0.642	0.504	kampak orang Indian
tomato	0.550	0.183	0.275	tomat
tomatoes	0.615	0.240	0.272	tomat
tomb	0.112	0.500	0.343	makam
tombstone	0.204	0.441	0.311	batu nisan
tomcat	0.520	0.412	0.386	kucing jantan
tome	0.429	0.316	0.492	untuk saya
tomorrow	0.792	0.377	0.407	besok
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	nada
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	penjepit
tongue	0.542	0.432	0.482	lidah
tonic	0.541	0.360	0.500	Tonik
tonnage	0.323	0.382	0.590	tonase
tonsils	0.347	0.373	0.283	amandel
toocold	0.420	0.550	0.379	terlalu dingin
tool	0.490	0.350	0.594	alat
toolbox	0.531	0.316	0.472	kotak peralatan
tooling	0.510	0.406	0.634	perkakas
toomuchtodo	0.420	0.688	0.355	terlalu banyak untuk dilakukan
toot	0.500	0.481	0.373	tiupan
tooth	0.439	0.250	0.367	gigi
toothache	0.188	0.853	0.412	sakit gigi
toothbrush	0.517	0.330	0.321	sikat gigi
toothed	0.449	0.394	0.352	bergigi
toothless	0.312	0.541	0.272	ompong
toothpaste	0.510	0.290	0.371	pasta gigi
toothpick	0.561	0.216	0.185	tusuk gigi
toots	0.552	0.480	0.451	gigit
top	0.760	0.400	0.554	atas
topaz	0.643	0.325	0.384	batu topas
topic	0.520	0.276	0.427	tema
topical	0.561	0.340	0.500	topikal
topless	0.625	0.765	0.414	telanjang dada
topographic	0.604	0.378	0.558	topografi
topographical	0.438	0.350	0.538	topografi
topography	0.469	0.357	0.506	topografi
topple	0.198	0.820	0.573	menjatuhkan
topside	0.708	0.466	0.598	geladak atas
tor	0.337	0.430	0.418	untuk
torch	0.531	0.630	0.545	obor
torment	0.057	0.750	0.387	menyiksa
tormented	0.071	0.855	0.323	tersiksa
torn	0.153	0.510	0.283	robek
tornado	0.260	0.896	0.784	angin topan
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	torsi
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	terik
torsion	0.312	0.651	0.402	torsi
torso	0.408	0.394	0.473	batang tubuh
tort	0.229	0.635	0.455	kerugian
tortious	0.312	0.724	0.491	menyiksa
tortoise	0.673	0.078	0.250	kura-kura darat
tortuous	0.194	0.755	0.382	berliku-liku
torture	0.115	0.878	0.555	menyiksa
tortured	0.062	0.890	0.361	tersiksa
toss	0.418	0.725	0.575	melemparkan
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	total
totality	0.688	0.443	0.717	keseluruhan
totally	0.820	0.422	0.702	sama sekali
tote	0.510	0.398	0.625	tas jinjing
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	menyentuh
touchdown	0.667	0.770	0.586	gol
touched	0.592	0.380	0.404	tersentuh
touching	0.760	0.439	0.491	sentuhan
touchy	0.323	0.510	0.343	mudah tersinggung
tough	0.344	0.588	0.742	keras
toughen	0.458	0.683	0.711	menguatkan
toughness	0.552	0.618	0.837	kekerasan
toupee	0.323	0.270	0.324	rambut palsu
tour	0.663	0.545	0.543	wisata
tourism	0.823	0.531	0.545	pariwisata
tourist	0.745	0.480	0.430	turis
tourmaline	0.448	0.513	0.441	turmalin
tournament	0.694	0.740	0.611	turnamen
tourniquet	0.335	0.521	0.398	turniket
tout	0.480	0.538	0.375	mengintip
tow	0.531	0.500	0.508	menyeret
towel	0.630	0.208	0.286	handuk
tower	0.606	0.380	0.644	menara
towering	0.500	0.690	0.806	tinggi
town	0.551	0.299	0.627	kota
townhouse	0.622	0.400	0.443	townhouse
township	0.531	0.292	0.667	kotapraja
townspeople	0.677	0.466	0.569	penduduk kota
toxic	0.008	0.885	0.492	beracun
toxicity	0.104	0.865	0.491	toksisitas
toxicology	0.302	0.736	0.574	toksikologi
toxin	0.115	0.654	0.456	toksin
toy	0.878	0.420	0.275	mainan
toymaker	0.755	0.510	0.536	pembuat mainan
trace	0.573	0.346	0.483	jejak
traceable	0.602	0.370	0.535	dapat dilacak
tracer	0.573	0.327	0.645	pengusut
traces	0.482	0.448	0.389	jejak
trachea	0.448	0.509	0.387	batang tenggorok
tracing	0.418	0.591	0.565	pelacakan
track	0.448	0.433	0.526	melacak
tracker	0.398	0.744	0.731	pelacak
tract	0.406	0.422	0.339	sistem
tractable	0.635	0.500	0.469	penurut
traction	0.429	0.585	0.648	daya tarik
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	berdagang
trademark	0.667	0.344	0.750	merek dagang
trader	0.562	0.632	0.854	pedagang
tradesman	0.531	0.431	0.664	pedagang
trading	0.635	0.602	0.705	jual beli
tradition	0.830	0.430	0.750	tradisi
traditional	0.677	0.221	0.604	tradisional
traffic	0.323	0.559	0.518	lalu lintas
traffic light	0.490	0.469	0.479	lampu lalulintas
trafficking	0.250	0.710	0.399	perdagangan orang
tragedies	0.100	0.910	0.442	tragedi
tragedy	0.052	0.843	0.340	tragedi
tragic	0.048	0.904	0.396	tragis
trail	0.600	0.322	0.455	jejak
trailer	0.541	0.490	0.473	cuplikan
train	0.666	0.705	0.620	kereta
train set	0.604	0.598	0.464	set kereta api
trained	0.771	0.538	0.645	terlatih
trainee	0.627	0.408	0.352	peserta pelatihan
trainer	0.698	0.719	0.824	pelatih
training	0.714	0.776	0.788	pelatihan
trait	0.469	0.365	0.453	sifat
traitor	0.112	0.796	0.491	pengkhianat
traitorous	0.073	0.745	0.412	khianat
trajectory	0.653	0.558	0.779	lintasan
tram	0.667	0.628	0.492	trem
tramp	0.108	0.510	0.182	gelandangan
trample	0.235	0.764	0.562	menginjak-injak
trampoline	0.604	0.690	0.391	trampolin
tramway	0.615	0.538	0.543	trem
trance	0.469	0.481	0.382	kesurupan
tranquil	0.917	0.094	0.355	tenang
tranquility	0.840	0.135	0.442	ketenangan
tranquilizer	0.510	0.236	0.596	obat penenang
transact	0.521	0.625	0.680	melakukan transaksi
transaction	0.650	0.577	0.579	transaksi
transatlantic	0.724	0.596	0.706	transatlantik
transceiver	0.510	0.490	0.537	pemancar
transcend	0.604	0.771	0.726	melampaui
transcendence	0.656	0.608	0.754	transendensi
transcendent	0.667	0.600	0.824	transenden
transcendental	0.635	0.652	0.842	teramat
transcribe	0.500	0.394	0.573	menuliskan
transcriber	0.490	0.420	0.615	juru tulis
transcript	0.639	0.398	0.528	salinan
transcription	0.592	0.455	0.615	transkripsi
transfer	0.702	0.490	0.519	transfer
transference	0.592	0.294	0.551	pemindahan
transferred	0.480	0.450	0.409	ditransfer
transfixed	0.427	0.660	0.528	terpaku
transform	0.735	0.667	0.696	mengubah
transformation	0.796	0.618	0.770	transformasi
transformer	0.582	0.582	0.723	transformator
transfusion	0.417	0.730	0.557	transfusi
transgression	0.158	0.890	0.611	pelanggaran
transient	0.510	0.405	0.430	sementara
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	transit
transition	0.605	0.561	0.558	transisi
transitional	0.573	0.472	0.491	transisi
transitive	0.479	0.377	0.414	transitif
transitory	0.438	0.450	0.407	sementara
translate	0.604	0.423	0.462	menerjemahkan
translation	0.633	0.435	0.598	terjemahan
translator	0.760	0.412	0.473	Penerjemah
translocation	0.367	0.612	0.564	translokasi
translucent	0.600	0.500	0.389	tembus cahaya
transmission	0.688	0.490	0.611	penularan
transmit	0.836	0.581	0.673	mengirimkan
transmitter	0.520	0.511	0.719	pemancar
transmutation	0.438	0.740	0.737	perubahan
transom	0.375	0.385	0.417	jendela di atas pintu
transparency	0.847	0.260	0.587	transparansi
transparent	0.542	0.330	0.667	transparan
transplant	0.445	0.806	0.620	transplantasi
transplantation	0.531	0.694	0.610	transplantasi
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	mengangkut
transportation	0.667	0.560	0.472	angkutan
transporter	0.615	0.625	0.750	pengangkut
transpose	0.440	0.585	0.467	mengubah urutan
transposition	0.312	0.451	0.555	transposisi
transsexual	0.264	0.815	0.423	transeksual
transverse	0.429	0.429	0.525	melintang
transvestite	0.270	0.675	0.373	banci
trap	0.104	0.610	0.391	perangkap
trapdoor	0.094	0.670	0.462	pintu jebakan
trapeze	0.542	0.625	0.566	rekstok gantung
trapped	0.135	0.615	0.380	terjebak
trapper	0.296	0.654	0.491	penjebak
trapping	0.333	0.621	0.491	penangkapan
trappings	0.458	0.462	0.370	riasan
traps	0.235	0.673	0.481	perangkap
trash	0.163	0.541	0.154	sampah
trashy	0.071	0.380	0.161	tak bermutu
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatis
travail	0.500	0.677	0.620	penderitaan
travel	0.931	0.689	0.535	bepergian
traveler	0.837	0.571	0.700	wisatawan
traveling	0.900	0.750	0.582	bepergian
traverse	0.571	0.590	0.629	melintasi
travesty	0.354	0.644	0.407	parodi
trawl	0.255	0.590	0.464	pukat
trawler	0.316	0.430	0.405	kapal pemukat
tray	0.549	0.250	0.345	baki
treacherous	0.112	0.815	0.402	berbahaya
treachery	0.104	0.852	0.448	pengkhianatan
tread	0.510	0.520	0.426	tapak
treadmill	0.459	0.636	0.436	pekerjaan yg membosankan
treason	0.094	0.806	0.552	pengkhianatan
treasure	0.927	0.592	0.821	harta karun
treasured	0.849	0.471	0.730	berharga
treasurer	0.694	0.456	0.755	bendahara
treasures	0.867	0.771	0.842	harta karun
treasury	0.812	0.541	0.736	Perbendaharaan
treat	0.573	0.571	0.436	merawat
treatable	0.780	0.302	0.560	bisa diobati
treatise	0.604	0.407	0.613	risalah
treatment	0.663	0.386	0.620	perlakuan
treaty	0.646	0.382	0.667	perjanjian
treble	0.358	0.471	0.466	tiga kali lipat
tree	0.670	0.118	0.442	pohon
trees	0.653	0.137	0.537	pohon
trek	0.469	0.530	0.535	melakukan perjalanan
trellis	0.299	0.500	0.389	terali
tremble	0.177	0.878	0.388	gemetar
trembling	0.177	0.824	0.324	gemetaran
tremendous	0.600	0.888	0.773	luar biasa besar
tremendously	0.719	0.722	0.661	sangat
tremor	0.104	0.833	0.455	getaran
trench	0.429	0.760	0.429	parit
trend	0.625	0.458	0.706	kecenderungan
trending	0.750	0.472	0.600	sedang tren
trendy	0.713	0.520	0.536	bergaya modern
trepidation	0.582	0.594	0.464	kegelisahan
trespass	0.229	0.670	0.613	pelanggaran
triad	0.469	0.413	0.528	tiga serangkai
triage	0.398	0.433	0.479	triase
trial	0.438	0.663	0.612	uji coba
triangle	0.562	0.269	0.352	segi tiga
triangular	0.430	0.320	0.397	segitiga
triangulate	0.408	0.380	0.517	segitiga
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	kesukuan
tribe	0.664	0.486	0.516	suku
tribulation	0.448	0.612	0.484	kesengsaraan
tribunal	0.410	0.670	0.797	pengadilan
tribune	0.610	0.585	0.556	mimbar
tributary	0.615	0.463	0.616	anak sungai
tribute	0.684	0.573	0.700	upeti
trick	0.542	0.700	0.409	menipu
trickery	0.146	0.798	0.336	tipu daya
trickle	0.500	0.196	0.231	berhamburan
trickster	0.375	0.680	0.446	penipu
tricky	0.219	0.651	0.500	sulit
tricycle	0.633	0.402	0.368	roda tiga
trident	0.403	0.606	0.609	trisula
trifle	0.271	0.296	0.221	Agak
trifling	0.375	0.418	0.183	remeh
trig	0.438	0.417	0.415	trigonometri
trigger	0.271	0.804	0.660	pemicu
trigonometry	0.396	0.400	0.616	trigonometri
trillion	0.592	0.420	0.623	triliun
trilogy	0.615	0.520	0.664	trilogi
trim	0.500	0.466	0.430	memangkas
trimester	0.783	0.336	0.538	trimester
trimmer	0.260	0.548	0.529	penghias
trimming	0.500	0.478	0.325	pemangkasan
trine	0.396	0.365	0.317	trimurti
trinity	0.635	0.346	0.660	Trinitas
trinket	0.521	0.352	0.368	perhiasan kecil
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	perjalanan
tripartite	0.500	0.480	0.539	tripartit
tripe	0.312	0.361	0.438	babat
triple	0.585	0.385	0.481	tiga kali lipat
triplet	0.622	0.510	0.618	tiga serangkai
triplicate	0.684	0.545	0.717	rangkap tiga
tripod	0.406	0.388	0.483	kaki tiga
tripping	0.276	0.594	0.293	tersandung
trite	0.458	0.418	0.290	basi
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	kemenangan
triumphant	0.949	0.837	0.972	berjaya
trivia	0.690	0.490	0.473	hal-hal sepele
trivial	0.406	0.387	0.337	remeh
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	kereta dorong
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	pasukan
trooper	0.458	0.694	0.713	polisi
troops	0.385	0.718	0.804	pasukan
trophy	0.947	0.643	0.676	piala
tropic	0.740	0.529	0.536	tropis
tropical	0.740	0.461	0.509	tropis
tropics	0.740	0.383	0.412	tropis
trot	0.531	0.664	0.396	berlari kecil
trouble	0.135	0.811	0.452	Masalah
troubled	0.167	0.627	0.385	bermasalah
troublemaker	0.260	0.900	0.596	pengacau
troubles	0.051	0.854	0.269	masalah
troublesome	0.283	0.894	0.404	sulit
trough	0.500	0.308	0.340	lewat
troupe	0.625	0.406	0.557	rombongan
trousers	0.625	0.314	0.442	celana panjang
trout	0.516	0.387	0.298	ikan trout
trowel	0.470	0.418	0.250	sekop
truce	0.688	0.441	0.453	gencatan senjata
truck	0.531	0.368	0.546	truk
trucker	0.494	0.609	0.500	sopir truk
truckload	0.480	0.450	0.534	sepenuh truk
truculent	0.210	0.731	0.498	garang
true	0.896	0.436	0.777	BENAR
truelove	0.860	0.600	0.587	cinta sejati
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	kebenaran
trump	0.640	0.716	0.898	truf
trumpet	0.573	0.570	0.393	terompet
trumpeter	0.673	0.600	0.676	pemain terompet
truncate	0.323	0.600	0.412	memotong
truncated	0.316	0.602	0.439	terpotong
trundle	0.507	0.270	0.414	berguling
trunk	0.271	0.167	0.404	belalai
truss	0.521	0.482	0.569	tiang penopang
trust	0.888	0.547	0.741	memercayai
trustee	0.531	0.442	0.658	wali
trusting	0.857	0.508	0.750	mempercayai
trustworthy	0.969	0.315	0.824	dapat dipercaya
trusty	0.863	0.398	0.696	terpercaya
truth	0.971	0.400	0.685	kebenaran
truthful	0.708	0.467	0.807	jujur
truthfulness	0.920	0.549	0.808	kejujuran
try	0.604	0.551	0.556	mencoba
tryout	0.459	0.539	0.472	mencoba
tryouts	0.490	0.602	0.594	uji coba
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	bak mandi
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	gendut
tube	0.418	0.279	0.409	tabung
tuberculosis	0.214	0.519	0.424	tuberkulosis
tubing	0.438	0.363	0.358	tabung
tubular	0.458	0.361	0.464	berbentuk tabung
tubule	0.500	0.330	0.333	pipa kecil
tuck	0.367	0.473	0.361	menyelipkan
tucker	0.475	0.558	0.429	makanan
tuesday	0.469	0.184	0.330	selasa
tufted	0.500	0.510	0.406	berumbai
tug	0.320	0.604	0.558	tarikan
tugboat	0.271	0.510	0.652	kapal penarik
tuition	0.531	0.372	0.436	biaya pendidikan
tulip	0.730	0.189	0.356	bunga tulp
tumble	0.276	0.556	0.272	jatuh
tumbler	0.520	0.260	0.352	segelas
tumbleweed	0.312	0.471	0.427	rumput liar
tummy	0.427	0.365	0.230	perut
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	keributan
tumultuous	0.208	0.622	0.590	rusuh
tun	0.386	0.413	0.364	tong besar
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	merdu
tune	0.708	0.479	0.426	lagu
tunic	0.531	0.248	0.391	jubah
tuning	0.719	0.390	0.635	penyetelan
tunnel	0.312	0.490	0.412	terowongan
turban	0.469	0.386	0.426	serban
turbidity	0.184	0.607	0.393	kekeruhan
turbine	0.520	0.549	0.575	turbin
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	pergolakan
turbulent	0.302	0.792	0.612	bergolak
turd	0.240	0.519	0.383	kotoran
turf	0.531	0.192	0.295	gambut
turkey	0.634	0.245	0.247	Turki
turmeric	0.542	0.316	0.312	Kunyit
turmoil	0.198	0.888	0.417	kekacauan
turn	0.531	0.398	0.482	belok
turnaround	0.560	0.654	0.407	berputar
turned	0.630	0.538	0.583	berbalik
turning	0.510	0.684	0.420	berputar
turnip	0.561	0.183	0.254	lobak
turnkey	0.531	0.382	0.427	penjaga penjara
turnoff	0.312	0.560	0.327	matikan
turnout	0.641	0.692	0.898	keluarkan
turnover	0.490	0.392	0.512	pergantian
turnpike	0.459	0.434	0.462	jalan raya lintas
turntable	0.531	0.455	0.406	meja putar
turpentine	0.320	0.539	0.571	minyak tusam
turquoise	0.786	0.226	0.357	pirus
turret	0.494	0.500	0.588	kubah
turtle	0.291	0.102	0.271	penyu
turtleneck	0.583	0.398	0.327	leher kura-kura
tussle	0.333	0.919	0.691	pergumulan
tutelage	0.393	0.442	0.609	pengawasan
tutor	0.750	0.346	0.826	guru
tutoring	0.663	0.402	0.702	les
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tuksedo
tuxedo	0.694	0.354	0.519	tuksedo
tv	0.622	0.380	0.393	televisi
twain	0.541	0.255	0.370	kembar
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	Cubit
tweed	0.510	0.440	0.412	wol
tweet	0.659	0.490	0.537	menciak
tweezers	0.493	0.408	0.295	pinset
twelfth	0.521	0.292	0.527	keduabelas
twelve	0.490	0.298	0.412	dua belas
twentieth	0.469	0.297	0.346	keduapuluh
twenty	0.520	0.292	0.286	dua puluh
twerp	0.408	0.443	0.384	orang kecil yg picik
twig	0.378	0.288	0.236	ranting
twilight	0.622	0.341	0.633	senja
twill	0.449	0.415	0.353	kain kepar
twin	0.688	0.363	0.453	kembar
twine	0.521	0.380	0.337	membelitkan
twinge	0.316	0.720	0.471	tusukan
twinkle	0.719	0.724	0.610	kelip
twins	0.760	0.473	0.602	saudara kembar
twirl	0.552	0.647	0.409	berputar
twist	0.375	0.469	0.337	memutar
twisted	0.071	0.736	0.311	bengkok
twister	0.330	0.680	0.647	angin puting beliung
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	berkedut
twitching	0.292	0.700	0.482	berkedut
twitchy	0.094	0.918	0.281	gugup
two	0.520	0.200	0.404	dua
two step	0.583	0.314	0.327	dua langkah
twofaced	0.387	0.620	0.384	bermuka dua
twofold	0.573	0.333	0.551	dua kali lipat
twosome	0.583	0.544	0.500	dua orang pemain
tycoon	0.682	0.596	0.867	raja
tyke	0.500	0.388	0.300	anjing kampung
type	0.500	0.284	0.364	Tipe
typewriter	0.542	0.373	0.418	mesin tik
typhoid	0.265	0.458	0.401	penyakit tipus
typhoon	0.323	0.796	0.697	topan
typical	0.635	0.206	0.426	khas
typically	0.569	0.377	0.559	khas
typist	0.551	0.559	0.528	juru ketik
typo	0.224	0.415	0.255	salah ketik
typography	0.480	0.334	0.574	tipografi
tyrannical	0.167	0.860	0.731	kejam
tyranny	0.112	0.792	0.705	kezaliman
tyrant	0.115	0.850	0.683	tiran
tyre	0.480	0.358	0.407	ban
ubiquitous	0.635	0.571	0.884	di mana-mana
ubiquity	0.578	0.490	0.595	di mana-mana
ugliness	0.094	0.407	0.267	kejelekan
ugly	0.167	0.630	0.254	jelek
uhoh	0.320	0.622	0.284	uh oh
ukulele	0.513	0.358	0.365	gitar kecil
ulcer	0.286	0.596	0.377	maag
ulterior	0.375	0.509	0.490	tersembunyi
ultimate	0.648	0.645	0.544	terakhir
ultimately	0.385	0.480	0.558	akhirnya
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	terakhir
ultrasound	0.573	0.594	0.600	USG
ultraviolet	0.604	0.448	0.673	ultraungu
umbilical	0.398	0.406	0.333	pusat
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	payung
umpire	0.520	0.592	0.755	wasit
umpteen	0.510	0.460	0.611	sekian
unabashed	0.292	0.614	0.488	tidak tahu malu
unabated	0.532	0.420	0.466	berlanjut
unable	0.132	0.459	0.193	tidak dapat
unacceptable	0.133	0.479	0.330	tidak dapat diterima
unaccompanied	0.292	0.376	0.297	tanpa pendamping
unaccountable	0.180	0.600	0.543	tidak bertanggung jawab
unaccounted	0.410	0.338	0.361	tidak terhitung
unacknowledged	0.240	0.269	0.116	tidak diakui
unadulterated	0.570	0.420	0.528	murni
unaffected	0.542	0.265	0.571	tidak terpengaruh
unafraid	0.500	0.520	0.655	tidak takut
unaided	0.290	0.410	0.336	tanpa bantuan
unaltered	0.571	0.269	0.598	tidak berubah
unambiguous	0.406	0.390	0.578	jelas
unanimity	0.490	0.407	0.706	kebulatan suara
unanimous	0.656	0.380	0.682	sepakat
unanimously	0.686	0.333	0.738	bulat
unannounced	0.240	0.588	0.291	tanpa pemberitahuan
unanswered	0.276	0.361	0.219	tak terjawab
unanticipated	0.255	0.775	0.327	tak terduga
unappreciated	0.143	0.431	0.209	tidak dihargai
unapproved	0.184	0.471	0.254	tidak disetujui
unarmed	0.427	0.420	0.241	tak bersenjata
unassisted	0.302	0.320	0.211	tanpa bantuan
unassuming	0.490	0.230	0.471	sederhana
unattached	0.192	0.439	0.283	tidak terikat
unattainable	0.220	0.635	0.571	tak terjangkau
unattended	0.255	0.400	0.167	tanpa perawatan
unattractive	0.177	0.307	0.208	kurang menarik
unauthorized	0.260	0.448	0.259	tidak sah
unavailable	0.323	0.281	0.159	tidak tersedia
unavoidable	0.350	0.580	0.445	tak terhindarkan
unaware	0.208	0.355	0.310	tidak sadar
unbalanced	0.302	0.596	0.343	tidak seimbang
unbearable	0.125	0.798	0.447	tak tertahankan
unbeatable	0.735	0.719	0.681	tak terkalahkan
unbeaten	0.854	0.760	0.828	tak terkalahkan
unbecoming	0.123	0.471	0.288	tidak pantas
unbelief	0.265	0.582	0.407	ketidakpercayaan
unbelievable	0.771	0.790	0.717	sulit dipercaya
unbiased	0.625	0.378	0.618	tidak bias
unborn	0.312	0.300	0.216	belum lahir
unbound	0.354	0.402	0.283	tidak terikat
unbounded	0.646	0.600	0.736	tak terbatas
unbreakable	0.653	0.573	0.759	tidak bisa dipecahkan
unbridled	0.396	0.759	0.448	tak terkekang
unbroken	0.550	0.224	0.602	tak terputus
unbutton	0.479	0.539	0.311	membuka kancing
uncalled	0.344	0.294	0.222	tidak dipanggil
uncanny	0.469	0.461	0.430	luar biasa
uncaring	0.177	0.245	0.321	tidak peduli
uncensured	0.438	0.649	0.509	tanpa kecaman
uncertain	0.363	0.500	0.164	tidak pasti
uncertainty	0.064	0.494	0.282	ketakpastian
unchallenged	0.552	0.394	0.545	tak terlawan
unchangeable	0.375	0.442	0.709	tidak dapat diubah
unchanged	0.490	0.204	0.237	tidak berubah
uncharted	0.188	0.406	0.413	belum dipetakan
uncherished	0.250	0.412	0.280	tidak dihargai
uncivilized	0.133	0.600	0.400	biadab
unclaimed	0.316	0.346	0.278	tidak diklaim
uncle	0.653	0.255	0.578	paman
unclean	0.133	0.529	0.134	najis
unclear	0.229	0.463	0.202	tidak jelas
uncomfortable	0.188	0.610	0.214	tidak nyaman
uncommon	0.459	0.429	0.373	luar biasa
uncommonly	0.626	0.490	0.778	luar biasa
uncomplicated	0.740	0.260	0.453	tidak rumit
uncompromising	0.320	0.531	0.613	tanpa kompromi
unconcerned	0.562	0.283	0.298	tidak peduli
unconditional	0.760	0.493	0.715	tak bersyarat
unconfirmed	0.334	0.321	0.339	belum dikonfirmasi
unconnected	0.188	0.265	0.213	tidak terhubung
unconscionable	0.208	0.618	0.429	rendah budi
unconscious	0.240	0.356	0.195	tidak sadar
unconsciousness	0.177	0.440	0.121	ketidaksadaran
unconstitutional	0.230	0.588	0.491	inkonstitusionil
unconstrained	0.653	0.640	0.635	tidak dibatasi
uncontested	0.510	0.471	0.689	tidak terbantahkan
uncontrollable	0.265	0.790	0.626	tak terkendali
uncontrolled	0.188	0.891	0.544	tidak terkendali
unconventional	0.177	0.509	0.288	inkonvensional
unconvinced	0.409	0.458	0.228	tidak yakin
unconvincing	0.190	0.532	0.144	tidak meyakinkan
uncooked	0.312	0.321	0.241	mentah
uncooperative	0.250	0.422	0.246	tidak kooperatif
uncorrelated	0.333	0.327	0.316	tidak berkorelasi
uncouth	0.080	0.761	0.350	kasar
uncover	0.771	0.552	0.648	menemukan
uncritical	0.480	0.367	0.412	tanpa kritik
uncut	0.448	0.422	0.278	belum dipotong
undead	0.367	0.635	0.406	mayat hidup
undecided	0.286	0.433	0.127	bimbang
undefeated	0.833	0.752	0.825	tak terkalahkan
undefined	0.260	0.418	0.350	tidak terdefinisi
undeniable	0.552	0.473	0.778	tidak dapat disangkal
