English Word	Valence	Arousal	Dominance	Galician Word
ripper	0.219	0.887	0.642	destripador
ripple	0.500	0.453	0.370	ondulación
rippling	0.500	0.480	0.327	ondulación
rise	0.667	0.593	0.745	subir
rising	0.750	0.602	0.696	levantándose
risk	0.240	0.816	0.438	risco
risky	0.224	0.922	0.700	arriscado
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	rito
ritual	0.375	0.520	0.508	ritual
ritualistic	0.450	0.583	0.540	ritualista
rival	0.286	0.605	0.574	rival
rivalry	0.192	0.765	0.538	rivalidade
river	0.688	0.392	0.605	río
riverbank	0.684	0.300	0.330	beira do Río
riverbed	0.610	0.233	0.421	cauce do río
riverboat	0.561	0.347	0.462	barco fluvial
rivet	0.458	0.306	0.405	remache
riveted	0.385	0.439	0.443	remachado
riveting	0.448	0.544	0.394	remachado
roach	0.146	0.598	0.259	carcacho
road	0.656	0.404	0.404	estrada
roadblock	0.337	0.669	0.490	atranco
roadhouse	0.500	0.620	0.458	caseta de estradas
roadie	0.500	0.566	0.455	roadie
roadrage	0.458	0.567	0.565	rodaxe
roadrunner	0.490	0.702	0.590	corredor de estradas
roads	0.677	0.448	0.496	estradas
roadside	0.500	0.569	0.472	beira da estrada
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	viaxe por estrada
roadway	0.562	0.206	0.509	calzada
roadworks	0.562	0.538	0.509	obras viarias
roam	0.510	0.550	0.444	vagar
roar	0.427	0.816	0.675	ruxir
roaring	0.449	0.817	0.634	ruxindo
roast	0.521	0.541	0.311	asado
roasted	0.615	0.520	0.339	asado
rob	0.112	0.840	0.500	roubar
robber	0.135	0.772	0.481	ladrón
robbery	0.133	0.843	0.435	roubo
robe	0.594	0.216	0.298	bata
robin	0.552	0.363	0.393	petirrojo
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robótica
robotics	0.592	0.600	0.763	robótica
robust	0.667	0.604	0.719	robusto
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	rocha
rocker	0.615	0.704	0.625	rockeiro
rocket	0.664	0.824	0.774	foguete
rocks	0.365	0.209	0.543	rochas
rod	0.479	0.319	0.355	vara
rodent	0.323	0.577	0.279	roedor
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	ovas
rogue	0.334	0.713	0.636	canalla
role	0.552	0.260	0.464	papel
roll	0.469	0.510	0.172	rolar
roller	0.521	0.394	0.345	rolo
rollercoaster	0.802	0.910	0.651	montaña rusa
rollers	0.490	0.365	0.336	rolos
rollicking	0.878	0.806	0.552	rolando
rolling	0.510	0.606	0.321	rodando
roman	0.615	0.475	0.639	romano
romance	0.980	0.682	0.587	romance
romantic	0.936	0.531	0.598	romántico
romanticism	0.854	0.521	0.593	romanticismo
romp	0.610	0.640	0.417	retozar
roof	0.602	0.226	0.342	tellado
rooftop	0.571	0.471	0.461	tellado
rook	0.380	0.400	0.510	torre
rookie	0.583	0.370	0.198	novato
room	0.729	0.283	0.445	cuarto
roomful	0.786	0.425	0.634	cuarto cheo
roommate	0.750	0.481	0.480	compañeiro de cuarto
rooms	0.677	0.241	0.386	cuartos
roomy	0.760	0.342	0.736	espazos
roost	0.500	0.410	0.345	galón
rooster	0.459	0.385	0.275	galo
root	0.602	0.279	0.508	raíz
root beer	0.582	0.520	0.415	cervexa de raíz
rooted	0.510	0.527	0.718	enraizado
rope	0.385	0.280	0.345	corda
ropes	0.458	0.304	0.402	cordas
rosary	0.806	0.140	0.430	rosario
rose	0.865	0.276	0.386	rosa
rosemary	0.688	0.381	0.425	romeu
rosette	0.469	0.410	0.310	rosetón
roster	0.531	0.306	0.381	lista
rosy	0.940	0.528	0.755	rosado
rot	0.031	0.558	0.301	podremia
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotativo
rotate	0.458	0.470	0.492	xirar
rotation	0.670	0.520	0.550	rotación
rote	0.561	0.481	0.696	de memoria
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	podre
rotting	0.188	0.462	0.255	podrecendo
rotunda	0.500	0.464	0.393	rotonda
rouge	0.562	0.400	0.382	vermello
rough	0.406	0.794	0.632	Áspero
roughly	0.448	0.539	0.463	aproximadamente
roughneck	0.323	0.640	0.491	pescozo rudo
roughness	0.214	0.578	0.490	rugosidade
roulette	0.326	0.690	0.422	ruleta
round	0.552	0.434	0.311	redondo
roundabout	0.490	0.425	0.495	rotonda
rounded	0.592	0.391	0.396	redondeado
roundup	0.520	0.580	0.474	redondeo
rouse	0.521	0.490	0.463	espertar
rouser	0.480	0.540	0.423	despertador
rousing	0.714	0.517	0.692	excitante
rout	0.163	0.625	0.233	derrota
route	0.583	0.353	0.518	ruta
routine	0.365	0.219	0.333	rutina
rove	0.457	0.400	0.400	vagar
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	itinerante
row	0.427	0.275	0.406	fila
rowboat	0.455	0.393	0.353	bote de remos
rowdy	0.255	0.900	0.518	ruidoso
rowing	0.458	0.443	0.467	remando
royal	0.796	0.430	0.759	reais
royalty	0.832	0.571	0.833	realeza
rub	0.521	0.565	0.400	fregar
rubber	0.460	0.217	0.315	caucho
rubbers	0.604	0.360	0.414	gomas
rubbing	0.406	0.569	0.440	fregando
rubbish	0.198	0.454	0.164	lixo
rubble	0.308	0.509	0.289	cascallos
rubdown	0.561	0.491	0.404	fregar
rubric	0.427	0.260	0.500	rúbrica
ruby	0.663	0.408	0.544	rubí
ruckus	0.271	0.706	0.411	rebumbio
rudder	0.439	0.469	0.509	temón
ruddy	0.490	0.630	0.395	roxo
rude	0.061	0.821	0.402	groseiro
rudeness	0.280	0.819	0.692	grosería
rudimentary	0.286	0.321	0.509	rudimentario
rudiments	0.385	0.520	0.373	rudimentos
rue	0.323	0.394	0.246	rúa
rueful	0.173	0.429	0.225	arrepentido
ruff	0.365	0.510	0.375	rufo
ruffian	0.130	0.824	0.463	rufián
ruffle	0.443	0.561	0.518	volante
rug	0.520	0.240	0.245	alfombra
rugby	0.677	0.820	0.708	rugby
rugged	0.561	0.569	0.793	accidentado
ruin	0.125	0.588	0.192	ruína
ruination	0.184	0.582	0.209	ruína
ruined	0.135	0.564	0.194	arruinado
ruinous	0.255	0.690	0.275	ruinoso
ruins	0.250	0.490	0.248	ruínas
rule	0.567	0.427	0.593	regra
ruler	0.440	0.400	0.631	gobernante
ruling	0.177	0.566	0.410	sentenza
rum	0.561	0.377	0.451	ron
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	rebumbio
rummage	0.243	0.615	0.289	remexer
rumor	0.255	0.582	0.282	rumor
rumored	0.427	0.604	0.318	rumoreaba
rump	0.449	0.425	0.396	rabadilla
rumpus	0.448	0.531	0.422	rumbo
run	0.542	0.787	0.543	correr
runaround	0.448	0.519	0.349	correndo
runaway	0.271	0.770	0.402	Fuxe
rundown	0.520	0.296	0.465	atropelar
runes	0.438	0.300	0.304	runas
rung	0.510	0.355	0.368	chanzo
runner	0.459	0.747	0.632	corredor
running	0.730	0.858	0.442	correndo
running shoes	0.653	0.573	0.491	zapatillas para correr
runny	0.540	0.439	0.325	morrer
runt	0.370	0.500	0.445	runt
runway	0.585	0.373	0.406	pista
rupture	0.125	0.633	0.430	ruptura
rural	0.562	0.245	0.408	rural
ruse	0.531	0.640	0.546	artimaña
rush	0.406	0.809	0.546	présa
rushing	0.398	0.821	0.529	correndo
rust	0.281	0.265	0.321	ferruxe
rusted	0.286	0.357	0.302	oxidado
rustic	0.369	0.657	0.491	rústico
rustle	0.333	0.538	0.394	ruxir
rustler	0.281	0.830	0.429	ladrón
rusty	0.271	0.345	0.231	oxidado
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	desapiadado
rye	0.490	0.298	0.411	centeo
sabbatical	0.771	0.240	0.427	sabático
saber	0.551	0.620	0.553	sabre
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	sabotaxe
saboteur	0.250	0.804	0.407	saboteador
sac	0.344	0.245	0.226	saco
sack	0.385	0.337	0.264	saco
sacrament	0.690	0.316	0.700	sacramento
sacred	0.833	0.375	0.862	sagrado
sacrifice	0.208	0.833	0.534	sacrificio
sacrifices	0.281	0.717	0.538	sacrificios
sacrificial	0.198	0.755	0.452	sacrificial
sacrilege	0.281	0.708	0.491	sacrilexio
sacrilegious	0.146	0.736	0.449	sacrílego
sad	0.225	0.333	0.149	triste
sadday	0.520	0.418	0.411	tristeza
saddens	0.104	0.436	0.144	entristece
saddle	0.510	0.509	0.306	sela
sadist	0.042	0.918	0.500	sádico
sadistic	0.031	0.906	0.618	sádico
sadly	0.047	0.255	0.216	tristemente
sadness	0.052	0.288	0.164	tristura
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	seguro
safeguard	0.786	0.624	0.700	salvagarda
safekeeping	0.653	0.510	0.586	custodia
safety	0.708	0.491	0.868	seguridade
saffron	0.443	0.373	0.349	azafrán
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	sabio
saggy	0.370	0.429	0.300	flácido
sail	0.615	0.220	0.325	vela
sailboat	0.719	0.392	0.381	veleiro
sailing	0.667	0.520	0.500	navegando
sailor	0.500	0.588	0.500	mariñeiro
saint	0.812	0.240	0.693	santo
sainted	0.708	0.296	0.676	santos
saintly	0.865	0.286	0.591	santo
sake	0.490	0.573	0.407	sake
salad	0.750	0.260	0.307	ensalada
salamander	0.410	0.362	0.309	salamandra
salami	0.667	0.360	0.339	salame
salary	0.786	0.480	0.652	salario
sale	0.647	0.602	0.573	venda
salesgirl	0.582	0.490	0.605	vendedora
salesman	0.643	0.559	0.664	vendedor
salient	0.600	0.573	0.702	salientable
saline	0.430	0.340	0.385	solución salina
saliva	0.214	0.265	0.236	saliva
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	salmón
salmonella	0.167	0.608	0.312	salmonela
salon	0.531	0.296	0.463	salón
saloon	0.630	0.300	0.364	salón
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	sal
salted	0.333	0.400	0.304	salgado
saltwater	0.327	0.330	0.364	auga salgada
salty	0.388	0.531	0.288	salgado
salutary	0.885	0.360	0.686	saudable
salutation	0.878	0.417	0.500	saúdo
salute	0.833	0.542	0.681	saúdo
salvage	0.622	0.510	0.832	salvamento
salvation	0.857	0.480	0.800	salvación
salve	0.612	0.390	0.500	ungüento
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	semellanza
sample	0.521	0.187	0.452	mostra
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	sanatorio
sanctification	0.770	0.431	0.816	santificación
sanctified	0.792	0.240	0.612	santificados
sanctify	0.673	0.443	0.783	santificar
sanctimonious	0.240	0.365	0.327	santuario
sanction	0.201	0.750	0.517	sanción
sanctioned	0.323	0.696	0.391	sancionado
sanctity	0.771	0.330	0.628	santidade
sanctuary	0.863	0.226	0.575	santuario
sanctum	0.521	0.438	0.657	santuario
sand	0.582	0.279	0.304	area
sandal	0.490	0.283	0.333	sandalia
sandbox	0.573	0.274	0.264	caixa de area
sander	0.438	0.580	0.445	lixadora
sandman	0.479	0.469	0.388	home de area
sandpaper	0.417	0.425	0.404	papel de lixa
sands	0.646	0.304	0.377	areas
sandstorm	0.324	0.821	0.629	tormenta de area
sandwich	0.672	0.314	0.310	bocadillo
sandy	0.406	0.265	0.296	areoso
sane	0.760	0.235	0.670	san
sanguine	0.520	0.560	0.545	sanguíneo
sanitarium	0.448	0.645	0.570	sanatorio
sanitary	0.458	0.320	0.425	sanitarios
sanitation	0.742	0.312	0.500	saneamento
sanity	0.667	0.333	0.655	cordura
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	santa
sap	0.470	0.298	0.258	savia
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	zafiro
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	sarcasmo
sarcastic	0.397	0.781	0.298	sarcástico
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcófago
sardine	0.541	0.236	0.236	sardiña
sardonic	0.208	0.679	0.446	sardónico
sarsaparilla	0.542	0.488	0.345	zarzaparrilla
sash	0.480	0.298	0.333	faixa
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sasafrás
sassy	0.271	0.704	0.320	descarado
satanic	0.062	0.843	0.720	satánico
satchel	0.521	0.306	0.345	carteira
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	satélite
satin	0.519	0.396	0.481	cetim
satire	0.458	0.655	0.472	sátira
satirical	0.323	0.615	0.538	satírico
satisfaction	0.939	0.637	0.673	satisfacción
satisfactorily	0.765	0.570	0.802	satisfactoriamente
satisfactory	0.959	0.569	0.702	satisfactorio
satisfied	0.959	0.510	0.685	satisfeito
satisfy	0.867	0.790	0.705	satisfacer
satisfying	0.890	0.606	0.814	satisfactorio
saturate	0.281	0.680	0.467	saturar
saturated	0.474	0.700	0.442	saturado
saturation	0.255	0.582	0.583	saturación
satyr	0.280	0.639	0.500	sátiro
sauce	0.562	0.515	0.288	salsa
saucepan	0.347	0.264	0.321	cazola
saucer	0.510	0.327	0.337	prato
saucy	0.250	0.653	0.391	picante
sauerkraut	0.531	0.454	0.336	chucrut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	salchicha
savage	0.204	0.931	0.605	salvaxe
savagery	0.219	0.907	0.711	salvaxismo
savanna	0.606	0.147	0.394	sabana
savannah	0.729	0.212	0.309	sabana
savant	0.781	0.451	0.818	sabio
save	0.770	0.439	0.682	gardar
saver	0.745	0.382	0.802	aforrador
saving	0.663	0.230	0.621	gardando
savings	0.776	0.431	0.608	aforro
savior	0.920	0.469	0.804	salvador
savor	0.827	0.552	0.526	saborear
savory	0.812	0.717	0.619	salgado
savvy	0.719	0.520	0.706	entendido
saw	0.316	0.541	0.518	serra
sawdust	0.398	0.279	0.241	serradura
sawmill	0.427	0.378	0.434	serradoiro
sax	0.573	0.465	0.409	saxo
saxophone	0.688	0.444	0.482	saxofón
say	0.571	0.310	0.482	dicir
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	costra
scabbard	0.325	0.219	0.217	vaina
scaffold	0.480	0.500	0.336	Andamio
scaffolding	0.496	0.366	0.545	estadas
scalding	0.271	0.540	0.381	escaldadura
scale	0.310	0.350	0.577	escala
scales	0.439	0.330	0.491	escalas
scallop	0.490	0.363	0.331	vieira
scalp	0.347	0.346	0.302	coiro cabeludo
scalpel	0.302	0.700	0.482	bisturí
scaly	0.281	0.481	0.358	escamosa
scam	0.042	0.745	0.418	estafa
scamp	0.458	0.464	0.371	pícaro
scampi	0.531	0.448	0.224	gambas
scan	0.479	0.423	0.470	escanear
scandal	0.122	0.821	0.557	escándalo
scandalous	0.135	0.907	0.556	escandaloso
scanner	0.531	0.356	0.567	escáner
scanty	0.287	0.333	0.127	escaso
scape	0.290	0.625	0.536	escapar
scapegoat	0.184	0.685	0.481	chivo expiatorio
scar	0.146	0.500	0.397	cicatriz
scarab	0.406	0.458	0.267	escarabajo
scarce	0.292	0.324	0.218	escasa
scarcely	0.082	0.412	0.160	apenas
scarcity	0.167	0.500	0.182	escaseza
scare	0.122	0.910	0.264	susto
scarecrow	0.219	0.274	0.349	espantallo
scared	0.146	0.828	0.185	asustado
scares	0.122	0.847	0.386	sustos
scarf	0.750	0.224	0.224	bufanda
scarier	0.156	0.846	0.472	máis asustado
scariest	0.167	0.863	0.538	máis asustado
scarlet	0.507	0.390	0.411	escarlata
scary	0.062	0.952	0.528	asustado
scat	0.337	0.548	0.409	scat
scatter	0.229	0.620	0.404	espallar
scattered	0.208	0.380	0.238	espallados
scattering	0.347	0.550	0.394	dispersión
scavenger	0.177	0.578	0.408	carroñeiro
scenario	0.667	0.510	0.683	escenario
scene	0.570	0.340	0.578	escena
scenery	0.745	0.253	0.592	paisaxes
scenic	0.684	0.548	0.756	escénico
scent	0.633	0.410	0.491	cheiro
scented	0.865	0.509	0.431	perfumado
scepter	0.630	0.300	0.670	cetro
sceptical	0.214	0.387	0.466	escéptico
scepticism	0.292	0.444	0.550	escepticismo
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	horario
schematic	0.490	0.284	0.647	esquemático
scheme	0.521	0.269	0.577	esquema
schilling	0.367	0.410	0.418	xelín
schism	0.280	0.569	0.386	cisma
schizophrenia	0.092	0.880	0.435	esquizofrenia
schizophrenic	0.102	0.958	0.433	esquizofrénico
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	merda
schnapps	0.583	0.567	0.417	aguardiente
schnitzel	0.365	0.430	0.382	escalope
scholar	0.694	0.421	0.731	estudoso
scholarly	0.750	0.466	0.709	erudito
scholarship	0.866	0.490	0.625	bolsa de estudos
scholastic	0.500	0.470	0.491	escolar
school	0.765	0.423	0.633	escola
schoolboy	0.623	0.385	0.441	escolar
schoolgirl	0.760	0.521	0.415	alumna
schoolhouse	0.602	0.407	0.672	escola
schooling	0.582	0.462	0.640	escolarización
schoolmaster	0.667	0.368	0.852	mestre de escola
schoolteacher	0.521	0.380	0.632	mestre de escola
schoolwork	0.479	0.500	0.481	traballo da escola
schoolyard	0.684	0.529	0.440	patio do colexio
schooner	0.635	0.408	0.427	goleta
sciatica	0.286	0.443	0.393	ciática
science	0.588	0.429	0.741	ciencia
scientific	0.653	0.510	0.836	científico
scientist	0.562	0.500	0.790	científica
scifi	0.592	0.570	0.394	ciencia ficción
scintilla	0.476	0.528	0.385	centelleo
scintillating	0.650	0.736	0.612	escintilante
scintillation	0.576	0.579	0.573	escintilación
scintillator	0.583	0.670	0.510	escintilador
scion	0.490	0.380	0.451	descendiente
scissors	0.458	0.462	0.302	tesoiras
scoff	0.125	0.686	0.306	burlarse
scold	0.194	0.755	0.626	regañar
scolding	0.071	0.833	0.417	regañando
scone	0.418	0.287	0.229	bollos
scoop	0.583	0.543	0.640	culler
scoot	0.510	0.490	0.412	escoitar
scooter	0.510	0.587	0.371	scooter
scope	0.656	0.386	0.718	ámbito
scorch	0.214	0.689	0.491	chamuscado
scorching	0.406	0.635	0.464	abrasador
score	0.670	0.388	0.589	puntuación
scoreboard	0.667	0.484	0.472	marcador
scorer	0.730	0.608	0.764	anotador
scores	0.594	0.469	0.629	puntuacións
scorn	0.110	0.721	0.356	desprezo
scorned	0.062	0.529	0.226	desprezado
scornful	0.173	0.608	0.368	desdeñoso
scorpion	0.198	0.745	0.600	escorpión
scotch	0.578	0.520	0.615	escocés
scoundrel	0.094	0.740	0.412	canalla
scour	0.388	0.602	0.632	fregar
scourge	0.214	0.640	0.302	lacra
scout	0.656	0.611	0.763	explorador
scowl	0.302	0.600	0.413	ceño ceño
scrabble	0.625	0.412	0.399	scrabble
scram	0.306	0.485	0.409	escrame
scramble	0.469	0.744	0.500	revolto
scrambled	0.451	0.535	0.539	revolto
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	revolto
scrap	0.156	0.339	0.173	chatarra
scrapbook	0.562	0.274	0.432	álbum de recortes
scrape	0.365	0.615	0.384	raspar
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	raspando
scrappy	0.301	0.375	0.406	chapucero
scratch	0.276	0.625	0.270	rascar
scratchy	0.235	0.610	0.436	rabuñado
scrawny	0.276	0.422	0.245	escuro
scream	0.188	0.863	0.594	berrar
screamer	0.156	0.670	0.392	berrador
screaming	0.245	0.901	0.460	berrando
screech	0.214	0.802	0.306	berrar
screen	0.670	0.300	0.417	pantalla
screening	0.562	0.570	0.709	proxección
screenplay	0.500	0.406	0.518	guión
screenwriter	0.571	0.500	0.712	guionista
screw	0.385	0.460	0.377	parafuso
screwball	0.271	0.680	0.505	parafuso
screwdriver	0.520	0.519	0.439	chave de fenda
screwed	0.302	0.520	0.464	atornillado
screwy	0.344	0.596	0.450	carallo
screwyou	0.260	0.647	0.509	foti
scribble	0.429	0.453	0.358	garabato
scribe	0.541	0.264	0.491	escribano
scrimmage	0.367	0.660	0.411	batida
scrip	0.430	0.462	0.455	scrip
script	0.610	0.450	0.527	guión
scriptural	0.551	0.250	0.596	escritural
scripture	0.745	0.270	0.630	escritura
scroll	0.375	0.630	0.409	desprazamento
scrotum	0.396	0.653	0.361	escroto
scrounge	0.210	0.565	0.397	escabullirse
scrounger	0.323	0.490	0.358	scronger
scrub	0.417	0.420	0.500	fregar
scruffy	0.194	0.435	0.176	desaliñado
scrumptious	0.959	0.650	0.566	deliciosa
scrupulous	0.545	0.685	0.602	escrupuloso
scrutinize	0.458	0.587	0.573	escrutar
scrutiny	0.500	0.653	0.658	escrutinio
scuba	0.542	0.494	0.456	submarinismo
scuff	0.165	0.560	0.376	raspado
scuffle	0.146	0.800	0.529	rifa
scullery	0.469	0.337	0.353	lavadoiro
sculptor	0.653	0.431	0.694	escultor
sculpture	0.750	0.346	0.490	escultura
sculptured	0.708	0.373	0.557	esculpido
scum	0.357	0.380	0.218	escoria
scumbag	0.240	0.591	0.278	merda
scurry	0.398	0.647	0.509	correr
scurvy	0.354	0.462	0.312	escorbuto
scuttle	0.438	0.398	0.430	escurrir
sea	0.833	0.353	0.589	mar
seaboard	0.663	0.356	0.507	litoral
seafood	0.656	0.500	0.328	marisco
seagull	0.635	0.245	0.314	gaivota
seal	0.490	0.218	0.518	selo
seals	0.412	0.241	0.402	selos
seam	0.427	0.250	0.414	costura
seaman	0.520	0.510	0.672	mariñeiro
seamless	0.459	0.140	0.302	sen costura
seamstress	0.535	0.288	0.389	costureira
seaport	0.594	0.317	0.491	porto marítimo
sear	0.490	0.553	0.600	sear
search	0.635	0.580	0.462	buscar
searching	0.534	0.657	0.466	buscando
searchlight	0.622	0.510	0.552	reflector
seared	0.229	0.410	0.398	chamuscado
seashore	0.796	0.310	0.375	beira do mar
seasick	0.115	0.683	0.245	mareo
seaside	0.887	0.520	0.508	á beira do mar
season	0.792	0.410	0.519	tempada
seasonal	0.592	0.273	0.305	estacional
seasoned	0.812	0.570	0.509	aderezado
seasoning	0.633	0.388	0.479	condimento
seat	0.542	0.281	0.434	asento
seatbelt	0.656	0.314	0.726	cinto de seguridade
seating	0.552	0.265	0.286	asentos
seawater	0.760	0.197	0.491	auga de mar
seaweed	0.446	0.286	0.382	algas
sec	0.490	0.385	0.380	sec
secession	0.323	0.561	0.509	secesión
secluded	0.357	0.265	0.240	illado
seclusion	0.230	0.558	0.505	reclusión
second	0.490	0.210	0.250	segundo
second cousin	0.698	0.360	0.441	primo segundo
secondary	0.636	0.375	0.260	secundario
secondhand	0.194	0.389	0.283	segunda man
secrecy	0.294	0.549	0.475	segredo
secret	0.479	0.580	0.509	segredo
secretariat	0.518	0.459	0.597	secretaría
secretary	0.612	0.426	0.561	secretario
secrete	0.427	0.567	0.518	segregar
secretion	0.354	0.582	0.529	secreción
secretive	0.390	0.250	0.538	secreto
secretly	0.525	0.404	0.479	en segredo
sect	0.265	0.667	0.526	sect
sectarian	0.260	0.606	0.517	sectario
section	0.500	0.269	0.421	sección
sectional	0.427	0.415	0.464	seccional
