English Word	Valence	Arousal	Dominance	Norwegian Word
validation	0.655	0.460	0.720	validering
validity	0.646	0.470	0.706	gyldighet
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	dal
valor	0.833	0.442	0.763	tapperhet
valuable	0.899	0.547	0.798	verdifulle
valuables	0.790	0.625	0.759	verdisaker
valuation	0.615	0.480	0.795	verdivurdering
value	0.875	0.582	0.802	verdi
valve	0.323	0.363	0.471	ventil
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampyr
van	0.561	0.378	0.425	varebil
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	hærverk
vane	0.561	0.280	0.231	vinge
vanguard	0.693	0.640	0.780	fortropp
vanilla	0.706	0.216	0.284	vanilje
vanish	0.236	0.480	0.347	forsvinne
vanished	0.208	0.566	0.255	forsvant
vanishing	0.292	0.550	0.322	forsvinner
vanity	0.260	0.540	0.439	forfengelighet
vanquish	0.708	0.760	0.804	Beseiret
vanquished	0.496	0.529	0.176	beseiret
vanquishing	0.600	0.748	0.764	beseirende
vantage	0.740	0.632	0.788	utsiktspunkt
vapor	0.510	0.358	0.318	damp
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	variabel
variance	0.540	0.405	0.509	forskjell
variation	0.635	0.561	0.406	variasjon
variations	0.458	0.548	0.353	variasjoner
varicella	0.184	0.593	0.314	vannkopper
varicose	0.235	0.462	0.368	åreknuter
varied	0.604	0.701	0.472	variert
variegated	0.398	0.549	0.406	spraglete
variety	0.714	0.472	0.598	variasjon
various	0.500	0.296	0.342	diverse
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	lakk
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	variere
varying	0.552	0.471	0.385	varierende
vascular	0.516	0.451	0.627	vaskulær
vase	0.638	0.225	0.215	vase
vasectomy	0.208	0.663	0.431	vasektomi
vassal	0.417	0.525	0.196	vasall
vast	0.520	0.535	0.545	enorme
vat	0.333	0.491	0.509	mva
vaudeville	0.490	0.471	0.472	vaudeville
vault	0.490	0.378	0.644	hvelv
vaulted	0.417	0.460	0.542	hvelvet
vaulting	0.510	0.323	0.520	hvelving
veal	0.438	0.337	0.410	kalvekjøtt
vector	0.538	0.308	0.482	vektor
veer	0.469	0.430	0.338	dreie
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegansk
vegetable	0.551	0.120	0.289	grønnsak
vegetarian	0.562	0.255	0.407	vegetarianer
vegetarianism	0.510	0.269	0.407	vegetarisme
vegetation	0.740	0.177	0.500	vegetasjon
vegetative	0.500	0.270	0.351	vegetativ
veggie	0.602	0.245	0.409	grønnsak
vehement	0.500	0.500	0.575	heftig
vehicle	0.641	0.565	0.500	kjøretøy
veil	0.500	0.235	0.415	slør
veiled	0.370	0.317	0.324	tilslørt
vein	0.347	0.373	0.318	blodåre
veined	0.487	0.459	0.294	året
vellum	0.500	0.349	0.321	vellum
velocity	0.673	0.769	0.783	hastighet
velour	0.670	0.292	0.412	velur
velvet	0.663	0.226	0.304	fløyel
velvety	0.677	0.343	0.493	fløyelsaktig
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	salgsautomat
vendor	0.541	0.541	0.627	Leverandør
veneer	0.490	0.265	0.289	finer
venerable	0.708	0.369	0.600	ærverdige
veneration	0.745	0.650	0.712	ære
venereal	0.302	0.654	0.424	venerisk
venetian	0.633	0.373	0.464	venetiansk
vengeance	0.103	0.927	0.719	hevn
vengeful	0.150	0.840	0.561	hevngjerrig
venison	0.510	0.422	0.296	viltkjøtt
venom	0.125	0.770	0.491	gift
venomous	0.159	0.841	0.636	giftig
venous	0.406	0.571	0.453	venøs
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	ventilasjon
ventilator	0.471	0.353	0.344	ventilator
venting	0.375	0.388	0.418	ventilering
ventricle	0.520	0.387	0.464	ventrikkel
ventricular	0.440	0.549	0.475	ventrikulær
ventriloquist	0.552	0.600	0.526	buktaler
venture	0.893	0.810	0.644	venture
venue	0.727	0.316	0.395	spillested
veracity	0.735	0.724	0.798	sannhet
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	verb
verbal	0.520	0.291	0.562	verbal
verbatim	0.562	0.255	0.574	ordrett
verbiage	0.429	0.560	0.535	ordbruk
verbose	0.439	0.480	0.635	ordrik
verbosity	0.300	0.491	0.451	ordlyd
verdant	0.600	0.260	0.389	frodig
verdict	0.325	0.689	0.800	kjennelse
verge	0.500	0.337	0.305	grense
verification	0.750	0.276	0.642	bekreftelse
verified	0.781	0.367	0.677	verifisert
verify	0.761	0.481	0.704	bekrefte
verily	0.713	0.351	0.585	sannelig
veritable	0.794	0.330	0.759	veritabel
vermin	0.167	0.712	0.385	skadedyr
vermouth	0.503	0.480	0.425	vermouth
vernacular	0.479	0.453	0.615	folkespråk
vernal	0.553	0.402	0.451	vernal
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	allsidig
versatility	0.878	0.585	0.750	allsidighet
verse	0.667	0.269	0.336	vers
version	0.604	0.423	0.538	versjon
versus	0.310	0.500	0.447	mot
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	vertebra
vertebral	0.308	0.434	0.525	vertebral
vertex	0.316	0.510	0.491	toppunkt
vertical	0.520	0.387	0.492	vertikal
vertically	0.534	0.385	0.545	vertikalt
vertigo	0.292	0.655	0.445	svimmelhet
verve	0.724	0.840	0.693	verve
very negative	0.062	0.521	0.148	veldig negativt
very positive	1.000	0.551	0.825	veldig positivt
veryangry	0.323	0.714	0.527	veldig sint
vesicle	0.359	0.509	0.379	vesikkel
vesicular	0.214	0.440	0.483	vesikulær
vessel	0.490	0.398	0.538	fartøy
vest	0.667	0.380	0.371	Vest
vested	0.663	0.415	0.648	opptjent
vestibule	0.541	0.385	0.422	vestibyle
vestige	0.562	0.470	0.454	rest
vet	0.531	0.400	0.644	veterinær
veteran	0.560	0.431	0.759	veteran
veterinarian	0.582	0.418	0.542	veterinær
veterinary	0.656	0.450	0.603	veterinær
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	irritert
viability	0.776	0.500	0.684	levedyktighet
viable	0.656	0.320	0.667	levedyktig
viaduct	0.420	0.440	0.662	viadukt
vial	0.594	0.346	0.445	hetteglass
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibber
vibrant	0.771	0.824	0.782	levende
vibrate	0.500	0.698	0.604	vibrere
vibration	0.583	0.657	0.528	vibrasjon
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	vibrerende
vicar	0.531	0.370	0.555	prest
vicarious	0.479	0.452	0.517	stedfortredende
vice	0.296	0.778	0.480	vice
viceroy	0.541	0.481	0.712	visekonge
vicinity	0.700	0.353	0.466	nærhet
vicious	0.208	0.694	0.407	ond
victim	0.115	0.676	0.202	offer
victimized	0.115	0.644	0.273	utsatt
victor	0.802	0.587	0.796	seierherre
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	seirende
victory	0.938	0.735	0.931	seier
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	video spill
videotape	0.665	0.343	0.384	videoopptak
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	utsikt
viewer	0.592	0.358	0.558	seer
viewing	0.690	0.394	0.598	visning
viewpoint	0.673	0.306	0.644	synspunkt
vigil	0.521	0.480	0.491	vake
vigilance	0.490	0.615	0.724	årvåkenhet
vigilant	0.469	0.643	0.791	årvåken
vigilante	0.418	0.627	0.720	borgervern
vignette	0.717	0.283	0.382	vignett
vigor	0.860	0.755	0.811	Vigør
vigorous	0.857	0.770	0.897	energisk
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	avskyelig
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	landsby
villager	0.710	0.387	0.509	landsbyboer
villain	0.177	0.892	0.590	kriminell, kjeltring
villainous	0.122	0.840	0.470	skurkaktig
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	stadfeste
vindicated	0.615	0.480	0.609	stadfestet
vindication	0.531	0.632	0.764	rettferdiggjørelse
vindictive	0.092	0.830	0.500	hevngjerrig
vine	0.531	0.292	0.405	vinranke
vinegar	0.276	0.370	0.356	eddik
vineyard	0.806	0.382	0.595	vingård
vintage	0.680	0.390	0.481	årgang
vinyl	0.490	0.241	0.440	vinyl
viola	0.521	0.461	0.481	bratsj
violate	0.061	0.970	0.519	bryte
violation	0.083	0.892	0.413	brudd
violence	0.061	0.933	0.719	vold
violent	0.112	0.918	0.616	voldelig
violently	0.120	0.970	0.527	voldelig
violet	0.688	0.272	0.401	fiolett
violin	0.823	0.396	0.389	fiolin
violinist	0.804	0.302	0.538	fiolinist
viper	0.173	0.846	0.632	hoggorm
viral	0.240	0.612	0.518	viral
virgin	0.622	0.433	0.462	jomfru
virginal	0.673	0.577	0.464	jomfruelig
virginity	0.691	0.676	0.576	jomfrudom
virility	0.684	0.670	0.718	virilitet
virology	0.418	0.569	0.562	virologi
virtual	0.598	0.532	0.463	virtuell
virtually	0.594	0.521	0.625	så og si
virtue	0.896	0.443	0.827	dyd
virtuoso	0.929	0.591	0.863	virtuos
virtuous	0.890	0.530	0.822	dydig
virulence	0.094	0.533	0.438	virulens
virus	0.277	0.740	0.443	virus
visa	0.735	0.367	0.660	visum
visage	0.700	0.361	0.482	visage
viscosity	0.417	0.521	0.454	viskositet
viscous	0.398	0.396	0.409	tyktflytende
vise	0.533	0.391	0.451	skrustikke
visibility	0.750	0.444	0.676	synlighet
visible	0.750	0.342	0.509	synlig
visibly	0.724	0.373	0.591	synlig
vision	0.708	0.447	0.742	syn
visionary	0.823	0.565	0.791	visjonær
visit	0.771	0.443	0.445	besøk
visitation	0.729	0.346	0.534	besøk
visiting	0.729	0.440	0.519	besøker
visitor	0.646	0.480	0.461	besøkende
visor	0.396	0.490	0.265	visir
vista	0.698	0.390	0.450	vista
visual	0.813	0.462	0.462	visuell
visualize	0.635	0.431	0.537	visualisere
vital	0.750	0.716	0.847	livsviktig
vitality	0.923	0.565	0.869	vitalitet
vitals	0.704	0.604	0.798	livsnødvendigheter
vitamin	0.827	0.330	0.560	vitamin
vitreous	0.312	0.413	0.396	glassaktig
viva	0.840	0.567	0.644	viva
vivacious	0.780	0.820	0.758	livlig
vivid	0.698	0.627	0.667	levende
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	ordforråd
vocal	0.583	0.352	0.340	vokal
vocalist	0.688	0.596	0.596	vokalist
vocation	0.833	0.426	0.686	kall
vodka	0.510	0.632	0.491	vodka
vogue	0.740	0.491	0.538	mote
voice	0.594	0.343	0.528	stemme
voiceless	0.271	0.235	0.131	stemmeløs
voicemail	0.458	0.453	0.406	talepost
void	0.135	0.163	0.130	tomrom
volatile	0.323	0.786	0.565	flyktige
volatility	0.281	0.755	0.553	volatilitet
volcanic	0.344	0.910	0.781	vulkansk
volcano	0.240	0.844	0.787	vulkan
volition	0.480	0.587	0.578	vilje
volley	0.529	0.460	0.336	volley
volleyball	0.640	0.700	0.458	volleyball
voltage	0.382	0.855	0.621	Spenning
voltmeter	0.599	0.596	0.545	voltmeter
volume	0.552	0.490	0.546	volum
volumes	0.552	0.452	0.520	volumer
voluminous	0.561	0.450	0.658	omfangsrik
voluntarily	0.847	0.460	0.527	frivillig
voluntary	0.771	0.460	0.643	frivillig
volunteer	0.888	0.422	0.596	frivillig
volunteering	0.844	0.614	0.603	frivillig arbeid
volunteers	0.820	0.448	0.630	frivillige
voluptuous	0.673	0.719	0.792	vellystig
vomit	0.073	0.569	0.188	kaste opp
vomiting	0.156	0.780	0.157	oppkast
voodoo	0.188	0.600	0.453	voodoo
voracious	0.385	0.892	0.694	glupsk
vortex	0.408	0.691	0.602	virvel
vote	0.582	0.500	0.649	stemme
voter	0.612	0.538	0.754	velger
voting	0.615	0.602	0.768	stemmegivning
votive	0.479	0.460	0.453	votiv
vouch	0.625	0.417	0.746	gå god for
voucher	0.622	0.416	0.601	kupong
vow	0.560	0.510	0.664	løfte
vowel	0.490	0.283	0.311	vokal
voyage	0.816	0.714	0.580	reise
voyager	0.684	0.596	0.627	voyager
voyeur	0.479	0.615	0.466	voyeur
vulgar	0.083	0.820	0.445	vulgær
vulgarity	0.104	0.870	0.346	vulgaritet
vulnerability	0.250	0.510	0.267	sårbarhet
vulnerable	0.198	0.490	0.245	sårbar
vulture	0.316	0.604	0.472	gribb
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	sprø
wad	0.333	0.318	0.259	dott
waddle	0.490	0.453	0.388	vralte
wade	0.510	0.656	0.472	vade
wafer	0.677	0.360	0.313	oblat
waffle	0.708	0.394	0.327	vaffel
wag	0.448	0.490	0.481	logre
wage	0.635	0.480	0.565	lønn
wager	0.479	0.816	0.615	satse
wages	0.776	0.440	0.620	lønn
wagon	0.490	0.461	0.474	vogn
wail	0.418	0.724	0.393	jamre
waist	0.542	0.448	0.351	midje
waistcoat	0.542	0.320	0.389	vest
waistline	0.560	0.417	0.320	midjelinje
wait	0.224	0.167	0.264	vente
waiter	0.459	0.300	0.295	kelner
waiting	0.239	0.339	0.333	venter
waitinggame	0.604	0.549	0.406	ventelek
waitress	0.646	0.531	0.352	servitør
waive	0.276	0.559	0.311	frafalle
waiver	0.396	0.630	0.373	fraskrivelse
wake	0.700	0.470	0.512	våkne
walk	0.643	0.412	0.450	gå
walker	0.551	0.491	0.525	rullator
walking	0.708	0.480	0.781	gå
walkout	0.292	0.853	0.427	gå ut
wall	0.417	0.250	0.509	vegg
wallaby	0.541	0.368	0.391	wallaby
wallet	0.680	0.432	0.500	lommebok
wallflower	0.667	0.298	0.342	veggblomst
wallop	0.320	0.790	0.689	velte
wallow	0.286	0.878	0.491	velte seg
wallpaper	0.673	0.173	0.308	tapet
walnut	0.688	0.302	0.255	valnøtt
walrus	0.521	0.327	0.361	hvalross
waltz	0.769	0.410	0.315	vals
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	tryllestav
wander	0.427	0.417	0.330	vandre
wanderer	0.458	0.519	0.396	vandrer
wandering	0.323	0.471	0.357	vandrende
wane	0.188	0.402	0.098	avta
waning	0.375	0.333	0.300	avtar
wanker	0.290	0.569	0.446	wanker
wannabe	0.602	0.547	0.337	wannabe
wannasleep	0.604	0.330	0.345	vil sove
want	0.671	0.642	0.598	ønsker
wanting	0.760	0.433	0.593	ønsker
wanton	0.427	0.739	0.500	lystig
war	0.022	0.892	0.727	krig
warbler	0.480	0.349	0.311	sangfugl
warcrimes	0.031	0.852	0.585	krigsforbrytelser
ward	0.469	0.255	0.254	avdeling
warden	0.615	0.627	0.898	vaktmester
wardrobe	0.612	0.510	0.336	garderobe
ware	0.604	0.443	0.455	ware
warehouse	0.721	0.365	0.446	lager
warfare	0.062	0.885	0.845	krigføring
warhead	0.219	0.756	0.536	stridshode
warlike	0.367	0.847	0.779	krigersk
warlock	0.312	0.558	0.657	trollmann
warlord	0.167	0.796	0.781	krigsherre
warm	0.760	0.312	0.585	varm
warming	0.594	0.637	0.580	oppvarming
warms	0.594	0.580	0.632	varmer
warmth	0.878	0.307	0.602	varme
warn	0.429	0.647	0.564	varsle
warned	0.302	0.604	0.547	advart
warning	0.229	0.774	0.629	advarsel
warp	0.344	0.417	0.373	renning
warpath	0.280	0.676	0.551	krigssti
warped	0.219	0.663	0.304	forvrengt
warrant	0.653	0.398	0.802	garanterer
warranted	0.714	0.367	0.690	berettiget
warrants	0.562	0.431	0.881	warrants
warranty	0.667	0.470	0.568	garanti
warren	0.417	0.570	0.464	warren
warrior	0.458	0.863	0.915	kriger
warship	0.292	0.890	0.889	krigsskip
wart	0.082	0.314	0.205	vorte
wartime	0.100	0.912	0.726	krigstid
wary	0.510	0.343	0.535	på vakt
wash	0.635	0.377	0.297	vask
washed	0.542	0.314	0.392	vasket
washer	0.594	0.390	0.365	vaskemaskin
washing	0.643	0.396	0.402	vask
washout	0.383	0.304	0.389	vask ut
washroom	0.500	0.364	0.446	vaskerom
wasp	0.390	0.620	0.406	veps
waste	0.041	0.510	0.184	Avfall
wastebasket	0.271	0.230	0.286	søppelbøtte
wasted	0.188	0.558	0.259	drita full
wasteful	0.173	0.730	0.409	uøkonomisk
wasteland	0.365	0.308	0.391	ødemark
wasting	0.051	0.417	0.207	sløsing
watch	0.531	0.346	0.423	se
watchdog	0.531	0.811	0.648	vakthund
watcher	0.562	0.401	0.702	overvåker
watchful	0.386	0.490	0.675	vaktsom
watchman	0.510	0.509	0.833	vaktmann
watchout	0.396	0.530	0.455	pass på
watchtower	0.500	0.415	0.647	vakttårn
water	0.812	0.123	0.429	vann
water polo	0.688	0.670	0.534	vannpolo
waterbed	0.724	0.381	0.296	vannseng
watercourse	0.677	0.357	0.466	vassdrag
watered	0.615	0.290	0.377	vannet
waterfall	0.652	0.460	0.528	foss
waterfront	0.716	0.274	0.556	vannkanten
watering can	0.602	0.298	0.336	vannkanne
watermelon	0.714	0.230	0.239	vannmelon
waterproof	0.779	0.423	0.545	vanntett
waterworks	0.510	0.490	0.561	vannverk
watery	0.367	0.461	0.292	vannaktig
wave	0.622	0.491	0.490	bølge
wavelength	0.604	0.442	0.516	bølgelengde
waver	0.426	0.630	0.255	vakle
wavering	0.375	0.430	0.384	vaklende
waves	0.643	0.470	0.509	bølger
wavy	0.520	0.284	0.345	bølgete
wax	0.436	0.245	0.309	voks
waxed	0.531	0.388	0.408	vokset
waxy	0.408	0.245	0.308	voksaktig
way	0.480	0.275	0.420	vei
ways	0.688	0.560	0.425	måter
wayward	0.344	0.573	0.409	egensindig
weak	0.180	0.241	0.045	svak
weaken	0.112	0.250	0.223	svekke seg
weakened	0.373	0.304	0.092	svekket
weakling	0.194	0.294	0.087	svakhet
weakly	0.270	0.255	0.111	svakt
weakness	0.088	0.370	0.125	svakhet
wealth	0.857	0.637	0.858	rikdom
wealthy	0.927	0.566	0.862	rik
weapon	0.054	0.840	0.831	våpen
weaponry	0.219	0.840	0.870	våpen
wear	0.312	0.370	0.255	ha på
wearer	0.471	0.347	0.527	bærer
wearily	0.327	0.286	0.128	trett
weariness	0.104	0.333	0.226	tretthet
wearing	0.646	0.520	0.461	iført
weary	0.194	0.281	0.202	sliten
weasel	0.408	0.317	0.337	vesle
weather	0.755	0.404	0.567	vær
weathered	0.422	0.491	0.537	forvitret
weatherman	0.660	0.413	0.643	værmann
weatherproof	0.541	0.345	0.552	værbestandig
weave	0.604	0.265	0.172	veve
web	0.583	0.411	0.519	web
website	0.615	0.442	0.526	nettsted
wed	0.604	0.549	0.448	ons
wedded	0.771	0.413	0.518	giftet seg
wedding	0.875	0.802	0.642	bryllup
wedge	0.490	0.290	0.278	kile
wedlock	0.747	0.654	0.745	ekteskap
wee	0.663	0.452	0.315	wee
weed	0.459	0.294	0.364	ugress
weeding	0.458	0.528	0.454	luking
weeds	0.320	0.551	0.315	ugress
weedy	0.293	0.366	0.352	ugressaktig
weeeee	0.562	0.630	0.283	weeeee
week	0.510	0.231	0.351	uke
weekday	0.490	0.469	0.520	ukedag
weekend	0.844	0.625	0.519	helg
weekly	0.622	0.288	0.380	ukentlig
weenie	0.406	0.451	0.284	weenie
weep	0.053	0.621	0.164	gråte
weeping	0.082	0.688	0.168	gråtende
weeping willow	0.344	0.441	0.312	gråtepil
weepy	0.068	0.615	0.116	gråtende
weigh	0.333	0.396	0.375	veie
weighing	0.449	0.441	0.468	veiing
weight	0.450	0.380	0.577	vekt
weightless	0.460	0.426	0.375	vektløs
weightloss	0.570	0.439	0.393	vekttap
weights	0.458	0.500	0.722	vekter
weighty	0.427	0.480	0.657	tungtveiende
weir	0.375	0.385	0.363	weir
weird	0.260	0.660	0.402	merkelig
weirdness	0.316	0.491	0.364	rarthet
weirdo	0.173	0.539	0.328	raring
welcome	0.898	0.555	0.664	Velkommen
welcomed	0.927	0.585	0.700	velkommen
welcoming	0.905	0.527	0.636	innbydende
weld	0.417	0.462	0.583	sveis
welder	0.448	0.679	0.683	sveiser
welding	0.510	0.569	0.491	sveising
welfare	0.802	0.378	0.679	velferd
wellhead	0.469	0.460	0.373	brønnhode
wellness	0.969	0.441	0.730	velvære
welsh	0.490	0.385	0.500	walisisk
welt	0.390	0.632	0.370	welt
wen	0.438	0.431	0.380	wen
wench	0.469	0.519	0.352	venn
werewolf	0.235	0.811	0.591	varulv
west	0.562	0.337	0.414	vest
westbound	0.646	0.363	0.439	vestgående
western	0.573	0.500	0.689	vestlig
wet	0.385	0.417	0.185	våt
wetback	0.271	0.402	0.293	våtrygg
whack	0.219	0.816	0.708	klask
whale	0.582	0.398	0.509	hval
whaling	0.281	0.717	0.538	hvalfangst
wham	0.469	0.490	0.423	wham
whammy	0.461	0.491	0.345	grusom
wharf	0.469	0.240	0.472	brygge
whatdoido	0.406	0.494	0.430	hva gjør jeg
whatif	0.523	0.528	0.351	hva om
whatmakesmesmile	0.765	0.588	0.482	det som gleder meg
whatnot	0.375	0.493	0.363	hva ikke
whatsoever	0.400	0.314	0.302	overhodet
whatsthepoint	0.436	0.459	0.398	hva er poenget
wheat	0.531	0.185	0.250	hvete
wheel	0.615	0.310	0.446	hjul
wheel barrow	0.510	0.337	0.363	trillebår
wheelbarrow	0.479	0.366	0.404	trillebår
wheelchair	0.240	0.337	0.245	rullestol
wheels	0.667	0.471	0.386	hjul
wheeze	0.229	0.462	0.461	hvesing
whelp	0.344	0.458	0.310	hvalp
whereabouts	0.439	0.382	0.356	oppholdssted
wherefore	0.561	0.357	0.402	derfor
wherewith	0.491	0.420	0.404	hvormed
wherewithal	0.388	0.366	0.321	hvormed
whet	0.643	0.465	0.430	bryne
whiff	0.459	0.400	0.331	eim
whilst	0.510	0.302	0.388	mens
whim	0.378	0.680	0.467	innfall
whimper	0.271	0.545	0.308	klynke
whimsical	0.449	0.637	0.371	snodig
whimsy	0.729	0.639	0.455	innfall
whine	0.342	0.686	0.218	sutre
whiny	0.208	0.548	0.375	sutrete
whip	0.208	0.899	0.509	piske
whiplash	0.257	0.760	0.500	nakkesleng
whipped	0.198	0.804	0.361	pisket
whirl	0.461	0.788	0.661	virvle
whirlpool	0.710	0.415	0.442	boblebad
whirlwind	0.417	0.915	0.670	virvelvind
whisk	0.500	0.537	0.412	Visp
whisker	0.521	0.306	0.343	værhår
whiskers	0.439	0.278	0.270	værhår
whiskey	0.612	0.706	0.441	whisky
whisky	0.640	0.615	0.490	whisky
whisper	0.490	0.225	0.265	hviske
whispered	0.548	0.358	0.309	hvisket
whistle	0.653	0.551	0.463	plystre
whit	0.562	0.393	0.595	whit
whitefish	0.492	0.327	0.333	sik
whiteness	0.688	0.235	0.519	hvithet
whitewash	0.429	0.402	0.276	hvitvasking
whitish	0.583	0.279	0.365	hvitaktig
whittle	0.347	0.451	0.427	whittle
whiz	0.896	0.627	0.820	suse
whole	0.653	0.357	0.572	hel
wholesale	0.760	0.551	0.619	engros
wholesome	0.888	0.423	0.754	sunn
wholly	0.690	0.353	0.696	helt
whoo	0.531	0.578	0.311	whoo
whoop	0.559	0.481	0.443	huff
whopper	0.448	0.598	0.432	whopper
whopping	0.541	0.740	0.755	kjempeflott
whore	0.135	0.880	0.333	hore
whorehouse	0.200	0.930	0.462	horehus
wick	0.337	0.481	0.309	veke
wicked	0.138	0.800	0.627	ond
wickedness	0.031	0.727	0.443	ondskap
wicker	0.427	0.339	0.388	flettet
wicket	0.500	0.500	0.471	wicket
wide	0.571	0.312	0.472	bred
widely	0.698	0.453	0.725	bredt
widen	0.562	0.538	0.527	utvide
widespread	0.633	0.456	0.713	utbredt
widow	0.250	0.450	0.265	enke
widowed	0.205	0.439	0.333	enke
widower	0.184	0.406	0.325	enkemann
width	0.583	0.280	0.518	bredde
wield	0.347	0.660	0.625	utøve
wiener	0.594	0.434	0.391	wiener
wienie	0.500	0.509	0.327	wienie
wife	0.886	0.630	0.583	kone
wig	0.722	0.279	0.180	parykk
wiggle	0.531	0.676	0.359	vrikke
wight	0.542	0.404	0.395	vekt
wiki	0.530	0.390	0.455	wiki
wild	0.312	0.922	0.750	vill
wildcat	0.458	0.632	0.481	villkatt
wildebeest	0.438	0.480	0.464	gnuer
wilderness	0.281	0.333	0.290	villmark
wildfire	0.140	0.929	0.552	skogbrann
wildlife	0.656	0.530	0.561	dyreliv
will	0.698	0.408	0.735	vil
willful	0.557	0.719	0.642	forsettlig
willies	0.480	0.490	0.420	willies
willing	0.833	0.561	0.783	villig
willingly	0.833	0.316	0.588	villig
willingness	0.786	0.500	0.729	villighet
willow	0.604	0.245	0.400	selje
willpower	0.823	0.776	0.897	viljestyrke
wilt	0.226	0.354	0.312	visne
wilted	0.245	0.375	0.186	visnet
wily	0.459	0.670	0.798	slu
wimp	0.184	0.490	0.125	pyse
wimpy	0.188	0.292	0.134	pysete
win	0.927	0.694	0.888	vinne
wince	0.286	0.415	0.294	krympe
winch	0.385	0.434	0.449	vinsj
wind	0.531	0.404	0.578	vind
windbag	0.438	0.510	0.391	vindsekk
windfall	0.750	0.864	0.638	vindfall
winding	0.398	0.582	0.361	vikling
windmill	0.773	0.412	0.412	vindmølle
window	0.542	0.276	0.385	vindu
windowsill	0.429	0.274	0.433	vinduskarm
windpipe	0.281	0.360	0.500	luftrør
windshield	0.615	0.375	0.333	frontrute
windy	0.330	0.541	0.528	vindfull
wine	0.792	0.417	0.457	vin
wine cooler	0.729	0.404	0.420	vinkjøler
wing	0.562	0.255	0.389	vinge
winged	0.646	0.469	0.519	bevinget
winger	0.531	0.794	0.691	kantspiller
wingman	0.573	0.578	0.582	wingman
wink	0.688	0.557	0.304	blunke
