English Word	Valence	Arousal	Dominance	Georgian Word
stabbed	0.031	0.875	0.431	დაჭრეს
stability	0.812	0.264	0.849	სტაბილურობა
stabilize	0.839	0.427	0.722	სტაბილიზაციას
stabilizer	0.688	0.353	0.767	სტაბილიზატორი
stable	0.725	0.204	0.735	სტაბილური
staccato	0.396	0.500	0.427	სტაკატო
stack	0.470	0.282	0.427	დასტის
stadium	0.635	0.679	0.611	სტადიონი
staff	0.745	0.274	0.627	პერსონალი
stag	0.594	0.250	0.389	ირემი
stage	0.592	0.306	0.473	ეტაპი
stagecoach	0.516	0.519	0.627	სცენური
stagehand	0.420	0.684	0.555	სცენის ხელი
stagger	0.531	0.620	0.458	შეძრწუნება
staggering	0.520	0.657	0.683	შემაძრწუნებელი
stagnant	0.300	0.500	0.208	სტაგნაცია
stagnation	0.276	0.324	0.396	სტაგნაცია
staid	0.385	0.290	0.634	გაჩერდა
stain	0.453	0.324	0.264	ლაქა
stained	0.245	0.460	0.209	შეღებილი
stainless	0.594	0.329	0.618	უჟანგავი
stair	0.375	0.354	0.345	საფეხური
staircase	0.469	0.347	0.440	კიბე
stairs	0.510	0.439	0.342	კიბეები
stairway	0.562	0.510	0.407	კიბე
stairwell	0.510	0.292	0.333	კიბე
stake	0.406	0.608	0.460	ფსონი
stakeout	0.344	0.546	0.600	სტეკეაუტი
stale	0.235	0.461	0.286	შემორჩენილი
stalemate	0.296	0.354	0.267	ჩიხში
stalk	0.436	0.272	0.395	ყუნწი
stalker	0.177	0.930	0.639	სტალკერი
stall	0.370	0.245	0.292	სადგომი
stallion	0.628	0.596	0.779	ცხენოსანი
stalls	0.582	0.378	0.451	სადგომები
stalwart	0.812	0.430	0.691	მტკიცე
stamina	0.664	0.694	0.877	გამძლეობა
stamp	0.438	0.327	0.441	ბეჭედი
stampede	0.235	0.875	0.683	ჭყლეტა
stance	0.604	0.333	0.609	პოზიცია
stand	0.600	0.324	0.509	დგომა
standard	0.673	0.143	0.605	სტანდარტული
standardize	0.684	0.353	0.729	სტანდარტიზაცია
standardized	0.610	0.324	0.607	სტანდარტიზებული
standby	0.260	0.224	0.386	ლოდინის რეჟიმში
standing	0.604	0.317	0.425	იდგა
standoff	0.333	0.840	0.558	დგომა
standpoint	0.585	0.388	0.652	თვალსაზრისი
standstill	0.441	0.203	0.500	გაჩერება
standup	0.633	0.583	0.550	ადექი
stanza	0.612	0.343	0.297	სტროფი
staph	0.375	0.480	0.412	სტაფილოკოკი
staple	0.542	0.306	0.438	სამაგრი
stapler	0.370	0.264	0.394	სტეპლერი
star	0.833	0.418	0.560	ვარსკვლავი
star fruit	0.701	0.433	0.427	კარამბოლა
starboard	0.531	0.388	0.558	მარჯვენა მხარეს
starch	0.507	0.354	0.312	სახამებელი
stardom	0.844	0.786	0.689	ვარსკვლავობა
stardust	0.843	0.410	0.549	ვარსკვლავური მტვერი
stare	0.541	0.430	0.538	მზერა
starfish	0.680	0.320	0.421	ზღვის ვარსკვლავი
stargazing	0.802	0.461	0.709	ვარსკვლავების ყურება
staring	0.542	0.306	0.423	მზერა
stark	0.330	0.630	0.577	მკვეთრი
starlet	0.806	0.471	0.587	ვარსკვლავი
starlight	0.908	0.368	0.611	ვარსკვლავის შუქი
starling	0.500	0.490	0.514	ვარსკვლავები
starry	0.438	0.643	0.434	ვარსკვლავიანი
stars	0.796	0.521	0.484	ვარსკვლავები
starship	0.740	0.719	0.704	ვარსკვლავური ხომალდი
start	0.684	0.430	0.589	დაწყება
starter	0.667	0.461	0.827	დამწყები
startle	0.276	0.817	0.417	გაოცება
startled	0.333	0.865	0.526	შეკრთა
startling	0.750	0.768	0.830	გამაოგნებელი
starvation	0.240	0.592	0.284	შიმშილი
starve	0.073	0.729	0.402	შიმშილით
starved	0.097	0.689	0.219	შიმშილობდა
starving	0.163	0.670	0.336	მშიერი
stash	0.344	0.630	0.361	შენახვა
stat	0.479	0.460	0.395	სტატისტიკა
state	0.562	0.320	0.604	სახელმწიფო
stately	0.830	0.728	0.915	დიდებული
statement	0.688	0.608	0.825	განცხადება
stateroom	0.653	0.380	0.441	სათავსო
stateside	0.643	0.480	0.708	სახელმწიფო
statesman	0.510	0.490	0.736	სახელმწიფო მოღვაწე
static	0.297	0.250	0.366	სტატიკური
staticky	0.357	0.278	0.358	სტატიკური
statics	0.542	0.290	0.527	სტატიკა
station	0.688	0.367	0.519	სადგური
stationary	0.408	0.240	0.484	სტაციონარული
stationery	0.570	0.120	0.455	საკანცელარიო ნივთები
statistic	0.508	0.420	0.609	სტატისტიკა
statistical	0.714	0.353	0.627	სტატისტიკური
statistician	0.571	0.360	0.703	სტატისტიკოსი
stator	0.281	0.453	0.557	სტატორი
statuary	0.561	0.281	0.500	ქანდაკება
statue	0.542	0.153	0.570	ქანდაკება
statuette	0.677	0.433	0.518	ქანდაკება
stature	0.470	0.353	0.664	აღნაგობა
status	0.658	0.377	0.588	სტატუსი
statute	0.592	0.330	0.673	წესდება
statutory	0.510	0.376	0.539	ნორმატიული
staunch	0.480	0.363	0.833	მტკიცე
stave	0.417	0.333	0.424	ჯოხი
stay	0.604	0.275	0.516	დარჩენა
stayaway	0.369	0.284	0.526	თავი შორს დაიჭირე
stayed	0.497	0.270	0.395	დარჩა
stays	0.633	0.363	0.564	რჩება
stead	0.551	0.214	0.510	ნაცვლად
steadfast	0.771	0.433	0.800	ურყევი
steady	0.680	0.186	0.763	სტაბილური
steak	0.625	0.359	0.315	სტეიკი
steakhouse	0.802	0.379	0.547	სტეიკჰაუსი
steal	0.021	0.856	0.528	მოპარვა
stealing	0.086	0.913	0.455	ქურდობა
stealth	0.520	0.270	0.452	სტელსი
stealthily	0.763	0.294	0.458	მალულად
stealthy	0.380	0.363	0.534	მალულად
steam	0.469	0.413	0.421	ორთქლი
steamboat	0.708	0.500	0.633	ორთქლის ნავი
steamer	0.510	0.442	0.528	გემი
steaming	0.592	0.553	0.402	ორთქლდება
steamroller	0.396	0.567	0.667	ორთქლის როლიკერი
steamship	0.469	0.490	0.569	ორთქლის გემი
steamy	0.479	0.538	0.445	ორთქლიანი
steel	0.521	0.420	0.714	ფოლადი
steep	0.312	0.612	0.321	ციცაბო
steeple	0.625	0.519	0.500	ციცაბო
steer	0.469	0.490	0.527	მართავდა
steering	0.580	0.431	0.660	საჭე
stellar	0.796	0.580	0.769	ვარსკვლავური
stem	0.615	0.191	0.336	ღერო
stench	0.104	0.570	0.298	სუნი
stencil	0.500	0.327	0.421	შაბლონი
stenographer	0.510	0.408	0.589	სტენოგრაფი
step	0.531	0.321	0.347	ნაბიჯი
stepdaughter	0.510	0.510	0.432	დედინაცვალი
stepfather	0.396	0.491	0.611	მამინაცვალი
stepmother	0.427	0.530	0.484	დედინაცვალი
steppe	0.427	0.321	0.379	სტეპის
steps	0.511	0.349	0.373	ნაბიჯები
stepson	0.614	0.406	0.480	დედინაცვალი
stereo	0.617	0.519	0.500	სტერეო
stereoscopic	0.363	0.417	0.574	სტერეოსკოპიული
stereotype	0.151	0.422	0.612	სტერეოტიპი
stereotyped	0.375	0.510	0.436	სტერეოტიპული
sterile	0.302	0.471	0.291	სტერილური
sterility	0.201	0.519	0.414	სტერილობა
sterilize	0.406	0.510	0.520	სტერილიზაცია
sterling	0.529	0.481	0.615	სტერლინგი
stern	0.552	0.394	0.415	მკაცრი
sternum	0.520	0.422	0.436	მკერდი
steroid	0.360	0.706	0.681	სტეროიდი
stethoscope	0.427	0.377	0.490	სტეტოსკოპი
stew	0.667	0.373	0.250	ჩაშუშული
steward	0.633	0.238	0.550	სტიუარდი
stewardess	0.625	0.491	0.491	სტიუარდესა
stewardship	0.551	0.440	0.617	მეურვეობა
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	ჯოხი
sticker	0.583	0.306	0.346	სტიკერი
sticking	0.486	0.425	0.356	წებოვანი
stickler	0.385	0.471	0.417	წებოვანი
stickup	0.453	0.537	0.434	ჯოხი
sticky	0.385	0.569	0.292	წებოვანი
stiff	0.158	0.459	0.569	ხისტი
stiffen	0.360	0.582	0.719	გამაგრება
stiffness	0.323	0.500	0.657	სიმტკიცე
stifle	0.240	0.764	0.427	ახშობს
stifled	0.229	0.731	0.193	დაახრჩო
stifling	0.163	0.858	0.608	მახრჩობელა
stigma	0.327	0.500	0.470	სტიგმა
stile	0.750	0.359	0.691	სტილე
stiletto	0.396	0.430	0.427	სტილეტო
stillbirth	0.092	0.809	0.291	მკვდრადშობადობა
stillborn	0.271	0.519	0.337	მკვდარი დაბადებული
stillness	0.729	0.125	0.339	სიმშვიდე
stillwaiting	0.344	0.393	0.420	ისევ ველოდები
stilts	0.439	0.577	0.300	ჯოხები
stimulant	0.441	0.794	0.745	მასტიმულირებელი
stimulate	0.792	0.798	0.754	სტიმულირება
stimulating	0.740	0.804	0.809	მასტიმულირებელი
stimulation	0.708	0.821	0.702	სტიმულაცია
stimulus	0.771	0.779	0.750	სტიმული
sting	0.163	0.651	0.373	ნაკბენი
stinger	0.279	0.625	0.508	სინჯერი
stinging	0.260	0.730	0.459	ჩხვლეტა
stingy	0.094	0.548	0.283	ძუნწი
stink	0.042	0.481	0.180	სუნი
stinker	0.163	0.567	0.275	სუნიანი
stinking	0.041	0.657	0.264	სუნიანი
stinky	0.092	0.558	0.176	სუნიანი
stint	0.490	0.326	0.342	სტაჟირება
stipend	0.604	0.546	0.614	სტიპენდია
stipulate	0.570	0.546	0.623	აწესებს
stipulation	0.469	0.622	0.654	პირობა
stir	0.448	0.773	0.453	აურიეთ
stirring	0.582	0.702	0.558	აღვივებს
stitch	0.306	0.538	0.357	ნაკერი
stitching	0.510	0.382	0.345	ნაკერი
stock	0.594	0.418	0.407	მარაგი
stockade	0.375	0.402	0.500	მარაგი
stockbroker	0.417	0.676	0.802	საფონდო ბროკერი
stockholder	0.573	0.625	0.716	აქციონერი
stocking	0.594	0.324	0.688	წინდები
stockings	0.458	0.365	0.382	წინდები
stockpile	0.542	0.315	0.425	მარაგი
stockroom	0.562	0.312	0.406	საწყობი
stocks	0.573	0.598	0.586	აქციები
stoic	0.427	0.473	0.602	სტოიკური
stole	0.135	0.760	0.384	მოიპარა
stolen	0.156	0.646	0.308	მოპარული
stomach	0.367	0.402	0.438	კუჭის
stomachache	0.030	0.745	0.316	მუცლის ტკივილი
stomp	0.365	0.565	0.438	დაჭერი
stomped	0.229	0.684	0.406	აკოცა
stone	0.216	0.183	0.561	ქვა
stoned	0.177	0.796	0.375	ჩაქოლეს
stonewall	0.337	0.457	0.655	ქვის კედელი
stoneware	0.458	0.300	0.443	ქვის ნაწარმი
stony	0.356	0.494	0.525	ქვიანი
stooge	0.438	0.406	0.163	სტუდია
stool	0.448	0.269	0.302	სკამი
stools	0.459	0.382	0.327	განავალი
stoop	0.490	0.430	0.284	დახრილი
stoopid	0.280	0.431	0.382	მოღუშული
stop	0.280	0.510	0.490	გაჩერება
stopover	0.531	0.327	0.575	გაჩერება
stoppage	0.224	0.491	0.445	გაჩერება
stopper	0.365	0.336	0.390	საცობი
stopping	0.388	0.382	0.473	შეჩერება
stopwatch	0.469	0.521	0.482	წამზომი
storage	0.698	0.406	0.564	შენახვა
store	0.646	0.538	0.407	მაღაზია
storefront	0.580	0.217	0.457	ვიტრინა
storehouse	0.570	0.250	0.491	საწყობი
storeroom	0.560	0.217	0.588	სათავსო
storing	0.630	0.378	0.548	შენახვა
storm	0.188	0.940	0.543	ქარიშხალი
storming	0.265	0.910	0.669	შტურმით
stormy	0.146	0.870	0.562	ქარიშხლიანი
story	0.653	0.406	0.704	ამბავი
storybook	0.854	0.306	0.383	მოთხრობის წიგნი
storyteller	0.730	0.357	0.462	მთხრობელი
storytelling	0.643	0.375	0.472	მოთხრობა
stound	0.490	0.473	0.446	იდგა
stout	0.656	0.657	0.817	მსუქანი
stove	0.466	0.391	0.405	ღუმელი
stow	0.615	0.365	0.523	stow
stowaway	0.224	0.481	0.357	გამტაცებელი
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	გასწორება
straightforward	0.780	0.150	0.380	პირდაპირი
straightway	0.667	0.444	0.565	მაშინვე
strain	0.190	0.750	0.380	დაძაბულობა
strained	0.122	0.656	0.580	დაძაბული
strait	0.438	0.433	0.412	სრუტე
straitjacket	0.224	0.719	0.579	straitjacket
straits	0.408	0.269	0.410	სრუტეები
strand	0.396	0.406	0.538	ძაფი
stranded	0.292	0.459	0.219	მიჯაჭვული
strange	0.314	0.663	0.395	უცნაური
stranger	0.330	0.449	0.302	უცნობი
strangle	0.094	0.927	0.527	დაახრჩო
strangulation	0.040	0.886	0.542	დახრჩობა
strap	0.380	0.417	0.382	სამაჯური
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	ფენები
strategic	0.786	0.708	0.861	სტრატეგიული
strategist	0.571	0.594	0.810	სტრატეგი
strategy	0.704	0.667	0.858	სტრატეგია
stratification	0.531	0.490	0.651	სტრატიფიკაცია
stratosphere	0.604	0.583	0.636	სტრატოსფერო
stratum	0.365	0.307	0.510	ფენა
stratus	0.448	0.520	0.509	ფენა
straw	0.480	0.290	0.163	ჩალის
strawberry	0.833	0.270	0.336	მარწყვი
stray	0.133	0.760	0.281	მაწანწალა
streak	0.440	0.608	0.511	სტრიქონი
streaked	0.458	0.426	0.393	ზოლიანი
stream	0.449	0.537	0.559	ნაკადი
streamer	0.615	0.530	0.429	ნაკადი
streaming	0.592	0.481	0.582	ნაკადი
streamline	0.656	0.573	0.618	გამარტივება
street	0.594	0.324	0.398	ქუჩა
streetcar	0.390	0.569	0.566	ტრამვაი
