English Word	Valence	Arousal	Dominance	Marathi Word
tenement	0.470	0.384	0.550	सदनिका
tenet	0.667	0.333	0.636	सिद्धांत
tenets	0.734	0.357	0.667	सिद्धांत
tenfold	0.469	0.418	0.500	दहापट
tennis	0.622	0.519	0.431	टेनिस
tenor	0.587	0.451	0.500	मुदत
tense	0.396	0.439	0.655	ताण
tensile	0.458	0.510	0.618	तन्य
tension	0.304	0.810	0.529	तणाव
tent	0.510	0.275	0.333	तंबू
tentacle	0.370	0.559	0.398	तंबू
tentative	0.582	0.657	0.534	तात्पुरते
tenth	0.510	0.349	0.382	दहावा भाग
tenths	0.406	0.294	0.284	दहावा
tenuous	0.398	0.263	0.276	क्षीण
tenure	0.615	0.472	0.611	कार्यकाळ
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	कोमट
tequila	0.612	0.710	0.536	टकीला
teriyaki	0.646	0.449	0.431	तेरियाकी
term	0.450	0.255	0.598	मुदत
terminal	0.316	0.434	0.483	टर्मिनल
terminate	0.171	0.410	0.441	समाप्त करणे
termination	0.344	0.472	0.545	समाप्ती
terminator	0.370	0.663	0.737	टर्मिनेटर
terminology	0.612	0.284	0.566	शब्दावली
terminus	0.281	0.382	0.615	टर्मिनस
termite	0.265	0.480	0.408	दीमक
terms	0.490	0.362	0.645	अटी
tern	0.573	0.365	0.309	टर्न
ternary	0.550	0.406	0.480	तिरंगी
terrace	0.615	0.269	0.411	टेरेस
terrain	0.540	0.300	0.472	भूप्रदेश
terrestrial	0.542	0.413	0.582	जमिनीवर राहणारा
terrible	0.061	0.849	0.604	भयानक
terribly	0.061	0.731	0.430	भयंकर
terrier	0.562	0.540	0.431	टेरियर
terrific	0.859	0.650	0.821	भयानक
terrified	0.090	0.902	0.387	घाबरलेला
terrifies	0.083	0.923	0.500	घाबरवते
terrify	0.052	0.889	0.509	घाबरणे
terrifying	0.031	0.836	0.602	वेगळाच
territorial	0.405	0.600	0.766	प्रादेशिक
territory	0.625	0.469	0.676	प्रदेश
terror	0.069	0.902	0.415	दहशत
terrorism	0.060	0.971	0.673	दहशतवाद
terrorist	0.019	0.930	0.679	दहशतवादी
terrorists	0.062	0.967	0.688	दहशतवादी
terrorize	0.041	0.907	0.577	दहशत करणे
terse	0.542	0.393	0.409	संक्षिप्त
tertiary	0.500	0.350	0.431	तृतीयांश
test	0.449	0.500	0.509	चाचणी
testament	0.594	0.420	0.806	मृत्युपत्र
testicle	0.458	0.651	0.410	अंडकोष
testicular	0.388	0.680	0.453	अंडकोष
testify	0.521	0.650	0.741	साक्ष देणे
testimonial	0.541	0.538	0.750	प्रशंसापत्र
testimony	0.615	0.578	0.643	साक्ष
testosterone	0.573	0.840	0.775	टेस्टोस्टेरॉन
testy	0.135	0.640	0.357	चाचणी
tetanus	0.133	0.577	0.368	धनुर्वात
tether	0.323	0.620	0.407	टिथर
tethered	0.260	0.472	0.351	टेथर्ड
tetrahedral	0.595	0.468	0.423	टेट्राहेड्रल
text	0.604	0.157	0.402	मजकूर
textbook	0.622	0.235	0.526	पाठ्यपुस्तक
textile	0.604	0.235	0.395	कापड
textural	0.660	0.296	0.445	मजकूर
texture	0.615	0.215	0.412	पोत
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	धन्यवाद
thankful	0.969	0.344	0.714	आभारी
thankgod	0.823	0.451	0.466	धन्यवाद
thanking	0.917	0.538	0.658	धन्यवाद
thankless	0.146	0.500	0.497	कृतज्ञ
thanks	0.918	0.472	0.461	धन्यवाद
thanksalot	0.908	0.428	0.525	धन्यवाद
thanksgiving	0.927	0.449	0.637	धन्यवाद
thankyougod	0.900	0.446	0.651	आभारी आहे देवा
thankyoujesus	0.878	0.406	0.604	धन्यवाद येशू
thankyoulord	0.809	0.388	0.466	धन्यवाद देवा
thatch	0.337	0.245	0.161	खाज
thatmoment	0.667	0.389	0.340	तो क्षण
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	वितळणे
theater	0.760	0.635	0.516	थिएटर
theatrical	0.720	0.690	0.546	नाट्यमय
theatrics	0.694	0.539	0.486	नाट्यशास्त्र
thebest	0.760	0.596	0.719	उत्तम
theft	0.135	0.867	0.394	चोरी
theism	0.460	0.431	0.481	आस्तिकता
theistic	0.397	0.365	0.509	आस्तिक
thelife	0.688	0.566	0.629	जीवन
thelittlethings	0.571	0.240	0.324	छोट्या गोष्टी
theme	0.541	0.176	0.427	थीम
theocracy	0.490	0.427	0.722	धर्मशास्त्र
theocratic	0.380	0.480	0.605	ईश्वरशासित
theologian	0.521	0.304	0.759	धर्मशास्त्रज्ञ
theological	0.480	0.363	0.683	धर्मशास्त्रीय
theology	0.448	0.330	0.711	धर्मशास्त्र
theorem	0.500	0.296	0.615	प्रमेय
theoretical	0.615	0.270	0.546	सैद्धांतिक
theory	0.583	0.314	0.529	सिद्धांत
therapeutic	0.625	0.275	0.680	उपचारात्मक
therapeutics	0.552	0.343	0.625	उपचारशास्त्र
therapist	0.468	0.430	0.679	थेरपिस्ट
therapy	0.490	0.353	0.607	उपचार
thereabouts	0.427	0.365	0.285	सुमारे
thereof	0.542	0.265	0.281	त्याचा
therewith	0.462	0.317	0.398	त्यासह
thermal	0.480	0.360	0.509	थर्मल
thermocouple	0.406	0.406	0.422	थर्मोकूपल
thermodynamics	0.510	0.594	0.678	थर्मोडायनामिक्स
thermometer	0.400	0.327	0.473	थर्मामीटर
thermos	0.582	0.255	0.328	थर्मॉस
thermostat	0.439	0.480	0.321	थर्मोस्टॅट
thesaurus	0.520	0.480	0.509	कोश
thesis	0.583	0.582	0.552	प्रबंध
thick	0.449	0.433	0.596	जाड
thicken	0.406	0.398	0.509	जाड होणे
thickening	0.448	0.355	0.434	घट्ट होणे
thicket	0.385	0.373	0.324	झाडी
thickness	0.552	0.370	0.443	जाडी
thief	0.088	0.888	0.443	चोर
thigh	0.469	0.433	0.588	मांडी
thimble	0.490	0.192	0.218	अंगठा
thin	0.469	0.337	0.356	पातळ
thing	0.449	0.222	0.260	गोष्ट
things	0.519	0.250	0.368	गोष्टी
thingy	0.458	0.312	0.158	गोष्ट
think	0.786	0.408	0.618	विचार
thinker	0.706	0.386	0.764	विचारवंत
thinking	0.720	0.308	0.595	विचार
third	0.551	0.187	0.304	तिसऱ्या
thirds	0.402	0.327	0.345	तृतीयांश
thirst	0.298	0.519	0.307	तहान
thirsty	0.281	0.660	0.310	तहानलेला
thirteen	0.459	0.385	0.331	तेरा
thirteenth	0.408	0.330	0.425	तेरावा
thirty	0.562	0.349	0.316	तीस
thistle	0.427	0.423	0.357	काटेरी पाने असलेले एक रानटी रोप
thither	0.500	0.270	0.316	तिकडे
thong	0.467	0.596	0.269	थांग
thorn	0.296	0.541	0.427	काटा
thorny	0.177	0.690	0.500	काटेरी
thorough	0.467	0.350	0.558	कसून
thoroughbred	0.669	0.740	0.716	चांगल्या जातीचे
thoroughfare	0.582	0.481	0.490	रस्ता
thought	0.780	0.315	0.571	विचार
thoughtful	0.667	0.290	0.527	विचारशील
thoughtfulness	0.867	0.269	0.667	विचारशीलता
thoughtless	0.194	0.580	0.452	विचारहीन
thoughts	0.745	0.382	0.691	विचार
thousand	0.663	0.355	0.480	हजार
thrash	0.260	0.510	0.472	मारणे
thread	0.646	0.184	0.209	धागा
threat	0.135	0.865	0.667	धमकी
threaten	0.104	0.958	0.590	धमकी देणे
threatened	0.052	0.928	0.354	धमकी दिली
threatening	0.071	0.875	0.652	धमकी देणे
three	0.653	0.225	0.377	तीन
threefold	0.521	0.400	0.534	तिप्पट
threesome	0.490	0.676	0.560	त्रिगुट
thresh	0.490	0.417	0.500	मळणी
threshold	0.531	0.519	0.575	उंबरठा
thrice	0.469	0.442	0.462	तीनदा
thrift	0.760	0.217	0.649	काटकसर
thrifty	0.604	0.380	0.676	काटकसरी
thrill	0.888	0.837	0.711	रोमांच
thrilled	0.898	0.818	0.807	रोमांचित
thriller	0.490	0.796	0.645	थ्रिलर
thrilling	0.930	0.827	0.782	थरारक
thrive	0.948	0.529	0.772	भरभराट होणे
thriving	0.865	0.521	0.779	भरभराट
throat	0.350	0.538	0.346	घसा
throb	0.500	0.673	0.556	धडधडणे
throbbing	0.645	0.808	0.491	धडधडणे
throes	0.146	0.760	0.235	थ्रो
throne	0.724	0.606	0.887	सिंहासन
throng	0.480	0.810	0.706	गर्दी
throttle	0.562	0.804	0.750	थ्रोटल
throw	0.344	0.770	0.623	फेकणे
throwback	0.280	0.454	0.356	थ्रोबॅक
thrower	0.470	0.690	0.717	फेकणारा
thrown	0.500	0.550	0.619	फेकले
thrush	0.306	0.490	0.454	थ्रश
thrust	0.510	0.647	0.663	जोर
thruster	0.698	0.812	0.719	थ्रस्टर
thud	0.255	0.686	0.620	गडगडणे
thug	0.240	0.882	0.667	ठग
thumb	0.673	0.271	0.361	अंगठा
thumbprint	0.510	0.347	0.451	थंबप्रिंट
thump	0.280	0.792	0.608	ठोका
thumper	0.354	0.623	0.457	थंपर
thumping	0.214	0.755	0.566	थम्पिंग
thunder	0.296	0.916	0.526	मेघगर्जना
thunderbolt	0.418	0.719	0.642	गडगडाट
thunderclap	0.390	0.833	0.607	गडगडाट
thundering	0.337	0.778	0.700	गडगडाट
thunderstorm	0.135	0.860	0.784	वादळ
thunderstruck	0.194	0.716	0.509	गडगडाट
thwart	0.281	0.684	0.409	निकामी करणे
thx	0.562	0.425	0.461	आभारी आहे
thyme	0.561	0.255	0.325	थायम
thyroid	0.234	0.455	0.373	थायरॉईड
tiara	0.719	0.300	0.472	मुकुट
tibia	0.450	0.302	0.425	टिबिया
tic	0.271	0.438	0.250	टिक
tick	0.521	0.386	0.412	टिक
ticked	0.469	0.386	0.455	टिक केलेले
ticker	0.479	0.471	0.509	टिकर
ticket	0.684	0.387	0.434	तिकीट
tickle	0.760	0.727	0.342	गुदगुल्या
tickled	0.755	0.707	0.364	गुदगुल्या
ticklish	0.823	0.814	0.345	गुदगुल्या
tidal	0.592	0.539	0.519	भरती
tidal wave	0.240	0.894	0.736	भरतीसंबंधीचा लहर
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	समुद्राची भरतीओहोटी
tidings	0.610	0.510	0.694	बातमी
tidy	0.760	0.208	0.647	नीटनेटका
tie	0.663	0.464	0.431	बांधणे
tier	0.520	0.245	0.560	स्तर
tiff	0.531	0.415	0.343	झगडा
tiger	0.479	0.765	0.664	वाघ
tighten	0.388	0.487	0.627	घट्ट करणे
tightness	0.344	0.606	0.759	घट्टपणा
tightrope	0.354	0.653	0.279	घट्ट बसवणे
tights	0.583	0.343	0.269	चड्डी
tilde	0.520	0.314	0.321	टिल्ड
tile	0.429	0.245	0.348	टाइल
tiling	0.600	0.330	0.315	टाइलिंग
till	0.490	0.327	0.319	पर्यंत
tillage	0.552	0.591	0.540	मशागत
tiller	0.448	0.410	0.290	मशागत
tilt	0.365	0.549	0.463	तिरपा
tilting	0.459	0.384	0.340	झुकणे
timber	0.332	0.202	0.386	लाकूड
timberland	0.550	0.415	0.571	इमारती लाकूड
timbre	0.460	0.480	0.296	लाकूड
time	0.604	0.288	0.609	वेळ
timeless	0.408	0.468	0.583	कालातीत
timeliness	0.760	0.404	0.582	समयसूचकता
timely	0.865	0.387	0.591	वेळेवर
timeout	0.344	0.433	0.322	वेळ संपला
timepiece	0.650	0.279	0.461	घडी
timer	0.469	0.433	0.500	टाइमर
times	0.490	0.279	0.439	वेळा
timetable	0.561	0.189	0.491	वेळापत्रक
timewasters	0.391	0.535	0.291	वेळ वाया घालवणारे
timid	0.327	0.276	0.132	भित्रा
timidity	0.333	0.358	0.153	भित्रापणा
timing	0.521	0.311	0.577	वेळ
tin	0.469	0.370	0.217	कथील
tincture	0.440	0.360	0.402	मद्याकरिता काही पदार्थ विरघळवून तयार केलेले औषध
tine	0.438	0.373	0.284	टाईन
tinfoil	0.448	0.284	0.311	टिनफोइल
tinge	0.469	0.292	0.264	रंग
tingle	0.460	0.560	0.264	मुंग्या येणे
tingling	0.427	0.615	0.340	मुंग्या येणे
tinker	0.396	0.528	0.275	टिंकर
tinkering	0.531	0.490	0.448	टिंकरिंग
tinkle	0.562	0.529	0.356	टिंगल
tinkling	0.612	0.530	0.324	टिंकिंग
tinnitus	0.384	0.536	0.411	टिनिटस
tinsel	0.663	0.521	0.473	टिनसेल
tint	0.582	0.292	0.273	रंगछटा
tiny	0.479	0.196	0.125	लहान
tip	0.708	0.221	0.518	टीप
tipper	0.427	0.571	0.431	टिपर
tipster	0.490	0.462	0.490	टिपस्टर
tipsy	0.510	0.625	0.570	टिप्सी
tiptoe	0.510	0.490	0.407	टोकदार
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	टायर
tired	0.125	0.317	0.191	थकलेले
tiredness	0.387	0.408	0.242	थकवा
tiredofit	0.300	0.270	0.204	थकवा
tireless	0.657	0.750	0.645	अथक
tiresome	0.240	0.542	0.153	कंटाळवाणे
tiring	0.153	0.510	0.176	थकवणारा
tissue	0.558	0.236	0.345	मेदयुक्त
tistheseason	0.646	0.548	0.435	तिथीचा हंगाम
tit	0.402	0.539	0.388	स्तन
titan	0.598	0.653	0.811	टायटन
titanic	0.427	0.786	0.795	टायटॅनिक
titanium	0.520	0.470	0.704	टायटॅनियम
tithe	0.507	0.276	0.385	दशमांश
title	0.708	0.356	0.574	शीर्षक
titled	0.677	0.240	0.658	शीर्षक
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	शीर्षक
toad	0.302	0.452	0.196	तिरस्करणीय व्यक्ती
toast	0.740	0.382	0.356	टोस्ट
toaster	0.542	0.337	0.387	टोस्टर
toasty	0.698	0.461	0.396	चवदार
tobacco	0.327	0.546	0.387	तंबाखू
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	टॉड
today	0.806	0.306	0.362	आज
toddler	0.812	0.469	0.368	लहान मूल
toe	0.406	0.221	0.293	पायाचे बोट
toenail	0.530	0.380	0.306	पायाचे नखे
toffee	0.658	0.510	0.396	टॉफी
tofu	0.521	0.330	0.283	टोफू
toga	0.698	0.393	0.373	टोगा
together	0.874	0.392	0.658	एकत्र
togetherness	0.906	0.360	0.635	एकत्रता
toil	0.558	0.510	0.583	परिश्रम
toilet	0.490	0.290	0.233	शौचालय
toils	0.480	0.710	0.482	परिश्रम
token	0.510	0.418	0.414	टोकन
tolerable	0.750	0.350	0.374	सहन करण्यायोग्य
tolerance	0.875	0.206	0.649	सहिष्णुता
tolerant	0.765	0.192	0.618	सहनशील
tolerate	0.724	0.430	0.588	सहन करणे
toleration	0.776	0.442	0.727	सहनशीलता
toll	0.296	0.422	0.453	टोल
tomahawk	0.510	0.642	0.504	टॉमहॉक
tomato	0.550	0.183	0.275	टोमॅटो
tomatoes	0.615	0.240	0.272	टोमॅटो
tomb	0.112	0.500	0.343	थडगे
tombstone	0.204	0.441	0.311	थडग्याचा दगड
tomcat	0.520	0.412	0.386	टोमकॅट
tome	0.429	0.316	0.492	मला
tomorrow	0.792	0.377	0.407	उद्या
ton	0.560	0.418	0.604	टन
tone	0.551	0.355	0.411	टोन
toner	0.448	0.300	0.368	टोनर
tong	0.475	0.480	0.370	चिमटा
tongs	0.500	0.459	0.321	चिमटे
tongue	0.542	0.432	0.482	जीभ
tonic	0.541	0.360	0.500	टॉनिक
tonnage	0.323	0.382	0.590	टनेज
tonsils	0.347	0.373	0.283	टॉन्सिल
toocold	0.420	0.550	0.379	खूप थंड
tool	0.490	0.350	0.594	साधन
toolbox	0.531	0.316	0.472	टूलबॉक्स
tooling	0.510	0.406	0.634	टूलिंग
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	कातडी
tooth	0.439	0.250	0.367	दात
toothache	0.188	0.853	0.412	दातदुखी
toothbrush	0.517	0.330	0.321	दात घासण्याचा ब्रश
toothed	0.449	0.394	0.352	दातेरी
toothless	0.312	0.541	0.272	दातहीन
toothpaste	0.510	0.290	0.371	टूथपेस्ट
toothpick	0.561	0.216	0.185	टूथपिक
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	शीर्ष
topaz	0.643	0.325	0.384	पुष्कराज
topic	0.520	0.276	0.427	विषय
topical	0.561	0.340	0.500	स्थानिक
topless	0.625	0.765	0.414	टॉपलेस
topographic	0.604	0.378	0.558	टोपोग्राफिक
topographical	0.438	0.350	0.538	स्थलाकृतिक
