English Word	Valence	Arousal	Dominance	Afrikaans Word
vice	0.296	0.778	0.480	ondeug
viceroy	0.541	0.481	0.712	onderkoning
vicinity	0.700	0.353	0.466	omgewing
vicious	0.208	0.694	0.407	boosaardig
victim	0.115	0.676	0.202	slagoffer
victimized	0.115	0.644	0.273	geviktimiseer
victor	0.802	0.587	0.796	oorwinnaar
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	oorwinnend
victory	0.938	0.735	0.931	oorwinning
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	video speletjie
videotape	0.665	0.343	0.384	videoband
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	beskou
viewer	0.592	0.358	0.558	kyker
viewing	0.690	0.394	0.598	kyk
viewpoint	0.673	0.306	0.644	standpunt
vigil	0.521	0.480	0.491	waak
vigilance	0.490	0.615	0.724	waaksaamheid
vigilant	0.469	0.643	0.791	waaksaam
vigilante	0.418	0.627	0.720	waaksaam
vignette	0.717	0.283	0.382	vignet
vigor	0.860	0.755	0.811	krag
vigorous	0.857	0.770	0.897	kragtig
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	gemeen
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	dorpie
villager	0.710	0.387	0.509	dorpenaar
villain	0.177	0.892	0.590	skurk
villainous	0.122	0.840	0.470	skurkagtig
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	regverdig
vindicated	0.615	0.480	0.609	geregverdig
vindication	0.531	0.632	0.764	regverdiging
vindictive	0.092	0.830	0.500	wraaksugtig
vine	0.531	0.292	0.405	wingerdstok
vinegar	0.276	0.370	0.356	asyn
vineyard	0.806	0.382	0.595	wingerd
vintage	0.680	0.390	0.481	oesjaar
vinyl	0.490	0.241	0.440	viniel
viola	0.521	0.461	0.481	altviool
violate	0.061	0.970	0.519	oortree
violation	0.083	0.892	0.413	oortreding
violence	0.061	0.933	0.719	geweld
violent	0.112	0.918	0.616	gewelddadig
violently	0.120	0.970	0.527	gewelddadig
violet	0.688	0.272	0.401	violet
violin	0.823	0.396	0.389	viool
violinist	0.804	0.302	0.538	violis
viper	0.173	0.846	0.632	adder
viral	0.240	0.612	0.518	virale
virgin	0.622	0.433	0.462	maagd
virginal	0.673	0.577	0.464	maagdelike
virginity	0.691	0.676	0.576	maagdelikheid
virility	0.684	0.670	0.718	viriliteit
virology	0.418	0.569	0.562	virologie
virtual	0.598	0.532	0.463	virtuele
virtually	0.594	0.521	0.625	amper
virtue	0.896	0.443	0.827	deug
virtuoso	0.929	0.591	0.863	virtuoos
virtuous	0.890	0.530	0.822	deugsaam
virulence	0.094	0.533	0.438	virulensie
virus	0.277	0.740	0.443	virus
visa	0.735	0.367	0.660	visum
visage	0.700	0.361	0.482	gesig
viscosity	0.417	0.521	0.454	viskositeit
viscous	0.398	0.396	0.409	viskeus
vise	0.533	0.391	0.451	skroef
visibility	0.750	0.444	0.676	sigbaarheid
visible	0.750	0.342	0.509	sigbaar
visibly	0.724	0.373	0.591	sigbaar
vision	0.708	0.447	0.742	visie
visionary	0.823	0.565	0.791	visioenêr
visit	0.771	0.443	0.445	besoek
visitation	0.729	0.346	0.534	besoek
visiting	0.729	0.440	0.519	kuier
visitor	0.646	0.480	0.461	besoeker
visor	0.396	0.490	0.265	visor
vista	0.698	0.390	0.450	uitsig
visual	0.813	0.462	0.462	visueel
visualize	0.635	0.431	0.537	visualiseer
vital	0.750	0.716	0.847	noodsaaklik
vitality	0.923	0.565	0.869	lewenskragtigheid
vitals	0.704	0.604	0.798	lewensbelangrike
vitamin	0.827	0.330	0.560	vitamien
vitreous	0.312	0.413	0.396	glasagtige
viva	0.840	0.567	0.644	viva
vivacious	0.780	0.820	0.758	lewendig
vivid	0.698	0.627	0.667	aanskoulik
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	woordeskat
vocal	0.583	0.352	0.340	vokaal
vocalist	0.688	0.596	0.596	sanger
vocation	0.833	0.426	0.686	roeping
vodka	0.510	0.632	0.491	vodka
vogue	0.740	0.491	0.538	mode
voice	0.594	0.343	0.528	stem
voiceless	0.271	0.235	0.131	stemloos
voicemail	0.458	0.453	0.406	stempos
void	0.135	0.163	0.130	nietig
volatile	0.323	0.786	0.565	wisselvallig
volatility	0.281	0.755	0.553	wisselvalligheid
volcanic	0.344	0.910	0.781	vulkaniese
volcano	0.240	0.844	0.787	vulkaan
volition	0.480	0.587	0.578	wil
volley	0.529	0.460	0.336	sarsie
volleyball	0.640	0.700	0.458	vlugbal
voltage	0.382	0.855	0.621	Spanning
voltmeter	0.599	0.596	0.545	voltmeter
volume	0.552	0.490	0.546	volume
volumes	0.552	0.452	0.520	volumes
voluminous	0.561	0.450	0.658	lywige
voluntarily	0.847	0.460	0.527	vrywillig
voluntary	0.771	0.460	0.643	vrywillig
volunteer	0.888	0.422	0.596	vrywilliger
volunteering	0.844	0.614	0.603	vrywilligerswerk
volunteers	0.820	0.448	0.630	vrywilligers
voluptuous	0.673	0.719	0.792	wellustig
vomit	0.073	0.569	0.188	braak
vomiting	0.156	0.780	0.157	braking
voodoo	0.188	0.600	0.453	voodoo
voracious	0.385	0.892	0.694	gulsig
vortex	0.408	0.691	0.602	draaikolk
vote	0.582	0.500	0.649	stem
voter	0.612	0.538	0.754	kieser
voting	0.615	0.602	0.768	stem
votive	0.479	0.460	0.453	votief
vouch	0.625	0.417	0.746	waarborg
voucher	0.622	0.416	0.601	koopbewys
vow	0.560	0.510	0.664	gelofte
vowel	0.490	0.283	0.311	klinker
voyage	0.816	0.714	0.580	reis
voyager	0.684	0.596	0.627	reisiger
voyeur	0.479	0.615	0.466	voyeur
vulgar	0.083	0.820	0.445	vulgêr
vulgarity	0.104	0.870	0.346	vulgariteit
vulnerability	0.250	0.510	0.267	kwesbaarheid
vulnerable	0.198	0.490	0.245	kwesbaar
vulture	0.316	0.604	0.472	aasvoël
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	gek
wad	0.333	0.318	0.259	wad
waddle	0.490	0.453	0.388	waggel
wade	0.510	0.656	0.472	waad
wafer	0.677	0.360	0.313	wafer
waffle	0.708	0.394	0.327	wafel
wag	0.448	0.490	0.481	waggel
wage	0.635	0.480	0.565	loon
wager	0.479	0.816	0.615	weddenskap
wages	0.776	0.440	0.620	lone
wagon	0.490	0.461	0.474	wa
wail	0.418	0.724	0.393	huil
waist	0.542	0.448	0.351	middellyf
waistcoat	0.542	0.320	0.389	onderbaadjie
waistline	0.560	0.417	0.320	middellyflyn
wait	0.224	0.167	0.264	wag
waiter	0.459	0.300	0.295	kelner
waiting	0.239	0.339	0.333	wag
waitinggame	0.604	0.549	0.406	wagspel
waitress	0.646	0.531	0.352	kelnerin
waive	0.276	0.559	0.311	afstand doen
waiver	0.396	0.630	0.373	afstanddoening
wake	0.700	0.470	0.512	wakker word
walk	0.643	0.412	0.450	loop
walker	0.551	0.491	0.525	wandelaar
walking	0.708	0.480	0.781	loop
walkout	0.292	0.853	0.427	stap uit
wall	0.417	0.250	0.509	muur
wallaby	0.541	0.368	0.391	wallaby
wallet	0.680	0.432	0.500	beursie
wallflower	0.667	0.298	0.342	muurblom
wallop	0.320	0.790	0.689	waai
wallow	0.286	0.878	0.491	wentel
wallpaper	0.673	0.173	0.308	muurpapier
walnut	0.688	0.302	0.255	okkerneut
walrus	0.521	0.327	0.361	walrus
waltz	0.769	0.410	0.315	wals
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	towerstaf
wander	0.427	0.417	0.330	dwaal
wanderer	0.458	0.519	0.396	swerwer
wandering	0.323	0.471	0.357	dwaal
wane	0.188	0.402	0.098	kwyn
waning	0.375	0.333	0.300	kwyn
wanker	0.290	0.569	0.446	wankel
wannabe	0.602	0.547	0.337	wil wees
wannasleep	0.604	0.330	0.345	wil slaap
want	0.671	0.642	0.598	wil hê
wanting	0.760	0.433	0.593	verlang
wanton	0.427	0.739	0.500	moedswillig
war	0.022	0.892	0.727	oorlog
warbler	0.480	0.349	0.311	sanger
warcrimes	0.031	0.852	0.585	oorlogsmisdade
ward	0.469	0.255	0.254	wyk
warden	0.615	0.627	0.898	bewaarder
wardrobe	0.612	0.510	0.336	klerekas
ware	0.604	0.443	0.455	ware
warehouse	0.721	0.365	0.446	pakhuis
warfare	0.062	0.885	0.845	oorlogvoering
warhead	0.219	0.756	0.536	oorlogkop
warlike	0.367	0.847	0.779	oorlogsugtige
warlock	0.312	0.558	0.657	towenaar
warlord	0.167	0.796	0.781	krygsheer
warm	0.760	0.312	0.585	warm
warming	0.594	0.637	0.580	verwarming
warms	0.594	0.580	0.632	verwarm
warmth	0.878	0.307	0.602	warmte
warn	0.429	0.647	0.564	waarsku
warned	0.302	0.604	0.547	gewaarsku
warning	0.229	0.774	0.629	waarskuwing
warp	0.344	0.417	0.373	warp
warpath	0.280	0.676	0.551	oorlogspad
warped	0.219	0.663	0.304	skeefgetrek
warrant	0.653	0.398	0.802	lasbrief
warranted	0.714	0.367	0.690	geregverdig
warrants	0.562	0.431	0.881	lasbriewe
warranty	0.667	0.470	0.568	waarborg
warren	0.417	0.570	0.464	warren
warrior	0.458	0.863	0.915	vegter
warship	0.292	0.890	0.889	oorlogskip
wart	0.082	0.314	0.205	vrat
wartime	0.100	0.912	0.726	oorlogstyd
wary	0.510	0.343	0.535	versigtig
wash	0.635	0.377	0.297	was
washed	0.542	0.314	0.392	gewas
washer	0.594	0.390	0.365	wasser
washing	0.643	0.396	0.402	was
washout	0.383	0.304	0.389	was uit
washroom	0.500	0.364	0.446	waskamer
wasp	0.390	0.620	0.406	wesp
waste	0.041	0.510	0.184	afval
wastebasket	0.271	0.230	0.286	vullismandjie
wasted	0.188	0.558	0.259	vermors
wasteful	0.173	0.730	0.409	verkwistend
wasteland	0.365	0.308	0.391	woesteny
wasting	0.051	0.417	0.207	mors
watch	0.531	0.346	0.423	kyk
watchdog	0.531	0.811	0.648	waghond
watcher	0.562	0.401	0.702	kyker
watchful	0.386	0.490	0.675	waaksaam
watchman	0.510	0.509	0.833	wagter
watchout	0.396	0.530	0.455	Passop
watchtower	0.500	0.415	0.647	wagtoring
water	0.812	0.123	0.429	water
water polo	0.688	0.670	0.534	waterpolo
waterbed	0.724	0.381	0.296	waterbed
watercourse	0.677	0.357	0.466	waterloop
watered	0.615	0.290	0.377	natgemaak
waterfall	0.652	0.460	0.528	waterval
waterfront	0.716	0.274	0.556	waterfront
watering can	0.602	0.298	0.336	gieter
watermelon	0.714	0.230	0.239	waatlemoen
waterproof	0.779	0.423	0.545	waterdig
waterworks	0.510	0.490	0.561	waterwerke
watery	0.367	0.461	0.292	waterig
wave	0.622	0.491	0.490	golf
wavelength	0.604	0.442	0.516	golflengte
waver	0.426	0.630	0.255	wankel
wavering	0.375	0.430	0.384	wankelend
waves	0.643	0.470	0.509	golwe
wavy	0.520	0.284	0.345	golwend
wax	0.436	0.245	0.309	was
waxed	0.531	0.388	0.408	gewas
waxy	0.408	0.245	0.308	wasagtig
way	0.480	0.275	0.420	manier
ways	0.688	0.560	0.425	maniere
wayward	0.344	0.573	0.409	eiesinnig
weak	0.180	0.241	0.045	swak
weaken	0.112	0.250	0.223	verswak
weakened	0.373	0.304	0.092	verswak
weakling	0.194	0.294	0.087	swakkeling
weakly	0.270	0.255	0.111	swak
weakness	0.088	0.370	0.125	swakheid
wealth	0.857	0.637	0.858	rykdom
wealthy	0.927	0.566	0.862	ryk
weapon	0.054	0.840	0.831	wapen
weaponry	0.219	0.840	0.870	wapens
wear	0.312	0.370	0.255	dra
wearer	0.471	0.347	0.527	draer
wearily	0.327	0.286	0.128	moeg
weariness	0.104	0.333	0.226	moegheid
wearing	0.646	0.520	0.461	dra
weary	0.194	0.281	0.202	moeg
weasel	0.408	0.317	0.337	wesel
weather	0.755	0.404	0.567	weer
weathered	0.422	0.491	0.537	verweer
weatherman	0.660	0.413	0.643	weerman
weatherproof	0.541	0.345	0.552	weerbestand
weave	0.604	0.265	0.172	weef
web	0.583	0.411	0.519	web
website	0.615	0.442	0.526	webwerf
wed	0.604	0.549	0.448	trou
wedded	0.771	0.413	0.518	getroud
wedding	0.875	0.802	0.642	troue
wedge	0.490	0.290	0.278	wig
wedlock	0.747	0.654	0.745	huwelik
wee	0.663	0.452	0.315	wee
weed	0.459	0.294	0.364	onkruid
weeding	0.458	0.528	0.454	onkruid uitsny
weeds	0.320	0.551	0.315	onkruid
weedy	0.293	0.366	0.352	onkruidagtig
weeeee	0.562	0.630	0.283	weeeee
week	0.510	0.231	0.351	week
weekday	0.490	0.469	0.520	weeksdag
weekend	0.844	0.625	0.519	naweek
weekly	0.622	0.288	0.380	weekliks
weenie	0.406	0.451	0.284	weenie
weep	0.053	0.621	0.164	huil
weeping	0.082	0.688	0.168	huil
weeping willow	0.344	0.441	0.312	huilwilg
weepy	0.068	0.615	0.116	huilerig
weigh	0.333	0.396	0.375	weeg
weighing	0.449	0.441	0.468	weeg
weight	0.450	0.380	0.577	gewig
weightless	0.460	0.426	0.375	gewigloos
weightloss	0.570	0.439	0.393	gewigsverlies
weights	0.458	0.500	0.722	gewigte
weighty	0.427	0.480	0.657	gewigtig
weir	0.375	0.385	0.363	weir
weird	0.260	0.660	0.402	vreemd
weirdness	0.316	0.491	0.364	vreemdheid
weirdo	0.173	0.539	0.328	vreemdeling
welcome	0.898	0.555	0.664	welkom
welcomed	0.927	0.585	0.700	verwelkom
welcoming	0.905	0.527	0.636	verwelkomend
weld	0.417	0.462	0.583	sweis
welder	0.448	0.679	0.683	sweiser
welding	0.510	0.569	0.491	sweiswerk
welfare	0.802	0.378	0.679	welsyn
wellhead	0.469	0.460	0.373	putkop
wellness	0.969	0.441	0.730	welstand
welsh	0.490	0.385	0.500	Welsh
welt	0.390	0.632	0.370	welt
wen	0.438	0.431	0.380	wen
wench	0.469	0.519	0.352	deertjie
werewolf	0.235	0.811	0.591	weerwolf
west	0.562	0.337	0.414	wes
westbound	0.646	0.363	0.439	weswaarts
western	0.573	0.500	0.689	westers
wet	0.385	0.417	0.185	nat
wetback	0.271	0.402	0.293	natrug
whack	0.219	0.816	0.708	klap
whale	0.582	0.398	0.509	walvis
whaling	0.281	0.717	0.538	walvisjag
wham	0.469	0.490	0.423	sjoem
whammy	0.461	0.491	0.345	whammy
wharf	0.469	0.240	0.472	werf
whatdoido	0.406	0.494	0.430	wat moet ek doen
whatif	0.523	0.528	0.351	wat as
whatmakesmesmile	0.765	0.588	0.482	wat smeek
whatnot	0.375	0.493	0.363	wat nie
whatsoever	0.400	0.314	0.302	wat ook al
whatsthepoint	0.436	0.459	0.398	wat is die punt
wheat	0.531	0.185	0.250	koring
wheel	0.615	0.310	0.446	wiel
wheel barrow	0.510	0.337	0.363	kruiwa
wheelbarrow	0.479	0.366	0.404	kruiwa
wheelchair	0.240	0.337	0.245	rolstoel
wheels	0.667	0.471	0.386	wiele
wheeze	0.229	0.462	0.461	hyg
whelp	0.344	0.458	0.310	welpie
whereabouts	0.439	0.382	0.356	waarheen
wherefore	0.561	0.357	0.402	daarom
wherewith	0.491	0.420	0.404	waarmee
wherewithal	0.388	0.366	0.321	waarmee
whet	0.643	0.465	0.430	slyp
whiff	0.459	0.400	0.331	geur
whilst	0.510	0.302	0.388	terwyl
whim	0.378	0.680	0.467	gril
whimper	0.271	0.545	0.308	tjank
whimsical	0.449	0.637	0.371	grillerig
whimsy	0.729	0.639	0.455	grillerig
whine	0.342	0.686	0.218	kerm
whiny	0.208	0.548	0.375	tjank
whip	0.208	0.899	0.509	sweep
whiplash	0.257	0.760	0.500	sweepslag
whipped	0.198	0.804	0.361	geklop
whirl	0.461	0.788	0.661	warrel
whirlpool	0.710	0.415	0.442	maalkolk
whirlwind	0.417	0.915	0.670	warrelwind
whisk	0.500	0.537	0.412	klits
whisker	0.521	0.306	0.343	snor
whiskers	0.439	0.278	0.270	snorbaarde
whiskey	0.612	0.706	0.441	whisky
whisky	0.640	0.615	0.490	whisky
whisper	0.490	0.225	0.265	fluister
whispered	0.548	0.358	0.309	gefluister
whistle	0.653	0.551	0.463	fluit
whit	0.562	0.393	0.595	wit
whitefish	0.492	0.327	0.333	witvis
whiteness	0.688	0.235	0.519	witheid
whitewash	0.429	0.402	0.276	afwit
whitish	0.583	0.279	0.365	witterig
whittle	0.347	0.451	0.427	wit
whiz	0.896	0.627	0.820	sweef
whole	0.653	0.357	0.572	hele
wholesale	0.760	0.551	0.619	groothandel
wholesome	0.888	0.423	0.754	heilsaam
wholly	0.690	0.353	0.696	geheel en al
whoo	0.531	0.578	0.311	sjoe
whoop	0.559	0.481	0.443	sjoep
whopper	0.448	0.598	0.432	jokker
whopping	0.541	0.740	0.755	yslik
whore	0.135	0.880	0.333	hoer
whorehouse	0.200	0.930	0.462	hoerhuis
wick	0.337	0.481	0.309	pit
wicked	0.138	0.800	0.627	goddelose
wickedness	0.031	0.727	0.443	goddeloosheid
wicker	0.427	0.339	0.388	tone
wicket	0.500	0.500	0.471	paaltjie
wide	0.571	0.312	0.472	wyd
widely	0.698	0.453	0.725	wyd
widen	0.562	0.538	0.527	verbreed
widespread	0.633	0.456	0.713	wydverspreid
widow	0.250	0.450	0.265	weduwee
widowed	0.205	0.439	0.333	weduwee
widower	0.184	0.406	0.325	wewenaar
width	0.583	0.280	0.518	breedte
wield	0.347	0.660	0.625	swaai
wiener	0.594	0.434	0.391	wiener
wienie	0.500	0.509	0.327	wienie
wife	0.886	0.630	0.583	vrou
wig	0.722	0.279	0.180	pruik
wiggle	0.531	0.676	0.359	wikkel
wight	0.542	0.404	0.395	wight
wiki	0.530	0.390	0.455	wiki
wild	0.312	0.922	0.750	wild
wildcat	0.458	0.632	0.481	wildekat
wildebeest	0.438	0.480	0.464	wildebees
wilderness	0.281	0.333	0.290	wildernis
wildfire	0.140	0.929	0.552	veldbrand
wildlife	0.656	0.530	0.561	wild
will	0.698	0.408	0.735	sal
willful	0.557	0.719	0.642	moedswillig
willies	0.480	0.490	0.420	willies
willing	0.833	0.561	0.783	gewillig
willingly	0.833	0.316	0.588	gewillig
willingness	0.786	0.500	0.729	bereidwilligheid
willow	0.604	0.245	0.400	wilgerboom
willpower	0.823	0.776	0.897	wilskrag
wilt	0.226	0.354	0.312	verwelk
wilted	0.245	0.375	0.186	verlep
wily	0.459	0.670	0.798	slinks
wimp	0.184	0.490	0.125	wip
wimpy	0.188	0.292	0.134	wimpie
win	0.927	0.694	0.888	wen
wince	0.286	0.415	0.294	wink
winch	0.385	0.434	0.449	wenas
wind	0.531	0.404	0.578	wind
windbag	0.438	0.510	0.391	windsak
windfall	0.750	0.864	0.638	meevaller
winding	0.398	0.582	0.361	kronkelende
windmill	0.773	0.412	0.412	windpomp
window	0.542	0.276	0.385	venster
windowsill	0.429	0.274	0.433	vensterbank
windpipe	0.281	0.360	0.500	lugpyp
windshield	0.615	0.375	0.333	voorruit
windy	0.330	0.541	0.528	winderige
wine	0.792	0.417	0.457	wyn
wine cooler	0.729	0.404	0.420	wynkoeler
wing	0.562	0.255	0.389	vlerk
winged	0.646	0.469	0.519	gevleuel
winger	0.531	0.794	0.691	vleuel
wingman	0.573	0.578	0.582	vleuelman
wink	0.688	0.557	0.304	knipoog
winner	0.960	0.810	0.886	wenner
winning	0.955	0.712	0.972	wen
winnings	0.949	0.829	0.830	wengeld
wino	0.406	0.535	0.349	wino
winter	0.663	0.355	0.500	winter
winterbreak	0.612	0.464	0.491	wintervakansie
wintertime	0.760	0.516	0.404	wintertyd
wintery	0.388	0.512	0.463	winters
wintry	0.448	0.434	0.445	winters
wipe	0.663	0.427	0.551	afvee
wiper	0.500	0.380	0.535	veër
wire	0.480	0.330	0.245	draad
wired	0.398	0.420	0.537	bedraad
wireless	0.635	0.444	0.537	draadloos
wiretap	0.224	0.642	0.454	afluister
wiring	0.490	0.367	0.431	bedrading
wis	0.510	0.431	0.406	wys
wisdom	0.930	0.302	0.871	wysheid
wise	0.878	0.250	0.861	wys
wish	0.771	0.583	0.647	wens
wishbone	0.494	0.531	0.426	wensbeen
wishful	0.885	0.712	0.606	wenslik
wishing	0.755	0.600	0.491	wens
wishmeluck	0.729	0.582	0.465	wensgeluk
wisp	0.552	0.388	0.417	wip
wistful	0.323	0.451	0.312	weemoedig
wit	0.844	0.484	0.775	wit
witch	0.292	0.710	0.473	heks
witchcraft	0.183	0.779	0.555	heksery
withal	0.345	0.264	0.381	metal
withdraw	0.260	0.425	0.336	onttrek
withdrawal	0.275	0.541	0.226	ontrekking
withdrawals	0.427	0.404	0.464	onttrekkings
withdrawn	0.182	0.368	0.221	teruggetrokke
wither	0.150	0.420	0.259	verwelk
withered	0.188	0.292	0.160	verdor
withering	0.271	0.650	0.345	verwelk
withhold	0.320	0.451	0.444	weerhou
withholding	0.165	0.490	0.480	weerhouding
withstand	0.370	0.548	0.571	weerstaan
witless	0.198	0.333	0.179	geesteloos
witness	0.562	0.569	0.593	getuie
wits	0.760	0.596	0.765	verstand
witty	0.857	0.707	0.759	geestig
wiz	0.467	0.545	0.441	wiz
wizard	0.656	0.430	0.526	towenaar
wobble	0.375	0.620	0.350	wankel
wobbly	0.208	0.759	0.225	wankelrig
woe	0.340	0.606	0.204	wee
woeful	0.135	0.555	0.255	treurig
woefully	0.204	0.580	0.269	jammerlik
wok	0.583	0.375	0.500	wok
wokemeup	0.561	0.520	0.444	My wakker gemaak
wolf	0.448	0.712	0.630	wolf
wolverine	0.470	0.673	0.627	wolwerin
womanhood	0.812	0.656	0.602	vroulikheid
womanizer	0.281	0.800	0.471	vroueslaner
womanly	0.909	0.615	0.473	vroulik
womb	0.375	0.385	0.591	baarmoeder
wonder	0.939	0.771	0.765	wonder
wonderful	0.971	0.776	0.830	wonderlik
wonderfully	0.969	0.760	0.821	wonderlik
wonderment	0.929	0.679	0.795	verwondering
wondrous	0.854	0.679	0.818	wonderlik
wont	0.240	0.343	0.291	gewoond is
woo	0.646	0.729	0.430	woef
wood	0.494	0.182	0.373	hout
woodcut	0.633	0.354	0.542	houtsnee
wooden	0.500	0.196	0.318	hout
woodland	0.776	0.306	0.480	bosveld
woodlands	0.656	0.340	0.473	bosvelde
woodpecker	0.520	0.482	0.445	houtkapper
woods	0.594	0.269	0.364	woude
woodshed	0.551	0.373	0.312	houtskuur
woodsman	0.500	0.451	0.522	bosman
woodwork	0.490	0.481	0.545	houtwerk
woody	0.469	0.260	0.396	houtagtig
woof	0.354	0.509	0.404	woef
woohoo	0.658	0.670	0.451	woohoe
wooing	0.740	0.730	0.702	woel
wool	0.583	0.132	0.345	wol
woolen	0.726	0.265	0.307	wol
woolly	0.531	0.398	0.320	wollerig
woot	0.602	0.490	0.481	woot
woozy	0.177	0.452	0.306	woelig
wop	0.417	0.452	0.394	wop
word	0.552	0.255	0.482	woord
wording	0.653	0.500	0.588	bewoording
words	0.710	0.216	0.473	woorde
wordy	0.643	0.478	0.586	woordryk
work	0.719	0.596	0.750	werk
workaholic	0.344	0.657	0.557	werkverslaafde
workbook	0.673	0.343	0.510	werkboek
worker	0.719	0.598	0.684	werker
working	0.740	0.585	0.576	werk
workings	0.704	0.560	0.745	werke
workload	0.231	0.792	0.490	werklading
workman	0.729	0.618	0.726	werker
workmanship	0.694	0.441	0.627	vakmanskap
workout	0.868	0.827	0.780	oefensessie
workplace	0.592	0.431	0.583	werkplek
works	0.776	0.434	0.657	werk
workshop	0.531	0.426	0.510	werkswinkel
workup	0.582	0.713	0.589	opwerk
world	0.622	0.394	0.750	wêreld
worldly	0.438	0.612	0.295	wêrelds
worldwide	0.790	0.462	0.851	wêreldwyd
worm	0.130	0.418	0.219	wurm
wormhole	0.337	0.380	0.483	wurmgat
wormwood	0.458	0.406	0.355	alsem
worn	0.350	0.482	0.189	gedra
worried	0.094	0.824	0.395	bekommerd
worries	0.094	0.679	0.363	bekommernisse
worry	0.245	0.776	0.267	bekommer
worrying	0.047	0.750	0.296	kommerwekkend
worse	0.062	0.704	0.225	erger
worsening	0.115	0.685	0.202	verergering
worship	0.688	0.380	0.573	aanbidding
worshipful	0.760	0.648	0.546	aanbiddende
worstfeeling	0.092	0.625	0.308	ergste gevoel
worth	0.872	0.510	0.889	werd
worthless	0.083	0.420	0.153	waardeloos
worthwhile	0.908	0.385	0.538	die moeite werd
worthy	0.812	0.340	0.796	waardig
wot	0.520	0.480	0.357	wat
would	0.493	0.412	0.427	sou
wound	0.150	0.717	0.310	wond
wounded	0.115	0.770	0.275	gewond
wounding	0.219	0.725	0.454	verwonding
wounds	0.102	0.735	0.345	wonde
wracking	0.244	0.607	0.454	wracking
wrangler	0.417	0.574	0.676	worsteler
wrangling	0.146	0.865	0.585	stryery
wrap	0.594	0.441	0.275	toevou
wrapper	0.625	0.358	0.391	omhulsel
wrapping	0.460	0.368	0.462	toedraai
wrath	0.039	0.908	0.548	toorn
wrathful	0.102	0.730	0.446	woedend
wreak	0.375	0.622	0.498	saai
wreath	0.745	0.440	0.660	krans
wreck	0.220	0.770	0.339	wrak
wreckage	0.082	0.353	0.333	wrakstukke
wrecked	0.078	0.618	0.280	verniel
wrecker	0.229	0.716	0.474	verwoester
wrench	0.396	0.202	0.545	moersleutel
wrenching	0.204	0.833	0.483	wringend
wrest	0.427	0.750	0.727	wring
wrestle	0.388	0.890	0.765	stoei
wrestler	0.520	0.863	0.911	stoeier
wrestling	0.449	0.868	0.774	stoei
wretch	0.040	0.667	0.250	ellendig
wretched	0.135	0.560	0.190	ellendig
wriggle	0.469	0.627	0.404	wriemel
wright	0.540	0.528	0.389	wright
wring	0.360	0.656	0.348	wring
wringer	0.365	0.519	0.321	wringer
wrinkle	0.150	0.370	0.274	rimpel
wrinkled	0.271	0.402	0.200	gerimpeld
wrist	0.706	0.340	0.265	pols
wristband	0.551	0.194	0.292	polsband
wristwatch	0.771	0.338	0.308	polshorlosie
writ	0.562	0.220	0.543	geskrif
write	0.612	0.387	0.534	skryf
writer	0.806	0.330	0.780	skrywer
writing	0.694	0.475	0.645	skryf
written	0.600	0.231	0.520	geskryf
wrong	0.042	0.582	0.480	verkeerde
wrongdoing	0.112	0.745	0.451	oortreding
wrongful	0.102	0.680	0.347	onregmatig
