English Word	Valence	Arousal	Dominance	Kazakh Word
salvation	0.857	0.480	0.800	құтқару
salve	0.612	0.390	0.500	тұз
samba	0.781	0.740	0.465	самба
sameness	0.531	0.330	0.484	бірдейлік
sample	0.521	0.187	0.452	үлгі
samurai	0.562	0.736	0.838	самурай
sanatorium	0.469	0.490	0.491	санаторий
sanctification	0.770	0.431	0.816	қасиетті ету
sanctified	0.792	0.240	0.612	қасиетті
sanctify	0.673	0.443	0.783	қасиетті ету
sanctimonious	0.240	0.365	0.327	қасиетті
sanction	0.201	0.750	0.517	санкция
sanctioned	0.323	0.696	0.391	санкцияланған
sanctity	0.771	0.330	0.628	қасиеттілік
sanctuary	0.863	0.226	0.575	киелі орын
sanctum	0.521	0.438	0.657	киелі орын
sand	0.582	0.279	0.304	құм
sandal	0.490	0.283	0.333	сандал
sandbox	0.573	0.274	0.264	құмсалғыш
sander	0.438	0.580	0.445	тегістеуіш
sandman	0.479	0.469	0.388	құм адам
sandpaper	0.417	0.425	0.404	тегістеу қағазы
sands	0.646	0.304	0.377	құмдар
sandstorm	0.324	0.821	0.629	құмды дауыл
sandwich	0.672	0.314	0.310	сэндвич
sandy	0.406	0.265	0.296	құмды
sane	0.760	0.235	0.670	есі дұрыс
sanguine	0.520	0.560	0.545	сангвиник
sanitarium	0.448	0.645	0.570	санаторий
sanitary	0.458	0.320	0.425	санитарлық
sanitation	0.742	0.312	0.500	санитария
sanity	0.667	0.333	0.655	есі дұрыс
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	Аяз ата
sap	0.470	0.298	0.258	шырын
sapiens	0.480	0.453	0.584	сапиенс
sapphire	0.770	0.472	0.651	сапфир
sappy	0.583	0.469	0.330	шырынды
sarcasm	0.125	0.685	0.346	сарказм
sarcastic	0.397	0.781	0.298	саркастикалық
sarcoma	0.260	0.519	0.402	саркома
sarcophagus	0.271	0.561	0.435	саркофаг
sardine	0.541	0.236	0.236	сардина
sardonic	0.208	0.679	0.446	сардониялық
sarsaparilla	0.542	0.488	0.345	сарсапарилла
sash	0.480	0.298	0.333	белбеу
sashimi	0.704	0.310	0.359	сашими
sassafras	0.469	0.388	0.471	сассафралар
sassy	0.271	0.704	0.320	сараң
satanic	0.062	0.843	0.720	шайтандық
satchel	0.521	0.306	0.345	сөмке
sate	0.667	0.400	0.472	қанық
satellite	0.562	0.409	0.764	спутник
satin	0.519	0.396	0.481	атлас
satire	0.458	0.655	0.472	сатира
satirical	0.323	0.615	0.538	сатиралық
satisfaction	0.939	0.637	0.673	қанағаттану
satisfactorily	0.765	0.570	0.802	қанағаттанарлық
satisfactory	0.959	0.569	0.702	қанағаттанарлық
satisfied	0.959	0.510	0.685	қанағаттандырылды
satisfy	0.867	0.790	0.705	қанағаттандыру
satisfying	0.890	0.606	0.814	қанағаттандыратын
saturate	0.281	0.680	0.467	қанықтыру
saturated	0.474	0.700	0.442	қаныққан
saturation	0.255	0.582	0.583	қанықтығы
satyr	0.280	0.639	0.500	сатир
sauce	0.562	0.515	0.288	тұздық
saucepan	0.347	0.264	0.321	кастрюль
saucer	0.510	0.327	0.337	табақша
saucy	0.250	0.653	0.391	ащы
sauerkraut	0.531	0.454	0.336	ашытылған қырыққабат
sauna	0.781	0.350	0.455	сауна
sausage	0.542	0.429	0.300	шұжық
savage	0.204	0.931	0.605	жабайы
savagery	0.219	0.907	0.711	жабайылық
savanna	0.606	0.147	0.394	саванна
savannah	0.729	0.212	0.309	саванна
savant	0.781	0.451	0.818	сауатты
save	0.770	0.439	0.682	сақтау
saver	0.745	0.382	0.802	құтқарушы
saving	0.663	0.230	0.621	үнемдеу
savings	0.776	0.431	0.608	үнемдеу
savior	0.920	0.469	0.804	құтқарушы
savor	0.827	0.552	0.526	дәмін тат
savory	0.812	0.717	0.619	дәмді
savvy	0.719	0.520	0.706	зерек
saw	0.316	0.541	0.518	көрді
sawdust	0.398	0.279	0.241	үгінділер
sawmill	0.427	0.378	0.434	ағаш кесу зауыты
sax	0.573	0.465	0.409	сакс
saxophone	0.688	0.444	0.482	саксофон
say	0.571	0.310	0.482	айту
sayonara	0.560	0.398	0.402	сайонара
scab	0.354	0.330	0.272	қотыр
scabbard	0.325	0.219	0.217	қынап
scaffold	0.480	0.500	0.336	тірек
scaffolding	0.496	0.366	0.545	тіреуіштер
scalding	0.271	0.540	0.381	күйдіру
scale	0.310	0.350	0.577	масштаб
scales	0.439	0.330	0.491	таразы
scallop	0.490	0.363	0.331	ұлу
scalp	0.347	0.346	0.302	бас терісі
scalpel	0.302	0.700	0.482	скальпель
scaly	0.281	0.481	0.358	қабыршақты
scam	0.042	0.745	0.418	алдау
scamp	0.458	0.464	0.371	ақымақ
scampi	0.531	0.448	0.224	скампи
scan	0.479	0.423	0.470	сканерлеу
scandal	0.122	0.821	0.557	жанжал
scandalous	0.135	0.907	0.556	жанжалды
scanner	0.531	0.356	0.567	сканер
scanty	0.287	0.333	0.127	тапшы
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	айып ешкі
scar	0.146	0.500	0.397	тыртық
scarab	0.406	0.458	0.267	скараб
scarce	0.292	0.324	0.218	тапшы
scarcely	0.082	0.412	0.160	әрең
scarcity	0.167	0.500	0.182	тапшылық
scare	0.122	0.910	0.264	қорқыту
scarecrow	0.219	0.274	0.349	қорқау
scared	0.146	0.828	0.185	қорқады
scares	0.122	0.847	0.386	қорқытады
scarf	0.750	0.224	0.224	шарф
scarier	0.156	0.846	0.472	қорқынышты
scariest	0.167	0.863	0.538	ең қорқынышты
scarlet	0.507	0.390	0.411	қызыл
scary	0.062	0.952	0.528	қорқынышты
scat	0.337	0.548	0.409	шашу
scatter	0.229	0.620	0.404	шашырау
scattered	0.208	0.380	0.238	шашыраңқы
scattering	0.347	0.550	0.394	шашырау
scavenger	0.177	0.578	0.408	қоқыс жинаушы
scenario	0.667	0.510	0.683	сценарий
scene	0.570	0.340	0.578	көрініс
scenery	0.745	0.253	0.592	декорация
scenic	0.684	0.548	0.756	көркем
scent	0.633	0.410	0.491	иіс
scented	0.865	0.509	0.431	хош иісті
scepter	0.630	0.300	0.670	таяқ
sceptical	0.214	0.387	0.466	күмәнді
scepticism	0.292	0.444	0.550	скептицизм
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	кесте
schematic	0.490	0.284	0.647	схемалық
scheme	0.521	0.269	0.577	схема
schilling	0.367	0.410	0.418	Шилинг
schism	0.280	0.569	0.386	бөліну
schizophrenia	0.092	0.880	0.435	шизофрения
schizophrenic	0.102	0.958	0.433	шизофрения
schlep	0.302	0.426	0.382	шлеп
schmuck	0.363	0.412	0.375	сұмдық
schnapps	0.583	0.567	0.417	шнапс
schnitzel	0.365	0.430	0.382	шницель
scholar	0.694	0.421	0.731	ғалым
scholarly	0.750	0.466	0.709	ғылыми
scholarship	0.866	0.490	0.625	шәкіртақы
scholastic	0.500	0.470	0.491	схоластикалық
school	0.765	0.423	0.633	мектеп
schoolboy	0.623	0.385	0.441	мектеп оқушысы
schoolgirl	0.760	0.521	0.415	мектеп оқушысы
schoolhouse	0.602	0.407	0.672	мектеп үйі
schooling	0.582	0.462	0.640	оқу
schoolmaster	0.667	0.368	0.852	мектеп мұғалімі
schoolteacher	0.521	0.380	0.632	мектеп мұғалімі
schoolwork	0.479	0.500	0.481	мектеп жұмысы
schoolyard	0.684	0.529	0.440	мектеп ауласы
schooner	0.635	0.408	0.427	шхунер
sciatica	0.286	0.443	0.393	сіатика
science	0.588	0.429	0.741	ғылым
scientific	0.653	0.510	0.836	ғылыми
scientist	0.562	0.500	0.790	ғалым
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	сцинтилля
scintillating	0.650	0.736	0.612	жарқыраған
scintillation	0.576	0.579	0.573	сцинтилляция
scintillator	0.583	0.670	0.510	сцинтиллятор
scion	0.490	0.380	0.451	секция
scissors	0.458	0.462	0.302	қайшы
scoff	0.125	0.686	0.306	мазақ ету
scold	0.194	0.755	0.626	ұрысады
scolding	0.071	0.833	0.417	ұрысу
scone	0.418	0.287	0.229	шелпек
scoop	0.583	0.543	0.640	шелек
scoot	0.510	0.490	0.412	скот
scooter	0.510	0.587	0.371	скутер
scope	0.656	0.386	0.718	ауқымы
scorch	0.214	0.689	0.491	күйік
scorching	0.406	0.635	0.464	күйдіргіш
score	0.670	0.388	0.589	Гол
scoreboard	0.667	0.484	0.472	табло
scorer	0.730	0.608	0.764	бомбардир
scores	0.594	0.469	0.629	ұпайлар
scorn	0.110	0.721	0.356	мысқыл
scorned	0.062	0.529	0.226	менсінбеген
scornful	0.173	0.608	0.368	мысқыл
scorpion	0.198	0.745	0.600	шаян
scotch	0.578	0.520	0.615	скотч
scoundrel	0.094	0.740	0.412	арамза
scour	0.388	0.602	0.632	сүрту
scourge	0.214	0.640	0.302	қасірет
scout	0.656	0.611	0.763	барлаушы
scowl	0.302	0.600	0.413	бұртиып
scrabble	0.625	0.412	0.399	тырнау
scram	0.306	0.485	0.409	шрам
scramble	0.469	0.744	0.500	сермеу
scrambled	0.451	0.535	0.539	шиеленіскен
scrambler	0.417	0.550	0.444	скремблер
scrambling	0.421	0.810	0.731	шиеленісу
scrap	0.156	0.339	0.173	сынықтар
scrapbook	0.562	0.274	0.432	жазба кітапшасы
scrape	0.365	0.615	0.384	тырнау
scrapie	0.306	0.706	0.231	скрепи
scraping	0.265	0.479	0.305	қырқу
scrappy	0.301	0.375	0.406	сынық
scratch	0.276	0.625	0.270	сызат
scratchy	0.235	0.610	0.436	сызат
scrawny	0.276	0.422	0.245	арық
scream	0.188	0.863	0.594	айқайлау
screamer	0.156	0.670	0.392	айқайшы
screaming	0.245	0.901	0.460	айқайлау
screech	0.214	0.802	0.306	айқай
screen	0.670	0.300	0.417	экран
screening	0.562	0.570	0.709	скринингтік
screenplay	0.500	0.406	0.518	сценарий
screenwriter	0.571	0.500	0.712	сценарист
screw	0.385	0.460	0.377	бұранда
screwball	0.271	0.680	0.505	бұрандалы доп
screwdriver	0.520	0.519	0.439	бұрағыш
screwed	0.302	0.520	0.464	бұрандалы
screwy	0.344	0.596	0.450	бұрыс
screwyou	0.260	0.647	0.509	шайтан алсын
scribble	0.429	0.453	0.358	жазу
scribe	0.541	0.264	0.491	хатшы
scrimmage	0.367	0.660	0.411	ұрыс
scrip	0.430	0.462	0.455	скрипт
script	0.610	0.450	0.527	сценарий
scriptural	0.551	0.250	0.596	жазба
scripture	0.745	0.270	0.630	жазба
scroll	0.375	0.630	0.409	айналдыру
scrotum	0.396	0.653	0.361	ұрық безі
scrounge	0.210	0.565	0.397	шөгу
scrounger	0.323	0.490	0.358	шұбар
scrub	0.417	0.420	0.500	скраб
scruffy	0.194	0.435	0.176	қытырлақ
scrumptious	0.959	0.650	0.566	тамаша
scrupulous	0.545	0.685	0.602	ұқыпты
scrutinize	0.458	0.587	0.573	мұқият қарап шығу
scrutiny	0.500	0.653	0.658	тексеру
scuba	0.542	0.494	0.456	акваланг
scuff	0.165	0.560	0.376	тырнау
scuffle	0.146	0.800	0.529	жанжал
scullery	0.469	0.337	0.353	асхана
sculptor	0.653	0.431	0.694	мүсінші
sculpture	0.750	0.346	0.490	мүсін
sculptured	0.708	0.373	0.557	мүсіндік
scum	0.357	0.380	0.218	қоқыс
scumbag	0.240	0.591	0.278	ақымақ
scurry	0.398	0.647	0.509	шашу
scurvy	0.354	0.462	0.312	цинга
scuttle	0.438	0.398	0.430	шылау
sea	0.833	0.353	0.589	теңіз
seaboard	0.663	0.356	0.507	теңіз жағалауы
seafood	0.656	0.500	0.328	теңіз тағамдары
seagull	0.635	0.245	0.314	шағала
seal	0.490	0.218	0.518	мөр
seals	0.412	0.241	0.402	пломбалар
seam	0.427	0.250	0.414	тігіс
seaman	0.520	0.510	0.672	теңізші
seamless	0.459	0.140	0.302	жіксіз
seamstress	0.535	0.288	0.389	тігінші
seaport	0.594	0.317	0.491	теңіз порты
sear	0.490	0.553	0.600	қақтау
search	0.635	0.580	0.462	іздеу
searching	0.534	0.657	0.466	іздеу
searchlight	0.622	0.510	0.552	прожектор
seared	0.229	0.410	0.398	қуырылған
seashore	0.796	0.310	0.375	теңіз жағалауы
seasick	0.115	0.683	0.245	теңіз ауруы
seaside	0.887	0.520	0.508	теңіз жағалауы
season	0.792	0.410	0.519	маусым
seasonal	0.592	0.273	0.305	маусымдық
seasoned	0.812	0.570	0.509	дәмделген
seasoning	0.633	0.388	0.479	дәмдеуіш
seat	0.542	0.281	0.434	орындық
seatbelt	0.656	0.314	0.726	қауіпсіздік белбеуі
seating	0.552	0.265	0.286	отыру
seawater	0.760	0.197	0.491	теңіз суы
seaweed	0.446	0.286	0.382	теңіз балдыры
sec	0.490	0.385	0.380	сек
secession	0.323	0.561	0.509	бөліну
secluded	0.357	0.265	0.240	оқшауланған
seclusion	0.230	0.558	0.505	оқшаулану
second	0.490	0.210	0.250	екінші
second cousin	0.698	0.360	0.441	екінші немере ағасы
secondary	0.636	0.375	0.260	қосалқы
secondhand	0.194	0.389	0.283	секонд-хенд
secrecy	0.294	0.549	0.475	құпиялық
secret	0.479	0.580	0.509	құпия
secretariat	0.518	0.459	0.597	хатшылық
secretary	0.612	0.426	0.561	хатшы
secrete	0.427	0.567	0.518	бөлу
secretion	0.354	0.582	0.529	секреция
secretive	0.390	0.250	0.538	құпия
secretly	0.525	0.404	0.479	жасырын түрде
sect	0.265	0.667	0.526	секта
sectarian	0.260	0.606	0.517	секталық
section	0.500	0.269	0.421	бөлім
sectional	0.427	0.415	0.464	секциялық
sector	0.594	0.190	0.569	сектор
secular	0.463	0.461	0.520	зайырлы
secularism	0.367	0.440	0.559	зайырлылық
secure	0.844	0.380	0.914	қауіпсіз
securities	0.750	0.304	0.852	бағалы қағаздар
security	0.837	0.360	0.821	қауіпсіздік
sedan	0.480	0.423	0.680	седан
sedate	0.656	0.157	0.345	седат
sedation	0.510	0.270	0.398	седация
sedative	0.314	0.273	0.352	седативті
sedentary	0.292	0.185	0.273	отырықшы
sedge	0.406	0.396	0.339	қияқ
sediment	0.438	0.306	0.372	шөгінді
sedimentary	0.398	0.265	0.500	шөгінді
sedition	0.327	0.557	0.591	көтеріліс
seduce	0.462	0.864	0.689	еліктіру
seducer	0.704	0.812	0.775	азғырушы
seducing	0.569	0.794	0.708	еліктіру
seduction	0.510	0.891	0.618	арбау
seductive	0.771	0.821	0.667	еліктіргіш
see	0.635	0.269	0.312	қараңыз
seed	0.656	0.135	0.306	тұқым
seedling	0.406	0.343	0.423	көшет
seeds	0.731	0.269	0.418	тұқымдар
seedy	0.229	0.390	0.325	тұнық
seek	0.622	0.429	0.482	іздеу
seeker	0.646	0.464	0.553	іздеуші
seem	0.471	0.302	0.298	көрінеді
seemingly	0.490	0.410	0.356	сияқты
seer	0.604	0.481	0.740	көріпкел
seesaw	0.570	0.559	0.410	аралау
seething	0.312	0.821	0.642	қайнау
segment	0.469	0.290	0.440	сегмент
segregate	0.290	0.627	0.440	бөлу
segregated	0.164	0.575	0.411	бөлінген
segregation	0.302	0.545	0.390	сегрегация
seismic	0.323	0.925	0.578	сейсмикалық
seize	0.656	0.644	0.673	басып алу
seizure	0.177	0.775	0.462	ұстама
seldom	0.323	0.379	0.287	сирек
select	0.615	0.406	0.602	таңдаңыз
selection	0.594	0.340	0.595	таңдау
selective	0.612	0.347	0.706	селективті
selectman	0.552	0.547	0.609	таңдаушы
selenium	0.469	0.408	0.336	селен
self	0.704	0.370	0.500	өзін
selfharm	0.350	0.620	0.407	қасақана өз-өзіне қандай да бір жарақат салу
selfish	0.061	0.637	0.495	өзімшіл
selfishness	0.200	0.686	0.453	өзімшілдік
selfless	0.521	0.235	0.396	риясыз
selflove	0.854	0.630	0.661	өзін жақсы көру
selfworth	0.704	0.460	0.594	өзін-өзі бағалау
sell	0.618	0.608	0.605	сату
seller	0.635	0.471	0.635	сатушы
sellout	0.398	0.490	0.465	сату
seltzer	0.448	0.452	0.406	селтцер
semantics	0.698	0.394	0.569	семантика
semaphore	0.552	0.374	0.598	семафор
semblance	0.500	0.471	0.442	ұқсастық
semen	0.500	0.755	0.471	шәует
semester	0.521	0.327	0.482	семестр
semi	0.296	0.345	0.304	жартылай
semiautomatic	0.469	0.510	0.522	жартылай автоматты
semicolon	0.378	0.255	0.318	нүктелі үтір
seminal	0.459	0.413	0.566	іргелі
seminar	0.583	0.360	0.623	семинар
seminary	0.594	0.367	0.589	семинария
semiotics	0.449	0.417	0.596	семиотика
senate	0.490	0.349	0.836	сенат
senator	0.391	0.422	0.821	сенатор
send	0.663	0.480	0.537	жіберу
sender	0.542	0.449	0.509	жіберуші
senescence	0.378	0.456	0.394	қартаю
senile	0.280	0.211	0.305	кәрілік
senior	0.561	0.415	0.536	аға
seniority	0.408	0.427	0.602	еңбек өтілі
senor	0.527	0.217	0.630	сеньор
senorita	0.765	0.550	0.500	сенорита
sensation	0.781	0.663	0.673	сезім
sensational	0.938	0.827	0.858	сенсациялық
sense	0.781	0.417	0.474	сезім
senseless	0.125	0.388	0.136	мағынасыз
senses	0.740	0.461	0.693	сезімдер
sensibility	0.583	0.423	0.448	сезімталдық
sensible	0.625	0.454	0.312	саналы
sensibly	0.786	0.337	0.396	саналы түрде
sensitive	0.714	0.426	0.254	сезімтал
sensitivity	0.750	0.417	0.395	сезімталдық
sensor	0.571	0.377	0.542	сенсор
sensory	0.583	0.480	0.442	сенсорлық
sensual	0.730	0.790	0.642	сезімтал
sensuality	0.844	0.840	0.632	сезімталдық
sensuous	0.854	0.798	0.625	сезімтал
sentence	0.625	0.265	0.548	сөйлем
sentencing	0.120	0.782	0.561	үкім шығару
sentient	0.583	0.417	0.363	сезімтал
