English Word	Valence	Arousal	Dominance	Macedonian Word
rove	0.457	0.400	0.400	рове
rover	0.510	0.538	0.421	ровер
roving	0.583	0.442	0.491	скитници
row	0.427	0.275	0.406	ред
rowboat	0.455	0.393	0.353	чамец со веслање
rowdy	0.255	0.900	0.518	хулиган
rowing	0.458	0.443	0.467	веслање
royal	0.796	0.430	0.759	кралски
royalty	0.832	0.571	0.833	хонорар
rub	0.521	0.565	0.400	тријте
rubber	0.460	0.217	0.315	гума
rubbers	0.604	0.360	0.414	гуми
rubbing	0.406	0.569	0.440	триење
rubbish	0.198	0.454	0.164	ѓубре
rubble	0.308	0.509	0.289	урнатини
rubdown	0.561	0.491	0.404	бришење
rubric	0.427	0.260	0.500	рубрика
ruby	0.663	0.408	0.544	рубин
ruckus	0.271	0.706	0.411	грчевито
rudder	0.439	0.469	0.509	кормило
ruddy	0.490	0.630	0.395	руменило
rude	0.061	0.821	0.402	безобразен
rudeness	0.280	0.819	0.692	грубост
rudimentary	0.286	0.321	0.509	рудиментирана
rudiments	0.385	0.520	0.373	зачетоци
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	тажно
ruff	0.365	0.510	0.375	руф
ruffian	0.130	0.824	0.463	руфин
ruffle	0.443	0.561	0.518	напукнување
rug	0.520	0.240	0.245	килим
rugby	0.677	0.820	0.708	рагби
rugged	0.561	0.569	0.793	солиден
ruin	0.125	0.588	0.192	пропаст
ruination	0.184	0.582	0.209	уништување
ruined	0.135	0.564	0.194	руиниран
ruinous	0.255	0.690	0.275	разорен
ruins	0.250	0.490	0.248	урнатини
rule	0.567	0.427	0.593	правило
ruler	0.440	0.400	0.631	владетел
ruling	0.177	0.566	0.410	владеење
rum	0.561	0.377	0.451	рум
rumba	0.781	0.827	0.615	румба
rumble	0.367	0.745	0.613	татнеж
rummage	0.243	0.615	0.289	претурање
rumor	0.255	0.582	0.282	гласина
rumored	0.427	0.604	0.318	шпекулира
rump	0.449	0.425	0.396	задница
rumpus	0.448	0.531	0.422	рупус
run	0.542	0.787	0.543	трчај
runaround	0.448	0.519	0.349	заобиколен
runaway	0.271	0.770	0.402	бега
rundown	0.520	0.296	0.465	скратен
runes	0.438	0.300	0.304	руни
rung	0.510	0.355	0.368	ѕвонче
runner	0.459	0.747	0.632	тркач
running	0.730	0.858	0.442	трчање
running shoes	0.653	0.573	0.491	маратонки
runny	0.540	0.439	0.325	течен
runt	0.370	0.500	0.445	трчање
runway	0.585	0.373	0.406	писта
rupture	0.125	0.633	0.430	руптура
rural	0.562	0.245	0.408	рурален
ruse	0.531	0.640	0.546	измама
rush	0.406	0.809	0.546	брзање
rushing	0.398	0.821	0.529	брзајќи
rust	0.281	0.265	0.321	'рѓа
rusted	0.286	0.357	0.302	'рѓосани
rustic	0.369	0.657	0.491	рустикален
rustle	0.333	0.538	0.394	шумолат
rustler	0.281	0.830	0.429	шушкач
rusty	0.271	0.345	0.231	рѓосана
rut	0.333	0.310	0.392	рутина
ruth	0.469	0.427	0.444	рут
ruthless	0.208	0.850	0.670	безмилосен
rye	0.490	0.298	0.411	'рж
sabbatical	0.771	0.240	0.427	сабатичен
saber	0.551	0.620	0.553	сабја
sable	0.449	0.596	0.500	самур
sabotage	0.135	0.906	0.500	саботажа
saboteur	0.250	0.804	0.407	саботер
sac	0.344	0.245	0.226	кесичка
sack	0.385	0.337	0.264	вреќа
sacrament	0.690	0.316	0.700	светата тајна
sacred	0.833	0.375	0.862	свето
sacrifice	0.208	0.833	0.534	жртва
sacrifices	0.281	0.717	0.538	жртви
sacrificial	0.198	0.755	0.452	жртвено
sacrilege	0.281	0.708	0.491	сакрилегија
sacrilegious	0.146	0.736	0.449	светољубиво
sad	0.225	0.333	0.149	тажен
sadday	0.520	0.418	0.411	тажен ден
saddens	0.104	0.436	0.144	тагува
saddle	0.510	0.509	0.306	седло
sadist	0.042	0.918	0.500	садист
sadistic	0.031	0.906	0.618	садистички
sadly	0.047	0.255	0.216	за жал
sadness	0.052	0.288	0.164	тага
safari	0.663	0.673	0.640	сафари
safe	0.898	0.306	0.759	безбедно
safeguard	0.786	0.624	0.700	заштита
safekeeping	0.653	0.510	0.586	чување
safety	0.708	0.491	0.868	безбедноста
saffron	0.443	0.373	0.349	шафран
sag	0.153	0.578	0.445	попуштање
saga	0.635	0.440	0.600	сага
sage	0.781	0.327	0.693	мудрец
saggy	0.370	0.429	0.300	опуштена
sail	0.615	0.220	0.325	плови
sailboat	0.719	0.392	0.381	едрилица
sailing	0.667	0.520	0.500	пловење
sailor	0.500	0.588	0.500	морнар
saint	0.812	0.240	0.693	светец
sainted	0.708	0.296	0.676	свети
saintly	0.865	0.286	0.591	свето
sake	0.490	0.573	0.407	доброто
salad	0.750	0.260	0.307	салата
salamander	0.410	0.362	0.309	саламандер
salami	0.667	0.360	0.339	салама
salary	0.786	0.480	0.652	плата
sale	0.647	0.602	0.573	продажба
salesgirl	0.582	0.490	0.605	продавачка
salesman	0.643	0.559	0.664	продавач
salient	0.600	0.573	0.702	истакнати
saline	0.430	0.340	0.385	солен раствор
saliva	0.214	0.265	0.236	плунка
sally	0.604	0.390	0.451	Сали
salmon	0.760	0.250	0.444	лосос
salmonella	0.167	0.608	0.312	салмонела
salon	0.531	0.296	0.463	салон
saloon	0.630	0.300	0.364	салон
salsa	0.742	0.500	0.370	салса
salt	0.323	0.312	0.306	сол
salted	0.333	0.400	0.304	солени
saltwater	0.327	0.330	0.364	солена вода
salty	0.388	0.531	0.288	солено
salutary	0.885	0.360	0.686	спасоносна
salutation	0.878	0.417	0.500	поздрав
salute	0.833	0.542	0.681	поздрав
salvage	0.622	0.510	0.832	спасување
salvation	0.857	0.480	0.800	спасението
salve	0.612	0.390	0.500	спасат
samba	0.781	0.740	0.465	самба
sameness	0.531	0.330	0.484	истоста
sample	0.521	0.187	0.452	пример
samurai	0.562	0.736	0.838	самураите
sanatorium	0.469	0.490	0.491	санаториум
sanctification	0.770	0.431	0.816	осветување
sanctified	0.792	0.240	0.612	осветена
sanctify	0.673	0.443	0.783	освети
sanctimonious	0.240	0.365	0.327	светољубиво
sanction	0.201	0.750	0.517	санкција
sanctioned	0.323	0.696	0.391	санкциониран
sanctity	0.771	0.330	0.628	светоста
sanctuary	0.863	0.226	0.575	светилиште
sanctum	0.521	0.438	0.657	светилиште
sand	0.582	0.279	0.304	песок
sandal	0.490	0.283	0.333	сандала
sandbox	0.573	0.274	0.264	песок
sander	0.438	0.580	0.445	брусалка
sandman	0.479	0.469	0.388	песочен човек
sandpaper	0.417	0.425	0.404	шкурка
sands	0.646	0.304	0.377	песоци
sandstorm	0.324	0.821	0.629	песочна бура
sandwich	0.672	0.314	0.310	сендвич
sandy	0.406	0.265	0.296	песочна
sane	0.760	0.235	0.670	разумен
sanguine	0.520	0.560	0.545	сангвистичен
sanitarium	0.448	0.645	0.570	санаториум
sanitary	0.458	0.320	0.425	санитарни
sanitation	0.742	0.312	0.500	санитација
sanity	0.667	0.333	0.655	разумност
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	Дедо Мраз
sap	0.470	0.298	0.258	сок
sapiens	0.480	0.453	0.584	сапиенс
sapphire	0.770	0.472	0.651	сафир
sappy	0.583	0.469	0.330	сочен
sarcasm	0.125	0.685	0.346	сарказам
sarcastic	0.397	0.781	0.298	саркастичен
sarcoma	0.260	0.519	0.402	сарком
sarcophagus	0.271	0.561	0.435	саркофаг
sardine	0.541	0.236	0.236	сардина
sardonic	0.208	0.679	0.446	сардичен
sarsaparilla	0.542	0.488	0.345	сарсапарила
sash	0.480	0.298	0.333	појас
sashimi	0.704	0.310	0.359	сашими
sassafras	0.469	0.388	0.471	сасафрас
sassy	0.271	0.704	0.320	нахален
satanic	0.062	0.843	0.720	сатански
satchel	0.521	0.306	0.345	торбичка
sate	0.667	0.400	0.472	сате
satellite	0.562	0.409	0.764	сателит
satin	0.519	0.396	0.481	сатен
satire	0.458	0.655	0.472	сатира
satirical	0.323	0.615	0.538	сатиричен
satisfaction	0.939	0.637	0.673	задоволство
satisfactorily	0.765	0.570	0.802	задоволително
satisfactory	0.959	0.569	0.702	задоволително
satisfied	0.959	0.510	0.685	задоволни
satisfy	0.867	0.790	0.705	задоволува
satisfying	0.890	0.606	0.814	задоволувачки
saturate	0.281	0.680	0.467	заситуваат
saturated	0.474	0.700	0.442	заситен
saturation	0.255	0.582	0.583	сатурација
satyr	0.280	0.639	0.500	сатир
sauce	0.562	0.515	0.288	сос
saucepan	0.347	0.264	0.321	тенџере
saucer	0.510	0.327	0.337	чинија
saucy	0.250	0.653	0.391	сообразен
sauerkraut	0.531	0.454	0.336	кисела зелка
sauna	0.781	0.350	0.455	сауна
sausage	0.542	0.429	0.300	колбас
savage	0.204	0.931	0.605	дивјак
savagery	0.219	0.907	0.711	дивјаштво
savanna	0.606	0.147	0.394	савана
savannah	0.729	0.212	0.309	савана
savant	0.781	0.451	0.818	паметен
save	0.770	0.439	0.682	спаси
saver	0.745	0.382	0.802	штедач
saving	0.663	0.230	0.621	зачувува
savings	0.776	0.431	0.608	заштеди
savior	0.920	0.469	0.804	Спасител
savor	0.827	0.552	0.526	арома
savory	0.812	0.717	0.619	солени
savvy	0.719	0.520	0.706	такт
saw	0.316	0.541	0.518	видов
sawdust	0.398	0.279	0.241	струготини
sawmill	0.427	0.378	0.434	пилана
sax	0.573	0.465	0.409	сакс
saxophone	0.688	0.444	0.482	саксофон
say	0.571	0.310	0.482	рече
sayonara	0.560	0.398	0.402	сајонара
scab	0.354	0.330	0.272	краста
scabbard	0.325	0.219	0.217	шалвар
scaffold	0.480	0.500	0.336	скеле
scaffolding	0.496	0.366	0.545	скелиња
scalding	0.271	0.540	0.381	изгореници
scale	0.310	0.350	0.577	скала
scales	0.439	0.330	0.491	вага
scallop	0.490	0.363	0.331	фестонирам
scalp	0.347	0.346	0.302	скалпот
scalpel	0.302	0.700	0.482	скалпел
scaly	0.281	0.481	0.358	лушпести
scam	0.042	0.745	0.418	измама
scamp	0.458	0.464	0.371	скампирање
scampi	0.531	0.448	0.224	скампи
scan	0.479	0.423	0.470	скенирање
scandal	0.122	0.821	0.557	скандал
scandalous	0.135	0.907	0.556	скандалозен
scanner	0.531	0.356	0.567	скенер
scanty	0.287	0.333	0.127	скудно
scape	0.290	0.625	0.536	бегство
scapegoat	0.184	0.685	0.481	жртвено јагне
scar	0.146	0.500	0.397	лузна
scarab	0.406	0.458	0.267	скараб
scarce	0.292	0.324	0.218	оскудни
scarcely	0.082	0.412	0.160	едвај
scarcity	0.167	0.500	0.182	недостиг
scare	0.122	0.910	0.264	исплаши
scarecrow	0.219	0.274	0.349	страшило
scared	0.146	0.828	0.185	исплашен
scares	0.122	0.847	0.386	плаши
scarf	0.750	0.224	0.224	Шал
scarier	0.156	0.846	0.472	пострашно
scariest	0.167	0.863	0.538	најстрашно
scarlet	0.507	0.390	0.411	скарлет
scary	0.062	0.952	0.528	страшно
scat	0.337	0.548	0.409	скат
scatter	0.229	0.620	0.404	расфрлаат
scattered	0.208	0.380	0.238	расфрлани
scattering	0.347	0.550	0.394	расфрлање
scavenger	0.177	0.578	0.408	чистач
scenario	0.667	0.510	0.683	сценарио
scene	0.570	0.340	0.578	сцена
scenery	0.745	0.253	0.592	сценографијата
scenic	0.684	0.548	0.756	сценско
scent	0.633	0.410	0.491	мирис
scented	0.865	0.509	0.431	мирисна
scepter	0.630	0.300	0.670	скиптар
sceptical	0.214	0.387	0.466	скептични
scepticism	0.292	0.444	0.550	скептицизам
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	распоред
schematic	0.490	0.284	0.647	шематски
scheme	0.521	0.269	0.577	шема
schilling	0.367	0.410	0.418	шилинг
schism	0.280	0.569	0.386	раскол
schizophrenia	0.092	0.880	0.435	шизофренија
schizophrenic	0.102	0.958	0.433	шизофреник
schlep	0.302	0.426	0.382	шлеп
schmuck	0.363	0.412	0.375	шмук
schnapps	0.583	0.567	0.417	шнапс
schnitzel	0.365	0.430	0.382	шницла
scholar	0.694	0.421	0.731	научник
scholarly	0.750	0.466	0.709	научно
scholarship	0.866	0.490	0.625	стипендија
scholastic	0.500	0.470	0.491	школски
school	0.765	0.423	0.633	училиште
schoolboy	0.623	0.385	0.441	ученик
schoolgirl	0.760	0.521	0.415	ученичка
schoolhouse	0.602	0.407	0.672	училишна куќа
schooling	0.582	0.462	0.640	школување
schoolmaster	0.667	0.368	0.852	училишен учител
schoolteacher	0.521	0.380	0.632	учител
schoolwork	0.479	0.500	0.481	училишна работа
schoolyard	0.684	0.529	0.440	училишен двор
schooner	0.635	0.408	0.427	шуна
sciatica	0.286	0.443	0.393	ишијас
science	0.588	0.429	0.741	науката
scientific	0.653	0.510	0.836	научни
scientist	0.562	0.500	0.790	научник
scifi	0.592	0.570	0.394	научна фантастика
scintilla	0.476	0.528	0.385	сцинтила
scintillating	0.650	0.736	0.612	сцинтилирачки
scintillation	0.576	0.579	0.573	сцинтилација
scintillator	0.583	0.670	0.510	сцинтилатор
scion	0.490	0.380	0.451	потомок
scissors	0.458	0.462	0.302	ножици
scoff	0.125	0.686	0.306	потсмев
scold	0.194	0.755	0.626	карање
scolding	0.071	0.833	0.417	карање
scone	0.418	0.287	0.229	боцки
scoop	0.583	0.543	0.640	лажичка
scoot	0.510	0.490	0.412	шут
scooter	0.510	0.587	0.371	скутер
scope	0.656	0.386	0.718	опсегот
scorch	0.214	0.689	0.491	изгореници
scorching	0.406	0.635	0.464	врел
score	0.670	0.388	0.589	резултат
scoreboard	0.667	0.484	0.472	семафор
scorer	0.730	0.608	0.764	стрелец
scores	0.594	0.469	0.629	резултати
scorn	0.110	0.721	0.356	презир
scorned	0.062	0.529	0.226	презиран
scornful	0.173	0.608	0.368	презир
scorpion	0.198	0.745	0.600	скорпија
scotch	0.578	0.520	0.615	скоч
scoundrel	0.094	0.740	0.412	подлец
scour	0.388	0.602	0.632	чистење
scourge	0.214	0.640	0.302	зло
scout	0.656	0.611	0.763	извидник
scowl	0.302	0.600	0.413	потсмев
scrabble	0.625	0.412	0.399	чкртање
scram	0.306	0.485	0.409	гребење
scramble	0.469	0.744	0.500	препукуваат
scrambled	0.451	0.535	0.539	измешани
scrambler	0.417	0.550	0.444	мешалка
scrambling	0.421	0.810	0.731	препукување
scrap	0.156	0.339	0.173	отпадоци
scrapbook	0.562	0.274	0.432	бележник
