English Word	Valence	Arousal	Dominance	Hawaiian Word
soapy	0.552	0.373	0.355	kopa
soar	0.790	0.740	0.718	lele lele
soaring	0.708	0.704	0.650	e lele ana
sob	0.115	0.480	0.212	kanikau
sober	0.729	0.216	0.568	kuoo
soblessed	0.542	0.395	0.287	kaumaha
sobriety	0.680	0.310	0.583	kūoʻo
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	pōpeku
sociable	0.854	0.459	0.627	launa
social	0.806	0.370	0.614	pilikanaka
socialanxiety	0.270	0.588	0.426	pilikia pilikanaka
socialism	0.510	0.500	0.560	pilikanaka
socialist	0.448	0.400	0.543	pilikanaka
socialite	0.684	0.668	0.570	pilikanaka
socialize	0.907	0.683	0.726	launa pū
society	0.674	0.464	0.782	kaiaulu
sociology	0.615	0.439	0.694	sociology
sociopath	0.104	0.863	0.439	sociopath
sock	0.500	0.167	0.290	sock
socket	0.583	0.469	0.377	kumu
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	soda/pop
sodding	0.240	0.500	0.400	hoʻopalapala
sodium	0.490	0.340	0.291	sodium
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	palupalu
softball	0.735	0.630	0.518	pōpopo
soften	0.694	0.194	0.392	hooluolu
softener	0.745	0.300	0.373	mea palupalu
softening	0.700	0.255	0.361	hooluolu
softly	0.517	0.206	0.304	mālie
softness	0.875	0.086	0.402	palupalu
software	0.561	0.280	0.570	lako polokalamu
soggy	0.312	0.350	0.241	pulupulu
sohappy	0.949	0.673	0.681	hauʻoli
soil	0.350	0.180	0.356	lepo
soiled	0.106	0.529	0.213	haumia
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	noho malihini
solace	0.776	0.294	0.453	hooluolu
solar	0.622	0.452	0.645	lā
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solder
soldering	0.573	0.536	0.538	kūʻai ʻana
soldier	0.392	0.708	0.768	koa
sole	0.427	0.194	0.279	hoʻokahi
solemn	0.708	0.370	0.709	ʻahaʻaina
solicit	0.620	0.490	0.604	noi aku
solicitation	0.612	0.519	0.415	noiʻi
solicitor	0.600	0.479	0.802	loio
solid	0.667	0.304	0.763	paa
solidarity	0.792	0.407	0.781	ka lokahi
solidification	0.480	0.500	0.827	hoʻopaʻa paʻa
solidified	0.633	0.415	0.745	hoʻopaʻa ʻia
solidify	0.583	0.318	0.754	paʻa
solidity	0.745	0.444	0.850	paʻa
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	mehameha
solitude	0.208	0.226	0.358	mehameha
solo	0.438	0.190	0.325	hoʻokahi
solubility	0.506	0.360	0.442	hikiwawe
soluble	0.542	0.272	0.409	hikiwawe
solucky	0.573	0.529	0.615	ʻoluʻolu
solution	0.790	0.339	0.664	hoʻonā
solve	0.656	0.530	0.688	hoʻoholo
solvency	0.604	0.296	0.605	ʻoluʻolu
solvent	0.635	0.316	0.573	mea hoʻoheheʻe
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatic
somber	0.184	0.500	0.380	kaumaha
some anticipation	0.423	0.482	0.472	kekahi kali ana
some disgust	0.094	0.657	0.321	kekahi mea hoowahawaha
some surprise	0.827	0.849	0.500	kekahi kahaha
some trust	0.594	0.451	0.547	hilinai kekahi
somersault	0.214	0.769	0.519	ʻauʻau
somethingigetalot	0.573	0.567	0.509	kekahi mea
somewhat negative	0.208	0.480	0.150	ano ino
somewhat positive	0.920	0.510	0.667	ʻano maikaʻi
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	keikikāne
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	ʻoluʻolu
song	0.854	0.413	0.500	mele
songwriter	0.844	0.558	0.713	haku mele
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	sonice
sonnet	0.718	0.294	0.404	sonnet
sonorous	0.646	0.580	0.442	kani kani
soot	0.375	0.328	0.292	ʻūhū
soothe	0.817	0.194	0.412	hooluolu
soothing	0.625	0.179	0.519	hooluolu
sophisticated	0.865	0.481	0.845	akamai
sophistication	0.792	0.472	0.704	akamai
sophomore	0.653	0.415	0.427	lua lua
sopissed	0.276	0.577	0.433	hauʻoli
soppy	0.510	0.355	0.297	ʻoluʻolu
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	kilokilo
sorcery	0.279	0.740	0.640	kilokilo
sordid	0.219	0.555	0.447	ʻinoʻino
sore	0.094	0.650	0.224	ʻeha
soready	0.622	0.500	0.545	ʻehaʻeha
sorely	0.284	0.727	0.370	ehaeha
soreness	0.113	0.843	0.302	ʻehaʻeha
sorghum	0.469	0.358	0.420	sorghum
sorority	0.635	0.637	0.627	ʻahaʻaina wahine
sorrow	0.052	0.235	0.164	kaumaha
sorrowful	0.049	0.422	0.163	kaumaha
sorry	0.406	0.362	0.212	e kala mai
sort	0.673	0.389	0.674	ʻano ʻano
sorter	0.594	0.412	0.823	mea hoʻokaʻawale
sortie	0.490	0.450	0.311	huikau
sorting	0.469	0.400	0.642	hoʻokaʻawale
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	soscared
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	solow
sostressed	0.435	0.481	0.578	kaumaha
sosweet	0.755	0.354	0.417	momona nō
sothankful	0.729	0.526	0.418	mahalo nui
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	ʻuhane
soulful	0.755	0.331	0.500	uhane
soulless	0.125	0.591	0.400	ʻuhane ʻole
soulmate	0.890	0.500	0.628	hoa ʻuhane
sound	0.765	0.623	0.398	kani
sounding	0.690	0.500	0.558	kani ana
soundness	0.780	0.377	0.893	maikaʻi
soundproof	0.490	0.390	0.409	pale kani
soundtrack	0.630	0.559	0.518	mele kani
soup	0.602	0.245	0.269	sopa
sour	0.276	0.594	0.373	ʻawaʻawa
source	0.740	0.318	0.684	kumu
sourpuss	0.188	0.620	0.382	ʻāwīwī
south	0.562	0.265	0.429	ka hema
southbound	0.510	0.370	0.395	hema hema
southeast	0.510	0.283	0.413	hikina hikina
southern	0.552	0.269	0.370	hema
southpaw	0.542	0.389	0.404	hema hema
southwest	0.406	0.314	0.355	komohana hema
souvenir	0.844	0.311	0.466	mea hoʻomanaʻo
sovereign	0.698	0.500	0.885	mōʻī
sovereignty	0.719	0.529	0.886	mana aupuni
soviet	0.347	0.580	0.536	soviet
sow	0.667	0.430	0.446	lulu
soy	0.438	0.250	0.286	soya
soy sauce	0.573	0.382	0.318	soya sauce
soybean	0.521	0.250	0.293	soya
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	ākea
spacecraft	0.646	0.698	0.680	mokulele mokulele
spaceman	0.688	0.577	0.848	kanaka lewa
spaceship	0.643	0.781	0.664	moku lewa
spacing	0.621	0.425	0.507	kaawale
spacious	0.880	0.365	0.557	akea
spade	0.469	0.667	0.529	ʻōpae
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	nā mea hoʻopaʻapaʻa
span	0.521	0.330	0.528	ka lōʻihi
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	hahau
spanking	0.194	0.736	0.392	hahau ana
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	hoʻokoe
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	kakaikahi
spark	0.688	0.745	0.529	lamalama
sparkle	0.819	0.765	0.510	ʻōlinolino
sparkling	0.700	0.418	0.598	ʻālohilohi
sparkly	0.885	0.590	0.726	ʻālohilohi
sparring	0.292	0.870	0.704	hoʻopaʻapaʻa
sparrow	0.583	0.460	0.327	manu liʻiliʻi
sparse	0.240	0.367	0.209	kākaʻikahi
spasm	0.194	0.594	0.366	ʻūhā
spastic	0.240	0.541	0.491	spastic
spat	0.427	0.413	0.309	kuha aku
spatial	0.604	0.625	0.645	wahi ākea
spatter	0.292	0.630	0.315	pāpaʻi
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	hānai
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	ʻōlelo
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	haʻiʻōlelo
speakerphone	0.531	0.569	0.560	kelepona leo
speaking	0.753	0.590	0.575	olelo ana
spear	0.510	0.601	0.500	ihe
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	kūikawā
specialist	0.760	0.562	0.877	loea
speciality	0.854	0.470	0.885	kūikawā
specialize	0.776	0.540	0.861	loea
specially	0.847	0.398	0.714	kūikawā
specialty	0.724	0.479	0.783	kūikawā
specie	0.583	0.471	0.650	specie
species	0.561	0.330	0.645	ʻano ʻano
specific	0.656	0.388	0.691	kikoʻī
specification	0.552	0.479	0.602	kikoʻī
specify	0.656	0.405	0.600	hoakaka
specimen	0.531	0.444	0.568	mea hoʻohālike
speck	0.418	0.245	0.343	kikoʻī
speckled	0.449	0.263	0.254	kikoʻī
specs	0.540	0.398	0.618	specs
spectacle	0.812	0.745	0.762	makaʻala
spectacles	0.816	0.775	0.648	makaaniani
spectacular	0.947	0.740	0.887	kupanaha
spectator	0.694	0.560	0.667	mea nānā
specter	0.265	0.723	0.540	hiʻohiʻona
spectral	0.430	0.667	0.500	spectral
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	kiʻi kiʻi kiʻi
spectrum	0.312	0.700	0.527	spectrum
speculate	0.398	0.602	0.553	e kuhi ana
speculation	0.325	0.683	0.394	manao manao
speculative	0.276	0.591	0.464	manao manao
speculum	0.417	0.469	0.433	speculum
speech	0.656	0.470	0.688	haiolelo
speechless	0.459	0.320	0.315	ʻōlelo ʻole
speed	0.719	0.849	0.658	ka māmā holo
speedboat	0.635	0.858	0.612	moku holo māmā
speedily	0.688	0.740	0.665	wikiwiki
speeding	0.438	0.908	0.645	ka holo wikiwiki
speedometer	0.427	0.549	0.579	ka mīkini kilo māmā
speedway	0.667	0.519	0.416	ala māmā
speedy	0.625	0.625	0.793	wikiwiki
spell	0.385	0.380	0.368	hoʻokalakupua
spellbound	0.531	0.647	0.387	kahaha
spelling	0.594	0.357	0.398	ka ʻōlelo ʻana
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	lilo
spender	0.312	0.692	0.377	mea lilo
spending	0.333	0.556	0.330	hoʻolilo
spent	0.296	0.296	0.263	lilo
sperm	0.396	0.706	0.453	sperm
spew	0.260	0.651	0.573	luaʻi
sphere	0.633	0.277	0.500	pōʻai
spherical	0.550	0.308	0.500	poepoe
sphincter	0.347	0.633	0.375	ʻāwiliwili
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	mea ʻala
spice	0.594	0.439	0.384	mea ʻala
spicy	0.440	0.733	0.610	mea ʻala
spider	0.229	0.569	0.430	spider
spiders	0.260	0.696	0.368	nā nalu
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	spike
spiked	0.281	0.613	0.407	wiliwili
spiky	0.284	0.657	0.587	spiky
spill	0.408	0.633	0.456	kahe
spillin	0.375	0.500	0.362	kahe ʻana
spin	0.551	0.422	0.345	milo
spinach	0.583	0.200	0.368	spinach
spinal	0.312	0.491	0.296	iwi kuamoʻo
spindle	0.552	0.410	0.360	wiliwili
spine	0.495	0.461	0.600	iwi kuamoʻo
spineless	0.344	0.387	0.321	spineless
spinner	0.458	0.593	0.471	wiliwili
spinning	0.594	0.610	0.481	wiliwili
spinster	0.357	0.368	0.345	wiliwili
spiny	0.167	0.639	0.528	spiny
spiral	0.490	0.624	0.361	wiliwili
spire	0.354	0.358	0.389	spre
spirit	0.786	0.370	0.621	ʻuhane
spirited	0.854	0.587	0.734	uhane
spirits	0.583	0.847	0.545	ʻuhane
spiritual	0.938	0.327	0.564	uhane
spirituality	0.865	0.281	0.667	uhane
spit	0.149	0.545	0.436	kuha
spite	0.080	0.600	0.317	hoʻomāʻewaʻewa
spiteful	0.073	0.710	0.330	inaina
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	kuha kuha
splash	0.521	0.412	0.281	paʻipaʻi
splat	0.510	0.433	0.385	pāpaʻi
splatter	0.312	0.596	0.352	paʻipaʻi
spleen	0.448	0.255	0.396	ʻōpū
splendid	0.896	0.740	0.810	nani loa
splendor	0.927	0.612	0.850	ka nani
splice	0.386	0.460	0.377	hoʻopili
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	māʻaʻa
splinter	0.136	0.422	0.325	mamala
split	0.344	0.618	0.410	mokuahana
splitting	0.188	0.598	0.375	ka mahele ana
splurge	0.365	0.481	0.542	hoʻomāʻewaʻewa
spoil	0.146	0.723	0.328	hao wale
spoiler	0.347	0.527	0.380	mea hao
spoiling	0.135	0.678	0.306	hao wale
spoils	0.388	0.760	0.481	hao wale
spoke	0.635	0.433	0.483	olelo
spoken	0.551	0.363	0.545	ʻōlelo ʻia
spokesman	0.720	0.480	0.611	haiolelo
spokesperson	0.573	0.453	0.615	mea haiolelo
sponge	0.551	0.192	0.219	ʻōhuʻu
spongy	0.469	0.324	0.344	spongy
sponsor	0.729	0.537	0.800	kākoʻo
sponsorship	0.854	0.608	0.696	kākoʻo
spontaneity	0.817	0.698	0.655	kūʻokoʻa
spontaneous	0.780	0.578	0.655	kūʻokoʻa
spoof	0.490	0.594	0.381	hoʻopunipuni
spook	0.327	0.887	0.322	makaʻu
spooky	0.104	0.858	0.380	weliweli
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	puna
spoonful	0.582	0.208	0.308	puna
sporadic	0.333	0.394	0.500	kakaikahi
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	haʻuki
sporting	0.917	0.656	0.675	pāʻani
sports	0.833	0.683	0.587	haʻuki
sports car	0.759	0.696	0.669	kaʻa haʻuki
sportsman	0.755	0.735	0.713	mea pāʻani
sportsmanship	0.890	0.582	0.694	ʻano haʻuki
sportswriter	0.760	0.551	0.566	mea kākau haʻuki
sporty	0.735	0.713	0.648	pāʻani
spot	0.510	0.180	0.336	kiko
spotless	0.792	0.327	0.726	kina ole
spotlight	0.688	0.353	0.519	kukui kukui
spotted	0.354	0.472	0.295	kikoʻī
spotter	0.542	0.491	0.644	mākaʻikaʻi
spotty	0.281	0.606	0.241	kikoʻī
spousal	0.656	0.582	0.632	male kāne
spouse	0.750	0.600	0.645	kane
spout	0.438	0.357	0.309	puuwai
sprain	0.063	0.580	0.384	ʻāwīwī
sprawl	0.600	0.596	0.672	hoʻopololei
spray	0.438	0.410	0.333	kāpīpī
spread	0.570	0.583	0.651	laha
spreader	0.510	0.480	0.500	mea hoolaha
spree	0.564	0.663	0.474	leʻaleʻa
spring	0.837	0.370	0.481	punawai
springtime	0.837	0.439	0.722	wā puna
sprinkle	0.635	0.404	0.380	kāpīpī
sprinkler	0.510	0.434	0.473	kāpīpī
sprinkling	0.677	0.510	0.466	kāpīpī
sprint	0.549	0.649	0.528	holo kukini
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	ʻōpuʻu
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	hoʻopaʻapaʻa
spunky	0.646	0.879	0.755	hoʻopaʻapaʻa
spur	0.378	0.545	0.340	hoʻoulu
spurious	0.178	0.480	0.343	hoopunipuni
spurred	0.562	0.684	0.472	hoʻoulu ʻia
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	kiu
squabble	0.173	0.850	0.500	hakaka
squad	0.552	0.711	0.806	pūʻali koa
squadron	0.469	0.686	0.787	pūʻali koa
squall	0.191	0.833	0.655	ʻinoʻino
squamous	0.344	0.446	0.418	ʻāwīwī
squander	0.240	0.755	0.529	hoomaunauna wale
square	0.509	0.340	0.291	huinaha
squash	0.531	0.667	0.410	ʻuʻuku
squat	0.330	0.550	0.453	kuʻekuʻe
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	ʻāwīwī
squeak	0.271	0.679	0.300	ʻōniʻoniʻo
squeaky	0.229	0.771	0.367	ʻōniʻoniʻo
squeal	0.250	0.731	0.375	uē
squealer	0.541	0.519	0.330	mea uē
squeamish	0.176	0.656	0.453	ʻōniʻoniʻo
squeeze	0.458	0.676	0.532	ʻomi
squeezing	0.260	0.598	0.557	ʻomi ʻana
squelch	0.271	0.510	0.462	kinai
squid	0.497	0.398	0.357	hee
squint	0.385	0.461	0.452	makaʻu
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	ʻōniʻoniʻo
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	ʻōniʻoniʻo
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	houʻa
stabbed	0.031	0.875	0.431	hou ʻia
stability	0.812	0.264	0.849	kūpaʻa
stabilize	0.839	0.427	0.722	hoʻopaʻa
stabilizer	0.688	0.353	0.767	mea hoʻopaʻa
stable	0.725	0.204	0.735	hale paʻa
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	ahu
stadium	0.635	0.679	0.611	kahua pāʻani
staff	0.745	0.274	0.627	limahana
stag	0.594	0.250	0.389	stag
stage	0.592	0.306	0.473	kahua
stagecoach	0.516	0.519	0.627	kaʻa kaʻaahi
stagehand	0.420	0.684	0.555	stagehand
stagger	0.531	0.620	0.458	haʻalulu
staggering	0.520	0.657	0.683	kahaha
stagnant	0.300	0.500	0.208	kūpaʻa
stagnation	0.276	0.324	0.396	kū ʻana
staid	0.385	0.290	0.634	noho mālie
stain	0.453	0.324	0.264	lepo
stained	0.245	0.460	0.209	ʻahuʻula
stainless	0.594	0.329	0.618	kuhiliʻole
stair	0.375	0.354	0.345	alapiʻi
staircase	0.469	0.347	0.440	alapiʻi
stairs	0.510	0.439	0.342	alapiʻi
stairway	0.562	0.510	0.407	alapiʻi
stairwell	0.510	0.292	0.333	alapiʻi
stake	0.406	0.608	0.460	pili
stakeout	0.344	0.546	0.600	hoʻopaʻapaʻa
stale	0.235	0.461	0.286	palahu
stalemate	0.296	0.354	0.267	paakiki
stalk	0.436	0.272	0.395	kāʻei
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	hale kūʻai
stallion	0.628	0.596	0.779	lio lio
stalls	0.582	0.378	0.451	hale kūʻai
stalwart	0.812	0.430	0.691	kūpaʻa
stamina	0.664	0.694	0.877	hoʻoikaika kino
stamp	0.438	0.327	0.441	hoailona
stampede	0.235	0.875	0.683	hehi
stance	0.604	0.333	0.609	kū ʻana
stand	0.600	0.324	0.509	kū
standard	0.673	0.143	0.605	maʻamau
standardize	0.684	0.353	0.729	hoʻohālikelike
standardized	0.610	0.324	0.607	hoʻohālikelike ʻia
standby	0.260	0.224	0.386	kū kokoke
standing	0.604	0.317	0.425	ku ana
standoff	0.333	0.840	0.558	kūʻokoʻa
standpoint	0.585	0.388	0.652	ku ana
standstill	0.441	0.203	0.500	kū mālie
standup	0.633	0.583	0.550	kū i luna
stanza	0.612	0.343	0.297	stanza
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	mea nui
stapler	0.370	0.264	0.394	mea hoʻopaʻa paʻa
star	0.833	0.418	0.560	hoku
star fruit	0.701	0.433	0.427	hua hoku
starboard	0.531	0.388	0.558	starboard
starch	0.507	0.354	0.312	mākū
stardom	0.844	0.786	0.689	hoku
stardust	0.843	0.410	0.549	lepo hōkū
stare	0.541	0.430	0.538	nana aku
starfish	0.680	0.320	0.421	iʻa hōkū
stargazing	0.802	0.461	0.709	nānā hōkū
staring	0.542	0.306	0.423	e nana ana
stark	0.330	0.630	0.577	paakiki
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	kukui hōkū
starling	0.500	0.490	0.514	hoku
starry	0.438	0.643	0.434	hoku
stars	0.796	0.521	0.484	hoku
starship	0.740	0.719	0.704	moku hoku
start	0.684	0.430	0.589	hoʻomaka
starter	0.667	0.461	0.827	mea hoʻomaka
startle	0.276	0.817	0.417	hoʻopūʻiwa
startled	0.333	0.865	0.526	pihoihoi
startling	0.750	0.768	0.830	kahaha
starvation	0.240	0.592	0.284	pololi
starve	0.073	0.729	0.402	pololi
starved	0.097	0.689	0.219	pololi
starving	0.163	0.670	0.336	pololi
stash	0.344	0.630	0.361	waihona
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	mokuʻāina
stately	0.830	0.728	0.915	hanohano
statement	0.688	0.608	0.825	ʻōlelo
stateroom	0.653	0.380	0.441	lumi noho
stateside	0.643	0.480	0.708	mokuʻāina
statesman	0.510	0.490	0.736	mokuʻāina
static	0.297	0.250	0.366	kūʻokoʻa
staticky	0.357	0.278	0.358	staticky
statics	0.542	0.290	0.527	statics
station	0.688	0.367	0.519	hale kūʻai
stationary	0.408	0.240	0.484	kūmau
stationery	0.570	0.120	0.455	mea kakau
statistic	0.508	0.420	0.609	helu helu
statistical	0.714	0.353	0.627	helu helu
statistician	0.571	0.360	0.703	mea helu
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuary
statue	0.542	0.153	0.570	kiʻi kiʻi
statuette	0.677	0.433	0.518	kiʻi kiʻi
stature	0.470	0.353	0.664	kiʻekiʻe
status	0.658	0.377	0.588	kūlana
statute	0.592	0.330	0.673	kanawai
statutory	0.510	0.376	0.539	kānāwai
staunch	0.480	0.363	0.833	kūpaʻa
stave	0.417	0.333	0.424	hoʻopaʻa
stay	0.604	0.275	0.516	noho
stayaway	0.369	0.284	0.526	kaawale
stayed	0.497	0.270	0.395	noho
stays	0.633	0.363	0.564	noho
stead	0.551	0.214	0.510	kū
steadfast	0.771	0.433	0.800	kūpaʻa
steady	0.680	0.186	0.763	kūpaʻa
steak	0.625	0.359	0.315	steak
steakhouse	0.802	0.379	0.547	hale kūʻai
steal	0.021	0.856	0.528	ʻaihue
stealing	0.086	0.913	0.455	ʻaihue
stealth	0.520	0.270	0.452	malū
stealthily	0.763	0.294	0.458	malū
stealthy	0.380	0.363	0.534	malū
steam	0.469	0.413	0.421	māhu
steamboat	0.708	0.500	0.633	mokuahi
steamer	0.510	0.442	0.528	mokuahi
steaming	0.592	0.553	0.402	ka mahu
steamroller	0.396	0.567	0.667	mokuahi
steamship	0.469	0.490	0.569	mokuahi
steamy	0.479	0.538	0.445	mahu
steel	0.521	0.420	0.714	kila
steep	0.312	0.612	0.321	pali
steeple	0.625	0.519	0.500	hale kiaʻi
steer	0.469	0.490	0.527	hoʻokele
steering	0.580	0.431	0.660	hoʻokele
stellar	0.796	0.580	0.769	hōkū
stem	0.615	0.191	0.336	kumu
stench	0.104	0.570	0.298	pilau
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	mea kālai lāʻau
step	0.531	0.321	0.347	ʻanuʻu
stepdaughter	0.510	0.510	0.432	kaikamahine hānai
stepfather	0.396	0.491	0.611	makua kāne hānai
stepmother	0.427	0.530	0.484	makuahine hānai
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	ʻanuʻu
stepson	0.614	0.406	0.480	keiki hanau
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoscopic
stereotype	0.151	0.422	0.612	kūʻokoʻa
stereotyped	0.375	0.510	0.436	kūʻokoʻa
sterile	0.302	0.471	0.291	sterile
sterility	0.201	0.519	0.414	sterility
sterilize	0.406	0.510	0.520	sterilize
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	hope
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stethoscope
stew	0.667	0.373	0.250	kohu
steward	0.633	0.238	0.550	puuku
stewardess	0.625	0.491	0.491	kahu wahine
stewardship	0.551	0.440	0.617	ka mālama ʻana
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	lāʻau lāʻau
sticker	0.583	0.306	0.346	mea hoʻopili
sticking	0.486	0.425	0.356	pipili
stickler	0.385	0.471	0.417	mea lāʻau lāʻau
stickup	0.453	0.537	0.434	hoʻopili
sticky	0.385	0.569	0.292	pipili
stiff	0.158	0.459	0.569	ʻoʻoleʻa
stiffen	0.360	0.582	0.719	ʻoʻoleʻa
stiffness	0.323	0.500	0.657	ʻoʻoleʻa
stifle	0.240	0.764	0.427	hoʻopaʻa
stifled	0.229	0.731	0.193	hoʻopaʻa ʻia
stifling	0.163	0.858	0.608	hoʻopiʻi
stigma	0.327	0.500	0.470	hōʻino
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	hānau make
stillborn	0.271	0.519	0.337	hanau make
stillness	0.729	0.125	0.339	noho malie
stillwaiting	0.344	0.393	0.420	e kali ana
stilts	0.439	0.577	0.300	nā kuʻekuʻe
stimulant	0.441	0.794	0.745	mea hoʻoulu
stimulate	0.792	0.798	0.754	hoʻoulu
stimulating	0.740	0.804	0.809	hooikaika ana
stimulation	0.708	0.821	0.702	hoʻoulu ʻana
stimulus	0.771	0.779	0.750	mea hoʻoulu
sting	0.163	0.651	0.373	ʻūhā
stinger	0.279	0.625	0.508	mea hoʻopaʻa
stinging	0.260	0.730	0.459	ke kuʻi ʻana
stingy	0.094	0.548	0.283	ʻoʻoleʻa
stink	0.042	0.481	0.180	pilau
stinker	0.163	0.567	0.275	pilau
stinking	0.041	0.657	0.264	pilau
stinky	0.092	0.558	0.176	pilau
stint	0.490	0.326	0.342	hana
stipend	0.604	0.546	0.614	uku kālā
stipulate	0.570	0.546	0.623	hoʻoholo
stipulation	0.469	0.622	0.654	kau ʻōlelo
stir	0.448	0.773	0.453	hoʻouluulu
stirring	0.582	0.702	0.558	e hoʻoulu ana
stitch	0.306	0.538	0.357	humuhumu
stitching	0.510	0.382	0.345	humuhumu
stock	0.594	0.418	0.407	waihona
stockade	0.375	0.402	0.500	kahua paʻa
stockbroker	0.417	0.676	0.802	mea kuai waiwai
stockholder	0.573	0.625	0.716	mea kūʻai
stocking	0.594	0.324	0.688	kāʻei kapa
stockings	0.458	0.365	0.382	nā kāmaʻa wāwae
stockpile	0.542	0.315	0.425	waihona waiwai
stockroom	0.562	0.312	0.406	hale kūʻai
stocks	0.573	0.598	0.586	waihona
stoic	0.427	0.473	0.602	kūpaʻa
stole	0.135	0.760	0.384	ʻaihue
stolen	0.156	0.646	0.308	ʻaihue ʻia
stomach	0.367	0.402	0.438	ʻōpū
stomachache	0.030	0.745	0.316	ʻeha ka ʻōpū
stomp	0.365	0.565	0.438	hehi
stomped	0.229	0.684	0.406	hehi
stone	0.216	0.183	0.561	pōhaku
stoned	0.177	0.796	0.375	hailukuia
stonewall	0.337	0.457	0.655	pā pōhaku
stoneware	0.458	0.300	0.443	pōhaku pōhaku
stony	0.356	0.494	0.525	pōhaku
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	stool
stools	0.459	0.382	0.327	stools
stoop	0.490	0.430	0.284	kūlou
stoopid	0.280	0.431	0.382	kūlou
stop	0.280	0.510	0.490	kū
stopover	0.531	0.327	0.575	hoʻomaha
stoppage	0.224	0.491	0.445	hoʻomaha
stopper	0.365	0.336	0.390	pani pani
stopping	0.388	0.382	0.473	ku ana
stopwatch	0.469	0.521	0.482	wati kiaʻi
storage	0.698	0.406	0.564	waihona
store	0.646	0.538	0.407	hale kūʻai
