English Word	Valence	Arousal	Dominance	Amharic Word
serpent	0.115	0.696	0.679	እባብ
serpentine	0.576	0.646	0.329	እባብ
serrated	0.388	0.435	0.418	የተጠረጠረ
serum	0.520	0.231	0.443	ሴረም
servant	0.340	0.408	0.331	አገልጋይ
serve	0.622	0.400	0.384	ማገልገል
server	0.656	0.356	0.536	አገልጋይ
service	0.684	0.408	0.535	አገልግሎት
serviceable	0.834	0.400	0.684	አገልግሎት የሚሰጥ
servile	0.439	0.327	0.415	አገልጋይ
servitude	0.250	0.490	0.250	አገልጋይነት
sesame	0.673	0.250	0.382	ሰሊጥ
sess	0.418	0.481	0.411	ሴስ
session	0.510	0.481	0.491	ክፍለ ጊዜ
sessions	0.646	0.578	0.650	ክፍለ ጊዜዎች
set	0.521	0.482	0.630	አዘጋጅ
setback	0.198	0.451	0.250	ውድቀት
sett	0.560	0.413	0.500	ስብስብ
setter	0.541	0.455	0.473	አዘጋጅ
settle	0.833	0.520	0.772	እልባት
settled	0.521	0.510	0.473	ተረጋጋ
settlement	0.635	0.412	0.723	ሰፈራ
settler	0.573	0.453	0.519	ሰፋሪ
settlor	0.531	0.434	0.534	ሰፋሪ
setup	0.667	0.398	0.635	አዘገጃጀት
seven	0.672	0.265	0.373	ሰባት
seventeen	0.585	0.296	0.321	አስራ ሰባት
seventh	0.500	0.245	0.288	ሰባተኛ
seventy	0.625	0.353	0.446	ሰባ
sever	0.156	0.635	0.451	ሴቨር
severable	0.406	0.451	0.398	ሊለያይ የሚችል
severally	0.719	0.298	0.600	በተናጠል
severance	0.396	0.620	0.541	መለያየት
severe	0.164	0.735	0.635	ከባድ
severely	0.219	0.673	0.700	በከባድ
severity	0.260	0.712	0.661	ክብደት
sew	0.510	0.340	0.340	መስፋት
sewage	0.255	0.343	0.339	የፍሳሽ ማስወገጃ
sewer	0.286	0.367	0.282	የፍሳሽ ማስወገጃ
sewerage	0.208	0.450	0.198	የፍሳሽ ማስወገጃ
sewing	0.625	0.337	0.356	መስፋት
sex	0.803	0.939	0.704	ወሲብ
sexist	0.255	0.798	0.411	ሴሰኛ
sexual	0.584	0.959	0.640	ወሲባዊ
sexuality	0.670	0.898	0.657	ወሲባዊነት
sexy	0.865	0.945	0.802	የፍትወት ቀስቃሽ
shabby	0.235	0.519	0.259	ሻቢ
shack	0.396	0.425	0.339	ሼክ
shackle	0.276	0.580	0.414	ማሰር
shade	0.388	0.265	0.278	ጥላ
shades	0.490	0.300	0.380	ጥላዎች
shading	0.420	0.324	0.318	ማጥላላት
shadow	0.302	0.343	0.158	ጥላ
shadowy	0.135	0.373	0.330	ጥላ የለሽ
shady	0.323	0.509	0.375	ጥላ የለሽ
shaft	0.549	0.275	0.472	ዘንግ
shag	0.417	0.462	0.340	ሻግ
shaggy	0.510	0.302	0.321	ሻጊ
shake	0.439	0.689	0.539	መንቀጥቀጥ
shakedown	0.286	0.692	0.481	መንቀጥቀጥ
shaken	0.344	0.657	0.333	ተናወጠ
shaker	0.520	0.728	0.518	መንቀጥቀጥ
shaking	0.275	0.849	0.255	መንቀጥቀጥ
shaky	0.260	0.734	0.223	የሚንቀጠቀጥ
shall	0.510	0.385	0.412	ይሆናል።
shallow	0.427	0.298	0.351	ጥልቀት የሌለው
shallows	0.388	0.368	0.368	ጥልቀት የሌላቸው
sham	0.354	0.602	0.395	አስመሳይ
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	ይንቀጠቀጣል።
shame	0.060	0.670	0.155	ውርደት
shamed	0.135	0.567	0.218	አፈረ
shameful	0.040	0.680	0.264	አሳፋሪ
shameless	0.274	0.713	0.407	እፍረት የሌለበት
shampoo	0.604	0.180	0.250	ሻምፑ
shanghai	0.551	0.450	0.509	ሻንጋይ
shank	0.530	0.393	0.286	ሻንክ
shanty	0.427	0.459	0.255	ሻንቲ
shape	0.592	0.240	0.422	ቅርጽ
shapely	0.771	0.441	0.830	ቅርጽ ያለው
shard	0.388	0.407	0.426	ሻርድ
share	0.759	0.548	0.545	አጋራ
shareholder	0.656	0.632	0.915	ባለአክሲዮን
sharing	0.827	0.462	0.545	ማጋራት።
shark	0.260	0.845	0.596	ሻርክ
sharp	0.459	0.585	0.585	ስለታም
sharpen	0.582	0.694	0.611	ስለት
sharpened	0.573	0.647	0.727	የተሳለ
sharpener	0.532	0.435	0.327	ሹል
sharpness	0.729	0.385	0.653	ሹልነት
sharpshooter	0.240	0.929	0.764	ሹል ተኳሽ
shatter	0.108	0.821	0.464	መሰባበር
shattered	0.097	0.806	0.309	የተሰበረ
shattering	0.135	0.760	0.475	መሰባበር
shave	0.521	0.410	0.480	መላጨት
shaver	0.418	0.450	0.392	መላጨት
shaving	0.500	0.469	0.353	መላጨት
shawl	0.720	0.365	0.230	ሻውል
sheaf	0.396	0.387	0.456	ነዶ
shear	0.286	0.647	0.388	ሸላ
shears	0.429	0.527	0.254	ሸለተ
sheath	0.460	0.314	0.342	ሽፋን
sheathing	0.378	0.480	0.642	መሸፈኛ
shed	0.427	0.402	0.470	ማፍሰስ
sheen	0.812	0.510	0.712	sheen
sheep	0.604	0.206	0.161	በግ
sheepdog	0.684	0.442	0.529	የበግ ውሻ
sheepish	0.326	0.441	0.205	የበግ ለምድ
sheer	0.604	0.250	0.481	ግልጽ
sheet	0.439	0.174	0.302	ሉህ
sheik	0.521	0.579	0.708	ሼክ
shelf	0.561	0.202	0.366	መደርደሪያ
shell	0.615	0.408	0.391	ቅርፊት
shellfish	0.594	0.412	0.393	ሼልፊሽ
shelling	0.337	0.917	0.773	መጨፍጨፍ
shelter	0.704	0.229	0.569	መጠለያ
sheltered	0.590	0.377	0.717	የተጠለለ
shelters	0.582	0.333	0.482	መጠለያዎች
shelved	0.306	0.166	0.321	የተቀመጠ
shepherd	0.656	0.304	0.610	እረኛ
sherbet	0.592	0.363	0.348	ሸርቤት
sheriff	0.602	0.541	0.802	ሸሪፍ
sherry	0.594	0.477	0.315	ሼሪ
shield	0.510	0.373	0.663	ጋሻ
shift	0.479	0.610	0.491	ፈረቃ
shifting	0.518	0.548	0.546	መቀየር
shifty	0.365	0.687	0.483	ተለዋዋጭ
shilling	0.521	0.342	0.430	ሺሊንግ
shimmer	0.745	0.562	0.656	የሚያብረቀርቅ
shimmering	0.844	0.648	0.904	የሚያብረቀርቅ
shimmy	0.478	0.476	0.462	ሽሚ
shin	0.459	0.500	0.231	ሺን
shindig	0.552	0.560	0.491	ሺንዲግ
shine	0.844	0.539	0.741	ያበራል
shiner	0.740	0.510	0.556	የሚያብረቀርቅ
shingle	0.510	0.200	0.410	ሺንግልዝ
shining	0.885	0.673	0.812	የሚያብረቀርቅ
shiny	0.885	0.604	0.787	የሚያብረቀርቅ
ship	0.646	0.500	0.439	መርከብ
shipment	0.582	0.440	0.452	ጭነት
shipping	0.622	0.327	0.443	ማጓጓዣ
shipshape	0.594	0.480	0.474	የመርከብ ቅርጽ
shipwreck	0.268	0.768	0.373	የመርከብ አደጋ
shipyard	0.398	0.583	0.595	የመርከብ ቦታ
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	ሸሚዝ
shit	0.000	0.678	0.294	ጉድ ነው።
shitday	0.281	0.658	0.390	የሺታ ቀን
shitfaced	0.214	0.695	0.380	ዓይናፋር
shithead	0.120	0.645	0.302	ሺትድ
shitless	0.271	0.545	0.333	ቂል የለሽ
shitload	0.020	0.606	0.161	ጫጫታ
shittest	0.076	0.673	0.232	ሽንገላ
shitty	0.020	0.679	0.163	አጭበርባሪ
shiver	0.260	0.765	0.236	መንቀጥቀጥ
shivering	0.122	0.663	0.373	መንቀጥቀጥ
shoals	0.396	0.408	0.375	ሾልስ
shock	0.286	0.821	0.453	ድንጋጤ
shocked	0.292	0.773	0.375	ደነገጠ
shocker	0.235	0.804	0.616	አስደንጋጭ
shocking	0.378	0.853	0.833	አስደንጋጭ
shockingly	0.510	0.924	0.721	በሚያስደነግጥ ሁኔታ
shoddy	0.082	0.463	0.179	አሳፋሪ
shoe	0.517	0.225	0.288	ጫማ
shoelace	0.396	0.280	0.307	የጫማ ማሰሪያ
shoemaker	0.396	0.269	0.491	ጫማ ሰሪ
shoes	0.729	0.324	0.210	ጫማ
shoeshine	0.392	0.387	0.325	የጫማ ጫማ
shook	0.163	0.759	0.509	ተናወጠ
shoot	0.092	0.926	0.625	ተኩስ
shooter	0.224	0.814	0.774	ተኳሽ
shooting	0.276	0.931	0.602	መተኮስ
shootout	0.080	0.927	0.615	ተኩስ
shop	0.725	0.632	0.565	ሱቅ
shopkeeper	0.677	0.510	0.730	ባለሱቅ
shoplifter	0.167	0.830	0.500	ሸማቂ
shoplifting	0.152	0.833	0.441	የሱቅ ዝርፊያ
shopper	0.646	0.615	0.741	ሸማች
shopping	0.915	0.445	0.630	ግዢ
shore	0.542	0.304	0.204	የባህር ዳርቻ
shoreline	0.677	0.296	0.529	የባህር ዳርቻ
shorn	0.396	0.415	0.400	የተቆረጠ
short	0.184	0.264	0.237	አጭር
short story	0.697	0.321	0.348	አጭር ታሪክ
shortage	0.094	0.455	0.198	እጥረት
shortcake	0.677	0.359	0.398	አጭር ኬክ
shortcoming	0.195	0.370	0.258	ጉድለት
shortcut	0.594	0.308	0.426	አቋራጭ
shorten	0.302	0.382	0.460	ማሳጠር
shortening	0.286	0.333	0.385	ማሳጠር
shorthand	0.459	0.450	0.461	አጭር እጅ
shortly	0.582	0.310	0.360	በቅርቡ
shortness	0.459	0.280	0.272	አጭርነት
shorts	0.622	0.481	0.287	ቁምጣ
shortstop	0.418	0.529	0.450	አጭር ማቆሚያ
shortwave	0.460	0.271	0.368	አጭር ሞገድ
shot	0.144	0.750	0.569	ተኩስ
shotgun	0.200	0.868	0.684	ሽጉጥ
shoulder	0.562	0.286	0.406	ትከሻ
shout	0.229	0.925	0.444	ጩህት
shove	0.306	0.690	0.602	ጩኸት
shovel	0.427	0.308	0.267	አካፋ
shoveling	0.265	0.620	0.537	አካፋን አካፋ ማድረግ
show	0.673	0.771	0.719	አሳይ
showbiz	0.661	0.713	0.598	ሾውቢዝ
showboat	0.618	0.625	0.509	ማሳያ ጀልባ
showcase	0.521	0.255	0.415	ማሳያ
showdown	0.302	0.950	0.692	ትርኢት
shower	0.669	0.346	0.336	ሻወር
showgirl	0.633	0.694	0.481	ትዕይንት ልጃገረድ
showing	0.622	0.540	0.491	በማሳየት ላይ
showoff	0.344	0.598	0.463	ማሳያውን መዝጋት
showroom	0.740	0.441	0.536	ማሳያ ክፍል
showy	0.698	0.657	0.661	ትርኢቱ
shrapnel	0.240	0.740	0.681	ሹራብ
shred	0.224	0.750	0.627	መሰባበር
shrew	0.306	0.463	0.390	ብልህ
shrewd	0.551	0.673	0.816	ብልህ
shriek	0.459	0.827	0.491	ጩኸት
shrill	0.312	0.721	0.640	ጩኸት
shrimp	0.571	0.361	0.425	ሽሪምፕ
shrine	0.802	0.255	0.574	መቅደስ
shrink	0.385	0.453	0.272	መቀነስ
shrinking	0.190	0.400	0.217	እየጠበበ ነው።
shrivel	0.160	0.409	0.143	መጨማደድ
shroud	0.417	0.457	0.389	መሸፈኛ
shrub	0.531	0.340	0.340	ቁጥቋጦ
shrubbery	0.490	0.267	0.332	ቁጥቋጦዎች
shrug	0.208	0.296	0.278	ሽቅብ
shrunk	0.163	0.354	0.218	መኮማተር
shrunken	0.500	0.373	0.221	የተጨማደደ
shudder	0.344	0.791	0.559	መንቀጥቀጥ
shuddering	0.302	0.802	0.638	መንቀጥቀጥ
shuffle	0.459	0.450	0.556	ማወዛወዝ
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	ማወዛወዝ
shun	0.418	0.604	0.389	መራቅ
shunned	0.271	0.464	0.367	የተሸሸገው።
shunt	0.312	0.500	0.470	ሹት
shut	0.240	0.352	0.311	ዝጋ
shutdown	0.173	0.367	0.418	ዝጋው
shuteye	0.521	0.430	0.431	shutee
shutit	0.281	0.442	0.480	ዝጋው
shutter	0.191	0.380	0.482	መዝጊያ
shuttle	0.531	0.591	0.547	ማመላለሻ
shutup	0.333	0.560	0.491	ዝም በይ
shy	0.280	0.153	0.132	ዓይን አፋር
shyness	0.312	0.265	0.246	ዓይን አፋርነት
shyster	0.292	0.567	0.424	ዓይናፋር
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	ወንድም እህት
sic	0.370	0.459	0.380	ሲክ
sick	0.104	0.431	0.136	የታመመ
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	ሕመምተኛ
sickening	0.074	0.618	0.259	የታመመ
sickle	0.427	0.585	0.370	ማጭድ
sickly	0.188	0.550	0.191	የታመመ
sickness	0.094	0.704	0.288	በሽታ
side	0.439	0.288	0.395	ጎን
sidearm	0.410	0.474	0.500	የጎን ክንድ
sidebar	0.469	0.364	0.405	የጎን አሞሌ
sideboard	0.590	0.259	0.426	የጎን ሰሌዳ
sideburns	0.777	0.327	0.308	የጎን ቃጠሎዎች
sidecar	0.552	0.449	0.500	የጎን መኪና
sidekick	0.602	0.439	0.509	ጎን ለጎን
sideline	0.440	0.382	0.517	ወደ ጎን
sideshow	0.458	0.594	0.658	በጎን በኩል
sidestep	0.378	0.559	0.407	ጎን ለጎን
sidewalk	0.479	0.192	0.348	የእግረኛ መንገድ
sideways	0.788	0.245	0.291	ወደ ጎን
sidewinder	0.500	0.500	0.439	ጎን ለጎን
siege	0.271	0.750	0.567	ከበባ
siesta	0.740	0.046	0.295	ሲስታ
sieve	0.459	0.250	0.333	ወንፊት
sift	0.542	0.412	0.461	ማጣራት
sifting	0.571	0.469	0.474	ማጣራት
sigh	0.469	0.387	0.273	ማልቀስ
sight	0.684	0.250	0.528	እይታ
sighting	0.582	0.560	0.627	ማየት
sightseeing	0.875	0.552	0.697	ጉብኝት
sigma	0.490	0.472	0.535	ሲግማ
sign	0.620	0.481	0.397	ምልክት
signal	0.615	0.417	0.464	ምልክት
signature	0.570	0.422	0.657	ፊርማ
significance	0.820	0.460	0.644	አስፈላጊነት
significant	0.827	0.649	0.786	ጉልህ
signification	0.583	0.337	0.530	ምልክት
signify	0.453	0.422	0.634	አመልክት።
signpost	0.510	0.400	0.446	ምልክት ፖስት
silence	0.438	0.200	0.223	ዝምታ
silencer	0.417	0.356	0.482	ዝምተኛ
silent	0.469	0.125	0.280	ጸጥታ
silently	0.448	0.185	0.306	በጸጥታ
silhouette	0.582	0.410	0.288	ሥዕል
silicon	0.439	0.448	0.445	ሲሊከን
silicone	0.480	0.340	0.333	ሲሊኮን
silk	0.760	0.115	0.300	ሐር
silken	0.730	0.265	0.394	ሐር
silky	0.802	0.397	0.271	ሐር
sill	0.433	0.375	0.324	ደለል
silliness	0.327	0.368	0.192	ቂልነት
silly	0.384	0.349	0.161	ሞኝ
silo	0.400	0.365	0.357	ሲሎ
silt	0.510	0.269	0.200	ደለል
silver	0.684	0.451	0.615	ብር
silverware	0.663	0.365	0.409	የብር ዕቃዎች
silvery	0.543	0.460	0.517	ብር
similar	0.562	0.250	0.423	ተመሳሳይ
similarity	0.729	0.255	0.518	ተመሳሳይነት
simile	0.615	0.363	0.464	አስመሳይ
simmer	0.650	0.293	0.393	ማቅለል
simmering	0.382	0.613	0.412	እየተንተከተከ
simple	0.653	0.130	0.314	ቀላል
simples	0.724	0.240	0.263	ቀላልዎች
simpleton	0.429	0.144	0.358	ቀላልቶን
simplicity	0.667	0.250	0.337	ቀላልነት
simplify	0.565	0.347	0.602	ማቃለል
simplistic	0.490	0.245	0.391	ቀላል
simply	0.535	0.148	0.393	በቀላሉ
simulate	0.551	0.375	0.417	አስመስሎ መስራት
simulated	0.500	0.461	0.356	አስመስሎታል።
simulating	0.552	0.462	0.481	ማስመሰል
simulation	0.552	0.574	0.567	ማስመሰል
simulator	0.677	0.559	0.583	አስመሳይ
simultaneous	0.691	0.577	0.554	በአንድ ጊዜ
simultaneously	0.656	0.490	0.609	በአንድ ጊዜ
sin	0.177	0.712	0.449	ኃጢአት
sincere	0.918	0.265	0.725	ከልብ
sincerity	0.908	0.351	0.686	ቅንነት
sinful	0.143	0.788	0.417	ኃጢአተኛ
sing	0.858	0.606	0.420	ዘምሩ
singer	0.802	0.735	0.628	ዘፋኝ
singing	0.885	0.594	0.528	መዘመር
single	0.291	0.354	0.259	ነጠላ
singly	0.553	0.354	0.466	ነጠላ
singular	0.610	0.302	0.482	ነጠላ
singularity	0.582	0.348	0.654	ነጠላነት
singularly	0.571	0.330	0.527	በነጠላነት
sinister	0.125	0.896	0.581	ክፉ
sink	0.375	0.439	0.322	መስመጥ
sinker	0.302	0.557	0.538	መስመጥ
sinking	0.135	0.439	0.342	መስጠም
sinner	0.237	0.667	0.356	ኃጢአተኛ
sinning	0.170	0.700	0.422	ኃጢአት መሥራት
sinus	0.531	0.563	0.340	ሳይን
sip	0.375	0.380	0.213	ስፕ
siphon	0.354	0.333	0.435	ሲፎን
sipping	0.469	0.349	0.377	መጠጣት
sir	0.622	0.306	0.778	ጌታዬ
sire	0.854	0.452	0.808	ሳይር
siren	0.570	0.627	0.500	ሳይረን
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	ሲሳይ
sister	0.916	0.324	0.562	እህት
sisterhood	0.837	0.415	0.696	እህትነት
sit	0.561	0.230	0.368	ተቀመጥ
sitcom	0.562	0.537	0.407	ሲትኮም
site	0.677	0.265	0.452	ጣቢያ
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	ተቀማጭ
sitting	0.561	0.146	0.353	ተቀምጧል
situate	0.510	0.310	0.483	ቦታ
situated	0.542	0.231	0.543	የሚገኝ
situation	0.531	0.387	0.600	ሁኔታ
six	0.500	0.154	0.271	ስድስት
sixpence	0.469	0.417	0.463	ስድስት ሳንቲም
sixteen	0.583	0.290	0.324	አስራ ስድስት
sixth	0.521	0.275	0.366	ስድስተኛ
sixty	0.694	0.240	0.433	ስልሳ
sizable	0.727	0.337	0.657	ትልቅ
size	0.531	0.336	0.569	መጠን
sizzle	0.427	0.704	0.368	ሲዝል
ska	0.458	0.575	0.245	ስካ
skate	0.740	0.653	0.508	ስኪት
skateboard	0.677	0.550	0.353	የስኬትቦርድ
skater	0.633	0.774	0.652	ስኬተር
skating	0.745	0.673	0.435	ስኬቲንግ
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	ስኪት
skein	0.449	0.372	0.287	ስኪን
skeletal	0.306	0.558	0.318	አጽም
skeleton	0.183	0.464	0.343	አጽም
skeptic	0.135	0.440	0.500	ተጠራጣሪ
skeptical	0.207	0.500	0.452	ተጠራጣሪ
skepticism	0.229	0.480	0.582	ጥርጣሬ
sketch	0.704	0.276	0.420	ንድፍ
sketching	0.729	0.327	0.400	ንድፍ ማውጣት
sketchy	0.333	0.479	0.241	ረቂቅ
skewed	0.340	0.480	0.361	የተዛባ
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	ስኪ
skid	0.357	0.640	0.440	ሸርተቴ
skier	0.802	0.788	0.639	የበረዶ መንሸራተቻ
skiff	0.479	0.375	0.472	ሸርተቴ
skiing	0.823	0.824	0.620	ስኪንግ
skijump	0.635	0.647	0.482	መዝለል
skill	0.847	0.701	0.833	ችሎታ
skilled	0.886	0.614	0.929	የተካነ
skillet	0.510	0.296	0.345	skillet
skillful	0.802	0.616	0.908	የተዋጣለት
skim	0.418	0.328	0.322	ሸርተቴ
skimpy	0.302	0.349	0.208	ቀጭን
skin	0.569	0.350	0.395	ቆዳ
skinny	0.333	0.333	0.298	ቀጫጫ
skip	0.458	0.804	0.439	ዝለል
skipper	0.440	0.577	0.692	አለቃ
skirmish	0.290	0.640	0.474	ፍጥጫ
skirt	0.602	0.463	0.226	ቀሚስ
skirting	0.449	0.529	0.386	ቀሚስ ማድረግ
skirts	0.622	0.538	0.241	ቀሚሶች
skit	0.438	0.434	0.421	ስኪት
skittish	0.156	0.815	0.172	ስኪቲሽ
skull	0.276	0.558	0.574	የራስ ቅል
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	ሰማይ
skylight	0.708	0.314	0.343	የሰማይ ብርሃን
skyline	0.592	0.412	0.662	የሰማይ መስመር
skyscraper	0.622	0.696	0.798	ሰማይ ጠቀስ ህንፃ
slab	0.398	0.265	0.264	ንጣፍ
slack	0.521	0.283	0.446	ደካማ
slag	0.266	0.600	0.254	ጥቀርሻ
slam	0.459	0.577	0.480	ስድብ
slammer	0.417	0.565	0.391	ማጭበርበሪያ
slander	0.184	0.604	0.454	ስም ማጥፋት
slanderous	0.057	0.800	0.337	ስም አጥፊ
slang	0.479	0.418	0.491	ንግግሮች
slant	0.469	0.396	0.536	ዘንበል ያለ
slap	0.100	0.804	0.518	በጥፊ መምታት
slash	0.260	0.500	0.509	መጨፍጨፍ
slashes	0.330	0.328	0.410	መጨፍጨፍ
slate	0.531	0.283	0.431	ሰሌዳ
slates	0.500	0.270	0.342	ሰሌዳዎች
slaughter	0.052	0.953	0.602	እርድ
slaughterhouse	0.146	0.794	0.472	እርድ ቤት
slaughtering	0.133	0.947	0.714	ማረድ
slave	0.171	0.795	0.151	ባሪያ
slavery	0.052	0.783	0.218	ባርነት
slay	0.133	0.920	0.585	መግደል
slayer	0.041	0.930	0.661	ገዳይ
sleaze	0.312	0.538	0.405	መጨፍጨፍ
sleazy	0.292	0.674	0.370	sleazy
sled	0.635	0.547	0.446	ስላይድ
sledding	0.625	0.547	0.422	ስሌዲንግ
sledge	0.646	0.500	0.361	ስሌጅ
sledgehammer	0.449	0.479	0.482	መዶሻ
sleek	0.750	0.484	0.643	ለስላሳ
sleep	0.719	0.090	0.339	እንቅልፍ
sleeper	0.640	0.154	0.254	እንቅልፍተኛ
sleeping	0.704	0.091	0.312	መተኛት
sleepless	0.213	0.410	0.207	እንቅልፍ የሌለው
sleeplessness	0.104	0.604	0.202	እንቅልፍ ማጣት
sleepover	0.815	0.519	0.340	እንቅልፍ ማጣት
sleepy	0.604	0.125	0.250	እንቅልፋም
sleepyhead	0.327	0.350	0.294	የተኛ ጭንቅላት
sleet	0.410	0.355	0.395	የበረዶ ሸርተቴ
sleeve	0.531	0.270	0.273	እጅጌ
sleeveless	0.638	0.290	0.200	እጅጌ የሌለው
sleigh	0.742	0.551	0.396	sleigh
sleight	0.719	0.677	0.379	እንቅልፍ ማጣት
slender	0.812	0.548	0.664	ቀጭን
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	ቁራጭ
slick	0.388	0.383	0.349	ብልጭልጭ
slicker	0.727	0.387	0.519	ተንሸራታች
slide	0.615	0.435	0.432	ስላይድ
slider	0.585	0.491	0.518	ተንሸራታች
sliding	0.356	0.730	0.491	መንሸራተት
slight	0.521	0.240	0.155	ትንሽ
slight anticipation	0.562	0.490	0.445	ትንሽ መጠበቅ
slight disgust	0.156	0.578	0.318	ትንሽ አስጸያፊ
slight surprise	0.677	0.746	0.557	ትንሽ መደነቅ
slight trust	0.306	0.400	0.245	ትንሽ መተማመን
slightly	0.470	0.274	0.255	ትንሽ
slightly negative	0.190	0.472	0.259	በትንሹ አሉታዊ
slightly positive	0.792	0.480	0.567	ትንሽ አዎንታዊ
slim	0.562	0.180	0.296	ቀጭን
slime	0.300	0.370	0.183	አተላ
slimy	0.177	0.500	0.309	ቀጭን
sling	0.417	0.423	0.404	ወንጭፍ
slingshot	0.323	0.654	0.474	ወንጭፍ
slink	0.460	0.546	0.314	ሸርተቴ
slinky	0.400	0.637	0.603	ተንኮለኛ
slip	0.316	0.714	0.321	መንሸራተት
slipper	0.635	0.298	0.245	ተንሸራታች
slippers	0.573	0.413	0.236	ተንሸራታቾች
slippery	0.219	0.740	0.343	የሚያዳልጥ
slit	0.406	0.490	0.366	መሰንጠቅ
sliver	0.388	0.347	0.291	ስሊቨር
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	መፈክር
sloop	0.480	0.375	0.380	ተንሸራታች
slop	0.306	0.409	0.325	ተዳፋት
slope	0.347	0.438	0.279	ተዳፋት
sloppy	0.303	0.441	0.183	ዘንበል ያለ
slot	0.469	0.337	0.337	ማስገቢያ
sloth	0.198	0.140	0.125	ስሎዝ
slouch	0.365	0.450	0.328	ዝለል
slough	0.265	0.390	0.200	ስሎግ
slow	0.357	0.073	0.131	ዘገምተኛ
slowly	0.427	0.185	0.295	ቀስ ብሎ
slowness	0.302	0.212	0.191	ዘገምተኛነት
sludge	0.354	0.396	0.229	ዝቃጭ
slug	0.276	0.370	0.160	ስሉግ
slugger	0.458	0.500	0.518	ስሉገር
sluggish	0.224	0.124	0.155	ቀርፋፋ
sluice	0.427	0.520	0.365	sluice
slum	0.292	0.528	0.302	ሰፈር
slumber	0.592	0.191	0.426	መተኛት
slump	0.194	0.438	0.130	ማሽቆልቆል
slur	0.115	0.814	0.427	ስድብ
slurp	0.540	0.528	0.411	ስሉፕ
slush	0.427	0.283	0.296	ዝለል
slut	0.071	0.808	0.309	ሸርሙጣ
slutty	0.224	0.810	0.371	ተንኮለኛ
sly	0.573	0.690	0.750	ተንኮለኛ
smack	0.323	0.662	0.381	መምታት
small	0.542	0.205	0.120	ትንሽ
smaller	0.300	0.310	0.179	ያነሰ
smallest	0.281	0.340	0.129	ትንሹ
smallpox	0.156	0.583	0.222	ፈንጣጣ
smart	0.906	0.607	0.923	ብልህ
smartass	0.364	0.520	0.620	ጮሌ
smarten	0.602	0.490	0.551	ብልጥ
smarty	0.673	0.510	0.848	ብልህ
smash	0.195	0.692	0.530	መሰባበር
smashed	0.143	0.660	0.256	ሰባበረ
smattering	0.448	0.460	0.500	መበሳጨት
smear	0.230	0.433	0.400	ስሚር
smell	0.510	0.520	0.330	ማሽተት
smelling	0.458	0.481	0.349	ማሽተት
smelly	0.100	0.528	0.245	የሚሸት
smelt	0.333	0.441	0.345	ቀለጠ
smidgen	0.367	0.385	0.357	ስሚድገን
smile	0.906	0.598	0.618	ፈገግታ
smiled	0.949	0.530	0.536	ፈገግ አለ
smiles	0.892	0.606	0.607	ፈገግ ይላል
smiley	0.865	0.470	0.571	ፈገግታ
smiling	0.981	0.679	0.625	ፈገግታ
smirk	0.792	0.596	0.583	ፈገግታ
smite	0.303	0.846	0.682	መምታት
smith	0.677	0.333	0.529	ስሚዝ
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	ተመታ
smock	0.429	0.250	0.250	ማጨስ
smog	0.271	0.480	0.382	ጭስ
smoke	0.188	0.500	0.391	ማጨስ
