English Word	Valence	Arousal	Dominance	Zulu Word
subversive	0.198	0.765	0.500	ovukela umbuso
subvert	0.357	0.557	0.536	chitha
subway	0.418	0.300	0.464	umzila ongaphansi komhlaba
succeed	0.926	0.755	0.926	phumelela
succeeding	0.867	0.755	0.849	bayaphumelela
success	0.959	0.880	0.981	impumelelo
successful	0.949	0.724	0.938	ngempumelelo
succession	0.698	0.481	0.587	ukulandelana
successive	0.635	0.471	0.518	ngokulandelana
successor	0.729	0.531	0.648	owalandela
succinct	0.510	0.413	0.566	kafushane
succubus	0.417	0.647	0.509	i-succubus
succulent	0.823	0.538	0.556	okumnandi
succumb	0.202	0.787	0.292	nqotshwa
suck	0.344	0.706	0.377	ncela
sucker	0.265	0.393	0.204	umncela
sucking	0.227	0.528	0.377	ukuncela
suckling	0.596	0.558	0.518	abancela
sucks	0.115	0.683	0.302	uyancela
suction	0.460	0.593	0.526	ukuncela
sudden	0.449	0.660	0.435	ngokuzumayo
suddenly	0.670	0.510	0.456	kungazelelwe
suds	0.458	0.365	0.255	sud
sue	0.219	0.731	0.679	icala
suede	0.542	0.259	0.259	i-suede
suffer	0.082	0.910	0.259	hlupheka
sufferer	0.156	0.690	0.278	ogulayo
suffering	0.020	0.719	0.235	ukuhlupheka
suffice	0.643	0.326	0.504	kwanele
sufficiency	0.594	0.438	0.576	ukwanela
sufficient	0.833	0.330	0.588	ezanele
sufficiently	0.776	0.367	0.714	ngokwanele
suffix	0.430	0.420	0.364	isijobelelo
suffocate	0.219	0.764	0.440	ncisha umoya
suffocating	0.133	0.774	0.429	ukuminyanisa
suffocation	0.020	0.830	0.462	ukufuthelana
sugar	0.896	0.382	0.402	ushukela
suggest	0.573	0.471	0.517	phakamisa
suggestion	0.646	0.365	0.558	isiphakamiso
suggestive	0.552	0.500	0.555	okusikiselayo
suicidal	0.021	0.867	0.382	zokuzibulala
suicide	0.030	0.873	0.429	ukuzibulala
suicidebombing	0.031	0.957	0.627	ukuzibulala ngamabhomu
suit	0.776	0.282	0.482	isudi
suitable	0.792	0.298	0.722	ezifanele
suitcase	0.562	0.212	0.318	ipotimende
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	umkhongi
sulfate	0.427	0.352	0.429	i-sulfate
sulfur	0.173	0.530	0.364	isibabule
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	edangele
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	isibabule
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	sultry
sum	0.792	0.340	0.420	isamba
summarily	0.469	0.431	0.543	ngokufingqiwe
summarize	0.590	0.323	0.471	finyeza
summary	0.729	0.260	0.427	isifinyezo
summation	0.766	0.337	0.594	ukufinyezwa
summer	0.812	0.373	0.550	ihlobo
summerhouse	0.796	0.308	0.443	indlu yasehlobo
summertime	0.837	0.500	0.455	isikhathi sasehlobo
summit	0.625	0.618	0.764	isiqongo
summon	0.521	0.560	0.664	biza
summons	0.552	0.604	0.598	amasamanisi
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	zikanokusho
sun	0.877	0.400	0.681	ilanga
sunbeam	0.729	0.440	0.505	ukukhanya kwelanga
sunburn	0.061	0.755	0.447	ukushiswa yilanga
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	ngeSonto
sundial	0.643	0.225	0.406	sundial
sundown	0.812	0.276	0.445	ukushona kwelanga
sundry	0.543	0.369	0.407	nokunye
sunflower	0.878	0.231	0.270	ubhekilanga
sunglass	0.684	0.264	0.324	ingilazi yelanga
sunglasses	0.844	0.443	0.364	izibuko zelanga
sunk	0.146	0.531	0.185	wacwila
sunken	0.103	0.476	0.173	lishonile
sunless	0.245	0.280	0.273	ngaphandle kwelanga
sunlight	0.906	0.407	0.639	ukukhanya kwelanga
sunny	0.740	0.348	0.481	libalele
sunrise	0.823	0.347	0.640	ukuphuma kwelanga
sunroof	0.681	0.325	0.425	uphahla lwelanga
sunscreen	0.656	0.387	0.462	ukuvikela ilanga
sunset	0.875	0.231	0.298	ukushona kwelanga
sunshine	0.885	0.297	0.769	ukukhanya kwelanga
suntan	0.620	0.510	0.366	ilanga
sunup	0.760	0.304	0.620	ilanga
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	imali yempesheni
superb	0.980	0.708	0.852	kuhle kakhulu
superficial	0.357	0.407	0.309	okukha phezulu
superfluous	0.316	0.469	0.393	okungadingekile
superhero	0.910	0.820	0.893	iqhawe
superhuman	0.810	0.745	0.895	amandla angaphezu kwawomuntu
superimposed	0.490	0.529	0.683	okubekwe phezulu
superintendent	0.592	0.570	0.942	unsumpa
superior	0.801	0.697	0.940	eliphezulu
superiority	0.582	0.602	0.959	ukuphakama
superlative	0.714	0.566	0.737	eliphezulu kakhulu
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	Isuphamakethe
supermodel	0.880	0.663	0.698	i-supermodel
supernatant	0.500	0.500	0.565	amandla angaphezu kwavamile
supernatural	0.622	0.824	0.733	okungaphezu kwemvelo
supernova	0.729	0.673	0.827	i-supernova
superposition	0.480	0.570	0.806	isikhundla esiphezulu
superpower	0.806	0.784	0.972	amandla amakhulu
supersede	0.479	0.510	0.518	esikhundleni
superstar	0.885	0.860	0.880	inkanyezi
superstition	0.177	0.640	0.418	inkolelo-ze
superstitious	0.281	0.545	0.514	ekholelwa ezeni
superstore	0.719	0.600	0.640	isitolo esikhulu
supervise	0.698	0.555	0.889	qondisa
supervision	0.459	0.578	0.825	ukugadwa
supervisor	0.615	0.479	0.933	umphathi
supper	0.708	0.429	0.552	isidlo sakusihlwa
suppertime	0.792	0.388	0.461	isikhathi sakusihlwa
supplant	0.344	0.558	0.463	esikhundleni
supple	0.812	0.528	0.436	thambile
supplement	0.745	0.406	0.491	engeza
supplemental	0.604	0.404	0.555	okungezelela
supplementary	0.625	0.352	0.541	okungezelela
supplication	0.469	0.570	0.309	ukunxusa
supplier	0.615	0.462	0.736	umphakeli
supplies	0.698	0.390	0.595	izimpahla
supply	0.708	0.519	0.603	hlinzeka
support	0.811	0.472	0.737	ukusekela
supported	0.853	0.408	0.613	isekelwe
supporter	0.721	0.510	0.698	umsekeli
supporters	0.763	0.539	0.558	abalandeli
supporting	0.634	0.490	0.764	ukusekela
supportive	0.875	0.420	0.635	esekelayo
suppose	0.551	0.343	0.348	ake sithi
supposed	0.296	0.378	0.379	okufanele
supposing	0.449	0.451	0.357	ecabanga
supposition	0.531	0.408	0.526	ukusikisela
suppress	0.281	0.559	0.509	cindezela
suppression	0.267	0.541	0.537	ukucindezelwa
supremacy	0.794	0.706	0.943	ubukhulu
supreme	0.812	0.700	0.974	eliphakeme
supremely	0.833	0.725	0.897	ngokuphakeme
surcharge	0.375	0.528	0.500	inhlawulo eyengeziwe
sure	0.724	0.270	0.793	ngokuqinisekile
surety	0.776	0.365	0.750	isiqiniseko
surf	0.847	0.650	0.500	ukuntweza
surface	0.448	0.375	0.604	phezulu
surfboard	0.729	0.730	0.387	ibhodi lokuntweza
surfer	0.704	0.701	0.554	umtshuzi
surge	0.449	0.684	0.500	ukuqubuka
surgeon	0.500	0.598	0.793	udokotela ohlinzayo
surgery	0.286	0.769	0.600	ukuhlinzwa
surgical	0.327	0.696	0.723	okuhlinza
surly	0.221	0.469	0.493	i-surly
surmise	0.529	0.400	0.347	cabanga
surname	0.670	0.250	0.493	isibongo
surpassing	0.719	0.660	0.720	edlulayo
surplus	0.602	0.680	0.630	insalela
surprise	0.875	0.875	0.562	ukumangala
surprised	0.784	0.855	0.539	emangele
surprises	0.875	0.769	0.632	lezimanga
surprising	0.888	0.790	0.692	emangazayo
surprisingly	0.847	0.793	0.819	ngokumangalisayo
surreal	0.550	0.529	0.670	i-surreal
surrender	0.115	0.396	0.186	nikela
surrendering	0.198	0.411	0.245	ukuzinikela
surrogate	0.406	0.590	0.472	omunye umuntu
surround	0.542	0.623	0.627	zungeza
surrounding	0.531	0.422	0.669	ezizungezile
surroundings	0.600	0.346	0.492	ezizungezile
surveillance	0.365	0.720	0.718	ukugadwa
survey	0.580	0.357	0.379	inhlolovo
surveying	0.488	0.455	0.682	ukuhlola
surveyor	0.545	0.337	0.648	umhloli
survival	0.541	0.798	0.879	ukusinda
survive	0.770	0.824	0.726	sinda
surviving	0.646	0.836	0.721	esindile
survivor	0.677	0.750	0.815	osindile
susceptibility	0.458	0.627	0.364	ukuba sengozini
susceptible	0.438	0.449	0.304	sengozini
sushi	0.698	0.343	0.394	i-sushi
suspect	0.133	0.750	0.509	umsolwa
suspected	0.173	0.755	0.452	kusolwa
suspend	0.240	0.320	0.368	misa okwesikhashana
suspended	0.224	0.402	0.368	imisiwe
suspenders	0.391	0.333	0.500	ama-suspenders
suspense	0.286	0.775	0.402	ukungabaza
suspension	0.288	0.530	0.426	ukumiswa
suspicion	0.204	0.711	0.377	ukusola
suspicions	0.208	0.745	0.500	izinsolo
suspicious	0.153	0.745	0.431	okusolisayo
sustain	0.635	0.358	0.593	sekela
sustained	0.649	0.340	0.580	isekelwe
sustenance	0.820	0.519	0.679	okokuziphilisa
suture	0.240	0.510	0.510	umthungo
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	i-swag
swagger	0.333	0.731	0.538	i-swagger
swallow	0.466	0.608	0.436	gwinya
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	ixhaphozi
swamped	0.156	0.480	0.270	ixhaphozi
swampy	0.306	0.390	0.412	ixhaphozi
swan	0.781	0.225	0.357	idada
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	shintsha
swarm	0.302	0.735	0.458	uswebezane
swarming	0.375	0.600	0.435	enyakazayo
swastika	0.316	0.472	0.491	i-swastika
swat	0.380	0.694	0.571	i-swat
sway	0.690	0.596	0.721	nyakaza
swear	0.601	0.577	0.658	inhlamba
swearing	0.333	0.559	0.586	inhlamba
sweat	0.388	0.579	0.297	umjuluko
sweater	0.704	0.245	0.295	ijezi
sweating	0.292	0.667	0.265	ukujuluka
sweatshirt	0.510	0.368	0.353	i-sweatshirt
sweatshop	0.385	0.797	0.602	umjuluko
sweaty	0.281	0.540	0.304	ejulukile
sweep	0.448	0.385	0.383	shanela
sweeper	0.470	0.549	0.414	umshanele
sweeping	0.344	0.431	0.355	eshanela
sweet	0.668	0.418	0.382	emnandi
sweeten	0.908	0.455	0.423	mnandi
sweetened	0.940	0.461	0.398	kumnandi
sweetener	0.670	0.333	0.330	i-sweetener
sweetest	0.959	0.500	0.370	emnandi kakhulu
sweetheart	0.959	0.423	0.509	isithandwa
sweetie	0.990	0.549	0.560	umnandi
sweetness	0.906	0.474	0.528	ubumnandi
sweets	0.910	0.422	0.321	amaswidi
swell	0.360	0.679	0.348	khukhumala
swelling	0.323	0.608	0.250	ukuvuvukala
sweltering	0.204	0.644	0.362	ukujuluka
swerve	0.276	0.612	0.357	phambuka
swift	0.760	0.776	0.698	ngokushesha
swiftly	0.660	0.885	0.618	ngokushesha
swig	0.604	0.481	0.406	shwiba
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	bhukuda
swimmer	0.657	0.698	0.610	umbhukudi
swimming	0.760	0.559	0.524	ukubhukuda
swimsuit	0.740	0.373	0.269	i-swimsuit
swindle	0.122	0.740	0.439	ukukhwabanisela
swindler	0.125	0.721	0.575	umqili
swine	0.340	0.519	0.277	izingulube
swing	0.602	0.510	0.481	shwiba
swinger	0.459	0.778	0.482	umjikijeli
swinging	0.656	0.510	0.312	ukushwiba
swipe	0.573	0.450	0.266	swayipha
swirl	0.490	0.726	0.639	shwiba
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	shintsha
switchblade	0.357	0.596	0.528	i-switchblade
switchboard	0.571	0.519	0.558	ibhodi lokushintsha
swivel	0.562	0.480	0.500	swivel
swollen	0.236	0.510	0.277	avuvukele
swoon	0.292	0.510	0.160	waquleka
swoop	0.479	0.618	0.446	gxuma
sword	0.438	0.653	0.713	inkemba
swordfish	0.564	0.520	0.442	i-swordfish
swordplay	0.616	0.750	0.528	i-swordplay
swordsman	0.395	0.857	0.696	umkhandi wezinkemba
sycamore	0.500	0.401	0.527	isikhamori
syllable	0.448	0.250	0.417	uhlamvu lwezinhlamvu
syllabus	0.736	0.370	0.643	isilabhasi
symbiotic	0.832	0.425	0.406	i-symbiotic
symbol	0.643	0.388	0.527	uphawu
symbolic	0.670	0.385	0.574	okungokomfanekiso
symbolically	0.582	0.385	0.648	ngokomfanekiso
symbolism	0.688	0.347	0.640	uphawu
symbolize	0.633	0.327	0.673	zifanekisela
symmetric	0.745	0.212	0.588	symmetric
symmetrical	0.542	0.263	0.569	i-symmetrical
symmetry	0.604	0.274	0.500	i-symmetry
sympathetic	0.796	0.434	0.609	onozwela
sympathize	0.770	0.627	0.644	hawukela
sympathy	0.827	0.497	0.634	uzwelo
symphonic	0.775	0.545	0.566	i-symphonic
symphony	0.765	0.490	0.600	i-symphony
symposium	0.573	0.394	0.644	uchungechunge
symptom	0.380	0.529	0.434	uphawu
symptomatic	0.367	0.434	0.491	uphawu
synagogue	0.531	0.300	0.544	isinagoge
synapse	0.660	0.471	0.491	i-synapse
synaptic	0.573	0.553	0.622	i-synaptic
sync	0.802	0.440	0.670	vumelanisa
synchronize	0.781	0.361	0.654	vumelanisa
synchronous	0.600	0.538	0.545	ehambisanayo
syncope	0.245	0.538	0.398	i-syncope
syndicate	0.439	0.491	0.673	inhlangano
syndrome	0.229	0.510	0.246	i-syndrome
synergistic	0.571	0.550	0.547	i-synergistic
synergy	0.667	0.510	0.720	synergy
synod	0.469	0.377	0.574	sinodi
synonym	0.615	0.210	0.433	igama elifanayo
synonymous	0.480	0.323	0.400	igama elifanayo
synopsis	0.541	0.390	0.482	amazwibela
synoptic	0.561	0.510	0.596	i-synoptic
syntax	0.531	0.346	0.559	i-syntax
synthesis	0.604	0.315	0.377	ukuhlanganisa
synthesizer	0.500	0.410	0.592	i-synthesizer
synthetic	0.396	0.350	0.519	zokwenziwa
syphilis	0.071	0.606	0.245	ugcunsula
syringe	0.250	0.680	0.330	umjovo
syrup	0.620	0.223	0.318	isiraphu
system	0.615	0.346	0.764	uhlelo
systematic	0.617	0.444	0.594	ehlelekile
systematically	0.690	0.390	0.651	ngokuhlelekile
t-shirt	0.815	0.286	0.284	isikibha
tab	0.594	0.208	0.308	ithebhu
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	i-tabby
tabernacle	0.408	0.480	0.605	itabernakele
table	0.551	0.170	0.284	itafula
tableau	0.531	0.302	0.321	itafula
tablecloth	0.480	0.165	0.215	indwangu yetafula
tablespoon	0.490	0.353	0.245	isipuni
tablet	0.562	0.330	0.438	ithebhulethi
tableware	0.677	0.250	0.276	i-tableware
tabloid	0.438	0.365	0.444	i-tabloid
taboo	0.198	0.794	0.482	ihlazo
tabular	0.438	0.330	0.462	ithebula
tabulate	0.480	0.403	0.598	ithebula
tabulation	0.396	0.346	0.526	ukufakwa kwezibalo
tachometer	0.398	0.394	0.518	i-tachometer
tacit	0.459	0.340	0.473	buthule
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	ukulwa
tackled	0.438	0.612	0.569	kuliwe
tackling	0.480	0.694	0.613	ukubhekana
tacky	0.245	0.490	0.373	tacky
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	ubuhlakani
tactful	0.704	0.292	0.537	ngobuhlakani
tactic	0.531	0.434	0.798	iqhinga
tactical	0.594	0.481	0.684	ngobuchule
tactics	0.583	0.676	0.774	amaqhinga
tactile	0.573	0.410	0.491	ethinta inhliziyo
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	i-taffeta
taffy	0.448	0.431	0.204	i-taffy
tag	0.612	0.353	0.375	umaka
tail	0.480	0.272	0.293	umsila
tailed	0.438	0.358	0.351	umsila
tailgate	0.323	0.340	0.398	isango langemuva
tailings	0.439	0.311	0.446	imisila
taillight	0.479	0.367	0.283	ukukhanya kwangemuva
tailor	0.573	0.206	0.450	umthungi
tailoring	0.673	0.540	0.566	ukuthunga
tailpipe	0.460	0.429	0.409	umbhobho
taint	0.141	0.425	0.226	ukungcola
take	0.828	0.537	0.348	thatha
takeoff	0.755	0.884	0.626	suka
takeout	0.736	0.392	0.368	khipha
takeover	0.663	0.531	0.861	Qhubeka
taker	0.375	0.521	0.618	othathayo
talcum	0.500	0.196	0.291	i-talcum
tale	0.663	0.300	0.336	indaba
talent	0.959	0.607	0.811	ithalente
talented	0.939	0.635	0.938	onethalente
talisman	0.704	0.542	0.642	i-talisman
talk	0.833	0.346	0.594	khuluma
talkative	0.562	0.673	0.535	okhulumayo
talker	0.500	0.604	0.552	isikhulumi
tall	0.725	0.591	0.538	mude
tallies	0.551	0.290	0.402	izibalo
tallow	0.344	0.283	0.290	tallow
tally	0.542	0.420	0.518	izibalo
talon	0.344	0.569	0.475	ithawula
talons	0.320	0.698	0.525	amathani
tambourine	0.622	0.548	0.348	ithamborini
tame	0.560	0.604	0.642	thambisa
tamer	0.385	0.783	0.815	i-tamer
taming	0.569	0.514	0.575	ukuthambisa
tamper	0.184	0.802	0.545	ukuphazamisa
tampon	0.396	0.394	0.345	i-tampon
tan	0.643	0.460	0.444	i-tan
tandem	0.552	0.406	0.485	i-tandem
tang	0.594	0.383	0.340	ngqi
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	i-tangerine
tangible	0.646	0.350	0.679	ephathekayo
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	iphithene
tango	0.622	0.560	0.430	i-tango
tank	0.431	0.454	0.634	ithangi
tank top	0.610	0.371	0.371	ithangi phezulu
tanker	0.520	0.647	0.713	umkhumbi wamathangi
tanned	0.615	0.550	0.491	zishukiwe
tantalizing	0.525	0.788	0.625	okumangalisayo
tantamount	0.633	0.288	0.670	ngokufanayo
tantrum	0.219	0.817	0.404	intukuthelo
taoism	0.490	0.250	0.456	i-taoism
tap	0.461	0.370	0.349	kampompi
tape	0.531	0.277	0.254	itheyiphu
tape measure	0.406	0.250	0.360	Intambo yoku kala
taper	0.541	0.410	0.415	i-taper
tapering	0.344	0.380	0.237	tapering
tapestry	0.520	0.176	0.362	i-tapestry
tapeworm	0.357	0.334	0.331	isikelemu
tapioca	0.594	0.297	0.324	i-tapioca
taps	0.448	0.378	0.409	ompompi
tar	0.438	0.440	0.570	itiyela
tarantula	0.260	0.718	0.544	i-tarantula
tardiness	0.296	0.452	0.260	ukubambezeleka
tardy	0.204	0.592	0.293	phuza
target	0.633	0.573	0.798	okuhlosiwe
targeted	0.573	0.537	0.573	okuhlosiwe
targeting	0.510	0.420	0.580	ukuqondisa
tariff	0.459	0.402	0.491	amanani
tarmac	0.357	0.302	0.398	itiyela
tarnish	0.204	0.441	0.342	ngcolisa
tarot	0.479	0.422	0.430	i-tarot
tarp	0.479	0.210	0.364	i-tarp
tarry	0.392	0.413	0.388	hlala
tart	0.719	0.380	0.219	i-tart
tartan	0.448	0.423	0.389	i-tartan
tartar	0.214	0.351	0.212	i-tartar
task	0.550	0.353	0.500	umsebenzi
tassel	0.552	0.330	0.307	intshakaza
taste	0.802	0.406	0.465	ukunambitha
tasteful	0.918	0.458	0.625	enambithekayo
tasteless	0.146	0.196	0.148	engenakunambitheka
tasting	0.781	0.603	0.600	ukunambitha
tasty	0.959	0.786	0.555	esihlwabusayo
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	i-tattler
tattletale	0.633	0.406	0.317	i-tattletale
tattoo	0.490	0.602	0.525	tattoo
taught	0.814	0.481	0.642	wafundisa
taunt	0.083	0.696	0.355	bhuqa
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	thula
tavern	0.516	0.577	0.475	ithaveni
tawdry	0.375	0.510	0.398	i-tawdry
tawny	0.551	0.398	0.400	i-tawny
tax	0.260	0.481	0.534	intela
taxed	0.255	0.456	0.500	intela
taxi	0.542	0.362	0.430	itekisi
taxicab	0.479	0.430	0.355	itekisi
taxonomy	0.370	0.410	0.630	i-taxonomy
taxpayer	0.592	0.528	0.647	umkhokhi wentela
tea	0.698	0.163	0.370	itiye
teach	0.840	0.510	0.852	fundisa
teacher	0.760	0.404	0.885	uthisha
teaching	0.822	0.444	0.736	ukufundisa
teacup	0.633	0.135	0.277	inkomishi yetiye
teahouse	0.802	0.314	0.288	indlu yetiye
teal	0.540	0.293	0.321	okuluhlaza
team	0.708	0.461	0.688	iqembu
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	ozakwethu
teamwork	0.918	0.490	0.773	ukusebenza ngokubambisana
teapot	0.479	0.110	0.309	imbiza yetiye
tear	0.404	0.620	0.327	izinyembezi
tearful	0.208	0.500	0.184	izinyembezi
tearsofjoy	0.926	0.740	0.455	izinyembezi zenjabulo
teary	0.167	0.473	0.216	izinyembezi
tease	0.317	0.790	0.432	gcona
teaser	0.510	0.558	0.534	isicefe
teasing	0.235	0.725	0.352	ukugcona
teaspoon	0.521	0.330	0.221	ithisipuni
teat	0.612	0.469	0.328	umbele
teatime	0.847	0.159	0.339	isikhathi setiye
tech	0.684	0.491	0.732	ubuchwepheshe
technical	0.510	0.490	0.736	ezobuchwepheshe
technicality	0.632	0.471	0.661	ubuchwepheshe
technician	0.592	0.510	0.713	uchwepheshe
technique	0.760	0.414	0.593	ubuchwepheshe
techno	0.561	0.539	0.500	ubuchwepheshe
technological	0.680	0.452	0.815	kwezobuchwepheshe
technology	0.776	0.490	0.825	ubuchwepheshe
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	i-teddy bear
tedious	0.104	0.406	0.241	eyisicefe
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	egcwele
teen	0.729	0.531	0.568	osemusha
teenager	0.781	0.593	0.527	osemusha
teens	0.653	0.660	0.440	intsha
teensy	0.520	0.427	0.347	intsha
teeny	0.427	0.418	0.216	intsha
teeth	0.520	0.388	0.427	amazinyo
teething	0.396	0.471	0.474	amazinyo
teflon	0.354	0.245	0.434	i-teflon
telegram	0.561	0.542	0.550	ucingo
telegraph	0.594	0.423	0.400	ucingo
telekinesis	0.582	0.646	0.667	i-telekinesis
telemetry	0.460	0.382	0.611	i-telemetry
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	telepathy
telephone	0.694	0.520	0.425	ucingo
telescope	0.531	0.340	0.500	isibonakude
telescopic	0.490	0.290	0.660	telescopic
telethon	0.643	0.641	0.473	ucingo
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	kumabonakude
television	0.633	0.391	0.547	umabonakude
tell	0.551	0.350	0.457	tshela
teller	0.500	0.395	0.443	umtsheli
telling	0.719	0.441	0.527	ukutshela
telltale	0.240	0.663	0.426	telltale
temp	0.490	0.440	0.314	isikhashana
temper	0.633	0.623	0.818	ukuthukuthela
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	isimo sengqondo
temperamental	0.316	0.774	0.608	ulaka
temperance	0.500	0.294	0.639	ukuzithiba
temperate	0.469	0.394	0.593	ezizothile
temperature	0.521	0.559	0.473	izinga lokushisa
tempered	0.583	0.437	0.667	uthukuthele
tempest	0.245	0.843	0.653	isiphepho
template	0.479	0.311	0.411	isifanekiso
temple	0.612	0.269	0.660	ithempeli
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	okwesikhashana
temporarily	0.500	0.365	0.373	okwesikhashana
temporary	0.458	0.415	0.324	okwesikhashana
tempt	0.210	0.677	0.500	silinge
temptation	0.365	0.817	0.560	isilingo
tempting	0.615	0.740	0.519	ezilingayo
temptress	0.427	0.787	0.667	isilingo
ten	0.562	0.260	0.406	eziyishumi
tenable	0.741	0.412	0.636	iyaphatheka
tenacious	0.724	0.658	0.692	oqinile
tenacity	0.740	0.657	0.889	ukuqina
tenancy	0.500	0.458	0.605	ukuqasha
tenant	0.385	0.360	0.398	isiqashi
tend	0.604	0.398	0.412	phatha
tendency	0.684	0.500	0.675	ukuthambekela
tender	0.630	0.520	0.509	ithenda
tenderfoot	0.469	0.421	0.438	unyawo oluthambile
tenderness	0.949	0.276	0.367	ubumnene
tending	0.622	0.556	0.594	ukulusa
tendon	0.341	0.271	0.463	umsipha
tenement	0.470	0.384	0.550	indawo yokuhlala
tenet	0.667	0.333	0.636	imfundiso
tenets	0.734	0.357	0.667	izimfundiso
tenfold	0.469	0.418	0.500	okuphindwe kashumi
tennis	0.622	0.519	0.431	ithenisi
tenor	0.587	0.451	0.500	ithena
tense	0.396	0.439	0.655	isikhathi
tensile	0.458	0.510	0.618	ukuqina
tension	0.304	0.810	0.529	ukungezwani
tent	0.510	0.275	0.333	ithende
tentacle	0.370	0.559	0.398	itende
tentative	0.582	0.657	0.534	okuvivinyayo
tenth	0.510	0.349	0.382	okweshumi
tenths	0.406	0.294	0.284	okweshumi
tenuous	0.398	0.263	0.276	eqinile
tenure	0.615	0.472	0.611	isikhathi sokuhlala
tepee	0.500	0.337	0.373	tepe
tepid	0.337	0.327	0.237	ethukuthele
tequila	0.612	0.710	0.536	i-tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	ithemu
terminal	0.316	0.434	0.483	Isikhumulo
terminate	0.171	0.410	0.441	qeda
termination	0.344	0.472	0.545	ukuqedwa
terminator	0.370	0.663	0.737	isinqamuli
terminology	0.612	0.284	0.566	itheminology
terminus	0.281	0.382	0.615	i-terminus
termite	0.265	0.480	0.408	umuhlwa
terms	0.490	0.362	0.645	imigomo
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternary
terrace	0.615	0.269	0.411	ithala
terrain	0.540	0.300	0.472	indawo
terrestrial	0.542	0.413	0.582	zasemhlabeni
terrible	0.061	0.849	0.604	kabi
terribly	0.061	0.731	0.430	kabi
terrier	0.562	0.540	0.431	i-terrier
terrific	0.859	0.650	0.821	kuhle kakhulu
terrified	0.090	0.902	0.387	ethukile
terrifies	0.083	0.923	0.500	kuyethusa
terrify	0.052	0.889	0.509	ukwesabisa
terrifying	0.031	0.836	0.602	ethusayo
territorial	0.405	0.600	0.766	indawo
territory	0.625	0.469	0.676	insimu
terror	0.069	0.902	0.415	ukwesaba
terrorism	0.060	0.971	0.673	ubuphekula
terrorist	0.019	0.930	0.679	amaphekula
