English Word	Valence	Arousal	Dominance	Greek Word
sheepish	0.326	0.441	0.205	άτολμος
sheer	0.604	0.250	0.481	απόλυτος
sheet	0.439	0.174	0.302	σεντόνι
sheik	0.521	0.579	0.708	σέιχης
shelf	0.561	0.202	0.366	ράφι
shell	0.615	0.408	0.391	κέλυφος
shellfish	0.594	0.412	0.393	οστρακόδερμο
shelling	0.337	0.917	0.773	βομβαρδισμός
shelter	0.704	0.229	0.569	καταφύγιο
sheltered	0.590	0.377	0.717	στεγασμένος
shelters	0.582	0.333	0.482	καταφύγια
shelved	0.306	0.166	0.321	ράφια
shepherd	0.656	0.304	0.610	Βοσκός
sherbet	0.592	0.363	0.348	σερμπέτι
sheriff	0.602	0.541	0.802	σερίφης
sherry	0.594	0.477	0.315	σέρυ
shield	0.510	0.373	0.663	ασπίδα
shift	0.479	0.610	0.491	βάρδια
shifting	0.518	0.548	0.546	μετατόπιση
shifty	0.365	0.687	0.483	εύστροφος
shilling	0.521	0.342	0.430	σελίνι
shimmer	0.745	0.562	0.656	λαμπύρισμα
shimmering	0.844	0.648	0.904	λαμπυρίζοντας
shimmy	0.478	0.476	0.462	κούνημα
shin	0.459	0.500	0.231	κνήμη
shindig	0.552	0.560	0.491	γλέντι
shine	0.844	0.539	0.741	λάμψη
shiner	0.740	0.510	0.556	στιλβωτής
shingle	0.510	0.200	0.410	βότσαλο
shining	0.885	0.673	0.812	λάμψη
shiny	0.885	0.604	0.787	λαμπερός
ship	0.646	0.500	0.439	πλοίο
shipment	0.582	0.440	0.452	αποστολή
shipping	0.622	0.327	0.443	Αποστολή
shipshape	0.594	0.480	0.474	εντάξει
shipwreck	0.268	0.768	0.373	ναυάγιο
shipyard	0.398	0.583	0.595	ναυπηγείο
shire	0.479	0.257	0.609	κομητεία
shirt	0.698	0.186	0.231	πουκάμισο
shit	0.000	0.678	0.294	σκατά
shitday	0.281	0.658	0.390	σκατά
shitfaced	0.214	0.695	0.380	σκατά
shithead	0.120	0.645	0.302	σκατά
shitless	0.271	0.545	0.333	άτσαλος
shitload	0.020	0.606	0.161	σκασμός
shittest	0.076	0.673	0.232	πιο χαζό
shitty	0.020	0.679	0.163	σκατά
shiver	0.260	0.765	0.236	ρίγος
shivering	0.122	0.663	0.373	τουρτούρισμα
shoals	0.396	0.408	0.375	κοπάδια
shock	0.286	0.821	0.453	αποπληξία
shocked	0.292	0.773	0.375	σοκαρισμένος
shocker	0.235	0.804	0.616	τινάσσων
shocking	0.378	0.853	0.833	συγκλονιστικός
shockingly	0.510	0.924	0.721	συγκλονιστικά
shoddy	0.082	0.463	0.179	πλαστός
shoe	0.517	0.225	0.288	παπούτσι
shoelace	0.396	0.280	0.307	ΚΟΡΔΟΝΙ ΠΑΠΟΥΤΣΙΟΥ
shoemaker	0.396	0.269	0.491	τσαγκάρης
shoes	0.729	0.324	0.210	παπούτσια
shoeshine	0.392	0.387	0.325	γυάλισμα παπουτσιών
shook	0.163	0.759	0.509	τινάχτηκε
shoot	0.092	0.926	0.625	βλαστός
shooter	0.224	0.814	0.774	σκοπευτής
shooting	0.276	0.931	0.602	κυνήγι
shootout	0.080	0.927	0.615	πέναλτι
shop	0.725	0.632	0.565	κατάστημα
shopkeeper	0.677	0.510	0.730	καταστηματάρχης
shoplifter	0.167	0.830	0.500	κλέφτης καταστημάτων
shoplifting	0.152	0.833	0.441	κλεψιά από κατάστημα
shopper	0.646	0.615	0.741	αγοραστής
shopping	0.915	0.445	0.630	ψώνια
shore	0.542	0.304	0.204	ακτή
shoreline	0.677	0.296	0.529	ακτογραμμή
shorn	0.396	0.415	0.400	κουρεμένος
short	0.184	0.264	0.237	μικρός
short story	0.697	0.321	0.348	διήγημα
shortage	0.094	0.455	0.198	έλλειψη
shortcake	0.677	0.359	0.398	φρουτόπιτα
shortcoming	0.195	0.370	0.258	έλλειψη
shortcut	0.594	0.308	0.426	συντομώτερος δρόμος
shorten	0.302	0.382	0.460	βραχύνω
shortening	0.286	0.333	0.385	σύμπτυξη
shorthand	0.459	0.450	0.461	στενογραφία
shortly	0.582	0.310	0.360	σύντομα
shortness	0.459	0.280	0.272	συντομία
shorts	0.622	0.481	0.287	σορτς
shortstop	0.418	0.529	0.450	βραχυπρόθεσμο
shortwave	0.460	0.271	0.368	βραχύ κύμα
shot	0.144	0.750	0.569	βολή
shotgun	0.200	0.868	0.684	κυνηγετικό όπλο
shoulder	0.562	0.286	0.406	ώμος
shout	0.229	0.925	0.444	κραυγή
shove	0.306	0.690	0.602	σπρώχνω
shovel	0.427	0.308	0.267	φτυάρι
shoveling	0.265	0.620	0.537	φτυαρίσματος
show	0.673	0.771	0.719	προβολή
showbiz	0.661	0.713	0.598	σοου μπιζ
showboat	0.618	0.625	0.509	εκθεσιακό σκάφος
showcase	0.521	0.255	0.415	βιτρίνα
showdown	0.302	0.950	0.692	αναμέτρηση
shower	0.669	0.346	0.336	ντους
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	επίδειξη
showoff	0.344	0.598	0.463	επίδειξη
showroom	0.740	0.441	0.536	εκθεσιακό χώρο
showy	0.698	0.657	0.661	επιδεικτικός
shrapnel	0.240	0.740	0.681	μύδρος
shred	0.224	0.750	0.627	κομματάκι
shrew	0.306	0.463	0.390	μέγαιρα
shrewd	0.551	0.673	0.816	πανούργος
shriek	0.459	0.827	0.491	σκούζω
shrill	0.312	0.721	0.640	διαπεραστικός
shrimp	0.571	0.361	0.425	γαρίδα
shrine	0.802	0.255	0.574	ναός
shrink	0.385	0.453	0.272	μαζεύω
shrinking	0.190	0.400	0.217	συρρίκνωση
shrivel	0.160	0.409	0.143	ζαρώνω
shroud	0.417	0.457	0.389	σάβανο
shrub	0.531	0.340	0.340	θάμνος
shrubbery	0.490	0.267	0.332	θάμνοι
shrug	0.208	0.296	0.278	σήκωμα των ώμων
shrunk	0.163	0.354	0.218	ζαρωμένος
shrunken	0.500	0.373	0.221	ζαρωμένος
shudder	0.344	0.791	0.559	ανατριχιάζω
shuddering	0.302	0.802	0.638	ανατριχιάζοντας
shuffle	0.459	0.450	0.556	ανάμιξη
shuffleboard	0.531	0.459	0.377	ανακάτεμα
shuffling	0.521	0.408	0.293	ανακατεύοντας
shun	0.418	0.604	0.389	αποφεύγω
shunned	0.271	0.464	0.367	απέφευγε
shunt	0.312	0.500	0.470	παραδιακλάδωση
shut	0.240	0.352	0.311	κλειστός
shutdown	0.173	0.367	0.418	ΤΕΡΜΑΤΙΣΜΟΣ ΛΕΙΤΟΥΡΓΙΑΣ
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	Βούλωσέ το
shutter	0.191	0.380	0.482	παραθυρόφυλλο
shuttle	0.531	0.591	0.547	σαΐτα
shutup	0.333	0.560	0.491	σκάσε
shy	0.280	0.153	0.132	ντροπαλός
shyness	0.312	0.265	0.246	συστολή
shyster	0.292	0.567	0.424	ασυνείδητος δικηγόρος
sib	0.698	0.298	0.593	αδελφός
sibling	0.857	0.340	0.636	αμφιθαλής αδελφός
sic	0.370	0.459	0.380	ούτω
sick	0.104	0.431	0.136	άρρωστος
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	αρρωσταίνω
sickening	0.074	0.618	0.259	αηδής
sickle	0.427	0.585	0.370	δρεπάνι
sickly	0.188	0.550	0.191	ασθενικός
sickness	0.094	0.704	0.288	ασθένεια
side	0.439	0.288	0.395	πλευρά
sidearm	0.410	0.474	0.500	πλαϊνό όπλο
sidebar	0.469	0.364	0.405	πλαϊνή μπάρα
sideboard	0.590	0.259	0.426	σκευοθήκη
sideburns	0.777	0.327	0.308	φαβορίτες
sidecar	0.552	0.449	0.500	αμάξι μοτοσυκλέττας
sidekick	0.602	0.439	0.509	σύντροφος
sideline	0.440	0.382	0.517	πρόσθετη εργασία
sideshow	0.458	0.594	0.658	παράπλευρη παράσταση
sidestep	0.378	0.559	0.407	παραμερίζω
sidewalk	0.479	0.192	0.348	πεζοδρόμιο
sideways	0.788	0.245	0.291	στα πλάγια
sidewinder	0.500	0.500	0.439	πλαϊνό
siege	0.271	0.750	0.567	πολιορκία
siesta	0.740	0.046	0.295	μεσημεριανός ύπνος
sieve	0.459	0.250	0.333	κόσκινο
sift	0.542	0.412	0.461	κοσκινίζω
sifting	0.571	0.469	0.474	κοσκίνισμα
sigh	0.469	0.387	0.273	στεναγμός
sight	0.684	0.250	0.528	θέαμα
sighting	0.582	0.560	0.627	παρατήρηση
sightseeing	0.875	0.552	0.697	περιοδεία εις αξιοθέατα μέρη
sigma	0.490	0.472	0.535	σίγμα
sign	0.620	0.481	0.397	σημάδι
signal	0.615	0.417	0.464	σήμα
signature	0.570	0.422	0.657	υπογραφή
significance	0.820	0.460	0.644	σημασία
significant	0.827	0.649	0.786	σημαντικός
signification	0.583	0.337	0.530	σημασία
signify	0.453	0.422	0.634	δηλώ
signpost	0.510	0.400	0.446	πινακίδα
silence	0.438	0.200	0.223	σιωπή
silencer	0.417	0.356	0.482	σιγαστήρας
silent	0.469	0.125	0.280	σιωπηλός
silently	0.448	0.185	0.306	σιωπηλά
silhouette	0.582	0.410	0.288	σιλουέτα
silicon	0.439	0.448	0.445	πυρίτιο
silicone	0.480	0.340	0.333	σιλικόνη
silk	0.760	0.115	0.300	μετάξι
silken	0.730	0.265	0.394	μετάξινος
silky	0.802	0.397	0.271	μεταξένιος
sill	0.433	0.375	0.324	περβάζι
silliness	0.327	0.368	0.192	ανοησία
silly	0.384	0.349	0.161	ανόητος
silo	0.400	0.365	0.357	αναρροφητήρας
silt	0.510	0.269	0.200	λάσπη
silver	0.684	0.451	0.615	ασήμι
silverware	0.663	0.365	0.409	ασημικά
silvery	0.543	0.460	0.517	αργυροειδής
similar	0.562	0.250	0.423	παρόμοιος
similarity	0.729	0.255	0.518	ομοιότητα
simile	0.615	0.363	0.464	παρομοίωση
simmer	0.650	0.293	0.393	σιγοβράζω
simmering	0.382	0.613	0.412	σιγοβράζοντας
simple	0.653	0.130	0.314	απλός
simples	0.724	0.240	0.263	απλές
simpleton	0.429	0.144	0.358	βλαξ
simplicity	0.667	0.250	0.337	απλότητα
simplify	0.565	0.347	0.602	απλοποιώ
simplistic	0.490	0.245	0.391	απλοϊκή
simply	0.535	0.148	0.393	απλά
simulate	0.551	0.375	0.417	προσποιούμαι
simulated	0.500	0.461	0.356	προσομοίωση
simulating	0.552	0.462	0.481	προσομοίωση
simulation	0.552	0.574	0.567	προσομοίωση
simulator	0.677	0.559	0.583	προσομοιωτής
simultaneous	0.691	0.577	0.554	ταυτόχρονος
simultaneously	0.656	0.490	0.609	ΤΑΥΤΟΧΡΟΝΑ
sin	0.177	0.712	0.449	αμαρτία
sincere	0.918	0.265	0.725	ειλικρινής
sincerity	0.908	0.351	0.686	ειλικρίνεια
sinful	0.143	0.788	0.417	αμαρτωλός
sing	0.858	0.606	0.420	τραγουδώ
singer	0.802	0.735	0.628	τραγουδιστής
singing	0.885	0.594	0.528	τραγούδι
single	0.291	0.354	0.259	μονόκλινο
singly	0.553	0.354	0.466	χωριστά
singular	0.610	0.302	0.482	ενικός
singularity	0.582	0.348	0.654	μοναδικότητα
singularly	0.571	0.330	0.527	μεμονωμένα
sinister	0.125	0.896	0.581	απαίσιος
sink	0.375	0.439	0.322	νεροχύτης
sinker	0.302	0.557	0.538	βυθιζόμενος
sinking	0.135	0.439	0.342	καταβύθιση
sinner	0.237	0.667	0.356	αμαρτωλός
sinning	0.170	0.700	0.422	αμαρτάνοντας
sinus	0.531	0.563	0.340	κόλπος
sip	0.375	0.380	0.213	γουλιά
siphon	0.354	0.333	0.435	σιφόνι
sipping	0.469	0.349	0.377	πίνοντας γουλιά
sir	0.622	0.306	0.778	Κύριε
sire	0.854	0.452	0.808	άρχοντας
siren	0.570	0.627	0.500	σειρήνα
sirloin	0.546	0.418	0.373	κόντρα φιλέτο
sissy	0.333	0.562	0.232	αδελφούλα
sister	0.916	0.324	0.562	αδελφή
sisterhood	0.837	0.415	0.696	αδελφότητα
sit	0.561	0.230	0.368	Καθίστε
sitcom	0.562	0.537	0.407	κωμωδία
site	0.677	0.265	0.452	ιστοσελίδα
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	κλώσσα
sitting	0.561	0.146	0.353	συνεδρίαση
situate	0.510	0.310	0.483	θέτω
situated	0.542	0.231	0.543	ευρισκόμενος
situation	0.531	0.387	0.600	κατάσταση
six	0.500	0.154	0.271	έξι
sixpence	0.469	0.417	0.463	νόμισμα εξ πέννων
sixteen	0.583	0.290	0.324	δεκαέξι
sixth	0.521	0.275	0.366	έκτος
sixty	0.694	0.240	0.433	εξήντα
sizable	0.727	0.337	0.657	ευμεγέθης
size	0.531	0.336	0.569	Μέγεθος
sizzle	0.427	0.704	0.368	τσιτσίρισμα
ska	0.458	0.575	0.245	σκα
skate	0.740	0.653	0.508	πατινάζ
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	πατινέρ
skating	0.745	0.673	0.435	πατινάζ
skedaddle	0.427	0.596	0.422	φεύγω εν πανικώ
skeet	0.469	0.549	0.413	σκίτσο
skein	0.449	0.372	0.287	κουβάρι
skeletal	0.306	0.558	0.318	σκελετού
skeleton	0.183	0.464	0.343	σκελετός
skeptic	0.135	0.440	0.500	σκεπτικιστής
skeptical	0.207	0.500	0.452	δύσπιστος
skepticism	0.229	0.480	0.582	σκεπτικισμός
sketch	0.704	0.276	0.420	σκίτσο
sketching	0.729	0.327	0.400	σκιαγραφώντας
sketchy	0.333	0.479	0.241	ατελής
skewed	0.340	0.480	0.361	λοξά
skewer	0.470	0.365	0.457	σουβλάκι
ski	0.684	0.670	0.471	σκι
skid	0.357	0.640	0.440	ολισθαίνω
skier	0.802	0.788	0.639	σκιέρ
skiff	0.479	0.375	0.472	σκίφ
skiing	0.823	0.824	0.620	χιονοδρόμια
skijump	0.635	0.647	0.482	άλμα του σκι
skill	0.847	0.701	0.833	επιδεξιότητα
skilled	0.886	0.614	0.929	έμπειρος
skillet	0.510	0.296	0.345	κατσαρόλα
skillful	0.802	0.616	0.908	επιδέξιος
skim	0.418	0.328	0.322	ξαφρίζω
skimpy	0.302	0.349	0.208	τσιγγούνης
skin	0.569	0.350	0.395	δέρμα
skinny	0.333	0.333	0.298	κοκαλιάρης
skip	0.458	0.804	0.439	παραλείπω
skipper	0.440	0.577	0.692	πλοίαρχος
skirmish	0.290	0.640	0.474	αψιμαχία
skirt	0.602	0.463	0.226	φούστα
skirting	0.449	0.529	0.386	σοβατεπί
skirts	0.622	0.538	0.241	φούστες
skit	0.438	0.434	0.421	παρωδία
skittish	0.156	0.815	0.172	δειλός
skull	0.276	0.558	0.574	κρανίο
skunk	0.284	0.491	0.380	παλιάνθρωπος
sky	0.958	0.234	0.401	ουρανός
skylight	0.708	0.314	0.343	φεγγίτης
skyline	0.592	0.412	0.662	γραμμή ορίζοντα
skyscraper	0.622	0.696	0.798	ουρανοξύστης
slab	0.398	0.265	0.264	πλάκα
slack	0.521	0.283	0.446	χαλαρότητα
slag	0.266	0.600	0.254	σκωρία
slam	0.459	0.577	0.480	χτύπημα
slammer	0.417	0.565	0.391	κρυφτός
slander	0.184	0.604	0.454	συκοφαντία
slanderous	0.057	0.800	0.337	συκοφαντικός
slang	0.479	0.418	0.491	αργκό
slant	0.469	0.396	0.536	κλίση
slap	0.100	0.804	0.518	σφαλιάρα
slash	0.260	0.500	0.509	εγκοπή
slashes	0.330	0.328	0.410	κάθετες
slate	0.531	0.283	0.431	σχιστόλιθος
slates	0.500	0.270	0.342	πλάκες
slaughter	0.052	0.953	0.602	σφαγή
slaughterhouse	0.146	0.794	0.472	σφαγείο
slaughtering	0.133	0.947	0.714	σφαγή
slave	0.171	0.795	0.151	δούλος
slavery	0.052	0.783	0.218	σκλαβιά
slay	0.133	0.920	0.585	σκοτώνω
slayer	0.041	0.930	0.661	φονιάς
sleaze	0.312	0.538	0.405	σαχλαμάρα
sleazy	0.292	0.674	0.370	απεριποίητος
sled	0.635	0.547	0.446	έλκηθρο
sledding	0.625	0.547	0.422	όχηση επι έλκηθρο
sledge	0.646	0.500	0.361	έλκηθρο
sledgehammer	0.449	0.479	0.482	βαριοπούλα
sleek	0.750	0.484	0.643	λείος
sleep	0.719	0.090	0.339	ύπνος
sleeper	0.640	0.154	0.254	κοιμωμένος
sleeping	0.704	0.091	0.312	κοιμάμαι
sleepless	0.213	0.410	0.207	άγρυπνος
sleeplessness	0.104	0.604	0.202	αϋπνία
sleepover	0.815	0.519	0.340	διανυκτέρευση
sleepy	0.604	0.125	0.250	νυσταγμένος
sleepyhead	0.327	0.350	0.294	υπναράς
sleet	0.410	0.355	0.395	χιονόνερο
sleeve	0.531	0.270	0.273	μανίκι
sleeveless	0.638	0.290	0.200	αμάνικο
sleigh	0.742	0.551	0.396	έλκηθρο
sleight	0.719	0.677	0.379	τέχνασμα
slender	0.812	0.548	0.664	λεπτός
sleuth	0.460	0.633	0.676	ντετέκτιβ
slice	0.583	0.375	0.303	φέτα
slick	0.388	0.383	0.349	λείος
slicker	0.727	0.387	0.519	επιτήδειος
slide	0.615	0.435	0.432	ολίσθηση
slider	0.585	0.491	0.518	ολισθητής
sliding	0.356	0.730	0.491	ολίσθηση
slight	0.521	0.240	0.155	μικρός
slight anticipation	0.562	0.490	0.445	ελαφριά προσμονή
slight disgust	0.156	0.578	0.318	ελαφριά αηδία
slight surprise	0.677	0.746	0.557	ελαφριά έκπληξη
slight trust	0.306	0.400	0.245	ελαφρά εμπιστοσύνη
slightly	0.470	0.274	0.255	ελαφρώς
slightly negative	0.190	0.472	0.259	ελαφρώς αρνητικό
slightly positive	0.792	0.480	0.567	ελαφρώς θετικό
slim	0.562	0.180	0.296	λεπτός
slime	0.300	0.370	0.183	Χλαπάτσα
slimy	0.177	0.500	0.309	γλοιώδης
sling	0.417	0.423	0.404	σφενδόνη
slingshot	0.323	0.654	0.474	διχαλωτή σφενδόνη
slink	0.460	0.546	0.314	δραπετεύω
slinky	0.400	0.637	0.603	λοξός
slip	0.316	0.714	0.321	γλιστράω
slipper	0.635	0.298	0.245	παντόφλα
slippers	0.573	0.413	0.236	παντούφλες
slippery	0.219	0.740	0.343	ολισθηρός
slit	0.406	0.490	0.366	σχισμή
sliver	0.388	0.347	0.291	σχίζα
slob	0.275	0.365	0.300	βλάκας
slobber	0.350	0.375	0.278	σάλι
slogan	0.550	0.216	0.564	σύνθημα
sloop	0.480	0.375	0.380	κότερο
slop	0.306	0.409	0.325	φθηνά ρούχα
slope	0.347	0.438	0.279	κλίση
sloppy	0.303	0.441	0.183	τσαπατσούλης
slot	0.469	0.337	0.337	θυρίδα
sloth	0.198	0.140	0.125	νωθρότητα
slouch	0.365	0.450	0.328	αδέξιος
slough	0.265	0.390	0.200	κέλυφος
slow	0.357	0.073	0.131	αργός
slowly	0.427	0.185	0.295	αργά
slowness	0.302	0.212	0.191	βραδύτης
sludge	0.354	0.396	0.229	λάσπη
slug	0.276	0.370	0.160	γυμνοσάλιαγκας
slugger	0.458	0.500	0.518	χτυπών με τη πυγμή
sluggish	0.224	0.124	0.155	βραδύς
sluice	0.427	0.520	0.365	υδροφράχτης
slum	0.292	0.528	0.302	πτωχογειτονιά
slumber	0.592	0.191	0.426	κοιμάμαι ελαφρά
slump	0.194	0.438	0.130	κατάπτωση
slur	0.115	0.814	0.427	μομφή
slurp	0.540	0.528	0.411	σλουρίζω
slush	0.427	0.283	0.296	λίπος
slut	0.071	0.808	0.309	πόρνη
slutty	0.224	0.810	0.371	πρόστυχος
sly	0.573	0.690	0.750	πονηρός
smack	0.323	0.662	0.381	σκαμπίλι
small	0.542	0.205	0.120	μικρό
smaller	0.300	0.310	0.179	μικρότερος
smallest	0.281	0.340	0.129	μικρότερο
smallpox	0.156	0.583	0.222	ευλογιά
smart	0.906	0.607	0.923	έξυπνος
smartass	0.364	0.520	0.620	εξυπνάκιας
smarten	0.602	0.490	0.551	κάνω κομψό
smarty	0.673	0.510	0.848	έξυπνος
smash	0.195	0.692	0.530	σπάσιμο
smashed	0.143	0.660	0.256	θρυμματισμένο
smattering	0.448	0.460	0.500	πασάλειμμα
smear	0.230	0.433	0.400	κηλίδα
smell	0.510	0.520	0.330	μυρωδιά
smelling	0.458	0.481	0.349	οσφραντικός
smelly	0.100	0.528	0.245	δύσοσμος
smelt	0.333	0.441	0.345	αθερίνα
smidgen	0.367	0.385	0.357	σμίγκεν
smile	0.906	0.598	0.618	χαμόγελο
smiled	0.949	0.530	0.536	χαμογέλασε
smiles	0.892	0.606	0.607	χαμόγελα
smiley	0.865	0.470	0.571	χαμογελαστός
smiling	0.981	0.679	0.625	χαμογελαστά
smirk	0.792	0.596	0.583	χαζό χαμόγελο
smite	0.303	0.846	0.682	χτυπώ
smith	0.677	0.333	0.529	σιδηρουργός
