English Word	Valence	Arousal	Dominance	Frisian Word
swimming	0.760	0.559	0.524	swimmen
swimsuit	0.740	0.373	0.269	swimpak
swindle	0.122	0.740	0.439	swendel
swindler	0.125	0.721	0.575	oplichter
swine	0.340	0.519	0.277	swine
swing	0.602	0.510	0.481	swaaie
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	swingend
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	swirl
swish	0.562	0.510	0.474	swisj
switch	0.500	0.538	0.509	omskeakelje
switchblade	0.357	0.596	0.528	switchblade
switchboard	0.571	0.519	0.558	switchboard
swivel	0.562	0.480	0.500	swivel
swollen	0.236	0.510	0.277	swollen
swoon	0.292	0.510	0.160	swym
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	swurd
swordfish	0.564	0.520	0.442	swurdfisk
swordplay	0.616	0.750	0.528	swurdspiel
swordsman	0.395	0.857	0.696	swurdman
sycamore	0.500	0.401	0.527	sykamore
syllable	0.448	0.250	0.417	wurdlid
syllabus	0.736	0.370	0.643	syllabus
symbiotic	0.832	0.425	0.406	symbioatyske
symbol	0.643	0.388	0.527	symboal
symbolic	0.670	0.385	0.574	symboalysk
symbolically	0.582	0.385	0.648	symboalysk
symbolism	0.688	0.347	0.640	symbolyk
symbolize	0.633	0.327	0.673	symbolisearje
symmetric	0.745	0.212	0.588	symmetrysk
symmetrical	0.542	0.263	0.569	symmetrysk
symmetry	0.604	0.274	0.500	symmetry
sympathetic	0.796	0.434	0.609	sympatyk
sympathize	0.770	0.627	0.644	sympatisearje
sympathy	0.827	0.497	0.634	sympaty
symphonic	0.775	0.545	0.566	symfonysk
symphony	0.765	0.490	0.600	symfony
symposium	0.573	0.394	0.644	sympoasium
symptom	0.380	0.529	0.434	symptoom
symptomatic	0.367	0.434	0.491	symptomatysk
synagogue	0.531	0.300	0.544	synagoge
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptyske
sync	0.802	0.440	0.670	syngronisearje
synchronize	0.781	0.361	0.654	syngronisearje
synchronous	0.600	0.538	0.545	syngroane
syncope	0.245	0.538	0.398	synkope
syndicate	0.439	0.491	0.673	syndikaat
syndrome	0.229	0.510	0.246	syndroom
synergistic	0.571	0.550	0.547	synergistyske
synergy	0.667	0.510	0.720	synergy
synod	0.469	0.377	0.574	synoade
synonym	0.615	0.210	0.433	synonym
synonymous	0.480	0.323	0.400	synonym
synopsis	0.541	0.390	0.482	synopsis
synoptic	0.561	0.510	0.596	synoptyske
syntax	0.531	0.346	0.559	syntaksis
synthesis	0.604	0.315	0.377	synteze
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	syntetysk
syphilis	0.071	0.606	0.245	syfilis
syringe	0.250	0.680	0.330	spuit
syrup	0.620	0.223	0.318	sjerp
system	0.615	0.346	0.764	systeem
systematic	0.617	0.444	0.594	systematysk
systematically	0.690	0.390	0.651	systematysk
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakel
table	0.551	0.170	0.284	tafel
tableau	0.531	0.302	0.321	tableau
tablecloth	0.480	0.165	0.215	tafelkleed
tablespoon	0.490	0.353	0.245	eetlepel
tablet	0.562	0.330	0.438	tablet
tableware	0.677	0.250	0.276	servies
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	taboe
tabular	0.438	0.330	0.462	tabellarje
tabulate	0.480	0.403	0.598	tabulearje
tabulation	0.396	0.346	0.526	tabulaasje
tachometer	0.398	0.394	0.518	toerenteller
tacit	0.459	0.340	0.473	stilswijend
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	oanpakke
tackled	0.438	0.612	0.569	oanpakt
tackling	0.480	0.694	0.613	oanpak
tacky	0.245	0.490	0.373	kleverig
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	taktfol
tactic	0.531	0.434	0.798	taktyk
tactical	0.594	0.481	0.684	taktysk
tactics	0.583	0.676	0.774	taktyk
tactile	0.573	0.410	0.491	tactile
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	sturt
tailed	0.438	0.358	0.351	tailed
tailgate	0.323	0.340	0.398	achterklep
tailings	0.439	0.311	0.446	tailings
taillight	0.479	0.367	0.283	efterljocht
tailor	0.573	0.206	0.450	kleanmakker
tailoring	0.673	0.540	0.566	maatwurk
tailpipe	0.460	0.429	0.409	tailpipe
taint	0.141	0.425	0.226	taint
take	0.828	0.537	0.348	nimme
takeoff	0.755	0.884	0.626	útlûke
takeout	0.736	0.392	0.368	útnimme
takeover	0.663	0.531	0.861	oernimme
taker	0.375	0.521	0.618	nimmer
talcum	0.500	0.196	0.291	talk
tale	0.663	0.300	0.336	ferhaal
talent	0.959	0.607	0.811	talint
talented	0.939	0.635	0.938	talintearre
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	prate
talkative	0.562	0.673	0.535	praterich
talker	0.500	0.604	0.552	prater
tall	0.725	0.591	0.538	grut
tallies	0.551	0.290	0.402	talies
tallow	0.344	0.283	0.290	talg
tally	0.542	0.420	0.518	tally
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	klauwen
tambourine	0.622	0.548	0.348	tamboeryn
tame	0.560	0.604	0.642	tamme
tamer	0.385	0.783	0.815	tamer
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangens
tangerine	0.571	0.271	0.395	mandarijn
tangible	0.646	0.350	0.679	taastber
tangle	0.354	0.545	0.254	tangele
tangled	0.260	0.539	0.316	ferwûne
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	himdsje
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	tanned
tantalizing	0.525	0.788	0.625	tantalizing
tantamount	0.633	0.288	0.670	gelyk
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	taoïsme
tap	0.461	0.370	0.349	tap
tape	0.531	0.277	0.254	tape
tape measure	0.406	0.250	0.360	mjitlint
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	tapering
tapestry	0.520	0.176	0.362	tapestry
tapeworm	0.357	0.334	0.331	lintwjirm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	tapkes
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	fertraging
tardy	0.204	0.592	0.293	tardy
target	0.633	0.573	0.798	doel
targeted	0.573	0.537	0.573	rjochte
targeting	0.510	0.420	0.580	targeting
tariff	0.459	0.402	0.491	taryf
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	fersmoargje
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	taak
tassel	0.552	0.330	0.307	kwast
taste	0.802	0.406	0.465	smaak
tasteful	0.918	0.458	0.625	smaakfol
tasteless	0.146	0.196	0.148	smaakleas
tasting	0.781	0.603	0.600	priuwe
tasty	0.959	0.786	0.555	lekker
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tattoo
taught	0.814	0.481	0.642	ûnderwiisde
taunt	0.083	0.696	0.355	taunt
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	strak
tavern	0.516	0.577	0.475	taverne
tawdry	0.375	0.510	0.398	tawry
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	belesting
taxed	0.255	0.456	0.500	taxed
taxi	0.542	0.362	0.430	taksy
taxicab	0.479	0.430	0.355	taksy
taxonomy	0.370	0.410	0.630	taksonomy
taxpayer	0.592	0.528	0.647	belestingbeteller
tea	0.698	0.163	0.370	tee
teach	0.840	0.510	0.852	ûnderwize
teacher	0.760	0.404	0.885	ûnderwizer
teaching	0.822	0.444	0.736	lesjaan
teacup	0.633	0.135	0.277	teekop
teahouse	0.802	0.314	0.288	teehûs
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	ploech
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	ploechmaat
teamwork	0.918	0.490	0.773	teamwork
teapot	0.479	0.110	0.309	teepot
tear	0.404	0.620	0.327	tear
tearful	0.208	0.500	0.184	tearful
tearsofjoy	0.926	0.740	0.455	triennen fan bliidskip
teary	0.167	0.473	0.216	teary
tease	0.317	0.790	0.432	pleage
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	pleage
teaspoon	0.521	0.330	0.221	teeleppel
teat	0.612	0.469	0.328	teat
teatime	0.847	0.159	0.339	tee tiid
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technysk
technicality	0.632	0.471	0.661	technyk
technician	0.592	0.510	0.713	technikus
technique	0.760	0.414	0.593	technyk
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologysk
technology	0.776	0.490	0.825	technology
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teddybear
tedious	0.104	0.406	0.241	ferfeelsum
tedium	0.224	0.331	0.298	ferfeelsum
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	teeming
teen	0.729	0.531	0.568	teen
teenager	0.781	0.593	0.527	teener
teens	0.653	0.660	0.440	teens
teensy	0.520	0.427	0.347	teensy
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	tosken
teething	0.396	0.471	0.474	toskens
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraaf
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetry
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	telepathy
telephone	0.694	0.520	0.425	telefoan
telescope	0.531	0.340	0.500	teleskoop
telescopic	0.490	0.290	0.660	teleskopyske
telethon	0.643	0.641	0.473	teleton
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	televyzje
television	0.633	0.391	0.547	televyzje
tell	0.551	0.350	0.457	fertelle
teller	0.500	0.395	0.443	teller
telling	0.719	0.441	0.527	fertellen
telltale	0.240	0.663	0.426	telltale
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temperament
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperamint
temperamental	0.316	0.774	0.608	temperamintfol
temperance	0.500	0.294	0.639	matiging
temperate	0.469	0.394	0.593	matich
temperature	0.521	0.559	0.473	temperatuer
tempered	0.583	0.437	0.667	temperearre
tempest	0.245	0.843	0.653	stoarm
template	0.479	0.311	0.411	sjabloan
temple	0.612	0.269	0.660	timpel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	tydlik
temporarily	0.500	0.365	0.373	tydlik
temporary	0.458	0.415	0.324	tydlik
tempt	0.210	0.677	0.500	ferlieding
temptation	0.365	0.817	0.560	ferlieding
tempting	0.615	0.740	0.519	ferliedlik
temptress	0.427	0.787	0.667	temptress
ten	0.562	0.260	0.406	tsien
tenable	0.741	0.412	0.636	hâldber
tenacious	0.724	0.658	0.692	oanhâldend
tenacity	0.740	0.657	0.889	fêsthâlden
tenancy	0.500	0.458	0.605	hierkontrakt
tenant	0.385	0.360	0.398	hierder
tend	0.604	0.398	0.412	oanstriid
tendency	0.684	0.500	0.675	tendins
tender	0.630	0.520	0.509	tender
tenderfoot	0.469	0.421	0.438	tenderfoot
tenderness	0.949	0.276	0.367	sêftens
tending	0.622	0.556	0.594	oanstriid
tendon	0.341	0.271	0.463	tendon
tenement	0.470	0.384	0.550	tenement
tenet	0.667	0.333	0.636	tenet
tenets	0.734	0.357	0.667	útgongspunten
tenfold	0.469	0.418	0.500	tsienfâldich
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	spannend
tensile	0.458	0.510	0.618	tensile
tension	0.304	0.810	0.529	spanning
tent	0.510	0.275	0.333	tinte
tentacle	0.370	0.559	0.398	tentakel
tentative	0.582	0.657	0.534	foarsichtich
tenth	0.510	0.349	0.382	tsiende
tenths	0.406	0.294	0.284	tsienden
tenuous	0.398	0.263	0.276	swakke
tenure	0.615	0.472	0.611	amtstermyn
tepee	0.500	0.337	0.373	tepe
tepid	0.337	0.327	0.237	lauw
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	term
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	beëinigje
termination	0.344	0.472	0.545	beëiniging
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminology
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termyt
terms	0.490	0.362	0.645	Betingsten
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternary
terrace	0.615	0.269	0.411	terras
terrain	0.540	0.300	0.472	terrein
terrestrial	0.542	0.413	0.582	ierdske
terrible	0.061	0.849	0.604	freeslik
terribly	0.061	0.731	0.430	freeslik
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	geweldich
terrified	0.090	0.902	0.387	kjel
terrifies	0.083	0.923	0.500	skrikt
terrify	0.052	0.889	0.509	skrikken
terrifying	0.031	0.836	0.602	freeslik
territorial	0.405	0.600	0.766	territoriale
territory	0.625	0.469	0.676	gebiet
terror	0.069	0.902	0.415	terreur
terrorism	0.060	0.971	0.673	terrorisme
terrorist	0.019	0.930	0.679	terrorist
terrorists	0.062	0.967	0.688	terroristen
terrorize	0.041	0.907	0.577	terrorisearje
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	tertiary
test	0.449	0.500	0.509	toets
testament	0.594	0.420	0.806	testamint
testicle	0.458	0.651	0.410	testikel
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	tsjûgje
testimonial	0.541	0.538	0.750	testimonial
testimony	0.615	0.578	0.643	tsjûgenis
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	tether
tethered	0.260	0.472	0.351	oansletten
tetrahedral	0.595	0.468	0.423	tetraëder
text	0.604	0.157	0.402	tekst
textbook	0.622	0.235	0.526	learboek
textile	0.604	0.235	0.395	tekstyl
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	tekstuer
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	tankje
thankful	0.969	0.344	0.714	tankber
thankgod	0.823	0.451	0.466	thankgod
thanking	0.917	0.538	0.658	tankje
thankless	0.146	0.500	0.497	tankleas
thanks	0.918	0.472	0.461	tank
thanksalot	0.908	0.428	0.525	tige dank
thanksgiving	0.927	0.449	0.637	tanksizzing
thankyougod	0.900	0.446	0.651	tank jo God
thankyoujesus	0.878	0.406	0.604	tankewol
thankyoulord	0.809	0.388	0.466	thankyoulord
thatch	0.337	0.245	0.161	datk
thatmoment	0.667	0.389	0.340	dat momint
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	tinne
theater	0.760	0.635	0.516	teater
theatrical	0.720	0.690	0.546	teatrale
theatrics	0.694	0.539	0.486	teater
thebest	0.760	0.596	0.719	de bêste
theft	0.135	0.867	0.394	stellerij
theism	0.460	0.431	0.481	teisme
theistic	0.397	0.365	0.509	teistysk
thelife	0.688	0.566	0.629	it libben
thelittlethings	0.571	0.240	0.324	de lytse dingen
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teokrasy
theocratic	0.380	0.480	0.605	teokratyske
theologian	0.521	0.304	0.759	teolooch
theological	0.480	0.363	0.683	teologyske
theology	0.448	0.330	0.711	teology
theorem	0.500	0.296	0.615	stelling
theoretical	0.615	0.270	0.546	teoretyske
theory	0.583	0.314	0.529	teory
therapeutic	0.625	0.275	0.680	terapeutyske
therapeutics	0.552	0.343	0.625	therapeutics
therapist	0.468	0.430	0.679	terapeut
therapy	0.490	0.353	0.607	terapy
thereabouts	0.427	0.365	0.285	dêroer
thereof	0.542	0.265	0.281	dêrfan
therewith	0.462	0.317	0.398	dêrmei
thermal	0.480	0.360	0.509	termyske
thermocouple	0.406	0.406	0.422	thermocouple
thermodynamics	0.510	0.594	0.678	termodynamika
thermometer	0.400	0.327	0.473	termometer
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	thermostaat
thesaurus	0.520	0.480	0.509	tesaurus
thesis	0.583	0.582	0.552	proefskrift
thick	0.449	0.433	0.596	dik
thicken	0.406	0.398	0.509	dikke
thickening	0.448	0.355	0.434	thickening
thicket	0.385	0.373	0.324	dikke
thickness	0.552	0.370	0.443	dikte
thief	0.088	0.888	0.443	dief
thigh	0.469	0.433	0.588	dij
thimble	0.490	0.192	0.218	fingerbân
thin	0.469	0.337	0.356	tin
thing	0.449	0.222	0.260	ding
things	0.519	0.250	0.368	dingen
thingy	0.458	0.312	0.158	ding
think	0.786	0.408	0.618	tinke
thinker	0.706	0.386	0.764	tinker
thinking	0.720	0.308	0.595	tinken
third	0.551	0.187	0.304	tredde
thirds	0.402	0.327	0.345	tredden
thirst	0.298	0.519	0.307	toarst
thirsty	0.281	0.660	0.310	toarstich
thirteen	0.459	0.385	0.331	trettjin
thirteenth	0.408	0.330	0.425	trettjinde
thirty	0.562	0.349	0.316	tritich
thistle	0.427	0.423	0.357	distel
thither	0.500	0.270	0.316	dêr
thong	0.467	0.596	0.269	string
thorn	0.296	0.541	0.427	toarn
thorny	0.177	0.690	0.500	stekelige
thorough	0.467	0.350	0.558	dreech
thoroughbred	0.669	0.740	0.716	thoroughbred
thoroughfare	0.582	0.481	0.490	trochgong
thought	0.780	0.315	0.571	tins
thoughtful	0.667	0.290	0.527	betochtsum
thoughtfulness	0.867	0.269	0.667	betochtsumens
thoughtless	0.194	0.580	0.452	gedachteleas
thoughts	0.745	0.382	0.691	tinzen
thousand	0.663	0.355	0.480	tûzen
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	tried
threat	0.135	0.865	0.667	bedriging
threaten	0.104	0.958	0.590	driigje
threatened	0.052	0.928	0.354	bedrige
threatening	0.071	0.875	0.652	driigjend
three	0.653	0.225	0.377	trije
threefold	0.521	0.400	0.534	trijefâldich
threesome	0.490	0.676	0.560	trijetal
thresh	0.490	0.417	0.500	dorsken
threshold	0.531	0.519	0.575	drompel
thrice	0.469	0.442	0.462	trije kear
thrift	0.760	0.217	0.649	thrift
thrifty	0.604	0.380	0.676	thrifty
thrill	0.888	0.837	0.711	opwining
thrilled	0.898	0.818	0.807	optein
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	spannend
thrive	0.948	0.529	0.772	bloeie
thriving	0.865	0.521	0.779	bloeiende
throat	0.350	0.538	0.346	kiel
throb	0.500	0.673	0.556	klopje
throbbing	0.645	0.808	0.491	klopjend
throes	0.146	0.760	0.235	troanen
throne	0.724	0.606	0.887	troan
throng	0.480	0.810	0.706	drokte
throttle	0.562	0.804	0.750	throttle
throw	0.344	0.770	0.623	goaie
throwback	0.280	0.454	0.356	throwback
thrower	0.470	0.690	0.717	smyt
thrown	0.500	0.550	0.619	smiten
thrush	0.306	0.490	0.454	thrush
thrust	0.510	0.647	0.663	thrust
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	boef
thumb	0.673	0.271	0.361	tomme
thumbprint	0.510	0.347	0.451	thumbprint
thump	0.280	0.792	0.608	thump
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	klopjend
thunder	0.296	0.916	0.526	tonger
thunderbolt	0.418	0.719	0.642	tongerslag
thunderclap	0.390	0.833	0.607	tongerslach
thundering	0.337	0.778	0.700	tongerjen
thunderstorm	0.135	0.860	0.784	ûnwaar
thunderstruck	0.194	0.716	0.509	tongerslaggen
thwart	0.281	0.684	0.409	tsjinhâlde
thx	0.562	0.425	0.461	Dankewol
thyme	0.561	0.255	0.325	tijm
thyroid	0.234	0.455	0.373	thyroid
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	tikke
ticked	0.469	0.386	0.455	tikke
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	kaartsje
tickle	0.760	0.727	0.342	tikkelje
tickled	0.755	0.707	0.364	tikkele
ticklish	0.823	0.814	0.345	tikkelich
tidal	0.592	0.539	0.519	tidal
tidal wave	0.240	0.894	0.736	floedweach
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	tij
tidings	0.610	0.510	0.694	nijs
tidy	0.760	0.208	0.647	skjin
tie	0.663	0.464	0.431	bine
tier	0.520	0.245	0.560	tier
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tiger
tighten	0.388	0.487	0.627	oanskerpe
tightness	0.344	0.606	0.759	tightness
tightrope	0.354	0.653	0.279	tightrope
tights	0.583	0.343	0.269	panty
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	tegel
tiling	0.600	0.330	0.315	tegels
till	0.490	0.327	0.319	oant
tillage	0.552	0.591	0.540	bewurking
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	tilt
tilting	0.459	0.384	0.340	tilting
timber	0.332	0.202	0.386	hout
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	tiid
timeless	0.408	0.468	0.583	tiidleas
timeliness	0.760	0.404	0.582	aktualiteit
timely	0.865	0.387	0.591	tydlik
timeout	0.344	0.433	0.322	skoft
timepiece	0.650	0.279	0.461	timepiece
timer	0.469	0.433	0.500	timer
times	0.490	0.279	0.439	kear
timetable	0.561	0.189	0.491	tiidskema
timewasters	0.391	0.535	0.291	timewasters
timid	0.327	0.276	0.132	timid
timidity	0.333	0.358	0.153	timidity
timing	0.521	0.311	0.577	timing
tin	0.469	0.370	0.217	tin
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	tinfoil
tinge	0.469	0.292	0.264	tinge
tingle	0.460	0.560	0.264	tintelje
tingling	0.427	0.615	0.340	tinteljen
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	tinken
tinkle	0.562	0.529	0.356	tink
tinkling	0.612	0.530	0.324	tinken
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	lyts
tip	0.708	0.221	0.518	punt
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	tipsy
tiptoe	0.510	0.490	0.407	tiptoe
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	bân
tired	0.125	0.317	0.191	wurch
tiredness	0.387	0.408	0.242	wurgens
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	tireless
tiresome	0.240	0.542	0.153	saai
tiring	0.153	0.510	0.176	wurch
tissue	0.558	0.236	0.345	weefsel
tistheseason	0.646	0.548	0.435	tsiende seizoen
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	tsiende
title	0.708	0.356	0.574	titel
titled	0.677	0.240	0.658	titele
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titulêr
toad	0.302	0.452	0.196	Pod
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	broodrooster
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tabak
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	hjoed
toddler	0.812	0.469	0.368	pjut
toe	0.406	0.221	0.293	tean
toenail	0.530	0.380	0.306	toenail
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	mei-inoar
togetherness	0.906	0.360	0.635	gearhing
toil	0.558	0.510	0.583	arbeidzje
toilet	0.490	0.290	0.233	húske
toils	0.480	0.710	0.482	toils
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	ferneare
tolerance	0.875	0.206	0.649	tolerânsje
tolerant	0.765	0.192	0.618	ferdraachsum
tolerate	0.724	0.430	0.588	tolerearje
