English Word	Valence	Arousal	Dominance	Hmong Word
subcommittee	0.396	0.467	0.600	subcommittee
subconscious	0.531	0.375	0.415	subconscious
subcutaneous	0.396	0.444	0.376	subcutaneous kev
subdivide	0.538	0.433	0.348	subdivided
subdivision	0.592	0.455	0.430	subdivision
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	subdue
subdued	0.236	0.463	0.223	subdued
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	yam
subjected	0.286	0.520	0.221	raug
subjection	0.354	0.408	0.539	kev kawm
subjective	0.510	0.350	0.432	kev kawm
subjugation	0.280	0.610	0.377	subjugation
sublet	0.469	0.551	0.545	sublet
sublevel	0.365	0.298	0.333	qib sub
sublimation	0.510	0.390	0.538	sublimation
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	submarine
submerge	0.517	0.643	0.456	submerge
submerged	0.337	0.528	0.357	submerged
submersible	0.406	0.459	0.540	submersible
submission	0.531	0.580	0.633	kev xa
submissive	0.480	0.217	0.173	tso siab tau
submit	0.635	0.448	0.500	xa
submitting	0.667	0.610	0.611	xa
subordinate	0.276	0.392	0.121	subordinate
subordination	0.270	0.527	0.343	subordination
subplot	0.469	0.413	0.446	subplot
subpoena	0.281	0.634	0.555	tsab ntawv
subscribe	0.660	0.344	0.591	subscribe
subscriber	0.562	0.398	0.570	subscriber
subscription	0.583	0.333	0.651	kev tso npe
subsequence	0.438	0.510	0.413	tom qab
subsequent	0.449	0.385	0.400	tom qab
subsequently	0.380	0.337	0.336	tom qab ntawd
subservient	0.255	0.402	0.339	subservient
subset	0.429	0.358	0.404	subset
subside	0.375	0.308	0.209	pab
subsidence	0.320	0.509	0.452	kev puas tsuaj
subsidiary	0.541	0.295	0.500	kev pab cuam
subsidize	0.604	0.615	0.589	pab
subsidy	0.573	0.462	0.517	nyiaj pab
subsist	0.573	0.418	0.472	pab
subsistence	0.510	0.404	0.491	kev noj haus
subsoil	0.429	0.240	0.382	subsoil
subspace	0.470	0.453	0.475	subspace
substance	0.615	0.422	0.528	yam khoom
substandard	0.235	0.333	0.150	substandard
substantial	0.590	0.490	0.690	qhov tseem ceeb
substantially	0.646	0.471	0.684	tseem ceeb
substantiate	0.531	0.549	0.636	pom tseeb
substantive	0.500	0.350	0.455	tseem ceeb
substation	0.469	0.461	0.491	substation
substitute	0.427	0.406	0.398	hloov
substituted	0.271	0.545	0.394	hloov
substitution	0.406	0.480	0.353	hloov
substructure	0.441	0.358	0.587	substructure
subterranean	0.469	0.306	0.432	subterranean
subtext	0.635	0.276	0.412	subtext
subtitle	0.445	0.202	0.347	subtitle
subtle	0.708	0.167	0.228	hloov maj mam
subtlety	0.615	0.176	0.363	subtlety
subtract	0.208	0.330	0.283	rho tawm
subtraction	0.163	0.382	0.349	rho tawm
subtype	0.427	0.296	0.420	subtype
suburb	0.354	0.566	0.441	suburb
suburban	0.439	0.450	0.453	suburban
suburbia	0.438	0.490	0.421	suburbia
suburbs	0.510	0.571	0.286	suburb
subversion	0.347	0.608	0.415	kev hloov pauv
subversive	0.198	0.765	0.500	subversive
subvert	0.357	0.557	0.536	subvert
subway	0.418	0.300	0.464	subway
succeed	0.926	0.755	0.926	ua tiav
succeeding	0.867	0.755	0.849	ua tiav
success	0.959	0.880	0.981	kev vam meej
successful	0.949	0.724	0.938	ua tiav
succession	0.698	0.481	0.587	kev vam meej
successive	0.635	0.471	0.518	ua tiav
successor	0.729	0.531	0.648	tus ua tiav
succinct	0.510	0.413	0.566	succinct
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	succulent
succumb	0.202	0.787	0.292	succumb
suck	0.344	0.706	0.377	nqus
sucker	0.265	0.393	0.204	nqus
sucking	0.227	0.528	0.377	nqus
suckling	0.596	0.558	0.518	nqus
sucks	0.115	0.683	0.302	nqus
suction	0.460	0.593	0.526	nqus
sudden	0.449	0.660	0.435	tam sim ntawd
suddenly	0.670	0.510	0.456	mam li nco dheev
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	foob
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	txom nyem
sufferer	0.156	0.690	0.278	tus neeg mob
suffering	0.020	0.719	0.235	kev txom nyem
suffice	0.643	0.326	0.504	txaus
sufficiency	0.594	0.438	0.576	txaus txaus
sufficient	0.833	0.330	0.588	txaus
sufficiently	0.776	0.367	0.714	txaus
suffix	0.430	0.420	0.364	lus
suffocate	0.219	0.764	0.440	ua pa
suffocating	0.133	0.774	0.429	ua tsis taus pa
suffocation	0.020	0.830	0.462	ua tsis taus pa
sugar	0.896	0.382	0.402	qab zib
suggest	0.573	0.471	0.517	qhia
suggestion	0.646	0.365	0.558	lus qhia
suggestive	0.552	0.500	0.555	qhia
suicidal	0.021	0.867	0.382	tua tus kheej
suicide	0.030	0.873	0.429	tua tus kheej
suicidebombing	0.031	0.957	0.627	suicidebombing
suit	0.776	0.282	0.482	suit
suitable	0.792	0.298	0.722	haum
suitcase	0.562	0.212	0.318	hnab
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	tus neeg foob
sulfate	0.427	0.352	0.429	sulfate
sulfur	0.173	0.530	0.364	sulfur
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	ntsej muag
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	sulfur
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	sultry
sum	0.792	0.340	0.420	sum
summarily	0.469	0.431	0.543	ntsiab lus
summarize	0.590	0.323	0.471	xaus lus
summary	0.729	0.260	0.427	Cov ntsiab lus
summation	0.766	0.337	0.594	kev xam phaj
summer	0.812	0.373	0.550	lub caij ntuj sov
summerhouse	0.796	0.308	0.443	lub caij ntuj sov
summertime	0.837	0.500	0.455	lub caij ntuj sov
summit	0.625	0.618	0.764	lub rooj sib tham
summon	0.521	0.560	0.664	hu tuaj
summons	0.552	0.604	0.598	lus hu
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	sumptuous
sun	0.877	0.400	0.681	hnub
sunbeam	0.729	0.440	0.505	hnub ci
sunburn	0.061	0.755	0.447	sunburn
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	hnub Sunday
sundial	0.643	0.225	0.406	hnub ci
sundown	0.812	0.276	0.445	hnub poob
sundry	0.543	0.369	0.407	niaj hnub
sunflower	0.878	0.231	0.270	paj noob hlis
sunglass	0.684	0.264	0.324	looj tsom iav dub
sunglasses	0.844	0.443	0.364	looj tsom iav dub
sunk	0.146	0.531	0.185	poob
sunken	0.103	0.476	0.173	poob
sunless	0.245	0.280	0.273	hnub ci
sunlight	0.906	0.407	0.639	hnub ci
sunny	0.740	0.348	0.481	hnub ci
sunrise	0.823	0.347	0.640	hnub sawv
sunroof	0.681	0.325	0.425	hnub ci
sunscreen	0.656	0.387	0.462	tshuaj pleev thaiv hnub
sunset	0.875	0.231	0.298	hnub poob
sunshine	0.885	0.297	0.769	hnub ci
suntan	0.620	0.510	0.366	suntan
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	superannuation
superb	0.980	0.708	0.852	zoo heev
superficial	0.357	0.407	0.309	daim tawv nqaij
superfluous	0.316	0.469	0.393	superfluous
superhero	0.910	0.820	0.893	superhero
superhuman	0.810	0.745	0.895	superhuman
superimposed	0.490	0.529	0.683	superimposed
superintendent	0.592	0.570	0.942	tus thawj saib xyuas
superior	0.801	0.697	0.940	superior
superiority	0.582	0.602	0.959	superiority
superlative	0.714	0.566	0.737	superlative
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	tsev loj
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	supernatural
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	superpower
supersede	0.479	0.510	0.518	supersede
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	kev ntseeg cuav
superstitious	0.281	0.545	0.514	tsis ntseeg
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	saib xyuas
supervision	0.459	0.578	0.825	kev saib xyuas
supervisor	0.615	0.479	0.933	tus saib xyuas
supper	0.708	0.429	0.552	noj hmo
suppertime	0.792	0.388	0.461	noj hmo
supplant	0.344	0.558	0.463	hloov
supple	0.812	0.528	0.436	supple
supplement	0.745	0.406	0.491	ntxiv
supplemental	0.604	0.404	0.555	ntxiv
supplementary	0.625	0.352	0.541	ntxiv
supplication	0.469	0.570	0.309	kev thov
supplier	0.615	0.462	0.736	tus neeg muag khoom
supplies	0.698	0.390	0.595	khoom siv
supply	0.708	0.519	0.603	muab
support	0.811	0.472	0.737	kev txhawb nqa
supported	0.853	0.408	0.613	txhawb
supporter	0.721	0.510	0.698	tus neeg txhawb nqa
supporters	0.763	0.539	0.558	cov neeg txhawb nqa
supporting	0.634	0.490	0.764	txhawb nqa
supportive	0.875	0.420	0.635	txhawb nqa
suppose	0.551	0.343	0.348	xav tias
supposed	0.296	0.378	0.379	xav
supposing	0.449	0.451	0.357	xav tias
supposition	0.531	0.408	0.526	kev xav
suppress	0.281	0.559	0.509	txwv
suppression	0.267	0.541	0.537	kev quab yuam
supremacy	0.794	0.706	0.943	siab tshaj
supreme	0.812	0.700	0.974	siab tshaj
supremely	0.833	0.725	0.897	zoo tshaj
surcharge	0.375	0.528	0.500	tus nqi ntxiv
sure	0.724	0.270	0.793	paub meej
surety	0.776	0.365	0.750	paub tseeb
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	nto
surfboard	0.729	0.730	0.387	surfboard
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	surge
surgeon	0.500	0.598	0.793	kws phais
surgery	0.286	0.769	0.600	phais
surgical	0.327	0.696	0.723	phais
surly	0.221	0.469	0.493	surly
surmise	0.529	0.400	0.347	xav tias
surname	0.670	0.250	0.493	npe
surpassing	0.719	0.660	0.720	tshaj
surplus	0.602	0.680	0.630	nyiaj seem
surprise	0.875	0.875	0.562	xav tsis thoob
surprised	0.784	0.855	0.539	xav tsis thoob
surprises	0.875	0.769	0.632	xav tsis thoob
surprising	0.888	0.790	0.692	xav tsis thoob
surprisingly	0.847	0.793	0.819	xav tsis thoob
surreal	0.550	0.529	0.670	surreal
surrender	0.115	0.396	0.186	tso siab rau
surrendering	0.198	0.411	0.245	kev tso siab
surrogate	0.406	0.590	0.472	cev xeeb tub
surround	0.542	0.623	0.627	ncig
surrounding	0.531	0.422	0.669	nyob ib puag ncig
surroundings	0.600	0.346	0.492	ib puag ncig
surveillance	0.365	0.720	0.718	kev soj ntsuam
survey	0.580	0.357	0.379	kev soj ntsuam
surveying	0.488	0.455	0.682	kev soj ntsuam
surveyor	0.545	0.337	0.648	tus kws tshawb fawb
survival	0.541	0.798	0.879	ciaj sia
survive	0.770	0.824	0.726	ciaj sia
surviving	0.646	0.836	0.721	ciaj sia
survivor	0.677	0.750	0.815	tus ciaj sia
susceptibility	0.458	0.627	0.364	kev raug mob
susceptible	0.438	0.449	0.304	raug mob
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	xav tias
suspected	0.173	0.755	0.452	xav tias
suspend	0.240	0.320	0.368	ncua
suspended	0.224	0.402	0.368	raug tshem tawm
suspenders	0.391	0.333	0.500	tshem tawm
suspense	0.286	0.775	0.402	xav tsis thoob
suspension	0.288	0.530	0.426	kev ncua
suspicion	0.204	0.711	0.377	kev xav tsis thoob
suspicions	0.208	0.745	0.500	kev xav tsis thoob
suspicious	0.153	0.745	0.431	xav tsis thoob
sustain	0.635	0.358	0.593	txhawb nqa
sustained	0.649	0.340	0.580	txhawb nqa
sustenance	0.820	0.519	0.679	noj haus
suture	0.240	0.510	0.510	suture
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	xus
swab	0.470	0.364	0.259	swb
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	nqos
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	pas dej
swamped	0.156	0.480	0.270	ua luam dej
swampy	0.306	0.390	0.412	swampy
swan	0.781	0.225	0.357	swan
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	sib pauv
swarm	0.302	0.735	0.458	swarm
swarming	0.375	0.600	0.435	swarming
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat ua
sway	0.690	0.596	0.721	sway
swear	0.601	0.577	0.658	cog lus
swearing	0.333	0.559	0.586	cog lus
sweat	0.388	0.579	0.297	hws
sweater	0.704	0.245	0.295	sweater
sweating	0.292	0.667	0.265	tawm hws
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	tawm hws
sweep	0.448	0.385	0.383	cheb
sweeper	0.470	0.549	0.414	tus sweeper
sweeping	0.344	0.431	0.355	cheb
sweet	0.668	0.418	0.382	qab zib
sweeten	0.908	0.455	0.423	qab zib
sweetened	0.940	0.461	0.398	qab zib
sweetener	0.670	0.333	0.330	khoom qab zib
sweetest	0.959	0.500	0.370	qab zib tshaj
sweetheart	0.959	0.423	0.509	tus hlub
sweetie	0.990	0.549	0.560	qab zib
sweetness	0.906	0.474	0.528	qab zib
sweets	0.910	0.422	0.321	khoom qab zib
swell	0.360	0.679	0.348	o tuaj
swelling	0.323	0.608	0.250	o
sweltering	0.204	0.644	0.362	cua sov
swerve	0.276	0.612	0.357	swb
swift	0.760	0.776	0.698	nrawm
swiftly	0.660	0.885	0.618	nrawm
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	ua luam dej
swimmer	0.657	0.698	0.610	ua luam dej
swimming	0.760	0.559	0.524	ua luam dej
swimsuit	0.740	0.373	0.269	swimsuit
swindle	0.122	0.740	0.439	swindle
swindler	0.125	0.721	0.575	tus neeg dag
swine	0.340	0.519	0.277	npua
swing	0.602	0.510	0.481	viav vias
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	viav vias
swipe	0.573	0.450	0.266	swb
swirl	0.490	0.726	0.639	swirl
swish	0.562	0.510	0.474	swb
switch	0.500	0.538	0.509	hloov
switchblade	0.357	0.596	0.528	switchblade
switchboard	0.571	0.519	0.558	switchboard
swivel	0.562	0.480	0.500	tig
swollen	0.236	0.510	0.277	o
swoon	0.292	0.510	0.160	swoon
swoop	0.479	0.618	0.446	swop
sword	0.438	0.653	0.713	ntaj
swordfish	0.564	0.520	0.442	nuv ntses
swordplay	0.616	0.750	0.528	ntaj ua si
swordsman	0.395	0.857	0.696	swordsman
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	lus
syllabus	0.736	0.370	0.643	cov ntawv kawm
symbiotic	0.832	0.425	0.406	symbiotic
symbol	0.643	0.388	0.527	cim
symbolic	0.670	0.385	0.574	cim
symbolically	0.582	0.385	0.648	cim
symbolism	0.688	0.347	0.640	lub cim
symbolize	0.633	0.327	0.673	cim
symmetric	0.745	0.212	0.588	symmetrical
symmetrical	0.542	0.263	0.569	symmetrical
symmetry	0.604	0.274	0.500	symmetry
sympathetic	0.796	0.434	0.609	txaus siab
sympathize	0.770	0.627	0.644	ua siab ntev
sympathy	0.827	0.497	0.634	kev xav
symphonic	0.775	0.545	0.566	symphonic
symphony	0.765	0.490	0.600	symphony
symposium	0.573	0.394	0.644	kev sib tham
symptom	0.380	0.529	0.434	cov tsos mob
symptomatic	0.367	0.434	0.491	cov tsos mob
synagogue	0.531	0.300	0.544	lub tsev teev ntuj
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	synchronization
synchronize	0.781	0.361	0.654	synchronize
synchronous	0.600	0.538	0.545	synchronous
syncope	0.245	0.538	0.398	syncope
syndicate	0.439	0.491	0.673	koom haum
syndrome	0.229	0.510	0.246	syndrome
synergistic	0.571	0.550	0.547	kev sib koom ua ke
synergy	0.667	0.510	0.720	kev sib koom ua ke
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	lub ntsiab lus
synonymous	0.480	0.323	0.400	lub ntsiab lus
synopsis	0.541	0.390	0.482	cov ntsiab lus
synoptic	0.561	0.510	0.596	synoptic
syntax	0.531	0.346	0.559	syntax
synthesis	0.604	0.315	0.377	synthesis
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	hluavtaws
syphilis	0.071	0.606	0.245	mob syphilis
syringe	0.250	0.680	0.330	koob txhaj
syrup	0.620	0.223	0.318	syrup
system	0.615	0.346	0.764	qhov system
systematic	0.617	0.444	0.594	systematic
systematically	0.690	0.390	0.651	systematically
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	lub tsev ntaub sib ntsib
table	0.551	0.170	0.284	rooj
tableau	0.531	0.302	0.321	rooj
tablecloth	0.480	0.165	0.215	ntaub pua rooj
tablespoon	0.490	0.353	0.245	diav
tablet	0.562	0.330	0.438	ntsiav tshuaj
tableware	0.677	0.250	0.276	tais diav
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	taboo
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	tabulate
tabulation	0.396	0.346	0.526	tabulation
tachometer	0.398	0.394	0.518	lub tachometer
tacit	0.459	0.340	0.473	tacit
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	daws
tackled	0.438	0.612	0.569	tackled
tackling	0.480	0.694	0.613	tackling
tacky	0.245	0.490	0.373	tacky
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	kev txawj ntse
tactful	0.704	0.292	0.537	tactful
tactic	0.531	0.434	0.798	tswv yim
tactical	0.594	0.481	0.684	tactical
tactics	0.583	0.676	0.774	tactics
tactile	0.573	0.410	0.491	tactile
tad	0.459	0.240	0.250	ua tad
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	qab
tailed	0.438	0.358	0.351	qab
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	cov tailings
taillight	0.479	0.367	0.283	lub teeb
tailor	0.573	0.206	0.450	tus kws kho mob
tailoring	0.673	0.540	0.566	kev txiav
tailpipe	0.460	0.429	0.409	cev
taint	0.141	0.425	0.226	tsis ncaj
take	0.828	0.537	0.348	coj
takeoff	0.755	0.884	0.626	tshem tawm
takeout	0.736	0.392	0.368	nqa tawm
takeover	0.663	0.531	0.861	coj mus
taker	0.375	0.521	0.618	coj
talcum	0.500	0.196	0.291	talcum
tale	0.663	0.300	0.336	zaj dab neeg
talent	0.959	0.607	0.811	txuj ci
talented	0.939	0.635	0.938	txawj ntse
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	tham
talkative	0.562	0.673	0.535	hais lus
talker	0.500	0.604	0.552	tus hais lus
tall	0.725	0.591	0.538	siab
tallies	0.551	0.290	0.402	siab
tallow	0.344	0.283	0.290	siab
tally	0.542	0.420	0.518	lus
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	talons
tambourine	0.622	0.548	0.348	tambourine
tame	0.560	0.604	0.642	nyob
tamer	0.385	0.783	0.815	tamer
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	txiv kab ntxwv
tangible	0.646	0.350	0.679	pom tau
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	tangled
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tank saum
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	tanned
tantalizing	0.525	0.788	0.625	tantalizing
tantamount	0.633	0.288	0.670	tantamount
tantrum	0.219	0.817	0.404	kev xav
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	tap
tape	0.531	0.277	0.254	daim kab xev
tape measure	0.406	0.250	0.360	daim kab xev ntsuas
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	tapering
tapestry	0.520	0.176	0.362	tapestry
tapeworm	0.357	0.334	0.331	tapeworm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	taps
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	qeeb
tardy	0.204	0.592	0.293	tady
target	0.633	0.573	0.798	phiaj
targeted	0.573	0.537	0.573	hom phiaj
targeting	0.510	0.420	0.580	hom phiaj
tariff	0.459	0.402	0.491	tus nqi
tarmac	0.357	0.302	0.398	tarmac
tarnish	0.204	0.441	0.342	ua kua muag
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	txoj hauj lwm
tassel	0.552	0.330	0.307	tassel
taste	0.802	0.406	0.465	saj
tasteful	0.918	0.458	0.625	saj qab
tasteless	0.146	0.196	0.148	tsis qab
tasting	0.781	0.603	0.600	saj
tasty	0.959	0.786	0.555	qab
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	lus
tattoo	0.490	0.602	0.525	tattoo
taught	0.814	0.481	0.642	qhia
taunt	0.083	0.696	0.355	thuam
taupe	0.406	0.340	0.386	taup
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	tavern
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	tawv
tax	0.260	0.481	0.534	se
taxed	0.255	0.456	0.500	ua se
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxicab
taxonomy	0.370	0.410	0.630	taxonomy
taxpayer	0.592	0.528	0.647	tus neeg them se
tea	0.698	0.163	0.370	tshuaj yej
teach	0.840	0.510	0.852	qhia
teacher	0.760	0.404	0.885	xib fwb
teaching	0.822	0.444	0.736	kev qhia
teacup	0.633	0.135	0.277	khob dej cawv
teahouse	0.802	0.314	0.288	tshuaj yej
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	pab neeg
teamjesus	0.673	0.453	0.536	teamyexus
teammate	0.865	0.449	0.660	phooj ywg
teamwork	0.918	0.490	0.773	pab neeg ua haujlwm
teapot	0.479	0.110	0.309	tshuaj yej
tear	0.404	0.620	0.327	kua muag
tearful	0.208	0.500	0.184	kua muag
tearsofjoy	0.926	0.740	0.455	kua muag
teary	0.167	0.473	0.216	kua muag
tease	0.317	0.790	0.432	luag
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	dag
teaspoon	0.521	0.330	0.221	teaspoon
teat	0.612	0.469	0.328	qog
teatime	0.847	0.159	0.339	tshuaj yej
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technical
technicality	0.632	0.471	0.661	technicality
technician	0.592	0.510	0.713	kws kho mob
technique	0.760	0.414	0.593	txheej txheem
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	tshuab
technology	0.776	0.490	0.825	tshuab
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teddy dais
tedious	0.104	0.406	0.241	ntxhov siab
tedium	0.224	0.331	0.298	nyuaj
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	teem caij
teen	0.729	0.531	0.568	hluas
teenager	0.781	0.593	0.527	tub hluas
teens	0.653	0.660	0.440	cov hluas
teensy	0.520	0.427	0.347	hluas
teeny	0.427	0.418	0.216	hluas
teeth	0.520	0.388	0.427	cov hniav
teething	0.396	0.471	0.474	hniav
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	xov tooj
telegraph	0.594	0.423	0.400	xov tooj
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetry
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	telepathy
telephone	0.694	0.520	0.425	xov tooj
telescope	0.531	0.340	0.500	telescope
telescopic	0.490	0.290	0.660	telescopic
telethon	0.643	0.641	0.473	xov tooj
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	xov tooj cua
television	0.633	0.391	0.547	tv
tell	0.551	0.350	0.457	qhia
teller	0.500	0.395	0.443	tus qhia
telling	0.719	0.441	0.527	qhia
telltale	0.240	0.663	0.426	lus
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	npau taws
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	npau taws
temperamental	0.316	0.774	0.608	temperamental
temperance	0.500	0.294	0.639	kev kub ntxhov
temperate	0.469	0.394	0.593	kub
temperature	0.521	0.559	0.473	kub
tempered	0.583	0.437	0.667	kub siab
tempest	0.245	0.843	0.653	cua daj cua dub
template	0.479	0.311	0.411	tus qauv
temple	0.612	0.269	0.660	tuam tsev
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	lub cev
temporarily	0.500	0.365	0.373	ib ntus
temporary	0.458	0.415	0.324	ib ntus
tempt	0.210	0.677	0.500	kev sim siab
temptation	0.365	0.817	0.560	kev sim siab
tempting	0.615	0.740	0.519	kev ntxias
temptress	0.427	0.787	0.667	temptress
ten	0.562	0.260	0.406	kaum
tenable	0.741	0.412	0.636	tenable
tenacious	0.724	0.658	0.692	siab tawv
tenacity	0.740	0.657	0.889	siab tawv
tenancy	0.500	0.458	0.605	kev xauj tsev
tenant	0.385	0.360	0.398	tus neeg xauj tsev
tend	0.604	0.398	0.412	nyiam
tendency	0.684	0.500	0.675	nyiam
tender	0.630	0.520	0.509	kev sib tw
tenderfoot	0.469	0.421	0.438	ko taw taw
