English Word	Valence	Arousal	Dominance	Russian Word
superlative	0.714	0.566	0.737	превосходная степень
superman	0.945	0.794	0.929	супермен
supermarket	0.690	0.547	0.571	супермаркет
supermodel	0.880	0.663	0.698	супермодель
supernatant	0.500	0.500	0.565	супернатант
supernatural	0.622	0.824	0.733	сверхъестественное
supernova	0.729	0.673	0.827	сверхновая
superposition	0.480	0.570	0.806	суперпозиция
superpower	0.806	0.784	0.972	супер сила
supersede	0.479	0.510	0.518	заменять
superstar	0.885	0.860	0.880	супер звезда
superstition	0.177	0.640	0.418	суеверие
superstitious	0.281	0.545	0.514	суеверный
superstore	0.719	0.600	0.640	супермаркет
supervise	0.698	0.555	0.889	контролировать
supervision	0.459	0.578	0.825	надзор
supervisor	0.615	0.479	0.933	руководитель
supper	0.708	0.429	0.552	ужин
suppertime	0.792	0.388	0.461	время ужина
supplant	0.344	0.558	0.463	вытеснять
supple	0.812	0.528	0.436	гибкий
supplement	0.745	0.406	0.491	добавка
supplemental	0.604	0.404	0.555	дополнительный
supplementary	0.625	0.352	0.541	дополнительный
supplication	0.469	0.570	0.309	мольба
supplier	0.615	0.462	0.736	поставщик
supplies	0.698	0.390	0.595	запасы
supply	0.708	0.519	0.603	поставлять
support	0.811	0.472	0.737	поддерживать
supported	0.853	0.408	0.613	поддерживается
supporter	0.721	0.510	0.698	сторонник
supporters	0.763	0.539	0.558	сторонники
supporting	0.634	0.490	0.764	поддержка
supportive	0.875	0.420	0.635	поддерживающий
suppose	0.551	0.343	0.348	предполагать
supposed	0.296	0.378	0.379	предполагаемый
supposing	0.449	0.451	0.357	полагая
supposition	0.531	0.408	0.526	предположение
suppress	0.281	0.559	0.509	подавлять
suppression	0.267	0.541	0.537	подавление
supremacy	0.794	0.706	0.943	превосходство
supreme	0.812	0.700	0.974	верховный
supremely	0.833	0.725	0.897	в высшей степени
surcharge	0.375	0.528	0.500	доплата
sure	0.724	0.270	0.793	Конечно
surety	0.776	0.365	0.750	поручительство
surf	0.847	0.650	0.500	прибой
surface	0.448	0.375	0.604	поверхность
surfboard	0.729	0.730	0.387	доска для серфинга
surfer	0.704	0.701	0.554	серфер
surge	0.449	0.684	0.500	всплеск
surgeon	0.500	0.598	0.793	хирург
surgery	0.286	0.769	0.600	операция
surgical	0.327	0.696	0.723	хирургический
surly	0.221	0.469	0.493	угрюмый
surmise	0.529	0.400	0.347	догадываться
surname	0.670	0.250	0.493	фамилия
surpassing	0.719	0.660	0.720	превосходящий
surplus	0.602	0.680	0.630	излишек
surprise	0.875	0.875	0.562	сюрприз
surprised	0.784	0.855	0.539	удивлен
surprises	0.875	0.769	0.632	сюрпризы
surprising	0.888	0.790	0.692	удивительный
surprisingly	0.847	0.793	0.819	удивительно
surreal	0.550	0.529	0.670	сюрреалистичный
surrender	0.115	0.396	0.186	сдаваться
surrendering	0.198	0.411	0.245	капитуляция
surrogate	0.406	0.590	0.472	суррогат
surround	0.542	0.623	0.627	окружать
surrounding	0.531	0.422	0.669	окружающий
surroundings	0.600	0.346	0.492	окрестности
surveillance	0.365	0.720	0.718	наблюдение
survey	0.580	0.357	0.379	опрос
surveying	0.488	0.455	0.682	геодезия
surveyor	0.545	0.337	0.648	геодезист
survival	0.541	0.798	0.879	выживание
survive	0.770	0.824	0.726	выживать
surviving	0.646	0.836	0.721	выживший
survivor	0.677	0.750	0.815	оставшийся в живых
susceptibility	0.458	0.627	0.364	восприимчивость
susceptible	0.438	0.449	0.304	восприимчивый
sushi	0.698	0.343	0.394	суши
suspect	0.133	0.750	0.509	подозревать
suspected	0.173	0.755	0.452	подозреваемый
suspend	0.240	0.320	0.368	приостановить
suspended	0.224	0.402	0.368	приостановленный
suspenders	0.391	0.333	0.500	подтяжки
suspense	0.286	0.775	0.402	неизвестность
suspension	0.288	0.530	0.426	приостановка
suspicion	0.204	0.711	0.377	подозрение
suspicions	0.208	0.745	0.500	подозрения
suspicious	0.153	0.745	0.431	подозрительный
sustain	0.635	0.358	0.593	поддерживать
sustained	0.649	0.340	0.580	устойчивый
sustenance	0.820	0.519	0.679	пропитание
suture	0.240	0.510	0.510	шов
suv	0.552	0.431	0.446	внедорожник
sux	0.406	0.531	0.331	Сукс
swab	0.470	0.364	0.259	тампон
swag	0.656	0.676	0.654	раскачиваться
swagger	0.333	0.731	0.538	чванство
swallow	0.466	0.608	0.436	глотать
swami	0.510	0.547	0.491	свами
swamp	0.245	0.425	0.235	болото
swamped	0.156	0.480	0.270	заболоченный
swampy	0.306	0.390	0.412	болотистый
swan	0.781	0.225	0.357	лебедь
swank	0.490	0.500	0.442	щегольство
swap	0.552	0.500	0.509	менять
swarm	0.302	0.735	0.458	рой
swarming	0.375	0.600	0.435	роящийся
swastika	0.316	0.472	0.491	свастика
swat	0.380	0.694	0.571	шлепнуть
sway	0.690	0.596	0.721	качаться
swear	0.601	0.577	0.658	ругаться
swearing	0.333	0.559	0.586	клятва
sweat	0.388	0.579	0.297	пот
sweater	0.704	0.245	0.295	свитер
sweating	0.292	0.667	0.265	потливость
sweatshirt	0.510	0.368	0.353	фуфайка
sweatshop	0.385	0.797	0.602	потогонная мастерская
sweaty	0.281	0.540	0.304	потный
sweep	0.448	0.385	0.383	подметать
sweeper	0.470	0.549	0.414	дворник
sweeping	0.344	0.431	0.355	подметание
sweet	0.668	0.418	0.382	сладкий
sweeten	0.908	0.455	0.423	подсластить
sweetened	0.940	0.461	0.398	подслащенный
sweetener	0.670	0.333	0.330	подсластитель
sweetest	0.959	0.500	0.370	самый сладкий
sweetheart	0.959	0.423	0.509	дорогой
sweetie	0.990	0.549	0.560	милый
sweetness	0.906	0.474	0.528	сладость
sweets	0.910	0.422	0.321	сладости
swell	0.360	0.679	0.348	опухать
swelling	0.323	0.608	0.250	припухлость
sweltering	0.204	0.644	0.362	душный
swerve	0.276	0.612	0.357	отклоняться
swift	0.760	0.776	0.698	быстрый
swiftly	0.660	0.885	0.618	быстро
swig	0.604	0.481	0.406	глоток
swill	0.427	0.528	0.322	пойло
swim	0.688	0.461	0.529	плавать
swimmer	0.657	0.698	0.610	пловец
swimming	0.760	0.559	0.524	плавание
swimsuit	0.740	0.373	0.269	купальник
swindle	0.122	0.740	0.439	обманывать
swindler	0.125	0.721	0.575	мошенник
swine	0.340	0.519	0.277	свинья
swing	0.602	0.510	0.481	качать
swinger	0.459	0.778	0.482	свингер
swinging	0.656	0.510	0.312	качается
swipe	0.573	0.450	0.266	проведите пальцем
swirl	0.490	0.726	0.639	Водоворот
swish	0.562	0.510	0.474	взмах
switch	0.500	0.538	0.509	выключатель
switchblade	0.357	0.596	0.528	выкидной нож
switchboard	0.571	0.519	0.558	коммутатор
swivel	0.562	0.480	0.500	поворотный
swollen	0.236	0.510	0.277	вздутый
swoon	0.292	0.510	0.160	обморок
swoop	0.479	0.618	0.446	налетать
sword	0.438	0.653	0.713	меч
swordfish	0.564	0.520	0.442	рыба-меч
swordplay	0.616	0.750	0.528	фехтование
swordsman	0.395	0.857	0.696	фехтовальщик
sycamore	0.500	0.401	0.527	платан
syllable	0.448	0.250	0.417	слог
syllabus	0.736	0.370	0.643	учебный план
symbiotic	0.832	0.425	0.406	симбиотический
symbol	0.643	0.388	0.527	символ
symbolic	0.670	0.385	0.574	символический
symbolically	0.582	0.385	0.648	символически
symbolism	0.688	0.347	0.640	символизм
symbolize	0.633	0.327	0.673	символизировать
symmetric	0.745	0.212	0.588	симметричный
symmetrical	0.542	0.263	0.569	симметричный
symmetry	0.604	0.274	0.500	симметрия
sympathetic	0.796	0.434	0.609	симпатичный
sympathize	0.770	0.627	0.644	сочувствовать
sympathy	0.827	0.497	0.634	сочувствие
symphonic	0.775	0.545	0.566	симфонический
symphony	0.765	0.490	0.600	симфония
symposium	0.573	0.394	0.644	симпозиум
symptom	0.380	0.529	0.434	симптом
symptomatic	0.367	0.434	0.491	симптоматический
synagogue	0.531	0.300	0.544	синагога
synapse	0.660	0.471	0.491	синапс
synaptic	0.573	0.553	0.622	синаптический
sync	0.802	0.440	0.670	синхронизировать
synchronize	0.781	0.361	0.654	синхронизировать
synchronous	0.600	0.538	0.545	синхронный
syncope	0.245	0.538	0.398	обморок
syndicate	0.439	0.491	0.673	синдикат
syndrome	0.229	0.510	0.246	синдром
synergistic	0.571	0.550	0.547	синергетический
synergy	0.667	0.510	0.720	синергия
synod	0.469	0.377	0.574	синод
synonym	0.615	0.210	0.433	синоним
synonymous	0.480	0.323	0.400	синонимичный
synopsis	0.541	0.390	0.482	синопсис
synoptic	0.561	0.510	0.596	синоптический
syntax	0.531	0.346	0.559	синтаксис
synthesis	0.604	0.315	0.377	синтез
synthesizer	0.500	0.410	0.592	синтезатор
synthetic	0.396	0.350	0.519	синтетический
syphilis	0.071	0.606	0.245	сифилис
syringe	0.250	0.680	0.330	шприц
syrup	0.620	0.223	0.318	сироп
system	0.615	0.346	0.764	система
systematic	0.617	0.444	0.594	систематический
systematically	0.690	0.390	0.651	систематически
t-shirt	0.815	0.286	0.284	Футболка
tab	0.594	0.208	0.308	вкладка
tabasco	0.375	0.546	0.404	табаско
tabby	0.510	0.426	0.387	полосатый
tabernacle	0.408	0.480	0.605	скиния
table	0.551	0.170	0.284	стол
tableau	0.531	0.302	0.321	картина
tablecloth	0.480	0.165	0.215	скатерть
tablespoon	0.490	0.353	0.245	столовая ложка
tablet	0.562	0.330	0.438	планшет
tableware	0.677	0.250	0.276	посуда
tabloid	0.438	0.365	0.444	таблоид
taboo	0.198	0.794	0.482	табу
tabular	0.438	0.330	0.462	табличный
tabulate	0.480	0.403	0.598	табулировать
tabulation	0.396	0.346	0.526	подведение итогов
tachometer	0.398	0.394	0.518	тахометр
tacit	0.459	0.340	0.473	молчаливый
tack	0.365	0.431	0.431	лавировать
tackle	0.365	0.686	0.569	снасти
tackled	0.438	0.612	0.569	занялся
tackling	0.480	0.694	0.613	борьба
tacky	0.245	0.490	0.373	безвкусный
taco	0.561	0.353	0.277	тако
tact	0.550	0.417	0.417	такт
tactful	0.704	0.292	0.537	тактичный
tactic	0.531	0.434	0.798	тактика
tactical	0.594	0.481	0.684	тактический
tactics	0.583	0.676	0.774	тактика
tactile	0.573	0.410	0.491	тактильный
tad	0.459	0.240	0.250	немного
tadpole	0.350	0.434	0.218	головастик
taffeta	0.604	0.279	0.405	тафта
taffy	0.448	0.431	0.204	ириска
tag	0.612	0.353	0.375	ярлык
tail	0.480	0.272	0.293	хвост
tailed	0.438	0.358	0.351	хвостатый
tailgate	0.323	0.340	0.398	задняя дверь
tailings	0.439	0.311	0.446	хвосты
taillight	0.479	0.367	0.283	задний свет
tailor	0.573	0.206	0.450	портной
tailoring	0.673	0.540	0.566	портняжное дело
tailpipe	0.460	0.429	0.409	выхлопная труба
taint	0.141	0.425	0.226	портить
take	0.828	0.537	0.348	брать
takeoff	0.755	0.884	0.626	Отгул
takeout	0.736	0.392	0.368	выиграть
takeover	0.663	0.531	0.861	перенимать
taker	0.375	0.521	0.618	берущий
talcum	0.500	0.196	0.291	тальк
tale	0.663	0.300	0.336	сказка
talent	0.959	0.607	0.811	талант
talented	0.939	0.635	0.938	талантливый
talisman	0.704	0.542	0.642	талисман
talk	0.833	0.346	0.594	разговаривать
talkative	0.562	0.673	0.535	разговорчивый
talker	0.500	0.604	0.552	болтун
tall	0.725	0.591	0.538	высокий
tallies	0.551	0.290	0.402	подсчеты
tallow	0.344	0.283	0.290	жир
tally	0.542	0.420	0.518	подсчитывать
talon	0.344	0.569	0.475	коготь
talons	0.320	0.698	0.525	когти
tambourine	0.622	0.548	0.348	бубен
tame	0.560	0.604	0.642	приручить
tamer	0.385	0.783	0.815	укротитель
taming	0.569	0.514	0.575	укрощение
tamper	0.184	0.802	0.545	вмешиваться
tampon	0.396	0.394	0.345	тампон
tan	0.643	0.460	0.444	загар
tandem	0.552	0.406	0.485	тандем
tang	0.594	0.383	0.340	сильный запах
tangent	0.573	0.373	0.454	касательная
tangerine	0.571	0.271	0.395	мандарин
tangible	0.646	0.350	0.679	заметный
tangle	0.354	0.545	0.254	клубок
tangled	0.260	0.539	0.316	запутанный
tango	0.622	0.560	0.430	танго
tank	0.431	0.454	0.634	бак
tank top	0.610	0.371	0.371	майка
tanker	0.520	0.647	0.713	танкер
tanned	0.615	0.550	0.491	загорелый
tantalizing	0.525	0.788	0.625	дразнящий
tantamount	0.633	0.288	0.670	равносильно
tantrum	0.219	0.817	0.404	истерика
taoism	0.490	0.250	0.456	даосизм
tap	0.461	0.370	0.349	нажмите
tape	0.531	0.277	0.254	лента
tape measure	0.406	0.250	0.360	рулетка
taper	0.541	0.410	0.415	конусность
tapering	0.344	0.380	0.237	сужение
tapestry	0.520	0.176	0.362	гобелен
tapeworm	0.357	0.334	0.331	ленточный червь
tapioca	0.594	0.297	0.324	тапиока
taps	0.448	0.378	0.409	краны
tar	0.438	0.440	0.570	смола
tarantula	0.260	0.718	0.544	тарантул
tardiness	0.296	0.452	0.260	опоздание
tardy	0.204	0.592	0.293	опоздавший
target	0.633	0.573	0.798	цель
targeted	0.573	0.537	0.573	целевой
targeting	0.510	0.420	0.580	таргетинг
tariff	0.459	0.402	0.491	тариф
tarmac	0.357	0.302	0.398	асфальт
tarnish	0.204	0.441	0.342	тускнеть
tarot	0.479	0.422	0.430	Таро
tarp	0.479	0.210	0.364	брезент
tarry	0.392	0.413	0.388	медлить
tart	0.719	0.380	0.219	пирог
