English Word	Valence	Arousal	Dominance	Somali Word
trademark	0.667	0.344	0.750	calaamada ganacsiga
trader	0.562	0.632	0.854	ganacsade
tradesman	0.531	0.431	0.664	ganacsade
trading	0.635	0.602	0.705	ganacsi
tradition	0.830	0.430	0.750	dhaqan
traditional	0.677	0.221	0.604	dhaqan
traffic	0.323	0.559	0.518	gaadiidka
traffic light	0.490	0.469	0.479	taraafikada
trafficking	0.250	0.710	0.399	ka ganacsiga
tragedies	0.100	0.910	0.442	masiibooyinka
tragedy	0.052	0.843	0.340	musiibo
tragic	0.048	0.904	0.396	naxdin leh
trail	0.600	0.322	0.455	raad
trailer	0.541	0.490	0.473	trailer
train	0.666	0.705	0.620	tareen
train set	0.604	0.598	0.464	dhigay tareenka
trained	0.771	0.538	0.645	tababaran
trainee	0.627	0.408	0.352	tababare
trainer	0.698	0.719	0.824	tababare
training	0.714	0.776	0.788	tababarka
trait	0.469	0.365	0.453	sifo
traitor	0.112	0.796	0.491	khaa'inul waddan
traitorous	0.073	0.745	0.412	khaa'inul waddan
trajectory	0.653	0.558	0.779	jihayn
tram	0.667	0.628	0.492	taraamka
tramp	0.108	0.510	0.182	tuman
trample	0.235	0.764	0.562	ku tuman
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	jidka taraamka
trance	0.469	0.481	0.382	dhalanteed
tranquil	0.917	0.094	0.355	degganaansho
tranquility	0.840	0.135	0.442	xasilloonida
tranquilizer	0.510	0.236	0.596	dejiye
transact	0.521	0.625	0.680	macaamil ganacsi
transaction	0.650	0.577	0.579	wax kala iibsiga
transatlantic	0.724	0.596	0.706	transatlantic
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	ka gudbid
transcendence	0.656	0.608	0.754	dhaafid
transcendent	0.667	0.600	0.824	ka gudubtay
transcendental	0.635	0.652	0.842	transcendental
transcribe	0.500	0.394	0.573	qor
transcriber	0.490	0.420	0.615	qoraa
transcript	0.639	0.398	0.528	qoraal
transcription	0.592	0.455	0.615	qoraal ahaan
transfer	0.702	0.490	0.519	wareejin
transference	0.592	0.294	0.551	wareejin
transferred	0.480	0.450	0.409	wareejin
transfixed	0.427	0.660	0.528	beddelmay
transform	0.735	0.667	0.696	isbedel
transformation	0.796	0.618	0.770	isbadal
transformer	0.582	0.582	0.723	transformer
transfusion	0.417	0.730	0.557	ku shubid
transgression	0.158	0.890	0.611	xadgudub
transient	0.510	0.405	0.430	ku meel gaadh ah
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	maraan
transition	0.605	0.561	0.558	kala guurka
transitional	0.573	0.472	0.491	ku meel gaar ah
transitive	0.479	0.377	0.414	kala guurid
transitory	0.438	0.450	0.407	ku meel gaadh ah
translate	0.604	0.423	0.462	turjun
translation	0.633	0.435	0.598	turjumaada
translator	0.760	0.412	0.473	turjumaan
translocation	0.367	0.612	0.564	tarjumid
translucent	0.600	0.500	0.389	translucent
transmission	0.688	0.490	0.611	gudbinta
transmit	0.836	0.581	0.673	gudbin
transmitter	0.520	0.511	0.719	gudbiye
transmutation	0.438	0.740	0.737	is-beddelid
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	hufnaan
transparent	0.542	0.330	0.667	hufan
transplant	0.445	0.806	0.620	tallaalid
transplantation	0.531	0.694	0.610	tallaalid
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	gaadiidka
transportation	0.667	0.560	0.472	gaadiidka
transporter	0.615	0.625	0.750	qaade
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	gudbin
transsexual	0.264	0.815	0.423	galmo-galmo
transverse	0.429	0.429	0.525	leexleexan
transvestite	0.270	0.675	0.373	transvestite
trap	0.104	0.610	0.391	dabin
trapdoor	0.094	0.670	0.462	dabin
trapeze	0.542	0.625	0.566	dabin
trapped	0.135	0.615	0.380	xayiran
trapper	0.296	0.654	0.491	dabin
trapping	0.333	0.621	0.491	dabin
trappings	0.458	0.462	0.370	dabinnada
traps	0.235	0.673	0.481	dabinada
trash	0.163	0.541	0.154	qashinka
trashy	0.071	0.380	0.161	qashinka
trauma	0.112	0.792	0.453	dhaawac
traumatic	0.062	0.885	0.427	naxdin leh
travail	0.500	0.677	0.620	foosha
travel	0.931	0.689	0.535	safar
traveler	0.837	0.571	0.700	socotada
traveling	0.900	0.750	0.582	socdaalka
traverse	0.571	0.590	0.629	mari
travesty	0.354	0.644	0.407	kharriban
trawl	0.255	0.590	0.464	jarid
trawler	0.316	0.430	0.405	cagaf
tray	0.549	0.250	0.345	saxaarad
treacherous	0.112	0.815	0.402	khiyaano badan
treachery	0.104	0.852	0.448	khiyaamo
tread	0.510	0.520	0.426	tuman
treadmill	0.459	0.636	0.436	mashiinka tumanka
treason	0.094	0.806	0.552	khiyaamo Qaran
treasure	0.927	0.592	0.821	hanti
treasured	0.849	0.471	0.730	qaddarin
treasurer	0.694	0.456	0.755	khasnajiga
treasures	0.867	0.771	0.842	khasnado
treasury	0.812	0.541	0.736	khasnadda
treat	0.573	0.571	0.436	daweyn
treatable	0.780	0.302	0.560	la daweyn karo
treatise	0.604	0.407	0.613	daweyn
treatment	0.663	0.386	0.620	daaweynta
treaty	0.646	0.382	0.667	heshiis
treble	0.358	0.471	0.466	saddexley
tree	0.670	0.118	0.442	geed
trees	0.653	0.137	0.537	geedaha
trek	0.469	0.530	0.535	socod
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	gariir
trembling	0.177	0.824	0.324	gariiraya
tremendous	0.600	0.888	0.773	weyn
tremendously	0.719	0.722	0.661	si weyn
tremor	0.104	0.833	0.455	gariir
trench	0.429	0.760	0.429	jeex
trend	0.625	0.458	0.706	isbeddel
trending	0.750	0.472	0.600	isbeddelaya
trendy	0.713	0.520	0.536	habaysan
trepidation	0.582	0.594	0.464	gariir
trespass	0.229	0.670	0.613	xad gudub
triad	0.469	0.413	0.528	saddex geesood
triage	0.398	0.433	0.479	kala soocidda
trial	0.438	0.663	0.612	maxkamadayn
triangle	0.562	0.269	0.352	saddex xagal
triangular	0.430	0.320	0.397	saddex xagal
triangulate	0.408	0.380	0.517	saddex-xagal
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	qabiil
tribe	0.664	0.486	0.516	qabiil
tribulation	0.448	0.612	0.484	fitnada
tribunal	0.410	0.670	0.797	maxkamad
tribune	0.610	0.585	0.556	taribuunka
tributary	0.615	0.463	0.616	qayb
tribute	0.684	0.573	0.700	abaal-marin
trick	0.542	0.700	0.409	khiyaano
trickery	0.146	0.798	0.336	khiyaano
trickle	0.500	0.196	0.231	jilcan
trickster	0.375	0.680	0.446	khayaano
tricky	0.219	0.651	0.500	khiyaano leh
tricycle	0.633	0.402	0.368	saddex baaskiil
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	yar yar
trifling	0.375	0.418	0.183	yarayn
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	kicin
trigonometry	0.396	0.400	0.616	trigonometry
trillion	0.592	0.420	0.623	trillion
trilogy	0.615	0.520	0.664	saddexley
trim	0.500	0.466	0.430	jar
trimester	0.783	0.336	0.538	saddex-biloodlaha
trimmer	0.260	0.548	0.529	gooye
trimming	0.500	0.478	0.325	gooyn
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	Saddexmidnimada
trinket	0.521	0.352	0.368	qurxin
trio	0.521	0.613	0.473	saddex
trip	0.875	0.643	0.538	safar
tripartite	0.500	0.480	0.539	saddex geesood
tripe	0.312	0.361	0.438	safar
triple	0.585	0.385	0.481	saddex jibaaran
triplet	0.622	0.510	0.618	saddex-geesood
triplicate	0.684	0.545	0.717	saddexley
tripod	0.406	0.388	0.483	saddex geesood
tripping	0.276	0.594	0.293	jabid
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	guul
triumphant	0.949	0.837	0.972	liibaanay
trivia	0.690	0.490	0.473	wax aan macquul ahayn
trivial	0.406	0.387	0.337	wax aan fududayn
troll	0.378	0.627	0.327	rogrogid
trolley	0.562	0.558	0.464	trolley
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	ciidan
trooper	0.458	0.694	0.713	askari
troops	0.385	0.718	0.804	ciidamada
trophy	0.947	0.643	0.676	koob
tropic	0.740	0.529	0.536	kulaalale
tropical	0.740	0.461	0.509	kulaylaha
tropics	0.740	0.383	0.412	kulaylaha
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	dhibaato
troubled	0.167	0.627	0.385	dhibay
troublemaker	0.260	0.900	0.596	qas-wade
troubles	0.051	0.854	0.269	dhibaatoyin
troublesome	0.283	0.894	0.404	dhib badan
trough	0.500	0.308	0.340	barkad
troupe	0.625	0.406	0.557	koox
trousers	0.625	0.314	0.442	surwaal
trout	0.516	0.387	0.298	tufaax
trowel	0.470	0.418	0.250	tuujin
truce	0.688	0.441	0.453	xabbad joojin
truck	0.531	0.368	0.546	baabuur xamuul ah
trucker	0.494	0.609	0.500	gaari xamuul ah
truckload	0.480	0.450	0.534	xamuulka qaada
truculent	0.210	0.731	0.498	xoog badan
true	0.896	0.436	0.777	run
truelove	0.860	0.600	0.587	jacayl run
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	runsheeg
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	buunka
trumpeter	0.673	0.600	0.676	buunbuuniye
truncate	0.323	0.600	0.412	gooyn
truncated	0.316	0.602	0.439	go'ay
trundle	0.507	0.270	0.414	suulid
trunk	0.271	0.167	0.404	jirrid
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	aamin
trustee	0.531	0.442	0.658	wakiil
trusting	0.857	0.508	0.750	aaminid
trustworthy	0.969	0.315	0.824	la aamini karo
trusty	0.863	0.398	0.696	aamin
truth	0.971	0.400	0.685	runta
truthful	0.708	0.467	0.807	run sheeg
truthfulness	0.920	0.549	0.808	run sheeg
try	0.604	0.551	0.556	isku day
tryout	0.459	0.539	0.472	tijaabin
tryouts	0.490	0.602	0.594	tijaabooyin
tsunami	0.042	0.944	0.684	sunaami
tub	0.449	0.235	0.265	tubbada
tuba	0.542	0.402	0.381	tubada
tubby	0.427	0.423	0.353	tuubo
tube	0.418	0.279	0.409	tuubo
tuberculosis	0.214	0.519	0.424	qaaxada
tubing	0.438	0.363	0.358	tuubo
tubular	0.458	0.361	0.464	tuubo
tubule	0.500	0.330	0.333	tuubo
tuck	0.367	0.473	0.361	dhuuqid
tucker	0.475	0.558	0.429	tuker
tuesday	0.469	0.184	0.330	talaadada
tufted	0.500	0.510	0.406	tufsan
tug	0.320	0.604	0.558	jiidid
tugboat	0.271	0.510	0.652	tugmo
tuition	0.531	0.372	0.436	waxbarashada
tulip	0.730	0.189	0.356	tulip
tumble	0.276	0.556	0.272	tumasho
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	caloosha
tumor	0.102	0.664	0.324	buro
tumour	0.092	0.627	0.464	buro
tumult	0.271	0.640	0.636	buuqa
tumultuous	0.208	0.622	0.590	buuq badan
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	la hagaajin karo
tune	0.708	0.479	0.426	laxanka
tunic	0.531	0.248	0.391	jubbada
tuning	0.719	0.390	0.635	hagaajin
tunnel	0.312	0.490	0.412	tunnel
turban	0.469	0.386	0.426	cimaamad
turbidity	0.184	0.607	0.393	turbidity
turbine	0.520	0.549	0.575	marawaxadaha
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	qasnaansho
turbulent	0.302	0.792	0.612	qassan
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	cawska
turkey	0.634	0.245	0.247	turkiga
turmeric	0.542	0.316	0.312	turmeric
turmoil	0.198	0.888	0.417	qas
turn	0.531	0.398	0.482	leexo
turnaround	0.560	0.654	0.407	rogasho
turned	0.630	0.538	0.583	jeestay
turning	0.510	0.684	0.420	jeesasho
turnip	0.561	0.183	0.254	bagalka
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	dami
turnout	0.641	0.692	0.898	soo baxay
turnover	0.490	0.392	0.512	wareejin
turnpike	0.459	0.434	0.462	leexashada
turntable	0.531	0.455	0.406	leexsan
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	turquoise
turret	0.494	0.500	0.588	turur
turtle	0.291	0.102	0.271	qoolley
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	dagaal
tutelage	0.393	0.442	0.609	barbaarin
tutor	0.750	0.346	0.826	macalin
tutoring	0.663	0.402	0.702	umeerin
tutu	0.583	0.276	0.233	tuute
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	laba
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	tus
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	Twitterka
tweezers	0.493	0.408	0.295	maroojisyada
twelfth	0.521	0.292	0.527	laba iyo tobnaad
twelve	0.490	0.298	0.412	laba iyo toban
twentieth	0.469	0.297	0.346	labaatanaad
twenty	0.520	0.292	0.286	labaatan
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	laamo
twilight	0.622	0.341	0.633	madaw
twill	0.449	0.415	0.353	tuman
twin	0.688	0.363	0.453	mataano
twine	0.521	0.380	0.337	mataano
twinge	0.316	0.720	0.471	laalaabid
twinkle	0.719	0.724	0.610	dhalaalid
twins	0.760	0.473	0.602	mataano
twirl	0.552	0.647	0.409	maroojin
twist	0.375	0.469	0.337	maroojin
twisted	0.071	0.736	0.311	qalloocan
twister	0.330	0.680	0.647	maroojin
twit	0.194	0.653	0.198	maroojin
twitch	0.510	0.740	0.548	garaacid
twitching	0.292	0.700	0.482	garaacid
twitchy	0.094	0.918	0.281	qarqarsan
two	0.520	0.200	0.404	laba
two step	0.583	0.314	0.327	laba tallaabo
twofaced	0.387	0.620	0.384	laba waji leh
twofold	0.573	0.333	0.551	laba laab
twosome	0.583	0.544	0.500	laba-geesood
tycoon	0.682	0.596	0.867	maalqabeen
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	nooca
typewriter	0.542	0.373	0.418	makiinadaha wax lagu qoro
typhoid	0.265	0.458	0.401	tiifowga
typhoon	0.323	0.796	0.697	duufaan
typical	0.635	0.206	0.426	caadiga ah
typically	0.569	0.377	0.559	caadi ahaan
typist	0.551	0.559	0.528	teeb
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	typography
tyrannical	0.167	0.860	0.731	macangagnimo
tyranny	0.112	0.792	0.705	Dulmiga
tyrant	0.115	0.850	0.683	daalim
tyre	0.480	0.358	0.407	taayirka
ubiquitous	0.635	0.571	0.884	meel walba leh
ubiquity	0.578	0.490	0.595	meel kasta
ugliness	0.094	0.407	0.267	foolxumo
ugly	0.167	0.630	0.254	fool xun
uhoh	0.320	0.622	0.284	uuh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	boog
ulterior	0.375	0.509	0.490	qarsoon
ultimate	0.648	0.645	0.544	ugu dambeeya
ultimately	0.385	0.480	0.558	ugu danbeyn
ultimatum	0.219	0.855	0.837	ugu danbayn
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	xuddunta
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	dalladda
umpire	0.520	0.592	0.755	garsoore
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	aan xishood lahayn
unabated	0.532	0.420	0.466	aan la joojin
unable	0.132	0.459	0.193	awoodin
unacceptable	0.133	0.479	0.330	aan la aqbali karin
unaccompanied	0.292	0.376	0.297	aan lala socon
unaccountable	0.180	0.600	0.543	xisaab la'aan
unaccounted	0.410	0.338	0.361	xisaab la'aan
unacknowledged	0.240	0.269	0.116	aan la aqoonsanayn
unadulterated	0.570	0.420	0.528	aan la beddelin
unaffected	0.542	0.265	0.571	aan la taaban
unafraid	0.500	0.520	0.655	cabsi la'aan
unaided	0.290	0.410	0.336	aan la gargaarin
unaltered	0.571	0.269	0.598	aan waxba laga beddelin
unambiguous	0.406	0.390	0.578	aan madmadow lahayn
unanimity	0.490	0.407	0.706	midnimo
unanimous	0.656	0.380	0.682	midaysan
unanimously	0.686	0.333	0.738	si wadajir ah
unannounced	0.240	0.588	0.291	aan la ogeysiin
unanswered	0.276	0.361	0.219	looma jawaabin
unanticipated	0.255	0.775	0.327	aan la filayn
unappreciated	0.143	0.431	0.209	aan la mahadin
unapproved	0.184	0.471	0.254	aan la ansixin
unarmed	0.427	0.420	0.241	aan hubaysnayn
unassisted	0.302	0.320	0.211	aan la caawin
unassuming	0.490	0.230	0.471	aan laga fiirsan
unattached	0.192	0.439	0.283	aan ku xidhnayn
unattainable	0.220	0.635	0.571	aan la gaari karin
unattended	0.255	0.400	0.167	aan la joogin
unattractive	0.177	0.307	0.208	aan soo jiidasho lahayn
unauthorized	0.260	0.448	0.259	aan la fasaxin
unavailable	0.323	0.281	0.159	lama heli karo
unavoidable	0.350	0.580	0.445	laga maarmi karo
unaware	0.208	0.355	0.310	halmaansan
unbalanced	0.302	0.596	0.343	dheeli tiran
unbearable	0.125	0.798	0.447	loo dulqaadan karin
unbeatable	0.735	0.719	0.681	aan laga adkaan
unbeaten	0.854	0.760	0.828	aan laga badin
unbecoming	0.123	0.471	0.288	aan habboonayn
unbelief	0.265	0.582	0.407	rumaysad la'aan
unbelievable	0.771	0.790	0.717	aan la rumaysan karin
unbiased	0.625	0.378	0.618	aan eex lahayn
unborn	0.312	0.300	0.216	aan dhalan
unbound	0.354	0.402	0.283	fur-furid
unbounded	0.646	0.600	0.736	aan xuduud lahayn
unbreakable	0.653	0.573	0.759	aan la jabin karin
unbridled	0.396	0.759	0.448	aan xakameyn
unbroken	0.550	0.224	0.602	aan jabin
unbutton	0.479	0.539	0.311	fur
uncalled	0.344	0.294	0.222	aan loo yeedhin
uncanny	0.469	0.461	0.430	aan la garan karin
uncaring	0.177	0.245	0.321	daryeel la'aan
uncensured	0.438	0.649	0.509	aan caymis lahayn
uncertain	0.363	0.500	0.164	aan la hubin
uncertainty	0.064	0.494	0.282	hubanti la'aan
unchallenged	0.552	0.394	0.545	aan loolan
unchangeable	0.375	0.442	0.709	aan la beddeli karin
unchanged	0.490	0.204	0.237	isma beddelin
uncharted	0.188	0.406	0.413	aan la soo koobi karin
uncherished	0.250	0.412	0.280	aan la jeclayn
uncivilized	0.133	0.600	0.400	ilbaxnimo la'aan
unclaimed	0.316	0.346	0.278	aan la sheegan
uncle	0.653	0.255	0.578	adeer
unclean	0.133	0.529	0.134	aan nadiif ahayn
unclear	0.229	0.463	0.202	aan caddayn
uncomfortable	0.188	0.610	0.214	raaxo la'aan
uncommon	0.459	0.429	0.373	aan caadi ahayn
uncommonly	0.626	0.490	0.778	aan caadi ahayn
uncomplicated	0.740	0.260	0.453	aan dhib lahayn
uncompromising	0.320	0.531	0.613	aan tanaasul lahayn
unconcerned	0.562	0.283	0.298	aan dan ka lahayn
unconditional	0.760	0.493	0.715	shuruud la'aan
unconfirmed	0.334	0.321	0.339	aan la xaqiijin
unconnected	0.188	0.265	0.213	xiriir la'aan
unconscionable	0.208	0.618	0.429	aan laga fiirsan
unconscious	0.240	0.356	0.195	miyir la'aan
unconsciousness	0.177	0.440	0.121	miyir la'aan
unconstitutional	0.230	0.588	0.491	aan dastuuri ahayn
unconstrained	0.653	0.640	0.635	aan ciriiri lahayn
uncontested	0.510	0.471	0.689	aan la tartamin
uncontrollable	0.265	0.790	0.626	aan la xakamayn karin
uncontrolled	0.188	0.891	0.544	aan la xakamayn
unconventional	0.177	0.509	0.288	aan caadi ahayn
unconvinced	0.409	0.458	0.228	aan lagu qancin
unconvincing	0.190	0.532	0.144	aan lagu qancin
uncooked	0.312	0.321	0.241	aan la karinin
uncooperative	0.250	0.422	0.246	wada shaqayn la'aan
uncorrelated	0.333	0.327	0.316	xidhiidh la'aan
uncouth	0.080	0.761	0.350	iska furto
uncover	0.771	0.552	0.648	qaawin
uncritical	0.480	0.367	0.412	aan dhaliil lahayn
uncut	0.448	0.422	0.278	aan la jarin
undead	0.367	0.635	0.406	aan dhiman
undecided	0.286	0.433	0.127	go'aan la'aan
undefeated	0.833	0.752	0.825	aan laga adkaan
undefined	0.260	0.418	0.350	aan la qeexin
undeniable	0.552	0.473	0.778	aan la inkiri karin
underage	0.469	0.461	0.300	da'da yar
underbelly	0.406	0.423	0.361	caloosha hoose
undercover	0.388	0.627	0.483	qarsoon
undercurrent	0.357	0.582	0.520	hadda jira
underdog	0.250	0.410	0.226	hooseeyo
underestimate	0.413	0.464	0.193	dhayalsan
undergo	0.398	0.554	0.339	mari
undergraduate	0.583	0.500	0.559	shahaadada koowaad ee jaamacadda
underground	0.396	0.455	0.452	dhulka hoostiisa
underhanded	0.188	0.415	0.527	gacan hoose
underlay	0.521	0.365	0.458	hooska
underlie	0.323	0.378	0.275	hoosta
underline	0.480	0.412	0.509	hoosta ka xariiq
underlying	0.480	0.445	0.452	hoose
undermine	0.316	0.491	0.413	wiiqi
undermined	0.365	0.409	0.394	la wiiqay
underneath	0.450	0.265	0.158	hoosta
underpaid	0.146	0.413	0.209	mushaar yar
underpants	0.448	0.473	0.276	surwaalka hoose
underprivileged	0.167	0.449	0.172	danyar
underrated	0.208	0.520	0.333	hoos loo dhigay
underscore	0.375	0.275	0.306	hoosta ka xarriiqay
undersea	0.545	0.490	0.425	badda hoosteeda
undersecretary	0.459	0.377	0.594	xoghaye hoose
undersized	0.316	0.425	0.298	la yareeyey
understaffed	0.148	0.444	0.302	shaqaale yari
understand	0.760	0.374	0.643	faham
understandable	0.776	0.363	0.566	la fahmi karo
understanding	0.865	0.304	0.689	fahamka
understatement	0.347	0.480	0.473	hoos u dhigid
understood	0.780	0.441	0.686	fahmay
understudy	0.378	0.402	0.420	barasho
undertake	0.796	0.702	0.754	qaado
undertaker	0.363	0.696	0.611	hawl qabad
undertaking	0.667	0.530	0.696	ballanqaad
undertow	0.327	0.639	0.231	hoos u dhigid
underwear	0.610	0.546	0.375	nigisyada
underwood	0.510	0.453	0.510	geed hoostooda
underworld	0.177	0.676	0.613	aduunka hoostiisa
underwrite	0.416	0.520	0.423	hoos u qor
underwriter	0.571	0.327	0.620	hoos qor
undeserved	0.219	0.552	0.283	aan mudnayn
undesirable	0.177	0.644	0.260	aan la rabin
undesired	0.156	0.441	0.235	aan la rabin
undetectable	0.438	0.539	0.604	aan la ogaan karin
undetected	0.224	0.304	0.268	aan la ogaan
undetermined	0.265	0.256	0.353	aan la go'aamin
undeveloped	0.292	0.330	0.254	horumar la'aan
undignified	0.122	0.627	0.308	aan sharaf lahayn
undirected	0.330	0.417	0.310	aan la jihayn
undisclosed	0.479	0.361	0.314	aan la shaacin
undiscovered	0.438	0.347	0.261	aan la ogaan
undisputed	0.646	0.588	0.673	aan muran lahayn
undisturbed	0.725	0.287	0.434	aan qasnayn
undivided	0.510	0.380	0.490	aan la kala qaybin
undo	0.365	0.444	0.349	ka noqo
undoing	0.219	0.452	0.298	dib u dhigid
undoubted	0.592	0.461	0.740	shaki la'aan
undress	0.438	0.900	0.336	qaawin
undressed	0.375	0.755	0.356	qaawan
undue	0.156	0.573	0.318	aan loo baahnayn
undying	0.708	0.500	0.773	dhimanaya
unearned	0.177	0.340	0.213	aan la kasban
unearth	0.427	0.635	0.545	dhulka soo dhigid
uneasiness	0.190	0.798	0.241	raaxo la'aan
uneasy	0.115	0.598	0.349	dhib la'aan
uneducated	0.177	0.350	0.246	aqoon la'aan
unemployed	0.094	0.481	0.230	shaqo la'aan
unemployment	0.094	0.400	0.297	shaqo la'aan
unencumbered	0.604	0.280	0.472	aan la xidhin
unending	0.385	0.519	0.454	aan dhammaanayn
unequal	0.118	0.433	0.202	aan sinnayn
unequalled	0.562	0.470	0.769	aan sinnayn
unequivocal	0.604	0.415	0.615	aan shaki lahayn
unequivocally	0.521	0.668	0.554	si aan shaki lahayn
unethical	0.104	0.433	0.269	anshax xumo
uneven	0.125	0.457	0.240	sinnayn
uneventful	0.510	0.343	0.410	aan dhicin
unexpected	0.500	0.720	0.333	lama filaan ah
unexpectedly	0.354	0.759	0.462	si lama filaan ah
unexplainable	0.260	0.448	0.610	aan la macnayn karin
unexplained	0.271	0.531	0.349	aan la macnayn
unexplored	0.401	0.640	0.388	aan la sahamin
unfailing	0.625	0.635	0.594	aan fashilmin
unfair	0.173	0.472	0.190	cadaalad darro
unfairness	0.170	0.817	0.336	cadaalad darro
unfaithful	0.031	0.806	0.298	aan daacad ahayn
unfamiliar	0.219	0.558	0.273	aan la aqoon
unfavorable	0.133	0.450	0.232	aan wanaagsanayn
unfeeling	0.235	0.377	0.345	dareen la'aan
unfettered	0.569	0.650	0.586	aan xidhnayn
unfinished	0.188	0.368	0.264	aan dhammayn
unfit	0.250	0.368	0.185	aan taam ahayn
unflinching	0.667	0.606	0.882	ka leexin
unfold	0.612	0.510	0.520	kala furfurid
unfollow	0.281	0.337	0.293	la socon
unforeseen	0.255	0.714	0.500	lama filayn
unforgettable	0.833	0.561	0.660	lama ilaawaan ah
unforgivable	0.276	0.743	0.490	aan la cafin karin
unforgiving	0.406	0.630	0.793	cafis la'aan
unfortunate	0.073	0.487	0.195	nasiib daro
unfortunately	0.104	0.494	0.281	nasiib daro
unfounded	0.271	0.520	0.410	aan sal lahayn
unfreeze	0.458	0.297	0.375	qaboojiso
unfriendly	0.173	0.670	0.458	saaxiibtinimo la'aan
unfulfilled	0.184	0.426	0.268	aan la buuxin
unfurnished	0.316	0.333	0.272	aan qalabayn
unglued	0.378	0.446	0.352	aan la isku dhejin
ungodly	0.296	0.423	0.388	cibaado la'aan
ungrateful	0.219	0.461	0.275	aan la mahadin
unguarded	0.156	0.578	0.205	aan ilaalo lahayn
unhand	0.406	0.360	0.361	gacan la'aan
unhappiness	0.083	0.630	0.222	farxad la'aan
unhappy	0.112	0.500	0.155	aan faraxsanayn
unharmed	0.740	0.378	0.491	aan waxba la yeelin
unhealthy	0.115	0.549	0.214	caafimaad darro
unheard	0.344	0.539	0.500	lama maqal
unhelpful	0.104	0.320	0.118	aan waxtar lahayn
