English Word	Valence	Arousal	Dominance	Hindi Word
remittance	0.684	0.479	0.454	प्रेषण
remnant	0.367	0.312	0.388	अवशेष
remodel	0.604	0.647	0.693	फिर से तैयार करना
remorse	0.103	0.673	0.377	आत्मा ग्लानि
remorseful	0.347	0.429	0.250	ग्लानि से पूर्ण
remote	0.458	0.333	0.477	दूर
remoteness	0.323	0.510	0.339	पृथकता
removal	0.245	0.540	0.368	निष्कासन
remove	0.292	0.539	0.472	हटाना
remover	0.337	0.443	0.526	दूर करनेवाला
remuneration	0.792	0.760	0.607	पारिश्रमिक
renaissance	0.771	0.670	0.767	पुनर्जागरण काल
renal	0.300	0.480	0.415	गुर्दे
rencontre	0.510	0.452	0.463	छेड़ छाड़
rend	0.429	0.423	0.385	उखड़ना
render	0.541	0.395	0.448	प्रदान करना
rendering	0.531	0.434	0.667	प्रतिपादन
rendezvous	0.750	0.490	0.658	मिलन स्थल
rendition	0.417	0.360	0.398	प्रतिपादन
renegade	0.140	0.640	0.509	पाखण्डी
renegotiate	0.580	0.702	0.708	फिर से बातचीत
renew	0.868	0.481	0.713	नवीकरण
renewal	0.770	0.710	0.672	नवीनीकरण
renounce	0.156	0.490	0.552	त्याग
renovate	0.878	0.549	0.755	अच्छी अवस्था में लाना
renovated	0.783	0.406	0.657	पुनर्निर्मित
renovation	0.816	0.590	0.779	नवीकरण
renown	0.693	0.475	0.693	यश
renowned	0.844	0.481	0.697	प्रसिद्ध
rent	0.344	0.429	0.446	किराया
rental	0.510	0.370	0.308	किराये पर लेना
renter	0.590	0.301	0.371	किराये पर लेनेवाला
renunciation	0.260	0.578	0.336	त्याग
reopen	0.656	0.528	0.568	फिर से खोलना
reorganization	0.622	0.587	0.754	पुनर्निर्माण
reorganize	0.667	0.590	0.722	पुनर्निर्माण करना
rep	0.520	0.510	0.640	निरसित
repaint	0.622	0.382	0.308	रीपेंट
repair	0.583	0.460	0.589	मरम्मत
repairman	0.582	0.426	0.707	मिस्त्री
reparation	0.531	0.615	0.732	मरम्मत
repay	0.469	0.632	0.592	चुकाने
repayment	0.479	0.490	0.474	वापसी
repeal	0.260	0.480	0.482	रद्द करना
repeat	0.490	0.529	0.552	दोहराना
repeated	0.429	0.472	0.314	दोहराया गया
repeatedly	0.479	0.575	0.500	बार बार
repeater	0.479	0.426	0.430	अपराधी
repel	0.224	0.620	0.441	पीछे हटाना
repellant	0.292	0.620	0.426	प्रतिकारक
repellent	0.286	0.500	0.491	विकर्षक
repelling	0.184	0.633	0.429	पीछे धकेलने
repent	0.449	0.422	0.386	मन फिराओ
repentance	0.417	0.604	0.324	पछतावा
repentant	0.326	0.500	0.200	पश्चाताप
repertoire	0.633	0.594	0.667	प्रदर्शनों की सूची
repertory	0.562	0.473	0.528	प्रदर्शनों की सूची
repetition	0.375	0.519	0.396	दुहराव
repetitive	0.320	0.438	0.362	बार - बार आने वाला
rephrase	0.547	0.451	0.549	इस प्रकार संशोधित
replace	0.417	0.520	0.500	बदलने के
replacement	0.385	0.519	0.500	प्रतिस्थापन
replay	0.612	0.522	0.761	फिर से खेलना
replenish	0.615	0.336	0.689	भरपाई
replete	0.552	0.497	0.670	परिपूर्ण
replica	0.480	0.520	0.493	प्रतिकृति
replicate	0.480	0.630	0.585	दोहराने
replication	0.342	0.618	0.510	प्रतिकृति
reply	0.762	0.290	0.596	जवाब दे दो
report	0.583	0.444	0.575	रिपोर्ट good
reported	0.418	0.442	0.567	की सूचना दी
reporter	0.531	0.550	0.604	रिपोर्टर
repose	0.469	0.100	0.330	विश्राम
reposition	0.408	0.529	0.509	पुन:
repository	0.406	0.396	0.500	कोष
repossess	0.418	0.667	0.552	पाना
reprehensible	0.316	0.569	0.351	निन्दा
represent	0.781	0.433	0.861	प्रतिनिधित्व करना
representation	0.677	0.542	0.750	प्रतिनिधित्व
representative	0.704	0.366	0.694	प्रतिनिधि
represented	0.724	0.444	0.688	का प्रतिनिधित्व किया
representing	0.796	0.464	0.833	का प्रतिनिधित्व
repress	0.208	0.612	0.536	दबाने
repressed	0.188	0.337	0.311	स्तंभित
repression	0.214	0.764	0.481	दमन
reprieve	0.531	0.471	0.574	दण्डविराम
reprimand	0.153	0.528	0.465	डांटना
reprint	0.510	0.449	0.527	पुनर्मुद्रण
reprisal	0.125	0.788	0.545	प्रतिहिंसा
reprise	0.459	0.500	0.464	दोहराव
reproach	0.240	0.755	0.384	तिरस्कार
reproduce	0.823	0.622	0.760	पुन: पेश
reproduction	0.800	0.736	0.713	प्रजनन
reproductive	0.770	0.604	0.856	प्रजनन
reprogram	0.519	0.404	0.557	reprogram
reptile	0.350	0.566	0.365	साँप
republic	0.635	0.340	0.830	गणतंत्र
republican	0.398	0.551	0.664	रिपब्लिकन
repudiation	0.167	0.686	0.274	परित्याग
repugnance	0.062	0.684	0.425	घृणा
repugnant	0.061	0.735	0.453	प्रतिकूल
repulsion	0.247	0.673	0.353	घृणा
repulsive	0.146	0.775	0.425	प्रतिकारक
repurchase	0.531	0.592	0.557	पुनर्खरीद
reputable	0.781	0.462	0.919	सम्मानित
reputation	0.740	0.542	0.721	प्रतिष्ठा
repute	0.729	0.500	0.702	ख्याति
reputed	0.439	0.528	0.627	प्रतिष्ठित
request	0.625	0.471	0.618	अनुरोध
requiem	0.475	0.382	0.426	फातहा
require	0.398	0.439	0.560	ज़रूरत होना
required	0.583	0.509	0.700	आवश्यक
requirement	0.510	0.439	0.728	मांग
requisite	0.448	0.363	0.609	मांग
requisition	0.478	0.510	0.649	मांग
reread	0.448	0.377	0.492	को फिर से पढ़ें
reroute	0.540	0.598	0.598	मार्ग बदलें
rerun	0.333	0.620	0.529	फिर से दौड़ना
reschedule	0.438	0.422	0.537	पुनर्निर्धारित
rescind	0.347	0.380	0.391	रद्द कर देना
rescission	0.333	0.529	0.360	उत्सादन
rescue	0.806	0.926	0.850	बचाव
research	0.633	0.663	0.741	अनुसंधान
researcher	0.569	0.510	0.857	शोधकर्ता
resection	0.375	0.482	0.500	लकीर
resemblance	0.743	0.216	0.570	सादृश्य
resemble	0.602	0.388	0.463	समान होना
resembling	0.592	0.250	0.529	मिलते-जुलते
resent	0.073	0.553	0.163	पुन: भेज
resentful	0.120	0.608	0.324	क्रोधित
resentment	0.163	0.745	0.528	क्रोध
reservation	0.688	0.343	0.561	आरक्षण
reserve	0.585	0.289	0.589	संरक्षित
reserved	0.594	0.316	0.583	आरक्षित
reserves	0.653	0.363	0.520	भंडार
reservoir	0.531	0.276	0.462	जलाशय
reset	0.490	0.450	0.574	रीसेट
reside	0.451	0.440	0.455	रहते हैं
residence	0.615	0.382	0.585	निवास स्थान
residences	0.618	0.418	0.509	घरों
residency	0.694	0.357	0.679	निवास
resident	0.592	0.327	0.500	निवासी
residential	0.720	0.210	0.589	आवासीय
residual	0.448	0.288	0.327	अवशिष्ट
residue	0.354	0.330	0.183	अवशेष
resign	0.250	0.543	0.273	इस्तीफ़ा देना
resignation	0.145	0.392	0.310	इस्तीफा
resigned	0.240	0.170	0.268	इस्तीफा दे दिया
resilience	0.531	0.440	0.667	लचीलापन
resilient	0.542	0.540	0.801	लचीला
resin	0.284	0.308	0.400	राल
resist	0.414	0.676	0.651	विरोध
resistance	0.427	0.694	0.796	प्रतिरोध
resistant	0.592	0.585	0.815	प्रतिरोधी
resisting	0.408	0.776	0.789	विरोध
resistive	0.396	0.519	0.651	प्रतिरोधी
resolute	0.771	0.510	0.712	दृढ़
resolutely	0.714	0.453	0.805	सख्ती
resolution	0.780	0.550	0.745	संकल्प
resolve	0.710	0.472	0.750	हल करना
resolved	0.735	0.357	0.683	हल किया
resonance	0.541	0.426	0.629	गूंज
resonant	0.542	0.633	0.663	गुंजयमान
resonate	0.582	0.610	0.644	संबंधित
resonator	0.469	0.608	0.519	गुंजयमान यंत्र
resort	0.573	0.441	0.632	सहारा लेना
resounding	0.490	0.708	0.596	शानदार
resource	0.740	0.357	0.749	संसाधन
resourceful	0.906	0.704	0.886	साधन-संपन्न
resources	0.604	0.348	0.627	साधन
respect	0.927	0.344	0.758	आदर
respectability	0.875	0.407	0.912	सम्माननीयता
respectable	0.850	0.350	0.889	सम्मानित
respected	0.908	0.441	0.853	आदरणीय
respectful	0.951	0.386	0.814	विनीत
respecting	0.837	0.321	0.720	सम्मान
respective	0.625	0.413	0.721	संबंधित
respects	0.840	0.387	0.824	सम्मान
respiration	0.760	0.377	0.669	श्वसन
respirator	0.433	0.398	0.453	श्वासयंत्र
respiratory	0.500	0.450	0.552	श्वसन
respite	0.600	0.373	0.420	मोहलत
resplendent	0.905	0.673	0.755	देदीप्यमान
respond	0.573	0.435	0.594	जवाब देना
respondent	0.449	0.455	0.480	प्रतिवादी
response	0.615	0.500	0.472	जवाब
responsibility	0.760	0.500	0.852	ज़िम्मेदारी
responsible	0.837	0.527	0.833	उत्तरदायी
responsive	0.816	0.569	0.573	उत्तरदायी
rest	0.907	0.167	0.300	विश्राम
restart	0.531	0.519	0.554	पुनर्प्रारंभ करें
restaurant	0.847	0.406	0.500	रेस्टोरेंट
rested	0.792	0.235	0.462	विश्राम किया
restful	0.781	0.116	0.413	शोकहारा
restitution	0.583	0.542	0.643	बहाली
restless	0.219	0.810	0.304	बेचेन होना
restlessness	0.083	0.794	0.397	बेचैनी
restock	0.510	0.538	0.645	फिर से इकट्ठा
restoration	0.755	0.426	0.734	मरम्मत
restorative	0.633	0.510	0.703	मज़बूत कर देनेवाला
restore	0.765	0.490	0.625	पुनर्स्थापित करना
restored	0.892	0.410	0.728	बहाल
restoring	0.820	0.490	0.783	बहाल
restrain	0.134	0.696	0.434	नियंत्रित करना
restrained	0.354	0.590	0.509	स्र्द्ध
restraining	0.296	0.702	0.672	रोक
restraint	0.167	0.618	0.520	संयम
restrict	0.115	0.539	0.577	प्रतिबंध लगाना
restricted	0.276	0.500	0.407	प्रतिबंधित
restriction	0.130	0.590	0.569	बंधन
restrictive	0.215	0.596	0.500	प्रतिबंधक
restroom	0.653	0.279	0.267	पाख़ाना
result	0.812	0.490	0.652	नतीजा
resultant	0.670	0.441	0.637	परिणामी
resume	0.573	0.411	0.586	फिर शुरू करना
resumption	0.637	0.528	0.653	पुनरारंभ
resurrect	0.781	0.725	0.817	जीवित
resurrection	0.708	0.740	0.759	जी उठने
resuscitate	0.531	0.696	0.818	पुनर्जीवित
resuscitation	0.753	0.768	0.795	पुनर्जीवन
retail	0.510	0.353	0.411	खुदरा
retailer	0.708	0.439	0.595	फुटकर विक्रेता
retain	0.367	0.451	0.630	बनाए रखना
retainer	0.396	0.422	0.356	अनुचर
retaining	0.417	0.559	0.632	बनाए रखने की
retake	0.616	0.471	0.591	फिर से लेना
retaliate	0.111	0.812	0.595	प्रतिकार करना
retaliation	0.156	0.812	0.491	प्रतिशोध
retaliatory	0.194	0.865	0.598	मुंहतोड़
retard	0.194	0.347	0.222	काम करना
retardation	0.125	0.360	0.155	बाधा
retarded	0.302	0.462	0.161	मंद
retards	0.362	0.434	0.218	अवरूद्ध
retention	0.344	0.490	0.558	प्रतिधारण
retentive	0.439	0.482	0.491	धारणा शक्तिवाला
rethink	0.480	0.423	0.583	पुनर्विचार
reticent	0.396	0.519	0.500	मौन रहने वाला
retina	0.490	0.255	0.342	रेटिना
retinal	0.531	0.343	0.475	रेटिना
retire	0.398	0.392	0.186	रिटायर
retired	0.270	0.259	0.301	सेवानिवृत्त
retirement	0.250	0.324	0.255	निवृत्ति
retiring	0.408	0.376	0.214	अवकाश ग्रहण करने वाले
retold	0.459	0.385	0.352	रीटोल्ड
retort	0.417	0.520	0.481	करारा जवाब
retrace	0.250	0.482	0.317	याद करना
retract	0.316	0.443	0.358	वापस लेना
retraction	0.312	0.491	0.427	त्याग
retractor	0.354	0.590	0.557	प्रत्यागामी
retreat	0.500	0.519	0.312	वापसी
retrenchment	0.230	0.650	0.384	छटनी
retrial	0.500	0.577	0.593	मुकदमे
retribution	0.625	0.490	0.708	प्रतिकार
retrieval	0.700	0.440	0.704	बहाली
retrieve	0.740	0.576	0.705	फिर से प्राप्त करना
retriever	0.459	0.500	0.464	कुत्ता
retro	0.650	0.276	0.321	रेट्रो
retroactive	0.521	0.452	0.655	पूर्वव्यापी
retrograde	0.208	0.464	0.415	पतित
retrospect	0.406	0.500	0.538	बीती बातों की जांच
retrospective	0.594	0.481	0.528	पूर्वप्रभावी
retrospectively	0.516	0.400	0.560	पूर्वव्यापी
return	0.602	0.412	0.463	वापसी
reunion	0.837	0.500	0.672	रीयूनियन
reunite	0.656	0.550	0.657	पुनर्मिलन
reunited	0.708	0.439	0.658	फिर से
rev	0.367	0.422	0.353	फिरना
reveal	0.493	0.637	0.526	प्रकट करना
revel	0.740	0.705	0.684	रेवेल
revelation	0.879	0.500	0.865	रहस्योद्घाटन
revelations	0.729	0.655	0.600	खुलासे
revels	0.827	0.683	0.647	मौज-मस्ती करना
revenge	0.230	0.940	0.627	बदला
revenue	0.873	0.510	0.854	आय
reverberation	0.390	0.639	0.551	प्रतिध्वनि
revere	0.750	0.562	0.608	सम्मान
reverence	0.643	0.347	0.516	श्रद्धा
reverend	0.650	0.337	0.576	श्रद्धेय
reverent	0.551	0.490	0.694	श्रद्धालु
reverie	0.667	0.413	0.471	भावना
reversal	0.380	0.510	0.591	उलट
reverse	0.539	0.415	0.461	उल्टा
reversion	0.458	0.538	0.425	पदावनति
revert	0.380	0.451	0.519	फिर लौट आना
reverting	0.562	0.385	0.544	को पूर्ववत
review	0.667	0.408	0.636	समीक्षा
reviewer	0.562	0.344	0.500	आलोचक
revise	0.500	0.469	0.509	दोहराना
revision	0.417	0.459	0.710	संशोधन
revisit	0.552	0.530	0.509	फिर से आना
revival	0.823	0.664	0.597	पुनः प्रवर्तन
