English Word	Valence	Arousal	Dominance	Hungarian Word
santa	0.735	0.286	0.509	Télapó
sap	0.470	0.298	0.258	nedv
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	zafír-
sappy	0.583	0.469	0.330	életerős
sarcasm	0.125	0.685	0.346	gúny
sarcastic	0.397	0.781	0.298	szarkasztikus
sarcoma	0.260	0.519	0.402	szarkóma
sarcophagus	0.271	0.561	0.435	szarkofág
sardine	0.541	0.236	0.236	szardínia
sardonic	0.208	0.679	0.446	kaján
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	ablakszárny
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	szaszafrász
sassy	0.271	0.704	0.320	pimasz
satanic	0.062	0.843	0.720	sátáni
satchel	0.521	0.306	0.345	táska
sate	0.667	0.400	0.472	kielégít
satellite	0.562	0.409	0.764	műhold
satin	0.519	0.396	0.481	szatén
satire	0.458	0.655	0.472	szatíra
satirical	0.323	0.615	0.538	szatirikus
satisfaction	0.939	0.637	0.673	elégedettség
satisfactorily	0.765	0.570	0.802	kielégítően
satisfactory	0.959	0.569	0.702	kielégítő
satisfied	0.959	0.510	0.685	elégedett
satisfy	0.867	0.790	0.705	kielégíteni
satisfying	0.890	0.606	0.814	kielégítő
saturate	0.281	0.680	0.467	telít
saturated	0.474	0.700	0.442	telített
saturation	0.255	0.582	0.583	telítettség
satyr	0.280	0.639	0.500	szatír
sauce	0.562	0.515	0.288	szósz
saucepan	0.347	0.264	0.321	lábas
saucer	0.510	0.327	0.337	csészealj
saucy	0.250	0.653	0.391	pimasz
sauerkraut	0.531	0.454	0.336	savanyú káposzta
sauna	0.781	0.350	0.455	szauna
sausage	0.542	0.429	0.300	kolbász
savage	0.204	0.931	0.605	vad
savagery	0.219	0.907	0.711	vadság
savanna	0.606	0.147	0.394	szavanna
savannah	0.729	0.212	0.309	szavanna
savant	0.781	0.451	0.818	tudós
save	0.770	0.439	0.682	megment
saver	0.745	0.382	0.802	megmentő
saving	0.663	0.230	0.621	megtakarítás
savings	0.776	0.431	0.608	megtakarítás
savior	0.920	0.469	0.804	megmentő
savor	0.827	0.552	0.526	ízesít
savory	0.812	0.717	0.619	ízletes
savvy	0.719	0.520	0.706	hozzáértés
saw	0.316	0.541	0.518	látta
sawdust	0.398	0.279	0.241	fűrészpor
sawmill	0.427	0.378	0.434	fűrésztelep
sax	0.573	0.465	0.409	szaxofon
saxophone	0.688	0.444	0.482	szaxofon
say	0.571	0.310	0.482	mond
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	heg
scabbard	0.325	0.219	0.217	hüvely
scaffold	0.480	0.500	0.336	állvány
scaffolding	0.496	0.366	0.545	állvány
scalding	0.271	0.540	0.381	forró
scale	0.310	0.350	0.577	skála
scales	0.439	0.330	0.491	Mérleg
scallop	0.490	0.363	0.331	fésűkagyló
scalp	0.347	0.346	0.302	fejbőr
scalpel	0.302	0.700	0.482	szike
scaly	0.281	0.481	0.358	pikkelyes
scam	0.042	0.745	0.418	átverés
scamp	0.458	0.464	0.371	csirkefogó
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	letapogatás
scandal	0.122	0.821	0.557	botrány
scandalous	0.135	0.907	0.556	botrányos
scanner	0.531	0.356	0.567	scanner
scanty	0.287	0.333	0.127	hiányos
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	bűnbak
scar	0.146	0.500	0.397	sebhely
scarab	0.406	0.458	0.267	skarabeusz
scarce	0.292	0.324	0.218	szűkös
scarcely	0.082	0.412	0.160	alig
scarcity	0.167	0.500	0.182	hiány
scare	0.122	0.910	0.264	megijeszt
scarecrow	0.219	0.274	0.349	madárijesztő
scared	0.146	0.828	0.185	megrémült
scares	0.122	0.847	0.386	megijeszti
scarf	0.750	0.224	0.224	sál
scarier	0.156	0.846	0.472	ijesztőbb
scariest	0.167	0.863	0.538	legfélelmetesebb
scarlet	0.507	0.390	0.411	skarlátvörös
scary	0.062	0.952	0.528	ijedős
scat	0.337	0.548	0.409	földadó
scatter	0.229	0.620	0.404	szétszór
scattered	0.208	0.380	0.238	elszórt
scattering	0.347	0.550	0.394	szétszóródás
scavenger	0.177	0.578	0.408	utcaseprő
scenario	0.667	0.510	0.683	forgatókönyv
scene	0.570	0.340	0.578	színhely
scenery	0.745	0.253	0.592	Látvány
scenic	0.684	0.548	0.756	színpadi
scent	0.633	0.410	0.491	illat
scented	0.865	0.509	0.431	illatosított
scepter	0.630	0.300	0.670	jogar
sceptical	0.214	0.387	0.466	szkeptikus
scepticism	0.292	0.444	0.550	szkepticizmus
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	menetrend
schematic	0.490	0.284	0.647	vázlatos
scheme	0.521	0.269	0.577	rendszer
schilling	0.367	0.410	0.418	shilling
schism	0.280	0.569	0.386	szakadás
schizophrenia	0.092	0.880	0.435	skizofrénia
schizophrenic	0.102	0.958	0.433	skizofrén
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	pálinkát
schnitzel	0.365	0.430	0.382	rántott hús
scholar	0.694	0.421	0.731	tudós
scholarly	0.750	0.466	0.709	tudományos
scholarship	0.866	0.490	0.625	ösztöndíj
scholastic	0.500	0.470	0.491	skolasztikus
school	0.765	0.423	0.633	iskola
schoolboy	0.623	0.385	0.441	iskolásfiú
schoolgirl	0.760	0.521	0.415	iskoláslány
schoolhouse	0.602	0.407	0.672	iskolaház
schooling	0.582	0.462	0.640	iskolázás
schoolmaster	0.667	0.368	0.852	iskolaigazgató
schoolteacher	0.521	0.380	0.632	tanár
schoolwork	0.479	0.500	0.481	iskolai munka
schoolyard	0.684	0.529	0.440	iskolaudvar
schooner	0.635	0.408	0.427	kétárbocos hajó
sciatica	0.286	0.443	0.393	isiász
science	0.588	0.429	0.741	tudomány
scientific	0.653	0.510	0.836	tudományos
scientist	0.562	0.500	0.790	tudós
scifi	0.592	0.570	0.394	sci-fi
scintilla	0.476	0.528	0.385	szikra
scintillating	0.650	0.736	0.612	sziporkázó
scintillation	0.576	0.579	0.573	szcintilláció
scintillator	0.583	0.670	0.510	szcintillátor
scion	0.490	0.380	0.451	leszármazott
scissors	0.458	0.462	0.302	olló
scoff	0.125	0.686	0.306	kötekedés
scold	0.194	0.755	0.626	szid
scolding	0.071	0.833	0.417	szidás
scone	0.418	0.287	0.229	lángos
scoop	0.583	0.543	0.640	gombóc
scoot	0.510	0.490	0.412	rohan
scooter	0.510	0.587	0.371	robogó
scope	0.656	0.386	0.718	hatálya
scorch	0.214	0.689	0.491	megperzsel
scorching	0.406	0.635	0.464	perzselő
score	0.670	0.388	0.589	pontszám
scoreboard	0.667	0.484	0.472	eredményjelző tábla
scorer	0.730	0.608	0.764	gólszerző
scores	0.594	0.469	0.629	pontszámokat
scorn	0.110	0.721	0.356	megvetés
scorned	0.062	0.529	0.226	megvetette
scornful	0.173	0.608	0.368	megvető
scorpion	0.198	0.745	0.600	skorpió
scotch	0.578	0.520	0.615	skót
scoundrel	0.094	0.740	0.412	gazember
scour	0.388	0.602	0.632	súrol
scourge	0.214	0.640	0.302	csapás
scout	0.656	0.611	0.763	cserkész
scowl	0.302	0.600	0.413	elkomorodott
scrabble	0.625	0.412	0.399	firkál
scram	0.306	0.485	0.409	elsiet
scramble	0.469	0.744	0.500	tülekedés
scrambled	0.451	0.535	0.539	rántotta
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	tülekedés
scrap	0.156	0.339	0.173	selejt
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	kaparás
scrapie	0.306	0.706	0.231	surlókór
scraping	0.265	0.479	0.305	kaparás
scrappy	0.301	0.375	0.406	selejtes
scratch	0.276	0.625	0.270	karcolás
scratchy	0.235	0.610	0.436	felületes
scrawny	0.276	0.422	0.245	cingár
scream	0.188	0.863	0.594	sikoly
screamer	0.156	0.670	0.392	visító ember
screaming	0.245	0.901	0.460	sikoltozva
screech	0.214	0.802	0.306	sikoltás
screen	0.670	0.300	0.417	képernyő
screening	0.562	0.570	0.709	szűrés
screenplay	0.500	0.406	0.518	forgatókönyv
screenwriter	0.571	0.500	0.712	forgatókönyvíró
screw	0.385	0.460	0.377	csavar
screwball	0.271	0.680	0.505	dilis
screwdriver	0.520	0.519	0.439	csavarhúzó
screwed	0.302	0.520	0.464	csavart
screwy	0.344	0.596	0.450	csavaros
screwyou	0.260	0.647	0.509	Cseszd meg
scribble	0.429	0.453	0.358	irkál
scribe	0.541	0.264	0.491	írnok
scrimmage	0.367	0.660	0.411	összecsapás
scrip	0.430	0.462	0.455	script
script	0.610	0.450	0.527	forgatókönyv
scriptural	0.551	0.250	0.596	bibliai
scripture	0.745	0.270	0.630	szentírás
scroll	0.375	0.630	0.409	tekercs
scrotum	0.396	0.653	0.361	herezacskó
scrounge	0.210	0.565	0.397	elcsen
scrounger	0.323	0.490	0.358	tolvaj
scrub	0.417	0.420	0.500	bozót
scruffy	0.194	0.435	0.176	ápolatlan
scrumptious	0.959	0.650	0.566	remek
scrupulous	0.545	0.685	0.602	lelkiismeretes
scrutinize	0.458	0.587	0.573	górcső alá venni
scrutiny	0.500	0.653	0.658	vizsgálat
scuba	0.542	0.494	0.456	búvárfelszerelés
scuff	0.165	0.560	0.376	papucs
scuffle	0.146	0.800	0.529	dulakodás
scullery	0.469	0.337	0.353	mosogató
sculptor	0.653	0.431	0.694	szobrász
sculpture	0.750	0.346	0.490	szobor
sculptured	0.708	0.373	0.557	faragott
scum	0.357	0.380	0.218	hab
scumbag	0.240	0.591	0.278	szemétláda
scurry	0.398	0.647	0.509	sietség
scurvy	0.354	0.462	0.312	skorbut
scuttle	0.438	0.398	0.430	szenesvödör
sea	0.833	0.353	0.589	tenger
seaboard	0.663	0.356	0.507	tengerparti
seafood	0.656	0.500	0.328	tenger gyümölcsei
seagull	0.635	0.245	0.314	sirály
seal	0.490	0.218	0.518	fóka
seals	0.412	0.241	0.402	pecsétek
seam	0.427	0.250	0.414	varrás
seaman	0.520	0.510	0.672	tengerész
seamless	0.459	0.140	0.302	zökkenőmentes
seamstress	0.535	0.288	0.389	varrónő
seaport	0.594	0.317	0.491	tengeri kikötő
sear	0.490	0.553	0.600	kiéget
search	0.635	0.580	0.462	keresés
searching	0.534	0.657	0.466	keresés
searchlight	0.622	0.510	0.552	fényszóró
seared	0.229	0.410	0.398	érzéketlen
seashore	0.796	0.310	0.375	tengerpart
seasick	0.115	0.683	0.245	tengeribeteg
seaside	0.887	0.520	0.508	tengerpart
season	0.792	0.410	0.519	évad
seasonal	0.592	0.273	0.305	szezonális
seasoned	0.812	0.570	0.509	fűszerezett
seasoning	0.633	0.388	0.479	fűszerezés
seat	0.542	0.281	0.434	ülés
seatbelt	0.656	0.314	0.726	biztonsági öv
seating	0.552	0.265	0.286	ülés
seawater	0.760	0.197	0.491	tengervíz
seaweed	0.446	0.286	0.382	hínár
sec	0.490	0.385	0.380	mp
secession	0.323	0.561	0.509	szecesszió
secluded	0.357	0.265	0.240	félreeső
seclusion	0.230	0.558	0.505	elkülönítés
second	0.490	0.210	0.250	második
second cousin	0.698	0.360	0.441	másod-unokatestvér
secondary	0.636	0.375	0.260	másodlagos
secondhand	0.194	0.389	0.283	használt
secrecy	0.294	0.549	0.475	titoktartás
secret	0.479	0.580	0.509	titok
secretariat	0.518	0.459	0.597	titkárság
secretary	0.612	0.426	0.561	titkár
secrete	0.427	0.567	0.518	kiválaszt
secretion	0.354	0.582	0.529	kiválasztás
secretive	0.390	0.250	0.538	titkos
secretly	0.525	0.404	0.479	titkosan
sect	0.265	0.667	0.526	szekta
sectarian	0.260	0.606	0.517	szektariánus
section	0.500	0.269	0.421	szakasz
sectional	0.427	0.415	0.464	szekcionált
sector	0.594	0.190	0.569	ágazat
secular	0.463	0.461	0.520	világi
secularism	0.367	0.440	0.559	szekularizmus
secure	0.844	0.380	0.914	biztonságos
securities	0.750	0.304	0.852	értékpapír
security	0.837	0.360	0.821	Biztonság
sedan	0.480	0.423	0.680	szedán
sedate	0.656	0.157	0.345	nyugodt
sedation	0.510	0.270	0.398	nyugtatás
sedative	0.314	0.273	0.352	nyugtató
sedentary	0.292	0.185	0.273	ülő
sedge	0.406	0.396	0.339	sás
sediment	0.438	0.306	0.372	üledék
sedimentary	0.398	0.265	0.500	üledékes
sedition	0.327	0.557	0.591	lázadás
seduce	0.462	0.864	0.689	elcsábítani
seducer	0.704	0.812	0.775	csábító
seducing	0.569	0.794	0.708	csábító
seduction	0.510	0.891	0.618	csábítás
seductive	0.771	0.821	0.667	csábító
see	0.635	0.269	0.312	lát
seed	0.656	0.135	0.306	mag
seedling	0.406	0.343	0.423	palánta
seeds	0.731	0.269	0.418	magvak
seedy	0.229	0.390	0.325	magvas
seek	0.622	0.429	0.482	keresni
seeker	0.646	0.464	0.553	kereső
seem	0.471	0.302	0.298	látszik
seemingly	0.490	0.410	0.356	látszólag
seer	0.604	0.481	0.740	látnok
seesaw	0.570	0.559	0.410	libikóka
seething	0.312	0.821	0.642	forrongó
segment	0.469	0.290	0.440	szegmens
segregate	0.290	0.627	0.440	elkülöníteni
segregated	0.164	0.575	0.411	elkülönítve
segregation	0.302	0.545	0.390	elkülönítés
seismic	0.323	0.925	0.578	szeizmikus
seize	0.656	0.644	0.673	megragadni
seizure	0.177	0.775	0.462	roham
seldom	0.323	0.379	0.287	ritkán
select	0.615	0.406	0.602	válassza ki
selection	0.594	0.340	0.595	kiválasztás
selective	0.612	0.347	0.706	szelektív
selectman	0.552	0.547	0.609	válogató
selenium	0.469	0.408	0.336	szelén
self	0.704	0.370	0.500	maga
selfharm	0.350	0.620	0.407	önsértés
selfish	0.061	0.637	0.495	önző
selfishness	0.200	0.686	0.453	önzés
selfless	0.521	0.235	0.396	önzetlen
selflove	0.854	0.630	0.661	önimádat
selfworth	0.704	0.460	0.594	önértékelés
sell	0.618	0.608	0.605	elad
seller	0.635	0.471	0.635	eladó
sellout	0.398	0.490	0.465	Kiárusít
seltzer	0.448	0.452	0.406	szódavíz
semantics	0.698	0.394	0.569	szemantika
semaphore	0.552	0.374	0.598	szemafor
semblance	0.500	0.471	0.442	látszat
semen	0.500	0.755	0.471	sperma
semester	0.521	0.327	0.482	szemeszter
semi	0.296	0.345	0.304	félig
semiautomatic	0.469	0.510	0.522	félautomata
semicolon	0.378	0.255	0.318	pontosvessző
seminal	0.459	0.413	0.566	mag-
seminar	0.583	0.360	0.623	szeminárium
seminary	0.594	0.367	0.589	szeminárium
semiotics	0.449	0.417	0.596	szemiotika
senate	0.490	0.349	0.836	szenátus
senator	0.391	0.422	0.821	szenátor
send	0.663	0.480	0.537	Küld
sender	0.542	0.449	0.509	feladó
senescence	0.378	0.456	0.394	öregedés
senile	0.280	0.211	0.305	szenilis
senior	0.561	0.415	0.536	idősebb
seniority	0.408	0.427	0.602	szolgálati idő
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	szenzáció
sensational	0.938	0.827	0.858	szenzációs
sense	0.781	0.417	0.474	érzék
senseless	0.125	0.388	0.136	öntudatlan
senses	0.740	0.461	0.693	érzékszervek
sensibility	0.583	0.423	0.448	érzékenység
sensible	0.625	0.454	0.312	érzékeny
sensibly	0.786	0.337	0.396	érzékelhetően
sensitive	0.714	0.426	0.254	érzékeny
sensitivity	0.750	0.417	0.395	érzékenység
sensor	0.571	0.377	0.542	érzékelő
sensory	0.583	0.480	0.442	szenzoros
sensual	0.730	0.790	0.642	érzéki
sensuality	0.844	0.840	0.632	érzékiség
sensuous	0.854	0.798	0.625	érzéki
sentence	0.625	0.265	0.548	mondat
sentencing	0.120	0.782	0.561	büntetés kiszabása
sentient	0.583	0.417	0.363	érző
sentiment	0.765	0.451	0.639	érzés
sentimental	0.583	0.378	0.312	szentimentális
sentimentality	0.771	0.548	0.319	szentimentalizmus
sentinel	0.531	0.602	0.845	őrszem
sentry	0.470	0.547	0.684	őrszem
separable	0.469	0.390	0.368	szétválasztható
separate	0.240	0.514	0.349	különálló
separately	0.310	0.365	0.368	külön
separation	0.198	0.592	0.409	elválasztás
separatist	0.245	0.627	0.537	szeparatista
sepia	0.448	0.270	0.345	szépia
sepsis	0.229	0.452	0.327	vérmérgezés
sept	0.521	0.333	0.361	szeptember
septic	0.281	0.462	0.425	szeptikus
septum	0.276	0.423	0.410	válaszfal
sequel	0.650	0.480	0.574	folytatás
sequence	0.543	0.350	0.529	sorrend
sequent	0.531	0.423	0.591	következő
sequestered	0.160	0.863	0.427	elkülönített
sequestration	0.177	0.860	0.500	zárolás
serenade	0.875	0.570	0.491	szerenád
serendipity	0.677	0.413	0.500	serénység
serene	0.802	0.132	0.370	derűs
serenity	0.900	0.122	0.557	higgadtság
sergeant	0.408	0.600	0.833	őrmester
serial	0.469	0.350	0.472	sorozatszám
serialize	0.500	0.455	0.593	szerializálni
series	0.622	0.431	0.420	sorozat
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	komoly
seriousness	0.439	0.365	0.750	súlyosság
sermon	0.417	0.507	0.615	szentbeszéd
serpent	0.115	0.696	0.679	kígyó
serpentine	0.576	0.646	0.329	szerpentin
serrated	0.388	0.435	0.418	fogazott
serum	0.520	0.231	0.443	szérum
servant	0.340	0.408	0.331	szolgáló
serve	0.622	0.400	0.384	szolgál
server	0.656	0.356	0.536	szerver
service	0.684	0.408	0.535	szolgáltatás
serviceable	0.834	0.400	0.684	használható
servile	0.439	0.327	0.415	szolgai
servitude	0.250	0.490	0.250	szolgaság
sesame	0.673	0.250	0.382	szezám
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	ülés
sessions	0.646	0.578	0.650	üléseken
set	0.521	0.482	0.630	készlet
setback	0.198	0.451	0.250	visszaesés
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	szetter
settle	0.833	0.520	0.772	rendezni
settled	0.521	0.510	0.473	letelepedett
settlement	0.635	0.412	0.723	település
settler	0.573	0.453	0.519	telepes
settlor	0.531	0.434	0.534	telepes
setup	0.667	0.398	0.635	beállít
seven	0.672	0.265	0.373	hét
seventeen	0.585	0.296	0.321	tizenhét
seventh	0.500	0.245	0.288	hetedik
seventy	0.625	0.353	0.446	hetven
sever	0.156	0.635	0.451	sever
severable	0.406	0.451	0.398	szétválasztható
severally	0.719	0.298	0.600	többszörösen
severance	0.396	0.620	0.541	végkielégítés
severe	0.164	0.735	0.635	szigorú
severely	0.219	0.673	0.700	szigorúan
severity	0.260	0.712	0.661	súlyossága
sew	0.510	0.340	0.340	varr
sewage	0.255	0.343	0.339	szennyvíz
sewer	0.286	0.367	0.282	szennyvízcsatorna
sewerage	0.208	0.450	0.198	szennyvíz
sewing	0.625	0.337	0.356	varrás
sex	0.803	0.939	0.704	szex
sexist	0.255	0.798	0.411	szexista
sexual	0.584	0.959	0.640	szexuális
sexuality	0.670	0.898	0.657	nemiség
sexy	0.865	0.945	0.802	szexis
shabby	0.235	0.519	0.259	kopott
shack	0.396	0.425	0.339	kunyhó
shackle	0.276	0.580	0.414	bilincs
shade	0.388	0.265	0.278	árnyék
shades	0.490	0.300	0.380	árnyalatok
shading	0.420	0.324	0.318	árnyékolás
shadow	0.302	0.343	0.158	árnyék
shadowy	0.135	0.373	0.330	homályos
shady	0.323	0.509	0.375	árnyas
shaft	0.549	0.275	0.472	tengely
shag	0.417	0.462	0.340	bozont
shaggy	0.510	0.302	0.321	bozontos
shake	0.439	0.689	0.539	ráz
shakedown	0.286	0.692	0.481	razzia
shaken	0.344	0.657	0.333	megrázva
shaker	0.520	0.728	0.518	rázó
shaking	0.275	0.849	0.255	rázás
shaky	0.260	0.734	0.223	ingatag
shall	0.510	0.385	0.412	kell
shallow	0.427	0.298	0.351	sekély
shallows	0.388	0.368	0.368	sekélyek
sham	0.354	0.602	0.395	ál
shaman	0.490	0.531	0.604	sámán
shambles	0.271	0.696	0.287	mészárszék
shame	0.060	0.670	0.155	szégyen
shamed	0.135	0.567	0.218	megszégyenített
shameful	0.040	0.680	0.264	szégyenletes
shameless	0.274	0.713	0.407	szemtelen
shampoo	0.604	0.180	0.250	sampon
shanghai	0.551	0.450	0.509	sanghaj
shank	0.530	0.393	0.286	lábszár
shanty	0.427	0.459	0.255	viskó
shape	0.592	0.240	0.422	alak
shapely	0.771	0.441	0.830	formás
shard	0.388	0.407	0.426	szilánk
share	0.759	0.548	0.545	részvény
shareholder	0.656	0.632	0.915	részvényes
sharing	0.827	0.462	0.545	megosztás
shark	0.260	0.845	0.596	cápa
sharp	0.459	0.585	0.585	éles
sharpen	0.582	0.694	0.611	élesíteni
sharpened	0.573	0.647	0.727	kihegyezve
sharpener	0.532	0.435	0.327	élesítő
sharpness	0.729	0.385	0.653	élesség
sharpshooter	0.240	0.929	0.764	mesterlövész
shatter	0.108	0.821	0.464	összetör
shattered	0.097	0.806	0.309	összetört
shattering	0.135	0.760	0.475	sokkoló
shave	0.521	0.410	0.480	borotválkozás
shaver	0.418	0.450	0.392	borotva
shaving	0.500	0.469	0.353	borotválkozás
shawl	0.720	0.365	0.230	kendőt
sheaf	0.396	0.387	0.456	kéve
shear	0.286	0.647	0.388	nyírás
shears	0.429	0.527	0.254	nyírók
sheath	0.460	0.314	0.342	hüvely
sheathing	0.378	0.480	0.642	burkolat
shed	0.427	0.402	0.470	fészer
sheen	0.812	0.510	0.712	ragyogás
sheep	0.604	0.206	0.161	juh
sheepdog	0.684	0.442	0.529	juhászkutya
sheepish	0.326	0.441	0.205	félénk
sheer	0.604	0.250	0.481	tiszta
sheet	0.439	0.174	0.302	lap
sheik	0.521	0.579	0.708	sejk
shelf	0.561	0.202	0.366	polc
shell	0.615	0.408	0.391	héj
shellfish	0.594	0.412	0.393	kagylófélék
shelling	0.337	0.917	0.773	bombázás
shelter	0.704	0.229	0.569	menedék
sheltered	0.590	0.377	0.717	védett
shelters	0.582	0.333	0.482	menedékhelyek
shelved	0.306	0.166	0.321	polcra került
shepherd	0.656	0.304	0.610	pásztor
sherbet	0.592	0.363	0.348	sörbet
sheriff	0.602	0.541	0.802	seriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	pajzs
shift	0.479	0.610	0.491	váltás
shifting	0.518	0.548	0.546	váltó
shifty	0.365	0.687	0.483	ravasz
shilling	0.521	0.342	0.430	shilling
shimmer	0.745	0.562	0.656	csillámlik
shimmering	0.844	0.648	0.904	csillogó
shimmy	0.478	0.476	0.462	női ing
shin	0.459	0.500	0.231	lábszár
shindig	0.552	0.560	0.491	estély
shine	0.844	0.539	0.741	ragyog
shiner	0.740	0.510	0.556	fényesítő
shingle	0.510	0.200	0.410	zsindely
shining	0.885	0.673	0.812	csillogó
shiny	0.885	0.604	0.787	fényes
ship	0.646	0.500	0.439	hajó
shipment	0.582	0.440	0.452	szállítmány
shipping	0.622	0.327	0.443	szállítás
shipshape	0.594	0.480	0.474	hajó alakú
shipwreck	0.268	0.768	0.373	hajótörés
shipyard	0.398	0.583	0.595	hajógyár
shire	0.479	0.257	0.609	megye
shirt	0.698	0.186	0.231	ing
shit	0.000	0.678	0.294	szar
shitday	0.281	0.658	0.390	szar nap
shitfaced	0.214	0.695	0.380	szar arcú
shithead	0.120	0.645	0.302	faszfej
shitless	0.271	0.545	0.333	szartalan
shitload	0.020	0.606	0.161	szar rakomány
shittest	0.076	0.673	0.232	legszarabb
shitty	0.020	0.679	0.163	szar
shiver	0.260	0.765	0.236	reszket
shivering	0.122	0.663	0.373	dideregve
shoals	0.396	0.408	0.375	zátonyok
shock	0.286	0.821	0.453	sokk
shocked	0.292	0.773	0.375	döbbent
shocker	0.235	0.804	0.616	ócskaság
shocking	0.378	0.853	0.833	megdöbbentő
shockingly	0.510	0.924	0.721	megdöbbentően
shoddy	0.082	0.463	0.179	selejtes
shoe	0.517	0.225	0.288	cipő
shoelace	0.396	0.280	0.307	cipőfűző
shoemaker	0.396	0.269	0.491	cipész
shoes	0.729	0.324	0.210	cipő
shoeshine	0.392	0.387	0.325	cipőtisztító
shook	0.163	0.759	0.509	megrázta
shoot	0.092	0.926	0.625	lő
shooter	0.224	0.814	0.774	vadász
shooting	0.276	0.931	0.602	lövés
