English Word	Valence	Arousal	Dominance	Corsican Word
tidy	0.760	0.208	0.647	ordinatu
tie	0.663	0.464	0.431	cravatta
tier	0.520	0.245	0.560	tier
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tigre
tighten	0.388	0.487	0.627	stringhje
tightness	0.344	0.606	0.759	strettezza
tightrope	0.354	0.653	0.279	corda stretta
tights	0.583	0.343	0.269	collants
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	tile
tiling	0.600	0.330	0.315	piastrellatura
till	0.490	0.327	0.319	finu à
tillage	0.552	0.591	0.540	labour
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	inclinazione
tilting	0.459	0.384	0.340	basculante
timber	0.332	0.202	0.386	legnu
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbru
time	0.604	0.288	0.609	tempu
timeless	0.408	0.468	0.583	senza tempu
timeliness	0.760	0.404	0.582	puntualità
timely	0.865	0.387	0.591	puntuale
timeout	0.344	0.433	0.322	pausa
timepiece	0.650	0.279	0.461	timepiece
timer	0.469	0.433	0.500	timer
times	0.490	0.279	0.439	volte
timetable	0.561	0.189	0.491	orariu
timewasters	0.391	0.535	0.291	perdi di tempu
timid	0.327	0.276	0.132	timidu
timidity	0.333	0.358	0.153	timidezza
timing	0.521	0.311	0.577	timing
tin	0.469	0.370	0.217	stagnola
tincture	0.440	0.360	0.402	tintura
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	stagnola
tinge	0.469	0.292	0.264	tinta
tingle	0.460	0.560	0.264	tingle
tingling	0.427	0.615	0.340	tingling
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	brincà
tinkle	0.562	0.529	0.356	tintinna
tinkling	0.612	0.530	0.324	tintinnu
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tinta
tiny	0.479	0.196	0.125	chjuca
tip	0.708	0.221	0.518	punta
tipper	0.427	0.571	0.431	basculante
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	tipsy
tiptoe	0.510	0.490	0.407	in punta di pedi
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	pneumatici
tired	0.125	0.317	0.191	stancu
tiredness	0.387	0.408	0.242	stanchezza
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	instancabile
tiresome	0.240	0.542	0.153	stancu
tiring	0.153	0.510	0.176	stancu
tissue	0.558	0.236	0.345	tissutu
tistheseason	0.646	0.548	0.435	sta stagione
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanicu
titanium	0.520	0.470	0.704	titaniu
tithe	0.507	0.276	0.385	decima
title	0.708	0.356	0.574	titulu
titled	0.677	0.240	0.658	intitulé
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titolare
toad	0.302	0.452	0.196	roppu
toast	0.740	0.382	0.356	brindisi
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	tostu
tobacco	0.327	0.546	0.387	tabacco
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	oghje
toddler	0.812	0.469	0.368	zitellu
toe	0.406	0.221	0.293	punta
toenail	0.530	0.380	0.306	unghia
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	inseme
togetherness	0.906	0.360	0.635	unione
toil	0.558	0.510	0.583	fatica
toilet	0.490	0.290	0.233	toilette
toils	0.480	0.710	0.482	fatica
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	tollerable
tolerance	0.875	0.206	0.649	tolleranza
tolerant	0.765	0.192	0.618	tolleranti
tolerate	0.724	0.430	0.588	tollerà
toleration	0.776	0.442	0.727	tolleranza
toll	0.296	0.422	0.453	toll
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomate
tomatoes	0.615	0.240	0.272	pumati
tomb	0.112	0.500	0.343	tomba
tombstone	0.204	0.441	0.311	lapide
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	per mè
tomorrow	0.792	0.377	0.407	dumane
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	tonu
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	pinze
tongue	0.542	0.432	0.482	lingua
tonic	0.541	0.360	0.500	tonicu
tonnage	0.323	0.382	0.590	tunnaghju
tonsils	0.347	0.373	0.283	tonsille
toocold	0.420	0.550	0.379	troppu friddu
tool	0.490	0.350	0.594	strumentu
toolbox	0.531	0.316	0.472	cassetta di strumenti
tooling	0.510	0.406	0.634	arnesi
toomuchtodo	0.420	0.688	0.355	troppu muttu
toot	0.500	0.481	0.373	totu
tooth	0.439	0.250	0.367	dente
toothache	0.188	0.853	0.412	mal di denti
toothbrush	0.517	0.330	0.321	spazzola di denti
toothed	0.449	0.394	0.352	denti
toothless	0.312	0.541	0.272	senza denti
toothpaste	0.510	0.290	0.371	dentifricio
toothpick	0.561	0.216	0.185	stuzzicadenti
toots	0.552	0.480	0.451	tocchi
top	0.760	0.400	0.554	cima
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	tema
topical	0.561	0.340	0.500	tematicu
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografica
topographical	0.438	0.350	0.538	topografica
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	caccià
topside	0.708	0.466	0.598	cima
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	torcia
torment	0.057	0.750	0.387	turmentu
tormented	0.071	0.855	0.323	turmentatu
torn	0.153	0.510	0.283	strappata
tornado	0.260	0.896	0.784	tornatu
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	torridu
torsion	0.312	0.651	0.402	torsione
torso	0.408	0.394	0.473	torsu
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortuosa
tortoise	0.673	0.078	0.250	tartaruga
tortuous	0.194	0.755	0.382	tortuosa
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	torturatu
toss	0.418	0.725	0.575	scaccià
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	tutale
totality	0.688	0.443	0.717	tutalità
totally	0.820	0.422	0.702	tutale
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	toccu
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	toccu
touching	0.760	0.439	0.491	toccu
touchy	0.323	0.510	0.343	toccu
tough	0.344	0.588	0.742	duru
toughen	0.458	0.683	0.711	indurisce
toughness	0.552	0.618	0.837	durezza
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	tour
tourism	0.823	0.531	0.545	turisimu
tourist	0.745	0.480	0.430	turistu
tourmaline	0.448	0.513	0.441	tormalina
tournament	0.694	0.740	0.611	torneu
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	rimorchia
towel	0.630	0.208	0.286	asciugamani
tower	0.606	0.380	0.644	torra
towering	0.500	0.690	0.806	torrenti
town	0.551	0.299	0.627	cità
townhouse	0.622	0.400	0.443	casa di città
township	0.531	0.292	0.667	cumuna
townspeople	0.677	0.466	0.569	citadini
toxic	0.008	0.885	0.492	tossicu
toxicity	0.104	0.865	0.491	tossicità
toxicology	0.302	0.736	0.574	tossiculugia
toxin	0.115	0.654	0.456	tossina
toy	0.878	0.420	0.275	ghjoculu
toymaker	0.755	0.510	0.536	fabbricante di ghjoculi
trace	0.573	0.346	0.483	traccia
traceable	0.602	0.370	0.535	tracciabile
tracer	0.573	0.327	0.645	tracciatore
traces	0.482	0.448	0.389	tracce
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	traccia
track	0.448	0.433	0.526	pista
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	trattu
tractable	0.635	0.500	0.469	trattabile
traction	0.429	0.585	0.648	trazione
tractor	0.449	0.580	0.619	trattore
trade	0.561	0.544	0.690	cummerciu
trademark	0.667	0.344	0.750	marca
trader	0.562	0.632	0.854	trader
tradesman	0.531	0.431	0.664	cummerciante
trading	0.635	0.602	0.705	cummerciu
tradition	0.830	0.430	0.750	tradizione
traditional	0.677	0.221	0.604	tradiziunale
traffic	0.323	0.559	0.518	trafficu
traffic light	0.490	0.469	0.479	semaforu
trafficking	0.250	0.710	0.399	trafficu
tragedies	0.100	0.910	0.442	tragedie
tragedy	0.052	0.843	0.340	tragedia
tragic	0.048	0.904	0.396	tragicu
trail	0.600	0.322	0.455	pista
trailer	0.541	0.490	0.473	trailer
train	0.666	0.705	0.620	trenu
train set	0.604	0.598	0.464	trenu set
trained	0.771	0.538	0.645	furmatu
trainee	0.627	0.408	0.352	trainee
trainer	0.698	0.719	0.824	furmatore
training	0.714	0.776	0.788	furmazione
trait	0.469	0.365	0.453	trattu
traitor	0.112	0.796	0.491	traditore
traitorous	0.073	0.745	0.412	traditore
trajectory	0.653	0.558	0.779	trajectoria
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	calpesta
trampoline	0.604	0.690	0.391	trampolinu
tramway	0.615	0.538	0.543	tramway
trance	0.469	0.481	0.382	trance
tranquil	0.917	0.094	0.355	tranquillu
tranquility	0.840	0.135	0.442	tranquillità
tranquilizer	0.510	0.236	0.596	tranquillizante
transact	0.521	0.625	0.680	transazzione
transaction	0.650	0.577	0.579	transazzione
transatlantic	0.724	0.596	0.706	transatlanticu
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	trascendere
transcendence	0.656	0.608	0.754	trascendenza
transcendent	0.667	0.600	0.824	trascendente
transcendental	0.635	0.652	0.842	trascendentale
transcribe	0.500	0.394	0.573	trascrive
transcriber	0.490	0.420	0.615	trascrittore
transcript	0.639	0.398	0.528	trascrizzione
transcription	0.592	0.455	0.615	trascrizzione
transfer	0.702	0.490	0.519	trasferimentu
transference	0.592	0.294	0.551	trasferimentu
transferred	0.480	0.450	0.409	trasferitu
transfixed	0.427	0.660	0.528	trasfiguratu
transform	0.735	0.667	0.696	trasfurmà
transformation	0.796	0.618	0.770	trasfurmazioni
transformer	0.582	0.582	0.723	trasformatore
transfusion	0.417	0.730	0.557	trasfusione
transgression	0.158	0.890	0.611	trasgressione
transient	0.510	0.405	0.430	transitori
transistor	0.480	0.480	0.444	transistore
transit	0.439	0.590	0.588	transitu
transition	0.605	0.561	0.558	transizione
transitional	0.573	0.472	0.491	transitoria
transitive	0.479	0.377	0.414	transitiva
transitory	0.438	0.450	0.407	transitori
translate	0.604	0.423	0.462	traduce
translation	0.633	0.435	0.598	traduzzione
translator	0.760	0.412	0.473	traduttore
translocation	0.367	0.612	0.564	traslocazione
translucent	0.600	0.500	0.389	traslucente
transmission	0.688	0.490	0.611	trasmissioni
transmit	0.836	0.581	0.673	trasmette
transmitter	0.520	0.511	0.719	trasmettitore
transmutation	0.438	0.740	0.737	trasmutazione
transom	0.375	0.385	0.417	traversa
transparency	0.847	0.260	0.587	trasparenza
transparent	0.542	0.330	0.667	trasparenti
transplant	0.445	0.806	0.620	trasplante
transplantation	0.531	0.694	0.610	trasplante
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	trasportu
transportation	0.667	0.560	0.472	trasportu
transporter	0.615	0.625	0.750	traspurtadore
transpose	0.440	0.585	0.467	traspone
transposition	0.312	0.451	0.555	trasposizione
transsexual	0.264	0.815	0.423	transessuale
transverse	0.429	0.429	0.525	trasversali
transvestite	0.270	0.675	0.373	travestitu
trap	0.104	0.610	0.391	trappula
trapdoor	0.094	0.670	0.462	trappula
trapeze	0.542	0.625	0.566	trapeziu
trapped	0.135	0.615	0.380	intrappulatu
trapper	0.296	0.654	0.491	trappulu
trapping	0.333	0.621	0.491	trappula
trappings	0.458	0.462	0.370	trappule
traps	0.235	0.673	0.481	trappule
trash	0.163	0.541	0.154	basura
trashy	0.071	0.380	0.161	trash
trauma	0.112	0.792	0.453	traumu
traumatic	0.062	0.885	0.427	traumaticu
travail	0.500	0.677	0.620	travagliu
travel	0.931	0.689	0.535	viaghjà
traveler	0.837	0.571	0.700	viaghjatore
traveling	0.900	0.750	0.582	viaghjà
traverse	0.571	0.590	0.629	traversu
travesty	0.354	0.644	0.407	parodia
trawl	0.255	0.590	0.464	strascinu
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	vassa
treacherous	0.112	0.815	0.402	traditore
treachery	0.104	0.852	0.448	tradimentu
tread	0.510	0.520	0.426	chjappà
treadmill	0.459	0.636	0.436	tapis roulant
treason	0.094	0.806	0.552	tradimentu
treasure	0.927	0.592	0.821	tesoru
treasured	0.849	0.471	0.730	tesoru
treasurer	0.694	0.456	0.755	tesoriere
treasures	0.867	0.771	0.842	tesori
treasury	0.812	0.541	0.736	tesoreria
treat	0.573	0.571	0.436	tratta
treatable	0.780	0.302	0.560	trattabile
treatise	0.604	0.407	0.613	trattatu
treatment	0.663	0.386	0.620	trattamentu
treaty	0.646	0.382	0.667	trattatu
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	arbre
trees	0.653	0.137	0.537	arburi
trek	0.469	0.530	0.535	caminata
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	tremu
trembling	0.177	0.824	0.324	tremulu
tremendous	0.600	0.888	0.773	tremendu
tremendously	0.719	0.722	0.661	tremendamente
tremor	0.104	0.833	0.455	tremore
trench	0.429	0.760	0.429	trinchera
trend	0.625	0.458	0.706	tendenza
trending	0.750	0.472	0.600	in tendenza
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	trepidazione
trespass	0.229	0.670	0.613	traspassu
triad	0.469	0.413	0.528	triade
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	prucessu
triangle	0.562	0.269	0.352	triangulu
triangular	0.430	0.320	0.397	triangulare
triangulate	0.408	0.380	0.517	triangulà
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	tribali
tribe	0.664	0.486	0.516	tribù
tribulation	0.448	0.612	0.484	tribulazione
tribunal	0.410	0.670	0.797	tribunale
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	affluente
tribute	0.684	0.573	0.700	tributu
trick	0.542	0.700	0.409	truccu
trickery	0.146	0.798	0.336	inganni
trickle	0.500	0.196	0.231	goccia
trickster	0.375	0.680	0.446	imbroglione
tricky	0.219	0.651	0.500	dilicatu
tricycle	0.633	0.402	0.368	triciclu
trident	0.403	0.606	0.609	tridente
trifle	0.271	0.296	0.221	bagagliu
trifling	0.375	0.418	0.183	insignificante
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	trigger
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	trilione
trilogy	0.615	0.520	0.664	trilogia
trim	0.500	0.466	0.430	trim
trimester	0.783	0.336	0.538	trimestre
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	trimming
trine	0.396	0.365	0.317	trigone
trinity	0.635	0.346	0.660	trinità
trinket	0.521	0.352	0.368	gingillo
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	viaghju
tripartite	0.500	0.480	0.539	tripartitu
tripe	0.312	0.361	0.438	trippa
triple	0.585	0.385	0.481	triplu
triplet	0.622	0.510	0.618	tripletta
triplicate	0.684	0.545	0.717	triplicatu
tripod	0.406	0.388	0.483	tripode
tripping	0.276	0.594	0.293	tripping
trite	0.458	0.418	0.290	banale
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	triunfu
triumphant	0.949	0.837	0.972	triunfante
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	triviale
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	carrettu
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	truppa
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	truppe
trophy	0.947	0.643	0.676	trofeu
tropic	0.740	0.529	0.536	tropicu
tropical	0.740	0.461	0.509	tropicale
tropics	0.740	0.383	0.412	tropici
trot	0.531	0.664	0.396	trottu
trouble	0.135	0.811	0.452	prublemi
troubled	0.167	0.627	0.385	disturbatu
troublemaker	0.260	0.900	0.596	disturbatore
troubles	0.051	0.854	0.269	guai
troublesome	0.283	0.894	0.404	fastidiosu
trough	0.500	0.308	0.340	truffa
troupe	0.625	0.406	0.557	truppa
trousers	0.625	0.314	0.442	pantaloni
trout	0.516	0.387	0.298	truite
trowel	0.470	0.418	0.250	cazzuola
truce	0.688	0.441	0.453	tregua
truck	0.531	0.368	0.546	camion
trucker	0.494	0.609	0.500	camioner
truckload	0.480	0.450	0.534	carru
truculent	0.210	0.731	0.498	truculente
true	0.896	0.436	0.777	veru
truelove	0.860	0.600	0.587	veru amore
truffle	0.677	0.323	0.418	truffe
truism	0.521	0.422	0.480	truismu
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	tromba
trumpeter	0.673	0.600	0.676	trombettista
truncate	0.323	0.600	0.412	truncà
truncated	0.316	0.602	0.439	truncatu
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	troncu
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	fiducia
trustee	0.531	0.442	0.658	trustee
trusting	0.857	0.508	0.750	fiducia
trustworthy	0.969	0.315	0.824	affidabile
trusty	0.863	0.398	0.696	fidatu
truth	0.971	0.400	0.685	verità
truthful	0.708	0.467	0.807	veru
truthfulness	0.920	0.549	0.808	a verità
try	0.604	0.551	0.556	pruvà
tryout	0.459	0.539	0.472	prova
tryouts	0.490	0.602	0.594	prove
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	vasca
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tubu
tuberculosis	0.214	0.519	0.424	tuberculosis
tubing	0.438	0.363	0.358	tubing
tubular	0.458	0.361	0.464	tubulari
tubule	0.500	0.330	0.333	tubulu
tuck	0.367	0.473	0.361	tucca
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	Marti
tufted	0.500	0.510	0.406	ciuffata
tug	0.320	0.604	0.558	tira
tugboat	0.271	0.510	0.652	rimorchiatore
tuition	0.531	0.372	0.436	scola
tulip	0.730	0.189	0.356	tulipanu
tumble	0.276	0.556	0.272	tumbà
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	pancia
tumor	0.102	0.664	0.324	tumore
tumour	0.092	0.627	0.464	tumore
tumult	0.271	0.640	0.636	tumultu
tumultuous	0.208	0.622	0.590	tumultuosa
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tonnu
tunable	0.510	0.364	0.582	sintonizzabile
tune	0.708	0.479	0.426	sintonizza
tunic	0.531	0.248	0.391	tunica
tuning	0.719	0.390	0.635	tuning
tunnel	0.312	0.490	0.412	tunnel
turban	0.469	0.386	0.426	turbante
turbidity	0.184	0.607	0.393	turbidità
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulenza
turbulent	0.302	0.792	0.612	turbulente
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	turf
turkey	0.634	0.245	0.247	Turchia
turmeric	0.542	0.316	0.312	curcuma
turmoil	0.198	0.888	0.417	turbulenza
turn	0.531	0.398	0.482	volta
turnaround	0.560	0.654	0.407	vultà si
turned	0.630	0.538	0.583	vultò
turning	0.510	0.684	0.420	vultendu
turnip	0.561	0.183	0.254	rapa
turnkey	0.531	0.382	0.427	chiavi in mano
turnoff	0.312	0.560	0.327	chjode
turnout	0.641	0.692	0.898	girà
turnover	0.490	0.392	0.512	turnover
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	turntable
turpentine	0.320	0.539	0.571	trementina
turquoise	0.786	0.226	0.357	turchese
turret	0.494	0.500	0.588	torretta
turtle	0.291	0.102	0.271	tartaruga
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	rissa
tutelage	0.393	0.442	0.609	tutela
tutor	0.750	0.346	0.826	tutore
tutoring	0.663	0.402	0.702	tutorat
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	dui
twat	0.292	0.459	0.404	sciacca
twats	0.406	0.588	0.383	chjappi
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	pinzette
twelfth	0.521	0.292	0.527	dudecesimu
twelve	0.490	0.298	0.412	dodeci
twentieth	0.469	0.297	0.346	vintesimu
twenty	0.520	0.292	0.286	venti
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	ramu
twilight	0.622	0.341	0.633	crepuscolo
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	gemella
twine	0.521	0.380	0.337	spago
twinge	0.316	0.720	0.471	striscia
twinkle	0.719	0.724	0.610	scintillare
twins	0.760	0.473	0.602	gemelli
twirl	0.552	0.647	0.409	giru
twist	0.375	0.469	0.337	torce
twisted	0.071	0.736	0.311	torciata
twister	0.330	0.680	0.647	torcia
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	strincà
twitching	0.292	0.700	0.482	striscia
twitchy	0.094	0.918	0.281	strittu
two	0.520	0.200	0.404	due
two step	0.583	0.314	0.327	dui passi
twofaced	0.387	0.620	0.384	duie facce
twofold	0.573	0.333	0.551	duppiu
twosome	0.583	0.544	0.500	dui
tycoon	0.682	0.596	0.867	magnatu
tyke	0.500	0.388	0.300	tippu
type	0.500	0.284	0.364	tipu
typewriter	0.542	0.373	0.418	macchina da scrive
typhoid	0.265	0.458	0.401	tifoide
typhoon	0.323	0.796	0.697	tifone
typical	0.635	0.206	0.426	tipicu
typically	0.569	0.377	0.559	tipicamente
typist	0.551	0.559	0.528	dattilografu
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	tipografia
tyrannical	0.167	0.860	0.731	tirannicu
tyranny	0.112	0.792	0.705	tirannia
tyrant	0.115	0.850	0.683	tirannu
tyre	0.480	0.358	0.407	pneumatici
ubiquitous	0.635	0.571	0.884	omnipresente
ubiquity	0.578	0.490	0.595	ubiquità
ugliness	0.094	0.407	0.267	bruttura
ugly	0.167	0.630	0.254	bruttu
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ulcera
ulterior	0.375	0.509	0.490	ulteriore
ultimate	0.648	0.645	0.544	ultimu
ultimately	0.385	0.480	0.558	in fine
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimu
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	umbilicale
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	ombrello
umpire	0.520	0.592	0.755	umpire
umpteen	0.510	0.460	0.611	infinitu
unabashed	0.292	0.614	0.488	senza vergogna
unabated	0.532	0.420	0.466	senza calà
unable	0.132	0.459	0.193	incapaci
unacceptable	0.133	0.479	0.330	inaccettabile
unaccompanied	0.292	0.376	0.297	micca accumpagnatu
unaccountable	0.180	0.600	0.543	inaccountable
unaccounted	0.410	0.338	0.361	senza cuntu
unacknowledged	0.240	0.269	0.116	micca ricunnisciutu
unadulterated	0.570	0.420	0.528	senza adulteratu
unaffected	0.542	0.265	0.571	micca affettatu
unafraid	0.500	0.520	0.655	senza paura
unaided	0.290	0.410	0.336	senza aiutu
unaltered	0.571	0.269	0.598	inalterata
unambiguous	0.406	0.390	0.578	senza ambiguità
unanimity	0.490	0.407	0.706	unanimità
unanimous	0.656	0.380	0.682	unanime
unanimously	0.686	0.333	0.738	à l'unanimità
unannounced	0.240	0.588	0.291	senza annunziu
unanswered	0.276	0.361	0.219	senza risposta
unanticipated	0.255	0.775	0.327	imprevisu
unappreciated	0.143	0.431	0.209	micca apprezzatu
unapproved	0.184	0.471	0.254	micca appruvatu
unarmed	0.427	0.420	0.241	disarmati
unassisted	0.302	0.320	0.211	senza assistenza
unassuming	0.490	0.230	0.471	senza pretensione
unattached	0.192	0.439	0.283	unattached
unattainable	0.220	0.635	0.571	inaccessibile
unattended	0.255	0.400	0.167	senza cura
unattractive	0.177	0.307	0.208	pocu attraente
