English Word	Valence	Arousal	Dominance	Chinese-Traditional Word
screwed	0.302	0.520	0.464	擰緊
screwy	0.344	0.596	0.450	搞怪的
screwyou	0.260	0.647	0.509	去你的
scribble	0.429	0.453	0.358	塗
scribe	0.541	0.264	0.491	隸
scrimmage	0.367	0.660	0.411	混戰
scrip	0.430	0.462	0.455	腳本
script	0.610	0.450	0.527	腳本
scriptural	0.551	0.250	0.596	聖經
scripture	0.745	0.270	0.630	聖經
scroll	0.375	0.630	0.409	滾動
scrotum	0.396	0.653	0.361	陰囊
scrounge	0.210	0.565	0.397	搜刮
scrounger	0.323	0.490	0.358	淘寶
scrub	0.417	0.420	0.500	擦洗
scruffy	0.194	0.435	0.176	邋遢
scrumptious	0.959	0.650	0.566	美味的
scrupulous	0.545	0.685	0.602	一絲不苟
scrutinize	0.458	0.587	0.573	細看
scrutiny	0.500	0.653	0.658	審查
scuba	0.542	0.494	0.456	水肺
scuff	0.165	0.560	0.376	磨損
scuffle	0.146	0.800	0.529	混戰
scullery	0.469	0.337	0.353	洗碗池
sculptor	0.653	0.431	0.694	雕塑家
sculpture	0.750	0.346	0.490	雕塑
sculptured	0.708	0.373	0.557	雕刻的
scum	0.357	0.380	0.218	浮渣
scumbag	0.240	0.591	0.278	渣男
scurry	0.398	0.647	0.509	疾走
scurvy	0.354	0.462	0.312	壞血病
scuttle	0.438	0.398	0.430	天窗
sea	0.833	0.353	0.589	海
seaboard	0.663	0.356	0.507	海岸
seafood	0.656	0.500	0.328	海鮮
seagull	0.635	0.245	0.314	海鷗
seal	0.490	0.218	0.518	海豹
seals	0.412	0.241	0.402	密封件
seam	0.427	0.250	0.414	接縫
seaman	0.520	0.510	0.672	水手
seamless	0.459	0.140	0.302	無縫的
seamstress	0.535	0.288	0.389	裁縫
seaport	0.594	0.317	0.491	海港
sear	0.490	0.553	0.600	灼燒
search	0.635	0.580	0.462	搜索
searching	0.534	0.657	0.466	搜索
searchlight	0.622	0.510	0.552	探照燈
seared	0.229	0.410	0.398	燒焦的
seashore	0.796	0.310	0.375	海濱
seasick	0.115	0.683	0.245	暈船
seaside	0.887	0.520	0.508	海濱
season	0.792	0.410	0.519	季節
seasonal	0.592	0.273	0.305	季節性
seasoned	0.812	0.570	0.509	經驗豐富的
seasoning	0.633	0.388	0.479	調味料
seat	0.542	0.281	0.434	座位
seatbelt	0.656	0.314	0.726	安全帶
seating	0.552	0.265	0.286	座位
seawater	0.760	0.197	0.491	海水
seaweed	0.446	0.286	0.382	海藻
sec	0.490	0.385	0.380	秒
secession	0.323	0.561	0.509	分裂國家
secluded	0.357	0.265	0.240	僻
seclusion	0.230	0.558	0.505	隔離
second	0.490	0.210	0.250	第二
second cousin	0.698	0.360	0.441	第二個表弟
secondary	0.636	0.375	0.260	中學
secondhand	0.194	0.389	0.283	二手
secrecy	0.294	0.549	0.475	保密
secret	0.479	0.580	0.509	秘密
secretariat	0.518	0.459	0.597	秘書處
secretary	0.612	0.426	0.561	秘書
secrete	0.427	0.567	0.518	分泌
secretion	0.354	0.582	0.529	分泌
secretive	0.390	0.250	0.538	隱秘的
secretly	0.525	0.404	0.479	偷偷
sect	0.265	0.667	0.526	教派
sectarian	0.260	0.606	0.517	宗派主義
section	0.500	0.269	0.421	部分
sectional	0.427	0.415	0.464	截面
sector	0.594	0.190	0.569	部門
secular	0.463	0.461	0.520	世俗
secularism	0.367	0.440	0.559	世俗主義
secure	0.844	0.380	0.914	安全的
securities	0.750	0.304	0.852	證券
security	0.837	0.360	0.821	安全
sedan	0.480	0.423	0.680	轎車
sedate	0.656	0.157	0.345	穩重
sedation	0.510	0.270	0.398	鎮靜
sedative	0.314	0.273	0.352	鎮靜劑
sedentary	0.292	0.185	0.273	久坐不動的
sedge	0.406	0.396	0.339	茢
sediment	0.438	0.306	0.372	沉澱
sedimentary	0.398	0.265	0.500	沉積
sedition	0.327	0.557	0.591	煽動叛亂
seduce	0.462	0.864	0.689	勾引
seducer	0.704	0.812	0.775	誘惑者
seducing	0.569	0.794	0.708	引誘
seduction	0.510	0.891	0.618	誘惑
seductive	0.771	0.821	0.667	誘人的
see	0.635	0.269	0.312	看
seed	0.656	0.135	0.306	種子
seedling	0.406	0.343	0.423	幼苗
seeds	0.731	0.269	0.418	種子
seedy	0.229	0.390	0.325	骯髒的
seek	0.622	0.429	0.482	尋找
seeker	0.646	0.464	0.553	尋求者
seem	0.471	0.302	0.298	似乎
seemingly	0.490	0.410	0.356	似乎
seer	0.604	0.481	0.740	先知
seesaw	0.570	0.559	0.410	蹺蹺板
seething	0.312	0.821	0.642	沸騰
segment	0.469	0.290	0.440	部分
segregate	0.290	0.627	0.440	分離
segregated	0.164	0.575	0.411	隔離的
segregation	0.302	0.545	0.390	隔離
seismic	0.323	0.925	0.578	地震
seize	0.656	0.644	0.673	搶占
seizure	0.177	0.775	0.462	發作
seldom	0.323	0.379	0.287	很少
select	0.615	0.406	0.602	選擇
selection	0.594	0.340	0.595	選擇
selective	0.612	0.347	0.706	可選擇的
selectman	0.552	0.547	0.609	選擇人
selenium	0.469	0.408	0.336	硒
self	0.704	0.370	0.500	自己
selfharm	0.350	0.620	0.407	自殘
selfish	0.061	0.637	0.495	自私
selfishness	0.200	0.686	0.453	自私
selfless	0.521	0.235	0.396	無私
selflove	0.854	0.630	0.661	自愛
selfworth	0.704	0.460	0.594	自我價值
sell	0.618	0.608	0.605	賣
seller	0.635	0.471	0.635	賣方
sellout	0.398	0.490	0.465	售完
seltzer	0.448	0.452	0.406	蘇打水
semantics	0.698	0.394	0.569	語義
semaphore	0.552	0.374	0.598	信號
semblance	0.500	0.471	0.442	外表
semen	0.500	0.755	0.471	精液
semester	0.521	0.327	0.482	學期
semi	0.296	0.345	0.304	半
semiautomatic	0.469	0.510	0.522	半自動
semicolon	0.378	0.255	0.318	分號
seminal	0.459	0.413	0.566	開創性的
seminar	0.583	0.360	0.623	研討會
seminary	0.594	0.367	0.589	神學院
semiotics	0.449	0.417	0.596	符號學
senate	0.490	0.349	0.836	參議院
senator	0.391	0.422	0.821	參議員
send	0.663	0.480	0.537	發送
sender	0.542	0.449	0.509	發件人
senescence	0.378	0.456	0.394	衰老
senile	0.280	0.211	0.305	衰老
senior	0.561	0.415	0.536	高級的
seniority	0.408	0.427	0.602	資歷
senor	0.527	0.217	0.630	長者
senorita	0.765	0.550	0.500	小姐
sensation	0.781	0.663	0.673	感覺
sensational	0.938	0.827	0.858	聳人聽聞
sense	0.781	0.417	0.474	感覺
senseless	0.125	0.388	0.136	無意義的
senses	0.740	0.461	0.693	感官
sensibility	0.583	0.423	0.448	感性
sensible	0.625	0.454	0.312	明智的
sensibly	0.786	0.337	0.396	明智地
sensitive	0.714	0.426	0.254	敏感的
sensitivity	0.750	0.417	0.395	靈敏度
sensor	0.571	0.377	0.542	傳感器
sensory	0.583	0.480	0.442	感官的
sensual	0.730	0.790	0.642	感性的
sensuality	0.844	0.840	0.632	肉慾
sensuous	0.854	0.798	0.625	感性的
sentence	0.625	0.265	0.548	句子
sentencing	0.120	0.782	0.561	量刑
sentient	0.583	0.417	0.363	有感覺的
sentiment	0.765	0.451	0.639	情緒
sentimental	0.583	0.378	0.312	多愁善感的
sentimentality	0.771	0.548	0.319	感傷
sentinel	0.531	0.602	0.845	哨兵
sentry	0.470	0.547	0.684	哨兵
separable	0.469	0.390	0.368	可分離
separate	0.240	0.514	0.349	分離
separately	0.310	0.365	0.368	分別地
separation	0.198	0.592	0.409	分離
separatist	0.245	0.627	0.537	分裂主義者
sepia	0.448	0.270	0.345	棕褐色
sepsis	0.229	0.452	0.327	敗血症
sept	0.521	0.333	0.361	九月
septic	0.281	0.462	0.425	化糞池
septum	0.276	0.423	0.410	隔膜
sequel	0.650	0.480	0.574	續集
sequence	0.543	0.350	0.529	序列
sequent	0.531	0.423	0.591	隨後的
sequestered	0.160	0.863	0.427	隔離的
sequestration	0.177	0.860	0.500	封存
serenade	0.875	0.570	0.491	小夜曲
serendipity	0.677	0.413	0.500	機緣巧合
serene	0.802	0.132	0.370	安詳
serenity	0.900	0.122	0.557	寧靜
sergeant	0.408	0.600	0.833	軍士
serial	0.469	0.350	0.472	串行
serialize	0.500	0.455	0.593	連載
series	0.622	0.431	0.420	系列
serif	0.531	0.417	0.415	襯線
serious	0.500	0.455	0.619	嚴肅的
seriousness	0.439	0.365	0.750	嚴肅
sermon	0.417	0.507	0.615	講道
serpent	0.115	0.696	0.679	蛇
serpentine	0.576	0.646	0.329	蛇紋石
serrated	0.388	0.435	0.418	鋸齒狀
serum	0.520	0.231	0.443	血清
servant	0.340	0.408	0.331	僕人
serve	0.622	0.400	0.384	服務
server	0.656	0.356	0.536	服務器
service	0.684	0.408	0.535	服務
serviceable	0.834	0.400	0.684	可維修的
servile	0.439	0.327	0.415	奴性的
servitude	0.250	0.490	0.250	奴役
sesame	0.673	0.250	0.382	芝麻
sess	0.418	0.481	0.411	會話
session	0.510	0.481	0.491	會議
sessions	0.646	0.578	0.650	會話
set	0.521	0.482	0.630	放
setback	0.198	0.451	0.250	挫折
sett	0.560	0.413	0.500	塞特
setter	0.541	0.455	0.473	二傳手
settle	0.833	0.520	0.772	定居
settled	0.521	0.510	0.473	落戶
settlement	0.635	0.412	0.723	沉降
settler	0.573	0.453	0.519	定居者
settlor	0.531	0.434	0.534	委託人
setup	0.667	0.398	0.635	設置
seven	0.672	0.265	0.373	七
seventeen	0.585	0.296	0.321	十七
seventh	0.500	0.245	0.288	第七
seventy	0.625	0.353	0.446	七十
sever	0.156	0.635	0.451	斷絕
severable	0.406	0.451	0.398	可分割的
severally	0.719	0.298	0.600	分別
severance	0.396	0.620	0.541	遣散費
severe	0.164	0.735	0.635	嚴重的
severely	0.219	0.673	0.700	嚴重
severity	0.260	0.712	0.661	嚴重性
sew	0.510	0.340	0.340	縫
sewage	0.255	0.343	0.339	污水
sewer	0.286	0.367	0.282	下水道
sewerage	0.208	0.450	0.198	下水道
sewing	0.625	0.337	0.356	縫紉
sex	0.803	0.939	0.704	性別
sexist	0.255	0.798	0.411	性別歧視
sexual	0.584	0.959	0.640	性
sexuality	0.670	0.898	0.657	性慾
sexy	0.865	0.945	0.802	性感的
shabby	0.235	0.519	0.259	破舊
shack	0.396	0.425	0.339	窩棚
shackle	0.276	0.580	0.414	枷鎖
shade	0.388	0.265	0.278	陰涼處
shades	0.490	0.300	0.380	陰影
shading	0.420	0.324	0.318	陰影
shadow	0.302	0.343	0.158	陰影
shadowy	0.135	0.373	0.330	陰暗的
shady	0.323	0.509	0.375	陰涼
shaft	0.549	0.275	0.472	軸
shag	0.417	0.462	0.340	粗毛
shaggy	0.510	0.302	0.321	毛茸茸
shake	0.439	0.689	0.539	搖
shakedown	0.286	0.692	0.481	整頓
shaken	0.344	0.657	0.333	動搖
shaker	0.520	0.728	0.518	搖床
shaking	0.275	0.849	0.255	搖晃
shaky	0.260	0.734	0.223	搖搖欲墜
shall	0.510	0.385	0.412	將
shallow	0.427	0.298	0.351	淺的
shallows	0.388	0.368	0.368	淺灘
sham	0.354	0.602	0.395	假
shaman	0.490	0.531	0.604	薩滿
shambles	0.271	0.696	0.287	亂七八糟
shame	0.060	0.670	0.155	恥辱
shamed	0.135	0.567	0.218	羞愧
shameful	0.040	0.680	0.264	可恥
shameless	0.274	0.713	0.407	不要臉
shampoo	0.604	0.180	0.250	洗髮水
shanghai	0.551	0.450	0.509	上海
shank	0.530	0.393	0.286	小腿
shanty	0.427	0.459	0.255	棚戶區
shape	0.592	0.240	0.422	形狀
shapely	0.771	0.441	0.830	勻稱
shard	0.388	0.407	0.426	分片
share	0.759	0.548	0.545	分享
shareholder	0.656	0.632	0.915	股東
sharing	0.827	0.462	0.545	分享
shark	0.260	0.845	0.596	鯊魚
sharp	0.459	0.585	0.585	鋒利的
sharpen	0.582	0.694	0.611	銳化
sharpened	0.573	0.647	0.727	銳化
sharpener	0.532	0.435	0.327	磨刀器
sharpness	0.729	0.385	0.653	銳度
sharpshooter	0.240	0.929	0.764	神槍手
shatter	0.108	0.821	0.464	粉碎
shattered	0.097	0.806	0.309	粉碎
shattering	0.135	0.760	0.475	粉碎
shave	0.521	0.410	0.480	刮鬍子
shaver	0.418	0.450	0.392	剃須刀
shaving	0.500	0.469	0.353	剃須
shawl	0.720	0.365	0.230	披肩
sheaf	0.396	0.387	0.456	捆
shear	0.286	0.647	0.388	剪切
shears	0.429	0.527	0.254	剪
sheath	0.460	0.314	0.342	鞘
sheathing	0.378	0.480	0.642	護套
shed	0.427	0.402	0.470	棚
sheen	0.812	0.510	0.712	光澤
sheep	0.604	0.206	0.161	羊
sheepdog	0.684	0.442	0.529	牧羊犬
sheepish	0.326	0.441	0.205	害羞的
sheer	0.604	0.250	0.481	純粹的
sheet	0.439	0.174	0.302	床單
sheik	0.521	0.579	0.708	酋長
shelf	0.561	0.202	0.366	架子
shell	0.615	0.408	0.391	殼
shellfish	0.594	0.412	0.393	貝類
shelling	0.337	0.917	0.773	砲擊
shelter	0.704	0.229	0.569	庇護所
sheltered	0.590	0.377	0.717	庇護
shelters	0.582	0.333	0.482	避難所
shelved	0.306	0.166	0.321	擱置
shepherd	0.656	0.304	0.610	牧羊人
sherbet	0.592	0.363	0.348	果子露
sheriff	0.602	0.541	0.802	警長
sherry	0.594	0.477	0.315	雪莉酒
shield	0.510	0.373	0.663	盾
shift	0.479	0.610	0.491	轉移
shifting	0.518	0.548	0.546	換檔
shifty	0.365	0.687	0.483	狡猾的
shilling	0.521	0.342	0.430	先令
shimmer	0.745	0.562	0.656	微光
shimmering	0.844	0.648	0.904	閃閃發光
shimmy	0.478	0.476	0.462	搖擺
shin	0.459	0.500	0.231	脛
shindig	0.552	0.560	0.491	辛迪格
shine	0.844	0.539	0.741	閃耀
shiner	0.740	0.510	0.556	閃耀者
shingle	0.510	0.200	0.410	卵石
shining	0.885	0.673	0.812	閃亮的
shiny	0.885	0.604	0.787	閃亮的
ship	0.646	0.500	0.439	船
shipment	0.582	0.440	0.452	運輸
shipping	0.622	0.327	0.443	航運
shipshape	0.594	0.480	0.474	船形
shipwreck	0.268	0.768	0.373	沉船
shipyard	0.398	0.583	0.595	船廠
shire	0.479	0.257	0.609	郡
shirt	0.698	0.186	0.231	襯衫
shit	0.000	0.678	0.294	拉屎
shitday	0.281	0.658	0.390	狗屎天
shitfaced	0.214	0.695	0.380	狗屎臉
shithead	0.120	0.645	0.302	狗屎頭
shitless	0.271	0.545	0.333	狗屁不通
shitload	0.020	0.606	0.161	垃圾加載
shittest	0.076	0.673	0.232	最糟糕的
shitty	0.020	0.679	0.163	爛的
shiver	0.260	0.765	0.236	顫抖
shivering	0.122	0.663	0.373	發抖
shoals	0.396	0.408	0.375	淺灘
shock	0.286	0.821	0.453	震驚
shocked	0.292	0.773	0.375	震驚
shocker	0.235	0.804	0.616	令人震驚的
shocking	0.378	0.853	0.833	震驚
shockingly	0.510	0.924	0.721	令人震驚
shoddy	0.082	0.463	0.179	粗製濫造
shoe	0.517	0.225	0.288	鞋子
shoelace	0.396	0.280	0.307	鞋帶
shoemaker	0.396	0.269	0.491	鞋匠
shoes	0.729	0.324	0.210	鞋
shoeshine	0.392	0.387	0.325	擦鞋
shook	0.163	0.759	0.509	搖晃
shoot	0.092	0.926	0.625	射擊
shooter	0.224	0.814	0.774	射手
shooting	0.276	0.931	0.602	射擊
shootout	0.080	0.927	0.615	槍戰
shop	0.725	0.632	0.565	店鋪
shopkeeper	0.677	0.510	0.730	店主
shoplifter	0.167	0.830	0.500	扒手
shoplifting	0.152	0.833	0.441	入店行竊
shopper	0.646	0.615	0.741	購物者
shopping	0.915	0.445	0.630	購物
shore	0.542	0.304	0.204	支撐
shoreline	0.677	0.296	0.529	海岸線
shorn	0.396	0.415	0.400	剪短
short	0.184	0.264	0.237	短的
short story	0.697	0.321	0.348	短篇故事
shortage	0.094	0.455	0.198	短缺
shortcake	0.677	0.359	0.398	脆餅
shortcoming	0.195	0.370	0.258	缺點
shortcut	0.594	0.308	0.426	捷徑
shorten	0.302	0.382	0.460	縮短
shortening	0.286	0.333	0.385	縮短
shorthand	0.459	0.450	0.461	速記
shortly	0.582	0.310	0.360	不久
shortness	0.459	0.280	0.272	短小
shorts	0.622	0.481	0.287	短褲
shortstop	0.418	0.529	0.450	游擊手
shortwave	0.460	0.271	0.368	短波
shot	0.144	0.750	0.569	射擊
shotgun	0.200	0.868	0.684	霰彈槍
shoulder	0.562	0.286	0.406	肩膀
shout	0.229	0.925	0.444	喊
shove	0.306	0.690	0.602	推
shovel	0.427	0.308	0.267	鏟
shoveling	0.265	0.620	0.537	鏟
show	0.673	0.771	0.719	節目
showbiz	0.661	0.713	0.598	演藝圈
showboat	0.618	0.625	0.509	表演船
showcase	0.521	0.255	0.415	展示
showdown	0.302	0.950	0.692	攤牌
shower	0.669	0.346	0.336	淋浴
showgirl	0.633	0.694	0.481	歌女
showing	0.622	0.540	0.491	顯示
showoff	0.344	0.598	0.463	炫耀
showroom	0.740	0.441	0.536	陳列室
showy	0.698	0.657	0.661	艷麗的
shrapnel	0.240	0.740	0.681	彈片
shred	0.224	0.750	0.627	撕碎
shrew	0.306	0.463	0.390	潑婦
shrewd	0.551	0.673	0.816	精明
shriek	0.459	0.827	0.491	尖叫
shrill	0.312	0.721	0.640	尖銳
shrimp	0.571	0.361	0.425	蝦
shrine	0.802	0.255	0.574	神社
shrink	0.385	0.453	0.272	收縮
shrinking	0.190	0.400	0.217	縮小
shrivel	0.160	0.409	0.143	萎縮
shroud	0.417	0.457	0.389	裹屍布
shrub	0.531	0.340	0.340	灌木
shrubbery	0.490	0.267	0.332	灌木
shrug	0.208	0.296	0.278	聳聳肩
shrunk	0.163	0.354	0.218	壓縮
shrunken	0.500	0.373	0.221	縮小
shudder	0.344	0.791	0.559	不寒而栗
shuddering	0.302	0.802	0.638	不寒而栗
shuffle	0.459	0.450	0.556	洗牌
shuffleboard	0.531	0.459	0.377	沙狐球
shuffling	0.521	0.408	0.293	洗牌
shun	0.418	0.604	0.389	順
shunned	0.271	0.464	0.367	迴避
shunt	0.312	0.500	0.470	分流
shut	0.240	0.352	0.311	關閉
shutdown	0.173	0.367	0.418	關閉
shuteye	0.521	0.430	0.431	閉眼
shutit	0.281	0.442	0.480	關掉它
shutter	0.191	0.380	0.482	快門
shuttle	0.531	0.591	0.547	穿梭
shutup	0.333	0.560	0.491	住口
shy	0.280	0.153	0.132	害羞的
shyness	0.312	0.265	0.246	害羞
shyster	0.292	0.567	0.424	害羞的
sib	0.698	0.298	0.593	同胞
sibling	0.857	0.340	0.636	兄弟
sic	0.370	0.459	0.380	原文如此
sick	0.104	0.431	0.136	生病的
sickbay	0.296	0.510	0.345	病房
sicken	0.051	0.500	0.294	噁心
sickening	0.074	0.618	0.259	令人作嘔
sickle	0.427	0.585	0.370	鐮刀
sickly	0.188	0.550	0.191	病態的
sickness	0.094	0.704	0.288	疾病
side	0.439	0.288	0.395	邊
sidearm	0.410	0.474	0.500	側臂
sidebar	0.469	0.364	0.405	側邊欄
sideboard	0.590	0.259	0.426	餐具櫃
sideburns	0.777	0.327	0.308	鬢角
sidecar	0.552	0.449	0.500	邊車
sidekick	0.602	0.439	0.509	搭檔
sideline	0.440	0.382	0.517	副業
sideshow	0.458	0.594	0.658	雜耍
sidestep	0.378	0.559	0.407	迴避
sidewalk	0.479	0.192	0.348	人行道
sideways	0.788	0.245	0.291	側身
sidewinder	0.500	0.500	0.439	響尾蛇
siege	0.271	0.750	0.567	圍城
siesta	0.740	0.046	0.295	午休
sieve	0.459	0.250	0.333	篩
sift	0.542	0.412	0.461	篩
sifting	0.571	0.469	0.474	篩選
sigh	0.469	0.387	0.273	嘆
sight	0.684	0.250	0.528	視線
sighting	0.582	0.560	0.627	目擊
sightseeing	0.875	0.552	0.697	觀光
sigma	0.490	0.472	0.535	西格瑪
sign	0.620	0.481	0.397	符號
signal	0.615	0.417	0.464	信號
signature	0.570	0.422	0.657	簽名
significance	0.820	0.460	0.644	意義
significant	0.827	0.649	0.786	重要的
signification	0.583	0.337	0.530	意義
signify	0.453	0.422	0.634	表示
signpost	0.510	0.400	0.446	路標
silence	0.438	0.200	0.223	安靜
silencer	0.417	0.356	0.482	消音器
silent	0.469	0.125	0.280	沉默的
silently	0.448	0.185	0.306	默默
silhouette	0.582	0.410	0.288	輪廓
silicon	0.439	0.448	0.445	矽
silicone	0.480	0.340	0.333	矽酮
silk	0.760	0.115	0.300	絲綢
silken	0.730	0.265	0.394	絲
silky	0.802	0.397	0.271	絲滑
sill	0.433	0.375	0.324	窗台
silliness	0.327	0.368	0.192	愚蠢
silly	0.384	0.349	0.161	愚蠢的
silo	0.400	0.365	0.357	筒倉
silt	0.510	0.269	0.200	淤泥
silver	0.684	0.451	0.615	銀
silverware	0.663	0.365	0.409	銀器
silvery	0.543	0.460	0.517	銀色
similar	0.562	0.250	0.423	相似的
similarity	0.729	0.255	0.518	相似
simile	0.615	0.363	0.464	明喻
simmer	0.650	0.293	0.393	煨
simmering	0.382	0.613	0.412	煨
simple	0.653	0.130	0.314	簡單的
simples	0.724	0.240	0.263	簡單的
simpleton	0.429	0.144	0.358	傻瓜
simplicity	0.667	0.250	0.337	簡單
simplify	0.565	0.347	0.602	簡化
simplistic	0.490	0.245	0.391	簡單化
simply	0.535	0.148	0.393	簡單地
simulate	0.551	0.375	0.417	模擬
simulated	0.500	0.461	0.356	模擬的
simulating	0.552	0.462	0.481	模擬
simulation	0.552	0.574	0.567	模擬
simulator	0.677	0.559	0.583	模擬器
simultaneous	0.691	0.577	0.554	同時
simultaneously	0.656	0.490	0.609	同時
sin	0.177	0.712	0.449	罪
sincere	0.918	0.265	0.725	真誠
sincerity	0.908	0.351	0.686	誠意
sinful	0.143	0.788	0.417	有罪的
sing	0.858	0.606	0.420	唱歌
singer	0.802	0.735	0.628	歌手
singing	0.885	0.594	0.528	唱歌
single	0.291	0.354	0.259	單身的
singly	0.553	0.354	0.466	單獨
singular	0.610	0.302	0.482	單數
singularity	0.582	0.348	0.654	奇點
singularly	0.571	0.330	0.527	奇異地
sinister	0.125	0.896	0.581	險惡
sink	0.375	0.439	0.322	下沉
sinker	0.302	0.557	0.538	墜子
sinking	0.135	0.439	0.342	下沉
sinner	0.237	0.667	0.356	罪人
sinning	0.170	0.700	0.422	犯罪
sinus	0.531	0.563	0.340	竇
sip	0.375	0.380	0.213	啜
siphon	0.354	0.333	0.435	虹吸管
sipping	0.469	0.349	0.377	啜飲
sir	0.622	0.306	0.778	先生
sire	0.854	0.452	0.808	陛下
siren	0.570	0.627	0.500	警笛
sirloin	0.546	0.418	0.373	牛腩
sissy	0.333	0.562	0.232	娘娘腔
sister	0.916	0.324	0.562	姐姐
sisterhood	0.837	0.415	0.696	姐妹情誼
sit	0.561	0.230	0.368	坐
sitcom	0.562	0.537	0.407	情景喜劇
site	0.677	0.265	0.452	地點
sith	0.439	0.564	0.373	西斯
sitter	0.656	0.429	0.404	保姆
sitting	0.561	0.146	0.353	坐著
situate	0.510	0.310	0.483	位於
situated	0.542	0.231	0.543	位於
situation	0.531	0.387	0.600	情況
six	0.500	0.154	0.271	六
sixpence	0.469	0.417	0.463	六便士
sixteen	0.583	0.290	0.324	十六
sixth	0.521	0.275	0.366	第六
sixty	0.694	0.240	0.433	六十
sizable	0.727	0.337	0.657	相當大
size	0.531	0.336	0.569	尺寸
sizzle	0.427	0.704	0.368	噝噝作響
ska	0.458	0.575	0.245	斯卡
skate	0.740	0.653	0.508	滑冰
skateboard	0.677	0.550	0.353	滑板
skater	0.633	0.774	0.652	溜冰者
skating	0.745	0.673	0.435	溜冰
skedaddle	0.427	0.596	0.422	蹩腳的
skeet	0.469	0.549	0.413	飛碟
skein	0.449	0.372	0.287	絞
skeletal	0.306	0.558	0.318	骨骼
skeleton	0.183	0.464	0.343	骨骼
skeptic	0.135	0.440	0.500	懷疑論者
skeptical	0.207	0.500	0.452	持懷疑態度
skepticism	0.229	0.480	0.582	懷疑論
sketch	0.704	0.276	0.420	草圖
sketching	0.729	0.327	0.400	素描
sketchy	0.333	0.479	0.241	粗略的
skewed	0.340	0.480	0.361	歪斜的
skewer	0.470	0.365	0.457	串燒
ski	0.684	0.670	0.471	滑雪
skid	0.357	0.640	0.440	打滑
skier	0.802	0.788	0.639	滑雪者
skiff	0.479	0.375	0.472	小艇
skiing	0.823	0.824	0.620	滑雪
skijump	0.635	0.647	0.482	跳台滑雪
skill	0.847	0.701	0.833	技能
skilled	0.886	0.614	0.929	技能的
skillet	0.510	0.296	0.345	煎鍋
skillful	0.802	0.616	0.908	熟練
skim	0.418	0.328	0.322	撇去
skimpy	0.302	0.349	0.208	吝嗇
skin	0.569	0.350	0.395	皮膚
skinny	0.333	0.333	0.298	瘦骨嶙峋的
skip	0.458	0.804	0.439	跳過
skipper	0.440	0.577	0.692	船長
skirmish	0.290	0.640	0.474	小衝突
skirt	0.602	0.463	0.226	短裙
skirting	0.449	0.529	0.386	踢腳線
skirts	0.622	0.538	0.241	裙子
skit	0.438	0.434	0.421	短劇
skittish	0.156	0.815	0.172	膽怯的
skull	0.276	0.558	0.574	顱骨
skunk	0.284	0.491	0.380	臭鼬
sky	0.958	0.234	0.401	天空
skylight	0.708	0.314	0.343	天空之光
skyline	0.592	0.412	0.662	天際線
skyscraper	0.622	0.696	0.798	摩天大樓
slab	0.398	0.265	0.264	板坯
slack	0.521	0.283	0.446	鬆弛
slag	0.266	0.600	0.254	礦渣
slam	0.459	0.577	0.480	大滿貫
slammer	0.417	0.565	0.391	砰的一聲
slander	0.184	0.604	0.454	誹謗
slanderous	0.057	0.800	0.337	誹謗
slang	0.479	0.418	0.491	俚語
slant	0.469	0.396	0.536	傾斜
slap	0.100	0.804	0.518	拍擊
slash	0.260	0.500	0.509	削減
slashes	0.330	0.328	0.410	斜線
slate	0.531	0.283	0.431	石板
slates	0.500	0.270	0.342	石板
slaughter	0.052	0.953	0.602	屠宰
slaughterhouse	0.146	0.794	0.472	屠宰場
slaughtering	0.133	0.947	0.714	屠宰
slave	0.171	0.795	0.151	奴隸
slavery	0.052	0.783	0.218	奴隸制
slay	0.133	0.920	0.585	誅戮
slayer	0.041	0.930	0.661	殺手
sleaze	0.312	0.538	0.405	下流
sleazy	0.292	0.674	0.370	邋遢
