English Word	Valence	Arousal	Dominance	Bulgarian Word
reproductive	0.770	0.604	0.856	репродуктивен
reprogram	0.519	0.404	0.557	препрограмиране
reptile	0.350	0.566	0.365	влечуго
republic	0.635	0.340	0.830	република
republican	0.398	0.551	0.664	републикански
repudiation	0.167	0.686	0.274	отричане
repugnance	0.062	0.684	0.425	отвращение
repugnant	0.061	0.735	0.453	отвратителен
repulsion	0.247	0.673	0.353	отблъскване
repulsive	0.146	0.775	0.425	отблъскващ
repurchase	0.531	0.592	0.557	обратно изкупуване
reputable	0.781	0.462	0.919	уважаван
reputation	0.740	0.542	0.721	репутация
repute	0.729	0.500	0.702	репутация
reputed	0.439	0.528	0.627	известен
request	0.625	0.471	0.618	искане
requiem	0.475	0.382	0.426	реквием
require	0.398	0.439	0.560	изискват
required	0.583	0.509	0.700	изисква се
requirement	0.510	0.439	0.728	изискване
requisite	0.448	0.363	0.609	необходим
requisition	0.478	0.510	0.649	реквизиция
reread	0.448	0.377	0.492	препрочитам
reroute	0.540	0.598	0.598	пренасочване
rerun	0.333	0.620	0.529	повторение
reschedule	0.438	0.422	0.537	разсрочване
rescind	0.347	0.380	0.391	отменям
rescission	0.333	0.529	0.360	анулиране
rescue	0.806	0.926	0.850	спасяване
research	0.633	0.663	0.741	изследвания
researcher	0.569	0.510	0.857	изследовател
resection	0.375	0.482	0.500	резекция
resemblance	0.743	0.216	0.570	прилика
resemble	0.602	0.388	0.463	приличат
resembling	0.592	0.250	0.529	наподобяващ
resent	0.073	0.553	0.163	възмущавам се
resentful	0.120	0.608	0.324	негодуващ
resentment	0.163	0.745	0.528	негодувание
reservation	0.688	0.343	0.561	резервация
reserve	0.585	0.289	0.589	резерв
reserved	0.594	0.316	0.583	запазено
reserves	0.653	0.363	0.520	резерви
reservoir	0.531	0.276	0.462	резервоар
reset	0.490	0.450	0.574	нулиране
reside	0.451	0.440	0.455	пребивават
residence	0.615	0.382	0.585	местожителство
residences	0.618	0.418	0.509	резиденции
residency	0.694	0.357	0.679	жителство
resident	0.592	0.327	0.500	резидент
residential	0.720	0.210	0.589	жилищен
residual	0.448	0.288	0.327	остатъчен
residue	0.354	0.330	0.183	остатък
resign	0.250	0.543	0.273	оставка
resignation	0.145	0.392	0.310	оставка
resigned	0.240	0.170	0.268	подаде оставка
resilience	0.531	0.440	0.667	устойчивост
resilient	0.542	0.540	0.801	издръжлив
resin	0.284	0.308	0.400	смола
resist	0.414	0.676	0.651	противопоставям се
resistance	0.427	0.694	0.796	съпротива
resistant	0.592	0.585	0.815	устойчиви
resisting	0.408	0.776	0.789	съпротива
resistive	0.396	0.519	0.651	резистивен
resolute	0.771	0.510	0.712	решителен
resolutely	0.714	0.453	0.805	решително
resolution	0.780	0.550	0.745	резолюция
resolve	0.710	0.472	0.750	разрешавам
resolved	0.735	0.357	0.683	разрешено
resonance	0.541	0.426	0.629	резонанс
resonant	0.542	0.633	0.663	резонансен
resonate	0.582	0.610	0.644	резонират
resonator	0.469	0.608	0.519	резонатор
resort	0.573	0.441	0.632	курорт
resounding	0.490	0.708	0.596	звучен
resource	0.740	0.357	0.749	ресурс
resourceful	0.906	0.704	0.886	изобретателен
resources	0.604	0.348	0.627	ресурси
respect	0.927	0.344	0.758	уважение
respectability	0.875	0.407	0.912	почтеност
respectable	0.850	0.350	0.889	уважаван
respected	0.908	0.441	0.853	уважаван
respectful	0.951	0.386	0.814	почтителен
respecting	0.837	0.321	0.720	уважаващ
respective	0.625	0.413	0.721	съответно
respects	0.840	0.387	0.824	уважение
respiration	0.760	0.377	0.669	дишане
respirator	0.433	0.398	0.453	респиратор
respiratory	0.500	0.450	0.552	дихателна
respite	0.600	0.373	0.420	почивка
resplendent	0.905	0.673	0.755	блестящ
respond	0.573	0.435	0.594	отговарям
respondent	0.449	0.455	0.480	респондент
response	0.615	0.500	0.472	отговор
responsibility	0.760	0.500	0.852	отговорност
responsible	0.837	0.527	0.833	отговорен
responsive	0.816	0.569	0.573	отзивчив
rest	0.907	0.167	0.300	Почивка
restart	0.531	0.519	0.554	рестартирам
restaurant	0.847	0.406	0.500	ресторант
rested	0.792	0.235	0.462	отпочинал
restful	0.781	0.116	0.413	спокоен
restitution	0.583	0.542	0.643	реституция
restless	0.219	0.810	0.304	неспокоен
restlessness	0.083	0.794	0.397	безпокойство
restock	0.510	0.538	0.645	презапасете
restoration	0.755	0.426	0.734	реставрация
restorative	0.633	0.510	0.703	възстановителен
restore	0.765	0.490	0.625	Възстанови
restored	0.892	0.410	0.728	възстановен
restoring	0.820	0.490	0.783	възстановяване
restrain	0.134	0.696	0.434	сдържам
restrained	0.354	0.590	0.509	сдържан
restraining	0.296	0.702	0.672	сдържащ
restraint	0.167	0.618	0.520	сдържаност
restrict	0.115	0.539	0.577	ограничавам
restricted	0.276	0.500	0.407	ограничен
restriction	0.130	0.590	0.569	ограничение
restrictive	0.215	0.596	0.500	ограничителен
restroom	0.653	0.279	0.267	тоалетна
result	0.812	0.490	0.652	резултат
resultant	0.670	0.441	0.637	резултатна
resume	0.573	0.411	0.586	продължи
resumption	0.637	0.528	0.653	възобновяване
resurrect	0.781	0.725	0.817	възкресявам
resurrection	0.708	0.740	0.759	възкресение
resuscitate	0.531	0.696	0.818	реанимирам
resuscitation	0.753	0.768	0.795	реанимация
retail	0.510	0.353	0.411	на дребно
retailer	0.708	0.439	0.595	търговец на дребно
retain	0.367	0.451	0.630	запазвам
retainer	0.396	0.422	0.356	фиксатор
retaining	0.417	0.559	0.632	запазване
retake	0.616	0.471	0.591	повторно вземане
retaliate	0.111	0.812	0.595	отвръщам
retaliation	0.156	0.812	0.491	отмъщение
retaliatory	0.194	0.865	0.598	отмъстителен
retard	0.194	0.347	0.222	изостанал
retardation	0.125	0.360	0.155	изостаналост
retarded	0.302	0.462	0.161	изостанал
retards	0.362	0.434	0.218	изоставащи
retention	0.344	0.490	0.558	задържане
retentive	0.439	0.482	0.491	задържащ
rethink	0.480	0.423	0.583	преосмислям
reticent	0.396	0.519	0.500	сдържан
retina	0.490	0.255	0.342	ретината
retinal	0.531	0.343	0.475	ретинална
retire	0.398	0.392	0.186	пенсионирам
retired	0.270	0.259	0.301	пенсиониран
retirement	0.250	0.324	0.255	пенсиониране
retiring	0.408	0.376	0.214	пенсиониране
retold	0.459	0.385	0.352	преразказан
retort	0.417	0.520	0.481	реплика
retrace	0.250	0.482	0.317	проследи отново
retract	0.316	0.443	0.358	прибиране
retraction	0.312	0.491	0.427	прибиране
retractor	0.354	0.590	0.557	прибиращо устройство
retreat	0.500	0.519	0.312	отстъпление
retrenchment	0.230	0.650	0.384	съкращаване
retrial	0.500	0.577	0.593	повторно разглеждане
retribution	0.625	0.490	0.708	възмездие
retrieval	0.700	0.440	0.704	извличане
retrieve	0.740	0.576	0.705	извличам
retriever	0.459	0.500	0.464	ретривър
retro	0.650	0.276	0.321	ретро
retroactive	0.521	0.452	0.655	със задна дата
retrograde	0.208	0.464	0.415	ретрограден
retrospect	0.406	0.500	0.538	ретроспекция
retrospective	0.594	0.481	0.528	ретроспекция
retrospectively	0.516	0.400	0.560	ретроспективно
return	0.602	0.412	0.463	връщане
reunion	0.837	0.500	0.672	събиране
reunite	0.656	0.550	0.657	съберете се отново
reunited	0.708	0.439	0.658	събрани отново
rev	0.367	0.422	0.353	рев
reveal	0.493	0.637	0.526	разкрие
revel	0.740	0.705	0.684	веселя се
revelation	0.879	0.500	0.865	откровение
revelations	0.729	0.655	0.600	откровения
revels	0.827	0.683	0.647	гуляи
revenge	0.230	0.940	0.627	отмъщение
revenue	0.873	0.510	0.854	приходи
reverberation	0.390	0.639	0.551	реверберация
revere	0.750	0.562	0.608	почитам
reverence	0.643	0.347	0.516	благоговение
reverend	0.650	0.337	0.576	преподобни
reverent	0.551	0.490	0.694	благоговейно
reverie	0.667	0.413	0.471	замечтаност
reversal	0.380	0.510	0.591	обръщане
reverse	0.539	0.415	0.461	обратен
reversion	0.458	0.538	0.425	реверсия
revert	0.380	0.451	0.519	връщане
reverting	0.562	0.385	0.544	връщане назад
review	0.667	0.408	0.636	преглед
reviewer	0.562	0.344	0.500	рецензент
revise	0.500	0.469	0.509	ревизирам
revision	0.417	0.459	0.710	ревизия
revisit	0.552	0.530	0.509	преразгледайте
revival	0.823	0.664	0.597	възраждане
revive	0.676	0.780	0.778	съживявам
revocation	0.260	0.610	0.673	отмяна
revoke	0.251	0.696	0.737	отмени
revolt	0.343	0.878	0.658	бунт
revolting	0.102	0.690	0.300	отвратително
revolution	0.417	0.902	0.798	революция
revolutionary	0.635	0.887	0.824	революционен
revolutionize	0.684	0.816	0.904	революционизирам
revolve	0.592	0.546	0.402	въртя се
revolver	0.194	0.796	0.750	револвер
revolving	0.602	0.570	0.580	револвиращ
revue	0.594	0.350	0.420	ревю
revulsion	0.104	0.765	0.343	отвращение
revving	0.604	0.875	0.879	обороти
reward	0.948	0.694	0.783	награда
rewarding	0.958	0.637	0.783	възнаграждаване
rewind	0.460	0.551	0.431	превъртане назад
rewire	0.365	0.462	0.406	прекабеляване
rewrite	0.490	0.500	0.434	нова редакция
rhapsody	0.708	0.490	0.460	рапсодия
rhetoric	0.417	0.429	0.504	риторика
rhetorical	0.417	0.569	0.635	риторичен
rheumatism	0.219	0.472	0.418	ревматизъм
rhinestone	0.531	0.551	0.408	страз
rhino	0.531	0.549	0.555	носорог
rhinoceros	0.556	0.656	0.569	носорог
rhubarb	0.582	0.304	0.340	ревен
rhyme	0.667	0.249	0.481	рима
rhyming	0.729	0.410	0.500	римуване
rhythm	0.771	0.759	0.573	ритъм
rhythmic	0.714	0.642	0.664	ритмичен
rhythmical	0.844	0.694	0.632	ритмичен
rib	0.490	0.349	0.351	ребро
ribbed	0.365	0.378	0.409	оребрени
ribbon	0.719	0.288	0.357	панделка
rice	0.667	0.208	0.330	ориз
rich	0.882	0.627	0.905	богат
riches	0.958	0.694	0.880	богатства
richness	0.896	0.833	0.922	богатство
rick	0.459	0.420	0.444	рик
rickety	0.224	0.402	0.241	рахитичен
rickshaw	0.438	0.594	0.402	рикша
ricochet	0.287	0.618	0.430	рикошет
rid	0.194	0.408	0.327	отървавам се
riddance	0.323	0.562	0.472	освобождаване
riddle	0.521	0.583	0.543	гатанка
riddled	0.281	0.861	0.422	надупчена
ride	0.806	0.465	0.472	езда
rider	0.635	0.627	0.574	ездач
ridge	0.484	0.402	0.349	хребет
ridicule	0.143	0.745	0.255	подигравка
ridiculed	0.112	0.806	0.212	осмиван
ridiculous	0.159	0.594	0.245	нелепо
riding	0.694	0.654	0.620	езда
rife	0.570	0.561	0.692	разпространено
riff	0.521	0.551	0.343	риф
riffraff	0.360	0.404	0.397	гавра
rifle	0.329	0.900	0.718	пушка
rifleman	0.245	0.863	0.767	стрелец
rifles	0.337	0.864	0.765	пушки
rift	0.246	0.519	0.289	разрив
rig	0.542	0.382	0.746	риг
rigged	0.188	0.510	0.412	манипулиран
rigging	0.510	0.518	0.440	такелаж
right	0.740	0.352	0.710	точно
righteous	0.823	0.385	0.790	праведен
righteousness	0.802	0.660	0.897	праведност
rightful	0.837	0.358	0.821	правомерно
rightly	0.740	0.471	0.782	правилно
righty	0.750	0.314	0.786	десен
rigid	0.357	0.552	0.591	твърд
rigidity	0.198	0.530	0.726	твърдост
rigor	0.375	0.745	0.713	строгост
rigorous	0.438	0.818	0.847	строг
rim	0.510	0.397	0.302	джанта
rind	0.542	0.280	0.491	кора
ring	0.677	0.427	0.464	пръстен
ringer	0.573	0.604	0.347	звънец
ringing	0.724	0.598	0.693	звънене
ringleader	0.520	0.550	0.640	тартор
ringmaster	0.630	0.622	0.732	диригент
ringside	0.500	0.644	0.411	край ринга
rink	0.551	0.392	0.392	пързалка
rinse	0.663	0.168	0.409	изплакнете
riot	0.061	0.946	0.586	бунт
rioting	0.156	0.949	0.560	бунтове
riotous	0.163	0.837	0.588	буенски
riots	0.099	0.882	0.564	бунтове
rip	0.146	0.676	0.365	Почивай в мир
riparian	0.552	0.408	0.412	крайречна
ripe	0.671	0.337	0.670	узрял
ripen	0.755	0.373	0.671	узрявам
ripening	0.615	0.490	0.759	зреене
ripper	0.219	0.887	0.642	изкормвач
ripple	0.500	0.453	0.370	пулсация
rippling	0.500	0.480	0.327	на вълни
rise	0.667	0.593	0.745	покачване
rising	0.750	0.602	0.696	издигане
risk	0.240	0.816	0.438	риск
risky	0.224	0.922	0.700	рисковано
risotto	0.802	0.454	0.234	ризото
rite	0.378	0.570	0.606	обред
ritual	0.375	0.520	0.508	ритуал
ritualistic	0.450	0.583	0.540	ритуален
rival	0.286	0.605	0.574	съперник
rivalry	0.192	0.765	0.538	съперничество
river	0.688	0.392	0.605	река
riverbank	0.684	0.300	0.330	речен бряг
riverbed	0.610	0.233	0.421	речно корито
riverboat	0.561	0.347	0.462	речен кораб
rivet	0.458	0.306	0.405	нит
riveted	0.385	0.439	0.443	занитен
riveting	0.448	0.544	0.394	занитване
roach	0.146	0.598	0.259	хлебарка
road	0.656	0.404	0.404	път
roadblock	0.337	0.669	0.490	блокада на пътя
roadhouse	0.500	0.620	0.458	пътна къща
roadie	0.500	0.566	0.455	пътник
roadrage	0.458	0.567	0.565	безобразие по пътя
