English Word	Valence	Arousal	Dominance	Estonian Word
tether	0.323	0.620	0.407	siduda
tethered	0.260	0.472	0.351	lõastatud
tetrahedral	0.595	0.468	0.423	tetraeedriline
text	0.604	0.157	0.402	tekst
textbook	0.622	0.235	0.526	õpik
textile	0.604	0.235	0.395	tekstiil
textural	0.660	0.296	0.445	tekstuurne
texture	0.615	0.215	0.412	tekstuur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	tänan
thankful	0.969	0.344	0.714	tänulik
thankgod	0.823	0.451	0.466	Jumal tänatud
thanking	0.917	0.538	0.658	tänades
thankless	0.146	0.500	0.497	tänamatu
thanks	0.918	0.472	0.461	aitäh
thanksalot	0.908	0.428	0.525	tänud
thanksgiving	0.927	0.449	0.637	tänupüha
thankyougod	0.900	0.446	0.651	jumal tänatud
thankyoujesus	0.878	0.406	0.604	aitäh jeesus
thankyoulord	0.809	0.388	0.466	Aitäh, Issand
thatch	0.337	0.245	0.161	õlg
thatmoment	0.667	0.389	0.340	see hetk
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	sulatada
theater	0.760	0.635	0.516	teater
theatrical	0.720	0.690	0.546	teatraalne
theatrics	0.694	0.539	0.486	teatrikunsti
thebest	0.760	0.596	0.719	parim
theft	0.135	0.867	0.394	vargus
theism	0.460	0.431	0.481	teism
theistic	0.397	0.365	0.509	teistlik
thelife	0.688	0.566	0.629	elu
thelittlethings	0.571	0.240	0.324	pisiasjad
theme	0.541	0.176	0.427	teema
theocracy	0.490	0.427	0.722	teokraatia
theocratic	0.380	0.480	0.605	teokraatlik
theologian	0.521	0.304	0.759	teoloog
theological	0.480	0.363	0.683	teoloogiline
theology	0.448	0.330	0.711	teoloogia
theorem	0.500	0.296	0.615	teoreem
theoretical	0.615	0.270	0.546	teoreetiline
theory	0.583	0.314	0.529	teooria
therapeutic	0.625	0.275	0.680	terapeutiline
therapeutics	0.552	0.343	0.625	teraapiad
therapist	0.468	0.430	0.679	terapeut
therapy	0.490	0.353	0.607	teraapia
thereabouts	0.427	0.365	0.285	selle kohta
thereof	0.542	0.265	0.281	sellest
therewith	0.462	0.317	0.398	sellega
thermal	0.480	0.360	0.509	soojus
thermocouple	0.406	0.406	0.422	termopaar
thermodynamics	0.510	0.594	0.678	termodünaamika
thermometer	0.400	0.327	0.473	termomeeter
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostaat
thesaurus	0.520	0.480	0.509	tesaurus
thesis	0.583	0.582	0.552	lõputöö
thick	0.449	0.433	0.596	paks
thicken	0.406	0.398	0.509	paksenema
thickening	0.448	0.355	0.434	paksenemine
thicket	0.385	0.373	0.324	tihnik
thickness	0.552	0.370	0.443	paksus
thief	0.088	0.888	0.443	varas
thigh	0.469	0.433	0.588	reie
thimble	0.490	0.192	0.218	sõrmkübar
thin	0.469	0.337	0.356	õhuke
thing	0.449	0.222	0.260	asi
things	0.519	0.250	0.368	asju
thingy	0.458	0.312	0.158	asi
think	0.786	0.408	0.618	mõtle
thinker	0.706	0.386	0.764	mõtleja
thinking	0.720	0.308	0.595	mõtlemine
third	0.551	0.187	0.304	kolmandaks
thirds	0.402	0.327	0.345	kolmandikud
thirst	0.298	0.519	0.307	janu
thirsty	0.281	0.660	0.310	janune
thirteen	0.459	0.385	0.331	kolmteist
thirteenth	0.408	0.330	0.425	kolmeteistkümnes
thirty	0.562	0.349	0.316	kolmkümmend
thistle	0.427	0.423	0.357	ohakas
thither	0.500	0.270	0.316	sinna
thong	0.467	0.596	0.269	stringid
thorn	0.296	0.541	0.427	okas
thorny	0.177	0.690	0.500	okkaline
thorough	0.467	0.350	0.558	põhjalik
thoroughbred	0.669	0.740	0.716	täisvereline
thoroughfare	0.582	0.481	0.490	läbisõit
thought	0.780	0.315	0.571	arvasin
thoughtful	0.667	0.290	0.527	läbimõeldud
thoughtfulness	0.867	0.269	0.667	läbimõeldus
thoughtless	0.194	0.580	0.452	mõtlematu
thoughts	0.745	0.382	0.691	mõtteid
thousand	0.663	0.355	0.480	tuhat
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	niit
threat	0.135	0.865	0.667	oht
threaten	0.104	0.958	0.590	ähvardama
threatened	0.052	0.928	0.354	ähvardatud
threatening	0.071	0.875	0.652	ähvardav
three	0.653	0.225	0.377	kolm
threefold	0.521	0.400	0.534	kolmekordne
threesome	0.490	0.676	0.560	kolmekesi
thresh	0.490	0.417	0.500	peksma
threshold	0.531	0.519	0.575	künnis
thrice	0.469	0.442	0.462	kolm korda
thrift	0.760	0.217	0.649	kokkuhoidlikkus
thrifty	0.604	0.380	0.676	kokkuhoidlik
thrill	0.888	0.837	0.711	põnevus
thrilled	0.898	0.818	0.807	vaimustuses
thriller	0.490	0.796	0.645	põnevik
thrilling	0.930	0.827	0.782	haarav
thrive	0.948	0.529	0.772	areneda
thriving	0.865	0.521	0.779	õitsev
throat	0.350	0.538	0.346	kurgus
throb	0.500	0.673	0.556	tuikama
throbbing	0.645	0.808	0.491	tuikavad
throes	0.146	0.760	0.235	valud
throne	0.724	0.606	0.887	troonile
throng	0.480	0.810	0.706	tunglema
throttle	0.562	0.804	0.750	gaasihoob
throw	0.344	0.770	0.623	viskama
throwback	0.280	0.454	0.356	tagasiviskamine
thrower	0.470	0.690	0.717	viskaja
thrown	0.500	0.550	0.619	visatud
thrush	0.306	0.490	0.454	soor
thrust	0.510	0.647	0.663	tõukejõud
thruster	0.698	0.812	0.719	tõukur
thud	0.255	0.686	0.620	müks
thug	0.240	0.882	0.667	pätt
thumb	0.673	0.271	0.361	pöial
thumbprint	0.510	0.347	0.451	pöidlajälg
thump	0.280	0.792	0.608	kolks
thumper	0.354	0.623	0.457	trumm
thumping	0.214	0.755	0.566	tuksub
thunder	0.296	0.916	0.526	äike
thunderbolt	0.418	0.719	0.642	äike
thunderclap	0.390	0.833	0.607	äike
thundering	0.337	0.778	0.700	mürisev
thunderstorm	0.135	0.860	0.784	äikesetorm
thunderstruck	0.194	0.716	0.509	äikest löönud
thwart	0.281	0.684	0.409	nurjata
thx	0.562	0.425	0.461	tänud
thyme	0.561	0.255	0.325	tüümian
thyroid	0.234	0.455	0.373	kilpnääre
tiara	0.719	0.300	0.472	tiaara
tibia	0.450	0.302	0.425	sääreluu
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	linnuke
ticked	0.469	0.386	0.455	märgistatud
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	pilet
tickle	0.760	0.727	0.342	kõditama
tickled	0.755	0.707	0.364	kõditas
ticklish	0.823	0.814	0.345	kõditav
tidal	0.592	0.539	0.519	loodete
tidal wave	0.240	0.894	0.736	tõusulaine
tidbit	0.552	0.382	0.385	näputäis
tide	0.541	0.556	0.420	tõusulaine
tidings	0.610	0.510	0.694	uudiseid
tidy	0.760	0.208	0.647	korras
tie	0.663	0.464	0.431	lips
tier	0.520	0.245	0.560	tasand
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tiiger
tighten	0.388	0.487	0.627	pingutage
tightness	0.344	0.606	0.759	tihedus
tightrope	0.354	0.653	0.279	nöör
tights	0.583	0.343	0.269	sukkpüksid
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	plaat
tiling	0.600	0.330	0.315	plaatimine
till	0.490	0.327	0.319	kuni
tillage	0.552	0.591	0.540	mullaharimine
tiller	0.448	0.410	0.290	mullafrees
tilt	0.365	0.549	0.463	kallutada
tilting	0.459	0.384	0.340	kallutades
timber	0.332	0.202	0.386	puit
timberland	0.550	0.415	0.571	metsamaa
timbre	0.460	0.480	0.296	tämber
time	0.604	0.288	0.609	aega
timeless	0.408	0.468	0.583	ajatu
timeliness	0.760	0.404	0.582	õigeaegsus
timely	0.865	0.387	0.591	õigeaegselt
timeout	0.344	0.433	0.322	aeg maha
timepiece	0.650	0.279	0.461	ajanäitaja
timer	0.469	0.433	0.500	taimer
times	0.490	0.279	0.439	korda
timetable	0.561	0.189	0.491	ajakava
timewasters	0.391	0.535	0.291	ajaraiskajad
timid	0.327	0.276	0.132	pelglik
timidity	0.333	0.358	0.153	pelglikkus
timing	0.521	0.311	0.577	ajastus
tin	0.469	0.370	0.217	tina
tincture	0.440	0.360	0.402	tinktuura
tine	0.438	0.373	0.284	pii
tinfoil	0.448	0.284	0.311	hõbepaber
tinge	0.469	0.292	0.264	varjund
tingle	0.460	0.560	0.264	kipitama
tingling	0.427	0.615	0.340	kipitus
tinker	0.396	0.528	0.275	nokitsema
tinkering	0.531	0.490	0.448	nokitsemine
tinkle	0.562	0.529	0.356	kõlisema
tinkling	0.612	0.530	0.324	kõlisemine
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tooni
tiny	0.479	0.196	0.125	tilluke
tip	0.708	0.221	0.518	jootraha
tipper	0.427	0.571	0.431	kallurauto
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	uimane
tiptoe	0.510	0.490	0.407	kikivarvul
tirade	0.378	0.587	0.532	tiraadi
tire	0.438	0.385	0.381	rehv
tired	0.125	0.317	0.191	väsinud
tiredness	0.387	0.408	0.242	väsimus
tiredofit	0.300	0.270	0.204	väsinud
tireless	0.657	0.750	0.645	väsimatu
tiresome	0.240	0.542	0.153	väsitav
tiring	0.153	0.510	0.176	väsitav
tissue	0.558	0.236	0.345	pabertaskurätik
tistheseason	0.646	0.548	0.435	tiisel hooajal
tit	0.402	0.539	0.388	titt
titan	0.598	0.653	0.811	titaan
titanic	0.427	0.786	0.795	titaanik
titanium	0.520	0.470	0.704	titaan
tithe	0.507	0.276	0.385	kümnis
title	0.708	0.356	0.574	pealkiri
titled	0.677	0.240	0.658	pealkirjaga
titty	0.561	0.548	0.294	titt
titular	0.704	0.385	0.760	titulaarne
toad	0.302	0.452	0.196	kärnkonn
toast	0.740	0.382	0.356	röstsai
toaster	0.542	0.337	0.387	röster
toasty	0.698	0.461	0.396	röstitud
tobacco	0.327	0.546	0.387	tubakas
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	täna
toddler	0.812	0.469	0.368	mudilane
toe	0.406	0.221	0.293	varvas
toenail	0.530	0.380	0.306	varbaküüs
toffee	0.658	0.510	0.396	iiris
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	tooga
together	0.874	0.392	0.658	koos
togetherness	0.906	0.360	0.635	ühtekuuluvus
toil	0.558	0.510	0.583	rügama
toilet	0.490	0.290	0.233	tualettruum
toils	0.480	0.710	0.482	vaevleb
token	0.510	0.418	0.414	märk
tolerable	0.750	0.350	0.374	talutav
tolerance	0.875	0.206	0.649	sallivus
tolerant	0.765	0.192	0.618	tolerantne
tolerate	0.724	0.430	0.588	taluma
toleration	0.776	0.442	0.727	sallivus
toll	0.296	0.422	0.453	teemaksu
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomat
tomatoes	0.615	0.240	0.272	tomatid
tomb	0.112	0.500	0.343	haud
tombstone	0.204	0.441	0.311	hauakivi
tomcat	0.520	0.412	0.386	kõuts
tome	0.429	0.316	0.492	mulle
tomorrow	0.792	0.377	0.407	homme
ton	0.560	0.418	0.604	tonn
tone	0.551	0.355	0.411	toon
toner	0.448	0.300	0.368	tooner
tong	0.475	0.480	0.370	tangid
tongs	0.500	0.459	0.321	tangid
tongue	0.542	0.432	0.482	keel
tonic	0.541	0.360	0.500	toonik
tonnage	0.323	0.382	0.590	tonnaaž
tonsils	0.347	0.373	0.283	mandlid
toocold	0.420	0.550	0.379	liiga külm
tool	0.490	0.350	0.594	tööriist
toolbox	0.531	0.316	0.472	tööriistakast
tooling	0.510	0.406	0.634	tööriistad
toomuchtodo	0.420	0.688	0.355	liiga palju teha
toot	0.500	0.481	0.373	tootma
tooth	0.439	0.250	0.367	hammas
toothache	0.188	0.853	0.412	hambavalu
toothbrush	0.517	0.330	0.321	hambahari
toothed	0.449	0.394	0.352	hammastega
toothless	0.312	0.541	0.272	hambutu
toothpaste	0.510	0.290	0.371	hambapasta
toothpick	0.561	0.216	0.185	hambaork
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	üleval
topaz	0.643	0.325	0.384	topaas
topic	0.520	0.276	0.427	teema
topical	0.561	0.340	0.500	aktuaalne
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topograafiline
topographical	0.438	0.350	0.538	topograafilised
topography	0.469	0.357	0.506	topograafia
topple	0.198	0.820	0.573	ümber kukkuda
topside	0.708	0.466	0.598	ülemine pool
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	tõrvik
torment	0.057	0.750	0.387	piinata
tormented	0.071	0.855	0.323	piinatud
torn	0.153	0.510	0.283	rebenenud
tornado	0.260	0.896	0.784	tornaado
torpedo	0.219	0.794	0.707	torpeedo
torque	0.466	0.375	0.406	pöördemoment
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	äge
torsion	0.312	0.651	0.402	torsioon
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	delikt
tortious	0.312	0.724	0.491	kahjutu
tortoise	0.673	0.078	0.250	kilpkonn
tortuous	0.194	0.755	0.382	käänuline
torture	0.115	0.878	0.555	piinamine
tortured	0.062	0.890	0.361	piinatud
toss	0.418	0.725	0.575	viskama
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	kokku
totality	0.688	0.443	0.717	totaalsus
totally	0.820	0.422	0.702	täiesti
tote	0.510	0.398	0.625	tassima
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	puudutada
touchdown	0.667	0.770	0.586	maandumine
touched	0.592	0.380	0.404	puudutanud
touching	0.760	0.439	0.491	puudutades
touchy	0.323	0.510	0.343	tundlik
tough	0.344	0.588	0.742	karm
toughen	0.458	0.683	0.711	karmistada
toughness	0.552	0.618	0.837	sitkus
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	ringreis
tourism	0.823	0.531	0.545	turism
tourist	0.745	0.480	0.430	turist
tourmaline	0.448	0.513	0.441	turmaliin
tournament	0.694	0.740	0.611	turniir
tourniquet	0.335	0.521	0.398	žgutt
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	pukseerida
towel	0.630	0.208	0.286	rätik
tower	0.606	0.380	0.644	torni
towering	0.500	0.690	0.806	kõrguv
town	0.551	0.299	0.627	linn
townhouse	0.622	0.400	0.443	linnamaja
township	0.531	0.292	0.667	alev
townspeople	0.677	0.466	0.569	linnarahvas
toxic	0.008	0.885	0.492	mürgine
toxicity	0.104	0.865	0.491	mürgisus
toxicology	0.302	0.736	0.574	toksikoloogia
toxin	0.115	0.654	0.456	toksiini
toy	0.878	0.420	0.275	mänguasi
toymaker	0.755	0.510	0.536	mänguasjade valmistaja
trace	0.573	0.346	0.483	jälg
traceable	0.602	0.370	0.535	jälgitav
tracer	0.573	0.327	0.645	jälgija
traces	0.482	0.448	0.389	jälgi
trachea	0.448	0.509	0.387	hingetoru
tracing	0.418	0.591	0.565	jälgimine
track	0.448	0.433	0.526	rada
tracker	0.398	0.744	0.731	jälgija
tract	0.406	0.422	0.339	trakti
tractable	0.635	0.500	0.469	juhitav
traction	0.429	0.585	0.648	veojõu
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	kaubandus
trademark	0.667	0.344	0.750	kaubamärk
trader	0.562	0.632	0.854	kaupleja
tradesman	0.531	0.431	0.664	kaupmees
trading	0.635	0.602	0.705	kauplemine
tradition	0.830	0.430	0.750	traditsioon
traditional	0.677	0.221	0.604	traditsiooniline
traffic	0.323	0.559	0.518	liiklust
traffic light	0.490	0.469	0.479	valgusfoor
trafficking	0.250	0.710	0.399	inimkaubandus
tragedies	0.100	0.910	0.442	tragöödiad
tragedy	0.052	0.843	0.340	tragöödia
tragic	0.048	0.904	0.396	traagiline
trail	0.600	0.322	0.455	rada
trailer	0.541	0.490	0.473	treiler
train	0.666	0.705	0.620	rong
train set	0.604	0.598	0.464	rongi komplekt
trained	0.771	0.538	0.645	koolitatud
trainee	0.627	0.408	0.352	praktikant
trainer	0.698	0.719	0.824	treener
training	0.714	0.776	0.788	koolitust
trait	0.469	0.365	0.453	omadus
traitor	0.112	0.796	0.491	reetur
traitorous	0.073	0.745	0.412	reetur
trajectory	0.653	0.558	0.779	trajektoor
tram	0.667	0.628	0.492	tramm
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	tallata
trampoline	0.604	0.690	0.391	batuut
tramway	0.615	0.538	0.543	trammitee
trance	0.469	0.481	0.382	transs
tranquil	0.917	0.094	0.355	rahulik
tranquility	0.840	0.135	0.442	rahu
tranquilizer	0.510	0.236	0.596	rahusti
transact	0.521	0.625	0.680	tehing
transaction	0.650	0.577	0.579	tehing
transatlantic	0.724	0.596	0.706	transatlantiline
transceiver	0.510	0.490	0.537	transiiver
transcend	0.604	0.771	0.726	ületama
transcendence	0.656	0.608	0.754	transtsendents
transcendent	0.667	0.600	0.824	transtsendentne
transcendental	0.635	0.652	0.842	transtsendentaalne
transcribe	0.500	0.394	0.573	transkribeerida
transcriber	0.490	0.420	0.615	transkribeerija
transcript	0.639	0.398	0.528	ärakiri
transcription	0.592	0.455	0.615	transkriptsioon
transfer	0.702	0.490	0.519	ülekandmine
transference	0.592	0.294	0.551	ülekandmine
transferred	0.480	0.450	0.409	üle kantud
transfixed	0.427	0.660	0.528	transfikseeritud
transform	0.735	0.667	0.696	teisendada
transformation	0.796	0.618	0.770	muutumine
transformer	0.582	0.582	0.723	trafo
transfusion	0.417	0.730	0.557	vereülekanne
transgression	0.158	0.890	0.611	üleastumine
transient	0.510	0.405	0.430	mööduv
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	transiit
transition	0.605	0.561	0.558	üleminek
transitional	0.573	0.472	0.491	üleminekuperiood
transitive	0.479	0.377	0.414	transitiivne
transitory	0.438	0.450	0.407	mööduv
translate	0.604	0.423	0.462	tõlkida
translation	0.633	0.435	0.598	tõlge
translator	0.760	0.412	0.473	tõlkija
translocation	0.367	0.612	0.564	translokatsioon
translucent	0.600	0.500	0.389	poolläbipaistev
transmission	0.688	0.490	0.611	edasikandumine
transmit	0.836	0.581	0.673	edastama
transmitter	0.520	0.511	0.719	saatja
transmutation	0.438	0.740	0.737	transmutatsioon
transom	0.375	0.385	0.417	ahtripeegliga
transparency	0.847	0.260	0.587	läbipaistvus
transparent	0.542	0.330	0.667	läbipaistev
transplant	0.445	0.806	0.620	siirdamine
transplantation	0.531	0.694	0.610	siirdamine
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	transport
transportation	0.667	0.560	0.472	transport
transporter	0.615	0.625	0.750	transportija
transpose	0.440	0.585	0.467	üle võtta
transposition	0.312	0.451	0.555	ülevõtmine
transsexual	0.264	0.815	0.423	transseksuaalne
transverse	0.429	0.429	0.525	põiki
transvestite	0.270	0.675	0.373	transvestiit
trap	0.104	0.610	0.391	lõks
trapdoor	0.094	0.670	0.462	lõksuks
trapeze	0.542	0.625	0.566	trapets
trapped	0.135	0.615	0.380	lõksus
trapper	0.296	0.654	0.491	püüdja
trapping	0.333	0.621	0.491	püüdmine
trappings	0.458	0.462	0.370	püünised
traps	0.235	0.673	0.481	püünised
trash	0.163	0.541	0.154	prügikast
trashy	0.071	0.380	0.161	prügikas
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumaatiline
travail	0.500	0.677	0.620	vaeva nägema
travel	0.931	0.689	0.535	reisida
traveler	0.837	0.571	0.700	reisija
traveling	0.900	0.750	0.582	Reisimine
traverse	0.571	0.590	0.629	läbida
travesty	0.354	0.644	0.407	travestia
trawl	0.255	0.590	0.464	traal
trawler	0.316	0.430	0.405	traaler
tray	0.549	0.250	0.345	salve
treacherous	0.112	0.815	0.402	reetlik
treachery	0.104	0.852	0.448	reetmine
tread	0.510	0.520	0.426	turvis
treadmill	0.459	0.636	0.436	jooksulint
treason	0.094	0.806	0.552	riigireetmine
treasure	0.927	0.592	0.821	varandus
treasured	0.849	0.471	0.730	hinnatud
treasurer	0.694	0.456	0.755	laekur
treasures	0.867	0.771	0.842	aarded
treasury	0.812	0.541	0.736	riigikassa
treat	0.573	0.571	0.436	ravida
treatable	0.780	0.302	0.560	ravitav
treatise	0.604	0.407	0.613	traktaat
treatment	0.663	0.386	0.620	ravi
treaty	0.646	0.382	0.667	leping
treble	0.358	0.471	0.466	kõrged
tree	0.670	0.118	0.442	puu
trees	0.653	0.137	0.537	puud
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	võre
tremble	0.177	0.878	0.388	värisema
trembling	0.177	0.824	0.324	värisemine
tremendous	0.600	0.888	0.773	tohutu
tremendously	0.719	0.722	0.661	tohutult
tremor	0.104	0.833	0.455	värin
trench	0.429	0.760	0.429	kaevik
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trendikad
trendy	0.713	0.520	0.536	trendikas
trepidation	0.582	0.594	0.464	ehmatus
trespass	0.229	0.670	0.613	rikkumine
triad	0.469	0.413	0.528	kolmik
triage	0.398	0.433	0.479	triaaž
trial	0.438	0.663	0.612	kohtuprotsess
triangle	0.562	0.269	0.352	kolmnurk
triangular	0.430	0.320	0.397	kolmnurkne
triangulate	0.408	0.380	0.517	kolmnurkne
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	hõimu
tribe	0.664	0.486	0.516	hõim
tribulation	0.448	0.612	0.484	viletsus
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribüün
tributary	0.615	0.463	0.616	lisajõgi
tribute	0.684	0.573	0.700	austusavaldus
trick	0.542	0.700	0.409	trikk
trickery	0.146	0.798	0.336	trikitamine
trickle	0.500	0.196	0.231	nirisema
trickster	0.375	0.680	0.446	trikster
tricky	0.219	0.651	0.500	keeruline
tricycle	0.633	0.402	0.368	kolmerattaline
trident	0.403	0.606	0.609	kolmhark
trifle	0.271	0.296	0.221	tühiasi
trifling	0.375	0.418	0.183	tühiasi
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	päästik
trigonometry	0.396	0.400	0.616	trigonomeetria
trillion	0.592	0.420	0.623	triljonit
trilogy	0.615	0.520	0.664	triloogia
trim	0.500	0.466	0.430	trimmima
trimester	0.783	0.336	0.538	trimestril
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	kärpimine
trine	0.396	0.365	0.317	trigoon
trinity	0.635	0.346	0.660	kolmainsus
trinket	0.521	0.352	0.368	nipsasjake
trio	0.521	0.613	0.473	kolmik
trip	0.875	0.643	0.538	reis
tripartite	0.500	0.480	0.539	kolmepoolne
tripe	0.312	0.361	0.438	tripp
triple	0.585	0.385	0.481	kolmekordne
triplet	0.622	0.510	0.618	kolmik
triplicate	0.684	0.545	0.717	kolmekordne
tripod	0.406	0.388	0.483	statiiv
tripping	0.276	0.594	0.293	komistamine
trite	0.458	0.418	0.290	tühine
tritium	0.412	0.471	0.422	triitium
triumph	0.969	0.798	0.926	triumf
triumphant	0.949	0.837	0.972	võidukas
trivia	0.690	0.490	0.473	tühiasi
trivial	0.406	0.387	0.337	triviaalne
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	käru
trombone	0.562	0.500	0.500	tromboon
troop	0.375	0.696	0.750	väeosa
trooper	0.458	0.694	0.713	sõdur
troops	0.385	0.718	0.804	väed
trophy	0.947	0.643	0.676	trofee
tropic	0.740	0.529	0.536	troopiline
tropical	0.740	0.461	0.509	troopiline
tropics	0.740	0.383	0.412	troopikas
trot	0.531	0.664	0.396	traav
trouble	0.135	0.811	0.452	hädas
troubled	0.167	0.627	0.385	murelik
troublemaker	0.260	0.900	0.596	tülitekitaja
troubles	0.051	0.854	0.269	mured
troublesome	0.283	0.894	0.404	tülikas
trough	0.500	0.308	0.340	küna
troupe	0.625	0.406	0.557	trupp
trousers	0.625	0.314	0.442	püksid
trout	0.516	0.387	0.298	forell
trowel	0.470	0.418	0.250	kellu
truce	0.688	0.441	0.453	vaherahu
truck	0.531	0.368	0.546	veoauto
trucker	0.494	0.609	0.500	rekkamees
truckload	0.480	0.450	0.534	veoautokoorem
truculent	0.210	0.731	0.498	tülikad
true	0.896	0.436	0.777	tõsi
truelove	0.860	0.600	0.587	tõeline armastus
truffle	0.677	0.323	0.418	trühvel
truism	0.521	0.422	0.480	truism
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	trompet
trumpeter	0.673	0.600	0.676	trompetist
truncate	0.323	0.600	0.412	kärbima
truncated	0.316	0.602	0.439	kärbitud
trundle	0.507	0.270	0.414	trügima
trunk	0.271	0.167	0.404	pagasiruumi
truss	0.521	0.482	0.569	sõrestik
trust	0.888	0.547	0.741	usaldada
trustee	0.531	0.442	0.658	usaldusisik
trusting	0.857	0.508	0.750	usaldav
trustworthy	0.969	0.315	0.824	usaldusväärne
trusty	0.863	0.398	0.696	ustav
truth	0.971	0.400	0.685	tõde
truthful	0.708	0.467	0.807	tõetruu
truthfulness	0.920	0.549	0.808	tõepärasus
try	0.604	0.551	0.556	proovi
tryout	0.459	0.539	0.472	proovi järgi
tryouts	0.490	0.602	0.594	katsed
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	vann
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	muhk
tube	0.418	0.279	0.409	toru
