English Word	Valence	Arousal	Dominance	Xhosa Word
schoolboy	0.623	0.385	0.441	umntwana wesikolo
schoolgirl	0.760	0.521	0.415	umntwana wesikolo
schoolhouse	0.602	0.407	0.672	indlu yesikolo
schooling	0.582	0.462	0.640	imfundo
schoolmaster	0.667	0.368	0.852	umfundisi wesikolo
schoolteacher	0.521	0.380	0.632	utitshala
schoolwork	0.479	0.500	0.481	umsebenzi wesikolo
schoolyard	0.684	0.529	0.440	indawo yesikolo
schooner	0.635	0.408	0.427	isikhonkwane
sciatica	0.286	0.443	0.393	i-sciatica
science	0.588	0.429	0.741	inzululwazi
scientific	0.653	0.510	0.836	ezenzululwazi
scientist	0.562	0.500	0.790	isazinzulu
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	i-scintilla
scintillating	0.650	0.736	0.612	ihlaziya
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	i-scintillator
scion	0.490	0.380	0.451	scion
scissors	0.458	0.462	0.302	isikere
scoff	0.125	0.686	0.306	bagculele
scold	0.194	0.755	0.626	ngxolisa
scolding	0.071	0.833	0.417	ukuthethisa
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	scoop
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	isikuta
scope	0.656	0.386	0.718	ububanzi
scorch	0.214	0.689	0.491	tshisa
scorching	0.406	0.635	0.464	ukutshisa
score	0.670	0.388	0.589	Inqaku
scoreboard	0.667	0.484	0.472	ibhodi yamanqaku
scorer	0.730	0.608	0.764	ofaka amanqaku
scores	0.594	0.469	0.629	amanqaku
scorn	0.110	0.721	0.356	intlekisa
scorned	0.062	0.529	0.226	iphoxiwe
scornful	0.173	0.608	0.368	abagxekayo
scorpion	0.198	0.745	0.600	unomadudwane
scotch	0.578	0.520	0.615	isikotshi
scoundrel	0.094	0.740	0.412	utsotsi
scour	0.388	0.602	0.632	gquba
scourge	0.214	0.640	0.302	isibetho
scout	0.656	0.611	0.763	intlola
scowl	0.302	0.600	0.413	ncwina
scrabble	0.625	0.412	0.399	krwela
scram	0.306	0.485	0.409	isikram
scramble	0.469	0.744	0.500	gxadazela
scrambled	0.451	0.535	0.539	ndakhubeka
scrambler	0.417	0.550	0.444	umkrazuli
scrambling	0.421	0.810	0.731	ukukrazula
scrap	0.156	0.339	0.173	inkunkuma
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	krwela
scrapie	0.306	0.706	0.231	i-scrapie
scraping	0.265	0.479	0.305	ukukrwela
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	umkrwelo
scratchy	0.235	0.610	0.436	ukukrwempa
scrawny	0.276	0.422	0.245	okrwada
scream	0.188	0.863	0.594	khala
screamer	0.156	0.670	0.392	umkhwazi
screaming	0.245	0.901	0.460	ekhwaza
screech	0.214	0.802	0.306	ukuncwina
screen	0.670	0.300	0.417	isikrini
screening	0.562	0.570	0.709	ukuhlolwa
screenplay	0.500	0.406	0.518	umdlalo wekhusi
screenwriter	0.571	0.500	0.712	umgcini wekhusi
screw	0.385	0.460	0.377	isikrufu
screwball	0.271	0.680	0.505	i-screwball
screwdriver	0.520	0.519	0.439	screwdriver
screwed	0.302	0.520	0.464	ikrwelwe
screwy	0.344	0.596	0.450	rhabaxa
screwyou	0.260	0.647	0.509	nyisa wena
scribble	0.429	0.453	0.358	bhala
scribe	0.541	0.264	0.491	umbhali
scrimmage	0.367	0.660	0.411	ukukrala
scrip	0.430	0.462	0.455	iskripthi
script	0.610	0.450	0.527	umbhalo
scriptural	0.551	0.250	0.596	ngokwezibhalo
scripture	0.745	0.270	0.630	isibhalo
scroll	0.375	0.630	0.409	skrola
scrotum	0.396	0.653	0.361	isingxobo
scrounge	0.210	0.565	0.397	kroba
scrounger	0.323	0.490	0.358	iscrounger
scrub	0.417	0.420	0.500	khuhla
scruffy	0.194	0.435	0.176	scruffy
scrumptious	0.959	0.650	0.566	scrumptious
scrupulous	0.545	0.685	0.602	ngokungakhathali
scrutinize	0.458	0.587	0.573	hlolisisa
scrutiny	0.500	0.653	0.658	ukuphonononga
scuba	0.542	0.494	0.456	i-scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	qhuqha
scullery	0.469	0.337	0.353	uburharha
sculptor	0.653	0.431	0.694	umkroli
sculpture	0.750	0.346	0.490	umfanekiso oqingqiweyo
sculptured	0.708	0.373	0.557	iqingqwe
scum	0.357	0.380	0.218	umgquba
scumbag	0.240	0.591	0.278	umkhohlisi
scurry	0.398	0.647	0.509	khawuleza
scurvy	0.354	0.462	0.312	ukhwekhwe
scuttle	0.438	0.398	0.430	qhekeza
sea	0.833	0.353	0.589	ulwandle
seaboard	0.663	0.356	0.507	elwandle
seafood	0.656	0.500	0.328	ukutya kwaselwandle
seagull	0.635	0.245	0.314	ingabangaba
seal	0.490	0.218	0.518	itywina
seals	0.412	0.241	0.402	amatywina
seam	0.427	0.250	0.414	umthungo
seaman	0.520	0.510	0.672	umatiloshe
seamless	0.459	0.140	0.302	engenamthungo
seamstress	0.535	0.288	0.389	umthungi
seaport	0.594	0.317	0.491	izibuko
sear	0.490	0.553	0.600	sear
search	0.635	0.580	0.462	khangela
searching	0.534	0.657	0.466	ukukhangela
searchlight	0.622	0.510	0.552	isibane sokukhangela
seared	0.229	0.410	0.398	kutshiswa
seashore	0.796	0.310	0.375	unxweme lolwandle
seasick	0.115	0.683	0.245	ukugula kolwandle
seaside	0.887	0.520	0.508	elwandle
season	0.792	0.410	0.519	ixesha lonyaka
seasonal	0.592	0.273	0.305	ngamaxesha onyaka
seasoned	0.812	0.570	0.509	enongwe
seasoning	0.633	0.388	0.479	isinongo
seat	0.542	0.281	0.434	isihlalo
seatbelt	0.656	0.314	0.726	ibhanti lesitulo
seating	0.552	0.265	0.286	iindawo zokuhlala
seawater	0.760	0.197	0.491	amanzi olwandle
seaweed	0.446	0.286	0.382	ukhula lwaselwandle
sec	0.490	0.385	0.380	umzuzwana
secession	0.323	0.561	0.509	ukwahlukana
secluded	0.357	0.265	0.240	bucala
seclusion	0.230	0.558	0.505	ukuba ngasese
second	0.490	0.210	0.250	Isibini
second cousin	0.698	0.360	0.441	umzala wesibini
secondary	0.636	0.375	0.260	yesibini
secondhand	0.194	0.389	0.283	Isekeni
secrecy	0.294	0.549	0.475	imfihlo
secret	0.479	0.580	0.509	imfihlo
secretariat	0.518	0.459	0.597	unobhala
secretary	0.612	0.426	0.561	unobhala
secrete	0.427	0.567	0.518	yimfihlo
secretion	0.354	0.582	0.529	imfihlo
secretive	0.390	0.250	0.538	eyimfihlo
secretly	0.525	0.404	0.479	emfihlekweni
sect	0.265	0.667	0.526	ihlelo
sectarian	0.260	0.606	0.517	ihlelo
section	0.500	0.269	0.421	icandelo
sectional	0.427	0.415	0.464	ngokwecandelo
sector	0.594	0.190	0.569	icandelo
secular	0.463	0.461	0.520	ezehlabathi
secularism	0.367	0.440	0.559	ukungakhathali
secure	0.844	0.380	0.914	ikhuselekile
securities	0.750	0.304	0.852	izibambiso
security	0.837	0.360	0.821	ukhuseleko
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	thoba
sedation	0.510	0.270	0.398	ukuthomalalisa
sedative	0.314	0.273	0.352	ukuthomalalisa
sedentary	0.292	0.185	0.273	ehleliyo
sedge	0.406	0.396	0.339	intlenga
sediment	0.438	0.306	0.372	intlenga
sedimentary	0.398	0.265	0.500	intlenge
sedition	0.327	0.557	0.591	imvukelo
seduce	0.462	0.864	0.689	rhwebesha
seducer	0.704	0.812	0.775	umlukuhli
seducing	0.569	0.794	0.708	ukuhenda
seduction	0.510	0.891	0.618	ukuhenda
seductive	0.771	0.821	0.667	enomtsalane
see	0.635	0.269	0.312	bona
seed	0.656	0.135	0.306	imbewu
seedling	0.406	0.343	0.423	izithole
seeds	0.731	0.269	0.418	iimbewu
seedy	0.229	0.390	0.325	nembewu
seek	0.622	0.429	0.482	funa
seeker	0.646	0.464	0.553	umfuni
seem	0.471	0.302	0.298	kubonakala
seemingly	0.490	0.410	0.356	kubonakala
seer	0.604	0.481	0.740	imboni
seesaw	0.570	0.559	0.410	seesaw
seething	0.312	0.821	0.642	ukutshisa
segment	0.469	0.290	0.440	icandelo
segregate	0.290	0.627	0.440	ukwahlula
segregated	0.164	0.575	0.411	yahluliwe
segregation	0.302	0.545	0.390	ucalucalulo
seismic	0.323	0.925	0.578	inyikima
seize	0.656	0.644	0.673	hlutha
seizure	0.177	0.775	0.462	ukubamba
seldom	0.323	0.379	0.287	kunqabile
select	0.615	0.406	0.602	khetha
selection	0.594	0.340	0.595	ukhetho
selective	0.612	0.347	0.706	ukukhetha
selectman	0.552	0.547	0.609	khetha umntu
selenium	0.469	0.408	0.336	selenium
self	0.704	0.370	0.500	ubuqu
selfharm	0.350	0.620	0.407	ukuzenzakalisa
selfish	0.061	0.637	0.495	ukuzingca
selfishness	0.200	0.686	0.453	ukuzingca
selfless	0.521	0.235	0.396	ukuzincama
selflove	0.854	0.630	0.661	ukuzithanda
selfworth	0.704	0.460	0.594	ukuzithemba
sell	0.618	0.608	0.605	thengisa
seller	0.635	0.471	0.635	umthengisi
sellout	0.398	0.490	0.465	thengisa
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	iisemantics
semaphore	0.552	0.374	0.598	isimaphore
semblance	0.500	0.471	0.442	ukufana
semen	0.500	0.755	0.471	amadlozi
semester	0.521	0.327	0.482	isiqingatha sonyaka
semi	0.296	0.345	0.304	isiqingatha
semiautomatic	0.469	0.510	0.522	semiautomatic
semicolon	0.378	0.255	0.318	isemikholoni
seminal	0.459	0.413	0.566	intanda
seminar	0.583	0.360	0.623	isemina
seminary	0.594	0.367	0.589	kwisikolo sabefundisi
semiotics	0.449	0.417	0.596	isemiotics
senate	0.490	0.349	0.836	kwindlu yeengwevu
senator	0.391	0.422	0.821	uNdlunkulu
send	0.663	0.480	0.537	thumela
sender	0.542	0.449	0.509	umthumeli
senescence	0.378	0.456	0.394	ukuva
senile	0.280	0.211	0.305	selile
senior	0.561	0.415	0.536	aphezulu
seniority	0.408	0.427	0.602	ubukhulu
senor	0.527	0.217	0.630	umncedisi
senorita	0.765	0.550	0.500	iisenorita
sensation	0.781	0.663	0.673	imvakalelo
sensational	0.938	0.827	0.858	iyachukumisa
sense	0.781	0.417	0.474	ingqiqo
senseless	0.125	0.388	0.136	abangenangqondo
senses	0.740	0.461	0.693	iimvakalelo
sensibility	0.583	0.423	0.448	uvakalelo
sensible	0.625	0.454	0.312	nengqondo
sensibly	0.786	0.337	0.396	ngengqiqo
sensitive	0.714	0.426	0.254	onovakalelo
sensitivity	0.750	0.417	0.395	ubuntununtunu
sensor	0.571	0.377	0.542	isivamvo
sensory	0.583	0.480	0.442	luvo
sensual	0.730	0.790	0.642	inkanuko
sensuality	0.844	0.840	0.632	inkanuko
sensuous	0.854	0.798	0.625	inkanuko
sentence	0.625	0.265	0.548	isivakalisi
sentencing	0.120	0.782	0.561	ukuwisa isigwebo
sentient	0.583	0.417	0.363	imvakalelo
sentiment	0.765	0.451	0.639	uluvo
sentimental	0.583	0.378	0.312	ngokweemvakalelo
sentimentality	0.771	0.548	0.319	iimvakalelo
sentinel	0.531	0.602	0.845	umlindi
sentry	0.470	0.547	0.684	umlindi
separable	0.469	0.390	0.368	kwahlulwa
separate	0.240	0.514	0.349	hlukana
separately	0.310	0.365	0.368	ngokwahlukeneyo
separation	0.198	0.592	0.409	ukwahlukana
separatist	0.245	0.627	0.537	umahluli
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sep
septic	0.281	0.462	0.425	i-septic
septum	0.276	0.423	0.410	i-septum
sequel	0.650	0.480	0.574	ulandelelwano
sequence	0.543	0.350	0.529	ulandelelwano
sequent	0.531	0.423	0.591	landelelana
sequestered	0.160	0.863	0.427	kuhluthwe
sequestration	0.177	0.860	0.500	ukuthinjwa
serenade	0.875	0.570	0.491	i-serenade
serendipity	0.677	0.413	0.500	ukuzola
serene	0.802	0.132	0.370	zizolile
serenity	0.900	0.122	0.557	ukuzola
sergeant	0.408	0.600	0.833	isajini
serial	0.469	0.350	0.472	uthotho
serialize	0.500	0.455	0.593	uthotho
series	0.622	0.431	0.420	uthotho
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	nzulu
seriousness	0.439	0.365	0.750	ukunyaniseka
sermon	0.417	0.507	0.615	intshumayelo
serpent	0.115	0.696	0.679	inyoka
serpentine	0.576	0.646	0.329	inyoka
serrated	0.388	0.435	0.418	sarrated
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	umkhonzi
serve	0.622	0.400	0.384	khonza
server	0.656	0.356	0.536	umncedisi
service	0.684	0.408	0.535	inkonzo
serviceable	0.834	0.400	0.684	iyasebenziseka
servile	0.439	0.327	0.415	luncedo
servitude	0.250	0.490	0.250	ubukhoboka
sesame	0.673	0.250	0.382	isesame
sess	0.418	0.481	0.411	iises
session	0.510	0.481	0.491	iseshoni
sessions	0.646	0.578	0.650	iiseshini
set	0.521	0.482	0.630	iseti
setback	0.198	0.451	0.250	ukubuyisela umva
sett	0.560	0.413	0.500	cwangcisa
setter	0.541	0.455	0.473	isethi
settle	0.833	0.520	0.772	lungisa
settled	0.521	0.510	0.473	ezinzile
settlement	0.635	0.412	0.723	ukuzinza
settler	0.573	0.453	0.519	umhlali
settlor	0.531	0.434	0.534	indawo yokuhlala
setup	0.667	0.398	0.635	Misela
seven	0.672	0.265	0.373	Sixhengxe
seventeen	0.585	0.296	0.321	Shumi elinesixhenxe
seventh	0.500	0.245	0.288	Isixhenxe
seventy	0.625	0.353	0.446	Amashumi asixhenxe
sever	0.156	0.635	0.451	sever
severable	0.406	0.451	0.398	ziqhawule
severally	0.719	0.298	0.600	ngokuliqela
severance	0.396	0.620	0.541	ukuqhawula umtshato
severe	0.164	0.735	0.635	qatha
severely	0.219	0.673	0.700	ngokuqatha
severity	0.260	0.712	0.661	ubukhali
sew	0.510	0.340	0.340	thunga
sewage	0.255	0.343	0.339	ilindle
sewer	0.286	0.367	0.282	umjelo wamanzi amdaka
sewerage	0.208	0.450	0.198	ugutyulo
sewing	0.625	0.337	0.356	ukuthunga
sex	0.803	0.939	0.704	ngesondo
sexist	0.255	0.798	0.411	umntu othanda isini
sexual	0.584	0.959	0.640	ngokwesondo
sexuality	0.670	0.898	0.657	isini
sexy	0.865	0.945	0.802	enomtsalane
shabby	0.235	0.519	0.259	ishwabene
shack	0.396	0.425	0.339	ityotyombe
shackle	0.276	0.580	0.414	ikhonkco
shade	0.388	0.265	0.278	umthunzi
shades	0.490	0.300	0.380	izithunzi
shading	0.420	0.324	0.318	ukwenza umbala
shadow	0.302	0.343	0.158	isithunzi
shadowy	0.135	0.373	0.330	inethunzi
shady	0.323	0.509	0.375	enomthunzi
shaft	0.549	0.275	0.472	umphini
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	shaggy
shake	0.439	0.689	0.539	ngcangcazela
shakedown	0.286	0.692	0.481	ukungcangcazela
shaken	0.344	0.657	0.333	zagungqiswa
shaker	0.520	0.728	0.518	shaker
shaking	0.275	0.849	0.255	ukungcangcazela
shaky	0.260	0.734	0.223	ngcangcazela
shall	0.510	0.385	0.412	uya
shallow	0.427	0.298	0.351	nzulu
shallows	0.388	0.368	0.368	nzulu
sham	0.354	0.602	0.395	ihlazo
shaman	0.490	0.531	0.604	ishaman
shambles	0.271	0.696	0.287	iintloni
shame	0.060	0.670	0.155	shame
shamed	0.135	0.567	0.218	neentloni
shameful	0.040	0.680	0.264	ihlazo
shameless	0.274	0.713	0.407	bangenazintloni
shampoo	0.604	0.180	0.250	ishampu
shanghai	0.551	0.450	0.509	eshanghai
shank	0.530	0.393	0.286	i-shank
shanty	0.427	0.459	0.255	indlu yangasese
shape	0.592	0.240	0.422	ukumila
shapely	0.771	0.441	0.830	ngobume
shard	0.388	0.407	0.426	iqhekeza
share	0.759	0.548	0.545	ukwabelana
shareholder	0.656	0.632	0.915	umnini-sabelo
sharing	0.827	0.462	0.545	ukwabelana
shark	0.260	0.845	0.596	ukrebe
sharp	0.459	0.585	0.585	bukhali
sharpen	0.582	0.694	0.611	lola
sharpened	0.573	0.647	0.727	iloliwe
sharpener	0.532	0.435	0.327	umloli
sharpness	0.729	0.385	0.653	ububukhali
sharpshooter	0.240	0.929	0.764	umdubuli obukhali
shatter	0.108	0.821	0.464	qhekeza
shattered	0.097	0.806	0.309	yaphukile
shattering	0.135	0.760	0.475	ukuqhekeka
shave	0.521	0.410	0.480	tsheva
shaver	0.418	0.450	0.392	umchebi
shaving	0.500	0.469	0.353	ukucheba
shawl	0.720	0.365	0.230	itshali
sheaf	0.396	0.387	0.456	isithungu
shear	0.286	0.647	0.388	cheba
shears	0.429	0.527	0.254	ukucheba
sheath	0.460	0.314	0.342	isingxobo
sheathing	0.378	0.480	0.642	ukucheba
shed	0.427	0.402	0.470	ishedi
sheen	0.812	0.510	0.712	ukukhanya
sheep	0.604	0.206	0.161	iigusha
sheepdog	0.684	0.442	0.529	inja yeegusha
sheepish	0.326	0.441	0.205	iigusha
sheer	0.604	0.250	0.481	qha
sheet	0.439	0.174	0.302	iphepha
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	ishelufu
shell	0.615	0.408	0.391	iqokobhe
shellfish	0.594	0.412	0.393	oonokrwece
shelling	0.337	0.917	0.773	ukugqobhoza
shelter	0.704	0.229	0.569	ikhusi
sheltered	0.590	0.377	0.717	ikhuselwe
shelters	0.582	0.333	0.482	iindawo zokuhlala
shelved	0.306	0.166	0.321	eshelfini
shepherd	0.656	0.304	0.610	umalusi
sherbet	0.592	0.363	0.348	isherbet
sheriff	0.602	0.541	0.802	Unothimba
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	ikhaka
shift	0.479	0.610	0.491	shift
shifting	0.518	0.548	0.546	ukutshintsha
shifty	0.365	0.687	0.483	uguqukile
shilling	0.521	0.342	0.430	isheleni
shimmer	0.745	0.562	0.656	ukubengezela
shimmering	0.844	0.648	0.904	ecwebezelayo
shimmy	0.478	0.476	0.462	shimmy
shin	0.459	0.500	0.231	Shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	khazimla
shiner	0.740	0.510	0.556	shiner
shingle	0.510	0.200	0.410	ishingle
shining	0.885	0.673	0.812	ekhanyayo
shiny	0.885	0.604	0.787	ecwebezelayo
ship	0.646	0.500	0.439	inqanawa
shipment	0.582	0.440	0.452	ukuthunyelwa
shipping	0.622	0.327	0.443	Ukuhambisa ngenqanawe
shipshape	0.594	0.480	0.474	ubume benqanawa
shipwreck	0.268	0.768	0.373	ukwaphuka kwenqanawa
shipyard	0.398	0.583	0.595	indawo yeenqanawa
shire	0.479	0.257	0.609	shiya
shirt	0.698	0.186	0.231	ihempe
shit	0.000	0.678	0.294	ikaka
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	shitface
shithead	0.120	0.645	0.302	ikaka
shitless	0.271	0.545	0.333	intle
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	itshiki
shiver	0.260	0.765	0.236	ukungcangcazela
shivering	0.122	0.663	0.373	ukungcangcazela
shoals	0.396	0.408	0.375	iintsiba
shock	0.286	0.821	0.453	umothuko
shocked	0.292	0.773	0.375	othukile
shocker	0.235	0.804	0.616	umothuko
shocking	0.378	0.853	0.833	iyothusa
shockingly	0.510	0.924	0.721	ngokukhwankqisayo
shoddy	0.082	0.463	0.179	shoddy
shoe	0.517	0.225	0.288	isihlangu
shoelace	0.396	0.280	0.307	umtya wesihlangu
shoemaker	0.396	0.269	0.491	umenzi wezihlangu
shoes	0.729	0.324	0.210	izihlangu
shoeshine	0.392	0.387	0.325	shoeshine
shook	0.163	0.759	0.509	wangcangcazela
shoot	0.092	0.926	0.625	dubula
shooter	0.224	0.814	0.774	umdubuli
shooting	0.276	0.931	0.602	ukudubula
shootout	0.080	0.927	0.615	Ukudubulana
shop	0.725	0.632	0.565	ivenkile
shopkeeper	0.677	0.510	0.730	unovenkile
shoplifter	0.167	0.830	0.500	usela evenkileni
shoplifting	0.152	0.833	0.441	ubusela ezivenkileni
shopper	0.646	0.615	0.741	umthengi
shopping	0.915	0.445	0.630	ukuthenga
shore	0.542	0.304	0.204	unxweme
shoreline	0.677	0.296	0.529	unxweme
shorn	0.396	0.415	0.400	ichetyiwe
short	0.184	0.264	0.237	mfutshane
short story	0.697	0.321	0.348	ibali elifutshane
shortage	0.094	0.455	0.198	ukunqongophala
shortcake	0.677	0.359	0.398	ikhekhe elifutshane
shortcoming	0.195	0.370	0.258	ukusilela
shortcut	0.594	0.308	0.426	indlela emfutshane
shorten	0.302	0.382	0.460	mfutshane
shortening	0.286	0.333	0.385	ukwenza mfutshane
shorthand	0.459	0.450	0.461	isandla esifutshane
shortly	0.582	0.310	0.360	kungekudala
shortness	0.459	0.280	0.272	ubufutshane
shorts	0.622	0.481	0.287	ezimfutshane
shortstop	0.418	0.529	0.450	ishortstop
shortwave	0.460	0.271	0.368	i-shortwave
shot	0.144	0.750	0.569	wadutyulwa
shotgun	0.200	0.868	0.684	umpu
shoulder	0.562	0.286	0.406	igxalaba
shout	0.229	0.925	0.444	khwaza
shove	0.306	0.690	0.602	tyhala
shovel	0.427	0.308	0.267	umhlakulo
shoveling	0.265	0.620	0.537	ukuhlambulula
show	0.673	0.771	0.719	bonisa
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	isikhephe sokubonisa
showcase	0.521	0.255	0.415	umboniso
showdown	0.302	0.950	0.692	umboniso
shower	0.669	0.346	0.336	ishawa
showgirl	0.633	0.694	0.481	intombi yokubonisa
showing	0.622	0.540	0.491	ebonisa
showoff	0.344	0.598	0.463	bonisa
showroom	0.740	0.441	0.536	igumbi lokubonisa
showy	0.698	0.657	0.661	ukubonisa
shrapnel	0.240	0.740	0.681	amaqhekeza
shred	0.224	0.750	0.627	qhekeza
shrew	0.306	0.463	0.390	onobuqili
shrewd	0.551	0.673	0.816	onobuqili
shriek	0.459	0.827	0.491	khwaza
shrill	0.312	0.721	0.640	shwabula
shrimp	0.571	0.361	0.425	i-shrimp
shrine	0.802	0.255	0.574	indawo engcwele
shrink	0.385	0.453	0.272	shwabana
shrinking	0.190	0.400	0.217	ukucutheka
shrivel	0.160	0.409	0.143	bashwabene
shroud	0.417	0.457	0.389	isigqubuthelo
shrub	0.531	0.340	0.340	ityholwana
shrubbery	0.490	0.267	0.332	i-shrubbery
shrug	0.208	0.296	0.278	nyusa amagxa
shrunk	0.163	0.354	0.218	ushwabene
shrunken	0.500	0.373	0.221	ushwabene
shudder	0.344	0.791	0.559	ngcangcazela
shuddering	0.302	0.802	0.638	engcangcazela
shuffle	0.459	0.450	0.556	shixiza
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	ukushixiza
shun	0.418	0.604	0.389	xwaya
shunned	0.271	0.464	0.367	waphetshwa
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	vala
shutdown	0.173	0.367	0.418	Cima
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	vala
shutter	0.191	0.380	0.482	isivalo
shuttle	0.531	0.591	0.547	isiphekepheke
shutup	0.333	0.560	0.491	thula
shy	0.280	0.153	0.132	uneentloni
shyness	0.312	0.265	0.246	iintloni
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	umntakwethu
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	abagulayo
sickbay	0.296	0.510	0.345	indawo yokugula
sicken	0.051	0.500	0.294	gula
sickening	0.074	0.618	0.259	ukugula
sickle	0.427	0.585	0.370	irhengqa
sickly	0.188	0.550	0.191	ngokugula
sickness	0.094	0.704	0.288	ukugula
side	0.439	0.288	0.395	icala
sidearm	0.410	0.474	0.500	umkhono osecaleni
sidebar	0.469	0.364	0.405	ibha esecaleni
sideboard	0.590	0.259	0.426	ibhodi esecaleni
sideburns	0.777	0.327	0.308	amanxeba asecaleni
sidecar	0.552	0.449	0.500	imoto esecaleni
sidekick	0.602	0.439	0.509	ummi ecaleni
sideline	0.440	0.382	0.517	ecaleni
sideshow	0.458	0.594	0.658	umboniso osecaleni
sidestep	0.378	0.559	0.407	ecaleni
sidewalk	0.479	0.192	0.348	indlela esecaleni
sideways	0.788	0.245	0.291	ecaleni
sidewinder	0.500	0.500	0.439	ecaleni
siege	0.271	0.750	0.567	ukungqinga
siesta	0.740	0.046	0.295	ukuhlala
sieve	0.459	0.250	0.333	isisefo
sift	0.542	0.412	0.461	hluza
sifting	0.571	0.469	0.474	ukuhluza
sigh	0.469	0.387	0.273	ncwina
sight	0.684	0.250	0.528	ukubona
sighting	0.582	0.560	0.627	ukubona
sightseeing	0.875	0.552	0.697	ukubona indawo
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	uphawu
signal	0.615	0.417	0.464	uphawu
signature	0.570	0.422	0.657	utyikityo
significance	0.820	0.460	0.644	ukubaluleka
significant	0.827	0.649	0.786	ebalulekileyo
signification	0.583	0.337	0.530	intsingiselo
signify	0.453	0.422	0.634	bonisa
signpost	0.510	0.400	0.446	uphawu
silence	0.438	0.200	0.223	cwaka
silencer	0.417	0.356	0.482	isithulisi
silent	0.469	0.125	0.280	cwaka
silently	0.448	0.185	0.306	cwaka
silhouette	0.582	0.410	0.288	i-silhouette
silicon	0.439	0.448	0.445	isilicon
silicone	0.480	0.340	0.333	abicah
silk	0.760	0.115	0.300	isilika
silken	0.730	0.265	0.394	isilika
silky	0.802	0.397	0.271	isilika
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	ububhanxa
silly	0.384	0.349	0.161	bubudenge
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	intlenga
silver	0.684	0.451	0.615	isilivere
silverware	0.663	0.365	0.409	izinto zesilivere
silvery	0.543	0.460	0.517	isilivere
similar	0.562	0.250	0.423	efanayo
similarity	0.729	0.255	0.518	ukufana
simile	0.615	0.363	0.464	isifaniso
simmer	0.650	0.293	0.393	bilisa
simmering	0.382	0.613	0.412	ukubila
simple	0.653	0.130	0.314	elula
simples	0.724	0.240	0.263	izinto ezilula
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	ukulula
simplify	0.565	0.347	0.602	yenza lula
simplistic	0.490	0.245	0.391	elula
simply	0.535	0.148	0.393	ngokulula
simulate	0.551	0.375	0.417	linganisa
simulated	0.500	0.461	0.356	eyenziweyo
simulating	0.552	0.462	0.481	ukulinganisa
simulation	0.552	0.574	0.567	ukulinganisa
simulator	0.677	0.559	0.583	isifanisi
simultaneous	0.691	0.577	0.554	ngaxeshanye
simultaneously	0.656	0.490	0.609	ngaxeshanye
sin	0.177	0.712	0.449	isono
sincere	0.918	0.265	0.725	ngokunyanisekileyo
sincerity	0.908	0.351	0.686	ukunyaniseka
sinful	0.143	0.788	0.417	unesono
sing	0.858	0.606	0.420	cula
singer	0.802	0.735	0.628	imvumi
singing	0.885	0.594	0.528	ukucula
single	0.291	0.354	0.259	omnye
singly	0.553	0.354	0.466	eyedwa
singular	0.610	0.302	0.482	isinye
singularity	0.582	0.348	0.654	ububunye
singularly	0.571	0.330	0.527	ngesinye
