English Word	Valence	Arousal	Dominance	Mongolian Word
wait	0.224	0.167	0.264	хүлээ
waiter	0.459	0.300	0.295	Үйлчлэгч
waiting	0.239	0.339	0.333	хүлээж байна
waitinggame	0.604	0.549	0.406	хүлээх тоглоом
waitress	0.646	0.531	0.352	зөөгч
waive	0.276	0.559	0.311	татгалзах
waiver	0.396	0.630	0.373	татгалзах
wake	0.700	0.470	0.512	сэрэх
walk	0.643	0.412	0.450	алхах
walker	0.551	0.491	0.525	алхагч
walking	0.708	0.480	0.781	алхах
walkout	0.292	0.853	0.427	хаяж явах
wall	0.417	0.250	0.509	хана
wallaby	0.541	0.368	0.391	Валлаби
wallet	0.680	0.432	0.500	түрийвч
wallflower	0.667	0.298	0.342	ханын цэцэг
wallop	0.320	0.790	0.689	валоп
wallow	0.286	0.878	0.491	савлах
wallpaper	0.673	0.173	0.308	ханын цаас
walnut	0.688	0.302	0.255	хушга
walrus	0.521	0.327	0.361	морж
waltz	0.769	0.410	0.315	вальс
wan	0.384	0.457	0.310	ван
wand	0.542	0.322	0.315	саваа
wander	0.427	0.417	0.330	тэнүүчлэх
wanderer	0.458	0.519	0.396	тэнүүчлэгч
wandering	0.323	0.471	0.357	тэнүүчилж байна
wane	0.188	0.402	0.098	сулрах
waning	0.375	0.333	0.300	суларч байна
wanker	0.290	0.569	0.446	гоншигч
wannabe	0.602	0.547	0.337	хүснэ
wannasleep	0.604	0.330	0.345	унтмаар байна
want	0.671	0.642	0.598	хүсэж байна
wanting	0.760	0.433	0.593	хүсч байна
wanton	0.427	0.739	0.500	хүсэлгүй
war	0.022	0.892	0.727	дайн
warbler	0.480	0.349	0.311	дэгээчин
warcrimes	0.031	0.852	0.585	дайны гэмт хэрэг
ward	0.469	0.255	0.254	тойрог
warden	0.615	0.627	0.898	харуул
wardrobe	0.612	0.510	0.336	хувцасны шүүгээ
ware	0.604	0.443	0.455	эдлэл
warehouse	0.721	0.365	0.446	агуулах
warfare	0.062	0.885	0.845	дайн
warhead	0.219	0.756	0.536	байлдааны толгой
warlike	0.367	0.847	0.779	дайчин
warlock	0.312	0.558	0.657	дайчин
warlord	0.167	0.796	0.781	дайны дарга
warm	0.760	0.312	0.585	дулаахан
warming	0.594	0.637	0.580	дулааралт
warms	0.594	0.580	0.632	дулаацуулдаг
warmth	0.878	0.307	0.602	дулаан
warn	0.429	0.647	0.564	анхааруулах
warned	0.302	0.604	0.547	анхааруулсан
warning	0.229	0.774	0.629	анхааруулга
warp	0.344	0.417	0.373	нугалах
warpath	0.280	0.676	0.551	дайны зам
warped	0.219	0.663	0.304	муруйсан
warrant	0.653	0.398	0.802	баталгаа
warranted	0.714	0.367	0.690	баталгаатай
warrants	0.562	0.431	0.881	баталгаа
warranty	0.667	0.470	0.568	баталгаа
warren	0.417	0.570	0.464	Уоррен
warrior	0.458	0.863	0.915	дайчин
warship	0.292	0.890	0.889	байлдааны хөлөг онгоц
wart	0.082	0.314	0.205	wart
wartime	0.100	0.912	0.726	дайны цаг
wary	0.510	0.343	0.535	болгоомжтой
wash	0.635	0.377	0.297	угаах
washed	0.542	0.314	0.392	угаасан
washer	0.594	0.390	0.365	угаагч
washing	0.643	0.396	0.402	угаах
washout	0.383	0.304	0.389	угаах
washroom	0.500	0.364	0.446	угаалгын өрөө
wasp	0.390	0.620	0.406	согог
waste	0.041	0.510	0.184	хог хаягдал
wastebasket	0.271	0.230	0.286	хогийн сав
wasted	0.188	0.558	0.259	дэмий үрсэн
wasteful	0.173	0.730	0.409	үрэлгэн
wasteland	0.365	0.308	0.391	эзгүй газар
wasting	0.051	0.417	0.207	дэмий үрэх
watch	0.531	0.346	0.423	үзэх
watchdog	0.531	0.811	0.648	хоточ нохой
watcher	0.562	0.401	0.702	ажиглагч
watchful	0.386	0.490	0.675	сонор сэрэмжтэй
watchman	0.510	0.509	0.833	харуул
watchout	0.396	0.530	0.455	болгоомжтой
watchtower	0.500	0.415	0.647	харуулын цамхаг
water	0.812	0.123	0.429	ус
water polo	0.688	0.670	0.534	усан поло
waterbed	0.724	0.381	0.296	усан сан
watercourse	0.677	0.357	0.466	усны урсгал
watered	0.615	0.290	0.377	усалдаг
waterfall	0.652	0.460	0.528	хүрхрээ
waterfront	0.716	0.274	0.556	далайн эрэг
watering can	0.602	0.298	0.336	усалгааны сав
watermelon	0.714	0.230	0.239	тарвас
waterproof	0.779	0.423	0.545	усны хамгаалалт
waterworks	0.510	0.490	0.561	усан байгууламж
watery	0.367	0.461	0.292	устай
wave	0.622	0.491	0.490	давалгаа, долгио
wavelength	0.604	0.442	0.516	долгионы урт
waver	0.426	0.630	0.255	эргэлзэх
wavering	0.375	0.430	0.384	эргэлзэх
waves	0.643	0.470	0.509	долгион
wavy	0.520	0.284	0.345	долгионтой
wax	0.436	0.245	0.309	лав
waxed	0.531	0.388	0.408	лавласан
waxy	0.408	0.245	0.308	лав
way	0.480	0.275	0.420	арга зам
ways	0.688	0.560	0.425	арга замууд
wayward	0.344	0.573	0.409	замбараагүй
weak	0.180	0.241	0.045	сул
weaken	0.112	0.250	0.223	сулрах
weakened	0.373	0.304	0.092	суларсан
weakling	0.194	0.294	0.087	сул дорой
weakly	0.270	0.255	0.111	сул дорой
weakness	0.088	0.370	0.125	сул тал
wealth	0.857	0.637	0.858	эд баялаг
wealthy	0.927	0.566	0.862	чинээлэг
weapon	0.054	0.840	0.831	зэвсэг
weaponry	0.219	0.840	0.870	зэвсэг
wear	0.312	0.370	0.255	өмсөх
wearer	0.471	0.347	0.527	эзэмшигч
wearily	0.327	0.286	0.128	ядарсан
weariness	0.104	0.333	0.226	ядрах
wearing	0.646	0.520	0.461	өмссөн
weary	0.194	0.281	0.202	ядарсан
weasel	0.408	0.317	0.337	хошуу
weather	0.755	0.404	0.567	цаг агаар
weathered	0.422	0.491	0.537	өгөршсөн
weatherman	0.660	0.413	0.643	цаг уурын мэргэжилтэн
weatherproof	0.541	0.345	0.552	цаг агаарт тэсвэртэй
weave	0.604	0.265	0.172	нэхэх
web	0.583	0.411	0.519	вэб
website	0.615	0.442	0.526	вэб сайт
wed	0.604	0.549	0.448	гэрлэх
wedded	0.771	0.413	0.518	гэрлэсэн
wedding	0.875	0.802	0.642	хурим
wedge	0.490	0.290	0.278	шаантаг
wedlock	0.747	0.654	0.745	гэрлэлт
wee	0.663	0.452	0.315	уй
weed	0.459	0.294	0.364	хогийн ургамал
weeding	0.458	0.528	0.454	хогийн ургамал устгах
weeds	0.320	0.551	0.315	хогийн ургамал
weedy	0.293	0.366	0.352	хогийн ургамал
weeeee	0.562	0.630	0.283	вээээ
week	0.510	0.231	0.351	долоо хоног
weekday	0.490	0.469	0.520	ажлын өдөр
weekend	0.844	0.625	0.519	амралтын өдөр
weekly	0.622	0.288	0.380	долоо хоног бүр
weenie	0.406	0.451	0.284	Вени
weep	0.053	0.621	0.164	уйлах
weeping	0.082	0.688	0.168	уйлах
weeping willow	0.344	0.441	0.312	уйлж буй бургас
weepy	0.068	0.615	0.116	уйлж байна
weigh	0.333	0.396	0.375	жинлэх
weighing	0.449	0.441	0.468	жинлэх
weight	0.450	0.380	0.577	жин
weightless	0.460	0.426	0.375	жингүй
weightloss	0.570	0.439	0.393	Жин хасах
weights	0.458	0.500	0.722	жин
weighty	0.427	0.480	0.657	жинтэй
weir	0.375	0.385	0.363	саваа
weird	0.260	0.660	0.402	хачин
weirdness	0.316	0.491	0.364	хачирхалтай
weirdo	0.173	0.539	0.328	хачин
welcome	0.898	0.555	0.664	тавтай морил
welcomed	0.927	0.585	0.700	угтан авлаа
welcoming	0.905	0.527	0.636	угтаж байна
weld	0.417	0.462	0.583	гагнуур
welder	0.448	0.679	0.683	гагнуурчин
welding	0.510	0.569	0.491	гагнуур
welfare	0.802	0.378	0.679	халамж
wellhead	0.469	0.460	0.373	худгийн толгой
wellness	0.969	0.441	0.730	эрүүл мэнд
welsh	0.490	0.385	0.500	уэльс
welt	0.390	0.632	0.370	сайн
wen	0.438	0.431	0.380	Вэн
wench	0.469	0.519	0.352	венч
werewolf	0.235	0.811	0.591	хүн чоно
west	0.562	0.337	0.414	баруун
westbound	0.646	0.363	0.439	баруун тийш
western	0.573	0.500	0.689	баруун
wet	0.385	0.417	0.185	нойтон
wetback	0.271	0.402	0.293	чийгтэй
whack	0.219	0.816	0.708	цохих
whale	0.582	0.398	0.509	халим
whaling	0.281	0.717	0.538	халим агнуур
wham	0.469	0.490	0.423	яасан
whammy	0.461	0.491	0.345	муухай
wharf	0.469	0.240	0.472	боомт
whatdoido	0.406	0.494	0.430	би юу хийх вэ
whatif	0.523	0.528	0.351	Хэрвээ
whatmakesmesmile	0.765	0.588	0.482	юу нь инээмсэглэлтэй болгодог
whatnot	0.375	0.493	0.363	юу ч биш
whatsoever	0.400	0.314	0.302	ямар ч байсан
whatsthepoint	0.436	0.459	0.398	юу вэ
wheat	0.531	0.185	0.250	улаан буудай
wheel	0.615	0.310	0.446	дугуй
wheel barrow	0.510	0.337	0.363	дугуйт тэрэг
wheelbarrow	0.479	0.366	0.404	түрдэг тэрэг
wheelchair	0.240	0.337	0.245	тэргэнцэр
wheels	0.667	0.471	0.386	дугуй
wheeze	0.229	0.462	0.461	шуугиан
whelp	0.344	0.458	0.310	туслах
whereabouts	0.439	0.382	0.356	хаана байгаа
wherefore	0.561	0.357	0.402	тиймийн тул
wherewith	0.491	0.420	0.404	хаана
wherewithal	0.388	0.366	0.321	ямартай ч
whet	0.643	0.465	0.430	уу
whiff	0.459	0.400	0.331	үнэр
whilst	0.510	0.302	0.388	байхад
whim	0.378	0.680	0.467	хүсэл
whimper	0.271	0.545	0.308	гинших
whimsical	0.449	0.637	0.371	сонин
whimsy	0.729	0.639	0.455	дур булаам
whine	0.342	0.686	0.218	уйлах
whiny	0.208	0.548	0.375	хашгирах
whip	0.208	0.899	0.509	ташуур
whiplash	0.257	0.760	0.500	ташуурдах
whipped	0.198	0.804	0.361	ташуурдсан
whirl	0.461	0.788	0.661	эргүүлэг
whirlpool	0.710	0.415	0.442	усны эргүүлэг
whirlwind	0.417	0.915	0.670	хар салхи
whisk	0.500	0.537	0.412	хумсны
whisker	0.521	0.306	0.343	сахал
whiskers	0.439	0.278	0.270	сахал
whiskey	0.612	0.706	0.441	виски
whisky	0.640	0.615	0.490	виски
whisper	0.490	0.225	0.265	шивнэх
whispered	0.548	0.358	0.309	гэж шивнэв
whistle	0.653	0.551	0.463	шүгэл
whit	0.562	0.393	0.595	цагаан
whitefish	0.492	0.327	0.333	цагаан загас
whiteness	0.688	0.235	0.519	цагаан байдал
whitewash	0.429	0.402	0.276	цайруулах
whitish	0.583	0.279	0.365	цагаан өнгөтэй
whittle	0.347	0.451	0.427	бага зэрэг
whiz	0.896	0.627	0.820	шуугиан
whole	0.653	0.357	0.572	бүхэлд нь
wholesale	0.760	0.551	0.619	бөөний худалдаа
wholesome	0.888	0.423	0.754	эрүүл
wholly	0.690	0.353	0.696	бүхэлд нь
whoo	0.531	0.578	0.311	өө
whoop	0.559	0.481	0.443	хөөх
whopper	0.448	0.598	0.432	хэнэггүй
whopping	0.541	0.740	0.755	гайхалтай
whore	0.135	0.880	0.333	янхан
whorehouse	0.200	0.930	0.462	янхны газар
wick	0.337	0.481	0.309	зулын гол
wicked	0.138	0.800	0.627	хорон муу
wickedness	0.031	0.727	0.443	ёс бус байдал
wicker	0.427	0.339	0.388	зэгсэн
wicket	0.500	0.500	0.471	хаалга
wide	0.571	0.312	0.472	өргөн
widely	0.698	0.453	0.725	өргөн хүрээнд
widen	0.562	0.538	0.527	өргөсгөх
widespread	0.633	0.456	0.713	өргөн тархсан
widow	0.250	0.450	0.265	бэлэвсэн эхнэр
widowed	0.205	0.439	0.333	бэлэвсэн
widower	0.184	0.406	0.325	бэлэвсэн эмэгтэй
width	0.583	0.280	0.518	өргөн
wield	0.347	0.660	0.625	эзэмших
wiener	0.594	0.434	0.391	винер
wienie	0.500	0.509	0.327	вини
wife	0.886	0.630	0.583	эхнэр
wig	0.722	0.279	0.180	хиймэл үс
wiggle	0.531	0.676	0.359	чичрэх
wight	0.542	0.404	0.395	жин
wiki	0.530	0.390	0.455	вики
wild	0.312	0.922	0.750	зэрлэг
wildcat	0.458	0.632	0.481	зэрлэг муур
wildebeest	0.438	0.480	0.464	зэрлэг ан амьтан
wilderness	0.281	0.333	0.290	цөл
wildfire	0.140	0.929	0.552	хээрийн түймэр
wildlife	0.656	0.530	0.561	ан амьтан
will	0.698	0.408	0.735	болно
willful	0.557	0.719	0.642	санаатай
willies	0.480	0.490	0.420	Вилли
willing	0.833	0.561	0.783	хүсэлтэй
willingly	0.833	0.316	0.588	сайн дураараа
willingness	0.786	0.500	0.729	хүсэл эрмэлзэл
willow	0.604	0.245	0.400	бургас
willpower	0.823	0.776	0.897	хүсэл зориг
wilt	0.226	0.354	0.312	гандах
wilted	0.245	0.375	0.186	хатсан
wily	0.459	0.670	0.798	зальтай
wimp	0.184	0.490	0.125	новш
wimpy	0.188	0.292	0.134	залхуу
win	0.927	0.694	0.888	ялна
wince	0.286	0.415	0.294	нүд ирмэх
winch	0.385	0.434	0.449	эргүүлэг
wind	0.531	0.404	0.578	салхи
windbag	0.438	0.510	0.391	салхины уут
windfall	0.750	0.864	0.638	гэнэтийн ашиг
winding	0.398	0.582	0.361	ороомог
windmill	0.773	0.412	0.412	салхин тээрэм
window	0.542	0.276	0.385	цонх
windowsill	0.429	0.274	0.433	цонхны тавцан
windpipe	0.281	0.360	0.500	амьсгалын хоолой
windshield	0.615	0.375	0.333	салхины шил
windy	0.330	0.541	0.528	салхитай
wine	0.792	0.417	0.457	дарс
wine cooler	0.729	0.404	0.420	дарс хөргөгч
wing	0.562	0.255	0.389	далавч
winged	0.646	0.469	0.519	далавчтай
winger	0.531	0.794	0.691	жигүүрийн тоглогч
wingman	0.573	0.578	0.582	жигүүрчин
wink	0.688	0.557	0.304	нүд ирмэх
winner	0.960	0.810	0.886	ялагч
winning	0.955	0.712	0.972	ялалт
winnings	0.949	0.829	0.830	ялалт
wino	0.406	0.535	0.349	wino
winter	0.663	0.355	0.500	өвөл
winterbreak	0.612	0.464	0.491	Өвлийн амралт
wintertime	0.760	0.516	0.404	өвлийн цаг
wintery	0.388	0.512	0.463	өвлийн
wintry	0.448	0.434	0.445	өвлийн
wipe	0.663	0.427	0.551	арчих
wiper	0.500	0.380	0.535	арчигч
wire	0.480	0.330	0.245	утас
wired	0.398	0.420	0.537	утастай
wireless	0.635	0.444	0.537	утасгүй
wiretap	0.224	0.642	0.454	утас чагнах
wiring	0.490	0.367	0.431	утас
wis	0.510	0.431	0.406	wis
wisdom	0.930	0.302	0.871	мэргэн ухаан
wise	0.878	0.250	0.861	мэргэн
wish	0.771	0.583	0.647	хүсэл
wishbone	0.494	0.531	0.426	хүслийн яс
wishful	0.885	0.712	0.606	хүсэл эрмэлзэлтэй
wishing	0.755	0.600	0.491	хүсэж байна
wishmeluck	0.729	0.582	0.465	надад амжилт хүсээрэй
wisp	0.552	0.388	0.417	сэгсэрнэ
wistful	0.323	0.451	0.312	гунигтай
wit	0.844	0.484	0.775	ухаантай
witch	0.292	0.710	0.473	шулам
witchcraft	0.183	0.779	0.555	илбэ
withal	0.345	0.264	0.381	хамт
withdraw	0.260	0.425	0.336	татах
withdrawal	0.275	0.541	0.226	татах
withdrawals	0.427	0.404	0.464	татан авалт
withdrawn	0.182	0.368	0.221	татагдсан
wither	0.150	0.420	0.259	хатах
withered	0.188	0.292	0.160	хатсан
withering	0.271	0.650	0.345	хатах
withhold	0.320	0.451	0.444	саатуулах
withholding	0.165	0.490	0.480	суутгах
withstand	0.370	0.548	0.571	тэсвэрлэх
witless	0.198	0.333	0.179	ухаангүй
witness	0.562	0.569	0.593	гэрч
wits	0.760	0.596	0.765	ухаан
witty	0.857	0.707	0.759	ухаантай
wiz	0.467	0.545	0.441	wiz
wizard	0.656	0.430	0.526	шидтэн
wobble	0.375	0.620	0.350	ганхах
wobbly	0.208	0.759	0.225	ганхсан
woe	0.340	0.606	0.204	халаг
woeful	0.135	0.555	0.255	харамсалтай
woefully	0.204	0.580	0.269	харамсалтай
wok	0.583	0.375	0.500	wok
wokemeup	0.561	0.520	0.444	сэрэх
wolf	0.448	0.712	0.630	чоно
wolverine	0.470	0.673	0.627	чоно
womanhood	0.812	0.656	0.602	эмэгтэй байдал
womanizer	0.281	0.800	0.471	эмэгтэй хүн
womanly	0.909	0.615	0.473	эмэгтэйлэг
womb	0.375	0.385	0.591	умай
wonder	0.939	0.771	0.765	гайхах
wonderful	0.971	0.776	0.830	гайхалтай
wonderfully	0.969	0.760	0.821	гайхалтай
wonderment	0.929	0.679	0.795	гайхшрал
wondrous	0.854	0.679	0.818	гайхалтай
wont	0.240	0.343	0.291	болохгүй
woo	0.646	0.729	0.430	хөө
wood	0.494	0.182	0.373	мод
woodcut	0.633	0.354	0.542	модон сийлбэр
wooden	0.500	0.196	0.318	модон
woodland	0.776	0.306	0.480	ой мод
woodlands	0.656	0.340	0.473	ой мод
woodpecker	0.520	0.482	0.445	тоншуул
woods	0.594	0.269	0.364	ой мод
woodshed	0.551	0.373	0.312	модон хашаа
woodsman	0.500	0.451	0.522	модчин
woodwork	0.490	0.481	0.545	модон эдлэл
woody	0.469	0.260	0.396	модлог
woof	0.354	0.509	0.404	woof
woohoo	0.658	0.670	0.451	woohoo
wooing	0.740	0.730	0.702	хөөх
wool	0.583	0.132	0.345	ноос
woolen	0.726	0.265	0.307	ноосон
woolly	0.531	0.398	0.320	ноосон
woot	0.602	0.490	0.481	хөөх
woozy	0.177	0.452	0.306	уйтгартай
wop	0.417	0.452	0.394	хөөх
word	0.552	0.255	0.482	үг
wording	0.653	0.500	0.588	үг хэллэг
words	0.710	0.216	0.473	үгс
wordy	0.643	0.478	0.586	үгтэй
work	0.719	0.596	0.750	ажил
workaholic	0.344	0.657	0.557	ажилчин
workbook	0.673	0.343	0.510	ажлын дэвтэр
worker	0.719	0.598	0.684	ажилчин
working	0.740	0.585	0.576	ажиллаж байна
workings	0.704	0.560	0.745	ажил
workload	0.231	0.792	0.490	ажлын ачаалал
workman	0.729	0.618	0.726	ажилчин
workmanship	0.694	0.441	0.627	хийц
workout	0.868	0.827	0.780	дасгал
workplace	0.592	0.431	0.583	ажлын байр
works	0.776	0.434	0.657	ажилладаг
workshop	0.531	0.426	0.510	семинар
workup	0.582	0.713	0.589	ажил хийх
world	0.622	0.394	0.750	ертөнц
worldly	0.438	0.612	0.295	дэлхийн
worldwide	0.790	0.462	0.851	дэлхий даяар
worm	0.130	0.418	0.219	өт
wormhole	0.337	0.380	0.483	өтний нүх
wormwood	0.458	0.406	0.355	шарилж
worn	0.350	0.482	0.189	өмссөн
worried	0.094	0.824	0.395	санаа зовж байна
worries	0.094	0.679	0.363	санаа зовдог
worry	0.245	0.776	0.267	санаа зовох
worrying	0.047	0.750	0.296	санаа зовж байна
