English Word	Valence	Arousal	Dominance	Bosnian Word
unrestricted	0.698	0.458	0.644	neograničeno
unromantic	0.208	0.316	0.307	neromantično
unruly	0.240	0.745	0.547	neposlušan
unsafe	0.115	0.562	0.147	nesigurno
unsanitary	0.063	0.592	0.269	nehigijenski
unsatisfactory	0.122	0.520	0.189	nezadovoljavajuće
unsatisfied	0.200	0.547	0.241	nezadovoljan
unsavory	0.071	0.637	0.353	neukusno
unscathed	0.625	0.308	0.611	neozlijeđen
unscheduled	0.312	0.436	0.300	neplanirano
unscientific	0.396	0.317	0.321	nenaučno
unscrew	0.333	0.462	0.396	odvrnuti
unscrupulous	0.094	0.727	0.465	beskrupulozan
unseat	0.229	0.500	0.312	unseat
unseen	0.427	0.351	0.421	neviđeno
unselfish	0.615	0.353	0.377	nesebičan
unsettled	0.208	0.647	0.170	nesređen
unsightly	0.226	0.559	0.373	neugledno
unsolicited	0.094	0.339	0.280	nepoželjan
unsolved	0.146	0.390	0.235	neriješen
unsophisticated	0.327	0.491	0.339	nesofisticiran
unsound	0.146	0.222	0.272	neispravan
unspeakable	0.327	0.567	0.393	neizrecivo
unspecified	0.240	0.365	0.165	neodređeno
unspoken	0.177	0.260	0.208	neizgovoreno
unstable	0.167	0.587	0.150	nestabilno
unsteady	0.122	0.500	0.190	nestabilan
unstoppable	0.625	0.887	0.862	nezaustavljiv
unsuccessful	0.140	0.318	0.106	neuspješno
unsuitable	0.188	0.528	0.300	neprikladan
unsung	0.296	0.330	0.314	neopevan
unsupervised	0.478	0.481	0.442	bez nadzora
unsupported	0.260	0.450	0.221	nepodržano
unsure	0.143	0.580	0.217	nesigurno
unsurpassed	0.694	0.569	0.798	nenadmašan
unsuspecting	0.302	0.509	0.413	bez sumnje
unsustainable	0.255	0.650	0.406	neodrživ
unsweetened	0.396	0.263	0.300	nezaslađeno
unsympathetic	0.163	0.620	0.281	nesimpatičan
untamed	0.429	0.778	0.709	neukroćen
untenable	0.143	0.637	0.425	neodrživ
untested	0.302	0.296	0.348	untested
unthinkable	0.365	0.480	0.481	nezamislivo
untidy	0.106	0.610	0.254	neuredno
untie	0.542	0.463	0.472	odvezati
untimely	0.245	0.676	0.233	neblagovremeno
untitled	0.213	0.240	0.240	bez naslova
untold	0.240	0.367	0.191	neispričano
untouchable	0.490	0.602	0.683	nedodirljiv
untouched	0.531	0.276	0.600	netaknut
untoward	0.122	0.555	0.291	untoward
untraceable	0.321	0.674	0.574	untraceable
untrained	0.149	0.529	0.282	neobučen
untranslated	0.271	0.188	0.264	neprevedeno
untroubled	0.750	0.213	0.653	untroubled
untrue	0.031	0.500	0.188	neistinito
untrustworthy	0.097	0.449	0.287	nepouzdan
unturned	0.312	0.255	0.316	unturned
unused	0.344	0.231	0.234	neiskorišćen
unusual	0.429	0.433	0.361	neobično
unusually	0.385	0.406	0.358	neobično
unutterable	0.406	0.592	0.538	neizrecivo
unveil	0.439	0.442	0.562	otkriti
unveiling	0.569	0.570	0.675	otkrivanje
unverified	0.214	0.365	0.180	neprovjereno
unwanted	0.177	0.546	0.205	nepoželjan
unwarranted	0.091	0.500	0.345	neopravdano
unwary	0.286	0.417	0.402	neoprezan
unwashed	0.365	0.427	0.360	neoprano
unwavering	0.740	0.630	0.858	nepokolebljiv
unwed	0.541	0.595	0.459	neoženjen
unwelcome	0.115	0.480	0.269	nepoželjan
unwell	0.143	0.640	0.221	loše
unwilling	0.302	0.316	0.179	nevoljan
unwillingly	0.204	0.548	0.182	nevoljno
unwillingness	0.204	0.311	0.113	nespremnost
unwind	0.837	0.181	0.394	opustiti se
unwise	0.141	0.610	0.304	nepametan
unwitting	0.260	0.526	0.344	nesvjesno
unwittingly	0.312	0.510	0.264	nesvesno
unworthy	0.194	0.433	0.226	nedostojan
unwrap	0.604	0.491	0.557	unwrap
unwritten	0.367	0.384	0.272	nenapisano
unyielding	0.367	0.806	0.738	nepopustljiv
unzip	0.378	0.520	0.538	raspakujte
upbeat	0.878	0.531	0.802	optimističan
upbringing	0.677	0.490	0.600	vaspitanje
upcoming	0.688	0.460	0.550	predstojeći
update	0.698	0.535	0.802	ažurirati
upgrade	0.786	0.500	0.670	nadograditi
upheaval	0.290	0.830	0.570	preokret
uphill	0.396	0.723	0.572	uzbrdo
uphold	0.698	0.321	0.561	podržavati
upholstery	0.592	0.270	0.386	presvlake
upkeep	0.590	0.442	0.685	održavanje
upland	0.719	0.578	0.607	upland
uplands	0.615	0.471	0.577	uzvisine
uplift	0.656	0.779	0.771	uzdizanje
uplifting	0.771	0.548	0.605	uzdizanje
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	upload
upper	0.740	0.529	0.868	gornji
uppercut	0.410	0.600	0.550	aperkat
uppity	0.465	0.546	0.417	napeto
upright	0.667	0.373	0.600	uspravno
uprising	0.561	0.777	0.704	ustanak
uproar	0.271	0.902	0.462	uzbuna
upscale	0.698	0.526	0.846	upscale
upset	0.071	0.680	0.330	uznemiren
upshot	0.693	0.490	0.716	upshot
upstairs	0.663	0.408	0.645	gore
upstanding	0.851	0.390	0.708	uspravan
upstart	0.449	0.500	0.455	upstart
uptight	0.184	0.716	0.333	napeto
upward	0.792	0.481	0.620	prema gore
upwards	0.724	0.439	0.638	naviše
uranium	0.375	0.580	0.490	uranijum
urban	0.561	0.528	0.644	urban
urchin	0.417	0.510	0.373	jež
urge	0.418	0.680	0.653	nagon
urgency	0.429	0.908	0.543	hitnost
urgent	0.327	0.918	0.623	hitno
urinal	0.214	0.510	0.306	pisoar
urinalysis	0.344	0.532	0.398	analiza urina
urinate	0.360	0.500	0.353	urinirati
urination	0.271	0.441	0.232	mokrenje
urine	0.375	0.361	0.169	urin
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	upotrebljiv
usage	0.646	0.360	0.426	upotreba
use	0.438	0.358	0.409	koristiti
used	0.354	0.306	0.287	korišteno
useful	0.833	0.411	0.726	korisno
usefully	0.650	0.481	0.760	korisno
usefulness	0.806	0.519	0.741	korisnost
useless	0.052	0.342	0.184	beskorisno
user	0.629	0.347	0.442	korisnik
usher	0.521	0.440	0.519	poslužitelj
usual	0.625	0.221	0.400	uobičajeno
usurp	0.125	0.818	0.433	uzurpirati
usurped	0.292	0.780	0.438	uzurpirao
usury	0.344	0.679	0.430	lihvarstvo
utensil	0.573	0.279	0.383	pribor
uterus	0.551	0.420	0.510	materice
utilitarian	0.427	0.363	0.639	utilitaran
utility	0.622	0.400	0.704	korisnost
utilization	0.562	0.469	0.706	korišćenje
utilize	0.694	0.445	0.545	iskoristiti
utmost	0.719	0.740	0.858	krajnji
utopian	0.542	0.327	0.552	utopijski
utter	0.531	0.422	0.549	izgovoriti
utterance	0.542	0.640	0.704	izgovor
utterly	0.633	0.440	0.673	potpuno
vacancy	0.643	0.311	0.418	upražnjeno mjesto
vacant	0.578	0.220	0.464	vacant
vacate	0.357	0.490	0.397	vacate
vacation	0.840	0.490	0.598	odmor
vaccination	0.530	0.578	0.621	vakcinacija
vaccine	0.500	0.520	0.555	vakcina
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	prazan
vacuum	0.327	0.196	0.134	vakuum
vagabond	0.384	0.531	0.144	vagabond
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginalni
vagrancy	0.219	0.567	0.277	skitnica
vagrant	0.265	0.548	0.250	skitnica
vague	0.271	0.335	0.083	nejasno
vagueness	0.150	0.324	0.221	neodređenost
vainly	0.365	0.283	0.169	uzaludno
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	pozdravni govornik
valentine	0.888	0.615	0.510	valentine
valet	0.635	0.406	0.389	sobar
valiant	0.880	0.745	0.904	hrabar
valid	0.693	0.353	0.565	validan
validate	0.760	0.431	0.745	validate
validation	0.655	0.460	0.720	validacija
validity	0.646	0.470	0.706	valjanost
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	dolina
valor	0.833	0.442	0.763	valor
valuable	0.899	0.547	0.798	vrijedan
valuables	0.790	0.625	0.759	dragocjenosti
valuation	0.615	0.480	0.795	vrednovanje
value	0.875	0.582	0.802	vrijednost
valve	0.323	0.363	0.471	ventil
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampir
van	0.561	0.378	0.425	kombi
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	vandalizam
vane	0.561	0.280	0.231	vane
vanguard	0.693	0.640	0.780	avangarda
vanilla	0.706	0.216	0.284	vanila
vanish	0.236	0.480	0.347	nestati
vanished	0.208	0.566	0.255	nestao
vanishing	0.292	0.550	0.322	nestajanje
vanity	0.260	0.540	0.439	taština
vanquish	0.708	0.760	0.804	pobediti
vanquished	0.496	0.529	0.176	pobijeđen
vanquishing	0.600	0.748	0.764	pobediti
vantage	0.740	0.632	0.788	vantage
vapor	0.510	0.358	0.318	para
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	varijabla
variance	0.540	0.405	0.509	varijansa
variation	0.635	0.561	0.406	varijacija
variations	0.458	0.548	0.353	varijacije
varicella	0.184	0.593	0.314	varičela
varicose	0.235	0.462	0.368	varikoza
varied	0.604	0.701	0.472	raznoliko
variegated	0.398	0.549	0.406	variegated
variety	0.714	0.472	0.598	raznolikost
various	0.500	0.296	0.342	razne
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	lak
varsity	0.710	0.594	0.670	univerzitet
vary	0.521	0.373	0.413	varirati
varying	0.552	0.471	0.385	varirajući
vascular	0.516	0.451	0.627	vaskularni
vase	0.638	0.225	0.215	vaza
vasectomy	0.208	0.663	0.431	vazektomija
vassal	0.417	0.525	0.196	vazal
vast	0.520	0.535	0.545	ogromno
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vodvilj
vault	0.490	0.378	0.644	trezor
vaulted	0.417	0.460	0.542	zasvođena
vaulting	0.510	0.323	0.520	vaulting
veal	0.438	0.337	0.410	teletina
vector	0.538	0.308	0.482	vektor
veer	0.469	0.430	0.338	veer
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	povrće
vegetarian	0.562	0.255	0.407	vegetarijanac
vegetarianism	0.510	0.269	0.407	vegetarijanstvo
vegetation	0.740	0.177	0.500	vegetacije
vegetative	0.500	0.270	0.351	vegetativno
veggie	0.602	0.245	0.409	veggie
vehement	0.500	0.500	0.575	vehement
vehicle	0.641	0.565	0.500	vozilo
veil	0.500	0.235	0.415	veo
veiled	0.370	0.317	0.324	velom
vein	0.347	0.373	0.318	vena
veined	0.487	0.459	0.294	veined
vellum	0.500	0.349	0.321	velum
velocity	0.673	0.769	0.783	brzina
velour	0.670	0.292	0.412	velur
velvet	0.663	0.226	0.304	somot
velvety	0.677	0.343	0.493	baršunasto
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	dobavljač
veneer	0.490	0.265	0.289	furnir
venerable	0.708	0.369	0.600	poštovan
veneration	0.745	0.650	0.712	poštovanje
venereal	0.302	0.654	0.424	venerial
venetian	0.633	0.373	0.464	venetian
vengeance	0.103	0.927	0.719	osveta
vengeful	0.150	0.840	0.561	osvetoljubiv
venison	0.510	0.422	0.296	divljač
venom	0.125	0.770	0.491	otrov
venomous	0.159	0.841	0.636	otrovan
venous	0.406	0.571	0.453	venski
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	ventilaciju
ventilator	0.471	0.353	0.344	ventilator
venting	0.375	0.388	0.418	ventilacija
ventricle	0.520	0.387	0.464	ventrikula
ventricular	0.440	0.549	0.475	ventrikularni
ventriloquist	0.552	0.600	0.526	ventriloquist
venture	0.893	0.810	0.644	poduhvat
venue	0.727	0.316	0.395	mjesto održavanja
veracity	0.735	0.724	0.798	istinitost
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	glagol
verbal	0.520	0.291	0.562	verbalno
verbatim	0.562	0.255	0.574	doslovno
verbiage	0.429	0.560	0.535	verbiage
verbose	0.439	0.480	0.635	verbose
verbosity	0.300	0.491	0.451	opširnost
verdant	0.600	0.260	0.389	zeleno
verdict	0.325	0.689	0.800	presuda
verge	0.500	0.337	0.305	rub
verification	0.750	0.276	0.642	verifikacija
verified	0.781	0.367	0.677	verified
verify	0.761	0.481	0.704	verify
verily	0.713	0.351	0.585	zaista
veritable	0.794	0.330	0.759	istinito
vermin	0.167	0.712	0.385	gamad
vermouth	0.503	0.480	0.425	vermut
vernacular	0.479	0.453	0.615	narodni jezik
vernal	0.553	0.402	0.451	proljetni
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	svestran
versatility	0.878	0.585	0.750	svestranost
verse	0.667	0.269	0.336	stih
version	0.604	0.423	0.538	verzija
versus	0.310	0.500	0.447	protiv
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	pršljen
vertebral	0.308	0.434	0.525	vertebralni
vertex	0.316	0.510	0.491	vertex
vertical	0.520	0.387	0.492	vertikalno
vertically	0.534	0.385	0.545	vertikalno
vertigo	0.292	0.655	0.445	vrtoglavica
verve	0.724	0.840	0.693	verve
very negative	0.062	0.521	0.148	veoma negativno
very positive	1.000	0.551	0.825	veoma pozitivno
veryangry	0.323	0.714	0.527	veoma ljut
vesicle	0.359	0.509	0.379	vezikula
vesicular	0.214	0.440	0.483	vezikularno
vessel	0.490	0.398	0.538	plovilo
vest	0.667	0.380	0.371	prsluk
vested	0.663	0.415	0.648	Vested
vestibule	0.541	0.385	0.422	predvorje
vestige	0.562	0.470	0.454	ostatak
vet	0.531	0.400	0.644	vet
veteran	0.560	0.431	0.759	veteran
veterinarian	0.582	0.418	0.542	veterinar
veterinary	0.656	0.450	0.603	veterinarski
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	ozlojeđen
viability	0.776	0.500	0.684	održivost
viable	0.656	0.320	0.667	održivo
viaduct	0.420	0.440	0.662	vijadukt
vial	0.594	0.346	0.445	bočica
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibracije
vibrant	0.771	0.824	0.782	živopisna
vibrate	0.500	0.698	0.604	vibrirati
vibration	0.583	0.657	0.528	vibracija
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	vibrirajuće
vicar	0.531	0.370	0.555	vikar
vicarious	0.479	0.452	0.517	zamjenik
vice	0.296	0.778	0.480	vice
viceroy	0.541	0.481	0.712	potkralj
vicinity	0.700	0.353	0.466	blizina
vicious	0.208	0.694	0.407	zlobni
victim	0.115	0.676	0.202	žrtva
victimized	0.115	0.644	0.273	viktimiziran
victor	0.802	0.587	0.796	pobjednik
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	pobjednički
victory	0.938	0.735	0.931	pobjeda
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	video igrica
videotape	0.665	0.343	0.384	video traka
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	pogled
viewer	0.592	0.358	0.558	gledalac
viewing	0.690	0.394	0.598	gledanje
viewpoint	0.673	0.306	0.644	stanovište
vigil	0.521	0.480	0.491	bdjenje
vigilance	0.490	0.615	0.724	budnost
vigilant	0.469	0.643	0.791	oprezan
vigilante	0.418	0.627	0.720	osvetnik
vignette	0.717	0.283	0.382	vinjeta
vigor	0.860	0.755	0.811	vigor
vigorous	0.857	0.770	0.897	energičan
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	podlo
villa	0.698	0.290	0.345	vila
village	0.684	0.367	0.336	selo
villager	0.710	0.387	0.509	seljanin
villain	0.177	0.892	0.590	zlikovac
villainous	0.122	0.840	0.470	negativan
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	opravdati
vindicated	0.615	0.480	0.609	opravdano
vindication	0.531	0.632	0.764	opravdanje
vindictive	0.092	0.830	0.500	osvetoljubiv
vine	0.531	0.292	0.405	vinove loze
vinegar	0.276	0.370	0.356	sirće
vineyard	0.806	0.382	0.595	vinograd
vintage	0.680	0.390	0.481	vintage
vinyl	0.490	0.241	0.440	vinil
viola	0.521	0.461	0.481	viola
violate	0.061	0.970	0.519	prekršiti
violation	0.083	0.892	0.413	kršenje
violence	0.061	0.933	0.719	nasilje
violent	0.112	0.918	0.616	nasilan
violently	0.120	0.970	0.527	nasilno
violet	0.688	0.272	0.401	ljubičasta
violin	0.823	0.396	0.389	violina
violinist	0.804	0.302	0.538	violinista
viper	0.173	0.846	0.632	viper
viral	0.240	0.612	0.518	virusna
virgin	0.622	0.433	0.462	djevica
virginal	0.673	0.577	0.464	virginal
virginity	0.691	0.676	0.576	nevinost
virility	0.684	0.670	0.718	muževnost
virology	0.418	0.569	0.562	virologija
virtual	0.598	0.532	0.463	virtuelno
virtually	0.594	0.521	0.625	virtualno
virtue	0.896	0.443	0.827	vrlina
virtuoso	0.929	0.591	0.863	virtuoz
virtuous	0.890	0.530	0.822	čestit
virulence	0.094	0.533	0.438	virulencija
virus	0.277	0.740	0.443	virus
visa	0.735	0.367	0.660	viza
visage	0.700	0.361	0.482	visage
viscosity	0.417	0.521	0.454	viskozitet
viscous	0.398	0.396	0.409	viskozna
vise	0.533	0.391	0.451	vise
visibility	0.750	0.444	0.676	vidljivost
visible	0.750	0.342	0.509	vidljivo
visibly	0.724	0.373	0.591	vidljivo
vision	0.708	0.447	0.742	viziju
visionary	0.823	0.565	0.791	vizionar
visit	0.771	0.443	0.445	posjetiti
visitation	0.729	0.346	0.534	poseta
visiting	0.729	0.440	0.519	u posjeti
visitor	0.646	0.480	0.461	posjetitelj
visor	0.396	0.490	0.265	vizir
vista	0.698	0.390	0.450	vista
visual	0.813	0.462	0.462	vizuelno
visualize	0.635	0.431	0.537	vizualizirati
vital	0.750	0.716	0.847	vitalni
vitality	0.923	0.565	0.869	vitalnost
vitals	0.704	0.604	0.798	vitals
vitamin	0.827	0.330	0.560	vitamin
vitreous	0.312	0.413	0.396	staklasto tijelo
viva	0.840	0.567	0.644	viva
vivacious	0.780	0.820	0.758	živahan
vivid	0.698	0.627	0.667	živopisno
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	vokabular
vocal	0.583	0.352	0.340	vokal
vocalist	0.688	0.596	0.596	vokalist
vocation	0.833	0.426	0.686	zvanje
vodka	0.510	0.632	0.491	votka
vogue	0.740	0.491	0.538	vogue
voice	0.594	0.343	0.528	glas
voiceless	0.271	0.235	0.131	bez glasa
voicemail	0.458	0.453	0.406	govorna pošta
void	0.135	0.163	0.130	void
volatile	0.323	0.786	0.565	volatile
volatility	0.281	0.755	0.553	volatilnost
volcanic	0.344	0.910	0.781	vulkanski
volcano	0.240	0.844	0.787	vulkan
volition	0.480	0.587	0.578	volja
volley	0.529	0.460	0.336	volej
volleyball	0.640	0.700	0.458	odbojka
voltage	0.382	0.855	0.621	voltaža
voltmeter	0.599	0.596	0.545	voltmetar
volume	0.552	0.490	0.546	volumen
volumes	0.552	0.452	0.520	tomovi
voluminous	0.561	0.450	0.658	obiman
voluntarily	0.847	0.460	0.527	dobrovoljno
voluntary	0.771	0.460	0.643	dobrovoljno
volunteer	0.888	0.422	0.596	volonter
volunteering	0.844	0.614	0.603	volontiranje
volunteers	0.820	0.448	0.630	volonteri
voluptuous	0.673	0.719	0.792	voluptuous
vomit	0.073	0.569	0.188	povraćati
vomiting	0.156	0.780	0.157	povraćanje
voodoo	0.188	0.600	0.453	vudu
voracious	0.385	0.892	0.694	proždrljiv
vortex	0.408	0.691	0.602	vortex
vote	0.582	0.500	0.649	vote
voter	0.612	0.538	0.754	glasač
voting	0.615	0.602	0.768	glasanje
votive	0.479	0.460	0.453	votive
vouch	0.625	0.417	0.746	jamčiti
voucher	0.622	0.416	0.601	vaučer
vow	0.560	0.510	0.664	zavjet
vowel	0.490	0.283	0.311	samoglasnik
voyage	0.816	0.714	0.580	putovanje
voyager	0.684	0.596	0.627	voyager
voyeur	0.479	0.615	0.466	voajer
vulgar	0.083	0.820	0.445	vulgarno
vulgarity	0.104	0.870	0.346	vulgarnost
vulnerability	0.250	0.510	0.267	ranjivost
vulnerable	0.198	0.490	0.245	ranjiv
vulture	0.316	0.604	0.472	sup
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	otkačeno
wad	0.333	0.318	0.259	wad
waddle	0.490	0.453	0.388	waddle
wade	0.510	0.656	0.472	wade
wafer	0.677	0.360	0.313	wafer
waffle	0.708	0.394	0.327	waffle
wag	0.448	0.490	0.481	wag
wage	0.635	0.480	0.565	nadnica
wager	0.479	0.816	0.615	opklada
wages	0.776	0.440	0.620	plate
wagon	0.490	0.461	0.474	vagon
wail	0.418	0.724	0.393	wail
waist	0.542	0.448	0.351	struk
waistcoat	0.542	0.320	0.389	prsluk
waistline	0.560	0.417	0.320	struk
wait	0.224	0.167	0.264	čekaj
waiter	0.459	0.300	0.295	konobar
waiting	0.239	0.339	0.333	čekanje
waitinggame	0.604	0.549	0.406	waitinggame
waitress	0.646	0.531	0.352	konobarica
waive	0.276	0.559	0.311	odustati
waiver	0.396	0.630	0.373	odricanje
wake	0.700	0.470	0.512	probudi se
walk	0.643	0.412	0.450	hoda
walker	0.551	0.491	0.525	walker
walking	0.708	0.480	0.781	hodanje
walkout	0.292	0.853	0.427	izaći
wall	0.417	0.250	0.509	zid
wallaby	0.541	0.368	0.391	wallaby
wallet	0.680	0.432	0.500	novčanik
wallflower	0.667	0.298	0.342	wallflower
wallop	0.320	0.790	0.689	wallop
wallow	0.286	0.878	0.491	valjati se
wallpaper	0.673	0.173	0.308	tapeta
walnut	0.688	0.302	0.255	orah
walrus	0.521	0.327	0.361	morž
waltz	0.769	0.410	0.315	valcer
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	štapić
wander	0.427	0.417	0.330	lutati
wanderer	0.458	0.519	0.396	lutalica
wandering	0.323	0.471	0.357	lutanje
wane	0.188	0.402	0.098	wane
waning	0.375	0.333	0.300	opadanje
wanker	0.290	0.569	0.446	wanker
wannabe	0.602	0.547	0.337	wannabe
wannasleep	0.604	0.330	0.345	wannasleep
want	0.671	0.642	0.598	željeti
wanting	0.760	0.433	0.593	želeći
wanton	0.427	0.739	0.500	raskalašen
war	0.022	0.892	0.727	rat
warbler	0.480	0.349	0.311	pevač
warcrimes	0.031	0.852	0.585	ratni zločini
ward	0.469	0.255	0.254	odjeljenje
warden	0.615	0.627	0.898	upravnik
wardrobe	0.612	0.510	0.336	garderoba
ware	0.604	0.443	0.455	ware
warehouse	0.721	0.365	0.446	skladište
warfare	0.062	0.885	0.845	ratovanje
warhead	0.219	0.756	0.536	bojeva glava
warlike	0.367	0.847	0.779	ratoborna
warlock	0.312	0.558	0.657	warlock
warlord	0.167	0.796	0.781	Warlord
warm	0.760	0.312	0.585	toplo
warming	0.594	0.637	0.580	zagrijavanje
warms	0.594	0.580	0.632	grije
warmth	0.878	0.307	0.602	toplina
warn	0.429	0.647	0.564	upozoriti
warned	0.302	0.604	0.547	upozorio
warning	0.229	0.774	0.629	upozorenje
warp	0.344	0.417	0.373	warp
warpath	0.280	0.676	0.551	ratna staza
warped	0.219	0.663	0.304	iskrivljeno
warrant	0.653	0.398	0.802	nalog
warranted	0.714	0.367	0.690	garantovano
warrants	0.562	0.431	0.881	naloge
warranty	0.667	0.470	0.568	garancija
warren	0.417	0.570	0.464	warren
warrior	0.458	0.863	0.915	ratnik
warship	0.292	0.890	0.889	ratni brod
wart	0.082	0.314	0.205	bradavica
wartime	0.100	0.912	0.726	ratno vrijeme
wary	0.510	0.343	0.535	oprezno
wash	0.635	0.377	0.297	oprati
washed	0.542	0.314	0.392	oprana
washer	0.594	0.390	0.365	perilica
washing	0.643	0.396	0.402	pranje
washout	0.383	0.304	0.389	ispiranje
washroom	0.500	0.364	0.446	toalet
wasp	0.390	0.620	0.406	osa
waste	0.041	0.510	0.184	otpad
wastebasket	0.271	0.230	0.286	korpa za smeće
wasted	0.188	0.558	0.259	potrošeno
wasteful	0.173	0.730	0.409	rasipnički
wasteland	0.365	0.308	0.391	pustoš
wasting	0.051	0.417	0.207	rasipanje
watch	0.531	0.346	0.423	gledati
watchdog	0.531	0.811	0.648	watchdog
watcher	0.562	0.401	0.702	watcher
watchful	0.386	0.490	0.675	oprezan
watchman	0.510	0.509	0.833	čuvar
watchout	0.396	0.530	0.455	pazi
watchtower	0.500	0.415	0.647	stražarnica
water	0.812	0.123	0.429	vode
water polo	0.688	0.670	0.534	vaterpolo
waterbed	0.724	0.381	0.296	vodeni krevet
watercourse	0.677	0.357	0.466	vodotok
watered	0.615	0.290	0.377	zalivena
waterfall	0.652	0.460	0.528	vodopad
waterfront	0.716	0.274	0.556	riva
watering can	0.602	0.298	0.336	kanta za zalivanje
watermelon	0.714	0.230	0.239	lubenica
waterproof	0.779	0.423	0.545	vodootporan
waterworks	0.510	0.490	0.561	vodovod
watery	0.367	0.461	0.292	vodenast
wave	0.622	0.491	0.490	talas
wavelength	0.604	0.442	0.516	talasna dužina
waver	0.426	0.630	0.255	pokolebati se
wavering	0.375	0.430	0.384	kolebajući se
