English Word	Valence	Arousal	Dominance	Portuguese Word
thunderstruck	0.194	0.716	0.509	atordoado
thwart	0.281	0.684	0.409	frustrar
thx	0.562	0.425	0.461	THX
thyme	0.561	0.255	0.325	Tomilho
thyroid	0.234	0.455	0.373	tireoide
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tíbia
tic	0.271	0.438	0.250	tique
tick	0.521	0.386	0.412	Carraça
ticked	0.469	0.386	0.455	marcado
ticker	0.479	0.471	0.509	relógio
ticket	0.684	0.387	0.434	bilhete
tickle	0.760	0.727	0.342	cócegas
tickled	0.755	0.707	0.364	fez cócegas
ticklish	0.823	0.814	0.345	cócegas
tidal	0.592	0.539	0.519	maré
tidal wave	0.240	0.894	0.736	maremoto
tidbit	0.552	0.382	0.385	petisco
tide	0.541	0.556	0.420	maré
tidings	0.610	0.510	0.694	notícias
tidy	0.760	0.208	0.647	limpo
tie	0.663	0.464	0.431	gravata
tier	0.520	0.245	0.560	camada
tiff	0.531	0.415	0.343	briga
tiger	0.479	0.765	0.664	tigre
tighten	0.388	0.487	0.627	apertar
tightness	0.344	0.606	0.759	aperto
tightrope	0.354	0.653	0.279	corda bamba
tights	0.583	0.343	0.269	meia-calça
tilde	0.520	0.314	0.321	til
tile	0.429	0.245	0.348	telha
tiling	0.600	0.330	0.315	revestimento
till	0.490	0.327	0.319	até
tillage	0.552	0.591	0.540	lavoura
tiller	0.448	0.410	0.290	leme
tilt	0.365	0.549	0.463	inclinar
tilting	0.459	0.384	0.340	inclinando
timber	0.332	0.202	0.386	madeira
timberland	0.550	0.415	0.571	floresta
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	Tempo
timeless	0.408	0.468	0.583	Eterno
timeliness	0.760	0.404	0.582	pontualidade
timely	0.865	0.387	0.591	oportuno
timeout	0.344	0.433	0.322	tempo esgotado
timepiece	0.650	0.279	0.461	relógio
timer	0.469	0.433	0.500	cronômetro
times	0.490	0.279	0.439	vezes
timetable	0.561	0.189	0.491	calendário
timewasters	0.391	0.535	0.291	desperdiçadores de tempo
timid	0.327	0.276	0.132	tímido
timidity	0.333	0.358	0.153	timidez
timing	0.521	0.311	0.577	cronometragem
tin	0.469	0.370	0.217	lata
tincture	0.440	0.360	0.402	tintura
tine	0.438	0.373	0.284	dente
tinfoil	0.448	0.284	0.311	Papel laminado
tinge	0.469	0.292	0.264	tingir
tingle	0.460	0.560	0.264	formigar
tingling	0.427	0.615	0.340	formigamento
tinker	0.396	0.528	0.275	funileiro
tinkering	0.531	0.490	0.448	ajustes
tinkle	0.562	0.529	0.356	tinido
tinkling	0.612	0.530	0.324	tilintar
tinnitus	0.384	0.536	0.411	zumbido
tinsel	0.663	0.521	0.473	ouropel
tint	0.582	0.292	0.273	matiz
tiny	0.479	0.196	0.125	minúsculo
tip	0.708	0.221	0.518	gorjeta
tipper	0.427	0.571	0.431	basculante
tipster	0.490	0.462	0.490	informante
tipsy	0.510	0.625	0.570	embriagado
tiptoe	0.510	0.490	0.407	ponta dos pés
tirade	0.378	0.587	0.532	discurso
tire	0.438	0.385	0.381	pneu
tired	0.125	0.317	0.191	cansado
tiredness	0.387	0.408	0.242	cansaço
tiredofit	0.300	0.270	0.204	cansado disso
tireless	0.657	0.750	0.645	incansável
tiresome	0.240	0.542	0.153	cansativo
tiring	0.153	0.510	0.176	cansativo
tissue	0.558	0.236	0.345	tecido
tistheseason	0.646	0.548	0.435	esta é a estação
tit	0.402	0.539	0.388	teta
titan	0.598	0.653	0.811	titã
titanic	0.427	0.786	0.795	titânico
titanium	0.520	0.470	0.704	titânio
tithe	0.507	0.276	0.385	dízimo
title	0.708	0.356	0.574	título
titled	0.677	0.240	0.658	intitulado
titty	0.561	0.548	0.294	maminha
titular	0.704	0.385	0.760	titular
toad	0.302	0.452	0.196	sapo
toast	0.740	0.382	0.356	brinde
toaster	0.542	0.337	0.387	torradeira
toasty	0.698	0.461	0.396	quentinho
tobacco	0.327	0.546	0.387	tabaco
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	hoje
toddler	0.812	0.469	0.368	criança pequena
toe	0.406	0.221	0.293	dedo do pé
toenail	0.530	0.380	0.306	unha do pé
toffee	0.658	0.510	0.396	caramelo
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	juntos
togetherness	0.906	0.360	0.635	união
toil	0.558	0.510	0.583	labuta
toilet	0.490	0.290	0.233	banheiro
toils	0.480	0.710	0.482	labuta
token	0.510	0.418	0.414	símbolo
tolerable	0.750	0.350	0.374	tolerável
tolerance	0.875	0.206	0.649	tolerância
tolerant	0.765	0.192	0.618	tolerante
tolerate	0.724	0.430	0.588	tolerar
toleration	0.776	0.442	0.727	tolerância
toll	0.296	0.422	0.453	pedágio
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomate
tomatoes	0.615	0.240	0.272	tomates
tomb	0.112	0.500	0.343	túmulo
tombstone	0.204	0.441	0.311	lápide
tomcat	0.520	0.412	0.386	gato
tome	0.429	0.316	0.492	para mim
tomorrow	0.792	0.377	0.407	amanhã
ton	0.560	0.418	0.604	tonelada
tone	0.551	0.355	0.411	tom
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	língua
tongs	0.500	0.459	0.321	pinças
tongue	0.542	0.432	0.482	língua
tonic	0.541	0.360	0.500	tônico
tonnage	0.323	0.382	0.590	tonelagem
tonsils	0.347	0.373	0.283	amígdalas
toocold	0.420	0.550	0.379	Muito frio
tool	0.490	0.350	0.594	ferramenta
toolbox	0.531	0.316	0.472	Caixa de ferramentas
tooling	0.510	0.406	0.634	ferramental
toomuchtodo	0.420	0.688	0.355	muito para fazer
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	dente
toothache	0.188	0.853	0.412	dor de dente
toothbrush	0.517	0.330	0.321	escova de dente
toothed	0.449	0.394	0.352	denteado
toothless	0.312	0.541	0.272	desdentado
toothpaste	0.510	0.290	0.371	pasta de dentes
toothpick	0.561	0.216	0.185	palito de dente
toots	0.552	0.480	0.451	dentes
top	0.760	0.400	0.554	topo
topaz	0.643	0.325	0.384	topázio
topic	0.520	0.276	0.427	tema
topical	0.561	0.340	0.500	tópico
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topográfico
topographical	0.438	0.350	0.538	topográfico
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	derrubar
topside	0.708	0.466	0.598	topside
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	tocha
torment	0.057	0.750	0.387	tormento
tormented	0.071	0.855	0.323	atormentado
torn	0.153	0.510	0.283	rasgado
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrente
torrid	0.281	0.625	0.517	tórrido
torsion	0.312	0.651	0.402	torção
torso	0.408	0.394	0.473	tronco
tort	0.229	0.635	0.455	delito
tortious	0.312	0.724	0.491	tortuoso
tortoise	0.673	0.078	0.250	tartaruga
tortuous	0.194	0.755	0.382	tortuoso
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	torturado
toss	0.418	0.725	0.575	sorteio
tot	0.602	0.431	0.311	pequeno
total	0.771	0.286	0.714	total
totality	0.688	0.443	0.717	totalidade
totally	0.820	0.422	0.702	totalmente
tote	0.510	0.398	0.625	carregar
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	toque
touchdown	0.667	0.770	0.586	aterragem
touched	0.592	0.380	0.404	tocou
touching	0.760	0.439	0.491	tocando
touchy	0.323	0.510	0.343	melindroso
tough	0.344	0.588	0.742	difícil
toughen	0.458	0.683	0.711	endurecer
toughness	0.552	0.618	0.837	dureza
toupee	0.323	0.270	0.324	peruca
tour	0.663	0.545	0.543	Tour
tourism	0.823	0.531	0.545	turismo
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	turmalina
tournament	0.694	0.740	0.611	torneio
tourniquet	0.335	0.521	0.398	torniquete
tout	0.480	0.538	0.375	alarde
tow	0.531	0.500	0.508	rebocar
towel	0.630	0.208	0.286	toalha
tower	0.606	0.380	0.644	torre
towering	0.500	0.690	0.806	imponente
town	0.551	0.299	0.627	Cidade
townhouse	0.622	0.400	0.443	casa geminada
township	0.531	0.292	0.667	município
townspeople	0.677	0.466	0.569	habitantes da cidade
toxic	0.008	0.885	0.492	tóxico
toxicity	0.104	0.865	0.491	toxicidade
toxicology	0.302	0.736	0.574	toxicologia
toxin	0.115	0.654	0.456	toxina
toy	0.878	0.420	0.275	brinquedo
toymaker	0.755	0.510	0.536	fabricante de brinquedo
trace	0.573	0.346	0.483	vestígio
traceable	0.602	0.370	0.535	rastreável
tracer	0.573	0.327	0.645	marcador
traces	0.482	0.448	0.389	vestígios
trachea	0.448	0.509	0.387	traquéia
tracing	0.418	0.591	0.565	rastreamento
track	0.448	0.433	0.526	acompanhar
tracker	0.398	0.744	0.731	rastreador
tract	0.406	0.422	0.339	trato
tractable	0.635	0.500	0.469	tratável
traction	0.429	0.585	0.648	tração
tractor	0.449	0.580	0.619	trator
trade	0.561	0.544	0.690	troca
trademark	0.667	0.344	0.750	marca comercial
trader	0.562	0.632	0.854	comerciante
tradesman	0.531	0.431	0.664	comerciante
trading	0.635	0.602	0.705	negociação
tradition	0.830	0.430	0.750	tradição
traditional	0.677	0.221	0.604	tradicional
traffic	0.323	0.559	0.518	tráfego
traffic light	0.490	0.469	0.479	semáforo
trafficking	0.250	0.710	0.399	tráfico
tragedies	0.100	0.910	0.442	tragédias
tragedy	0.052	0.843	0.340	tragédia
tragic	0.048	0.904	0.396	trágico
trail	0.600	0.322	0.455	trilha
trailer	0.541	0.490	0.473	reboque
train	0.666	0.705	0.620	Comboio
train set	0.604	0.598	0.464	conjunto de trem
trained	0.771	0.538	0.645	treinado
trainee	0.627	0.408	0.352	estagiário
trainer	0.698	0.719	0.824	treinador
training	0.714	0.776	0.788	Treinamento
trait	0.469	0.365	0.453	característica
traitor	0.112	0.796	0.491	traidor
traitorous	0.073	0.745	0.412	traidor
trajectory	0.653	0.558	0.779	trajetória
tram	0.667	0.628	0.492	eléctrico
tramp	0.108	0.510	0.182	vagabundo
trample	0.235	0.764	0.562	pisar
trampoline	0.604	0.690	0.391	trampolim
tramway	0.615	0.538	0.543	bonde
trance	0.469	0.481	0.382	transe
tranquil	0.917	0.094	0.355	tranquilo
tranquility	0.840	0.135	0.442	tranqüilidade
tranquilizer	0.510	0.236	0.596	tranquilizante
transact	0.521	0.625	0.680	transacionar
transaction	0.650	0.577	0.579	transação
transatlantic	0.724	0.596	0.706	transatlântico
transceiver	0.510	0.490	0.537	transceptor
transcend	0.604	0.771	0.726	transcender
transcendence	0.656	0.608	0.754	transcendência
transcendent	0.667	0.600	0.824	transcendente
transcendental	0.635	0.652	0.842	transcendental
transcribe	0.500	0.394	0.573	transcrever
transcriber	0.490	0.420	0.615	transcritor
transcript	0.639	0.398	0.528	transcrição
transcription	0.592	0.455	0.615	transcrição
transfer	0.702	0.490	0.519	transferir
transference	0.592	0.294	0.551	transferência
transferred	0.480	0.450	0.409	transferido
transfixed	0.427	0.660	0.528	paralisado
transform	0.735	0.667	0.696	transformar
transformation	0.796	0.618	0.770	transformação
transformer	0.582	0.582	0.723	transformador
transfusion	0.417	0.730	0.557	transfusão
transgression	0.158	0.890	0.611	transgressão
transient	0.510	0.405	0.430	transitório
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	transito
transition	0.605	0.561	0.558	transição
transitional	0.573	0.472	0.491	transitório
transitive	0.479	0.377	0.414	transitivo
transitory	0.438	0.450	0.407	transitório
translate	0.604	0.423	0.462	traduzir
translation	0.633	0.435	0.598	tradução
translator	0.760	0.412	0.473	tradutor
translocation	0.367	0.612	0.564	translocação
translucent	0.600	0.500	0.389	translúcido
transmission	0.688	0.490	0.611	transmissão
transmit	0.836	0.581	0.673	transmite
transmitter	0.520	0.511	0.719	transmissor
transmutation	0.438	0.740	0.737	transmutação
transom	0.375	0.385	0.417	travessa
transparency	0.847	0.260	0.587	transparência
transparent	0.542	0.330	0.667	transparente
transplant	0.445	0.806	0.620	transplante
transplantation	0.531	0.694	0.610	transplantação
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	transporte
transportation	0.667	0.560	0.472	transporte
transporter	0.615	0.625	0.750	transportador
transpose	0.440	0.585	0.467	transpor
transposition	0.312	0.451	0.555	transposição
transsexual	0.264	0.815	0.423	transexual
transverse	0.429	0.429	0.525	transversal
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	armadilha
trapdoor	0.094	0.670	0.462	alçapão
trapeze	0.542	0.625	0.566	trapézio
trapped	0.135	0.615	0.380	encurralado
trapper	0.296	0.654	0.491	caçador
trapping	0.333	0.621	0.491	armadilha
trappings	0.458	0.462	0.370	armadilhas
traps	0.235	0.673	0.481	armadilhas
trash	0.163	0.541	0.154	lixo
trashy	0.071	0.380	0.161	inútil
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumático
travail	0.500	0.677	0.620	trabalho de parto
travel	0.931	0.689	0.535	viagem
traveler	0.837	0.571	0.700	viajante
traveling	0.900	0.750	0.582	viajando
traverse	0.571	0.590	0.629	atravessar
travesty	0.354	0.644	0.407	travesti
trawl	0.255	0.590	0.464	arrasto
trawler	0.316	0.430	0.405	traineira
tray	0.549	0.250	0.345	bandeja
treacherous	0.112	0.815	0.402	traiçoeiro
treachery	0.104	0.852	0.448	traição
tread	0.510	0.520	0.426	piso
treadmill	0.459	0.636	0.436	esteira
treason	0.094	0.806	0.552	traição
treasure	0.927	0.592	0.821	tesouro
treasured	0.849	0.471	0.730	estimado
treasurer	0.694	0.456	0.755	tesoureiro
treasures	0.867	0.771	0.842	tesouros
treasury	0.812	0.541	0.736	tesouraria
treat	0.573	0.571	0.436	tratar
treatable	0.780	0.302	0.560	tratável
treatise	0.604	0.407	0.613	tratado
treatment	0.663	0.386	0.620	tratamento
treaty	0.646	0.382	0.667	tratado
treble	0.358	0.471	0.466	agudo
tree	0.670	0.118	0.442	árvore
trees	0.653	0.137	0.537	árvores
trek	0.469	0.530	0.535	caminhada
trellis	0.299	0.500	0.389	treliça
tremble	0.177	0.878	0.388	tremer
trembling	0.177	0.824	0.324	tremendo
tremendous	0.600	0.888	0.773	tremendo
tremendously	0.719	0.722	0.661	Tremendo
tremor	0.104	0.833	0.455	tremor
trench	0.429	0.760	0.429	trincheira
trend	0.625	0.458	0.706	tendência
trending	0.750	0.472	0.600	tendendo
trendy	0.713	0.520	0.536	na moda
trepidation	0.582	0.594	0.464	trepidação
trespass	0.229	0.670	0.613	transgressão
triad	0.469	0.413	0.528	tríade
triage	0.398	0.433	0.479	triagem
trial	0.438	0.663	0.612	tentativas
triangle	0.562	0.269	0.352	triângulo
triangular	0.430	0.320	0.397	triangular
triangulate	0.408	0.380	0.517	triangular
triathlon	0.521	0.853	0.663	triatlo
tribal	0.417	0.404	0.482	tribal
tribe	0.664	0.486	0.516	tribo
tribulation	0.448	0.612	0.484	tribulação
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	afluente
tribute	0.684	0.573	0.700	tributo
trick	0.542	0.700	0.409	truque
trickery	0.146	0.798	0.336	malandragem
trickle	0.500	0.196	0.231	gotejar
trickster	0.375	0.680	0.446	trapaceiro
tricky	0.219	0.651	0.500	complicado
tricycle	0.633	0.402	0.368	triciclo
trident	0.403	0.606	0.609	tridente
trifle	0.271	0.296	0.221	bagatela
trifling	0.375	0.418	0.183	insignificante
trig	0.438	0.417	0.415	trigonometria
trigger	0.271	0.804	0.660	acionar
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	trilhão
trilogy	0.615	0.520	0.664	trilogia
trim	0.500	0.466	0.430	aparar
trimester	0.783	0.336	0.538	trimestre
trimmer	0.260	0.548	0.529	aparador
trimming	0.500	0.478	0.325	aparar
trine	0.396	0.365	0.317	trígono
trinity	0.635	0.346	0.660	trindade
trinket	0.521	0.352	0.368	bugiganga
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	viagem
tripartite	0.500	0.480	0.539	tripartido
tripe	0.312	0.361	0.438	tripas
triple	0.585	0.385	0.481	triplo
triplet	0.622	0.510	0.618	trio
triplicate	0.684	0.545	0.717	triplicado
tripod	0.406	0.388	0.483	tripé
tripping	0.276	0.594	0.293	tropeçar
trite	0.458	0.418	0.290	banal
tritium	0.412	0.471	0.422	trítio
triumph	0.969	0.798	0.926	triunfo
triumphant	0.949	0.837	0.972	triunfante
trivia	0.690	0.490	0.473	curiosidades
trivial	0.406	0.387	0.337	trivial
troll	0.378	0.627	0.327	provocador
trolley	0.562	0.558	0.464	carrinho
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	tropa
trooper	0.458	0.694	0.713	Soldado
troops	0.385	0.718	0.804	tropas
trophy	0.947	0.643	0.676	troféu
tropic	0.740	0.529	0.536	trópico
tropical	0.740	0.461	0.509	tropical
tropics	0.740	0.383	0.412	trópicos
trot	0.531	0.664	0.396	trote
trouble	0.135	0.811	0.452	problema
troubled	0.167	0.627	0.385	perturbado
troublemaker	0.260	0.900	0.596	encrenqueiro
troubles	0.051	0.854	0.269	problemas
troublesome	0.283	0.894	0.404	problemático
trough	0.500	0.308	0.340	cocho
troupe	0.625	0.406	0.557	trupe
trousers	0.625	0.314	0.442	calças
trout	0.516	0.387	0.298	truta
trowel	0.470	0.418	0.250	espátula
truce	0.688	0.441	0.453	trégua
truck	0.531	0.368	0.546	caminhão
trucker	0.494	0.609	0.500	caminhoneiro
truckload	0.480	0.450	0.534	caminhão carregado
truculent	0.210	0.731	0.498	truculento
true	0.896	0.436	0.777	verdadeiro
truelove	0.860	0.600	0.587	o amor verdadeiro
truffle	0.677	0.323	0.418	Brigadeiro
truism	0.521	0.422	0.480	obviedade
trump	0.640	0.716	0.898	trunfo
trumpet	0.573	0.570	0.393	trompete
trumpeter	0.673	0.600	0.676	trompetista
truncate	0.323	0.600	0.412	truncar
truncated	0.316	0.602	0.439	truncado
trundle	0.507	0.270	0.414	rodízio
trunk	0.271	0.167	0.404	porta-malas
truss	0.521	0.482	0.569	treliça
trust	0.888	0.547	0.741	Confiar em
trustee	0.531	0.442	0.658	administrador
trusting	0.857	0.508	0.750	confiando
trustworthy	0.969	0.315	0.824	fidedigno
trusty	0.863	0.398	0.696	fiel
truth	0.971	0.400	0.685	verdade
truthful	0.708	0.467	0.807	verdadeiro
truthfulness	0.920	0.549	0.808	veracidade
try	0.604	0.551	0.556	tentar
tryout	0.459	0.539	0.472	Tente
tryouts	0.490	0.602	0.594	testes
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	banheira
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	rechonchudo
tube	0.418	0.279	0.409	tubo
tuberculosis	0.214	0.519	0.424	tuberculose
tubing	0.438	0.363	0.358	tubulação
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	túbulo
tuck	0.367	0.473	0.361	dobrar
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	terça
tufted	0.500	0.510	0.406	adornado
tug	0.320	0.604	0.558	rebocar
tugboat	0.271	0.510	0.652	rebocador
tuition	0.531	0.372	0.436	taxa escolar
tulip	0.730	0.189	0.356	tulipa
tumble	0.276	0.556	0.272	cair
tumbler	0.520	0.260	0.352	copo
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	barriga
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	tumulto
tumultuous	0.208	0.622	0.590	tumultuoso
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	atum
tunable	0.510	0.364	0.582	ajustável
tune	0.708	0.479	0.426	afinação
tunic	0.531	0.248	0.391	túnica
tuning	0.719	0.390	0.635	afinação
tunnel	0.312	0.490	0.412	túnel
turban	0.469	0.386	0.426	turbante
turbidity	0.184	0.607	0.393	turbidez
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulência
turbulent	0.302	0.792	0.612	turbulento
turd	0.240	0.519	0.383	cocô
turf	0.531	0.192	0.295	território
turkey	0.634	0.245	0.247	peru
turmeric	0.542	0.316	0.312	cúrcuma
turmoil	0.198	0.888	0.417	tumulto
turn	0.531	0.398	0.482	virar
turnaround	0.560	0.654	0.407	inversão de marcha
turned	0.630	0.538	0.583	virou
turning	0.510	0.684	0.420	girando
turnip	0.561	0.183	0.254	nabo
turnkey	0.531	0.382	0.427	chave na mão
turnoff	0.312	0.560	0.327	desligar
turnout	0.641	0.692	0.898	vire para fora
turnover	0.490	0.392	0.512	volume de negócios
turnpike	0.459	0.434	0.462	rodovia
turntable	0.531	0.455	0.406	toca discos
turpentine	0.320	0.539	0.571	terebintina
turquoise	0.786	0.226	0.357	turquesa
turret	0.494	0.500	0.588	torre
turtle	0.291	0.102	0.271	tartaruga
turtleneck	0.583	0.398	0.327	gola alta
tussle	0.333	0.919	0.691	brigar
tutelage	0.393	0.442	0.609	tutela
tutor	0.750	0.346	0.826	tutor
tutoring	0.663	0.402	0.702	tutoria
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smoking
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	televisão
twain	0.541	0.255	0.370	dois
twat	0.292	0.459	0.404	vadia
twats	0.406	0.588	0.383	vadias
tweak	0.440	0.462	0.452	puxão
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tuitar
tweezers	0.493	0.408	0.295	pinças
twelfth	0.521	0.292	0.527	décimo segundo
twelve	0.490	0.298	0.412	doze
twentieth	0.469	0.297	0.346	vigésimo
twenty	0.520	0.292	0.286	vinte
twerp	0.408	0.443	0.384	imbecil
twig	0.378	0.288	0.236	galho
twilight	0.622	0.341	0.633	crepúsculo
twill	0.449	0.415	0.353	sarja
twin	0.688	0.363	0.453	gêmeo
twine	0.521	0.380	0.337	fio
twinge	0.316	0.720	0.471	pontada
twinkle	0.719	0.724	0.610	cintilação
twins	0.760	0.473	0.602	gêmeos
twirl	0.552	0.647	0.409	girar
twist	0.375	0.469	0.337	torção
twisted	0.071	0.736	0.311	torcido
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	bobo
twitch	0.510	0.740	0.548	contração muscular
twitching	0.292	0.700	0.482	contraindo-se
twitchy	0.094	0.918	0.281	trêmulo
two	0.520	0.200	0.404	dois
two step	0.583	0.314	0.327	dois passos
twofaced	0.387	0.620	0.384	dupla face
twofold	0.573	0.333	0.551	duplo
twosome	0.583	0.544	0.500	dupla
tycoon	0.682	0.596	0.867	magnata
tyke	0.500	0.388	0.300	caralho
type	0.500	0.284	0.364	modelo
typewriter	0.542	0.373	0.418	máquina de escrever
typhoid	0.265	0.458	0.401	tifóide
typhoon	0.323	0.796	0.697	tufão
typical	0.635	0.206	0.426	típica
typically	0.569	0.377	0.559	tipicamente
typist	0.551	0.559	0.528	datilógrafo
typo	0.224	0.415	0.255	erro de digitação
typography	0.480	0.334	0.574	tipografia
tyrannical	0.167	0.860	0.731	tirânico
tyranny	0.112	0.792	0.705	tirania
tyrant	0.115	0.850	0.683	tirano
tyre	0.480	0.358	0.407	pneu
ubiquitous	0.635	0.571	0.884	onipresente
ubiquity	0.578	0.490	0.595	onipresença
ugliness	0.094	0.407	0.267	feiúra
ugly	0.167	0.630	0.254	feio
uhoh	0.320	0.622	0.284	uh
ukulele	0.513	0.358	0.365	cavaquinho
ulcer	0.286	0.596	0.377	úlcera
ulterior	0.375	0.509	0.490	oculto
ultimate	0.648	0.645	0.544	final
