English Word	Valence	Arousal	Dominance	Tajik Word
style	0.745	0.472	0.586	услуб
styling	0.823	0.378	0.652	ороиш
stylish	0.885	0.490	0.689	услубӣ
stylist	0.760	0.445	0.500	стилист
suave	0.724	0.265	0.269	соф
sub	0.510	0.370	0.312	зер
subatomic	0.385	0.538	0.491	субатомй
subcommittee	0.396	0.467	0.600	зеркомиссия
subconscious	0.531	0.375	0.415	зери шуур
subcutaneous	0.396	0.444	0.376	пӯсти зеризаминӣ
subdivide	0.538	0.433	0.348	тақсим кардан
subdivision	0.592	0.455	0.430	воҳид
subduction	0.350	0.569	0.445	субдуксия
subdue	0.275	0.640	0.784	мутеъ кардан
subdued	0.236	0.463	0.223	мутеъ
subdural	0.381	0.491	0.425	субдуралӣ
subito	0.372	0.627	0.577	субито
subject	0.602	0.344	0.558	мавзуъ
subjected	0.286	0.520	0.221	тобеъ карда шудааст
subjection	0.354	0.408	0.539	тобеият
subjective	0.510	0.350	0.432	субъективӣ
subjugation	0.280	0.610	0.377	мутеъ шудан
sublet	0.469	0.551	0.545	ёрирасон
sublevel	0.365	0.298	0.333	зерсатҳи
sublimation	0.510	0.390	0.538	сублиматсия
sublime	0.784	0.333	0.585	олиҷаноб
subliminal	0.410	0.528	0.464	сублиминалӣ
submarine	0.572	0.481	0.549	киштии зериобй
submerge	0.517	0.643	0.456	зери об мондан
submerged	0.337	0.528	0.357	зери об монда
submersible	0.406	0.459	0.540	зериобшаванда
submission	0.531	0.580	0.633	пешниҳод
submissive	0.480	0.217	0.173	мутеъ
submit	0.635	0.448	0.500	пешниҳод
submitting	0.667	0.610	0.611	пешниҳод кардан
subordinate	0.276	0.392	0.121	тобеъ
subordination	0.270	0.527	0.343	тобеият
subplot	0.469	0.413	0.446	зерсохтор
subpoena	0.281	0.634	0.555	даъватнома
subscribe	0.660	0.344	0.591	обуна шавед
subscriber	0.562	0.398	0.570	муштарӣ
subscription	0.583	0.333	0.651	обуна
subsequence	0.438	0.510	0.413	пайдарпай
subsequent	0.449	0.385	0.400	минбаъда
subsequently	0.380	0.337	0.336	баъдан
subservient	0.255	0.402	0.339	мутеъ
subset	0.429	0.358	0.404	зермаҷмӯа
subside	0.375	0.308	0.209	паст шавад
subsidence	0.320	0.509	0.452	фуромадан
subsidiary	0.541	0.295	0.500	фаръй
subsidize	0.604	0.615	0.589	субсидия додан
subsidy	0.573	0.462	0.517	субсидия
subsist	0.573	0.418	0.472	зинда мондан
subsistence	0.510	0.404	0.491	маишат
subsoil	0.429	0.240	0.382	сарватхои зеризаминй
subspace	0.470	0.453	0.475	зерфазо
substance	0.615	0.422	0.528	модда
substandard	0.235	0.333	0.150	ғайристандартӣ
substantial	0.590	0.490	0.690	назаррас
substantially	0.646	0.471	0.684	ба таври назаррас
substantiate	0.531	0.549	0.636	асоснок кардан
substantive	0.500	0.350	0.455	моддӣ
substation	0.469	0.461	0.491	зеристгоҳи
substitute	0.427	0.406	0.398	ивазкунанда
substituted	0.271	0.545	0.394	иваз карда шудааст
substitution	0.406	0.480	0.353	иваз кардан
substructure	0.441	0.358	0.587	зерсохтор
subterranean	0.469	0.306	0.432	зеризаминй
subtext	0.635	0.276	0.412	зерматн
subtitle	0.445	0.202	0.347	субтитр
subtle	0.708	0.167	0.228	нозук
subtlety	0.615	0.176	0.363	нозукӣ
subtract	0.208	0.330	0.283	тарҳ кардан
subtraction	0.163	0.382	0.349	тарҳкунӣ
subtype	0.427	0.296	0.420	зернавъи
suburb	0.354	0.566	0.441	канори шаҳр
suburban	0.439	0.450	0.453	наздишаҳрӣ
suburbia	0.438	0.490	0.421	канори шаҳр
suburbs	0.510	0.571	0.286	атрофи шахрхо
subversion	0.347	0.608	0.415	диверсия
subversive	0.198	0.765	0.500	вайронкунанда
subvert	0.357	0.557	0.536	вайрон кардан
subway	0.418	0.300	0.464	метро
succeed	0.926	0.755	0.926	муваффак шаванд
succeeding	0.867	0.755	0.849	муваффакиятнок
success	0.959	0.880	0.981	муваффакият
successful	0.949	0.724	0.938	муваффакиятнок
succession	0.698	0.481	0.587	пай дар пай
successive	0.635	0.471	0.518	пай дар пай
successor	0.729	0.531	0.648	вориси
succinct	0.510	0.413	0.566	мухтасар
succubus	0.417	0.647	0.509	сукуб
succulent	0.823	0.538	0.556	ширадор
succumb	0.202	0.787	0.292	таслим шудан
suck	0.344	0.706	0.377	шир
sucker	0.265	0.393	0.204	макканда
sucking	0.227	0.528	0.377	макидан
suckling	0.596	0.558	0.518	ширмак
sucks	0.115	0.683	0.302	бадбахт
suction	0.460	0.593	0.526	захролуд
sudden	0.449	0.660	0.435	ногаҳон
suddenly	0.670	0.510	0.456	ногаҳон
suds	0.458	0.365	0.255	судак
sue	0.219	0.731	0.679	даъво
suede	0.542	0.259	0.259	замша
suffer	0.082	0.910	0.259	азоб кашанд
sufferer	0.156	0.690	0.278	азобдида
suffering	0.020	0.719	0.235	азоб кашидан
suffice	0.643	0.326	0.504	кифоя аст
sufficiency	0.594	0.438	0.576	кифоя
sufficient	0.833	0.330	0.588	кифоя
sufficiently	0.776	0.367	0.714	кифоя
suffix	0.430	0.420	0.364	суффикс
suffocate	0.219	0.764	0.440	нафасгир кардан
suffocating	0.133	0.774	0.429	нафасгиркунанда
suffocation	0.020	0.830	0.462	нафастангӣ
sugar	0.896	0.382	0.402	шакар
suggest	0.573	0.471	0.517	таклиф мекунад
suggestion	0.646	0.365	0.558	таклиф
suggestive	0.552	0.500	0.555	таклифкунанда
suicidal	0.021	0.867	0.382	худкушӣ
suicide	0.030	0.873	0.429	худкушӣ
suicidebombing	0.031	0.957	0.627	таркиши худкушӣ
suit	0.776	0.282	0.482	костюм
suitable	0.792	0.298	0.722	мувофиқ
suitcase	0.562	0.212	0.318	ҷомадон
suite	0.790	0.420	0.400	люкс
suitor	0.708	0.639	0.546	хостгор
sulfate	0.427	0.352	0.429	сульфат
sulfur	0.173	0.530	0.364	сулфур
sulk	0.250	0.580	0.406	гиря кардан
sullen	0.250	0.407	0.263	хира
sully	0.378	0.550	0.370	зулм
sulphur	0.260	0.450	0.233	сулфур
sultan	0.529	0.423	0.821	султон
sultry	0.735	0.696	0.627	пурталотум
sum	0.792	0.340	0.420	сум
summarily	0.469	0.431	0.543	хулоса
summarize	0.590	0.323	0.471	ҷамъбаст кунед
summary	0.729	0.260	0.427	хулоса
summation	0.766	0.337	0.594	ҷамъбаст
summer	0.812	0.373	0.550	тобистон
summerhouse	0.796	0.308	0.443	тобистона
summertime	0.837	0.500	0.455	тобистон
summit	0.625	0.618	0.764	саммит
summon	0.521	0.560	0.664	даъват
summons	0.552	0.604	0.598	даъват
sumo	0.480	0.394	0.564	сумо
sump	0.365	0.451	0.340	қубур
sumptuous	0.698	0.550	0.555	бошукӯҳ
sun	0.877	0.400	0.681	офтоб
sunbeam	0.729	0.440	0.505	нури офтоб
sunburn	0.061	0.755	0.447	сӯхтани офтоб
sundae	0.743	0.414	0.404	якшанбе
sunday	0.776	0.196	0.394	якшанбе
sundial	0.643	0.225	0.406	соати офтобӣ
sundown	0.812	0.276	0.445	ғуруби офтоб
sundry	0.543	0.369	0.407	гуногун
sunflower	0.878	0.231	0.270	офтобпараст
sunglass	0.684	0.264	0.324	айнаки офтобӣ
sunglasses	0.844	0.443	0.364	айнаки офтобӣ
sunk	0.146	0.531	0.185	ғарқ шуд
sunken	0.103	0.476	0.173	ғарқшуда
sunless	0.245	0.280	0.273	бе офтоб
sunlight	0.906	0.407	0.639	нури офтоб
sunny	0.740	0.348	0.481	офтобй
sunrise	0.823	0.347	0.640	тулӯи офтоб
sunroof	0.681	0.325	0.425	люк
sunscreen	0.656	0.387	0.462	муҳофизаткунандаи офтоб
sunset	0.875	0.231	0.298	ғуруби офтоб
sunshine	0.885	0.297	0.769	офтоб
suntan	0.620	0.510	0.366	офтобӣ
sunup	0.760	0.304	0.620	офтоб
sup	0.551	0.358	0.385	суп
super	0.844	0.663	0.780	супер
superannuation	0.448	0.412	0.562	нафақа
superb	0.980	0.708	0.852	олиҷаноб
superficial	0.357	0.407	0.309	руякй
superfluous	0.316	0.469	0.393	зиёдатӣ
superhero	0.910	0.820	0.893	суперқаҳрамон
superhuman	0.810	0.745	0.895	ғайриинсонӣ
superimposed	0.490	0.529	0.683	бор карда шудааст
superintendent	0.592	0.570	0.942	саркор
superior	0.801	0.697	0.940	болотар
superiority	0.582	0.602	0.959	бартарй
superlative	0.714	0.566	0.737	бартарӣ
superman	0.945	0.794	0.929	супермен
supermarket	0.690	0.547	0.571	супермаркет
supermodel	0.880	0.663	0.698	супермодел
supernatant	0.500	0.500	0.565	супернатант
supernatural	0.622	0.824	0.733	ғайритабиӣ
supernova	0.729	0.673	0.827	супернова
superposition	0.480	0.570	0.806	суперпозиция
superpower	0.806	0.784	0.972	абарқудрат
supersede	0.479	0.510	0.518	иваз кунад
superstar	0.885	0.860	0.880	суперситора
superstition	0.177	0.640	0.418	хурофот
superstitious	0.281	0.545	0.514	хурофотпараст
superstore	0.719	0.600	0.640	супермаркет
supervise	0.698	0.555	0.889	назорат кунанд
supervision	0.459	0.578	0.825	назорат
supervisor	0.615	0.479	0.933	супервайзер
supper	0.708	0.429	0.552	шом
suppertime	0.792	0.388	0.461	вақти шом
supplant	0.344	0.558	0.463	иваз кардан
supple	0.812	0.528	0.436	мулоим
supplement	0.745	0.406	0.491	илова
supplemental	0.604	0.404	0.555	иловагӣ
supplementary	0.625	0.352	0.541	иловагӣ
supplication	0.469	0.570	0.309	дуо
supplier	0.615	0.462	0.736	таъминкунанда
supplies	0.698	0.390	0.595	таъминот
supply	0.708	0.519	0.603	таъминот
support	0.811	0.472	0.737	дастгирй мекунанд
supported	0.853	0.408	0.613	дастгирй карда мешавад
supporter	0.721	0.510	0.698	тарафдор
supporters	0.763	0.539	0.558	тарафдорон
supporting	0.634	0.490	0.764	дастгирй мекунад
supportive	0.875	0.420	0.635	дастгирикунанда
suppose	0.551	0.343	0.348	фарз кунем
supposed	0.296	0.378	0.379	гумон
supposing	0.449	0.451	0.357	тахмин кардан
supposition	0.531	0.408	0.526	тахмин
suppress	0.281	0.559	0.509	пахш кардан
suppression	0.267	0.541	0.537	пахш кардан
supremacy	0.794	0.706	0.943	волоият
supreme	0.812	0.700	0.974	олитарин
supremely	0.833	0.725	0.897	олитарин
surcharge	0.375	0.528	0.500	иловапулӣ
sure	0.724	0.270	0.793	албатта
surety	0.776	0.365	0.750	кафолат
surf	0.847	0.650	0.500	серфинг
surface	0.448	0.375	0.604	сатҳи
surfboard	0.729	0.730	0.387	тахтаи серфинг
surfer	0.704	0.701	0.554	серфер
surge	0.449	0.684	0.500	шиддат
surgeon	0.500	0.598	0.793	чаррох
surgery	0.286	0.769	0.600	ҷарроҳӣ
surgical	0.327	0.696	0.723	ҷарроҳӣ
surly	0.221	0.469	0.493	хашмгин
surmise	0.529	0.400	0.347	тахмин кардан
surname	0.670	0.250	0.493	фамилия
surpassing	0.719	0.660	0.720	пеш гузаштан
surplus	0.602	0.680	0.630	зиёдатй
surprise	0.875	0.875	0.562	ҳайрон
surprised	0.784	0.855	0.539	ҳайрон
surprises	0.875	0.769	0.632	ҳайратовар
surprising	0.888	0.790	0.692	ҳайратовар
surprisingly	0.847	0.793	0.819	тааҷҷубовар
surreal	0.550	0.529	0.670	сюрреалистӣ
surrender	0.115	0.396	0.186	таслим шудан
surrendering	0.198	0.411	0.245	таслим шудан
surrogate	0.406	0.590	0.472	ивазкунанда
surround	0.542	0.623	0.627	иҳота кардан
surrounding	0.531	0.422	0.669	гирду атроф
surroundings	0.600	0.346	0.492	гирду атроф
surveillance	0.365	0.720	0.718	назорат
survey	0.580	0.357	0.379	пурсиш
surveying	0.488	0.455	0.682	маркшейдерй
surveyor	0.545	0.337	0.648	геодезист
survival	0.541	0.798	0.879	зинда мондан
survive	0.770	0.824	0.726	зинда монад
surviving	0.646	0.836	0.721	зинда мондан
survivor	0.677	0.750	0.815	зиндамонда
susceptibility	0.458	0.627	0.364	ҳассосият
susceptible	0.438	0.449	0.304	ҳассос
sushi	0.698	0.343	0.394	суши
suspect	0.133	0.750	0.509	гумонбар
suspected	0.173	0.755	0.452	гумонбаршуда
suspend	0.240	0.320	0.368	боздоштан
suspended	0.224	0.402	0.368	боздошта шуд
suspenders	0.391	0.333	0.500	овезон
suspense	0.286	0.775	0.402	таваққуф
suspension	0.288	0.530	0.426	таваққуф
suspicion	0.204	0.711	0.377	шубҳа
suspicions	0.208	0.745	0.500	шубҳаҳо
suspicious	0.153	0.745	0.431	шубҳанок
sustain	0.635	0.358	0.593	устувор
sustained	0.649	0.340	0.580	устувор
sustenance	0.820	0.519	0.679	ризқу рӯзӣ
suture	0.240	0.510	0.510	дӯзанда
suv	0.552	0.431	0.446	сув
sux	0.406	0.531	0.331	с
swab	0.470	0.364	0.259	тампон
swag	0.656	0.676	0.654	занҷира
swagger	0.333	0.731	0.538	ваҳшатангез
swallow	0.466	0.608	0.436	фурӯ бурдан
swami	0.510	0.547	0.491	шиноварй
swamp	0.245	0.425	0.235	ботлоқ
swamped	0.156	0.480	0.270	ботлоқи
swampy	0.306	0.390	0.412	ботлоќ
swan	0.781	0.225	0.357	қувон
swank	0.490	0.500	0.442	шанг
swap	0.552	0.500	0.509	иваз кардан
swarm	0.302	0.735	0.458	тӯда
swarming	0.375	0.600	0.435	пурбор кардан
swastika	0.316	0.472	0.491	свастика
swat	0.380	0.694	0.571	сват
sway	0.690	0.596	0.721	ҷунбондан
swear	0.601	0.577	0.658	қасам хӯрдан
swearing	0.333	0.559	0.586	дашном додан
sweat	0.388	0.579	0.297	арак
sweater	0.704	0.245	0.295	свитер
sweating	0.292	0.667	0.265	арақ кардан
sweatshirt	0.510	0.368	0.353	куртача
sweatshop	0.385	0.797	0.602	арақфурӯшӣ
sweaty	0.281	0.540	0.304	арак
sweep	0.448	0.385	0.383	рӯфтан
sweeper	0.470	0.549	0.414	ҷорӯбкунанда
sweeping	0.344	0.431	0.355	руфтан
sweet	0.668	0.418	0.382	ширин
sweeten	0.908	0.455	0.423	ширин кардан
sweetened	0.940	0.461	0.398	шириншуда
sweetener	0.670	0.333	0.330	ширинкунанда
sweetest	0.959	0.500	0.370	ширинтарин
sweetheart	0.959	0.423	0.509	азизам
sweetie	0.990	0.549	0.560	ширинам
sweetness	0.906	0.474	0.528	ширинӣ
sweets	0.910	0.422	0.321	шириниҳо
swell	0.360	0.679	0.348	варам кардан
swelling	0.323	0.608	0.250	варам кардан
sweltering	0.204	0.644	0.362	гармкунанда
swerve	0.276	0.612	0.357	каҷ кардан
swift	0.760	0.776	0.698	зуд
swiftly	0.660	0.885	0.618	зуд
swig	0.604	0.481	0.406	сукут
swill	0.427	0.528	0.322	шамол
swim	0.688	0.461	0.529	шино кардан
swimmer	0.657	0.698	0.610	шиновар
swimming	0.760	0.559	0.524	шиноварй
swimsuit	0.740	0.373	0.269	либоси шиноварӣ
swindle	0.122	0.740	0.439	қаллобӣ
swindler	0.125	0.721	0.575	қаллоб
swine	0.340	0.519	0.277	хук
swing	0.602	0.510	0.481	гардиш
swinger	0.459	0.778	0.482	свингер
swinging	0.656	0.510	0.312	чархзанӣ
swipe	0.573	0.450	0.266	лағжед
swirl	0.490	0.726	0.639	гардиш
swish	0.562	0.510	0.474	шӯхӣ
switch	0.500	0.538	0.509	гузариш
switchblade	0.357	0.596	0.528	коммутатор
switchboard	0.571	0.519	0.558	коммутатор
swivel	0.562	0.480	0.500	гардиш
swollen	0.236	0.510	0.277	варамида
swoon	0.292	0.510	0.160	девона
swoop	0.479	0.618	0.446	шукуфтан
sword	0.438	0.653	0.713	шамшер
swordfish	0.564	0.520	0.442	шамшермоҳӣ
swordplay	0.616	0.750	0.528	шамшербозӣ
swordsman	0.395	0.857	0.696	шамшербоз
sycamore	0.500	0.401	0.527	чинор
syllable	0.448	0.250	0.417	ҳиҷо
syllabus	0.736	0.370	0.643	силабус
symbiotic	0.832	0.425	0.406	симбиотикӣ
symbol	0.643	0.388	0.527	рамзи
symbolic	0.670	0.385	0.574	рамзӣ
symbolically	0.582	0.385	0.648	рамзӣ
symbolism	0.688	0.347	0.640	символизм
symbolize	0.633	0.327	0.673	рамз кардан
symmetric	0.745	0.212	0.588	симметрӣ
symmetrical	0.542	0.263	0.569	симметрӣ
symmetry	0.604	0.274	0.500	симметрия
sympathetic	0.796	0.434	0.609	дилсуз
sympathize	0.770	0.627	0.644	ҳамдардӣ кардан
sympathy	0.827	0.497	0.634	ҳамдардӣ
symphonic	0.775	0.545	0.566	симфонй
symphony	0.765	0.490	0.600	симфония
symposium	0.573	0.394	0.644	симпозиум
symptom	0.380	0.529	0.434	аломат
symptomatic	0.367	0.434	0.491	симптоматик
synagogue	0.531	0.300	0.544	синагога
synapse	0.660	0.471	0.491	синапс
synaptic	0.573	0.553	0.622	синаптикӣ
sync	0.802	0.440	0.670	ҳамоҳанг
synchronize	0.781	0.361	0.654	ҳамоҳанг созед
synchronous	0.600	0.538	0.545	синхронӣ
syncope	0.245	0.538	0.398	синкоп
syndicate	0.439	0.491	0.673	синдикат
syndrome	0.229	0.510	0.246	синдром
synergistic	0.571	0.550	0.547	синергетикӣ
synergy	0.667	0.510	0.720	синергетика
synod	0.469	0.377	0.574	синод
synonym	0.615	0.210	0.433	синоним
synonymous	0.480	0.323	0.400	синоним
synopsis	0.541	0.390	0.482	конспект
synoptic	0.561	0.510	0.596	синоптикӣ
syntax	0.531	0.346	0.559	синтаксис
synthesis	0.604	0.315	0.377	синтез
synthesizer	0.500	0.410	0.592	синтезатор
synthetic	0.396	0.350	0.519	синтетикӣ
syphilis	0.071	0.606	0.245	сифилис
syringe	0.250	0.680	0.330	сӯзандору
syrup	0.620	0.223	0.318	шарбат
system	0.615	0.346	0.764	система
