English Word	Valence	Arousal	Dominance	Catalan Word
unhand	0.406	0.360	0.361	sense mà
unhappiness	0.083	0.630	0.222	infelicitat
unhappy	0.112	0.500	0.155	infeliç
unharmed	0.740	0.378	0.491	il·lès
unhealthy	0.115	0.549	0.214	poc sa
unheard	0.344	0.539	0.500	inaudit
unhelpful	0.104	0.320	0.118	poc útil
unhindered	0.729	0.441	0.725	sense obstacles
unholy	0.327	0.560	0.445	impía
unhook	0.375	0.592	0.310	desenganxar
unicorn	0.776	0.510	0.480	unicorn
unidentified	0.385	0.361	0.199	sense identificar
unification	0.688	0.345	0.788	unificació
unified	0.729	0.439	0.764	unificat
uniform	0.570	0.245	0.655	uniforme
uniformed	0.469	0.519	0.589	uniformats
uniformity	0.745	0.353	0.538	uniformitat
uniformly	0.625	0.333	0.704	uniformement
unimaginable	0.573	0.634	0.589	inimaginable
unimpeachable	0.684	0.550	0.784	irrefutable
unimpeached	0.458	0.335	0.433	impecable
unimportant	0.281	0.240	0.175	sense importància
unimpressed	0.198	0.302	0.327	no impressionat
unimproved	0.163	0.377	0.144	sense millorar
uninfected	0.688	0.304	0.389	no infectat
uninformed	0.156	0.370	0.182	desinformat
uninhabited	0.301	0.230	0.221	deshabitat
uninitiated	0.271	0.288	0.288	no iniciat
uninspired	0.163	0.243	0.260	sense inspiració
unintelligible	0.208	0.472	0.283	inintel·ligible
unintended	0.438	0.385	0.349	no desitjat
unintentional	0.333	0.538	0.306	sense voler
unintentionally	0.460	0.490	0.286	sense voler
uninterested	0.365	0.240	0.328	desinteressat
uninteresting	0.153	0.235	0.228	poc interessant
uninterrupted	0.500	0.434	0.527	ininterrompuda
uninvited	0.090	0.385	0.307	sense convidar
union	0.854	0.226	0.766	Unió
unique	0.823	0.347	0.661	únic
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	a l'uníson
unit	0.562	0.235	0.578	unitat
unitary	0.531	0.239	0.641	unitària
unite	0.781	0.375	0.610	unir-se
united	0.781	0.431	0.783	units
unity	0.837	0.288	0.658	unitat
universal	0.802	0.417	0.833	universal
universality	0.796	0.410	0.840	universalitat
universe	0.694	0.454	0.839	univers
university	0.735	0.574	0.741	universitat
unjust	0.115	0.625	0.278	injust
unjustifiable	0.115	0.596	0.394	injustificable
unjustified	0.288	0.541	0.314	injustificada
unkind	0.135	0.409	0.310	desagradable
unknowable	0.347	0.540	0.396	incognoscible
unknown	0.357	0.450	0.204	desconegut
unlawful	0.094	0.759	0.402	il·legal
unleash	0.479	0.775	0.559	deslligar
unlicensed	0.306	0.574	0.196	sense llicència
unlike	0.439	0.439	0.418	a diferència
unlikely	0.271	0.293	0.245	poc probable
unlimited	0.750	0.623	0.679	il·limitat
unlisted	0.365	0.265	0.218	no cotitzades
unload	0.656	0.639	0.573	descarregar
unloaded	0.469	0.380	0.331	descarregat
unlock	0.582	0.442	0.592	descobrir
unlucky	0.073	0.395	0.198	mala sort
unmanageable	0.177	0.666	0.482	inmanejable
unmanned	0.235	0.441	0.324	no tripulat
unmarked	0.416	0.294	0.433	sense marcar
unmarried	0.438	0.480	0.545	solter
unmask	0.323	0.690	0.520	desenmascarar
unmatched	0.776	0.536	0.771	inigualable
unmistakable	0.602	0.571	0.765	inconfusible
unmitigated	0.649	0.427	0.422	sense mitigació
unmoved	0.184	0.355	0.360	immòbil
unnamed	0.316	0.189	0.284	sense nom
unnatural	0.153	0.587	0.434	antinatural
unnecessary	0.219	0.358	0.190	innecessari
unneeded	0.177	0.375	0.245	innecessaris
unnoticed	0.302	0.440	0.260	desapercebut
unnumbered	0.406	0.255	0.331	sense numerar
unobserved	0.398	0.255	0.257	sense observar
unobstructed	0.583	0.440	0.573	sense obstacles
unobtrusive	0.447	0.327	0.402	discret
unoccupied	0.258	0.245	0.412	desocupat
unofficial	0.260	0.302	0.255	no oficial
unopened	0.542	0.340	0.265	sense obrir
unopposed	0.615	0.375	0.537	sense oposició
unordered	0.224	0.482	0.190	sense ordenar
unorganised	0.250	0.500	0.212	desorganitzat
unorganized	0.260	0.657	0.173	desorganitzat
unorthodox	0.340	0.480	0.441	poc ortodoxes
unpack	0.531	0.528	0.445	desempaquetar
unpaid	0.300	0.413	0.365	sense pagar
unparalleled	0.708	0.306	0.538	sense igual
unpleasant	0.122	0.612	0.185	desagradable
unpleasantness	0.062	0.724	0.264	desagradable
unplug	0.239	0.441	0.404	desconnectar
unplugged	0.367	0.375	0.318	desconnectat
unpopular	0.073	0.441	0.164	impopulars
unprecedented	0.500	0.491	0.658	sense precedents
unpredictable	0.429	0.769	0.515	impredictible
unprepared	0.204	0.450	0.152	sense estar preparat
unpretentious	0.510	0.296	0.410	sense pretensions
unproductive	0.100	0.324	0.237	improductiu
unprofessional	0.042	0.370	0.170	poc professional
unprofitable	0.163	0.376	0.217	no rendibles
unprotected	0.150	0.582	0.197	sense protecció
unproven	0.296	0.427	0.216	no provat
unprovoked	0.565	0.327	0.385	no provocat
unpublished	0.406	0.480	0.481	inèdit
unpunished	0.292	0.594	0.519	impune
unqualified	0.170	0.433	0.173	sense qualificació
unquestionable	0.469	0.450	0.843	inqüestionable
unquestionably	0.500	0.630	0.750	indiscutiblement
unquestioned	0.562	0.509	0.746	inqüestionada
unquote	0.388	0.363	0.517	sense citar
unravel	0.378	0.598	0.455	desembolicar
unreachable	0.208	0.679	0.557	inabastable
unread	0.458	0.240	0.214	sense llegir
unreal	0.173	0.431	0.296	irreal
unrealistic	0.229	0.500	0.245	poc realista
unreasonable	0.115	0.702	0.264	poc raonable
unrecorded	0.241	0.351	0.350	sense gravar
unregistered	0.255	0.337	0.266	no registrat
unregulated	0.344	0.454	0.421	no regulada
unrelated	0.302	0.270	0.264	sense relació
unrelenting	0.500	0.790	0.875	implacable
unreliable	0.108	0.480	0.240	poc fiable
unremarkable	0.271	0.155	0.230	poc remarcable
unrepentant	0.240	0.445	0.413	impenitent
unrequited	0.143	0.441	0.179	no correspost
unresolved	0.135	0.441	0.173	sense resoldre
unresponsive	0.108	0.282	0.244	sense resposta
unrest	0.102	0.577	0.231	malestar
unrestrained	0.385	0.775	0.627	sense restriccions
unrestricted	0.698	0.458	0.644	sense restriccions
unromantic	0.208	0.316	0.307	poc romàntic
unruly	0.240	0.745	0.547	indisciplinat
unsafe	0.115	0.562	0.147	insegur
unsanitary	0.063	0.592	0.269	insalubres
unsatisfactory	0.122	0.520	0.189	insatisfactori
unsatisfied	0.200	0.547	0.241	insatisfet
unsavory	0.071	0.637	0.353	desagradable
unscathed	0.625	0.308	0.611	il·lès
unscheduled	0.312	0.436	0.300	no programat
unscientific	0.396	0.317	0.321	poc científic
unscrew	0.333	0.462	0.396	desenroscar
unscrupulous	0.094	0.727	0.465	sense escrúpols
unseat	0.229	0.500	0.312	desasseu
unseen	0.427	0.351	0.421	invisible
unselfish	0.615	0.353	0.377	desinteressat
unsettled	0.208	0.647	0.170	inestables
unsightly	0.226	0.559	0.373	antiestètic
unsolicited	0.094	0.339	0.280	no sol·licitat
unsolved	0.146	0.390	0.235	sense resoldre
unsophisticated	0.327	0.491	0.339	poc sofisticat
unsound	0.146	0.222	0.272	poc sòlida
unspeakable	0.327	0.567	0.393	indescriptible
unspecified	0.240	0.365	0.165	sense especificar
unspoken	0.177	0.260	0.208	no parlat
unstable	0.167	0.587	0.150	inestable
unsteady	0.122	0.500	0.190	inestable
unstoppable	0.625	0.887	0.862	imparable
unsuccessful	0.140	0.318	0.106	sense èxit
unsuitable	0.188	0.528	0.300	inadequat
unsung	0.296	0.330	0.314	no cantada
unsupervised	0.478	0.481	0.442	sense supervisió
unsupported	0.260	0.450	0.221	sense suport
unsure	0.143	0.580	0.217	insegur
unsurpassed	0.694	0.569	0.798	insuperable
unsuspecting	0.302	0.509	0.413	sense sospitar
unsustainable	0.255	0.650	0.406	insostenible
unsweetened	0.396	0.263	0.300	sense sucre
unsympathetic	0.163	0.620	0.281	antipàtic
untamed	0.429	0.778	0.709	indómita
untenable	0.143	0.637	0.425	insostenible
untested	0.302	0.296	0.348	sense provar
unthinkable	0.365	0.480	0.481	impensable
untidy	0.106	0.610	0.254	desordenat
untie	0.542	0.463	0.472	deslligar
untimely	0.245	0.676	0.233	inoportuna
untitled	0.213	0.240	0.240	sense títol
untold	0.240	0.367	0.191	sense contar
untouchable	0.490	0.602	0.683	intocable
untouched	0.531	0.276	0.600	intacte
untoward	0.122	0.555	0.291	desagradable
untraceable	0.321	0.674	0.574	impossible de localitzar
untrained	0.149	0.529	0.282	sense formació
untranslated	0.271	0.188	0.264	sense traduir
untroubled	0.750	0.213	0.653	sense problemes
untrue	0.031	0.500	0.188	fals
untrustworthy	0.097	0.449	0.287	poc fiable
unturned	0.312	0.255	0.316	sense girar
unused	0.344	0.231	0.234	sense utilitzar
unusual	0.429	0.433	0.361	inusual
unusually	0.385	0.406	0.358	inusualment
unutterable	0.406	0.592	0.538	indescriptible
unveil	0.439	0.442	0.562	revelar
unveiling	0.569	0.570	0.675	descoberta
unverified	0.214	0.365	0.180	sense verificar
unwanted	0.177	0.546	0.205	no desitjats
unwarranted	0.091	0.500	0.345	injustificada
unwary	0.286	0.417	0.402	incauto
unwashed	0.365	0.427	0.360	sense rentar
unwavering	0.740	0.630	0.858	inquebrantable
unwed	0.541	0.595	0.459	solteres
unwelcome	0.115	0.480	0.269	no benvingut
unwell	0.143	0.640	0.221	malestar
unwilling	0.302	0.316	0.179	sense voluntat
unwillingly	0.204	0.548	0.182	sense voler
unwillingness	0.204	0.311	0.113	manca de voluntat
unwind	0.837	0.181	0.394	relaxar-se
unwise	0.141	0.610	0.304	imprudent
unwitting	0.260	0.526	0.344	sense voler
unwittingly	0.312	0.510	0.264	sense voler-ho
unworthy	0.194	0.433	0.226	indigne
unwrap	0.604	0.491	0.557	desembolicar
unwritten	0.367	0.384	0.272	no escrit
unyielding	0.367	0.806	0.738	inflexible
unzip	0.378	0.520	0.538	descomprimir
upbeat	0.878	0.531	0.802	optimista
upbringing	0.677	0.490	0.600	criança
upcoming	0.688	0.460	0.550	proper
update	0.698	0.535	0.802	actualitzar
upgrade	0.786	0.500	0.670	actualització
upheaval	0.290	0.830	0.570	trasbals
uphill	0.396	0.723	0.572	costa amunt
uphold	0.698	0.321	0.561	sostenir
upholstery	0.592	0.270	0.386	tapisseria
upkeep	0.590	0.442	0.685	manteniment
upland	0.719	0.578	0.607	terra alta
uplands	0.615	0.471	0.577	terres altes
uplift	0.656	0.779	0.771	elevació
uplifting	0.771	0.548	0.605	edificant
uplink	0.544	0.510	0.595	enllaç ascendent
upload	0.638	0.683	0.696	carregar
upper	0.740	0.529	0.868	superior
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	alegria
upright	0.667	0.373	0.600	dret
uprising	0.561	0.777	0.704	aixecament
uproar	0.271	0.902	0.462	rebombori
upscale	0.698	0.526	0.846	de luxe
upset	0.071	0.680	0.330	molest
upshot	0.693	0.490	0.716	resultat
upstairs	0.663	0.408	0.645	a dalt
upstanding	0.851	0.390	0.708	dempeus
upstart	0.449	0.500	0.455	advenedís
uptight	0.184	0.716	0.333	tensa
upward	0.792	0.481	0.620	cap amunt
upwards	0.724	0.439	0.638	cap amunt
uranium	0.375	0.580	0.490	urani
urban	0.561	0.528	0.644	urbà
urchin	0.417	0.510	0.373	eriçó
urge	0.418	0.680	0.653	urgència
urgency	0.429	0.908	0.543	urgència
urgent	0.327	0.918	0.623	urgent
urinal	0.214	0.510	0.306	urinari
urinalysis	0.344	0.532	0.398	anàlisi d'orina
urinate	0.360	0.500	0.353	orinar
urination	0.271	0.441	0.232	orinar
urine	0.375	0.361	0.169	orina
urn	0.194	0.520	0.295	urna
usable	0.812	0.455	0.611	utilitzable
usage	0.646	0.360	0.426	ús
use	0.438	0.358	0.409	utilitzar
used	0.354	0.306	0.287	utilitzat
useful	0.833	0.411	0.726	útil
usefully	0.650	0.481	0.760	útilment
usefulness	0.806	0.519	0.741	utilitat
useless	0.052	0.342	0.184	inútil
user	0.629	0.347	0.442	usuari
usher	0.521	0.440	0.519	acomodador
usual	0.625	0.221	0.400	habitual
usurp	0.125	0.818	0.433	usurpar
usurped	0.292	0.780	0.438	usurpat
usury	0.344	0.679	0.430	usura
utensil	0.573	0.279	0.383	estris
uterus	0.551	0.420	0.510	úter
utilitarian	0.427	0.363	0.639	utilitari
utility	0.622	0.400	0.704	utilitat
utilization	0.562	0.469	0.706	utilització
utilize	0.694	0.445	0.545	utilitzar
utmost	0.719	0.740	0.858	màxim
utopian	0.542	0.327	0.552	utòpic
utter	0.531	0.422	0.549	pronunciar
utterance	0.542	0.640	0.704	enunciat
utterly	0.633	0.440	0.673	absolutament
vacancy	0.643	0.311	0.418	vacant
vacant	0.578	0.220	0.464	vacant
vacate	0.357	0.490	0.397	desallotjar
vacation	0.840	0.490	0.598	vacances
vaccination	0.530	0.578	0.621	vacunació
vaccine	0.500	0.520	0.555	vacuna
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacúol
vacuous	0.354	0.267	0.304	buit
vacuum	0.327	0.196	0.134	buit
vagabond	0.384	0.531	0.144	vagabund
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	vagància
vagrant	0.265	0.548	0.250	vagabund
vague	0.271	0.335	0.083	vaga
vagueness	0.150	0.324	0.221	vaguetat
vainly	0.365	0.283	0.169	en va
valance	0.424	0.286	0.371	valsa
vale	0.592	0.276	0.387	vall
valedictorian	0.500	0.490	0.594	finalista
valentine	0.888	0.615	0.510	Sant Valentí
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	valent
valid	0.693	0.353	0.565	vàlid
validate	0.760	0.431	0.745	validar
validation	0.655	0.460	0.720	validació
validity	0.646	0.470	0.706	validesa
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	vall
valor	0.833	0.442	0.763	valor
valuable	0.899	0.547	0.798	valuós
valuables	0.790	0.625	0.759	objectes de valor
valuation	0.615	0.480	0.795	valoració
value	0.875	0.582	0.802	valor
valve	0.323	0.363	0.471	vàlvula
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vampir
vampire	0.271	0.802	0.545	vampir
van	0.561	0.378	0.425	furgoneta
vandal	0.135	0.792	0.473	vàndal
vandalism	0.083	0.904	0.509	vandalisme
vane	0.561	0.280	0.231	paleta
vanguard	0.693	0.640	0.780	avantguarda
vanilla	0.706	0.216	0.284	vainilla
vanish	0.236	0.480	0.347	desaparèixer
vanished	0.208	0.566	0.255	va desaparèixer
vanishing	0.292	0.550	0.322	desapareixent
vanity	0.260	0.540	0.439	vanitat
vanquish	0.708	0.760	0.804	vencer
vanquished	0.496	0.529	0.176	vençut
vanquishing	0.600	0.748	0.764	vencedor
vantage	0.740	0.632	0.788	avantatge
vapor	0.510	0.358	0.318	vapor
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	variable
variance	0.540	0.405	0.509	desacord
variation	0.635	0.561	0.406	variació
variations	0.458	0.548	0.353	variacions
varicella	0.184	0.593	0.314	varicel·la
varicose	0.235	0.462	0.368	varicosa
varied	0.604	0.701	0.472	variada
variegated	0.398	0.549	0.406	variada
variety	0.714	0.472	0.598	varietat
various	0.500	0.296	0.342	diversos
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	vernís
varsity	0.710	0.594	0.670	universitat
vary	0.521	0.373	0.413	variar
varying	0.552	0.471	0.385	variant
vascular	0.516	0.451	0.627	vascular
vase	0.638	0.225	0.215	gerro
vasectomy	0.208	0.663	0.431	vasectomia
vassal	0.417	0.525	0.196	vassall
vast	0.520	0.535	0.545	vast
vat	0.333	0.491	0.509	iva
vaudeville	0.490	0.471	0.472	vodevil
vault	0.490	0.378	0.644	volta
vaulted	0.417	0.460	0.542	voltat
vaulting	0.510	0.323	0.520	volteig
veal	0.438	0.337	0.410	vedella
vector	0.538	0.308	0.482	vector
veer	0.469	0.430	0.338	virar
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegà
vegetable	0.551	0.120	0.289	vegetal
vegetarian	0.562	0.255	0.407	vegetariana
vegetarianism	0.510	0.269	0.407	vegetarianisme
vegetation	0.740	0.177	0.500	vegetació
vegetative	0.500	0.270	0.351	vegetatiu
veggie	0.602	0.245	0.409	vegetal
vehement	0.500	0.500	0.575	vehement
vehicle	0.641	0.565	0.500	vehicle
veil	0.500	0.235	0.415	vel
veiled	0.370	0.317	0.324	velat
vein	0.347	0.373	0.318	vena
veined	0.487	0.459	0.294	veteat
vellum	0.500	0.349	0.321	vitela
velocity	0.673	0.769	0.783	velocitat
velour	0.670	0.292	0.412	vellut
velvet	0.663	0.226	0.304	vellut
velvety	0.677	0.343	0.493	vellutat
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	venjança
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	venedor
veneer	0.490	0.265	0.289	xapa
venerable	0.708	0.369	0.600	venerable
veneration	0.745	0.650	0.712	veneració
venereal	0.302	0.654	0.424	venèria
venetian	0.633	0.373	0.464	venecià
vengeance	0.103	0.927	0.719	venjança
vengeful	0.150	0.840	0.561	venjativa
venison	0.510	0.422	0.296	cérvol
venom	0.125	0.770	0.491	verí
venomous	0.159	0.841	0.636	verinós
venous	0.406	0.571	0.453	venós
vent	0.479	0.519	0.529	ventilació
ventilation	0.719	0.451	0.568	ventilació
ventilator	0.471	0.353	0.344	ventilador
venting	0.375	0.388	0.418	ventilació
ventricle	0.520	0.387	0.464	ventricle
ventricular	0.440	0.549	0.475	ventricular
ventriloquist	0.552	0.600	0.526	ventríloc
venture	0.893	0.810	0.644	aventurar
venue	0.727	0.316	0.395	lloc
veracity	0.735	0.724	0.798	veracitat
veranda	0.743	0.343	0.439	porxo
verb	0.582	0.312	0.414	verb
verbal	0.520	0.291	0.562	verbal
verbatim	0.562	0.255	0.574	textualment
verbiage	0.429	0.560	0.535	verbiatge
verbose	0.439	0.480	0.635	verbosa
verbosity	0.300	0.491	0.451	verbositat
verdant	0.600	0.260	0.389	verdosos
verdict	0.325	0.689	0.800	veredicte
verge	0.500	0.337	0.305	vorera
verification	0.750	0.276	0.642	verificació
verified	0.781	0.367	0.677	verificat
verify	0.761	0.481	0.704	verificar
verily	0.713	0.351	0.585	de veritat
veritable	0.794	0.330	0.759	veritable
vermin	0.167	0.712	0.385	insectes
vermouth	0.503	0.480	0.425	vermut
vernacular	0.479	0.453	0.615	vernacle
vernal	0.553	0.402	0.451	vernal
veronica	0.594	0.399	0.402	verònica
versatile	0.906	0.625	0.714	versàtil
versatility	0.878	0.585	0.750	versatilitat
verse	0.667	0.269	0.336	vers
version	0.604	0.423	0.538	versió
versus	0.310	0.500	0.447	contra
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	vèrtebra
vertebral	0.308	0.434	0.525	vertebral
vertex	0.316	0.510	0.491	vèrtex
vertical	0.520	0.387	0.492	vertical
vertically	0.534	0.385	0.545	verticalment
vertigo	0.292	0.655	0.445	vertigen
verve	0.724	0.840	0.693	verveu
very negative	0.062	0.521	0.148	molt negativa
very positive	1.000	0.551	0.825	molt positiva
veryangry	0.323	0.714	0.527	molt enfadat
vesicle	0.359	0.509	0.379	vesícula
vesicular	0.214	0.440	0.483	vesicular
vessel	0.490	0.398	0.538	vaixell
vest	0.667	0.380	0.371	armilla
vested	0.663	0.415	0.648	vestida
vestibule	0.541	0.385	0.422	vestíbul
vestige	0.562	0.470	0.454	vestigi
vet	0.531	0.400	0.644	veterinari
veteran	0.560	0.431	0.759	veterà
veterinarian	0.582	0.418	0.542	veterinari
veterinary	0.656	0.450	0.603	veterinària
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	enfadat
viability	0.776	0.500	0.684	viabilitat
viable	0.656	0.320	0.667	viable
viaduct	0.420	0.440	0.662	viaducte
vial	0.594	0.346	0.445	vial
vibe	0.710	0.480	0.517	ambient
vibes	0.635	0.688	0.574	vibracions
vibrant	0.771	0.824	0.782	vibrant
vibrate	0.500	0.698	0.604	vibrar
vibration	0.583	0.657	0.528	vibració
vibrator	0.479	0.798	0.500	vibrador
vibratory	0.542	0.690	0.527	vibratòria
vicar	0.531	0.370	0.555	vicari
vicarious	0.479	0.452	0.517	vicari
vice	0.296	0.778	0.480	vici
viceroy	0.541	0.481	0.712	virrei
vicinity	0.700	0.353	0.466	veïnatge
vicious	0.208	0.694	0.407	viciós
victim	0.115	0.676	0.202	víctima
victimized	0.115	0.644	0.273	victimitzat
victor	0.802	0.587	0.796	vencedor
victoria	0.896	0.811	0.837	victòria
victorious	0.884	0.886	0.946	victoriós
victory	0.938	0.735	0.931	victòria
video	0.646	0.577	0.427	vídeo
video game	0.707	0.765	0.414	videojoc
videotape	0.665	0.343	0.384	cinta de vídeo
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	vista
viewer	0.592	0.358	0.558	espectador
viewing	0.690	0.394	0.598	visualització
viewpoint	0.673	0.306	0.644	punt de vista
vigil	0.521	0.480	0.491	vetlla
vigilance	0.490	0.615	0.724	vigilància
vigilant	0.469	0.643	0.791	vigilant
vigilante	0.418	0.627	0.720	vigilant
vignette	0.717	0.283	0.382	vinyeta
vigor	0.860	0.755	0.811	vigor
vigorous	0.857	0.770	0.897	vigorosa
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	vil
villa	0.698	0.290	0.345	vila
village	0.684	0.367	0.336	poble
villager	0.710	0.387	0.509	vilatan
villain	0.177	0.892	0.590	bandit
villainous	0.122	0.840	0.470	vilà
vinaigrette	0.490	0.286	0.300	vinagreta
vindicate	0.656	0.596	0.767	reivindicar
vindicated	0.615	0.480	0.609	reivindicat
vindication	0.531	0.632	0.764	reivindicació
vindictive	0.092	0.830	0.500	reivindicatiu
vine	0.531	0.292	0.405	vinya
vinegar	0.276	0.370	0.356	vinagre
vineyard	0.806	0.382	0.595	vinya
vintage	0.680	0.390	0.481	vintage
vinyl	0.490	0.241	0.440	vinil
viola	0.521	0.461	0.481	viola
violate	0.061	0.970	0.519	violar
violation	0.083	0.892	0.413	violació
violence	0.061	0.933	0.719	violència
violent	0.112	0.918	0.616	violents
violently	0.120	0.970	0.527	violentament
violet	0.688	0.272	0.401	violeta
violin	0.823	0.396	0.389	violí
violinist	0.804	0.302	0.538	violinista
viper	0.173	0.846	0.632	escurçó
viral	0.240	0.612	0.518	viral
virgin	0.622	0.433	0.462	verge
virginal	0.673	0.577	0.464	virginal
virginity	0.691	0.676	0.576	virginitat
virility	0.684	0.670	0.718	virilitat
virology	0.418	0.569	0.562	virologia
virtual	0.598	0.532	0.463	virtual
virtually	0.594	0.521	0.625	virtualment
virtue	0.896	0.443	0.827	virtut
virtuoso	0.929	0.591	0.863	virtuós
virtuous	0.890	0.530	0.822	virtuós
virulence	0.094	0.533	0.438	virulència
virus	0.277	0.740	0.443	virus
visa	0.735	0.367	0.660	visat
