English Word	Valence	Arousal	Dominance	Malagasy Word
unattached	0.192	0.439	0.283	hoatran'ny
unattainable	0.220	0.635	0.571	tsy miraharaha
unattended	0.255	0.400	0.167	nikarakara
unattractive	0.177	0.307	0.208	ratsy tarehy
unauthorized	0.260	0.448	0.259	tsy nahazoan-dalana
unavailable	0.323	0.281	0.159	Tsy vonona
unavoidable	0.350	0.580	0.445	tsy azo ialana
unaware	0.208	0.355	0.310	mahafantatra
unbalanced	0.302	0.596	0.343	mifandanja
unbearable	0.125	0.798	0.447	zaka
unbeatable	0.735	0.719	0.681	resy
unbeaten	0.854	0.760	0.828	tsy resy
unbecoming	0.123	0.471	0.288	mendrika
unbelief	0.265	0.582	0.407	tsi-finoany
unbelievable	0.771	0.790	0.717	tsy mampino
unbiased	0.625	0.378	0.618	manavakavaka
unborn	0.312	0.300	0.216	ao am-bohoka
unbound	0.354	0.402	0.283	tsy mifatotra
unbounded	0.646	0.600	0.736	fetra
unbreakable	0.653	0.573	0.759	nohamafisiny
unbridled	0.396	0.759	0.448	voafehy
unbroken	0.550	0.224	0.602	nitsaharan'ny
unbutton	0.479	0.539	0.311	esory ny bokotra
uncalled	0.344	0.294	0.222	tsy voantso
uncanny	0.469	0.461	0.430	mifono zava-miafina
uncaring	0.177	0.245	0.321	miraharaha
uncensured	0.438	0.649	0.509	tsy voasazy
uncertain	0.363	0.500	0.164	tsy azo antoka
uncertainty	0.064	0.494	0.282	tsy fahazoana antoka
unchallenged	0.552	0.394	0.545	tsy voavaha
unchangeable	0.375	0.442	0.709	tsy miova
unchanged	0.490	0.204	0.237	niova
uncharted	0.188	0.406	0.413	tsy fantatra
uncherished	0.250	0.412	0.280	tsy voahaja
uncivilized	0.133	0.600	0.400	toetra
unclaimed	0.316	0.346	0.278	nalain'ny havany,
uncle	0.653	0.255	0.578	rahalahin-drain'i
unclean	0.133	0.529	0.134	maloto
unclear	0.229	0.463	0.202	mazava
uncomfortable	0.188	0.610	0.214	aina
uncommon	0.459	0.429	0.373	vitsy
uncommonly	0.626	0.490	0.778	tsy mahazatra
uncomplicated	0.740	0.260	0.453	tsotra
uncompromising	0.320	0.531	0.613	tsy mety manaiky lembenana
unconcerned	0.562	0.283	0.298	niraharaha
unconditional	0.760	0.493	0.715	tsy misy fepetra
unconfirmed	0.334	0.321	0.339	tsy voamarina
unconnected	0.188	0.265	0.213	misy fifamatorany
unconscionable	0.208	0.618	0.429	tsy voahevitra
unconscious	0.240	0.356	0.195	tsy mahatsiaro tena
unconsciousness	0.177	0.440	0.121	tsy fahatsiarovan-tena
unconstitutional	0.230	0.588	0.491	lalàm-panorenana
unconstrained	0.653	0.640	0.635	tsy voafehy
uncontested	0.510	0.471	0.689	tsy voatohitra
uncontrollable	0.265	0.790	0.626	voafehy
uncontrolled	0.188	0.891	0.544	tsy voafehy
unconventional	0.177	0.509	0.288	hafahafa
unconvinced	0.409	0.458	0.228	tsy resy lahatra
unconvincing	0.190	0.532	0.144	mandresy lahatra
uncooked	0.312	0.321	0.241	tsy masaka
uncooperative	0.250	0.422	0.246	tsy miara-miasa
uncorrelated	0.333	0.327	0.316	tsy mifandray
uncouth	0.080	0.761	0.350	tsy sahy
uncover	0.771	0.552	0.648	mandry
uncritical	0.480	0.367	0.412	tsy mitsikera
uncut	0.448	0.422	0.278	voavoatra
undead	0.367	0.635	0.406	tsy maty
undecided	0.286	0.433	0.127	tapa-kevitra
undefeated	0.833	0.752	0.825	Tsy Mety Resy
undefined	0.260	0.418	0.350	tsy voafaritra
undeniable	0.552	0.473	0.778	tsy azo lavina
underage	0.469	0.461	0.300	tsy ampy taona
underbelly	0.406	0.423	0.361	ambany kibo
undercover	0.388	0.627	0.483	miafina
undercurrent	0.357	0.582	0.520	riandrano ambany
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	tsinontsinoavina
undergo	0.398	0.554	0.339	maintsy
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	any ambanin'ny tany
underhanded	0.188	0.415	0.527	afenimpenina
underlay	0.521	0.365	0.458	ambaniny
underlie	0.323	0.378	0.275	underlie
underline	0.480	0.412	0.509	Mitsipika
underlying	0.480	0.445	0.452	fototra
undermine	0.316	0.491	0.413	hanimba
undermined	0.365	0.409	0.394	hampihena
underneath	0.450	0.265	0.158	ambany
underpaid	0.146	0.413	0.209	kely karama
underpants	0.448	0.473	0.276	pataloha
underprivileged	0.167	0.449	0.172	sahirana
underrated	0.208	0.520	0.333	underrated
underscore	0.375	0.275	0.306	asongadin'izany
undersea	0.545	0.490	0.425	ambany ranomasina
undersecretary	0.459	0.377	0.594	lefitra sekretera
undersized	0.316	0.425	0.298	tsy ampy habe
understaffed	0.148	0.444	0.302	tsy ampy mpiasa
understand	0.760	0.374	0.643	hahatakatra
understandable	0.776	0.363	0.566	mora azo
understanding	0.865	0.304	0.689	fahazavan-tsaina
understatement	0.347	0.480	0.473	fanambaniana
understood	0.780	0.441	0.686	nahatakatra
understudy	0.378	0.402	0.420	understudy
undertake	0.796	0.702	0.754	manatanteraka
undertaker	0.363	0.696	0.611	mpandraharaha
undertaking	0.667	0.530	0.696	teny fikasana
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	atin'akanjo
underwood	0.510	0.453	0.510	ambanin'ny hazo
underworld	0.177	0.676	0.613	davaka
underwrite	0.416	0.520	0.423	miantoka
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	mendrika
undesirable	0.177	0.644	0.260	faniry
undesired	0.156	0.441	0.235	tsy tiana
undetectable	0.438	0.539	0.604	tsy hita maso
undetected	0.224	0.304	0.268	tsy misy mahita
undetermined	0.265	0.256	0.353	tsy voafaritra
undeveloped	0.292	0.330	0.254	nobeazin'ny
undignified	0.122	0.627	0.308	tsy mendrika
undirected	0.330	0.417	0.310	tsy taritina
undisclosed	0.479	0.361	0.314	fantatra
undiscovered	0.438	0.347	0.261	tsy hita
undisputed	0.646	0.588	0.673	tsy iadian-kevitra
undisturbed	0.725	0.287	0.434	tony
undivided	0.510	0.380	0.490	tsy ankijanona
undo	0.365	0.444	0.349	Ravao
undoing	0.219	0.452	0.298	fikosehana
undoubted	0.592	0.461	0.740	tsy isalasalana
undress	0.438	0.900	0.336	Esory ny akanjo
undressed	0.375	0.755	0.356	nanala akanjo
undue	0.156	0.573	0.318	tafahoatra
undying	0.708	0.500	0.773	tsy mety lefy
unearned	0.177	0.340	0.213	tsy azo
unearth	0.427	0.635	0.545	manondraka
uneasiness	0.190	0.798	0.241	sadaikatra
uneasy	0.115	0.598	0.349	mahazo aina
uneducated	0.177	0.350	0.246	nahita fianarana
unemployed	0.094	0.481	0.230	tsy an'asa
unemployment	0.094	0.400	0.297	tsy fisian'asa
unencumbered	0.604	0.280	0.472	tsy voasakantsakana
unending	0.385	0.519	0.454	tsy manam-pahataperana
unequal	0.118	0.433	0.202	mitovy
unequalled	0.562	0.470	0.769	tsy manan-tsahala
unequivocal	0.604	0.415	0.615	misy ahiahy
unequivocally	0.521	0.668	0.554	mazava tsara
unethical	0.104	0.433	0.269	tsy etika
uneven	0.125	0.457	0.240	tsy mitovy
uneventful	0.510	0.343	0.410	tsy misy zava-mitranga
unexpected	0.500	0.720	0.333	tsy nampoizina
unexpectedly	0.354	0.759	0.462	tsy nampoizina
unexplainable	0.260	0.448	0.610	hazavaina
unexplained	0.271	0.531	0.349	voazava
unexplored	0.401	0.640	0.388	mbola tsy fantatra i
unfailing	0.625	0.635	0.594	mety levona
unfair	0.173	0.472	0.190	tsy ara-drariny
unfairness	0.170	0.817	0.336	tsy rariny
unfaithful	0.031	0.806	0.298	tsy nahatoky
unfamiliar	0.219	0.558	0.273	tsy mahazatra
unfavorable	0.133	0.450	0.232	sarotra aza
unfeeling	0.235	0.377	0.345	donto
unfettered	0.569	0.650	0.586	hanimba ny
unfinished	0.188	0.368	0.264	mbola tsy vita
unfit	0.250	0.368	0.185	mendrika
unflinching	0.667	0.606	0.882	tsy mivadika
unfold	0.612	0.510	0.520	namelabelatra
unfollow	0.281	0.337	0.293	tsy manaraka
unforeseen	0.255	0.714	0.500	tsy nampoizina
unforgettable	0.833	0.561	0.660	tsy hay hadinoina
unforgivable	0.276	0.743	0.490	tsy hahazoana famelan-
unforgiving	0.406	0.630	0.793	mpanontolo fo
unfortunate	0.073	0.487	0.195	mampalahelo
unfortunately	0.104	0.494	0.281	Indrisy
unfounded	0.271	0.520	0.410	tsy mitombina
unfreeze	0.458	0.297	0.375	mamaha
unfriendly	0.173	0.670	0.458	ninamana
unfulfilled	0.184	0.426	0.268	tanteraka
unfurnished	0.316	0.333	0.272	tsy misy fanaka
unglued	0.378	0.446	0.352	tsy voafehy
ungodly	0.296	0.423	0.388	ratsy fanahy
ungrateful	0.219	0.461	0.275	tsy mahay mankasitraka
unguarded	0.156	0.578	0.205	niambina
unhand	0.406	0.360	0.361	tsy tanana
unhappiness	0.083	0.630	0.222	tsy fahasambarana
unhappy	0.112	0.500	0.155	tsy faly
unharmed	0.740	0.378	0.491	soa aman-tsara
unhealthy	0.115	0.549	0.214	salama
unheard	0.344	0.539	0.500	fahita mihitsy izany
unhelpful	0.104	0.320	0.118	tsy manampy
unhindered	0.729	0.441	0.725	hiahotra
unholy	0.327	0.560	0.445	tsy manaja izay masina
unhook	0.375	0.592	0.310	esorina
unicorn	0.776	0.510	0.480	ombimanga
unidentified	0.385	0.361	0.199	tsy fantatra
unification	0.688	0.345	0.788	fampiraisan-tsaina
unified	0.729	0.439	0.764	miray
uniform	0.570	0.245	0.655	fanamiana
uniformed	0.469	0.519	0.589	fanamiana
uniformity	0.745	0.353	0.538	Mitovy
uniformly	0.625	0.333	0.704	mitovy ny
unimaginable	0.573	0.634	0.589	takatry ny saina
unimpeachable	0.684	0.550	0.784	tsy azo ialana
unimpeached	0.458	0.335	0.433	tsy voafehy
unimportant	0.281	0.240	0.175	misy dikany
unimpressed	0.198	0.302	0.327	Tsy nampihontsina
unimproved	0.163	0.377	0.144	tsy nohatsaraina
uninfected	0.688	0.304	0.389	tsy voan'ny aretina
uninformed	0.156	0.370	0.182	fantatrareo
uninhabited	0.301	0.230	0.221	antany
uninitiated	0.271	0.288	0.288	tsy fantatra
uninspired	0.163	0.243	0.260	tsindrimandry
unintelligible	0.208	0.472	0.283	tsy takatry ny saina
unintended	0.438	0.385	0.349	tsy nahy
unintentional	0.333	0.538	0.306	tsy nahy
unintentionally	0.460	0.490	0.286	tsy nahy
uninterested	0.365	0.240	0.328	tsy liana
uninteresting	0.153	0.235	0.228	hahaliana
uninterrupted	0.500	0.434	0.527	tsy tapaka
uninvited	0.090	0.385	0.307	nasaina
union	0.854	0.226	0.766	Union
unique	0.823	0.347	0.661	tsy manam-paharoa
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	miaraka
unit	0.562	0.235	0.578	vondrona
unitary	0.531	0.239	0.641	unitary
unite	0.781	0.375	0.610	mitambatra
united	0.781	0.431	0.783	tafaray
unity	0.837	0.288	0.658	firaisan-kina
universal	0.802	0.417	0.833	rehetra izao
universality	0.796	0.410	0.840	eran
universe	0.694	0.454	0.839	izao rehetra izao
university	0.735	0.574	0.741	Oniversite
unjust	0.115	0.625	0.278	tsy ara-drariny
unjustifiable	0.115	0.596	0.394	tsy azo hamarinina
unjustified	0.288	0.541	0.314	tsy rariny
unkind	0.135	0.409	0.310	ratsy fanahy
unknowable	0.347	0.540	0.396	tsy fantatra
unknown	0.357	0.450	0.204	TSY FANTATRA
unlawful	0.094	0.759	0.402	ara-dalàna
unleash	0.479	0.775	0.559	sanatria
unlicensed	0.306	0.574	0.196	tsy nahazoana alalana
unlike	0.439	0.439	0.418	Tsy toy ny
unlikely	0.271	0.293	0.245	inoana
unlimited	0.750	0.623	0.679	manam-petra
unlisted	0.365	0.265	0.218	tsy voatanisa
unload	0.656	0.639	0.573	notaterina
unloaded	0.469	0.380	0.331	namaha ny entana
unlock	0.582	0.442	0.592	hanalana ny hitsoka ao
unlucky	0.073	0.395	0.198	ratsy vintana
unmanageable	0.177	0.666	0.482	tsy azo fehezina
unmanned	0.235	0.441	0.324	tsy misy olona
unmarked	0.416	0.294	0.433	tsy voamarika
unmarried	0.438	0.480	0.545	tsy manam-bady
unmask	0.323	0.690	0.520	serasera
unmatched	0.776	0.536	0.771	tsy manan- tsahala
unmistakable	0.602	0.571	0.765	azo lavina
unmitigated	0.649	0.427	0.422	tsy misy fetra
unmoved	0.184	0.355	0.360	mihontsina
unnamed	0.316	0.189	0.284	tsy voalaza anarana
unnatural	0.153	0.587	0.434	voajanahary
unnecessary	0.219	0.358	0.190	tsy ilaina
unneeded	0.177	0.375	0.245	misy ilana azy
unnoticed	0.302	0.440	0.260	voamariky
unnumbered	0.406	0.255	0.331	tambo isaina
unobserved	0.398	0.255	0.257	tsy hita maso
unobstructed	0.583	0.440	0.573	tsy voasakana
unobtrusive	0.447	0.327	0.402	tsy mampaninona
unoccupied	0.258	0.245	0.412	tsy nodiavina
unofficial	0.260	0.302	0.255	ofisialy
unopened	0.542	0.340	0.265	potsiny
unopposed	0.615	0.375	0.537	tsy hisy mpanohitra
unordered	0.224	0.482	0.190	tsy voalamina
unorganised	0.250	0.500	0.212	unorganized
unorganized	0.260	0.657	0.173	unorganized
unorthodox	0.340	0.480	0.441	tsy mifanaraka amin'ny fahamendrehana
unpack	0.531	0.528	0.445	Vahao
unpaid	0.300	0.413	0.365	handraisam-bola
unparalleled	0.708	0.306	0.538	manam-paharoa
unpleasant	0.122	0.612	0.185	mahafinaritra
unpleasantness	0.062	0.724	0.264	tsy mahafinaritra
unplug	0.239	0.441	0.404	lahiny fakana herinaratra
unplugged	0.367	0.375	0.318	Unplugged
unpopular	0.073	0.441	0.164	tian'ny
unprecedented	0.500	0.491	0.658	mbola tsy nisy toy
unpredictable	0.429	0.769	0.515	ampoizina mihitsy
unprepared	0.204	0.450	0.152	tsy mbola vonona
unpretentious	0.510	0.296	0.410	tsy mihatsaravelatsihy
unproductive	0.100	0.324	0.237	mamokatra
unprofessional	0.042	0.370	0.170	matihanina
unprofitable	0.163	0.376	0.217	mahasoa
unprotected	0.150	0.582	0.197	voaaro
unproven	0.296	0.427	0.216	voaporofo
unprovoked	0.565	0.327	0.385	tsy misy antony
unpublished	0.406	0.480	0.481	tsy navoaka
unpunished	0.292	0.594	0.519	afa-maina
unqualified	0.170	0.433	0.173	tsy nahay
unquestionable	0.469	0.450	0.843	vadian-kevitra
unquestionably	0.500	0.630	0.750	tokoa
unquestioned	0.562	0.509	0.746	tsy isalasalana
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	namaha
unreachable	0.208	0.679	0.557	takatra
unread	0.458	0.240	0.214	mbola voavaky
unreal	0.173	0.431	0.296	mampino
unrealistic	0.229	0.500	0.245	azo tanterahina
unreasonable	0.115	0.702	0.264	tsy misaina
unrecorded	0.241	0.351	0.350	tsy voarakitra
unregistered	0.255	0.337	0.266	tsy voasoratra
unregulated	0.344	0.454	0.421	tsy voafehy
unrelated	0.302	0.270	0.264	tsy misy ifandraisany
unrelenting	0.500	0.790	0.875	-kijanona
unreliable	0.108	0.480	0.240	tsy azo antoka
unremarkable	0.271	0.155	0.230	niavaka loatra
unrepentant	0.240	0.445	0.413	tsy nibebaka
unrequited	0.143	0.441	0.179	tsy voavaly
unresolved	0.135	0.441	0.173	voavaha
unresponsive	0.108	0.282	0.244	tsy mihontsina
unrest	0.102	0.577	0.231	korontana
unrestrained	0.385	0.775	0.627	voafehy
unrestricted	0.698	0.458	0.644	tsy voafetra
unromantic	0.208	0.316	0.307	tsy romantika
unruly	0.240	0.745	0.547	maditra
unsafe	0.115	0.562	0.147	mampidi-doza
unsanitary	0.063	0.592	0.269	mahasalama
unsatisfactory	0.122	0.520	0.189	mahafa-po
unsatisfied	0.200	0.547	0.241	afa-po
unsavory	0.071	0.637	0.353	lalin-tsaina
unscathed	0.625	0.308	0.611	tsy naratra
unscheduled	0.312	0.436	0.300	tsy voalamina
unscientific	0.396	0.317	0.321	mifanipaka amin'ny siansa ny
unscrew	0.333	0.462	0.396	hanesorana
unscrupulous	0.094	0.727	0.465	maty eritreritra
unseat	0.229	0.500	0.312	hanongana
unseen	0.427	0.351	0.421	tsy hita maso
unselfish	0.615	0.353	0.377	fitiavan-tena
unsettled	0.208	0.647	0.170	sahiran-tsaina
unsightly	0.226	0.559	0.373	ratsy tarehy
unsolicited	0.094	0.339	0.280	torohevitra tamintsika aza
unsolved	0.146	0.390	0.235	voavaha
unsophisticated	0.327	0.491	0.339	tsy saro-pantarina
unsound	0.146	0.222	0.272	antoka ny zavatra resahin'ny
unspeakable	0.327	0.567	0.393	tsy hay lazaina
unspecified	0.240	0.365	0.165	Tsy lazaina
unspoken	0.177	0.260	0.208	tsy voalaza
unstable	0.167	0.587	0.150	miovaova
unsteady	0.122	0.500	0.190	miovaova
unstoppable	0.625	0.887	0.862	sakanana
unsuccessful	0.140	0.318	0.106	nahomby
unsuitable	0.188	0.528	0.300	nety
unsung	0.296	0.330	0.314	mpahalala
unsupervised	0.478	0.481	0.442	tsy voafehy
unsupported	0.260	0.450	0.221	sokafana
unsure	0.143	0.580	0.217	antoka
unsurpassed	0.694	0.569	0.798	manan-tsahala
unsuspecting	0.302	0.509	0.413	hahafantaran'ny
unsustainable	0.255	0.650	0.406	tsy maharitra
unsweetened	0.396	0.263	0.300	tsy mamy
unsympathetic	0.163	0.620	0.281	tsy miray fo
untamed	0.429	0.778	0.709	tsy voafehy
untenable	0.143	0.637	0.425	tsy azo hiaretana
untested	0.302	0.296	0.348	tsy voazaha toetra
unthinkable	0.365	0.480	0.481	mihitsy
untidy	0.106	0.610	0.254	mikorontana
untie	0.542	0.463	0.472	vahao
untimely	0.245	0.676	0.233	tonga volana
untitled	0.213	0.240	0.240	tsy misy lohateny
untold	0.240	0.367	0.191	tsy hay lazaina
untouchable	0.490	0.602	0.683	tsy azo kitihana
untouched	0.531	0.276	0.600	voakitika
untoward	0.122	0.555	0.291	tsy taitra
untraceable	0.321	0.674	0.574	tsy azo trandrahana
untrained	0.149	0.529	0.282	tsy zatra
untranslated	0.271	0.188	0.264	tsy voadika
untroubled	0.750	0.213	0.653	te hanimba
untrue	0.031	0.500	0.188	tsy marina
untrustworthy	0.097	0.449	0.287	azo itokisana
unturned	0.312	0.255	0.316	tsy nivadika
unused	0.344	0.231	0.234	maromaro
unusual	0.429	0.433	0.361	mahazatra
unusually	0.385	0.406	0.358	mahazatra
unutterable	0.406	0.592	0.538	tsy azo tenenina
unveil	0.439	0.442	0.562	hanazava
unveiling	0.569	0.570	0.675	fampisehoana
unverified	0.214	0.365	0.180	voamarina
unwanted	0.177	0.546	0.205	tsy ilaina
unwarranted	0.091	0.500	0.345	olon-dratsy
unwary	0.286	0.417	0.402	tsy mailo
unwashed	0.365	0.427	0.360	tsy misasa
unwavering	0.740	0.630	0.858	tsy azo hozongozonina
unwed	0.541	0.595	0.459	nanambady
unwelcome	0.115	0.480	0.269	tsy noraisina
unwell	0.143	0.640	0.221	tsy salama
unwilling	0.302	0.316	0.179	tsy nety
unwillingly	0.204	0.548	0.182	tsitrapo
unwillingness	0.204	0.311	0.113	Tsy nety
unwind	0.837	0.181	0.394	sorisory
unwise	0.141	0.610	0.304	tsy fahendrena
unwitting	0.260	0.526	0.344	nahy
unwittingly	0.312	0.510	0.264	tsy nahy
unworthy	0.194	0.433	0.226	tsy mendrika
unwrap	0.604	0.491	0.557	mamaha
unwritten	0.367	0.384	0.272	tsy voasoratra
unyielding	0.367	0.806	0.738	tsy mihozongozona
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	mazoto
upbringing	0.677	0.490	0.600	ny fomba nitaizana
upcoming	0.688	0.460	0.550	ho avy
update	0.698	0.535	0.802	vaovao farany
upgrade	0.786	0.500	0.670	hanatsarana
upheaval	0.290	0.830	0.570	korontana
uphill	0.396	0.723	0.572	manatrika ilay havoana
uphold	0.698	0.321	0.561	Tohano
upholstery	0.592	0.270	0.386	upholstery
upkeep	0.590	0.442	0.685	fikojakojana
upland	0.719	0.578	0.607	tani-hay
uplands	0.615	0.471	0.577	tany ambony
uplift	0.656	0.779	0.771	mankahery
uplifting	0.771	0.548	0.605	mitondra hery
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	fampitana
upper	0.740	0.529	0.868	ambony
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	fahasosorana
upright	0.667	0.373	0.600	mahitsy
uprising	0.561	0.777	0.704	fikomiana
uproar	0.271	0.902	0.462	tabataba
upscale	0.698	0.526	0.846	ambony
upset	0.071	0.680	0.330	tohina
upshot	0.693	0.490	0.716	vokatra
upstairs	0.663	0.408	0.645	ambony rihana
upstanding	0.851	0.390	0.708	mijoro
upstart	0.449	0.500	0.455	upstart
uptight	0.184	0.716	0.333	mihenjana
upward	0.792	0.481	0.620	miakatra
upwards	0.724	0.439	0.638	ambony
uranium	0.375	0.580	0.490	oraniôma
urban	0.561	0.528	0.644	an-drenivohitra
urchin	0.417	0.510	0.373	urchin
urge	0.418	0.680	0.653	faniriana
urgency	0.429	0.908	0.543	maika
urgent	0.327	0.918	0.623	MAIKA
urinal	0.214	0.510	0.306	urinal
urinalysis	0.344	0.532	0.398	urinalysis
urinate	0.360	0.500	0.353	mamitsaka
urination	0.271	0.441	0.232	urination
urine	0.375	0.361	0.169	fisotrony
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	azo ampiasaina
usage	0.646	0.360	0.426	fampiasana
use	0.438	0.358	0.409	Ampiasao
used	0.354	0.306	0.287	ampiasaina
useful	0.833	0.411	0.726	ilaina
usefully	0.650	0.481	0.760	mahasoa
usefulness	0.806	0.519	0.741	ilaina
useless	0.052	0.342	0.184	tsy misy ilàna azy
user	0.629	0.347	0.442	mpampiasa
usher	0.521	0.440	0.519	hampisy
usual	0.625	0.221	0.400	mahazatra
usurp	0.125	0.818	0.433	handrombaka
usurped	0.292	0.780	0.438	Nandrombaka
usury	0.344	0.679	0.430	zana-bola
utensil	0.573	0.279	0.383	fanaka
uterus	0.551	0.420	0.510	tranonjaza
utilitarian	0.427	0.363	0.639	utilitarian
utility	0.622	0.400	0.704	utility
utilization	0.562	0.469	0.706	fampiasana
utilize	0.694	0.445	0.545	mampiasa
utmost	0.719	0.740	0.858	izay rehetra azontsika atao
utopian	0.542	0.327	0.552	mitsingevana
utter	0.531	0.422	0.549	tanteraka
utterance	0.542	0.640	0.704	hoy i
utterly	0.633	0.440	0.673	tokoa
vacancy	0.643	0.311	0.418	toerana banga
vacant	0.578	0.220	0.464	banga
vacate	0.357	0.490	0.397	-pelatanany
vacation	0.840	0.490	0.598	vakansy
vaccination	0.530	0.578	0.621	vaksiny
vaccine	0.500	0.520	0.555	vaksiny
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	banga
vacuum	0.327	0.196	0.134	banga
vagabond	0.384	0.531	0.144	mpirenireny
vagina	0.551	0.870	0.500	fivaviana
vaginal	0.449	0.765	0.420	fivaviana
vagrancy	0.219	0.567	0.277	vagrancy
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	manjavozavo
vagueness	0.150	0.324	0.221	tsy mazava
vainly	0.365	0.283	0.169	zava-poana
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	lemaka amoron
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	Valentine
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	mahery
valid	0.693	0.353	0.565	manan-kery
validate	0.760	0.431	0.745	hanamafy
validation	0.655	0.460	0.720	fankatoavana
validity	0.646	0.470	0.706	mampanankery
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	-dohasaha
valor	0.833	0.442	0.763	mahery
valuable	0.899	0.547	0.798	manan-danja
valuables	0.790	0.625	0.759	zava-tsarobidy
valuation	0.615	0.480	0.795	hataonao tombany
value	0.875	0.582	0.802	zava-dehibe
valve	0.323	0.363	0.471	miditra tsimoramora
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampira
van	0.561	0.378	0.425	van
vandal	0.135	0.792	0.473	mpandrava
vandalism	0.083	0.904	0.509	fanimban-javatra
vane	0.561	0.280	0.231	vane
vanguard	0.693	0.640	0.780	vanguard
vanilla	0.706	0.216	0.284	lavanila
vanish	0.236	0.480	0.347	hanjavona
vanished	0.208	0.566	0.255	nanjavona
vanishing	0.292	0.550	0.322	ny manjavona
vanity	0.260	0.540	0.439	zava-poana
vanquish	0.708	0.760	0.804	handresy
vanquished	0.496	0.529	0.176	resy
vanquishing	0.600	0.748	0.764	mandresy
vantage	0.740	0.632	0.788	toerana
vapor	0.510	0.358	0.318	zavona
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	miovaova
variance	0.540	0.405	0.509	hampifandrafy
variation	0.635	0.561	0.406	fiovaovana
variations	0.458	0.548	0.353	fiovana
varicella	0.184	0.593	0.314	Nendram-
varicose	0.235	0.462	0.368	varicose
varied	0.604	0.701	0.472	isan-karazany
variegated	0.398	0.549	0.406	variegated
variety	0.714	0.472	0.598	Isan-karazany
various	0.500	0.296	0.342	isan-karazany
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	varnish
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	mitovy
varying	0.552	0.471	0.385	samihafa
vascular	0.516	0.451	0.627	lalan-dra
