English Word	Valence	Arousal	Dominance	Albanian Word
tetrahedral	0.595	0.468	0.423	tetraedral
text	0.604	0.157	0.402	teksti
textbook	0.622	0.235	0.526	teksti shkollor
textile	0.604	0.235	0.395	Tekstil
textural	0.660	0.296	0.445	teksturale
texture	0.615	0.215	0.412	teksturë
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	falenderim
thankful	0.969	0.344	0.714	falënderues
thankgod	0.823	0.451	0.466	faleminderit Zotit
thanking	0.917	0.538	0.658	duke falenderuar
thankless	0.146	0.500	0.497	mosmirënjohës
thanks	0.918	0.472	0.461	Faleminderit
thanksalot	0.908	0.428	0.525	faleminderit shume
thanksgiving	0.927	0.449	0.637	falenderim
thankyougod	0.900	0.446	0.651	faleminderit Zot
thankyoujesus	0.878	0.406	0.604	faleminderit jesus
thankyoulord	0.809	0.388	0.466	faleminderit zoti
thatch	0.337	0.245	0.161	kashtë
thatmoment	0.667	0.389	0.340	atë moment
thaumaturgy	0.510	0.546	0.618	taumaturgjia
thaw	0.438	0.321	0.327	shkrihet
theater	0.760	0.635	0.516	teatër
theatrical	0.720	0.690	0.546	teatrale
theatrics	0.694	0.539	0.486	teatrale
thebest	0.760	0.596	0.719	më e mira
theft	0.135	0.867	0.394	vjedhje
theism	0.460	0.431	0.481	teizmi
theistic	0.397	0.365	0.509	teiste
thelife	0.688	0.566	0.629	Jeta
thelittlethings	0.571	0.240	0.324	gjërat e vogla
theme	0.541	0.176	0.427	temë
theocracy	0.490	0.427	0.722	teokracia
theocratic	0.380	0.480	0.605	teokratike
theologian	0.521	0.304	0.759	teologu
theological	0.480	0.363	0.683	teologjike
theology	0.448	0.330	0.711	teologjisë
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teorike
theory	0.583	0.314	0.529	teori
therapeutic	0.625	0.275	0.680	terapeutike
therapeutics	0.552	0.343	0.625	terapeutike
therapist	0.468	0.430	0.679	terapist
therapy	0.490	0.353	0.607	terapi
thereabouts	0.427	0.365	0.285	aty për aty
thereof	0.542	0.265	0.281	të saj
therewith	0.462	0.317	0.398	me të
thermal	0.480	0.360	0.509	termike
thermocouple	0.406	0.406	0.422	termoçift
thermodynamics	0.510	0.594	0.678	termodinamika
thermometer	0.400	0.327	0.473	termometri
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	thesaurus
thesis	0.583	0.582	0.552	tezë
thick	0.449	0.433	0.596	trashë
thicken	0.406	0.398	0.509	trashen
thickening	0.448	0.355	0.434	trashje
thicket	0.385	0.373	0.324	gëmusha
thickness	0.552	0.370	0.443	trashësia
thief	0.088	0.888	0.443	hajduti
thigh	0.469	0.433	0.588	kofshë
thimble	0.490	0.192	0.218	këllëfë
thin	0.469	0.337	0.356	i hollë
thing	0.449	0.222	0.260	gjë
things	0.519	0.250	0.368	gjërat
thingy	0.458	0.312	0.158	gjësend
think	0.786	0.408	0.618	mendoj
thinker	0.706	0.386	0.764	mendimtar
thinking	0.720	0.308	0.595	duke menduar
third	0.551	0.187	0.304	e treta
thirds	0.402	0.327	0.345	të tretat
thirst	0.298	0.519	0.307	etje
thirsty	0.281	0.660	0.310	të etur
thirteen	0.459	0.385	0.331	trembëdhjetë
thirteenth	0.408	0.330	0.425	e trembëdhjetë
thirty	0.562	0.349	0.316	tridhjetë
thistle	0.427	0.423	0.357	gjembak
thither	0.500	0.270	0.316	atje
thong	0.467	0.596	0.269	tanga
thorn	0.296	0.541	0.427	gjemb
thorny	0.177	0.690	0.500	me gjemba
thorough	0.467	0.350	0.558	tërësor
thoroughbred	0.669	0.740	0.716	race të pastër
thoroughfare	0.582	0.481	0.490	rrugëkalim
thought	0.780	0.315	0.571	mendimi
thoughtful	0.667	0.290	0.527	i menduar
thoughtfulness	0.867	0.269	0.667	mendueshmëria
thoughtless	0.194	0.580	0.452	i pamenduar
thoughts	0.745	0.382	0.691	mendimet
thousand	0.663	0.355	0.480	mijë
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	filli
threat	0.135	0.865	0.667	kërcënim
threaten	0.104	0.958	0.590	kërcënojnë
threatened	0.052	0.928	0.354	kërcënuar
threatening	0.071	0.875	0.652	kërcënuese
three	0.653	0.225	0.377	tre
threefold	0.521	0.400	0.534	trefishtë
threesome	0.490	0.676	0.560	treshe
thresh	0.490	0.417	0.500	shirë
threshold	0.531	0.519	0.575	pragu
thrice	0.469	0.442	0.462	tri herë
thrift	0.760	0.217	0.649	kursim
thrifty	0.604	0.380	0.676	i begatë
thrill	0.888	0.837	0.711	emocion
thrilled	0.898	0.818	0.807	emocionuar
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	drithërues
thrive	0.948	0.529	0.772	lulëzojnë
thriving	0.865	0.521	0.779	lulëzuar
throat	0.350	0.538	0.346	fyt
throb	0.500	0.673	0.556	pulsim
throbbing	0.645	0.808	0.491	pulsuese
throes	0.146	0.760	0.235	vuajtjet
throne	0.724	0.606	0.887	fronin
throng	0.480	0.810	0.706	turmë
throttle	0.562	0.804	0.750	mbyt
throw	0.344	0.770	0.623	hedhin
throwback	0.280	0.454	0.356	kthim prapa
thrower	0.470	0.690	0.717	hedhës
thrown	0.500	0.550	0.619	hedhur
thrush	0.306	0.490	0.454	mëllenjë
thrust	0.510	0.647	0.663	shtytje
thruster	0.698	0.812	0.719	shtytës
thud	0.255	0.686	0.620	thumbim
thug	0.240	0.882	0.667	bandit
thumb	0.673	0.271	0.361	gishtin e madh
thumbprint	0.510	0.347	0.451	gjurmë gishti
thump	0.280	0.792	0.608	goditje e fortë
thumper	0.354	0.623	0.457	thumbues
thumping	0.214	0.755	0.566	duke goditur
thunder	0.296	0.916	0.526	bubullima
thunderbolt	0.418	0.719	0.642	rrufeja
thunderclap	0.390	0.833	0.607	bubullima
thundering	0.337	0.778	0.700	bubullimë
thunderstorm	0.135	0.860	0.784	stuhi
thunderstruck	0.194	0.716	0.509	i goditur me bubullimë
thwart	0.281	0.684	0.409	pengojnë
thx	0.562	0.425	0.461	flm
thyme	0.561	0.255	0.325	trumzë
thyroid	0.234	0.455	0.373	tiroide
tiara	0.719	0.300	0.472	diademë
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tik
tick	0.521	0.386	0.412	shënoni
ticked	0.469	0.386	0.455	i shënuar
ticker	0.479	0.471	0.509	tiker
ticket	0.684	0.387	0.434	biletë
tickle	0.760	0.727	0.342	gudulisin
tickled	0.755	0.707	0.364	gudulisej
ticklish	0.823	0.814	0.345	gudulisëse
tidal	0.592	0.539	0.519	baticore
tidal wave	0.240	0.894	0.736	dallgë jonormale
tidbit	0.552	0.382	0.385	gjë e mirë
tide	0.541	0.556	0.420	baticë
tidings	0.610	0.510	0.694	lajme
tidy	0.760	0.208	0.647	i rregullt
tie	0.663	0.464	0.431	kravatë
tier	0.520	0.245	0.560	niveli
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tigër
tighten	0.388	0.487	0.627	shtrëngoj
tightness	0.344	0.606	0.759	ngushtësi
tightrope	0.354	0.653	0.279	litar i ngushtë
tights	0.583	0.343	0.269	getat
tilde	0.520	0.314	0.321	tildë
tile	0.429	0.245	0.348	tjegull
tiling	0.600	0.330	0.315	tjegulla
till	0.490	0.327	0.319	deri në
tillage	0.552	0.591	0.540	punimin e tokës
tiller	0.448	0.410	0.290	bujqësi
tilt	0.365	0.549	0.463	anim
tilting	0.459	0.384	0.340	duke u anuar
timber	0.332	0.202	0.386	lëndë druri
timberland	0.550	0.415	0.571	tokë drunore
timbre	0.460	0.480	0.296	timbër
time	0.604	0.288	0.609	koha
timeless	0.408	0.468	0.583	pa kohë
timeliness	0.760	0.404	0.582	kohore
timely	0.865	0.387	0.591	në kohë
timeout	0.344	0.433	0.322	timeout
timepiece	0.650	0.279	0.461	mekanizëm sahati
timer	0.469	0.433	0.500	kohëmatës
times	0.490	0.279	0.439	herë
timetable	0.561	0.189	0.491	orarin
timewasters	0.391	0.535	0.291	harxhuesit e kohës
timid	0.327	0.276	0.132	i ndrojtur
timidity	0.333	0.358	0.153	ndrojtje
timing	0.521	0.311	0.577	koha
tin	0.469	0.370	0.217	kallaj
tincture	0.440	0.360	0.402	tinkturë
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	fletë metalike
tinge	0.469	0.292	0.264	nuancë
tingle	0.460	0.560	0.264	ndjesi shpimi gjilpërash
tingling	0.427	0.615	0.340	ndjesi shpimi gjilpërash
tinker	0.396	0.528	0.275	kallajxhi
tinkering	0.531	0.490	0.448	ngatërresë
tinkle	0.562	0.529	0.356	tingëllon
tinkling	0.612	0.530	0.324	kumbues
tinnitus	0.384	0.536	0.411	tringëllimë në veshët
tinsel	0.663	0.521	0.473	xhingël
tint	0.582	0.292	0.273	nuancë
tiny	0.479	0.196	0.125	i vogel
tip	0.708	0.221	0.518	bakshish
tipper	0.427	0.571	0.431	makineri
tipster	0.490	0.462	0.490	këshilltar
tipsy	0.510	0.625	0.570	i çuditshëm
tiptoe	0.510	0.490	0.407	majë të gishtave
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	gomë
tired	0.125	0.317	0.191	i lodhur
tiredness	0.387	0.408	0.242	lodhje
tiredofit	0.300	0.270	0.204	i lodhur
tireless	0.657	0.750	0.645	i palodhur
tiresome	0.240	0.542	0.153	e lodhshme
tiring	0.153	0.510	0.176	e lodhshme
tissue	0.558	0.236	0.345	indeve
tistheseason	0.646	0.548	0.435	këtë sezon
tit	0.402	0.539	0.388	cicë
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanik
titanium	0.520	0.470	0.704	titan
tithe	0.507	0.276	0.385	e dhjeta
title	0.708	0.356	0.574	titullin
titled	0.677	0.240	0.658	të titulluar
titty	0.561	0.548	0.294	cicëroj
titular	0.704	0.385	0.760	titullar
toad	0.302	0.452	0.196	zhaba
toast	0.740	0.382	0.356	dolli
toaster	0.542	0.337	0.387	thotë dolli
toasty	0.698	0.461	0.396	e thekur
tobacco	0.327	0.546	0.387	duhani
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	sot
toddler	0.812	0.469	0.368	vogëlush
toe	0.406	0.221	0.293	gishti i këmbës
toenail	0.530	0.380	0.306	thonjtë e këmbës
toffee	0.658	0.510	0.396	kafe
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	së bashku
togetherness	0.906	0.360	0.635	bashkim
toil	0.558	0.510	0.583	mundim
toilet	0.490	0.290	0.233	tualet
toils	0.480	0.710	0.482	mundimet
token	0.510	0.418	0.414	shenjë
tolerable	0.750	0.350	0.374	e tolerueshme
tolerance	0.875	0.206	0.649	tolerancës
tolerant	0.765	0.192	0.618	tolerant
tolerate	0.724	0.430	0.588	tolerojë
toleration	0.776	0.442	0.727	tolerimi
toll	0.296	0.422	0.453	taksë
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	domate
tomatoes	0.615	0.240	0.272	domate
tomb	0.112	0.500	0.343	varri
tombstone	0.204	0.441	0.311	gur varri
tomcat	0.520	0.412	0.386	macja e vogël
tome	0.429	0.316	0.492	për mua
tomorrow	0.792	0.377	0.407	nesër
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	ton
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	darë
tongs	0.500	0.459	0.321	darë
tongue	0.542	0.432	0.482	gjuha
tonic	0.541	0.360	0.500	tonik
tonnage	0.323	0.382	0.590	tonazhit
tonsils	0.347	0.373	0.283	bajamet
toocold	0.420	0.550	0.379	shume ftohte
tool	0.490	0.350	0.594	mjet
toolbox	0.531	0.316	0.472	kutia e veglave
tooling	0.510	0.406	0.634	vegla pune
toomuchtodo	0.420	0.688	0.355	shumë i prekshëm
toot	0.500	0.481	0.373	shumë
tooth	0.439	0.250	0.367	dhëmb
toothache	0.188	0.853	0.412	dhimbje dhëmbi
toothbrush	0.517	0.330	0.321	furçë dhëmbësh
toothed	0.449	0.394	0.352	të dhëmbëzuara
toothless	0.312	0.541	0.272	pa dhëmbë
toothpaste	0.510	0.290	0.371	pastë dhëmbësh
toothpick	0.561	0.216	0.185	kruese dhëmbësh
toots	0.552	0.480	0.451	dhëmbëza
top	0.760	0.400	0.554	krye
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	temë
topical	0.561	0.340	0.500	aktuale
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografike
topographical	0.438	0.350	0.538	topografike
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	rrëzoj
topside	0.708	0.466	0.598	pjesa e sipërme
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	pishtari
torment	0.057	0.750	0.387	mundimi
tormented	0.071	0.855	0.323	i munduar
torn	0.153	0.510	0.283	të grisura
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	silur
torque	0.466	0.375	0.406	çift rrotullues
torrent	0.541	0.745	0.676	përrua
torrid	0.281	0.625	0.517	i zjarrtë
torsion	0.312	0.651	0.402	përdredhje
torso	0.408	0.394	0.473	bust
tort	0.229	0.635	0.455	delikti
tortious	0.312	0.724	0.491	deliktore
tortoise	0.673	0.078	0.250	breshkë
tortuous	0.194	0.755	0.382	i përdredhur
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	i torturuar
toss	0.418	0.725	0.575	hedh
tot	0.602	0.431	0.311	gjithsej
total	0.771	0.286	0.714	total
totality	0.688	0.443	0.717	tërësia
totally	0.820	0.422	0.702	totalisht
tote	0.510	0.398	0.625	ngarkesë
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	prekje
touchdown	0.667	0.770	0.586	prekje
touched	0.592	0.380	0.404	i prekur
touching	0.760	0.439	0.491	prekëse
touchy	0.323	0.510	0.343	prekëse
tough	0.344	0.588	0.742	i ashpër
toughen	0.458	0.683	0.711	ashpërsoj
toughness	0.552	0.618	0.837	ashpërsia
toupee	0.323	0.270	0.324	xhufkë
tour	0.663	0.545	0.543	turne
tourism	0.823	0.531	0.545	turizmin
tourist	0.745	0.480	0.430	turistike
tourmaline	0.448	0.513	0.441	turmalinë
tournament	0.694	0.740	0.611	turneun
tourniquet	0.335	0.521	0.398	turniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	tërheqje
towel	0.630	0.208	0.286	peshqir
tower	0.606	0.380	0.644	kullë
towering	0.500	0.690	0.806	i tmerrshëm
town	0.551	0.299	0.627	qytet
townhouse	0.622	0.400	0.443	shtëpi në qytet
township	0.531	0.292	0.667	vendbanim
townspeople	0.677	0.466	0.569	banorë të qytetit
toxic	0.008	0.885	0.492	toksike
toxicity	0.104	0.865	0.491	toksiciteti
toxicology	0.302	0.736	0.574	toksikologjisë
toxin	0.115	0.654	0.456	toksina
toy	0.878	0.420	0.275	lodër
toymaker	0.755	0.510	0.536	lodërbërës
trace	0.573	0.346	0.483	gjurmë
traceable	0.602	0.370	0.535	të gjurmueshme
tracer	0.573	0.327	0.645	gjurmues
traces	0.482	0.448	0.389	gjurmët
trachea	0.448	0.509	0.387	trake
tracing	0.418	0.591	0.565	gjurmimi
track	0.448	0.433	0.526	udhë
tracker	0.398	0.744	0.731	gjurmues
tract	0.406	0.422	0.339	traktit
tractable	0.635	0.500	0.469	e traktueshme
traction	0.429	0.585	0.648	tërheqje
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	tregtisë
trademark	0.667	0.344	0.750	markë tregtare
trader	0.562	0.632	0.854	tregtar
tradesman	0.531	0.431	0.664	tregtar
trading	0.635	0.602	0.705	tregtare
tradition	0.830	0.430	0.750	traditë
traditional	0.677	0.221	0.604	tradicionale
traffic	0.323	0.559	0.518	trafiku
traffic light	0.490	0.469	0.479	semafori
trafficking	0.250	0.710	0.399	trafikimit
tragedies	0.100	0.910	0.442	tragjedive
tragedy	0.052	0.843	0.340	tragjedi
tragic	0.048	0.904	0.396	tragjike
trail	0.600	0.322	0.455	gjurmët
trailer	0.541	0.490	0.473	rimorkio
train	0.666	0.705	0.620	treni
train set	0.604	0.598	0.464	komplet treni
trained	0.771	0.538	0.645	të trajnuar
trainee	0.627	0.408	0.352	praktikant
trainer	0.698	0.719	0.824	trajner
training	0.714	0.776	0.788	trajnimi
trait	0.469	0.365	0.453	tipar
traitor	0.112	0.796	0.491	tradhtar
traitorous	0.073	0.745	0.412	tradhtar
trajectory	0.653	0.558	0.779	trajektorja
tram	0.667	0.628	0.492	tramvaj
tramp	0.108	0.510	0.182	endacak
trample	0.235	0.764	0.562	shkelin
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	tramvaj
trance	0.469	0.481	0.382	ekstazë
tranquil	0.917	0.094	0.355	i qetë
tranquility	0.840	0.135	0.442	qetësi
tranquilizer	0.510	0.236	0.596	qetësues
transact	0.521	0.625	0.680	bëj transaksione
transaction	0.650	0.577	0.579	transaksion
transatlantic	0.724	0.596	0.706	transatlantike
transceiver	0.510	0.490	0.537	marrës
transcend	0.604	0.771	0.726	kapërcej
transcendence	0.656	0.608	0.754	transcendencë
transcendent	0.667	0.600	0.824	transcendent
transcendental	0.635	0.652	0.842	transcendentale
transcribe	0.500	0.394	0.573	transkriptoj
transcriber	0.490	0.420	0.615	transkriptues
transcript	0.639	0.398	0.528	transkript
transcription	0.592	0.455	0.615	transkriptimi
transfer	0.702	0.490	0.519	transferimi
transference	0.592	0.294	0.551	transferimi
transferred	0.480	0.450	0.409	të transferuara
transfixed	0.427	0.660	0.528	i fiksuar
transform	0.735	0.667	0.696	transformoj
transformation	0.796	0.618	0.770	transformimi
transformer	0.582	0.582	0.723	transformator
transfusion	0.417	0.730	0.557	transfuzionit
transgression	0.158	0.890	0.611	shkelje
transient	0.510	0.405	0.430	kalimtare
transistor	0.480	0.480	0.444	tranzistor
transit	0.439	0.590	0.588	tranzit
transition	0.605	0.561	0.558	tranzicionit
transitional	0.573	0.472	0.491	kalimtare
transitive	0.479	0.377	0.414	kalimtare
transitory	0.438	0.450	0.407	kalimtare
translate	0.604	0.423	0.462	përkthejnë
translation	0.633	0.435	0.598	përkthimi
translator	0.760	0.412	0.473	përkthyes
translocation	0.367	0.612	0.564	zhvendosje
translucent	0.600	0.500	0.389	i tejdukshëm
transmission	0.688	0.490	0.611	transmetim
transmit	0.836	0.581	0.673	transmetojnë
transmitter	0.520	0.511	0.719	transmetues
transmutation	0.438	0.740	0.737	shndërrim
transom	0.375	0.385	0.417	tërthore
transparency	0.847	0.260	0.587	transparencës
transparent	0.542	0.330	0.667	transparente
transplant	0.445	0.806	0.620	transplantim
transplantation	0.531	0.694	0.610	transplantim
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	transporti
transportation	0.667	0.560	0.472	transporti
transporter	0.615	0.625	0.750	transportues
transpose	0.440	0.585	0.467	transpozoj
transposition	0.312	0.451	0.555	transpozim
transsexual	0.264	0.815	0.423	transeksual
transverse	0.429	0.429	0.525	tërthore
transvestite	0.270	0.675	0.373	transvestiti
trap	0.104	0.610	0.391	kurth
trapdoor	0.094	0.670	0.462	trapdoor
trapeze	0.542	0.625	0.566	trapez
trapped	0.135	0.615	0.380	të bllokuar
trapper	0.296	0.654	0.491	kurth
trapping	0.333	0.621	0.491	kurth
trappings	0.458	0.462	0.370	zbukurime
traps	0.235	0.673	0.481	kurthe
trash	0.163	0.541	0.154	plehra
trashy	0.071	0.380	0.161	e kotë
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatike
travail	0.500	0.677	0.620	mundim
travel	0.931	0.689	0.535	Udhëtim
traveler	0.837	0.571	0.700	udhëtar
traveling	0.900	0.750	0.582	duke udhëtuar
traverse	0.571	0.590	0.629	përshkuar
travesty	0.354	0.644	0.407	travesti
trawl	0.255	0.590	0.464	trale
trawler	0.316	0.430	0.405	peshkarexha
tray	0.549	0.250	0.345	tabaka
treacherous	0.112	0.815	0.402	i pabesë
treachery	0.104	0.852	0.448	tradhëti
tread	0.510	0.520	0.426	shkel
treadmill	0.459	0.636	0.436	rutine
treason	0.094	0.806	0.552	tradhëti
treasure	0.927	0.592	0.821	thesar
treasured	0.849	0.471	0.730	i çmuar
treasurer	0.694	0.456	0.755	arkëtar
treasures	0.867	0.771	0.842	thesare
treasury	0.812	0.541	0.736	thesarit
treat	0.573	0.571	0.436	trajtoj
treatable	0.780	0.302	0.560	e trajtueshme
treatise	0.604	0.407	0.613	traktat
treatment	0.663	0.386	0.620	trajtimi
treaty	0.646	0.382	0.667	traktat
treble	0.358	0.471	0.466	trefishi
tree	0.670	0.118	0.442	pemë
trees	0.653	0.137	0.537	pemët
trek	0.469	0.530	0.535	udhëtim
trellis	0.299	0.500	0.389	kafaz
tremble	0.177	0.878	0.388	dridhem
trembling	0.177	0.824	0.324	duke u dridhur
tremendous	0.600	0.888	0.773	e jashtëzakonshme
tremendously	0.719	0.722	0.661	jashtëzakonisht
tremor	0.104	0.833	0.455	dridhje
trench	0.429	0.760	0.429	llogore
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	në trend
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	drithërimë
trespass	0.229	0.670	0.613	shkelje
triad	0.469	0.413	0.528	treshe
triage	0.398	0.433	0.479	triazhi
trial	0.438	0.663	0.612	gjyq
triangle	0.562	0.269	0.352	trekëndëshi
triangular	0.430	0.320	0.397	trekëndëshi
triangulate	0.408	0.380	0.517	trekëndësh
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	fisnore
tribe	0.664	0.486	0.516	fisi
tribulation	0.448	0.612	0.484	vuajtje
tribunal	0.410	0.670	0.797	gjykatës
tribune	0.610	0.585	0.556	tribunë
tributary	0.615	0.463	0.616	degë
tribute	0.684	0.573	0.700	haraç
trick	0.542	0.700	0.409	mashtrim
trickery	0.146	0.798	0.336	mashtrim
trickle	0.500	0.196	0.231	rrjedhin
trickster	0.375	0.680	0.446	mashtrues
tricky	0.219	0.651	0.500	i ndërlikuar
tricycle	0.633	0.402	0.368	triçikletë
trident	0.403	0.606	0.609	treshe
trifle	0.271	0.296	0.221	vogëlsirë
trifling	0.375	0.418	0.183	i parëndësishëm
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	shkas
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	trilion
trilogy	0.615	0.520	0.664	trilogji
trim	0.500	0.466	0.430	shkurtoj
trimester	0.783	0.336	0.538	tremujori
trimmer	0.260	0.548	0.529	makinë prerëse
trimming	0.500	0.478	0.325	zvogëlimi
trine	0.396	0.365	0.317	trinë
trinity	0.635	0.346	0.660	trinitet
trinket	0.521	0.352	0.368	xhingël
trio	0.521	0.613	0.473	treshe
trip	0.875	0.643	0.538	udhëtim
tripartite	0.500	0.480	0.539	trepalëshe
tripe	0.312	0.361	0.438	treshe
triple	0.585	0.385	0.481	trefishtë
triplet	0.622	0.510	0.618	treshe
triplicate	0.684	0.545	0.717	trefishuar
tripod	0.406	0.388	0.483	trekëmbësh
tripping	0.276	0.594	0.293	kërcitje
trite	0.458	0.418	0.290	i rëndomtë
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	triumfojnë
triumphant	0.949	0.837	0.972	triumfues
trivia	0.690	0.490	0.473	vogëlsira
trivial	0.406	0.387	0.337	i parëndësishëm
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	karrocë
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	trupa
trooper	0.458	0.694	0.713	ushtar
troops	0.385	0.718	0.804	trupat
trophy	0.947	0.643	0.676	trofe
tropic	0.740	0.529	0.536	tropikale
tropical	0.740	0.461	0.509	tropikal
tropics	0.740	0.383	0.412	tropikët
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	telashe
troubled	0.167	0.627	0.385	i trazuar
troublemaker	0.260	0.900	0.596	ngatërrestar
troubles	0.051	0.854	0.269	telashet
troublesome	0.283	0.894	0.404	i mundimshëm
trough	0.500	0.308	0.340	lug
troupe	0.625	0.406	0.557	trupë
trousers	0.625	0.314	0.442	pantallona
trout	0.516	0.387	0.298	trofta
trowel	0.470	0.418	0.250	mistri
truce	0.688	0.441	0.453	armëpushimi
truck	0.531	0.368	0.546	kamion
trucker	0.494	0.609	0.500	kamionist
truckload	0.480	0.450	0.534	kamion ngarkuar
truculent	0.210	0.731	0.498	trukulente
true	0.896	0.436	0.777	e vertete
truelove	0.860	0.600	0.587	dashuri e vërtetë
truffle	0.677	0.323	0.418	tartufi
truism	0.521	0.422	0.480	truizëm
trump	0.640	0.716	0.898	atu
trumpet	0.573	0.570	0.393	bori
trumpeter	0.673	0.600	0.676	trumpetist
truncate	0.323	0.600	0.412	cungoj
truncated	0.316	0.602	0.439	i cunguar
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	trungu
truss	0.521	0.482	0.569	amanet
trust	0.888	0.547	0.741	besim
trustee	0.531	0.442	0.658	administrues i besuar
trusting	0.857	0.508	0.750	duke besuar
trustworthy	0.969	0.315	0.824	i besueshëm
trusty	0.863	0.398	0.696	i besueshëm
truth	0.971	0.400	0.685	të vërtetën
truthful	0.708	0.467	0.807	i vërtetë
truthfulness	0.920	0.549	0.808	vërtetësinë
