English Word	Valence	Arousal	Dominance	Cebuano Word
scoff	0.125	0.686	0.306	pagbiaybiay
scold	0.194	0.755	0.626	Gikasab-an
scolding	0.071	0.833	0.417	pagpanguyab
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	scoop
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	scooter
scope	0.656	0.386	0.718	kasangkaran
scorch	0.214	0.689	0.491	makasunog
scorching	0.406	0.635	0.464	makapaso
score	0.670	0.388	0.589	iskor
scoreboard	0.667	0.484	0.472	scoreboard
scorer	0.730	0.608	0.764	tig-iskor
scores	0.594	0.469	0.629	mga iskor
scorn	0.110	0.721	0.356	pagtamay
scorned	0.062	0.529	0.226	gibiaybiay
scornful	0.173	0.608	0.368	mabiaybiayon
scorpion	0.198	0.745	0.600	tanga
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	bastos
scour	0.388	0.602	0.632	panghasi
scourge	0.214	0.640	0.302	hampak
scout	0.656	0.611	0.763	scout
scowl	0.302	0.600	0.413	pagkurog
scrabble	0.625	0.412	0.399	scrabble
scram	0.306	0.485	0.409	scram
scramble	0.469	0.744	0.500	ilogay
scrambled	0.451	0.535	0.539	nagkurog
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	pagkurog
scrap	0.156	0.339	0.173	scrap
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	kiskisan
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	pagkiskis
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	scratch
scratchy	0.235	0.610	0.436	gasgas
scrawny	0.276	0.422	0.245	kulot
scream	0.188	0.863	0.594	singgit
screamer	0.156	0.670	0.392	singgit
screaming	0.245	0.901	0.460	nagsiyagit
screech	0.214	0.802	0.306	singgit
screen	0.670	0.300	0.417	screen
screening	0.562	0.570	0.709	screening
screenplay	0.500	0.406	0.518	screenplay
screenwriter	0.571	0.500	0.712	screenwriter
screw	0.385	0.460	0.377	tornilyo
screwball	0.271	0.680	0.505	screwball
screwdriver	0.520	0.519	0.439	screwdriver
screwed	0.302	0.520	0.464	gibalibaran
screwy	0.344	0.596	0.450	gubot
screwyou	0.260	0.647	0.509	manguyab nimo
scribble	0.429	0.453	0.358	pagsulat
scribe	0.541	0.264	0.491	eskriba
scrimmage	0.367	0.660	0.411	pag-scrimmage
scrip	0.430	0.462	0.455	skrip
script	0.610	0.450	0.527	script
scriptural	0.551	0.250	0.596	kasulatan
scripture	0.745	0.270	0.630	kasulatan
scroll	0.375	0.630	0.409	linukot nga basahon
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	pagkubkob
scrounger	0.323	0.490	0.358	scronger
scrub	0.417	0.420	0.500	scrub
scruffy	0.194	0.435	0.176	gubot
scrumptious	0.959	0.650	0.566	lamian
scrupulous	0.545	0.685	0.602	mabinantayon
scrutinize	0.458	0.587	0.573	susiha
scrutiny	0.500	0.653	0.658	pagsusi
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	kagubot
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	eskultor
sculpture	0.750	0.346	0.490	pagkulit
sculptured	0.708	0.373	0.557	kinulit
scum	0.357	0.380	0.218	hugaw
scumbag	0.240	0.591	0.278	bugoy
scurry	0.398	0.647	0.509	pagkurog
scurvy	0.354	0.462	0.312	scurvy
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	dagat
seaboard	0.663	0.356	0.507	baybayon
seafood	0.656	0.500	0.328	seafood
seagull	0.635	0.245	0.314	seagull
seal	0.490	0.218	0.518	selyo
seals	0.412	0.241	0.402	mga selyo
seam	0.427	0.250	0.414	tinahi
seaman	0.520	0.510	0.672	seaman
seamless	0.459	0.140	0.302	walay tinahian
seamstress	0.535	0.288	0.389	mananahi
seaport	0.594	0.317	0.491	pantalan
sear	0.490	0.553	0.600	sear
search	0.635	0.580	0.462	pangitaa
searching	0.534	0.657	0.466	pagpangita
searchlight	0.622	0.510	0.552	searchlight
seared	0.229	0.410	0.398	gisunog
seashore	0.796	0.310	0.375	baybayon
seasick	0.115	0.683	0.245	nalingaw sa dagat
seaside	0.887	0.520	0.508	daplin sa dagat
season	0.792	0.410	0.519	panahon
seasonal	0.592	0.273	0.305	seasonal
seasoned	0.812	0.570	0.509	tinimplahan
seasoning	0.633	0.388	0.479	panimpla
seat	0.542	0.281	0.434	lingkoranan
seatbelt	0.656	0.314	0.726	seatbelt
seating	0.552	0.265	0.286	paglingkod
seawater	0.760	0.197	0.491	tubig sa dagat
seaweed	0.446	0.286	0.382	sagbot sa dagat
sec	0.490	0.385	0.380	sec
secession	0.323	0.561	0.509	pagbulag
secluded	0.357	0.265	0.240	nahimulag
seclusion	0.230	0.558	0.505	pag-inusara
second	0.490	0.210	0.250	ikaduha
second cousin	0.698	0.360	0.441	ikaduhang ig-agaw
secondary	0.636	0.375	0.260	sekondarya
secondhand	0.194	0.389	0.283	secondhand
secrecy	0.294	0.549	0.475	sekreto
secret	0.479	0.580	0.509	sekreto
secretariat	0.518	0.459	0.597	secretariat
secretary	0.612	0.426	0.561	sekretaryo
secrete	0.427	0.567	0.518	itago
secretion	0.354	0.582	0.529	pagtago
secretive	0.390	0.250	0.538	sekreto
secretly	0.525	0.404	0.479	sa tago
sect	0.265	0.667	0.526	sekta
sectarian	0.260	0.606	0.517	sekta
section	0.500	0.269	0.421	seksyon
sectional	0.427	0.415	0.464	sectional
sector	0.594	0.190	0.569	sektor
secular	0.463	0.461	0.520	sekular
secularism	0.367	0.440	0.559	sekularismo
secure	0.844	0.380	0.914	luwas
securities	0.750	0.304	0.852	mga securities
security	0.837	0.360	0.821	seguridad
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	makapakalma
sedation	0.510	0.270	0.398	pagpakalma
sedative	0.314	0.273	0.352	makapakalma
sedentary	0.292	0.185	0.273	naglingkod
sedge	0.406	0.396	0.339	sedge
sediment	0.438	0.306	0.372	linugdang
sedimentary	0.398	0.265	0.500	sedimentaryo
sedition	0.327	0.557	0.591	sedisyon
seduce	0.462	0.864	0.689	manghaylo
seducer	0.704	0.812	0.775	tighaylo
seducing	0.569	0.794	0.708	paghaylo
seduction	0.510	0.891	0.618	panghaylo
seductive	0.771	0.821	0.667	madanihon
see	0.635	0.269	0.312	tan-awa
seed	0.656	0.135	0.306	liso
seedling	0.406	0.343	0.423	seedling
seeds	0.731	0.269	0.418	mga liso
seedy	0.229	0.390	0.325	lisoon
seek	0.622	0.429	0.482	pangitaa
seeker	0.646	0.464	0.553	tigpangita
seem	0.471	0.302	0.298	daw
seemingly	0.490	0.410	0.356	daw
seer	0.604	0.481	0.740	manalagna
seesaw	0.570	0.559	0.410	seesaw
seething	0.312	0.821	0.642	naglagot
segment	0.469	0.290	0.440	bahin
segregate	0.290	0.627	0.440	ilain
segregated	0.164	0.575	0.411	gilain
segregation	0.302	0.545	0.390	paglainlain
seismic	0.323	0.925	0.578	seismic
seize	0.656	0.644	0.673	dakpon
seizure	0.177	0.775	0.462	pagpangilog
seldom	0.323	0.379	0.287	panagsa ra
select	0.615	0.406	0.602	pilia
selection	0.594	0.340	0.595	pagpili
selective	0.612	0.347	0.706	pilion
selectman	0.552	0.547	0.609	pilion
selenium	0.469	0.408	0.336	selenium
self	0.704	0.370	0.500	kaugalingon
selfharm	0.350	0.620	0.407	makadaot sa kaugalingon
selfish	0.061	0.637	0.495	hakog
selfishness	0.200	0.686	0.453	pagkahakog
selfless	0.521	0.235	0.396	walay kaugalingon
selflove	0.854	0.630	0.661	gugma sa kaugalingon
selfworth	0.704	0.460	0.594	bili sa kaugalingon
sell	0.618	0.608	0.605	ibaligya
seller	0.635	0.471	0.635	tigbaligya
sellout	0.398	0.490	0.465	ibaligya
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantika
semaphore	0.552	0.374	0.598	semaphore
semblance	0.500	0.471	0.442	panagway
semen	0.500	0.755	0.471	semilya
semester	0.521	0.327	0.482	semester
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semiawtomatiko
semicolon	0.378	0.255	0.318	semicolon
seminal	0.459	0.413	0.566	semilya
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	seminaryo
semiotics	0.449	0.417	0.596	semiotics
senate	0.490	0.349	0.836	senado
senator	0.391	0.422	0.821	senador
send	0.663	0.480	0.537	ipadala
sender	0.542	0.449	0.509	nagpadala
senescence	0.378	0.456	0.394	pagkatigulang
senile	0.280	0.211	0.305	tigulang na
senior	0.561	0.415	0.536	tigulang
seniority	0.408	0.427	0.602	pagkatigulang
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	pagbati
sensational	0.938	0.827	0.858	sensational
sense	0.781	0.417	0.474	pagbati
senseless	0.125	0.388	0.136	walay salabutan
senses	0.740	0.461	0.693	mga pagbati
sensibility	0.583	0.423	0.448	pagkasensitibo
sensible	0.625	0.454	0.312	maalamon
sensibly	0.786	0.337	0.396	maalamon
sensitive	0.714	0.426	0.254	sensitibo
sensitivity	0.750	0.417	0.395	pagkasensitibo
sensor	0.571	0.377	0.542	sensor
sensory	0.583	0.480	0.442	sensory
sensual	0.730	0.790	0.642	mahilayon
sensuality	0.844	0.840	0.632	kahilayan
sensuous	0.854	0.798	0.625	sensuous
sentence	0.625	0.265	0.548	sentensiya
sentencing	0.120	0.782	0.561	pagsentensiya
sentient	0.583	0.417	0.363	pagbati
sentiment	0.765	0.451	0.639	pagbati
sentimental	0.583	0.378	0.312	sentimental
sentimentality	0.771	0.548	0.319	sentimentalidad
sentinel	0.531	0.602	0.845	sentinel
sentry	0.470	0.547	0.684	guwardiya
separable	0.469	0.390	0.368	mabulag
separate	0.240	0.514	0.349	bulag
separately	0.310	0.365	0.368	gilain
separation	0.198	0.592	0.409	panagbulag
separatist	0.245	0.627	0.537	separatista
sepia	0.448	0.270	0.345	sepya
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	sumpay
sequence	0.543	0.350	0.529	pagkasunodsunod
sequent	0.531	0.423	0.591	sunodsunod
sequestered	0.160	0.863	0.427	gisequester
sequestration	0.177	0.860	0.500	pagsakmit
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	serendipity
serene	0.802	0.132	0.370	malinawon
serenity	0.900	0.122	0.557	kalinaw
sergeant	0.408	0.600	0.833	sarhento
serial	0.469	0.350	0.472	Serial
serialize	0.500	0.455	0.593	pag-serye
series	0.622	0.431	0.420	sunod-sunod nga
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	seryoso
seriousness	0.439	0.365	0.750	pagkaseryoso
sermon	0.417	0.507	0.615	wali
serpent	0.115	0.696	0.679	bitin
serpentine	0.576	0.646	0.329	bitin
serrated	0.388	0.435	0.418	may saging
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	alagad
serve	0.622	0.400	0.384	pag-alagad
server	0.656	0.356	0.536	server
service	0.684	0.408	0.535	serbisyo
serviceable	0.834	0.400	0.684	magamit
servile	0.439	0.327	0.415	ulipon
servitude	0.250	0.490	0.250	pagkaulipon
sesame	0.673	0.250	0.382	sesame
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	sesyon
sessions	0.646	0.578	0.650	mga sesyon
set	0.521	0.482	0.630	gitakda
setback	0.198	0.451	0.250	kapakyasan
sett	0.560	0.413	0.500	gibutang
setter	0.541	0.455	0.473	setter
settle	0.833	0.520	0.772	husayon
settled	0.521	0.510	0.473	nahusay
settlement	0.635	0.412	0.723	husay
settler	0.573	0.453	0.519	settler
settlor	0.531	0.434	0.534	tigpuyo
setup	0.667	0.398	0.635	setup
seven	0.672	0.265	0.373	pito
seventeen	0.585	0.296	0.321	napulog pito
seventh	0.500	0.245	0.288	ikapito
seventy	0.625	0.353	0.446	kapitoan
sever	0.156	0.635	0.451	magputol
severable	0.406	0.451	0.398	mabulag
severally	0.719	0.298	0.600	ubay-ubay
severance	0.396	0.620	0.541	pagkaputol
severe	0.164	0.735	0.635	grabe
severely	0.219	0.673	0.700	grabe
severity	0.260	0.712	0.661	kagrabe
sew	0.510	0.340	0.340	pagtahi
sewage	0.255	0.343	0.339	hugaw
sewer	0.286	0.367	0.282	imburnal
sewerage	0.208	0.450	0.198	imburnal
sewing	0.625	0.337	0.356	pagpanahi
sex	0.803	0.939	0.704	sekso
sexist	0.255	0.798	0.411	sexist
sexual	0.584	0.959	0.640	seksuwal
sexuality	0.670	0.898	0.657	sekswalidad
sexy	0.865	0.945	0.802	sexy
shabby	0.235	0.519	0.259	hugaw
shack	0.396	0.425	0.339	payag
shackle	0.276	0.580	0.414	gapos
shade	0.388	0.265	0.278	landong
shades	0.490	0.300	0.380	mga shade
shading	0.420	0.324	0.318	shading
shadow	0.302	0.343	0.158	anino
shadowy	0.135	0.373	0.330	landong
shady	0.323	0.509	0.375	landong
shaft	0.549	0.275	0.472	baras
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	balhiboon
shake	0.439	0.689	0.539	uyog
shakedown	0.286	0.692	0.481	pag-uyog
shaken	0.344	0.657	0.333	giuyog
shaker	0.520	0.728	0.518	tiguyog
shaking	0.275	0.849	0.255	pagkurog
shaky	0.260	0.734	0.223	nagkurog
shall	0.510	0.385	0.412	mao
shallow	0.427	0.298	0.351	mabaw
shallows	0.388	0.368	0.368	mabaw
sham	0.354	0.602	0.395	limbong
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	nagkaguliyang
shame	0.060	0.670	0.155	kaulaw
shamed	0.135	0.567	0.218	maulaw
shameful	0.040	0.680	0.264	makauulaw
shameless	0.274	0.713	0.407	walay kaulaw
shampoo	0.604	0.180	0.250	shampoo
shanghai	0.551	0.450	0.509	shanghai
shank	0.530	0.393	0.286	shank
shanty	0.427	0.459	0.255	shanty
shape	0.592	0.240	0.422	porma
shapely	0.771	0.441	0.830	porma
shard	0.388	0.407	0.426	tipik
share	0.759	0.548	0.545	share
shareholder	0.656	0.632	0.915	shareholder
sharing	0.827	0.462	0.545	pagpaambit
shark	0.260	0.845	0.596	iho
sharp	0.459	0.585	0.585	mahait
sharpen	0.582	0.694	0.611	pagpahait
sharpened	0.573	0.647	0.727	gipahait
sharpener	0.532	0.435	0.327	panghait
sharpness	0.729	0.385	0.653	kahait
sharpshooter	0.240	0.929	0.764	sharpshooter
shatter	0.108	0.821	0.464	makaguba
shattered	0.097	0.806	0.309	nabuak
shattering	0.135	0.760	0.475	makaguba
shave	0.521	0.410	0.480	kiskisan
shaver	0.418	0.450	0.392	shaver
shaving	0.500	0.469	0.353	pagpamalbas
shawl	0.720	0.365	0.230	panyo
sheaf	0.396	0.387	0.456	binangan
shear	0.286	0.647	0.388	paggunting
shears	0.429	0.527	0.254	mga gunting
sheath	0.460	0.314	0.342	sakoban
sheathing	0.378	0.480	0.642	pagputos
shed	0.427	0.402	0.470	sibsibanan
sheen	0.812	0.510	0.712	kahayag
sheep	0.604	0.206	0.161	mga karnero
sheepdog	0.684	0.442	0.529	iro sa karnero
sheepish	0.326	0.441	0.205	mga karnero
sheer	0.604	0.250	0.481	yano
sheet	0.439	0.174	0.302	panid
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	estante
shell	0.615	0.408	0.391	kabhang
shellfish	0.594	0.412	0.393	kinhason
shelling	0.337	0.917	0.773	pagpangalot
shelter	0.704	0.229	0.569	kapuy-an
sheltered	0.590	0.377	0.717	gitagoan
shelters	0.582	0.333	0.482	mga puy-anan
shelved	0.306	0.166	0.321	gi-estante
shepherd	0.656	0.304	0.610	magbalantay sa karnero
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	sheriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	taming
shift	0.479	0.610	0.491	pagbalhin
shifting	0.518	0.548	0.546	pagbalhin
shifty	0.365	0.687	0.483	nagbalhinbalhin
shilling	0.521	0.342	0.430	shilling
shimmer	0.745	0.562	0.656	pagsidlak
shimmering	0.844	0.648	0.904	naggilakgilak
shimmy	0.478	0.476	0.462	shimmy
shin	0.459	0.500	0.231	shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	pagsidlak
shiner	0.740	0.510	0.556	tigsidlak
shingle	0.510	0.200	0.410	shingle
shining	0.885	0.673	0.812	nagsidlak
shiny	0.885	0.604	0.787	sinaw
ship	0.646	0.500	0.439	barko
shipment	0.582	0.440	0.452	kargamento
shipping	0.622	0.327	0.443	pagpadala
shipshape	0.594	0.480	0.474	porma sa barko
shipwreck	0.268	0.768	0.373	pagkalunod sa barko
shipyard	0.398	0.583	0.595	barko
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	kamiseta
shit	0.000	0.678	0.294	shit
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	hugaw
shithead	0.120	0.645	0.302	kabuang
shitless	0.271	0.545	0.333	walay lingaw
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	pinaka buang
shitty	0.020	0.679	0.163	bastos
shiver	0.260	0.765	0.236	mangurog
shivering	0.122	0.663	0.373	nagkurog
shoals	0.396	0.408	0.375	shoals
shock	0.286	0.821	0.453	kakurat
shocked	0.292	0.773	0.375	nakurat
shocker	0.235	0.804	0.616	makapakurat
shocking	0.378	0.853	0.833	makapakurat
shockingly	0.510	0.924	0.721	makapakurat
shoddy	0.082	0.463	0.179	kabus
shoe	0.517	0.225	0.288	sapatos
shoelace	0.396	0.280	0.307	higot sa sapatos
shoemaker	0.396	0.269	0.491	tigbuhat ug sapatos
shoes	0.729	0.324	0.210	sapatos
shoeshine	0.392	0.387	0.325	sapatos nga sinaw
shook	0.163	0.759	0.509	nangurog
shoot	0.092	0.926	0.625	pagpusil
shooter	0.224	0.814	0.774	tigpamusil
shooting	0.276	0.931	0.602	pagpamusil
shootout	0.080	0.927	0.615	shootout
shop	0.725	0.632	0.565	tindahan
shopkeeper	0.677	0.510	0.730	tindera
shoplifter	0.167	0.830	0.500	kawatan
shoplifting	0.152	0.833	0.441	pagpangawat
shopper	0.646	0.615	0.741	mamalitay
shopping	0.915	0.445	0.630	pagpamalit
shore	0.542	0.304	0.204	baybayon
shoreline	0.677	0.296	0.529	baybayon
shorn	0.396	0.415	0.400	giputol
short	0.184	0.264	0.237	mubo
short story	0.697	0.321	0.348	mubo nga istorya
shortage	0.094	0.455	0.198	kakulangon
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	kakulangan
shortcut	0.594	0.308	0.426	laktoranan
shorten	0.302	0.382	0.460	mumubo
shortening	0.286	0.333	0.385	pagpamubo
shorthand	0.459	0.450	0.461	shorthand
shortly	0.582	0.310	0.360	sa dili madugay
shortness	0.459	0.280	0.272	pagkamubo
shorts	0.622	0.481	0.287	shorts
shortstop	0.418	0.529	0.450	shortstop
shortwave	0.460	0.271	0.368	shortwave
shot	0.144	0.750	0.569	gipusil
shotgun	0.200	0.868	0.684	shotgun
shoulder	0.562	0.286	0.406	abaga
shout	0.229	0.925	0.444	singgit
shove	0.306	0.690	0.602	iduso
shovel	0.427	0.308	0.267	pala
shoveling	0.265	0.620	0.537	pagpala
show	0.673	0.771	0.719	ipakita
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	pasundayag
showdown	0.302	0.950	0.692	showdown
shower	0.669	0.346	0.336	pagligo
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	nagpakita
showoff	0.344	0.598	0.463	showoff
showroom	0.740	0.441	0.536	showroom
showy	0.698	0.657	0.661	pasundayag
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	giputol
shrew	0.306	0.463	0.390	shrew
shrewd	0.551	0.673	0.816	maalamon
shriek	0.459	0.827	0.491	singgit
shrill	0.312	0.721	0.640	saba
shrimp	0.571	0.361	0.425	hipon
shrine	0.802	0.255	0.574	shrine
shrink	0.385	0.453	0.272	mokunhod
shrinking	0.190	0.400	0.217	pagkupos
shrivel	0.160	0.409	0.143	manguros
shroud	0.417	0.457	0.389	tabon
shrub	0.531	0.340	0.340	kahoykahoy
shrubbery	0.490	0.267	0.332	kahoykahoy
shrug	0.208	0.296	0.278	huyhoy
shrunk	0.163	0.354	0.218	mikunhod
shrunken	0.500	0.373	0.221	mikunhod
shudder	0.344	0.791	0.559	mangurog
shuddering	0.302	0.802	0.638	nagkurog
shuffle	0.459	0.450	0.556	shuffle
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	pag-shuffling
shun	0.418	0.604	0.389	likayan
shunned	0.271	0.464	0.367	gilikayan
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	sirado
shutdown	0.173	0.367	0.418	pagsira
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	shutit
shutter	0.191	0.380	0.482	shutter
shuttle	0.531	0.591	0.547	shuttle
shutup	0.333	0.560	0.491	paghilom
shy	0.280	0.153	0.132	maulawon
shyness	0.312	0.265	0.246	pagkamaulawon
shyster	0.292	0.567	0.424	maulawon
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	igsoon
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	masakiton
sickbay	0.296	0.510	0.345	sakitbay
sicken	0.051	0.500	0.294	nagsakit
sickening	0.074	0.618	0.259	makapasakit
sickle	0.427	0.585	0.370	galab
sickly	0.188	0.550	0.191	masakiton
sickness	0.094	0.704	0.288	sakit
side	0.439	0.288	0.395	kilid
sidearm	0.410	0.474	0.500	sidearm
sidebar	0.469	0.364	0.405	sidebar
sideboard	0.590	0.259	0.426	sideboard
sideburns	0.777	0.327	0.308	sideburns
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	sideline
sideshow	0.458	0.594	0.658	sideshow
sidestep	0.378	0.559	0.407	sidestep
sidewalk	0.479	0.192	0.348	sidewalk
sideways	0.788	0.245	0.291	kilid
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	paglikos
siesta	0.740	0.046	0.295	siesta
sieve	0.459	0.250	0.333	salaan
sift	0.542	0.412	0.461	pag-ayag
sifting	0.571	0.469	0.474	pag-ayag
sigh	0.469	0.387	0.273	panghupaw
sight	0.684	0.250	0.528	panan-aw
sighting	0.582	0.560	0.627	pagtan-aw
sightseeing	0.875	0.552	0.697	pagsuroy-suroy
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	timaan
signal	0.615	0.417	0.464	signal
signature	0.570	0.422	0.657	pirma
significance	0.820	0.460	0.644	kamahinungdanon
significant	0.827	0.649	0.786	mahinungdanon
signification	0.583	0.337	0.530	kahulogan
signify	0.453	0.422	0.634	nagpasabot
signpost	0.510	0.400	0.446	karatula
silence	0.438	0.200	0.223	kahilom
silencer	0.417	0.356	0.482	tigpahilom
silent	0.469	0.125	0.280	hilom
silently	0.448	0.185	0.306	sa hilom
silhouette	0.582	0.410	0.288	silweta
silicon	0.439	0.448	0.445	silikon
silicone	0.480	0.340	0.333	silikon
silk	0.760	0.115	0.300	seda
silken	0.730	0.265	0.394	seda
silky	0.802	0.397	0.271	seda
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	kabuang
silly	0.384	0.349	0.161	binuang
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	silt
silver	0.684	0.451	0.615	pilak
silverware	0.663	0.365	0.409	mga gamit nga pilak
silvery	0.543	0.460	0.517	pilak
similar	0.562	0.250	0.423	susama
similarity	0.729	0.255	0.518	pagkaparehas
simile	0.615	0.363	0.464	simile
simmer	0.650	0.293	0.393	simmer
simmering	0.382	0.613	0.412	nag-simmer
simple	0.653	0.130	0.314	yano
simples	0.724	0.240	0.263	mga simple
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	kayano
simplify	0.565	0.347	0.602	pasimplehon
simplistic	0.490	0.245	0.391	simplistic
simply	0.535	0.148	0.393	yano
simulate	0.551	0.375	0.417	simulate
simulated	0.500	0.461	0.356	gisundog
simulating	0.552	0.462	0.481	pagsundog
simulation	0.552	0.574	0.567	simulation
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	dungan
simultaneously	0.656	0.490	0.609	dungan
sin	0.177	0.712	0.449	sala
sincere	0.918	0.265	0.725	sinsero
sincerity	0.908	0.351	0.686	sinseridad
sinful	0.143	0.788	0.417	makasasala
sing	0.858	0.606	0.420	mokanta
singer	0.802	0.735	0.628	mag-aawit
singing	0.885	0.594	0.528	pagkanta
single	0.291	0.354	0.259	ulitawo
singly	0.553	0.354	0.466	tagsa-tagsa
singular	0.610	0.302	0.482	singular
singularity	0.582	0.348	0.654	singularidad
singularly	0.571	0.330	0.527	singular
sinister	0.125	0.896	0.581	daotan
sink	0.375	0.439	0.322	lababo
sinker	0.302	0.557	0.538	tiglunod
sinking	0.135	0.439	0.342	pagkaunlod
sinner	0.237	0.667	0.356	makasasala
sinning	0.170	0.700	0.422	pagpakasala
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	paghigop
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	paghigop
sir	0.622	0.306	0.778	sir
sire	0.854	0.452	0.808	ginoo
siren	0.570	0.627	0.500	sirena
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	bayot
sister	0.916	0.324	0.562	igsoon nga babaye
sisterhood	0.837	0.415	0.696	panag-igsoonay
sit	0.561	0.230	0.368	lingkod
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	site
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	tig lingkod
sitting	0.561	0.146	0.353	naglingkod
situate	0.510	0.310	0.483	ibutang
situated	0.542	0.231	0.543	nahimutang
situation	0.531	0.387	0.600	sitwasyon
six	0.500	0.154	0.271	unom
sixpence	0.469	0.417	0.463	sixpence
sixteen	0.583	0.290	0.324	napulog unom
