English Word	Valence	Arousal	Dominance	Japanese Word
slump	0.194	0.438	0.130	スランプ
slur	0.115	0.814	0.427	スラー
slurp	0.540	0.528	0.411	啜る
slush	0.427	0.283	0.296	スラッシュ
slut	0.071	0.808	0.309	ふしだらな女
slutty	0.224	0.810	0.371	ふしだらな
sly	0.573	0.690	0.750	ずるい
smack	0.323	0.662	0.381	スマック
small	0.542	0.205	0.120	小さな
smaller	0.300	0.310	0.179	小さい
smallest	0.281	0.340	0.129	最小
smallpox	0.156	0.583	0.222	天然痘
smart	0.906	0.607	0.923	頭いい
smartass	0.364	0.520	0.620	知ったかぶり
smarten	0.602	0.490	0.551	賢くする
smarty	0.673	0.510	0.848	賢い
smash	0.195	0.692	0.530	スマッシュ
smashed	0.143	0.660	0.256	壊した
smattering	0.448	0.460	0.500	散らばっている
smear	0.230	0.433	0.400	にじませる
smell	0.510	0.520	0.330	匂い
smelling	0.458	0.481	0.349	臭い
smelly	0.100	0.528	0.245	臭い
smelt	0.333	0.441	0.345	ワカサギ
smidgen	0.367	0.385	0.357	かすかな
smile	0.906	0.598	0.618	笑顔
smiled	0.949	0.530	0.536	微笑んだ
smiles	0.892	0.606	0.607	笑顔
smiley	0.865	0.470	0.571	スマイリー
smiling	0.981	0.679	0.625	にこやか
smirk	0.792	0.596	0.583	ニヤニヤ
smite	0.303	0.846	0.682	スマイト
smith	0.677	0.333	0.529	スミス
smithereens	0.281	0.561	0.409	鍛冶屋
smitten	0.153	0.760	0.204	打たれた
smock	0.429	0.250	0.250	スモック
smog	0.271	0.480	0.382	スモッグ
smoke	0.188	0.500	0.391	煙
smoker	0.208	0.528	0.311	喫煙者
smokey	0.494	0.462	0.430	スモーキー
smoking	0.176	0.557	0.384	喫煙
smoky	0.459	0.420	0.327	スモーキー
smoldering	0.635	0.781	0.764	くすぶり
smooch	0.796	0.731	0.491	スムーチ
smooth	0.823	0.127	0.281	スムーズ
smoothie	0.806	0.333	0.281	スムージー
smoothly	0.821	0.134	0.488	スムーズに
smoothness	0.833	0.221	0.412	滑らかさ
smother	0.292	0.685	0.420	窒息させる
smudge	0.327	0.429	0.245	にじみ
smug	0.198	0.552	0.587	独善的
smuggle	0.194	0.775	0.570	密輸
smuggler	0.062	0.867	0.645	密輸業者
smuggling	0.229	0.783	0.510	密輸
smut	0.357	0.360	0.349	スマット
snack	0.646	0.407	0.345	スナック
snacks	0.781	0.480	0.306	おやつ
snafu	0.375	0.549	0.274	スナフ
snag	0.417	0.250	0.339	ひっかかり
snags	0.177	0.721	0.490	思わぬ障害
snail	0.480	0.104	0.296	カタツムリ
snake	0.276	0.750	0.549	ヘビ
snakes	0.176	0.662	0.606	ヘビ
snakeskin	0.276	0.696	0.391	ヘビ皮
snap	0.344	0.517	0.352	スナップ
snapper	0.417	0.429	0.245	スナッパー
snappy	0.573	0.592	0.418	きびきび
snapshot	0.573	0.578	0.588	スナップショット
snare	0.229	0.850	0.466	スネア
snarl	0.430	0.787	0.455	うなる
snarling	0.312	0.704	0.491	うなる
snatch	0.219	0.861	0.691	スナッチ
snatcher	0.122	0.867	0.563	ひったくり
snazzy	0.735	0.370	0.660	おしゃれ
sneak	0.281	0.745	0.449	こっそり
sneaker	0.794	0.479	0.389	スニーカー
sneakers	0.604	0.548	0.349	スニーカー
sneaking	0.203	0.755	0.545	こっそり
sneaky	0.240	0.740	0.560	卑劣な
sneer	0.133	0.755	0.345	冷笑する
sneeze	0.271	0.442	0.336	くしゃみ
sneezing	0.434	0.570	0.345	くしゃみ
snicker	0.708	0.693	0.409	スニッカー
snide	0.186	0.723	0.455	皮肉
sniff	0.396	0.500	0.318	嗅ぐ
snip	0.417	0.327	0.268	をちょきちょきと切る
snipe	0.198	0.915	0.491	狙撃
sniper	0.167	0.870	0.853	狙撃兵
snippet	0.612	0.410	0.368	スニペット
snippy	0.418	0.491	0.481	ぎこちない
snitch	0.300	0.598	0.333	スニッチ
snob	0.296	0.520	0.309	スノッブ
snoop	0.134	0.740	0.434	詮索
snoopy	0.573	0.534	0.291	スヌーピー
snooty	0.390	0.455	0.446	スヌーティー
snooze	0.235	0.357	0.282	スヌーズ
snore	0.245	0.610	0.481	いびき
snorkel	0.510	0.470	0.327	スノーケル
snort	0.469	0.531	0.413	鼻を鳴らす
snot	0.214	0.340	0.269	鼻水
snotty	0.180	0.382	0.200	鼻くそ
snout	0.276	0.385	0.241	鼻
snow	0.667	0.363	0.309	雪
snowball	0.717	0.444	0.321	スノーボール
snowboard	0.663	0.680	0.511	スノーボード
snowboarder	0.719	0.754	0.545	スノーボーダー
snowday	0.602	0.500	0.440	雪の日
snowfall	0.675	0.280	0.455	降雪
snowflake	0.748	0.192	0.260	スノーフレーク
snowing	0.586	0.490	0.387	雪が降る
snowmageddon	0.375	0.575	0.472	スノーマゲドン
snowman	0.776	0.291	0.323	雪だるま
snowplow	0.449	0.480	0.493	除雪機
snowstorm	0.204	0.833	0.629	吹雪
snowy	0.656	0.304	0.357	雪に覆われた
snub	0.229	0.412	0.228	鼻であしらう
snubbed	0.265	0.528	0.279	こすられた
snuff	0.357	0.470	0.377	嗅ぎタバコ
snug	0.867	0.173	0.500	ぴったり
snuggle	0.781	0.390	0.350	寄り添う
snuggled	0.552	0.439	0.314	寄り添った
snuggles	0.670	0.340	0.287	寄り添う
snuggling	0.683	0.585	0.373	寄り添う
soak	0.480	0.370	0.240	浸す
soaked	0.365	0.462	0.358	ずぶ濡れ
soaking	0.438	0.324	0.375	浸漬
soangry	0.327	0.650	0.482	怒っている
soannoyed	0.271	0.529	0.426	とてもイライラした
soap	0.531	0.163	0.311	石鹸
soapbox	0.500	0.415	0.393	せっけん箱
soapy	0.552	0.373	0.355	せっけん
soar	0.790	0.740	0.718	舞い上がる
soaring	0.708	0.704	0.650	高騰
sob	0.115	0.480	0.212	すすり泣く
sober	0.729	0.216	0.568	しらふ
soblessed	0.542	0.395	0.287	とても祝福された
sobriety	0.680	0.310	0.583	しらふ
soc	0.427	0.431	0.380	社会
soccer	0.698	0.837	0.644	サッカー
sociable	0.854	0.459	0.627	社交的
social	0.806	0.370	0.614	社交
socialanxiety	0.270	0.588	0.426	社会不安
socialism	0.510	0.500	0.560	社会主義
socialist	0.448	0.400	0.543	社会主義者
socialite	0.684	0.668	0.570	社交家
socialize	0.907	0.683	0.726	社交する
society	0.674	0.464	0.782	社会
sociology	0.615	0.439	0.694	社会学
sociopath	0.104	0.863	0.439	社会病質者
sock	0.500	0.167	0.290	靴下
socket	0.583	0.469	0.377	ソケット
sod	0.427	0.383	0.333	芝
soda	0.688	0.314	0.364	ソーダ
soda/pop	0.581	0.410	0.382	ソーダ/ポップ
sodding	0.240	0.500	0.400	芝刈り
sodium	0.490	0.340	0.291	ナトリウム
sofa	0.583	0.106	0.263	ソファー
soft	0.760	0.179	0.232	柔らかい
softball	0.735	0.630	0.518	ソフトボール
soften	0.694	0.194	0.392	柔らかくする
softener	0.745	0.300	0.373	柔軟剤
softening	0.700	0.255	0.361	軟化
softly	0.517	0.206	0.304	そっと
softness	0.875	0.086	0.402	柔らかさ
software	0.561	0.280	0.570	ソフトウェア
soggy	0.312	0.350	0.241	ねっとり
sohappy	0.949	0.673	0.681	とても幸せ
soil	0.350	0.180	0.356	土
soiled	0.106	0.529	0.213	汚れた
soiree	0.729	0.692	0.578	夜会
sojourn	0.514	0.243	0.509	滞在
solace	0.776	0.294	0.453	慰め
solar	0.622	0.452	0.645	太陽
solarium	0.602	0.356	0.421	ソラリウム
solder	0.439	0.510	0.611	半田
soldering	0.573	0.536	0.538	はんだ付け
soldier	0.392	0.708	0.768	兵隊
sole	0.427	0.194	0.279	唯一
solemn	0.708	0.370	0.709	厳粛な
solicit	0.620	0.490	0.604	勧誘する
solicitation	0.612	0.519	0.415	勧誘
solicitor	0.600	0.479	0.802	弁護士
solid	0.667	0.304	0.763	個体
solidarity	0.792	0.407	0.781	連帯
solidification	0.480	0.500	0.827	凝固
solidified	0.633	0.415	0.745	固まった
solidify	0.583	0.318	0.754	固まる
solidity	0.745	0.444	0.850	堅牢性
solitaire	0.365	0.227	0.279	ソリティア
solitary	0.224	0.202	0.268	孤独な
solitude	0.208	0.226	0.358	孤独
solo	0.438	0.190	0.325	ソロ
solubility	0.506	0.360	0.442	溶解度
soluble	0.542	0.272	0.409	溶ける
solucky	0.573	0.529	0.615	運がとてもいいね
solution	0.790	0.339	0.664	解決
solve	0.656	0.530	0.688	解決する
solvency	0.604	0.296	0.605	支払い能力
solvent	0.635	0.316	0.573	溶媒
somad	0.429	0.490	0.463	ソマド
somatic	0.438	0.406	0.444	体性
somber	0.184	0.500	0.380	くすんだ
some anticipation	0.423	0.482	0.472	いくつかの期待
some disgust	0.094	0.657	0.321	いくつかの嫌悪感
some surprise	0.827	0.849	0.500	いくつかの驚き
some trust	0.594	0.451	0.547	ある程度の信頼
somersault	0.214	0.769	0.519	宙返り
somethingigetalot	0.573	0.567	0.509	何かイタロット
somewhat negative	0.208	0.480	0.150	ややネガティブ
somewhat positive	0.920	0.510	0.667	ややポジティブ
somuchtodo	0.510	0.598	0.441	やることが山ほど
son	0.792	0.365	0.528	息子
sonar	0.541	0.480	0.414	ソナー
sonata	0.643	0.406	0.425	ソナタ
sonervous	0.344	0.655	0.373	とても緊張
song	0.854	0.413	0.500	歌
songwriter	0.844	0.558	0.713	ソングライター
sonic	0.594	0.500	0.481	ソニック
sonice	0.500	0.356	0.421	ソニス
sonnet	0.718	0.294	0.404	ソネット
sonorous	0.646	0.580	0.442	響き渡る
soot	0.375	0.328	0.292	すす
soothe	0.817	0.194	0.412	なだめる
soothing	0.625	0.179	0.519	なだめるような
sophisticated	0.865	0.481	0.845	洗練された
sophistication	0.792	0.472	0.704	洗練
sophomore	0.653	0.415	0.427	2年生
sopissed	0.276	0.577	0.433	うんざりした
soppy	0.510	0.355	0.297	ねっとり
soprano	0.552	0.550	0.685	ソプラノ
sorcerer	0.377	0.633	0.632	魔術師
sorcery	0.279	0.740	0.640	魔術
sordid	0.219	0.555	0.447	汚い
sore	0.094	0.650	0.224	痛み
soready	0.622	0.500	0.545	すでに
sorely	0.284	0.727	0.370	ひどく
soreness	0.113	0.843	0.302	痛み
sorghum	0.469	0.358	0.420	ソルガム
sorority	0.635	0.637	0.627	女子学生クラブ
sorrow	0.052	0.235	0.164	悲しみ
sorrowful	0.049	0.422	0.163	悲しい
sorry	0.406	0.362	0.212	ごめん
sort	0.673	0.389	0.674	選別
sorter	0.594	0.412	0.823	ソーター
sortie	0.490	0.450	0.311	出撃
sorting	0.469	0.400	0.642	並べ替え
sos	0.354	0.675	0.386	ソス
soscared	0.229	0.652	0.319	すごくこわい
soscary	0.301	0.660	0.414	超怖い
soslow	0.347	0.312	0.284	とても遅いです
sostressed	0.435	0.481	0.578	ストレスを感じた
sosweet	0.755	0.354	0.417	とても甘い
sothankful	0.729	0.526	0.418	とても感謝しています
sou	0.480	0.390	0.412	そう
soul	0.770	0.220	0.510	魂
soulful	0.755	0.331	0.500	ソウルフル
soulless	0.125	0.591	0.400	ソウルレス
soulmate	0.890	0.500	0.628	ソウルメイト
sound	0.765	0.623	0.398	音
sounding	0.690	0.500	0.558	鳴っている
soundness	0.780	0.377	0.893	健全性
soundproof	0.490	0.390	0.409	防音
soundtrack	0.630	0.559	0.518	サウンドトラック
soup	0.602	0.245	0.269	スープ
sour	0.276	0.594	0.373	酸っぱい
source	0.740	0.318	0.684	ソース
sourpuss	0.188	0.620	0.382	サワーパス
south	0.562	0.265	0.429	南
southbound	0.510	0.370	0.395	南行き
southeast	0.510	0.283	0.413	南東
southern	0.552	0.269	0.370	南方の
southpaw	0.542	0.389	0.404	サウスポー
southwest	0.406	0.314	0.355	南西
souvenir	0.844	0.311	0.466	お土産
sovereign	0.698	0.500	0.885	主権者
sovereignty	0.719	0.529	0.886	主権
soviet	0.347	0.580	0.536	ソビエト
sow	0.667	0.430	0.446	種をまく
soy	0.438	0.250	0.286	大豆
soy sauce	0.573	0.382	0.318	醤油
soybean	0.521	0.250	0.293	大豆
spa	0.622	0.151	0.386	スパ
space	0.800	0.317	0.573	スペース
spacecraft	0.646	0.698	0.680	宇宙船
spaceman	0.688	0.577	0.848	宇宙飛行士
spaceship	0.643	0.781	0.664	宇宙船
spacing	0.621	0.425	0.507	間隔
spacious	0.880	0.365	0.557	広々とした
spade	0.469	0.667	0.529	スペード
spaghetti	0.729	0.353	0.288	スパゲッティ
spam	0.188	0.354	0.304	スパム
spammers	0.354	0.500	0.418	スパマー
span	0.521	0.330	0.528	スパン
spandex	0.429	0.520	0.429	スパンデックス
spaniel	0.561	0.435	0.385	スパニエル
spank	0.112	0.882	0.642	たたく
spanking	0.194	0.736	0.392	スパンキング
spar	0.417	0.438	0.536	スパー
spare	0.552	0.398	0.411	予備の
spareribs	0.635	0.431	0.395	スペアリブ
sparingly	0.510	0.353	0.518	控えめに
spark	0.688	0.745	0.529	スパーク
sparkle	0.819	0.765	0.510	輝く
sparkling	0.700	0.418	0.598	きらめく
sparkly	0.885	0.590	0.726	キラキラ
sparring	0.292	0.870	0.704	スパーリング
sparrow	0.583	0.460	0.327	すずめ
sparse	0.240	0.367	0.209	まばらな
spasm	0.194	0.594	0.366	けいれん
spastic	0.240	0.541	0.491	痙性
spat	0.427	0.413	0.309	唾を吐く
spatial	0.604	0.625	0.645	空間的な
spatter	0.292	0.630	0.315	はね
spatula	0.302	0.198	0.369	へら
spawn	0.542	0.586	0.709	スポーン
spaz	0.443	0.500	0.268	スパーズ
speak	0.765	0.472	0.500	話す
speakeasy	0.680	0.536	0.442	もぐり酒場
speaker	0.604	0.660	0.723	スピーカー
speakerphone	0.531	0.569	0.560	スピーカーフォン
speaking	0.753	0.590	0.575	話し中
spear	0.510	0.601	0.500	槍
spec	0.583	0.426	0.691	スペック
special	0.844	0.602	0.730	特別な
specialist	0.760	0.562	0.877	専門家
speciality	0.854	0.470	0.885	専門
specialize	0.776	0.540	0.861	特化する
specially	0.847	0.398	0.714	特別に
specialty	0.724	0.479	0.783	専門
specie	0.583	0.471	0.650	正貨
species	0.561	0.330	0.645	種族
specific	0.656	0.388	0.691	明確な
specification	0.552	0.479	0.602	仕様
specify	0.656	0.405	0.600	特定
specimen	0.531	0.444	0.568	検体
speck	0.418	0.245	0.343	斑点
speckled	0.449	0.263	0.254	まだらの
specs	0.540	0.398	0.618	スペック
spectacle	0.812	0.745	0.762	スペクタクル
spectacles	0.816	0.775	0.648	眼鏡
spectacular	0.947	0.740	0.887	壮大な
spectator	0.694	0.560	0.667	観客
specter	0.265	0.723	0.540	亡霊
spectral	0.430	0.667	0.500	スペクトル
spectrometer	0.500	0.452	0.490	分光計
spectrophotometer	0.500	0.484	0.500	分光光度計
spectroscopy	0.470	0.541	0.570	分光法
spectrum	0.312	0.700	0.527	スペクトラム
speculate	0.398	0.602	0.553	推測する
speculation	0.325	0.683	0.394	投機
speculative	0.276	0.591	0.464	投機的な
speculum	0.417	0.469	0.433	膣鏡
speech	0.656	0.470	0.688	スピーチ
speechless	0.459	0.320	0.315	無言
speed	0.719	0.849	0.658	速度
speedboat	0.635	0.858	0.612	スピードボート
speedily	0.688	0.740	0.665	迅速に
speeding	0.438	0.908	0.645	スピード違反
speedometer	0.427	0.549	0.579	スピードメーター
speedway	0.667	0.519	0.416	スピードウェイ
speedy	0.625	0.625	0.793	迅速な
spell	0.385	0.380	0.368	スペル
spellbound	0.531	0.647	0.387	魔法にかけられた
spelling	0.594	0.357	0.398	つづり
spencer	0.510	0.394	0.367	スペンサー
spend	0.672	0.745	0.429	費やす
spender	0.312	0.692	0.377	浪費家
spending	0.333	0.556	0.330	支出
spent	0.296	0.296	0.263	消耗
sperm	0.396	0.706	0.453	精子
spew	0.260	0.651	0.573	吐く
sphere	0.633	0.277	0.500	球体
spherical	0.550	0.308	0.500	球状
sphincter	0.347	0.633	0.375	括約筋
sphinx	0.604	0.324	0.490	スフィンクス
spic	0.302	0.455	0.451	スパイス
spice	0.594	0.439	0.384	スパイス
spicy	0.440	0.733	0.610	辛い
spider	0.229	0.569	0.430	クモ
spiders	0.260	0.696	0.368	クモ
spiffy	0.615	0.582	0.470	気の利いた
spigot	0.380	0.346	0.423	栓
spike	0.382	0.510	0.408	スパイク
spiked	0.281	0.613	0.407	スパイクした
spiky	0.284	0.657	0.587	とがった
spill	0.408	0.633	0.456	こぼれる
spillin	0.375	0.500	0.362	こぼれる
spin	0.551	0.422	0.345	スピン
spinach	0.583	0.200	0.368	ほうれん草
spinal	0.312	0.491	0.296	脊椎
spindle	0.552	0.410	0.360	スピンドル
spine	0.495	0.461	0.600	脊椎
spineless	0.344	0.387	0.321	とげのない
spinner	0.458	0.593	0.471	スピナー
spinning	0.594	0.610	0.481	紡糸
spinster	0.357	0.368	0.345	スピンスター
spiny	0.167	0.639	0.528	とげのある
spiral	0.490	0.624	0.361	螺旋
spire	0.354	0.358	0.389	尖塔
spirit	0.786	0.370	0.621	精神
spirited	0.854	0.587	0.734	元気な
spirits	0.583	0.847	0.545	精霊
spiritual	0.938	0.327	0.564	スピリチュアル
spirituality	0.865	0.281	0.667	スピリチュアリティ
spit	0.149	0.545	0.436	唾を吐く
spite	0.080	0.600	0.317	悪意
spiteful	0.073	0.710	0.330	意地悪
spitfire	0.233	0.623	0.566	スピットファイア
spittoon	0.276	0.426	0.280	スピットン
splash	0.521	0.412	0.281	しぶき
splat	0.510	0.433	0.385	スプラット
splatter	0.312	0.596	0.352	飛び散る
spleen	0.448	0.255	0.396	脾臓
splendid	0.896	0.740	0.810	素晴らしい
splendor	0.927	0.612	0.850	素晴らしさ
splice	0.386	0.460	0.377	スプライス
spline	0.490	0.398	0.407	スプライン
splint	0.179	0.400	0.343	スプリント
splinter	0.136	0.422	0.325	破片
split	0.344	0.618	0.410	スプリット
splitting	0.188	0.598	0.375	分割
splurge	0.365	0.481	0.542	散財する
spoil	0.146	0.723	0.328	甘やかす
spoiler	0.347	0.527	0.380	ネタバレ
spoiling	0.135	0.678	0.306	台無しにする
spoils	0.388	0.760	0.481	台無しにする
spoke	0.635	0.433	0.483	話した
spoken	0.551	0.363	0.545	話した
spokesman	0.720	0.480	0.611	スポークスマン
spokesperson	0.573	0.453	0.615	広報担当者
sponge	0.551	0.192	0.219	スポンジ
spongy	0.469	0.324	0.344	スポンジ状
sponsor	0.729	0.537	0.800	スポンサー
sponsorship	0.854	0.608	0.696	スポンサーシップ
spontaneity	0.817	0.698	0.655	自発性
spontaneous	0.780	0.578	0.655	自発
spoof	0.490	0.594	0.381	なりすまし
spook	0.327	0.887	0.322	怖がらせる
spooky	0.104	0.858	0.380	不気味な
spool	0.397	0.389	0.312	スプール
spoon	0.479	0.236	0.259	スプーン
spoonful	0.582	0.208	0.308	スプーン一杯
sporadic	0.333	0.394	0.500	散発的な
spore	0.480	0.408	0.231	胞子
sport	0.865	0.700	0.657	スポーツ
sporting	0.917	0.656	0.675	スポーツ
sports	0.833	0.683	0.587	スポーツ
sports car	0.759	0.696	0.669	スポーツカー
sportsman	0.755	0.735	0.713	スポーツマン
sportsmanship	0.890	0.582	0.694	スポーツマンシップ
sportswriter	0.760	0.551	0.566	スポーツライター
sporty	0.735	0.713	0.648	スポーティー
spot	0.510	0.180	0.336	スポット
spotless	0.792	0.327	0.726	きれいな
spotlight	0.688	0.353	0.519	スポットライト
spotted	0.354	0.472	0.295	斑点のある
spotter	0.542	0.491	0.644	スポッター
spotty	0.281	0.606	0.241	むらのある
spousal	0.656	0.582	0.632	配偶者
spouse	0.750	0.600	0.645	配偶者
spout	0.438	0.357	0.309	注ぎ口
sprain	0.063	0.580	0.384	捻挫
sprawl	0.600	0.596	0.672	スプロール
spray	0.438	0.410	0.333	噴射
spread	0.570	0.583	0.651	展開する
spreader	0.510	0.480	0.500	スプレッダー
spree	0.564	0.663	0.474	まくる
spring	0.837	0.370	0.481	バネ
springtime	0.837	0.439	0.722	春
sprinkle	0.635	0.404	0.380	振りかける
sprinkler	0.510	0.434	0.473	スプリンクラー
sprinkling	0.677	0.510	0.466	散水
sprint	0.549	0.649	0.528	スプリント
sprite	0.561	0.438	0.625	スプライト
sprout	0.582	0.565	0.443	もやし
spruce	0.604	0.288	0.380	トウヒ
spud	0.403	0.423	0.349	スパッド
spunk	0.438	0.632	0.473	勇気
spunky	0.646	0.879	0.755	元気な
spur	0.378	0.545	0.340	拍車
spurious	0.178	0.480	0.343	スプリアス
spurred	0.562	0.684	0.472	拍車をかけた
spurt	0.448	0.550	0.475	スパート
spy	0.260	0.686	0.530	スパイ
squabble	0.173	0.850	0.500	口論する
squad	0.552	0.711	0.806	分隊
squadron	0.469	0.686	0.787	戦隊
squall	0.191	0.833	0.655	スコール
squamous	0.344	0.446	0.418	扁平上皮
squander	0.240	0.755	0.529	浪費する
square	0.509	0.340	0.291	四角
squash	0.531	0.667	0.410	押しつぶす
squat	0.330	0.550	0.453	スクワット
squatter	0.390	0.361	0.565	しゃがむ
squaw	0.428	0.441	0.398	スコー
squawk	0.265	0.480	0.245	きしむ
squeak	0.271	0.679	0.300	きしむ
squeaky	0.229	0.771	0.367	きしむ
squeal	0.250	0.731	0.375	鳴き声
squealer	0.541	0.519	0.330	きしむ人
squeamish	0.176	0.656	0.453	きしむ
squeeze	0.458	0.676	0.532	絞る
squeezing	0.260	0.598	0.557	絞る
squelch	0.271	0.510	0.462	スケルチ
squid	0.497	0.398	0.357	イカ
squint	0.385	0.461	0.452	斜視
squire	0.479	0.459	0.710	従者
squirm	0.235	0.824	0.373	もがく
squirrel	0.592	0.358	0.333	リス
squirt	0.406	0.460	0.255	潮吹き
squish	0.260	0.788	0.481	ビシャビシャ押しつぶす
squishy	0.516	0.333	0.307	ぐにゃぐにゃ
stab	0.167	0.882	0.595	刺す
stabbed	0.031	0.875	0.431	刺した
stability	0.812	0.264	0.849	安定
stabilize	0.839	0.427	0.722	安定させる
