English Word	Valence	Arousal	Dominance	Haitian-Creole Word
selective	0.612	0.347	0.706	selektif
selectman	0.552	0.547	0.609	seleksyon
selenium	0.469	0.408	0.336	Selenyòm
self	0.704	0.370	0.500	pwòp tèt ou
selfharm	0.350	0.620	0.407	fe tet ou mal
selfish	0.061	0.637	0.495	egoyis
selfishness	0.200	0.686	0.453	egoyis
selfless	0.521	0.235	0.396	dezenterese
selflove	0.854	0.630	0.661	lanmou pwòp tèt ou
selfworth	0.704	0.460	0.594	pwòp tèt ou
sell	0.618	0.608	0.605	vann
seller	0.635	0.471	0.635	vandè
sellout	0.398	0.490	0.465	fin vann nèt
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantik
semaphore	0.552	0.374	0.598	semafò
semblance	0.500	0.471	0.442	sanblab
semen	0.500	0.755	0.471	espèm oswa dechaj
semester	0.521	0.327	0.482	semès
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semi-otomatik
semicolon	0.378	0.255	0.318	virgul
seminal	0.459	0.413	0.566	seminal
seminar	0.583	0.360	0.623	seminè
seminary	0.594	0.367	0.589	seminè
semiotics	0.449	0.417	0.596	semiotik
senate	0.490	0.349	0.836	sena
senator	0.391	0.422	0.821	senatè
send	0.663	0.480	0.537	voye
sender	0.542	0.449	0.509	moun k ap voye
senescence	0.378	0.456	0.394	senesans
senile	0.280	0.211	0.305	senil
senior	0.561	0.415	0.536	granmoun aje
seniority	0.408	0.427	0.602	ansyènte
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	sansasyon
sensational	0.938	0.827	0.858	sansasyonalis
sense	0.781	0.417	0.474	sans
senseless	0.125	0.388	0.136	san sans
senses	0.740	0.461	0.693	sans
sensibility	0.583	0.423	0.448	sansiblite
sensible	0.625	0.454	0.312	sansib
sensibly	0.786	0.337	0.396	sans
sensitive	0.714	0.426	0.254	sansib
sensitivity	0.750	0.417	0.395	sansiblite
sensor	0.571	0.377	0.542	Capteur
sensory	0.583	0.480	0.442	sansoryèl
sensual	0.730	0.790	0.642	sansyèl
sensuality	0.844	0.840	0.632	sensualite
sensuous	0.854	0.798	0.625	sansyèl
sentence	0.625	0.265	0.548	fraz
sentencing	0.120	0.782	0.561	santans
sentient	0.583	0.417	0.363	sansib
sentiment	0.765	0.451	0.639	santiman
sentimental	0.583	0.378	0.312	santimantal
sentimentality	0.771	0.548	0.319	santimantal
sentinel	0.531	0.602	0.845	santinèl
sentry	0.470	0.547	0.684	santinèl
separable	0.469	0.390	0.368	separe
separate	0.240	0.514	0.349	separe
separately	0.310	0.365	0.368	separeman
separation	0.198	0.592	0.409	separasyon
separatist	0.245	0.627	0.537	separatis
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septik
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	fen
sequence	0.543	0.350	0.529	sekans
sequent	0.531	0.423	0.591	sekans
sequestered	0.160	0.863	0.427	sekire
sequestration	0.177	0.860	0.500	sequestration
serenade	0.875	0.570	0.491	serenatad
serendipity	0.677	0.413	0.500	serendipite
serene	0.802	0.132	0.370	trankilite
serenity	0.900	0.122	0.557	trankilite
sergeant	0.408	0.600	0.833	sèjan
serial	0.469	0.350	0.472	seri
serialize	0.500	0.455	0.593	seri
series	0.622	0.431	0.420	seri
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	serye
seriousness	0.439	0.365	0.750	gravite
sermon	0.417	0.507	0.615	prèch
serpent	0.115	0.696	0.679	sèpan
serpentine	0.576	0.646	0.329	sèpan
serrated	0.388	0.435	0.418	krante
serum	0.520	0.231	0.443	serom
servant	0.340	0.408	0.331	sèvitè
serve	0.622	0.400	0.384	sèvi
server	0.656	0.356	0.536	sèvè
service	0.684	0.408	0.535	sèvis
serviceable	0.834	0.400	0.684	sèvis
servile	0.439	0.327	0.415	sèvil
servitude	0.250	0.490	0.250	esklavaj
sesame	0.673	0.250	0.382	wowoli
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	sesyon
sessions	0.646	0.578	0.650	sesyon yo
set	0.521	0.482	0.630	mete
setback	0.198	0.451	0.250	revers
sett	0.560	0.413	0.500	set
setter	0.541	0.455	0.473	setter
settle	0.833	0.520	0.772	regle
settled	0.521	0.510	0.473	etabli
settlement	0.635	0.412	0.723	règleman
settler	0.573	0.453	0.519	kolon
settlor	0.531	0.434	0.534	kolon
setup	0.667	0.398	0.635	konfigirasyon
seven	0.672	0.265	0.373	sèt
seventeen	0.585	0.296	0.321	disèt
seventh	0.500	0.245	0.288	setyèm
seventy	0.625	0.353	0.446	swasanndis
sever	0.156	0.635	0.451	sever
severable	0.406	0.451	0.398	separe
severally	0.719	0.298	0.600	separeman
severance	0.396	0.620	0.541	separasyon
severe	0.164	0.735	0.635	grav
severely	0.219	0.673	0.700	grav
severity	0.260	0.712	0.661	severite
sew	0.510	0.340	0.340	koud
sewage	0.255	0.343	0.339	dlo egou
sewer	0.286	0.367	0.282	egou
sewerage	0.208	0.450	0.198	egou
sewing	0.625	0.337	0.356	koud
sex	0.803	0.939	0.704	sèks
sexist	0.255	0.798	0.411	sèksis
sexual	0.584	0.959	0.640	seksyèl
sexuality	0.670	0.898	0.657	seksyalite
sexy	0.865	0.945	0.802	sexy
shabby	0.235	0.519	0.259	ranyon
shack	0.396	0.425	0.339	ti kay
shackle	0.276	0.580	0.414	chenn
shade	0.388	0.265	0.278	lonbraj
shades	0.490	0.300	0.380	tout koulè
shading	0.420	0.324	0.318	lonbraj
shadow	0.302	0.343	0.158	lonbraj
shadowy	0.135	0.373	0.330	lonbraj
shady	0.323	0.509	0.375	lonbraj
shaft	0.549	0.275	0.472	arbr
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	shaggy
shake	0.439	0.689	0.539	souke
shakedown	0.286	0.692	0.481	shakedown
shaken	0.344	0.657	0.333	souke
shaker	0.520	0.728	0.518	shaker
shaking	0.275	0.849	0.255	souke
shaky	0.260	0.734	0.223	tranble
shall	0.510	0.385	0.412	va
shallow	0.427	0.298	0.351	fon
shallows	0.388	0.368	0.368	fon
sham	0.354	0.602	0.395	tronpe
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	shambles
shame	0.060	0.670	0.155	wont
shamed	0.135	0.567	0.218	wont
shameful	0.040	0.680	0.264	wont
shameless	0.274	0.713	0.407	san wont
shampoo	0.604	0.180	0.250	chanpou
shanghai	0.551	0.450	0.509	shanghai
shank	0.530	0.393	0.286	tij
shanty	0.427	0.459	0.255	bidonville
shape	0.592	0.240	0.422	fòm
shapely	0.771	0.441	0.830	fòm
shard	0.388	0.407	0.426	teson
share	0.759	0.548	0.545	pataje
shareholder	0.656	0.632	0.915	aksyonè
sharing	0.827	0.462	0.545	pataje
shark	0.260	0.845	0.596	reken
sharp	0.459	0.585	0.585	byen file
sharpen	0.582	0.694	0.611	file
sharpened	0.573	0.647	0.727	file
sharpener	0.532	0.435	0.327	filet
sharpness	0.729	0.385	0.653	netteté
sharpshooter	0.240	0.929	0.764	tireur
shatter	0.108	0.821	0.464	kraze brize
shattered	0.097	0.806	0.309	kraze
shattering	0.135	0.760	0.475	kraze brize
shave	0.521	0.410	0.480	kale
shaver	0.418	0.450	0.392	shaver
shaving	0.500	0.469	0.353	bab
shawl	0.720	0.365	0.230	chal
sheaf	0.396	0.387	0.456	grap
shear	0.286	0.647	0.388	taye
shears	0.429	0.527	0.254	sizayman
sheath	0.460	0.314	0.342	djenn
sheathing	0.378	0.480	0.642	anvlòp
shed	0.427	0.402	0.470	koule
sheen	0.812	0.510	0.712	ekla
sheep	0.604	0.206	0.161	mouton
sheepdog	0.684	0.442	0.529	chen mouton
sheepish	0.326	0.441	0.205	mouton
sheer	0.604	0.250	0.481	absoli
sheet	0.439	0.174	0.302	fèy
sheik	0.521	0.579	0.708	cheik
shelf	0.561	0.202	0.366	etajè
shell	0.615	0.408	0.391	kokiy
shellfish	0.594	0.412	0.393	kristase
shelling	0.337	0.917	0.773	bonbadman
shelter	0.704	0.229	0.569	abri
sheltered	0.590	0.377	0.717	abrite
shelters	0.582	0.333	0.482	abri
shelved	0.306	0.166	0.321	etajè
shepherd	0.656	0.304	0.610	gadò mouton
sherbet	0.592	0.363	0.348	sèbè
sheriff	0.602	0.541	0.802	cherif
sherry	0.594	0.477	0.315	Sherry
shield	0.510	0.373	0.663	plak pwotèj
shift	0.479	0.610	0.491	chanjman
shifting	0.518	0.548	0.546	deplase
shifty	0.365	0.687	0.483	chanjan
shilling	0.521	0.342	0.430	chilin
shimmer	0.745	0.562	0.656	klere
shimmering	0.844	0.648	0.904	klere byen bèl
shimmy	0.478	0.476	0.462	shimmy
shin	0.459	0.500	0.231	shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	klere
shiner	0.740	0.510	0.556	briye
shingle	0.510	0.200	0.410	bardo
shining	0.885	0.673	0.812	klere
shiny	0.885	0.604	0.787	klere
ship	0.646	0.500	0.439	bato
shipment	0.582	0.440	0.452	chajman
shipping	0.622	0.327	0.443	anbake
shipshape	0.594	0.480	0.474	fòm bato
shipwreck	0.268	0.768	0.373	nofraj
shipyard	0.398	0.583	0.595	chantye bato
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	chemiz
shit	0.000	0.678	0.294	kaka
shitday	0.281	0.658	0.390	kaka
shitfaced	0.214	0.695	0.380	kaka
shithead	0.120	0.645	0.302	kaka
shitless	0.271	0.545	0.333	san kaka
shitload	0.020	0.606	0.161	kaka
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	kaka
shiver	0.260	0.765	0.236	tranble
shivering	0.122	0.663	0.373	tranble
shoals	0.396	0.408	0.375	bouk
shock	0.286	0.821	0.453	chòk
shocked	0.292	0.773	0.375	choke
shocker	0.235	0.804	0.616	chokè
shocking	0.378	0.853	0.833	chokan
shockingly	0.510	0.924	0.721	chokan
shoddy	0.082	0.463	0.179	move
shoe	0.517	0.225	0.288	soulye
shoelace	0.396	0.280	0.307	lasèt soulye
shoemaker	0.396	0.269	0.491	kodonye
shoes	0.729	0.324	0.210	soulye
shoeshine	0.392	0.387	0.325	lustra soulye
shook	0.163	0.759	0.509	souke
shoot	0.092	0.926	0.625	tire
shooter	0.224	0.814	0.774	tirè
shooting	0.276	0.931	0.602	tire
shootout	0.080	0.927	0.615	fiziyad
shop	0.725	0.632	0.565	boutik
shopkeeper	0.677	0.510	0.730	machann
shoplifter	0.167	0.830	0.500	vòlè boutik
shoplifting	0.152	0.833	0.441	vòl nan boutik
shopper	0.646	0.615	0.741	achtè
shopping	0.915	0.445	0.630	fè makèt
shore	0.542	0.304	0.204	rivaj
shoreline	0.677	0.296	0.529	rivaj
shorn	0.396	0.415	0.400	koupe
short	0.184	0.264	0.237	kout
short story	0.697	0.321	0.348	istwa kout
shortage	0.094	0.455	0.198	mank
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	enpèfeksyon
shortcut	0.594	0.308	0.426	chemen kout
shorten	0.302	0.382	0.460	vin pi kout
shortening	0.286	0.333	0.385	mantèg
shorthand	0.459	0.450	0.461	steno
shortly	0.582	0.310	0.360	yon ti tan
shortness	0.459	0.280	0.272	kout
shorts	0.622	0.481	0.287	bout pantalon
shortstop	0.418	0.529	0.450	shortstop
shortwave	0.460	0.271	0.368	ond kout
shot	0.144	0.750	0.569	tire
shotgun	0.200	0.868	0.684	fizi
shoulder	0.562	0.286	0.406	zepòl
shout	0.229	0.925	0.444	rele byen fò
shove	0.306	0.690	0.602	pouse
shovel	0.427	0.308	0.267	pèl
shoveling	0.265	0.620	0.537	pèl
show	0.673	0.771	0.719	montre
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	vitrin
showdown	0.302	0.950	0.692	konfwontasyon
shower	0.669	0.346	0.336	douch
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	montre
showoff	0.344	0.598	0.463	showoff
showroom	0.740	0.441	0.536	choroum
showy	0.698	0.657	0.661	montre
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	dechire
shrew	0.306	0.463	0.390	musaj
shrewd	0.551	0.673	0.816	rize
shriek	0.459	0.827	0.491	rèl
shrill	0.312	0.721	0.640	strid
shrimp	0.571	0.361	0.425	kribich
shrine	0.802	0.255	0.574	chapèl
shrink	0.385	0.453	0.272	retresi
shrinking	0.190	0.400	0.217	retresi
shrivel	0.160	0.409	0.143	chiri
shroud	0.417	0.457	0.389	kavo
shrub	0.531	0.340	0.340	ti touf bwa
shrubbery	0.490	0.267	0.332	touf bwa
shrug	0.208	0.296	0.278	leve zèpòl
shrunk	0.163	0.354	0.218	ratresi
shrunken	0.500	0.373	0.221	ratresi
shudder	0.344	0.791	0.559	tranble
shuddering	0.302	0.802	0.638	tranble
shuffle	0.459	0.450	0.556	melanje
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	melanje
shun	0.418	0.604	0.389	evite
shunned	0.271	0.464	0.367	evite
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	fèmen
shutdown	0.173	0.367	0.418	fèmen
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	fèmen
shutter	0.191	0.380	0.482	vole
shuttle	0.531	0.591	0.547	navèt
shutup	0.333	0.560	0.491	fèmen bouch
shy	0.280	0.153	0.132	timid
shyness	0.312	0.265	0.246	timidite
shyster	0.292	0.567	0.424	timid
sib	0.698	0.298	0.593	frè
sibling	0.857	0.340	0.636	frè ak sè
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	malad
sickbay	0.296	0.510	0.345	malad
sicken	0.051	0.500	0.294	malad
sickening	0.074	0.618	0.259	malad
sickle	0.427	0.585	0.370	digo
sickly	0.188	0.550	0.191	malad
sickness	0.094	0.704	0.288	maladi
side	0.439	0.288	0.395	bò
sidearm	0.410	0.474	0.500	zam
sidebar	0.469	0.364	0.405	ankadre
sideboard	0.590	0.259	0.426	sideboard
sideburns	0.777	0.327	0.308	pati
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	asistan
sideline	0.440	0.382	0.517	bò kote
sideshow	0.458	0.594	0.658	sideshow
sidestep	0.378	0.559	0.407	evite
sidewalk	0.479	0.192	0.348	twotwa
sideways	0.788	0.245	0.291	sou kote
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	syèj
siesta	0.740	0.046	0.295	siès
sieve	0.459	0.250	0.333	Van
sift	0.542	0.412	0.461	vannen
sifting	0.571	0.469	0.474	tamize
sigh	0.469	0.387	0.273	soupi
sight	0.684	0.250	0.528	je
sighting	0.582	0.560	0.627	wè
sightseeing	0.875	0.552	0.697	fè touris
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	siyen
signal	0.615	0.417	0.464	siyal
signature	0.570	0.422	0.657	siyati
significance	0.820	0.460	0.644	siyifikasyon
significant	0.827	0.649	0.786	enpòtan
signification	0.583	0.337	0.530	siyifikasyon
signify	0.453	0.422	0.634	siyifi
signpost	0.510	0.400	0.446	poto siy
silence	0.438	0.200	0.223	silans
silencer	0.417	0.356	0.482	silansye
silent	0.469	0.125	0.280	silans
silently	0.448	0.185	0.306	an silans
silhouette	0.582	0.410	0.288	silwèt
silicon	0.439	0.448	0.445	Silisyòm
silicone	0.480	0.340	0.333	silikone
silk	0.760	0.115	0.300	swa
silken	0.730	0.265	0.394	swa
silky	0.802	0.397	0.271	swayeu
sill	0.433	0.375	0.324	rebò
silliness	0.327	0.368	0.192	sòt
silly	0.384	0.349	0.161	enbesil
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	limon
silver	0.684	0.451	0.615	ajan
silverware	0.663	0.365	0.409	ajan
silvery	0.543	0.460	0.517	ajan
similar	0.562	0.250	0.423	menm jan an
similarity	0.729	0.255	0.518	resanblans
simile	0.615	0.363	0.464	sanble
simmer	0.650	0.293	0.393	mitone
simmering	0.382	0.613	0.412	mitone
simple	0.653	0.130	0.314	senp
simples	0.724	0.240	0.263	senp
simpleton	0.429	0.144	0.358	senp
simplicity	0.667	0.250	0.337	senplisite
simplify	0.565	0.347	0.602	senplifye
simplistic	0.490	0.245	0.391	senplist
simply	0.535	0.148	0.393	Senpleman
simulate	0.551	0.375	0.417	simulation
simulated	0.500	0.461	0.356	simulation
simulating	0.552	0.462	0.481	similye
simulation	0.552	0.574	0.567	simulation
simulator	0.677	0.559	0.583	similatè
simultaneous	0.691	0.577	0.554	similtane
simultaneously	0.656	0.490	0.609	an menm tan
sin	0.177	0.712	0.449	peche
sincere	0.918	0.265	0.725	sensè
sincerity	0.908	0.351	0.686	senserite
sinful	0.143	0.788	0.417	peche
sing	0.858	0.606	0.420	chante
singer	0.802	0.735	0.628	chantè
singing	0.885	0.594	0.528	chante
single	0.291	0.354	0.259	sèl
singly	0.553	0.354	0.466	poukont
singular	0.610	0.302	0.482	sengilye
singularity	0.582	0.348	0.654	singularité
singularly	0.571	0.330	0.527	sengilyèman
sinister	0.125	0.896	0.581	dezas
sink	0.375	0.439	0.322	koule
sinker	0.302	0.557	0.538	sinker
sinking	0.135	0.439	0.342	koule
sinner	0.237	0.667	0.356	pechè
sinning	0.170	0.700	0.422	peche
sinus	0.531	0.563	0.340	sinis
sip	0.375	0.380	0.213	ti goute
siphon	0.354	0.333	0.435	sifon
sipping	0.469	0.349	0.377	siwote
sir	0.622	0.306	0.778	mesye
sire	0.854	0.452	0.808	mesye
siren	0.570	0.627	0.500	sirèn
sirloin	0.546	0.418	0.373	longe
sissy	0.333	0.562	0.232	sissy
sister	0.916	0.324	0.562	sè
sisterhood	0.837	0.415	0.696	sè
sit	0.561	0.230	0.368	chita
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	sit
sith	0.439	0.564	0.373	sit
sitter	0.656	0.429	0.404	sitter
sitting	0.561	0.146	0.353	chita
situate	0.510	0.310	0.483	lokalize
situated	0.542	0.231	0.543	sitiye
situation	0.531	0.387	0.600	sitiyasyon
six	0.500	0.154	0.271	sis
sixpence	0.469	0.417	0.463	sispence
sixteen	0.583	0.290	0.324	sèz
sixth	0.521	0.275	0.366	sizyèm
sixty	0.694	0.240	0.433	swasant
sizable	0.727	0.337	0.657	konsiderab
size	0.531	0.336	0.569	gwosè
sizzle	0.427	0.704	0.368	siple
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	monte paten
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	skèyte
skating	0.745	0.673	0.435	artistik
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	chèch
skeletal	0.306	0.558	0.318	skelèt
skeleton	0.183	0.464	0.343	skelèt
skeptic	0.135	0.440	0.500	ensèten
skeptical	0.207	0.500	0.452	ensèten
skepticism	0.229	0.480	0.582	dout
sketch	0.704	0.276	0.420	trase
sketching	0.729	0.327	0.400	trase
sketchy	0.333	0.479	0.241	sommaire
skewed	0.340	0.480	0.361	dekonpoze
skewer	0.470	0.365	0.457	brochet
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	glise
skier	0.802	0.788	0.639	skieur
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	ski
skijump	0.635	0.647	0.482	ski jump
skill	0.847	0.701	0.833	konpetans
skilled	0.886	0.614	0.929	kalifye
skillet	0.510	0.296	0.345	soteuz
skillful	0.802	0.616	0.908	abil
skim	0.418	0.328	0.322	ekreme
skimpy	0.302	0.349	0.208	magre
skin	0.569	0.350	0.395	po
skinny	0.333	0.333	0.298	mèg
skip	0.458	0.804	0.439	sote
skipper	0.440	0.577	0.692	skipper
skirmish	0.290	0.640	0.474	akrochaj
skirt	0.602	0.463	0.226	jip
skirting	0.449	0.529	0.386	longan
skirts	0.622	0.538	0.241	jip
skit	0.438	0.434	0.421	sketch
skittish	0.156	0.815	0.172	tèt chaje
skull	0.276	0.558	0.574	zo bwa tèt
skunk	0.284	0.491	0.380	mofet
sky	0.958	0.234	0.401	syèl la
skylight	0.708	0.314	0.343	takilè
skyline	0.592	0.412	0.662	skyline
skyscraper	0.622	0.696	0.798	gratsyèl
slab	0.398	0.265	0.264	slab
slack	0.521	0.283	0.446	kanson
slag	0.266	0.600	0.254	salop
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	kalomnye
slanderous	0.057	0.800	0.337	kalomnye
slang	0.479	0.418	0.491	jagon
slant	0.469	0.396	0.536	slant
slap	0.100	0.804	0.518	kalòt
slash	0.260	0.500	0.509	koupe
slashes	0.330	0.328	0.410	koupe
slate	0.531	0.283	0.431	adwaz
slates	0.500	0.270	0.342	adwaz
slaughter	0.052	0.953	0.602	labatwa
slaughterhouse	0.146	0.794	0.472	labatwa
slaughtering	0.133	0.947	0.714	abataj
slave	0.171	0.795	0.151	esklav
slavery	0.052	0.783	0.218	esklavaj
slay	0.133	0.920	0.585	touye
slayer	0.041	0.930	0.661	tuye
sleaze	0.312	0.538	0.405	sodi
sleazy	0.292	0.674	0.370	sòrd
sled	0.635	0.547	0.446	treno
sledding	0.625	0.547	0.422	trennen
sledge	0.646	0.500	0.361	trennen
sledgehammer	0.449	0.479	0.482	mato
sleek	0.750	0.484	0.643	dous
sleep	0.719	0.090	0.339	dòmi
sleeper	0.640	0.154	0.254	dòmi
sleeping	0.704	0.091	0.312	dòmi
sleepless	0.213	0.410	0.207	san dòmi
sleeplessness	0.104	0.604	0.202	san dòmi
sleepover	0.815	0.519	0.340	sleepover
sleepy	0.604	0.125	0.250	dòmi
sleepyhead	0.327	0.350	0.294	dòmi
sleet	0.410	0.355	0.395	nèj
sleeve	0.531	0.270	0.273	manch
sleeveless	0.638	0.290	0.200	san manch
sleigh	0.742	0.551	0.396	karyol
sleight	0.719	0.677	0.379	twonpèt
slender	0.812	0.548	0.664	mens
sleuth	0.460	0.633	0.676	stèt
slice	0.583	0.375	0.303	tranch
slick	0.388	0.383	0.349	slick
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	glise
slider	0.585	0.491	0.518	kurseur
sliding	0.356	0.730	0.491	glisman
slight	0.521	0.240	0.155	ti tay
slight anticipation	0.562	0.490	0.445	ti atant
slight disgust	0.156	0.578	0.318	ti degou
slight surprise	0.677	0.746	0.557	ti sipriz
slight trust	0.306	0.400	0.245	ti konfyans
slightly	0.470	0.274	0.255	yon ti kras
slightly negative	0.190	0.472	0.259	yon ti kras negatif
slightly positive	0.792	0.480	0.567	yon ti kras pozitif
slim	0.562	0.180	0.296	mens
slime	0.300	0.370	0.183	limon
slimy	0.177	0.500	0.309	limon
sling	0.417	0.423	0.404	fistibal
slingshot	0.323	0.654	0.474	fistibal
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	glise
slipper	0.635	0.298	0.245	pantouf
slippers	0.573	0.413	0.236	pantouf
slippery	0.219	0.740	0.343	glise
slit	0.406	0.490	0.366	déchirure
sliver	0.388	0.347	0.291	ti moso
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	bave
slogan	0.550	0.216	0.564	eslogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	pant
slope	0.347	0.438	0.279	pant
sloppy	0.303	0.441	0.183	dezagreyab
slot	0.469	0.337	0.337	plas
sloth	0.198	0.140	0.125	paresseux
slouch	0.365	0.450	0.328	slouch
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	dousman
slowly	0.427	0.185	0.295	dousman
slowness	0.302	0.212	0.191	dousman
sludge	0.354	0.396	0.229	boue
slug	0.276	0.370	0.160	paresseux
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	paresseux
sluice	0.427	0.520	0.365	koulis
slum	0.292	0.528	0.302	bidonvil
slumber	0.592	0.191	0.426	dòmi
slump	0.194	0.438	0.130	glisman
slur	0.115	0.814	0.427	sal
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	labous
slut	0.071	0.808	0.309	salope
slutty	0.224	0.810	0.371	salope
sly	0.573	0.690	0.750	sounwa
smack	0.323	0.662	0.381	smack
small	0.542	0.205	0.120	piti
smaller	0.300	0.310	0.179	pi piti
smallest	0.281	0.340	0.129	pi piti
smallpox	0.156	0.583	0.222	variol
smart	0.906	0.607	0.923	entelijan
smartass	0.364	0.520	0.620	entelijans
smarten	0.602	0.490	0.551	entelijan
smarty	0.673	0.510	0.848	entelijan
smash	0.195	0.692	0.530	kraze
smashed	0.143	0.660	0.256	kraze
smattering	0.448	0.460	0.500	smattering
smear	0.230	0.433	0.400	fwoti
smell	0.510	0.520	0.330	pran sant
smelling	0.458	0.481	0.349	pran sant
smelly	0.100	0.528	0.245	pran sant
smelt	0.333	0.441	0.345	pran sant
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	souri
smiled	0.949	0.530	0.536	souri
smiles	0.892	0.606	0.607	souri
smiley	0.865	0.470	0.571	smiley
smiling	0.981	0.679	0.625	souri
smirk	0.792	0.596	0.583	souri
smite	0.303	0.846	0.682	frape
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	moso
smitten	0.153	0.760	0.204	frape
smock	0.429	0.250	0.250	bobo
smog	0.271	0.480	0.382	smog
smoke	0.188	0.500	0.391	lafimen
smoker	0.208	0.528	0.311	fimè
smokey	0.494	0.462	0.430	lafimen
smoking	0.176	0.557	0.384	fimen
smoky	0.459	0.420	0.327	fimen
smoldering	0.635	0.781	0.764	limen
smooch	0.796	0.731	0.491	smooch
smooth	0.823	0.127	0.281	lis
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	san pwoblèm
smoothness	0.833	0.221	0.412	lis
smother	0.292	0.685	0.420	toufe
smudge	0.327	0.429	0.245	tach
smug	0.198	0.552	0.587	kontan
smuggle	0.194	0.775	0.570	kontrebann
smuggler	0.062	0.867	0.645	kontrebann
smuggling	0.229	0.783	0.510	kontrebann
smut	0.357	0.360	0.349	chabon
snack	0.646	0.407	0.345	ti goute
snacks	0.781	0.480	0.306	ti goute
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	dechire
snags	0.177	0.721	0.490	dechire
snail	0.480	0.104	0.296	kalmason
snake	0.276	0.750	0.549	koulèv
snakes	0.176	0.662	0.606	koulèv
snakeskin	0.276	0.696	0.391	po koulèv
snap	0.344	0.517	0.352	menen
snapper	0.417	0.429	0.245	snapper
snappy	0.573	0.592	0.418	rapid
snapshot	0.573	0.578	0.588	snapshot
snare	0.229	0.850	0.466	pèlen
snarl	0.430	0.787	0.455	gronyen
snarling	0.312	0.704	0.491	gronyen
snatch	0.219	0.861	0.691	rache
