English Word	Valence	Arousal	Dominance	Czech Word
trampoline	0.604	0.690	0.391	trampolína
tramway	0.615	0.538	0.543	tramvají
trance	0.469	0.481	0.382	trans
tranquil	0.917	0.094	0.355	klidný
tranquility	0.840	0.135	0.442	klid
tranquilizer	0.510	0.236	0.596	sedativum
transact	0.521	0.625	0.680	obchodovat
transaction	0.650	0.577	0.579	transakce
transatlantic	0.724	0.596	0.706	transatlantický
transceiver	0.510	0.490	0.537	vysílač
transcend	0.604	0.771	0.726	překročit
transcendence	0.656	0.608	0.754	transcendence
transcendent	0.667	0.600	0.824	transcendentní
transcendental	0.635	0.652	0.842	transcendentální
transcribe	0.500	0.394	0.573	přepsat
transcriber	0.490	0.420	0.615	přepisovatel
transcript	0.639	0.398	0.528	přepis
transcription	0.592	0.455	0.615	transkripce
transfer	0.702	0.490	0.519	převod
transference	0.592	0.294	0.551	přenos
transferred	0.480	0.450	0.409	přestoupil
transfixed	0.427	0.660	0.528	transfixovaný
transform	0.735	0.667	0.696	přeměnit
transformation	0.796	0.618	0.770	proměna
transformer	0.582	0.582	0.723	transformátor
transfusion	0.417	0.730	0.557	transfúze
transgression	0.158	0.890	0.611	přestupek
transient	0.510	0.405	0.430	přechodný
transistor	0.480	0.480	0.444	tranzistor
transit	0.439	0.590	0.588	tranzit
transition	0.605	0.561	0.558	přechod
transitional	0.573	0.472	0.491	přechodný
transitive	0.479	0.377	0.414	tranzitivní
transitory	0.438	0.450	0.407	přechodný
translate	0.604	0.423	0.462	přeložit
translation	0.633	0.435	0.598	překlad
translator	0.760	0.412	0.473	překladatel
translocation	0.367	0.612	0.564	translokace
translucent	0.600	0.500	0.389	průsvitný
transmission	0.688	0.490	0.611	přenos
transmit	0.836	0.581	0.673	vysílat
transmitter	0.520	0.511	0.719	vysílač
transmutation	0.438	0.740	0.737	proměna
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	průhlednost
transparent	0.542	0.330	0.667	průhledný
transplant	0.445	0.806	0.620	transplantace
transplantation	0.531	0.694	0.610	transplantace
transponder	0.564	0.575	0.565	transpondér
transport	0.613	0.627	0.605	doprava
transportation	0.667	0.560	0.472	přeprava
transporter	0.615	0.625	0.750	přepravce
transpose	0.440	0.585	0.467	přemístit
transposition	0.312	0.451	0.555	transpozice
transsexual	0.264	0.815	0.423	transsexuální
transverse	0.429	0.429	0.525	příčný
transvestite	0.270	0.675	0.373	transvestita
trap	0.104	0.610	0.391	past
trapdoor	0.094	0.670	0.462	padací dveře
trapeze	0.542	0.625	0.566	trapéz
trapped	0.135	0.615	0.380	v pasti
trapper	0.296	0.654	0.491	lapač
trapping	0.333	0.621	0.491	odchyt
trappings	0.458	0.462	0.370	ozdoby
traps	0.235	0.673	0.481	pasti
trash	0.163	0.541	0.154	odpadky
trashy	0.071	0.380	0.161	kýčovitý
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatický
travail	0.500	0.677	0.620	dřina
travel	0.931	0.689	0.535	cestovat
traveler	0.837	0.571	0.700	cestovatel
traveling	0.900	0.750	0.582	cestování
traverse	0.571	0.590	0.629	přejít
travesty	0.354	0.644	0.407	travestie
trawl	0.255	0.590	0.464	vlečná síť
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	zásobník
treacherous	0.112	0.815	0.402	zrádný
treachery	0.104	0.852	0.448	zrada
tread	0.510	0.520	0.426	šlapat
treadmill	0.459	0.636	0.436	běžecký pás
treason	0.094	0.806	0.552	zrada
treasure	0.927	0.592	0.821	poklad
treasured	0.849	0.471	0.730	ceněný
treasurer	0.694	0.456	0.755	pokladník
treasures	0.867	0.771	0.842	poklady
treasury	0.812	0.541	0.736	státní pokladna
treat	0.573	0.571	0.436	zacházet
treatable	0.780	0.302	0.560	léčitelná
treatise	0.604	0.407	0.613	pojednání
treatment	0.663	0.386	0.620	léčba
treaty	0.646	0.382	0.667	dohoda
treble	0.358	0.471	0.466	ztrojnásobit
tree	0.670	0.118	0.442	strom
trees	0.653	0.137	0.537	stromy
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	mřížovina
tremble	0.177	0.878	0.388	třást se
trembling	0.177	0.824	0.324	chvění
tremendous	0.600	0.888	0.773	obrovský
tremendously	0.719	0.722	0.661	nesmírně
tremor	0.104	0.833	0.455	třes
trench	0.429	0.760	0.429	příkop
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trendy
trendy	0.713	0.520	0.536	moderní
trepidation	0.582	0.594	0.464	chvění
trespass	0.229	0.670	0.613	přestupek
triad	0.469	0.413	0.528	trojice
triage	0.398	0.433	0.479	třídění
trial	0.438	0.663	0.612	soud
triangle	0.562	0.269	0.352	trojúhelník
triangular	0.430	0.320	0.397	trojúhelníkový
triangulate	0.408	0.380	0.517	triangulovat
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	kmenový
tribe	0.664	0.486	0.516	kmen
tribulation	0.448	0.612	0.484	soužení
tribunal	0.410	0.670	0.797	tribunál
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	přítok
tribute	0.684	0.573	0.700	hold
trick	0.542	0.700	0.409	trik
trickery	0.146	0.798	0.336	podvod
trickle	0.500	0.196	0.231	pramínek
trickster	0.375	0.680	0.446	podvodník
tricky	0.219	0.651	0.500	záludný
tricycle	0.633	0.402	0.368	tříkolka
trident	0.403	0.606	0.609	trojzubec
trifle	0.271	0.296	0.221	maličkost
trifling	0.375	0.418	0.183	bezvýznamný
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	spoušť
trigonometry	0.396	0.400	0.616	trigonometrie
trillion	0.592	0.420	0.623	bilion
trilogy	0.615	0.520	0.664	trilogie
trim	0.500	0.466	0.430	oříznout
trimester	0.783	0.336	0.538	trimestr
trimmer	0.260	0.548	0.529	zastřihovač
trimming	0.500	0.478	0.325	ořezávání
trine	0.396	0.365	0.317	trigon
trinity	0.635	0.346	0.660	Trojice
trinket	0.521	0.352	0.368	tretka
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	výlet
tripartite	0.500	0.480	0.539	tripartita
tripe	0.312	0.361	0.438	dršťky
triple	0.585	0.385	0.481	trojnásobný
triplet	0.622	0.510	0.618	trojice
triplicate	0.684	0.545	0.717	trojnásobný
tripod	0.406	0.388	0.483	stativ
tripping	0.276	0.594	0.293	zakopnutí
trite	0.458	0.418	0.290	banální
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	triumf
triumphant	0.949	0.837	0.972	triumfální
trivia	0.690	0.490	0.473	drobnosti
trivial	0.406	0.387	0.337	triviální
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	vozík
trombone	0.562	0.500	0.500	pozoun
troop	0.375	0.696	0.750	oddíl
trooper	0.458	0.694	0.713	voják
troops	0.385	0.718	0.804	vojsko
trophy	0.947	0.643	0.676	trofej
tropic	0.740	0.529	0.536	obratník
tropical	0.740	0.461	0.509	tropický
tropics	0.740	0.383	0.412	tropy
trot	0.531	0.664	0.396	klus
trouble	0.135	0.811	0.452	problémy
troubled	0.167	0.627	0.385	ustaraný
troublemaker	0.260	0.900	0.596	výtržník
troubles	0.051	0.854	0.269	problémy
troublesome	0.283	0.894	0.404	namáhavý
trough	0.500	0.308	0.340	koryto
troupe	0.625	0.406	0.557	soubor
trousers	0.625	0.314	0.442	kalhoty
trout	0.516	0.387	0.298	pstruh
trowel	0.470	0.418	0.250	zednická lžíce
truce	0.688	0.441	0.453	příměří
truck	0.531	0.368	0.546	nákladní auto
trucker	0.494	0.609	0.500	řidič kamionu
truckload	0.480	0.450	0.534	nákladní auto
truculent	0.210	0.731	0.498	divoký
true	0.896	0.436	0.777	skutečný
truelove	0.860	0.600	0.587	pravá láska
truffle	0.677	0.323	0.418	lanýž
truism	0.521	0.422	0.480	truismus
trump	0.640	0.716	0.898	trumf
trumpet	0.573	0.570	0.393	trubka
trumpeter	0.673	0.600	0.676	trumpetista
truncate	0.323	0.600	0.412	zkrátit
truncated	0.316	0.602	0.439	zkrácený
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	kmen
truss	0.521	0.482	0.569	vazník
trust	0.888	0.547	0.741	důvěra
trustee	0.531	0.442	0.658	správce
trusting	0.857	0.508	0.750	důvěřivý
trustworthy	0.969	0.315	0.824	důvěryhodný
trusty	0.863	0.398	0.696	věrný
truth	0.971	0.400	0.685	pravda
truthful	0.708	0.467	0.807	pravdivý
truthfulness	0.920	0.549	0.808	pravdivost
try	0.604	0.551	0.556	Snaž se
tryout	0.459	0.539	0.472	vyzkoušet
tryouts	0.490	0.602	0.594	zkoušky
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	vana
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tlustý
tube	0.418	0.279	0.409	trubka
tuberculosis	0.214	0.519	0.424	tuberkulóza
tubing	0.438	0.363	0.358	hadice
tubular	0.458	0.361	0.464	trubkový
tubule	0.500	0.330	0.333	trubička
tuck	0.367	0.473	0.361	zastrčit
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	úterý
tufted	0.500	0.510	0.406	všívané
tug	0.320	0.604	0.558	tahat
tugboat	0.271	0.510	0.652	remorkér
tuition	0.531	0.372	0.436	výuka
tulip	0.730	0.189	0.356	tulipán
tumble	0.276	0.556	0.272	pád
tumbler	0.520	0.260	0.352	sklenice
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	bříško
tumor	0.102	0.664	0.324	nádor
tumour	0.092	0.627	0.464	nádor
tumult	0.271	0.640	0.636	hluk
tumultuous	0.208	0.622	0.590	bouřlivý
tun	0.386	0.413	0.364	káď
tuna	0.531	0.386	0.304	tuňák
tunable	0.510	0.364	0.582	naladitelný
tune	0.708	0.479	0.426	naladit
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	ladění
tunnel	0.312	0.490	0.412	tunel
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	zákal
turbine	0.520	0.549	0.575	turbína
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulence
turbulent	0.302	0.792	0.612	turbulentní
turd	0.240	0.519	0.383	hovno
turf	0.531	0.192	0.295	rašelina
turkey	0.634	0.245	0.247	krocan
turmeric	0.542	0.316	0.312	kurkuma
turmoil	0.198	0.888	0.417	zmatek
turn	0.531	0.398	0.482	otočit se
turnaround	0.560	0.654	0.407	otočit se
turned	0.630	0.538	0.583	otočil
turning	0.510	0.684	0.420	otáčení
turnip	0.561	0.183	0.254	tuřín
turnkey	0.531	0.382	0.427	na klíč
turnoff	0.312	0.560	0.327	vypnout
turnout	0.641	0.692	0.898	účast
turnover	0.490	0.392	0.512	obrat
turnpike	0.459	0.434	0.462	mýto
turntable	0.531	0.455	0.406	gramofon
turpentine	0.320	0.539	0.571	terpentýn
turquoise	0.786	0.226	0.357	tyrkysový
turret	0.494	0.500	0.588	věžička
turtle	0.291	0.102	0.271	želva
turtleneck	0.583	0.398	0.327	rolák
tussle	0.333	0.919	0.691	zápas
tutelage	0.393	0.442	0.609	opatrovnictví
tutor	0.750	0.346	0.826	tutor
tutoring	0.663	0.402	0.702	doučování
tutu	0.583	0.276	0.233	sukénka
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	televize
twain	0.541	0.255	0.370	dvojče
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	blbci
tweak	0.440	0.462	0.452	vyladit
tweed	0.510	0.440	0.412	tvíd
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	pinzeta
twelfth	0.521	0.292	0.527	dvanáctý
twelve	0.490	0.298	0.412	dvanáct
twentieth	0.469	0.297	0.346	dvacetina
twenty	0.520	0.292	0.286	dvacet
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	větvička
twilight	0.622	0.341	0.633	soumrak
twill	0.449	0.415	0.353	kepr
twin	0.688	0.363	0.453	dvojče
twine	0.521	0.380	0.337	motouz
twinge	0.316	0.720	0.471	štípat
twinkle	0.719	0.724	0.610	blikat
twins	0.760	0.473	0.602	dvojčata
twirl	0.552	0.647	0.409	točit
twist	0.375	0.469	0.337	kroutit
twisted	0.071	0.736	0.311	zkroucený
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	pitomec
twitch	0.510	0.740	0.548	škubnutí
twitching	0.292	0.700	0.482	cukání
twitchy	0.094	0.918	0.281	cukavý
two	0.520	0.200	0.404	dva
two step	0.583	0.314	0.327	dva kroky
twofaced	0.387	0.620	0.384	dvoutvárný
twofold	0.573	0.333	0.551	dvojí
twosome	0.583	0.544	0.500	dvojice
tycoon	0.682	0.596	0.867	magnát
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	typ
typewriter	0.542	0.373	0.418	psací stroj
typhoid	0.265	0.458	0.401	tyfus
typhoon	0.323	0.796	0.697	tajfun
typical	0.635	0.206	0.426	typický
typically	0.569	0.377	0.559	typicky
typist	0.551	0.559	0.528	písařka
typo	0.224	0.415	0.255	překlep
typography	0.480	0.334	0.574	typografie
tyrannical	0.167	0.860	0.731	tyranský
tyranny	0.112	0.792	0.705	tyranie
tyrant	0.115	0.850	0.683	tyran
tyre	0.480	0.358	0.407	pneumatika
ubiquitous	0.635	0.571	0.884	všudypřítomný
ubiquity	0.578	0.490	0.595	všudypřítomnost
ugliness	0.094	0.407	0.267	ošklivost
ugly	0.167	0.630	0.254	škaredý
uhoh	0.320	0.622	0.284	A jé
ukulele	0.513	0.358	0.365	Ukulele
ulcer	0.286	0.596	0.377	vřed
ulterior	0.375	0.509	0.490	postranní
ultimate	0.648	0.645	0.544	Ultimátni
ultimately	0.385	0.480	0.558	nakonec
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultrazvuk
ultraviolet	0.604	0.448	0.673	ultrafialový
umbilical	0.398	0.406	0.333	pupeční
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	deštník
umpire	0.520	0.592	0.755	rozhodčí
umpteen	0.510	0.460	0.611	spousta
unabashed	0.292	0.614	0.488	nestoudný
unabated	0.532	0.420	0.466	nezmenšená
unable	0.132	0.459	0.193	neschopný
unacceptable	0.133	0.479	0.330	nepřijatelný
unaccompanied	0.292	0.376	0.297	bez doprovodu
unaccountable	0.180	0.600	0.543	nevysvětlitelný
unaccounted	0.410	0.338	0.361	nezaúčtovaný
unacknowledged	0.240	0.269	0.116	nepřiznaný
unadulterated	0.570	0.420	0.528	ryzí
unaffected	0.542	0.265	0.571	nedotčeno
unafraid	0.500	0.520	0.655	nebojácný
unaided	0.290	0.410	0.336	bez pomoci
unaltered	0.571	0.269	0.598	nezměněný
unambiguous	0.406	0.390	0.578	jednoznačný
unanimity	0.490	0.407	0.706	jednomyslnost
unanimous	0.656	0.380	0.682	jednomyslný
unanimously	0.686	0.333	0.738	jednomyslně
unannounced	0.240	0.588	0.291	neohlášený
unanswered	0.276	0.361	0.219	nezodpovězeno
unanticipated	0.255	0.775	0.327	neočekávané
unappreciated	0.143	0.431	0.209	nedoceněný
unapproved	0.184	0.471	0.254	neschválené
unarmed	0.427	0.420	0.241	neozbrojený
unassisted	0.302	0.320	0.211	bez pomoci
unassuming	0.490	0.230	0.471	nenáročný
unattached	0.192	0.439	0.283	nepřipojený
unattainable	0.220	0.635	0.571	nedosažitelný
unattended	0.255	0.400	0.167	bez dozoru
unattractive	0.177	0.307	0.208	neatraktivní
unauthorized	0.260	0.448	0.259	neoprávněný
unavailable	0.323	0.281	0.159	nedostupný
unavoidable	0.350	0.580	0.445	nevyhnutelný
unaware	0.208	0.355	0.310	nevědomý
unbalanced	0.302	0.596	0.343	nevyvážený
unbearable	0.125	0.798	0.447	nesnesitelný
unbeatable	0.735	0.719	0.681	nepřekonatelný
unbeaten	0.854	0.760	0.828	neporažený
unbecoming	0.123	0.471	0.288	neslušný
unbelief	0.265	0.582	0.407	nevěra
unbelievable	0.771	0.790	0.717	neuvěřitelný
unbiased	0.625	0.378	0.618	objektivní
unborn	0.312	0.300	0.216	nenarozený
unbound	0.354	0.402	0.283	bez závazků
unbounded	0.646	0.600	0.736	neomezený
unbreakable	0.653	0.573	0.759	nerozbitný
unbridled	0.396	0.759	0.448	nespoutaný
unbroken	0.550	0.224	0.602	nezlomený
unbutton	0.479	0.539	0.311	rozepnout
uncalled	0.344	0.294	0.222	nevolaný
uncanny	0.469	0.461	0.430	podivné
uncaring	0.177	0.245	0.321	bezstarostný
uncensured	0.438	0.649	0.509	bez cenzury
uncertain	0.363	0.500	0.164	nejistý
uncertainty	0.064	0.494	0.282	nejistota
unchallenged	0.552	0.394	0.545	nenapadnuto
unchangeable	0.375	0.442	0.709	neměnný
unchanged	0.490	0.204	0.237	beze změny
uncharted	0.188	0.406	0.413	nezmapované
uncherished	0.250	0.412	0.280	neopatrný
uncivilized	0.133	0.600	0.400	necivilizovaný
unclaimed	0.316	0.346	0.278	nevyzvednuté
uncle	0.653	0.255	0.578	strýc
unclean	0.133	0.529	0.134	nečistý
unclear	0.229	0.463	0.202	nejasný
uncomfortable	0.188	0.610	0.214	nepříjemný
uncommon	0.459	0.429	0.373	neobvyklé
uncommonly	0.626	0.490	0.778	nezvykle
uncomplicated	0.740	0.260	0.453	nekomplikovaný
uncompromising	0.320	0.531	0.613	nekompromisní
unconcerned	0.562	0.283	0.298	nezaujatý
unconditional	0.760	0.493	0.715	bezpodmínečné
unconfirmed	0.334	0.321	0.339	nepotvrzený
unconnected	0.188	0.265	0.213	nepřipojené
unconscionable	0.208	0.618	0.429	nesvědomitý
unconscious	0.240	0.356	0.195	nevědomý
unconsciousness	0.177	0.440	0.121	bezvědomí
unconstitutional	0.230	0.588	0.491	neústavní
unconstrained	0.653	0.640	0.635	neomezený
uncontested	0.510	0.471	0.689	nesporné
uncontrollable	0.265	0.790	0.626	neovladatelný
uncontrolled	0.188	0.891	0.544	nekontrolovaně
unconventional	0.177	0.509	0.288	nekonvenční
unconvinced	0.409	0.458	0.228	nepřesvědčený
unconvincing	0.190	0.532	0.144	nepřesvědčivé
uncooked	0.312	0.321	0.241	nevařené
uncooperative	0.250	0.422	0.246	nekooperativní
uncorrelated	0.333	0.327	0.316	nekorelované
uncouth	0.080	0.761	0.350	hrubý
uncover	0.771	0.552	0.648	odhalit
uncritical	0.480	0.367	0.412	nekritický
uncut	0.448	0.422	0.278	nesestříhaný
undead	0.367	0.635	0.406	nemrtvý
undecided	0.286	0.433	0.127	nerozhodný
undefeated	0.833	0.752	0.825	neporažený
undefined	0.260	0.418	0.350	nedefinováno
undeniable	0.552	0.473	0.778	nepopiratelný
underage	0.469	0.461	0.300	nezletilý
underbelly	0.406	0.423	0.361	podbřišek
undercover	0.388	0.627	0.483	v utajení
undercurrent	0.357	0.582	0.520	spodní proud
underdog	0.250	0.410	0.226	smolař
underestimate	0.413	0.464	0.193	podcenění
undergo	0.398	0.554	0.339	podstoupit
undergraduate	0.583	0.500	0.559	vysokoškolák
underground	0.396	0.455	0.452	podzemí
underhanded	0.188	0.415	0.527	tajný
underlay	0.521	0.365	0.458	podložka
underlie	0.323	0.378	0.275	podložit
underline	0.480	0.412	0.509	zdůraznit
underlying	0.480	0.445	0.452	základní
undermine	0.316	0.491	0.413	podkopat
undermined	0.365	0.409	0.394	podkopané
underneath	0.450	0.265	0.158	pod
underpaid	0.146	0.413	0.209	nedostatečně zaplaceno
underpants	0.448	0.473	0.276	spodky
underprivileged	0.167	0.449	0.172	znevýhodněný
underrated	0.208	0.520	0.333	nedoceněný
underscore	0.375	0.275	0.306	podtrhnout
undersea	0.545	0.490	0.425	podmořský
undersecretary	0.459	0.377	0.594	podtajemník
undersized	0.316	0.425	0.298	poddimenzovaný
understaffed	0.148	0.444	0.302	nedostatečný personál
understand	0.760	0.374	0.643	rozumět
understandable	0.776	0.363	0.566	srozumitelný
understanding	0.865	0.304	0.689	porozumění
understatement	0.347	0.480	0.473	podhodnocení
understood	0.780	0.441	0.686	pochopil
understudy	0.378	0.402	0.420	náhradník
undertake	0.796	0.702	0.754	podniknout
undertaker	0.363	0.696	0.611	pohřebák
undertaking	0.667	0.530	0.696	závazek
undertow	0.327	0.639	0.231	podlézt
underwear	0.610	0.546	0.375	spodní prádlo
underwood	0.510	0.453	0.510	Pod dřevem
underworld	0.177	0.676	0.613	podsvětí
underwrite	0.416	0.520	0.423	upisovat
underwriter	0.571	0.327	0.620	upisovatel
undeserved	0.219	0.552	0.283	nezasloužený
undesirable	0.177	0.644	0.260	nežádoucí
undesired	0.156	0.441	0.235	nežádoucí
undetectable	0.438	0.539	0.604	nezjistitelné
undetected	0.224	0.304	0.268	nezjištěno
undetermined	0.265	0.256	0.353	neurčeno
undeveloped	0.292	0.330	0.254	nevyvinutý
undignified	0.122	0.627	0.308	nedůstojný
undirected	0.330	0.417	0.310	neorientovaný
undisclosed	0.479	0.361	0.314	nezveřejněno
undiscovered	0.438	0.347	0.261	neobjevený
undisputed	0.646	0.588	0.673	nesporný
undisturbed	0.725	0.287	0.434	nerušený
undivided	0.510	0.380	0.490	nerozdělené
undo	0.365	0.444	0.349	vrátit
undoing	0.219	0.452	0.298	zkáza
undoubted	0.592	0.461	0.740	nesporný
undress	0.438	0.900	0.336	svléknout
undressed	0.375	0.755	0.356	svlečený
undue	0.156	0.573	0.318	nepatřičné
undying	0.708	0.500	0.773	nehynoucí
unearned	0.177	0.340	0.213	nezasloužené
unearth	0.427	0.635	0.545	odhalit
uneasiness	0.190	0.798	0.241	neklid
uneasy	0.115	0.598	0.349	nepříjemný
uneducated	0.177	0.350	0.246	nevzdělaný
unemployed	0.094	0.481	0.230	bez práce
unemployment	0.094	0.400	0.297	nezaměstnanost
unencumbered	0.604	0.280	0.472	nezatížené
unending	0.385	0.519	0.454	nekonečný
unequal	0.118	0.433	0.202	nerovný
unequalled	0.562	0.470	0.769	nepřekonatelný
unequivocal	0.604	0.415	0.615	jednoznačný
unequivocally	0.521	0.668	0.554	jednoznačně
unethical	0.104	0.433	0.269	neetický
uneven	0.125	0.457	0.240	nerovný
uneventful	0.510	0.343	0.410	jednotvárný
unexpected	0.500	0.720	0.333	neočekávané
unexpectedly	0.354	0.759	0.462	nečekaně
unexplainable	0.260	0.448	0.610	nevysvětlitelné
unexplained	0.271	0.531	0.349	nevysvětlitelné
unexplored	0.401	0.640	0.388	neprozkoumaný
unfailing	0.625	0.635	0.594	neselhávající
unfair	0.173	0.472	0.190	nespravedlivé
unfairness	0.170	0.817	0.336	nespravedlnost
unfaithful	0.031	0.806	0.298	nevěrný
unfamiliar	0.219	0.558	0.273	neznámý
unfavorable	0.133	0.450	0.232	nepříznivý
unfeeling	0.235	0.377	0.345	bezcitný
unfettered	0.569	0.650	0.586	nespoutaný
unfinished	0.188	0.368	0.264	nedokončený
unfit	0.250	0.368	0.185	nevhodný
unflinching	0.667	0.606	0.882	neochvějně
unfold	0.612	0.510	0.520	rozvinout
unfollow	0.281	0.337	0.293	přestat sledovat
unforeseen	0.255	0.714	0.500	nepředvídané
unforgettable	0.833	0.561	0.660	nezapomenutelný
unforgivable	0.276	0.743	0.490	neodpustitelný
unforgiving	0.406	0.630	0.793	neodpouštějící
unfortunate	0.073	0.487	0.195	nešťastný
unfortunately	0.104	0.494	0.281	bohužel
unfounded	0.271	0.520	0.410	neopodstatněný
unfreeze	0.458	0.297	0.375	uvolnit
unfriendly	0.173	0.670	0.458	nepřátelský
unfulfilled	0.184	0.426	0.268	nesplněno
unfurnished	0.316	0.333	0.272	nezařízený
unglued	0.378	0.446	0.352	rozlepené
ungodly	0.296	0.423	0.388	bezbožný
ungrateful	0.219	0.461	0.275	nevděčný
unguarded	0.156	0.578	0.205	nehlídané
unhand	0.406	0.360	0.361	pustit z ruky
unhappiness	0.083	0.630	0.222	neštěstí
unhappy	0.112	0.500	0.155	nešťastný
unharmed	0.740	0.378	0.491	nezraněný
unhealthy	0.115	0.549	0.214	nezdravý
unheard	0.344	0.539	0.500	neslýchaný
unhelpful	0.104	0.320	0.118	neužitečné
unhindered	0.729	0.441	0.725	bez zábran
unholy	0.327	0.560	0.445	bezbožný
unhook	0.375	0.592	0.310	odháknout
